wavelength,Back_SchRuff,Belly_SchRuff,Breast_SchRuff,Crissum_SchRuff,Crown_SchRuff,DorTail_SchRuff,Patch10_SchRuff,Rump_SchRuff,Throat_SchRuff,WingTip_SchRuff
333.91,7.99,19.006,7.20216666667,5.243,5.26066666667,8.53366666667,2.19266666667,8.18883333333,8.52,8.25833333333
334.28,8.24783333333,19.2461666666,7.31716666666,5.3745,5.487,8.686,2.27133333333,8.477,8.63616666666,8.49733333333
334.64,8.641,19.5403333333,7.44766666667,5.67283333333,5.75416666667,8.90133333333,2.61,8.74583333335,8.92666666666,8.73566666667
335.01,8.77583333334,19.7251666667,7.6045,5.85716666666,5.79733333333,9.08533333333,2.73233333333,8.84933333335,9.10208333334,8.93250000002
335.38,8.83166666667,19.8245,7.67033333333,5.86166666667,5.7235,8.99283333333,2.76283333334,8.82833333333,9.12116666667,8.91083333335
335.74,8.795,19.7361666666,7.58233333334,5.77433333333,5.59566666667,8.8635,2.76683333333,8.71683333331,8.94783333333,8.8535
336.11,8.74566666665,19.7075,7.57933333333,5.60483333333,5.44083333334,8.82933333333,2.7155,8.63299999998,8.88075,8.868
336.47,8.69166666667,19.7395,7.56583333334,5.628,5.24733333333,8.82283333334,2.6605,8.70433333335,9.07991666666,8.74266666667
336.84,8.76283333335,19.6961666667,7.6795,5.7305,5.28183333333,8.9715,2.72616666667,8.83250000001,9.26041666666,8.82316666666
337.21,8.901,19.9661666667,7.96316666667,5.774,5.45716666666,9.11433333333,2.90766666666,8.98883333334,9.40916666667,9.04833333332
337.57,8.88233333335,19.9943333333,7.95283333333,5.66666666666,5.492,9.20033333333,2.90033333333,8.97566666669,9.42191666667,9.03483333331
337.94,8.68516666668,20.0473333333,7.77616666667,5.563,5.35733333334,8.987,2.783,8.80050000001,9.18933333334,8.93133333331
338.31,8.50749999999,19.9725,7.68383333333,5.537,5.23233333333,8.818,2.68466666667,8.56649999999,9.07291666666,8.81799999999
338.67,8.18166666667,19.7446666666,7.49716666667,5.2675,4.961,8.5965,2.37833333334,8.35200000001,8.91075,8.67700000001
339.04,8.28233333333,19.9026666667,7.56066666666,5.40133333333,5.08366666666,8.72666666667,2.46466666667,8.42133333333,8.992,8.72966666665
339.40,8.31333333333,20.0276666666,7.567,5.41933333333,5.14616666666,8.83566666667,2.43933333333,8.52833333332,9.03858333333,8.64516666667
339.77,8.27516666666,20.1365,7.7265,5.44583333333,5.19266666666,8.9615,2.49416666666,8.63233333331,9.13233333333,8.63833333333
340.14,8.20416666667,20.1478333334,7.655,5.38466666667,5.081,8.92066666667,2.36433333333,8.58366666668,9.09666666666,8.4775
340.50,8.13966666667,20.1358333333,7.548,5.2595,5.09683333334,8.83633333333,2.28866666667,8.461,8.82441666666,8.43383333334
340.87,8.08966666666,20.153,7.549,5.219,5.01866666667,8.73533333333,2.27666666667,8.562,8.6575,8.299
341.23,8.05316666666,20.14,7.47166666667,5.18183333333,4.92066666667,8.64616666667,2.088,8.5305,8.53783333334,8.249
341.60,8.19383333334,20.2716666666,7.57116666667,5.3295,5.01216666667,8.65516666667,2.17116666667,8.62850000002,8.58283333333,8.28483333333
341.96,8.342,20.4165,7.73516666667,5.4985,5.13833333333,8.67333333334,2.312,8.74866666665,8.68333333333,8.39716666667
342.33,8.431,20.4861666666,7.7565,5.50983333334,5.19983333334,8.68933333334,2.3445,8.76966666666,8.774,8.29033333333
342.70,8.626,20.8013333333,7.9785,5.70183333333,5.3255,8.88333333333,2.54533333333,8.95683333335,8.889,8.33466666667
343.06,8.64516666667,20.8945,8.0965,5.77366666667,5.39766666666,8.9765,2.56816666667,9.05749999998,8.953,8.25816666666
343.43,8.76200000002,20.9541666667,8.1685,5.83216666666,5.53533333333,9.02866666666,2.6355,9.13850000002,8.98583333334,8.34433333333
343.79,8.95883333335,21.0638333333,8.26716666667,5.985,5.7525,9.05316666666,2.74683333333,9.23949999999,9.17741666666,8.38316666667
344.16,9.173,21.1975,8.39166666667,6.1145,5.93633333333,9.10666666666,2.88583333333,9.47050000002,9.3485,8.46633333333
344.52,9.2805,21.3726666667,8.47783333334,6.223,5.99733333333,9.1655,2.895,9.54850000002,9.47891666667,8.47266666666
344.89,9.13649999999,21.4076666667,8.3645,6.04083333333,5.877,9.0925,2.69533333334,9.39899999999,9.49925,8.35683333334
345.25,9.23766666666,21.5475,8.44633333333,6.05983333333,5.95216666667,9.11916666666,2.8025,9.37883333335,9.60516666666,8.26916666667
345.62,9.30033333335,21.672,8.50066666665,6.081,5.94833333334,9.12416666667,2.78783333333,9.42299999999,9.62858333333,8.31416666667
345.99,9.37333333331,21.7611666667,8.53416666666,6.09083333334,5.97683333333,9.23816666667,2.80416666667,9.5205,9.75691666666,8.29516666667
346.35,9.42300000002,21.7893333334,8.63050000002,6.1285,6.02216666667,9.29616666667,2.85483333333,9.60816666665,9.84825,8.44766666667
346.72,9.30883333332,21.7226666666,8.45033333331,5.96283333334,5.9555,9.17166666667,2.67266666667,9.42066666665,9.70775,8.35366666666
347.08,9.13766666668,21.5205,8.1705,5.7015,5.71933333333,8.83733333333,2.44083333334,9.13749999998,9.466,8.18333333333
347.45,9.01650000002,21.4975,8.03233333333,5.66183333334,5.506,8.6495,2.33766666667,8.97583333332,9.37325,8.06566666667
347.81,8.93150000001,21.5563333334,7.96066666667,5.60433333333,5.34316666666,8.61916666667,2.231,8.90066666665,9.20683333334,8.081
348.18,8.93183333333,21.6903333333,8.03383333333,5.67566666667,5.356,8.7095,2.307,8.89083333333,9.29766666667,8.15416666667
348.54,8.96683333335,21.7706666667,8.1075,5.73533333333,5.3685,8.72066666667,2.31066666666,8.84883333333,9.335,8.23066666666
348.91,9.15299999998,22.1041666667,8.36033333335,5.93016666667,5.53516666666,8.753,2.42483333334,8.94016666665,9.45225,8.37566666667
349.27,9.14433333332,22.1266666666,8.40900000002,5.97733333334,5.51633333333,8.82916666667,2.43166666666,8.98016666669,9.39541666666,8.40116666667
349.64,9.12900000002,22.1365,8.46716666665,6.01216666667,5.54883333333,8.8185,2.43183333333,8.9305,9.38633333333,8.439
350.00,9.03483333334,22.0363333334,8.40816666665,5.87683333333,5.43316666667,8.66166666667,2.35366666667,8.78616666665,9.19075,8.31433333333
350.37,9.11566666665,22.2321666666,8.49950000002,5.9455,5.47233333333,8.64266666667,2.42016666667,8.81649999999,9.21516666666,8.36366666667
350.73,9.24666666668,22.3848333333,8.73383333332,6.141,5.593,8.76133333333,2.62016666666,9.01649999998,9.36158333334,8.54616666667
351.10,9.34066666665,22.6903333333,8.98183333332,6.3475,5.76466666667,8.94733333333,2.759,9.2385,9.56583333334,8.7505
351.46,9.48716666665,22.8605,9.20316666665,6.47033333334,5.9345,9.15616666667,2.86333333333,9.44266666668,9.70825,8.93866666667
351.83,9.61433333332,22.9273333333,9.28333333335,6.51833333333,5.98383333334,9.18283333334,2.917,9.50183333335,9.76008333334,8.9255
352.19,9.60283333335,22.864,9.31800000002,6.55516666667,5.97816666667,9.14266666667,2.88433333333,9.51016666668,9.69641666666,8.9115
352.55,9.53566666666,22.8346666667,9.27716666665,6.41183333334,5.96733333334,9.10583333333,2.86033333333,9.50900000001,9.62241666666,8.83783333334
352.92,9.70816666667,22.9915,9.34483333335,6.52316666667,6.107,9.266,2.95316666667,9.67966666666,9.712,8.93600000001
353.28,9.76999999999,23.1168333334,9.38000000002,6.63666666667,6.19033333333,9.27383333333,2.9465,9.77483333331,9.87025,9.06333333332
353.65,9.75966666666,23.1435,9.27616666665,6.561,6.10533333333,9.24333333334,2.88116666666,9.77850000002,9.82991666666,8.94666666668
354.01,9.91066666666,23.3905,9.39750000002,6.67316666667,6.206,9.35633333333,2.97533333333,9.87633333333,9.91208333334,9.10083333334
354.38,9.85333333333,23.4231666667,9.35466666669,6.581,6.153,9.34533333333,2.84183333333,9.84183333331,9.80533333333,8.99033333334
354.74,9.94449999998,23.4916666667,9.42533333334,6.617,6.16033333334,9.35816666667,2.79266666667,9.8595,9.93216666667,8.96433333333
355.11,10.1311666667,23.5365,9.50183333335,6.64916666666,6.225,9.4425,2.86333333334,9.91683333332,9.97833333333,9.00333333332
355.47,10.199,23.6285,9.57199999998,6.70066666667,6.303,9.463,2.89683333333,10.0041666667,10.0471666667,9.01783333335
355.83,10.1296666667,23.6631666667,9.60299999999,6.604,6.25383333334,9.385,2.8145,9.92816666666,10.0195833333,8.91333333334
356.20,10.0578333333,23.6903333333,9.54233333333,6.46916666667,6.21016666666,9.26083333333,2.7815,9.83816666666,9.99333333334,8.84583333334
356.56,10.0216666667,23.78,9.53933333331,6.46716666667,6.15016666666,9.2185,2.747,9.77749999999,10.048,8.80666666666
356.93,9.91133333335,23.6203333333,9.42316666665,6.33833333334,6.0645,9.046,2.6995,9.64733333332,10.0008333333,8.75816666665
357.29,9.84166666665,23.6035,9.38433333335,6.28,6.00933333334,8.906,2.65733333333,9.52766666667,9.95508333334,8.655
357.66,9.90950000002,23.6385,9.484,6.37633333333,6.088,8.9695,2.76566666667,9.577,10.0439166667,8.69866666665
358.02,9.87099999998,23.6226666667,9.47000000002,6.34516666667,6.07783333333,8.88783333333,2.72783333333,9.56749999998,10.1143333333,8.657
358.38,9.75600000001,23.5828333333,9.37233333335,6.1955,5.96016666667,8.79983333334,2.6215,9.45883333335,10.0195833333,8.50266666667
358.75,9.52216666669,23.4581666667,9.24500000002,6.08216666667,5.8805,8.6575,2.44983333334,9.33016666668,9.83716666667,8.34166666667
359.11,9.4,23.4733333333,9.18066666665,5.99016666666,5.79266666667,8.5235,2.35416666667,9.26933333334,9.82391666666,8.24283333333
359.48,9.42183333331,23.5243333333,9.12483333331,5.9065,5.66283333333,8.49216666666,2.3065,9.1905,9.81458333334,8.18333333333
359.84,9.44383333335,23.6483333333,9.10333333333,5.97683333333,5.70366666667,8.52866666666,2.345,9.25650000001,9.91966666666,8.24816666666
360.20,9.53549999998,23.7895,9.19516666665,6.0915,5.77983333334,8.61816666667,2.38083333334,9.35950000002,10.02425,8.32316666666
360.57,9.61449999999,23.857,9.30049999998,6.16166666666,5.94366666667,8.7015,2.43066666667,9.49733333331,10.067,8.38883333333
360.93,9.62400000002,23.9451666666,9.37866666666,6.23566666667,5.96483333333,8.7195,2.422,9.4805,10.07875,8.37866666667
361.29,9.7415,24.0721666666,9.50466666665,6.32916666667,6.05933333334,8.8325,2.4705,9.57800000001,10.1798333333,8.44266666667
361.66,9.75749999999,24.1271666666,9.51449999998,6.28066666667,6.0375,8.7875,2.42066666667,9.60383333334,10.18575,8.43666666667
362.02,9.72716666666,24.2078333333,9.56216666667,6.28933333333,6.03283333334,8.8005,2.39666666667,9.63383333333,10.1598333333,8.44916666667
362.39,9.88166666665,24.268,9.68316666665,6.465,6.17133333333,8.897,2.5225,9.79083333333,10.35925,8.5545
362.75,10.0406666667,24.4956666667,9.83599999999,6.526,6.23616666667,8.9545,2.60616666667,9.94183333335,10.4801666667,8.62816666667
363.11,10.0066666667,24.4758333333,9.78416666665,6.49666666666,6.19916666667,8.88183333333,2.5395,9.88616666668,10.4179166667,8.54933333333
363.48,9.88449999998,24.4323333334,9.75283333335,6.47866666667,6.2045,8.78633333333,2.475,9.81166666667,10.3306666667,8.455
363.84,9.80149999999,24.4153333333,9.70250000002,6.39616666666,6.12633333333,8.705,2.3385,9.69749999999,10.227,8.34066666667
364.20,9.78866666668,24.431,9.63416666667,6.33933333334,6.038,8.65883333333,2.2745,9.652,10.2339166667,8.2575
364.57,9.81849999999,24.465,9.62816666669,6.36566666667,5.97516666667,8.60733333333,2.27133333333,9.59033333333,10.2345,8.22516666667
364.93,9.85766666669,24.4953333333,9.60983333331,6.365,6.001,8.64866666667,2.227,9.61333333335,10.2168333333,8.18083333334
365.29,9.89433333335,24.5703333333,9.61866666668,6.38716666667,6.03083333333,8.68216666667,2.25783333333,9.67250000001,10.2305833333,8.176
365.66,9.90750000002,24.6775,9.64566666667,6.36766666667,6.08866666667,8.71316666666,2.20566666666,9.63916666666,10.21225,8.16283333334
366.02,10.0191666667,24.7516666667,9.69016666669,6.43583333334,6.18833333333,8.7595,2.27133333333,9.663,10.276,8.13766666666
366.38,10.0665,24.9921666667,9.87983333334,6.47433333334,6.2555,8.83,2.35033333334,9.686,10.3314166667,8.23566666667
366.75,10.1415,25.0766666667,9.89966666667,6.5645,6.3585,8.92983333334,2.4675,9.71549999998,10.43375,8.335
367.11,10.3488333333,25.272,10.0938333334,6.7525,6.5235,9.09283333333,2.60383333333,9.88666666667,10.6301666667,8.50283333333
367.47,10.4306666666,25.3925,10.109,6.7695,6.53866666666,9.03533333334,2.64,9.90216666668,10.69225,8.5155
367.84,10.4565,25.462,10.1721666666,6.76383333333,6.534,8.989,2.69516666667,9.93550000002,10.6873333333,8.516
368.20,10.3895,25.5048333333,10.2453333333,6.73166666667,6.54983333334,8.97366666667,2.68466666666,9.95400000002,10.5685,8.47116666667
368.56,10.3853333333,25.5663333333,10.2721666667,6.70733333333,6.522,8.92233333333,2.69583333333,9.97333333333,10.55425,8.474
368.93,10.4318333333,25.7113333334,10.3955,6.727,6.566,8.8975,2.7945,10.0305,10.7229166667,8.522
369.29,10.3333333333,25.6718333333,10.3828333333,6.6475,6.52116666666,8.78833333334,2.745,9.92683333335,10.6764166667,8.46216666667
369.65,10.3148333333,25.696,10.4305,6.66966666666,6.47083333334,8.72683333333,2.7525,9.92383333334,10.6583333333,8.44466666667
370.01,10.2925,25.7628333333,10.5205,6.683,6.44833333334,8.7485,2.76583333333,9.97366666667,10.6655,8.44466666667
370.38,10.1901666667,25.6478333334,10.3645,6.59016666667,6.319,8.59,2.657,9.824,10.5508333333,8.2955
370.74,10.185,25.6581666666,10.3543333333,6.54333333334,6.22116666667,8.52166666667,2.61266666667,9.77166666669,10.4894166667,8.22116666667
371.10,10.0946666667,25.5985,10.3111666667,6.39833333333,6.12266666666,8.44466666667,2.5385,9.65716666665,10.3668333333,8.11933333333
371.46,10.1286666667,25.6383333333,10.3748333333,6.47083333333,6.14566666666,8.52483333333,2.52883333334,9.68966666668,10.3685,8.14366666667
371.83,10.2691666667,25.7628333333,10.5221666667,6.608,6.29316666666,8.66366666666,2.6005,9.81066666666,10.5050833333,8.27383333333
372.19,10.3831666667,25.9328333334,10.6396666667,6.691,6.4475,8.73366666667,2.6855,9.94966666669,10.6846666667,8.41216666666
372.55,10.41,26.003,10.7148333333,6.72766666667,6.49283333333,8.80316666667,2.67783333333,9.97616666666,10.8125,8.44683333333
372.92,10.4203333333,26.0215,10.6876666667,6.721,6.44383333334,8.80783333334,2.6115,9.988,10.7466666667,8.41266666667
373.28,10.4715,26.1511666666,10.7855,6.79216666667,6.50416666667,8.884,2.678,10.0653333333,10.8071666667,8.483
373.64,10.5305,26.3141666667,10.8586666667,6.86233333334,6.53566666667,8.92783333333,2.79966666666,10.1745,10.9115,8.53483333333
374.00,10.4481666667,26.2655,10.7733333333,6.78116666667,6.46216666667,8.79516666667,2.71783333333,10.0773333334,10.87325,8.43716666667
374.37,10.4868333333,26.421,10.882,6.864,6.50433333333,8.84166666667,2.76633333333,10.2105,10.99025,8.48033333334
374.73,10.4506666667,26.4751666667,10.945,6.88183333333,6.57433333333,8.8555,2.76166666667,10.2825,11.0385833333,8.472
375.09,10.4108333333,26.5941666667,10.963,6.872,6.5895,8.845,2.74033333334,10.3486666667,11.0214166667,8.424
375.45,10.4345,26.7336666667,11.0641666667,6.89683333333,6.65466666666,8.89366666667,2.77966666667,10.4225,11.15975,8.44516666666
375.81,10.3613333334,26.758,10.9785,6.8575,6.59766666667,8.84833333333,2.75766666667,10.378,11.1601666667,8.34366666666
376.18,10.3398333333,26.765,11.005,6.84066666666,6.55766666666,8.89133333333,2.7485,10.3001666667,11.0965,8.292
376.54,10.2506666667,26.783,10.9436666667,6.77266666667,6.43766666667,8.79533333333,2.6925,10.2203333333,10.9733333333,8.13116666667
376.90,10.2306666667,26.7738333333,11.0106666666,6.7845,6.4095,8.785,2.70133333333,10.2105,10.9773333333,8.1325
377.26,10.2553333333,26.7473333333,10.9476666667,6.7145,6.31783333333,8.71083333333,2.611,10.1786666667,10.9365,8.027
377.63,10.3103333333,26.7413333333,10.9503333333,6.6595,6.28166666667,8.693,2.57833333334,10.1245,10.942,7.96816666666
377.99,10.436,26.9181666667,11.0496666666,6.72266666667,6.34683333333,8.80266666667,2.64716666667,10.1886666667,11.0685,8.062
378.35,10.4696666667,26.9465,11.0528333333,6.67383333334,6.36633333333,8.78683333334,2.65866666666,10.2055,11.0373333333,8.07733333333
378.71,10.5511666667,27.0871666666,11.0386666667,6.678,6.386,8.80316666666,2.67416666667,10.1701666667,11.0888333333,8.05483333334
379.07,10.5831666667,27.1041666666,11.0733333333,6.72566666667,6.39533333333,8.71866666666,2.73983333334,10.119,11.1521666667,8.04416666667
379.44,10.5708333334,27.1071666666,11.1148333333,6.66366666666,6.34366666666,8.73083333333,2.74283333333,10.0921666667,11.1315,8.0545
379.80,10.6033333334,27.148,11.1838333333,6.67666666666,6.34883333333,8.74416666667,2.74083333333,10.1161666666,11.1590833333,8.10016666667
380.16,10.6225,27.155,11.1368333333,6.64466666666,6.279,8.631,2.67716666667,10.1045,11.15325,8.06633333334
380.52,10.7353333333,27.2533333333,11.2666666666,6.7395,6.447,8.687,2.777,10.183,11.2943333333,8.18516666667
380.88,10.7785,27.3133333334,11.315,6.824,6.54733333333,8.72233333333,2.84066666667,10.2063333333,11.3985833333,8.2215
381.24,10.7458333333,27.4085,11.3455,6.86583333334,6.60933333333,8.74966666667,2.893,10.1633333333,11.4274166667,8.2875
381.61,10.6948333334,27.4301666666,11.364,6.88266666667,6.64716666667,8.71766666667,2.87533333333,10.1668333333,11.44475,8.30883333333
381.97,10.6553333333,27.4498333333,11.3895,6.87116666666,6.637,8.6825,2.84133333334,10.1755,11.3765,8.254
382.33,10.6708333333,27.5028333334,11.4416666667,6.91833333334,6.6505,8.69133333333,2.8,10.1635,11.3805833333,8.2015
382.69,10.5755,27.4588333334,11.4798333333,6.87833333333,6.60166666667,8.639,2.78466666667,10.0925,11.3348333333,8.18816666666
383.05,10.6338333334,27.5026666667,11.5446666667,6.89616666667,6.65833333333,8.733,2.81166666667,10.1151666666,11.3521666667,8.21083333333
383.41,10.7095,27.5768333334,11.5766666667,6.9695,6.741,8.73066666666,2.868,10.1421666667,11.41725,8.2685
383.77,10.7625,27.6855,11.6995,7.02766666667,6.81,8.7425,2.88516666666,10.1835,11.4560833333,8.32366666667
384.14,10.7588333333,27.7403333333,11.7018333333,7.02166666667,6.84066666667,8.74616666667,2.8855,10.142,11.43575,8.29416666666
384.50,10.7805,27.797,11.6936666666,7.0305,6.84,8.75183333334,2.861,10.1521666667,11.43,8.2985
384.86,10.7441666667,27.892,11.6861666666,6.9665,6.77883333333,8.71916666667,2.81266666666,10.1496666667,11.3706666667,8.24133333333
385.22,10.7698333334,27.9511666666,11.7586666667,6.95666666667,6.76583333333,8.7235,2.8085,10.1988333333,11.3991666667,8.21883333334
385.58,10.711,28.0031666667,11.7518333333,6.88066666667,6.72,8.71033333333,2.721,10.1566666667,11.3383333333,8.13816666667
385.94,10.7203333334,28.0081666666,11.7901666667,6.88966666667,6.70166666666,8.74783333333,2.72066666667,10.1266666667,11.3556666667,8.1245
386.30,10.6951666667,28.0398333334,11.8258333333,6.86183333333,6.69,8.74483333333,2.7415,10.1365,11.3775833333,8.11816666667
386.66,10.699,28.049,11.8188333333,6.88733333333,6.68916666666,8.745,2.7295,10.158,11.39275,8.09
387.03,10.6758333333,28.0953333333,11.7886666667,6.85533333333,6.62766666667,8.7135,2.67816666666,10.1366666667,11.3738333333,8.0485
387.39,10.6058333333,28.1211666667,11.7656666667,6.8075,6.57066666667,8.665,2.59583333333,10.0678333334,11.3080833333,7.929
387.75,10.6048333334,28.1243333334,11.7558333334,6.775,6.51266666666,8.64166666666,2.56983333333,10.0206666667,11.2920833333,7.84866666667
388.11,10.6338333334,28.1933333334,11.8396666667,6.83716666667,6.48266666667,8.65683333334,2.59716666667,10.0446666666,11.38325,7.84583333333
388.47,10.6491666667,28.2408333333,11.884,6.80016666667,6.46066666667,8.66566666667,2.59133333334,10.0455,11.4151666667,7.81716666666
388.83,10.6885,28.2765,11.966,6.86783333333,6.498,8.699,2.61383333334,10.1041666667,11.46125,7.8345
389.19,10.7263333333,28.3823333334,12.0231666666,6.90283333333,6.5525,8.7075,2.62116666667,10.1361666667,11.5353333333,7.85166666667
389.55,10.7623333333,28.431,12.0746666666,6.97966666667,6.60966666666,8.7465,2.6845,10.155,11.6334166667,7.87983333334
389.91,10.7738333333,28.4831666666,12.0706666667,6.98633333334,6.64533333333,8.71916666667,2.69766666666,10.1185,11.653,7.89983333333
390.27,10.7663333334,28.5696666667,12.1155,7.03383333333,6.655,8.69283333333,2.66683333334,10.0866666667,11.68075,7.90283333333
390.63,10.7873333333,28.7058333334,12.2101666667,7.03983333334,6.72066666667,8.6555,2.6795,10.0971666667,11.73775,7.94366666666
391.00,10.7726666667,28.7815,12.295,7.09716666667,6.73983333333,8.66216666667,2.69733333334,10.1281666666,11.81,8.01716666667
391.36,10.8005,28.894,12.3438333333,7.123,6.75766666667,8.6885,2.74233333333,10.1648333333,11.8539166667,8.0465
391.72,10.7961666667,28.9756666667,12.3421666666,7.152,6.7925,8.69233333334,2.7935,10.2146666667,11.9118333333,8.06733333334
392.08,10.8273333333,29.05,12.4068333333,7.14366666667,6.87666666667,8.74116666667,2.7985,10.2681666666,11.9553333333,8.10766666667
392.44,10.7756666667,29.0531666667,12.3773333333,7.147,6.8645,8.694,2.76716666667,10.2651666667,11.9493333333,8.0695
392.80,10.7768333333,29.0976666667,12.3658333333,7.126,6.89966666667,8.67416666667,2.76583333334,10.2373333333,11.9799166667,8.0505
393.16,10.808,29.0861666667,12.3895,7.12216666667,6.89766666666,8.6635,2.75516666667,10.2331666667,11.9610833333,8.05216666667
393.52,10.8378333333,29.1281666666,12.4331666667,7.13516666667,6.89366666667,8.6305,2.70416666666,10.2433333333,11.92775,8.05816666667
393.88,10.8191666667,29.128,12.4455,7.1305,6.86266666666,8.5825,2.67383333333,10.2476666666,11.9124166667,8.018
394.24,10.8865,29.1421666666,12.46,7.14166666666,6.91516666666,8.6255,2.71966666666,10.306,11.9015,8.0395
394.60,10.8923333334,29.0991666666,12.461,7.16266666667,6.87583333334,8.63083333333,2.7045,10.2971666667,11.8883333333,7.998
394.96,10.9133333333,29.1346666666,12.459,7.11533333334,6.8545,8.58533333334,2.683,10.2771666667,11.8560833333,7.95666666667
395.32,10.8955,29.1241666667,12.4658333333,7.11583333333,6.85933333333,8.533,2.6585,10.2971666667,11.8579166667,7.965
395.68,10.8956666667,29.1416666667,12.5006666667,7.11233333334,6.84083333334,8.4985,2.637,10.2538333334,11.8534166667,7.9355
396.04,10.8471666667,29.1635,12.5061666666,7.11383333334,6.79333333333,8.43566666666,2.61316666667,10.2148333333,11.8241666667,7.88983333333
396.40,10.8933333334,29.2676666667,12.6511666667,7.16433333333,6.82366666666,8.4405,2.63433333333,10.2208333334,11.8910833333,7.90383333333
396.76,10.8408333333,29.2975,12.6405,7.08883333333,6.7055,8.37783333333,2.58183333334,10.1415,11.8115,7.81216666667
397.12,10.7618333333,29.3781666667,12.6403333333,7.05116666667,6.6265,8.31116666667,2.54166666666,10.0838333333,11.8125,7.726
397.48,10.7338333333,29.4261666667,12.6156666667,7.04083333333,6.623,8.29933333333,2.57866666667,10.0613333333,11.8518333333,7.69583333333
397.84,10.7443333333,29.5476666667,12.6833333333,7.09333333333,6.65633333334,8.31983333333,2.5885,10.0793333333,11.9270833333,7.73716666667
398.20,10.7035,29.6158333334,12.6676666667,7.08283333333,6.6115,8.28433333333,2.55833333333,10.0318333333,11.999,7.7185
398.56,10.7708333333,29.7295,12.7268333333,7.10633333333,6.667,8.34466666667,2.57916666666,10.0571666666,12.0113333333,7.78433333333
398.92,10.8096666666,29.8658333333,12.8473333333,7.1945,6.7855,8.44883333333,2.63766666666,10.1196666667,12.1215833333,7.83183333333
399.28,10.857,29.9295,12.9355,7.2075,6.806,8.50316666667,2.62633333333,10.1373333333,12.1840833333,7.8325
399.64,10.8676666667,30.0238333333,12.9716666667,7.20866666667,6.802,8.525,2.63966666667,10.1818333333,12.21525,7.87266666666
400.00,10.9325,30.1455,13.0491666667,7.282,6.87216666667,8.5495,2.6855,10.2408333333,12.2580833333,7.912
400.36,10.9495,30.2218333333,13.0965,7.327,6.87816666667,8.58633333333,2.75383333333,10.2715,12.2605833333,7.95916666667
400.72,11.0198333333,30.361,13.1878333333,7.38516666667,6.94716666666,8.65183333334,2.7855,10.2848333334,12.3840833333,8.0475
401.08,11.0986666667,30.4481666666,13.2538333334,7.48033333334,7.04616666667,8.73583333334,2.84216666667,10.355,12.4749166667,8.14416666667
401.44,11.1578333334,30.5873333334,13.378,7.531,7.089,8.79033333333,2.85783333333,10.4025,12.546,8.19316666667
401.80,11.1923333333,30.693,13.4653333333,7.58483333334,7.14633333333,8.85633333333,2.91083333333,10.4796666667,12.6,8.21733333334
402.16,11.2303333333,30.775,13.593,7.63516666667,7.21833333333,8.92516666666,2.95233333333,10.5506666667,12.6595,8.26833333333
402.52,11.2765,30.8821666667,13.6678333333,7.65583333333,7.244,8.92933333333,2.99966666667,10.5908333333,12.75575,8.2825
402.88,11.2605,30.8396666667,13.6271666667,7.63833333333,7.19716666666,8.86916666666,2.96783333333,10.5621666667,12.7351666667,8.25133333333
403.24,11.2838333333,30.9098333334,13.6528333333,7.65,7.20566666666,8.851,3.0015,10.5556666667,12.7405,8.246
403.60,11.2776666667,30.895,13.7023333333,7.65516666667,7.24416666667,8.8955,3.01533333334,10.5471666666,12.7670833333,8.2455
403.95,11.2648333334,30.8791666667,13.7118333333,7.59833333334,7.201,8.8705,2.94833333333,10.4821666667,12.7570833333,8.19416666667
404.31,11.2116666667,30.9078333333,13.6718333333,7.5495,7.17416666667,8.83883333333,2.87166666666,10.433,12.72375,8.13166666666
404.67,11.1958333333,30.934,13.6968333333,7.58316666667,7.2175,8.82166666666,2.89016666667,10.4606666667,12.702,8.1145
405.03,11.2195,30.986,13.735,7.5755,7.2205,8.81283333333,2.8905,10.4616666667,12.69275,8.10266666666
405.39,11.2368333333,31.009,13.7728333333,7.62166666666,7.24966666667,8.81383333333,2.9265,10.4968333334,12.7025833333,8.12216666667
405.75,11.2493333333,30.9975,13.7675,7.59183333333,7.2455,8.76483333333,2.93116666666,10.4873333333,12.703,8.123
406.11,11.2503333333,31.0005,13.7458333333,7.583,7.2275,8.728,2.92366666667,10.4408333333,12.68125,8.066
406.47,11.1705,30.9486666667,13.718,7.56233333333,7.17466666667,8.69966666666,2.89083333334,10.4096666667,12.6404166667,7.998
406.83,11.1831666666,31.0378333333,13.7586666667,7.56183333334,7.1685,8.719,2.90733333333,10.4048333334,12.6609166667,7.9875
407.19,11.1268333333,31.0348333333,13.7641666667,7.534,7.1415,8.71483333334,2.877,10.3673333333,12.6535833333,7.9645
407.55,11.1108333333,31.0938333333,13.736,7.53083333333,7.11383333334,8.63383333333,2.81583333334,10.3383333333,12.6314166667,7.912
407.90,11.1306666667,31.2305,13.7763333333,7.58533333333,7.1505,8.6645,2.86566666666,10.4001666666,12.674,7.94383333333
408.26,11.1715,31.265,13.8531666666,7.6345,7.19383333334,8.701,2.91016666666,10.4391666667,12.74375,7.98933333333
408.62,11.2008333333,31.3111666667,13.9371666667,7.65666666667,7.18516666667,8.7545,2.92966666666,10.482,12.8169166667,8.0165
408.98,11.1248333334,31.3088333334,13.9025,7.65133333333,7.13283333333,8.72783333333,2.92516666667,10.4843333333,12.822,7.97533333333
409.34,11.1278333333,31.3608333334,13.9341666667,7.60216666667,7.136,8.72616666667,2.9175,10.4653333333,12.8639166667,7.976
