wavelength,Back_LoxViom,Belly_LoxViom,Breast_LoxViom,Crissum_LoxViom,Crown_LoxViom,DorTail_LoxViom,Patch10_LoxViom,Rump_LoxViom,Throat_LoxViom,WingTip_LoxViom
517.25,4.85706666667,4.4452,3.3786,6.19966666667,3.97453333333,5.54046666666,3.81726666667,5.40806666667,4.33953333333,5.80926666667
517.60,4.85866666667,4.44113333333,3.38126666667,6.21866666667,3.9668,5.54953333333,3.82673333333,5.4092,4.35533333333,5.8142
517.95,4.86153333333,4.44563333334,3.385,6.2336,3.968,5.55666666667,3.83913333333,5.40693333334,4.377,5.81813333333
518.29,4.8506,4.42826666667,3.36933333333,6.2414,3.95193333333,5.55206666667,3.84593333333,5.392,4.38153333333,5.80806666667
518.64,4.84506666667,4.41736666667,3.3628,6.2634,3.95186666667,5.54846666667,3.8618,5.38246666667,4.38786666667,5.7968
518.99,4.8452,4.4174,3.36173333333,6.28946666667,3.95366666667,5.55266666667,3.87573333333,5.38653333333,4.4102,5.80186666667
519.33,4.85533333334,4.43386666667,3.36166666667,6.3206,3.9672,5.5656,3.90106666667,5.3912,4.44086666667,5.81666666667
519.68,4.87486666667,4.45403333333,3.38273333333,6.36226666667,3.9834,5.58546666667,3.92793333333,5.41113333333,4.47306666667,5.85006666667
520.02,4.8894,4.4639,3.39133333333,6.3886,3.992,5.59106666667,3.9492,5.42173333333,4.4962,5.8582
520.37,4.88886666667,4.45793333333,3.38266666666,6.38826666667,3.97853333333,5.57846666667,3.9568,5.41373333333,4.49406666667,5.85233333333
520.72,4.8834,4.4557,3.38146666667,6.3976,3.9716,5.572,3.96686666667,5.4062,4.50366666667,5.84353333333
521.06,4.8806,4.44536666667,3.3818,6.4206,3.96653333333,5.5682,3.98073333333,5.39233333333,4.51766666667,5.84266666667
521.41,4.88066666667,4.4447,3.37086666667,6.4356,3.96806666667,5.5564,3.99033333333,5.38926666667,4.52866666667,5.84073333333
521.75,4.89066666667,4.4482,3.37913333333,6.47073333333,3.9762,5.56173333333,4.01886666667,5.40006666667,4.54826666667,5.846
522.10,4.89646666667,4.45706666667,3.39313333333,6.5056,3.9916,5.5636,4.0396,5.41473333334,4.5704,5.85713333333
522.45,4.90146666667,4.47566666667,3.40486666667,6.52873333333,3.99193333333,5.58293333333,4.0594,5.42713333333,4.59633333333,5.86366666667
522.79,4.90913333333,4.48006666667,3.40866666667,6.56006666667,3.99506666667,5.58493333333,4.0844,5.42906666667,4.61753333333,5.86126666667
523.14,4.90126666667,4.47846666667,3.40786666667,6.58893333333,3.98973333333,5.58986666667,4.09913333333,5.436,4.63006666667,5.85953333333
523.48,4.88586666667,4.45193333333,3.38493333333,6.591,3.96893333333,5.56933333333,4.09813333333,5.41366666667,4.62433333333,5.83633333333
523.83,4.88013333333,4.4409,3.374,6.59346666667,3.9506,5.56153333333,4.10613333333,5.3986,4.62906666667,5.82473333333
524.17,4.86306666667,4.43073333333,3.3642,6.61253333333,3.94613333333,5.558,4.11273333333,5.38693333333,4.6426,5.81893333333
524.52,4.85433333333,4.42736666667,3.35286666667,6.62806666667,3.94286666667,5.55633333333,4.12013333333,5.3812,4.65253333333,5.8156
524.87,4.85493333333,4.43863333333,3.3538,6.64513333333,3.94826666667,5.55893333333,4.13433333333,5.38386666667,4.66866666667,5.8174
525.21,4.86146666667,4.4504,3.3672,6.68186666666,3.952,5.56966666667,4.16133333333,5.3938,4.68893333333,5.819
525.56,4.86866666667,4.44783333333,3.36313333333,6.70586666667,3.95026666667,5.57233333333,4.17153333333,5.3922,4.70266666667,5.83646666667
525.90,4.87113333333,4.45763333333,3.36433333333,6.73706666667,3.9554,5.57793333333,4.1894,5.38893333333,4.72413333333,5.83706666667
526.25,4.85246666667,4.44376666667,3.34606666667,6.74673333333,3.94266666667,5.56526666667,4.1826,5.37786666667,4.72466666667,5.83433333333
526.59,4.86006666667,4.45146666667,3.34706666667,6.76633333333,3.95146666667,5.56993333333,4.19353333334,5.38313333333,4.7466,5.84133333333
526.94,4.84893333333,4.43753333333,3.34033333333,6.77366666666,3.94073333333,5.55733333333,4.19366666667,5.3696,4.74626666667,5.8344
527.28,4.84913333333,4.44726666667,3.3458,6.7988,3.94373333333,5.56286666667,4.2104,5.37833333333,4.76706666667,5.84466666667
527.63,4.842,4.4489,3.34153333333,6.81826666667,3.94273333333,5.56046666667,4.217,5.38126666667,4.78,5.84893333333
527.97,4.84366666667,4.44606666667,3.3404,6.83013333333,3.93853333333,5.56026666667,4.22313333333,5.37933333333,4.786,5.8476
528.32,4.8496,4.44756666667,3.34686666667,6.851,3.94193333333,5.5616,4.2376,5.383,4.80166666667,5.85166666666
528.66,4.85133333333,4.44586666667,3.34546666667,6.87266666667,3.93893333333,5.564,4.2518,5.38746666667,4.8172,5.85346666667
529.01,4.85086666667,4.44813333333,3.34986666666,6.89106666667,3.9448,5.56853333333,4.2686,5.39393333333,4.83313333333,5.86306666667
529.35,4.8456,4.45243333333,3.34486666667,6.90393333333,3.93646666667,5.56493333333,4.27753333333,5.39406666667,4.8458,5.85706666667
529.70,4.84013333334,4.43993333333,3.34033333333,6.90626666667,3.92526666667,5.55526666667,4.28286666667,5.38786666667,4.8542,5.851
530.04,4.83773333333,4.43396666667,3.33613333333,6.91433333333,3.91773333333,5.5468,4.29466666667,5.37886666667,4.867,5.84426666667
530.39,4.83026666667,4.42973333333,3.33446666667,6.93513333333,3.909,5.54053333333,4.31153333333,5.37226666667,4.87993333333,5.84326666667
530.73,4.83193333333,4.43063333333,3.3302,6.96046666667,3.91026666667,5.53546666666,4.3314,5.37146666667,4.899,5.84333333333
531.08,4.82673333333,4.4197,3.321,6.981,3.9052,5.52453333333,4.33673333333,5.3656,4.9118,5.83286666667
531.42,4.82413333333,4.4204,3.31693333333,7.00613333333,3.90326666667,5.5242,4.3542,5.362,4.9354,5.82886666667
531.77,4.82833333333,4.43053333333,3.32553333333,7.0536,3.91306666667,5.53566666667,4.3868,5.3696,4.977,5.83546666667
532.11,4.8116,4.42303333333,3.30966666667,7.06586666667,3.89473333333,5.52406666667,4.40146666667,5.3568,4.99066666667,5.82386666667
532.46,4.8118,4.42106666667,3.31373333333,7.09373333333,3.8996,5.5278,4.423,5.35653333333,5.01066666667,5.82933333333
532.80,4.81406666667,4.41356666667,3.30906666667,7.10926666666,3.89593333333,5.52073333333,4.43566666667,5.34693333333,5.0258,5.81646666667
533.15,4.80186666667,4.40446666667,3.3018,7.11773333333,3.8948,5.50913333333,4.44946666667,5.33226666667,5.03493333333,5.80793333333
533.49,4.80646666667,4.41946666667,3.30406666666,7.1514,3.9032,5.51426666667,4.47233333333,5.3394,5.05853333333,5.81946666667
533.84,4.81886666667,4.43653333333,3.32493333333,7.20326666667,3.92426666667,5.527,4.5116,5.3662,5.0948,5.84046666667
534.18,4.8236,4.4404,3.33046666667,7.23,3.92733333333,5.5342,4.53306666667,5.37186666667,5.12186666667,5.8472
534.52,4.837,4.45453333333,3.34306666667,7.26473333333,3.94146666667,5.5518,4.5702,5.38566666667,5.16606666667,5.86433333333
534.87,4.84566666666,4.47123333333,3.353,7.2966,3.95073333333,5.554,4.6092,5.38686666667,5.19826666667,5.87606666667
535.21,4.83826666667,4.45816666667,3.34546666667,7.3192,3.9538,5.54026666667,4.6256,5.36986666667,5.20933333333,5.86453333333
535.56,4.83833333333,4.4646,3.346,7.33686666667,3.954,5.5284,4.64573333333,5.3654,5.229,5.86986666667
535.90,4.84586666667,4.46636666667,3.35173333333,7.36893333333,3.96533333333,5.534,4.66693333333,5.37066666667,5.25386666667,5.8728
536.25,4.84833333333,4.47333333333,3.35433333334,7.38706666667,3.9666,5.53293333333,4.69373333333,5.37513333333,5.28113333333,5.8778
536.59,4.86566666667,4.49476666667,3.3746,7.43806666667,3.98493333333,5.5496,4.73506666667,5.39446666667,5.32673333334,5.91046666667
536.93,4.88413333333,4.50193333333,3.39386666667,7.48553333333,3.99593333333,5.5608,4.76306666667,5.40633333333,5.35986666667,5.92253333334
537.28,4.8876,4.5048,3.39786666667,7.51386666667,3.99786666667,5.5726,4.78933333333,5.40833333333,5.38513333333,5.9218
537.62,4.88546666667,4.50133333333,3.39106666667,7.5352,3.99486666667,5.5726,4.8066,5.4,5.40813333333,5.9104
537.97,4.88266666667,4.50086666667,3.3804,7.5676,3.9922,5.56766666667,4.82813333333,5.39193333333,5.4302,5.9068
538.31,4.8672,4.4873,3.36786666667,7.59326666667,3.97646666667,5.55873333333,4.82573333333,5.37973333333,5.43753333333,5.89666666667
538.65,4.84486666667,4.47036666667,3.34993333333,7.6206,3.96033333333,5.557,4.83413333333,5.36553333333,5.44526666667,5.88346666667
539.00,4.83966666667,4.46696666666,3.35153333333,7.6572,3.95153333333,5.5584,4.86393333333,5.3728,5.478,5.8886
539.34,4.83246666667,4.46463333333,3.33333333333,7.69386666667,3.94966666667,5.5632,4.88906666667,5.37526666667,5.50386666667,5.88726666667
539.69,4.8372,4.46766666667,3.3334,7.7388,3.9546,5.56486666666,4.91793333333,5.37693333333,5.53933333333,5.89513333333
540.03,4.8322,4.4737,3.3204,7.77386666667,3.949,5.56473333333,4.9348,5.37126666667,5.56493333333,5.8972
540.37,4.80846666667,4.4695,3.30093333333,7.7916,3.9356,5.5518,4.93773333333,5.35166666667,5.5722,5.8812
540.72,4.79953333333,4.469,3.291,7.81273333334,3.92913333333,5.55166666667,4.94986666667,5.34693333333,5.58886666667,5.87413333333
541.06,4.80033333333,4.47446666667,3.2956,7.83933333333,3.93433333333,5.54526666667,4.96773333333,5.35433333333,5.61253333333,5.87973333333
541.40,4.8042,4.48163333333,3.29933333333,7.86106666667,3.9322,5.5474,4.98993333333,5.34786666667,5.63326666667,5.89066666667
541.75,4.8074,4.49106666667,3.31266666667,7.88633333333,3.93666666667,5.55366666667,5.01533333333,5.35773333333,5.65773333333,5.89713333333
542.09,4.80233333333,4.4981,3.3074,7.90273333333,3.93386666667,5.54653333333,5.03406666667,5.3492,5.67066666667,5.88673333333
542.43,4.80586666667,4.5064,3.3124,7.92253333333,3.93466666667,5.5482,5.05973333333,5.3546,5.69693333333,5.89333333333
542.78,4.82553333333,4.53603333333,3.32806666667,7.96,3.95373333333,5.57093333333,5.10446666667,5.378,5.73773333333,5.91293333333
543.12,4.83906666667,4.54733333333,3.34893333333,7.99006666667,3.9634,5.5754,5.13586666667,5.3798,5.76813333333,5.9248
543.46,4.8476,4.57073333333,3.36673333333,8.03633333333,3.97566666667,5.5878,5.17853333333,5.3956,5.805,5.94813333334
543.81,4.84266666667,4.5723,3.37373333333,8.06246666666,3.97553333333,5.57533333333,5.19473333333,5.392,5.82206666667,5.938
544.15,4.85066666667,4.5782,3.3772,8.09599999999,3.9702,5.57933333333,5.22473333333,5.39566666667,5.85553333333,5.945
544.49,4.87086666667,4.59726666667,3.3986,8.14266666667,3.984,5.5916,5.27013333333,5.41193333334,5.9056,5.9624
544.84,4.87666666666,4.59723333333,3.39946666667,8.17979999999,3.98486666667,5.59813333333,5.30466666666,5.40846666667,5.9442,5.9678
545.18,4.8676,4.58636666667,3.3778,8.205,3.97866666667,5.5822,5.32373333333,5.41113333333,5.96673333333,5.95293333333
545.52,4.8476,4.56436666667,3.35173333333,8.22866666667,3.96753333333,5.55346666667,5.3278,5.39693333333,5.98193333333,5.93366666667
545.87,4.8622,4.56806666667,3.36613333333,8.27706666666,3.97546666667,5.5626,5.3722,5.4144,6.02933333333,5.95086666667
546.21,4.86466666667,4.5679,3.36273333333,8.31540000001,3.98393333333,5.55913333334,5.39413333333,5.41453333333,6.05986666667,5.9462
546.55,4.8558,4.5586,3.355,8.34493333332,3.9754,5.5492,5.40486666667,5.40006666667,6.08193333333,5.9396
546.90,4.8474,4.5457,3.33813333333,8.37460000001,3.96786666667,5.53933333333,5.42546666667,5.4058,6.09806666667,5.93193333333
547.24,4.83953333333,4.53623333333,3.31813333334,8.39193333333,3.96066666667,5.5278,5.4396,5.4014,6.1126,5.91673333333
547.58,4.84993333333,4.54003333333,3.31406666667,8.43913333333,3.96246666667,5.5354,5.47093333333,5.40093333333,6.1484,5.92706666667
547.92,4.84773333333,4.5325,3.31446666667,8.46333333334,3.97113333333,5.53373333333,5.49706666667,5.41026666667,6.18026666667,5.92926666666
548.27,4.83446666667,4.52266666667,3.30046666667,8.49466666667,3.9676,5.52433333333,5.51646666667,5.4072,6.19946666667,5.932
548.61,4.83693333333,4.52323333333,3.3016,8.53346666667,3.95973333333,5.53906666667,5.54093333333,5.41026666667,6.23686666667,5.93726666667
548.95,4.875,4.5558,3.34053333333,8.61719999999,3.986,5.5842,5.5952,5.43346666667,6.29753333333,5.9672
549.29,4.9156,4.5806,3.37266666667,8.6776,4.01666666667,5.62086666667,5.66166666667,5.45853333333,6.35953333333,6.00046666667
549.64,4.93993333333,4.60513333333,3.39246666667,8.74146666667,4.03873333333,5.64893333333,5.71933333333,5.48393333333,6.41533333333,6.02306666667
549.98,4.96613333333,4.62466666667,3.4048,8.8154,4.05533333333,5.66546666667,5.77946666667,5.50613333333,6.48086666667,6.0426
550.32,4.98446666667,4.62503333333,3.41026666667,8.87873333332,4.06126666667,5.68326666667,5.82613333333,5.51726666667,6.53293333333,6.06666666667
550.66,4.98506666667,4.6329,3.4204,8.92860000001,4.06686666667,5.69233333333,5.86093333333,5.51586666667,6.60006666667,6.07766666667
551.01,4.99493333333,4.63286666667,3.434,8.98140000001,4.06633333333,5.697,5.886,5.51133333333,6.64593333333,6.08113333333
551.35,4.99653333333,4.6272,3.43673333333,9.01993333333,4.07786666666,5.7048,5.92953333333,5.51833333333,6.68286666666,6.08546666667
551.69,4.98226666667,4.60723333333,3.42526666667,9.06053333333,4.06093333334,5.6876,5.94133333333,5.49453333333,6.69486666667,6.06826666667
552.03,4.99866666667,4.61943333333,3.44486666666,9.11453333333,4.08126666667,5.69806666667,5.99366666667,5.5094,6.75613333333,6.08593333333
552.38,4.97546666667,4.60193333333,3.413,9.14253333333,4.0758,5.66666666667,6.0114,5.49726666667,6.76886666667,6.07946666667
552.72,4.9602,4.591,3.401,9.15673333333,4.07113333333,5.65006666667,6.02726666667,5.48933333333,6.7964,6.07173333334
553.06,4.9584,4.59826666667,3.39853333333,9.19733333335,4.07293333333,5.65166666667,6.06360000001,5.4842,6.81533333333,6.06926666667
553.40,4.94406666667,4.58896666667,3.38966666667,9.22360000001,4.069,5.64093333334,6.07986666667,5.47033333333,6.84313333333,6.0646
553.74,4.947,4.5884,3.39886666667,9.26013333334,4.06866666667,5.65213333333,6.10740000001,5.46713333333,6.88026666667,6.0686
554.09,4.91206666667,4.5709,3.373,9.26013333334,4.04453333333,5.6046,6.11293333334,5.43386666667,6.88473333333,6.019
554.43,4.8886,4.5509,3.3568,9.27753333334,4.0214,5.58733333333,6.11659999999,5.40653333333,6.9002,5.9968
554.77,4.86046666667,4.53983333333,3.34393333333,9.29526666667,3.99653333333,5.55873333333,6.14379999999,5.388,6.9198,5.97553333333
555.11,4.8516,4.54113333333,3.3524,9.33453333333,3.993,5.55226666667,6.18713333334,5.39326666667,6.96213333333,5.9746
555.45,4.88233333333,4.57713333333,3.36946666667,9.4068,4.02033333333,5.58493333333,6.26533333333,5.43593333333,7.0488,5.99373333333
555.80,4.87073333333,4.57333333333,3.34893333333,9.44046666667,4.00633333333,5.58073333333,6.29320000001,5.4156,7.0788,5.9776
556.14,4.9166,4.62336666667,3.3978,9.5178,4.052,5.6292,6.36213333334,5.4636,7.15633333333,6.0034
556.48,4.92426666667,4.62623333334,3.41573333333,9.57486666667,4.061,5.64393333333,6.4092,5.47413333333,7.21293333333,6.02126666667
556.82,4.92133333333,4.6284,3.417,9.59600000001,4.05673333333,5.6488,6.44046666666,5.47406666667,7.26766666667,6.03393333333
557.16,4.93786666667,4.65206666667,3.43413333333,9.66606666667,4.0664,5.6576,6.48813333333,5.486,7.32653333333,6.03393333333
557.50,4.92,4.64166666667,3.42606666667,9.70379999999,4.0534,5.63826666666,6.51773333334,5.4728,7.35386666667,6.02726666667
557.85,4.9538,4.6888,3.4762,9.81046666667,4.09806666667,5.6818,6.58753333333,5.5286,7.44253333333,6.08293333333
558.19,4.96453333333,4.69116666667,3.483,9.8676,4.11013333333,5.6858,6.63193333333,5.54193333334,7.47853333333,6.085
558.53,4.9768,4.6903,3.47946666667,9.91960000001,4.12846666667,5.70813333333,6.66306666667,5.5434,7.5406,6.09086666667
558.87,4.99886666667,4.7006,3.4936,10.0030666667,4.14846666667,5.7286,6.71013333333,5.56,7.61026666667,6.12413333333
559.21,4.9848,4.6834,3.48953333333,10.0429333333,4.14373333333,5.71486666667,6.72566666666,5.55346666667,7.63533333334,6.11653333333
559.55,5.0076,4.6986,3.5174,10.1096666667,4.1624,5.72046666667,6.77560000001,5.58566666667,7.70366666666,6.13993333333
559.89,5.0086,4.69766666667,3.51066666667,10.1534,4.1464,5.7112,6.81666666666,5.55173333333,7.74933333334,6.14033333333
560.23,4.9902,4.6985,3.48633333333,10.1838666667,4.1396,5.69966666667,6.84873333333,5.53973333333,7.78186666666,6.12653333333
560.58,4.98006666667,4.69473333333,3.47433333333,10.2407333333,4.13513333333,5.68873333333,6.86539999999,5.52766666666,7.82433333334,6.12073333333
560.92,4.98,4.69553333333,3.47273333333,10.2732666667,4.13846666667,5.69686666667,6.88926666667,5.53553333334,7.873,6.14006666667
561.26,4.99193333333,4.70573333333,3.4824,10.3266,4.16733333333,5.72166666667,6.93433333333,5.56153333333,7.94153333334,6.16213333333
561.60,4.96626666667,4.6637,3.45266666667,10.3362666667,4.1426,5.7038,6.92926666666,5.52006666667,7.94133333333,6.13553333333
561.94,4.98946666667,4.69113333333,3.46446666667,10.4008666667,4.15893333333,5.7296,6.98046666666,5.5406,8.02439999999,6.15786666667
562.28,5.01353333333,4.7125,3.4874,10.4744666667,4.18486666667,5.76313333334,7.03986666667,5.5704,8.09386666667,6.193
562.62,4.9992,4.6989,3.45306666667,10.4936666667,4.1666,5.74966666667,7.05993333334,5.54806666666,8.11953333334,6.16833333333
562.96,5.00426666667,4.71706666667,3.4596,10.5416666667,4.1676,5.77173333333,7.10573333333,5.5536,8.1772,6.1726
563.30,4.995,4.71613333333,3.45933333333,10.5882666667,4.16126666667,5.78733333333,7.13226666667,5.55313333333,8.2166,6.16986666667
563.64,4.9568,4.6785,3.43293333333,10.6064,4.1366,5.7596,7.1444,5.54013333333,8.234,6.15346666667
563.99,4.95146666667,4.6649,3.44406666667,10.6546666667,4.129,5.75293333333,7.1722,5.54513333333,8.27380000001,6.145
564.33,4.94613333333,4.6537,3.452,10.7126,4.13353333333,5.75246666667,7.20780000001,5.5534,8.31979999999,6.1376
564.67,4.9308,4.62926666667,3.44766666667,10.7620666667,4.1184,5.73753333333,7.23746666667,5.54293333333,8.3552,6.12
565.01,4.92826666667,4.63483333333,3.44673333333,10.8063333333,4.10126666667,5.7324,7.27873333334,5.5316,8.39786666667,6.10386666667
565.35,4.9608,4.66486666667,3.46466666667,10.8777333334,4.1164,5.75973333333,7.34266666667,5.55053333333,8.47073333333,6.13773333333
565.69,4.96753333333,4.66436666667,3.4774,10.9454,4.1262,5.76646666667,7.38406666667,5.5594,8.50599999999,6.1446
566.03,4.9578,4.66756666667,3.4716,10.9808,4.1096,5.75626666667,7.41833333334,5.54866666667,8.53573333334,6.14053333333
566.37,4.93533333333,4.6443,3.46346666667,10.9871333333,4.08906666667,5.72873333333,7.42466666667,5.52326666667,8.55566666666,6.12073333333
566.71,4.88346666667,4.59423333333,3.4104,10.9918666667,4.03853333333,5.6644,7.41553333333,5.45773333333,8.55020000001,6.08106666667
567.05,4.86113333333,4.57413333333,3.3854,11.0217333333,4.01806666667,5.63626666667,7.43479999999,5.41766666667,8.57353333334,6.0596
567.39,4.85933333333,4.5693,3.3922,11.0677333333,4.02073333333,5.6304,7.46066666667,5.4048,8.62173333333,6.05026666667
567.73,4.84746666667,4.5555,3.3744,11.1107333333,4.00693333333,5.61866666667,7.48899999999,5.3748,8.67013333333,6.05673333334
568.07,4.8462,4.55273333333,3.36493333333,11.166,4.0024,5.61573333333,7.54593333334,5.37206666667,8.72179999999,6.0702
568.41,4.83993333333,4.54073333334,3.33593333333,11.1992,3.99626666667,5.59553333333,7.5834,5.35173333333,8.76966666666,6.07286666667
568.75,4.83853333333,4.53606666667,3.34133333333,11.2634666667,3.99793333334,5.59686666667,7.62866666667,5.34946666667,8.83273333334,6.08553333333
569.09,4.80026666667,4.51066666667,3.30453333333,11.2823333333,3.97186666667,5.56193333333,7.64900000001,5.31073333333,8.8622,6.0518
569.43,4.76706666667,4.4874,3.2672,11.3048666667,3.92746666667,5.5368,7.68026666667,5.2782,8.90933333333,6.02726666667
569.77,4.7558,4.45873333333,3.25293333333,11.353,3.917,5.52786666667,7.70639999999,5.26773333333,8.95873333333,6.01533333333
570.11,4.78186666667,4.49496666667,3.27713333333,11.4642,3.94353333333,5.56593333333,7.79226666667,5.3102,9.05453333333,6.04866666667
570.45,4.8166,4.52063333333,3.31366666667,11.5430666667,3.96526666667,5.5884,7.84866666667,5.3494,9.14093333333,6.07666666666
570.79,4.8278,4.53456666667,3.32353333333,11.6004,3.97706666667,5.6054,7.88953333334,5.36453333333,9.19873333334,6.0814
571.13,4.83093333333,4.5322,3.31453333333,11.6663333333,3.97593333333,5.6118,7.94693333333,5.3784,9.25606666667,6.07753333333
571.47,4.84086666667,4.54086666667,3.32526666667,11.7333333333,3.9824,5.61,7.99186666667,5.38333333333,9.30606666667,6.0764
571.81,4.86373333333,4.57466666667,3.3526,11.796,4.0018,5.64146666667,8.05266666667,5.41126666667,9.38299999999,6.096
572.15,4.88706666667,4.5954,3.38593333333,11.8656666667,4.026,5.67166666667,8.11146666667,5.43686666667,9.44446666667,6.1162
572.49,4.905,4.60246666666,3.3986,11.9305333333,4.0418,5.678,8.16106666667,5.45533333333,9.50133333334,6.1324
572.83,4.926,4.61543333333,3.428,12.0158,4.05646666667,5.6998,8.21666666666,5.49026666667,9.58366666667,6.16226666667
573.17,4.941,4.6277,3.4426,12.0678,4.07913333333,5.71046666667,8.26413333334,5.5102,9.63906666667,6.17666666667
573.51,4.92786666667,4.61706666667,3.42033333333,12.1026,4.06026666667,5.68093333333,8.28086666667,5.49213333333,9.67513333334,6.16073333333
573.85,4.90546666667,4.5909,3.394,12.1289333333,4.0352,5.64513333333,8.29146666667,5.47053333333,9.70986666667,6.13333333333
574.19,4.8876,4.59166666667,3.38346666667,12.1868,4.03906666667,5.64753333333,8.34866666667,5.4718,9.7512,6.13073333333
574.53,4.8952,4.60543333333,3.3918,12.2723333333,4.05266666667,5.64726666667,8.40686666667,5.49053333333,9.83213333335,6.15393333333
574.87,4.93646666667,4.65263333333,3.4282,12.3676666667,4.07913333333,5.68553333334,8.46733333333,5.5332,9.92773333333,6.1942
575.21,4.97806666667,4.71273333334,3.46546666667,12.4516666667,4.11213333333,5.7222,8.55180000001,5.5744,10.0208666667,6.2324
575.55,4.955,4.6903,3.4392,12.4728,4.08126666667,5.6956,8.54673333334,5.55393333333,10.0446666667,6.20446666667
575.89,4.93833333333,4.68953333333,3.4152,12.5166,4.06153333333,5.68233333333,8.57166666667,5.53193333333,10.098,6.1946
576.22,4.9392,4.69166666667,3.40453333333,12.5639333333,4.06533333333,5.687,8.6192,5.53373333333,10.161,6.19406666667
576.56,4.91966666667,4.67963333333,3.3792,12.5804,4.0496,5.6606,8.63793333333,5.5148,10.1877333333,6.16846666667
576.90,4.9156,4.68306666667,3.3766,12.6462666667,4.0414,5.65146666666,8.67506666667,5.5106,10.2431333333,6.16746666667
577.24,4.94806666667,4.74263333333,3.43033333333,12.7424,4.09006666667,5.70146666667,8.76046666666,5.56046666667,10.3468666667,6.2078
577.58,4.97406666667,4.7778,3.45533333333,12.8374,4.11193333333,5.72866666667,8.84493333333,5.574,10.4346,6.24433333333
577.92,5.00286666667,4.7913,3.46666666667,12.8957333333,4.13146666667,5.74466666667,8.88993333333,5.58573333333,10.5328666667,6.26973333333
578.26,5.0132,4.79376666667,3.47453333333,12.9526,4.13273333333,5.75073333333,8.95079999999,5.58366666666,10.5890666667,6.2724
578.60,4.96153333333,4.7522,3.44113333333,12.9487333333,4.0978,5.7084,8.97019999999,5.54106666667,10.6028666667,6.24266666667
578.94,4.9336,4.71086666667,3.40806666666,12.9782,4.0846,5.682,8.97866666666,5.52366666667,10.6524666667,6.20746666667
579.28,4.97073333333,4.72943333333,3.44913333333,13.0938,4.1218,5.70593333333,9.0724,5.5488,10.7711333333,6.23966666667
579.61,4.97593333333,4.74503333333,3.47946666667,13.1665333333,4.14553333333,5.70586666667,9.12906666667,5.574,10.8423333333,6.2408
579.95,4.9284,4.7315,3.44666666667,13.1946,4.1014,5.678,9.135,5.5438,10.8864666666,6.20866666667
580.29,4.9504,4.75673333333,3.4564,13.2886,4.11686666667,5.70673333333,9.1994,5.55826666667,10.9852666667,6.2404
580.63,4.97853333333,4.78453333333,3.4698,13.3682,4.12693333333,5.72666666667,9.27853333334,5.58146666667,11.0787333333,6.2644
580.97,4.9696,4.76756666667,3.45813333333,13.419,4.10106666667,5.723,9.32300000001,5.55106666667,11.151,6.24766666667
581.31,4.9716,4.7491,3.47073333333,13.4558,4.09786666667,5.72986666667,9.33726666666,5.54746666667,11.1997333333,6.23393333333
581.65,4.9342,4.72723333333,3.4564,13.4782666667,4.06073333333,5.69613333334,9.35833333333,5.51,11.243,6.1986
581.98,4.89353333334,4.70343333333,3.43473333333,13.4783333333,4.03106666667,5.66986666667,9.37513333333,5.48686666667,11.2991333333,6.17326666667
582.32,4.89186666667,4.71393333333,3.42886666667,13.5522666667,4.02933333333,5.65673333333,9.42146666666,5.47653333333,11.3542,6.1776
582.66,4.86373333333,4.71763333333,3.4184,13.6073333333,3.99846666667,5.65346666667,9.45166666667,5.45126666667,11.3964666667,6.18046666667
583.00,4.81526666667,4.69223333333,3.35706666667,13.6094666667,3.9442,5.60493333333,9.46666666667,5.4044,11.3939333333,6.14866666667
583.34,4.8264,4.70033333333,3.3446,13.6698,3.94326666667,5.6118,9.54199999999,5.40786666667,11.4824,6.16466666667
583.68,4.8394,4.68443333333,3.34846666667,13.7298,3.9442,5.5936,9.58739999999,5.3948,11.5340666667,6.15386666667
584.01,4.84846666667,4.71373333333,3.38286666667,13.8182666667,3.96006666667,5.61046666667,9.67800000001,5.41086666667,11.6141333333,6.1624
584.35,4.82086666667,4.69593333333,3.35873333333,13.8696666667,3.95066666667,5.5804,9.69773333333,5.38933333333,11.6803333333,6.1446
584.69,4.8328,4.7001,3.37,13.9424,3.9718,5.56393333333,9.75506666667,5.41593333333,11.7530666667,6.16386666667
585.03,4.86653333333,4.7479,3.39866666667,14.0357333333,3.9948,5.58626666667,9.8524,5.46353333333,11.8683333333,6.21086666667
585.37,4.94206666667,4.82733333333,3.45453333333,14.1790666667,4.05746666667,5.6634,9.97686666667,5.53326666667,12.003,6.2848
585.70,4.96366666667,4.8483,3.46,14.2943333333,4.0632,5.69566666667,10.0532,5.55333333333,12.0891333333,6.30573333333
586.04,4.95593333333,4.84396666667,3.45973333333,14.3505333333,4.06846666666,5.7046,10.1126,5.5548,12.1704666666,6.29526666667
586.38,4.97766666667,4.84126666667,3.47166666667,14.4108,4.09126666667,5.716,10.1818,5.5736,12.2642666667,6.31493333334
586.72,5.031,4.91143333333,3.5456,14.5716,4.16786666667,5.79786666667,10.3054,5.63826666667,12.4456666667,6.40253333334
587.06,5.02353333333,4.90646666667,3.54753333333,14.6258666667,4.14993333333,5.80273333333,10.3239333333,5.6112,12.4964666667,6.4016
587.39,5.038,4.9444,3.5736,14.7032666667,4.17453333333,5.8364,10.4034,5.63793333333,12.6016,6.4338
