wavelength,Back_LoxViom,Belly_LoxViom,Breast_LoxViom,Crissum_LoxViom,Crown_LoxViom,DorTail_LoxViom,Patch10_LoxViom,Rump_LoxViom,Throat_LoxViom,WingTip_LoxViom
379.80,4.96173333333,4.27523333333,3.36346666667,4.00046666667,3.8214,5.78053333333,2.31953333333,5.36846666667,2.90733333333,5.5824
380.16,4.93513333333,4.26966666667,3.31873333333,3.9808,3.80106666667,5.7372,2.2754,5.33646666666,2.9024,5.53746666667
380.52,4.98966666667,4.29783333333,3.36393333333,4.012,3.8266,5.76193333333,2.32086666667,5.3738,2.966,5.58366666667
380.88,5.02506666667,4.34306666667,3.39173333333,4.02033333333,3.84566666667,5.78506666667,2.34386666667,5.4358,3.00906666667,5.61946666667
381.24,5.07033333333,4.39043333333,3.4346,4.0434,3.86146666667,5.81273333333,2.3874,5.46133333333,3.06873333333,5.66106666667
381.61,5.07366666667,4.3707,3.42646666667,4.02646666667,3.84653333333,5.8128,2.37986666667,5.4574,3.0704,5.64606666666
381.97,5.0934,4.4193,3.45713333333,4.05893333333,3.8726,5.8332,2.408,5.48413333333,3.1062,5.67673333333
382.33,5.0374,4.37463333333,3.40006666667,4.0082,3.82626666666,5.7736,2.33886666667,5.4366,3.0422,5.62113333333
382.69,5.03513333333,4.35356666667,3.39593333333,4.00886666667,3.81513333333,5.77353333333,2.34033333333,5.4274,3.02806666667,5.6194
383.05,4.99493333333,4.33213333334,3.35086666667,3.97693333333,3.7728,5.75393333333,2.30813333333,5.37326666666,3.01513333333,5.57513333333
383.41,5.02246666667,4.36033333333,3.3606,3.99233333333,3.78833333333,5.76433333333,2.30933333333,5.38226666667,3.0274,5.59126666667
383.77,5.07646666667,4.41696666667,3.41406666667,4.0594,3.84973333334,5.82086666667,2.3622,5.4484,3.10493333334,5.6548
384.14,5.1252,4.43416666667,3.4438,4.08306666667,3.87206666667,5.87006666667,2.3834,5.4818,3.1198,5.69913333333
384.50,5.10246666667,4.41933333333,3.4114,4.06633333333,3.84893333333,5.843,2.3698,5.45906666667,3.0792,5.6776
384.86,5.06046666667,4.36003333333,3.34793333333,4.02213333333,3.79213333333,5.7778,2.32146666667,5.3896,3.01746666667,5.63246666666
385.22,5.00366666667,4.31103333333,3.27413333333,3.97566666667,3.75126666667,5.72326666667,2.25106666667,5.34526666667,2.947,5.58513333333
385.58,4.9574,4.30523333333,3.24366666667,3.96546666667,3.7262,5.69806666667,2.2158,5.3246,2.91573333333,5.56106666667
385.94,4.952,4.30626666666,3.24473333333,3.9568,3.73453333333,5.70313333333,2.24466666667,5.3262,2.93493333333,5.55766666667
386.30,4.96993333333,4.32496666667,3.2712,3.96773333334,3.76333333333,5.71773333333,2.2628,5.35133333333,2.95166666667,5.58673333333
386.66,4.92933333333,4.31963333333,3.22826666667,3.90973333333,3.7226,5.67193333333,2.22653333333,5.31873333333,2.94226666667,5.54686666667
387.03,4.93546666667,4.3372,3.23526666667,3.91466666667,3.74413333333,5.65693333333,2.22773333333,5.3348,2.95846666667,5.5648
387.39,4.89806666666,4.29843333333,3.1996,3.85973333333,3.70746666667,5.60866666667,2.20133333333,5.299,2.91306666667,5.53086666667
387.75,4.86213333333,4.27836666667,3.17393333333,3.8262,3.67886666667,5.58153333333,2.15946666666,5.2676,2.87173333333,5.5208
388.11,4.80126666666,4.23503333333,3.1502,3.79286666667,3.6436,5.52066666667,2.14486666667,5.21966666667,2.83833333333,5.463
388.47,4.80386666667,4.26483333333,3.15973333333,3.81386666667,3.66013333333,5.528,2.16493333333,5.23806666667,2.87433333333,5.4698
388.83,4.79206666667,4.26376666667,3.14933333333,3.81486666667,3.66626666667,5.52993333333,2.1728,5.246,2.87466666667,5.44686666667
389.19,4.83266666667,4.30343333333,3.22273333333,3.86893333333,3.712,5.58766666667,2.2378,5.31533333333,2.94026666667,5.5054
389.55,4.85166666667,4.31766666667,3.25246666667,3.90193333333,3.73753333333,5.59426666667,2.27233333333,5.32233333333,2.96526666667,5.53793333333
389.91,4.8028,4.29303333333,3.21766666666,3.86566666667,3.71026666667,5.54873333333,2.20953333333,5.29146666667,2.9224,5.52906666667
390.27,4.75813333333,4.25313333333,3.1762,3.8282,3.67266666667,5.51133333333,2.17033333333,5.246,2.88386666667,5.48686666667
390.63,4.79246666667,4.26063333333,3.19953333333,3.8814,3.71086666667,5.532,2.19306666667,5.28186666667,2.8956,5.49166666667
391.00,4.79106666666,4.2503,3.20326666667,3.8882,3.6958,5.53506666667,2.1816,5.25773333333,2.87086666667,5.4702
391.36,4.7666,4.23543333333,3.1794,3.88893333333,3.66273333333,5.51233333333,2.1726,5.25253333333,2.8662,5.44333333333
391.72,4.7278,4.19236666667,3.13946666666,3.85646666667,3.6252,5.47153333333,2.14573333333,5.22853333333,2.82493333333,5.384
392.08,4.73246666667,4.21473333333,3.14766666667,3.8454,3.63513333333,5.48613333333,2.14926666667,5.24473333333,2.83473333333,5.38113333333
392.44,4.73046666666,4.21606666666,3.15586666667,3.84666666667,3.652,5.47966666667,2.1516,5.25093333333,2.82153333333,5.3916
392.80,4.75626666667,4.2383,3.20233333333,3.86433333333,3.66926666667,5.5052,2.17826666667,5.27473333333,2.85646666667,5.41973333334
393.16,4.7392,4.227,3.18333333333,3.8432,3.65366666667,5.4712,2.14893333334,5.25293333333,2.83806666667,5.37593333333
393.52,4.72013333333,4.19866666666,3.1622,3.8154,3.6132,5.45173333333,2.11693333333,5.25873333333,2.81753333333,5.33593333333
393.88,4.75853333333,4.2161,3.1964,3.84093333333,3.62373333333,5.4762,2.1506,5.26746666667,2.8362,5.3378
394.24,4.77633333333,4.2268,3.20406666666,3.85533333333,3.63573333333,5.4684,2.15713333333,5.25906666667,2.84406666667,5.32433333333
394.60,4.746,4.21026666667,3.16333333333,3.81173333333,3.60406666667,5.434,2.119,5.22886666667,2.80866666666,5.31213333333
394.96,4.73326666667,4.2159,3.15026666667,3.8062,3.5932,5.4258,2.116,5.23546666667,2.82586666666,5.311
395.32,4.76286666667,4.2346,3.18906666667,3.84813333333,3.63953333333,5.46486666667,2.1386,5.26766666667,2.86433333333,5.33966666666
395.68,4.80633333333,4.26733333333,3.23046666667,3.89173333333,3.68153333333,5.50826666667,2.17506666667,5.29853333333,2.9096,5.389
396.04,4.81986666667,4.25716666666,3.23613333333,3.91626666667,3.67226666667,5.50766666667,2.17126666667,5.3046,2.9164,5.4094
396.40,4.84253333333,4.27046666667,3.2498,3.92753333333,3.67706666667,5.54046666667,2.18126666666,5.30846666667,2.92686666667,5.41913333333
396.76,4.84086666667,4.2842,3.24926666667,3.93533333333,3.69653333333,5.5388,2.1794,5.3076,2.9226,5.44293333333
397.12,4.89466666667,4.32683333333,3.29473333333,3.9988,3.74813333333,5.59726666667,2.22846666666,5.3522,2.95733333333,5.50353333333
397.48,4.90326666667,4.34636666667,3.30353333333,4.00946666667,3.7814,5.61233333333,2.24186666667,5.354,2.95933333333,5.5088
397.84,4.92853333333,4.3684,3.31626666667,4.0354,3.81506666666,5.63933333333,2.27113333333,5.40146666666,2.99293333333,5.54933333333
398.20,4.99573333333,4.4517,3.4008,4.13233333333,3.89346666667,5.73086666667,2.36006666667,5.49846666667,3.062,5.651
398.56,5.03786666667,4.49056666667,3.472,4.2032,3.94133333334,5.7852,2.42106666667,5.5258,3.1102,5.68646666667
398.92,5.09553333333,4.541,3.5352,4.25733333333,4.00733333333,5.84386666667,2.47826666667,5.577,3.14166666667,5.76753333333
399.28,5.10693333333,4.5578,3.53653333333,4.25893333333,4.00686666667,5.86126666667,2.5028,5.58186666667,3.13433333333,5.7756
399.64,5.11026666667,4.54323333333,3.53233333333,4.24933333333,4.00393333333,5.83786666667,2.50593333333,5.57246666667,3.11873333333,5.76366666667
400.00,5.0824,4.53286666667,3.49693333333,4.21946666667,3.99673333333,5.8162,2.50893333333,5.5602,3.08813333333,5.73986666667
400.36,5.10006666667,4.5259,3.50433333333,4.221,4.00533333333,5.81013333333,2.513,5.57473333333,3.09933333333,5.737
400.72,5.0888,4.49453333333,3.48346666667,4.1998,3.9848,5.78346666667,2.4784,5.5426,3.0748,5.70073333333
401.08,5.08526666667,4.4876,3.4692,4.1774,3.9738,5.76333333333,2.46546666667,5.5186,3.07426666667,5.68933333333
401.44,5.11633333333,4.5053,3.48586666667,4.20333333333,3.9902,5.76753333333,2.48866666667,5.5398,3.1046,5.73593333333
401.80,5.0592,4.45536666667,3.44433333333,4.1658,3.92766666667,5.72586666667,2.4452,5.48266666667,3.05666666667,5.67686666667
402.16,5.00513333333,4.39423333333,3.37866666667,4.1,3.8532,5.67573333333,2.38266666667,5.43666666667,3.0098,5.61713333333
402.52,4.96473333333,4.3741,3.35026666667,4.05966666667,3.80613333333,5.62573333333,2.33866666667,5.422,2.97873333333,5.5962
402.88,4.9402,4.34936666667,3.32613333333,4.05766666666,3.772,5.5798,2.30653333333,5.39946666667,2.96713333333,5.55466666667
403.24,4.93273333333,4.34856666667,3.32893333333,4.05433333333,3.76173333333,5.56,2.2904,5.38953333333,2.9716,5.5524
403.60,4.93026666667,4.37676666667,3.35453333333,4.0644,3.76986666667,5.5758,2.29406666667,5.38973333333,2.99613333333,5.55466666667
403.95,4.97513333333,4.41123333334,3.39446666667,4.1224,3.79406666667,5.62346666667,2.3084,5.42126666667,3.04766666667,5.59053333333
404.31,4.93946666667,4.39033333333,3.36926666667,4.11166666667,3.767,5.59326666667,2.2836,5.39293333333,3.03353333333,5.558
404.67,4.94033333333,4.40433333333,3.36046666667,4.12033333333,3.7682,5.58153333333,2.2908,5.40166666667,3.04786666667,5.556
405.03,4.87686666667,4.35846666667,3.3268,4.0762,3.71873333333,5.53926666667,2.2494,5.34986666667,3.00786666667,5.5048
405.39,4.82306666667,4.31473333333,3.29853333333,4.03946666667,3.6778,5.5026,2.20793333333,5.29813333333,2.97446666667,5.44526666667
405.75,4.83453333333,4.31856666667,3.30313333334,4.04933333333,3.6946,5.50493333333,2.21233333334,5.3114,2.97706666667,5.4528
406.11,4.80893333333,4.29846666667,3.2892,4.0386,3.68886666667,5.4918,2.205,5.27866666667,2.9618,5.44126666667
406.47,4.82446666667,4.29036666667,3.27646666667,4.0416,3.70613333333,5.5036,2.21853333333,5.27913333333,2.9724,5.4318
406.83,4.77306666667,4.22973333333,3.23253333333,3.9828,3.6668,5.46286666667,2.1872,5.22093333333,2.9244,5.37573333333
407.19,4.7542,4.20143333333,3.21313333333,3.96166666667,3.65373333333,5.44046666667,2.1774,5.19833333333,2.89813333333,5.3438
407.55,4.726,4.1712,3.1766,3.9564,3.63753333333,5.41573333333,2.1748,5.1774,2.87173333333,5.3332
407.90,4.68153333333,4.13043333333,3.14506666667,3.91126666667,3.60966666667,5.3698,2.15806666667,5.14486666666,2.83886666667,5.297
408.26,4.6886,4.15336666667,3.16313333333,3.9182,3.62506666667,5.3866,2.1796,5.16173333333,2.8518,5.3338
408.62,4.6924,4.1418,3.17993333333,3.92086666667,3.62653333333,5.3994,2.1924,5.16093333333,2.84726666667,5.338
408.98,4.7234,4.1626,3.19966666667,3.94226666666,3.65233333333,5.41546666667,2.21333333333,5.19446666667,2.8674,5.35926666666
409.34,4.7744,4.2123,3.23066666667,3.98126666667,3.692,5.4554,2.25573333333,5.2408,2.90586666667,5.41246666667
409.70,4.75606666666,4.1969,3.20686666667,3.96126666667,3.6794,5.43826666667,2.23866666667,5.23366666667,2.8972,5.393
410.06,4.7922,4.23583333333,3.2312,3.99746666667,3.70553333333,5.46093333333,2.26573333333,5.27133333333,2.92366666667,5.41666666667
410.42,4.7812,4.23276666667,3.23646666667,3.99933333333,3.69746666667,5.46406666666,2.25806666667,5.26753333333,2.9244,5.42566666667
410.77,4.8496,4.2971,3.2888,4.06066666667,3.75433333334,5.53093333333,2.32046666667,5.34366666667,2.98346666667,5.4944
411.13,4.8612,4.3154,3.3198,4.08986666667,3.7812,5.555,2.34786666667,5.3652,3.00706666667,5.51806666667
411.49,4.866,4.32023333333,3.326,4.0844,3.77893333333,5.55193333333,2.32953333333,5.37966666667,3.01246666667,5.5196
411.85,4.89146666667,4.335,3.33833333333,4.11013333333,3.80126666667,5.56266666667,2.3354,5.39473333334,3.0386,5.53666666667
412.21,4.90133333333,4.3348,3.33426666667,4.12486666667,3.813,5.5626,2.33466666667,5.39546666667,3.0474,5.52186666667
412.57,4.92193333333,4.36103333333,3.3392,4.14873333333,3.83106666667,5.57426666667,2.34386666667,5.4078,3.05166666667,5.52253333333
412.92,4.92166666667,4.3655,3.33826666667,4.1634,3.83646666667,5.58606666667,2.35493333333,5.41966666667,3.05833333333,5.54613333333
413.28,4.8914,4.34406666667,3.31213333333,4.1604,3.82553333333,5.56713333333,2.34406666667,5.40853333334,3.03213333333,5.51746666667
413.64,4.88946666666,4.3496,3.3206,4.1564,3.82753333333,5.5706,2.33893333333,5.39893333333,3.02913333333,5.51373333333
414.00,4.88226666667,4.3396,3.3228,4.14726666667,3.81446666667,5.55613333333,2.33153333333,5.39413333333,3.02666666667,5.49846666667
414.36,4.9018,4.35346666667,3.3288,4.1622,3.81846666667,5.56373333333,2.3496,5.39573333333,3.0384,5.4968
414.72,4.8958,4.3447,3.325,4.16666666667,3.81646666667,5.55306666667,2.3398,5.3768,3.0386,5.4896
415.07,4.9146,4.37506666667,3.3302,4.186,3.82566666667,5.5694,2.35493333333,5.39466666667,3.0604,5.523
415.43,4.9042,4.3704,3.33473333333,4.18713333333,3.82373333333,5.57173333333,2.36753333333,5.38473333333,3.0544,5.51293333333
415.79,4.876,4.34823333333,3.31893333333,4.172,3.7968,5.55993333333,2.3546,5.35793333333,3.02773333333,5.49546666667
416.15,4.87066666667,4.349,3.32626666667,4.177,3.78693333333,5.56826666667,2.3732,5.36153333333,3.0374,5.50626666667
416.51,4.83306666667,4.32396666667,3.2962,4.15826666667,3.7688,5.553,2.36333333333,5.33966666667,3.02726666667,5.49613333333
416.86,4.83226666667,4.3169,3.28526666667,4.1408,3.75193333333,5.5412,2.36326666666,5.32246666667,3.00673333333,5.47986666667
417.22,4.83466666667,4.31153333333,3.29233333333,4.13893333333,3.7458,5.543,2.36073333333,5.31153333333,3.02026666667,5.4802
417.58,4.83193333333,4.30666666667,3.293,4.1492,3.74213333333,5.534,2.36866666667,5.3014,3.02366666667,5.48326666667
417.94,4.81813333333,4.29476666667,3.2752,4.14346666666,3.72566666667,5.51926666667,2.3564,5.2924,3.02033333333,5.47613333333
418.29,4.78226666667,4.2559,3.24006666667,4.11626666667,3.69773333333,5.49126666667,2.32926666667,5.2562,2.9906,5.45046666667
418.65,4.74046666666,4.22573333333,3.19846666667,4.08486666667,3.66106666667,5.46546666667,2.29533333333,5.22306666667,2.96326666667,5.41806666667
419.01,4.70626666666,4.19066666667,3.16893333333,4.0684,3.6318,5.44346666667,2.27026666667,5.2024,2.9426,5.38373333333
419.37,4.687,4.1629,3.1408,4.043,3.60726666667,5.4118,2.24526666667,5.17386666667,2.92586666667,5.3554
419.73,4.66453333333,4.1452,3.1198,4.02326666667,3.5914,5.38373333333,2.22806666667,5.14793333333,2.9086,5.33833333333
420.08,4.65953333333,4.13473333333,3.11106666667,4.01406666667,3.58446666667,5.3688,2.21626666667,5.1392,2.89046666667,5.33186666667
420.44,4.65213333333,4.1207,3.1146,4.01266666667,3.57746666667,5.36086666667,2.2144,5.13793333333,2.88826666667,5.32813333333
420.80,4.64653333333,4.11936666667,3.12013333333,4.02213333333,3.57993333333,5.3648,2.21566666667,5.13546666667,2.90253333333,5.32786666667
421.16,4.64846666667,4.13393333333,3.12766666667,4.03306666667,3.59373333333,5.37393333333,2.22813333333,5.14686666667,2.91833333333,5.33626666667
421.51,4.6684,4.15036666667,3.13306666667,4.0446,3.60506666667,5.38486666667,2.24133333333,5.16666666667,2.92773333333,5.34226666666
421.87,4.6574,4.1427,3.12893333333,4.04253333333,3.6048,5.37913333333,2.2386,5.16053333333,2.9186,5.33046666667
422.23,4.659,4.15086666667,3.14073333333,4.06333333333,3.62433333333,5.38506666667,2.24966666667,5.18166666667,2.93,5.34113333333
422.58,4.66446666667,4.15393333333,3.1548,4.08146666667,3.63313333333,5.38913333333,2.26433333333,5.18893333333,2.93946666667,5.34473333333
422.94,4.6802,4.16063333333,3.15633333333,4.09386666667,3.6454,5.3958,2.2792,5.2022,2.94646666667,5.3564
423.30,4.70693333333,4.18406666667,3.18253333333,4.13366666667,3.67546666667,5.42773333333,2.31053333333,5.23433333333,2.9792,5.3936
423.66,4.72353333333,4.19966666667,3.201,4.15726666667,3.69766666667,5.44433333333,2.3286,5.25913333333,2.99286666667,5.40913333333
424.01,4.72593333333,4.20063333333,3.20653333333,4.17386666667,3.71,5.4526,2.33433333333,5.2642,3.0076,5.41326666667
424.37,4.72566666667,4.2095,3.2006,4.17986666667,3.70853333333,5.45266666667,2.33133333333,5.2656,3.009,5.40793333334
424.73,4.73253333333,4.2135,3.1996,4.19346666667,3.71833333333,5.45046666667,2.33313333333,5.26906666667,3.00833333333,5.41053333333
425.08,4.7094,4.18123333333,3.17073333333,4.17526666667,3.6938,5.41813333333,2.30993333333,5.2394,2.9748,5.39186666667
425.44,4.6984,4.16263333333,3.16606666667,4.17526666667,3.6932,5.413,2.3066,5.22833333334,2.96753333333,5.38113333333
425.80,4.70766666667,4.16643333333,3.16826666667,4.18773333333,3.70086666667,5.42073333333,2.31826666667,5.2294,2.98033333333,5.39293333333
426.16,4.7128,4.16706666667,3.1714,4.18433333333,3.6898,5.41466666667,2.32486666667,5.2214,2.98086666667,5.38933333333
426.51,4.72346666667,4.17216666667,3.1734,4.19366666667,3.69753333333,5.41973333333,2.3332,5.23813333333,2.98873333333,5.39806666667
426.87,4.70626666667,4.1608,3.17406666667,4.1874,3.6912,5.40506666667,2.32313333333,5.22113333333,2.98433333333,5.3894
427.23,4.69166666667,4.14873333334,3.1608,4.1796,3.6764,5.3936,2.31546666667,5.20606666667,2.96593333333,5.36886666667
427.58,4.68793333333,4.14543333333,3.15353333333,4.18033333333,3.6618,5.39686666667,2.32013333333,5.20626666667,2.9696,5.35926666666
427.94,4.66633333333,4.13476666667,3.1406,4.17486666666,3.6512,5.3926,2.32233333333,5.19813333333,2.9544,5.34773333333
428.30,4.6646,4.12233333333,3.14373333334,4.176,3.64893333333,5.39013333333,2.3268,5.19766666667,2.95333333333,5.36046666667
428.65,4.648,4.11556666667,3.1308,4.16293333333,3.63653333333,5.3928,2.3168,5.19873333333,2.94253333333,5.35306666667
429.01,4.66226666667,4.1278,3.14333333333,4.17846666667,3.65006666667,5.41833333333,2.33266666667,5.2144,2.9588,5.36386666667
429.37,4.6634,4.142,3.15626666667,4.19193333333,3.66226666667,5.4238,2.34586666667,5.23173333333,2.96993333333,5.38286666667
429.72,4.6718,4.14696666667,3.1706,4.18813333333,3.66953333333,5.4312,2.3548,5.24866666667,2.97586666667,5.38393333333
430.08,4.68793333333,4.15476666667,3.17426666667,4.1978,3.68666666667,5.45453333333,2.35606666667,5.2672,2.97966666667,5.39813333333
430.44,4.68646666667,4.15513333333,3.17933333333,4.19126666667,3.69166666667,5.45653333333,2.35853333333,5.2596,2.97366666667,5.3998
430.79,4.69973333333,4.1551,3.182,4.19366666667,3.6872,5.46306666667,2.3664,5.2596,2.97753333333,5.40393333333
431.15,4.7042,4.15956666667,3.17953333333,4.19033333333,3.68993333333,5.45953333333,2.36426666667,5.2618,2.98206666667,5.40486666667
431.50,4.703,4.15876666667,3.17773333334,4.18953333333,3.6948,5.45166666667,2.3632,5.24833333333,2.9818,5.41573333333
431.86,4.71386666667,4.15363333333,3.1676,4.18913333333,3.68373333333,5.43686666667,2.35366666667,5.23993333333,2.9798,5.40966666667
432.22,4.7332,4.17096666667,3.176,4.20366666666,3.699,5.44486666667,2.36266666667,5.24333333333,2.986,5.41233333333
432.57,4.73546666667,4.17556666667,3.1806,4.21686666667,3.70253333333,5.43633333333,2.37566666667,5.25193333333,2.99526666666,5.41746666667
432.93,4.71826666667,4.16133333334,3.16946666667,4.20593333333,3.68226666667,5.41266666667,2.36966666667,5.24153333333,2.9842,5.39573333333
433.29,4.71086666667,4.1559,3.151,4.19686666667,3.66166666667,5.39866666667,2.35453333333,5.22466666667,2.97513333333,5.3848
433.64,4.69533333334,4.14543333333,3.1344,4.19853333333,3.65713333333,5.38806666667,2.33906666667,5.20793333333,2.95893333333,5.37986666667
434.00,4.6612,4.12206666667,3.10593333333,4.18193333333,3.63033333333,5.3528,2.3204,5.1724,2.93646666667,5.34493333333
434.35,4.6424,4.10163333333,3.08106666667,4.16986666667,3.608,5.31826666667,2.2946,5.14706666667,2.92006666666,5.31793333333
434.71,4.6216,4.0946,3.05926666666,4.1602,3.58946666667,5.29413333333,2.26926666667,5.1274,2.90326666667,5.29946666667
435.07,4.621,4.09643333333,3.06206666667,4.1724,3.5888,5.29413333333,2.2722,5.1256,2.90113333333,5.30026666667
435.42,4.625,4.10623333333,3.07626666667,4.18573333333,3.5988,5.2966,2.2764,5.1312,2.91326666667,5.29666666667
435.78,4.6238,4.11366666667,3.0856,4.19333333333,3.60946666667,5.2988,2.27906666667,5.13373333333,2.91646666667,5.30253333333
436.13,4.61313333333,4.1103,3.07746666667,4.1944,3.60093333333,5.29586666667,2.27593333333,5.12506666667,2.9162,5.29006666667
436.49,4.60946666667,4.1025,3.0806,4.188,3.60513333333,5.29053333333,2.26846666666,5.11006666667,2.9188,5.28533333334
436.84,4.62993333333,4.12193333333,3.09606666667,4.21613333333,3.62226666667,5.3078,2.2766,5.12353333333,2.93813333334,5.3124
437.20,4.62913333333,4.11653333333,3.1078,4.23026666667,3.62726666667,5.3242,2.2878,5.12826666667,2.95086666667,5.32086666667
437.56,4.63813333333,4.12486666667,3.11366666667,4.24053333333,3.63106666667,5.32786666667,2.2986,5.13513333333,2.9712,5.33326666667
437.91,4.67933333333,4.15946666667,3.16386666667,4.28846666667,3.6718,5.3718,2.32953333333,5.17753333333,3.02,5.37906666667
438.27,4.70613333333,4.19773333333,3.19693333333,4.32113333333,3.69933333334,5.414,2.3648,5.22133333333,3.05586666667,5.42273333333
438.62,4.7192,4.1989,3.21753333333,4.33153333333,3.72546666667,5.43226666667,2.39106666667,5.2424,3.07386666667,5.44013333334
438.98,4.70913333333,4.18956666667,3.2108,4.32286666667,3.72126666667,5.42426666667,2.38646666667,5.23533333333,3.06706666667,5.43966666667
439.33,4.7254,4.1903,3.21246666667,4.3314,3.72506666667,5.4428,2.3954,5.24393333334,3.06426666667,5.45366666667
439.69,4.72253333333,4.18443333333,3.20573333333,4.33433333333,3.7238,5.44046666667,2.3956,5.24073333333,3.06113333333,5.44333333333
440.04,4.72986666667,4.1834,3.21386666667,4.33286666667,3.7344,5.43806666667,2.40673333333,5.2492,3.07393333333,5.45466666667
440.40,4.73266666667,4.1906,3.21306666667,4.34333333333,3.73406666667,5.444,2.4198,5.257,3.0802,5.4586
440.75,4.7542,4.20696666667,3.2326,4.3612,3.76166666667,5.4618,2.44466666667,5.27386666667,3.1056,5.47133333333
441.11,4.76153333333,4.21143333333,3.23173333333,4.36453333333,3.7708,5.45873333333,2.45153333333,5.27593333333,3.10673333334,5.47253333333
441.47,4.7566,4.21056666667,3.23873333334,4.3616,3.768,5.4548,2.4526,5.27293333333,3.1016,5.46526666667
441.82,4.74253333333,4.1953,3.2116,4.34053333333,3.7562,5.4362,2.44793333333,5.2604,3.0852,5.4506
442.18,4.74053333333,4.1899,3.2112,4.34433333333,3.7648,5.43253333333,2.4528,5.249,3.08866666667,5.44633333333
442.53,4.7472,4.20543333333,3.2126,4.36073333333,3.7688,5.4328,2.45546666667,5.2588,3.09333333333,5.44873333333
442.89,4.74466666667,4.2092,3.2148,4.3656,3.76606666667,5.42686666667,2.45993333333,5.26013333333,3.10386666667,5.45213333333
443.24,4.7192,4.19603333333,3.19466666667,4.35433333333,3.75053333333,5.39073333333,2.4496,5.24106666667,3.0956,5.43293333333
443.60,4.73133333333,4.21166666667,3.20673333333,4.35726666667,3.75,5.402,2.46146666667,5.24706666667,3.1186,5.44926666667
443.95,4.731,4.20663333333,3.20466666667,4.36586666667,3.74,5.412,2.4566,5.2444,3.11566666667,5.45293333333
444.31,4.7388,4.20133333333,3.20433333333,4.36853333333,3.73733333334,5.417,2.4506,5.24566666667,3.1132,5.4558
444.66,4.72493333333,4.19083333333,3.18273333334,4.35253333333,3.72093333333,5.4006,2.4402,5.23513333333,3.10393333333,5.44086666667
445.02,4.72413333333,4.2003,3.1916,4.35866666667,3.72306666667,5.4066,2.43946666667,5.24606666667,3.11053333333,5.44646666667
445.37,4.73453333333,4.20383333333,3.18493333333,4.36886666667,3.735,5.41153333333,2.44806666667,5.2526,3.11933333333,5.4556
445.72,4.73066666666,4.19763333333,3.18633333333,4.36753333333,3.7266,5.4076,2.4482,5.24333333333,3.11453333333,5.45386666667
446.08,4.71533333333,4.1788,3.17373333333,4.355,3.7094,5.3888,2.42886666667,5.23473333333,3.09753333333,5.43713333333
446.43,4.7038,4.17286666667,3.17066666667,4.34406666667,3.7,5.38406666667,2.42513333333,5.22413333333,3.09466666667,5.43566666667
446.79,4.69666666667,4.1593,3.16526666667,4.33526666667,3.69093333333,5.37546666667,2.4204,5.214,3.08193333333,5.41793333333
447.14,4.70413333333,4.16103333333,3.1754,4.339,3.6988,5.3878,2.42646666667,5.2218,3.08913333333,5.42046666667
447.50,4.6924,4.1464,3.16253333333,4.33313333333,3.69253333333,5.36993333333,2.4126,5.20893333333,3.07313333333,5.4034
447.85,4.6858,4.14713333333,3.1596,4.33366666667,3.69273333333,5.3552,2.41653333333,5.21153333333,3.07006666666,5.3938
448.21,4.68153333333,4.14513333333,3.1612,4.3366,3.6882,5.34613333333,2.4252,5.2174,3.07366666667,5.38433333333
448.56,4.6774,4.1431,3.1726,4.34226666667,3.6884,5.3456,2.42873333333,5.22306666667,3.069,5.39133333333
448.92,4.67826666667,4.141,3.17366666667,4.34006666667,3.693,5.33473333333,2.43813333333,5.21806666667,3.07586666667,5.38806666667
449.27,4.67826666667,4.14366666667,3.17946666667,4.3452,3.68806666667,5.32933333333,2.44453333333,5.2144,3.08053333333,5.38486666667
449.62,4.68086666667,4.14603333333,3.18593333333,4.3514,3.6948,5.3274,2.4466,5.225,3.0864,5.382
449.98,4.67313333333,4.14446666667,3.16946666667,4.3438,3.6916,5.3172,2.44893333333,5.21273333333,3.08133333333,5.3708
450.33,4.68986666667,4.16023333333,3.18413333333,4.36113333333,3.71926666667,5.32786666667,2.46893333333,5.22466666667,3.09853333334,5.38066666667
450.69,4.70906666667,4.17713333333,3.19373333333,4.37593333333,3.73573333333,5.342,2.47853333333,5.24553333333,3.11813333333,5.40033333333
451.04,4.72086666666,4.20233333333,3.2046,4.399,3.75026666667,5.362,2.496,5.26466666667,3.12893333333,5.42033333333
451.40,4.72373333333,4.21126666667,3.2106,4.41033333333,3.75466666667,5.3668,2.509,5.26973333333,3.13066666667,5.43146666667
451.75,4.7134,4.20933333333,3.1996,4.40406666667,3.75146666667,5.3586,2.50573333333,5.2616,3.12353333333,5.42753333333
452.10,4.69413333333,4.20093333334,3.19186666667,4.38373333333,3.748,5.35213333333,2.49373333333,5.2418,3.1156,5.4268
452.46,4.6914,4.20033333333,3.18026666666,4.3768,3.7396,5.3492,2.48813333334,5.23886666666,3.11353333333,5.41813333333
452.81,4.68326666667,4.19053333333,3.17,4.37726666667,3.731,5.3454,2.47226666667,5.22326666667,3.0994,5.41946666667
453.17,4.697,4.20346666667,3.18086666667,4.39033333333,3.7406,5.36586666667,2.48546666667,5.24346666667,3.1038,5.43066666667
453.52,4.69826666667,4.2113,3.1856,4.40006666667,3.75313333333,5.37406666667,2.4924,5.241,3.1172,5.43573333333
