wavelength,Back_TanSelm,Belly_TanSelm,Breast_TanSelm,Crissum_TanSelm,Crown_TanSelm,DorTail_TanSelm,Patch10_TanSelm,Patch11_TanSelm,Patch12_TanSelm,Patch13_TanSelm,Rump_TanSelm,Throat_TanSelm,WingTip_TanSelm
351.83,13.2277777778,36.2048888889,40.3356666667,29.2482222222,10.5801111111,7.372,19.7183472222,32.0488888889,2.54366666667,27.7384444444,11.8123888889,4.95611111111,5.98266666667
352.19,13.4363333333,36.5221111111,40.8451111111,29.5554444444,10.8557777778,7.62183333333,20.0111527778,32.3742222222,2.714,27.9666666667,12.016,5.16766666667,6.245
352.55,13.594,36.7822222222,41.1497777778,29.7707777778,11.0722222222,7.72994444444,20.165875,32.5295,2.78522222222,28.1181111111,12.1624444444,5.33966666667,6.41633333333
352.92,13.5336666667,36.8964444444,41.2367777778,29.7793333333,11.0153333333,7.72488888889,20.1848611111,32.4155,2.71488888889,28.0813333333,12.0697777778,5.37066666667,6.40538888889
353.28,13.6384444445,37.1128888889,41.495,29.9342222222,11.0973333333,7.73033333333,20.2820694444,32.5313333333,2.79333333333,28.2953333333,12.1178888889,5.43322222222,6.34377777778
353.65,13.7387777778,37.2931111111,41.7383333333,30.007,11.1487777778,7.76433333333,20.3632083333,32.7205,2.83177777778,28.4045555556,12.1869444444,5.418,6.37133333333
354.01,13.9011111111,37.5942222222,42.0694444444,30.2802222222,11.4041111111,7.95961111111,20.5481527778,32.9498333333,2.98044444445,28.5756666667,12.3335,5.63438888889,6.56016666667
354.38,14.0653333333,37.8996666667,42.3062222222,30.5065555556,11.5565555555,8.15544444444,20.7950138889,33.1838888889,3.11988888889,28.7596666666,12.4255555556,5.80972222222,6.69355555555
354.74,14.1616666667,38.1101111111,42.5726666667,30.6111111111,11.6611111111,8.16077777778,20.9067638889,33.2128888889,3.11822222222,28.8245555556,12.4076111111,5.81261111111,6.75255555555
355.11,14.0925555556,38.2316666667,42.758,30.6813333333,11.6031111111,8.09316666667,20.955375,33.2807777778,3.09711111111,28.8662222222,12.4123888889,5.71533333333,6.75227777778
355.47,14.0505555556,38.3933333333,42.9706666667,30.7693333333,11.6061111111,8.04505555556,20.9909861111,33.3303333333,3.02977777778,28.9338888889,12.3535555556,5.70755555556,6.69438888889
355.83,14.0051111111,38.5121111111,43.1712222222,30.7964444444,11.6127777778,7.94394444444,20.9298472222,33.4375,2.99355555556,28.9632222222,12.2896111111,5.72727777778,6.71966666667
356.20,13.8066666666,38.4556666667,43.058,30.6685555556,11.4106666667,7.75844444444,20.8087777778,33.1492777778,2.80522222222,28.735,12.1063888889,5.58566666667,6.50022222222
356.56,13.7725555556,38.5272222222,43.2244444444,30.7231111111,11.3615555555,7.72833333333,20.7208333334,33.2087777778,2.75377777778,28.7665555556,11.9602222222,5.52783333333,6.38355555556
356.93,13.6267777778,38.4476666667,43.2381111111,30.6723333333,11.2852222222,7.56677777778,20.6301111111,33.1293333333,2.587,28.6624444444,11.8054444445,5.29966666667,6.27983333333
357.29,13.4967777778,38.3538888889,43.2304444445,30.5622222222,11.2603333333,7.41138888889,20.4996944445,32.9461111111,2.46266666667,28.463,11.6257222222,5.15161111111,6.24022222222
357.66,13.4131111111,38.3257777778,43.2953333333,30.5145555555,11.2264444444,7.29305555556,20.4779305556,32.8789444444,2.37422222222,28.3371111111,11.5187222222,5.04633333333,6.16416666667
358.02,13.379,38.4398888889,43.3907777778,30.5424444444,11.2416666667,7.30961111111,20.4593472222,32.8586666667,2.382,28.3585555556,11.4924444445,4.97511111111,6.11233333333
358.38,13.2641111111,38.4286666667,43.4558888889,30.4392222222,11.1938888889,7.22111111111,20.3153194445,32.7732222222,2.27533333333,28.2157777778,11.3815,4.82666666667,6.03644444444
358.75,13.2681111111,38.5666666667,43.5897777778,30.5392222222,11.2935555556,7.34827777778,20.3788333333,32.9068888889,2.34177777778,28.2555555555,11.4085,4.84772222222,6.07922222222
359.11,13.3765555556,38.7383333333,43.7441111111,30.5892222222,11.4708888889,7.42361111111,20.4433333333,32.8296666667,2.34633333333,28.2248888889,11.4176666667,4.94444444444,6.19588888889
359.48,13.5014444445,38.8795555556,43.9012222222,30.7242222222,11.6495555555,7.54588888889,20.5071388889,32.9695555556,2.46333333333,28.2828888889,11.5094444444,5.02094444444,6.31583333333
359.84,13.4425555555,38.9897777778,43.9934444444,30.7468888889,11.693,7.61433333333,20.5417777778,32.9662777778,2.50744444444,28.2517777778,11.4595555555,4.95405555556,6.32127777778
360.20,13.5445555556,39.2085555556,44.1973333333,30.8561111111,11.8406666667,7.76861111111,20.6266388889,33.2235,2.61344444444,28.3754444444,11.5147777778,4.97277777778,6.45755555556
360.57,13.5406666667,39.2215555555,44.1982222222,30.7842222222,11.8956666667,7.79911111111,20.62075,33.1915,2.68566666667,28.2725555556,11.5444444445,4.94622222222,6.55344444444
360.93,13.5602222222,39.3758888889,44.2907777778,30.8708888889,11.973,7.87166666667,20.6177083333,33.307,2.75322222222,28.211,11.5582222222,4.96772222222,6.63466666667
361.29,13.4892222222,39.4491111111,44.3753333333,30.9214444444,11.946,7.88661111111,20.6404166667,33.3622222222,2.72088888889,28.157,11.5544444445,4.92627777778,6.58711111111
361.66,13.4744444445,39.6023333333,44.4003333333,30.8426666667,11.9203333333,7.88477777778,20.5960972222,33.3621666667,2.702,28.0926666667,11.4960555555,4.92,6.53844444444
362.02,13.4774444444,39.54,44.3388888889,30.7231111111,11.8781111111,7.89144444444,20.6009305556,33.2497777778,2.74144444445,27.9815555555,11.4629444444,4.91033333333,6.54638888889
362.39,13.5378888889,39.6856666667,44.4042222222,30.7603333333,11.9734444445,7.882,20.6731805556,33.2631111111,2.77177777778,27.9895555556,11.482,4.92483333333,6.60327777778
362.75,13.5225555555,39.7007777778,44.4631111111,30.726,11.9328888889,7.76777777778,20.6263611111,33.2304444444,2.74555555556,27.9254444445,11.3842777778,4.888,6.5575
363.11,13.4892222222,39.751,44.4866666667,30.7263333333,11.9708888889,7.80644444444,20.5987638889,33.3572777778,2.79566666667,27.8873333334,11.3986666667,4.91177777778,6.56383333333
363.48,13.3068888889,39.6721111111,44.3707777778,30.4381111111,11.8045555556,7.65827777778,20.3853472222,33.1008333333,2.66433333333,27.5917777778,11.2343333334,4.7845,6.43711111111
363.84,13.3347777778,39.7404444445,44.4556666666,30.4093333333,11.8752222222,7.656,20.2988333333,33.0685,2.67133333333,27.5225555556,11.2339444445,4.83161111111,6.44055555556
364.20,13.4021111111,39.7894444444,44.4485555556,30.4074444444,11.9963333333,7.67638888889,20.3537083333,33.0416111111,2.77322222222,27.4722222222,11.2724444445,4.941,6.53205555556
364.57,13.4668888889,39.9433333333,44.5464444444,30.4891111111,12.1858888889,7.761,20.44475,33.0562777778,2.87444444445,27.4565555556,11.311,5.04588888889,6.6975
364.93,13.5675555556,40.097,44.7185555556,30.4675555556,12.3292222222,7.84316666667,20.5755694444,33.1578888889,2.93666666667,27.4842222222,11.3725,5.12055555556,6.72272222222
365.29,13.6181111111,40.2928888889,44.7927777778,30.447,12.4726666666,7.94633333333,20.5680277778,33.1955,2.99988888889,27.4612222222,11.3778888889,5.18922222222,6.77444444445
365.66,13.5395555555,40.1843333334,44.7922222222,30.4418888889,12.5584444444,7.98788888889,20.5274027778,33.1610555556,2.998,27.3493333333,11.3263888889,5.15805555556,6.77227777778
366.02,13.333,40.11,44.6451111111,30.308,12.5283333334,7.83016666667,20.2853472222,33.1236111111,2.79566666667,27.0891111111,11.129,5.00783333333,6.658
366.38,13.3203333333,40.0934444444,44.5891111111,30.2623333333,12.5923333333,7.88927777778,20.2432222222,33.1886666667,2.87288888889,26.9954444445,11.1089444444,5.06544444444,6.69561111111
366.75,13.2787777778,40.132,44.5294444445,30.1418888889,12.6895555555,7.92266666667,20.188,33.1128888889,2.91855555556,26.8314444444,11.1445,5.09555555556,6.68533333333
367.11,13.2108888889,40.1438888889,44.4466666667,30.0102222222,12.703,7.81372222222,20.0704722222,32.9977222222,2.95344444445,26.6641111111,11.0223333333,5.04538888889,6.63633333333
367.47,13.2364444445,40.1862222222,44.4927777778,30.0751111111,12.8205555556,7.87266666667,20.1217916667,33.1611111111,3.02511111111,26.6748888889,11.0802777778,5.09688888889,6.6995
367.84,13.1523333333,40.1194444445,44.354,29.9307777778,12.825,7.79083333333,20.0161388889,33.0717777778,2.96488888889,26.4843333333,11.0009444444,5.04661111111,6.67027777778
368.20,13.0901111111,40.1042222222,44.355,29.76,12.8425555556,7.75055555556,19.8430972222,33.0013333333,2.93144444444,26.2541111111,10.9167777778,4.97661111111,6.56316666667
368.56,13.0175555556,40.0942222222,44.3326666666,29.5954444444,12.8428888889,7.70194444444,19.7376111111,33.0031666667,2.85566666667,26.0711111111,10.7917777778,4.91694444444,6.43533333333
368.93,12.9526666667,40.0114444444,44.281,29.4787777778,12.9042222222,7.6805,19.5502222222,32.8716666667,2.87411111111,25.9088888889,10.7356666666,4.99233333333,6.43672222222
369.29,12.8364444444,39.8997777778,44.2178888889,29.3463333333,12.8594444444,7.53255555556,19.4150277778,32.8501666667,2.83588888889,25.6517777778,10.5847777778,4.94205555556,6.389
369.65,12.9096666667,40.0575555555,44.3602222222,29.4028888889,13.0343333333,7.61266666667,19.4345833333,33.0216666667,2.94477777778,25.6001111111,10.6167222222,5.05038888889,6.52855555556
370.01,13.0174444444,40.2846666667,44.5882222222,29.4772222222,13.1947777778,7.78194444444,19.556625,33.1597777778,3.11144444445,25.5918888889,10.7082222222,5.2225,6.64155555556
370.38,12.8846666667,40.1738888889,44.4994444444,29.2363333333,13.1505555555,7.72961111111,19.357125,33.1588888889,3.02677777778,25.3166666667,10.5743888889,5.13344444444,6.55738888889
370.74,12.8786666667,40.2262222222,44.5491111111,29.1683333333,13.2351111111,7.80727777778,19.3004444445,33.2393333333,3.06211111111,25.1744444444,10.5565555556,5.16272222222,6.58911111111
371.10,12.9454444444,40.2726666667,44.6827777778,29.155,13.3297777778,7.93472222222,19.2863472222,33.4388888889,3.05455555556,25.0912222222,10.5878888889,5.21888888889,6.65222222222
371.46,12.8418888889,40.2134444445,44.5865555555,28.9517777778,13.3003333333,7.92411111111,19.085375,33.3906666667,2.99077777778,24.8048888889,10.4288888889,5.19616666667,6.62344444444
371.83,12.7676666667,40.2567777778,44.6306666667,28.8047777778,13.3116666667,7.98038888889,18.9897638889,33.4488888889,2.945,24.6286666667,10.3634444445,5.22211111111,6.61344444444
372.19,12.6122222222,40.2092222222,44.5775555556,28.6015555556,13.2988888889,7.98461111111,18.7906527778,33.5076666667,2.90866666667,24.409,10.2691111111,5.21594444444,6.57666666667
372.55,12.4117777778,40.1007777778,44.46,28.3592222222,13.1902222222,7.922,18.5072222222,33.5309444444,2.83077777778,24.0952222222,10.1227777778,5.13344444444,6.47866666667
372.92,12.362,40.1598888889,44.4641111111,28.2578888889,13.2271111111,7.90944444444,18.3738472222,33.693,2.86655555556,23.8741111111,10.0577777778,5.11561111111,6.48111111111
373.28,12.3514444444,40.2345555556,44.5084444444,28.1548888889,13.3534444444,8.00244444444,18.2457638889,33.7752222222,2.93622222222,23.7333333333,10.0678888889,5.21777777778,6.49855555555
373.64,12.1554444444,40.1914444444,44.4352222222,27.883,13.3176666667,7.88494444444,17.9626805555,33.7625,2.82322222222,23.4597777778,9.94594444446,5.15833333333,6.41416666667
374.00,12.0005555556,40.0834444444,44.3191111111,27.6585555556,13.3286666667,7.78566666667,17.7012777778,33.8586666667,2.79188888889,23.1414444445,9.82166666668,5.13927777778,6.39527777778
374.37,11.9178888889,40.1373333333,44.3902222222,27.535,13.4737777778,7.79438888889,17.5726944445,33.8978888889,2.80011111111,22.909,9.79199999999,5.20205555556,6.37138888889
374.73,11.7716666667,40.0557777778,44.3398888889,27.3394444445,13.4997777778,7.71316666667,17.3970138889,33.9313333333,2.72766666667,22.6167777778,9.65366666667,5.15194444444,6.32933333333
375.09,11.535,39.9466666667,44.2315555556,27.058,13.5304444445,7.611,17.1671944444,33.7970555556,2.69011111111,22.2753333333,9.51405555554,5.03883333333,6.26694444444
375.45,11.5214444445,40.0011111111,44.3394444444,26.972,13.6882222222,7.64961111111,17.1041805555,33.9627777778,2.73811111111,22.1375555556,9.5058888889,5.04511111111,6.32305555555
375.81,11.3956666667,39.9194444445,44.2291111111,26.8423333333,13.7593333333,7.60383333333,16.9395555556,34.0212222222,2.76177777778,21.8756666667,9.44877777778,4.97555555556,6.28377777778
376.18,11.3226666667,39.9291111111,44.286,26.763,13.8244444444,7.61855555556,16.8598888889,34.0377222222,2.78211111111,21.6376666667,9.40788888888,5.00561111111,6.33461111111
376.54,11.2836666667,39.9306666667,44.3053333333,26.6572222222,13.9278888889,7.59366666667,16.7415,34.1013333333,2.77488888889,21.5061111111,9.3748888889,5.02344444444,6.35688888889
376.90,11.0855555555,39.8212222222,44.1976666667,26.39,13.9381111111,7.5645,16.5750416667,34.0916666667,2.70155555556,21.2466666667,9.27716666668,4.99261111111,6.30938888889
377.26,10.9467777778,39.7578888889,44.129,26.173,13.9515555556,7.53327777778,16.4355972222,34.0907777778,2.64166666667,20.9946666667,9.1886111111,4.89805555556,6.28966666667
377.63,10.956,39.7851111111,44.1446666667,26.0957777778,14.0165555555,7.59288888889,16.3686666666,34.1462777778,2.74233333334,20.7973333333,9.18094444443,4.93888888889,6.33838888889
377.99,10.9863333333,39.8635555556,44.216,26.0426666667,14.1755555556,7.72766666667,16.3407638889,34.2180555556,2.865,20.7128888889,9.22416666667,5.05061111111,6.42761111111
378.35,10.9616666667,39.8617777778,44.235,25.987,14.2466666667,7.79072222222,16.255375,34.3161666667,2.97388888889,20.5761111111,9.24555555557,5.12972222222,6.53272222222
378.71,10.835,39.821,44.1241111111,25.7574444444,14.2491111111,7.74194444444,16.0132361111,34.3456666667,2.95933333333,20.3165555555,9.17738888889,5.11211111111,6.55938888889
379.07,10.8768888889,39.9097777778,44.219,25.6963333333,14.3814444444,7.86588888889,15.960875,34.5949444444,3.06033333333,20.1716666667,9.20799999999,5.24327777778,6.67277777778
379.44,10.73,39.8516666667,44.15,25.4801111111,14.4376666667,7.88238888889,15.7773888889,34.5718888889,3.088,19.9292222222,9.13322222221,5.25722222222,6.66694444444
379.80,10.6775555556,39.8434444444,44.148,25.2746666667,14.4874444444,7.85827777778,15.6307916666,34.6035,3.09688888889,19.6796666667,9.07511111111,5.27766666667,6.71922222222
380.16,10.5984444445,39.7688888889,44.0211111111,25.0321111111,14.5372222222,7.77244444444,15.3970555556,34.5646666667,3.06111111111,19.468,8.97566666668,5.22022222222,6.65344444444
380.52,10.5694444444,39.7384444444,43.9907777778,24.9032222222,14.6461111111,7.85216666667,15.3489166667,34.5431666667,3.11588888889,19.2621111111,8.98966666666,5.28116666667,6.71955555555
380.88,10.46,39.7122222222,43.9244444444,24.7624444444,14.6807777778,7.80311111111,15.1619444445,34.5769444444,3.08644444445,19.02,8.91011111112,5.21177777778,6.68655555555
381.24,10.3331111111,39.5295555556,43.7665555556,24.4928888889,14.6928888889,7.77405555556,14.955375,34.5547777778,3.07322222222,18.7616666667,8.84427777779,5.22516666667,6.66883333333
381.61,10.1483333333,39.3994444445,43.6384444444,24.2562222222,14.7053333333,7.68838888889,14.7052916667,34.5066111111,2.95344444444,18.4862222222,8.7333888889,5.16872222222,6.58894444444
381.97,9.9548888889,39.2385555556,43.5018888889,23.9625555556,14.6246666667,7.51505555556,14.4489722222,34.4788333333,2.80133333333,18.207,8.61388888889,4.99283333333,6.48288888889
382.33,9.85666666667,39.1391111111,43.4344444444,23.7326666666,14.6508888889,7.46544444444,14.2845277778,34.4983888889,2.71088888889,17.9797777778,8.50372222222,4.90272222222,6.40238888889
382.69,9.83166666668,39.1425555555,43.4982222222,23.6634444444,14.7527777778,7.506,14.2433333333,34.581,2.74077777778,17.8542222222,8.50894444444,4.93027777778,6.38488888889
383.05,9.69944444443,38.9766666667,43.3244444444,23.4364444444,14.7237777778,7.40238888889,14.0371111111,34.5400555556,2.65511111111,17.6197777778,8.41727777778,4.83411111111,6.28533333333
383.41,9.73411111112,38.9673333333,43.2706666667,23.3811111111,14.8324444444,7.44655555556,14.0136805556,34.6468888889,2.71477777778,17.5128888889,8.471,4.88383333333,6.35427777778
383.77,9.64355555556,38.8626666667,43.1616666667,23.2603333333,14.9252222222,7.46444444444,13.9255833333,34.6955,2.75511111111,17.3891111111,8.47411111111,4.92683333333,6.38972222222
384.14,9.58644444443,38.7877777778,43.1037777778,23.1293333333,14.9531111111,7.42444444444,13.8364305556,34.8241111111,2.72244444444,17.2301111111,8.43633333333,4.96255555556,6.37072222222
384.50,9.51566666667,38.7183333333,43.0236666667,22.9836666667,15.0037777778,7.40716666667,13.6855833333,34.8765,2.73011111111,17.0635555555,8.38211111111,4.99033333333,6.33677777778
384.86,9.49177777779,38.6787777778,43.0217777778,22.922,15.1067777778,7.45083333333,13.6141111111,35.0258888889,2.75666666667,16.9296666667,8.36772222222,5.04166666667,6.39116666667
385.22,9.4491111111,38.6784444444,43.0118888889,22.9018888889,15.2076666667,7.431,13.5288194445,35.1617222222,2.78833333333,16.8193333333,8.33383333333,5.03633333333,6.38483333333
385.58,9.40788888888,38.597,42.95,22.7675555555,15.2572222222,7.45538888889,13.478875,35.2637777778,2.82322222222,16.6834444444,8.30638888889,5.03027777778,6.42155555555
385.94,9.36411111111,38.5516666667,42.9356666667,22.6492222222,15.3473333333,7.48116666667,13.3870138889,35.2870555556,2.82722222222,16.5322222222,8.26116666667,5.05927777778,6.41516666667
386.30,9.27666666667,38.4643333333,42.8038888889,22.5253333334,15.4061111111,7.46216666667,13.2629027778,35.3405,2.839,16.3987777778,8.22483333333,5.052,6.41166666667
386.66,9.20777777778,38.3235555555,42.677,22.3805555556,15.436,7.44461111111,13.130125,35.4087777778,2.84355555556,16.2275555556,8.18516666667,5.05338888889,6.42588888889
387.03,9.08944444444,38.2142222222,42.5635555556,22.2208888889,15.4551111111,7.39788888889,12.9866944444,35.3876666667,2.82477777778,16.0616666667,8.11838888889,5.06561111111,6.41833333333
387.39,8.91855555554,38.11,42.4947777778,22.0097777778,15.4703333333,7.30077777778,12.786875,35.4402222222,2.74166666667,15.8662222222,7.99977777778,5.01027777778,6.33872222222
387.75,8.87755555556,38.1034444444,42.5402222222,21.9223333333,15.4987777778,7.2615,12.6480972222,35.6,2.69811111111,15.7313333333,7.93811111111,4.97888888889,6.32238888889
388.11,8.74933333334,38.0103333333,42.4386666667,21.7868888889,15.5116666667,7.21211111111,12.5004722222,35.6461111111,2.68766666667,15.5414444444,7.90861111111,4.94055555556,6.337
388.47,8.64755555557,37.9265555555,42.3604444444,21.636,15.525,7.19627777778,12.374,35.7566111111,2.66211111111,15.3674444444,7.87416666667,4.88727777778,6.3205
388.83,8.6061111111,37.7976666667,42.2648888889,21.4782222222,15.5397777778,7.166,12.2347361111,35.7094444444,2.64088888889,15.206,7.86316666667,4.872,6.29566666667
389.19,8.59555555554,37.7581111111,42.3122222222,21.3598888889,15.6141111111,7.16038888889,12.1417361111,35.7626111111,2.65,15.0814444444,7.88322222222,4.91622222222,6.32305555556
389.55,8.57866666666,37.6908888889,42.2646666667,21.2505555556,15.7372222222,7.17655555556,12.0439861111,35.8134444444,2.68877777778,14.9743333334,7.899,4.97038888889,6.36205555556
389.91,8.52944444443,37.5752222222,42.1698888889,21.1422222222,15.8087777778,7.16344444444,11.9178888889,35.9413888889,2.71977777778,14.8548888889,7.8945,4.98577777778,6.36744444444
390.27,8.44688888888,37.4243333333,42.0608888889,20.9443333333,15.8338888889,7.10833333333,11.7714861111,35.9762777778,2.67211111111,14.6308888889,7.83294444444,4.9855,6.34911111111
390.63,8.41255555555,37.3135555555,41.9821111111,20.7945555556,15.9305555556,7.12266666667,11.6711111111,36.0336111111,2.70544444445,14.5075555556,7.80538888889,5.015,6.38866666667
391.00,8.42777777777,37.2391111111,41.9433333333,20.6866666667,16.0662222222,7.21277777778,11.619375,36.1665,2.76777777778,14.3921111111,7.824,5.07055555556,6.45305555556
391.36,8.37833333334,37.1231111111,41.7998888889,20.5493333334,16.0953333333,7.18322222222,11.4658194445,36.2338333333,2.79777777778,14.2317777778,7.83722222222,5.08155555556,6.47144444444
391.72,8.27077777779,36.8798888889,41.5598888889,20.2791111111,16.0925555556,7.16783333333,11.2776805556,36.1545,2.783,13.9828888889,7.76794444445,5.08661111111,6.42872222222
392.08,8.15266666666,36.7181111111,41.4516666666,20.057,16.1421111111,7.156,11.0788333333,36.1824444444,2.72088888889,13.7731111111,7.67655555556,5.04533333333,6.3735
392.44,8.03966666666,36.5646666667,41.3344444445,19.8322222222,16.1738888889,7.13011111111,10.8822777778,36.1932222222,2.67355555556,13.5454444445,7.59677777778,5.01455555556,6.34233333333
392.80,7.989,36.4746666667,41.2647777778,19.5986666667,16.2746666667,7.17005555556,10.7925416667,36.3416666667,2.71266666667,13.3825555556,7.5915,5.04683333333,6.378
393.16,7.92855555555,36.4071111111,41.147,19.4185555555,16.3475555555,7.224,10.679875,36.4992777778,2.72655555556,13.2017777778,7.56933333333,5.05266666667,6.42038888889
393.52,7.89,36.2985555556,41.0408888889,19.2274444444,16.4094444445,7.25622222222,10.5515833333,36.5872222222,2.73888888889,13.0187777778,7.55422222222,5.08416666667,6.41916666667
393.88,7.80744444446,36.1591111111,40.9086666667,19.0048888889,16.4301111111,7.28127777778,10.4385555555,36.6566111111,2.739,12.7884444445,7.50483333334,5.05227777778,6.43561111111
394.24,7.71866666667,36.0692222222,40.8355555556,18.8051111111,16.4634444444,7.28777777778,10.2768055556,36.7371666667,2.73233333333,12.5925555556,7.46427777778,5.02733333333,6.44877777778
394.60,7.61033333334,35.9281111111,40.7133333333,18.5571111111,16.5028888889,7.28322222222,10.1115416667,36.7940555556,2.69166666667,12.3797777778,7.42677777778,5.02266666667,6.39711111111
394.96,7.43411111111,35.7347777778,40.5355555556,18.2438888889,16.457,7.19316666667,9.89668055554,36.8009444444,2.625,12.0942222222,7.31383333333,4.91188888889,6.30005555556
395.32,7.37977777778,35.6408888889,40.5454444445,18.0557777778,16.57,7.26222222222,9.83220833333,36.9345,2.62377777778,11.9195555556,7.27161111111,4.90761111111,6.30172222222
395.68,7.30077777778,35.5628888889,40.5232222222,17.8756666667,16.659,7.27772222222,9.73691666668,37.0994444444,2.62177777778,11.7771111111,7.23588888889,4.87966666667,6.29027777778
396.04,7.37311111111,35.5316666667,40.5622222222,17.748,16.8362222222,7.39233333333,9.74843055557,37.3024444444,2.75944444444,11.6945555556,7.3265,5.00633333333,6.40633333333
396.40,7.34555555556,35.4017777778,40.5101111111,17.5925555556,16.8994444444,7.36611111111,9.67381944443,37.4447777778,2.81577777778,11.5522222222,7.33177777778,5.02494444444,6.42322222222
396.76,7.238,35.2341111111,40.3806666666,17.4145555556,16.8818888889,7.30011111111,9.48329166665,37.4932222222,2.79444444444,11.3295555556,7.24016666666,4.99033333333,6.37044444444
397.12,7.09733333333,34.9932222222,40.1998888889,17.1334444445,16.8842222222,7.22055555556,9.30130555555,37.5029444444,2.73122222222,11.118,7.13761111111,4.94138888889,6.34977777778
397.48,6.98211111111,34.8254444445,40.0876666667,16.9401111111,16.8982222222,7.1505,9.17168055555,37.6426666667,2.71388888889,10.9386666667,7.07772222222,4.88738888889,6.36861111111
397.84,6.87633333333,34.6806666667,40.0386666667,16.7267777778,16.9466666667,7.09044444444,8.97493055555,37.6993888889,2.673,10.7581111111,7.01944444445,4.87794444444,6.34694444445
398.20,6.80033333333,34.5041111111,39.9516666667,16.5566666667,17.011,7.04455555556,8.85211111111,37.7995555556,2.67677777778,10.6188888889,7.01122222222,4.89138888889,6.32133333333
398.56,6.70255555556,34.3506666667,39.8255555556,16.3675555556,17.0005555556,6.94911111111,8.69740277778,37.8701666667,2.626,10.4097777778,6.91655555555,4.79955555556,6.26383333333
398.92,6.65611111111,34.2075555556,39.7814444444,16.255,17.0747777778,6.94072222222,8.61908333333,37.9603333333,2.62933333333,10.2997777778,6.90555555555,4.85772222222,6.27261111111
399.28,6.64233333333,34.0691111111,39.6418888889,16.0937777778,17.1013333333,6.8785,8.52630555555,37.9958888889,2.64566666667,10.1941111111,6.888,4.85483333333,6.29555555556
399.64,6.58644444444,33.9261111111,39.5518888889,15.9222222222,17.1223333333,6.8135,8.38272222222,38.0664444444,2.60255555556,10.0255555556,6.8335,4.81088888889,6.27205555556
400.00,6.50577777778,33.7593333334,39.433,15.7765555555,17.1327777778,6.76288888889,8.28441666667,38.1174444444,2.59822222222,9.89811111109,6.81138888889,4.78383333333,6.29777777778
400.36,6.49622222222,33.6983333333,39.3448888889,15.6362222222,17.274,6.79772222222,8.19738888889,38.1814444444,2.63077777778,9.8048888889,6.84594444444,4.82216666667,6.33111111111
400.72,6.47588888889,33.5977777778,39.287,15.4825555556,17.4082222222,6.81088888889,8.16268055555,38.2867222222,2.65211111111,9.75066666667,6.8715,4.86188888889,6.37766666667
401.08,6.49955555556,33.5006666667,39.2648888889,15.3952222222,17.5176666667,6.86805555556,8.13830555555,38.3447222222,2.71766666667,9.68388888887,6.93066666667,4.93988888889,6.40311111111
401.44,6.47055555556,33.3732222222,39.1955555556,15.2746666666,17.6184444444,6.893,8.05355555555,38.4305,2.75788888889,9.58333333332,6.94022222222,4.98044444444,6.37827777778
401.80,6.48633333333,33.3048888889,39.1834444444,15.1886666666,17.7644444445,6.924,8.04979166667,38.6073333333,2.81444444445,9.54833333334,6.97472222222,5.04927777778,6.42405555556
402.16,6.47622222222,33.2321111111,39.1287777778,15.0806666667,17.8396666667,6.96216666667,8.0485,38.6842222222,2.84933333333,9.49422222221,6.98655555556,5.08255555556,6.49761111111
402.52,6.47366666667,33.1427777778,39.088,14.9724444445,17.936,6.95194444444,7.99780555555,38.7396666667,2.86111111111,9.44511111113,7.02183333333,5.1245,6.54833333333
402.88,6.50233333333,33.1396666667,39.1221111111,14.9212222222,18.0624444444,7.00311111111,7.93808333333,38.9351666667,2.87944444444,9.40588888888,7.05244444444,5.15427777778,6.61783333333
403.24,6.43444444444,32.976,39.0106666667,14.7988888889,18.0693333333,6.989,7.84148611111,38.9751666667,2.84811111111,9.2821111111,7.01627777778,5.14611111111,6.61133333333
403.60,6.43011111111,32.8824444444,38.9402222222,14.7373333333,18.1363333333,7.01066666667,7.85043055556,39.0389444444,2.89455555556,9.25522222222,7.05355555555,5.17916666667,6.633
403.95,6.36311111111,32.7554444444,38.8343333333,14.6284444444,18.1667777778,6.97955555556,7.74579166667,39.0800555556,2.83133333333,9.1698888889,6.98811111111,5.11155555556,6.56805555556
404.31,6.32155555555,32.6156666667,38.7638888889,14.5068888889,18.1744444444,6.95833333333,7.68638888889,39.2054444444,2.80277777778,9.08766666666,6.92333333334,5.072,6.54722222222
404.67,6.25655555555,32.51,38.7108888889,14.4156666667,18.18,6.91227777778,7.59925,39.2822777778,2.74688888889,8.97122222221,6.87455555555,5.02966666667,6.50416666667
405.03,6.19855555555,32.3857777778,38.5931111111,14.3241111111,18.1704444445,6.86266666667,7.51113888889,39.3719444444,2.70688888889,8.89877777779,6.82961111111,4.97583333333,6.4695
405.39,6.14044444445,32.2647777778,38.4827777778,14.1884444444,18.1635555555,6.80927777778,7.42859722222,39.3375,2.62222222222,8.81433333333,6.77016666666,4.92516666667,6.42227777778
405.75,6.04977777778,32.0986666667,38.3184444444,14.0844444445,18.1326666667,6.75138888889,7.34940277778,39.3013333333,2.55811111111,8.7018888889,6.71133333333,4.84311111111,6.37466666667
406.11,6.03922222222,31.9813333333,38.2404444444,14.0174444444,18.1813333333,6.74744444444,7.291375,39.4051111111,2.54755555556,8.63755555555,6.68655555556,4.8185,6.33911111111
