wavelength,Back_TanSelm,Belly_TanSelm,Breast_TanSelm,Crissum_TanSelm,Crown_TanSelm,DorTail_TanSelm,Patch10_TanSelm,Patch11_TanSelm,Patch12_TanSelm,Patch13_TanSelm,Rump_TanSelm,Throat_TanSelm,WingTip_TanSelm
183.73,43.7352222222,23.168,27.6596666667,-9.92922222223,57.2102222223,-36.7611111111,-25.5022916667,-34.5151666667,18.4397777778,50.591,12.0567222222,38.8885555556,19.5035555556
184.11,59.4316666667,55.5555555556,55.5555555555,21.1887777778,93.2816666667,-14.9870555556,0.38763888889,-14.0825555556,47.0284444445,77.0024444444,38.8887777778,59.561,45.478
184.49,84.9205555557,87.566111111,92.5925555553,61.6403333335,120.635,23.0160555556,42.2619722222,24.9997777777,87.8306666666,108.201,66.4020555556,88.756611111,81.216888889
184.87,167.777777778,161.111111111,201.666666667,113.888888889,241.111111111,1.94444444443,71.0416666668,55.5555555557,168.888888889,195.555555556,115.0,154.722222222,152.5
185.25,182.125555556,152.657,197.101555556,140.096666667,234.299444445,14.7342222222,80.314013889,72.2220555557,179.227,192.753777778,126.087055556,175.362388889,185.265833333
185.63,121.111111111,92.5925555556,132.222333333,96.6667777776,149.629666667,-3.8888888889,68.2407500001,54.814888889,138.518666667,120.740777778,71.1111666667,106.111,150.740888889
186.01,159.523888889,100.793555556,246.825444445,166.666666667,217.460333333,-53.5714444443,136.111166667,36.1109444443,247.619111111,165.079333333,71.0316666668,149.603333333,261.904777778
186.39,119.555555556,72.0,181.333333333,148.888888889,155.555555556,21.3333333333,120.944444445,62.0,205.333333333,128.444444445,79.5555555556,132.0,212.0
186.77,101.355,70.7318888889,151.761444444,131.436333333,116.531222222,39.4311111111,103.523138889,74.661,163.685777778,106.504111111,68.4281111112,113.143777778,163.143777778
187.15,98.4444444446,73.5555555555,147.555555556,133.555555556,115.333333333,51.3333333333,106.416666666,69.4444444444,155.777777778,108.888888889,68.5555555554,112.888888889,153.0
187.53,97.6743333335,64.858,152.196222222,151.938,117.054222222,37.8551666667,107.687361111,72.9975555556,175.452222222,104.134444445,60.5942777778,118.087833333,163.436666667
187.91,116.081777778,75.1462222223,172.222333333,184.795111111,130.701777778,35.6726111111,119.554069444,101.315888889,205.263111111,117.251444444,78.0701666668,126.900444444,187.865388889
188.29,100.926111111,63.1944444445,142.824222222,148.148111111,98.8426666666,36.8057777778,93.6053611112,87.9627777778,159.259333333,94.2129999999,57.2915555557,108.102,156.944277778
188.67,92.098888889,57.284,137.777666667,142.963,93.3332222222,27.2840555556,80.8332777779,75.0616666667,153.827333333,89.1357777778,36.2962777778,90.7407222222,151.728555555
189.05,73.1922222222,52.2046666667,106.701666667,116.402111111,76.1905555556,29.3650555556,57.3853055556,64.8148333333,115.696555555,74.7795555557,29.9822777777,68.1658333333,121.340611111
189.43,67.5627777779,56.0933333333,116.487333333,119.892555555,81.7203333334,39.2471111111,53.7187361111,76.6130555556,117.562666667,71.5053333332,31.0931111112,60.036,126.792055555
189.81,71.5490000001,65.3197777778,125.757666667,126.431,89.393888889,44.5286666667,53.5984305555,86.8686111111,118.013444444,76.2626666667,41.161611111,62.7946666667,132.154777778
190.19,61.1111111111,58.6563333333,100.258444445,103.359111111,76.7441111111,35.9817777778,41.6506388889,69.8967222222,92.2482222223,68.3464444445,37.5323333332,50.3227777778,104.263722222
190.57,61.7777777778,70.3704444444,115.259222222,113.037111111,84.7405555556,33.3334444444,42.5185138889,76.0738888889,95.5555555554,71.2592222222,35.4813888889,44.8888888889,105.777833333
190.95,62.6127777777,71.0212222222,115.315444444,116.516555556,84.8348888889,28.9038888889,43.1870694444,80.9308888889,93.843888889,69.2193333332,39.1140555554,41.5914444444,102.327444444
191.33,42.3458888889,50.1234444444,88.0247777777,85.1853333333,60.7406666667,15.1235555556,26.2961666667,58.3952777778,69.7528888889,49.1357777778,31.6051111112,23.1478888889,74.0741666667
191.71,41.8041111111,49.6148888889,85.8084444444,82.0682222222,57.2056666667,17.6568888889,29.0979166667,54.5105555556,61.276,42.6843333333,30.9682222223,22.2771666667,66.9967777778
192.09,33.9001111111,43.0838888889,77.4375555556,71.0884444443,50.9071111111,9.2403888889,21.7260833333,39.4558333333,49.2064444444,32.7663333333,19.3877777778,21.0883333333,54.4785555556
192.47,29.3281111111,44.186,77.6485555555,70.155111111,56.0723333333,0.0001111111,22.2060138889,37.1446666667,44.832,28.553,14.2118333333,17.7648888889,48.708
192.85,23.7725555555,38.8888888889,74.8064444443,68.0877777778,51.8087777778,-4.7156111111,18.0878333334,33.5272777778,38.8886666667,22.8682222222,14.4056666667,13.6306111111,40.5038333333
193.23,23.5953333333,42.0723333333,77.1535555556,73.9075555556,53.1833333333,5.4306111111,29.3852638889,36.0173333333,43.0712222222,25.3434444445,18.4144444444,18.7266111111,47.3783333333
193.61,24.1756666666,45.5432222222,76.3126666668,74.4809999999,54.3345555556,11.4775555556,37.7443055555,35.9586666667,49.8168888889,34.3103333333,22.2223333334,17.0938333333,51.4651666667
193.99,18.9631111111,48.7408888889,77.037,82.5186666666,51.9998888889,10.6666111111,46.1111805556,34.5185,52.4443333334,32.1481111111,18.6666111112,7.70355555557,49.1113333333
194.37,14.3678888889,56.7048888889,92.9118888889,101.724111111,62.8353333333,14.9427222222,55.2683611112,47.2222777778,68.9654444445,30.2680000001,16.8581111111,0.287333333333,61.3027222222
194.75,12.2041111111,40.8015555556,83.2422222222,93.4425555556,44.6266666667,20.4917777778,47.7230694443,48.9070555556,58.8342222222,25.6831111112,12.9327222223,-8.46977777777,54.1894444445
195.13,14.0873333333,46.8253333332,91.6666666668,99.2064444443,53.5713333333,18.4524444444,50.2234027779,50.5953888889,55.754,26.9842222221,16.4683333332,-15.2776666667,68.5516666667
195.51,29.7873333333,72.3403333333,125.768333333,134.515555555,78.486888889,41.4894444444,86.8203749999,80.3785,74.9407777778,39.7162222221,23.7587777779,-4.2551111111,107.210277778
195.89,0.411555555433,82.7161111112,156.378555555,170.370444445,79.8354444443,33.7447222222,97.9423472223,94.6501666667,83.1276666668,30.0412222222,-17.4896666667,-61.9339444443,152.675111111
196.27,9.0088888889,78.3783333334,130.03,159.459444444,78.0781111112,56.3063888889,104.954958333,98.0481666667,90.3904444447,48.9488888888,0.300333333333,-40.5403333333,145.195111111
196.65,10.0628888889,60.3773333334,109.433888889,130.817666667,51.1528888889,49.0564444444,82.5471666667,76.625,85.3248888888,45.9118888889,4.19272222211,-27.2536666667,118.029333333
197.03,32.8283333333,71.3805555557,112.457888889,125.420888889,60.9427777778,67.0033333333,88.152263889,77.0202777778,91.0772222223,52.8617777778,23.989888889,0.7575,121.464833333
197.40,20.6348888889,71.6554444446,122.902333334,129.705222222,49.8865555556,63.8323333333,86.5079722222,77.4377222222,92.2902222221,41.7234444444,7.0295,-32.8797222222,137.981833333
197.78,8.08077777777,79.7981111111,149.494777778,161.616111111,48.1482222221,36.7003888889,103.787861111,78.2828333333,92.5927777779,14.814888889,-22.7272777779,-83.838388889,173.064
198.16,-1.984,71.4287777778,180.158777778,160.317333333,63.0954444445,17.6586111111,98.4127638887,65.8729444444,88.889,-2.3809999999,-39.8809444444,-122.817222222,182.539555555
198.54,-97.2222222221,36.1111111112,322.222222222,237.963,22.2224444444,-84.7221666667,106.597319445,-7.87044444443,50.0000000001,-125.925888889,-213.425833333,-402.777722222,331.018444444
198.92,-179.166666667,69.4444444447,436.111111111,284.722222222,25.0000000001,-203.472222222,125.694444445,-56.25,48.6111111112,-250.0,-348.611111111,-693.75,493.055555556
199.30,-1111.11111111,-61.1111111133,1233.33333333,549.999999999,-688.88888889,-1150.0,40.9722222233,-775.0,-222.22222222,-1477.77777778,-1841.66666667,-3527.77777778,1469.44444445
199.68,185.024333333,73.4300000001,-7.24633333333,32.8503333331,148.792333333,197.826,88.3455694443,150.0,111.111,194.686,235.748666667,397.101333333,-25.6038333333
200.06,245.138888889,83.3333333335,-28.472222222,11.8055555558,191.666666667,262.5,101.909722222,186.458333333,127.083333333,270.833333333,311.805555555,561.111111111,-1.3888888889
200.44,160.931888889,73.8352222221,16.845888889,70.2508888889,148.028777778,168.8175,108.915777778,121.505222222,125.089555555,189.605666667,200.896111111,335.663333333,55.9138888889
200.82,110.675555555,65.3594444444,37.9084444446,74.7276666668,108.061111111,110.6755,89.6786388889,87.1462222223,107.843222222,142.048111111,136.056777778,236.710333333,56.8626111111
201.19,106.602222222,67.6327777778,53.1399999999,79.0658888888,97.2624444443,104.750222222,87.3189999999,80.1929444444,104.508777778,127.536333333,123.832611111,206.441111111,68.115888889
201.57,113.333333333,81.1851111111,65.3333333335,89.9258888888,102.370444444,117.333388889,91.9073333332,92.074,115.407444445,136.0,131.333333333,203.5555,91.9999444444
201.95,136.437888889,97.548888889,78.7579999999,114.052333334,133.660111111,135.784111111,120.424958333,109.068666667,142.973777778,161.928,156.862555556,232.516333333,121.241666667
202.33,176.969777778,109.898888889,99.9999999999,136.565777778,178.787777778,158.585722222,149.343430555,130.101055556,175.151555556,195.959555556,186.666611111,281.919166667,149.292833333
202.71,226.111111111,115.0,115.277777778,171.944444445,225.277777778,183.611111111,174.895833333,141.944444444,213.055555555,246.111111111,233.194444445,364.444444444,197.638888889
203.09,188.453111111,99.5643333331,102.614444445,145.969666667,184.531555556,144.4445,143.627513889,127.450888889,177.995666667,199.564222222,188.670888889,290.631722222,172.113277778
203.47,199.275333333,114.734333333,102.415444445,151.449111111,178.502444444,147.826166667,148.671361111,134.178777778,190.821111111,205.072444445,202.415444445,297.946833333,189.613388889
203.85,357.488,217.874333333,168.115777778,279.710222222,321.255888889,250.724722222,292.270486111,224.637722222,363.768222222,394.202888889,380.434777778,587.197944444,341.304333333
204.22,676.767777778,415.151555555,271.717222222,545.454555555,603.030333333,429.292722222,502.903888889,396.969666667,721.212111111,725.252555556,696.464666668,1171.21188889,598.98988889
204.60,-7144.44444443,-4311.11111111,-2688.88888889,-5444.44444444,-6288.88888888,-4577.77777778,-4881.94444444,-4350.0,-7233.33333334,-7566.66666667,-6677.77777778,-12366.6666667,-6094.44444443
204.98,-722.222222222,-441.111111111,-265.555555555,-511.111111111,-613.333333335,-454.444444444,-480.416666667,-462.222222222,-686.666666668,-739.999999999,-674.444444444,-1216.11111111,-602.777777777
205.36,-454.861111111,-262.5,-184.027777778,-315.277777778,-411.111111111,-290.972222222,-308.420138889,-313.194444444,-431.25,-452.777777778,-397.222222222,-743.75,-373.263888889
205.74,-158.858888889,-57.3573333334,-38.7388888888,-89.7897777778,-133.633444445,-73.7238333333,-93.9188194443,-94.7446111111,-144.144333333,-142.942888889,-120.720666667,-275.074944444,-108.108
206.12,-242.222222222,-93.7777777779,-75.5555555557,-128.888888889,-196.0,-101.333333333,-143.333333333,-138.222222222,-209.777777778,-220.0,-178.444444445,-412.888888889,-154.222222222
206.50,-391.269777778,-183.333555556,-137.301444445,-226.190444444,-324.603222222,-211.508111111,-261.210194444,-257.539555556,-420.635,-403.174666667,-344.047722222,-721.428555556,-301.190277778
206.87,-586.666666667,-364.444444444,-292.222222222,-344.444444445,-525.555555557,-349.444444444,-441.805555555,-484.444444444,-668.888888889,-662.222222222,-497.222222222,-1056.11111111,-483.333333334
207.25,-133.66,-73.8562222221,-70.2612222222,-78.4312222221,-129.738666667,-77.287611111,-107.516444444,-98.3659444444,-175.490222222,-166.666666667,-116.013166667,-257.189555556,-108.823555556
207.63,-156.630888889,-67.0251111111,-84.9462222223,-108.960555556,-159.856777778,-92.652388889,-131.272388889,-109.677388889,-201.792,-196.415888889,-135.304666667,-276.343833333,-126.164833333
208.01,-216.402111111,-68.7828888888,-126.455111111,-156.613777778,-242.857222222,-111.111,-172.354638889,-156.349166667,-282.539666667,-278.835888889,-196.825444444,-362.698055556,-187.301666667
208.39,-351.388888889,-120.138888889,-222.222222222,-249.305555556,-363.194444445,-186.805555556,-305.729166666,-286.805555556,-434.722222222,-404.861111111,-308.680555556,-483.333333333,-286.458333333
208.77,-469.230777778,-152.991444444,-307.692222222,-339.316333333,-448.717888889,-238.888944444,-419.551416667,-365.812,-560.684,-513.675222222,-418.376,-655.555444444,-373.077166667
209.14,-1741.66666667,-683.333333333,-1213.88888889,-1333.33333333,-1613.88888889,-966.666666667,-1618.05555555,-1287.5,-2094.44444444,-1877.77777778,-1579.16666667,-2256.94444444,-1606.94444445
209.52,3600.0,1627.77777778,2266.66666666,2955.55555555,3355.55555556,1691.66666667,3302.08333333,2766.66666667,4327.77777778,3777.77777778,3244.44444444,4544.44444444,3458.33333333
209.90,484.567888889,277.160555555,337.037111111,416.666777778,468.518555555,269.444388889,455.786972222,372.222,551.234555556,503.703555555,471.9135,607.098833333,461.728444445
210.28,1184.127,679.364999999,752.381000001,1057.14266667,1065.07933333,611.904944443,1120.436625,872.222055557,1371.42855556,1190.47611111,1140.47616667,1486.50811111,1154.76194445
210.66,710.256444444,415.384555556,449.572555555,635.042777778,578.632555556,340.598277778,659.508583333,482.905888889,749.572777778,673.504222222,648.290611111,862.393222222,642.307722223
211.03,634.920666667,342.857111111,365.079111111,604.761888889,479.365,300.793777778,600.892902778,385.317444444,696.031555556,593.650777778,607.539666667,760.714111111,566.666444445
211.41,340.625,219.097222222,204.513888889,325.347222222,259.375,199.826388889,314.192708334,230.208333333,355.208333334,318.75,324.652777778,409.722222222,308.680555555
211.79,255.787111111,171.990777778,160.879666667,241.203777778,205.555555555,155.902611111,229.571777778,175.578833333,261.342666667,236.342444445,237.384222222,299.536888889,227.546277778
212.17,224.691555556,153.498,148.559555555,218.106888889,181.481444444,146.810777778,212.037083333,161.831444444,233.539111111,213.374555555,207.098777778,271.810555556,203.086444445
212.55,219.213,156.713,140.509222222,226.157555556,175.0,146.990833333,204.166694444,152.4305,231.481444444,211.805555556,198.958444444,286.921277778,210.879833333
212.92,196.888888889,145.777777778,136.222222222,216.0,163.111111111,145.666666667,191.25,140.333333333,219.777777778,199.111111111,186.444444444,258.555555556,204.555555555
213.30,200.493666667,140.987666667,137.283777778,240.0,167.654333333,153.21,203.395055556,140.987611111,236.049333333,212.098888889,192.098888889,281.605055556,205.061722222
213.68,205.291,150.793555556,154.761888889,256.084666667,174.338666667,173.809277778,217.956388889,139.947055556,249.206333333,225.396888889,200.661388889,298.809333333,220.370444444
214.06,211.764777778,145.098111111,158.496666667,284.967111111,167.974,185.130777778,232.516472222,140.686,275.163222222,240.196,199.836611111,316.829944444,234.967555556
214.44,174.254777778,119.241222222,149.593666667,238.211444445,159.349555555,164.092222222,189.058097222,124.1195,235.501333333,196.205777778,171.002722222,264.769833333,204.607055556
214.81,200.900888889,143.843666667,191.291444445,275.375333333,205.405555556,197.747833333,216.967138889,170.270388889,290.090111111,222.522666667,204.955055555,310.060166667,245.795666667
215.19,216.049555556,162.037,219.135888889,279.938444445,233.950666667,223.9195,230.825430555,171.913555556,299.382777778,216.358111111,208.796111111,331.172833333,263.117333333
215.57,206.810111111,138.351333333,214.337,280.645333333,237.992888889,216.487333333,230.420972222,168.996333333,301.792222222,194.265111111,201.971277778,334.587777778,251.792277778
215.95,259.788444445,158.201,256.613666667,319.047666666,293.121666667,271.164055556,288.359902778,207.143055556,397.883555555,230.158777778,226.719611111,453.968388889,327.248722222
216.32,268.116,174.879111111,261.352666667,298.067666666,287.922666667,276.570111111,274.698069444,214.734277778,382.125666667,237.681111111,232.125666666,464.734111111,340.821166667
216.70,237.037,141.111222222,226.666666667,248.148222222,240.740666667,242.222388889,240.601847222,160.555611111,307.407333333,217.407444444,217.962777778,382.777777778,282.036888889
217.08,271.031666667,161.111111111,248.412666667,281.349222222,259.127,272.619,276.488069444,172.023666667,320.634888889,237.301555556,242.658777778,430.357222222,305.357333333
217.46,214.550222222,139.417888889,192.592555556,208.465555556,197.354555556,218.650888889,207.738180555,137.698277778,230.423333333,173.015888889,179.1005,306.216944444,225.793666667
217.83,242.222222222,155.0,205.555555556,225.555555556,210.0,245.972222222,215.347222222,150.694444444,251.111111111,190.0,203.611111111,332.083333333,242.777777778
218.21,244.702888889,171.059444444,205.943111111,228.682,215.503777778,246.511666667,215.148430555,162.920055556,258.914777778,193.281666667,200.646111111,334.625166667,258.268888889
218.59,330.107444445,236.200777778,274.193444445,311.111111111,270.967555555,344.623666667,287.500055556,220.788555556,352.688111111,266.308333334,260.931888889,453.942722222,349.462444444
218.97,371.604888889,270.370333333,300.823,343.621222222,304.938444445,384.362111111,325.977361111,263.374333333,379.012333333,309.465111111,296.913611111,503.086444444,377.160611111
219.34,548.366,376.470555555,420.915111111,535.294111111,430.065333333,529.738611111,476.633888889,385.294055556,564.705888889,455.555666666,437.254777778,764.379055556,567.646944445
219.72,8933.33333333,6000.0,6588.88888889,8911.11111111,6811.11111111,8316.66666667,7594.44444444,6177.77777778,9466.66666667,7599.99999999,7161.11111111,12527.7777778,9683.33333332
220.10,-1385.71433333,-961.904777776,-1069.84144445,-1514.28555556,-1009.52355556,-1310.31744444,-1162.301625,-964.285666667,-1444.44433333,-1253.96822222,-1223.80944444,-1869.04755556,-1489.68266667
220.47,-368.981555555,-251.851888889,-258.796222222,-410.185222222,-251.388888889,-338.426055556,-298.958361111,-234.490722222,-391.203555555,-326.388777778,-318.286888889,-497.685333333,-382.638888889
220.85,-278.494555556,-196.057333333,-194.982111111,-319.713444444,-201.433555556,-255.197166667,-231.272569445,-191.397722222,-317.204222222,-246.236666667,-236.021555556,-387.096666667,-292.831555555
221.23,-229.841222222,-155.873111111,-148.571222222,-265.079333333,-173.333444444,-197.301555556,-176.190486111,-164.603222222,-273.015777778,-203.492111111,-187.936444444,-327.460222222,-245.714333333
221.61,-144.217555556,-82.7663333333,-87.5282222221,-160.317444445,-102.040888889,-114.059055556,-97.9591944446,-99.5462777778,-171.201777778,-125.850222222,-110.3175,-211.111166667,-162.358166667
221.98,-168.518444445,-95.5026666668,-115.079222222,-185.714333333,-125.925888889,-136.111277778,-134.027861111,-122.222166667,-197.089888889,-149.735555556,-130.158722222,-245.370388889,-191.269833333
222.36,-242.222222222,-127.036888889,-172.222333333,-269.259333333,-195.185222222,-196.666611111,-193.055527778,-170.7405,-260.000111111,-208.889,-189.814888889,-355.740555556,-271.851944445
222.74,-241.111,-128.518555555,-169.259222222,-271.481333334,-210.370444444,-204.999888889,-202.314888889,-154.999944444,-254.074111111,-208.518555556,-200.0,-344.4445,-279.259444445
223.11,-170.94,-82.9058888889,-124.501444445,-206.837555556,-141.025777778,-153.419111111,-147.329263889,-90.5981666667,-187.179555556,-150.997111111,-133.760555556,-249.714888889,-218.945833333
223.49,-167.479666667,-76.1517777779,-113.550111111,-197.561,-128.726222222,-153.387444444,-136.111138889,-92.2763333333,-178.319888889,-147.696444444,-123.983888889,-229.133,-201.625888889
223.87,-165.404,-78.5354444445,-109.090888889,-188.131333333,-129.040555556,-155.177,-123.99,-87.1212777778,-170.707111111,-138.383777778,-116.5405,-214.267611111,-198.106055556
224.24,-146.135222222,-64.2513333333,-99.9998888888,-163.285,-118.840666667,-134.903277778,-112.047125,-76.4493888889,-151.932444444,-108.937,-98.0676666668,-194.806777778,-186.594166667
224.62,-128.205333334,-51.7095555555,-83.9742222222,-135.042777778,-94.6579999998,-111.431777778,-89.0757638889,-64.7435,-129.914666667,-82.2649999999,-79.1666666667,-167.521333333,-166.666611111
225.00,-166.408333333,-76.2273333333,-123.514333333,-171.576333334,-130.491,-147.932722222,-118.895430555,-112.015444444,-169.509,-114.987111111,-120.930166667,-217.829333333,-220.542444444
225.38,-261.481333334,-137.407555556,-211.481444444,-262.592777778,-220.370333333,-236.851777778,-209.629888889,-193.148111111,-272.963,-198.888777778,-213.889055555,-335.925833333,-346.851777778
225.75,-143.456777778,-71.8517777778,-110.370222222,-155.308444444,-133.580222222,-132.963,-123.117263889,-112.099055556,-161.234666667,-113.580111111,-128.888777778,-201.111166667,-203.950666667
226.13,-55.9941111111,-14.4736666667,-32.4561111111,-65.2046666667,-47.076,-46.7835,-38.5235972222,-34.9415,-64.3273333333,-36.9883333335,-45.5411111111,-92.8360555556,-93.8595
226.51,-27.0151111111,3.59466666667,-7.40733333331,-28.7583333333,-17.2111111111,-18.0827777778,-11.2744583333,-5.22877777777,-35.294,-15.0326666667,-16.9388888889,-47.6034444444,-49.0741111111
226.88,-34.6666666667,-1.2222222222,-11.1111111111,-29.3333333333,-20.4444444444,-17.5,-16.0833333333,-16.1111111111,-44.1111111111,-22.7777777778,-21.5555555556,-56.9444444444,-52.5
227.26,-40.04,-11.7117777778,-16.0158888889,-35.4356666667,-25.025,-25.8260555556,-19.9324027778,-20.6208888889,-51.5516666667,-27.5276666667,-31.131,-59.3093888889,-51.7516666667
227.64,-43.9695555556,-23.5517777778,-24.0266666667,-38.4615555555,-31.0542222222,-32.4787222222,-23.1717638889,-26.9231666667,-57.8347777778,-34.568,-37.5117777778,-62.3457777778,-56.9325555556
228.01,-36.3635555555,-17.9292222222,-23.064,-28.7878888889,-20.623,-22.8535555556,-15.7196666667,-20.5387222222,-49.5791111111,-28.2828888889,-30.5556111111,-55.8500555556,-46.7172777778
228.39,-30.8808888889,-13.8696666667,-19.0038888889,-24.981,-17.6246666667,-18.8123333333,-11.9156527778,-16.8964444444,-43.6015555556,-21.9157777778,-25.8239444445,-49.8468333333,-40.1532222222
228.76,-23.722,-9.81599999999,-14.1786666667,-22.5631111111,-15.0647777778,-14.7236666667,-10.2845416667,-13.9059444444,-36.4007777778,-14.5195555555,-21.1997222222,-39.4685,-31.629
229.14,-19.9508888889,-8.83955555556,-9.5148888889,-19.8281111111,-9.76066666667,-11.0188333333,-8.36402777779,-8.93172222223,-30.8777777778,-8.2258888889,-14.4874444444,-33.3026111111,-27.1025
229.52,-17.3816666667,-9.29588888887,-6.21544444445,-14.7415555556,-4.67544444442,-8.66344444443,-5.6106111111,-5.44566666667,-27.6128888889,-3.57533333333,-9.59866666667,-26.7328333333,-21.9745555556
229.89,-18.928,-9.38022222221,-5.36022222221,-13.6793333333,-2.06588888889,-10.9436111111,-3.84548611111,-3.96427777778,-31.0441111111,-1.89855555556,-8.34733333332,-24.8465,-20.5473888889
230.27,-27.3123333333,-18.2496666667,-11.7317777778,-22.4706666666,-9.12466666667,-21.3529444444,-9.22570833333,-11.9797777778,-43.8858888889,-9.37322222223,-17.7531666667,-34.7298888889,-28.8951111111
230.65,-28.2146666667,-19.5382222222,-13.608,-25.9675555555,-9.48822222223,-26.1236111111,-11.6260833334,-20.5056666667,-46.8788888889,-12.4844444444,-23.3458333333,-38.7016111111,-31.4294444445
231.02,-24.5902222222,-14.7542222222,-11.4754444444,-25.5616666667,-4.91800000003,-24.2865555556,-8.49265277778,-17.6685,-41.3477777778,-8.31811111111,-21.2812777778,-35.4583888889,-27.1401666667
231.40,-22.0328888889,-9.91144444444,-6.06066666667,-22.2223333333,-0.0632222222333,-17.7398888889,-5.33469444445,-12.2473333333,-36.4264444445,-3.15655555556,-18.024,-31.6287777778,-22.8851666667
231.78,-14.5442222222,-4.18222222222,-0.374555555577,-17.1036666667,5.36844444444,-12.0160555556,-0.226416666667,-4.9315,-28.5267777778,3.683,-13.2335,-26.5292222222,-18.1961111111
232.15,-13.8888888889,-7.752,1.16288888889,-20.9947777778,3.8112222222,-14.9548888889,-3.97286111111,-6.36305555557,-29.5218888889,2.45477777778,-14.0504444445,-26.389,-20.0904444445
232.53,-16.7702222222,-14.7687777778,-2.27755555556,-26.9842222222,2.7607777778,-19.4962222222,-10.3001666667,-10.9730555556,-36.9218888889,-2.34666666667,-18.5647222222,-31.6426111111,-23.3265555556
232.90,-24.3703333333,-20.4445555556,-7.48144444446,-33.7776666666,-3.03700000003,-29.9626666667,-18.4907361111,-16.6294444444,-46.2962222222,-12.3705555555,-27.4814444444,-40.2961111111,-30.6666666667
233.28,-13.7216666666,-11.4457777778,0.87011111111,-22.3561111111,3.146,-21.4188333333,-10.4334722222,-5.32122222223,-35.4082222222,-7.09511111112,-21.0175555555,-30.3212222222,-18.4069444444
233.66,-5.12333333332,-4.25933333334,7.963,-15.6171111111,9.81488888889,-12.6853333333,-1.98304166667,3.42594444443,-25.0616666667,-0.802555555567,-13.0555555556,-23.7345555556,-8.64199999999
234.03,-3.579,-2.938,5.92944444444,-12.3398888889,9.77566666667,-8.467,-1.83641666667,6.19666666667,-16.1858888889,-0.641000000013,-9.72244444444,-19.3909444444,-5.95622222222
234.41,-0.910000000023,0.479000000003,7.27977777777,-6.70488888889,11.9731111111,-2.6341111111,-0.515041666667,6.80077777777,-11.3985555555,3.01722222222,-5.05261111112,-13.6495555556,-3.20877777778
234.78,-0.8997777778,0.26988888889,7.73733333333,-5.30822222223,12.8205555555,0.179833333333,-0.286736111113,9.04172222223,-11.2908888889,4.31844444445,-3.62127777779,-12.0335,-1.97911111111
