wavelength,Back_DigAlbm,Belly_DigAlbm,Breast_DigAlbm,Crissum_DigAlbm,Crown_DigAlbm,DorTail_DigAlbm,Patch10_DigAlbm,Rump_DigAlbm,Throat_DigAlbm,WingTip_DigAlbm
517.60,8.96553333333,12.7038666667,10.1352666667,11.5576666667,8.33673333333,7.7778,65.0106,9.91313333334,10.1517333333,8.22566666667
517.95,8.95133333333,12.6851333333,10.1118,11.5393333333,8.30813333334,7.756,65.0269333333,9.89173333333,10.1281333333,8.21439999999
518.29,8.90733333333,12.6508,10.0768,11.5005333333,8.26120000001,7.7062,65.0240666666,9.84353333335,10.0805333333,8.17220000001
518.64,8.88193333333,12.6182666667,10.044,11.4531333333,8.21913333333,7.67893333333,65.0288,9.79860000001,10.0306666667,8.13093333333
518.99,8.87693333333,12.6175333333,10.0506,11.4410666667,8.19659999999,7.67126666667,65.1004,9.80333333333,10.0231333333,8.1332
519.33,8.8538,12.6076666667,10.0312,11.4101333333,8.18313333334,7.66386666667,65.0828,9.79613333334,10.0024,8.11193333333
519.68,8.83626666667,12.5935333333,10.0251333333,11.4006666667,8.17373333333,7.65033333333,65.0887333333,9.78180000001,9.9964,8.12073333333
520.02,8.79826666667,12.5537333333,9.99960000001,11.3536,8.12146666667,7.6228,65.0864666666,9.74993333333,9.95333333333,8.07946666667
520.37,8.79673333333,12.5494,10.0012,11.3468666666,8.1128,7.63506666667,65.0208666667,9.74959999999,9.95493333332,8.09066666667
520.72,8.80446666667,12.5436,10.0045333333,11.3626,8.10513333333,7.62866666667,64.9995333333,9.74613333333,9.94093333333,8.10593333333
521.06,8.82486666667,12.5706666667,10.0285333333,11.3739333333,8.11653333334,7.63866666667,65.0451333333,9.76420000001,9.94386666665,8.12146666666
521.41,8.80766666667,12.5457333333,10.0216,11.3454666667,8.09706666667,7.61726666667,64.9810666667,9.75086666665,9.91680000002,8.10786666667
521.75,8.81446666667,12.5555333333,10.033,11.3470666667,8.10513333333,7.6394,64.9013333333,9.74966666667,9.91886666667,8.12686666667
522.10,8.85886666667,12.5917333333,10.0704666667,11.4017333333,8.15646666667,7.69926666667,64.9368,9.78226666667,9.9782,8.18193333333
522.45,8.8596,12.6035333333,10.0725333333,11.4299333333,8.17206666666,7.70513333333,64.9726,9.80486666667,9.99699999999,8.215
522.79,8.85586666667,12.5805333333,10.0702,11.4239333333,8.16819999999,7.70073333333,64.9173333334,9.79646666667,9.98773333333,8.2198
523.14,8.8592,12.5894,10.0788,11.4230666667,8.18853333333,7.70906666667,64.912,9.78213333334,10.0032,8.23466666668
523.48,8.8678,12.599,10.1002,11.4466,8.1928,7.72846666667,64.975,9.7998,10.0243333333,8.23686666667
523.83,8.86006666667,12.6021333333,10.0987333333,11.4439333333,8.20026666667,7.72966666667,64.917,9.80926666665,10.0414666667,8.23486666666
524.17,8.88133333333,12.6119333333,10.1125333333,11.4759333333,8.22180000001,7.74966666667,64.9634666667,9.83506666669,10.0727333333,8.25293333333
524.52,8.865,12.6032,10.0934666667,11.4538,8.22453333333,7.74026666667,64.9375333333,9.82013333333,10.0574666667,8.23940000001
524.87,8.81693333333,12.5596666667,10.0500666667,11.4129333333,8.19206666666,7.70733333333,64.9098666667,9.78386666667,10.0234666667,8.20893333333
525.21,8.81033333333,12.5539333333,10.0514666667,11.4192666667,8.19506666667,7.72673333333,64.8699333333,9.78066666667,10.0252,8.20200000001
525.56,8.77526666666,12.5118,10.0122666667,11.3936,8.16040000001,7.6816,64.9097333333,9.75100000001,9.99206666667,8.17586666667
525.90,8.7504,12.4793333333,9.99846666665,11.3652666667,8.12880000001,7.65946666667,64.9219333333,9.7294,9.96513333334,8.15133333333
526.25,8.726,12.4621333333,9.98493333333,11.3357333333,8.09859999999,7.64353333333,64.9304,9.69226666666,9.94533333334,8.12406666667
526.59,8.71686666667,12.4642,9.96866666666,11.3337333333,8.09086666667,7.6516,64.9818,9.69060000001,9.94893333333,8.1268
526.94,8.70126666667,12.4419333333,9.95466666667,11.3211333333,8.06599999999,7.62946666667,65.0392,9.67460000001,9.93566666667,8.11353333333
527.28,8.66853333333,12.4252666667,9.92940000001,11.2952,8.04073333333,7.60253333333,65.0632,9.64279999999,9.90753333334,8.0866
527.63,8.6316,12.3892666667,9.90513333334,11.267,8.0244,7.56866666667,65.0476666667,9.60239999999,9.87119999999,8.06593333333
527.97,8.57846666667,12.3461333333,9.85840000001,11.2194666667,7.97306666666,7.5212,64.9837333333,9.54613333333,9.82006666667,8.01886666667
528.32,8.57333333333,12.3384666667,9.85279999999,11.2198666667,7.9642,7.51746666667,65.0057333333,9.55013333335,9.82873333335,8.0204
528.66,8.5842,12.3486666667,9.853,11.231,7.95746666667,7.5208,65.0441333333,9.54593333333,9.82819999999,8.01806666667
529.01,8.58986666667,12.3586,9.85679999999,11.2288666667,7.95366666667,7.5154,65.0975333333,9.54293333333,9.83566666666,8.02293333333
529.35,8.60146666667,12.3826,9.88179999999,11.2435333333,7.9686,7.54046666667,65.0928666667,9.55633333333,9.85153333331,8.03553333333
529.70,8.604,12.3926,9.8778,11.2488,7.97046666667,7.53873333333,65.0826,9.55633333333,9.854,8.04326666667
530.04,8.60486666667,12.3938,9.87866666665,11.2608,7.98053333333,7.54553333333,65.053,9.56146666667,9.85966666667,8.05606666667
530.39,8.60006666667,12.3896,9.88173333332,11.2488666667,7.97679999999,7.53373333333,65.0116666667,9.54306666667,9.84826666667,8.03893333333
530.73,8.58226666667,12.3876,9.87439999999,11.2461333333,7.96286666667,7.5274,64.927,9.5334,9.83000000001,8.03386666667
531.08,8.59966666667,12.3818,9.88413333333,11.2486666667,7.9754,7.54446666667,64.8548666667,9.53593333333,9.84086666665,8.03973333333
531.42,8.6422,12.4361333333,9.92333333335,11.2879333333,8.0008,7.59526666667,64.9104666667,9.57986666667,9.88899999999,8.0768
531.77,8.68033333333,12.4792,9.96753333335,11.3261333333,8.04413333334,7.64226666667,65.0220666666,9.62700000001,9.94406666667,8.12513333333
532.11,8.6716,12.4717333333,9.96273333335,11.3108666667,8.03686666667,7.6436,64.9947333334,9.61113333334,9.92713333333,8.11786666667
532.46,8.66186666667,12.4672666667,9.96413333335,11.2994,8.03286666666,7.64806666667,64.9611333333,9.60540000001,9.92193333334,8.12133333333
532.80,8.67113333333,12.4753333333,9.97966666666,11.3177333334,8.06166666667,7.66693333333,64.9596666667,9.61800000001,9.92206666668,8.1336
533.15,8.68486666667,12.4798,9.9876,11.3215333333,8.06393333334,7.6584,64.9984,9.62620000001,9.93473333334,8.14266666667
533.49,8.68813333334,12.4748666666,9.98880000001,11.3168,8.06426666667,7.6578,64.9449333333,9.63373333334,9.93813333334,8.14066666666
533.84,8.70433333333,12.4884,9.99873333334,11.3276,8.06893333334,7.6676,64.9390666667,9.64520000001,9.94260000001,8.14279999999
534.18,8.72266666667,12.5099333333,10.0188,11.3648,8.10013333333,7.6926,64.9354,9.66786666666,9.96326666667,8.17593333333
534.52,8.76066666667,12.5382,10.0462,11.4012,8.12886666667,7.72,65.0199333333,9.69106666667,10.0106666667,8.19773333333
534.87,8.7748,12.5612,10.0507333333,11.4188,8.12760000001,7.72606666667,65.0830666666,9.70793333332,10.0369333333,8.21313333333
535.21,8.78766666667,12.5611333333,10.0559333333,11.43,8.12873333333,7.72693333333,65.0083333333,9.70166666665,10.0374,8.21786666667
535.56,8.80713333333,12.5815333333,10.0690666667,11.4478666667,8.14413333334,7.7398,64.9348,9.70553333334,10.0312,8.22220000001
535.90,8.83786666667,12.6122,10.1064666667,11.4893333333,8.18173333333,7.77406666667,64.9287333333,9.73159999999,10.0642,8.2512
536.25,8.8586,12.6278666667,10.1274,11.5304666667,8.2092,7.79873333333,64.9442,9.77693333333,10.1026,8.27513333333
536.59,8.84153333333,12.6202,10.1074,11.5232666667,8.17746666667,7.78513333333,64.8841333333,9.76579999999,10.1060666667,8.26500000001
536.93,8.84006666667,12.6282666667,10.1208666667,11.5496666667,8.18293333334,7.80973333333,64.8606,9.77639999999,10.1203333333,8.27686666666
537.28,8.86353333333,12.6443333333,10.1438666667,11.565,8.19406666667,7.83726666667,64.915,9.77873333333,10.1403333333,8.28746666666
537.62,8.87566666667,12.6696,10.1758,11.5793333333,8.22126666667,7.8532,64.9159333333,9.79833333333,10.1520666667,8.31899999999
537.97,8.85313333333,12.652,10.1565333333,11.5560666667,8.19346666667,7.8452,64.8270666667,9.78046666667,10.1383333333,8.28320000001
538.31,8.85166666667,12.6500666667,10.1625333333,11.5451333333,8.20966666667,7.8568,64.7385333333,9.79473333333,10.1278666667,8.3
538.65,8.80853333333,12.6184,10.1428,11.503,8.17393333334,7.8292,64.6302,9.75440000001,10.0712666667,8.26906666667
539.00,8.757,12.5751333333,10.0990666667,11.4723333333,8.13666666666,7.8014,64.6279333333,9.719,10.0288666667,8.22853333333
539.34,8.72493333334,12.5190666667,10.0675333333,11.4266,8.10346666667,7.77493333333,64.5354,9.69186666665,10.01,8.19493333333
539.69,8.68446666667,12.471,10.0117333333,11.3791333333,8.04839999999,7.71893333333,64.4782,9.64653333334,9.96059999999,8.14453333333
540.03,8.64026666667,12.4297333333,9.96573333335,11.3249333333,8.01306666667,7.674,64.3902666667,9.58273333334,9.90753333335,8.1042
540.37,8.6314,12.3957333333,9.95426666667,11.3012,8.00173333333,7.65446666666,64.2955333333,9.55140000001,9.88066666666,8.08853333333
540.72,8.58046666667,12.3426666667,9.89286666666,11.2288666667,7.95820000001,7.60753333333,64.1866,9.49873333333,9.82440000001,8.03306666667
541.06,8.5176,12.2966666667,9.83166666667,11.1825333333,7.91940000001,7.55626666667,64.067,9.447,9.77833333332,7.9856
541.40,8.51146666667,12.2691333333,9.81626666667,11.1615333333,7.89799999999,7.54693333333,64.0007333333,9.4336,9.76986666667,7.9708
541.75,8.51033333333,12.2552666667,9.81360000001,11.1586,7.8916,7.54146666667,64.0444666667,9.43346666667,9.76260000001,7.97993333333
542.09,8.5058,12.2471333333,9.79900000001,11.1508,7.88186666667,7.54046666667,64.0102,9.41400000001,9.76753333332,7.9778
542.43,8.50973333333,12.2371333333,9.79673333333,11.1492,7.89366666666,7.5542,63.9284666667,9.41973333334,9.76566666667,7.98386666667
542.78,8.52273333333,12.2244666667,9.786,11.1292666667,7.89493333333,7.53793333333,63.8174666667,9.41133333333,9.76599999999,7.98986666667
543.12,8.49493333333,12.1951333333,9.76733333334,11.1082666667,7.88826666667,7.51873333333,63.7214,9.37853333332,9.73973333333,7.9808
543.46,8.48626666667,12.1903333333,9.77306666667,11.1078,7.90119999999,7.5248,63.6638666667,9.38553333333,9.74340000001,7.9872
543.81,8.49026666667,12.1668666667,9.77186666666,11.0781333333,7.88820000001,7.51373333333,63.5108666667,9.37473333333,9.72633333333,7.97473333333
544.15,8.48273333333,12.1734,9.77893333333,11.0876,7.89833333333,7.52946666667,63.4636,9.38313333333,9.73926666668,7.98666666667
544.49,8.50973333333,12.1844,9.79946666666,11.1114,7.92413333333,7.5472,63.4178666667,9.40080000001,9.77460000001,8.01426666667
544.84,8.5336,12.2084,9.84073333333,11.1476666667,7.95166666667,7.59246666667,63.4799333333,9.43393333332,9.80046666667,8.05533333333
545.18,8.53813333333,12.2247333334,9.85773333335,11.1722666667,7.97286666667,7.61093333333,63.5046,9.44699999999,9.82313333334,8.0662
545.52,8.52193333333,12.2156666667,9.85313333333,11.1600666667,7.96966666666,7.59386666667,63.4496,9.42553333333,9.82186666667,8.0386
545.87,8.4638,12.1845333333,9.80299999999,11.1112,7.92933333333,7.5432,63.4006666667,9.38813333334,9.75520000001,7.98846666667
546.21,8.4988,12.238,9.83453333332,11.1567333333,7.97633333333,7.56973333333,63.4760666667,9.41846666665,9.80586666667,8.0366
546.55,8.50533333333,12.2512666667,9.88299999999,11.1933333333,8.01059999999,7.6102,63.5524666667,9.4492,9.83006666666,8.05213333334
546.90,8.5552,12.3064,9.93166666665,11.2487333333,8.0524,7.65126666667,63.7054,9.49873333334,9.88700000001,8.0942
547.24,8.59466666667,12.3429333333,9.95686666666,11.2777333333,8.05739999999,7.678,63.7766,9.49966666667,9.90733333334,8.13593333333
547.58,8.61353333333,12.3946666667,9.99460000001,11.3282666667,8.10460000001,7.72393333333,63.9351333333,9.52393333333,9.96220000001,8.18786666667
547.92,8.65766666667,12.4508666667,10.0204666666,11.3792,8.13606666666,7.73653333333,64.1444666667,9.57120000001,10.0019333333,8.21473333333
548.27,8.65366666667,12.4536,10.0247333333,11.3692,8.12713333333,7.72626666667,64.2714,9.55246666667,9.97913333334,8.21240000001
548.61,8.71693333333,12.5091333333,10.0659333333,11.4101333333,8.17053333334,7.76753333333,64.3069333333,9.59333333333,10.0252666667,8.24420000001
548.95,8.7164,12.5006666667,10.0678,11.4068,8.1744,7.76,64.3748666667,9.58600000001,10.0377333333,8.24406666667
549.29,8.75226666667,12.5416,10.1031333333,11.4447333333,8.20553333333,7.813,64.461,9.6362,10.0678666667,8.29460000001
549.64,8.86073333333,12.6193333333,10.2203333333,11.5431333333,8.2978,7.90966666667,64.5994666667,9.725,10.1533333333,8.35459999999
549.98,8.8188,12.6012666667,10.1854666667,11.514,8.24646666667,7.8714,64.6281333333,9.68939999999,10.1248,8.29433333334
550.32,8.82966666667,12.6602666667,10.1806,11.5708666667,8.26313333333,7.90466666667,64.7204666667,9.69940000001,10.1435333333,8.34853333333
550.66,8.81506666667,12.6781333333,10.1609333333,11.5762666667,8.25006666667,7.9022,64.8725333333,9.70513333334,10.1264,8.33513333334
551.01,8.8182,12.6925333333,10.1829333333,11.6052666667,8.28446666667,7.92673333333,64.9029333333,9.73313333333,10.1680666667,8.35086666667
551.35,8.7748,12.6667333334,10.1562666667,11.597,8.251,7.90713333333,64.9843333334,9.74086666667,10.1078666667,8.32766666666
551.69,8.74193333333,12.6127333333,10.1344,11.553,8.20180000001,7.9024,64.8682,9.71686666666,10.0848666667,8.31246666667
552.03,8.7752,12.6298666667,10.1496,11.6003333333,8.23139999999,7.93993333333,64.907,9.73853333334,10.1210666667,8.34706666667
552.38,8.70906666667,12.5988,10.1312,11.5484666667,8.18886666667,7.8828,64.9218,9.68806666666,10.0843333333,8.30573333334
552.72,8.6968,12.5727333333,10.0946,11.5299333333,8.16099999999,7.85873333333,64.9421333333,9.66739999999,10.0401333333,8.28800000001
553.06,8.6654,12.5360666667,10.0466,11.4590666667,8.113,7.78773333333,64.9150666667,9.61166666666,9.99273333334,8.24253333334
553.40,8.6358,12.5128666667,10.0379333333,11.4457333333,8.08053333333,7.774,64.9343333333,9.59826666667,9.98766666667,8.26566666666
553.74,8.68966666667,12.548,10.0889333334,11.5123333333,8.14573333333,7.83173333333,65.0471333333,9.67713333333,10.024,8.34273333333
554.09,8.67393333333,12.5262666667,10.0564,11.4655333333,8.10746666667,7.782,65.0798666667,9.64846666667,9.99526666667,8.30846666667
554.43,8.71093333333,12.5078666667,10.0859333333,11.4690666667,8.1028,7.7934,64.9307333333,9.67013333332,10.0044666667,8.32573333333
554.77,8.75686666667,12.5564,10.1001333333,11.5150666667,8.13620000001,7.826,65.0244666667,9.73833333333,10.0417333333,8.36906666668
555.11,8.84026666667,12.6210666667,10.1454,11.5888,8.19146666666,7.862,65.1888,9.80706666667,10.1257333333,8.41506666666
555.45,8.81553333333,12.632,10.1244,11.5666666667,8.18793333333,7.84613333333,65.2762666667,9.77006666669,10.1006,8.37293333334
555.80,8.81486666667,12.6644666667,10.153,11.5768666667,8.20153333333,7.8466,65.2867333333,9.799,10.1097333333,8.36213333334
556.14,8.90993333333,12.7153333333,10.1883333333,11.6596,8.27053333333,7.91073333333,65.3358666667,9.86580000001,10.1622,8.43359999999
556.48,8.93566666667,12.7622666667,10.2471333333,11.6900666667,8.31160000001,7.95826666667,65.3681333333,9.90533333335,10.2137333333,8.47299999999
556.82,8.97246666667,12.7967333334,10.3087333333,11.7750666667,8.36673333334,8.0292,65.5076,9.93913333333,10.2620666667,8.52946666666
557.16,8.93206666667,12.7650666667,10.264,11.7546666667,8.34340000001,8.02906666667,65.4681333333,9.89806666666,10.2303333333,8.4754
557.50,8.9498,12.7813333333,10.2809333333,11.7603333333,8.32846666666,8.0256,65.5046,9.8654,10.2582,8.46793333334
557.85,8.9518,12.7888666667,10.3178,11.7776,8.33346666666,8.0462,65.5111333333,9.86646666665,10.2684666667,8.44819999999
558.19,8.9396,12.8388666667,10.3264,11.8127333333,8.37446666667,8.06906666667,65.6054666667,9.86673333335,10.2965333333,8.45913333333
558.53,8.92146666667,12.8457333333,10.3422,11.8117333333,8.35366666666,8.05513333333,65.6630666667,9.83406666666,10.2867333333,8.44013333333
558.87,8.96106666667,12.8664666667,10.3546,11.8286,8.37879999999,8.08,65.5222666667,9.8318,10.2993333333,8.46899999999
559.21,9.0032,12.8936666667,10.3902666667,11.8792666666,8.40939999999,8.09893333333,65.6085333333,9.85373333334,10.3519333333,8.51506666667
559.55,8.9662,12.8649333333,10.3548666667,11.8628,8.35799999999,8.08833333333,65.5844666667,9.81093333332,10.3199333333,8.49206666667
559.89,8.90326666667,12.8394666666,10.3398,11.8401333333,8.30993333333,8.06646666667,65.5896,9.76406666667,10.3109333333,8.4618
560.23,8.9148,12.8447333333,10.3283333334,11.8654666667,8.31899999999,8.0456,65.6408,9.75486666666,10.3162,8.46573333334
560.58,8.91526666667,12.8752666667,10.3235333333,11.8856666667,8.32486666667,8.0446,65.6498,9.76166666667,10.3427333333,8.46226666667
560.92,8.9102,12.8737333333,10.3131333333,11.8776,8.31753333333,7.9986,65.6788,9.76866666667,10.3528666667,8.45066666666
561.26,8.8206,12.7866,10.2321333333,11.8086,8.23679999999,7.91593333333,65.5464,9.70539999999,10.2636,8.37206666667
561.60,8.7538,12.7064666667,10.1368666667,11.7222,8.17006666667,7.83093333333,65.4359333333,9.63106666667,10.1851333333,8.30699999999
561.94,8.76566666666,12.6880666667,10.1043333333,11.6824666667,8.10826666666,7.81093333333,65.5212,9.61246666666,10.1520666667,8.29339999999
562.28,8.73526666667,12.6032666667,10.0485333333,11.6486,8.07913333334,7.76626666667,65.4726,9.57413333332,10.1092666667,8.2486
562.62,8.73646666667,12.6256,10.098,11.6656666667,8.09199999999,7.80806666667,65.6,9.61219999999,10.1712,8.28619999999
562.96,8.7616,12.6518666667,10.1254,11.6933333334,8.13006666667,7.87613333333,65.4957333333,9.65980000001,10.2092666667,8.34380000001
563.30,8.83353333333,12.7076,10.1877333333,11.7345333333,8.19973333333,7.93733333333,65.5662666667,9.72306666667,10.2851333333,8.41680000001
563.64,8.86186666667,12.7065333334,10.203,11.7294666667,8.20266666666,7.941,65.5485333334,9.73033333335,10.2524,8.41393333333
563.99,8.87973333333,12.7200666667,10.2288,11.7348666667,8.20600000001,7.9672,65.5190666667,9.75113333334,10.2586666667,8.43066666667
564.33,8.8604,12.7115333334,10.2353333333,11.6781333333,8.18840000001,7.95053333333,65.5076,9.747,10.2252666667,8.42613333333
564.67,8.8764,12.7276,10.2578,11.7106666667,8.22173333334,7.98666666667,65.4969333333,9.7596,10.2354666667,8.45046666667
565.01,8.89426666667,12.7405333333,10.2792666667,11.7117333333,8.23666666667,8.001,65.5408,9.77666666668,10.2549333333,8.4672
565.35,8.934,12.7378666667,10.3190666667,11.7306,8.26386666666,8.0398,65.5372666667,9.80459999999,10.3042,8.51040000001
565.69,8.9118,12.7454,10.3282,11.7400666667,8.28946666667,8.04166666667,65.4299333333,9.80153333333,10.3178666667,8.52586666666
566.03,8.9306,12.7759333333,10.3609333333,11.7413333333,8.30560000001,8.08526666667,65.4392666667,9.82053333333,10.33,8.55146666667
566.37,8.85566666667,12.7033333333,10.2917333333,11.6861333333,8.25539999999,8.00026666667,65.3843333333,9.71839999999,10.2374666666,8.47426666667
566.71,8.79633333333,12.6726666666,10.2662666667,11.651,8.24433333334,7.95446666667,65.4852,9.68793333334,10.1863333333,8.44426666667
567.05,8.76613333333,12.6638666667,10.2413333333,11.6608,8.21573333333,7.93273333333,65.5174,9.67906666667,10.1644,8.44020000001
567.39,8.76153333333,12.6814,10.2401333333,11.6804,8.22593333333,7.95026666667,65.604,9.70199999999,10.1911333333,8.4596
567.73,8.72726666667,12.6800666667,10.1984666667,11.6478,8.20379999999,7.94106666667,65.5530666667,9.68733333333,10.181,8.44433333334
568.07,8.7208,12.6728,10.1763333333,11.6751333333,8.19726666666,7.94766666667,65.4948,9.68739999999,10.1978,8.45506666666
568.41,8.7556,12.6782666667,10.1858666667,11.6679333333,8.19013333334,7.9602,65.5222,9.69666666667,10.2134666667,8.47733333333
568.75,8.78113333333,12.7097333333,10.2226,11.7135333334,8.20353333333,8.0106,65.6295333333,9.72019999999,10.2260666667,8.52113333333
569.09,8.77546666667,12.7699333333,10.2588,11.7377333333,8.22366666667,8.0396,65.6736666667,9.76873333334,10.2409333333,8.527
569.43,8.758,12.7823333333,10.2396666667,11.7319333333,8.19600000001,8.0204,65.7600666667,9.76200000001,10.2178666667,8.50986666666
569.77,8.7352,12.7856666667,10.2351333333,11.7273333333,8.18533333334,8.0012,65.6876666667,9.74620000001,10.2096666667,8.50033333334
570.11,8.81213333333,12.8491333333,10.2895333333,11.7785333333,8.22993333333,8.0798,65.7508666666,9.81046666667,10.2723333333,8.57619999999
570.45,8.8428,12.8821333333,10.3216,11.7977333333,8.22406666666,8.08653333333,65.7686,9.82106666667,10.2812,8.58213333333
570.79,8.86013333333,12.9001333333,10.3464,11.8080666667,8.26666666666,8.1052,65.7808,9.83526666667,10.2869333333,8.59493333334
571.13,8.90726666667,12.9274,10.3640666667,11.8125333333,8.29213333333,8.13146666667,65.7104,9.86353333333,10.3084,8.62280000001
571.47,8.92426666667,12.9362,10.3905333333,11.8253333333,8.30546666667,8.1528,65.7369333333,9.86299999999,10.3155333333,8.63613333333
571.81,8.9156,12.9242,10.3728666667,11.8135333333,8.30520000001,8.12526666667,65.7324,9.85706666666,10.2922,8.61573333334
572.15,8.91813333334,12.9461333333,10.3901333333,11.8398,8.31499999999,8.14613333333,65.6956666667,9.86226666666,10.2972666667,8.6266
572.49,8.934,12.9657333333,10.4005333333,11.8456666667,8.34026666666,8.15813333333,65.7056666667,9.86853333333,10.337,8.63760000001
572.83,8.97253333333,12.9754,10.4102666667,11.8882,8.37373333333,8.18486666667,65.7362666666,9.86206666667,10.3614666667,8.67306666667
573.17,8.9908,12.995,10.4462666667,11.9067333334,8.40873333334,8.22886666667,65.7012,9.87913333333,10.3864666667,8.6942
573.51,9.00633333333,12.9834,10.4336666667,11.8997333333,8.40966666667,8.23646666667,65.7206,9.87053333333,10.3896,8.69979999999
573.85,8.9942,12.9667333333,10.4276666667,11.8926666667,8.4198,8.24326666667,65.6149333333,9.86026666667,10.3904666667,8.69106666667
574.19,8.98833333333,12.9372666667,10.3992666667,11.8727333333,8.39873333333,8.23626666667,65.5819333333,9.84753333332,10.3879333333,8.66799999999
574.53,8.94526666667,12.8876666667,10.357,11.8332666667,8.36160000001,8.21553333333,65.4333333333,9.80026666665,10.3573333333,8.61973333334
574.87,8.8748,12.8346,10.3184,11.7973333333,8.33533333334,8.1666,65.402,9.74153333332,10.3137333333,8.58186666667
575.21,8.85393333333,12.8075333333,10.295,11.7931333333,8.30826666667,8.12266666667,65.3905333333,9.70193333334,10.2968,8.54700000001
575.55,8.82733333333,12.7812666667,10.2872666667,11.763,8.29266666666,8.12013333333,65.3659333333,9.6626,10.261,8.54280000001
575.89,8.79746666667,12.7701333333,10.2533333333,11.7298666667,8.28606666667,8.09533333333,65.2951333333,9.61273333333,10.2452,8.51299999999
576.22,8.75413333333,12.7306,10.2091333333,11.6908666667,8.26606666666,8.04733333333,65.1378,9.57406666667,10.1823333333,8.47926666666
576.56,8.70893333333,12.7112,10.185,11.6627333333,8.22226666666,8.00526666667,65.1398666666,9.56706666667,10.1440666667,8.45273333334
576.90,8.70273333333,12.6773333333,10.1475333333,11.6409333333,8.20313333334,7.98046666667,65.0868666666,9.54353333334,10.1248666667,8.43666666666
577.24,8.66806666667,12.6666,10.1348666667,11.6272666667,8.18353333334,7.96293333333,65.0408666667,9.52879999999,10.1006666667,8.41866666667
577.58,8.60313333333,12.6137333333,10.0762666667,11.5864666667,8.1194,7.90793333333,64.9700666667,9.47546666667,10.0328,8.36193333333
577.92,8.64726666667,12.6711333333,10.1368666667,11.6431333333,8.18106666667,7.981,64.9134,9.53420000001,10.09,8.43453333333
578.26,8.71466666667,12.7238,10.1838,11.6856666667,8.2162,8.03886666667,64.9790666667,9.59540000001,10.1532,8.50506666667
578.60,8.69873333333,12.7348666667,10.2054666667,11.7087333333,8.21233333334,8.05206666667,64.9887333333,9.60940000001,10.1704666667,8.49286666667
578.94,8.6964,12.7478666667,10.2235333334,11.7106,8.2378,8.074,64.9491333333,9.65226666667,10.1842,8.54159999999
579.28,8.77993333333,12.8354,10.3269333333,11.8208666667,8.31313333334,8.18333333333,64.8800666667,9.7326,10.3005333333,8.62446666667
579.61,8.75173333333,12.7671333333,10.3129333333,11.7904666667,8.28113333333,8.14486666667,64.8531333333,9.71706666667,10.2845333333,8.60946666666
579.95,8.71886666667,12.7116666667,10.2900666667,11.7600666667,8.25346666667,8.14333333333,64.867,9.69773333332,10.274,8.59959999999
580.29,8.69986666667,12.6756,10.2285333333,11.7108,8.23553333333,8.12226666667,64.7304666667,9.63773333332,10.2374666667,8.57046666666
580.63,8.70913333333,12.6354,10.2385333333,11.7117333333,8.2278,8.11566666667,64.7415333334,9.64840000001,10.2476666667,8.57560000001
580.97,8.7428,12.6582,10.2810666667,11.7378,8.26526666666,8.13313333333,64.7146,9.65959999999,10.267,8.60766666667
581.31,8.82393333333,12.7252666666,10.3638,11.7994666667,8.32426666667,8.17293333333,64.7892666667,9.71120000001,10.3133333333,8.68559999999
581.65,8.77013333333,12.6462666667,10.2941333333,11.7526,8.25226666667,8.07846666667,64.8340666667,9.63499999999,10.2271333333,8.62166666667
581.98,8.78173333333,12.6334666667,10.3318666667,11.7464666667,8.25713333333,8.0618,64.744,9.61966666666,10.2215333333,8.60586666666
582.32,8.7932,12.606,10.3029333333,11.7256666667,8.24426666668,8.04006666667,64.7164666667,9.5852,10.1974,8.58926666667
582.66,8.84866666666,12.6388,10.3459333333,11.7761333333,8.2796,8.1156,64.7548,9.62493333333,10.2308666667,8.61026666667
583.00,8.8132,12.6020666667,10.2942666667,11.6878,8.23066666667,8.0602,64.813,9.58706666667,10.1629333333,8.55753333333
583.34,8.8856,12.6903333333,10.3803333333,11.7598,8.28960000001,8.12653333333,64.9644666667,9.67160000001,10.2328,8.6354
583.68,8.98533333333,12.8172,10.4649333333,11.8552,8.39720000001,8.22066666667,64.9512,9.7616,10.3352,8.72373333334
584.01,9.05173333333,12.9004,10.58,11.9707333333,8.488,8.30546666667,65.0496,9.86379999999,10.4362666667,8.81119999999
584.35,8.99453333333,12.8606666667,10.5323333333,11.9338,8.43126666667,8.2634,64.893,9.77346666667,10.3884,8.77340000001
584.69,8.93926666667,12.8241333333,10.4646666667,11.8864666667,8.38553333334,8.25753333333,64.8038,9.73699999999,10.3321333333,8.721
585.03,8.92933333333,12.8201333333,10.4441333333,11.8620666667,8.39060000001,8.28573333334,64.8538,9.75973333333,10.3448666667,8.70866666667
585.37,8.9486,12.8346666667,10.4640666667,11.8469333333,8.41420000001,8.31446666667,64.7853333333,9.76706666667,10.3494666667,8.71846666667
585.70,8.90933333333,12.8178666667,10.442,11.8476,8.401,8.27713333333,64.8490666667,9.75966666667,10.2991333333,8.701
586.04,8.96706666667,12.8544,10.4669333333,11.877,8.4462,8.34286666667,64.7944,9.82173333335,10.316,8.73626666666
586.38,8.9218,12.8168,10.4407333333,11.8313333333,8.43680000001,8.31333333333,64.7332,9.76706666667,10.2846,8.69806666667
