wavelength,Back_TanCycf,Belly_TanCycf,Breast_TanCycf,Crissum_TanCycf,Crown_TanCycf,DorTail_TanCycf,Patch10_TanCycf,Patch11_TanCycf,Patch12_TanCycf,Patch13_TanCycf,Rump_TanCycf,Throat_TanCycf,WingTip_TanCycf
594.81,13.8045,41.1858333334,39.144,30.507,12.7193333333,13.38825,28.78625,39.8415833334,17.6065,30.7879166667,37.42825,18.62325,10.94
595.15,13.7329166667,40.9438333333,38.9233333333,30.4290833334,12.6651666667,13.2758333333,28.6056666667,39.75625,17.63425,30.6183333333,37.1245833333,18.5825,10.8934166667
595.49,13.6380833333,40.75025,38.71225,30.3310833333,12.5830833334,13.1504166666,28.3676666667,39.6873333333,17.6034166667,30.4148333333,36.829,18.47475,10.8369166666
595.82,13.59225,40.5950833333,38.5750833334,30.2995,12.52625,13.1101666667,28.2353333333,39.67125,17.6706666666,30.257,36.6264166667,18.4255833333,10.84075
596.16,13.5345,40.3890833334,38.417,30.1925,12.46875,13.0568333333,28.0821666667,39.584,17.6963333334,30.0944166667,36.37025,18.3465,10.7975
596.50,13.4305833333,40.1828333333,38.1905,30.0953333334,12.3649166667,12.9265,27.90325,39.4546666667,17.68375,29.8985,36.1049166667,18.2225833333,10.7245833333
596.83,13.3658333333,39.9349166667,37.94525,30.0358333333,12.3210833333,12.84275,27.685,39.2748333333,17.66025,29.7098333333,35.8305833333,18.1603333333,10.711
597.17,13.3195833333,39.75875,37.7756666667,29.98225,12.2635,12.81775,27.5475,39.16725,17.653,29.5621666667,35.59525,18.06175,10.6815833333
597.51,13.3395,39.5994166667,37.6410833333,29.975,12.3020833333,12.8201666667,27.4430833333,39.1105,17.7368333333,29.4489166666,35.43325,18.0654166666,10.751
597.84,13.317,39.4285,37.49975,29.94325,12.29325,12.7969166667,27.3023333333,39.0453333333,17.75475,29.29325,35.21875,18.0303333333,10.7466666667
598.18,13.3420833333,39.2921666667,37.3559166667,29.9083333334,12.3005,12.8110833333,27.2099166666,39.0075833333,17.8305,29.1950833333,35.0670833333,18.0248333333,10.8316666667
598.52,13.3323333333,39.1610833333,37.155,29.9016666667,12.3113333333,12.8069166667,27.0759166666,38.9473333334,17.8915833333,29.0248333333,34.8968333334,17.9836666667,10.8524166667
598.85,13.3830833333,39.05275,37.0033333333,29.9195,12.3838333333,12.8634166667,26.998,38.8651666666,18.0125833333,28.917,34.7405,17.9738333333,10.9741666667
599.19,13.4075,38.8255833333,36.78525,29.8950833334,12.40375,12.917,26.8853333333,38.727,18.08675,28.7811666666,34.4736666667,17.9681666667,11.0368333333
599.53,13.3566666666,38.5673333333,36.483,29.79875,12.3791666667,12.8585,26.6625,38.5340833333,18.0500833333,28.5446666667,34.1835833333,17.8943333333,11.0278333333
599.86,13.3268333333,38.3395833333,36.2829166667,29.8073333334,12.40625,12.85725,26.5026666667,38.4615,18.1315833333,28.3693333333,33.9493333333,17.88075,11.0935833333
600.20,13.3301666667,38.0711666667,36.0556666667,29.76825,12.3623333333,12.87125,26.29675,38.3730833333,18.1518333333,28.17125,33.6626666666,17.8549166667,11.1059166666
600.53,13.28525,37.8074166666,35.8186666667,29.6373333333,12.27725,12.7963333333,26.12725,38.3015833333,18.1816666667,27.9640833333,33.3719166667,17.8013333333,11.05575
600.87,13.1859166666,37.439,35.4966666667,29.49075,12.1940833333,12.6494166667,25.844,38.1103333333,18.1686666667,27.6976666667,33.00225,17.68775,11.0085
601.21,13.0509166667,37.09375,35.1895,29.3189166667,12.0293333333,12.5283333333,25.5316666667,37.8970833333,18.1243333333,27.4091666666,32.63025,17.5569166667,10.9095833333
601.54,12.9625,36.7889166666,34.8956666667,29.24575,12.0040833333,12.4564166667,25.3518333333,37.7205833333,18.12425,27.1849166667,32.32125,17.55075,10.9528333333
601.88,12.9265833333,36.5660833333,34.7473333333,29.2403333333,12.0013333333,12.4464166667,25.21175,37.7011666667,18.2005833333,27.0391666667,32.0473333333,17.52875,10.97825
602.21,12.7904166667,36.2725,34.5346666667,29.10775,11.8760833333,12.3580833333,24.9934166666,37.5663333333,18.18925,26.8160833333,31.7159166667,17.4340833333,10.93425
602.55,12.67275,35.9718333334,34.2965833334,29.0419166667,11.7943333333,12.2559166667,24.7809166667,37.505,18.2185,26.6206666667,31.4308333333,17.3704166667,10.8838333333
602.88,12.61175,35.8244166667,34.1585833334,29.04825,11.785,12.20025,24.6673333333,37.49125,18.2876666667,26.4714166667,31.24675,17.3685,10.876
603.22,12.6581666667,35.70625,34.11275,29.109,11.8574166667,12.26525,24.65725,37.53975,18.4254166667,26.4641666667,31.115,17.43,10.97
603.56,12.6611666667,35.5784166667,33.9726666666,29.084,11.8125,12.2800833333,24.5459166667,37.48175,18.4849166667,26.3451666667,30.94425,17.4229166666,11.0174166667
603.89,12.6310833333,35.37875,33.7785,29.0053333333,11.8180833333,12.2476666667,24.39775,37.3975,18.51425,26.2111666667,30.7491666667,17.3871666667,11.02475
604.23,12.599,35.2355,33.6195833333,29.0228333334,11.82275,12.2369166667,24.2725,37.3183333333,18.5189166667,26.0558333333,30.571,17.348,11.045
604.56,12.5645833333,35.1135,33.4901666667,29.0095833333,11.79875,12.2426666667,24.1506666667,37.24525,18.5530833333,25.914,30.413,17.3799166667,11.0474166667
604.90,12.677,35.0451666667,33.4166666667,29.0770833333,11.9183333333,12.3341666667,24.1696666667,37.2791666667,18.688,25.9113333334,30.3415833333,17.43925,11.18775
605.23,12.738,34.9700833333,33.3616666667,29.141,11.938,12.3814166667,24.0903333333,37.3008333333,18.8009166667,25.8741666667,30.2565,17.4584166667,11.2415833333
605.57,12.7581666667,34.8371666667,33.2185,29.13775,11.9800833333,12.3989166667,23.9963333333,37.1775833333,18.8905,25.747,30.1288333333,17.46275,11.29125
605.90,12.81625,34.6783333333,33.0691666666,29.1598333334,12.0373333333,12.4133333333,23.9045,37.1066666667,18.9786666666,25.66775,29.9823333333,17.4868333333,11.3563333333
606.24,12.87325,34.61775,32.9755833334,29.2193333333,12.0751666667,12.47925,23.84075,37.0929166667,19.054,25.5534166667,29.8223333333,17.4996666667,11.4281666667
606.58,12.89975,34.4030833333,32.7694166667,29.1699166666,12.08575,12.4716666667,23.6410833333,36.9328333333,19.0713333333,25.36525,29.56325,17.4553333333,11.475
606.91,12.843,34.2033333333,32.5386666667,29.0891666667,12.0355833333,12.4115,23.406,36.7803333333,19.09725,25.13125,29.30325,17.4094166667,11.4634166667
607.25,12.8015833334,33.94925,32.296,29.01325,12.0023333334,12.3705833333,23.2243333333,36.6275833334,19.09225,24.945,29.0341666667,17.3548333333,11.44725
607.58,12.7400833333,33.7945833333,32.1406666667,29.0129166667,11.9451666667,12.3246666667,23.0875,36.543,19.10425,24.75775,28.7701666666,17.3355833333,11.4804166667
607.92,12.7605,33.69775,32.0486666667,29.001,11.9999166666,12.3775,23.004,36.4808333333,19.2305833334,24.6804166667,28.5925,17.3776666667,11.5865
608.25,12.7745,33.5503333333,31.8719166667,29.0155833333,11.9991666666,12.4030833334,22.8891666667,36.4201666667,19.3023333333,24.558,28.433,17.3560833333,11.6420833333
608.59,12.6616666667,33.3295,31.58675,28.9130833334,11.8743333333,12.2796666667,22.6360833334,36.2235833333,19.2350833333,24.2851666667,28.15575,17.255,11.5595
608.92,12.584,33.1461666667,31.3443333333,28.8180833333,11.7985833333,12.2295,22.45325,36.0923333333,19.2246666667,24.0770833333,27.93375,17.1870833333,11.52625
609.26,12.5394166667,33.023,31.1825833333,28.79925,11.7566666667,12.1884166666,22.3368333333,36.0418333333,19.2285833333,23.96575,27.7571666667,17.1785,11.5176666667
609.59,12.6088333333,32.9975,31.1166666667,28.8584166667,11.8379166667,12.2874166667,22.2970833333,36.0338333333,19.3315833334,23.8914166666,27.68225,17.2466666667,11.6044166667
609.93,12.5770833333,32.7975,30.94,28.7789166667,11.8076666667,12.2758333333,22.11875,35.8578333334,19.31575,23.7048333333,27.4593333333,17.2044166667,11.6306666667
610.26,12.54725,32.6838333333,30.77125,28.71475,11.7436666667,12.2938333333,22.0474166667,35.77475,19.3669166667,23.5774166667,27.3131666666,17.176,11.6368333333
610.60,12.5831666667,32.5761666667,30.6338333333,28.729,11.7720833334,12.3315,21.9685833334,35.71375,19.4236666666,23.4788333333,27.2074166667,17.1629166666,11.70125
610.93,12.5645833333,32.4995,30.5316666667,28.75375,11.7905,12.311,21.86025,35.6421666667,19.4773333333,23.35625,27.0825,17.17025,11.72025
611.27,12.62675,32.4668333333,30.4218333333,28.7845,11.8525833333,12.3889166666,21.7960833333,35.5673333333,19.5608333333,23.2928333333,27.012,17.19525,11.7996666666
611.60,12.56975,32.326,30.26325,28.7885833333,11.79875,12.3173333333,21.6530833334,35.4505833333,19.5618333334,23.13175,26.8755,17.1305,11.7849166667
611.93,12.6024166667,32.2068333333,30.133,28.7704166667,11.8155,12.3109166666,21.5930833333,35.3470833333,19.6055833334,23.017,26.76175,17.146,11.864
612.27,12.5938333333,32.1386666666,30.0900833333,28.8378333333,11.8661666666,12.32625,21.5321666667,35.3174166667,19.6931666667,22.9583333333,26.6688333334,17.1628333333,11.92025
612.60,12.6794166667,32.0965,30.0606666667,28.9229166667,11.95725,12.4096666667,21.5584166667,35.3031666667,19.84725,22.9095,26.5608333333,17.2314166667,12.0476666666
612.94,12.6173333333,31.87775,29.861,28.886,11.9155,12.33225,21.36875,35.1661666667,19.806,22.7046666666,26.3585833333,17.1071666667,11.9948333333
613.27,12.4968333334,31.6461666667,29.6244166667,28.7515,11.8260833333,12.2023333333,21.1810833333,34.9809166667,19.77075,22.4635,26.0903333333,16.98925,11.9613333333
613.61,12.43625,31.4861666667,29.4215833334,28.714,11.7861666667,12.07125,21.0643333333,34.85,19.7466666667,22.3205833334,25.9714166667,16.93875,11.9275833333
613.94,12.4966666667,31.3816666667,29.3573333333,28.783,11.8856666667,12.1321666667,21.0023333333,34.8254166666,19.8284166667,22.31675,25.9119166667,17.0124166667,12.0581666667
614.28,12.4963333333,31.2745833333,29.26625,28.7901666667,11.8835,12.1346666667,20.9555833333,34.72275,19.8855,22.1865833334,25.7731666666,17.054,12.0526666667
614.61,12.5379166667,31.15725,29.1329166667,28.7879166666,11.8965833333,12.1586666667,20.9138333333,34.6654166667,19.9350833334,22.1026666667,25.6424166667,17.05225,12.1351666667
614.94,12.4503333333,30.9239166667,28.9718333333,28.736,11.8739166667,12.0925,20.7656666666,34.5286666667,19.9725833333,21.95125,25.4678333333,16.9920833333,12.0694166666
615.28,12.3778333333,30.701,28.72475,28.5889166667,11.8309166667,12.084,20.6123333334,34.3790833333,19.9278333333,21.7888333333,25.2818333333,16.9305,12.0299166667
615.61,12.3346666666,30.5808333334,28.63375,28.5701666667,11.8666666667,12.0978333333,20.5065,34.3219166666,19.9954166667,21.6940833334,25.1300833334,16.8980833333,12.0483333333
615.95,12.4118333333,30.4696666666,28.5444166667,28.5506666666,11.9398333333,12.1484166667,20.44825,34.2571666667,20.1034166666,21.6331666667,25.0241666667,16.9454166667,12.1418333333
616.28,12.3688333333,30.2681666667,28.34225,28.4575,11.9479166667,12.0869166667,20.2793333333,34.1135833333,20.1060833333,21.5229166666,24.857,16.88925,12.1125833333
616.61,12.45325,30.2078333333,28.2690833333,28.4911666667,12.0011666667,12.1980833333,20.28975,34.0491666667,20.2413333333,21.52925,24.7983333333,17.0281666667,12.2521666667
616.95,12.3271666666,29.9614166667,28.0466666667,28.4325833333,11.9050833333,12.09525,20.0939166667,33.8690833333,20.187,21.36375,24.5939166667,16.9595,12.1733333333
617.28,12.2794166667,29.8413333333,27.9373333333,28.3975833333,11.9009166666,12.1341666667,20.0183333334,33.819,20.2409166667,21.2705833334,24.4203333333,16.9845833333,12.1943333333
617.62,12.1455,29.6326666667,27.728,28.2905,11.7859166667,11.9683333333,19.8258333333,33.6260833334,20.17675,21.0344166667,24.20375,16.85325,12.1205
617.95,11.9430833333,29.3546666667,27.4560833334,28.1865,11.6574166667,11.829,19.54825,33.4388333334,20.0844166667,20.7970833333,23.92525,16.7173333334,12.0565
618.28,11.8275,29.187,27.2711666667,28.0949166667,11.5576666667,11.7186666667,19.3294166667,33.2914166667,20.0581666667,20.6094166667,23.6821666666,16.63575,11.9485833333
618.62,11.8114166667,29.0915,27.1244166667,28.0381666666,11.5625833333,11.7035,19.23425,33.1984166667,20.08225,20.50125,23.54475,16.6490833333,11.99025
618.95,11.77525,28.933,26.978,28.0274166667,11.4858333333,11.6100833333,19.02175,33.0745,20.0690833334,20.3191666666,23.36625,16.5906666667,11.96125
619.28,11.7255,28.79525,26.813,28.0424166667,11.4969166666,11.5983333333,18.9200833334,33.0019166667,20.10125,20.2169166667,23.2694166666,16.5991666666,11.9823333333
619.62,11.6098333333,28.6505,26.63,27.96875,11.3540833333,11.4683333333,18.7554166667,32.8696666667,20.047,20.0033333333,23.0725,16.5086666667,11.9209166667
619.95,11.4963333334,28.461,26.45775,27.9043333333,11.1893333333,11.3720833333,18.56875,32.7373333333,19.9705833333,19.7624166667,22.8629166667,16.4353333334,11.8425833333
620.28,11.3020833333,28.2586666667,26.25325,27.7605833333,11.05875,11.2290833333,18.3263333333,32.5884166667,19.901,19.51275,22.6175,16.27075,11.7676666667
620.62,11.3896666667,28.295,26.233,27.8095,11.1406666667,11.3329166667,18.3185833333,32.6348333334,20.0171666667,19.5010833333,22.5915833333,16.3463333333,11.8565
620.95,11.3654166667,28.2005,26.1050833333,27.7974166667,11.1183333333,11.2936666667,18.1983333333,32.5151666667,20.0835833333,19.3590833334,22.48425,16.2825833334,11.8495833334
621.28,11.2758333333,28.0025833333,25.91175,27.6761666667,10.9725833333,11.1900833333,17.9854166667,32.3544166667,20.0358333333,19.16525,22.2756666667,16.1674166667,11.7499166667
621.62,11.28875,27.8985833334,25.8368333333,27.6240833333,10.98475,11.1708333333,17.891,32.25725,20.0735,19.11175,22.16475,16.12975,11.7324166667
621.95,11.2998333333,27.7605,25.7413333333,27.57775,11.0573333333,11.2213333333,17.8303333333,32.1493333334,20.0815833333,19.0171666667,22.1239166667,16.137,11.7965833333
622.28,11.1916666667,27.4985833334,25.5539166667,27.4775833334,10.9614166666,11.1338333333,17.65625,31.9818333334,19.97125,18.8586666667,21.9370833333,15.9881666667,11.7631666667
622.62,11.2739166667,27.4833333333,25.5523333333,27.5630833334,11.0715833334,11.2045,17.7453333334,32.0189166667,20.1529166667,18.8818333333,21.89925,16.0863333333,11.88475
622.95,11.25075,27.3258333333,25.4059166667,27.41375,10.999,11.1356666667,17.57225,31.8718333333,20.10325,18.68575,21.684,15.9774166667,11.8403333333
623.28,11.2490833333,27.11,25.22,27.3218333333,11.06,11.13525,17.4738333333,31.7095,20.0990833334,18.59325,21.5420833333,15.9713333333,11.8808333333
623.62,11.2019166667,26.9684166667,25.10025,27.263,11.07825,11.1145,17.3685833333,31.6425833334,20.121,18.5471666667,21.4546666667,15.92725,11.8880833333
623.95,11.2005833333,26.83275,24.9851666667,27.2050833334,11.0753333333,11.06675,17.2475,31.5139166667,20.123,18.4799166666,21.3034166667,15.9149166667,11.8569166666
624.28,11.12125,26.6459166667,24.8746666667,27.16925,11.0338333333,11.0305,17.1036666667,31.42275,20.1224166667,18.35975,21.15825,15.8749166667,11.8155833333
624.62,10.9871666667,26.3985833333,24.6738333333,27.0633333333,10.9455,10.9853333333,16.8755833333,31.2804166667,20.01925,18.2226666666,20.9814166667,15.7765,11.721
624.95,10.9075833333,26.2255,24.5343333333,26.9935,10.9679166666,10.9348333333,16.73425,31.1868333333,19.99475,18.1281666666,20.81075,15.7423333334,11.6741666667
625.28,10.916,26.1589166667,24.42025,27.0013333333,10.9805833333,10.97375,16.7079166667,31.13625,20.06075,18.097,20.7255833333,15.76375,11.7429166667
625.61,10.80025,25.9964166666,24.2459166667,26.9190833333,10.88,10.8718333333,16.5514166667,31.0435,20.0264166667,17.9476666667,20.5183333334,15.7035,11.66475
625.95,10.8170833333,25.9818333333,24.2328333333,26.9911666667,10.91375,10.9024166667,16.5404166667,31.0729166666,20.1515,17.9179166667,20.4514166666,15.72625,11.6824166667
626.28,10.619,25.7664166666,24.0216666666,26.8208333333,10.76975,10.7739166667,16.3045833333,30.9374166666,20.0518333334,17.6829166667,20.196,15.5459166667,11.5356666667
626.61,10.4570833333,25.6055833333,23.8410833333,26.7536666667,10.6168333333,10.6584166667,16.1494166667,30.8203333333,19.99675,17.5329166667,20.00325,15.4674166667,11.4326666667
626.94,10.3861666667,25.55125,23.8113333333,26.78825,10.5713333333,10.66875,16.08825,30.8356666667,20.0265833333,17.46525,19.9003333333,15.404,11.3981666667
627.28,10.3546666667,25.47,23.7279166666,26.817,10.55075,10.6324166667,15.998,30.73775,20.0348333333,17.3435833333,19.7595833334,15.3655,11.3991666667
627.61,10.3143333333,25.3445833333,23.5709166666,26.7665,10.47875,10.58875,15.9090833333,30.6896666667,20.0145833334,17.1985,19.6560833334,15.3150833333,11.3735
627.94,10.24375,25.18175,23.40025,26.6221666667,10.41325,10.5329166667,15.81,30.5406666667,19.9390833333,17.0641666667,19.4994166666,15.1901666667,11.3530833333
628.27,10.32875,25.1758333333,23.3793333333,26.6438333333,10.4815,10.5783333334,15.8510833333,30.5115,20.0244166667,17.0415833333,19.4414166667,15.2389166667,11.4651666667
628.61,10.22125,25.0730833333,23.2113333333,26.6601666666,10.3798333333,10.4996666667,15.7545,30.4303333333,20.0248333333,16.8758333333,19.2975,15.1563333333,11.4223333333
628.94,10.147,24.9543333333,23.11325,26.6389166667,10.3355833333,10.4359166666,15.6513333333,30.3645,19.9566666667,16.7073333333,19.1703333333,15.1345,11.3749166667
629.27,10.19075,24.93025,23.0730833333,26.7091666667,10.37875,10.4948333333,15.6371666667,30.3105,20.0225833333,16.72325,19.17025,15.1275833333,11.4830833334
629.60,10.1396666667,24.8289166667,22.93075,26.67975,10.3029166667,10.4371666667,15.52475,30.2158333333,19.985,16.5931666667,19.0511666667,15.0945,11.4463333333
629.94,10.2819166667,24.8736666667,22.9528333333,26.78225,10.39625,10.546,15.5670833333,30.1850833333,20.067,16.67275,19.073,15.19575,11.6039166667
630.27,10.3820833333,24.8935833334,22.9734166667,26.879,10.5330833333,10.6435,15.5823333334,30.1570833333,20.18275,16.70375,19.103,15.2540833333,11.7360833333
630.60,10.3096666667,24.81825,22.8554166667,26.802,10.4725,10.56025,15.4463333333,30.0213333333,20.1428333334,16.5943333333,18.9863333333,15.2160833333,11.72075
630.93,10.2289166667,24.6466666666,22.6780833333,26.67975,10.4045,10.5105,15.3359166667,29.9300833333,20.0863333333,16.4709166667,18.8418333333,15.1136666667,11.66625
631.26,10.2204166667,24.66325,22.6865833334,26.7576666667,10.4421666667,10.5625833333,15.3056666667,29.8910833333,20.1563333333,16.4503333333,18.7818333334,15.1295833333,11.7215
631.60,10.1005,24.5306666666,22.5281666667,26.7693333333,10.3443333333,10.4271666667,15.1481666667,29.7829166666,20.1011666667,16.285,18.5953333333,15.01275,11.6145833333
631.93,10.0255833333,24.47275,22.4231666667,26.7763333333,10.3235,10.3865,15.0318333334,29.702,20.1188333334,16.1896666667,18.494,14.9476666667,11.5556666667
632.26,10.026,24.424,22.42175,26.7428333333,10.3916666667,10.46025,15.0484166667,29.6725833333,20.13825,16.2154166667,18.4988333333,15.0031666666,11.6298333333
632.59,10.0265833333,24.3409166667,22.32175,26.7131666667,10.39,10.467,14.97625,29.5896666667,20.19375,16.18525,18.45725,14.98125,11.6339166667
632.92,9.96333333334,24.226,22.2071666667,26.665,10.3145,10.38275,14.8875833333,29.4976666666,20.2099166667,16.0404166667,18.3174166667,14.9183333334,11.57975
633.26,9.94016666668,24.1144166667,22.0959166666,26.5838333333,10.3281666667,10.35325,14.7964166667,29.3660833333,20.2084166667,15.9499166667,18.2333333333,14.87675,11.6399166667
633.59,9.80124999999,23.9346666667,21.9166666667,26.50675,10.2664166667,10.2214166667,14.655,29.2366666667,20.1543333333,15.78325,18.1275833333,14.8034166667,11.541
633.92,9.89875000001,23.96025,21.9881666667,26.63175,10.3749166667,10.3190833333,14.7480833333,29.3460833334,20.2656666667,15.8551666666,18.1596666667,14.90675,11.6734166667
634.25,9.78908333334,23.77925,21.7891666667,26.5126666666,10.2578333333,10.2479166667,14.57525,29.2021666667,20.1794166667,15.6903333334,17.9743333333,14.7771666667,11.5714166667
634.58,9.821,23.8035833333,21.79375,26.5636666667,10.3010833333,10.2481666667,14.5835833333,29.163,20.2084166667,15.6511666667,17.9608333333,14.8604166667,11.6129166667
634.91,9.92041666667,23.77425,21.7641666666,26.6360833334,10.4051666667,10.30975,14.6123333333,29.194,20.3031666667,15.6988333333,17.9666666666,14.9461666667,11.7445833333
635.25,10.1068333333,23.8783333333,21.8643333333,26.7684166667,10.571,10.4576666667,14.7099166667,29.2715,20.5085833333,15.84725,18.0921666667,15.122,11.9569166667
635.58,9.91875,23.5765833333,21.6111666667,26.5743333333,10.3456666667,10.24525,14.522,29.0529166667,20.373,15.601,17.8455,14.9361666667,11.8359166667
635.91,10.0106666667,23.59675,21.6195833334,26.6313333333,10.35275,10.312,14.4755,29.0386666666,20.4816666667,15.5165833333,17.7625833334,14.9494166667,11.8716666667
636.24,10.1251666666,23.63675,21.6021666667,26.74975,10.3764166667,10.3824166667,14.4975833333,29.0998333333,20.6129166667,15.5355833333,17.7420833333,14.9849166667,11.9948333333
636.57,10.0975833333,23.51475,21.5273333333,26.6955,10.3571666667,10.3764166667,14.38475,29.0355,20.576,15.4789166667,17.6224166667,14.98125,11.9699166667
636.90,10.0364166667,23.41375,21.47,26.6474166667,10.314,10.3656666667,14.3003333334,28.9824166667,20.5989166666,15.3893333333,17.5495,14.9495,11.9300833333
637.23,10.0359166667,23.322,21.42725,26.633,10.3205833333,10.4134166667,14.2930833333,28.8795833333,20.58275,15.332,17.412,14.9265833333,11.9528333333
637.56,9.91316666666,23.1365,21.2273333333,26.53875,10.1799166666,10.3030833333,14.0998333333,28.74625,20.553,15.1561666666,17.19925,14.8314166667,11.8249166667
637.90,10.0389166667,23.1558333333,21.3108333334,26.6826666667,10.3111666667,10.393,14.1814166667,28.8261666667,20.6696666667,15.24,17.2629166666,14.9790833334,11.9278333333
638.23,9.95574999999,22.9935833333,21.1373333333,26.58925,10.2060833333,10.31,13.98275,28.671,20.602,15.1135833333,17.1326666667,14.8585,11.8185833333
638.56,9.84675,22.87275,21.0005833334,26.4915,10.1283333333,10.1870833333,13.7940833334,28.4726666667,20.5638333333,14.9319166667,17.0195833333,14.7156666666,11.6896666667
638.89,9.73275000002,22.72025,20.8661666666,26.4088333333,10.05725,10.1365,13.7118333334,28.3618333333,20.5069166667,14.7505,16.8650833334,14.6465,11.5929166667
639.22,9.88791666666,22.7975833334,20.9308333333,26.5329166666,10.2105833333,10.2364166666,13.7421666667,28.50075,20.6640833333,14.8161666667,16.9281666667,14.73525,11.6916666667
639.55,9.93541666665,22.8205,20.8806666667,26.6014166667,10.2724166667,10.2190833333,13.7690833334,28.5378333333,20.7335833333,14.8474166667,16.9140833333,14.8246666667,11.77825
639.88,9.72808333332,22.5921666667,20.7179166667,26.3635833333,10.1501666667,10.059,13.5995833333,28.3505,20.5709166667,14.6773333333,16.7178333333,14.65175,11.6641666667
640.21,9.67450000001,22.5811666666,20.6124166666,26.4075,10.1684166667,10.0510833333,13.5726666667,28.2651666667,20.6015,14.584,16.6935,14.5714166667,11.6710833333
640.54,9.781,22.6533333333,20.6221666667,26.5301666667,10.2810833333,10.1288333333,13.6021666667,28.3246666667,20.7463333334,14.6790833334,16.6938333333,14.6345,11.725
640.87,9.82333333332,22.656,20.6025833333,26.6123333333,10.2745,10.1650833334,13.5414166667,28.43775,20.8956666667,14.6803333333,16.755,14.6831666667,11.72525
641.20,9.71200000001,22.4384166666,20.3870833333,26.3841666667,10.13,9.99724999998,13.3895,28.22325,20.6956666667,14.45,16.5896666667,14.524,11.5623333333
641.53,9.69908333332,22.33675,20.2795833334,26.3854166667,10.0729166667,9.96683333334,13.3055833333,28.1041666666,20.7059166667,14.34375,16.513,14.43725,11.53625
641.87,9.73616666665,22.38325,20.3140833333,26.4956666667,10.1235,10.1073333333,13.3686666667,28.1570833333,20.92375,14.3843333333,16.56625,14.4723333333,11.64
642.20,9.72850000002,22.323,20.2044166667,26.4619166667,10.0455,10.12575,13.3646666667,28.1054166667,20.9145,14.2760833333,16.4758333333,14.4335,11.6200833333
642.53,9.74883333333,22.2698333333,20.1515833333,26.48925,10.0220833333,10.12475,13.3171666667,28.0264166667,20.9695,14.2835833334,16.4431666667,14.4055,11.661
642.86,9.79499999999,22.2485833333,20.1894166667,26.5515,10.0420833333,10.2275,13.3195,27.9530833333,21.0255,14.3071666667,16.4455833333,14.51275,11.746
643.19,9.85125000001,22.2144166667,20.1549166666,26.6295,10.0884166667,10.34825,13.31925,27.9340833333,21.1285,14.3315,16.4871666667,14.4799166667,11.7778333333
643.52,9.88775,22.1869166667,20.1545833333,26.7185833333,10.1095,10.3546666667,13.3056666666,27.88175,21.1848333333,14.2304166666,16.4761666667,14.531,11.7305
643.85,9.91058333333,22.12425,20.1105,26.6763333333,10.043,10.3343333333,13.2533333333,27.8421666667,21.2215,14.15525,16.40075,14.5174166667,11.6936666667
644.18,9.93033333333,22.0349166667,20.0520833334,26.7251666667,9.98858333334,10.3014166667,13.222,27.8268333334,21.1795,14.0480833333,16.3796666666,14.4894166667,11.6793333333
644.51,10.0111666667,22.001,20.03625,26.6789166667,10.087,10.32575,13.2674166667,27.8265,21.2371666667,14.04825,16.3424166667,14.55,11.7600833333
644.84,10.0991666667,22.02625,20.0389166667,26.7865833333,10.1998333333,10.3938333333,13.2715833333,27.8758333334,21.34375,14.0363333333,16.3323333333,14.5950833333,11.8470833333
645.17,10.182,22.0321666666,20.03925,26.8,10.2759166667,10.5035833333,13.3208333333,27.9065,21.5028333333,14.0699166667,16.30925,14.6665833333,11.95425
645.50,10.2210833333,21.9031666667,19.9635833333,26.7749166667,10.1795833333,10.37675,13.2914166667,27.8628333334,21.4175,13.9604166666,16.179,14.645,11.9356666667
645.83,10.2313333333,21.9035,19.9886666667,26.8700833333,10.24825,10.3981666667,13.3049166667,27.9115833333,21.4814166667,13.9796666667,16.1628333333,14.7061666667,12.0169166667
646.16,10.182,21.7981666667,19.8905833334,26.81075,10.1828333333,10.3473333333,13.13475,27.8384166667,21.4411666667,13.8574166666,16.05675,14.6535833333,11.9698333333
646.49,10.13925,21.7653333334,19.7805,26.797,10.1713333333,10.3310833333,13.0956666667,27.8364166667,21.44475,13.80525,15.98575,14.6080833333,11.9565
646.82,10.07425,21.648,19.669,26.715,10.124,10.2090833333,13.0085,27.7590833333,21.394,13.6466666666,15.8779166667,14.5809166667,11.8905
647.15,10.2535,21.7334166667,19.7473333333,26.8050833333,10.2765833333,10.3464166667,13.1101666667,27.8808333334,21.6035,13.779,15.9530833333,14.7165833334,12.0835833333
647.48,10.3798333333,21.8298333334,19.8699166666,26.9625833333,10.5069166667,10.4489166667,13.2963333333,28.0054166667,21.7775,13.925,16.0779166667,14.946,12.3214166667
647.81,10.2970833333,21.7070833333,19.7594166667,26.86875,10.4171666667,10.3581666667,13.1855833333,27.8565,21.7430833334,13.79125,15.917,14.92625,12.28675
648.14,10.3589166667,21.8029166666,19.8648333333,27.0025,10.4684166667,10.4160833333,13.2148333333,27.894,21.8190833333,13.804,15.97225,14.97925,12.4426666667
648.47,10.4000833333,21.8373333333,19.8755,27.06075,10.4841666667,10.4501666667,13.2625833333,27.8434166667,21.90225,13.8520833334,16.0239166667,15.04325,12.566
648.80,10.3979166667,21.8351666667,19.8195,27.1216666667,10.577,10.415,13.2395833333,27.7976666666,21.8980833333,13.7789166667,16.0135833333,15.06425,12.5956666667
