wavelength,Back_SalMulm,Belly_SalMulm,Breast_SalMulm,Crissum_SalMulm,Crown_SalMulm,DorTail_SalMulm,Patch10_SalMulm,Patch11_SalMulm,Patch12_SalMulm,Patch13_SalMulm,Rump_SalMulm,Throat_SalMulm,WingTip_SalMulm
534.87,22.2268422222,58.8700666667,25.3909333333,51.1276666667,29.8454666667,10.2335,56.1565333333,7.85003333333,22.7954333333,45.2601076923,24.2205833333,52.8867333333,16.5346333333
535.21,22.3161533333,58.9541333333,25.4647333333,51.2396666667,29.931,10.30775,56.2654,7.92246666667,22.9192,45.340825641,24.2888833333,52.9926,16.6094333333
535.56,22.3482944445,58.9873666667,25.4636666667,51.2838,29.9552666667,10.345,56.3333333333,7.94573333333,22.9858666667,45.3483435897,24.304225,53.0124,16.6255333333
535.90,22.3728911111,58.9907333333,25.4735333333,51.2840666667,29.9748,10.3721666667,56.3336,7.96216666667,23.0334333333,45.3484717949,24.3118083333,53.0282,16.6516666667
536.25,22.4028233333,58.9800666667,25.4682,51.2726,29.9804666667,10.3675833333,56.3125333333,7.9818,23.0736333333,45.3426205128,24.3193833333,53.0275333333,16.6366333333
536.59,22.40928,58.9431666667,25.4724666667,51.2583333333,29.9685333333,10.351,56.3192,7.98663333333,23.1192666667,45.3172102564,24.305775,53.0235333333,16.6483666667
536.93,22.4702288889,59.0527,25.5046666667,51.3458666667,30.0394666667,10.3879166667,56.4056,8.02443333333,23.1906,45.3852615385,24.3541916666,53.1161333333,16.6684333333
537.28,22.44769,59.0193,25.4547333333,51.3218,29.9932666667,10.3646666667,56.3493333333,8.0115,23.1979,45.3202102564,24.325325,53.0696666667,16.624
537.62,22.4773333333,59.0301,25.4609333333,51.329,29.9936666666,10.3439166667,56.3462,8.0286,23.2535,45.3130461538,24.3496833333,53.0862666667,16.6576
537.97,22.4881422222,58.9821333333,25.4431333333,51.2933333333,29.9820666667,10.3548333334,56.3172,8.05056666667,23.2783,45.2829435898,24.3321583333,53.0883333333,16.6756666667
538.31,22.5230533333,59.0082333333,25.4492666667,51.2757333333,29.9993333334,10.3779166667,56.3341333333,8.06496666667,23.3350333333,45.2952461538,24.34715,53.1264,16.7134333333
538.65,22.4913211111,58.9782,25.3872,51.2233333333,29.9595333333,10.3475833333,56.2955333333,8.02593333333,23.3366,45.2195641026,24.2901416667,53.0755333333,16.6780333333
539.00,22.4618177778,58.8853666667,25.3331333333,51.1513333333,29.8841333333,10.307,56.2220666667,7.98376666667,23.3301,45.1280102564,24.2435416667,52.9924,16.6549
539.34,22.4284166667,58.8000333333,25.2792,51.0584666666,29.8408666667,10.2545833333,56.1001333333,7.96846666667,23.3350333333,45.0447384615,24.1927416666,52.9322666667,16.6554666667
539.69,22.39774,58.7636333333,25.2270666667,50.9947333333,29.7853333333,10.2225,56.048,7.9662,23.3380666667,44.9727538461,24.1548916667,52.8891333333,16.6589666667
540.03,22.3626811111,58.7053666667,25.1720666667,50.9438,29.7494666667,10.1961666667,56.0074666667,7.92276666667,23.3468666667,44.9256820513,24.1012416667,52.8823333333,16.6621
540.37,22.3169133333,58.6300333333,25.1128,50.8606,29.6956,10.1748333333,55.9314666667,7.88283333333,23.3447,44.8633384615,24.05375,52.8219333333,16.6618666667
540.72,22.2549211111,58.5294,25.0509333333,50.7776,29.6067333333,10.1138333333,55.8430666667,7.8242,23.3096666667,44.7688769231,23.982775,52.7615333333,16.645
541.06,22.2300044445,58.4268,25.0024,50.6936666667,29.5469333333,10.0804166667,55.7710666667,7.80343333333,23.3176,44.7013282051,23.9379916667,52.7580666667,16.6437666667
541.40,22.1943677778,58.3183,24.9550666667,50.5963333334,29.4918666667,10.0586666667,55.6702,7.78596666667,23.3023666667,44.6165179487,23.881775,52.6786,16.6354
541.75,22.1314733333,58.226,24.8762666667,50.5054,29.4118,9.98616666666,55.5758666667,7.72513333333,23.2656333333,44.5202769231,23.8124916667,52.6166666667,16.6037333333
542.09,22.0607133333,58.1171333333,24.8132666667,50.4362666667,29.3204,9.92691666667,55.4885333333,7.64563333333,23.2168666667,44.4181897436,23.7339916667,52.5649333333,16.5737666667
542.43,22.0449655556,58.0478,24.7884666667,50.3868,29.2805333333,9.90899999999,55.4296666667,7.6388,23.2269333333,44.3811179487,23.7089666667,52.5696,16.5876666667
542.78,22.0344822222,58.023,24.775,50.3648,29.2596666667,9.91616666667,55.3944,7.6454,23.2423666667,44.3421589743,23.69445,52.5774,16.6058666667
543.12,22.0380644445,58.0049333333,24.7555333333,50.3569333333,29.2302,9.89533333333,55.3965333333,7.64123333333,23.2696,44.3090923077,23.68155,52.6230666667,16.6491666667
543.46,22.0400633333,57.9549,24.7445333333,50.3394666667,29.2069333333,9.91033333332,55.3628666667,7.63,23.2988333333,44.2658871795,23.6694083333,52.6190666667,16.6663333333
543.81,22.0546666667,57.9029666667,24.7447333333,50.3333333333,29.1798666667,9.90383333333,55.3181333334,7.6459,23.3219333333,44.2190358974,23.675425,52.6048,16.6998
544.15,22.1151422222,57.9433,24.7660666667,50.3834666667,29.2120666667,9.92883333333,55.3618,7.68766666667,23.3905333333,44.2256666667,23.7092666667,52.6968666667,16.7535
544.49,22.1314911111,57.9210666667,24.7504,50.3706666667,29.2039333333,9.94258333333,55.3488,7.70986666667,23.4376333333,44.1911333333,23.7151083333,52.724,16.7672333333
544.84,22.1747744444,57.9746333333,24.7854666667,50.4178666666,29.2359333333,9.99866666666,55.3897333333,7.7422,23.5078333333,44.2000769231,23.7438083333,52.7497333333,16.7905
545.18,22.2294166667,58.1034333333,24.8458,50.5429333333,29.2748666667,10.031,55.5255333333,7.74203333333,23.5868333333,44.2684717949,23.7911166667,52.8850666667,16.8267666667
545.52,22.3418288889,58.2284333333,24.9502666667,50.6772,29.3626666666,10.1425,55.6607333333,7.83776666667,23.7261,44.3709692308,23.8918333333,52.9811333333,16.9118
545.87,22.4516966667,58.3794333333,25.0208,50.7944666667,29.4656666667,10.2254166667,55.7671333333,7.9245,23.8752333333,44.4694820513,23.9931416667,53.0751333333,16.9763666667
546.21,22.5139755555,58.4982333333,25.0786,50.8955333333,29.5147333333,10.2428333333,55.898,7.95863333333,23.9728,44.5174564103,24.034925,53.1209333333,16.9754333333
546.55,22.5787011111,58.6103,25.1024,50.9628666667,29.5601333333,10.2508333333,56.0121333333,7.9687,24.0762,44.5896871795,24.0671416667,53.1698,16.9958333333
546.90,22.5912422222,58.6489,25.1324666667,51.019,29.5776666667,10.2625833333,56.0700666667,7.9526,24.1019333333,44.6301384615,24.0931916667,53.17,16.9342666667
547.24,22.6337177778,58.6851,25.1981333333,51.0852666667,29.5935333333,10.2651666667,56.1039333333,7.96143333333,24.1802,44.6445282051,24.123525,53.1991333333,16.9469
547.58,22.7506066667,58.8692,25.3001333333,51.224,29.7154666667,10.3740833333,56.2869333333,8.0344,24.3265666667,44.783625641,24.2114333333,53.3410666667,17.0248666667
547.92,22.7890866667,58.981,25.3542,51.3075333333,29.7442666667,10.3910833333,56.3766,8.02433333333,24.3812333333,44.8401435898,24.22405,53.3750666667,17.0237666667
548.27,22.8858544445,59.1453666667,25.4483333333,51.4497333333,29.8203333333,10.45175,56.5274,8.06596666667,24.509,44.9407025641,24.2941166667,53.4278666666,17.0718666667
548.61,22.9543311111,59.2550333333,25.4902666667,51.5395333333,29.8580666667,10.46425,56.6188,8.0919,24.5894666667,44.9920717949,24.3371666667,53.4483333333,17.0887
548.95,23.0117488889,59.3331666667,25.5062666667,51.5918,29.9122,10.4811666667,56.6921333333,8.1355,24.6828333333,45.0548564102,24.3912166667,53.4778666667,17.1184666667
549.29,22.9926655555,59.3680666667,25.4908,51.5956666667,29.909,10.45075,56.6824666667,8.08856666667,24.6875333334,45.0532820513,24.3442333333,53.4836666667,17.0584333333
549.64,23.0283322222,59.4591333333,25.5277333333,51.6724666667,29.9171333333,10.4485,56.7904666667,8.078,24.7469666667,45.1088410256,24.3587333333,53.5403333333,17.0601
549.98,23.1222111111,59.5204,25.5894666667,51.7456666667,30.0108,10.497,56.8535333333,8.09173333333,24.8655333333,45.1770974359,24.4268916667,53.6063333333,17.1771
550.32,23.1283511111,59.4789333333,25.5927333333,51.7151333333,30.0150666667,10.5115,56.8292,8.1117,24.9029,45.149625641,24.42755,53.5906,17.1903666667
550.66,23.2478944445,59.6787,25.6901333333,51.8412666667,30.1309333333,10.6011666667,56.9638,8.17986666667,25.0677,45.2694615385,24.507775,53.7160666667,17.2796
551.01,23.3210422222,59.7637,25.7027333333,51.8615333333,30.1821333333,10.6195833333,57.1019333333,8.18033333333,25.1528,45.3163487179,24.4993416667,53.7446,17.3089
551.35,23.3097888889,59.7783666667,25.6745333333,51.8689333333,30.1781333333,10.5705833333,57.1124,8.1267,25.1711333333,45.3110871795,24.483925,53.7224,17.2909666667
551.69,23.3823677778,59.8275333333,25.6896,51.9782666667,30.2186666667,10.6114166667,57.1662,8.16,25.2765333333,45.3773128205,24.5232916667,53.7581333333,17.3074666667
552.03,23.3480166667,59.7925666667,25.6376,51.9649333333,30.2193333333,10.5425,57.1806,8.08693333333,25.2516333333,45.3771076923,24.501525,53.7490666667,17.2566666667
552.38,23.3600977778,59.8511333333,25.6261333333,52.0096,30.2572,10.49575,57.2606,8.0228,25.2988666667,45.4346512821,24.5036416667,53.8504,17.2386
552.72,23.3680466667,59.8758,25.6073333333,52.0258666667,30.2577333333,10.4820833333,57.2709333333,7.99063333333,25.3431666667,45.4464769231,24.49115,53.885,17.1740333333
553.06,23.4434233333,59.8946,25.6502,52.0684,30.2734666667,10.5248333333,57.3885333333,8.0584,25.4812333333,45.4579128205,24.5539666667,53.8578666666,17.2315666667
553.40,23.4716266667,59.8279333333,25.6609333333,52.0524,30.2952666667,10.5680833333,57.378,8.09043333333,25.5364,45.4329384615,24.54345,53.8329333333,17.2258333333
553.74,23.5131522222,59.9625,25.7036,52.1748,30.3302666667,10.5831666667,57.4768,8.08633333333,25.5806,45.5384,24.5719416667,53.9270666667,17.2057333333
554.09,23.6011055555,60.0776666667,25.7352666667,52.2888,30.3804,10.5751666667,57.5656,8.07826666667,25.6702333333,45.6154051282,24.6244833333,54.0,17.2037333333
554.43,23.6016788889,60.0349,25.7451333333,52.292,30.3646666667,10.5464166667,57.5564666667,8.03543333333,25.6960333333,45.6144871795,24.609625,53.9894666667,17.2067
554.77,23.7306133333,60.2447333333,25.85,52.4833333333,30.5104,10.60775,57.7166,8.11033333333,25.8625666667,45.8043128205,24.7474,54.1459333333,17.277
555.11,23.7928766667,60.2584333333,25.9088666667,52.4635333333,30.5028666667,10.6474166667,57.734,8.1551,25.9214333333,45.7961846154,24.751475,54.1398,17.2883
555.45,23.81132,60.2865333333,25.9403333333,52.4470666667,30.5070666667,10.6715,57.7422,8.18806666667,25.9468666667,45.7459179487,24.7592666667,54.0757333333,17.2913
555.80,23.9773588889,60.5296666667,26.0882,52.6035333333,30.6388666667,10.8065,57.9282666667,8.3279,26.1824,45.8860102564,24.8652916667,54.218,17.4227666667
556.14,24.0032222222,60.5094666667,26.1192,52.6123333333,30.6438666667,10.8584166667,57.8992,8.3926,26.2332,45.8654051282,24.8812416667,54.1622,17.4491666667
556.48,24.1129655556,60.6388333333,26.2176,52.7400666667,30.766,10.9343333333,58.0209333333,8.4507,26.402,45.9548512821,24.9385916667,54.2386,17.5633
556.82,24.1419577778,60.7391666667,26.2375333333,52.7621333333,30.8018,10.9145833333,58.0270666667,8.3882,26.4397666667,45.9857846154,24.952525,54.3029333333,17.5867666667
557.16,24.2168566667,61.0017,26.3535333333,52.951,30.9163333333,10.9341666667,58.1848,8.42123333333,26.5653333333,46.123825641,25.0490333333,54.4944,17.6577
557.50,24.1811733333,60.9916666667,26.3537333333,52.9173333333,30.8950666667,10.9028333334,58.1806,8.44943333333,26.6031,46.0686358974,25.0220333333,54.497,17.6709333333
557.85,24.21759,61.0207666667,26.4010666667,52.9216,30.9218,11.0098333333,58.1993333333,8.53816666666,26.6650666666,46.085825641,25.0686666667,54.5361333333,17.7234
558.19,24.24331,61.0851666667,26.4111333333,52.9528,30.9275333333,11.0645833333,58.2564666667,8.57796666667,26.7463666667,46.0792820513,25.0852666667,54.5567333333,17.7426
558.53,24.1865288889,60.9252333333,26.3587333333,52.8737333333,30.8446666667,11.05375,58.1147333333,8.56213333333,26.7264333333,45.9818769231,25.0283416667,54.467,17.7076333333
558.87,24.2267477778,61.0306,26.3425333333,52.9458666667,30.9130666667,11.0646666667,58.1708,8.57113333333,26.8330333334,46.0795589744,25.0872583333,54.5396666667,17.7166333333
559.21,24.2176188889,61.0191333333,26.3125333333,52.8772666667,30.9006,10.9923333333,58.1808666667,8.51896666667,26.8757,46.1007846154,25.066725,54.5801333333,17.7173666667
559.55,24.1673922222,60.8628,26.2382,52.7655333333,30.802,10.9175833333,57.9834,8.44003333333,26.8151,45.9828564103,25.0035,54.477,17.6531333333
559.89,24.2078544444,60.9634333333,26.2736666667,52.8376666667,30.8442666667,10.9133333333,58.1289333333,8.42013333333,26.9061333333,46.0464051282,25.0228,54.5754,17.7128333333
560.23,24.2802544445,60.9644666667,26.3021333333,52.8072666667,30.8554,10.9338333333,58.1178666666,8.4904,26.9919666667,46.054625641,25.0519833333,54.5466,17.7526
560.58,24.3231133333,60.9362333334,26.332,52.861,30.9056666667,10.9560833333,58.1258,8.5302,27.0727,46.0871128205,25.082025,54.5900666667,17.7933
560.92,24.3538144445,60.9051333333,26.293,52.8362666667,30.932,10.9730833333,58.1504,8.54613333333,27.0969333333,46.0813025641,25.0834083333,54.5402666667,17.8496666667
561.26,24.4150677778,60.8973666667,26.2787333333,52.8610666667,30.9521333333,11.0093333333,58.1498,8.5728,27.1720666667,46.0975179487,25.0988333333,54.4774,17.8619666667
561.60,24.4137933333,60.9364333333,26.3022,52.9104,30.9946666667,10.9240833333,58.2386666667,8.5208,27.2269,46.1450153846,25.0711416667,54.5083333333,17.8660333333
561.94,24.4174377778,60.9175666667,26.2582,52.9019333333,31.0345333333,10.9109166667,58.2093333333,8.5549,27.2688666667,46.1519589744,25.0752416667,54.4956,17.8857
562.28,24.3949488889,60.8808333333,26.2188,52.8253333333,30.9904,10.8071666666,58.2112666667,8.47983333333,27.2446,46.1042153846,25.04065,54.4466666667,17.8255333333
562.62,24.3627633333,60.8538666667,26.2165333333,52.8616,30.9527333334,10.7361666667,58.2339333333,8.4203,27.229,46.0345384615,24.9806333333,54.4394,17.8204666667
562.96,24.3850044444,60.8834,26.191,52.8957333333,30.9851333333,10.7490833333,58.2687333333,8.38266666667,27.3179333333,46.0549897436,24.9935083333,54.4901333333,17.7953666667
563.30,24.3957333333,60.8963,26.1858666667,52.8976666667,31.0302666666,10.741,58.3305333334,8.39203333333,27.3938,46.0836205128,24.976775,54.4647333333,17.7643666667
563.64,24.5134822222,60.9344666667,26.2812666667,52.9006,31.1295333333,10.8364166667,58.3474,8.48553333333,27.5220333333,46.1629641025,25.0608083333,54.496,17.8581666667
563.99,24.4873644444,60.9073333333,26.2908666667,52.8906666666,31.0966666667,10.8496666667,58.374,8.43726666667,27.5183666667,46.1497128205,25.0545333333,54.5242,17.8323333333
564.33,24.4595722222,61.0056333333,26.2524666667,52.8914666667,31.0421333333,10.7954166667,58.4039333333,8.38466666667,27.503,46.1434820513,24.995475,54.5464666667,17.7847333333
564.67,24.4899522222,60.9807,26.2366,52.8727333333,30.9936666667,10.7774166667,58.3576,8.358,27.5651,46.0892051282,24.9858333333,54.5014666667,17.7658333333
565.01,24.4894077778,60.9879333333,26.2343333333,52.8500666667,31.0009333333,10.7779166667,58.3421333333,8.32516666667,27.6041,46.0723897436,24.9891166667,54.5361333333,17.7474
565.35,24.5402477778,60.9792333333,26.2461333333,52.8338666667,30.9922666667,10.8465,58.2938,8.3615,27.6741333333,46.0395076923,25.020425,54.516,17.7821333333
565.69,24.6006566667,61.0105,26.3218,52.8818666667,31.0271333333,10.8743333333,58.3367333333,8.37033333333,27.7225666667,46.0688410256,25.0566,54.5582,17.8589
566.03,24.6475655556,61.1031333333,26.3361333333,52.9745333333,31.0623333333,10.9594166667,58.3947333334,8.42513333333,27.8522333333,46.0790974359,25.0947833333,54.6406666667,17.933
566.37,24.6993255555,61.1958,26.3882,53.0104,31.1093333333,10.9940833333,58.4789333333,8.43796666667,27.9470666667,46.1582717949,25.1279666667,54.7318,17.9421666667
566.71,24.7976033333,61.261,26.5072666667,53.14,31.1703333333,11.0701666667,58.5834666667,8.51873333333,28.0793333333,46.2351435897,25.1967083333,54.7996,18.0448666667
567.05,24.84583,61.3037666667,26.5413333333,53.1649333333,31.1705333333,11.13375,58.5945333333,8.52486666667,28.1404,46.2497384615,25.2409833333,54.8610666667,18.0955
567.39,24.7625422222,61.2498333333,26.4740666667,53.1539333333,31.0782,11.05425,58.5392666667,8.40543333333,28.0758333333,46.1583589744,25.17815,54.8326666667,17.9893666667
567.73,24.6925666667,61.1401666667,26.3526,53.0186,30.9951333334,10.9606666667,58.4060666667,8.34716666667,28.0303666667,46.0072307692,25.07405,54.6798,17.9300333333
568.07,24.7698055556,61.1368,26.3854,53.0618666667,31.0666666667,11.00175,58.4617333333,8.40806666666,28.135,46.0524307692,25.1387333333,54.706,17.9803666667
568.41,24.7385711111,61.0736333333,26.3555333333,52.9926,31.0326666667,10.9570833333,58.3951333333,8.37233333333,28.1269,46.0282564103,25.0827833334,54.6617333333,17.9148
568.75,24.7801911111,61.1107,26.3962666667,53.0354666667,31.0497333333,10.9654166667,58.4204666667,8.38773333333,28.2123,46.043148718,25.0927916667,54.7,17.9449666667
569.09,24.7850222222,61.0927333333,26.3918666667,53.0265333333,31.0822666667,10.9799166667,58.4321333333,8.36733333333,28.2594,46.0662923077,25.10855,54.7000666667,17.9666333333
569.43,24.8057755556,61.0860666667,26.3586,52.9692,31.074,10.9876666667,58.3888666667,8.37676666667,28.322,46.0410717948,25.0790416667,54.6989333333,17.9389333333
569.77,24.8477777778,61.1303,26.4046666667,52.9499333333,31.128,10.9935,58.4073333333,8.40743333333,28.3512666667,46.1304461538,25.0886916667,54.7162,17.9398333333
570.11,24.8657466667,61.0983333333,26.3844,52.9513333333,31.1051333333,11.0121666667,58.3678,8.41409999999,28.4191666667,46.0950102564,25.0799333333,54.6715333333,17.9394
570.45,24.8859966667,61.1248,26.3564666667,52.9316666667,31.1422666667,11.02075,58.3867333333,8.42296666667,28.4662666667,46.1191179487,25.0891416667,54.6854,17.9470666667
570.79,24.8523711111,61.0792,26.3175333333,52.9085333333,31.1251333333,10.9706666667,58.3893333333,8.41533333333,28.4898666667,46.0665435897,25.04095,54.6390666667,17.9509666667
571.13,24.9034177778,61.1031,26.3233333333,52.9216666667,31.1578666667,11.0035,58.4566,8.47623333333,28.5648333333,46.1028512821,25.0791833333,54.6326,18.0181
571.47,24.9792544445,61.166,26.4082666667,52.9991333333,31.2194,11.0728333333,58.5282666666,8.50719999999,28.6736333333,46.2084307692,25.1442,54.7250666667,18.0827666667
571.81,25.09019,61.2874333333,26.5318666667,53.1004666667,31.3128666667,11.1760833333,58.6416666667,8.56406666667,28.8276333333,46.3116923077,25.2265333333,54.8270666667,18.164
572.15,25.18194,61.3744666667,26.6252666667,53.2134,31.4132,11.2891666667,58.7474666667,8.62999999999,28.9561,46.3772923077,25.305575,54.8982,18.2701666667
572.49,25.1841611111,61.3276666667,26.5904666667,53.1644,31.3969333333,11.31375,58.7008666667,8.62896666667,28.9934333333,46.346451282,25.320475,54.8426666667,18.2695333333
572.83,25.2346311111,61.4491333333,26.6354666667,53.2661333333,31.4474,11.3246666667,58.8122,8.64536666666,29.0717333333,46.4346051282,25.342025,54.9355333333,18.2944333333
573.17,25.2869622222,61.4853,26.6507333333,53.332,31.4842,11.3183333333,58.9096,8.64796666667,29.1574333333,46.4816307692,25.375775,54.942,18.2893666667
573.51,25.3014977778,61.4961666667,26.6316,53.3874666667,31.4488,11.3014166667,58.9362,8.62866666666,29.2261333333,46.4513641026,25.3666083333,54.9334666667,18.3095666667
573.85,25.3348,61.5226,26.6558666667,53.3863333333,31.4581333333,11.3181666667,58.9466,8.6492,29.2821333333,46.4494102564,25.3873083333,54.9305333333,18.3693333333
574.19,25.3140655555,61.5215,26.6195333334,53.4105333333,31.3876666667,11.22225,58.9092,8.58426666666,29.2924333333,46.4024769231,25.3289083333,54.9331333333,18.3112
574.53,25.4546577778,61.6475333333,26.7244,53.5378,31.4513333333,11.3126666667,59.0217333333,8.65996666666,29.4377,46.5071948718,25.423175,55.0443333333,18.3691
574.87,25.4899355556,61.6753333333,26.7461333333,53.5484,31.5079333333,11.3555,58.9918,8.68539999999,29.5265666667,46.5355076923,25.4329333333,55.0820666667,18.3915333333
575.21,25.5129433333,61.6995333333,26.7528666667,53.6049333333,31.5317333333,11.3645833333,59.0461333333,8.70086666667,29.5888333333,46.5471641026,25.44395,55.1075333333,18.4038666667
575.55,25.3879966667,61.4946333333,26.5934666667,53.4794666667,31.3773333333,11.2420833333,58.8738,8.62606666667,29.5153666667,46.3490102564,25.2970666667,54.9386,18.2833666667
575.89,25.3632244444,61.4435666667,26.5513333333,53.3938,31.3064,11.1826666667,58.8018,8.62653333333,29.5063666667,46.3151076923,25.269175,54.9118666667,18.2680666667
576.22,25.4074133333,61.4545333333,26.5574666667,53.4444666667,31.3034,11.1775,58.8564666667,8.62166666667,29.5463666667,46.3419897436,25.2556333333,54.9405333333,18.3029333333
576.56,25.4335,61.4351,26.5234,53.4318,31.2416666667,11.1455833333,58.7922,8.60116666667,29.5845333333,46.257574359,25.1976,54.8657333333,18.2982
576.90,25.4233366667,61.4455333333,26.5132,53.4420666667,31.2076666667,11.1571666667,58.7709333333,8.61129999999,29.6211,46.2181230769,25.1899333333,54.8804666667,18.3247333333
577.24,25.4341311111,61.4276,26.5249333333,53.4374666667,31.2118666667,11.1893333333,58.7615333333,8.64223333333,29.6788333333,46.1778,25.1872916667,54.8990666667,18.3503
577.58,25.4627011111,61.4235666667,26.5269333333,53.4485333333,31.2492,11.2065833333,58.7637333333,8.69053333333,29.7645333333,46.1969538462,25.2196416667,54.9232,18.3623666667
577.92,25.48903,61.3694,26.5502,53.349,31.3074,11.3278333334,58.7116,8.75349999999,29.7783333333,46.1981846154,25.2728583333,54.8748666667,18.4289
578.26,25.4432444444,61.2945,26.4999333333,53.2724666667,31.2944,11.295,58.6325333333,8.73906666667,29.7793666667,46.1401641026,25.2404916667,54.8248666667,18.4472333333
578.60,25.4838888889,61.2652,26.5066,53.2767333333,31.2476,11.29725,58.6468,8.77316666666,29.8513,46.1027128205,25.2452083333,54.7634666667,18.4721333333
578.94,25.5405344445,61.344,26.5246666667,53.302,31.2886666666,11.3188333333,58.667,8.79863333333,29.9269666667,46.1725538462,25.287675,54.8065333333,18.4876333333
579.28,25.6039244444,61.4178,26.5565333333,53.3198,31.3264666667,11.3885,58.7055333333,8.82883333333,30.0078333333,46.2248153846,25.343975,54.8558666667,18.5624
579.61,25.6543266667,61.4547,26.5699333333,53.4016,31.337,11.4331666667,58.7696,8.84006666665,30.1272,46.2194307692,25.35475,54.9134666667,18.6041
579.95,25.6644,61.4738,26.591,53.3617333333,31.3566,11.4706666667,58.7216666667,8.90546666667,30.1765,46.2030666667,25.394425,54.8997333333,18.6255333333
580.29,25.6686133334,61.4307,26.6007333333,53.2786,31.3704666667,11.4743333333,58.7038666667,8.95893333332,30.2449,46.1873076923,25.4252333333,54.9299333333,18.6380666667
580.63,25.6818044444,61.4161,26.5831333333,53.2444666667,31.3323333333,11.4165833334,58.6734666667,8.91913333335,30.2505,46.1717230769,25.3977333333,54.8694666667,18.6374666667
580.97,25.6418177778,61.3306,26.5308666667,53.1745333333,31.2555333333,11.38825,58.5436666667,8.85273333334,30.2474666667,46.0624769231,25.328925,54.7534,18.5582666667
581.31,25.6184711111,61.2253666667,26.5058666667,53.1547333334,31.1954,11.3578333333,58.5046666667,8.79046666667,30.2233,46.0098615385,25.29245,54.7152666667,18.5617
581.65,25.6207777778,61.2047333333,26.4569333333,53.1529333333,31.1548,11.3415,58.4544,8.81293333333,30.2688666667,45.9327589744,25.269325,54.7016666667,18.6300333333
581.98,25.6956188889,61.3085,26.4987333333,53.2313333333,31.1866666667,11.3123333333,58.5369333333,8.7993,30.3742,46.0062820513,25.3090666667,54.8047333333,18.6456666667
582.32,25.77603,61.4316666667,26.5336,53.3348666667,31.2736666667,11.3545,58.6400666667,8.84939999999,30.4746333333,46.1057487179,25.3411083333,54.9259333333,18.6476666667
582.66,25.7262877778,61.3096666667,26.49,53.2698,31.1716,11.2885833333,58.5589333333,8.84419999999,30.4573333333,45.957625641,25.2899,54.8497333333,18.6527333333
583.00,25.80932,61.3819666667,26.5528,53.3454,31.2321333333,11.265,58.6420666667,8.87320000001,30.5405666667,46.0260666667,25.3346,54.9568666667,18.6882333333
583.34,25.7633955555,61.2442,26.4946,53.2546666667,31.2234,11.2220833333,58.5176,8.8619,30.5520666667,45.9679025641,25.3122916667,54.8798666666,18.6486333333
583.68,25.8051188889,61.2338666667,26.51,53.3482666667,31.2579333333,11.1555,58.6262,8.83660000001,30.6384666667,46.009574359,25.30725,54.9312,18.6495666667
584.01,25.8094177778,61.197,26.4715333333,53.3269333333,31.2387333333,11.1946666667,58.5864666667,8.8389,30.6662666667,45.9603692308,25.3271916667,54.8775333333,18.6227333333
584.35,25.8784866667,61.1795666667,26.5782666667,53.3188666667,31.2689333333,11.34175,58.5751333333,8.92733333333,30.7848,45.9618974359,25.3822333333,54.96,18.6849666667
584.69,25.9388844444,61.2624333333,26.5762,53.3822,31.3593333333,11.3710833334,58.6916,8.97923333332,30.8695666667,46.0646358974,25.4706416666,55.0616,18.7546
585.03,25.9610555556,61.3181666666,26.5578,53.4226666667,31.3387333333,11.34825,58.7241333333,8.97386666665,30.9053,46.0368358974,25.4790666667,55.1028,18.7511666667
585.37,25.9380311111,61.3116333333,26.5388666667,53.4356666667,31.2947333333,11.2900833333,58.7382,8.93156666667,30.9212333333,46.029425641,25.4188916666,55.1116,18.6849333333
585.70,25.8951955556,61.2036666667,26.4519333333,53.3708666667,31.2338666667,11.3308333334,58.661,8.92166666667,30.8624333333,45.9339948718,25.3769583333,55.0278,18.6837333333
586.04,25.80729,61.0930666667,26.3822666667,53.3224,31.2026,11.2784166666,58.5736666667,8.85230000001,30.8175333333,45.8620512821,25.3176,55.0274,18.6374
586.38,25.8725622222,61.2115,26.4070666667,53.4530666667,31.2688,11.36825,58.6606666667,8.87953333332,30.8912333333,45.9498717949,25.3774083333,55.1090666667,18.6814
586.72,25.9327,61.2659666667,26.4361333333,53.4973333333,31.3141333333,11.4766666667,58.6603333333,8.93623333334,31.0004333333,46.0050666666,25.4376666667,55.1398,18.8190333333
587.06,25.9573466667,61.3929666667,26.4531333333,53.5819333333,31.3436,11.4506666666,58.798,8.93296666667,31.0328,46.0532564102,25.3948166667,55.2325333333,18.8526
587.39,26.0063355556,61.4544,26.4579333333,53.5394,31.4046666667,11.5603333333,58.7508666667,8.97616666666,31.098,46.0736564103,25.427375,55.2811333333,18.9149333333
587.73,26.0653266667,61.5264666667,26.5221333333,53.6423333333,31.4826,11.5760833333,58.8542666667,8.97006666667,31.2062,46.1537179487,25.4370333333,55.3612666667,18.9955666667
588.07,26.0159166667,61.5376333333,26.3923333333,53.6388,31.5194666667,11.4656666667,58.8878666667,8.90533333334,31.215,46.1484666667,25.4059166667,55.2982666667,18.9336333333
588.41,26.0668177778,61.5455333333,26.3938666667,53.6398666667,31.5678,11.4636666667,58.9175333333,8.8964,31.2946,46.2297692308,25.409125,55.3103333333,18.928
588.74,26.0818866667,61.533,26.4016666667,53.6047333333,31.5924666667,11.5454166667,58.9218666667,8.9319,31.3520333333,46.218974359,25.3984416667,55.2781333333,18.9242333333
