wavelength,Back_PhrEryf,Belly_PhrEryf,Breast_PhrEryf,Crissum_PhrEryf,Crown_PhrEryf,DorTail_PhrEryf,Rump_PhrEryf,Throat_PhrEryf,WingTip_PhrEryf
204.22,-122.4693,-125.3086,-179.7532,-123.8891,-146.666666667,-184.5677,-155.432066666,-124.5678,-122.9629
204.60,-168.405833333,-169.9275,-238.5508,-168.478433333,-198.261,-237.318666667,-207.826133333,-166.956533333,-172.971
204.98,-257.297366667,-262.972933333,-342.5226,-253.693633333,-289.549533333,-333.2435,-302.882733333,-240.3604,-269.8199
205.36,-267.129633333,-270.463,-353.703733333,-273.426,-307.2222,-354.351833333,-319.074,-239.444533333,-287.129566667
205.74,-239.743566667,-238.119633333,-316.068266667,-243.077033333,-280.000066666,-318.974566667,-286.153866667,-212.307866667,-260.769333333
206.12,-243.162366666,-236.581166667,-312.3078,-250.5983,-287.5212,-314.1882,-284.273533333,-216.7522,-265.7265
206.50,-176.6667,-179.058033333,-240.5798,-198.6957,-220.724466667,-255.2174,-216.376866667,-154.492866667,-200.4347
206.87,-122.786866666,-128.5247,-169.6174,-139.781466667,-156.3934,-184.371433333,-157.377,-107.650333333,-143.1694
207.25,-123.4525,-124.940366667,-172.738066666,-134.4643,-157.381,-183.571366667,-155.2382,-106.0714,-148.511933333
207.63,-125.283066666,-117.2956,-177.484266667,-141.069333333,-164.276733333,-189.559866667,-162.6416,-105.786266667,-153.4591
208.01,-117.9737,-111.5685,-168.235266667,-132.810566667,-150.9804,-183.2681,-164.052266667,-96.6012,-144.183033333
208.39,-106.7361,-93.0556000001,-150.138866667,-125.2083,-130.138933333,-166.875066667,-151.250066667,-70.4166666666,-129.1666
208.77,-95.7777666668,-79.5555999999,-144.2962,-115.9998,-117.481466667,-154.074066667,-136.740666667,-53.6295333332,-111.777733333
209.14,-127.931,-92.0689666666,-191.2644,-155.6321,-167.1264,-195.632233333,-182.758466667,-60.4597333334,-153.103433333
209.52,-104.999966667,-56.9999666668,-155.333333333,-118.1111,-130.444466667,-165.3332,-149.777866667,-42.6666666666,-118.333333333
209.90,-143.793133333,-86.3217666666,-195.402133333,-155.057566667,-161.839133333,-201.8389,-181.609133333,-79.5402,-147.586233333
210.28,-216.666666667,-124.666666667,-293.666666667,-223.166666667,-228.0,-329.333333333,-261.0,-130.0,-217.666666667
210.66,-410.277766667,-255.2778,-520.0,-380.8333,-433.888933333,-569.4444,-506.6666,-282.222266667,-455.277866667
211.03,-1080.0,-597.333333332,-1349.33333333,-1033.33333333,-1128.0,-1404.66666667,-1320.0,-766.666666667,-1195.33333333
211.41,-553.333333333,-247.5,-713.333333334,-560.0,-580.833333333,-773.333333334,-734.166666667,-364.166666667,-624.583333333
211.79,-149.629533333,-37.5926666666,-238.148133333,-180.0,-179.629666667,-260.7406,-229.2592,-86.6666666668,-190.555433333
212.17,-53.7777000001,17.111,-111.3332,-78.6668333333,-79.111,-117.111133333,-97.9998666667,-35.7779333332,-91.3332333333
