wavelength,Back_PhrEryf,Belly_PhrEryf,Breast_PhrEryf,Crissum_PhrEryf,Crown_PhrEryf,DorTail_PhrEryf,Rump_PhrEryf,Throat_PhrEryf,WingTip_PhrEryf
360.93,9.03663333334,16.8374,9.57493333333,15.2674666667,7.10366666667,6.80586666667,7.55806666667,21.4064,8.28976666667
361.29,8.81973333333,16.6783,9.35480000001,15.0988,6.88846666667,6.55643333333,7.3288,21.3132666667,8.07306666667
361.66,8.74783333334,16.6177,9.252,15.1238666667,6.83986666666,6.54066666667,7.24446666667,21.285,7.9678
362.02,8.81276666667,16.7146333333,9.27993333333,15.2092,6.92426666667,6.66986666667,7.33053333334,21.4344,7.9987
362.39,8.77486666666,16.7010333333,9.23819999999,15.2044666667,6.8622,6.6058,7.28833333333,21.5005333333,7.91376666667
362.75,8.87096666667,16.7816,9.33953333334,15.3089333333,6.94806666667,6.68013333333,7.428,21.6151333333,7.94176666667
363.11,8.85543333333,16.7638,9.37486666667,15.3374,6.9298,6.66173333333,7.43473333333,21.6868666667,7.87683333333
363.48,8.71966666666,16.6776666666,9.29706666667,15.2646333333,6.86006666667,6.5685,7.3984,21.6152,7.78233333333
363.84,8.65823333333,16.6853666667,9.24880000001,15.2151666667,6.80393333333,6.53496666667,7.35366666667,21.652,7.7245
364.20,8.65976666667,16.7042,9.15193333333,15.2120333333,6.7998,6.4549,7.31053333333,21.5726666667,7.69613333333
364.57,8.72256666666,16.7527,9.22679999999,15.3128,6.91913333333,6.5239,7.39913333333,21.6622,7.74633333333
364.93,8.69289999999,16.7773333333,9.234,15.3460333333,6.91966666667,6.47246666667,7.39293333333,21.7303333333,7.7409
365.29,8.69766666667,16.7917,9.21586666667,15.3625333333,6.95793333333,6.4896,7.40266666667,21.7368666667,7.7711
365.66,8.6458,16.8264,9.17353333334,15.3282333333,6.93713333333,6.4102,7.38206666667,21.7522666667,7.74133333333
366.02,8.79783333334,17.0029666667,9.33519999999,15.5101333333,7.03013333333,6.49163333333,7.5104,21.7791333333,7.90436666667
366.38,8.90063333333,17.1145333333,9.42433333334,15.5938333333,7.15493333334,6.55273333333,7.56266666667,21.9052,7.99313333333
366.75,8.97249999999,17.2810333333,9.46353333334,15.7270333333,7.27813333333,6.6309,7.60233333333,22.0340666667,8.13656666667
367.11,9.0318,17.4191333333,9.51960000001,15.8037333333,7.34626666667,6.71903333333,7.7162,22.1072,8.2338
367.47,9.01593333334,17.4533,9.489,15.7497333333,7.30313333333,6.68553333333,7.65173333333,22.098,8.2183
367.84,9.0904,17.477,9.4824,15.8196666667,7.3664,6.6844,7.7368,22.141,8.2988
368.20,9.067,17.4617,9.4654,15.7960666667,7.34953333333,6.63453333333,7.739,22.1974666667,8.31786666667
368.56,9.01690000001,17.5108333333,9.45673333333,15.7800333333,7.26846666667,6.5514,7.66893333333,22.1970666667,8.28356666667
368.93,8.91753333334,17.4477333333,9.35393333333,15.7114333333,7.1834,6.47583333333,7.5742,22.1002666667,8.1758
369.29,9.04863333334,17.6981666667,9.53099999999,15.9156666667,7.30273333333,6.5772,7.73893333333,22.2761333333,8.26996666667
369.65,9.16020000001,17.8294333333,9.69033333333,16.0463,7.42386666667,6.69496666667,7.899,22.4257333333,8.39513333333
370.01,8.98756666667,17.7393666667,9.58906666666,15.9638666667,7.3142,6.5994,7.72613333333,22.4043333333,8.17413333333
370.38,8.8318,17.6563333333,9.45680000001,15.8459666667,7.11586666667,6.48583333333,7.58293333334,22.3464,8.006
370.74,8.79526666666,17.5988333333,9.53293333333,15.8273666667,7.04673333333,6.46746666667,7.54306666667,22.3374666667,7.9492
371.10,8.79816666666,17.6917333333,9.55386666667,15.9033666667,7.0424,6.4513,7.54586666667,22.4342,7.94546666667
371.46,8.77433333333,17.6991666667,9.5826,15.947,7.00826666667,6.45236666667,7.56446666667,22.4956,7.87913333333
371.83,8.7822,17.8225666667,9.65526666667,16.0443666667,6.99526666667,6.51033333333,7.565,22.5914666667,7.8505
372.19,8.86806666668,17.9492,9.7898,16.2126666667,7.0572,6.60236666667,7.63086666667,22.7425333333,7.89256666667
372.55,8.7745,17.9408,9.71033333333,16.1904666667,6.99766666667,6.5346,7.55826666667,22.7477333333,7.8053
372.92,8.76346666666,18.0079666667,9.70679999999,16.2297,7.00933333333,6.4752,7.5516,22.7921333333,7.7959
373.28,8.74436666667,18.0099666667,9.6938,16.2448666667,6.9654,6.4615,7.5072,22.8326666667,7.74383333333
373.64,8.7434,18.0013333334,9.67706666666,16.3355666667,6.8958,6.43556666667,7.4522,22.9081333333,7.6858
374.00,8.74946666667,18.1049333333,9.67633333334,16.3486,6.86346666667,6.354,7.48593333333,23.0506666667,7.7116
374.37,8.84856666667,18.2679333333,9.81080000001,16.5611333333,6.96873333333,6.42746666667,7.6232,23.1086666667,7.81196666667
374.73,8.8839,18.3461,9.7998,16.6325,6.99153333333,6.42923333333,7.62726666667,23.1463333333,7.81396666667
375.09,8.86866666666,18.3273333333,9.77513333333,16.6074333333,7.00866666667,6.4291,7.56913333333,23.1336666667,7.758
375.45,8.87866666667,18.3994333333,9.69613333334,16.7093333333,7.02146666667,6.38593333333,7.53533333333,23.1826,7.75936666667
375.81,8.84880000001,18.4423333333,9.69853333334,16.6982,6.99646666667,6.33033333333,7.5552,23.2358,7.7358
376.18,8.83373333333,18.4413666667,9.70913333332,16.6832,6.96133333333,6.3162,7.54506666667,23.2888666667,7.7009
376.54,8.94653333333,18.5566,9.83366666667,16.8398666666,7.0494,6.41833333333,7.6782,23.4788666667,7.79423333333
376.90,9.02839999999,18.6528333333,9.94786666668,16.9703333333,7.12993333333,6.55883333333,7.7868,23.6140666666,7.88176666667
377.26,8.94566666667,18.6373,9.9184,16.9382333333,7.05086666667,6.51383333333,7.72926666667,23.5425333333,7.83623333333
377.63,8.93263333333,18.6899333333,9.93599999999,16.8924666667,7.05746666667,6.49213333333,7.7164,23.5310666667,7.81433333333
377.99,8.92730000001,18.6202,9.90760000001,16.8650666666,7.02053333333,6.4143,7.6456,23.4156666667,7.79633333333
378.35,8.97033333333,18.6704333334,9.92553333333,16.8918666667,7.02746666667,6.38936666667,7.65653333333,23.4971333333,7.8284
378.71,8.90860000001,18.6268,9.87386666667,16.8343333333,6.96866666667,6.29183333333,7.5816,23.4861333333,7.7557
379.07,8.86456666666,18.6299,9.83946666668,16.8282666667,6.87006666667,6.21156666667,7.54446666667,23.5321333333,7.6994
379.44,8.9734,18.7284333333,9.99793333332,16.9187,6.96906666667,6.3053,7.66133333333,23.6337333333,7.79073333333
379.80,8.96983333333,18.7462333333,10.0425333333,16.9679,6.9762,6.29203333333,7.61546666667,23.6479333333,7.78296666667
380.16,9.00516666667,18.8266333333,10.0794,17.054,7.03993333333,6.33206666667,7.672,23.673,7.8431
380.52,9.05586666667,18.9005666667,10.0867333333,17.0799333333,7.105,6.3374,7.7162,23.6513333333,7.88546666667
380.88,9.02293333333,18.9033666667,10.0474,17.0565333333,7.02906666667,6.29776666667,7.6558,23.5854,7.81413333333
381.24,9.03769999999,18.8890666667,10.0524,17.1106333333,7.04826666667,6.2784,7.68406666667,23.6672,7.80356666667
381.61,9.00586666666,18.9216,10.0338,17.1324,7.02966666667,6.25383333333,7.65746666667,23.6918,7.78273333333
381.97,8.98339999999,18.9538333333,10.0334666667,17.1818333333,7.04126666667,6.3095,7.68746666666,23.7437333333,7.7697
382.33,8.8805,18.934,9.97673333333,17.1742333333,6.97833333333,6.2667,7.61753333333,23.7639333333,7.6947
382.69,8.91046666666,19.0519333333,10.0772666667,17.2863666667,7.05373333333,6.34353333333,7.71286666667,23.8714,7.75906666667
383.05,8.89523333333,19.0462333333,10.0728666667,17.3234333333,7.08953333333,6.34656666667,7.74073333333,23.8545333333,7.7691
383.41,8.8394,19.0400666666,10.0039333333,17.3013333333,7.01706666667,6.27873333333,7.67206666667,23.8839333333,7.66833333333
383.77,8.83413333333,19.0644666667,10.0021333333,17.3019666667,7.00813333333,6.31086666667,7.6744,23.9108666667,7.6704
384.14,8.71573333333,19.0062666667,9.91053333334,17.2610333333,6.88593333333,6.1699,7.54313333333,23.8538,7.56333333333
384.50,8.64453333333,18.9942333333,9.90313333333,17.2789666667,6.81693333334,6.1025,7.472,23.901,7.47853333333
384.86,8.66393333334,19.0464,9.94473333335,17.3365666667,6.8546,6.0975,7.48626666667,24.0164,7.52416666667
385.22,8.72113333333,19.1846,10.0097333333,17.3981333333,6.91906666667,6.13333333333,7.51593333333,24.1134,7.56733333333
385.58,8.81230000001,19.3074,10.1172,17.5047,7.01146666667,6.23293333333,7.5986,24.2437333333,7.68106666667
385.94,8.84793333334,19.3927666667,10.1750666667,17.5982333333,7.0576,6.29223333333,7.6454,24.3335333333,7.70186666667
386.30,8.8886,19.4947,10.2440666667,17.6896333333,7.12826666667,6.31143333333,7.70233333334,24.4161333333,7.72016666667
386.66,8.96626666667,19.5521,10.3193333333,17.7812333333,7.15866666667,6.36946666667,7.74833333333,24.5054,7.75636666667
387.03,9.01516666667,19.6685666667,10.3902666667,17.8716666667,7.20173333334,6.38293333333,7.74673333333,24.6128666667,7.78436666667
387.39,8.98649999999,19.6956666667,10.4416666667,17.9061333333,7.18553333333,6.38466666667,7.73633333333,24.6298666667,7.78246666667
387.75,8.98146666666,19.7359666667,10.4593333333,17.9976333333,7.19673333333,6.3357,7.74033333333,24.6950666667,7.77356666667
388.11,9.02140000001,19.8234333333,10.532,18.0456333333,7.27,6.3963,7.82753333333,24.7778666667,7.80536666667
388.47,9.09273333333,19.9049666667,10.6324666666,18.1529333333,7.33786666667,6.48056666667,7.89053333334,24.8424,7.8697
388.83,9.1802,20.0408333333,10.7226666667,18.2822333333,7.4122,6.55413333333,7.96293333334,24.9256666667,7.92276666667
389.19,9.12046666666,20.0209,10.713,18.2997333333,7.36466666667,6.48453333333,7.9616,24.8891333333,7.8708
389.55,9.14679999999,20.0792,10.7398,18.3636,7.3876,6.4832,8.0266,24.975,7.88283333333
389.91,9.28720000001,20.2648666667,10.8850666667,18.5369666667,7.497,6.58433333333,8.1396,25.1391333333,8.0253
390.27,9.3604,20.2946333333,10.9187333333,18.5667666667,7.51926666667,6.6408,8.1864,25.1594666667,8.08746666667
390.63,9.33023333333,20.3159,10.8902,18.5591,7.48833333333,6.60063333333,8.178,25.17,8.06456666667
391.00,9.34706666666,20.3564,10.9456666667,18.6176,7.50086666666,6.68166666667,8.25626666667,25.2344,8.10016666667
391.36,9.37663333334,20.4543,10.963,18.6768666667,7.5472,6.70613333333,8.3116,25.285,8.14493333333
391.72,9.44266666666,20.5394333333,11.0128,18.7207666667,7.58406666667,6.76676666667,8.37886666667,25.3442666667,8.1762
392.08,9.45459999999,20.5712,11.0016666667,18.7437666667,7.54586666667,6.76436666667,8.36053333333,25.3906666667,8.14113333333
392.44,9.34646666666,20.5129333333,10.9078666667,18.6713666667,7.44233333333,6.65923333333,8.2852,25.3496666667,8.0631
392.80,9.2765,20.4643,10.8622,18.6255,7.4132,6.61446666667,8.24793333333,25.3585333333,8.01053333333
393.16,9.34409999999,20.5546,10.9217333333,18.6926666667,7.47066666667,6.6567,8.28746666667,25.4672666667,8.0713
393.52,9.31056666667,20.5417333333,10.8917333333,18.6881,7.4384,6.60613333333,8.21973333333,25.4343333333,8.02113333333
393.88,9.18266666667,20.4497333334,10.7811333334,18.5884,7.32633333333,6.4801,8.10173333333,25.3521333333,7.88923333333
394.24,9.13193333333,20.4637,10.7661333334,18.5931333333,7.28,6.40896666667,8.053,25.381,7.8158
394.60,9.12630000001,20.5404,10.7846,18.6393,7.2924,6.3995,8.0672,25.4262666667,7.82113333333
394.96,9.09716666666,20.5274333333,10.7462666667,18.6194666667,7.259,6.32476666667,8.01893333333,25.4298,7.7666
395.32,9.17059999999,20.5926333334,10.8402,18.7238,7.32346666666,6.42416666667,8.1068,25.538,7.83546666667
395.68,9.19230000001,20.6056666667,10.8794666667,18.7534666667,7.35266666667,6.44666666667,8.10846666667,25.5792,7.85293333333
396.04,9.21160000001,20.6469333333,10.9263333333,18.7987,7.3994,6.42273333333,8.11873333333,25.6024666667,7.86836666667
396.40,9.31043333333,20.7345666667,11.0049333333,18.8709333333,7.45113333333,6.48406666667,8.15673333333,25.6868666667,7.91156666666
396.76,9.31203333333,20.7474333333,11.0170666667,18.8840666667,7.40273333333,6.48946666667,8.16686666667,25.6873333333,7.89593333333
397.12,9.27516666666,20.7652,10.9885333333,18.8990666667,7.3702,6.4867,8.1406,25.7273333333,7.86736666667
397.48,9.26103333334,20.7935666667,11.0176,18.9521,7.34493333333,6.5197,8.15593333333,25.7557333333,7.84243333333
397.84,9.3855,20.9700333333,11.1772,19.0988333333,7.4754,6.64996666667,8.2994,25.935,7.99246666667
398.20,9.43549999999,21.0511,11.2692,19.1724,7.54753333333,6.73636666667,8.35926666667,26.0016666667,8.08553333334
398.56,9.41533333333,21.0393,11.2388666667,19.1663,7.5336,6.72533333333,8.31113333333,26.0070666667,8.07466666667
398.92,9.51239999999,21.1371666666,11.3526666667,19.2534333333,7.60353333333,6.80993333333,8.39773333333,26.0878,8.16396666667
399.28,9.54436666666,21.1864,11.3562,19.2883666667,7.63346666667,6.78813333333,8.39533333333,26.1273333333,8.20406666667
399.64,9.49556666667,21.2297,11.3243333333,19.2916333333,7.58766666667,6.7471,8.37573333333,26.1310666666,8.15203333333
400.00,9.48406666666,21.2802333333,11.3640666667,19.3497666667,7.58733333333,6.75556666667,8.39893333333,26.1979333333,8.18036666667
400.36,9.46430000001,21.3369333334,11.3879333333,19.4036666667,7.6066,6.76226666667,8.41066666667,26.2836,8.19366666667
400.72,9.49126666667,21.3842333333,11.4146666667,19.4841333333,7.642,6.7445,8.4036,26.3474,8.2007
401.08,9.51763333333,21.3954333333,11.4696666667,19.5311333333,7.66153333333,6.7673,8.4284,26.3794666667,8.21116666667
401.44,9.5448,21.4320666667,11.5006666667,19.5995,7.6912,6.7861,8.4834,26.4771333333,8.2469
401.80,9.40226666667,21.3106,11.3619333333,19.5097333333,7.5386,6.63616666667,8.34253333333,26.3684666667,8.0647
402.16,9.30246666667,21.2721333333,11.2686,19.4789666667,7.43066666667,6.52073333333,8.26006666667,26.3534,7.96983333333
402.52,9.31116666667,21.3316333333,11.3318666667,19.5831333333,7.45453333333,6.5406,8.29926666667,26.4415333333,7.9758
402.88,9.22846666667,21.3626666667,11.2672,19.6068666667,7.39966666667,6.44776666667,8.24626666667,26.4266,7.91003333333
403.24,9.10823333334,21.3002333333,11.1932,19.5253333333,7.2968,6.3277,8.10746666667,26.3589333333,7.76726666667
403.60,9.05653333333,21.2918666667,11.1552,19.5295,7.232,6.2633,8.0434,26.3669333334,7.7249
403.95,9.09286666667,21.3975333333,11.1862666667,19.5998666667,7.27366666667,6.3215,8.07653333333,26.4524,7.74226666667
404.31,9.0655,21.4005,11.1518,19.6071666667,7.26886666667,6.28806666667,8.07686666667,26.4288,7.72096666667
404.67,9.0752,21.517,11.2456,19.6812666667,7.31213333333,6.33533333333,8.14533333333,26.5115333333,7.75856666667
405.03,9.07906666666,21.5748,11.2642,19.7190666667,7.3386,6.3576,8.17093333333,26.5092666667,7.77856666667
405.39,9.05096666666,21.6027,11.272,19.6917666667,7.32733333333,6.32946666667,8.125,26.5274666667,7.7426
405.75,9.1101,21.6864,11.3542666667,19.7578666666,7.39793333333,6.39133333333,8.16793333333,26.5965333333,7.81906666667
406.11,9.20403333333,21.7958666667,11.4466666667,19.8539,7.49373333333,6.48623333333,8.24386666667,26.7197333333,7.87483333333
406.47,9.18456666666,21.8266666667,11.4118,19.8048,7.45453333333,6.4543,8.21566666667,26.6902,7.83513333333
406.83,9.17886666666,21.8454333333,11.4022666667,19.7958,7.45713333333,6.4463,8.1928,26.7275333333,7.82026666667
407.19,9.21589999999,21.9249333333,11.4502,19.8539,7.48593333333,6.47156666667,8.24586666667,26.7777333333,7.85796666667
407.55,9.22123333334,21.9458,11.475,19.8651666667,7.49813333333,6.47766666667,8.25286666667,26.7932666667,7.8631
407.90,9.18640000001,21.8803,11.433,19.8249666667,7.43813333333,6.4036,8.19846666667,26.7433333333,7.82503333333
408.26,9.17556666666,21.9121,11.4382666667,19.8287,7.40913333333,6.39076666667,8.18553333333,26.7284666667,7.8127
408.62,9.21756666666,21.9268,11.4248,19.8389666667,7.40066666667,6.3805,8.18166666667,26.7342666667,7.81816666667
408.98,9.24093333333,21.9736666667,11.4500666667,19.8680666667,7.41446666667,6.39033333333,8.17806666667,26.7859333333,7.8214
409.34,9.24849999999,22.0068333333,11.4199333333,19.8954666667,7.392,6.3643,8.1644,26.7824666667,7.81796666667
409.70,9.24176666667,22.0214666667,11.4072666667,19.9397666667,7.36926666667,6.3327,8.15626666667,26.8194,7.783
410.06,9.17436666667,21.9967666667,11.3912666667,19.9375,7.32213333333,6.28123333333,8.09393333333,26.7599333333,7.73253333333
410.42,9.17399999999,22.0099,11.3763333333,19.9771666667,7.33013333333,6.27263333333,8.08366666666,26.7776666667,7.74373333333
410.77,9.18619999999,22.0449666667,11.4164666667,20.0210666667,7.3444,6.28456666667,8.10993333333,26.8127333333,7.74543333333
411.13,9.18133333333,22.0897666667,11.4315333333,20.1050333333,7.3652,6.30176666667,8.1226,26.8715333333,7.7461
411.49,9.19623333333,22.1646333333,11.4567333333,20.1831666667,7.37946666667,6.31206666667,8.1422,26.9612,7.7471
411.85,9.15469999999,22.1787333333,11.4360666667,20.2069333333,7.36113333333,6.29353333333,8.13326666667,26.9602666667,7.70946666667
412.21,9.19296666667,22.2674666667,11.4762666667,20.2769,7.38253333333,6.3017,8.16046666667,27.0440666667,7.73553333333
412.57,9.17546666666,22.2964666667,11.477,20.3398,7.3916,6.2842,8.157,27.0908666667,7.7375
412.92,9.11616666667,22.2943666667,11.4472,20.3429,7.3106,6.2038,8.09746666667,27.0728666667,7.67666666667
413.28,9.11516666667,22.3499333333,11.4819333333,20.4023666667,7.32193333333,6.2021,8.1166,27.1335333333,7.6821
413.64,9.16993333334,22.4767333333,11.5565333333,20.5148333333,7.40406666667,6.27973333333,8.21326666667,27.2400666667,7.76543333333
414.00,9.17786666666,22.5176666666,11.5629333333,20.5536666667,7.43093333334,6.27903333333,8.25746666667,27.2975333333,7.8041
414.36,9.20403333334,22.572,11.655,20.6179,7.44453333333,6.31853333333,8.2976,27.3571333333,7.82153333333
414.72,9.20263333333,22.6102666667,11.6469333333,20.6610666667,7.43226666667,6.33983333333,8.30166666666,27.376,7.8165
415.07,9.20423333334,22.6122,11.6386666667,20.6733666667,7.4318,6.35076666667,8.30293333333,27.4041333333,7.80426666667
415.43,9.22950000001,22.6467333333,11.6708666667,20.7163666667,7.48366666667,6.38336666667,8.3532,27.4381333333,7.85756666667
415.79,9.29683333333,22.7393,11.7716666667,20.7958666667,7.54766666667,6.45166666667,8.42166666667,27.5153333333,7.92683333333
416.15,9.29313333334,22.7418333333,11.7816,20.8429,7.5416,6.45526666667,8.42606666667,27.5504666667,7.92036666667
416.51,9.2999,22.7728,11.8042,20.8484333333,7.54993333333,6.47896666667,8.42046666667,27.5954,7.93463333333
416.86,9.37270000001,22.8511333333,11.8651333333,20.9147333333,7.63013333333,6.5569,8.49693333333,27.6680666667,8.00243333333
417.22,9.35866666667,22.8364666667,11.8543333333,20.8960666667,7.6256,6.5562,8.4908,27.6362,7.98216666667
417.58,9.31276666666,22.8121666667,11.8142,20.8423,7.56366666667,6.49643333333,8.43226666667,27.5967333333,7.93393333333
417.94,9.32810000001,22.8594333333,11.8242,20.8750333333,7.56906666667,6.516,8.4302,27.6442,7.93843333333
418.29,9.30503333334,22.8608333333,11.7956,20.8871333333,7.5454,6.48493333333,8.39333333333,27.6468,7.91883333333
418.65,9.33093333333,22.8658666667,11.8266666667,20.9160666667,7.5586,6.49096666667,8.41946666667,27.7048666667,7.9574
419.01,9.32416666667,22.8660666667,11.8282666667,20.9098,7.539,6.4845,8.40193333333,27.6682666667,7.96363333333
419.37,9.33086666667,22.8865333333,11.8562666667,20.9358666667,7.5402,6.49556666667,8.41806666667,27.6783333333,7.97726666667
419.73,9.36086666666,22.9318333333,11.8649333333,20.9811666667,7.55693333333,6.51103333333,8.43,27.7164,7.99853333333
420.08,9.38313333333,22.9684,11.8827333333,21.0175666667,7.58306666667,6.52943333333,8.44326666667,27.7379333333,8.01833333333
420.44,9.39233333333,22.9733333333,11.8878,21.0441333333,7.59693333333,6.53496666667,8.45493333333,27.7251333333,8.0167
420.80,9.36526666667,22.9810666667,11.8745333333,21.0718,7.57493333333,6.50003333333,8.43993333333,27.7358,7.99416666667
421.16,9.38816666667,23.0359666667,11.8940666667,21.1438666667,7.59373333333,6.50826666667,8.46146666667,27.7816666667,8.0169
421.51,9.40346666667,23.0588666667,11.9192,21.1919666667,7.611,6.51736666667,8.47773333333,27.8134,8.02023333333
421.87,9.40190000001,23.0590666667,11.9162,21.2098333333,7.58973333333,6.48953333333,8.47846666667,27.7942,7.9971
422.23,9.40953333334,23.084,11.9265333333,21.2289,7.5994,6.48993333333,8.49646666667,27.8197333333,8.00606666667
422.58,9.41296666666,23.1425333333,11.9400666667,21.2730333333,7.62366666667,6.5022,8.4972,27.8397333333,8.01456666667
422.94,9.43636666667,23.2071,11.9662,21.3393666667,7.64713333333,6.5156,8.52446666667,27.9183333333,8.0357
423.30,9.46366666667,23.2576,11.9888666667,21.3943,7.676,6.5302,8.53833333334,27.9732666667,8.05116666667
423.66,9.46039999999,23.2859,11.9999333333,21.4274333333,7.67773333333,6.5162,8.5378,28.0,8.05253333333
424.01,9.44963333333,23.3095666667,12.0142,21.4541666667,7.6752,6.51636666667,8.534,28.0178,8.04343333333
424.37,9.41273333333,23.3218333333,11.9851333333,21.4575666667,7.642,6.47523333333,8.51326666667,28.0064,8.02246666667
424.73,9.43246666666,23.3554,12.0054666667,21.4872666667,7.66526666667,6.5068,8.5244,28.0534666667,8.0411
425.08,9.43036666667,23.3799666667,12.0154666667,21.4911,7.66086666667,6.52346666667,8.52013333333,28.0771333333,8.0334
425.44,9.44673333334,23.4303333333,12.0349333333,21.5357,7.6732,6.55776666667,8.5292,28.1092666667,8.0559
425.80,9.44813333333,23.4824333333,12.0590666667,21.5988666667,7.69806666667,6.58483333333,8.5422,28.1576666667,8.08256666666
426.16,9.47973333334,23.5525666667,12.0898666667,21.672,7.7336,6.6187,8.5696,28.2143333333,8.10566666667
426.51,9.49803333333,23.5983333333,12.1149333333,21.7448,7.74966666667,6.6289,8.59086666667,28.2513333333,8.11413333333
426.87,9.48839999999,23.6355,12.1289333333,21.7803,7.7462,6.6173,8.59406666667,28.2497333333,8.095
427.23,9.45670000001,23.6674666667,12.1079333333,21.8015,7.7166,6.5898,8.57433333333,28.2498,8.07646666667
427.58,9.43249999999,23.6602,12.0943333333,21.8096,7.69146666667,6.5867,8.569,28.2508666667,8.0347
427.94,9.42293333333,23.7062666667,12.1033333333,21.843,7.69,6.58086666667,8.57166666667,28.2827333333,8.03706666667
428.30,9.48949999999,23.8394,12.1929333333,21.9592333333,7.7446,6.66153333333,8.62793333333,28.4224,8.09676666667
428.65,9.5167,23.8965,12.22,22.0261,7.76953333333,6.69313333333,8.657,28.4582,8.12876666667
429.01,9.55126666667,23.9682333333,12.2832666667,22.1272333333,7.80266666667,6.70383333333,8.694,28.5060666667,8.16273333333
429.37,9.54723333333,24.0211666667,12.2896666667,22.1752333333,7.81493333333,6.6901,8.71086666667,28.5246666667,8.16363333333
429.72,9.6131,24.1153666667,12.3578666667,22.2568,7.85873333333,6.73956666667,8.76366666667,28.6208,8.2098
430.08,9.61283333333,24.1633,12.3899333333,22.2943,7.87146666667,6.743,8.77553333333,28.6638666667,8.20926666667
430.44,9.58456666666,24.1393333333,12.373,22.2636666667,7.8264,6.70116666667,8.73793333333,28.6359333333,8.18143333333
430.79,9.6077,24.1628333333,12.4146666667,22.3076666667,7.85946666667,6.7233,8.7642,28.6762,8.21773333333
431.15,9.63556666666,24.2090333333,12.4542,22.3735666667,7.87586666667,6.7569,8.78246666667,28.7121333333,8.22436666667
431.50,9.66883333334,24.2778,12.4969333333,22.4519,7.91326666667,6.78013333333,8.7986,28.7744,8.28216666667
431.86,9.69563333333,24.3086,12.5105333333,22.4903666667,7.92026666667,6.78546666667,8.827,28.8257333333,8.29223333333
432.22,9.65196666667,24.2548666667,12.4731333333,22.4749666667,7.8712,6.70943333333,8.7756,28.7857333333,8.23616666667
432.57,9.64173333333,24.2938,12.4956,22.5181,7.86253333333,6.67656666667,8.7764,28.7866,8.22046666667
432.93,9.59629999999,24.2954333333,12.4594666667,22.5218666667,7.83726666667,6.63566666667,8.743,28.7996,8.18953333333
433.29,9.6066,24.3008333333,12.4919333333,22.5585333333,7.85126666667,6.65196666667,8.74513333333,28.8448666667,8.20726666667
433.64,9.56923333333,24.2614,12.4626666667,22.5294,7.83473333333,6.62056666667,8.71106666667,28.8142,8.1772
434.00,9.56983333333,24.2762666667,12.4708666667,22.5770666667,7.82766666667,6.6258,8.70773333333,28.8445333333,8.1795
434.35,9.63383333333,24.3737333333,12.5588666667,22.6659,7.899,6.6944,8.7776,28.9428,8.23426666667
434.71,9.64709999999,24.4162,12.5617333333,22.7126333333,7.8992,6.6949,8.78553333333,29.0171333333,8.2358
435.07,9.63459999999,24.4192666667,12.5564666667,22.7207333333,7.89613333333,6.68583333333,8.78266666667,29.0343333333,8.22173333333
435.42,9.63373333333,24.4819333333,12.5762,22.7675666667,7.89473333333,6.6936,8.79066666667,29.0758,8.20273333333
435.78,9.6477,24.5322,12.6146,22.8282333333,7.9324,6.7172,8.79726666666,29.1051333333,8.2302
436.13,9.67726666666,24.5877666667,12.6451333333,22.8789333333,7.9676,6.74763333333,8.82286666667,29.1304,8.25203333333
436.49,9.6695,24.5869333333,12.6294,22.8803666667,7.9608,6.75606666667,8.81053333333,29.1397333333,8.23373333333
436.84,9.70603333333,24.6187333334,12.651,22.9190666667,7.98673333333,6.7816,8.83893333333,29.1750666667,8.27476666667
437.20,9.70886666667,24.6859,12.6423333333,22.9459666667,7.97826666667,6.76033333333,8.8398,29.1938666667,8.26736666667
437.56,9.74853333334,24.7730666667,12.689,23.0251,8.0134,6.7988,8.889,29.2630666667,8.31693333333
437.91,9.7777,24.8211333333,12.718,23.0592666667,8.04673333333,6.81823333333,8.89953333333,29.2568666667,8.3457
438.27,9.73759999999,24.7991666667,12.6754666666,23.0541333333,8.01793333333,6.77233333333,8.86133333333,29.2372666667,8.32703333334
438.62,9.71583333333,24.8105666667,12.6597333333,23.0547666667,8.0044,6.7645,8.8298,29.2098666667,8.31946666667
438.98,9.71373333333,24.8401,12.6710666667,23.0908333333,8.00453333333,6.74516666667,8.81566666667,29.2196666667,8.3188
439.33,9.72113333334,24.8384,12.6576666667,23.0987333333,8.01326666667,6.7377,8.82146666666,29.2126666667,8.3271
439.69,9.71466666666,24.8274333333,12.6426666667,23.1012666667,7.99873333333,6.71733333333,8.8098,29.203,8.30923333333
440.04,9.72046666667,24.8631,12.6524,23.1416666667,8.00566666667,6.72556666667,8.81586666667,29.2512,8.32813333333
440.40,9.73866666666,24.9186,12.6761333333,23.2028666667,8.01753333333,6.71773333333,8.8264,29.302,8.3545
440.75,9.76086666667,24.9727,12.708,23.2585333333,8.03533333333,6.73823333333,8.84473333333,29.3468,8.36473333333
441.11,9.76023333333,24.9647666667,12.7108,23.2720333333,8.0354,6.74343333333,8.8342,29.3566666666,8.36926666667
441.47,9.76826666666,24.9856333333,12.7193333333,23.3066666667,8.02713333333,6.72543333333,8.82613333333,29.3931333333,8.35836666667
441.82,9.75473333334,24.9763666667,12.7226666667,23.3285666667,8.01546666667,6.7105,8.8308,29.4067333333,8.3489
