wavelength,Back_TanParm,Belly_TanParm,Breast_TanParm,Crissum_TanParm,Crown_TanParm,DorTail_TanParm,Patch10_TanParm,Patch11_TanParm,Patch12_TanParm,Patch13_TanParm,Rump_TanParm,Throat_TanParm,WingTip_TanParm
595.15,8.4112,42.3081333333,52.6054666667,26.7988,50.5374,12.5918666667,22.4034,85.4016,9.7498,56.2588,86.0226,8.84260000001,11.9270020202
595.49,8.46240000001,42.3217333334,52.5446,26.8606666667,50.6382,12.6309333333,22.3959333333,85.2985333333,9.83433333333,56.2098,85.8636,8.88893333333,11.9766747475
595.82,8.49693333334,42.3782,52.5198,26.9662,50.7412,12.6536666667,22.3622,85.2040666667,9.91966666665,56.1403333334,85.7244666666,8.92113333333,12.0242909091
596.16,8.47313333334,42.3200666667,52.3946666667,26.9703333333,50.7418666667,12.6318,22.2743333333,84.9966666667,9.96360000001,55.9931333333,85.4708,8.92566666667,12.0139151515
596.50,8.46539999999,42.2492666667,52.2130666667,26.9504,50.7588,12.6156666667,22.1944666667,84.7702666666,10.0058,55.8194666667,85.168,8.92513333334,12.0044484849
596.83,8.45753333333,42.2494666667,52.1688,26.981,50.8277333334,12.6164,22.1581333333,84.6892,10.0372666667,55.7442666667,85.0464666667,8.93493333334,12.0111878788
597.17,8.43613333334,42.1874,52.0604,26.9462666667,50.811,12.5814666667,22.0578,84.5086,10.0567333333,55.5786666667,84.7884666667,8.91373333333,11.9934646465
597.51,8.38966666666,42.1623333333,51.9579333333,26.9636,50.8482,12.5277333333,21.9655333333,84.3927333333,10.0646666667,55.4605333333,84.6231999999,8.88486666666,11.9554383838
597.84,8.37953333333,42.173,51.8924,26.9954,50.9141333333,12.5116666667,21.9044,84.2723333333,10.1170666667,55.3178,84.4254666666,8.88806666667,11.988559596
598.18,8.37826666667,42.1638,51.7996,27.019,50.9107333333,12.4884,21.8258666667,84.0943333333,10.1801333333,55.1532,84.2178,8.88886666667,12.0090787879
598.52,8.38186666667,42.1116,51.6809333334,27.0554666667,50.9222,12.4536666667,21.7490666667,83.8982666667,10.2292,54.9592,83.9646666667,8.8838,11.9920606061
598.85,8.36153333333,41.9777333333,51.5162,27.0325333333,50.908,12.4105333333,21.6291333333,83.6721333333,10.2476,54.7186666667,83.6406000001,8.86526666666,11.9652929293
599.19,8.33873333333,41.9678,51.4572,27.0879333333,50.9700666667,12.4002666667,21.558,83.5329333333,10.3144666667,54.5586,83.4473333333,8.84626666667,11.9699535354
599.53,8.31586666667,41.9229333333,51.4143333333,27.1128,51.0662,12.3653333333,21.5169333333,83.481,10.3326,54.4463333333,83.2865999999,8.82279999999,11.9385292929
599.86,8.30873333334,41.8315333333,51.254,27.1322666667,51.1446666667,12.3202,21.423,83.3116,10.3544,54.2454,83.0359333333,8.79846666667,11.9350888889
600.20,8.30266666667,41.7873333333,51.1683333334,27.2046666667,51.1909333333,12.3118,21.3786,83.108,10.4124666667,54.1120666667,82.8007333333,8.80313333333,11.947979798
600.53,8.2832,41.748,51.0742,27.2452666667,51.2356,12.2588666667,21.2978666667,82.9172,10.4546,53.9514,82.541,8.77926666667,11.9323717172
600.87,8.27960000001,41.6973333333,50.9614666667,27.2583333333,51.2695333333,12.2334,21.2456666666,82.6940666667,10.4702666667,53.7773333333,82.2942666667,8.77366666667,11.9246929293
601.21,8.2912,41.6929333333,50.9358666667,27.3344666667,51.3519333333,12.2546666667,21.2089333334,82.5871333333,10.5005333333,53.7119333333,82.1602,8.77206666667,11.9419212121
601.54,8.33499999999,41.7268,50.8822,27.4184,51.4456,12.2840666667,21.1943333333,82.4649333333,10.5858666667,53.6702,81.9991333333,8.79706666667,11.9723111111
601.88,8.34273333333,41.7022666667,50.8616666667,27.4768666667,51.5598666667,12.3066666667,21.1528666667,82.3719333333,10.5871333333,53.6091333333,81.8263333334,8.80153333334,11.9691676768
602.21,8.28313333333,41.6352,50.7380666667,27.4244,51.562,12.2657333333,21.0313333333,82.1938,10.536,53.5090666667,81.6255333334,8.74166666666,11.9204646465
602.55,8.25993333334,41.6055333333,50.6660666666,27.4390666667,51.5838,12.231,20.9602,81.9968666667,10.5338,53.3764666667,81.4144666667,8.72313333333,11.8939494949
602.88,8.29166666667,41.5974,50.6310666667,27.4696,51.6504666667,12.2467333333,20.9354,81.8814,10.5802666667,53.2918,81.2568000001,8.76653333333,11.9260707071
603.22,8.26966666667,41.5324,50.5479333333,27.4863333333,51.6338666667,12.2336666667,20.8531333333,81.6464666667,10.6058666667,53.1525333333,80.9902,8.74620000001,11.9344565657
603.56,8.29493333334,41.5173333333,50.4341333333,27.5042666666,51.5678666667,12.2527333333,20.8118666667,81.4167333333,10.6526666667,52.9756,80.6908666666,8.76306666666,11.9503555556
603.89,8.31246666667,41.5531333333,50.4531333333,27.5753333333,51.6520666667,12.2651333333,20.7812666667,81.3826,10.7054,52.9095333333,80.6032000001,8.75779999999,11.9675777778
604.23,8.35439999999,41.5848,50.4368666667,27.6151333333,51.7171333334,12.314,20.7612666667,81.3408,10.7832,52.842,80.4750666666,8.80419999999,12.008549495
604.56,8.36346666667,41.6109333333,50.4248,27.6622666667,51.8068666667,12.3268,20.7158666667,81.3282666667,10.8384,52.7765333333,80.4082,8.83186666667,12.0231353535
604.90,8.32199999999,41.5305333333,50.2777333333,27.5946666667,51.7982,12.2720666667,20.5933333333,81.1701333333,10.8361333334,52.609,80.1978,8.79806666667,11.9961010101
605.23,8.29166666667,41.4683333334,50.1703333333,27.5878666667,51.7986666667,12.2556666667,20.4858,81.0284666667,10.8493333333,52.4598,79.9999999999,8.78899999999,11.9819939394
605.57,8.31313333333,41.4842,50.0797333333,27.6243333333,51.8406,12.2584666667,20.4178,80.8895333333,10.9215333333,52.3132666667,79.8099999999,8.81753333333,12.0149717172
605.90,8.32666666667,41.5378,50.0652666667,27.6929333333,51.9306,12.2458666667,20.3585333333,80.8342666667,10.9816,52.2151333333,79.6348666667,8.83233333333,12.0336222222
606.24,8.31746666667,41.5565333333,49.9966666667,27.7289333333,51.9716,12.2396,20.2915333333,80.7231333333,11.0473333333,52.0952,79.4808666667,8.83933333334,12.0565474747
606.58,8.30153333334,41.5346,49.9059333333,27.7632666667,51.9674,12.2194666667,20.2151333333,80.5715333333,11.0964,51.9260666667,79.2348666666,8.82506666667,12.0619151515
606.91,8.28846666666,41.5080666667,49.7855333333,27.7784666666,52.0193333333,12.1716,20.1175333333,80.4454666667,11.1126,51.7880666667,79.0470666667,8.80726666667,12.0361313131
607.25,8.28266666667,41.5095333333,49.7421333333,27.8148666667,52.1054,12.175,20.0521333333,80.364,11.1750666667,51.7274666667,78.9400666666,8.80999999999,12.0539393939
607.58,8.25179999999,41.45,49.6427333333,27.8108,52.0815333333,12.1444666667,19.9574,80.1904666667,11.1649333333,51.5898666667,78.7219333333,8.80280000001,12.0526363636
607.92,8.19293333334,41.2841333333,49.4578,27.748,51.9624,12.0505333333,19.8072666667,79.8498666667,11.138,51.2973333333,78.4004666667,8.71473333334,11.9930828283
608.25,8.18406666667,41.1489333333,49.2681333333,27.7592666667,51.8656666667,12.0110666667,19.7105333333,79.5278,11.2002,51.1032,78.0791333334,8.67906666667,11.9836909091
608.59,8.20773333333,41.1106666667,49.1753333333,27.8341333333,51.8344,12.0317333333,19.6918666667,79.3454,11.3046,50.9733333333,77.8479333333,8.70740000001,12.023959596
608.92,8.17566666666,41.0141333333,48.9990666667,27.7844666667,51.7424666667,11.971,19.6042,79.0394,11.3662666667,50.7519333333,77.5825999999,8.6824,12.0004545454
609.26,8.1142,40.8981333333,48.8437333333,27.7525333333,51.6479333333,11.9098666667,19.4984,78.8166666667,11.4158666667,50.5602666667,77.3287999999,8.63953333333,11.9504989899
609.59,8.14540000001,40.7906666666,48.6730666667,27.7562,51.5729333333,11.9274,19.4664,78.5346666667,11.5445333333,50.3298666667,77.0896666666,8.67453333334,11.9847757576
609.93,8.20126666666,40.7612,48.5752,27.8065333333,51.5568666667,11.9729333333,19.4384666667,78.3223333334,11.6847333333,50.1688,76.8764666666,8.71440000001,12.0281090909
610.26,8.21940000001,40.7019333333,48.4348666667,27.8004666667,51.5249333333,11.9564,19.369,78.0612666667,11.7722,50.015,76.6425999999,8.74113333334,12.0366565657
610.60,8.27673333334,40.6458666667,48.2737333333,27.8056666667,51.4413333333,11.9991333333,19.3379333333,77.7508,11.9263333333,49.8115333333,76.3383333333,8.80873333334,12.0833070707
610.93,8.28479999999,40.6232666667,48.2123333333,27.8607333333,51.4693333333,11.9678666667,19.2893333333,77.5901333333,12.0058,49.6888,76.1726666667,8.82259999999,12.0934808081
611.27,8.30093333333,40.6477333333,48.1160666667,27.9092666667,51.5225333333,11.9834,19.2624,77.4491333333,12.153,49.5518,75.9995333333,8.84706666667,12.1207838384
611.60,8.334,40.6407333333,48.0016,27.9567333333,51.5365333333,12.0242,19.2095333333,77.3325333333,12.2696666667,49.4728,75.8064666667,8.88746666666,12.1532727273
611.93,8.37106666666,40.7371333333,47.9801333334,28.013,51.6242666667,12.0843333333,19.1976,77.2754,12.384,49.3750666667,75.6175333334,8.96099999999,12.240149495
612.27,8.38019999999,40.7105333333,47.8927333333,28.0051333333,51.6035333333,12.0723333333,19.1231333333,77.0193333333,12.4422666667,49.1878,75.3237333333,8.9482,12.2387272727
612.60,8.44373333334,40.802,47.9002,28.1256666667,51.7334,12.1415333333,19.1421333333,77.0156,12.5168666667,49.1631333333,75.2127333333,8.98906666667,12.2963636364
612.94,8.4708,40.9098,47.926,28.1812,51.8510666667,12.1662,19.1455333333,76.9974666667,12.5544666667,49.1544,75.1433333333,8.99766666667,12.3372363636
613.27,8.47693333333,41.0208666667,47.965,28.2487333333,51.9684,12.1826,19.1138666667,77.0284,12.589,49.1777333333,75.0945333333,9.01213333334,12.3550060606
613.61,8.41733333333,40.9964666667,47.9423333333,28.2612,52.0708666667,12.1301333333,19.053,77.0369333333,12.532,49.1012,74.9736666667,8.96633333334,12.3101151515
613.94,8.41720000001,41.0472666667,47.9430666666,28.324,52.1824,12.1454,19.0394666667,76.9997333333,12.5203333333,49.0537333333,74.8685333333,8.95246666666,12.3428121212
614.28,8.39833333333,41.0946666667,47.9716666667,28.4002666667,52.2702666667,12.1418666667,19.0028666667,76.9759333333,12.5045333333,48.9869333333,74.7897333333,8.93179999999,12.3456888889
614.61,8.40173333334,41.1086666667,47.9742,28.4405333333,52.3076,12.1614,18.9808666667,76.8813333333,12.5238,48.8955333333,74.6376000001,8.91246666666,12.3407151515
614.94,8.39906666667,41.0748666667,47.9099333333,28.4394,52.3262666667,12.1399333333,18.9106666667,76.7494666667,12.4716,48.8076,74.4995333334,8.89600000001,12.3397171717
615.28,8.44526666667,41.1958,47.9980666667,28.5698,52.5048666667,12.1926,18.9757333333,76.6892,12.5350666667,48.8016666667,74.4335333333,8.97686666666,12.4196505051
615.61,8.44980000001,41.1313333333,47.9296,28.5982,52.4860666667,12.1982,18.9308,76.5571333333,12.5387333334,48.7175333333,74.3024000001,8.97106666666,12.3855979798
615.95,8.49313333333,41.1952,47.9709333333,28.6982666667,52.6091333333,12.2492666667,18.9724,76.5549333333,12.5567333333,48.7226,74.3148666667,9.0538,12.4295434343
616.28,8.49253333334,41.1695333333,47.9621333333,28.7006,52.6286,12.2262,18.9411333334,76.415,12.5232,48.6325333333,74.1475333333,9.05986666666,12.4294282828
616.61,8.50213333334,41.0589333333,47.8268666667,28.7196,52.5502,12.2224,18.8625333333,76.1576666667,12.5122,48.4444666667,73.8430666667,9.06793333334,12.4276727273
616.95,8.46679999999,40.8698666667,47.6587333333,28.6578666667,52.4222,12.1768666667,18.7808,75.8124666667,12.4688,48.2492666667,73.4932666667,9.03513333334,12.3877191919
617.28,8.50580000001,40.9002666667,47.6592666667,28.7388666667,52.4676666667,12.2006,18.7743333333,75.7427333333,12.5058,48.2158666667,73.3955333333,9.07993333333,12.444220202
617.62,8.4862,40.8076,47.5539333333,28.7388666667,52.3855333333,12.1796666667,18.6777333333,75.5309333333,12.5082,48.0802,73.1868,9.06106666666,12.4132
617.95,8.51473333334,40.8247333333,47.5114666667,28.7475333333,52.4475333333,12.1518666667,18.6579333333,75.4652666667,12.5438,48.0508,73.0825333333,9.06626666667,12.4493151515
618.28,8.48120000001,40.7826,47.4056666666,28.7076666667,52.3725333333,12.1126,18.5795333333,75.2805333333,12.5341333333,47.8856,72.9015333333,9.04233333334,12.442769697
618.62,8.49106666668,40.7912666667,47.4064666667,28.7370666667,52.3959333333,12.1330666667,18.5423333333,75.1650666667,12.5763333333,47.8308,72.7260666667,9.05726666666,12.4438929293
618.95,8.43393333333,40.7385333333,47.2845333333,28.7224,52.3518666667,12.0575333333,18.4529333333,75.0334666667,12.5227333333,47.7057333333,72.5656666666,8.97573333333,12.4027393939
619.28,8.42713333333,40.7363333333,47.2417333333,28.7368666667,52.3856,12.0260666667,18.4022666667,74.9004666667,12.5450666666,47.6284,72.4452666666,8.94313333333,12.3930121212
619.62,8.37919999999,40.6644666667,47.0628,28.7018666667,52.3131333333,11.962,18.2730666667,74.682,12.5384,47.454,72.1520000001,8.89346666666,12.3600787879
619.95,8.40466666666,40.69,46.9744,28.764,52.3,11.9832666667,18.2605333333,74.5804,12.5898666667,47.3869333333,71.9985999999,8.9016,12.3737818182
620.28,8.41506666666,40.7290666667,46.9885333333,28.8139333333,52.3598,12.0047333333,18.2802666667,74.5432666666,12.6376,47.3761333333,71.9912666667,8.91033333333,12.3971434343
620.62,8.39846666667,40.7909333333,47.0188,28.8998666667,52.4689333333,11.9971333333,18.2380666667,74.5896666667,12.6435333333,47.3344,71.9911333333,8.88646666667,12.3901939394
620.95,8.33393333333,40.7646,46.8672,28.8572666667,52.3842,11.929,18.1318,74.3688,12.6066666667,47.1735333333,71.7661333334,8.82399999999,12.3400606061
621.28,8.31366666667,40.7459333334,46.7688,28.8273333333,52.3862,11.8968666667,18.0790666667,74.2588666667,12.5993333333,47.0238666667,71.5551333334,8.783,12.3044929293
621.62,8.30886666666,40.7744,46.7402666667,28.9115333333,52.4246666667,11.9278,18.055,74.2089333333,12.609,47.0056,71.5112000001,8.79913333333,12.3051171717
621.95,8.31626666666,40.7322,46.6618666667,29.0023333333,52.4944666667,11.925,18.0116,74.1204,12.6151333333,46.9528666667,71.3815333334,8.79579999999,12.3086424242
622.28,8.30646666667,40.7355333333,46.5744,29.0596,52.5079333333,11.873,17.9525333333,74.0987333333,12.6107333333,46.9060666666,71.3150666667,8.74646666666,12.296020202
622.62,8.32753333333,40.8085333333,46.6189333333,29.1196666667,52.5632666667,11.8986666667,17.9338,74.0901333333,12.6650666667,46.8871333333,71.2864,8.75893333334,12.3208828283
622.95,8.29953333333,40.8166666667,46.6032,29.1051333334,52.5889333334,11.8299333333,17.8640666667,74.0624666667,12.6015333333,46.7646666667,71.1703333333,8.69666666666,12.2888848485
623.28,8.24946666666,40.7928666667,46.6063333333,29.0846,52.6321333333,11.7972666667,17.8287333333,74.0416666667,12.5465333333,46.682,71.0837333334,8.61346666666,12.2515292929
623.62,8.1174,40.7784,46.631,29.0721333333,52.6568666667,11.6932,17.7046,74.0733333333,12.4622,46.6311333333,71.0548,8.50119999999,12.1834747475
623.95,8.07793333333,40.7824666667,46.6006666666,29.086,52.6826,11.6508666667,17.6368,74.0402,12.4349333333,46.5768,70.9622000001,8.46706666667,12.1660444444
624.28,8.07926666666,40.8468666667,46.5882666667,29.1539333333,52.7209333333,11.6728,17.6342,74.0196,12.4235333333,46.5563333334,70.8870000001,8.47146666667,12.1940868687
624.62,8.07626666666,40.8892,46.6263333334,29.2182,52.7888,11.678,17.5999333333,74.0774,12.4252,46.5733333333,70.9069333333,8.456,12.1885151515
624.95,8.07006666667,40.9096666667,46.5996,29.2749333333,52.7868,11.6614666667,17.5772666667,74.0057333333,12.4313333333,46.5306666667,70.8522666667,8.4592,12.1997676768
625.28,8.07046666667,40.8488,46.537,29.2846,52.7359333333,11.6624666667,17.5331333333,73.851,12.4283333333,46.3781333333,70.6251999999,8.46206666667,12.1985757576
625.61,8.05193333333,40.7877333333,46.4424,29.2299333333,52.6578,11.6206666667,17.4802,73.7110666667,12.3732666667,46.2663333333,70.4132,8.44673333333,12.180630303
625.95,8.04633333334,40.7786,46.4372,29.218,52.628,11.6180666667,17.4476,73.5834,12.3935333333,46.1318666667,70.2697333333,8.44146666666,12.1964585859
626.28,8.01060000001,40.7071333333,46.3888666667,29.2084,52.6179333333,11.6011333333,17.3976,73.4781333333,12.3631333333,46.0109333333,70.1143333333,8.42233333333,12.1650949495
626.61,7.98499999999,40.6342666667,46.2838666667,29.232,52.5292,11.6021333333,17.3478666667,73.3098666667,12.3708,45.9332,69.9534666667,8.44493333333,12.1791737374
626.94,8.00573333333,40.6853333333,46.2273333333,29.2822666667,52.5016,11.5886666667,17.32,73.2328666667,12.4202,45.8942666667,69.8436666667,8.48440000001,12.2063838384
627.28,8.0778,40.6960666667,46.1348666667,29.3040666667,52.4834,11.6517333333,17.3092666667,73.0657333333,12.4730666667,45.7915333333,69.6382666667,8.54080000001,12.2514060606
627.61,8.11053333333,40.7048666667,46.0776666667,29.3794666667,52.5077333333,11.6732666667,17.3206,73.0074,12.5352666667,45.7171333333,69.5193333333,8.57906666667,12.2872242424
627.94,8.09800000001,40.6266,45.9521333333,29.3813333333,52.4572,11.6167333333,17.2328,72.8306666666,12.5694666667,45.5682,69.3246666666,8.54726666667,12.2711535354
628.27,8.11380000001,40.5115333333,45.7876666667,29.3282,52.3384,11.6058666667,17.1675333333,72.5418666667,12.6079333333,45.3651333333,69.0194,8.54053333333,12.2717878788
628.61,8.10106666667,40.4256,45.7154666667,29.3416,52.2960666667,11.5819333333,17.1003333333,72.4046,12.6328666667,45.2644,68.8621333334,8.5174,12.2669939394
628.94,8.07626666667,40.4642,45.692,29.3719333333,52.3294,11.5498,17.0318666667,72.3625333333,12.6733333333,45.2263333333,68.8152666667,8.48266666667,12.2681212121
629.27,8.11693333333,40.5308666667,45.7080666667,29.4677333333,52.4244,11.6020666667,17.0426666666,72.373,12.7884,45.2187333333,68.8226,8.51846666667,12.3036121212
629.60,8.11853333333,40.4396,45.5391333333,29.4582666667,52.3350666667,11.5722666667,17.0052666666,72.1799333333,12.7660666667,45.0723333333,68.5744,8.52680000001,12.2675757576
629.94,8.14146666666,40.3585333334,45.349,29.4819333333,52.2288666667,11.5602666667,16.9492666667,71.9038666667,12.7997333333,44.9472,68.2996,8.54880000001,12.2600808081
630.27,8.1838,40.3997333333,45.3274666667,29.5554,52.2933333333,11.5638666667,16.9334,71.8486,12.8507333333,44.8843333334,68.1909333333,8.57040000001,12.2777777778
630.60,8.21073333334,40.3531333333,45.3241333333,29.6042,52.3555333333,11.6026666667,16.9228666667,71.7459333333,12.889,44.8592,68.1214666667,8.58486666666,12.2923979798
630.93,8.18220000001,40.2806666667,45.2594666667,29.6348,52.3435333333,11.5529333333,16.8582666667,71.6198666667,12.906,44.7647333333,68.0013333333,8.56,12.2497919192
631.26,8.06066666667,40.137,45.0482,29.4808666667,52.1733333333,11.4202,16.6638666667,71.2938666667,12.7812666667,44.5222666667,67.6924,8.44320000001,12.1223373737
631.60,8.03039999999,40.236,45.0731333333,29.4698666667,52.2182,11.4097333333,16.6244666667,71.3533333333,12.7612,44.5177333333,67.6631333333,8.4522,12.1050888889
631.93,8.004,40.2915333333,45.0775333333,29.5297333333,52.2471333333,11.4082,16.6277333333,71.3284,12.7545333333,44.476,67.5854666667,8.45479999999,12.099569697
632.26,7.998,40.3596666667,45.0936666667,29.5779333333,52.3294,11.4262,16.5946,71.3384,12.7518,44.4195333333,67.5323333333,8.4772,12.0864848485
632.59,7.94026666667,40.2858,44.962,29.4886666667,52.2507333333,11.3704666667,16.5095333333,71.1614666667,12.6878666667,44.2397333333,67.2704,8.43413333334,12.0448343434
632.92,7.95853333334,40.3568666667,44.9675333333,29.5422666667,52.2974666667,11.3945333333,16.506,71.1452666667,12.7186,44.2295333333,67.2021333333,8.44633333333,12.0849717172
633.26,7.94566666667,40.3696,44.9692,29.5972,52.349,11.4032,16.4603333333,71.1182,12.7402,44.2148,67.1623333333,8.43326666666,12.1088727273
633.59,7.92406666667,40.4563333333,45.0372,29.6654666667,52.4399333333,11.406,16.4692,71.197,12.7346666667,44.2211333333,67.2464666667,8.41700000001,12.1441111111
633.92,7.99946666667,40.4868666667,45.0682666666,29.7293333333,52.4797333333,11.4986666667,16.4874666667,71.117,12.8084,44.2089333333,67.1775333333,8.44806666667,12.2074424243
634.25,8.06853333334,40.5642666667,45.0687333333,29.8307333333,52.4692666667,11.5513333333,16.5166,71.0737333333,12.8784,44.1602,67.0779333333,8.50986666667,12.2931777778
634.58,8.07353333333,40.6198,45.0591333333,29.8756,52.4702,11.5524,16.5139333333,71.0268,12.8608,44.0907333333,67.0020666667,8.52333333333,12.3612464646
634.91,8.22253333333,40.7778666667,45.1984,30.0824666667,52.6348,11.6834,16.62,71.1748,13.0124,44.2100666667,67.1125333333,8.60333333333,12.5047232323
635.25,8.33546666667,40.7826,45.1919333333,30.2038666667,52.638,11.7913333333,16.6929333333,70.9842666667,13.132,44.1537333333,66.9761333333,8.70066666666,12.6012262626
635.58,8.39759999999,40.8773333333,45.2632666667,30.3251333333,52.773,11.8398666667,16.6966666667,71.0335333333,13.1972,44.2151333333,66.9851333333,8.77353333333,12.671969697
635.91,8.4464,40.9386666667,45.2566,30.3773333333,52.7857333333,11.8654666667,16.7052,71.0039333333,13.2468,44.2256,66.9042,8.80653333333,12.7266525252
636.24,8.5168,41.0173333333,45.3631333333,30.5386666667,52.8900666667,11.9125333333,16.7480666667,71.1040666667,13.3156,44.3084666667,66.9964666667,8.85253333334,12.7639555556
636.57,8.55460000001,41.0766666666,45.3588,30.5698666667,52.8498,11.9170666667,16.7234,70.984,13.3712666667,44.2615333333,66.8991333333,8.90280000001,12.7743070707
636.90,8.66033333334,41.1432666667,45.3938,30.6419333333,52.8958,11.9890666667,16.7688,70.9576666667,13.4708,44.2876,66.8607333333,8.99546666666,12.8581454545
637.23,8.6744,41.1295333333,45.3285333333,30.6055333333,52.8952666667,11.9703333333,16.7046666667,70.9056666667,13.4954,44.2728666667,66.7142,9.01,12.8199252525
637.56,8.56819999999,41.1124666667,45.2593333333,30.5679333333,52.871,11.8691333333,16.6444666667,70.8674,13.414,44.1478666667,66.5590666667,8.97446666668,12.7493474747
637.90,8.53193333333,41.1549333333,45.2959333333,30.6007333333,52.9442,11.818,16.6063333333,70.9558,13.4232,44.1699333333,66.5634,8.93833333333,12.7173373737
638.23,8.53166666667,41.1574,45.2242666667,30.6365333333,52.9342666667,11.8108666667,16.5956666667,70.8978666667,13.5068,44.1240666667,66.451,8.92553333333,12.6717050505
638.56,8.62486666667,41.1624,45.2682,30.682,52.9658,11.8705333333,16.6513333333,70.8719333333,13.6032,44.0584,66.3336,9.01913333333,12.7350505051
638.89,8.57493333333,41.0693333333,45.1471333333,30.6364666667,52.887,11.8191333333,16.555,70.7123333333,13.566,43.9859333333,66.1591333333,8.98106666667,12.6959353535
639.22,8.62640000001,40.9912,45.0488,30.6369333333,52.7674666667,11.8582,16.5635333333,70.5289333333,13.6188,43.8803333333,65.9858666667,8.99999999999,12.723989899
639.55,8.60819999999,40.9892666667,44.9718,30.6426666666,52.7688,11.8147333333,16.5128666667,70.4455333333,13.5870666667,43.7991333333,65.8537333333,8.96473333333,12.7206565656
639.88,8.54186666667,40.9471333333,44.8704,30.5756666667,52.7316666667,11.7512,16.4380666667,70.2986666667,13.5297333333,43.6414666667,65.6767333333,8.904,12.676220202
640.21,8.45286666666,40.9060666666,44.7914666667,30.5486,52.7395333333,11.6969333333,16.3587333334,70.2792,13.4436666667,43.5596,65.5858666667,8.81913333333,12.6231474748
640.54,8.36813333333,40.9320666667,44.7750666667,30.5804666666,52.7221333333,11.6655333333,16.3100666667,70.2262,13.4243333333,43.4170666667,65.4744666667,8.76226666666,12.5915171717
640.87,8.405,40.9973333333,44.7950666667,30.6845333333,52.7569333334,11.721,16.3261333333,70.1985333333,13.5076,43.3672666667,65.4408666667,8.80526666667,12.669440404
641.20,8.4704,41.0690666667,44.8414666667,30.7996,52.8114,11.7970666667,16.3280666667,70.2409333333,13.6059333333,43.4592,65.4866,8.84006666666,12.7377393939
641.53,8.53033333334,41.1000666667,44.7552,30.829,52.7757333333,11.8768666667,16.3350666667,70.0994,13.6376666667,43.3460666667,65.3654666667,8.89106666667,12.797189899
641.87,8.63826666667,41.1874666667,44.8822666667,30.9223333333,52.8852666667,11.9886666667,16.3837333333,70.1971333333,13.7153333333,43.4182666667,65.4774666667,8.99253333333,12.9130060606
642.20,8.48233333333,41.1694666666,44.7806,30.8996,52.8164,11.8870666667,16.2220666667,70.0696666667,13.5944666667,43.3888,65.3803333333,8.8972,12.793830303
642.53,8.51886666667,41.3406,44.8528666667,30.9728,52.9327333333,11.8953333333,16.2502,70.1759333333,13.6358,43.4033333333,65.4392666667,8.90626666666,12.8328606061
642.86,8.473,41.4651333333,44.9472666667,31.0226,53.1106,11.8614666667,16.2236666667,70.2870666667,13.6324666667,43.4693333333,65.4656,8.90199999999,12.8327131313
643.19,8.5562,41.4686666667,45.0215333333,31.1314666666,53.1192666667,11.9574,16.2727333333,70.2360666667,13.7340666667,43.4644666667,65.4217333333,8.98506666667,12.9065979798
643.52,8.69786666667,41.5820666667,45.0888666667,31.2976666667,53.2077333333,12.0792666667,16.3303333333,70.269,13.9122,43.5344,65.3852,9.12079999999,13.050250505
643.85,8.78673333333,41.6196,45.1269333333,31.4044,53.2529333333,12.1552,16.3740666667,70.236,14.0392,43.5062,65.3339333333,9.2108,13.154
644.18,8.88046666666,41.6965333333,45.2092,31.5455333333,53.3986666667,12.2494666667,16.4287333333,70.2781333333,14.1422,43.6507333333,65.3812666667,9.28053333333,13.243820202
644.51,8.92400000001,41.7728,45.2050666667,31.6154666667,53.3734666667,12.2830666667,16.4510666667,70.2168,14.155,43.6304666667,65.2680666667,9.297,13.2826505051
644.84,8.92606666666,41.7564666667,45.1136,31.6244,53.3710666667,12.2584666667,16.4388,70.0732,14.1614,43.5878,65.1754,9.27293333333,13.2973434343
645.17,8.90853333333,41.7103333333,45.1034,31.6019333333,53.3612666667,12.2068,16.3648666667,70.0220666667,14.1602666667,43.5296,65.1034666667,9.22986666667,13.2534242424
645.50,8.95233333334,41.6934666667,45.0328666667,31.5880666667,53.3277333333,12.1847333333,16.3431333333,69.8710666667,14.1815333333,43.4287333333,64.9152,9.24786666667,13.2762545455
645.83,8.91946666666,41.6222666667,44.9452,31.5804,53.2392666667,12.1180666667,16.2978,69.6930666667,14.2042,43.3127333333,64.7534,9.19686666667,13.2523494949
646.16,8.92493333334,41.5372,44.9051333333,31.5909333333,53.2126,12.1002666667,16.2662666667,69.6145333333,14.2253333333,43.2567333333,64.6145333333,9.18073333333,13.250240404
646.49,9.00846666666,41.5211333334,44.8591333333,31.6383333333,53.1098666667,12.1794,16.3224,69.5032666667,14.3294,43.2123333333,64.5222,9.2042,13.305379798
646.82,8.94653333333,41.5038666667,44.7649333333,31.6156666667,53.0618666667,12.0756,16.2678,69.4722,14.2518,43.183,64.4605333333,9.12326666667,13.2467515151
647.15,8.89333333334,41.4926,44.7541333333,31.5653333333,52.9728666666,12.0516,16.2521333333,69.3833333333,14.2360666667,43.1913333333,64.4259333333,9.06813333334,13.2288989899
647.48,8.85759999999,41.4338,44.6584666667,31.5344666667,52.8823333333,12.0259333333,16.209,69.2102666667,14.2132666667,43.1292,64.2451333333,9.04006666667,13.1883454546
647.81,8.74653333333,41.3344666667,44.5242666667,31.4036666667,52.743,11.8954,16.0673333333,69.1451333333,14.1202,42.9406,64.1324666667,8.9616,13.0675616162
