wavelength,Back_PhrFruf,Belly_PhrFruf,Breast_PhrFruf,Crissum_PhrFruf,Crown_PhrFruf,DorTail_PhrFruf,Patch10_PhrFruf,Patch11_PhrFruf,Rump_PhrFruf,Throat_PhrFruf,WingTip_PhrFruf
185.25,131.481466667,100.000066667,127.638833333,118.474516498,140.833333333,135.462933333,120.925933333,135.092533333,96.9012222221,129.3519,82.5461666666
185.63,147.602333333,107.719333333,146.4911,136.19702069,160.0,151.345033333,135.087666667,156.257266666,104.998035556,137.4268,83.0994
186.01,108.270133333,82.4472666667,105.358733333,101.912771197,118.481,111.856366667,91.3082,120.590733333,80.0336888889,97.8058666667,62.9957666667
186.39,111.515133333,84.9349999999,116.9697,106.803894929,128.138533333,116.709933333,92.814,128.917733333,84.0865777778,107.705566667,65.2379666667
186.77,108.6446,82.9303999999,114.578733333,104.948435565,124.322466667,117.3261,93.1135333333,121.465266667,84.3322177779,105.750833333,70.4029333334
187.15,131.764733333,94.6078000001,138.725466667,124.618302975,154.509666666,145.539133333,106.372666667,146.2744,98.3071333332,122.303766667,75.4901666667
187.53,123.1884,90.3380666667,132.946733333,119.483717309,145.603933333,143.864733333,95.3623333333,142.1258,95.0015955555,114.686066667,67.1981333333
187.91,121.4584,87.1876666666,133.541666667,115.047828059,145.833333333,146.4061,90.2084,142.916733333,97.9166222221,114.583433333,62.5519333333
188.29,118.7654,79.2592666667,141.666566667,106.452863962,146.6666,150.246966667,85.8024666666,139.8766,94.5431111112,116.049433333,55.5556
188.67,101.851866666,61.7283333334,128.888833333,87.7761612576,137.160533333,132.098766667,77.6542000001,120.246866667,85.5637600001,107.469233333,45.6173333333
189.05,115.0,61.4815333333,160.555766667,92.7724509127,177.4074,173.7962,86.8518666667,146.2964,99.4814222222,138.8889,36.4815000001
189.43,97.7143333332,39.4285333334,150.000033333,73.0204759973,169.904733333,161.1429,71.4284666666,125.142733333,88.7111688888,134.9523,16.5715
189.81,113.333266667,63.2431999999,153.8738,80.7951647735,179.999933333,169.999933333,83.9639333334,123.063066667,100.180253333,153.333266667,33.6936666666
190.19,678.666666666,285.333333334,933.333333333,368.064908722,1161.33333333,1021.33333333,553.333333333,693.333333333,569.511111112,947.333333333,61.9999999992
190.57,-226.666666667,-10.9089999999,-260.909033333,-43.0833032454,-401.818133333,-353.030266667,-206.666733333,-172.727066667,-172.727151111,-291.212166667,66.6665666666
190.95,-52.7273333333,52.7272666667,-53.0302999999,44.9271547668,-141.515133333,-109.6972,-33.3333333333,-14.5454,-24.5656755556,-92.4242333333,78.6364000001
191.33,-158.787733333,55.1516,-136.060566667,45.5848203516,-306.666666667,-255.151533333,-122.424066667,-48.4847333333,-109.979795556,-236.6666,103.636433333
191.71,-26.4444666667,55.5554666667,-0.22236666666,42.9661492225,-74.8887999999,-53.3334666667,-31.3334000001,9.77780000002,6.17784888889,-51.5556333334,59.5556000001
192.09,-104.888933333,47.5556000001,-68.8889333333,-1.99503779583,-218.666666667,-170.6666,-130.666733333,-67.1111999999,-30.2518399999,-137.7778,41.3332666668
192.47,-1590.0,-293.333333334,-1140.0,-787.991886409,-2460.0,-1970.0,-1706.66666667,-1496.66666667,-971.777777779,-1685.0,-415.000000001
192.85,964.000000001,417.333333333,726.0,644.515212982,1234.66666667,1179.33333333,957.333333333,1022.66666667,710.044444444,987.333333333,506.666666667
193.23,292.0,155.0,228.0,232.495605139,358.0,335.333333333,285.666666667,306.666666667,245.222222222,294.166666667,188.5
193.61,961.111133333,500.0002,737.2222,779.567220554,1158.88886667,1155.55563333,884.444266667,1017.77786667,736.074035555,920.555500001,615.5555
193.99,-2583.33333333,-973.333333331,-1940.0,-2127.47126437,-3170.0,-3395.0,-2340.0,-2960.0,-1974.44444444,-2523.33333333,-1676.66666667
194.37,297.647066667,129.019666667,220.980566667,265.414768019,356.470666667,439.6078,261.960666667,350.980266667,246.562128889,305.294066667,183.529433333
194.75,150.0774,89.4573333335,121.937866667,147.254157607,177.5194,224.108533333,129.767333333,176.589066667,132.392813333,156.201566667,114.418633333
195.13,149.932,100.0,126.598666667,151.06954307,177.959133333,219.1156,129.3878,180.4082,141.75052,150.476333333,124.081633333
195.51,168.166666667,115.0,134.25,174.393002028,214.166666667,255.75,147.666666667,214.5,163.911111111,172.833333334,144.583333333
195.89,143.692333333,113.128266667,132.256433333,145.41530426,177.538533333,196.051233333,120.820533333,175.077066667,145.37448,149.7436,125.2307
196.27,173.475133333,136.454,155.1064,176.563954699,218.865266667,235.957633333,144.2554,212.9078,179.990533333,183.120566667,147.3759
196.65,269.333333333,210.4,235.466666667,282.889790399,349.6,390.133333333,220.533333333,343.2,280.568888889,289.6,213.866666667
197.03,363.1112,285.777666667,319.3335,403.51235098,505.777733333,572.222166667,283.5556,489.333333333,386.903697778,401.555566667,280.444533333
197.40,1238.33333333,901.666666667,1038.33333333,1266.15956727,1701.66666667,1955.83333333,964.999999999,1718.33333333,1190.11111111,1249.16666667,870.0
197.78,342.666666667,279.5556,318.444333333,360.76946687,472.4444,533.7779,300.444466667,498.666666667,365.1556,375.3334,271.333266667
198.16,235.8334,211.944466667,231.527933333,247.798272887,318.611066667,342.638933333,227.222266667,341.666466667,263.000048889,259.3055,203.8888
198.54,562.222266667,500.740666667,565.185066667,608.32700284,826.666666667,816.666566667,556.296266667,875.555333334,627.851737778,617.037066667,575.185200001
198.92,-141.403533333,-127.3684,-133.859766667,-170.354035564,-257.894933333,-229.824433333,-145.2632,-293.333466667,-160.023311111,-167.1929,-159.298266667
199.30,-204.615333334,-191.282066667,-209.230766667,-274.044279919,-370.7692,-314.615233333,-231.795,-416.923,-231.760684444,-262.307666667,-217.6922
199.68,-198.333333333,-184.999933333,-210.000066667,-289.706456525,-366.111,-286.111233333,-189.444533333,-405.000066667,-184.555537778,-246.666733333,-204.166666667
200.06,-32.1211333332,-42.4240666667,-29.5455000001,-92.5166292766,-128.484933333,-78.9395,-55.4545333333,-143.030133333,-32.7475066667,-64.5454666667,-57.5755666666
200.44,-27.4359333333,-26.4102666666,-23.2050666667,-74.2084787018,-106.153866667,-83.5897666667,-41.2820666667,-124.871733333,-30.22228,-63.718,-59.2308
200.82,-96.4910666665,-100.351,-102.631466667,-170.269768763,-219.649133333,-173.508866667,-123.508933333,-235.438533333,-119.508817778,-144.912233333,-193.684166667
201.19,-206.153866667,-247.179466667,-263.5899,-331.186961122,-396.410266667,-305.128333333,-255.384666667,-404.1026,-280.102555556,-269.4872,-364.8719
201.57,-298.181733333,-342.424266667,-366.060466667,-465.943772481,-513.3334,-431.5151,-331.515133334,-513.939266667,-400.161684445,-383.939233333,-526.6666
201.95,-306.0606,-317.575733333,-328.1817,-471.783685936,-520.000066667,-393.939233333,-332.727333333,-500.0,-380.969671111,-326.060666667,-519.696866667
202.33,-206.6666,-201.333266667,-187.110966667,-318.949824341,-340.0,-247.1111,-187.111133333,-316.444466667,-224.859288889,-206.2222,-365.333233333
202.71,-213.777733333,-218.666733333,-224.666666667,-333.624934685,-333.7778,-269.555633333,-196.0002,-341.7778,-266.399902222,-205.3333,-392.000066667
203.09,-319.999933333,-340.555533333,-365.555566667,-494.062905409,-462.222333333,-378.6111,-340.555533333,-491.111066667,-417.740671111,-307.5,-561.388766667
203.47,-170.1588,-191.4286,-202.222233333,-255.360113185,-239.999933333,-210.9522,-168.253933333,-268.571466667,-218.857191111,-154.603133333,-318.888966667
203.85,-161.212133333,-176.363533333,-214.9999,-232.709134347,-212.727333333,-211.6668,-183.636533333,-269.394,-234.020248889,-144.8486,-321.3638
204.22,-156.0,-168.8,-222.266666667,-219.978363759,-184.266666667,-205.466666667,-163.2,-236.0,-215.466666667,-131.466666667,-295.866666667
204.60,-194.545466667,-216.363666667,-277.272833333,-273.643794321,-203.636266667,-240.909066667,-200.909,-288.181733333,-258.161653333,-148.3334,-352.879
204.98,-89.5238666667,-105.904666667,-148.762,-148.937182826,-86.4762,-128.0952,-108.190466667,-154.476266667,-136.304733333,-70.1905333334,-189.142866667
205.36,-48.6111333333,-57.6389333333,-81.5971666666,-90.4582314401,-39.3056,-81.9443666667,-66.2498666667,-94.7221333333,-70.8795466666,-34.5835,-120.624966667
205.74,-21.7856,-34.6428666666,-58.0355999999,-63.7012036512,-18.0952,-51.7856666667,-46.3094666667,-64.7618,-49.23032,-12.7382666667,-86.8451666666
206.12,1.2036,-15.2777333333,-33.9352333333,-35.7909415822,6.48146666668,-31.4813666667,-19.4446,-37.7778666667,-26.6419911111,3.74986666667,-54.8147666667
206.50,10.171,-12.6496,-33.376,-28.4253820825,10.2563333333,-27.8633666667,-14.6153333333,-36.2392666667,-20.9230622222,10.8976,-41.1111666667
206.87,9.84120000001,-13.8094666667,-29.9206666667,-26.3277815416,9.44446666667,-21.9444,-13.8095333333,-33.0158666667,-13.6877377778,7.6587,-35.7141666667
207.25,21.7978,-2.84646666666,-19.1011333333,-12.4292413793,16.7792,-9.02610000001,1.27353333334,-21.8726,-1.95764444447,19.1386333333,-21.3108333333
207.63,29.3670666666,-0.253066666666,-18.7764333333,-13.7140730223,24.9788,-0.928266666666,4.30380000001,-20.2531333333,-1.86200888886,23.9662,-18.4809666666
208.01,32.4706666667,5.88239999998,-8.3529,-10.7544841785,30.5098,3.45109999999,13.8038,-10.8234666667,4.57523111114,30.4705666667,-9.41166666666
208.39,35.2592,10.0740666667,-1.85196666666,-5.02852325895,33.1111333333,5.07396666666,12.5927333333,-10.6667333333,7.11103555557,34.8149666667,-5.03713333333
208.77,39.9186666667,11.0568,-2.6016,-5.98395882352,33.3332666667,3.04883333334,13.3332,-13.6586666667,4.99731111112,37.2764666667,-8.1301
209.14,34.1785333333,-5.72780000002,-13.6151,-17.28839405,26.6666666667,-4.69496666667,7.32406666666,-25.9153333333,-3.68065777778,35.0705,-15.9623666667
209.52,32.6852,-6.20366666668,-15.3240333333,-18.2794064233,24.1667333333,3.00896666667,6.8518,-23.4257333333,-5.97535999999,39.0742,-17.7314666667
209.90,26.1616666667,-22.2222,-21.5656666667,-24.592229547,18.5859333333,1.26246666668,2.62633333335,-32.3232,-11.3468444444,33.8382666667,-26.7172333333
210.28,24.8647333333,-18.4686,-14.3695,-14.1638103448,20.0901333333,10.4506,8.46866666665,-24.2342666667,-3.20127111111,33.8289333333,-20.5405666667
210.66,29.75,-8.25,-1.54166666666,-4.80696416497,28.4166666667,19.75,18.5,-8.58333333333,4.53888888891,36.4583333333,-8.41666666667
211.03,29.1324666667,-11.5981333333,-0.09136666666,-3.44476044624,33.1506666667,21.0501,21.9178,-1.73500000001,1.98490666669,35.9817,-7.94500000001
211.41,-1.73333333335,-62.2666666667,-43.3333333333,-44.3369844489,7.60000000001,-11.2,-11.0666666667,-35.0666666667,-40.1600000001,9.80000000001,-52.8666666667
211.79,5.70166666667,-41.0525333333,-25.965,-26.6847599053,6.40346666669,-11.1842666667,-8.59666666667,-19.035,-21.8889066667,14.1667,-31.0964666667
212.17,-2.07786666667,-53.5931333333,-37.2292333333,-34.3789355646,-7.70573333333,-20.4763,-21.5586,-30.0432,-31.1053333333,-2.03453333333,-41.7749333333
212.55,4.72233333335,-52.5000666667,-33.3334333333,-31.4806383367,-1.1112,-11.8981333333,-13.1481333333,-21.9443333333,-27.7776444445,3.74990000001,-42.1760333333
212.92,-6.76906666666,-66.4614666667,-44.3077,-38.7847306288,-4.41033333333,-18.0514,-22.5640666667,-26.359,-41.6410933333,-4.82066666666,-51.4358333333
213.30,2.66653333333,-48.6667333333,-27.2380666667,-21.6157967546,9.04759999999,-4.76176666667,-7.90459999999,-6.76199999999,-28.6158444444,7.381,-36.2858666667
213.68,-4.68753333334,-66.1459333333,-37.5003,-29.0098148073,2.08326666667,-11.4062666667,-15.6251333333,-16.4585333333,-44.4931777778,-2.34389999999,-44.2709666667
214.06,-11.7172,-66.3637333333,-42.0706333333,-32.3245607843,0.403933333333,-19.7475333333,-21.4141333333,-23.7374666667,-48.3501600001,-12.0708666667,-45.2021
214.44,-101.176466667,-206.2746,-182.647033333,-143.041682488,-78.2352666667,-131.2744,-132.353,-126.078466667,-175.59468,-103.2353,-172.353033333
214.81,-330.666466667,-568.444466667,-517.555533333,-408.019778905,-260.000066667,-384.666833333,-413.333333333,-391.111133334,-505.244444445,-308.444366667,-520.222266667
215.19,-379.4444,-681.666733333,-652.222266667,-513.327627654,-325.555466667,-429.166633333,-525.000133333,-466.666666667,-628.888808889,-351.9445,-647.499966667
215.57,-188.788,-346.363666667,-355.9091,-277.337808452,-150.909066667,-208.0304,-271.211933333,-239.090866667,-321.131297778,-188.787966667,-328.333233333
215.95,-1251.66666667,-1960.0,-2090.83333333,-1633.97734956,-908.333333335,-1153.33333333,-1581.66666667,-1505.0,-1881.11111111,-1210.0,-2000.83333333
216.32,567.878733333,827.878666667,854.2424,698.27030879,405.454533333,497.8787,666.666666667,650.303,762.343413333,526.969666667,846.060733333
216.70,2093.33333333,3133.3334,3174.44433333,2622.27401913,1491.1112,1822.22223333,2531.111,2382.22213333,2729.48150222,2030.00006667,2988.88883333
217.08,-753.333266666,-1214.2858,-1181.42876667,-993.239614334,-539.0476,-623.333300001,-960.952466667,-892.381066667,-981.079457778,-731.428633333,-1138.09516667
217.46,1806.66666667,2782.22233333,2831.1113,2405.44510886,1297.7778,1524.44446667,2346.66653333,2275.55533333,2260.14808,1914.44443333,2768.88903333
217.83,-1535.5556,-2304.4444,-2470.00016667,-2064.33623516,-911.111133333,-1314.44436667,-2080.00013333,-1902.22213333,-1801.62977778,-1646.66666667,-2503.3334
218.21,850.0,1207.77766667,1269.9999,1145.14636457,563.3334,793.888933334,1125.55573333,1016.66653333,1001.48148,858.333300001,1356.66663333
218.59,-318.181866667,-459.393866667,-451.515266667,-450.64165213,-144.8484,-196.6667,-437.5756,-348.484866667,-384.323231111,-294.848533333,-517.575766667
218.97,-498.095333333,-659.999933334,-645.238,-686.744897633,-208.571466667,-261.428633333,-644.761933333,-489.5238,-546.285817778,-421.428666667,-776.190533334
219.34,-597.142933333,-711.4286,-706.1902,-731.878607235,-280.9524,-366.666766667,-712.380933333,-570.476266667,-552.952266667,-484.285733333,-797.619033334
219.72,-167.272733333,-208.181733333,-175.302966667,-188.017109466,-68.7879333333,-96.2120666668,-183.636266667,-158.484733333,-140.565657778,-112.7273,-227.727233333
220.10,-48.9393333333,-75.1515333333,-41.9697333333,-55.5407296822,-6.96966666668,-16.8181,-64.8482666667,-47.2728666667,-31.686791111,-27.5002333333,-84.5454666667
220.47,-6.97433333332,-21.846,-1.02566666666,-9.59815524002,21.3333333334,14.0001,-12.6153333333,-3.69233333335,0.683755555566,7.58976666667,-26.8205
220.85,-9.697,-18.5454666667,-4.90916666667,-9.14851798511,22.7879333333,20.7271666667,-4.12133333335,-4.60599999999,1.85868888889,11.7576666667,-38.4241666667
221.23,-17.4545333333,-23.8789333333,-14.9697333333,-15.0741061528,19.7576,12.2426333333,-7.15139999998,-7.5152,-5.82634222222,4.84853333332,-51.5757333333
221.61,-31.1111333333,-35.2046,-22.2806333333,-22.4392093982,11.462,2.86556666666,-19.4150666667,-12.2808,-15.4307066667,2.98243333333,-57.6609333333
221.98,-37.7778666667,-49.4736666667,-30.9941,-28.8469294118,0.35093333336,-10.3509333333,-27.2514,-23.3918666667,-25.3723777778,-4.61986666667,-62.5144666667
222.36,-15.3534666667,-29.394,-13.9393666667,-4.88346646382,20.606,10.8584666667,-3.93939999999,-2.22226666667,-5.89903555554,13.6363666667,-34.6465666667
222.74,-34.881,-55.2381333333,-39.0476333333,-22.0888433401,7.61893333333,-12.5000333333,-15.5953333333,-20.8334,-20.4921777778,-0.297633333334,-60.7737666667
223.11,-17.4892666667,-33.6797333333,-26.7964,-7.4570051386,11.6884,-5.67096666667,0.173266666652,-6.92646666668,-7.33610222224,5.28140000001,-36.9265
223.49,-28.1159333333,-45.7005333333,-39.662,-17.5058056119,6.56999999999,-20.4346333333,0.67626666668,-15.169,-18.5635555556,-4.92750000001,-53.9130333333
223.87,-55.2174666667,-74.3477333333,-68.1159666666,-40.3481440162,-0.144933333334,-40.9418666667,-14.0579333333,-37.8259333333,-44.6955644444,-18.1883666667,-90.8694666667
224.24,-103.703733333,-122.037066667,-129.6296,-84.808265382,-26.6666,-82.1296333333,-43.7037999999,-75.7406666667,-100.555555556,-55.3704333333,-143.7962
224.62,-185.277733333,-212.7778,-232.9167,-165.284084855,-75.8333333333,-147.500066667,-113.0556,-142.777866667,-180.648257778,-112.3611,-257.9167
225.00,-904.444466665,-956.666599999,-948.888966666,-729.650679648,-401.111066667,-666.111066667,-593.333333333,-688.888733333,-874.592613333,-553.333333333,-1102.77783333
225.38,487.2222,516.1112,518.611066667,421.188837931,253.3332,380.0,344.999933333,385.5556,465.926,311.388966667,550.555533333
225.75,170.196133333,194.3138,187.745166667,152.789896755,112.156866667,145.098133333,117.254866667,148.627333333,173.019524445,126.274533333,197.450966667
226.13,118.909066667,131.515066667,130.727333333,114.288831913,83.1515333333,97.1514666666,79.3938666667,104.727266667,117.406164444,93.5151,133.272733333
226.51,103.529466667,108.529466667,106.274633333,100.220578431,73.1371999999,81.0784666667,73.8236,88.9215333333,97.0588488888,84.8529666667,113.333233333
226.88,89.3895333333,98.0281333333,84.2724,90.0616781609,62.3473999999,71.2208,66.1032666667,75.8685333333,82.9357066666,76.8074,103.474066667
227.26,65.3704,70.3703333333,58.8888666667,65.3144762677,48.7037333334,53.7654666667,52.1604,55.3704666667,58.8147911111,58.8888333333,73.8889
227.64,58.7007333333,63.1636666667,51.017,57.8503842461,42.0338666667,47.7684,47.401,48.5875333333,51.7249955556,52.8249,65.5932333333
228.01,55.5387333333,60.6515333333,48.8720666667,55.0258584179,41.0527333333,50.4510666667,48.2708666667,42.9072666667,48.7185511111,53.1829,63.5088
228.39,48.9696666667,52.1212,40.0605333333,48.8759377958,36.6059333333,48.2022,41.091,37.4949333333,41.82624,47.0909333333,54.6263333333
228.76,42.029,45.4348666667,33.1702333333,41.4167216362,29.8187333333,44.5651333333,35.3260666667,31.1954666667,35.0916933333,40.4529666667,45.2173666667
229.14,39.7568666667,44.2706,34.2361666667,40.8505591616,28.1944,45.2258,35.0693333333,32.1179333333,35.4954311111,40.5381333333,44.4792
229.52,36.9565333333,41.4492666667,30.4166,38.3030461799,24.0579333333,42.4819333333,32.0289333333,30.7245333333,33.1883333333,39.4926666667,42.8079666667
229.89,35.984,37.3492666667,26.8875333333,37.5001391481,18.5542666667,39.0562,28.8754666667,26.8272666667,29.3387422222,37.2089666667,41.5662666667
230.27,34.2675333333,33.5456666667,23.0785666667,34.1268279919,15.2018,37.7919666667,26.497,22.6327333333,26.4515422222,33.3970333333,38.7262
230.65,35.5274666666,33.1645333333,27.2362,35.0809595673,21.308,41.8144333333,25.6539333333,23.3754,28.0705288889,33.2277666667,40.0423
231.02,37.3084,33.3746666667,33.0639666667,36.6313283299,23.4782,40.3727,27.7433333333,25.1345333333,31.4038266667,34.9276,39.5858666667
231.40,38.3332666667,35.2631333333,36.1842333333,38.6856955375,24.6491333333,42.4780666667,28.9036,29.5614,35.3653955555,36.8200333333,42.1711333333
231.78,38.0751333333,36.3379333333,34.2254666667,37.663794929,23.6150666667,40.4224,29.6714666667,30.8452666667,35.9781155555,36.4787333333,39.5069666667
232.15,33.3334,33.9682666667,27.5133,31.61354476,18.4656,32.2487,23.4921333333,27.9893333333,30.7089377778,30.9259666667,33.5185666667
232.53,31.7284,34.2592666667,25.9259,29.7772443543,16.0494666667,25.8025333333,24.7532,28.2097333333,29.95892,28.7963,31.1727
232.90,37.1042,40.0674,27.3064,37.2618369168,26.3300666667,28.0135,29.2255333333,35.8924,39.1380755555,37.6430666666,37.7105666667
233.28,37.879,36.6666666667,22.9923666667,36.7062379987,28.4090666667,25.265,30.0000666667,32.8788666666,34.44432,38.5227,34.0908666667
233.66,41.6666,38.5508,27.7535666667,38.5358894523,32.4637333333,29.7826666667,33.8405333333,33.1882666667,36.2173511111,40.7247,33.8767333333
234.03,40.3214,36.1446666667,29.7591333333,34.4907477349,31.3252666667,25.0202,31.0039333333,29.6386,35.7643022222,41.8070666667,28.7952333333
234.41,32.9544666667,28.8637333333,20.0756666667,23.8575137931,23.7120666667,15.5683,23.4092,22.8030666667,29.7425377778,32.9167333333,18.9394666667
234.78,30.3205333333,27.5641333333,18.3013,22.9991300879,17.6281333333,11.5065333333,26.7948,23.6537333333,26.1495288889,32.6282,18.9743666667
235.16,21.9608,18.7581333333,4.8367,16.6738073699,6.60126666665,6.56853333334,20.2614666667,16.6666,16.8976577778,24.3138,13.4313333333
235.54,10.4347333333,6.73913333335,-13.1521,6.20691724139,-6.59433333334,-6.884,12.0292,2.46386666668,5.37685777778,11.8841666667,1.0506
235.91,8.65266666667,2.76606666665,-11.6312,5.86854475997,-5.17733333333,-5.03536666668,11.5603333333,2.19853333333,5.34760888887,12.7306,2.94326666666
236.29,10.495,0.726133333334,-8.25086666666,9.27863813386,-7.39279999999,-0.4951,9.17493333334,1.91426666667,7.1067688889,13.7624666667,5.28050000001
236.66,14.9152,5.48006666668,0.112966666666,12.5439471264,-2.37286666667,6.15823333334,10.4519333333,5.81926666666,10.2975955556,15.0846666666,7.34473333333
237.04,20.2487333333,10.9453333333,7.13933333333,15.4532062204,1.8408,13.1094666667,14.0794666667,11.4925333333,12.3547955555,17.8855,11.9156
237.41,20.046,14.069,9.0344,15.746742123,2.48273333334,14.2988666667,16.6896666667,12.4596666667,13.81148,19.2643333333,15.3334
237.79,18.8889333333,12.7779333333,5.4167,14.2530096011,1.89806666666,12.9165666667,17.1759333333,11.111,13.7098755556,17.9630666667,17.338
238.17,21.0741333333,17.3334,7.27773333333,18.1840829615,9.11099999999,18.8332666667,22.5924666667,18.111,17.6937822222,19.7594,21.1667
238.54,24.0723333333,21.2808,12.6436333333,23.1195707234,14.4498,22.5781,26.9294,23.7110666667,22.4892533333,24.5484,26.2397
238.92,24.374,22.534,13.3786,24.8960352265,17.6772666667,25.8523,26.5158666667,26.5157333333,25.2427244445,27.4811666667,27.1945
239.29,25.5229333333,23.2914666667,15.7183666667,25.4712179851,20.2231333333,27.7406,27.0292,28.0336,26.4696,28.8283333333,27.1826333333
239.67,27.8902666667,25.9676,20.0999,27.8885610548,22.7964666667,30.3245666667,29.513,31.0111333334,29.5980088889,31.7477666667,29.2009666667
240.04,22.8248,20.7458,15.2316,23.0695634212,17.6722666667,25.8643,24.0676666667,25.6496666667,24.8046577778,25.5253666667,23.7626333333
240.42,19.845,17.2286666667,14.7382333333,20.6299104125,16.5893333333,23.6627,22.3449333333,23.7599333333,22.9831866667,23.4593,21.87
240.79,16.9746,13.6413333333,12.2645333333,17.906866261,13.6956666667,21.5941333333,20.2897333333,20.8695333333,20.7113244445,20.2627,20.4439
241.17,14.1823333333,10.7861333333,9.99213333333,14.1656404327,11.0849333333,17.327,18.2706,17.1698666667,18.1268533333,16.9261333333,18.0738666667
241.54,11.7301333333,8.24186666667,6.31513333333,11.2578125761,8.42466666666,14.5709666667,14.7397333333,14.0224666667,15.4075244445,13.5091,14.3318
241.92,11.3496666667,7.99746666667,6.3716,10.5664176471,7.69619999999,13.8732666667,13.371,13.4086666667,14.4740755555,12.5800666667,13.4902333333
242.29,11.0442,7.85846666666,6.36,9.88097315755,6.82006666666,13.6047666667,13.1916666667,12.2832,14.3803288889,12.2122666667,14.2419333333
242.67,10.9203333333,7.7104,6.71156666667,9.64644956051,7.00346666666,13.3502,13.3220666667,12.1324,13.7147866667,12.2671,14.3939333333
243.05,9.17786666665,5.76653333333,4.57786666667,7.20205632184,4.76673333333,10.5057333333,11.6,9.9776,11.8585333333,9.91116666668,12.9221666667
243.42,9.23666666668,5.6022,4.9518,7.2542551048,5.38726666667,9.89776666666,11.4515333333,10.5805333333,12.3712,9.8119,13.3225
243.80,9.37933333334,5.39393333333,4.6166,7.29146795132,5.84239999999,8.99836666667,11.2677333333,10.2762666667,11.9590622222,9.46280000001,13.1352
244.17,11.3423333333,7.38073333333,5.9477,8.52853995943,7.61179999999,9.95969999999,12.8204666667,12.1367333333,12.9385777778,11.1464,14.6758333333
244.55,11.2112,7.77773333333,4.7298,7.81889594321,7.47746666666,9.75483333333,12.2922666667,11.1410666667,12.2823066667,10.4605,14.3344666667
244.92,10.4550666667,7.33533333333,4.2155,6.98360480054,7.01026666666,8.6675,11.3555333333,9.82366666667,11.0876888889,9.94436666667,13.1942
245.30,10.2458,6.8994,4.04056666667,7.04055551048,6.53719999999,8.85726666667,10.7546666667,9.42640000001,10.5874711111,9.02986666666,12.9021666667
245.67,10.3094,6.78426666667,4.90796666667,7.54810392157,6.86246666666,9.20866666668,10.7168,9.5024,10.7224888889,8.99320000001,13.2236
246.05,10.2700666667,6.3112,5.2915,7.55679357674,7.29206666667,9.42796666666,10.7392,9.47413333333,10.50036,8.7207,13.0917
246.42,10.5055333333,6.41706666667,5.6717,8.16947687627,7.73506666667,9.29946666667,10.3072,9.66726666668,10.2537244444,8.73953333333,12.8086333333
