wavelength,Back_PhrFruf,Belly_PhrFruf,Breast_PhrFruf,Crissum_PhrFruf,Crown_PhrFruf,DorTail_PhrFruf,Patch10_PhrFruf,Patch11_PhrFruf,Rump_PhrFruf,Throat_PhrFruf,WingTip_PhrFruf
326.21,8.55053333335,11.9471333333,4.77833333333,10.1986650439,5.20746666667,6.47053333333,4.98266666666,7.18773333333,8.42227999999,5.65326666667,7.65776666667
326.57,8.50626666667,11.8546666667,4.77413333333,10.1188596349,5.02153333333,6.42596666667,4.89433333333,7.0948,8.34304444444,5.5116,7.58826666666
326.94,8.55226666666,11.9147333333,4.81463333333,10.2068378634,4.96066666667,6.38753333333,4.848,7.035,8.36524888888,5.42613333333,7.45353333333
327.31,8.70886666667,12.1749333333,5.08866666667,10.3494899256,5.09753333333,6.5054,4.89726666667,7.09346666667,8.57665333333,5.50913333333,7.5709
327.67,8.82433333332,12.3520666667,5.42986666667,10.5212473969,5.27726666667,6.64096666667,4.95973333333,7.22566666667,8.70013777778,5.69603333333,7.67553333333
328.04,8.79826666666,12.4959333333,5.58663333333,10.55658357,5.34406666667,6.5575,4.9416,7.1284,8.64701333333,5.70643333333,7.67143333333
328.41,8.87993333333,12.7931333333,5.91773333333,10.691616092,5.40553333333,6.64036666667,5.0588,7.18326666667,8.78998222222,5.80946666667,7.76233333333
328.78,8.82686666668,12.7924666667,6.0274,10.6843395538,5.24233333333,6.49726666667,5.08933333333,7.10373333333,8.69819555556,5.71686666667,7.73686666667
329.14,8.84206666665,12.7350666667,5.94023333333,10.6583374577,5.1008,6.25576666667,5.01373333333,6.93066666667,8.59283555556,5.56146666667,7.57233333333
329.51,8.63813333334,12.4132,5.57033333333,10.4678830967,4.79233333333,5.9913,4.8242,6.5938,8.24090666666,5.23943333333,7.35233333334
329.88,8.89586666667,12.5394666667,5.74733333333,10.6523772143,4.93546666667,6.14153333333,5.0126,6.74966666667,8.44153777778,5.43233333333,7.5805
330.24,9.0574,12.6119333333,5.85586666667,10.7938949966,5.04113333333,6.14933333333,5.0564,6.8832,8.50409333334,5.47613333333,7.71863333333
330.61,9.13806666667,12.9190666667,5.97573333333,11.0021707911,5.23526666667,6.20473333333,5.1344,7.00886666667,8.70276,5.5747,7.8948
330.98,9.18126666666,12.9211333333,6.0332,11.0174541582,5.36413333333,6.2118,5.19,7.21306666667,8.78996888888,5.73176666667,8.03933333334
331.34,9.2026,12.9094,6.00003333333,10.9878303583,5.37253333333,6.1839,5.21753333333,7.382,8.77460444445,5.83183333333,8.04296666667
331.71,9.27993333335,12.9936666667,5.9938,10.9841986477,5.28393333333,6.10053333333,5.23753333333,7.34233333333,8.73553333333,5.76366666667,8.01233333333
332.08,9.30006666667,12.9888,5.8584,10.9561265044,5.19326666667,6.03616666667,5.2026,7.36486666667,8.71581333333,5.62403333333,7.95946666667
332.44,9.29939999999,12.9531333333,5.82826666667,11.0053806626,5.2018,5.96493333333,5.1766,7.43973333333,8.70732888889,5.66346666667,8.0019
332.81,9.26053333333,12.8656,5.5912,10.9575306964,5.17526666667,5.9137,5.10713333333,7.40686666667,8.68451555555,5.60653333333,7.89550000001
333.18,9.28366666667,13.0307333333,5.7142,11.0140364435,5.34593333333,6.05863333333,5.16066666667,7.57633333334,8.70788000001,5.81033333333,8.00643333334
333.54,9.3302,13.1572,5.87123333333,11.0981084517,5.43806666667,6.03113333333,5.14253333333,7.6782,8.77748000001,5.93283333333,7.95323333334
333.91,9.26906666667,13.1776666667,5.80296666667,11.0269556457,5.31293333333,5.97126666667,5.00686666667,7.56166666667,8.65478666667,5.75803333333,7.74200000001
334.28,9.31286666665,13.2766666667,5.8144,11.0910114942,5.27266666667,6.06303333333,5.02533333333,7.53986666667,8.70227999999,5.78343333333,7.63583333333
334.64,9.22553333333,13.1444666667,5.664,10.9689677485,5.24433333333,6.0022,4.98986666667,7.43533333333,8.65298222223,5.68273333333,7.48383333333
335.01,9.24093333333,13.2116,5.60483333333,11.0462192022,5.25226666667,6.0325,5.0528,7.33646666667,8.71984444444,5.6365,7.40073333334
335.38,9.20000000001,13.1826,5.55153333333,11.1064034483,5.1708,5.98126666667,5.09533333333,7.16533333333,8.75384444444,5.56353333333,7.38083333333
335.74,8.78946666665,12.8666,5.1718,10.8600245436,4.81226666666,5.50926666667,4.7314,6.789,8.44656444444,5.24583333334,6.9787
336.11,8.58819999999,12.6902,4.94646666667,10.679860311,4.5676,5.2902,4.53926666667,6.57066666667,8.2764,5.12803333333,6.75143333333
336.47,8.4988,12.5330666667,4.80263333333,10.5520423935,4.41026666667,5.11813333333,4.286,6.3388,8.08337777778,4.8874,6.5291
336.84,8.50540000001,12.7827333333,4.96396666667,10.6064270453,4.43626666667,5.1282,4.32373333333,6.349,8.12964888888,4.97,6.57196666667
337.21,8.39253333332,12.7642,4.89393333333,10.5383456389,4.31786666667,4.93156666667,4.19326666666,6.216,8.13294222223,4.83933333333,6.53436666667
337.57,8.53459999999,12.9585333333,5.13006666667,10.6801916836,4.4792,5.1506,4.31686666667,6.38053333333,8.37887111111,5.01903333333,6.8074
337.94,8.147,12.7559333333,4.83656666667,10.4601954699,4.21633333333,4.89543333333,4.0132,6.19,8.15481333333,4.7502,6.58593333333
338.31,8.00319999999,12.7398,4.8388,10.3596238675,4.13853333333,4.77323333333,3.895,6.13553333333,8.1104488889,4.75796666667,6.5891
338.67,8.07593333333,12.9156666667,5.0143,10.5749111562,4.15333333333,4.79656666667,3.9576,6.2824,8.17768444444,4.84296666667,6.63723333333
339.04,8.01633333333,12.9227333333,5.06026666667,10.5257019608,4.11693333333,4.76903333333,3.9054,6.32846666667,8.12632444444,4.8333,6.63186666667
339.40,7.81280000001,12.7926,4.79893333333,10.1966933739,3.92373333333,4.45633333333,3.6014,6.0854,7.86435111112,4.5812,6.40226666667
339.77,7.82346666667,12.8525333333,4.76333333333,10.180287762,3.89213333333,4.538,3.548,6.11533333333,7.84913777778,4.5562,6.4534
340.14,7.92426666668,13.0636,4.9486,10.3579210953,4.07246666667,4.76073333333,3.712,6.26446666667,7.96320000001,4.75713333333,6.58183333333
340.50,8.07146666665,13.2508,5.11076666667,10.5744880325,4.2128,4.94173333333,3.9944,6.53253333333,8.18151555555,5.03606666667,6.8187
340.87,8.16973333332,13.3318666667,5.2079,10.6476699121,4.3466,5.0858,4.20173333333,6.7406,8.24826666666,5.16503333333,6.93
341.23,7.96280000001,13.1578666667,5.03596666667,10.5368597025,4.22093333333,4.9244,4.10586666667,6.63073333333,8.10105777778,4.98273333333,6.76096666667
341.60,7.80406666667,13.0986,4.88853333333,10.5008911427,4.1288,4.79883333333,3.99853333333,6.45633333333,7.97852,4.8419,6.6395
341.96,8.0716,13.3941333333,5.08736666667,10.785502975,4.3898,5.0019,4.3232,6.5846,8.23645333333,5.13386666667,6.92326666667
342.33,8.03833333333,13.3946666667,4.8666,10.7684422583,4.40646666667,4.90976666667,4.35633333333,6.51226666666,8.2024088889,4.93,6.8783
342.70,8.09646666667,13.4469333334,4.9363,10.8279112238,4.46453333333,5.0403,4.50986666667,6.5118,8.27744000001,4.95603333333,6.9283
343.06,8.152,13.5869333333,4.98293333333,10.9139161596,4.52946666667,5.10486666667,4.64473333333,6.5016,8.3164888889,4.98213333333,6.99206666667
343.43,8.45120000001,13.9128,5.35806666667,11.3363017579,4.79906666667,5.50443333333,5.0128,6.79453333333,8.68202666667,5.21683333333,7.2613
343.79,8.47526666667,13.8999333333,5.30396666667,11.3122536173,4.88153333333,5.56326666667,5.1406,6.7472,8.68753333333,5.20086666667,7.22813333333
344.16,8.57560000001,13.9997333333,5.36173333333,11.3111490872,5.0372,5.50606666667,5.16366666667,6.84413333333,8.74842666667,5.20266666667,7.25283333333
344.52,8.62379999999,14.0601333333,5.392,11.3110305612,5.07866666667,5.418,5.128,6.8124,8.73984444444,5.14513333333,7.2627
344.89,8.501,13.9674,5.25826666667,11.2076371873,4.91926666667,5.27913333333,4.8714,6.6604,8.64859111112,5.02036666667,7.10253333333
345.25,8.75133333332,14.1334666667,5.43673333333,11.4149812711,5.0604,5.52786666667,4.9758,6.7674,8.73615111112,5.17343333334,7.18646666667
345.62,8.85566666666,14.2034,5.4781,11.499543002,5.03873333334,5.57376666667,5.06453333333,6.813,8.80739999999,5.24863333333,7.25176666667
345.99,8.94793333333,14.2433333333,5.56326666667,11.4957129817,5.06793333333,5.5731,5.0362,6.8784,8.79861777779,5.2367,7.22753333333
346.35,9.07740000001,14.405,5.83333333333,11.6817315078,5.17586666667,5.6647,5.1332,7.0564,8.95761333334,5.44416666667,7.31663333333
346.72,8.98746666667,14.3765333333,5.74473333333,11.5757087897,5.07366666667,5.47676666667,4.968,6.94893333333,8.88603111112,5.33813333333,7.2294
347.08,9.03666666667,14.5078666667,5.83293333333,11.6786174442,5.12533333333,5.5908,5.02166666667,7.0222,9.03304888888,5.38776666666,7.32133333333
347.45,8.80506666665,14.2985333333,5.61663333333,11.4522661258,4.95566666667,5.39293333333,4.75133333333,6.86113333333,8.78472888889,5.25423333333,7.11826666667
347.81,8.8112,14.4861333333,5.78536666667,11.6037545639,5.05886666667,5.46303333333,4.84686666667,6.98386666667,8.88716888888,5.37063333333,7.2988
348.18,8.68253333333,14.4729333334,5.69436666667,11.6114397566,4.80806666667,5.4794,4.74333333333,6.78386666667,8.83970666667,5.25676666667,7.23513333333
348.54,8.40453333334,14.3297333333,5.42836666667,11.4131799865,4.55673333333,5.33493333333,4.54946666667,6.53973333333,8.64719111111,5.07743333333,6.96586666667
348.91,8.319,14.2618,5.33886666667,11.4217788371,4.49013333333,5.28633333333,4.53646666667,6.41593333333,8.53969777779,4.94086666667,6.89493333333
349.27,8.29966666666,14.4137333333,5.33753333333,11.4515026369,4.51593333333,5.28266666667,4.56973333333,6.45566666667,8.57006222222,5.01686666667,6.95926666666
349.64,8.29093333333,14.5624666667,5.31073333333,11.4285279243,4.5674,5.26133333333,4.5998,6.504,8.55286666666,4.96816666667,6.89906666667
350.00,7.93666666667,14.3606666667,4.98063333333,11.2099119675,4.2612,4.9975,4.35446666667,6.1566,8.25071111111,4.6574,6.60516666667
350.37,7.73313333333,14.2194666667,4.7823,10.9825204192,4.0346,4.8786,4.15813333333,5.88953333333,8.05042666666,4.45093333333,6.44603333333
350.73,7.77466666667,14.3150666667,4.74456666667,11.0205688303,4.1156,5.07386666667,4.2322,5.98066666667,8.08677333334,4.51183333333,6.52733333333
351.10,7.60040000001,14.1463333333,4.52723333333,10.7593361731,3.90813333333,4.81816666667,3.9496,5.7464,7.82180000001,4.30116666667,6.2918
351.46,7.75453333333,14.3341333333,4.7297,10.9076085869,4.00333333333,4.9027,4.13853333333,5.8806,7.93952888889,4.42493333333,6.42226666667
351.83,7.67586666667,14.2368,4.62116666667,10.8680806626,3.85173333333,4.7762,3.97186666667,5.78966666667,7.84191111112,4.2668,6.23233333333
352.19,7.4578,14.0280666667,4.38263333333,10.6566034483,3.7236,4.5205,3.76526666667,5.60806666667,7.69705777778,4.08816666667,5.9874
352.55,7.65833333333,14.2564666667,4.54483333333,10.8563225152,3.93026666667,4.63296666667,3.89946666667,5.76013333333,7.85626666667,4.21686666667,6.14776666667
352.92,7.84373333333,14.5291333333,4.76466666667,11.0842680865,4.15113333333,4.7851,4.06806666667,5.93486666667,8.09949777779,4.39586666667,6.35456666667
353.28,7.92286666666,14.5503333333,4.76873333333,11.0993324543,4.21206666667,4.79866666667,4.14766666667,5.95693333333,8.17444000001,4.37856666667,6.41313333333
353.65,7.9552,14.6038,4.8063,11.1889719405,4.27766666667,4.85973333333,4.17686666667,6.03813333333,8.21220444445,4.45803333333,6.4745
354.01,8.12260000001,14.7122,5.01193333333,11.3497114267,4.42846666667,5.0108,4.31746666667,6.265,8.37369333333,4.67073333333,6.64083333333
354.38,8.10486666667,14.6788,4.9911,11.3558135226,4.4124,4.93923333333,4.35626666667,6.24093333333,8.33983111112,4.64466666667,6.63783333333
354.74,8.04980000001,14.645,4.9565,11.3274756592,4.3216,4.74353333333,4.2524,6.15433333333,8.28751555555,4.55076666667,6.49663333333
355.11,8.04486666666,14.737,4.9758,11.4513954023,4.3712,4.7572,4.28946666667,6.21966666667,8.34993777778,4.5856,6.51103333333
355.47,8.0594,14.8456,4.9736,11.5488330629,4.4808,4.8123,4.32493333333,6.29146666667,8.41246222223,4.6221,6.55343333333
355.83,8.12000000001,15.0154,5.05263333333,11.5522943881,4.53066666667,4.91976666667,4.41153333333,6.35533333333,8.53798666667,4.70566666667,6.62033333333
356.20,8.17399999999,15.1549333333,5.0941,11.6010406356,4.56893333333,5.0236,4.46186666667,6.4632,8.57337777779,4.80556666667,6.6957
356.56,8.15460000001,15.2329333333,5.1094,11.6396605139,4.5676,5.08663333333,4.42,6.53646666667,8.60474222222,4.8262,6.6774
356.93,7.9502,15.0564666666,4.87043333333,11.4476298175,4.36133333333,4.936,4.22473333333,6.36846666667,8.41126222223,4.60143333333,6.46266666667
357.29,7.72573333334,15.0347333333,4.7413,11.318287762,4.19353333333,4.7847,4.0284,6.2506,8.26360444445,4.4162,6.273
357.66,7.65306666666,15.0783333333,4.6873,11.328054023,4.1566,4.667,3.9608,6.15506666667,8.23307555555,4.33446666667,6.19226666667
358.02,7.71026666668,15.204,4.7011,11.4021308993,4.2594,4.6924,3.97646666667,6.23146666667,8.35773333334,4.3361,6.25916666667
358.38,7.75533333333,15.3186,4.77473333333,11.4399558485,4.34286666667,4.82086666667,3.97066666667,6.32893333333,8.38411111111,4.4233,6.30616666666
358.75,7.79826666667,15.4427333333,4.85296666667,11.5026291413,4.38886666667,4.93036666667,4.04826666667,6.38206666667,8.46662666667,4.51033333333,6.38603333333
359.11,7.97326666666,15.6071333333,4.96716666667,11.6640496281,4.52546666667,5.08196666667,4.22486666667,6.5306,8.64826666666,4.65266666667,6.5509
359.48,7.98666666667,15.6296666667,4.93973333333,11.655500879,4.49306666667,5.02876666667,4.17693333333,6.50246666666,8.65006666667,4.62623333333,6.52846666667
359.84,8.17093333335,15.7792,5.11223333333,11.8813731575,4.6686,5.16656666667,4.3526,6.65066666667,8.76027555556,4.8213,6.68266666667
360.20,8.3454,15.9865333333,5.31843333333,12.1280659905,4.82846666667,5.3047,4.5248,6.8718,8.94644888889,4.94566666667,6.82776666667
360.57,8.27933333335,15.9235333333,5.28256666667,12.0738380663,4.79213333333,5.23666666667,4.50186666667,6.77333333333,8.91958222223,4.90806666667,6.81416666667
360.93,8.41979999999,16.0776666667,5.41643333333,12.2199574036,4.92133333333,5.35803333333,4.60233333333,6.85933333333,9.05333777778,5.01203333333,6.94593333333
361.29,8.54146666666,16.1676666667,5.53053333333,12.3669251521,5.0226,5.43883333333,4.734,6.9824,9.21402222221,5.12673333333,7.08336666666
361.66,8.58133333333,16.2037333333,5.56943333333,12.3725563895,5.0434,5.51603333333,4.80026666667,7.03753333333,9.26963555555,5.19603333333,7.11726666666
362.02,8.52646666667,16.1886666667,5.51356666667,12.3524744422,4.97846666667,5.4737,4.7464,6.9288,9.17615555556,5.1562,7.0288
362.39,8.5812,16.2718666667,5.5444,12.4246726166,4.98206666667,5.472,4.782,6.98133333333,9.25554222221,5.16593333333,7.0163
362.75,8.55480000001,16.3012666667,5.53193333333,12.4301022989,4.94153333333,5.41623333333,4.7438,6.94133333333,9.20225333335,5.1193,6.99733333333
363.11,8.45233333334,16.2871333333,5.45383333333,12.376450169,4.81853333333,5.28846666667,4.65526666667,6.8642,9.06258222222,5.02056666667,6.89766666667
363.48,8.44286666666,16.2751333333,5.38693333333,12.3369995267,4.81446666667,5.327,4.67173333333,6.8744,9.05392000001,5.03126666667,6.92406666666
363.84,8.41859999999,16.3032666667,5.3575,12.3396284652,4.78413333333,5.28883333333,4.63793333333,6.92173333333,9.06199111111,4.97883333333,6.9049
364.20,8.42953333333,16.3492,5.37166666667,12.355267478,4.78153333333,5.29193333333,4.66926666667,6.87046666667,9.04780888889,4.9532,6.9735
364.57,8.54680000001,16.4890666667,5.44216666667,12.4329807302,4.8486,5.36713333333,4.76186666667,7.0122,9.11926666666,4.99886666667,7.00026666667
364.93,8.54206666667,16.5754,5.40056666667,12.439636714,4.82546666667,5.3609,4.78413333333,7.02733333333,9.14263111111,4.99803333333,6.9594
365.29,8.5222,16.5891333333,5.3685,12.4350969574,4.77633333333,5.35416666667,4.75193333333,6.9794,9.09249777778,4.953,6.9056
365.66,8.60046666667,16.691,5.49263333333,12.5672416498,4.88113333333,5.501,4.8604,7.1002,9.20874222222,5.06276666667,7.0682
366.02,8.60180000001,16.7439333333,5.51123333333,12.602839689,4.87486666667,5.46866666667,4.86286666667,7.12573333333,9.2533688889,5.0527,7.06723333333
366.38,8.64353333333,16.8300666667,5.55703333333,12.6704523326,4.9436,5.55586666667,4.9098,7.19893333333,9.33686666665,5.11616666667,7.14
366.75,8.69886666667,16.8844666667,5.61433333333,12.7762287356,5.06653333334,5.6431,4.99993333333,7.3382,9.45756,5.22583333333,7.21323333333
367.11,8.73366666667,16.9314666667,5.6448,12.825174307,5.16946666667,5.71146666667,5.0428,7.33006666667,9.54892444445,5.2385,7.19613333333
367.47,8.77966666667,17.0658666667,5.76193333333,12.9820006085,5.25233333333,5.79256666667,5.1046,7.37586666667,9.63806222222,5.27946666667,7.19403333333
367.84,8.77366666667,17.1552666667,5.7389,13.0027999324,5.3056,5.83946666667,5.1154,7.3686,9.67280888889,5.30576666667,7.18076666667
368.20,8.69973333333,17.1449333333,5.6092,12.9778728195,5.25273333333,5.7274,5.02293333333,7.32753333333,9.63518222223,5.22736666667,7.02566666666
368.56,8.61733333333,17.1436,5.49123333333,12.9918940501,5.1976,5.6529,4.992,7.26046666667,9.58618666665,5.18606666667,6.99123333333
368.93,8.50606666665,17.0300666667,5.39753333333,12.9080088574,5.10206666667,5.476,4.88853333333,7.19306666667,9.48247555555,5.14086666667,6.88213333333
369.29,8.45973333333,17.023,5.28453333333,12.7930377958,5.0538,5.3892,4.77086666667,7.1502,9.42724000001,5.08156666667,6.7384
369.65,8.33173333333,16.9321333333,5.10143333333,12.6554421907,4.8612,5.17413333333,4.5422,6.97673333333,9.24640888889,4.88433333333,6.4969
370.01,8.53486666667,17.2025333333,5.32446666667,12.840119405,5.08033333333,5.35906666667,4.76846666667,7.24413333333,9.45012888888,5.10416666667,6.71486666667
370.38,8.63293333333,17.3810666667,5.43043333333,13.0127245436,5.17826666667,5.4074,4.8836,7.32333333333,9.52588000001,5.1949,6.8679
370.74,8.65720000001,17.435,5.36516666667,13.018511359,5.13346666667,5.39463333333,4.86486666667,7.3058,9.5254888889,5.17146666667,6.84016666667
371.10,8.83446666665,17.577,5.52166666667,13.2031348208,5.2366,5.55516666667,4.968,7.48833333333,9.66334666667,5.33573333333,7.0643
371.46,8.774,17.5434,5.46116666667,13.183635497,5.17013333333,5.4519,4.88773333333,7.47566666667,9.60654222222,5.3135,7.02243333333
371.83,8.64779999999,17.4725333333,5.31,13.0919674104,4.98426666667,5.28416666667,4.75073333333,7.32573333333,9.47510222222,5.21156666667,6.89293333333
372.19,8.80319999999,17.6348,5.4524,13.2252824882,5.08146666667,5.48173333333,4.89146666667,7.45973333333,9.59003111111,5.38373333333,7.046
372.55,8.87506666667,17.724,5.57033333333,13.2851834348,5.1798,5.559,4.94033333333,7.54993333333,9.65043111111,5.44543333333,7.1018
372.92,9.08513333333,17.9998666667,5.7768,13.5077281947,5.3964,5.7984,5.1242,7.75353333333,9.82375999999,5.61923333333,7.32616666667
373.28,9.18293333333,18.1558666667,5.922,13.7142867478,5.5364,5.94303333333,5.29953333333,7.89186666667,9.97826666667,5.78016666667,7.4831
373.64,9.29880000001,18.257,5.9688,13.8211252874,5.658,6.02936666667,5.48573333333,7.99553333333,10.10096,5.87713333333,7.65313333333
374.00,9.13599999999,18.0988,5.78713333333,13.7118607843,5.51246666667,5.91673333333,5.34806666667,7.81393333333,9.94989777778,5.7235,7.4961
374.37,8.96913333333,17.9383333333,5.63796666667,13.5691407032,5.39386666667,5.77743333333,5.2134,7.6404,9.84239555555,5.6018,7.2527
374.73,8.97606666667,18.0208,5.7114,13.6117150101,5.43293333333,5.8173,5.21206666667,7.6848,9.85013333333,5.6586,7.28216666667
375.09,8.74586666666,17.9062,5.49066666667,13.4358741041,5.23786666666,5.58903333333,4.9834,7.4494,9.66707555556,5.47316666667,7.00536666667
375.45,8.78426666666,18.0062,5.4891,13.4843922921,5.24873333334,5.5907,4.96126666666,7.46766666667,9.72356000001,5.48466666667,7.0064
375.81,8.81899999999,18.0504,5.5539,13.516808925,5.30126666667,5.64676666667,4.92673333333,7.5126,9.74168,5.50063333333,6.99716666667
376.18,8.73006666665,17.9922,5.4782,13.4268576741,5.25766666667,5.5291,4.80633333333,7.40993333333,9.66730666666,5.41386666667,6.89963333333
376.54,8.75519999999,18.0758666667,5.48513333333,13.4613294118,5.23793333333,5.57583333333,4.78833333334,7.3952,9.70795555554,5.45903333333,6.93346666667
376.90,8.71739999999,18.0492666667,5.4225,13.3921240027,5.1618,5.5211,4.7448,7.32553333333,9.67715999999,5.3919,6.87686666667
377.26,8.63353333334,18.0272666667,5.32683333333,13.3272809331,5.07833333333,5.42453333333,4.62893333333,7.23873333333,9.60691555555,5.32696666667,6.8067
377.63,8.57973333333,18.0604666667,5.3415,13.3614288032,5.07406666667,5.4507,4.56406666667,7.26633333334,9.63455999999,5.31196666667,6.7389
377.99,8.65326666667,18.2101333333,5.39413333333,13.4374894523,5.09673333333,5.47826666667,4.59613333333,7.31953333333,9.74251555554,5.33796666667,6.78233333333
378.35,8.70346666666,18.3119333333,5.41076666667,13.5246521974,5.1358,5.4838,4.6026,7.41613333333,9.78651111111,5.32963333333,6.8341
378.71,8.62766666667,18.3327333333,5.34186666667,13.4946004057,5.06706666667,5.37233333333,4.56553333333,7.37526666667,9.74620444444,5.24266666667,6.7517
379.07,8.70466666667,18.4162,5.38576666667,13.5874654496,5.15553333333,5.44953333333,4.6544,7.49766666667,9.81272444445,5.28416666667,6.84263333333
379.44,8.74180000001,18.4767333333,5.43643333333,13.657467478,5.2266,5.5237,4.73073333333,7.54813333333,9.83057333333,5.31763333333,6.8863
379.80,8.81953333333,18.5475333333,5.515,13.7602156863,5.31266666667,5.5638,4.8284,7.59893333333,9.89706666668,5.33836666667,6.95706666667
380.16,8.81073333333,18.6195333333,5.5532,13.8356948614,5.33973333333,5.56443333333,4.86753333333,7.6638,9.92588444444,5.35433333333,6.9536
380.52,8.76520000001,18.6192666667,5.52446666667,13.8548935091,5.31826666667,5.53806666667,4.87633333333,7.657,9.88706222223,5.3181,6.92333333333
380.88,8.82419999999,18.7252666667,5.57876666667,13.9504346856,5.38326666667,5.57293333333,4.90926666667,7.70226666667,9.93165333332,5.3918,6.96713333333
381.24,8.90126666667,18.8083333333,5.61693333333,14.0252922245,5.45033333333,5.58466666667,4.97766666667,7.76093333333,9.94018666667,5.43626666666,7.01393333333
381.61,8.92246666666,18.8402666667,5.6097,14.0220186613,5.44153333333,5.55286666667,4.97773333333,7.7402,9.93235111112,5.44386666667,6.97386666667
381.97,8.9384,18.8599333333,5.61013333333,14.0385636241,5.45753333333,5.56963333333,4.98926666667,7.77526666667,9.93912000001,5.48503333333,6.93986666667
382.33,8.98359999999,18.9454666667,5.64246666667,14.0589292766,5.46273333333,5.58826666667,5.01846666667,7.77433333333,9.94551111112,5.5228,6.97863333333
382.69,9.00646666667,18.9431333333,5.65726666667,14.0851717377,5.4908,5.62763333333,4.9692,7.75126666667,9.95517777777,5.53113333333,6.97383333333
383.05,8.95240000001,18.9547333333,5.63393333333,14.0548174442,5.4424,5.56423333333,4.91133333333,7.6974,9.92059555557,5.49186666667,6.93453333333
383.41,8.87673333332,18.9777333333,5.58876666667,14.0174081136,5.36633333333,5.47346666667,4.80773333333,7.6194,9.85707555555,5.41033333333,6.86086666667
383.77,8.93886666666,19.1648,5.67626666667,14.1321317106,5.4694,5.57916666667,4.91726666667,7.74653333333,9.97235555557,5.541,6.9637
384.14,9.03813333335,19.2534,5.75173333333,14.2290586207,5.56393333333,5.67806666667,5.02466666667,7.82866666667,10.0455022222,5.64263333333,7.0624
384.50,9.03193333335,19.2908,5.77646666667,14.2873022312,5.57853333333,5.65046666667,5.00673333333,7.8206,10.0552844445,5.6239,7.04276666667
384.86,8.99333333334,19.2894666667,5.756,14.3134799189,5.5646,5.6364,4.9992,7.83166666667,10.0325777778,5.56566666667,7.0207
385.22,9.03046666667,19.3386,5.81356666667,14.382768357,5.59286666667,5.7192,5.04793333333,7.88166666667,10.0716666667,5.60093333333,7.0415
385.58,9.05173333334,19.3830666667,5.83686666667,14.4389539554,5.61526666667,5.72916666667,5.05486666667,7.87846666667,10.0673288889,5.6181,7.08513333333
385.94,9.08666666667,19.4274666667,5.84826666667,14.4751710615,5.65353333333,5.77566666667,5.0994,7.90633333333,10.0594,5.6345,7.13553333333
386.30,9.12366666667,19.4820666667,5.874,14.5597895876,5.69526666667,5.84616666667,5.15306666667,7.9736,10.1097333333,5.7031,7.18406666667
386.66,9.2038,19.5508666667,5.90736666667,14.6317460446,5.75326666667,5.89603333333,5.24746666667,8.05453333333,10.1485777778,5.74343333333,7.2247
387.03,9.25893333333,19.6034666667,5.97353333333,14.7086567951,5.79926666667,5.9736,5.32153333333,8.09506666667,10.1962888889,5.80496666667,7.2292
387.39,9.34626666667,19.6653333334,6.04823333333,14.7984039216,5.88133333333,6.0687,5.43173333333,8.203,10.2901644444,5.92746666667,7.32073333333
387.75,9.37060000001,19.6756,6.03343333333,14.8278027721,5.88973333333,6.06413333333,5.411,8.2118,10.2944533333,5.91736666667,7.32036666667
388.11,9.37140000001,19.6931333333,6.0113,14.851268357,5.89893333333,6.04656666667,5.40433333333,8.24066666667,10.31044,5.88556666667,7.30946666667
388.47,9.34279999999,19.721,5.9729,14.8337781609,5.89113333333,6.06906666667,5.40233333333,8.25973333333,10.2786311111,5.88933333333,7.28303333333
388.83,9.36426666667,19.7876,6.0068,14.8932634212,5.89713333333,6.08123333333,5.4142,8.29353333333,10.3097511111,5.93556666667,7.287
389.19,9.43306666668,19.9096666666,6.06776666667,14.994819405,5.96433333333,6.13706666667,5.46886666667,8.35873333333,10.3682933333,5.9942,7.34996666667
389.55,9.42366666667,19.9608,6.08423333333,15.0074682894,5.94466666667,6.1159,5.4816,8.3848,10.3611244445,5.97206666667,7.3187
389.91,9.46853333334,20.0661333333,6.19306666667,15.1312330629,6.0072,6.1826,5.50246666667,8.43733333333,10.42304,6.022,7.38916666667
390.27,9.42293333333,20.0525333333,6.17016666667,15.1026375254,5.9764,6.137,5.44113333333,8.39093333333,10.3764311111,5.9283,7.30393333333
390.63,9.37446666665,20.0552666667,6.1464,15.1020772143,5.9334,6.1261,5.3916,8.33386666667,10.3680133333,5.89083333333,7.27093333333
391.00,9.39100000001,20.1066,6.16603333333,15.1402211629,5.9506,6.1276,5.39106666667,8.34473333333,10.3807822222,5.9234,7.31353333333
391.36,9.38793333333,20.1728666667,6.17506666667,15.149756998,5.9308,6.133,5.3798,8.32733333333,10.3654666667,5.89226666667,7.30543333333
391.72,9.35626666666,20.2071333333,6.13696666667,15.1477423259,5.88286666667,6.1221,5.36546666667,8.3152,10.3459777778,5.87713333333,7.291
392.08,9.29393333333,20.166,6.1076,15.1107260311,5.80366666666,6.08113333333,5.26666666667,8.22886666667,10.2728222222,5.82646666667,7.22793333333
392.44,9.32293333334,20.1678666667,6.14063333333,15.1152980392,5.7962,6.04396666667,5.22766666667,8.21613333333,10.2963733333,5.80196666667,7.2237
392.80,9.32573333333,20.1901333333,6.15713333333,15.1344032454,5.81933333333,6.06386666667,5.21746666667,8.21373333333,10.3015111111,5.7991,7.24103333333
