wavelength,Back_SpoIntm,Belly_SpoIntm,Breast_SpoIntm,Crissum_SpoIntm,Crown_SpoIntm,DorTail_SpoIntm,Rump_SpoIntm,Throat_SpoIntm,WingTip_SpoIntm
333.91,10.375,18.51825,13.0706666667,14.1166666667,7.05825,10.5624166667,12.2235833333,11.0913333333,10.7791666667
334.28,10.8148333334,19.19175,13.55275,14.7684166667,7.56641666666,11.07425,12.6370833333,11.637,11.2433333333
334.64,10.8035,19.3453333333,13.54575,14.9225833333,7.38475,11.1535,12.5189166667,11.7233333333,11.2431666667
335.01,10.6561666667,19.1516666667,13.3289166667,14.7163333333,7.26425,10.8438333333,12.3023333333,11.5234166667,11.08
335.38,10.891,19.4919166667,13.6409166667,14.8974166667,7.63958333333,11.1,12.6350833333,11.9023333333,11.3701666667
335.74,10.73375,19.4445,13.4171666667,14.7769166667,7.4315,11.0694166667,12.4043333333,11.9075833333,11.1028333333
336.11,10.7034166667,19.4245,13.139,14.6870833333,7.24933333333,10.6843333333,12.0359166667,11.7245,10.93
336.47,10.6773333333,19.6034166666,13.0214166667,14.71875,7.18016666667,10.6909166667,12.11075,11.7741666667,10.9116666667
336.84,10.69125,19.7721666667,13.052,14.8416666667,7.07675,10.63775,12.1328333333,11.86225,10.6325833333
337.21,10.6703333333,19.9405833333,13.1464166666,14.932,6.89858333333,10.598,11.99275,11.8293333334,10.5098333333
337.57,10.7126666667,19.8029166666,13.16125,15.0200833333,7.0295,10.5349166667,11.9635,11.8280833333,10.38075
337.94,10.926,20.0069166666,13.2948333333,15.30325,7.2725,10.6653333333,12.1948333333,11.99725,10.49975
338.31,10.6069166667,19.7440833333,13.116,15.1228333333,6.97183333333,10.2448333333,11.9315833334,11.6645833333,10.1734166667
338.67,10.5223333333,19.539,12.86925,14.93225,6.84075,10.0468333333,11.7943333333,11.6130833333,10.0021666667
339.04,10.5264166667,19.66,12.7613333334,15.0035833334,6.80033333333,10.2485,11.9035,11.7919166666,10.0196666667
339.40,10.3746666667,19.603,12.7005833333,15.12225,6.66983333334,10.0849166667,11.8000833333,11.7613333333,9.97866666668
339.77,10.1645833333,19.44025,12.6289166666,15.0833333333,6.64525,9.90891666667,11.6711666667,11.6610833333,9.955
340.14,10.0173333333,19.4554166667,12.5903333333,15.0845,6.65691666667,10.0453333333,11.5715833333,11.6986666667,9.79633333333
340.50,9.85508333334,19.094,12.50125,14.9311666667,6.374,9.88033333332,11.4321666667,11.56075,9.60108333333
340.87,9.51058333332,18.8569166667,12.30825,14.74275,6.02083333333,9.54058333332,11.0713333333,11.2455,9.50325
341.23,9.36516666667,18.7523333333,12.193,14.6476666667,5.84433333333,9.30075,11.0525,11.1120833334,9.39725
341.60,9.22333333334,18.7826666666,12.1211666666,14.66125,5.79816666667,9.20616666667,10.90525,11.1208333333,9.42183333333
341.96,9.096,18.7880833333,12.16575,14.5500833333,5.81133333333,9.16341666668,10.8455833333,11.19075,9.47475
342.33,9.10641666666,18.96,12.19175,14.59875,5.86225,9.21325,11.0060833334,11.44,9.54275
342.70,9.31625000001,19.3201666667,12.5825833333,14.89375,6.204,9.49358333333,11.2360833333,11.6369166667,9.94533333334
343.06,9.18866666667,19.09025,12.4495,14.6570833334,5.97625,9.09675,11.0835,11.4239166667,9.74741666668
343.43,9.24591666667,19.2636666667,12.3263333333,14.6214166667,5.884,9.02791666666,11.0529166667,11.4318333333,9.59566666667
343.79,9.08116666667,19.2735,12.2525,14.50325,5.54941666666,8.81258333334,10.91775,11.2784166667,9.34333333333
344.16,8.86666666667,19.0985,12.0220833334,14.35875,5.19983333333,8.506,10.8248333333,11.1014166667,9.27366666667
344.52,8.899,19.3578333333,12.04025,14.42325,5.33866666667,8.5015,10.84525,11.1271666667,9.419
344.89,8.93141666667,19.4114166667,11.9568333333,14.3129166667,5.46558333333,8.56433333334,10.87925,11.2185,9.34391666667
345.25,9.15866666667,19.6869166666,12.0809166667,14.5188333333,5.75883333333,8.78341666667,11.09775,11.4604166667,9.62566666666
345.62,9.13241666666,19.694,12.0028333333,14.447,5.65366666667,8.76383333333,11.1889166667,11.41575,9.50125
345.99,9.07308333333,19.75025,11.793,14.48975,5.66833333333,8.67358333333,11.161,11.2710833333,9.4535
346.35,9.19008333334,19.7706666667,11.8575,14.4679166667,5.63866666666,8.81249999999,11.0809166667,11.1274166667,9.49191666667
346.72,8.94375,19.6281666667,11.6096666667,14.2628333334,5.38241666667,8.608,10.9105,10.9610833333,9.14233333333
347.08,8.96,19.7358333333,11.5674166667,14.3848333334,5.39541666667,8.61683333333,10.8901666666,11.10625,9.03591666666
347.45,8.74525,19.5435,11.3864166667,14.1104166667,5.204,8.44791666667,10.7260833333,10.8555833334,8.73891666667
347.81,9.10325,19.8750833333,11.64125,14.3611666666,5.54575,8.68658333333,11.07025,11.1695833333,8.94675
348.18,9.28508333333,20.1184166666,11.84425,14.5325,5.7825,8.81333333334,11.19925,11.3134166666,8.99966666667
348.54,9.44850000001,20.303,12.01625,14.7946666667,6.04183333333,8.9615,11.4259166667,11.5060833333,9.147
348.91,9.71575000001,20.5215833334,12.2321666667,14.9861666667,6.21383333333,9.13166666666,11.67125,11.7070833333,9.37325
349.27,9.64266666667,20.4373333333,12.28425,14.9048333334,6.02483333333,9.02675000001,11.6285833333,11.63475,9.165
349.64,9.65383333333,20.5529166667,12.2426666667,14.9421666667,5.958,8.81866666666,11.4890833333,11.6,9.10975
350.00,9.63966666667,20.7235833333,12.42175,15.0405,5.85225,8.90391666668,11.4853333333,11.7485,9.138
350.37,9.69900000001,20.8528333333,12.5758333333,15.16175,6.00308333333,8.89458333333,11.59675,11.917,9.29991666667
350.73,9.73541666666,21.0025,12.6631666666,15.2625833334,6.03525,8.8785,11.7505,11.9653333333,9.33075
351.10,9.86441666666,21.2821666667,12.92225,15.49425,6.16483333333,9.16533333333,11.93225,11.9876666667,9.54866666666
351.46,9.62183333334,21.0675833333,12.7645833334,15.3760833333,6.13908333333,9.00091666667,11.7855833333,11.8975833333,9.59533333333
351.83,9.38308333333,20.8818333333,12.4959166667,15.18525,5.92775,8.8825,11.5454166667,11.68725,9.53316666666
352.19,9.41641666666,20.9885,12.53025,15.22475,5.92333333334,8.8295,11.63275,11.6771666666,9.61400000001
352.55,9.15108333334,20.91375,12.3935,14.96725,5.62333333333,8.56441666667,11.32075,11.5475833333,9.372
352.92,8.98108333332,20.8024166667,12.1603333333,14.8648333333,5.40558333333,8.28558333333,11.056,11.355,9.26591666666
353.28,8.874,20.8274166667,12.1199166667,14.9466666667,5.44391666667,8.28258333333,10.9583333333,11.3325833333,9.23241666666
353.65,8.66266666667,20.7033333333,11.9425,14.7176666667,5.24425,8.22341666666,10.8003333333,11.04875,9.03833333334
354.01,8.87358333333,20.74925,11.95125,14.6886666666,5.31433333334,8.26341666667,10.8328333333,11.0879166667,9.07758333333
354.38,8.8725,20.7853333333,11.80225,14.6616666667,5.26883333333,8.23541666667,10.8051666666,11.0674166667,9.068
354.74,8.90658333333,20.6055833333,11.7115833333,14.5019166667,5.12141666667,8.17241666667,10.66075,10.9446666667,9.09825
355.11,8.98416666667,20.68025,11.86925,14.4926666667,5.25375,8.21825,10.808,11.0734166667,9.20366666667
355.47,9.11825,20.918,12.0089166667,14.6195833334,5.25241666667,8.28158333333,10.8195,11.0719166667,9.20108333333
355.83,9.05591666666,20.8939166667,12.1014166667,14.617,5.2875,8.32316666667,10.7728333334,11.0059166667,9.0595
356.20,8.96533333333,20.9334166667,12.1251666667,14.5505833333,5.261,8.27866666666,10.7489166667,10.906,8.967
356.56,9.1065,20.9905,12.0884166666,14.6005,5.27525,8.3915,10.8419166667,10.8534166667,9.00258333334
356.93,8.919,20.8811666666,12.1123333333,14.5026666667,5.10016666667,8.23908333333,10.8466666667,10.7893333333,8.84566666667
357.29,8.8815,20.8989166667,11.9430833333,14.3665,4.91325,8.12625,10.7646666667,10.6571666667,8.75041666667
357.66,9.05666666667,21.00725,12.1243333333,14.5631666667,5.12758333333,8.27275,10.8761666667,10.7939166667,8.91691666667
358.02,8.83475,20.9885,12.0375833333,14.4263333333,4.99716666667,8.17133333333,10.8014166667,10.6179166667,8.76133333333
358.38,8.62225,20.8055,11.96025,14.3013333333,4.76366666667,7.954,10.6624166667,10.46525,8.5305
358.75,8.43925,20.7576666667,11.8985833333,14.2650833333,4.63125,7.78841666667,10.56425,10.3244166667,8.3215
359.11,8.31758333333,20.64825,11.8255833333,14.229,4.47516666667,7.69491666666,10.4153333333,10.2244166667,8.223
359.48,8.34033333333,20.6774166667,11.89275,14.2058333333,4.42708333334,7.708,10.48625,10.2789166667,8.226
359.84,8.51183333333,20.80025,11.96775,14.2955,4.48925,7.75975,10.5841666667,10.3703333333,8.38058333333
360.20,8.46441666667,20.74875,11.9199166667,14.2324166666,4.45433333333,7.80508333333,10.5579166667,10.4229166667,8.37658333333
360.57,8.43291666667,20.7523333334,11.9440833333,14.1369166667,4.45058333334,7.78816666667,10.5083333333,10.4086666667,8.30008333333
360.93,8.564,20.9473333334,12.0019166667,14.285,4.59866666667,7.92558333333,10.5553333334,10.4294166667,8.35325
361.29,8.59366666667,20.93225,12.0736666667,14.2936666667,4.67508333334,7.94116666667,10.6475833333,10.40925,8.31983333333
361.66,8.46283333333,20.89025,11.9709166666,14.1693333334,4.51908333333,7.82241666667,10.5605,10.3295833333,8.14825
362.02,8.52116666666,20.79575,11.9383333333,14.1156666667,4.51308333333,7.783,10.52275,10.3303333333,8.12025
362.39,8.54758333333,20.8523333333,11.92475,14.073,4.5085,7.77258333333,10.4649166667,10.2266666667,8.05716666667
362.75,8.62366666667,21.0340833333,12.0138333334,14.1674166667,4.62066666667,7.93775,10.5851666667,10.3164166667,8.13508333333
363.11,8.65216666666,21.045,11.9430833333,14.1133333333,4.60691666667,7.93525,10.5350833333,10.262,8.04566666667
363.48,8.68233333334,21.1296666666,11.9943333333,14.0894166667,4.66633333333,7.95116666667,10.5139166667,10.2225,8.0225
363.84,8.60475,21.1398333333,11.9756666667,14.06075,4.62375,7.88241666666,10.5281666666,10.19925,7.95466666667
364.20,8.77016666667,21.268,12.079,14.1704166667,4.74575,8.0295,10.5865833333,10.3083333333,7.989
364.57,8.78133333333,21.3538333333,12.113,14.2370833334,4.79483333333,8.02658333333,10.65775,10.35975,8.02533333333
364.93,9.07166666667,21.5599166667,12.39675,14.4366666667,5.10633333333,8.349,10.9344166667,10.61375,8.314
365.29,9.04858333333,21.601,12.38775,14.4724166667,5.11566666666,8.362,10.85275,10.6423333333,8.35683333333
365.66,9.25116666666,21.7748333333,12.6109166667,14.6335833333,5.34066666667,8.48075,11.0910833333,10.8193333333,8.59958333333
366.02,9.36258333333,21.9768333334,12.8005833333,14.8471666667,5.528,8.64708333333,11.23175,10.9390833333,8.72725
366.38,9.46441666667,22.184,12.8958333333,14.96475,5.71608333333,8.76466666667,11.4608333333,11.0861666667,8.8215
366.75,9.46550000001,22.2285,12.90925,14.9494166666,5.7805,8.63791666666,11.3751666667,11.0825,8.85
367.11,9.53874999999,22.3449166667,12.9971666667,15.018,5.89841666667,8.67891666667,11.4908333333,11.12575,8.97833333333
367.47,9.50308333333,22.2576666667,12.9111666667,15.0665833333,5.92008333334,8.63075,11.4994166666,11.19925,9.00583333333
367.84,9.57091666666,22.3060833333,12.9325,15.0405833333,5.9975,8.65341666667,11.442,11.1931666667,8.98525000001
368.20,9.43391666667,22.25475,12.8895833333,14.9823333333,5.89758333333,8.53108333333,11.3895833333,11.1168333333,8.88141666666
368.56,9.43633333333,22.22275,12.86,14.9883333333,5.885,8.47541666667,11.4344166667,11.1040833333,8.85316666666
368.93,9.30574999999,22.2433333333,12.7055,14.8798333333,5.74,8.35183333333,11.3575,11.0795,8.70891666667
369.29,9.37691666666,22.3965,12.7694166667,14.9658333333,5.84458333333,8.38683333333,11.508,11.0985833333,8.7325
369.65,9.24158333333,22.3439166667,12.70775,14.9278333333,5.74183333333,8.33458333333,11.4344166667,11.0255833333,8.662
370.01,9.34608333333,22.4535833334,12.8834166667,15.0700833333,5.83416666667,8.38583333334,11.5710833333,11.2024166667,8.75725
370.38,9.34258333333,22.47175,12.95275,15.1514166667,5.83666666667,8.41191666667,11.5656666667,11.2509166667,8.81275
370.74,9.5585,22.6648333333,13.1826666667,15.3876666667,6.05941666667,8.75508333333,11.8735833333,11.4945,9.02175000001
371.10,9.48175000001,22.84775,13.2500833333,15.4984166667,6.09266666667,8.70733333333,11.8635,11.5616666667,9.00299999999
371.46,9.40166666666,22.86825,13.2263333333,15.4880833334,5.99866666666,8.69066666667,11.8935833333,11.50025,8.95041666667
371.83,9.46858333333,23.0135,13.3728333333,15.6875,6.07633333334,8.77866666667,12.0874166667,11.6839166667,9.10583333333
372.19,9.68250000001,23.2426666666,13.5295833334,15.881,6.30475,8.91508333333,12.2978333333,11.848,9.28891666668
372.55,9.85466666666,23.4555833333,13.7285833333,16.0579166667,6.49233333333,9.15133333333,12.4029166667,12.0273333334,9.46091666668
372.92,9.84983333332,23.4086666667,13.7300833333,16.1009166667,6.521,9.10791666667,12.3315833333,11.9769166667,9.46391666666
373.28,9.88875,23.4700833334,13.855,16.1590833333,6.5815,9.18199999999,12.2901666667,12.11425,9.52324999999
373.64,10.0218333333,23.56225,13.9301666667,16.26125,6.74558333333,9.31541666666,12.3136666667,12.2523333333,9.55533333334
374.00,10.0389166666,23.6883333333,13.9095,16.3085833333,6.78175,9.41933333334,12.4176666666,12.3675,9.57933333334
374.37,10.1918333333,23.8213333333,14.03975,16.4349166667,6.92058333333,9.53208333334,12.4556666667,12.5738333333,9.62083333332
374.73,10.1435833333,23.7876666667,13.9769166667,16.38525,6.83608333333,9.39966666667,12.3978333333,12.54725,9.50708333334
375.09,10.0956666667,23.7,13.8568333333,16.30425,6.70858333333,9.40166666667,12.38575,12.52125,9.37858333333
375.45,10.3521666667,23.9355,14.0338333333,16.5116666667,6.96008333333,9.57500000002,12.5146666667,12.7719166667,9.54041666668
375.81,10.34025,23.9303333333,13.96775,16.5330833333,7.002,9.54116666668,12.4063333334,12.7129166666,9.46533333333
376.18,10.3698333333,24.0374166667,14.0181666667,16.567,7.03316666667,9.60233333334,12.4114166667,12.8210833333,9.49516666666
376.54,10.2945833333,24.0324166667,13.997,16.5675833333,6.9685,9.52433333334,12.4045833333,12.7808333333,9.48841666667
376.90,10.19775,23.9858333333,13.9759166667,16.54525,6.88183333333,9.42091666667,12.3575,12.78575,9.37541666668
377.26,10.2564166666,24.0093333333,14.0534166667,16.6401666667,6.94233333333,9.43524999998,12.4449166667,12.835,9.41375000001
377.63,10.1145833333,23.9598333334,13.92525,16.5725,6.783,9.23466666667,12.3456666667,12.64325,9.23958333334
377.99,10.0975833333,23.9759166667,13.88925,16.5755,6.73925,9.16091666667,12.2269166667,12.5435833333,9.18691666666
378.35,10.0973333334,23.9905,13.87925,16.5931666666,6.72116666667,9.15425,12.2861666667,12.5450833333,9.22766666667
378.71,10.1406666667,24.14275,13.9439166667,16.658,6.77308333333,9.16575,12.2866666666,12.6541666667,9.25575
379.07,10.2880833333,24.2755,14.07175,16.8069166667,6.93441666667,9.25766666667,12.3720833333,12.7829166667,9.42333333333
379.44,10.2086666667,24.28275,14.09275,16.8115,6.92841666667,9.22166666667,12.316,12.73675,9.42716666666
379.80,10.24775,24.4035833333,14.2123333333,16.8863333333,6.9265,9.29300000001,12.4414166667,12.8025,9.52925000001
380.16,10.0421666667,24.2344166667,14.0721666667,16.742,6.73983333333,9.09408333333,12.2695833333,12.65125,9.40058333333
380.52,10.0481666667,24.3273333333,14.0451666667,16.81825,6.77958333333,9.11366666666,12.2039166667,12.6913333333,9.35833333333
380.88,10.0349166667,24.33725,14.0170833333,16.82175,6.75116666667,9.07233333333,12.1631666667,12.6295,9.36716666666
381.24,9.89816666667,24.2480833333,13.8203333333,16.741,6.61608333333,8.98891666667,12.0553333333,12.5785,9.29391666667
381.61,9.93900000001,24.34,13.8968333333,16.845,6.6085,9.06675,12.0985833333,12.7135833333,9.36708333333
381.97,9.75925,24.2439166667,13.7371666666,16.6834166667,6.45383333333,8.85083333334,11.9559166667,12.5645,9.23325
382.33,9.67900000001,24.2660833333,13.6556666667,16.67575,6.41058333333,8.7725,11.8408333333,12.50625,9.19708333333
382.69,9.71783333333,24.2776666667,13.6365,16.7313333333,6.3665,8.77558333333,11.82025,12.48975,9.19116666667
383.05,9.64875,24.32725,13.5714166666,16.7358333333,6.27,8.66916666666,11.7235,12.50175,9.09208333333
383.41,9.73966666667,24.37875,13.5960833333,16.82275,6.25175,8.68366666667,11.81675,12.53475,9.14883333333
383.77,9.71216666667,24.4299166667,13.5204166667,16.8088333333,6.22241666667,8.61066666667,11.72925,12.5525,9.06291666667
384.14,9.73191666667,24.4890833333,13.5084166666,16.8926666667,6.21341666667,8.631,11.6963333333,12.5724166667,9.01825
384.50,9.66266666667,24.4704166666,13.4683333333,16.87475,6.14808333333,8.5615,11.64925,12.5100833333,8.96175
384.86,9.67583333334,24.5819166667,13.4724166667,16.9225,6.158,8.5915,11.68575,12.6021666666,8.94316666667
385.22,9.71508333333,24.75375,13.5375833333,16.98425,6.189,8.61041666667,11.71825,12.661,8.9395
385.58,9.81908333334,24.8991666667,13.57675,17.03325,6.3,8.71666666667,11.7988333334,12.753,9.03141666667
385.94,9.89158333334,24.9445,13.6176666667,17.1613333333,6.38583333333,8.75208333333,11.8310833333,12.82975,9.06441666667
386.30,9.77375,24.857,13.5289166667,17.0503333334,6.25625,8.66266666667,11.6936666666,12.7205,8.91916666666
386.66,9.74391666666,24.89575,13.4973333333,17.0595,6.2695,8.61408333333,11.6609166667,12.7228333333,8.9095
387.03,9.75074999999,24.8830833334,13.4484166667,17.0415,6.26916666667,8.59358333333,11.63975,12.673,8.88666666667
387.39,9.62183333333,24.9018333333,13.3151666667,16.9975,6.15491666667,8.45316666667,11.4949166667,12.6323333333,8.71858333333
387.75,9.54416666667,24.8565833333,13.2516666666,16.989,6.09833333333,8.37825,11.4195833333,12.5685833333,8.63933333333
388.11,9.51608333334,24.8935,13.1989166667,17.0285,6.06758333333,8.30858333333,11.3829166667,12.5425,8.598
388.47,9.55041666667,24.9761666666,13.27625,17.1481666667,6.15025,8.31483333333,11.4656666667,12.63975,8.67658333333
388.83,9.45866666666,24.9763333333,13.22475,17.0509166667,6.06183333333,8.22425,11.3673333333,12.5576666667,8.59933333333
389.19,9.4445,24.9696666667,13.2065833334,17.05375,6.068,8.19016666667,11.3103333334,12.5189166667,8.58108333334
389.55,9.31808333333,24.9120833334,13.1418333333,17.0404166667,5.972,8.02225,11.171,12.4440833333,8.48583333333
389.91,9.254,24.9631666667,13.1116666667,17.05075,5.87225,7.99716666667,11.094,12.4183333333,8.42875
390.27,9.351,25.124,13.1915,17.2105833334,5.98341666667,8.08075,11.2230833333,12.5545833333,8.51158333334
390.63,9.26308333333,25.0698333333,13.144,17.194,5.92941666667,7.99583333333,11.1666666667,12.5004166667,8.422
391.00,9.24408333334,25.1068333334,13.176,17.2351666667,5.94533333333,7.977,11.1838333333,12.4781666667,8.43158333333
391.36,9.22325,25.1285,13.1605833333,17.2376666667,5.92775,7.94433333333,11.1434166667,12.4583333333,8.40066666666
391.72,9.20683333333,25.1276666667,13.1605833333,17.2005833333,5.88658333333,7.88708333333,11.1326666667,12.44025,8.39558333334
392.08,9.3075,25.26325,13.2425833333,17.30575,5.98266666666,7.981,11.2305,12.5185833333,8.51141666667
392.44,9.28033333333,25.2588333333,13.2059166667,17.24675,5.905,7.94508333333,11.15075,12.4805,8.41658333333
392.80,9.3125,25.3179166667,13.2056666667,17.2790833333,5.88841666667,7.90758333333,11.1188333333,12.4613333333,8.41308333333
393.16,9.34933333334,25.4045833333,13.272,17.3483333333,5.88975,7.93,11.1303333333,12.4845833333,8.41283333333
393.52,9.38033333333,25.4618333334,13.2905,17.3774166667,5.89183333333,7.96341666667,11.17075,12.505,8.39641666667
393.88,9.42891666666,25.54575,13.3343333333,17.3980833333,5.93391666667,8.01008333334,11.2338333333,12.5696666667,8.44908333334
394.24,9.41458333333,25.5419166667,13.3674166667,17.3815,5.91325,7.95558333333,11.2003333333,12.5455833333,8.433
394.60,9.38925,25.5648333334,13.313,17.3505833333,5.82183333333,7.91633333333,11.1540833333,12.4925833333,8.38925
394.96,9.33208333333,25.57475,13.2610833333,17.2714166667,5.71916666667,7.83175,11.08025,12.4618333333,8.29633333333
395.32,9.33708333333,25.6359166667,13.2669166667,17.2856666667,5.73725,7.86725,11.08975,12.4788333333,8.30908333333
395.68,9.33233333334,25.754,13.28825,17.33575,5.7335,7.90708333333,11.0778333333,12.501,8.29666666667
396.04,9.31525,25.7451666667,13.2878333333,17.2950833333,5.722,7.86708333333,11.05575,12.477,8.248
396.40,9.30125,25.8356666667,13.25325,17.31225,5.673,7.825,11.0419166666,12.4610833334,8.20791666667
396.76,9.34558333333,25.9681666666,13.3555,17.47875,5.74425,7.91725,11.1854166667,12.5684166667,8.30225
397.12,9.23875,25.9540833333,13.2586666667,17.4328333333,5.629,7.816,11.1071666667,12.4805833333,8.2625
397.48,9.23883333334,25.9693333333,13.2835,17.463,5.636,7.8315,11.094,12.542,8.29716666667
397.84,9.23166666667,25.9834166667,13.2905,17.45475,5.61916666667,7.80925,11.0518333333,12.4851666667,8.24475
398.20,9.25708333334,26.0511666667,13.2586666667,17.5101666667,5.60975,7.86133333333,11.0535,12.5204166667,8.25166666667
398.56,9.25391666666,26.1638333333,13.3166666667,17.5954166666,5.68058333333,7.94333333333,11.0775,12.5711666667,8.29608333333
398.92,9.2435,26.2141666667,13.3550833333,17.6680833333,5.70758333334,8.004,11.0951666667,12.57625,8.358
399.28,9.183,26.1686666667,13.292,17.60375,5.63733333333,7.93266666667,11.0306666667,12.48325,8.28633333333
399.64,9.14658333333,26.1683333333,13.2616666667,17.6054166667,5.60691666667,7.88883333333,11.0236666667,12.4171666667,8.25116666667
400.00,9.10041666666,26.235,13.2701666667,17.6274166667,5.58983333333,7.91183333334,10.9799166667,12.396,8.25733333333
400.36,9.16208333333,26.32275,13.3461666667,17.6659166667,5.65975,7.99875,11.0474166667,12.4343333334,8.36025
400.72,9.19775,26.3524166667,13.3816666667,17.6686666667,5.68966666666,8.04908333334,11.0284166667,12.44025,8.36333333333
401.08,9.27316666667,26.40925,13.45275,17.6989166667,5.76733333333,8.12041666667,11.0790833333,12.5260833333,8.385
401.44,9.31508333334,26.5235833333,13.4884166667,17.7799166667,5.75458333333,8.11625,11.10175,12.5098333333,8.37258333333
401.80,9.32216666667,26.6011666667,13.5524166667,17.8153333334,5.79216666667,8.14275,11.1455,12.5893333333,8.432
402.16,9.34375,26.7065,13.63075,17.8905833333,5.82025,8.196,11.2023333333,12.5861666667,8.51091666667
402.52,9.39116666666,26.7574166667,13.6854166667,17.8785833333,5.85733333333,8.22008333334,11.2380833333,12.6298333333,8.55775
402.88,9.49558333334,26.8680833333,13.7754166667,17.9805833333,5.942,8.25933333334,11.3171666667,12.73875,8.60466666667
403.24,9.58600000001,27.03725,13.9039166667,18.1290833333,6.04733333334,8.36891666667,11.4245833333,12.85425,8.70858333333
403.60,9.66208333333,27.12275,13.96125,18.21225,6.13841666667,8.47216666667,11.4876666667,12.9421666667,8.79783333333
403.95,9.68850000001,27.1896666666,13.978,18.2318333333,6.12066666667,8.44283333333,11.52825,12.9674166667,8.76091666667
404.31,9.60974999999,27.1060833333,13.8989166667,18.187,6.039,8.37283333334,11.4269166667,12.8798333333,8.67158333333
404.67,9.56466666666,27.0866666667,13.84125,18.127,6.01016666666,8.31408333333,11.3871666667,12.8115833334,8.64675
405.03,9.57066666666,27.1605833333,13.8554166667,18.19425,6.01058333334,8.34066666667,11.437,12.8246666666,8.69716666666
405.39,9.57608333333,27.17875,13.8451666667,18.1475,6.03975,8.36766666667,11.45575,12.832,8.73025
405.75,9.58466666666,27.208,13.8185,18.157,6.00516666667,8.34483333333,11.49525,12.8041666667,8.69633333333
406.11,9.53924999999,27.18175,13.7725,18.1143333333,5.96608333333,8.29091666667,11.45225,12.7801666667,8.654
406.47,9.49891666668,27.20275,13.7579166667,18.1288333334,5.92333333333,8.24925,11.4493333333,12.7309166666,8.62466666667
406.83,9.45716666667,27.2379166667,13.7195,18.1050833334,5.86375,8.22516666667,11.4000833333,12.6650833333,8.58925
407.19,9.45033333333,27.19975,13.68025,18.0799166667,5.83366666667,8.22633333333,11.3594166667,12.62475,8.54758333333
407.55,9.37166666666,27.137,13.64825,17.98875,5.76233333333,8.15733333333,11.2775833333,12.5430833333,8.47333333333
407.90,9.35666666668,27.15325,13.6754166666,18.0215,5.77191666666,8.17133333333,11.25825,12.5439166667,8.49716666667
408.26,9.41308333333,27.2806666667,13.7645,18.1180833334,5.835,8.22975,11.3435,12.6006666667,8.56341666667
408.62,9.46525000001,27.3465,13.8124166666,18.2296666667,5.8585,8.27025,11.37025,12.6634166667,8.55516666667
408.98,9.42508333333,27.3420833334,13.8280833333,18.2095833333,5.85983333334,8.229,11.3343333333,12.62675,8.51
409.34,9.40108333332,27.354,13.8425,18.2415,5.88283333333,8.20775,11.34175,12.6278333333,8.48425
409.70,9.46558333334,27.48225,13.93825,18.3340833333,5.95775,8.293,11.3675833333,12.6778333333,8.55858333333
410.06,9.51600000001,27.5993333333,14.02975,18.3945833333,6.03583333333,8.34433333333,11.41275,12.7325,8.58558333333
410.42,9.54475000001,27.6215,14.0735,18.4469166667,6.10216666667,8.4075,11.4223333333,12.7813333333,8.59841666667
410.77,9.49091666667,27.5991666667,14.09075,18.43825,6.09975,8.39483333333,11.4165833333,12.77875,8.59625
411.13,9.53616666667,27.6594166666,14.1613333333,18.517,6.17283333334,8.45641666667,11.50075,12.8240833333,8.70808333333
411.49,9.62624999999,27.82025,14.2388333333,18.6665,6.28333333333,8.56466666667,11.5820833333,12.9480833333,8.80583333333
411.85,9.66150000001,27.8666666666,14.2884166667,18.72875,6.32091666667,8.61683333333,11.62775,12.9814166667,8.83516666667
412.21,9.68824999999,27.9556666667,14.3323333333,18.7859166667,6.3955,8.70116666667,11.7138333333,13.0701666666,8.8915
412.57,9.62799999999,27.9985,14.3299166667,18.766,6.39,8.66975,11.6871666667,13.0571666666,8.87225
412.92,9.67866666666,28.0785,14.3286666667,18.8035,6.4145,8.73275,11.7148333333,13.0945,8.87408333334
413.28,9.66624999999,28.1816666667,14.3633333333,18.8458333333,6.39566666666,8.764,11.70625,13.1023333333,8.869
413.64,9.5675,28.0774166667,14.2585,18.7923333333,6.34366666667,8.69958333333,11.657,13.0379166667,8.77866666667
414.00,9.63158333333,28.1878333333,14.3395,18.8945833333,6.4115,8.76583333333,11.7331666666,13.1050833333,8.82383333333
414.36,9.66691666666,28.238,14.35375,18.8991666667,6.43408333333,8.76641666667,11.75575,13.1178333333,8.82875
414.72,9.70191666666,28.3181666667,14.3743333333,18.9579166667,6.51616666667,8.82033333333,11.8023333333,13.1729166667,8.857
415.07,9.69158333334,28.38025,14.4015,18.9761666666,6.5195,8.79883333333,11.7951666667,13.18475,8.80891666667
415.43,9.70125,28.4163333333,14.4209166667,18.9681666667,6.504,8.75725,11.8145833334,13.2101666667,8.79133333334
415.79,9.71491666668,28.4451666666,14.4139166666,18.99,6.54133333334,8.73941666666,11.8399166666,13.2565833333,8.79125
416.15,9.74058333333,28.394,14.4251666667,19.011,6.54066666666,8.71416666667,11.8101666666,13.2529166667,8.79733333334
416.51,9.79325000001,28.3930833333,14.4588333333,19.0718333333,6.59975,8.75883333333,11.8534166667,13.2993333333,8.88191666667
416.86,9.81733333332,28.4275833333,14.4943333333,19.0985833333,6.632,8.70466666667,11.8703333333,13.3155833334,8.9175
