wavelength,Back_PooMelf,Belly_PooMelf,Breast_PooMelf,Crissum_PooMelf,Crown_PooMelf,DorTail_PooMelf,Patch10_PooMelf,Rump_PooMelf,Throat_PooMelf,WingTip_PooMelf
310.38,8.10651111111,14.1855333333,11.8340666667,13.0983333334,4.68946666667,8.33177111111,28.552,12.0259333333,11.9962,10.9307333333
310.75,7.78566666667,14.1258,11.7,12.9202666667,4.3778,7.87699333333,28.3318666667,11.8252,11.764,10.7607
311.12,7.40261111111,14.1255666667,11.5911333333,12.8296666667,4.29766666667,7.66617555556,27.9573333333,11.5098666667,11.5886666667,10.6073333333
311.49,7.34623333333,14.2070333333,11.7526666667,12.9686,4.4792,7.70942222222,27.7291333333,11.5780666667,11.935,10.6405666667
311.85,7.48944444445,14.5164,12.022,13.2312,4.67993333333,7.89663777778,27.8548666667,11.7444,12.3753333333,10.7905
312.22,7.33858888889,14.4679,11.8595333333,13.2194,4.66,7.77810888889,27.5119333333,11.658,12.5539333333,10.5369
312.59,7.64544444444,14.9271666667,12.3126666667,13.5204,5.05813333333,8.21073777778,27.5458,12.0026,13.0154666667,10.7736333333
312.96,8.29052222222,15.8128,13.1555333333,14.2626666667,6.09026666667,8.81778222221,28.2748,12.7784,13.7965333333,11.4681666667
313.33,8.61584444445,16.3685333333,13.4864,14.6266,6.40693333333,9.19974666667,28.6162666667,13.2567333333,14.2356,11.7457666667
313.70,9.04421111111,16.7963,13.7726666667,15.0428666667,6.65826666667,9.35109111111,29.0661333333,13.6655333333,14.5783333333,11.8703666667
314.07,9.57826666667,17.7073333333,14.2856,15.7823333333,7.3092,9.82863333333,29.822,14.4276666667,15.2150666667,12.3622
314.43,10.1073,18.2274333333,14.9060666667,16.3905333333,7.75720000001,10.3370044444,30.1764,14.8618666667,15.8789333333,12.5897666667
314.80,10.5868666667,18.6703,15.5064666667,16.8482666666,8.17946666667,10.8592,30.6046,15.2933333333,16.1336,13.0406666667
315.17,10.9772333333,19.1634666667,15.9435333333,17.2067333333,8.35813333333,10.9795666667,31.2414,15.8132666667,16.7474,13.2558
315.54,11.3374111111,19.5656666667,16.3714,17.6504666667,8.67213333334,11.3027311111,31.8551333333,16.3018666667,17.1986666667,13.3713
315.91,11.4914777778,19.9204,16.5474,17.6156,8.83166666667,11.3338822222,31.8614666667,16.3154666667,17.3741333333,13.505
316.28,11.5983888889,20.4002,16.9932666667,17.8546,8.8728,11.5522577778,32.3474,16.4747333333,17.4608,13.6696
316.64,11.4050888889,20.2501333333,17.0456666667,17.8939333333,8.64373333333,11.4224288889,32.4238666667,16.3618,17.5166,13.5301666667
317.01,11.1711777778,19.9261666667,16.8225333333,17.5708666667,7.88439999999,11.2409088889,32.0434,15.8904,17.3214666667,13.2905333333
317.38,10.9034777778,19.8056,16.8344666667,17.3858,7.65660000001,10.9159777778,31.9879333333,15.5455333333,17.3092666667,12.8332
317.75,10.4808666667,19.6730333333,16.8160666667,17.1349333333,7.50993333333,10.57752,31.8093333333,15.2357333333,17.2078666667,12.671
318.12,9.98259999999,19.2567,16.6165333333,16.62,6.97386666667,10.2147133333,31.229,14.7428666667,16.7903333333,12.2211333333
318.49,9.56525555555,19.3152333333,16.5559333333,16.19,6.58953333333,9.90001555555,31.0037333333,14.3135333333,16.4217333333,11.9636666667
318.85,9.20815555554,19.0540333333,16.3548,15.9399333333,6.3328,9.54507111111,30.9762666667,14.0852,16.5500666667,11.6119333333
319.22,9.51674444445,19.3682,16.6516,16.1696,6.6068,9.83462444443,30.9992,14.1512666667,16.7548,11.8587333333
319.59,8.88832222223,18.7716333333,16.2082666667,15.5956,5.71286666666,8.99487111111,30.4116,13.3936666667,16.1646,11.2482666667
319.96,8.39261111111,18.5198333333,16.0602,15.4978666667,5.237,8.52061777777,30.3828,13.1064666667,15.8435333333,10.6182666667
320.32,7.95888888889,18.2457666667,15.6838666667,15.19,4.79653333333,7.90895555555,29.8348,12.5261333333,15.5440666667,10.0901
320.69,7.75331111111,18.5256,15.6364,15.2128,4.6232,7.69960666666,29.9026666667,12.3832666667,15.4382,9.85300000001
321.06,7.96397777778,18.7905333333,15.6715333334,15.4452,4.97986666667,7.78970666666,30.128,12.672,15.8469333333,9.98993333334
321.43,7.42141111111,18.4196333333,15.1764,15.0293333333,4.62946666667,7.41014,29.7172666667,12.2595333333,15.7819333333,9.51653333333
321.80,7.58593333333,18.7535,15.3495333333,15.1061333333,4.89046666667,7.68362,29.5115333333,12.3072,16.027,9.82893333333
322.16,7.83255555555,19.3082,15.7878,15.5209333334,5.2214,8.03540222222,29.9382,12.705,16.2856666667,10.1759333333
322.53,8.40246666666,19.7276666667,16.2300666667,16.1560666667,5.65826666667,8.31361777777,30.5621333333,13.3237333333,16.7132666667,10.7332666667
322.90,8.32286666667,19.9103,16.1316,16.1756,5.6312,8.45544222223,30.6766666667,13.283,16.7801333333,10.5964333333
323.27,7.92026666667,19.7861333333,16.0657333333,15.8022666667,5.31906666667,8.10274666667,30.4708666667,12.9893333333,16.6759333333,10.1828
323.63,8.3239,20.5274666667,16.4292666667,16.2098666667,6.0896,8.58774,31.1783333333,13.4265333333,17.415,10.6296333333
324.00,8.44017777779,20.7465333333,16.6288,16.3925333333,6.42746666667,8.82702666667,31.6913333333,13.7532666667,17.6554666667,10.8632
324.37,8.79590000001,21.0114,17.0602,16.6033333333,6.8302,9.22043999999,32.1202,14.2137333333,18.107,11.3132666667
324.74,8.77427777779,20.9850666667,16.9596,16.5855333333,6.74373333333,9.01567333333,31.9686666667,14.0487333333,18.2335333333,11.2863333333
325.10,8.5211,20.9479666667,16.7503333333,16.5157333334,6.41586666667,8.82959555555,31.9577333333,13.7647333333,18.0069333333,10.9155333333
325.47,9.31713333333,21.8554,17.6009333333,17.3239333333,7.1498,9.46959777778,32.7660666667,14.4972,18.6592,11.7299
325.84,9.43577777779,22.0581,17.7374666667,17.4676,7.25533333333,9.53212000001,32.9324,14.7910666667,18.8122,11.6622
326.21,9.19894444445,21.8466,17.4982,17.2522,6.87953333333,9.22416222222,32.8846666667,14.4816,18.877,11.5373666667
326.57,8.86887777777,21.7984,17.4247333333,17.0256,6.69926666667,9.21694666667,32.9264666667,14.3824666667,19.0436666667,11.2074666667
326.94,8.86384444445,21.9296,17.5105333333,16.9597333333,6.53653333333,9.05726222222,32.6096666667,14.2673333333,18.9631333333,11.1095333333
327.31,9.12115555555,22.1534333333,17.6806,17.3734,6.78893333333,9.31383333333,32.9913333333,14.6242,19.2956666667,11.3993666667
327.67,9.36776666668,22.3756666667,18.107,17.5667333333,6.8716,9.47952222221,32.8858,14.8311333333,19.7,11.6454
328.04,9.38672222223,22.3176333333,18.1953333333,17.4618,6.68933333333,9.27759777777,32.7284666667,14.6742,19.8362666667,11.4658333333
328.41,9.45072222221,22.5973666667,18.169,17.4636666667,6.6184,9.18322666666,32.7884,14.7467333333,19.9187333333,11.3063666667
328.78,9.70058888888,22.8642666667,18.3911333333,17.6175333333,6.70766666667,9.45286666667,33.0120666667,14.9782,19.9330666667,11.4084333333
329.14,9.65853333333,23.0491666667,18.6331333333,17.5633333333,6.75193333333,9.35819555555,32.8887333333,15.0206,19.8708,11.4239333333
329.51,8.9398,22.5606666667,18.3032666667,16.9464666667,6.04173333333,8.74205555555,32.3057333333,14.5569333333,19.3648666667,10.8103666667
329.88,8.8283,22.6804,18.5923333333,16.9517333333,5.78893333334,8.53486888889,32.7206666667,14.4118666667,19.5208666667,10.6731666667
330.24,9.01715555555,22.9959,18.9502,17.2091333333,6.03226666667,8.64927999999,32.8988,14.5291333333,19.6142,10.6587333333
330.61,8.85163333333,22.9193333333,18.7634666667,17.051,5.94073333333,8.38707111111,32.5079333333,14.2796,19.2014666667,10.6035
330.98,8.88127777779,23.0649333333,19.0007333333,17.3306666667,6.0762,8.41633555555,32.7988666667,14.4422,19.4523333333,10.6800333333
331.34,9.01094444445,23.4089666667,19.2652,17.4984,6.15193333333,8.5590888889,32.8029333333,14.5350666667,19.6499333333,10.7772
331.71,8.95636666667,23.3332666667,19.2049333333,17.4394666667,6.026,8.40158666667,32.8259333333,14.5284,19.2102,10.5438333333
332.08,9.10925555555,23.7565,19.2334666667,17.7598,6.30266666666,8.50711333334,33.2247333333,14.7554666667,19.3778666667,10.6078666667
332.44,8.77038888889,23.6660333333,19.2402,17.6672,6.2026,8.25825555555,33.0732,14.4650666667,19.2428666667,10.3657666667
332.81,9.01496666666,24.093,19.719,18.0629333333,6.67913333333,8.56850444444,33.2686,14.7406666667,19.8310666667,10.7074
333.18,9.19331111112,24.3313333333,19.8256666667,18.2177333333,6.87573333333,8.76025999999,33.6356,14.8991333333,20.2432666667,10.9109
333.54,9.30771111112,24.5741,19.8792,18.4342666666,7.00973333333,8.87877777777,33.8359333333,14.9088,20.4806666667,10.9701333333
333.91,9.38040000001,24.7663666667,19.7697333333,18.5576,7.1102,9.07185111112,33.7508,15.0843333333,20.5932,10.9857
334.28,9.16991111113,24.7529666667,19.5994666667,18.3699333333,7.04186666667,8.95473333333,33.4076666667,14.8756,20.5396,10.6322666667
334.64,9.43994444445,25.0880333333,19.8128,18.5636666667,7.1848,9.09136,33.411,15.0502,21.0000666667,10.872
335.01,9.41998888888,25.1613333333,19.728,18.4799333333,7.19293333333,9.00975333333,33.5131333333,15.1209333333,21.0230666667,10.8588
335.38,9.27304444445,25.0537333333,19.6784,18.2540666667,7.0062,8.83953777777,33.5662666667,14.8863333333,20.8586666667,10.8464333333
335.74,9.25912222223,25.1607333333,19.6134666667,18.4643333333,7.1254,8.84924666666,33.6216,14.7640666667,21.1596666667,10.8989333333
336.11,8.71645555556,24.7753333333,19.3396,17.9647333333,6.5174,8.41581111111,33.0605333333,14.3054,20.9376,10.6236333333
336.47,8.89625555555,24.8424666667,19.4265333333,18.1948,6.57113333333,8.52065333333,33.2015333333,14.4377333333,21.1258,10.6359333333
336.84,8.79895555555,24.8851333333,19.2642,17.9991333333,6.3082,8.40716222222,33.3543333333,14.3727333333,21.0350666667,10.4143
337.21,8.78225555555,25.1148666667,19.5426,18.1724666667,6.32426666667,8.35598444445,33.302,14.3859333333,21.1153333333,10.3987333333
337.57,9.05269999999,25.1984,19.6723333333,18.3389333333,6.5244,8.51924222222,33.1850666667,14.5348,21.2322666667,10.407
337.94,9.20907777777,25.3424,19.8346666667,18.4042666667,6.7462,8.56085111111,33.4169333333,14.5902666667,21.4977333333,10.5000333333
338.31,9.31978888889,25.4397666667,19.9716,18.4846,6.7946,8.55361777777,33.5606,14.7714,21.7591333333,10.7038666667
338.67,9.04575555555,25.2378666667,19.9191333333,18.3465333333,6.54526666667,8.28261111111,33.8108,14.659,21.6332666667,10.3673666667
339.04,8.99134444445,25.3627666667,19.9677333333,18.3287333333,6.3902,8.24126888889,33.7652,14.5181333333,21.7680666667,10.2969333333
339.40,9.32258888889,25.7634666667,20.2825333333,18.5875333333,6.7104,8.53552222222,33.7688666667,14.8194666667,22.1546,10.5260333333
339.77,9.16657777778,25.7243333333,20.2165333333,18.3735333333,6.4424,8.36459111111,33.8656666667,14.6896666667,22.133,10.3841666667
340.14,9.25464444444,25.8698333333,20.373,18.5260666667,6.51753333333,8.42864222222,33.9927333333,14.7796666667,22.1803333333,10.3191
340.50,9.27536666667,25.9862,20.5316666667,18.4633333333,6.5904,8.42127777777,33.9785333333,14.7272,22.2228,10.3360333333
340.87,8.98236666667,25.6885,20.4676666667,18.2415333333,6.4084,8.07206444444,33.6032666667,14.5057333333,22.1467333333,9.97483333333
341.23,8.58711111111,25.3421333333,20.1518666667,17.8566666667,5.98226666667,7.67198444445,33.4314,14.2677333334,22.1280666667,9.50603333334
341.60,8.24502222222,25.1520666667,19.9694,17.5245333333,5.5558,7.29798,33.2952666667,13.8601333333,21.8856666667,9.23663333333
341.96,7.96024444445,24.8399333333,19.8098,17.2618666667,5.1092,7.07593555556,32.8812,13.5856,21.5329333333,9.02166666667
342.33,8.02536666667,25.0186,19.996,17.3778,5.0466,7.19733333333,32.9711333333,13.5517333334,21.4855333333,9.01356666667
342.70,8.14522222222,25.1635,20.1906666667,17.4649333333,5.07386666667,7.29132666667,32.8365333333,13.5992,21.6716666667,9.15850000001
343.06,8.48347777778,25.4173333333,20.5642666667,17.7144666667,5.4486,7.57795555555,33.1596,14.0016,22.0743333333,9.46363333334
343.43,8.31151111111,25.2772333333,20.4664666667,17.7106,5.294,7.49234666667,33.2503333333,13.9375333333,21.9696666667,9.26613333334
343.79,8.57907777778,25.629,20.8106,17.8888666667,5.5096,7.77401555556,33.3558666667,14.241,22.2533333333,9.4805
344.16,8.68628888889,25.7965,21.076,17.9958,5.7114,8.02541333333,33.369,14.3772,22.4777333333,9.61503333333
344.52,8.56886666667,25.7794666667,20.9443333333,17.8798,5.47713333333,7.97073111111,33.2291333333,14.2724666667,22.4161333333,9.47663333333
344.89,8.87205555556,26.1413,21.2346,18.1026,5.71533333333,8.14709111111,33.4676,14.5646,22.5902,9.73233333334
345.25,9.29965555556,26.4086666667,21.4894,18.4156,6.07253333333,8.52935333333,33.7112,14.8474,22.7647333333,10.0263
345.62,9.58524444445,26.839,21.7691333333,18.7557333333,6.30686666667,8.78911111111,34.025,15.2072,23.2424,10.2011
345.99,9.73007777779,27.1867666667,22.077,18.9844666666,6.5262,8.92572888889,34.3797333333,15.4167333333,23.4959333333,10.2547
346.35,9.45050000001,26.9494,21.7648,18.7288,6.28213333333,8.64627555555,34.251,15.1586,23.4724666667,9.88339999999
346.72,9.53080000001,27.2073333333,21.8672666667,18.9187333333,6.36306666667,8.8200911111,34.5819333333,15.2596,23.5704,9.8186
347.08,9.38725555556,27.2225,21.8396,18.8488,6.16453333334,8.71463111111,34.4217333333,15.0429333333,23.4107333333,9.62876666667
347.45,9.32381111111,27.1366666667,21.8471333333,18.8017333333,6.11066666667,8.53089555555,34.3426666667,14.9767333333,23.3912,9.46463333334
347.81,8.97212222221,26.9944,21.5855333333,18.6024666667,5.89306666667,8.27930222222,33.9922666667,14.6443333333,23.1761333333,9.16226666667
348.18,9.15448888889,27.1864666667,21.6088,18.7417333333,5.929,8.30328888889,34.1376666667,14.7433333333,23.2876,9.22326666666
348.54,9.41413333332,27.6082666667,22.0463333333,19.1774666667,6.24546666667,8.6065688889,34.6002,15.0265333333,23.7178666667,9.63703333333
348.91,9.43507777779,27.8940333333,22.2344,19.3424,6.23366666667,8.64438222221,34.7802666667,14.9550666667,23.9561333333,9.77193333333
349.27,9.38431111111,28.1803666667,22.4188666667,19.4298666667,6.28266666667,8.67820666667,34.8777333333,15.0074666666,24.0798666667,9.81046666667
349.64,9.58698888889,28.3336,22.7864,19.6311333333,6.6632,9.01584888889,35.1554,15.2832,24.3444,10.1370333333
350.00,9.74167777778,28.5280666667,22.954,19.7969333333,6.7804,9.11756222222,34.9466666667,15.2832,24.4537333333,10.2907666667
350.37,9.93200000001,28.7981666667,23.2554,20.0354,7.0378,9.24017555556,35.0157333333,15.509,24.6165333333,10.5101
350.73,9.76658888889,28.6328666667,23.1783333333,19.9141333334,6.99593333334,8.98028000001,34.7332666667,15.3312666667,24.6624666667,10.4009666667
351.10,9.45436666667,28.4871,22.9803333333,19.7788666667,6.84833333333,8.80275111111,34.5227333333,15.0802,24.3988,10.147
351.46,9.37416666667,28.7064666667,23.0154666667,19.7268666667,6.75926666667,8.84801777776,34.6190666667,15.1024,24.5208,10.1932666667
351.83,9.72261111113,29.0604333333,23.4858,20.1402,7.03566666667,9.14176444445,35.0534666667,15.4958,24.8965333333,10.4856
352.19,9.90372222222,29.2329333333,23.8116666667,20.3178666667,7.33,9.46154222222,35.0841333333,15.666,25.1216,10.7526666667
352.55,9.56932222223,28.8418333333,23.4723333333,19.8708666667,6.97966666667,9.06183555555,34.6228,15.2926666667,24.7784,10.2574
352.92,9.23156666667,28.4769333333,23.1095333333,19.5763333333,6.6922,8.79186444445,34.4062666667,14.9822,24.4134666667,9.84939999999
353.28,9.06615555555,28.2591666667,23.0311333333,19.3671333333,6.45626666667,8.53813777777,34.2242666667,14.7421333333,24.2548666667,9.63963333333
353.65,8.6235,28.0668333333,22.7442,19.0426666667,5.99733333333,8.06927777777,33.9582666667,14.3544,23.9431333333,9.16429999999
354.01,8.42211111111,27.8503,22.6390666667,18.8806,5.81753333334,7.93649555556,33.9805333333,14.2291333333,23.8932666667,9.01063333334
354.38,8.54162222222,27.9516666667,22.7836,19.0314,5.87326666667,8.09731555555,33.9674666667,14.3364,23.9174666667,9.14836666666
354.74,8.59391111111,28.0228,22.8584,19.0138666667,5.88446666667,8.11302888889,33.896,14.3645333333,23.8406,9.15456666666
355.11,8.98891111112,28.3460333333,23.2130666667,19.2288666667,6.22006666667,8.33362444444,34.1716666667,14.6636,24.3125333333,9.53129999999
355.47,9.0396888889,28.2766666667,23.2092666667,19.2662,6.19166666666,8.21736444445,34.0496666667,14.5515333333,24.3606,9.44343333333
355.83,8.83679999999,28.1423666667,23.0656,19.0064666667,6.0722,7.98092444444,33.9146,14.3319333333,24.2048666667,9.21713333334
356.20,8.79677777779,28.1803333333,23.0596,18.9362,5.91273333334,7.70927555556,34.0743333333,14.246,24.2863333333,9.0762
356.56,9.21291111111,28.5861,23.4871333333,19.375,6.3642,8.09746444444,34.4999333333,14.7048666667,24.7511333333,9.49326666667
356.93,9.49025555555,28.8823,23.7504666667,19.6608,6.59113333333,8.34810444444,34.6294,14.9104,25.0576666667,9.76586666666
357.29,9.77528888887,29.2648,24.0343333333,20.0548666667,6.85693333333,8.6411311111,34.9134,15.1937333333,25.4474666667,10.0571666667
357.66,10.1346222222,29.5788333333,24.2887333333,20.3931333333,7.18406666666,8.91802666667,35.017,15.4531333333,25.676,10.4222
358.02,10.1757333333,29.7635333333,24.3588,20.4552,7.1856,8.88447333333,35.2024666667,15.4908,25.7954,10.4067333333
358.38,10.0572888889,29.7249666667,24.2592666667,20.2866666667,7.06753333333,8.67728888889,35.2653333333,15.3446666667,25.7681333333,10.2879666667
358.75,10.1547555556,29.9099,24.4342,20.4895333333,7.16553333333,8.86126000001,35.5476666667,15.5087333333,25.9921333333,10.4565333333
359.11,9.85501111111,29.8058333333,24.2252,20.3592,6.89013333334,8.67796888889,35.4099333333,15.3146666667,25.8788,10.0814
359.48,9.91402222221,30.1172333333,24.4794666667,20.5054666667,6.97626666667,8.81767777778,35.6584666667,15.4112666667,25.9806666667,10.1517333333
359.84,10.1008777778,30.4014333333,24.7624666667,20.754,7.098,9.02536444445,35.9326,15.6058,26.1681333333,10.3465333333
360.20,9.97915555556,30.3309,24.7278,20.7236,7.00993333333,9.03561555557,35.8102666667,15.5287333333,26.0896666667,10.2473666667
360.57,9.76765555556,30.3576666667,24.6751333334,20.5979333333,6.75286666667,8.85672666667,35.6528,15.3539333333,25.9984,10.0406
360.93,9.68678888889,30.3788666667,24.7029333333,20.5002666667,6.6882,8.79122,35.6857333333,15.3205333333,26.1155333333,9.97553333334
361.29,9.59515555555,30.3657333333,24.7448,20.4452,6.58806666667,8.76041111112,35.758,15.2896666667,26.1131333333,9.8932
361.66,9.53106666666,30.497,24.8080666667,20.3931333333,6.54513333333,8.73675555555,35.8604666667,15.3513333333,26.2432666667,9.85766666667
362.02,9.48028888889,30.4282333333,24.8133333333,20.3128,6.50753333333,8.68751777778,35.6817333333,15.3105333334,26.2404,9.82653333334
362.39,9.55315555556,30.5357,24.9547333333,20.4722,6.6084,8.80996666666,35.8330666667,15.3922,26.4214,9.90646666666
362.75,9.45490000001,30.5450666667,24.888,20.3632666667,6.50073333333,8.67237333332,35.7573333333,15.2224,26.3384666667,9.76076666666
363.11,9.49323333333,30.5647666667,24.9962,20.3728,6.4594,8.61829777779,35.8748,15.2408,26.2983333333,9.77189999999
363.48,9.38123333333,30.4532,24.8837333333,20.2298666667,6.33886666667,8.47988444444,35.768,15.1473333333,26.238,9.60343333333
363.84,9.13822222223,30.2614666667,24.7036666667,20.0764666667,6.0766,8.21622666666,35.4924666667,14.8794666667,26.1875333333,9.35513333333
364.20,9.14828888889,30.4201333333,24.7884666667,20.1464666667,6.1226,8.21341333333,35.5982,14.9419333333,26.3327333333,9.47456666667
364.57,9.25110000001,30.4879333333,24.9136,20.2247333333,6.2482,8.32270666666,35.7236666667,15.0368666667,26.5303333333,9.588
364.93,9.32628888889,30.6014666667,25.0772666667,20.3604666667,6.392,8.43019777777,35.7900666667,15.1854666667,26.6546666667,9.64356666667
365.29,9.2317888889,30.5577666667,24.9926,20.24,6.30406666666,8.30240888888,35.4966666667,15.0472,26.4666666667,9.50500000001
365.66,9.02783333334,30.3350666667,24.8225333333,20.0495333333,6.04173333333,8.08054444445,35.3991333333,14.7638,26.2962,9.23106666667
366.02,9.15187777779,30.4557333333,24.8931333333,20.2043333333,6.12566666667,8.16968222221,35.5600666667,14.8426,26.4055333333,9.29746666667
366.38,9.15192222223,30.4980333333,24.9690666667,20.1899333333,6.09913333333,8.16587111112,35.5903333333,14.9195333333,26.4521333333,9.3064
366.75,9.33923333334,30.6761,25.1856666667,20.3820666667,6.25673333333,8.3353,35.6754666667,15.1532666667,26.7213333333,9.4458
367.11,9.52896666666,30.923,25.4014666667,20.5603333333,6.44673333333,8.48784,35.7369333333,15.2817333333,26.8822666667,9.66310000001
367.47,9.62706666668,31.0266666667,25.4885333333,20.6242666667,6.55713333333,8.52889111111,35.7503333333,15.3206,27.021,9.80626666667
367.84,9.71654444445,31.1569333333,25.5956,20.6747333333,6.7132,8.56787777779,35.87,15.4662666667,27.1384666667,9.84166666667
368.20,9.68986666667,31.1420333333,25.6200666667,20.6542,6.61886666667,8.47898888889,35.9000666667,15.4151333334,27.1402666667,9.71253333334
368.56,9.59366666667,31.2453,25.6695333333,20.6711333333,6.52706666666,8.40727333333,35.9123333333,15.3401333333,27.2004666667,9.60356666667
368.93,9.3342,31.0437666667,25.4359333333,20.4288,6.20633333333,8.11047333334,35.7183333333,14.9929333333,27.0655333333,9.38516666667
369.29,9.40984444446,31.1966666667,25.5436,20.5427333333,6.24106666667,8.15087333333,35.8566666667,14.9960666667,27.2614666667,9.49820000001
369.65,9.46188888888,31.3078333333,25.6619333333,20.6155333333,6.361,8.14121777778,35.7530666667,14.9926,27.3593333333,9.52703333334
370.01,9.39776666667,31.3698333333,25.7446666667,20.6286666667,6.3926,8.08825333333,35.7151333333,14.9913333333,27.4476,9.50976666667
370.38,9.34729999999,31.4752333333,25.7640666667,20.6448,6.32353333333,7.94897111111,35.6067333333,14.8390666667,27.4909333333,9.45230000001
370.74,9.25268888889,31.4489333333,25.7692666667,20.5585333333,6.18373333333,7.83459777777,35.6219333333,14.7136666667,27.4712666667,9.39246666667
371.10,9.28040000001,31.5266,25.7954,20.6068666667,6.19866666667,7.84126222223,35.645,14.7677333333,27.6568,9.34616666666
371.46,9.36987777777,31.7101666667,26.0262666667,20.7452666667,6.24106666667,7.90566444445,35.6996666667,14.8732666667,27.9138,9.34433333334
371.83,9.32746666667,31.6348666667,26.0169333333,20.7,6.12,7.83292888889,35.6165333333,14.7693333333,27.82,9.30989999999
372.19,9.36105555555,31.7143666667,26.0281333334,20.7078,6.15166666667,7.84850888888,35.5486666667,14.768,27.8796,9.30580000001
372.55,9.21923333333,31.5984666667,25.8960666667,20.5959333333,5.97766666667,7.63156888889,35.5423333333,14.6474,27.7323333333,9.1645
372.92,9.33902222223,31.8682333333,26.1433333333,20.7984666667,6.0584,7.77174444445,35.6572,14.8057333333,27.8048666667,9.23826666667
373.28,9.23561111112,31.8664333333,26.1092,20.6928666667,5.94286666667,7.64412222223,35.6429333333,14.7084,27.8254,9.07723333333
373.64,9.29808888889,31.9183,26.2766,20.7649333334,5.91626666667,7.72060222223,35.8667333333,14.8002666667,27.9334,9.11
374.00,9.28088888889,32.0172666667,26.3455333333,20.8018666667,5.84853333333,7.73637777778,35.8562,14.7188,27.9357333333,9.0871
374.37,9.40496666666,32.1829666667,26.5202,20.9231333333,5.97786666667,7.88657111111,36.0404666667,14.906,28.1178666667,9.1516
374.73,9.52623333334,32.4008666667,26.7492666667,21.1188,6.09446666667,7.98419555555,36.2084,15.0044,28.3679333333,9.2254
375.09,9.55454444445,32.4861666667,26.8622,21.2242,6.165,8.07897333332,36.1655333333,15.0115333333,28.4712,9.32596666667
375.45,9.53824444444,32.6350666667,26.9434,21.3109333333,6.21613333333,8.10795111112,36.2952666667,15.0396,28.4905333333,9.3368
375.81,9.65957777779,32.8488,27.1078666667,21.4325333333,6.31093333333,8.28352666668,36.4028666667,15.1549333333,28.6908,9.4268
376.18,9.75123333332,33.0355333333,27.3294,21.5646666667,6.386,8.40718666667,36.6832666667,15.2430666667,28.8264,9.54516666667
376.54,9.85287777777,33.1902,27.48,21.6530666667,6.46486666667,8.48984444444,36.6971333333,15.2986,28.9389333333,9.58033333334
376.90,10.0370333333,33.3675666667,27.675,21.8073333333,6.68953333333,8.67177111111,36.8803333333,15.4310666667,29.1824666667,9.78413333334
377.26,10.1084888889,33.4168666667,27.7299333333,21.8558666667,6.79746666667,8.72014222223,36.8822,15.5624,29.2300666667,9.86216666667
377.63,10.1576777778,33.4943666667,27.7441333333,21.9068666667,6.874,8.76538444445,36.7601333333,15.5265333333,29.2941333333,9.88436666667
377.99,10.2203222222,33.5563666667,27.8058,21.9345333333,6.9284,8.77957555557,36.7596,15.5688666667,29.4916666667,9.89379999999
378.35,10.0959666667,33.4913333333,27.7600666667,21.8204666667,6.78126666667,8.65990666667,36.5882666667,15.4135333333,29.4199333333,9.77696666667
378.71,10.1427333333,33.5491,27.7494666667,21.8654,6.8514,8.67257777778,36.6159333333,15.4435333333,29.3844666667,9.77633333333
379.07,10.0878444444,33.6232666667,27.7965333334,21.8494,6.71773333333,8.59337777777,36.6866,15.3632,29.394,9.70616666667
379.44,10.1320777778,33.6867333333,27.8826,21.9186666667,6.70113333333,8.62640444445,36.7046,15.3746666667,29.4693333333,9.74106666667
379.80,10.1388222222,33.7652,28.0315333333,22.0082,6.72286666667,8.60352888888,36.7851333333,15.4045333333,29.5823333333,9.79666666666
380.16,10.0346888889,33.7784666667,28.0033333333,21.9662,6.62086666666,8.47084888889,36.5826666667,15.3252666667,29.5610666667,9.61796666667
380.52,10.2638555556,34.0872666667,28.3606,22.2633333333,6.9156,8.73972666667,36.7828,15.5881333333,29.8982,9.861
380.88,10.3099,34.2656666667,28.4736,22.3851333333,6.93613333333,8.74999555557,36.8765333333,15.6875333333,30.0812,9.8845
381.24,10.3653,34.4106333333,28.6705333333,22.5676,7.03233333333,8.84233777778,37.0216,15.7473333334,30.278,9.90273333333
381.61,10.3535333333,34.4884333333,28.7815333333,22.586,7.00566666667,8.83563111111,37.1523333333,15.7636,30.4105333333,9.86676666666
381.97,10.4380888889,34.7355666667,28.9966,22.7384,7.06526666667,8.92662666667,37.3746666667,15.857,30.5768666667,9.97636666666
382.33,10.5076555555,34.8342,29.1256,22.8544666667,7.1572,8.94870444444,37.4284,15.896,30.6698,9.99926666667
382.69,10.4388333333,34.8634,29.2050666667,22.8737333333,7.12766666667,8.97617111111,37.3651333333,15.8798,30.7693333333,9.96346666667
383.05,10.494,34.9008666667,29.2782666667,22.9595333333,7.22613333333,9.06203777779,37.3546,15.9550666667,30.8779333333,9.99573333334
383.41,10.4998777778,35.0041333333,29.3619333333,23.0055333333,7.2432,9.08655777777,37.4484666667,15.9926,30.9504,10.0009333333
383.77,10.5727888889,35.1868333333,29.3981333333,23.0864666667,7.3516,9.15946222223,37.4694,16.0234666667,31.0699333333,10.0002666667
384.14,10.6703888889,35.3123,29.5060666667,23.1676,7.47073333333,9.27330666665,37.487,16.0892666667,31.2228,10.1161333333
384.50,10.6308444444,35.2852,29.4268666666,23.1066,7.34,9.17551111112,37.4244,15.9852666667,31.2244666667,10.0733666667
