wavelength,Back_DonAlbm,Belly_DonAlbm,Breast_DonAlbm,Crissum_DonAlbm,Crown_DonAlbm,DorTail_DonAlbm,Patch10_DonAlbm,Patch11_DonAlbm,Patch12_DonAlbm,Rump_DonAlbm,Throat_DonAlbm,WingTip_DonAlbm
285.22,4.07773333333,3.85193333333,2.81780266667,2.94446666667,3.7154,6.07316666667,5.33725,3.48006666667,3.43233333334,3.78883333333,3.74786666667,8.5586
285.59,4.26113333333,4.0226,3.01761066667,3.02786666667,4.02273333333,6.16603333333,5.50825,3.592,3.61526666667,4.1347,3.9394,8.76166666667
285.96,4.71984074074,4.47733333334,3.403568,3.317,4.55953333333,6.55813333333,5.950125,4.08613333333,3.98433333333,4.54133333333,4.24393333333,9.32453333333
286.33,4.82580740741,4.63233333333,3.57898666667,3.4922,4.48813333333,6.6618,6.210125,4.13753333333,4.1246,4.6011,4.40133333333,9.2725
286.70,4.96356296296,4.94126666667,3.674072,3.4672,4.8302,7.0049,6.45433333333,4.33326666667,4.11773333333,5.0965,4.61426666666,9.48533333333
287.07,4.67582222222,4.55066666667,3.29298133333,3.1148,4.5178,6.54193333333,6.261375,4.0448,3.58453333333,4.77416666666,4.15483333333,9.05856666667
287.44,4.17043703704,4.40686666667,3.00776266667,2.7684,4.01446666667,5.89063333333,5.787,3.61593333333,3.17046666667,4.37376666667,3.60423333333,8.7752
287.82,3.65670370371,3.83793333333,2.54636266667,2.1796,3.37373333333,5.2052,5.23666666667,3.37026666667,2.57653333333,3.9185,3.1905,8.2594
288.19,2.92510740741,2.9566,1.722696,1.25606666667,2.64073333333,4.60963333333,4.726875,2.45073333333,2.0264,3.10766666667,2.74936666667,7.79186666667
288.56,3.11693703704,2.7094,1.894976,1.31693333333,2.61986666667,4.70513333333,4.85658333333,2.5786,1.94593333333,3.1907,2.82783333333,7.77363333333
288.93,3.13318888889,2.48566666667,2.10655466667,1.38793333333,2.5548,4.9214,4.965,2.5788,1.9472,3.1901,2.75506666667,7.54363333333
289.30,3.21835185185,2.69233333333,2.150448,1.64393333333,2.51133333333,4.9042,5.17045833334,2.64013333333,1.9226,3.28806666667,2.81606666667,7.81793333333
289.67,3.00144814815,2.30193333333,1.98464,1.51946666667,2.09046666667,4.3575,5.24216666667,2.40806666667,1.65693333333,3.07426666667,2.63356666667,7.72603333333
290.04,2.95988518518,1.9444,1.80135466667,1.4134,1.8144,4.07006666667,5.20845833333,2.04646666667,1.43113333333,3.0081,2.61253333333,7.30836666667
290.41,3.16891111111,2.02053333333,1.921736,1.63406666667,2.29473333333,4.28036666667,5.47358333334,2.3476,1.71133333333,3.14703333333,2.80443333333,7.54706666667
290.78,3.43877407408,1.96226666667,2.107128,1.94826666667,2.36086666667,4.1448,5.58775,2.54626666667,1.9552,3.1444,3.0255,7.8053
291.15,3.87337037037,2.358,2.49013333333,2.41026666667,2.6994,4.3086,5.88191666667,2.7934,2.49726666667,3.32453333333,3.3456,8.0407
291.52,4.30777407408,2.45993333333,2.55092266667,2.8184,3.09953333333,4.7198,6.37408333333,3.08893333333,2.9062,3.55296666667,3.81123333333,8.44133333333
291.89,5.14262222222,3.5584,3.39592,3.7014,4.13046666667,5.47886666667,7.18416666667,3.84446666667,4.0398,4.4078,4.7846,9.44693333333
292.26,5.86243333333,4.68406666667,4.17055466667,4.61426666667,4.92146666667,5.93016666667,8.08675,4.76093333333,4.85166666667,5.24433333333,5.5444,10.0226
292.64,6.29172962963,5.3182,4.582328,5.08666666667,5.3704,6.28826666667,8.633125,5.31106666666,5.423,5.7505,6.0781,10.662
293.01,6.14747037037,5.25953333333,4.18421866667,4.77253333333,5.20986666667,5.91686666667,8.42016666667,5.12446666667,5.27713333333,5.6113,5.96123333333,10.6627333333
293.38,6.00740740741,5.026,3.92745866667,4.2714,4.983,5.6879,8.22425,4.94026666666,5.21086666666,5.41213333333,5.78033333333,10.2580666667
293.75,5.98233333333,5.0168,3.867016,4.1566,4.96013333333,6.01963333333,8.091,4.83686666667,5.1754,5.28296666667,5.7025,9.95953333333
294.12,6.11898518519,5.40906666667,4.02982666667,4.52273333333,5.22686666666,6.36186666667,8.46925,5.12173333333,5.437,5.56496666666,5.96593333333,10.2732
294.49,6.53772222222,5.851,4.34856266667,4.781,5.42293333333,6.71953333333,8.73666666667,5.4604,5.74573333333,6.0702,6.32333333333,10.6321
294.86,6.11868148148,5.74946666667,4.00186666667,4.37886666667,4.8784,6.3742,8.427875,4.97366666667,5.11506666667,5.5967,5.73466666667,10.0459333333
295.23,5.52367777778,5.0302,3.48617866667,3.77493333333,4.18493333333,5.84663333333,7.80895833333,4.3788,4.4772,5.1589,5.25256666667,9.49646666666
295.60,5.19822592593,4.8548,3.44356533333,3.4362,3.86573333333,5.62016666667,7.327625,4.02013333333,4.0894,4.98633333333,4.94993333333,9.08326666667
295.97,5.03534074074,4.65233333333,3.12278133333,3.2958,3.6884,5.49783333333,7.20420833333,3.65093333333,3.78353333334,4.70146666667,4.68826666667,8.87306666667
296.34,4.78162592593,4.3758,2.88257333333,3.02306666667,3.43486666667,5.35556666667,6.68575,3.22053333333,3.48766666667,4.48856666667,4.3035,8.62743333333
296.71,4.78595185185,4.3536,2.89912,3.14066666667,3.42366666667,5.37523333333,6.74291666667,3.05433333333,3.32673333333,4.45873333333,4.1678,8.6399
297.08,4.83575925926,4.4804,3.05899733333,3.20973333333,3.45153333333,5.28416666667,6.756375,2.9702,3.16493333333,4.53163333333,4.21073333333,8.62426666667
297.45,4.96480740741,4.65726666667,3.40715733333,3.55053333333,3.74973333333,5.33223333333,6.96095833334,3.22733333333,3.3826,4.89006666667,4.38316666667,9.01203333333
297.82,4.95272962963,4.7928,3.38868266667,3.69333333333,3.763,5.28453333333,7.01554166667,3.33206666667,3.43793333333,4.92316666667,4.39683333333,9.036
298.19,4.75453333334,4.5664,3.06331466667,3.41633333333,3.41893333333,4.9934,6.82283333333,3.21393333333,3.10206666667,4.5457,4.1251,8.88636666667
298.56,4.5393037037,4.6116,2.94702933333,3.29913333333,3.3044,4.8714,6.81095833333,3.05766666667,2.89233333333,4.31093333333,3.9711,8.75343333333
298.93,4.88891481481,4.85313333333,3.306712,3.57606666667,3.84173333333,5.25556666667,7.297125,3.4634,3.37206666667,4.817,4.58076666667,9.20043333333
299.30,5.23540370371,5.46686666667,3.67110933333,4.0564,4.25626666667,5.7082,7.77,3.8236,3.75246666667,5.0889,5.03013333333,9.6084
299.67,5.35242592593,5.57806666667,3.69903466667,4.21333333333,4.4302,5.6204,7.8415,3.9734,3.97926666667,5.1382,5.213,9.7225
300.04,5.42293703704,5.7804,3.90207733333,4.4902,4.67166666667,5.7643,8.00254166667,4.1332,4.1304,5.2669,5.42933333333,9.75413333333
300.41,5.93343333333,6.15773333333,4.27601333333,4.97153333333,5.083,6.14863333333,8.66829166667,4.82986666667,4.52273333333,5.66846666667,6.07053333333,10.3371
300.78,5.65294814815,5.7526,3.903824,4.69806666667,4.94766666667,5.83693333333,8.1775,4.60153333333,4.38,5.3066,5.93506666667,10.0842666667
301.15,5.77816666667,5.79846666667,3.98231733333,4.7446,5.1002,5.8258,8.38941666666,4.8342,4.61646666667,5.34353333333,6.1974,10.2066333333
301.52,5.60749259259,5.5486,3.59687466667,4.49253333333,4.79093333333,5.688,8.20404166666,4.50893333333,4.14166666667,4.9287,5.9552,9.8098
301.89,5.36632222222,5.34346666667,3.51913066667,4.13566666667,4.60206666667,5.36306666667,7.98595833333,4.19193333333,3.76186666667,4.7196,5.69563333333,9.62616666667
302.26,5.51674814815,5.50006666667,3.821392,4.30713333333,4.84106666667,5.4521,8.11704166667,4.21146666667,4.1918,4.94646666667,5.94983333333,9.7215
302.63,5.33357777778,5.24553333333,3.67669066667,4.3694,4.677,5.22723333333,7.80241666667,4.08186666667,3.97613333333,4.87686666667,6.03856666667,9.85613333333
303.00,4.98257407408,5.08406666667,3.52482666667,4.2186,4.29793333333,4.9834,7.400125,3.7562,3.6536,4.53596666667,5.63926666667,9.65476666667
303.37,4.61657407407,4.62673333334,3.31044266667,3.6744,4.02046666666,4.76186666667,7.01720833333,3.55573333333,3.3648,4.29726666667,5.30873333333,9.39536666667
303.74,4.59802962963,4.68293333333,3.29544266667,3.64473333334,3.91826666667,4.96123333333,7.30766666667,3.681,3.30533333333,4.47196666667,5.38636666667,9.61293333333
304.10,4.08881851852,4.05866666667,2.88603733333,2.9416,3.00146666667,4.30216666667,6.872375,3.1182,2.63466666667,3.842,4.8824,9.14963333333
304.47,3.71911111111,3.79273333333,2.61738933333,2.52506666667,2.4916,3.8513,6.56241666667,2.5486,2.153,3.69046666667,4.4601,8.73723333333
304.84,3.86555925926,4.26833333333,2.849888,2.57313333333,2.58653333333,3.89846666667,7.04029166666,2.90273333333,2.34113333333,3.89513333333,4.72923333333,8.8915
305.21,4.15843703704,4.59606666667,3.0438,2.9966,2.5858,4.09246666667,7.00133333334,3.1852,2.58573333333,4.042,4.78786666667,9.0234
305.58,4.51381481481,5.07866666667,3.474104,3.52773333333,2.8408,4.43053333333,7.37645833333,3.63153333333,3.23266666667,4.5294,5.30326666667,9.23933333333
305.95,5.06242222222,5.6768,3.93354933333,4.1388,3.34146666667,4.96443333333,8.09041666667,4.285,3.91626666667,5.0987,5.9376,10.0001666667
306.32,5.52258888889,6.11893333333,4.409544,4.75426666667,3.85113333333,5.46803333333,8.74845833333,4.88026666667,4.40553333333,5.61083333333,6.27973333333,10.1593333333
306.69,5.69164814815,5.99333333333,4.58601866667,4.69973333333,3.8482,5.6221,9.24720833334,4.92393333333,4.73273333333,5.6484,6.0347,10.0214666667
307.06,6.08368518519,6.27046666667,4.83198933333,5.08513333333,4.20433333333,5.89553333333,9.7475,5.24886666667,5.15406666667,6.1018,6.26556666667,10.3538333333
307.43,6.27352222222,6.52013333333,4.98981866667,5.55673333333,4.4206,5.90986666667,10.1195416667,5.42973333333,5.407,6.37203333334,6.49893333333,10.4167
307.80,6.1349962963,6.5674,4.90206133333,5.39293333333,4.33673333333,5.7066,9.93170833333,5.28406666667,5.2042,6.16426666667,6.24756666667,9.91206666667
308.17,6.48983703704,7.03846666667,5.13203466667,5.8794,4.88153333333,5.991,10.2645416667,5.68713333334,5.6934,6.67596666667,6.59066666667,10.2046333333
308.54,6.7487037037,7.24,5.255016,6.17173333333,5.21206666667,6.28793333333,10.4892916667,6.039,5.98466666667,6.8825,6.81593333333,10.5146
308.90,6.6184962963,6.858,5.007216,5.8728,4.86746666666,6.4,10.2110833333,5.73666666667,5.7656,6.65203333334,6.49416666667,10.3101
309.27,6.2053037037,6.51313333333,4.85760266667,5.4914,4.74306666667,6.30086666667,10.0571666667,5.28193333333,5.5332,6.47539999999,6.46413333333,10.0308666667
309.64,6.36281111111,6.74466666667,4.899264,5.59253333333,4.95106666667,6.39143333333,10.2225833334,5.52033333333,5.72693333333,6.61033333334,6.59283333333,10.3195333333
310.01,6.34426296296,6.70313333333,4.96710666667,5.63,5.121,6.52766666667,10.2755,5.55213333333,5.70026666667,6.63159999999,6.49123333333,10.2662
310.38,6.38098888889,6.75946666667,5.06237866667,5.7598,5.20106666667,6.7893,10.135625,5.59193333333,5.62946666667,6.65403333333,6.6428,10.4433666667
310.75,6.61606666667,7.0164,5.26366133333,6.1454,5.51193333333,7.0714,10.1894166667,5.8226,5.7882,6.87583333333,7.07283333333,10.7693333333
311.12,6.67541851852,7.1448,5.29773333333,6.27486666667,5.56113333333,7.14846666667,10.241,5.9456,5.79413333333,6.81919999999,7.2759,10.7666333333
311.49,6.74044814815,7.30993333333,5.277208,6.3022,5.6184,7.26603333333,10.2675833334,6.0044,5.6684,6.90966666667,7.38516666667,11.0281666667
311.85,7.03662592593,7.54146666667,5.58431733333,6.74053333333,5.99213333333,7.69036666667,10.7779166667,6.29006666667,6.03493333333,7.29463333333,7.85843333333,11.5468666667
312.22,6.77310740741,7.0768,5.37291466667,6.34346666667,5.6682,7.56626666667,10.49075,6.02273333333,5.6296,6.94759999999,7.5749,11.2676333333
312.59,7.03785925926,7.37686666667,5.81632266667,6.72273333333,5.9662,7.7148,10.7980833333,6.32513333333,5.9882,7.10226666667,7.9319,11.4322666667
312.96,7.32564074074,7.67033333333,6.11821333333,7.1796,6.3198,7.8873,10.9820833333,6.71373333334,6.20313333333,7.32343333334,8.3147,11.6233
313.33,7.60726296296,7.86953333333,6.368112,7.48806666667,6.5782,8.22073333333,11.25675,7.11133333334,6.3988,7.39076666667,8.55956666667,11.8826
313.70,7.22514814815,7.40713333333,6.16573866667,7.1532,6.22726666667,8.0861,10.8532083333,6.67446666667,5.93946666667,7.01063333333,8.22606666667,11.5868333333
314.07,6.79754814815,7.04306666666,5.815016,6.74206666667,5.79033333333,7.65983333333,10.483875,6.2392,5.59406666666,6.61423333334,8.02423333333,11.3320666667
314.43,6.32692962963,6.57186666667,5.33204266667,6.2072,5.24093333333,6.9729,9.99904166667,5.7366,5.14353333333,6.0165,7.49513333333,10.9077666667
314.80,6.17313333333,6.29813333333,5.18825066667,6.04093333333,4.995,6.668,9.83708333334,5.5894,4.94066666667,5.7164,7.29383333333,10.4901666667
315.17,5.87504814815,5.9492,4.97705333333,5.6976,4.63766666667,6.49686666667,9.52804166666,5.41933333333,4.59653333333,5.31826666667,7.07953333333,10.2956333333
315.54,5.92068888889,5.95006666667,5.24469066667,5.68246666667,4.79333333333,6.52383333333,9.550625,5.45646666667,4.8232,5.26316666667,7.08,10.4133333333
315.91,5.91235185185,6.0584,5.13816266667,5.73926666667,4.88713333333,6.4966,9.29324999999,5.42006666667,4.7276,5.0694,7.00536666667,10.3869
316.28,5.8956,6.28626666667,5.13446666667,5.87566666667,4.99106666667,6.58976666667,9.25983333333,5.58286666667,4.7674,5.12536666667,7.1724,10.3941
316.64,5.52278518518,5.89713333333,4.67536266667,5.4196,4.7568,6.3686,8.89962500001,5.27066666667,4.328,4.90266666667,6.86743333333,10.0411
317.01,5.44204814815,5.88393333333,4.472352,5.33273333333,4.7602,6.2037,8.76741666667,5.00686666667,4.18766666667,5.07993333333,6.68946666667,9.93603333334
317.38,5.33232962963,5.71693333333,4.323008,5.29106666667,4.7336,6.0999,8.79300000001,4.7672,4.07786666667,5.2375,6.64683333334,9.76113333334
317.75,5.01468148148,5.57826666667,4.00972533333,5.26546666667,4.54173333333,5.82666666667,8.77449999999,4.62453333333,3.98666666667,5.037,6.5228,9.5909
318.12,5.22130740741,5.73366666667,4.128248,5.39593333333,4.6428,5.89473333333,8.81570833333,4.82573333333,4.2152,4.9961,6.64036666667,9.50276666666
318.49,5.40952592592,6.0626,4.38893866667,5.5484,4.90106666667,6.20336666667,9.18724999999,5.12386666667,4.35886666667,5.4306,7.01976666667,9.8824
318.85,5.6656,6.53293333333,4.64377866667,5.7836,5.15873333333,6.52363333333,9.48370833333,5.30153333333,4.5462,5.8583,7.28096666667,10.1601666667
319.22,5.81269629629,6.766,4.81243466667,5.96926666667,5.37426666667,6.51026666667,9.75520833332,5.43006666667,4.79466666667,6.29789999999,7.38566666667,10.3301666667
319.59,6.20849259259,6.9118,4.92087466666,6.434,5.63013333333,6.5797,10.1527083333,5.82253333333,5.0062,6.49903333334,7.7049,10.3863
319.96,6.23462962963,6.6232,5.096816,6.22166666667,5.50566666667,6.32746666667,10.342875,5.8918,4.97646666666,6.39746666667,7.50076666666,10.0905
320.32,6.81505185185,7.22186666667,5.78929866667,6.6604,6.0618,6.80333333333,10.978,6.4558,5.6088,7.07773333333,8.05183333333,10.7118
320.69,6.82371481481,7.4026,5.85407733333,6.67273333334,5.9682,6.87553333333,11.0345,6.38906666667,5.63773333333,7.0206,8.04493333333,10.7328
321.06,6.67106666667,7.33413333333,5.95000533333,6.6542,5.83646666667,6.8625,11.3915833333,6.4254,5.53246666667,6.84833333333,8.02173333333,10.9006333333
321.43,6.97918518519,7.72306666667,6.13298133333,7.06866666667,5.903,7.0314,11.7052083333,6.85680000001,5.7534,7.10300000001,8.1954,11.3120333333
321.80,7.54328888889,7.96166666667,6.612064,7.2046,6.22166666667,7.3033,12.065375,7.21380000001,5.99906666667,7.54283333333,8.62776666667,11.7755333333
322.16,7.67857037037,8.0388,6.61071466667,7.52086666667,6.3214,7.44823333333,12.102625,7.24233333333,5.88846666667,7.85990000001,8.8232,11.9991
322.53,7.45623703704,7.64466666667,6.463032,7.34553333333,6.0534,7.31573333333,11.90375,6.84313333333,5.63493333333,7.54589999999,8.48063333333,11.6063
322.90,7.0034037037,7.37126666667,5.99374666667,6.84586666667,5.6804,6.82066666667,11.4485833333,6.40553333333,5.16086666667,7.00870000001,8.0772,11.2227333333
323.27,7.03498518518,7.46113333333,5.996624,6.91913333333,5.78326666667,6.88763333333,11.499625,6.3108,5.15766666667,6.84743333333,8.03936666667,11.1633333333
323.63,6.65961481481,7.2932,5.710368,6.29906666667,5.30213333333,6.69596666667,11.19125,5.8396,4.98186666667,6.67933333333,7.66083333333,10.8591
324.00,6.48452222222,7.3682,5.41297866667,6.1916,4.9278,6.57783333333,11.1110833333,5.50373333333,4.8104,6.71046666667,7.60856666667,10.8805
324.37,6.06134814815,7.02173333333,4.95672533333,5.89233333333,4.45593333333,6.12603333333,10.938125,5.1476,4.41333333333,6.34089999999,7.2715,10.5300333333
324.74,5.95182592593,6.85853333333,4.88095733333,5.86866666667,4.49013333333,6.13693333333,10.9260833333,5.06806666667,4.4202,6.37386666666,7.24056666667,10.4134
325.10,5.8849,6.7706,4.69146933333,5.75886666667,4.44793333333,6.04536666667,10.6535,4.8636,4.42013333333,6.19486666667,7.23713333333,10.2257333333
325.47,5.61685925926,6.46673333333,4.57453866667,5.17033333333,4.21233333333,5.7802,10.395125,4.50373333333,4.24693333333,5.90490000001,6.9988,9.8877
325.84,5.36561481481,6.44226666667,4.323984,4.9608,3.974,5.49996666667,10.2425,4.28033333333,4.0028,5.6364,6.78596666667,9.41976666667
326.21,5.12723703704,6.30293333334,4.156672,4.6244,3.67593333333,5.36733333333,10.2397916667,4.13213333333,3.80406666667,5.3685,6.46463333333,9.09316666666
326.57,5.03467777778,6.24,3.91985866667,4.33366666667,3.52766666667,5.2103,10.0065833333,3.98733333333,3.6528,5.31156666667,6.4192,8.93263333333
326.94,5.05142592593,6.31373333333,4.03648533333,4.39673333333,3.55913333333,5.1588,10.1710833333,4.07913333333,3.9334,5.5175,6.50073333333,9.00356666666
327.31,5.13196296296,6.23113333333,4.05417333333,4.49613333333,3.6582,5.28243333333,10.1253333333,4.23953333334,4.063,5.5638,6.5782,9.01719999999
327.67,5.26624814815,6.50806666667,4.205776,4.7456,3.8892,5.466,10.2657916667,4.46173333333,4.16613333333,5.59253333333,6.8286,9.32113333334
328.04,5.47727037037,6.7234,4.432824,5.0266,4.183,5.72143333333,10.2991666667,4.81633333333,4.3884,5.72023333333,7.01053333333,9.51790000001
328.41,5.78798148148,6.83786666667,4.582528,5.17306666667,4.4452,5.9187,10.3369166667,4.94,4.424,5.82473333333,7.0378,9.68966666667
328.78,5.51286666667,6.62826666667,4.358528,4.94846666667,4.17093333333,5.65196666667,10.054875,4.7834,4.19466666667,5.5574,6.77446666667,9.42926666667
329.14,5.60358518519,6.79413333333,4.61893333333,5.112,4.35153333333,5.91943333333,10.29925,4.941,4.32013333333,5.74246666667,6.9542,9.57526666667
329.51,5.59740740741,6.89866666667,4.49084,5.28106666667,4.33766666667,5.93,10.3847083333,4.98293333333,4.3058,5.83703333333,6.97936666667,9.51246666667
329.88,5.79935925926,7.18846666667,4.83714933333,5.608,4.65533333333,6.25066666667,10.575,5.3766,4.6824,6.20243333333,7.2526,9.88810000001
330.24,6.23027777778,7.6094,5.29272533333,6.07506666667,5.1596,6.49733333333,10.8142916666,5.82266666667,5.32773333333,6.69633333334,7.69346666667,10.2311333333
330.61,6.59750740741,8.10546666667,5.66850133333,6.6616,5.62673333333,6.8191,11.4089583334,6.38686666667,5.82226666667,7.10879999999,8.1377,10.8207666667
330.98,6.07052962963,7.5724,5.20183733333,6.24853333333,5.19173333333,6.48356666667,10.68725,5.99353333333,5.3576,6.5924,7.68736666667,10.3501
331.34,5.63100370371,7.27933333333,4.79972266667,5.9204,4.6578,6.1081,10.337875,5.5498,4.90973333333,6.29470000001,7.39673333334,10.0011333333
331.71,5.48175185185,7.04946666667,4.650656,5.86926666667,4.40446666667,5.9919,10.1366666667,5.35146666667,4.63513333333,6.18573333333,7.25073333333,9.85276666667
332.08,5.36755555555,6.79786666667,4.48133333333,5.63286666667,4.1542,5.796,9.99008333334,4.95926666667,4.47046666667,5.9904,7.13503333333,9.66683333333
332.44,5.44772592593,6.99733333333,4.57660533333,5.852,4.1672,6.01973333333,10.1892083333,5.06366666667,4.80226666666,6.15136666666,7.40956666667,9.8647
332.81,5.89412592593,7.43446666667,4.89461866667,6.23046666667,4.49333333333,6.4449,10.6263333333,5.432,5.254,6.49716666668,7.92383333333,10.308
333.18,5.95797407408,7.46133333333,4.86748266667,6.20473333333,4.45133333333,6.38293333333,10.3815833333,5.44306666667,5.2906,6.45556666666,7.95933333333,10.218
333.54,6.23830740741,7.79533333333,5.25766933333,6.51993333333,4.93686666667,6.75963333333,10.5427083333,5.77413333333,5.54926666667,6.74236666667,8.43316666667,10.6961
333.91,6.32916296296,7.7734,5.36432533333,6.59893333333,5.04953333333,6.85736666667,10.5902916667,5.76326666667,5.62993333333,6.71753333333,8.58966666667,10.7260666667
334.28,6.44388148148,7.78393333333,5.410336,6.65566666667,5.0792,6.97536666667,10.73575,5.73246666667,5.50293333333,6.71020000001,8.78606666667,11.0243
334.64,6.27156666667,7.59333333333,5.250656,6.47833333333,4.8462,6.8582,10.661125,5.54506666667,5.32813333333,6.46620000001,8.62203333333,10.7820333333
335.01,6.55642962963,7.92233333333,5.41482666667,6.75066666667,5.00593333333,7.03186666667,11.1712083333,5.69093333333,5.3184,6.68813333333,8.89826666667,11.0715333333
335.38,6.67739259259,8.0706,5.52450666667,6.68146666667,5.04153333333,6.97283333333,11.2810833333,5.66053333333,5.3436,6.67639999999,8.9652,11.0743
335.74,6.56451111111,7.9496,5.3702,6.55546666667,5.03506666667,6.73183333333,11.2033333333,5.49713333333,5.2176,6.5029,8.8232,10.7286666667
336.11,6.51216666667,7.91246666667,5.428664,6.46173333333,5.00926666667,6.7774,11.1860833333,5.65073333333,5.16246666667,6.5726,8.87353333334,10.7676666667
336.47,6.53948888889,8.04926666667,5.47490133333,6.49686666667,5.14933333333,6.80556666667,11.127375,5.76686666667,5.14326666667,6.5491,8.9774,10.7994333333
336.84,6.42227407407,7.90073333333,5.36397866666,6.48733333333,5.14613333333,6.5516,11.0354166667,5.6282,4.9384,6.56576666667,8.84136666667,10.7653666667
337.21,6.27649259259,7.89733333333,5.2952,6.37546666667,5.0788,6.40236666667,11.0761666667,5.56553333333,4.8534,6.66063333333,8.80616666667,10.7123
337.57,5.81230370371,7.4982,4.82237866667,5.98633333333,4.65133333333,5.86573333333,10.6858333333,5.22426666667,4.4286,6.21996666667,8.2891,10.1682333333
337.94,5.49048518518,7.22753333333,4.516488,5.72166666667,4.4874,5.57916666667,10.4149583334,5.05,4.0674,5.99696666667,7.88696666667,9.88003333333
338.31,5.23103333333,7.21946666667,4.38737333333,5.65166666667,4.51866666667,5.47266666667,10.3089166666,5.04366666667,3.9834,5.8926,7.78103333333,9.66876666667
338.67,5.25116296296,7.3364,4.50474133333,5.707,4.69066666667,5.45626666667,10.2307083333,5.24293333333,4.00706666667,5.91963333333,7.8986,9.68163333333
339.04,5.16592592593,7.35833333333,4.604824,5.6368,4.71466666667,5.4318,10.1382083334,5.2696,4.109,5.86166666667,7.84193333334,9.65129999999
339.40,4.86075185185,7.0922,4.41215733333,5.429,4.58946666666,5.1219,9.96170833335,5.17833333333,4.01806666667,5.6612,7.61006666667,9.3675
339.77,4.79095555556,6.98006666667,4.384928,5.33753333333,4.47013333333,5.1692,9.884125,5.16453333333,3.947,5.5991,7.51483333333,9.30196666667
340.14,4.88532962963,7.08706666667,4.50581066667,5.57666666667,4.70746666667,5.2459,9.994,5.2136,4.1406,5.74036666667,7.6293,9.41696666667
340.50,4.44426666667,6.56513333333,4.16975733333,5.23246666667,4.2218,4.78633333333,9.50979166666,4.71293333333,3.787,5.33513333333,7.18796666667,8.89056666667
340.87,4.40141481482,6.61033333333,4.17761066667,5.10446666667,4.12186666667,4.80203333333,9.35325,4.62153333333,3.731,5.1446,7.10736666667,8.8286
341.23,4.48273333333,6.68153333333,4.231264,5.29446666666,4.23746666667,4.92263333333,9.48420833334,4.7362,3.8922,5.21183333333,7.19056666667,8.92433333333
341.60,4.69345555555,6.88206666667,4.42494133333,5.49673333333,4.35986666667,5.19203333333,9.60875000001,4.98766666667,4.0934,5.42293333334,7.4075,9.1597
341.96,4.65601111111,6.94566666667,4.35323733334,5.54533333333,4.33513333333,5.24366666667,9.4905,4.9222,4.16673333333,5.33503333333,7.35683333333,9.06773333333
342.33,4.55527777778,6.735,4.27777866667,5.3266,4.09953333333,5.10103333333,9.22591666666,4.71926666666,3.99,5.20073333333,7.23443333333,8.92046666667
342.70,4.67758518518,6.8522,4.41892533333,5.489,4.14906666667,5.22596666667,9.41587499999,4.67693333333,4.20553333333,5.3965,7.25273333333,8.87096666667
343.06,4.96700740741,7.03693333333,4.48522666667,5.69666666667,4.2714,5.4189,9.581875,4.80593333333,4.34926666667,5.56406666666,7.46913333333,9.04093333333
343.43,5.18005185185,7.21706666667,4.70218133333,5.91986666667,4.39913333333,5.7903,9.72083333335,4.99013333333,4.4366,5.7861,7.70046666667,9.3498
343.79,4.97062962963,7.17173333333,4.55196,5.8206,4.25713333333,5.65673333333,9.584375,4.8442,4.37933333333,5.69613333333,7.5846,9.2376
344.16,4.83483333333,7.19406666667,4.41157066667,5.73253333333,4.1128,5.4301,9.43670833335,4.835,4.28273333333,5.57656666667,7.43283333333,9.0346
344.52,5.0828,7.53513333333,4.640272,5.99646666667,4.41706666667,5.71386666667,9.75875,5.13813333333,4.49566666667,5.83996666666,7.64553333333,9.2954
344.89,4.81339259259,7.15013333333,4.37214133333,5.7176,4.12,5.3851,9.47183333335,4.87106666667,4.25146666667,5.5863,7.43146666667,8.98126666667
345.25,4.73957037037,7.0392,4.20603733333,5.45746666667,3.922,5.2454,9.28204166665,4.74266666667,4.06966666667,5.29023333333,7.20053333333,8.90963333333
345.62,4.62595185185,6.99933333333,4.124712,5.43653333333,3.8304,5.05833333333,9.307,4.5934,4.0128,5.15496666667,7.12033333333,8.7966
345.99,4.56524444445,6.98046666667,4.04462666667,5.328,3.631,4.9306,9.33920833335,4.52253333334,3.86493333333,5.13136666667,7.18256666667,8.9072
346.35,4.33291851852,6.8222,3.77477066667,5.23266666667,3.389,4.70783333333,9.292,4.3084,3.68113333333,4.91503333333,7.00663333333,8.67563333333
346.72,4.11171851852,6.61093333333,3.470904,4.9638,3.16713333334,4.4575,9.00808333333,4.08306666667,3.25613333333,4.63076666667,6.86233333333,8.62866666667
347.08,4.09957777778,6.6156,3.56857333333,4.9836,3.28626666667,4.49373333333,8.97083333333,4.08373333333,3.21746666667,4.62953333333,6.91916666667,8.70696666667
347.45,4.30888888889,6.973,3.72930666667,5.19926666667,3.5154,4.66596666667,9.25941666667,4.2418,3.39833333333,4.87456666667,7.1133,8.87163333333
347.81,4.73548148148,7.35993333333,4.15011733333,5.58246666667,3.8818,4.9896,9.60925,4.57686666667,3.63573333333,5.29763333333,7.43086666667,9.13366666667
348.18,4.84480370371,7.40846666667,4.29374666667,5.66813333333,4.00666666667,5.18896666667,9.786125,4.6248,3.69046666667,5.42166666667,7.62113333333,9.20863333334
348.54,5.07093333333,7.54546666667,4.40872533333,5.7608,4.16426666667,5.23133333333,10.113625,4.75433333333,3.9074,5.61963333333,7.83416666666,9.26403333333
