wavelength,Back_PieCinm,Belly_PieCinm,Breast_PieCinm,Crissum_PieCinm,Crown_PieCinm,DorTail_PieCinm,Patch10_PieCinm,Rump_PieCinm,Throat_PieCinm,WingTip_PieCinm
344.52,7.52633333334,21.9009166667,13.49875,20.58875,7.004,8.61700000001,2.7615,10.2499166667,21.00425,7.65808333334
344.89,7.62658333332,22.0495833333,13.6243333333,20.8111666667,7.14525,8.70500000001,2.76866666667,10.3141666667,21.2015,7.73425
345.25,7.791,22.256,13.80775,20.9973333333,7.311,8.79341666667,2.82658333333,10.422,21.422,7.92708333333
345.62,7.71683333332,22.2154166667,13.7979166666,20.97725,7.26491666667,8.75983333333,2.76608333333,10.3578333333,21.3763333333,7.82233333333
345.99,7.75875000001,22.2725,13.88475,21.0424166667,7.26175,8.79641666666,2.81125,10.3805,21.424,7.84425
346.35,7.78841666667,22.4006666667,13.9533333333,21.1468333333,7.26875,8.79358333333,2.7995,10.3623333333,21.5164166667,7.81091666667
346.72,7.83108333334,22.3915,13.9915833334,21.2040833333,7.26408333333,8.77716666665,2.82433333333,10.39275,21.5455,7.79683333333
347.08,7.77408333332,22.3631666667,13.9691666667,21.1551666667,7.16958333333,8.59533333333,2.7005,10.3076666667,21.5516666667,7.66808333333
347.45,7.75125,22.3833333333,14.0264166667,21.2578333333,7.19983333333,8.56966666666,2.717,10.3169166667,21.5551666667,7.59683333333
347.81,7.67816666666,22.34525,14.0178333333,21.2796666667,7.16383333333,8.54299999999,2.60508333333,10.3151666667,21.5813333333,7.53383333333
348.18,7.69658333334,22.3354166667,14.0813333333,21.3235,7.21625,8.53124999999,2.6485,10.3206666667,21.6184166666,7.55708333333
348.54,7.738,22.4333333333,14.1275833333,21.3825,7.24291666667,8.51991666667,2.65216666667,10.3205,21.7118333334,7.477
348.91,7.878,22.5751666666,14.2951666667,21.4301666667,7.31791666667,8.6025,2.75316666667,10.4691666667,21.8468333333,7.53266666666
349.27,7.79291666668,22.50275,14.2138333333,21.3904166667,7.17266666667,8.4845,2.64241666667,10.392,21.81325,7.36533333333
349.64,7.84158333333,22.591,14.2183333333,21.43,7.19591666667,8.48741666667,2.65433333333,10.4324166667,21.9283333333,7.43241666667
350.00,7.77716666666,22.6075833334,14.1914166667,21.4358333333,7.18983333333,8.42974999999,2.62133333333,10.3995,21.9619166666,7.43333333333
350.37,7.73724999999,22.5974166667,14.1420833333,21.4371666667,7.18283333333,8.35558333332,2.57866666667,10.3915,22.03025,7.41408333333
350.73,7.82883333332,22.7235,14.21675,21.57275,7.28758333333,8.45166666666,2.59508333333,10.4546666667,22.1959166666,7.48308333333
351.10,7.83124999999,22.7525,14.1863333333,21.65125,7.26066666667,8.46691666666,2.61691666667,10.4625,22.18175,7.53075
351.46,7.91199999999,22.878,14.2494166667,21.7409166667,7.31308333333,8.50416666667,2.66291666667,10.48575,22.4006666667,7.60633333333
351.83,8.00083333333,23.0160833334,14.3435,21.8555,7.36758333333,8.58858333332,2.80916666667,10.5715833333,22.5083333333,7.706
352.19,8.07158333334,23.085,14.4103333333,21.9430833333,7.39366666667,8.69233333332,2.80241666667,10.6400833334,22.6360833334,7.77691666666
352.55,8.08341666666,23.1265833333,14.4625833334,21.97325,7.3895,8.68333333332,2.80141666667,10.6245833333,22.70325,7.86466666667
352.92,7.98291666667,23.074,14.4069166666,22.0510833333,7.33133333333,8.59783333334,2.75791666666,10.51575,22.655,7.82591666667
353.28,8.02458333332,23.2098333333,14.5386666667,22.1671666667,7.42233333334,8.67391666667,2.85291666667,10.5913333333,22.7955833333,7.88916666666
353.65,8.09558333332,23.34125,14.6894166667,22.3105,7.54908333333,8.75933333334,2.94708333333,10.6999166667,22.9358333334,7.94583333333
354.01,8.17824999999,23.4490833333,14.8385,22.44575,7.65091666667,8.82691666668,2.98566666667,10.7960833333,23.1336666667,7.97625
354.38,8.24974999999,23.6134166667,14.9406666667,22.582,7.704,8.92308333332,3.04808333333,10.883,23.2504166667,8.03041666666
354.74,8.20141666666,23.6150833334,14.9356666667,22.61625,7.66683333334,8.89783333333,3.03658333333,10.8345,23.2645833333,7.97966666667
355.11,8.31999999999,23.81275,15.1096666666,22.7595833333,7.82958333334,9.04341666666,3.16191666667,10.9955,23.5043333334,8.09783333333
355.47,8.30883333334,23.8236666667,15.10625,22.80525,7.86025,9.04383333335,3.13891666666,10.9965,23.4609166667,8.13591666667
355.83,8.25558333333,23.8581666667,15.129,22.8365,7.86608333333,9.00816666666,3.05208333333,10.9831666667,23.5208333333,8.10266666666
356.20,8.31066666667,24.0261666667,15.26,23.0068333333,7.92266666667,9.02616666668,3.143,11.0491666666,23.657,8.14475
356.56,8.47058333332,24.29425,15.4650833333,23.2761666666,8.0835,9.17858333333,3.29,11.2585833333,23.8863333333,8.28858333333
356.93,8.49941666667,24.3356666666,15.49875,23.2769166667,8.12033333334,9.15016666667,3.28233333333,11.26375,24.0073333333,8.28041666666
357.29,8.55141666667,24.4175,15.524,23.3691666667,8.15416666667,9.16241666667,3.26725,11.2723333333,24.0524166667,8.27858333333
357.66,8.58716666666,24.5390833333,15.5269166667,23.50775,8.16716666667,9.16375000001,3.27308333333,11.28225,24.13925,8.27025
358.02,8.59991666666,24.6258333333,15.5223333333,23.5680833333,8.14016666667,9.17591666668,3.29983333333,11.2838333333,24.1704166667,8.27333333333
358.38,8.67216666666,24.6864166667,15.6005,23.6498333333,8.20933333333,9.20274999999,3.38016666667,11.2925,24.2209166667,8.33341666667
358.75,8.72833333334,24.7790833333,15.6506666667,23.7191666667,8.233,9.20216666667,3.4105,11.31625,24.302,8.37308333333
359.11,8.71058333334,24.7773333333,15.6219166666,23.7449166667,8.18991666667,9.11533333333,3.35958333333,11.2276666667,24.33375,8.31316666667
359.48,8.78308333334,24.9355833333,15.7258333333,23.8578333334,8.208,9.16191666666,3.41491666666,11.3154166667,24.5576666667,8.29808333334
359.84,8.84099999999,25.0308333333,15.73525,23.9425,8.25225,9.22591666665,3.49333333333,11.36175,24.66975,8.31833333333
360.20,8.82166666666,24.95825,15.6700833334,23.921,8.22583333333,9.17141666665,3.508,11.3375833333,24.67075,8.295
360.57,8.737,24.8776666667,15.5898333334,23.86975,8.1905,9.09341666668,3.47841666667,11.2164166667,24.6509166667,8.18491666667
360.93,8.73108333334,24.91725,15.5885833333,23.9075,8.19241666667,9.12849999999,3.50558333334,11.2206666667,24.6798333333,8.18291666667
361.29,8.69791666666,24.9965,15.6251666666,23.9686666667,8.20383333333,9.14233333333,3.53325,11.2329166667,24.7979166667,8.21925
361.66,8.76658333333,25.0696666667,15.7315,24.0155833333,8.274,9.24058333333,3.59558333334,11.3104166667,24.9105,8.31416666667
362.02,8.82433333333,25.1535,15.8014166667,24.1049166666,8.347,9.26924999999,3.61808333333,11.3654166666,25.0039166666,8.35233333333
362.39,8.82458333333,25.162,15.8,24.131,8.34191666666,9.27891666668,3.55433333334,11.3985833333,25.0739166667,8.31008333333
362.75,8.85483333333,25.25575,15.8673333333,24.20525,8.38666666667,9.33866666666,3.57716666667,11.4505,25.1716666667,8.32141666667
363.11,8.84141666668,25.28975,15.9021666667,24.2270833334,8.358,9.31175000002,3.56233333333,11.4796666666,25.2145,8.2995
363.48,8.79500000001,25.2644166667,15.9080833333,24.2135833333,8.33216666667,9.22799999999,3.51691666666,11.45225,25.18575,8.28
363.84,8.84441666667,25.3253333333,16.0153333333,24.3386666667,8.37683333333,9.23891666666,3.54558333334,11.4994166666,25.25725,8.3315
364.20,8.84058333334,25.4288333333,16.056,24.38675,8.35316666667,9.22166666666,3.46383333333,11.473,25.3045833333,8.30575
364.57,8.86224999999,25.49375,16.0920833333,24.4416666667,8.35116666667,9.24583333333,3.44658333333,11.50975,25.3684166666,8.35341666666
364.93,8.87366666667,25.5825833334,16.15,24.5335,8.34083333333,9.24241666667,3.41158333333,11.5489166667,25.4625833334,8.33591666666
365.29,8.88733333334,25.6025833333,16.1801666667,24.5784166667,8.31625,9.2205,3.34508333333,11.5360833333,25.5205833333,8.27275
365.66,8.81475,25.5826666666,16.1200833333,24.5805,8.23008333333,9.10225000001,3.22525,11.4559166667,25.5316666667,8.17416666667
366.02,8.811,25.592,16.1435833333,24.6041666667,8.25016666667,9.10258333333,3.27733333333,11.459,25.5608333333,8.18683333334
366.38,8.81591666667,25.62125,16.1744166667,24.6349166666,8.22616666667,9.06541666668,3.31558333333,11.4466666667,25.5850833333,8.17683333333
366.75,8.78866666666,25.6660833333,16.196,24.6530833333,8.21216666667,8.99733333332,3.31916666667,11.4565833333,25.65825,8.14691666667
367.11,8.76191666667,25.6620833333,16.1570833333,24.6263333334,8.22416666666,8.961,3.28825,11.4200833333,25.6089166666,8.09483333333
367.47,8.78874999999,25.74525,16.1606666667,24.7391666667,8.2315,8.99699999999,3.29375,11.39925,25.6981666666,8.0675
367.84,8.76125,25.7325,16.1128333334,24.6918333333,8.1705,8.91316666666,3.21375,11.3469166667,25.71675,7.96716666667
368.20,8.70533333333,25.7265,16.124,24.70775,8.13,8.89449999999,3.20075,11.3201666667,25.7871666667,7.89533333333
368.56,8.71166666667,25.8001666667,16.1651666667,24.7649166666,8.11525,8.86633333333,3.17191666667,11.28375,25.8486666667,7.87558333333
368.93,8.73608333334,25.87925,16.18175,24.8,8.16725,8.88433333332,3.23066666667,11.3120833333,25.8969166667,7.90325
369.29,8.80783333334,25.9823333333,16.255,24.8934166666,8.25033333333,8.93516666668,3.37433333334,11.4050833333,25.9634166666,7.96783333333
369.65,8.90241666666,26.1200833333,16.3938333333,25.0175,8.33725,8.97983333333,3.49366666666,11.4870833333,26.0524166667,8.07016666667
370.01,8.90899999999,26.1863333333,16.4230833333,25.0564166667,8.30383333333,8.95850000002,3.45241666667,11.4850833334,26.0883333333,8.03966666667
370.38,8.90325,26.25775,16.4488333333,25.1874166667,8.34466666667,8.95708333333,3.441,11.4804166667,26.2109166667,8.05275
370.74,8.88741666667,26.21375,16.4375833334,25.1793333333,8.36716666667,8.94383333333,3.38391666666,11.4318333333,26.1765833334,8.02766666667
371.10,8.90325,26.325,16.51275,25.2948333333,8.39258333333,8.98300000002,3.36316666667,11.456,26.335,8.04091666666
371.46,8.91208333332,26.367,16.5975,25.3394166666,8.42166666667,9.01600000001,3.42241666667,11.5145,26.3745833333,8.09341666667
371.83,8.94100000001,26.48525,16.6544166667,25.4409166667,8.4625,9.05233333333,3.42216666667,11.5304166667,26.4391666666,8.14316666667
372.19,9.04533333332,26.6644166666,16.7773333333,25.6045,8.58125,9.11108333331,3.49608333334,11.65025,26.5749166666,8.25216666667
372.55,9.06991666666,26.7031666666,16.8546666667,25.70775,8.61341666667,9.13075000002,3.53833333333,11.74225,26.6641666667,8.24325
372.92,9.15083333333,26.8345833333,16.9865833333,25.8679166667,8.66783333333,9.15500000001,3.56191666667,11.8119166667,26.8503333334,8.30358333333
373.28,9.13758333333,26.87425,17.0109166667,25.9470833333,8.68016666667,9.148,3.48558333333,11.79775,26.9586666667,8.2615
373.64,9.09424999999,26.8599166667,17.0001666666,25.9644166666,8.64783333333,9.12308333333,3.43141666667,11.7869166667,26.9721666667,8.1965
374.00,9.13041666666,26.9315833333,17.0459166667,26.11325,8.6585,9.14258333334,3.42291666667,11.82175,27.1476666667,8.192
374.37,9.13025000001,27.0583333333,17.1238333333,26.2051666667,8.67858333333,9.129,3.39166666666,11.8478333333,27.2345,8.19708333333
374.73,9.19666666667,27.21075,17.19225,26.37625,8.68183333333,9.15116666666,3.45408333333,11.91675,27.36375,8.23391666667
375.09,9.27025,27.2996666667,17.2653333334,26.5626666667,8.74883333333,9.22099999999,3.53608333333,12.0011666667,27.5449166667,8.3175
375.45,9.32,27.4006666667,17.313,26.6474166666,8.77283333334,9.20608333333,3.49883333333,12.0231666667,27.6644166667,8.296
375.81,9.28475,27.4266666667,17.3309166667,26.66975,8.76283333333,9.18924999998,3.53558333333,12.0275,27.7616666667,8.24633333333
376.18,9.29174999999,27.4705833333,17.3880833333,26.7458333333,8.801,9.19983333335,3.54125,12.0391666667,27.8326666667,8.26025
376.54,9.32175,27.5804166667,17.4148333333,26.816,8.80808333334,9.19983333334,3.5385,12.0445833334,27.8805,8.29058333334
376.90,9.28308333334,27.59975,17.3995,26.8179166667,8.7695,9.17508333333,3.5225,12.002,27.9015833333,8.24733333333
377.26,9.26325000001,27.56225,17.40575,26.84775,8.72341666667,9.12625,3.52633333333,11.9294166666,27.8946666667,8.219
377.63,9.19541666667,27.5934166667,17.3573333333,26.8875833334,8.66666666667,9.04766666667,3.45383333333,11.854,27.9398333333,8.12683333334
377.99,9.24975,27.737,17.4429166667,27.00825,8.73941666667,9.08583333333,3.4885,11.8991666667,28.0719166667,8.17625
378.35,9.29558333334,27.7179166666,17.46225,27.0215,8.75275,9.13700000001,3.54725,11.8955833334,28.121,8.17641666667
378.71,9.30591666667,27.7975,17.5311666667,27.11225,8.79358333334,9.16349999998,3.53741666667,11.909,28.243,8.18941666667
379.07,9.28483333334,27.8403333333,17.5506666666,27.14125,8.79266666666,9.16341666667,3.54025,11.8964166667,28.2483333334,8.19908333333
379.44,9.31608333333,27.9123333333,17.5896666667,27.2296666667,8.83583333333,9.18058333333,3.55875,11.9176666666,28.3476666666,8.23091666666
379.80,9.32116666667,27.9645,17.615,27.281,8.85333333333,9.16491666666,3.54241666666,11.9209166667,28.3679166667,8.20891666667
380.16,9.32158333333,27.9909166667,17.5986666667,27.3093333334,8.82825,9.14700000001,3.531,11.8804166667,28.4220833333,8.145
380.52,9.29774999999,27.9915,17.6245,27.3355833333,8.82358333333,9.14308333333,3.49833333334,11.8434166667,28.5221666667,8.0895
380.88,9.26041666666,27.9725833333,17.59775,27.359,8.76816666667,9.07533333333,3.42166666667,11.7870833333,28.4988333333,8.00516666666
381.24,9.30174999999,28.1059166666,17.6255,27.4201666667,8.80433333333,9.11699999998,3.4265,11.87025,28.5969166667,8.03925
381.61,9.39241666666,28.1695,17.7010833333,27.50575,8.87033333333,9.16875000001,3.47241666667,11.9411666667,28.73175,8.08625
381.97,9.36991666668,28.1806666667,17.7149166667,27.5315833333,8.83675,9.13058333334,3.44025,11.9283333333,28.738,8.06733333334
382.33,9.32858333333,28.2505,17.71625,27.6015,8.80408333334,9.08533333334,3.4185,11.939,28.75225,8.02983333333
382.69,9.32191666666,28.2849166666,17.7079166667,27.6340833333,8.757,9.04875000001,3.38983333333,11.9185833333,28.8215833333,8.00258333333
383.05,9.33858333333,28.3419166667,17.7621666666,27.682,8.7345,8.996,3.35933333333,11.9146666667,28.9146666667,7.96441666667
383.41,9.27099999999,28.3008333333,17.713,27.6679166667,8.63275,8.92566666666,3.28666666667,11.83475,28.9205833333,7.87116666667
383.77,9.32499999999,28.4094166667,17.8181666667,27.7898333333,8.65116666667,8.95750000001,3.29633333333,11.8665,29.0655833333,7.92883333334
384.14,9.36041666666,28.4751666667,17.8944166666,27.8930833333,8.66816666666,8.97425000002,3.318,11.9274166667,29.1605,7.96825
384.50,9.40025000001,28.5981666667,17.9341666667,28.0286666667,8.69933333333,8.98683333335,3.34633333333,11.9875,29.24025,8.03525
384.86,9.48683333333,28.7233333333,18.0439166666,28.1623333333,8.78641666667,9.06991666667,3.42158333333,12.1020833334,29.4169166666,8.11666666667
385.22,9.48841666666,28.7910833333,18.1049166667,28.2781666667,8.79366666667,9.07058333333,3.43775,12.1108333333,29.51525,8.11791666666
385.58,9.47175,28.8825,18.1555,28.34975,8.79875,9.08266666667,3.44,12.1221666666,29.5924166667,8.13608333333
385.94,9.46774999999,28.9294166666,18.163,28.4144166667,8.80025,9.09091666667,3.43291666667,12.1189166666,29.67725,8.13475
386.30,9.47600000001,28.98625,18.20975,28.4784166667,8.79066666667,9.04533333332,3.38,12.1023333333,29.7939166667,8.12783333333
386.66,9.49783333334,29.06575,18.2990833333,28.5536666666,8.82641666667,9.03616666668,3.38483333333,12.1430833333,29.8736666666,8.141
387.03,9.56599999999,29.1911666666,18.4031666667,28.7218333333,8.90083333334,9.09125,3.44016666667,12.2286666666,30.0305,8.18808333334
387.39,9.64333333334,29.3816666667,18.5439166666,28.9070833333,9.0215,9.16141666667,3.52025,12.3335,30.1988333333,8.30533333333
387.75,9.67758333332,29.4253333333,18.57125,28.9779166667,9.07175,9.18083333334,3.56133333333,12.37225,30.2919166666,8.32725
388.11,9.73125000001,29.492,18.6015833333,29.0419166667,9.09041666666,9.20041666666,3.60691666667,12.3839166667,30.4020833333,8.34466666667
388.47,9.78275,29.5670833333,18.6748333333,29.1293333333,9.13383333333,9.21941666668,3.6305,12.4160833334,30.5075833333,8.34725
388.83,9.81824999998,29.6285833333,18.7563333333,29.2109166667,9.16566666667,9.23550000002,3.69225,12.4331666667,30.57175,8.36525
389.19,9.85558333333,29.7056666667,18.816,29.2884166667,9.19625,9.25525,3.71183333333,12.4843333333,30.6849166667,8.40183333333
389.55,9.90866666666,29.8310833333,18.9414166667,29.4388333333,9.24341666667,9.28675,3.72375,12.5334166666,30.8301666667,8.42241666667
389.91,9.94225,29.9056666667,19.01625,29.5495833333,9.28316666667,9.30491666668,3.75025,12.5716666667,30.9261666667,8.41966666667
390.27,9.99049999999,29.9935,19.07825,29.63175,9.33091666667,9.36599999999,3.7995,12.6265833334,31.0161666667,8.43583333333
390.63,9.99416666665,30.0388333333,19.0813333333,29.6961666667,9.33158333333,9.38766666666,3.82541666667,12.63425,31.0628333333,8.43325
391.00,9.97041666668,30.0598333333,19.058,29.7104166666,9.30508333334,9.35691666666,3.79558333333,12.5920833334,31.0740833333,8.39241666666
391.36,9.95475,30.0520833333,19.065,29.7261666667,9.26933333334,9.33683333333,3.78025,12.56225,31.095,8.331
391.72,9.95708333335,30.13625,19.1105833334,29.8365,9.26175,9.32441666667,3.766,12.55775,31.155,8.31033333334
392.08,9.91624999999,30.2403333333,19.1644166666,29.935,9.25675,9.31008333333,3.70716666667,12.5588333333,31.2309166666,8.29516666667
392.44,9.8765,30.2594166667,19.149,29.94525,9.2095,9.27441666666,3.696,12.5183333334,31.25525,8.24641666667
392.80,9.83275000002,30.32175,19.1525833333,30.0105,9.17391666667,9.224,3.61116666666,12.4771666667,31.3225833333,8.18675
393.16,9.82691666668,30.3615833333,19.1805833333,30.06625,9.16083333333,9.21316666668,3.58358333333,12.471,31.3761666667,8.16033333333
393.52,9.82908333333,30.4068333333,19.17725,30.0993333333,9.16625,9.20783333333,3.61258333333,12.4665833333,31.418,8.14858333333
393.88,9.84866666667,30.4529166667,19.2096666667,30.1588333333,9.17558333333,9.20991666667,3.627,12.47625,31.4855,8.15483333333
394.24,9.86466666667,30.54675,19.2549166667,30.2435,9.18191666667,9.19866666666,3.62358333334,12.478,31.5844166667,8.175
394.60,9.90749999999,30.6166666666,19.31025,30.3345833333,9.23758333333,9.23908333335,3.6375,12.5046666667,31.6805,8.21283333334
394.96,9.93683333332,30.70125,19.3956666667,30.4598333334,9.29058333334,9.27375000002,3.644,12.5496666667,31.7933333333,8.25516666667
395.32,9.94416666665,30.7854166667,19.4229166667,30.54675,9.30949999999,9.26241666665,3.65366666666,12.54575,31.8605833333,8.24558333333
395.68,9.98499999999,30.86475,19.4720833333,30.6253333333,9.33341666667,9.28058333335,3.70008333333,12.5945833333,31.958,8.276
396.04,10.02575,30.9071666666,19.5028333333,30.6813333334,9.40749999999,9.30783333333,3.75916666667,12.6246666667,32.03575,8.30358333333
396.40,10.068,30.9885,19.592,30.801,9.45383333333,9.35374999999,3.783,12.6649166667,32.1668333333,8.33225
396.76,10.096,31.0293333333,19.6285,30.8851666667,9.48824999999,9.36616666667,3.83058333333,12.6991666667,32.2408333333,8.36425
397.12,10.1695833333,31.15775,19.7145,31.022,9.58008333335,9.42483333332,3.89966666667,12.7455833333,32.3719166667,8.41833333333
397.48,10.2353333333,31.2429166667,19.8083333333,31.1493333333,9.63666666665,9.47008333333,3.96508333333,12.8145,32.4990833333,8.48466666667
397.84,10.295,31.3774166667,19.9141666667,31.2468333333,9.70466666665,9.53058333332,4.05008333333,12.901,32.6389166667,8.53266666667
398.20,10.3700833333,31.463,20.0010833333,31.3825833333,9.77316666667,9.59341666667,4.13258333333,12.969,32.7475,8.57591666666
398.56,10.4250833333,31.5721666667,20.0920833334,31.5165,9.80941666668,9.61691666666,4.17608333333,13.02275,32.8994166667,8.58608333333
398.92,10.4530833333,31.6593333333,20.1236666666,31.557,9.81591666666,9.61874999999,4.20516666666,13.0376666667,32.9746666667,8.58275
399.28,10.5078333333,31.7341666667,20.22075,31.647,9.86741666667,9.67466666666,4.26225,13.11325,33.0829166667,8.64108333334
399.64,10.5225,31.83,20.2966666667,31.7369166667,9.91433333333,9.69558333334,4.26183333333,13.1354166667,33.2095833333,8.65633333333
400.00,10.5454166667,31.9003333333,20.35575,31.83975,9.90958333332,9.70999999998,4.25075,13.1649166667,33.3184166667,8.64933333333
400.36,10.5584166667,31.9518333333,20.394,31.89875,9.92716666667,9.72383333333,4.2605,13.2025,33.3575833333,8.667
400.72,10.6316666667,32.077,20.4861666666,32.0115,9.99466666667,9.78216666667,4.31816666667,13.2740833333,33.48175,8.72958333334
401.08,10.6464166667,32.1239166666,20.5134166666,32.0835,9.99233333333,9.77133333333,4.31166666667,13.2984166667,33.5541666667,8.71758333333
401.44,10.6474166666,32.1766666667,20.5366666667,32.13775,9.98599999999,9.77366666668,4.27858333333,13.2983333333,33.6191666667,8.70583333333
401.80,10.604,32.1641666667,20.5014166667,32.1658333333,9.94566666668,9.72066666667,4.20325,13.2414166667,33.6099166667,8.66608333333
402.16,10.5889166667,32.1933333333,20.5203333333,32.18675,9.95658333332,9.68900000001,4.17283333333,13.2348333334,33.6473333333,8.642
402.52,10.5524166667,32.2151666667,20.53675,32.2148333333,9.92858333334,9.66558333332,4.15466666667,13.2121666666,33.6588333333,8.60633333333
402.88,10.5358333333,32.2818333333,20.575,32.3094166667,9.93833333334,9.66508333331,4.17025,13.2149166666,33.7605833333,8.587
403.24,10.51275,32.3086666666,20.5585,32.3371666667,9.91066666668,9.63375000001,4.13708333333,13.182,33.814,8.56583333333
403.60,10.519,32.3563333334,20.5815,32.4185,9.92833333334,9.63458333333,4.15825,13.2,33.8475833333,8.58358333333
403.95,10.5454166667,32.4349166667,20.6191666666,32.4705833333,9.96624999998,9.66116666666,4.17433333334,13.22925,33.90775,8.62033333333
404.31,10.5446666667,32.4950833334,20.6254166667,32.54125,9.96716666666,9.63224999999,4.14608333333,13.2093333333,34.0110833333,8.593
404.67,10.5426666666,32.5830833334,20.6676666666,32.6216666667,9.98758333333,9.6515,4.16666666666,13.2399166667,34.1058333333,8.61425
405.03,10.52775,32.61375,20.6856666667,32.6483333333,9.98074999998,9.65616666667,4.20383333333,13.2281666667,34.1445,8.62075
405.39,10.5303333333,32.6703333333,20.7136666667,32.72525,9.99541666666,9.65608333333,4.20925,13.2325833333,34.2019166667,8.62941666667
405.75,10.52675,32.76625,20.777,32.8215,10.00675,9.64200000001,4.21175,13.24475,34.3235,8.61766666667
406.11,10.53225,32.8266666667,20.79425,32.9103333333,10.0008333333,9.65758333333,4.20608333333,13.27275,34.4194166667,8.61508333334
406.47,10.553,32.87125,20.8078333333,32.9429166667,10.0075833333,9.63158333331,4.19425,13.2679166667,34.4700833333,8.63191666667
406.83,10.59075,32.9260833333,20.8569166667,33.01375,10.0429166667,9.63933333333,4.21066666667,13.3040833333,34.5323333333,8.67341666667
407.19,10.58425,32.9670833333,20.8995,33.1221666667,10.05925,9.63183333334,4.19725,13.34275,34.6285,8.672
407.55,10.57925,32.9945833333,20.917,33.1448333333,10.0225,9.60883333334,4.16616666667,13.333,34.6900833333,8.63183333333
407.90,10.59825,33.0738333333,20.9884166667,33.2828333333,10.0521666667,9.62358333332,4.20708333333,13.3659166667,34.81175,8.63891666667
408.26,10.6608333333,33.167,21.08,33.3815,10.1119166667,9.68533333334,4.27591666667,13.45175,34.9061666666,8.69866666667
408.62,10.6523333333,33.15075,21.0679166667,33.4093333333,10.0795,9.65166666668,4.2485,13.43325,34.912,8.672
408.98,10.68575,33.2181666667,21.1035,33.47825,10.0936666667,9.65025000001,4.23225,13.4641666667,34.9935,8.68383333334
409.34,10.6864166667,33.2471666667,21.1210833333,33.5288333333,10.0860833333,9.63308333331,4.23241666667,13.478,35.058,8.66025
409.70,10.7093333333,33.2701666666,21.13875,33.5763333334,10.1009166667,9.65916666668,4.24358333333,13.4995833333,35.0915,8.672
410.06,10.72875,33.3529166667,21.2010833333,33.654,10.12525,9.66183333333,4.27141666667,13.528,35.1538333334,8.704
410.42,10.7468333333,33.4328333334,21.2554166666,33.7846666667,10.1536666667,9.69541666665,4.31158333334,13.5674166667,35.2585833333,8.71916666667
410.77,10.7705,33.4655,21.2710833333,33.838,10.15625,9.71858333335,4.32366666667,13.5778333334,35.3098333333,8.71166666667
411.13,10.8246666666,33.5560833334,21.3210833333,33.8869166667,10.1959166667,9.75858333335,4.35291666667,13.5961666667,35.3808333334,8.74058333333
411.49,10.8470833333,33.5966666667,21.3330833334,33.9634166666,10.22175,9.76775000002,4.38641666667,13.5934166667,35.4468333333,8.74566666667
411.85,10.83125,33.6169166666,21.3158333333,33.9500833334,10.1951666667,9.71908333332,4.34941666667,13.57325,35.4341666667,8.72191666666
412.21,10.8051666666,33.6438333334,21.3006666667,33.9760833333,10.1771666667,9.68191666668,4.33566666667,13.5416666667,35.4526666667,8.69258333333
412.57,10.85025,33.72525,21.36225,34.0545833334,10.2018333333,9.70075000002,4.33766666667,13.553,35.5693333333,8.69791666667
412.92,10.8561666667,33.79225,21.43575,34.1405,10.2330833333,9.70675000001,4.35058333333,13.5695,35.6489166667,8.71041666667
413.28,10.9015,33.8746666667,21.499,34.2159166667,10.2720833333,9.74116666667,4.40066666667,13.6145833333,35.7365833333,8.733
413.64,10.9518333333,33.9701666667,21.5533333333,34.3013333334,10.3065,9.76325000002,4.44258333333,13.6460833333,35.8368333333,8.77591666667
414.00,10.9534166667,34.0006666667,21.5696666667,34.3525833334,10.3115833334,9.75549999999,4.46133333334,13.6390833333,35.9088333333,8.7755
414.36,10.9696666667,34.0464166667,21.5836666667,34.4069166667,10.3219166667,9.77291666665,4.45441666666,13.6500833333,35.99375,8.79233333333
414.72,10.9498333333,34.0829166667,21.598,34.4533333333,10.3003333333,9.75158333334,4.4445,13.6548333333,36.04725,8.78216666667
415.07,10.988,34.1554166666,21.641,34.5406666666,10.3095,9.75624999999,4.47383333333,13.6951666666,36.127,8.80883333333
415.43,10.9920833333,34.25425,21.71175,34.62275,10.3363333333,9.78900000001,4.48483333333,13.73825,36.2403333333,8.83733333333
415.79,11.0355,34.3205,21.7774166667,34.7284166667,10.3624166667,9.8295,4.50958333333,13.7625,36.3341666667,8.87466666667
416.15,11.0708333334,34.3991666666,21.8413333333,34.8288333333,10.3915833333,9.86991666667,4.53516666667,13.8093333334,36.4429166667,8.912
416.51,11.0405833333,34.4206666667,21.8220833334,34.852,10.3815,9.85033333334,4.52541666667,13.7755833333,36.4554166667,8.90641666667
416.86,11.0364166667,34.43725,21.8081666666,34.8871666667,10.3683333333,9.85766666665,4.50625,13.7614166666,36.47825,8.88025
417.22,11.0186666667,34.4499166667,21.8008333333,34.9208333333,10.3498333333,9.83941666666,4.49358333333,13.7418333333,36.5058333333,8.87808333333
417.58,10.9983333334,34.4805833333,21.81175,34.9624166667,10.3255833333,9.80891666667,4.47316666667,13.73325,36.5606666667,8.85866666667
417.94,11.0000833333,34.4983333333,21.8245,34.9855,10.3206666667,9.81733333333,4.47258333333,13.7235833333,36.5608333334,8.85758333334
418.29,10.9928333333,34.5055833334,21.8350833333,34.9941666667,10.31625,9.80225000001,4.47575,13.7080833333,36.5578333334,8.84666666667
