wavelength,Back_TiaObsm,Belly_TiaObsm,Breast_TiaObsm,Crissum_TiaObsm,Crown_TiaObsm,DorTail_TiaObsm,Rump_TiaObsm,Throat_TiaObsm,WingTip_TiaObsm
357.66,8.46524999999,22.659,12.27675,12.82475,6.75116666667,7.83616666667,8.46900000001,20.12735,9.772
358.02,8.54016666668,22.8365,12.3484166666,12.95,6.83033333333,7.95858333333,8.52141666667,20.2128666667,9.80741666667
358.38,8.59383333332,22.9270833333,12.4006666667,13.0133333333,6.92016666667,8.01966666666,8.54408333333,20.3249666666,9.83466666666
358.75,8.38866666668,22.76525,12.2760833333,12.9270833333,6.80125,7.867,8.35183333333,20.1356,9.64266666667
359.11,8.36841666667,22.7990833333,12.2381666667,12.9296666667,6.78025,7.80041666666,8.32258333334,20.1569666666,9.624
359.48,8.33574999999,22.8839166667,12.24675,12.9183333333,6.75066666667,7.77858333333,8.35100000001,20.1157,9.60083333333
359.84,8.41816666666,22.9625833333,12.33175,12.9671666666,6.75041666667,7.84441666667,8.40791666666,20.1583666667,9.65841666666
360.20,8.38116666667,23.0055,12.2769166667,12.9698333333,6.69316666667,7.86691666667,8.43658333333,20.2043,9.70024999999
360.57,8.30324999999,23.1040833333,12.1940833333,12.9156666667,6.59775,7.82133333333,8.35049999999,20.2777666667,9.668
360.93,8.29683333333,23.1080833333,12.14225,12.963,6.59541666666,7.78983333334,8.35925,20.3170666667,9.61191666665
361.29,8.31808333334,23.1430833333,12.2169166667,12.9699166667,6.60783333333,7.76816666667,8.36266666667,20.4083,9.66866666666
361.66,8.32433333334,23.1640833333,12.2166666667,13.0275,6.53983333334,7.74558333333,8.34308333334,20.4458833333,9.68741666666
362.02,8.49133333333,23.3675,12.3341666667,13.1775,6.62608333333,7.8575,8.47583333334,20.62515,9.833
362.39,8.39966666666,23.2685833334,12.2375833333,13.1225833333,6.51716666667,7.821,8.44116666666,20.5080666666,9.76424999999
362.75,8.50174999999,23.40425,12.3200833333,13.2080833333,6.64083333333,7.90766666667,8.5365,20.6485333333,9.87316666666
363.11,8.52358333334,23.5249166667,12.33525,13.30075,6.6345,7.89116666667,8.58225,20.7460166667,9.91333333332
363.48,8.77725000001,23.8284166667,12.64525,13.63475,6.92475,8.0865,8.82691666668,21.0287833333,10.1689166667
363.84,8.79516666667,23.81475,12.6466666666,13.7031666667,7.01183333333,8.0875,8.857,21.0110333333,10.19275
364.20,8.90708333334,23.95175,12.6586666667,13.76175,7.02983333333,8.11825,8.94841666667,21.0656333333,10.2685833333
364.57,8.98941666667,24.1685,12.78325,13.8955833334,7.0825,8.16116666667,9.09591666666,21.1409333333,10.34075
364.93,8.95525000001,24.19375,12.7476666667,13.8761666667,7.04766666667,8.08616666667,9.10616666666,21.1104,10.3189166667
365.29,8.88800000001,24.19575,12.73075,13.81725,6.98216666666,7.99391666667,9.05874999999,21.0323,10.2315833333
365.66,9.02891666666,24.4940833333,13.0124166667,14.0099166666,7.11883333333,8.147,9.22083333333,21.2599666667,10.3578333333
366.02,8.95008333333,24.44125,12.9193333333,13.9515833333,6.95766666667,8.05233333333,9.0965,21.2524666667,10.2556666667
366.38,8.82008333332,24.3453333333,12.8093333334,13.7960833334,6.86183333333,7.92208333333,8.90808333332,21.0938333333,10.0999166667
366.75,8.61950000001,24.106,12.5910833333,13.5981666667,6.68216666667,7.71875,8.71183333332,20.8685666667,9.88125
367.11,8.61616666667,24.20225,12.61925,13.6030833333,6.61783333333,7.69725,8.7195,20.8707833333,9.83200000002
367.47,8.59416666667,24.2296666667,12.6536666667,13.6050833333,6.65883333333,7.721,8.66825000001,20.8922666667,9.81308333333
367.84,8.61325,24.2999166667,12.6643333333,13.6694166667,6.74408333333,7.77916666667,8.71258333333,21.0145166667,9.79658333333
368.20,8.732,24.4921666667,12.8074166666,13.7826666667,6.90133333333,7.89016666667,8.82775000001,21.12275,9.89116666667
368.56,8.70500000001,24.51075,12.8476666666,13.8116666667,6.93483333333,7.84858333334,8.83166666666,21.1653333333,9.86483333334
368.93,8.72091666666,24.5485,12.81075,13.8558333333,6.95991666667,7.77791666666,8.84066666667,21.1762833333,9.88924999999
369.29,8.83991666667,24.6959166667,12.9461666666,14.055,7.13375,7.88275,8.96833333332,21.24165,9.96216666667
369.65,8.99691666666,24.9134166667,13.1235833333,14.2965,7.30241666666,8.02366666666,9.15891666667,21.4387666667,10.1153333333
370.01,9.08375000001,25.0165,13.1733333333,14.3360833333,7.30841666666,8.08658333333,9.17083333333,21.53005,10.11425
370.38,9.10125,25.0708333333,13.2319166667,14.435,7.35925,8.09991666667,9.21033333332,21.6023,10.1440833333
370.74,9.07366666668,25.2131666667,13.2334166667,14.4951666667,7.31833333334,8.038,9.20291666667,21.6512833334,10.1113333333
371.10,9.16075,25.311,13.2801666667,14.6070833334,7.38758333333,8.07141666667,9.23858333332,21.70845,10.2439166667
371.46,9.22633333333,25.4269166667,13.348,14.76075,7.43633333333,8.11516666667,9.27566666666,21.7919,10.32275
371.83,9.22916666667,25.5083333333,13.3436666666,14.80625,7.45125,8.16733333333,9.29491666666,21.8524333333,10.3921666667
372.19,9.23366666667,25.5305,13.2986666666,14.80925,7.4445,8.17483333333,9.27716666667,21.83185,10.3503333333
372.55,9.25808333333,25.6023333333,13.388,14.8235,7.48783333333,8.19241666667,9.31783333334,21.82765,10.4656666666
372.92,9.20783333334,25.5933333333,13.423,14.81975,7.4475,8.1675,9.29858333334,21.7822666667,10.4553333333
373.28,9.13049999999,25.59325,13.3810833333,14.8384166666,7.41241666666,8.09766666667,9.31066666666,21.7696333333,10.4324166667
373.64,9.11941666667,25.6625,13.3324166667,14.8316666667,7.36258333333,8.10675,9.26591666668,21.7617,10.3653333333
374.00,9.07141666668,25.6155,13.3346666666,14.8078333334,7.31583333333,8.08066666667,9.25816666666,21.7870333333,10.3304166667
374.37,8.88291666666,25.5515,13.2795,14.6776666667,7.151,7.9515,9.16166666666,21.6484,10.15575
374.73,8.81625,25.5776666667,13.2265,14.5929166666,7.07683333333,7.90658333333,9.123,21.5809333333,10.07475
375.09,8.84291666667,25.68175,13.2659166666,14.61425,7.05433333333,7.92858333334,9.11200000001,21.6037,10.03225
375.45,8.78666666666,25.744,13.3386666667,14.6639166667,7.00808333333,7.89091666667,9.08408333332,21.6589166667,10.0096666667
375.81,8.68316666666,25.8175,13.2286666667,14.6685833333,6.89058333333,7.77116666666,8.99474999999,21.6692333334,9.83841666666
376.18,8.52991666666,25.7144166667,13.0304166667,14.5156666667,6.69558333333,7.59875,8.82258333334,21.5392166667,9.61741666666
376.54,8.5695,25.86825,13.1095833333,14.5670833334,6.73591666667,7.62391666667,8.87666666667,21.6550333333,9.6525
376.90,8.62950000001,25.9964166666,13.1805833333,14.6133333333,6.77108333333,7.64583333334,8.94108333333,21.7163166667,9.74325
377.26,8.70158333333,26.1335833333,13.2140833333,14.6861666667,6.8405,7.67775,8.99166666666,21.7512166667,9.77200000001
377.63,8.79225,26.1904166667,13.2115833333,14.7680833333,6.94041666667,7.75033333333,9.00191666668,21.7793166667,9.82791666667
377.99,8.83974999999,26.2446666667,13.2728333334,14.8446666667,7.02558333333,7.77358333333,9.06724999999,21.8959166666,9.84375000001
378.35,8.82183333334,26.2980833333,13.258,14.8991666667,7.01891666667,7.72116666667,9.03483333334,21.9520166667,9.82866666668
378.71,8.93291666666,26.3998333333,13.2950833333,14.8990833334,7.07533333333,7.79941666667,9.08683333334,22.0460333333,9.89575000001
379.07,9.00149999999,26.47675,13.3928333333,14.95125,7.16858333333,7.87891666666,9.16425,22.17825,9.95299999999
379.44,9.11458333334,26.6845833333,13.5179166667,15.0509166667,7.28025,7.9865,9.27383333334,22.3034,10.0556666667
379.80,9.14441666666,26.7738333333,13.5168333333,15.1184166667,7.313,7.97775,9.28233333333,22.3482666667,10.0673333333
380.16,9.05641666666,26.73075,13.4820833333,15.1125833333,7.26966666667,7.90183333334,9.22358333333,22.2784166667,10.0211666667
380.52,9.00400000001,26.7745833334,13.4863333334,15.1519166667,7.28691666667,7.89,9.20916666667,22.3024166667,9.99900000001
380.88,9.00024999999,26.8870833333,13.53125,15.2199166667,7.256,7.84516666667,9.22683333333,22.4037333333,9.98366666666
381.24,9.00708333333,26.9678333333,13.5874166667,15.2961666667,7.25941666667,7.84383333333,9.21016666667,22.4583833333,10.0054166667
381.61,9.03058333334,27.0718333333,13.6840833333,15.3543333333,7.36725,7.91841666667,9.32566666666,22.4918,10.0395833333
381.97,8.79558333333,26.964,13.4779166666,15.2778333333,7.24558333333,7.75366666667,9.18324999999,22.3104,9.88399999999
382.33,8.78941666666,27.0034166667,13.441,15.2665,7.223,7.71025,9.17458333332,22.2999333333,9.85291666668
382.69,8.69508333334,26.987,13.3725,15.26975,7.17041666667,7.60641666667,9.10383333332,22.2943833333,9.78775000001
383.05,8.67275,27.1166666666,13.4328333333,15.2985,7.19933333333,7.64225,9.10391666667,22.2777,9.77425000002
383.41,8.66983333334,27.1264166667,13.4199166667,15.3214166667,7.20075,7.58408333333,9.055,22.3314166667,9.71083333333
383.77,8.66724999999,27.1056666667,13.4073333333,15.306,7.15975,7.576,9.02683333332,22.3277333333,9.70166666666
384.14,8.62666666666,27.1050833333,13.3419166667,15.2799166666,7.08341666667,7.54391666667,9.03508333332,22.2995166667,9.67333333332
384.50,8.61566666666,27.1246666667,13.3443333333,15.29525,7.06516666667,7.58066666666,9.06299999999,22.2112833333,9.68016666668
384.86,8.59791666667,27.1555,13.2785,15.26275,6.96466666666,7.49458333334,9.00075,22.1689833333,9.64783333334
385.22,8.56325,27.2475833334,13.311,15.2440833333,6.90841666666,7.41591666666,8.96583333332,22.2016,9.58325000001
385.58,8.4905,27.1981666667,13.2725,15.2311666667,6.83566666667,7.35641666667,8.90641666667,22.1118333333,9.53516666666
385.94,8.59091666667,27.3,13.3693333333,15.3445833334,6.90241666667,7.4275,9.00216666666,22.1856,9.62266666666
386.30,8.56191666666,27.2669166667,13.34425,15.3403333333,6.85083333334,7.36383333333,9.00591666666,22.2135833333,9.63633333333
386.66,8.5795,27.3774166666,13.36475,15.3874166666,6.90066666667,7.4165,9.07866666667,22.2561,9.66833333333
387.03,8.67841666668,27.5748333333,13.454,15.5166666667,6.98975,7.47966666667,9.16550000001,22.3509833334,9.727
387.39,8.73475000001,27.725,13.5740833333,15.61575,7.09516666667,7.527,9.21158333332,22.4442333333,9.80149999999
387.75,8.73283333334,27.7980833333,13.579,15.62275,7.09308333333,7.49941666666,9.17816666666,22.5156333333,9.77133333333
388.11,8.83216666668,27.95825,13.72525,15.7888333333,7.20575,7.60625,9.27300000001,22.6662,9.90325000001
388.47,8.96475000001,28.0670833333,13.817,15.85675,7.33116666667,7.711,9.36625,22.7752333333,10.00025
388.83,9.03199999999,28.2720833334,13.9075833333,15.95925,7.4025,7.75075,9.42674999999,22.9000333333,10.0325833333
389.19,8.99941666666,28.38,13.9233333333,15.97,7.4205,7.75791666667,9.44625000001,22.9569333333,10.01825
389.55,8.98966666666,28.4141666667,13.9165,16.01425,7.40408333333,7.75266666667,9.41508333334,22.9318333333,9.99033333335
389.91,8.93725,28.4850833333,13.9355,15.9764166666,7.35291666667,7.72483333333,9.38475000001,22.9442833333,9.95525000001
390.27,8.82541666668,28.4309166666,13.8484166667,15.8536666666,7.24883333333,7.55741666666,9.25991666667,22.8369333333,9.85575
390.63,8.76616666668,28.4004166667,13.75425,15.7805,7.15533333333,7.48566666667,9.18033333333,22.7527166666,9.76208333335
391.00,8.68950000001,28.42225,13.7375833333,15.7939166667,7.09491666667,7.43775,9.16883333334,22.7165166667,9.70899999998
391.36,8.67666666666,28.4706666667,13.7338333333,15.7963333334,7.06683333333,7.42125,9.16216666668,22.74465,9.641
391.72,8.6605,28.5739166667,13.7745,15.8716666667,7.071,7.41483333334,9.20875,22.7331833333,9.61574999998
392.08,8.67691666667,28.6055,13.7691666667,15.9091666667,7.0885,7.4485,9.24591666666,22.7329833333,9.65025000001
392.44,8.63574999999,28.6119166667,13.74575,15.9446666667,7.06108333333,7.41766666667,9.20591666667,22.7505,9.6205
392.80,8.65325000001,28.7305,13.8030833333,15.95375,7.09,7.44041666667,9.21908333332,22.7778333333,9.63050000001
393.16,8.74683333334,28.86075,13.8725833333,16.0953333333,7.17308333334,7.5315,9.31291666667,22.8662166667,9.71241666667
393.52,8.77916666667,29.0143333334,13.9855,16.2454166667,7.22325,7.652,9.38933333333,22.992,9.77933333333
393.88,8.85558333333,29.14675,14.1075,16.3949166666,7.277,7.70808333333,9.46133333334,23.1161333333,9.83958333331
394.24,8.91666666667,29.2653333333,14.1680833333,16.4835833333,7.3985,7.76408333333,9.506,23.22435,9.92708333333
394.60,8.98291666668,29.3184166667,14.2296666667,16.5598333333,7.457,7.8155,9.56399999999,23.2609333333,9.98683333331
394.96,9.07249999999,29.4153333333,14.3164166666,16.6565833333,7.51141666667,7.912,9.61391666666,23.3489333333,10.0975833333
395.32,9.13816666667,29.56175,14.4213333333,16.73575,7.52175,7.98608333333,9.67283333334,23.4999166667,10.1484166667
395.68,9.20474999999,29.6821666667,14.4864166667,16.8013333333,7.55758333333,8.00258333333,9.69424999999,23.4842166667,10.1596666667
396.04,9.27675000001,29.759,14.5414166667,16.8685,7.60208333333,8.04116666667,9.73816666667,23.5714166667,10.1788333333
396.40,9.29083333333,29.8106666667,14.5494166667,16.8906666666,7.60741666667,8.051,9.73191666666,23.5792333333,10.14675
396.76,9.38191666666,29.8711666667,14.5715833334,16.9358333334,7.59358333333,8.08775,9.80208333333,23.6076166667,10.17725
397.12,9.40358333333,29.9381666667,14.5663333333,16.9469166667,7.636,8.11791666666,9.82183333333,23.61165,10.1914166667
397.48,9.40791666667,30.0340833333,14.55475,16.9793333333,7.58816666666,8.085,9.81708333334,23.64815,10.1676666667
397.84,9.31008333334,30.1419166666,14.47775,16.9558333334,7.54491666667,7.99533333333,9.74133333333,23.6319833333,10.1275
398.20,9.27833333332,30.161,14.4466666667,16.9751666667,7.4865,7.95241666667,9.71766666667,23.6308666667,10.1053333333
398.56,9.19824999999,30.1365,14.3711666667,16.9553333333,7.46533333333,7.84541666666,9.67425000001,23.54235,10.0130833333
398.92,9.19133333332,30.1844166667,14.36325,16.963,7.48958333334,7.87616666667,9.73375,23.5799666667,10.0199166667
399.28,9.20283333334,30.2829166666,14.3699166667,17.0364166667,7.52458333334,7.92308333333,9.78066666668,23.64745,10.07775
399.64,9.20266666666,30.3421666667,14.3885833333,17.06075,7.51633333333,7.88016666667,9.75716666666,23.6626666667,10.0929166667
400.00,9.14116666667,30.36625,14.3825833333,17.0549166667,7.53708333333,7.83175,9.72708333333,23.6668666667,10.0774166667
400.36,9.09124999999,30.45375,14.394,17.0673333333,7.51191666667,7.81341666667,9.72566666666,23.7170166667,10.0591666667
400.72,9.01066666666,30.4099166667,14.3124166666,16.9950833333,7.40166666666,7.74216666666,9.64425000001,23.6478666667,9.95500000001
401.08,9.06408333334,30.41175,14.3480833334,17.0560833333,7.43075,7.78766666667,9.68441666666,23.7051166667,9.96541666668
401.44,9.0775,30.5371666667,14.3841666667,17.1083333333,7.4625,7.81108333333,9.71666666667,23.7823333333,9.94658333333
401.80,9.15249999999,30.6156666667,14.4761666667,17.2003333333,7.50875,7.86933333333,9.77741666668,23.8694833334,10.0285
402.16,9.22216666667,30.6645833333,14.57625,17.2548333333,7.55591666667,7.9165,9.82599999999,23.9757333334,10.11275
402.52,9.23024999999,30.713,14.5874166667,17.2654166667,7.56366666667,7.90325,9.82233333334,24.0003333333,10.1133333333
402.88,9.22433333332,30.734,14.6269166667,17.2939166666,7.57441666667,7.94066666666,9.86583333333,24.0253333333,10.1225833333
403.24,9.31091666666,30.8643333333,14.7245,17.4270833333,7.66591666667,8.02091666667,9.97349999999,24.1451166667,10.2135
403.60,9.33783333334,30.8981666667,14.7736666667,17.4988333333,7.67508333333,8.04283333333,9.99191666667,24.1906333333,10.2529166667
403.95,9.3815,30.9626666667,14.8208333333,17.5521666666,7.72458333333,8.05808333333,10.03075,24.2463166666,10.3085833333
404.31,9.34558333332,31.01075,14.831,17.5343333333,7.68333333333,8.00783333333,9.99508333332,24.2294166667,10.2715833333
404.67,9.31716666667,31.0104166667,14.7873333334,17.5149166667,7.65291666666,7.9565,9.96325000001,24.1828833333,10.26225
405.03,9.25400000001,31.09,14.76325,17.52625,7.59175,7.94483333333,9.92883333332,24.1887833333,10.23
405.39,9.21550000001,31.1528333333,14.7465833333,17.5481666667,7.54325,7.91983333333,9.896,24.2001833333,10.18075
405.75,9.20416666668,31.25,14.7909166667,17.6211666667,7.522,7.92591666667,9.90933333332,24.2302333333,10.1860833333
406.11,9.20541666666,31.3136666667,14.7875,17.656,7.51341666666,7.891,9.89483333334,24.2867,10.17475
406.47,9.19033333334,31.3956666667,14.7696666667,17.68225,7.508,7.88291666666,9.88108333333,24.3061333333,10.1763333333
406.83,9.23933333334,31.5233333333,14.8276666666,17.7403333334,7.56858333333,7.898,9.9365,24.3547666667,10.181
407.19,9.25508333333,31.63975,14.88725,17.798,7.59991666666,7.94633333333,9.98750000001,24.4395,10.1791666667
407.55,9.30399999999,31.7005,14.9556666666,17.877,7.6515,8.021,10.0581666667,24.4756666667,10.2281666667
407.90,9.35441666666,31.8,15.0554166667,17.967,7.68833333334,8.05758333333,10.0874166667,24.5668333334,10.23475
408.26,9.39066666666,31.8600833333,15.1135,18.0043333333,7.75383333333,8.10091666667,10.1128333333,24.5743666667,10.2810833333
408.62,9.42491666666,31.9406666667,15.1295833333,18.0499166667,7.79891666666,8.1455,10.149,24.6108666667,10.3259166667
408.98,9.43875,31.9076666667,15.121,18.0400833334,7.78991666667,8.14225,10.1795,24.5878833333,10.3571666667
409.34,9.44858333334,31.9453333333,15.1458333333,18.0741666667,7.79125,8.14941666666,10.2033333333,24.5825666666,10.36775
409.70,9.39708333332,31.9251666667,15.1209166667,18.07475,7.73891666667,8.08175,10.1460833333,24.5755833333,10.27525
410.06,9.35808333333,31.8790833333,15.0585833333,18.0578333334,7.66708333333,8.0345,10.0796666667,24.5426,10.2316666667
410.42,9.43766666667,31.9555,15.0951666667,18.1240833334,7.69508333333,8.08633333333,10.1330833333,24.5387,10.2790833333
410.77,9.4585,32.0460833333,15.1136666666,18.1794166667,7.7045,8.12091666667,10.1540833333,24.6081666666,10.3045833333
411.13,9.44058333334,32.0543333334,15.0916666667,18.1588333333,7.70325,8.11675,10.1640833333,24.59125,10.28625
411.49,9.47608333333,32.1118333333,15.1049166667,18.1864166667,7.72808333334,8.10391666667,10.1588333333,24.64635,10.27825
411.85,9.46491666667,32.1549166667,15.1073333333,18.2099166667,7.69383333333,8.03591666667,10.10875,24.6155,10.2471666667
412.21,9.49125000001,32.2140833334,15.1299166667,18.2643333333,7.71925,8.01975,10.08425,24.6859333334,10.1935833333
412.57,9.468,32.2394166667,15.1369166667,18.2885,7.73483333333,8.01591666666,10.0536666667,24.6833833333,10.1634166667
412.92,9.57558333332,32.3655833334,15.23575,18.3636666667,7.80083333333,8.09366666667,10.1268333333,24.7598166667,10.2488333333
413.28,9.60016666666,32.4788333333,15.30625,18.4215,7.85691666666,8.1445,10.186,24.8061333333,10.289
413.64,9.55991666668,32.5051666666,15.3399166667,18.4316666666,7.84558333333,8.09291666666,10.1605833333,24.8418166667,10.2635
414.00,9.593,32.5606666667,15.37625,18.4850833333,7.88966666667,8.06833333333,10.1878333333,24.8582,10.2846666667
414.36,9.60774999999,32.5683333333,15.3959166667,18.5421666667,7.89833333333,8.07991666666,10.2206666667,24.899,10.3485
414.72,9.61666666668,32.6285,15.4065,18.6165,7.90425,8.12016666666,10.2665,24.9702166667,10.3688333333
415.07,9.62324999999,32.698,15.44325,18.6900833333,7.93091666667,8.16583333333,10.30675,25.0582166667,10.3989166667
415.43,9.60475000001,32.7745,15.4614166666,18.708,7.9505,8.20283333334,10.3339166667,25.0556666667,10.41625
415.79,9.65008333333,32.9035,15.5070833333,18.782,7.97341666666,8.25216666667,10.41075,25.1356333334,10.5066666667
416.15,9.61083333334,32.8905833333,15.505,18.783,7.94458333334,8.24916666666,10.41025,25.1054333333,10.4924166667
416.51,9.64208333333,32.9306666666,15.5039166666,18.8214166667,7.96125,8.25808333333,10.4253333333,25.1380833333,10.5283333333
416.86,9.67266666666,32.92875,15.5085833333,18.856,8.01466666667,8.30616666667,10.4553333333,25.1169833333,10.5744166667
417.22,9.68891666666,32.9724166667,15.53725,18.8668333333,8.00658333333,8.32266666667,10.4555833333,25.124,10.6069166667
417.58,9.70583333332,33.0816666667,15.5721666667,18.9026666667,8.02433333333,8.33608333333,10.472,25.1481166667,10.6071666667
417.94,9.66541666666,33.0765,15.56725,18.8691666666,7.999,8.288,10.43225,25.11285,10.5769166667
418.29,9.659,33.0725833333,15.5589166666,18.8558333333,7.98983333333,8.28675,10.4289166667,25.0816333333,10.56475
418.65,9.65933333334,33.0690833333,15.5390833333,18.8429166667,7.96125,8.26558333333,10.4159166667,25.0520333333,10.58
419.01,9.63108333332,33.0839166666,15.5008333334,18.8139166667,7.92675,8.22775,10.4018333333,25.0215166667,10.533
419.37,9.60391666667,33.0858333333,15.4504166667,18.7704166667,7.89316666667,8.17391666667,10.35325,25.0019833333,10.4965833333
419.73,9.58833333334,33.10775,15.4654166667,18.7829166666,7.89133333333,8.17391666667,10.3579166667,25.0084666667,10.48175
420.08,9.57216666666,33.15325,15.4739166667,18.78425,7.85308333334,8.15666666667,10.34725,25.0416333333,10.4654166667
420.44,9.52583333333,33.1073333333,15.431,18.7430833333,7.82883333333,8.13,10.318,24.9892333333,10.4151666667
420.80,9.52908333334,33.1173333333,15.4478333333,18.7684166667,7.84258333333,8.13041666667,10.3255,25.03005,10.4214166667
421.16,9.55025,33.1821666667,15.4670833334,18.8068333333,7.8395,8.13816666667,10.3471666667,25.04105,10.4380833333
421.51,9.53866666668,33.21,15.48125,18.8205833334,7.83275,8.13375,10.3391666667,25.0467833333,10.435
421.87,9.54733333333,33.2773333333,15.5094166667,18.8625,7.84475,8.13858333333,10.357,25.0936,10.4446666667
422.23,9.55225000001,33.2854166667,15.53625,18.8803333333,7.8545,8.143,10.35775,25.114,10.4496666666
422.58,9.59199999999,33.3588333333,15.592,18.9571666667,7.89066666667,8.18208333333,10.4074166667,25.1609666667,10.4821666667
422.94,9.62416666666,33.4440833333,15.6345,18.9964166666,7.90408333333,8.20266666666,10.4280833333,25.2232166667,10.5255
423.30,9.62775000001,33.46025,15.6368333333,19.033,7.91741666667,8.20766666667,10.4274166667,25.2274333333,10.5363333333
423.66,9.67408333333,33.5788333333,15.6993333333,19.12025,7.94516666667,8.21941666666,10.4661666667,25.3253833333,10.5770833333
424.01,9.68325000001,33.6320833333,15.72175,19.1571666667,7.94925,8.23558333334,10.4673333333,25.32235,10.5825
424.37,9.71683333334,33.7003333333,15.7680833333,19.2144166667,7.99966666667,8.27041666667,10.52,25.39685,10.6103333333
424.73,9.75825,33.769,15.7884166667,19.256,8.02158333333,8.28091666667,10.5570833333,25.4337166667,10.62725
425.08,9.77508333333,33.783,15.8156666667,19.2988333334,8.04191666667,8.29775,10.5815833333,25.4696833333,10.6315
425.44,9.81558333333,33.8356666666,15.85275,19.35825,8.06566666667,8.31858333333,10.61275,25.4993,10.657
425.80,9.8115,33.8873333333,15.856,19.3890833334,8.07658333333,8.31941666666,10.6029166667,25.5333666667,10.6661666667
426.16,9.79199999999,33.886,15.8306666666,19.3831666667,8.06016666667,8.27883333333,10.58775,25.5080666667,10.62675
426.51,9.80025,33.9111666667,15.8443333333,19.3854166667,8.05841666667,8.28316666667,10.6065833333,25.5073333334,10.6246666667
426.87,9.76408333333,33.9130833333,15.8293333333,19.3928333333,8.05275,8.28391666667,10.5929166667,25.5009166666,10.58875
427.23,9.76925,33.9539166667,15.83625,19.4226666667,8.05725,8.27075,10.614,25.52565,10.5864166667
427.58,9.72733333332,33.9031666667,15.8134166667,19.3866666667,8.00541666667,8.24166666667,10.57725,25.4515,10.5460833333
427.94,9.74633333334,33.9148333333,15.85675,19.427,8.05083333333,8.26308333333,10.6276666667,25.4751666667,10.5730833333
428.30,9.78591666666,34.039,15.9118333333,19.4909166667,8.06066666667,8.28316666667,10.66775,25.529,10.606
428.65,9.8225,34.1344166666,15.9485,19.5386666667,8.08525,8.30333333333,10.6779166667,25.5962833334,10.6303333333
429.01,9.83900000001,34.13875,15.9734166667,19.5565833333,8.09691666667,8.32608333333,10.73775,25.5844666667,10.6501666667
429.37,9.87341666668,34.1761666667,16.02575,19.6388333333,8.1245,8.37433333334,10.7785833333,25.6173666667,10.66725
429.72,9.90416666667,34.3089166666,16.0973333333,19.7224166667,8.182,8.408,10.84225,25.7116,10.7005
430.08,9.89116666666,34.3345833333,16.0869166667,19.7158333333,8.13908333333,8.38075,10.8345833333,25.7074,10.705
430.44,9.91591666666,34.40725,16.12875,19.76275,8.16975,8.4115,10.8709166667,25.7542333334,10.71275
430.79,9.94366666668,34.5046666666,16.1543333333,19.8456666667,8.19683333334,8.415,10.8945,25.7940666667,10.7550833333
431.15,9.93875000001,34.6470833333,16.1788333333,19.8901666667,8.18875,8.40308333333,10.88625,25.8530833333,10.769
431.50,9.92716666666,34.6475,16.1571666667,19.8815,8.19566666667,8.40316666667,10.8679166667,25.8111,10.7361666667
431.86,9.89575,34.6755,16.1660833333,19.89275,8.19383333333,8.4125,10.8728333333,25.7983833333,10.72175
432.22,9.91166666666,34.73025,16.19125,19.9273333333,8.2015,8.42358333333,10.8981666667,25.8163833334,10.7285833333
432.57,9.917,34.80525,16.1900833333,19.93625,8.21875,8.434,10.9156666667,25.8206166667,10.7423333333
432.93,9.93833333332,34.836,16.1879166667,19.97375,8.22025,8.44908333334,10.923,25.85005,10.75925
433.29,9.94691666666,34.8544166667,16.19425,19.991,8.23058333333,8.44525,10.95225,25.8543333333,10.7430833333
433.64,9.95599999999,34.8745,16.18625,20.0005833333,8.23441666667,8.44416666667,10.9615833333,25.86405,10.7725
434.00,9.99016666666,34.9015,16.222,20.0231666666,8.26433333333,8.48333333333,10.9904166667,25.9097666667,10.7950833333
434.35,9.97741666668,34.896,16.2104166667,20.0158333334,8.23266666667,8.47233333333,10.9833333333,25.8999166667,10.75825
434.71,9.9595,34.9106666667,16.2295833333,20.0348333334,8.23691666667,8.47025,10.9856666667,25.9158833333,10.7509166667
435.07,9.96575000001,34.954,16.2415,20.065,8.25483333333,8.47333333333,11.0044166667,25.94425,10.7539166667
435.42,9.94875,34.9690833333,16.23125,20.0800833334,8.25566666667,8.46608333333,10.9808333333,25.9473666666,10.7348333333
435.78,9.97558333333,35.0215833333,16.2943333333,20.1568333333,8.29366666667,8.49208333333,11.01675,26.00545,10.7850833334
436.13,9.99450000001,35.0781666666,16.3403333333,20.197,8.29725,8.48308333333,11.0188333333,26.0256333333,10.77125
436.49,10.06325,35.19575,16.4066666667,20.2769166666,8.37008333333,8.54325,11.0798333333,26.09785,10.8535833333
436.84,10.0539166667,35.2708333333,16.4166666667,20.309,8.35558333333,8.54633333333,11.0835,26.13695,10.8395833333
437.20,10.0524166667,35.3358333334,16.39125,20.3236666667,8.35408333333,8.52333333333,11.08225,26.1457333334,10.8243333334
437.56,10.0778333333,35.3729166667,16.4101666667,20.3783333333,8.39491666667,8.55241666666,11.1035833333,26.1520833333,10.8641666667
437.91,10.0858333333,35.4541666666,16.4271666666,20.4021666667,8.377,8.54416666667,11.1191666667,26.1847333333,10.8685833333
438.27,10.0990833333,35.5148333333,16.447,20.4320833333,8.36808333334,8.53625,11.12825,26.2070166667,10.9011666667
438.62,10.1578333333,35.6486666667,16.531,20.4926666666,8.39625,8.59216666667,11.1895833333,26.29965,10.9586666667
