wavelength,Back_HemPium,Belly_HemPium,Breast_HemPium,Crissum_HemPium,Crown_HemPium,DorTail_HemPium,Patch10_HemPium,Rump_HemPium,Throat_HemPium,WingTip_HemPium
554.43,12.2603333333,20.8388888889,13.1631111111,16.7356666667,12.1685555556,9.5638888889,33.5132222222,16.4979444444,5.25311111111,10.8707777778
554.77,12.2584444444,20.8921111111,13.1963333333,16.7724444445,12.1564444444,9.53466666668,33.5193333333,16.5226666667,5.25633333334,10.8868888889
555.11,12.2006666667,20.9156666667,13.2082222222,16.7577777778,12.1575555556,9.496,33.5228888889,16.4973333333,5.22122222222,10.8635555555
555.45,12.1494444444,20.9082222222,13.2197777778,16.7422222222,12.0935555555,9.46733333333,33.4841111111,16.4486666667,5.16933333333,10.801
555.80,12.1184444444,20.9523333333,13.2472222222,16.79,12.0877777778,9.43733333333,33.5246666667,16.4337222222,5.13944444444,10.8132222222
556.14,12.0946666667,21.011,13.2622222222,16.7706666667,12.0804444445,9.43777777778,33.5117777778,16.4196666667,5.14766666667,10.8031111111
556.48,12.0442222222,21.0065555556,13.2331111111,16.7643333333,12.0368888889,9.39966666668,33.4537777778,16.3853888889,5.12344444444,10.766
556.82,12.0723333333,21.0842222222,13.3214444444,16.8311111111,12.0622222222,9.45222222223,33.5113333333,16.4352222222,5.16277777778,10.768
557.16,12.0275555556,21.1213333333,13.3286666667,16.8841111111,12.0435555555,9.43233333334,33.4723333333,16.41,5.15433333333,10.7732222222
557.50,11.9876666667,21.1285555556,13.3348888889,16.8692222222,12.0174444444,9.42066666668,33.4207777778,16.3872222222,5.15544444444,10.7298888889
557.85,11.9733333333,21.1826666667,13.3666666667,16.9254444444,12.01,9.40044444443,33.396,16.34,5.12077777778,10.7272222222
558.19,11.9695555556,21.27,13.4563333333,16.9872222222,12.0593333333,9.42366666668,33.4416666666,16.344,5.16277777778,10.7494444445
558.53,11.9128888889,21.2466666667,13.46,16.9866666667,11.9935555556,9.42122222221,33.3411111111,16.291,5.15344444445,10.696
558.87,11.9377777778,21.2853333333,13.4923333333,17.0387777778,11.9727777778,9.43544444443,33.323,16.3217777778,5.16155555555,10.6815555556
559.21,12.0331111111,21.4267777778,13.6268888889,17.157,12.0213333333,9.49688888889,33.3897777778,16.4023333333,5.21344444444,10.7372222222
559.55,12.044,21.4671111111,13.6687777778,17.1961111111,12.0133333333,9.49288888888,33.3683333333,16.4328333333,5.19055555556,10.6994444444
559.89,12.0288888889,21.4544444444,13.7145555556,17.2704444444,12.0031111111,9.48966666668,33.3446666667,16.4043333333,5.16833333333,10.7017777778
560.23,12.0772222222,21.5476666667,13.8065555556,17.3576666667,12.0391111111,9.53477777778,33.3911111111,16.4721111111,5.21655555555,10.7676666666
560.58,12.0548888889,21.5834444444,13.8187777778,17.3841111111,11.9905555555,9.49622222221,33.3571111111,16.4453333333,5.16777777778,10.7865555555
560.92,12.0955555555,21.6424444444,13.8942222222,17.4662222222,12.0192222222,9.52344444443,33.3806666667,16.464,5.20277777778,10.8067777778
561.26,12.1215555555,21.723,13.971,17.5526666667,12.0585555556,9.57544444444,33.4667777778,16.5155,5.20788888889,10.832
561.60,12.0504444444,21.7694444444,13.9803333333,17.5298888889,12.0155555555,9.53011111112,33.4124444444,16.473,5.15444444445,10.777
561.94,12.0501111111,21.8171111111,13.9873333333,17.5298888889,11.98,9.50677777777,33.3815555556,16.4841666667,5.11866666667,10.7637777778
562.28,12.1401111111,21.9568888889,14.0872222222,17.6677777778,12.0795555556,9.58477777778,33.514,16.5518888889,5.15288888889,10.8221111111
562.62,12.1454444444,22.0098888889,14.1958888889,17.7205555555,12.1226666667,9.62933333333,33.5391111111,16.5683888889,5.17255555556,10.839
562.96,12.0995555555,22.0283333333,14.2001111111,17.7434444445,12.0907777778,9.58600000001,33.5343333333,16.5633888889,5.14744444444,10.85
563.30,12.152,22.1412222222,14.3002222222,17.8088888889,12.1261111111,9.63811111111,33.5348888889,16.5696111111,5.17611111111,10.9037777778
563.64,12.1861111111,22.2183333333,14.3678888889,17.8822222222,12.1455555555,9.67999999999,33.5571111111,16.6171666667,5.21177777778,10.9462222222
563.99,12.2163333333,22.3001111111,14.4894444444,17.9372222222,12.1527777778,9.71955555556,33.5938888889,16.6294444444,5.22422222222,10.9723333333
564.33,12.2107777778,22.3652222222,14.5494444444,17.9526666667,12.1806666667,9.73955555554,33.5663333333,16.641,5.259,11.0023333333
564.67,12.213,22.4285555555,14.6264444445,17.9911111111,12.1926666667,9.75422222223,33.6331111111,16.6709444445,5.281,11.0358888889
565.01,12.2483333333,22.5098888889,14.6818888889,18.0823333334,12.2043333333,9.80922222222,33.6322222222,16.7335555556,5.33266666667,11.1036666667
565.35,12.2815555556,22.5637777778,14.7537777778,18.1361111111,12.2287777778,9.86344444443,33.6604444444,16.7789444444,5.35355555555,11.1218888889
565.69,12.3014444444,22.6286666667,14.828,18.2182222222,12.2581111111,9.89388888888,33.7208888889,16.8167777778,5.37411111111,11.1731111111
566.03,12.2941111111,22.6316666667,14.8441111111,18.2451111111,12.2377777778,9.88133333332,33.6966666667,16.8126666667,5.39277777778,11.1933333333
566.37,12.3316666667,22.7254444444,14.8666666667,18.2984444445,12.2571111111,9.89366666668,33.7013333333,16.8318333333,5.42277777778,11.2352222222
566.71,12.393,22.7838888889,14.9592222222,18.3393333333,12.3101111111,9.95033333333,33.712,16.8672777778,5.487,11.2807777778
567.05,12.4126666667,22.8258888889,14.9904444444,18.4113333333,12.3148888889,9.97077777779,33.7331111111,16.8968888889,5.531,11.3278888889
567.39,12.4051111111,22.8186666667,15.0016666667,18.4016666667,12.3217777778,9.968,33.7126666667,16.9008333333,5.50866666667,11.3124444444
567.73,12.4163333333,22.8368888889,14.9938888889,18.431,12.3277777778,9.96011111112,33.6858888889,16.8991666667,5.52366666666,11.3436666667
568.07,12.411,22.8598888889,15.0158888889,18.45,12.2961111111,9.949,33.6598888889,16.8845,5.49277777778,11.3317777778
568.41,12.4894444444,22.9913333333,15.1226666667,18.5404444444,12.37,10.0492222222,33.6938888889,16.9526111111,5.56455555555,11.4224444444
568.75,12.4922222222,22.9875555555,15.1376666667,18.555,12.3576666667,10.0195555556,33.6972222222,16.9011111111,5.532,11.3868888889
569.09,12.558,23.0635555555,15.2116666667,18.6284444444,12.3648888889,10.0257777778,33.716,16.9283333333,5.57555555556,11.431
569.43,12.5997777778,23.1395555555,15.294,18.697,12.3671111111,10.0652222222,33.7478888889,16.9453333333,5.60922222222,11.4594444444
569.77,12.5621111111,23.1653333333,15.3482222222,18.6784444444,12.3206666667,10.0758888889,33.6716666667,16.9245555556,5.58944444444,11.4563333333
570.11,12.5658888889,23.2172222222,15.4094444445,18.7282222222,12.3016666667,10.0472222222,33.7531111111,16.9292222222,5.56633333333,11.4447777778
570.45,12.5391111111,23.2692222222,15.4107777778,18.7903333333,12.2852222222,10.0612222222,33.7298888889,16.9218888889,5.54177777778,11.4557777778
570.79,12.5297777778,23.3285555555,15.4873333333,18.8111111111,12.3343333333,10.0461111111,33.7731111111,16.9047777778,5.52744444445,11.4683333333
571.13,12.5293333333,23.4181111111,15.5328888889,18.8971111111,12.338,10.0378888889,33.8225555556,16.9442222222,5.53555555555,11.4912222222
571.47,12.5507777778,23.52,15.5952222222,18.9715555556,12.3498888889,10.0737777778,33.8845555556,16.9634444445,5.52822222222,11.4712222222
571.81,12.6413333333,23.632,15.7104444445,19.0958888889,12.4592222222,10.1483333333,33.9962222222,17.0507777778,5.634,11.5477777778
572.15,12.5811111111,23.6185555556,15.665,19.0783333333,12.4026666666,10.073,33.9185555555,17.0168888889,5.55711111111,11.4757777778
572.49,12.5697777778,23.6968888889,15.7071111111,19.1,12.414,10.0851111111,33.921,17.0177222222,5.54588888889,11.4666666667
572.83,12.5282222222,23.6754444444,15.698,19.1001111111,12.4096666666,10.0457777778,33.9005555556,16.9913888889,5.51122222222,11.4325555555
573.17,12.4801111111,23.6741111111,15.6784444444,19.0956666667,12.3594444444,9.969,33.8827777778,16.9595,5.45033333333,11.3596666667
573.51,12.5166666667,23.7874444445,15.7278888889,19.1678888889,12.4144444444,9.96266666668,33.96,16.9725,5.47822222222,11.377
573.85,12.5075555556,23.8248888889,15.7874444445,19.2117777778,12.4458888889,9.99555555556,33.907,16.9724444444,5.48344444444,11.4213333333
574.19,12.5367777778,23.8536666667,15.8612222222,19.248,12.4818888889,10.0084444445,33.9805555556,17.0003888889,5.47533333333,11.4162222222
574.53,12.5372222222,23.8831111111,15.876,19.2753333333,12.4918888889,10.048,33.9593333334,17.0092777778,5.49755555556,11.4027777778
574.87,12.5431111111,23.917,15.9273333333,19.2902222222,12.4565555556,10.0337777778,33.9326666667,16.9591666667,5.50088888889,11.3947777778
575.21,12.4888888889,23.881,15.9606666667,19.3196666667,12.4478888889,10.0174444445,33.878,16.9665555556,5.53088888889,11.3876666666
575.55,12.4341111111,23.8726666666,15.9482222222,19.3481111111,12.3596666667,9.95088888888,33.8263333333,16.9408333334,5.47022222222,11.3095555556
575.89,12.4441111111,23.9105555556,15.9854444444,19.3751111111,12.3493333333,9.95499999999,33.8496666667,16.9118333333,5.49411111111,11.3101111111
576.22,12.4346666667,23.9287777778,16.0248888889,19.4372222222,12.326,9.91144444443,33.8422222222,16.8959444444,5.51288888889,11.3377777778
576.56,12.407,23.9442222222,16.058,19.4411111111,12.2877777778,9.90288888889,33.8032222222,16.8428888889,5.47211111111,11.3346666667
576.90,12.4441111111,23.9748888889,16.1111111111,19.5178888889,12.3144444445,9.94333333335,33.7942222222,16.8656111111,5.50322222222,11.3765555556
577.24,12.4721111111,23.9997777778,16.188,19.5988888889,12.3536666667,9.99055555555,33.839,16.9085555556,5.51444444445,11.4248888889
577.58,12.4801111111,24.0693333333,16.2303333333,19.6482222222,12.3538888889,10.0118888889,33.8548888889,16.9353333333,5.55011111111,11.419
577.92,12.4766666667,24.157,16.2916666667,19.7353333333,12.361,10.0407777778,33.8542222222,16.9622777778,5.59155555556,11.4442222222
578.26,12.4962222222,24.2124444445,16.3387777778,19.781,12.322,9.99688888888,33.8868888889,16.9705,5.56522222222,11.4598888889
578.60,12.5141111111,24.2925555556,16.4157777778,19.8747777778,12.377,10.0733333333,33.9251111111,17.0159444444,5.59655555556,11.479
578.94,12.589,24.3958888889,16.4716666666,19.9435555556,12.4674444444,10.114,33.965,17.0447777778,5.61822222222,11.5478888889
579.28,12.6096666667,24.4558888889,16.5125555555,19.9617777778,12.4901111111,10.1451111111,33.982,17.0266111111,5.62977777778,11.5792222222
579.61,12.5956666667,24.451,16.56,20.0142222222,12.4877777778,10.1352222222,34.0024444444,17.0383888889,5.60588888889,11.5653333333
579.95,12.641,24.5511111111,16.5873333333,20.0784444445,12.5502222222,10.2038888889,34.0731111111,17.0995,5.64433333334,11.5685555555
580.29,12.7,24.6647777778,16.7338888889,20.223,12.6361111111,10.3287777778,34.2013333333,17.2480555556,5.74988888889,11.6615555556
580.63,12.6803333333,24.7215555555,16.7627777778,20.2891111111,12.6762222222,10.3491111111,34.2445555556,17.2576111111,5.76411111111,11.6953333333
580.97,12.5816666667,24.687,16.7167777778,20.2087777778,12.5597777778,10.2447777778,34.1496666666,17.1693333333,5.67922222222,11.5914444444
581.31,12.6003333333,24.7071111111,16.7477777778,20.2642222222,12.5798888889,10.2314444444,34.188,17.1442777778,5.68533333333,11.5917777778
581.65,12.5426666667,24.6694444445,16.7152222222,20.2418888889,12.5411111111,10.1766666667,34.1198888889,17.0763888889,5.64855555555,11.5451111111
581.98,12.5022222222,24.6936666666,16.767,20.2963333333,12.5355555555,10.2011111111,34.1687777778,17.1372777778,5.69,11.561
582.32,12.5055555556,24.6915555556,16.7926666667,20.2768888889,12.5301111111,10.1654444444,34.15,17.0926666667,5.67433333333,11.546
582.66,12.4635555555,24.6965555556,16.7818888889,20.2647777778,12.4335555555,10.0894444445,34.1308888889,17.0565,5.60988888889,11.4778888889
583.00,12.448,24.7066666666,16.7936666666,20.2724444444,12.4353333333,10.0795555556,34.1353333333,17.0723333333,5.59077777778,11.4713333333
583.34,12.4258888889,24.7478888889,16.8297777778,20.2658888889,12.4438888889,10.0603333333,34.119,17.0793888889,5.59044444445,11.4557777778
583.68,12.3891111111,24.7498888889,16.9034444444,20.2616666666,12.4257777778,10.0275555556,34.0756666667,17.0794444444,5.57233333333,11.4642222222
584.01,12.3952222222,24.8008888889,16.9215555556,20.2954444445,12.4601111111,10.0375555556,34.0736666667,17.0473888889,5.57922222222,11.4594444444
584.35,12.3881111111,24.8024444444,16.9753333333,20.267,12.4442222222,10.0351111111,34.0597777778,17.0620555555,5.60888888889,11.3902222222
584.69,12.4253333333,24.8972222222,17.0646666666,20.3652222222,12.4924444445,10.0751111111,34.1376666667,17.1182222222,5.63566666667,11.3998888889
585.03,12.4651111111,24.9025555556,17.0624444444,20.395,12.4767777778,10.1146666666,34.1408888889,17.1490555556,5.62988888889,11.4166666667
585.37,12.4831111111,25.0122222222,17.1531111111,20.4671111111,12.5084444444,10.1321111111,34.2281111111,17.1848888889,5.66944444445,11.4162222222
585.70,12.4415555556,25.0468888889,17.1271111111,20.4527777778,12.4747777778,10.0735555556,34.1626666667,17.107,5.59477777778,11.3298888889
586.04,12.416,25.0725555556,17.1052222222,20.4884444445,12.4844444444,10.0535555556,34.1635555556,17.1377222222,5.55877777778,11.3485555556
586.38,12.4313333333,25.107,17.1607777778,20.5265555556,12.505,10.0974444444,34.1974444444,17.1504444444,5.60966666666,11.383
586.72,12.4666666667,25.1893333333,17.2726666667,20.6235555556,12.5217777778,10.1394444444,34.2322222222,17.1494444444,5.62844444444,11.39
587.06,12.4797777778,25.2148888889,17.3141111111,20.7178888889,12.4941111111,10.1772222222,34.21,17.1182222222,5.66811111111,11.4367777778
587.39,12.5022222222,25.2873333333,17.3684444444,20.8051111111,12.5061111111,10.1817777778,34.2397777778,17.1265,5.69877777778,11.4562222222
587.73,12.5816666667,25.4477777778,17.4627777778,20.8755555556,12.491,10.208,34.303,17.2038888889,5.723,11.5086666667
588.07,12.6461111111,25.568,17.5618888889,20.9521111111,12.5427777778,10.2733333333,34.3295555555,17.2803888889,5.76388888889,11.6291111111
588.41,12.6992222222,25.6003333333,17.6037777778,21.0428888889,12.5513333333,10.3206666667,34.3166666667,17.3096111111,5.79977777778,11.6906666667
588.74,12.6324444444,25.619,17.6752222222,20.9938888889,12.5035555556,10.2498888889,34.2774444444,17.2707222222,5.72588888889,11.6466666667
589.08,12.6953333333,25.6668888889,17.7285555555,21.0137777778,12.4788888889,10.2362222222,34.2576666667,17.2622222222,5.73166666667,11.6868888889
589.42,12.7782222222,25.6988888889,17.8063333333,21.1205555556,12.5128888889,10.2981111111,34.2727777778,17.3200555556,5.75644444444,11.7514444445
589.76,12.7895555555,25.7531111111,17.8668888889,21.1626666667,12.5021111111,10.2882222222,34.2614444444,17.3315,5.76422222222,11.7334444444
590.09,12.7843333333,25.8474444445,17.9782222222,21.2621111111,12.5324444444,10.3354444444,34.2975555556,17.3838888889,5.74633333333,11.772
590.43,12.8,25.896,17.9865555556,21.2632222222,12.5684444444,10.3975555556,34.2946666667,17.3906111111,5.77,11.8498888889
590.77,12.9231111111,26.0696666667,18.1503333333,21.3977777778,12.7122222222,10.5172222222,34.4274444444,17.5254444444,5.85455555556,11.939
591.11,12.9273333333,26.0915555555,18.2228888889,21.388,12.6918888889,10.5406666667,34.406,17.5243333333,5.823,11.9338888889
591.44,12.8526666667,25.9846666666,18.2282222222,21.4112222222,12.6556666667,10.4864444444,34.336,17.4623333334,5.81066666667,11.8628888889
591.78,12.8327777778,26.0014444444,18.2402222222,21.4491111111,12.6207777778,10.4617777778,34.3287777778,17.3837777778,5.73244444445,11.8042222222
592.12,12.7881111111,26.0688888889,18.327,21.4403333333,12.6063333333,10.4638888889,34.3266666667,17.379,5.67188888889,11.7623333333
592.46,12.7788888889,26.1611111111,18.3573333333,21.5085555555,12.62,10.4864444444,34.3315555556,17.4362777778,5.73055555555,11.7806666667
592.79,12.7968888889,26.1801111111,18.4361111111,21.5821111111,12.6866666667,10.6305555556,34.393,17.5148333333,5.76922222222,11.8417777778
593.13,12.7712222222,26.2172222222,18.4978888889,21.5781111111,12.6575555556,10.6151111111,34.3853333333,17.4986666667,5.77888888889,11.8446666666
593.47,12.7754444445,26.2625555556,18.5075555556,21.617,12.6223333333,10.6153333334,34.4085555556,17.4963333333,5.78211111111,11.861
593.80,12.76,26.25,18.5017777778,21.6053333333,12.5992222222,10.5554444445,34.4132222222,17.4528888889,5.74688888889,11.8438888889
594.14,12.7231111111,26.2302222222,18.5618888889,21.6527777778,12.5535555556,10.5201111111,34.3832222222,17.4546666667,5.72022222222,11.7874444444
594.48,12.6505555556,26.226,18.5656666667,21.6457777778,12.4813333333,10.4776666667,34.346,17.4233333333,5.66277777778,11.7735555556
594.81,12.72,26.3652222222,18.653,21.7924444444,12.5158888889,10.5745555556,34.4493333333,17.5233333333,5.71311111111,11.8446666666
595.15,12.7753333333,26.5082222222,18.7042222222,21.7988888889,12.5423333334,10.5953333333,34.4653333334,17.5406666667,5.67222222222,11.8854444444
595.49,12.779,26.58,18.7806666667,21.8284444444,12.5335555556,10.5867777778,34.4577777778,17.5663333333,5.68866666667,11.9155555556
595.82,12.8066666667,26.6065555555,18.8291111111,21.8993333333,12.5564444445,10.6194444444,34.4913333333,17.6051111111,5.76366666667,11.9946666667
596.16,12.7775555555,26.5954444444,18.8423333333,21.9151111111,12.5382222222,10.6112222222,34.4694444445,17.5208333333,5.73688888889,11.9666666667
596.50,12.7983333333,26.699,18.9148888889,22.0214444444,12.5457777778,10.5964444444,34.4777777778,17.5522222222,5.76544444445,12.0371111111
596.83,12.8214444444,26.7607777778,18.9321111111,22.0367777778,12.557,10.6076666666,34.5007777778,17.5323333333,5.75055555555,12.0536666667
597.17,12.8992222222,26.8278888889,19.082,22.1528888889,12.6662222222,10.7285555556,34.5693333333,17.6140555556,5.85755555555,12.1742222222
597.51,12.8922222222,26.8667777778,19.0857777778,22.1646666666,12.6665555556,10.75,34.5678888889,17.6071111111,5.844,12.1395555556
597.84,12.8554444445,26.9198888889,19.1052222222,22.1691111111,12.6916666667,10.7431111111,34.5783333333,17.6167222222,5.83077777778,12.1584444445
598.18,12.8258888889,26.8655555556,19.0621111111,22.1234444445,12.6303333333,10.687,34.5106666667,17.5720555556,5.769,12.098
598.52,12.8054444444,26.8485555556,19.1046666667,22.1124444444,12.6297777778,10.6728888889,34.4528888889,17.5567222222,5.76733333333,12.1073333334
598.85,12.7487777778,26.8018888889,19.1233333333,22.1302222222,12.5715555555,10.6646666667,34.4313333333,17.5225,5.79388888889,12.0831111111
599.19,12.7691111111,26.8308888889,19.2105555555,22.212,12.6031111111,10.6901111111,34.4652222222,17.5035555556,5.787,12.1284444445
599.53,12.7861111111,26.9143333333,19.2066666667,22.2205555555,12.637,10.7127777778,34.4824444445,17.4962222222,5.74211111111,12.1122222222
599.86,12.8382222222,26.9911111111,19.2598888889,22.3177777778,12.6426666667,10.7324444444,34.5046666667,17.5640555555,5.75566666667,12.1708888889
600.20,12.7838888889,26.9962222222,19.2177777778,22.2423333334,12.5796666667,10.6738888889,34.4305555556,17.5011666667,5.69177777778,12.0665555556
600.53,12.7383333334,26.9712222222,19.2752222222,22.3097777778,12.5435555556,10.6418888889,34.3623333333,17.5056111111,5.667,12.0421111111
600.87,12.6661111111,27.0537777778,19.2654444444,22.2528888889,12.4013333333,10.5476666666,34.3036666667,17.4346111111,5.55922222222,11.9472222222
601.21,12.7118888889,27.1215555555,19.3473333333,22.3293333333,12.3722222222,10.5561111111,34.2968888889,17.4689444445,5.57166666667,11.97
601.54,12.7995555556,27.1974444445,19.4598888889,22.4263333333,12.336,10.5884444444,34.3482222222,17.474,5.56477777778,12.0018888889
601.88,12.8685555555,27.3893333333,19.5961111111,22.5386666667,12.4181111111,10.626,34.4692222222,17.5701666667,5.61766666667,12.0853333333
602.21,12.8695555555,27.4515555555,19.668,22.6,12.442,10.6411111111,34.4864444444,17.5452222222,5.57066666667,12.0805555555
602.55,12.9137777778,27.6105555556,19.771,22.6852222222,12.5088888889,10.7194444445,34.5251111111,17.6063888889,5.58755555556,12.1435555556
602.88,12.9285555555,27.627,19.7765555556,22.7117777778,12.4997777778,10.78,34.5368888889,17.6972222222,5.66066666667,12.147
603.22,12.8914444445,27.6384444444,19.8125555555,22.7513333333,12.449,10.7367777778,34.5456666667,17.6506666667,5.646,12.165
603.56,12.9003333333,27.7133333333,19.855,22.7643333333,12.4574444445,10.7688888889,34.5623333333,17.6896111111,5.67244444445,12.1825555556
603.89,12.8702222222,27.7191111111,19.8907777778,22.7771111111,12.4423333333,10.7213333333,34.59,17.673,5.63111111111,12.1525555556
604.23,12.9275555555,27.8193333334,19.9708888889,22.8603333333,12.5037777778,10.8215555555,34.6861111111,17.7245,5.697,12.2113333333
604.56,12.9331111111,27.7828888889,20.0178888889,22.9023333333,12.5392222222,10.8655555556,34.7106666667,17.7672222222,5.74455555556,12.2008888889
604.90,12.8805555555,27.7704444444,20.003,22.8552222222,12.5036666667,10.8433333333,34.6866666667,17.7017777778,5.73077777778,12.1791111111
605.23,12.9152222222,27.8021111111,20.0312222222,22.8955555556,12.5566666667,10.8723333333,34.6883333333,17.7063888889,5.774,12.2131111111
605.57,12.934,27.7797777778,20.046,22.93,12.5295555556,10.9395555556,34.6613333333,17.6909444445,5.81011111111,12.2395555555
605.90,12.937,27.7947777778,20.0517777778,22.9403333333,12.5294444445,10.9333333333,34.6902222222,17.7156111111,5.84766666667,12.2552222222
606.24,12.9365555555,27.8107777778,20.0842222222,22.9531111111,12.5364444445,10.9232222222,34.7246666667,17.6993333333,5.85066666666,12.2623333333
606.58,12.9361111111,27.8552222222,20.1558888889,22.9587777778,12.5514444444,10.928,34.727,17.676,5.83888888889,12.2514444444
606.91,13.0111111111,27.8768888889,20.253,23.0045555556,12.5865555556,11.0031111111,34.7422222222,17.7727222222,5.89677777778,12.2766666667
607.25,13.1123333333,27.9495555556,20.4063333333,23.1315555555,12.6654444444,11.067,34.7932222222,17.815,5.92077777778,12.3797777778
607.58,13.1061111111,27.9934444444,20.468,23.1542222222,12.6913333334,11.0937777778,34.7888888889,17.8028888889,5.93,12.4293333333
607.92,13.1142222222,28.0464444445,20.5245555556,23.1827777778,12.716,11.095,34.7904444444,17.8172777778,5.98111111111,12.4537777778
608.25,13.1786666667,28.16,20.5961111111,23.2498888889,12.7635555555,11.1484444445,34.8403333333,17.8353333333,6.01388888889,12.5503333333
608.59,13.2375555556,28.199,20.6813333333,23.3187777778,12.8456666667,11.2073333333,34.829,17.8745,6.09522222222,12.6277777778
608.92,13.1357777778,28.1378888889,20.6534444444,23.2794444445,12.7766666667,11.1846666667,34.7525555555,17.8337222222,6.095,12.5724444445
609.26,13.1154444445,28.0901111111,20.6675555556,23.2418888889,12.8098888889,11.1091111111,34.7471111111,17.7931666667,6.06811111111,12.5307777778
609.59,13.0988888889,28.0902222222,20.6715555555,23.2313333333,12.846,11.1237777778,34.6753333333,17.7512222222,6.11233333333,12.5286666667
609.93,13.0825555556,28.0183333333,20.6651111111,23.2293333333,12.8868888889,11.1424444444,34.6352222222,17.7573888889,6.15766666667,12.5493333333
610.26,13.045,27.9751111111,20.6397777778,23.1918888889,12.8651111111,11.0991111111,34.6261111111,17.6645555556,6.16088888889,12.5575555555
610.60,13.0706666667,28.0445555556,20.6872222222,23.2487777778,12.937,11.1075555556,34.6518888889,17.6513333333,6.24122222222,12.5846666667
610.93,13.0307777778,28.0068888889,20.6528888889,23.1671111111,12.9173333333,11.0888888889,34.6251111111,17.6101111111,6.25544444444,12.5168888889
611.27,13.0572222222,28.0366666667,20.6783333333,23.2295555556,12.9177777778,11.1125555556,34.6612222222,17.621,6.27255555556,12.5045555556
611.60,12.9582222222,27.9158888889,20.5861111111,23.0945555556,12.7984444444,11.0224444445,34.5413333333,17.4979444444,6.16077777778,12.4143333334
611.93,12.8052222222,27.7637777778,20.4994444444,22.9603333333,12.6911111111,10.8926666667,34.3497777778,17.3353888889,6.01733333333,12.2765555556
612.27,12.8572222222,27.8924444444,20.6398888889,23.1048888889,12.7493333333,10.9702222222,34.4776666666,17.4303888889,6.05277777778,12.3312222222
612.60,12.9052222222,27.965,20.7108888889,23.128,12.794,10.9091111111,34.5017777778,17.4212777778,6.03255555556,12.3465555556
612.94,12.8976666667,28.0591111111,20.7615555556,23.2011111111,12.7612222222,10.9324444445,34.4643333334,17.4271666667,6.03788888889,12.3414444444
613.27,12.9235555555,28.1492222222,20.8323333333,23.2842222222,12.7486666666,10.9501111111,34.5714444444,17.5036111111,6.04166666667,12.4068888889
613.61,12.9977777778,28.3101111111,20.9336666667,23.4187777778,12.7463333333,11.0071111111,34.6287777778,17.5511666667,6.01788888889,12.4205555556
613.94,12.9988888889,28.4214444444,20.9728888889,23.514,12.7453333333,11.0138888889,34.5631111111,17.5796666667,5.97244444444,12.4142222222
614.28,12.9111111111,28.3286666667,20.96,23.4486666667,12.6668888889,10.9616666667,34.4854444444,17.5487777778,5.855,12.3374444444
614.61,12.8568888889,28.3811111111,21.0193333333,23.5404444445,12.6778888889,10.947,34.5215555556,17.5741111111,5.83122222222,12.3387777778
614.94,12.8932222222,28.4117777778,21.0832222222,23.6225555556,12.7024444444,11.0133333333,34.5015555556,17.6005,5.90644444444,12.4155555556
615.28,13.0194444444,28.6565555556,21.291,23.8381111111,12.8533333334,11.1323333333,34.6891111111,17.7458888889,6.00577777778,12.5746666667
615.61,13.0562222222,28.8034444444,21.3593333333,24.0002222222,12.9281111111,11.1935555556,34.8001111111,17.8641111111,6.07344444445,12.6363333333
615.95,13.0413333333,28.8446666667,21.4488888889,23.9895555555,12.9498888889,11.1658888889,34.812,17.9248333333,6.028,12.6317777778
616.28,13.0357777778,28.9234444445,21.4971111111,24.0524444445,12.9281111111,11.172,34.8874444444,17.9743333333,6.00633333334,12.6241111111
616.61,13.0293333333,28.9695555555,21.6005555556,24.1133333333,12.9758888889,11.2317777778,34.9384444444,18.0382222222,6.04077777778,12.6488888889
616.95,13.0795555555,29.0216666667,21.7018888889,24.231,12.999,11.2562222222,34.9864444444,17.9935555556,6.04022222222,12.6135555556
617.28,13.1104444444,29.07,21.7934444444,24.299,13.0123333333,11.2624444444,35.06,18.0527777778,6.08533333333,12.6873333333
617.62,13.1615555556,29.1354444445,21.8596666667,24.3444444444,13.0898888889,11.3235555556,35.1695555556,18.1347777778,6.15988888889,12.7188888889
617.95,13.1967777778,29.2308888889,21.9137777778,24.44,13.1102222222,11.3375555556,35.2093333333,18.1524444445,6.17222222222,12.772
618.28,13.2642222222,29.3183333333,22.009,24.505,13.1201111111,11.3793333333,35.2295555556,18.1721666667,6.21122222222,12.8183333333
618.62,13.2431111111,29.364,22.0432222222,24.4976666666,13.1472222222,11.3861111111,35.236,18.1717222222,6.22066666667,12.7901111111
618.95,13.2492222222,29.3725555556,22.0568888889,24.593,13.1016666667,11.3332222222,35.1941111111,18.1807777778,6.18166666667,12.7085555555
619.28,13.2958888889,29.4731111111,22.2211111111,24.647,13.0717777778,11.3614444444,35.2311111111,18.192,6.18122222222,12.7623333333
619.62,13.1966666667,29.3856666667,22.0915555556,24.5643333333,12.8816666667,11.2682222222,35.0625555555,18.0149444444,6.08377777778,12.6382222222
619.95,13.2276666667,29.4931111111,22.2195555556,24.6851111111,12.9634444444,11.3885555556,35.1478888889,18.0838333334,6.10622222222,12.7021111111
620.28,13.2384444444,29.5621111111,22.2651111111,24.7132222222,12.9753333333,11.361,35.1698888889,18.0531666667,6.02666666667,12.7025555555
620.62,13.2234444445,29.6441111111,22.266,24.6945555556,12.9671111111,11.3597777778,35.1322222222,18.1068888889,5.98344444444,12.7097777778
