wavelength,Back_HemGoem,Belly_HemGoem,Breast_HemGoem,Crissum_HemGoem,Crown_HemGoem,DorTail_HemGoem,Patch10_HemGoem,Rump_HemGoem,Throat_HemGoem,WingTip_HemGoem
187.91,77.2547333334,66.3725999999,18.4312666667,41.9608,43.9216666667,48.6273999999,20.1962000001,21.7648,36.0784666666,60.6863666666
188.29,71.7732,51.3474,18.3687666667,40.5674666666,36.7376333333,38.7233999999,20.4255333333,23.8298,31.9149333333,48.2978333334
188.67,69.495,51.3131333332,24.7474666667,40.1009333333,46.9697333333,43.3333333334,30.0000666667,32.5252666667,38.2828,45.6058666667
189.05,52.4074666667,36.7129333333,15.1851333334,26.9444666667,38.5184666667,36.0186,22.5926,26.1111333333,25.6482,38.5184333333
189.43,56.4045333333,43.4082,24.7192333333,35.0563333333,47.9026666667,43.5954666667,31.2359333334,38.4270666667,33.9326,37.1161666667
189.81,48.9166666667,35.9166666667,16.9166666667,28.5,43.1666666667,39.3333333333,23.8333333333,31.3333333333,29.75,24.875
190.19,37.1555333333,26.0889,7.91126666668,14.1333333333,33.8223,30.9332666667,13.2444,19.5555333333,21.8665333333,12.1334
190.57,43.5897333333,25.9999,11.0256,12.2051333333,36.0513333334,37.0255999999,10.0512,17.0254666667,26.6665333333,11.7949666667
190.95,45.5128666667,24.1667666667,5.7052,10.8974666667,38.4614666667,43.2050666667,-1.02573333326,10.6410666667,29.1026,17.4357666666
191.33,77.8295333333,42.5583333335,25.1161333333,28.0620666667,52.1706666666,68.6821333333,11.6279333334,22.4806,50.0775333333,41.0076666667
191.71,79.4444,38.1248333335,24.1667666667,32.3612,42.7778,69.7223333334,14.7222,31.3889999999,44.9999999999,41.3193333333
192.09,78.7878666668,18.1817333334,-5.55556666674,6.66666666667,19.0908000001,64.4445333334,-29.2928666667,10.7070666668,20.2020666667,10.2021
192.47,40.635,-66.1904666666,-107.460333333,-99.0476,-49.8413,28.2538,-137.777733333,-66.3492,-58.4126,-81.5873999999
192.85,163.333333333,-112.083333333,-225.833333333,-276.666666666,-141.25,95.0,-381.666666667,-144.166666667,-170.0,-146.666666667
193.23,300.7408,51.1110666667,-69.2592666667,-115.555533333,-9.25926666668,177.036933333,-214.074066667,-2.96293333326,-16.2963333334,4.44450000006
193.61,-545.0,77.5,355.833333334,533.333333334,212.499999999,-193.333333333,633.333333333,188.333333333,216.666666666,219.999999999
193.99,1413.33333333,33.3333333334,-588.333333333,-833.333333334,-255.000000001,623.333333333,-1080.0,-5.99520433298e-11,-370.000000001,-348.333333332
194.37,610.0,-156.666666667,-437.5,-445.0,-263.333333333,250.0,-581.666666667,-156.666666666,-351.666666666,-250.833333333
194.75,141.904666667,-84.7620333333,-168.0954,-143.333266667,-100.238033333,30.4762666668,-173.809466666,-81.9047333333,-144.761933333,-99.7617666668
195.13,188.888933333,-91.9444333333,-172.222133333,-143.333333333,-109.444433333,53.3332666668,-166.111133333,-59.4444,-123.889,-134.166733333
195.51,115.111133333,-87.9999999999,-153.777766667,-134.222066667,-91.5556666665,29.7778000001,-140.444466667,-40.8889333333,-119.5556,-145.333233333
195.89,64.5833333334,-127.083333333,-168.958333333,-170.0,-113.541666667,-2.91666666666,-167.916666666,-78.7500000002,-142.5,-150.208333333
196.27,30.2221333333,-178.444533333,-218.2222,-198.666666667,-143.111166667,-11.1110666667,-178.222266667,-107.5556,-169.777666667,-179.111166667
196.65,151.111133333,-345.0001,-399.444333333,-412.2222,-348.333266667,51.1110666665,-345.555400001,-205.555466667,-304.444533333,-371.111100001
197.03,49.5239333331,270.4764,253.0953,227.1428,231.428633333,48.0951333333,201.4286,177.143,190.9524,255.952533333
197.40,124.6154,357.1795,296.153866667,287.6924,298.461566667,83.5897333331,260.512866667,210.7692,288.205133333,377.435933333
197.78,167.5,534.166666667,415.416666667,370.833333333,436.25,33.3333333334,330.833333333,270.0,433.333333333,537.5
198.16,109.206333333,252.2222,188.8889,203.809466667,207.301566667,41.5873999999,169.206266667,150.158666667,226.984066667,225.238133333
198.54,68.4444666666,160.111066667,116.0,133.777666667,124.999933334,21.5555333333,118.889,75.5554666668,142.222266667,143.111133333
198.92,63.4073333333,125.555533333,92.7406666667,115.555466667,106.888833334,28.4444,101.333333333,56.0000666667,113.037066667,116.4444
199.30,67.9739333334,120.065433333,87.5163333333,113.8562,104.052233333,35.9476,96.3399333331,57.5163333332,119.084933333,105.817
199.68,65.3968666667,113.491933333,84.6032666667,108.3598,96.6135999999,39.1533333333,93.0158000001,56.7196000001,109.5238,93.0686666666
200.06,52.2403333333,100.109433333,69.3442,91.4754,81.0382333334,25.9016,82.6229999999,43.2788,98.2515333333,80.6556666667
200.44,47.0271333333,87.0270666667,54.9549333334,82.0720000001,69.5044333334,25.6757333333,73.964,37.7478666667,81.8918666666,75.5406333333
200.82,56.7963999999,96.4069666666,59.7834666667,85.7141333334,73.0735999999,34.1125333333,78.8744000001,42.4241333333,92.9869333334,80.3030333334
201.19,66.9333333333,115.066633333,73.8222333334,100.533266667,88.8000333334,50.1332666667,95.0221999999,54.1332,110.5778,96.2221666668
201.57,58.0198,92.0790333333,65.0496000001,84.6863333334,77.1617,46.4025333333,78.0198,51.0890666667,88.6468666667,80.3300666666
201.95,56.3978666667,82.4193666667,60.3764000001,79.9462,74.2205666667,50.2688,74.4623333333,52.4193333333,82.4193333334,78.1990333334
202.33,51.8456666667,80.1928333333,58.4573333334,77.7962,73.6639333333,50.5234,73.9394666667,54.1048,78.2369333333,79.6696666667
202.71,57.9486666667,87.0654999999,65.7833666667,85.0142,84.9003333334,57.5497333333,80.3417333334,62.1083333333,86.2677333334,91.0827000001
203.09,55.3279333333,79.5276,60.1836999999,76.693,78.7401333333,52.1259333333,74.3307333334,58.3202,80.5773333333,85.2229666667
203.47,50.7612,77.5328,56.6141,76.2204,74.3043333333,50.0786666667,74.1206,55.2230666667,76.6403333333,83.6746
203.85,51.4584,77.8385666667,54.8436000001,74.8960666667,75.0783333333,54.6876666666,73.3333333333,56.8229333333,78.1772,86.8490333334
204.22,58.3574666667,83.5749,63.2609333333,83.7681333333,83.0435666667,63.3816,77.7294666667,64.7343333333,84.2029333334,93.5266999999
204.60,60.9449333333,87.8740333333,69.1338666666,88.9763333334,88.2677999999,66.6668000001,81.9949333334,65.6168,89.3438666667,96.3254666667
204.98,56.6101333333,85.6215666666,66.7232000001,86.9492,84.7740666667,62.1470666667,75.5932000001,61.6384666667,87.8529333333,94.5195666667
205.36,50.9734666667,74.4248,59.4394999999,82.419,76.8731,53.1564000001,68.2006666666,51.9762666667,79.587,87.3746000001
205.74,52.3912666667,86.0144666667,60.3261666666,90.3624666666,81.9564333333,57.6086666666,75.8696,54.5652666667,87.3913333332,92.8259666667
206.12,61.9658666667,104.401866667,68.1623999999,105.470066667,93.7179333333,65.5556,88.6324666667,62.7350666667,97.0085999999,103.504333333
206.50,76.0451333333,126.5536,78.5874333333,128.3616,107.796566667,74.6892666667,99.2090666668,69.6045333335,115.4802,117.740166667
206.87,73.7255333333,136.1437,70.6536333333,131.372533333,104.444433333,77.1242,93.9870666666,65.3594666665,118.431466667,118.823566667
207.25,89.2307333335,173.675133333,77.4358666667,159.487,124.444333333,105.982866667,112.649466667,77.2648000001,141.7094,143.0771
207.63,122.222133333,210.555633333,113.240766667,183.888733333,156.4815,133.3332,136.296333333,106.296333333,176.2962,171.296233333
208.01,131.428733333,215.523866666,120.1905,182.095333333,155.714266667,131.047733333,137.333333333,111.619,176.0,172.0001
208.39,97.4774666667,170.630566667,88.3784333335,134.2342,108.558533333,84.3244,94.7748000001,76.3963999999,129.1892,121.7117
208.77,99.2064666667,154.603166667,82.7777333333,127.4604,101.269833333,83.8095333335,90.9522000001,82.8572666667,127.777733333,121.349066667
209.14,107.9488,142.371733333,84.0385,125.897333333,104.294833333,85.5128666667,101.1538,88.0770000001,117.1794,114.551366667
209.52,133.061266667,175.9864,108.9115,149.2516,131.224433333,113.877466667,127.074733333,111.972933333,150.884466667,150.8165
209.90,171.9298,225.438633333,136.140533333,202.631533333,167.719333333,155.438533333,166.140266667,145.087666667,194.035133333,199.912166667
210.28,172.403066667,219.379866667,144.496133333,200.930266667,168.062033333,162.7906,170.077533333,145.8916,201.085333333,198.682233333
210.66,160.0,206.5187,135.925933333,188.444466667,161.7779,149.925866667,156.888933333,130.074133333,196.4446,190.5926
211.03,149.3332,181.499866667,130.8889,174.2222,153.555533333,137.777733333,148.889,128.5556,178.777733333,172.722333333
211.41,152.121266666,192.2424,134.545366667,191.1516,161.515133333,142.545533333,154.424266667,134.666666667,189.575733333,185.757433333
211.79,143.703666667,173.2805,122.751266667,175.661333333,150.158766667,130.899533333,140.5292,121.6932,172.380933333,175.7143
212.17,133.435933334,159.333266667,114.4616,170.256333333,142.769266667,119.179466667,135.692266667,116.512733333,161.333466667,169.6923
212.55,158.4444,187.555566667,133.4444,198.1112,170.333366667,144.333333333,160.3334,133.666666667,188.555533333,207.111066666
212.92,159.259333333,189.3122,129.735333333,192.804133333,168.359766667,146.560733333,158.4126,130.264533333,185.502466667,197.0898
213.30,130.341733333,155.2137,111.495833333,157.606933333,139.145333333,129.3162,136.666666667,110.940266667,156.666733333,170.598266666
213.68,107.619066667,128.809466667,93.4353333333,129.999933333,111.836833333,108.1632,111.224533333,95.9863333333,127.687066666,138.4014
214.06,92.5357333333,113.247833333,83.9318000001,112.991533333,97.9487000001,91.9658666666,96.5812666668,85.4701333333,112.250733333,120.997066667
214.44,84.5283333333,110.440166667,74.6542,107.232666667,89.3710333334,84.5912666666,87.7358666667,78.4905333333,106.918333333,119.056666667
214.81,90.0936666666,113.956433333,78.8473333333,107.975066667,93.3644000001,91.4019333335,95.8257333333,83.1153333334,107.601133333,124.423666667
215.19,92.6882000001,121.146966667,78.2078666667,109.820733333,93.7276999999,97.1325333332,95.5554666667,83.0825333335,112.473266667,127.7061
215.57,93.1313333333,114.6128,79.2255333333,106.666666667,91.6497333333,96.8350666667,94.3434,84.7811333334,108.4848,123.468033333
215.95,93.2631333333,117.754633333,77.8948333333,109.0528,93.4386,100.701733333,92.3509333333,84.7720666666,111.368333333,121.929933333
216.32,100.9196,130.2681,81.8391333333,117.624666667,98.3907,111.264266667,94.6361333333,85.5172666666,121.762466667,127.816066667
216.70,116.618333333,154.3961,91.6908333334,137.488066667,108.6958,131.884,104.734266667,94.6860666667,143.1884,145.1208
217.08,153.333333333,218.5272,124.651233333,185.5814,142.2482,174.728733333,135.348866667,129.302333333,204.9612,210.3102
217.46,282.0,432.5,217.166666667,341.333333333,258.833333333,328.666666667,218.333333333,229.0,407.666666667,375.833333333
217.83,-4520.0,-7176.66666666,-3223.33333333,-5533.33333333,-4070.0,-5220.0,-3013.33333333,-3206.66666667,-7040.00000001,-5850.00000001
218.21,-947.999999999,-1380.66666667,-648.666666667,-1057.33333333,-772.666666668,-1076.0,-569.333333333,-589.333333333,-1329.33333334,-1092.66666667
218.59,-2503.33333333,-3316.66666667,-1758.33333333,-2546.66666667,-2140.0,-2843.33333333,-1606.66666667,-1470.0,-3346.66666667,-2608.33333333
218.97,487.878933333,620.909066667,338.787833333,491.515133333,415.151566667,552.727333333,335.757666667,318.787733333,661.212066666,474.242133333
219.34,506.6668,613.9395,380.000066667,509.696866667,407.575666667,527.272733333,384.848466667,334.5454,654.545533333,458.484933333
219.72,5380.0,6616.66666667,4286.66666667,5113.33333333,4180.0,5306.66666667,4133.33333333,3360.0,7026.66666666,4616.66666666
220.10,2596.66666667,3023.33333333,2070.0,2296.66666667,1705.0,2246.66666667,1980.0,1770.0,3216.66666667,2136.66666667
220.47,535.757466667,609.696933333,437.272766667,443.6364,383.6364,446.666733333,425.454466667,391.5152,626.666733333,442.7273
220.85,213.939466666,225.050533333,168.181833333,183.434466667,160.302933333,181.414133333,187.8788,172.5252,237.979733333,179.191866667
221.23,144.305666667,149.444533333,104.861033333,125.416866667,110.069433333,129.027666667,125.555533333,116.250133333,151.666666667,113.402766667
221.61,118.564066667,120.820366667,91.7435666667,108.410133333,96.0,106.974333333,104.410266667,96.8206000001,123.487066667,101.4872
221.98,130.053,132.116333333,98.5714666665,116.1904,105.767166667,115.5556,115.9788,107.9366,130.370333333,115.3439
222.36,199.428466667,200.2858,140.380966667,179.047466667,159.238,168.190466667,170.476133333,163.8094,200.190466667,177.809633333
222.74,210.784333333,209.902,148.137333333,202.352933333,166.470666667,169.2156,172.353066666,175.098133333,205.882333333,196.372433333
223.11,233.999933333,233.999966667,170.7778,225.555533333,173.1111,183.3334,176.444533333,194.0,225.999866667,235.444433333
223.49,253.5898,237.307666667,159.743666667,238.205333333,176.538533333,196.410333333,167.179466667,193.589733333,232.564,262.692233333
223.87,215.353533333,202.424366667,135.151466667,198.989733333,150.404033333,174.747333333,139.596,161.8182,193.333333333,223.5353
224.24,235.5554,229.876633333,133.0864,224.4444,167.777733334,204.6914,151.110933333,166.419866667,215.061666667,246.172866667
224.62,169.677466667,165.806433333,81.7204333333,173.3334,104.623633333,147.957,96.9892,105.591466667,153.3332,193.5484
225.00,368.148133333,368.8888,95.9257666666,354.074066667,161.8519,288.1482,107.407333333,151.851733334,278.5186,415.555466667
225.38,-531.666666667,-531.666666667,56.6666666673,-506.666666666,-59.9999999999,-379.999999999,11.6666666667,-68.3333333332,-358.333333333,-718.333333333
225.75,-184.7618,-164.2858,181.904733333,-166.666666667,110.0,-114.285733333,82.8571333333,54.2858000001,-48.5713999999,-282.3808
226.13,-97.7778,-84.9999333334,301.6666,-160.000066667,194.999933333,-73.3332,144.4444,106.666666667,22.2223333334,-250.5556
226.51,98.0952666667,110.952533333,-27.3808333333,138.0952,-27.1429000001,102.381,34.7619999998,32.8571333332,66.6666666667,203.095333333
226.88,73.8095333333,87.1428333333,26.3095,100.952333333,20.4762,80.4760666665,56.6667333333,54.2857333333,68.3334666666,123.571333333
227.26,41.7459999999,51.5872,-0.15876666668,63.3332000001,10.3174333333,44.1270666666,34.6032666667,26.0317333334,35.3968000001,70.0002
227.64,19.3333333333,35.8666666667,-6.53333333332,40.2666666667,-0.799999999986,28.4,18.6666666667,14.2666666667,27.4666666667,48.5333333333
228.01,-4.86106666668,14.5833333333,-23.4722333333,22.5001333334,-22.1528333333,8.88886666666,11.8056,0.694400000006,6.94440000001,30.5557
228.39,-5.91199999999,4.84266666667,-13.4592,18.1133333333,-18.5534666667,2.26420000003,10.063,3.01886666667,-2.51573333334,24.8427333333
228.76,-3.87873333335,-1.394,-16.6666,11.8788,-14.3637,3.6364,12.1211333333,8.48479999999,-9.57573333332,16.2423333333
229.14,10.4166666667,12.2083333333,-1.125,21.4166666667,4.20833333335,14.6666666667,18.1666666667,20.75,9.50000000001,29.625
229.52,20.6944,22.7778,7.53463333333,27.3610666667,14.0278,19.7916666667,23.5416,25.4862,15.6944666667,31.1459
229.89,28.6142,26.7416333333,8.20216666666,33.7078666666,16.1796666667,21.9476,26.4421333333,29.9624666666,18.6516666667,36.442
230.27,21.1521333333,17.2839,-2.09870000001,21.3992666667,8.35386666665,11.1934,20.5761333333,20.9876,8.39499999999,29.0535333333
230.65,14.0444666667,4.97786666668,-16.8889,5.51120000001,0.9777,4.79999999999,10.3111333333,11.6444666667,-2.66666666668,14.7555666667
231.02,-16.2963333333,-27.3456333333,-62.0986666666,-31.6049333333,-35.6788666667,-24.0740666667,-20.2468666667,-15.4320666667,-35.432,-11.7284
231.40,-72.9523333334,-88.1904333334,-125.142766667,-90.8570666668,-97.0475666665,-71.4285333333,-72.1904000001,-68.1904,-94.4762666665,-57.6189999999
231.78,-98.9583333334,-114.791666667,-165.104166667,-116.25,-121.041666667,-106.458333333,-94.7916666667,-98.5416666665,-135.208333333,-80.2083333333
232.15,-85.7895333333,-101.578966667,-150.614,-94.3858666667,-102.7192,-96.1404,-95.9648666666,-100.5262,-119.298266667,-79.5613333333
232.53,-88.1481333333,-101.111166667,-169.999933333,-93.5185333333,-114.259266667,-102.037,-106.481533333,-116.111133333,-127.0372,-81.2036999999
232.90,-157.8946,-160.7017,-299.649066667,-153.333333333,-212.105233333,-179.2982,-192.982466667,-216.1404,-214.385933333,-122.631733333
233.28,-180.000066667,-183.148033333,-294.814833333,-177.407266667,-239.444533333,-178.148066667,-204.4442,-242.222133333,-224.444333333,-122.592533333
233.66,-228.0952,-241.428566667,-337.142833334,-208.095333333,-298.333366667,-215.714266667,-238.571466667,-281.428533333,-241.904733333,-117.857266667
234.03,-1048.33333333,-1012.5,-1293.33333333,-1046.66666667,-1214.16666667,-890.000000001,-943.333333335,-1105.0,-964.999999999,-655.833333333
234.41,-114.166533333,-101.6666,-147.777733333,-108.888866667,-142.777866667,-73.3333333334,-93.3332666665,-118.6112,-91.1111333334,-34.0278000001
234.78,-67.0176000001,-56.9297666667,-87.6316333334,-56.4912,-82.8070000002,-43.3333333334,-57.5438666668,-65.2632,-50.8771333333,-13.5086333334
235.16,-32.0512666667,-36.7947333333,-55.4485333333,-29.2306666667,-53.3973333333,-26.4103333333,-41.2819333333,-41.5384666667,-37.3078,-3.58973333335
235.54,12.6221333333,4.84446666666,-11.2889,8.3554,-4.08873333333,8.44440000002,2.13326666666,6.57773333333,-0.177799999994,29.1556666667
235.91,31.282,19.7802666667,14.6887666667,23.5896666667,15.4578333333,24.9083333333,18.2416666667,25.4944666667,18.1685333333,39.5603666667
236.29,40.264,30.8250333333,24.3894666667,28.3168,24.7855333333,33.5974666667,25.2805333333,39.4719333333,27.7227333333,49.67
236.66,39.9359333333,30.9614,28.7821,29.4872,28.6859,35.4488666667,28.4615333333,43.2693333333,32.9486666667,52.0513
237.04,40.8333333334,31.8453,32.0535666667,28.6308,28.4226666666,33.6904,28.0356666667,44.5832,36.7260666667,50.5059666667
237.41,35.6126,28.4900666667,25.5269666667,24.0456,26.5528,26.2107333333,26.0399333333,41.7094666666,31.6238666667,44.2166
237.79,32.0834666667,23.9845,20.4166666667,17.9168,22.2397,19.8958666667,19.323,35.5209333333,23.6458,37.3957333334
238.17,27.0953333333,22.6430333333,17.1429333333,16.6667333333,18.9285,16.5238666667,16.1904666667,30.6667333333,18.0951333333,33.1427333333
238.54,24.9614,21.7312666667,15.6588333333,16.2272666666,14.3411,12.2481333333,10.1809333333,28.8889333333,15.4004666667,30.6458666667
238.92,24.554,23.8733,19.2018666667,18.4036,14.3662666667,13.8027333333,11.878,29.906,16.338,31.5023666667
239.29,24.9257333333,27.2399666667,23.5032666667,20.6794,18.4501,17.5796666667,17.7918666667,32.4415333333,20.8068,32.5689666667
239.67,15.813,19.2886333333,16.9513,12.7641333333,10.4267666667,10.2846666667,9.10573333333,22.8456666667,14.3496,23.5571
240.04,10.978,15.3294,11.9361,8.50286666665,5.02986666666,7.62466666667,3.91220000001,17.8443333333,9.14166666666,20.7583666667
240.42,7.49099999999,10.8064,8.22573333333,6.41579999999,1.1111,4.58786666669,2.22233333334,12.7599333333,5.48386666666,18.0465333333
240.79,7.4964,10.6222333333,6.90359999999,4.44433333333,0.251800000006,6.07386666667,2.311,11.8222,5.837,17.3925333333
241.17,7.48206666666,9.40050000001,6.2349,6.13913333333,2.63786666666,7.81766666667,4.62846666666,11.3908666667,4.84413333333,16.7027
241.54,8.58979999999,10.5448666667,7.48919999999,7.35033333333,2.55343333333,9.65806666667,4.93586666667,11.3674666667,4.63686666667,17.0619333333
241.92,9.23506666667,11.2558666667,9.65066666668,9.3296,4.51366666667,12.1248,7.64880000001,12.3702666666,6.00573333333,18.6212333333
242.29,8.64573333333,8.22033333334,8.74136666668,7.06573333334,3.15106666667,10.5033333333,6.23260000001,10.0520666667,3.95846666667,16.2326
242.67,8.22106666667,5.96156666667,6.7388,4.8398,2.4198,10.0801333333,5.46480000001,8.62179999999,1.859,14.0064
243.05,9.64840000001,6.68969999999,6.65139999999,5.09173333334,3.93726666667,10.3059333333,6.4374,8.28739999999,2.7218,14.8317
243.42,10.5296666667,6.72633333333,6.33113333334,5.24980000001,4.43693333334,11.3796666667,6.965,8.27733333334,3.2812,15.4289
243.80,12.9574,8.55400000001,9.06006666667,6.89793333333,5.81346666667,13.0152,9.16853333334,10.2964,6.01573333333,17.6645333333
244.17,14.656,10.9390666667,11.389,8.99466666668,7.85043333333,14.9339333333,11.9576666667,12.6984666667,9.20633333334,19.6098333333
244.55,13.5644666667,10.3790666667,11.246,8.49073333333,7.2833,13.8729333333,11.2267333333,12.4342,8.74753333334,18.3493
244.92,13.3578,9.96333333334,11.4224666667,8.66926666667,7.37483333333,13.4432666667,11.5874,11.9903333333,7.96086666667,18.2172666667
245.30,13.1585333333,9.5513,11.4452333334,8.07699999999,7.22603333333,12.8904,11.62,11.7715333333,7.3892,17.9487666667
245.67,11.9634,8.72160000001,10.5394666667,7.34606666667,7.34083333334,11.7044666667,10.9816666667,10.96,6.6666,16.6019333333
246.05,11.0024666667,7.64453333333,9.21473333333,6.21246666666,6.90863333334,10.5481333333,10.0444,10.0840666667,5.73833333333,14.9975333333
246.42,12.6265333333,9.9913,10.9598,9.16233333334,9.46759999999,12.4956,11.6754,12.3996666667,8.43813333334,17.439
246.79,12.2942,10.4038333333,10.8633,9.60826666667,9.7083,12.2622,11.6946,12.534,8.87299999999,17.9577666667
247.17,10.9989333333,9.17693333333,10.0747666667,8.58966666667,8.43996666667,11.0063333333,10.3703333333,11.6424,7.90126666667,17.0783333333
247.54,10.5567333333,8.78669999999,9.83573333333,8.37966666667,8.46896666666,10.7351333333,9.88566666667,11.6772666667,7.60893333333,17.0270333333
247.92,9.75206666666,8.00706666667,9.25653333334,8.20946666667,8.4118,10.4572666667,9.27053333333,11.2041333334,6.8202,16.5340333333
248.29,9.04813333333,7.35163333333,8.60543333333,8.02253333334,8.07173333333,9.90513333333,8.47920000001,10.8184,5.56386666667,15.8342333333
248.67,10.8646,9.08649999999,10.2336666667,9.47006666666,9.79773333334,11.5481333333,10.0488666667,12.4478666667,6.88986666667,17.2768666667
249.04,10.9617333333,9.53730000001,9.80476666667,9.40713333334,10.4194666667,11.5618,9.812,12.9212666667,7.0136,17.2850666667
249.42,9.8446,8.66529999999,8.81316666666,8.28220000001,9.92413333333,10.8001333333,8.38819999999,12.0818,6.37086666667,16.4922
249.79,10.4201333333,8.74356666667,9.31576666666,8.47533333334,10.124,11.2686,8.52333333333,12.1888,6.93866666667,16.9027
250.17,11.214,9.66969999999,10.0386666667,9.07780000001,10.7464,12.1236,8.89753333334,12.6726666667,7.77346666667,18.0180666667
250.54,11.0685333333,9.76690000001,9.97723333333,8.21913333334,10.4474,11.7350666667,8.6026,12.3379333333,7.75333333334,17.6210666667
250.92,12.3442,11.0745333333,11.6739666667,9.46266666666,11.8117666667,13.1622,9.70999999999,13.4950666667,9.15820000001,18.1504
251.29,12.6876,11.8083333334,12.1165,10.6011333333,12.7370666667,14.0487333333,10.4322666667,14.8138,9.64759999999,18.4551
251.66,12.6283333333,12.5681333333,12.2405666667,10.9870666667,12.1501,13.8872666667,11.0574,14.5619333333,9.708,17.9708666667
252.04,13.4625333333,13.9254333333,12.7363333333,11.5023333333,12.6069666667,14.6068666667,12.4278,14.8657333334,9.91053333334,18.1740666667
252.41,12.4067333333,13.1168,11.9485666667,10.141,11.7018,13.9275333333,11.7322,13.5649333333,9.04326666666,17.0996333333
252.79,11.1245333333,11.7770333333,10.5824,8.70486666666,10.2962,13.0522666667,10.8635333333,11.8574,7.87146666666,15.8834666667
253.16,12.5060666667,12.4471333333,11.7872333333,9.96546666667,10.8025666667,14.3672,12.1416666667,12.5356666667,9.02006666667,17.0704666667
253.54,12.5904666667,12.1942333333,11.8326666667,10.2130666667,10.4506,14.6210666667,12.5309333333,12.7488666667,9.12339999999,17.4095666667
253.91,11.4618,11.1584,11.138,9.56999999999,9.44860000001,13.8391333333,11.6742,11.907,8.55846666667,16.5250333333
254.28,10.7058666667,10.6077666667,10.7522,9.27366666666,8.86656666667,12.9316,11.1283333333,11.8186666667,8.04726666666,15.868
254.66,10.0874,9.95079999999,10.4043333333,9.21293333333,8.71573333333,12.4917333333,11.1256,11.6284,6.93993333334,15.7540333333
