wavelength,Back_AniMelf,Belly_AniMelf,Breast_AniMelf,Crissum_AniMelf,Crown_AniMelf,DorTail_AniMelf,Patch10_AniMelf,Patch11_AniMelf,Patch12_AniMelf,Patch13_AniMelf,Patch14_AniMelf,Rump_AniMelf,Throat_AniMelf,WingTip_AniMelf
344.52,8.91133333333,10.1106666667,11.53,12.734,28.0756666667,4.869,6.81433333333,6.23566666667,13.354,11.2516666667,3.554,8.975,11.7243333333,6.27233333333
344.89,9.00933333333,10.1066666667,11.6056666667,12.833,28.2723333333,4.93066666667,6.84233333333,6.42933333333,13.3393333333,11.2033333333,3.55166666667,8.9,11.7983333333,6.35666666667
345.25,8.915,10.0793333333,11.5806666667,12.7026666667,28.3456666667,4.76966666667,6.78033333333,6.32266666667,13.2376666667,10.952,3.346,8.78,11.6166666667,6.27066666667
345.62,9.00066666667,10.344,11.6033333333,12.8066666667,28.4596666667,4.84266666667,6.88533333333,6.24266666667,13.3303333333,10.9503333333,3.339,8.778,11.6503333333,6.336
345.99,9.02966666667,10.601,11.521,12.891,28.521,4.91033333333,7.04,6.29566666667,13.2836666667,11.0146666667,3.28233333333,8.65266666667,11.8003333333,6.38333333333
346.35,9.14666666667,10.6943333333,11.6343333333,13.0383333333,28.626,4.98633333333,7.123,6.447,13.322,11.1543333333,3.33433333333,8.754,12.0933333333,6.545
346.72,9.25233333333,10.8273333333,11.6016666667,13.063,28.5986666667,5.17866666667,7.28533333333,6.59833333333,13.3776666667,11.2813333333,3.44366666667,8.943,12.3503333333,6.73266666667
347.08,9.161,10.8036666667,11.5963333333,13.0006666667,28.556,5.10366666667,7.28,6.565,13.2806666667,11.0783333333,3.327,8.954,12.3323333333,6.68466666667
347.45,8.895,10.5333333333,11.387,12.8953333333,28.4436666667,4.85333333333,7.09,6.284,13.0306666667,10.945,3.017,8.79633333333,12.1616666667,6.388
347.81,8.70466666667,10.2383333333,11.1666666667,12.7993333333,28.2323333333,4.82966666667,6.85333333333,6.20666666667,12.8306666667,10.859,2.81633333333,8.56933333333,12.111,6.34733333333
348.18,8.684,10.3413333333,11.1076666667,12.8693333333,28.1886666667,4.97766666667,6.93266666667,6.312,12.76,10.9143333333,2.78866666667,8.53766666667,12.197,6.36433333333
348.54,8.59966666667,10.3846666667,11.144,12.8973333333,28.2036666667,5.06733333333,7.055,6.24333333333,12.9596666667,11.0503333333,2.69466666667,8.65733333333,12.2576666667,6.347
348.91,8.74233333333,10.5486666667,11.33,13.1106666667,28.3123333333,5.22233333333,7.28266666667,6.263,13.142,11.2216666667,2.90366666667,8.90266666667,12.3446666667,6.548
349.27,8.77633333333,10.5083333333,11.302,13.1056666667,28.2313333333,5.31366666667,7.292,6.31333333333,13.2396666667,11.3843333333,3.06633333333,9.01366666667,12.4043333333,6.684
349.64,8.614,10.352,11.2033333333,13.0443333333,28.1086666667,5.22466666667,7.09133333333,6.25033333333,13.0393333333,11.306,3.046,8.92166666667,12.3673333333,6.60433333333
350.00,8.66233333333,10.366,11.256,13.0676666667,28.2323333333,5.26966666667,7.02966666667,6.268,13.0316666667,11.3173333333,3.16733333333,9.07633333333,12.3253333333,6.626
350.37,8.85233333333,10.5466666667,11.3783333333,13.159,28.2453333333,5.43833333333,7.44666666667,6.32566666667,13.0726666667,11.3073333333,3.358,9.15133333333,12.337,6.65533333333
350.73,8.79633333333,10.5526666667,11.2973333333,13.094,28.2406666667,5.289,7.42766666667,6.21466666667,13.0383333333,11.1263333333,3.286,9.14833333333,12.1926666667,6.44633333333
351.10,8.69133333333,10.4433333333,11.2143333333,13.0116666667,28.2316666667,5.09166666667,7.38433333333,6.013,13.0366666667,11.2196666667,3.169,8.99666666667,12.096,6.288
351.46,8.67133333333,10.4453333333,11.136,13.0243333333,28.0806666667,5.148,7.354,5.943,13.0343333333,11.106,3.27933333333,8.94933333333,12.095,6.21633333333
351.83,8.71533333333,10.422,11.2556666667,13.0416666667,28.2923333333,5.16933333333,7.423,6.04733333333,13.0266666667,11.167,3.46266666667,9.02633333333,12.0943333333,6.30366666667
352.19,8.664,10.3196666667,11.17,12.944,28.2913333333,5.01233333333,7.42566666667,6.06933333333,12.91,11.1063333333,3.39066666667,8.96366666667,11.8826666667,6.20133333333
352.55,8.793,10.2073333333,11.1143333333,12.997,28.3586666667,5.08666666667,7.61766666667,6.07666666667,12.6506666667,10.929,3.39933333333,8.92966666667,11.8066666667,6.345
352.92,8.60933333333,10.149,10.8753333333,12.764,28.191,4.99233333333,7.45233333333,5.90266666667,12.6043333333,10.769,3.196,8.79833333333,11.7373333333,6.043
353.28,8.72633333333,10.278,10.922,12.8586666667,28.432,4.959,7.50066666667,5.93433333333,12.4886666667,10.8886666667,3.07066666667,8.755,11.8446666667,5.92466666667
353.65,8.83966666667,10.376,10.9736666667,12.885,28.5343333333,5.112,7.578,6.07466666667,12.605,11.0163333333,3.073,8.87733333333,11.979,6.151
354.01,8.85633333333,10.442,11.0906666667,12.9386666667,28.588,5.16033333333,7.74566666667,6.173,12.6866666667,11.184,3.126,9.00066666667,12.0613333333,6.145
354.38,8.91733333333,10.4256666667,11.0973333333,12.854,28.7893333333,5.151,7.56033333333,6.103,12.6333333333,11.2306666667,3.063,9.05566666667,12.0536666667,6.08466666667
354.74,8.99966666667,10.4336666667,11.2076666667,12.9543333333,28.8583333333,5.244,7.48366666667,6.13566666667,12.633,11.3933333333,3.095,9.12166666667,12.1533333333,6.199
355.11,9.114,10.5806666667,11.25,12.9736666667,29.102,5.40133333333,7.48833333333,6.35833333333,12.7523333333,11.5026666667,3.15933333333,9.36666666667,12.349,6.42933333333
355.47,9.19133333333,10.5996666667,11.282,12.9206666667,29.344,5.42366666667,7.61,6.50133333333,12.8943333333,11.5906666667,3.15533333333,9.50466666667,12.473,6.575
355.83,9.19933333333,10.759,11.2873333333,12.9533333333,29.409,5.471,7.61,6.52766666667,13.0086666667,11.573,3.09333333333,9.65533333333,12.4846666667,6.63866666667
356.20,9.306,10.6856666667,11.376,13.0236666667,29.4353333333,5.458,7.56133333333,6.43666666667,13.124,11.585,3.08233333333,9.65266666667,12.639,6.579
356.56,9.44366666667,10.8933333333,11.3273333333,12.992,29.7266666667,5.424,7.572,6.527,13.347,11.7526666667,3.19333333333,9.708,12.7526666667,6.54366666667
356.93,9.55566666667,10.9613333333,11.3613333333,13.0113333333,29.8696666667,5.432,7.73833333333,6.70766666667,13.2433333333,11.9556666667,3.29233333333,9.73933333333,12.9176666667,6.73566666667
357.29,9.588,10.9923333333,11.4573333333,13.1223333333,29.9233333333,5.532,7.855,6.848,13.5076666667,12.0073333333,3.43433333333,9.909,13.0503333333,6.88033333333
357.66,9.602,11.1096666667,11.415,13.0576666667,29.9926666667,5.47133333333,7.916,6.80066666667,13.522,12.0383333333,3.49966666667,9.94733333333,13.0503333333,6.856
358.02,9.61333333333,11.0786666667,11.341,12.9276666667,30.0816666667,5.445,7.84233333333,6.734,13.5973333333,12.038,3.498,9.94666666667,13.0803333333,6.938
358.38,9.52833333333,11.056,11.268,12.8843333333,30.128,5.48166666667,7.84633333333,6.80066666667,13.6363333333,12.0126666667,3.55266666667,10.0143333333,13.1196666667,7.09
358.75,9.55633333333,11.0606666667,11.212,12.9853333333,30.245,5.521,8.03666666667,6.85466666667,13.7546666667,12.076,3.65666666667,10.045,13.194,7.143
359.11,9.56733333333,10.9876666667,11.184,13.0306666667,30.1256666667,5.525,8.14333333333,6.84166666667,13.6793333333,12.0406666667,3.686,9.986,13.0863333333,7.04933333333
359.48,9.531,11.0303333333,11.2003333333,13.0926666667,30.1213333333,5.66666666667,8.24766666667,6.90666666667,13.7596666667,12.1986666667,3.77433333333,10.054,13.0493333333,7.123
359.84,9.51733333333,11.0046666667,11.1416666667,12.973,30.0846666667,5.49366666667,8.33133333333,6.844,13.6466666667,12.2186666667,3.76066666667,9.95933333333,13.057,7.03733333333
360.20,9.54766666667,11.0463333333,11.1176666667,12.859,30.254,5.58133333333,8.40433333333,6.94333333333,13.6066666667,12.3773333333,3.82666666667,10.0973333333,13.0363333333,7.1
360.57,9.41333333333,10.8303333333,11.0426666667,12.7943333333,30.181,5.53766666667,8.26166666667,6.868,13.468,12.3133333333,3.723,10.0506666667,12.967,7.14066666667
360.93,9.38366666667,10.7893333333,10.9936666667,12.7326666667,30.2626666667,5.53233333333,8.19166666667,6.89933333333,13.588,12.166,3.62766666667,10.0896666667,12.8266666667,7.03866666667
361.29,9.36466666667,10.8016666667,10.9386666667,12.6296666667,30.2723333333,5.55633333333,8.19833333333,6.85033333333,13.4876666667,12.2446666667,3.62733333333,10.0803333333,12.8106666667,6.99
361.66,9.43,10.636,10.8833333333,12.638,30.2723333333,5.59533333333,8.264,6.86733333333,13.3963333333,12.312,3.59666666667,10.122,12.7853333333,6.936
362.02,9.47266666667,10.5396666667,10.8276666667,12.5896666667,30.2786666667,5.639,8.303,6.87033333333,13.3653333333,12.267,3.57,10.186,12.7476666667,6.91666666667
362.39,9.50966666667,10.374,10.818,12.589,30.248,5.65266666667,8.28166666667,6.82866666667,13.4006666667,12.3206666667,3.51766666667,10.232,12.7956666667,6.835
362.75,9.47666666667,10.3256666667,10.7333333333,12.37,30.2856666667,5.657,8.20766666667,6.77766666667,13.3146666667,12.2216666667,3.471,10.2176666667,12.691,6.784
363.11,9.48133333333,10.2803333333,10.6906666667,12.2913333333,30.3986666667,5.67333333333,8.179,6.75166666667,13.2863333333,12.1946666667,3.429,10.2396666667,12.677,6.783
363.48,9.536,10.2836666667,10.5926666667,12.1036666667,30.3713333333,5.60233333333,8.085,6.67166666667,12.9773333333,12.123,3.37566666667,10.1983333333,12.6396666667,6.691
363.84,9.55,10.1896666667,10.549,12.1066666667,30.488,5.729,8.00266666667,6.74666666667,13.0283333333,12.158,3.356,10.257,12.6526666667,6.64066666667
364.20,9.596,10.292,10.5696666667,12.236,30.5596666667,5.806,8.116,6.90366666667,13.1966666667,12.2263333333,3.47333333333,10.3706666667,12.7326666667,6.72433333333
364.57,9.735,10.2673333333,10.556,12.1083333333,30.6376666667,5.79633333333,8.17266666667,6.97666666667,13.1683333333,12.228,3.47666666667,10.4263333333,12.6896666667,6.61733333333
364.93,9.71866666667,10.137,10.4676666667,12.064,30.674,5.733,8.244,6.89433333333,13.0226666667,12.263,3.48933333333,10.4173333333,12.678,6.54333333333
365.29,9.68833333333,9.955,10.3626666667,12.03,30.8276666667,5.662,8.23333333333,6.86366666667,12.9606666667,12.1323333333,3.427,10.3933333333,12.5503333333,6.57633333333
365.66,9.63466666667,9.824,10.2716666667,11.9766666667,30.977,5.601,8.195,6.89266666667,12.9413333333,12.0183333333,3.39966666667,10.2886666667,12.4796666667,6.53466666667
366.02,9.483,9.66366666667,10.0786666667,11.9213333333,30.9226666667,5.45166666667,8.02866666667,6.82666666667,12.801,11.9043333333,3.294,10.155,12.327,6.352
366.38,9.468,9.66633333333,9.97633333333,11.9363333333,31.008,5.406,8.01266666667,6.82266666667,12.8063333333,11.8806666667,3.28933333333,10.0563333333,12.232,6.35266666667
366.75,9.49233333333,9.737,9.964,11.938,30.9646666667,5.314,8.10866666667,6.93833333333,12.759,11.9066666667,3.27366666667,10.0413333333,12.3013333333,6.36166666667
367.11,9.46066666667,9.741,9.88466666667,11.903,30.891,5.28033333333,8.02066666667,6.95866666667,12.674,11.966,3.33233333333,9.98633333333,12.201,6.35633333333
367.47,9.38233333333,9.55833333333,9.836,11.942,30.964,5.27666666667,7.927,7.05933333333,12.8523333333,11.9556666667,3.343,9.963,12.2093333333,6.384
367.84,9.47766666667,9.61133333333,9.783,11.9403333333,30.8146666667,5.28333333333,8.07266666667,7.07166666667,12.8043333333,12.0106666667,3.44233333333,10.0186666667,12.144,6.48133333333
368.20,9.35233333333,9.42633333333,9.58033333333,11.732,30.6083333333,5.12966666667,8.002,6.86633333333,12.5303333333,11.8376666667,3.23133333333,9.83366666667,11.9646666667,6.381
368.56,9.33,9.47766666667,9.56966666667,11.7286666667,30.649,5.22766666667,8.116,6.87133333333,12.6276666667,11.9363333333,3.291,9.92233333333,12.0,6.45133333333
368.93,9.419,9.55266666667,9.5,11.693,30.7136666667,5.359,8.13,6.92233333333,12.7316666667,12.1156666667,3.34833333333,9.982,12.017,6.60533333333
369.29,9.338,9.45333333333,9.34133333333,11.472,30.6573333333,5.30966666667,8.10833333333,6.89933333333,12.6773333333,12.1183333333,3.28033333333,9.97333333333,11.9366666667,6.51533333333
369.65,9.30733333333,9.464,9.37333333333,11.453,30.6206666667,5.377,8.11733333333,6.86533333333,12.7716666667,12.2773333333,3.304,10.034,11.888,6.59066666667
370.01,9.39966666667,9.51,9.42733333333,11.484,30.6833333333,5.51066666667,8.24366666667,6.967,12.8986666667,12.4293333333,3.41633333333,10.0863333333,11.946,6.78033333333
370.38,9.40233333333,9.508,9.33733333333,11.3653333333,30.761,5.49633333333,8.29366666667,7.01166666667,12.8876666667,12.412,3.379,10.107,11.8066666667,6.77566666667
370.74,9.35833333333,9.32766666667,9.25633333333,11.264,30.8446666667,5.57733333333,8.236,6.96766666667,12.84,12.4266666667,3.34,10.121,11.681,6.873
371.10,9.41733333333,9.26933333333,9.21866666667,11.2023333333,30.9026666667,5.67666666667,8.50833333333,7.06733333333,13.0303333333,12.5283333333,3.397,10.3033333333,11.7543333333,6.99966666667
371.46,9.435,9.13766666667,9.02066666667,11.035,30.9803333333,5.61966666667,8.63566666667,7.03533333333,13.033,12.4913333333,3.31033333333,10.3223333333,11.5843333333,7.02866666667
371.83,9.37633333333,8.95966666667,8.95566666667,10.922,31.1536666667,5.59133333333,8.65566666667,6.98,13.1213333333,12.4843333333,3.26133333333,10.3043333333,11.586,7.02633333333
372.19,9.453,9.01066666667,8.907,10.9206666667,31.2703333333,5.71,8.638,7.064,13.286,12.6206666667,3.284,10.4213333333,11.5126666667,7.11733333333
372.55,9.35733333333,8.87966666667,8.731,10.7853333333,31.2356666667,5.69233333333,8.54166666667,7.07433333333,13.2603333333,12.5116666667,3.22066666667,10.401,11.4016666667,7.15
372.92,9.29966666667,8.732,8.68566666667,10.6596666667,31.1446666667,5.63533333333,8.52366666667,7.14766666667,13.202,12.36,3.23866666667,10.4123333333,11.2706666667,7.21033333333
373.28,9.44033333333,8.72166666667,8.69166666667,10.608,31.1966666667,5.77066666667,8.69166666667,7.22433333333,13.3513333333,12.3683333333,3.42266666667,10.535,11.254,7.32333333333
373.64,9.508,8.67233333333,8.61933333333,10.463,31.27,5.789,8.738,7.316,13.428,12.385,3.492,10.6206666667,11.2163333333,7.33266666667
374.00,9.49466666667,8.591,8.47333333333,10.2543333333,31.3003333333,5.71033333333,8.80733333333,7.30733333333,13.296,12.2713333333,3.49966666667,10.5946666667,11.1023333333,7.252
374.37,9.485,8.48266666667,8.398,10.099,31.3743333333,5.71066666667,8.83166666667,7.26466666667,13.2893333333,12.2866666667,3.55266666667,10.6443333333,11.0716666667,7.268
374.73,9.48666666667,8.33766666667,8.26633333333,9.90666666667,31.4056666667,5.63433333333,8.88666666667,7.24266666667,13.449,12.2346666667,3.63266666667,10.6556666667,10.9306666667,7.22333333333
375.09,9.411,8.14466666667,8.07166666667,9.72233333333,31.4853333333,5.553,8.673,7.14333333333,13.3413333333,12.0346666667,3.55566666667,10.4633333333,10.8036666667,7.11766666667
375.45,9.50666666667,8.047,8.09066666667,9.62233333333,31.5833333333,5.63633333333,8.68066666667,7.19566666667,13.368,12.1083333333,3.67733333333,10.508,10.739,7.13366666667
375.81,9.46,7.833,7.94666666667,9.42333333333,31.6086666667,5.644,8.62833333333,7.20366666667,13.3616666667,11.995,3.678,10.4843333333,10.5116666667,7.069
376.18,9.39333333333,7.575,7.842,9.24033333333,31.5566666667,5.591,8.595,7.10366666667,13.304,11.824,3.69133333333,10.411,10.381,6.98033333333
376.54,9.401,7.427,7.73633333333,9.151,31.471,5.51533333333,8.51566666667,7.01266666667,13.1603333333,11.7836666667,3.68866666667,10.2923333333,10.257,6.87166666667
376.90,9.43566666667,7.33966666667,7.73233333333,9.08633333333,31.529,5.60966666667,8.51666666667,6.93166666667,13.2296666667,11.7723333333,3.72466666667,10.2626666667,10.231,6.868
377.26,9.422,7.295,7.638,8.99033333333,31.538,5.58,8.44733333333,6.866,13.178,11.783,3.65366666667,10.222,10.139,6.78333333333
377.63,9.41,7.21,7.54333333333,8.87066666667,31.5793333333,5.538,8.506,6.86833333333,13.1493333333,11.7033333333,3.646,10.2346666667,10.0993333333,6.77266666667
377.99,9.535,7.28566666667,7.53466666667,8.85766666667,31.6826666667,5.59833333333,8.54166666667,6.91033333333,13.3063333333,11.8093333333,3.685,10.2763333333,10.1113333333,6.835
378.35,9.533,7.18333333333,7.45233333333,8.74866666667,31.6316666667,5.584,8.59966666667,6.99466666667,13.261,11.7726666667,3.675,10.2153333333,10.082,6.859
378.71,9.61166666667,7.21233333333,7.44066666667,8.741,31.6833333333,5.61166666667,8.67533333333,7.11,13.1406666667,11.8456666667,3.66933333333,10.2783333333,10.11,6.87633333333
379.07,9.70833333333,7.241,7.47766666667,8.68366666667,31.809,5.73033333333,8.829,7.26066666667,13.2523333333,11.9333333333,3.725,10.373,10.0983333333,6.98066666667
379.44,9.672,7.328,7.462,8.67666666667,31.831,5.72966666667,8.87366666667,7.14966666667,13.288,11.8623333333,3.698,10.3353333333,10.1433333333,6.97133333333
379.80,9.806,7.47933333333,7.55866666667,8.669,31.9583333333,5.83666666667,8.934,7.22266666667,13.3573333333,11.9963333333,3.773,10.4323333333,10.2436666667,7.14066666667
380.16,9.92633333333,7.608,7.62433333333,8.63066666667,32.1686666667,5.897,9.093,7.36233333333,13.4176666667,12.0806666667,3.852,10.514,10.3313333333,7.29366666667
380.52,9.83133333333,7.50633333333,7.50366666667,8.49966666667,32.1763333333,5.85033333333,9.13266666667,7.291,13.4713333333,12.0033333333,3.804,10.478,10.2186666667,7.299
380.88,9.808,7.41733333333,7.38466666667,8.39233333333,32.2466666667,5.76,9.088,7.30566666667,13.5163333333,12.0493333333,3.733,10.5173333333,10.096,7.24866666667
381.24,9.781,7.361,7.32033333333,8.29233333333,32.1596666667,5.751,9.04866666667,7.291,13.5613333333,11.9833333333,3.69933333333,10.4516666667,10.0286666667,7.32066666667
381.61,9.774,7.31533333333,7.25133333333,8.174,32.1683333333,5.80166666667,8.998,7.217,13.5543333333,11.9116666667,3.663,10.4083333333,9.96566666667,7.34733333333
381.97,9.74233333333,7.17,7.244,8.04966666667,32.1686666667,5.86266666667,8.99766666667,7.20433333333,13.5056666667,11.8656666667,3.59433333333,10.442,9.82666666667,7.31233333333
382.33,9.78633333333,7.24866666667,7.244,8.05333333333,32.215,5.926,9.02366666667,7.23566666667,13.647,11.8956666667,3.61666666667,10.531,9.781,7.39933333333
382.69,9.816,7.18266666667,7.25133333333,8.013,32.1916666667,5.96666666667,9.02966666667,7.24633333333,13.8516666667,11.8826666667,3.63733333333,10.5263333333,9.73933333333,7.37933333333
383.05,9.80566666667,7.092,7.19533333333,7.907,32.1613333333,5.85466666667,9.049,7.145,13.8503333333,11.848,3.63433333333,10.5353333333,9.68,7.33633333333
383.41,9.91833333333,7.075,7.18466666667,7.89033333333,32.205,5.902,9.138,7.294,13.9096666667,11.9536666667,3.70033333333,10.5866666667,9.65733333333,7.42533333333
383.77,9.81933333333,6.944,7.01033333333,7.71633333333,32.115,5.824,9.10333333333,7.209,13.8323333333,11.8193333333,3.64733333333,10.5056666667,9.48866666667,7.30433333333
384.14,9.73566666667,6.75866666667,6.906,7.61033333333,32.1176666667,5.741,9.036,7.12066666667,13.8073333333,11.747,3.57233333333,10.4396666667,9.34966666667,7.14733333333
384.50,9.84766666667,6.78333333333,6.967,7.638,32.2856666667,5.855,9.12366666667,7.21666666667,13.8976666667,11.8306666667,3.60933333333,10.4856666667,9.37133333333,7.193
384.86,9.88066666667,6.798,6.903,7.571,32.2743333333,5.87933333333,9.199,7.243,13.8063333333,11.7873333333,3.64266666667,10.4306666667,9.33466666667,7.17533333333
385.22,9.82433333333,6.667,6.82466666667,7.54333333333,32.29,5.75833333333,9.21,7.21433333333,13.7696666667,11.8136666667,3.60033333333,10.4226666667,9.21233333333,7.05633333333
385.58,9.82466666667,6.589,6.80866666667,7.58166666667,32.2986666667,5.69666666667,9.18033333333,7.19666666667,13.7986666667,11.884,3.621,10.3703333333,9.157,7.04533333333
385.94,9.759,6.486,6.67866666667,7.525,32.274,5.624,9.20466666667,7.17466666667,13.7963333333,11.8346666667,3.644,10.3253333333,9.15233333333,7.06733333333
386.30,9.736,6.40933333333,6.60833333333,7.447,32.2776666667,5.62966666667,9.189,7.12366666667,13.7,11.795,3.64533333333,10.1906666667,9.09666666667,7.01966666667
386.66,9.67633333333,6.363,6.52066666667,7.42833333333,32.3043333333,5.604,9.14666666667,7.04533333333,13.557,11.7643333333,3.63333333333,10.1493333333,8.994,7.041
387.03,9.68533333333,6.37533333333,6.51,7.46166666667,32.31,5.637,9.11733333333,7.11366666667,13.561,11.7566666667,3.64666666667,10.132,8.93366666667,6.997
387.39,9.554,6.25933333333,6.38633333333,7.31466666667,32.3116666667,5.60833333333,9.02533333333,6.99333333333,13.482,11.6643333333,3.57133333333,10.1006666667,8.849,6.877
387.75,9.597,6.19233333333,6.38366666667,7.35966666667,32.3753333333,5.644,9.08666666667,7.07666666667,13.5673333333,11.7603333333,3.57833333333,10.165,8.91733333333,6.954
388.11,9.502,6.047,6.19733333333,7.233,32.2136666667,5.582,9.024,7.001,13.464,11.6906666667,3.50366666667,10.0376666667,8.78933333333,6.959
388.47,9.46533333333,5.95133333333,6.06566666667,7.12066666667,32.074,5.51566666667,8.935,7.01533333333,13.354,11.645,3.49166666667,10.027,8.76566666667,6.86966666667
388.83,9.44866666667,5.86933333333,6.005,7.011,32.0886666667,5.453,8.85066666667,6.934,13.3096666667,11.6003333333,3.42,9.97266666667,8.66266666667,6.78533333333
389.19,9.546,5.90833333333,6.00366666667,7.023,32.2706666667,5.56566666667,8.919,6.997,13.396,11.637,3.494,9.99466666667,8.737,6.89533333333
389.55,9.586,5.83866666667,5.95666666667,6.99066666667,32.325,5.65233333333,9.01866666667,7.06566666667,13.472,11.62,3.49866666667,10.042,8.70166666667,6.97133333333
389.91,9.60366666667,5.78133333333,5.89066666667,6.929,32.3263333333,5.716,8.892,7.01533333333,13.5023333333,11.6193333333,3.44133333333,9.99766666667,8.62633333333,6.90166666667
390.27,9.62233333333,5.64233333333,5.81133333333,6.829,32.2656666667,5.66933333333,8.79133333333,6.99133333333,13.5456666667,11.5643333333,3.41766666667,10.0636666667,8.525,6.83933333333
390.63,9.62766666667,5.55433333333,5.68433333333,6.665,32.3176666667,5.62466666667,8.76033333333,6.93466666667,13.586,11.525,3.352,10.0583333333,8.42866666667,6.80933333333
391.00,9.53966666667,5.38333333333,5.59033333333,6.52466666667,32.2446666667,5.61466666667,8.721,6.83333333333,13.5286666667,11.4736666667,3.29466666667,10.0186666667,8.34333333333,6.79466666667
391.36,9.59666666667,5.314,5.54066666667,6.462,32.2336666667,5.633,8.67733333333,6.88766666667,13.586,11.4266666667,3.34533333333,10.0423333333,8.266,6.80933333333
391.72,9.601,5.29666666667,5.49033333333,6.39933333333,32.2583333333,5.63266666667,8.641,6.87366666667,13.5773333333,11.4076666667,3.35966666667,10.0123333333,8.16233333333,6.79433333333
392.08,9.65966666667,5.28033333333,5.47733333333,6.37033333333,32.253,5.68633333333,8.67533333333,6.89366666667,13.713,11.4413333333,3.37933333333,10.0716666667,8.138,6.82533333333
392.44,9.68233333333,5.23266666667,5.49233333333,6.334,32.319,5.716,8.75066666667,6.87666666667,13.7776666667,11.463,3.42366666667,10.1096666667,8.054,6.88066666667
392.80,9.68266666667,5.085,5.448,6.28233333333,32.2776666667,5.76466666667,8.77966666667,6.912,13.9353333333,11.432,3.441,10.1793333333,8.04833333333,6.935
393.16,9.626,4.91166666667,5.38433333333,6.09933333333,32.1476666667,5.71066666667,8.706,6.86966666667,13.895,11.3486666667,3.36533333333,10.167,7.90166666667,6.913
393.52,9.53666666667,4.75933333333,5.26766666667,5.91166666667,32.0013333333,5.65033333333,8.583,6.78866666667,13.7736666667,11.255,3.32733333333,10.133,7.746,6.812
393.88,9.51166666667,4.73,5.25166666667,5.857,32.0503333333,5.64,8.68333333333,6.86766666667,13.7846666667,11.2493333333,3.405,10.191,7.694,6.85966666667
394.24,9.523,4.68466666667,5.214,5.83433333333,32.0526666667,5.73133333333,8.75733333333,6.89366666667,13.849,11.3136666667,3.42533333333,10.1926666667,7.62333333333,6.869
394.60,9.50966666667,4.575,5.191,5.806,31.8643333333,5.77533333333,8.74366666667,6.92433333333,13.9156666667,11.2863333333,3.45033333333,10.1473333333,7.543,6.83233333333
394.96,9.54533333333,4.57266666667,5.10366666667,5.75166666667,31.836,5.74966666667,8.74033333333,6.917,13.9153333333,11.27,3.50566666667,10.178,7.45333333333,6.83266666667
395.32,9.56433333333,4.45433333333,5.05733333333,5.67766666667,31.8316666667,5.70133333333,8.83466666667,6.89533333333,13.919,11.297,3.51866666667,10.1666666667,7.34833333333,6.798
395.68,9.48033333333,4.33466666667,4.92633333333,5.574,31.6963333333,5.61133333333,8.76733333333,6.81733333333,13.9013333333,11.1993333333,3.45566666667,10.0596666667,7.20333333333,6.712
396.04,9.454,4.243,4.877,5.51266666667,31.7023333333,5.582,8.737,6.867,13.8566666667,11.1656666667,3.501,10.0856666667,7.13366666667,6.67166666667
396.40,9.532,4.17366666667,4.83666666667,5.45566666667,31.741,5.585,8.72,6.91666666667,13.941,11.1463333333,3.495,10.0953333333,7.092,6.74166666667
396.76,9.576,4.214,4.792,5.436,31.808,5.622,8.77866666667,6.94933333333,13.8766666667,11.166,3.557,10.094,7.043,6.78966666667
397.12,9.65366666667,4.23366666667,4.73166666667,5.44166666667,31.8193333333,5.69433333333,8.795,7.0,13.918,11.1236666667,3.63633333333,10.163,7.04433333333,6.83966666667
397.48,9.78433333333,4.314,4.71533333333,5.42266666667,31.917,5.762,8.85033333333,7.058,14.0496666667,11.1506666667,3.699,10.1863333333,7.052,6.86733333333
397.84,9.816,4.22666666667,4.64833333333,5.31633333333,31.878,5.73766666667,8.75233333333,6.982,14.039,11.1163333333,3.66666666667,10.1633333333,6.98233333333,6.81933333333
398.20,9.778,4.19233333333,4.60366666667,5.21466666667,31.9726666667,5.66733333333,8.75166666667,6.94366666667,13.9706666667,11.0803333333,3.64333333333,10.1986666667,6.966,6.79366666667
398.56,9.816,4.23366666667,4.55766666667,5.18266666667,32.113,5.656,8.85966666667,6.94033333333,13.9386666667,11.0726666667,3.65866666667,10.2356666667,6.95,6.85433333333
398.92,9.88566666667,4.173,4.545,5.158,32.1016666667,5.75066666667,8.85933333333,6.98066666667,14.0506666667,11.1436666667,3.66133333333,10.2543333333,6.951,6.911
399.28,9.83566666667,4.14866666667,4.42766666667,5.08733333333,31.957,5.75233333333,8.79633333333,6.92466666667,14.0063333333,11.115,3.59,10.224,6.86566666667,6.90666666667
399.64,9.85533333333,4.133,4.356,5.01133333333,32.0006666667,5.80333333333,8.82066666667,6.95266666667,14.0746666667,11.129,3.586,10.2676666667,6.826,6.927
400.00,9.912,4.20533333333,4.341,4.99366666667,32.0053333333,5.87633333333,8.84266666667,6.94866666667,14.185,11.1713333333,3.57466666667,10.2653333333,6.79666666667,6.91866666667
400.36,9.835,4.17833333333,4.24933333333,4.874,31.9376666667,5.82566666667,8.85633333333,6.86533333333,14.1726666667,11.1006666667,3.48466666667,10.222,6.72366666667,6.844
400.72,9.78866666667,4.09633333333,4.15333333333,4.78066666667,31.814,5.79,8.85,6.82633333333,14.194,11.13,3.42,10.166,6.60333333333,6.80666666667
