wavelength,Back_TanChif,Belly_TanChif,Breast_TanChif,Crissum_TanChif,Crown_TanChif,DorTail_TanChif,Patch10_TanChif,Patch11_TanChif,Rump_TanChif,Throat_TanChif,WingTip_TanChif
572.49,19.0199833333,4.69666666667,73.3104666667,3.18266666667,53.3788666667,4.1485,10.2752,82.5130000001,13.0070666667,13.9594666667,7.96581428572
572.83,18.885325,4.6896,72.5552666667,3.1708,53.2144666667,4.12276666667,10.2396,81.6859333334,13.1036,13.9172666667,7.94592857143
573.17,18.7958,4.69366666667,71.9824,3.1726,53.2021333333,4.13586666667,10.2292666667,81.0605333333,13.2244666667,13.9088,7.94576666666
573.51,18.658725,4.6532,71.2464,3.1526,53.0445333333,4.09826666667,10.1780666667,80.2889999999,13.3100666667,13.8285333333,7.8804
573.85,18.502075,4.62773333333,70.5134,3.1188,52.9023333333,4.05663333333,10.1317333333,79.4743333333,13.3898,13.7818,7.82106190476
574.19,18.385725,4.67326666667,69.8262,3.14286666667,52.8008666667,4.08073333333,10.1233333333,78.7217333333,13.5511333333,13.7940666666,7.82085714287
574.53,18.2499083333,4.68193333333,69.0664,3.13753333333,52.6566,4.1036,10.0913333333,77.8644000001,13.656,13.7502666667,7.80137619047
574.87,18.1576666667,4.72326666667,68.4117333333,3.188,52.593,4.1392,10.1093333333,77.1386666667,13.8143333333,13.7592666667,7.82344761905
575.21,18.0738583333,4.7596,67.7808,3.21253333333,52.4962666667,4.1633,10.0887333333,76.4449333334,13.9760666667,13.7753333333,7.8345952381
575.55,17.9644166667,4.80286666666,67.0674666667,3.2638,52.3281333333,4.19616666667,10.0873333333,75.6328,14.1546666666,13.7806,7.84418571429
575.89,17.8772833333,4.8286,66.3427333333,3.32186666667,52.1738666667,4.2438,10.1034,74.8479333334,14.3331333333,13.7838666667,7.86859523809
576.22,17.7305083333,4.81473333333,65.6361333333,3.3222,52.0411333333,4.24743333333,10.0824,74.0406666666,14.4842,13.7414666666,7.84494285714
576.56,17.6235583333,4.81033333333,65.0054666667,3.33366666666,51.9601333333,4.25386666667,10.0724666667,73.3360666667,14.6206,13.7099333333,7.82124285713
576.90,17.5029083333,4.7844,64.2832666667,3.3368,51.7792666667,4.24076666667,10.0620666667,72.5388666667,14.7424,13.6821333333,7.78770000001
577.24,17.3997,4.81766666667,63.6803333333,3.3664,51.753,4.28336666667,10.0992666667,71.8408,14.9344,13.7027333333,7.79519047619
577.58,17.2783166667,4.83446666667,63.0375333333,3.38946666667,51.6568666667,4.30476666667,10.0902,71.1017333334,15.1096,13.6948,7.79367619047
577.92,17.1357833333,4.83226666667,62.3454,3.39013333333,51.5260666667,4.3246,10.0846,70.3194,15.2683333333,13.6703333333,7.80135238095
578.26,17.0930666667,4.90413333333,61.8208,3.47706666667,51.5266,4.4159,10.1682,69.7027333333,15.5646,13.7344666666,7.86870476191
578.60,16.929425,4.86866666667,61.0750666667,3.44746666667,51.3183333333,4.4098,10.1292,68.8574,15.7311333333,13.6826666666,7.83389047619
578.94,16.7535416667,4.83713333333,60.3702666667,3.426,51.137,4.37576666667,10.0841333333,68.0339333333,15.8676,13.6005333333,7.77140476191
579.28,16.5584166667,4.7838,59.7134666667,3.38553333333,51.0062,4.3588,10.0588,67.2372,15.9972666667,13.5454,7.73332857142
579.61,16.3905166667,4.741,59.0636666667,3.3464,50.8461333334,4.33093333333,9.99733333333,66.4454,16.1387333333,13.4841333334,7.68455714286
579.95,16.22245,4.72206666667,58.3623333333,3.3328,50.6312666667,4.33013333333,9.96053333334,65.6488666667,16.2958,13.4819333333,7.65038095239
580.29,16.1093166667,4.75146666667,57.6979333333,3.3864,50.4544,4.3967,9.98699999999,64.9224,16.5410666667,13.5046,7.68473333334
580.63,16.0234666667,4.82486666667,57.0906,3.45633333333,50.3315333333,4.45576666667,10.0216666667,64.2255333333,16.8272666667,13.5492666667,7.73397619047
580.97,15.8775666667,4.8336,56.4307333333,3.44766666667,50.1134,4.44153333333,9.98126666666,63.4442666667,17.0109333333,13.5345333333,7.71360000001
581.31,15.753,4.8574,55.7908666667,3.50206666667,49.9152,4.48546666667,10.0096,62.6700666667,17.2488,13.5276,7.74497142857
581.65,15.6096916667,4.83953333333,55.1715333334,3.507,49.7095333333,4.4524,9.98,61.9181333333,17.4551333333,13.5058666667,7.69838571428
581.98,15.3729083333,4.71933333333,54.4944666666,3.40986666667,49.4208666667,4.32796666667,9.8582,61.1142,17.5328,13.3902666666,7.57843809524
582.32,15.2384416667,4.71706666667,53.9660666667,3.39673333333,49.2753333333,4.31326666667,9.84026666667,60.4386666667,17.7412,13.3758,7.54143809524
582.66,15.1777083333,4.77233333333,53.4696666667,3.46233333333,49.1226,4.389,9.91706666667,59.7939333333,18.0526,13.4616,7.60534285715
583.00,15.0790166667,4.79653333333,52.8708666667,3.48113333333,48.8970666667,4.38306666667,9.90446666666,59.165,18.2871333333,13.4626666667,7.58967142858
583.34,14.9342833333,4.82226666667,52.2595333333,3.49533333333,48.6867333333,4.3671,9.89673333333,58.4600666667,18.5174,13.4702,7.58206666667
583.68,14.8724666667,4.8756,51.7872666667,3.5274,48.5555333333,4.40193333333,9.92866666666,57.8894666666,18.7788,13.4814666667,7.61326666667
584.01,14.7263416667,4.85253333333,51.1573333333,3.469,48.2832666667,4.3652,9.8568,57.1303333333,18.9522666667,13.4214,7.56629047619
584.35,14.539225,4.79953333333,50.5749333333,3.40633333333,48.0200666667,4.34586666667,9.78779999999,56.4129333333,19.1136,13.3586666667,7.50644285714
584.69,14.4039333333,4.7618,50.0366666667,3.40546666667,47.7361333333,4.3514,9.76880000001,55.7261333333,19.3544666667,13.3476666667,7.48144285713
585.03,14.259375,4.71753333333,49.4472,3.35366666667,47.484,4.31873333333,9.68353333334,55.0940666667,19.5139333333,13.2783333333,7.40409047619
585.37,14.1226833333,4.70506666667,48.8146,3.3418,47.1791333333,4.31883333333,9.64213333333,54.3989333333,19.6620666666,13.2260666667,7.37924761905
585.70,14.045775,4.76053333333,48.2952,3.36273333333,46.9446666667,4.3508,9.66706666667,53.783,19.9226,13.2479333333,7.38659523809
586.04,13.9084916667,4.73133333333,47.7838,3.32906666667,46.71,4.30606666667,9.6226,53.2209333333,20.1188,13.2190666667,7.35254761904
586.38,13.6758583333,4.64053333333,47.1071333333,3.25746666667,46.3810666667,4.20046666667,9.52873333333,52.4747333333,20.2286666667,13.1130666667,7.26601904763
586.72,13.58505,4.64993333333,46.6277333333,3.27953333333,46.1459333333,4.22963333333,9.55113333333,51.8537333333,20.5157333333,13.1180666667,7.29421904763
587.06,13.4663916667,4.60033333333,46.2054666667,3.25326666667,45.9196666667,4.21753333333,9.49726666666,51.3112,20.7295333333,13.0478666667,7.24796666667
587.39,13.3472416667,4.59093333333,45.787,3.24493333333,45.7202666667,4.20836666667,9.49433333334,50.7648666667,21.0001333333,13.0432666667,7.23786190476
587.73,13.2574583333,4.62066666667,45.4128666667,3.29673333333,45.5493333333,4.25926666667,9.55233333333,50.2714666667,21.3064,13.0904,7.25900476191
588.07,13.1786583333,4.62946666667,45.0169333333,3.29926666667,45.3652,4.2476,9.55760000001,49.8007333333,21.5822,13.086,7.26844761905
588.41,13.0965333333,4.68086666667,44.5899333333,3.33653333333,45.1856666667,4.26593333333,9.56379999999,49.3082666667,21.8542,13.0766666667,7.29477619048
588.74,13.0431166667,4.75086666667,44.2506,3.4008,45.0106666667,4.3121,9.62880000001,48.8505333333,22.1602666667,13.1369333333,7.3513095238
589.08,12.9140416667,4.711,43.826,3.36486666667,44.751,4.2827,9.6196,48.2906,22.3822,13.1142,7.30327619047
589.42,12.805875,4.70066666667,43.3894666666,3.37413333333,44.5231333333,4.27653333333,9.61066666667,47.7996666667,22.6166666667,13.082,7.29859047619
589.76,12.7585833333,4.77573333333,43.0489333333,3.46426666667,44.3144666667,4.37143333333,9.66880000001,47.3056666667,22.9122,13.1169333333,7.35350476191
590.09,12.7485916667,4.83626666667,42.7022,3.51326666667,44.091,4.44503333333,9.70086666667,46.908,23.2006666667,13.1272666667,7.38308095237
590.43,12.7031583333,4.8982,42.3516,3.57753333333,43.9090666667,4.50903333333,9.73406666667,46.4737333333,23.4518666667,13.1344666666,7.42240952381
590.77,12.6647666667,4.99973333333,41.9302,3.65426666667,43.6658,4.59543333333,9.80159999999,45.9736666667,23.7379333333,13.2058,7.49938095239
591.11,12.493725,4.94673333333,41.4050666667,3.62126666667,43.3212666666,4.5605,9.71326666667,45.3756666667,23.9127333333,13.1273333333,7.44495238095
591.44,12.3983666667,4.92473333333,40.9840666667,3.6068,43.067,4.55653333333,9.67180000001,44.8753333333,24.1239333333,13.0855333333,7.45174761904
591.78,12.2435416667,4.88146666667,40.5427333333,3.56393333333,42.7268,4.52113333333,9.61793333333,44.2718,24.3018666667,13.0313333333,7.38750952381
592.12,12.11335,4.83586666667,40.1038666667,3.53386666667,42.4629333334,4.5196,9.57779999999,43.7411333333,24.5105333333,13.0146666667,7.34375714285
592.46,11.9112,4.7348,39.5923333333,3.438,42.0906,4.4432,9.45799999999,43.1344666667,24.6741333333,12.9047333333,7.24328095239
592.79,11.8193583333,4.7458,39.2519333333,3.44913333333,41.8964,4.4512,9.4342,42.6906666667,24.9705333333,12.8961333333,7.25943809525
593.13,11.6981166667,4.71566666667,38.8494666667,3.42973333333,41.6119333333,4.4197,9.38006666667,42.1731333333,25.178,12.8720666667,7.23473333333
593.47,11.5852583333,4.67246666667,38.4046,3.3814,41.2938,4.39766666667,9.34500000001,41.6530666667,25.4192,12.8397333333,7.18393809523
593.80,11.4658583333,4.6708,38.0574666666,3.39253333333,41.0599333333,4.4142,9.33386666667,41.177,25.6874666667,12.8683333334,7.18365238096
594.14,11.3363833333,4.6294,37.6352666667,3.3726,40.7417333333,4.35876666667,9.29293333333,40.6646666667,25.9134,12.8620666667,7.14283333333
594.48,11.1943833333,4.58866666667,37.2303333333,3.3452,40.4277333333,4.31706666667,9.25253333333,40.1399333333,26.1448666667,12.7981333333,7.08571428571
594.81,11.0911083333,4.55733333333,36.8891333333,3.29766666667,40.1462,4.2917,9.22599999999,39.689,26.3658666666,12.7864,7.04296190476
595.15,10.9847333333,4.55453333333,36.5212666667,3.2874,39.8549333333,4.29433333333,9.20199999999,39.2399333333,26.5984666667,12.7763333333,7.01004285715
595.49,10.9029583333,4.56046666667,36.1272666667,3.31586666667,39.5484,4.3063,9.19599999999,38.8044,26.811,12.7511333333,7.0306952381
595.82,10.8347916667,4.55893333333,35.8434666667,3.305,39.2514666667,4.29663333333,9.18686666667,38.4311333333,27.0034666667,12.7316,7.02783333334
596.16,10.809925,4.6076,35.5965333333,3.35026666667,39.0306,4.34136666667,9.23126666667,38.0765333333,27.2192666667,12.7700666667,7.07672380953
596.50,10.7504166667,4.6278,35.3365333333,3.36406666667,38.7823333333,4.35853333333,9.22486666667,37.7378,27.429,12.7744,7.07677142858
596.83,10.6793,4.63106666667,35.0354,3.37446666667,38.5356666667,4.3778,9.22406666666,37.3938666667,27.6146666667,12.7664666667,7.05439047619
597.17,10.6408833333,4.67553333333,34.7922,3.4132,38.3727333333,4.4074,9.24266666667,37.1113333333,27.8096,12.8055333333,7.10191904762
597.51,10.5913416667,4.67926666667,34.5320666667,3.42566666667,38.1502666667,4.403,9.23173333333,36.7917333333,27.9944,12.7862666667,7.10630952381
597.84,10.5081333333,4.6582,34.2386666667,3.37033333333,37.9101333334,4.38753333333,9.19826666667,36.4431333333,28.1249333333,12.7262666667,7.07215238095
598.18,10.4280833333,4.62126666667,33.9804,3.32273333333,37.6863333333,4.36483333333,9.17173333333,36.1612666667,28.2744,12.6994,7.04997619048
598.52,10.440875,4.7184,33.7307333333,3.45466666667,37.4992,4.43483333333,9.24766666667,35.8684,28.5273333333,12.7485333333,7.13788095237
598.85,10.4145916667,4.7424,33.4607333333,3.49933333333,37.2526,4.44473333333,9.2566,35.5312666667,28.7158,12.7542666667,7.15166190475
599.19,10.3699166667,4.78073333333,33.2217333333,3.55746666667,37.0607333333,4.50013333333,9.27446666666,35.2133333333,28.9632,12.8031333333,7.17475238096
599.53,10.3025666667,4.78626666667,32.9248666667,3.58753333333,36.8192666667,4.52133333333,9.25726666666,34.8544666667,29.1979333333,12.7997333333,7.1917904762
599.86,10.2386083333,4.78293333333,32.6358666666,3.61953333333,36.5496,4.54483333333,9.2358,34.5158666667,29.4551333333,12.8023333333,7.17372380953
600.20,10.1315333333,4.76093333333,32.2752,3.63013333333,36.1866,4.55396666667,9.22360000001,34.1075333333,29.617,12.7791333333,7.15761428571
600.53,10.0957416667,4.8018,32.0324666667,3.67186666667,35.9234,4.59386666667,9.2628,33.7851333333,29.8943333333,12.7941333333,7.20534761904
600.87,9.97003333335,4.74113333333,31.6701333333,3.63913333334,35.5046666667,4.56493333333,9.18953333333,33.3542,30.0607333333,12.7005333333,7.15215714287
601.21,9.84993333334,4.69926666667,31.3257333333,3.59226666667,35.1246,4.5448,9.15279999999,32.9455333334,30.2454666667,12.6714,7.09744761905
601.54,9.74321666667,4.6766,31.0378666667,3.57666666667,34.7768666667,4.5252,9.10126666667,32.5582666667,30.4662666667,12.6554,7.08494761904
601.88,9.64948333334,4.68026666667,30.7254,3.5984,34.4408666667,4.50303333333,9.07906666667,32.1949333333,30.7110666667,12.6451333333,7.03945238096
602.21,9.604475,4.68986666667,30.5174666667,3.59146666667,34.1757333333,4.54396666667,9.08220000001,31.9064666667,31.0011333333,12.6717333333,7.06487619048
602.55,9.47954999999,4.65286666667,30.2682,3.51986666667,33.9044,4.49846666667,9.03373333333,31.5887333333,31.2552666667,12.6335333333,7.01427619048
602.88,9.38909166667,4.61133333333,30.0474,3.44486666666,33.6431333333,4.44,8.98839999999,31.2846666666,31.4772,12.6004666667,6.96086666666
603.22,9.30631666667,4.5992,29.7751333333,3.4076,33.3111333333,4.42126666667,8.96506666666,30.9601333333,31.6216666667,12.5635333333,6.95746666667
603.56,9.30445833334,4.6532,29.6116,3.46513333333,33.1152666667,4.47616666667,9.02046666667,30.7429333333,31.8457333333,12.6069333334,7.01917142858
603.89,9.31208333334,4.67653333333,29.4677333333,3.49526666667,32.9587333333,4.5018,9.04826666666,30.5564666667,32.0865333333,12.6189333333,7.0597095238
604.23,9.26793333334,4.68933333333,29.2949333333,3.4962,32.7731333333,4.53583333333,9.05213333333,30.3507333333,32.2563333333,12.6184,7.06746190476
604.56,9.22455000001,4.69386666667,29.1331333334,3.48593333333,32.6033333333,4.52436666667,9.05846666667,30.1160666667,32.4297333333,12.5959333333,7.04116666666
604.90,9.19183333335,4.7148,28.9688,3.5132,32.4648,4.53766666667,9.04926666667,29.9040666667,32.6188666667,12.5807333333,7.04819999999
605.23,9.15108333334,4.72926666667,28.8209333333,3.5454,32.3288,4.5491,9.07099999999,29.7362666667,32.8290666667,12.5734,7.04217142858
605.57,9.18100833333,4.7866,28.7019333333,3.59473333333,32.1966666667,4.63706666667,9.11546666666,29.5397333333,33.0131333333,12.6206666667,7.12723333334
605.90,9.10524999999,4.74933333333,28.483,3.56493333333,31.9550666667,4.601,9.07499999999,29.2696666667,33.1242,12.5686666667,7.08135238096
606.24,9.08745833333,4.76766666667,28.3157333333,3.614,31.7252,4.63286666667,9.09453333333,29.0527333333,33.3108,12.6018,7.11327142858
606.58,9.05949166667,4.79586666667,28.0896,3.63953333333,31.4970666667,4.67666666667,9.11746666667,28.8027333333,33.5118666667,12.5958666667,7.12914761905
606.91,9.00206666667,4.7928,27.8832,3.65433333333,31.2999333333,4.6578,9.10986666667,28.5445333333,33.737,12.5744666667,7.10458571429
607.25,8.850575,4.6958,27.6152666667,3.52833333333,31.0025333333,4.5349,9.00306666667,28.212,33.9029333333,12.4880666667,6.97935238095
607.58,8.77833333333,4.71186666667,27.3917333333,3.532,30.7438,4.53426666667,9.00893333333,27.8949333334,34.0778666667,12.5048666667,6.96393333333
607.92,8.72803333333,4.7166,27.1937333333,3.54046666667,30.4747333333,4.5301,8.98393333333,27.5954666667,34.257,12.5133333333,6.96377142858
608.25,8.64803333333,4.6918,26.958,3.50546666666,30.1849333333,4.50053333333,8.91513333333,27.286,34.3659333333,12.4966666667,6.98083333333
608.59,8.56544166667,4.67173333333,26.7644666667,3.4588,29.9136,4.45443333333,8.8822,27.0282666667,34.4893333333,12.4679333333,6.94946190475
608.92,8.54104166667,4.6802,26.5536,3.46293333333,29.6497333333,4.4766,8.86333333333,26.7675333333,34.6182666667,12.4721333333,6.97603809525
609.26,8.50484166667,4.67226666667,26.4468,3.45926666667,29.4706,4.46576666667,8.8538,26.5968,34.8748666667,12.4762666667,6.99731904762
609.59,8.45263333333,4.65986666667,26.2448666667,3.46293333333,29.2398666667,4.45033333333,8.83746666667,26.3834666667,34.9905333333,12.4471333333,6.98028095239
609.93,8.39345000001,4.6466,26.0569333333,3.44273333333,29.0324,4.4339,8.82093333333,26.1398,35.0876666666,12.4019333333,6.98566190477
610.26,8.39751666666,4.65433333333,25.9257333333,3.48446666667,28.861,4.44843333333,8.8256,25.9700666667,35.2245333333,12.4078666667,7.02020476191
610.60,8.390125,4.67706666667,25.7764666667,3.48873333333,28.6739333333,4.47386666667,8.84353333333,25.79,35.3802666667,12.4381333333,7.0271
610.93,8.42950833335,4.76033333333,25.6904666667,3.56146666667,28.5602666667,4.5646,8.91973333333,25.655,35.5701333333,12.493,7.11726666667
611.27,8.41888333333,4.77526666666,25.5606,3.55093333333,28.4206666667,4.57743333333,8.91626666667,25.5277333333,35.7234,12.4796,7.13421904762
611.60,8.38918333334,4.77533333333,25.3922666667,3.5606,28.2413333334,4.59236666667,8.92053333333,25.3621333333,35.8954666667,12.4819333333,7.13956190476
611.93,8.43169166666,4.84286666667,25.3204666667,3.65226666667,28.1148,4.6623,8.99633333333,25.2553333333,36.1311333333,12.5497333333,7.17555238095
612.27,8.47070833333,4.89786666667,25.228,3.75346666667,27.9952,4.75473333333,9.062,25.1159333333,36.3564,12.6174666667,7.24827142858
612.60,8.46579166667,4.932,25.1333333333,3.77793333333,27.8611333333,4.80553333333,9.10286666667,24.9973333333,36.5939333333,12.6326,7.27983333333
612.94,8.35278333333,4.8972,24.9052666667,3.75786666666,27.6272,4.78963333333,9.07146666667,24.752,36.646,12.5769333333,7.20654761904
613.27,8.30567500001,4.92006666667,24.7732,3.7494,27.4218,4.80856666667,9.08073333333,24.5496666667,36.809,12.5958,7.23210952381
613.61,8.28289166667,4.9272,24.6446,3.7592,27.2286,4.82656666667,9.08593333333,24.4201333333,36.9938,12.6084,7.23627142857
613.94,8.20219999999,4.91546666667,24.5316666667,3.7268,27.0573333333,4.7908,9.0628,24.2442666667,37.2172,12.6113333333,7.21410476191
614.28,8.118275,4.87246666667,24.4052,3.6904,26.8666666667,4.77496666667,9.0144,24.0643333333,37.3616,12.5586,7.15802380953
614.61,8.03335833334,4.8308,24.1812666667,3.6608,26.5913333333,4.75123333333,8.97006666667,23.8058666667,37.4466666667,12.4959333333,7.13468095238
614.94,8.02805833333,4.83406666667,24.0782,3.7176,26.3774666667,4.79363333333,8.9956,23.6250666667,37.5989333333,12.527,7.15665714286
615.28,7.93611666668,4.77346666667,23.8758666667,3.65493333333,26.1091333333,4.72416666667,8.93313333333,23.3657333333,37.703,12.4607333333,7.08760952381
615.61,7.75366666667,4.64986666667,23.6363333333,3.52186666667,25.8222666667,4.6278,8.80966666667,23.0999333333,37.7998666667,12.3358,6.98345714286
615.95,7.64484166666,4.59406666667,23.4647333333,3.41646666667,25.5671333333,4.5626,8.73626666667,22.9320666667,37.9388,12.2464,6.94578571429
616.28,7.59504166667,4.5846,23.3408666667,3.4126,25.3643333333,4.5333,8.7014,22.7256666667,38.0372666667,12.2454,6.9303
616.61,7.60348333333,4.61393333333,23.2714,3.42493333333,25.1734666667,4.5426,8.67606666666,22.6179333333,38.2340666667,12.2704666667,6.94125714286
616.95,7.62667499999,4.67146666667,23.2332,3.46146666667,25.0984666667,4.5896,8.73833333333,22.5538,38.4860666667,12.3366666667,6.96242857142
617.28,7.64371666667,4.7034,23.1604,3.49353333333,24.9616666667,4.5948,8.75726666667,22.407,38.6293333333,12.3582,6.97493333333
617.62,7.64934166667,4.73446666667,23.0472,3.51813333334,24.7625333333,4.64693333333,8.81446666667,22.3017333333,38.7147333333,12.3641333333,7.01305714286
617.95,7.6889,4.78706666667,22.958,3.59993333333,24.602,4.71553333333,8.83673333333,22.2083333333,38.8554666667,12.3992,7.10054761905
618.28,7.63368333333,4.73886666667,22.8678,3.591,24.4201333333,4.6824,8.79626666667,22.0784,38.9995333334,12.3932666667,7.07702857143
618.62,7.52152500001,4.68106666667,22.696,3.52333333333,24.2390666667,4.58636666667,8.70833333333,21.9196666667,39.1424,12.3004666667,7.02593333333
618.95,7.56292499999,4.75813333333,22.7292,3.61026666667,24.2217333333,4.6524,8.79613333333,21.9138,39.3686666667,12.3671333333,7.12937619047
619.28,7.62670833334,4.85033333333,22.7039333333,3.70873333334,24.1382666667,4.7042,8.8672,21.8890666667,39.5902,12.4742666666,7.19714761905
619.62,7.63890000001,4.88586666667,22.6175333333,3.7388,23.9898,4.72816666667,8.887,21.77,39.7004,12.5037333333,7.19238571429
619.95,7.638625,4.88966666667,22.5162666667,3.7356,23.8547333333,4.75036666667,8.906,21.687,39.8938,12.5226,7.21036190476
620.28,7.54099166666,4.81833333333,22.3456,3.66806666667,23.6911333334,4.69346666667,8.86313333333,21.5056666667,39.9618,12.4514666667,7.16846190476
620.62,7.43563333333,4.7322,22.1486666667,3.5986,23.4204,4.60633333333,8.75833333333,21.2855333333,39.9804,12.3248,7.1044047619
620.95,7.38650833333,4.7496,22.0148666667,3.62073333333,23.2227333333,4.6422,8.75693333333,21.145,40.0288,12.2983333333,7.09483333333
621.28,7.30168333334,4.70026666667,21.8548,3.56506666667,23.0764666667,4.57993333333,8.67446666667,20.9612,40.1174666667,12.2165333333,7.03378571429
621.62,7.26112500001,4.67,21.7823333333,3.5354,22.9320666667,4.55006666667,8.6614,20.8314,40.226,12.2116666667,7.01876190476
621.95,7.26435,4.6886,21.6759333333,3.54293333333,22.8022,4.55463333333,8.66573333333,20.7595333333,40.3735333333,12.1707333333,7.02107619047
622.28,7.2653,4.7228,21.5661333333,3.5456,22.6281333333,4.6023,8.67653333333,20.6520666667,40.4403333333,12.191,7.05586190476
622.62,7.22996666668,4.69886666667,21.4215333333,3.50946666667,22.4056,4.56006666667,8.62813333333,20.4794666667,40.5133333333,12.1680666667,7.02200476191
622.95,7.22864166666,4.7042,21.3381333333,3.51306666667,22.2998,4.61153333333,8.65073333333,20.3756,40.6102,12.1595333333,7.03907619047
623.28,7.20928333332,4.68466666667,21.2528,3.53553333333,22.1672666667,4.59573333333,8.65173333334,20.2559333334,40.7687333333,12.1863333333,7.06501904762
623.62,7.23111666667,4.71673333333,21.2315333333,3.6086,22.0128666666,4.6572,8.68033333333,20.1799333333,40.9216,12.2027333333,7.1113
623.95,7.33301666667,4.80793333333,21.2366,3.72526666667,21.9168666667,4.74913333333,8.77953333333,20.1624666666,41.1282,12.2958,7.22652380953
624.28,7.35355833334,4.8258,21.1939333333,3.73946666667,21.8028,4.80493333333,8.81213333333,20.0878,41.2832666667,12.3278666667,7.26165714286
624.62,7.35833333333,4.85466666666,21.1514666667,3.73633333333,21.7442666667,4.8183,8.84093333333,20.0404666667,41.535,12.3584666667,7.28092857143
624.95,7.34148333333,4.89153333333,21.0925333333,3.73993333333,21.5566666667,4.8305,8.84593333333,19.9541333333,41.6714666667,12.3678666667,7.27537619047
625.28,7.33954166667,4.90966666667,21.0078666667,3.75113333333,21.4024,4.84176666667,8.85273333333,19.8367333333,41.7998,12.3588666667,7.30530476191
625.61,7.32130833333,4.92913333333,20.9332,3.7856,21.2525333333,4.8704,8.87346666667,19.7230666667,41.8508,12.3902666667,7.3332095238
625.95,7.29109166666,4.91353333333,20.8960666667,3.7612,21.1396,4.8688,8.86286666667,19.6460666667,42.0106666667,12.374,7.30929047619
626.28,7.28464999999,4.90746666666,20.8069333333,3.75246666667,21.0514666667,4.9206,8.86326666667,19.5880666667,42.1146,12.3544666667,7.30598571429
626.61,7.23943333334,4.8744,20.7305333334,3.72606666667,20.8973333333,4.89336666667,8.82506666667,19.4954,42.2117333333,12.2993333333,7.26898095238
626.94,7.16125,4.82693333333,20.6187333334,3.6408,20.7294,4.83946666667,8.7512,19.3664,42.2434,12.2064666667,7.20064285714
627.28,7.06235833334,4.7918,20.4682666667,3.56573333333,20.5636666667,4.75643333333,8.69286666666,19.213,42.2398,12.1242,7.11681904762
627.61,6.99478333333,4.7544,20.3406666667,3.51346666667,20.4150666667,4.719,8.65306666667,19.068,42.2762,12.0734,7.06344285714
627.94,6.91557500001,4.7082,20.2103333333,3.4808,20.2938,4.64943333333,8.59006666667,18.9616666667,42.3429333333,12.0474,7.01276666667
628.27,6.83438333333,4.64826666667,20.0688,3.43313333333,20.0708666667,4.59183333333,8.49413333333,18.7956666667,42.3026,11.9311333333,6.9462
628.61,6.79930833334,4.5936,19.9742666667,3.41166666667,19.9534666666,4.5831,8.45233333333,18.6764,42.3792666667,11.8919333333,6.91803809524
628.94,6.71104166667,4.54206666667,19.8592666667,3.3314,19.8382,4.49163333333,8.3898,18.5620666667,42.4682,11.8612666667,6.81657619047
629.27,6.7079,4.57333333333,19.8193333333,3.31926666667,19.7882,4.50363333333,8.38926666667,18.5214,42.6578,11.8888,6.82056190476
629.60,6.73098333334,4.6214,19.7243333333,3.38073333333,19.7304666667,4.5141,8.41633333333,18.4533333333,42.767,11.9302,6.82793809524
629.94,6.64788333333,4.58273333333,19.6476,3.33646666667,19.5786,4.44893333333,8.35893333333,18.3143333333,42.8932,11.878,6.76745714286
630.27,6.65340833334,4.62133333333,19.5832,3.35486666667,19.4854666667,4.46613333333,8.39253333333,18.2128,42.9504,11.9240666667,6.80348095238
630.60,6.69932499999,4.67206666667,19.5458666667,3.3884,19.4200666667,4.54823333333,8.45566666667,18.1345333333,43.0376666667,11.9713333333,6.86798095238
630.93,6.67289999999,4.63226666667,19.472,3.3352,19.3406666667,4.52626666667,8.39993333333,18.0452,43.2018666667,11.9737333333,6.83700476191
631.26,6.67530000001,4.64346666667,19.4074666667,3.3374,19.2322666667,4.5191,8.38893333333,18.0046,43.3394,11.9729333333,6.8289
631.60,6.75068333334,4.70393333333,19.4014,3.40266666666,19.1428666667,4.60446666667,8.44626666667,17.9362,43.4463333333,11.9922666667,6.90652380953
631.93,6.75442499999,4.68573333334,19.4020666667,3.41853333333,19.0988,4.63136666667,8.4864,17.9074666666,43.6568,12.058,6.94632380953
632.26,6.77059166667,4.7282,19.394,3.4718,19.0494,4.67676666667,8.53446666667,17.9064666667,43.8366,12.0813333333,7.01429523809
632.59,6.80508333334,4.76106666667,19.3584,3.53733333333,18.9786666667,4.79496666667,8.5638,17.8817333333,43.9831333333,12.0897333333,7.09074761905
632.92,6.81054166667,4.74546666667,19.3133333333,3.55526666667,18.8888666667,4.79513333333,8.55166666667,17.8063333333,44.0633333333,12.0713333333,7.11619047619
633.26,6.7602,4.68973333333,19.2262666667,3.5048,18.7354,4.7992,8.5164,17.6992,44.1082,12.0004666667,7.1105095238
633.59,6.75787499999,4.69466666667,19.1631333333,3.53813333333,18.6380666667,4.79906666667,8.51653333333,17.6201333333,44.1369333333,11.9996666667,7.13443809524
633.92,6.74602500001,4.69626666667,19.1592,3.5784,18.5985333333,4.81143333333,8.52113333333,17.6167333333,44.3414,11.9919333333,7.15346666667
634.25,6.72212500001,4.69126666667,19.1087333333,3.5936,18.5225333333,4.78453333333,8.49306666667,17.5824666667,44.4973333333,11.9715333333,7.12013333333
634.58,6.7413,4.74673333333,19.1017333333,3.6668,18.4566666667,4.8174,8.56113333333,17.5556,44.6073333333,11.9879333333,7.19108095238
