wavelength,Back_PooBolm,Belly_PooBolm,Breast_PooBolm,Crissum_PooBolm,Crown_PooBolm,DorTail_PooBolm,Patch10_PooBolm,Patch11_PooBolm,Rump_PooBolm,Throat_PooBolm,WingTip_PooBolm
309.27,9.1602,11.8578666667,4.7078,9.59613333335,5.98373333334,7.64173333333,7.75346666667,19.6455333334,6.36017777778,10.2169333333,9.81099999999
309.64,9.04873333333,11.6973333333,4.54086666667,9.46593333333,5.79286666667,7.6232,7.65213333333,19.7190666667,6.23071111111,10.0734,9.57126666667
310.01,8.88559999999,11.6243333334,4.37193333333,9.3456,5.6408,7.4236,7.46353333333,19.5518,5.97895555555,9.96120000001,9.4194
310.38,8.75966666667,11.6492666667,4.23266666667,9.20746666667,5.53933333333,7.3598,7.52533333333,19.525,5.81211111111,9.99000000001,9.26986666667
310.75,8.59220000001,11.5018,3.9318,9.1312,5.3644,7.1518,7.48006666667,19.5359333333,5.6744,9.80053333334,9.043
311.12,8.63246666667,11.7802666667,3.9188,9.32433333333,5.41126666667,7.20193333333,7.78253333333,19.6249333333,5.77335555555,9.99899999999,9.07920000001
311.49,8.6972,11.956,3.98473333333,9.47753333333,5.61953333333,7.29206666667,7.93953333333,19.7592666667,5.77995555555,10.1828,9.16573333333
311.85,8.60573333333,12.0864666667,3.9044,9.44586666666,5.53973333333,7.20113333333,7.97753333333,19.8032666667,5.85768888889,10.2786666667,9.14753333333
312.22,8.70446666667,12.0654,3.92366666667,9.46293333333,5.46733333334,7.2124,7.9764,19.9355333333,5.93864444445,10.3317333333,9.21013333334
312.59,8.6606,12.0672,3.8004,9.40166666668,5.41986666666,7.05853333333,7.88266666667,19.8243333333,5.78848888889,10.3456,9.21826666667
312.96,8.32593333333,11.7945333333,3.41126666667,9.06253333335,5.01346666667,6.7198,7.589,19.4666,5.39324444444,10.1352666667,8.72886666667
313.33,8.3228,11.9418,3.42653333333,9.18686666666,5.15679999999,6.9494,7.81766666667,19.4266,5.43562222222,10.2997333333,8.804
313.70,8.07686666666,11.8652,2.9672,8.8298,4.98133333333,6.65006666667,7.72946666666,19.2246,5.2406,10.1136666667,8.52986666666
314.07,8.0886,11.9430666667,2.7444,8.73826666667,4.8626,6.47146666667,7.7808,19.2973333333,5.3168,10.173,8.3094
314.43,8.31933333334,12.1399333333,2.8504,8.96473333333,4.97933333334,6.4976,7.81679999999,19.582,5.48848888889,10.2208,8.42106666667
314.80,8.46806666668,12.6306666667,3.1354,9.22166666665,5.13899999999,6.79106666667,8.03213333334,19.949,5.74826666667,10.6294,8.71466666667
315.17,8.40506666666,12.6920666667,3.24813333333,9.07180000001,5.06613333334,6.78646666667,7.86573333333,19.8275333333,5.79897777778,10.6746,8.72266666667
315.54,8.10539999999,12.6697333333,3.08146666667,8.92693333333,4.77779999999,6.49953333333,7.77126666666,19.6867333333,5.63162222222,10.6208,8.48833333333
315.91,8.02913333333,12.6228,2.98513333333,8.97413333335,4.58906666667,6.3736,7.81326666667,19.8382,5.53017777778,10.8008666666,8.21666666667
316.28,7.91139999999,12.7833333333,2.96346666667,8.82406666667,4.54006666667,6.29906666667,7.87100000001,19.8670666667,5.47233333333,10.9862,8.18153333333
316.64,8.00913333332,12.8415333333,2.99126666667,8.81926666667,4.38113333333,6.35546666667,7.89753333333,19.9644666667,5.60153333333,11.0597333333,8.1564
317.01,8.7524,13.8091333333,3.87306666667,9.53593333333,5.17280000001,6.9626,8.66013333334,20.8618,6.36926666667,11.9626666667,8.94413333334
317.38,9.16633333333,14.3021333333,4.143,9.84813333333,5.38706666666,6.99186666667,8.86960000001,21.337,6.62355555555,12.3573333333,9.16393333334
317.75,9.43233333334,14.7281333333,4.3814,10.2244666667,5.61273333333,7.16846666667,9.029,21.7092666667,6.69795555555,12.6156,9.4492
318.12,9.81480000001,15.3101333333,5.02873333333,10.801,6.02700000001,7.6094,9.56473333334,22.1621333333,7.08593333333,13.2010666667,9.95433333333
318.49,9.41253333333,15.1704,4.6676,10.4229333333,5.77940000001,7.16946666667,9.38606666666,21.7717333333,6.67388888889,13.1522,9.58673333333
318.85,9.33573333333,15.0565333333,4.4862,10.2407333333,5.71113333333,6.9796,9.38880000001,21.5810666667,6.47735555555,13.0108666667,9.44166666667
319.22,9.62533333333,15.3236,4.58146666667,10.528,5.91486666666,7.11193333333,9.67386666668,21.8516,6.52477777778,13.3478666667,9.6106
319.59,10.0061333333,15.5818666667,4.66133333333,10.5935333333,6.17286666667,7.31533333333,9.9842,22.1256666667,6.62817777778,13.5002666667,9.76526666667
319.96,10.3970666667,16.0103333333,4.77386666667,10.7657333333,6.4624,7.6206,10.3101333333,22.4853333333,6.81188888888,13.7341333333,10.0759333333
320.32,10.3732,16.0357333334,4.63866666667,10.9062,6.39653333333,7.5292,10.2492,22.3406666666,6.751,13.7747333333,9.98633333333
320.69,10.4190666667,16.2748666667,4.85626666667,11.1277333333,6.64680000001,7.59413333333,10.5284666667,22.6757333333,6.88966666666,14.0446,10.1504
321.06,10.2578666667,16.2518666667,4.57726666667,10.9350666667,6.5048,7.51093333333,10.4844666667,22.5078666667,6.65511111111,13.9907333333,10.0112
321.43,10.4342666667,16.4422,4.77153333333,11.0387333333,6.71346666667,7.58926666667,10.6834666667,22.6006,6.78755555555,14.2436666667,10.1949333333
321.80,10.596,16.7824666667,5.04813333334,11.276,6.83713333333,7.71253333333,10.9592,22.7422,7.01522222222,14.5886,10.4546
322.16,10.6222666667,16.8676,5.06073333333,11.1904666667,6.9316,7.7622,10.9786666667,22.9540666667,6.98942222223,14.6046,10.4780666667
322.53,10.9037333333,16.9860666667,5.2826,11.3980666667,7.03573333334,8.08833333333,11.2302,23.3688666666,7.23933333334,14.8452,10.6506
322.90,11.1746,17.1564,5.4712,11.6966,7.21593333334,8.2184,11.3702,23.5309333333,7.32942222221,15.0850666667,10.731
323.27,10.9864,17.0548,5.19406666667,11.4983333333,7.10706666667,8.02353333333,11.2089333333,23.3232666667,7.19075555555,14.9262,10.4883333333
323.63,10.9712666667,17.1755333333,5.15646666667,11.6188666667,6.99353333333,7.9186,11.1455333333,23.358,7.23604444444,15.0864666667,10.4722666667
324.00,10.6034666667,16.9711333333,4.86346666667,11.4130666667,6.59766666667,7.62886666667,11.0156666667,22.9244666667,6.92253333333,14.8287333333,10.1705333334
324.37,10.7581333333,17.2052666667,4.94913333333,11.5060666667,6.71553333333,7.6586,11.1381333333,23.2215333333,6.91128888889,14.9674666667,10.1036
324.74,10.5455333333,17.0794666667,4.61746666667,11.2602666667,6.53206666666,7.40906666667,10.9732,23.0333333333,6.62526666667,14.8303333333,9.81686666667
325.10,10.2676666667,16.9034666667,4.45206666667,11.1593333333,6.35080000001,7.22693333333,10.8049333333,22.9155333333,6.56842222222,14.6928,9.63806666667
325.47,10.0861333333,16.9118,4.25066666667,11.1408666667,6.18573333334,7.16653333333,10.815,22.8345333333,6.3682,14.6889333333,9.4934
325.84,10.0564,16.8987333333,4.39933333333,11.1936666667,6.26166666667,7.2658,10.9180666667,22.8829333333,6.40577777778,14.7202666667,9.42213333333
326.21,9.94633333333,16.9970666667,4.25013333333,11.2246,6.11300000001,7.15653333333,10.9860666667,22.7571333333,6.30564444445,14.5699333333,9.24339999999
326.57,9.99900000001,17.3691333333,4.5166,11.5848,6.28699999999,7.31033333333,11.2412666667,22.8515333333,6.54437777778,14.8466666667,9.41326666667
326.94,9.83840000001,17.4455333333,4.4626,11.4524,6.14193333334,7.3712,11.3146,22.8248,6.52871111112,14.9291333333,9.24839999999
327.31,9.77213333334,17.542,4.648,11.539,6.14526666666,7.34126666667,11.4132666667,22.9959333333,6.53773333333,15.1402666667,9.15033333334
327.67,9.62826666666,17.4911333333,4.7438,11.4726,6.08426666666,7.2966,11.4087333333,22.863,6.43415555555,15.1867333333,9.01666666667
328.04,9.53513333333,17.535,4.70046666667,11.3522666667,5.96900000001,7.1306,11.1222666667,22.9127333333,6.32788888889,15.1948,8.84086666667
328.41,9.24026666667,17.4880666667,4.56586666667,11.1728,5.70226666667,6.97146666667,11.0922666667,22.6915333333,6.18771111111,15.1202,8.62166666667
328.78,9.34273333332,17.6858666667,4.69213333333,11.3493333333,5.72946666667,6.97766666667,11.2323333333,22.7856,6.31411111111,15.2474,8.63753333333
329.14,9.28259999999,17.6612,4.6584,11.3042,5.57560000001,6.69533333333,11.2200666667,22.6062666667,6.12393333333,15.1944666667,8.4418
329.51,9.07993333333,17.5868,4.5062,11.0647333333,5.43979999999,6.4314,11.0165333333,22.5692666667,6.02813333333,15.1059333333,8.23866666667
329.88,8.95686666667,17.5378,4.3258,10.8907333333,5.18106666667,6.17346666667,10.9142,22.4504666667,5.86424444445,15.042,7.96033333333
330.24,9.01206666667,17.6585333333,4.36893333333,10.9165333333,5.24873333334,6.26753333333,11.1010666667,22.7821333333,5.93388888889,15.3649333333,8.00913333333
330.61,8.98513333333,17.6754666666,4.1928,10.722,5.09106666667,6.1628,11.0566,22.8264,5.73917777778,15.3212666667,7.79393333334
330.98,9.36286666667,18.0918666667,4.46613333333,11.1979333333,5.50126666667,6.38406666667,11.4192666667,23.1800666667,6.09764444445,15.7036666667,8.2508
331.34,9.54873333333,18.3122666667,4.5188,11.3655333333,5.57613333333,6.5042,11.5302666667,23.2990666667,6.23057777778,15.8746666667,8.39546666667
331.71,9.85613333335,18.6388666666,4.68386666667,11.5764666667,5.93106666667,6.6472,11.8042,23.6316666667,6.4364,16.1366666667,8.57626666667
332.08,10.2057333333,18.8967333333,4.91133333333,11.7866,6.28760000001,6.92833333333,12.2548,23.9371333333,6.71977777778,16.5424666667,8.71200000001
332.44,10.6223333333,19.1745333333,5.33706666667,12.1699333333,6.78300000001,7.4072,12.6500666667,24.2566666667,7.17626666667,16.8587333333,9.15033333333
332.81,10.5916,19.3418666667,5.38486666667,12.1934666667,6.76839999999,7.45213333333,12.7406666667,24.2668,7.21202222221,16.953,9.18273333333
333.18,10.7282666667,19.5832666667,5.3536,12.4009333333,6.83546666667,7.73186666667,13.0080666667,24.5665333333,7.34815555555,17.2118666667,9.30033333332
333.54,10.7703333333,19.7198,5.4434,12.5752666667,6.84286666667,7.81253333333,13.1623333333,24.5427333333,7.44642222221,17.2730666667,9.35299999999
333.91,10.9253333333,19.9116666667,5.63646666667,12.7412666667,7.03713333333,7.92193333333,13.3194,24.6170666667,7.60204444445,17.4224666667,9.55939999999
334.28,10.8757333333,19.7770666667,5.47373333334,12.7273333333,6.90153333333,7.756,13.1904,24.4711333333,7.46724444445,17.437,9.4852
334.64,10.8716666667,19.6892,5.40486666667,12.7116,6.89906666667,7.66593333333,13.178,24.3284666667,7.43715555555,17.4897333333,9.4944
335.01,10.775,19.6274,5.284,12.5930666667,6.71640000001,7.58553333333,13.0436,24.2326,7.29546666666,17.4168666667,9.23326666667
335.38,10.7642,19.675,5.22473333333,12.5803333333,6.74513333334,7.5812,13.1667333333,24.176,7.33037777778,17.4344,9.17693333334
335.74,10.7638,19.7644,5.12933333333,12.5955333333,6.58046666667,7.53286666667,13.1611333333,24.3719333333,7.33086666667,17.4923333333,9.15326666667
336.11,10.685,19.803,5.08573333333,12.6852666667,6.60126666667,7.4442,13.207,24.2839333333,7.35537777779,17.4811333333,9.19673333334
336.47,10.4978666667,19.8500666666,4.88266666667,12.5114666666,6.37786666667,7.1822,13.1274666667,24.246,7.14475555556,17.4868,9.00106666667
336.84,10.6572,19.9274666667,4.90993333333,12.5435333333,6.48173333334,7.20846666667,13.2116,24.3950666667,7.14639999999,17.6352,9.03473333333
337.21,10.7818666667,20.1236666667,5.07633333333,12.618,6.63233333333,7.18946666667,13.2848,24.6006,7.22346666667,17.7632,9.0288
337.57,10.6950666667,20.0729333333,4.9218,12.4398,6.41853333334,7.022,13.1814666667,24.5090666667,7.12828888889,17.7308666666,8.846
337.94,10.591,20.1222666667,4.69446666667,12.379,6.35513333333,6.9084,13.1181333333,24.6152666667,7.06542222221,17.8248,8.69940000001
338.31,10.3923333333,20.1386,4.59666666667,12.2498666667,6.21126666667,6.78833333333,13.0716666667,24.5088666667,6.96975555555,17.7084,8.48586666666
338.67,10.2848666667,20.2335333333,4.47713333333,12.2193333333,6.16106666666,6.7834,13.1136,24.6185333333,7.01142222221,17.6968666667,8.4322
339.04,10.096,20.1082666667,4.28273333333,12.0194,6.0082,6.5202,13.0787333333,24.3940666667,6.85168888888,17.5583333333,8.26233333333
339.40,9.94066666667,20.2147333333,4.09293333333,11.8828666667,5.80833333334,6.2938,12.9925333333,24.4492,6.69771111111,17.5829333333,8.1294
339.77,10.0920666667,20.3892,4.163,12.0406666667,5.96386666666,6.47966666667,13.279,24.5566,6.89391111112,17.8054666667,8.30626666667
340.14,9.90653333333,20.3992,4.0352,11.9370666667,5.78099999999,6.35493333333,13.1843333333,24.5036,6.67159999999,17.819,8.18953333334
340.50,10.0355333333,20.4268666667,4.13693333333,12.0572,5.90180000001,6.3406,13.3006,24.4864,6.71157777778,17.8508666667,8.28373333333
340.87,10.1348666667,20.6232,4.18566666667,12.1754,5.91233333333,6.27473333333,13.4718666667,24.5952,6.77233333333,18.0538,8.36533333333
341.23,10.128,20.5735333333,4.11926666667,12.1136,5.96366666667,6.16893333333,13.5226,24.5706,6.80884444445,18.0088,8.37560000001
341.60,10.4546,20.8704,4.411,12.4124666667,6.37746666667,6.58033333333,13.9216,24.9346666667,7.09357777777,18.2936666667,8.68346666666
341.96,10.7721333333,21.0514666667,4.62753333333,12.6088666666,6.59753333332,6.75986666667,14.1596666667,25.188,7.20633333333,18.4956666667,8.87433333333
342.33,11.2609333333,21.4818666667,5.0944,13.093,7.10960000001,7.14586666667,14.5929333333,25.5818666667,7.64566666667,18.9596,9.36653333334
342.70,11.523,21.8021333333,5.36906666667,13.3348,7.33800000001,7.2656,14.7770666667,25.8517333333,7.81006666667,19.2766666667,9.50240000001
343.06,11.7856,22.1366666667,5.6798,13.6144666667,7.62926666667,7.52046666667,15.0276666667,26.2295333333,8.08975555555,19.6542,9.83600000001
343.43,11.9822666667,22.2142666667,5.84953333333,13.7737333333,7.84626666666,7.655,15.2036,26.4189333333,8.19862222221,19.7706666667,10.008
343.79,11.8005333333,22.1101333333,5.76853333333,13.6046,7.72426666667,7.41686666667,15.0827333333,26.2811333333,8.00166666666,19.6469333333,9.7918
344.16,11.9811333333,22.2212666667,5.88693333333,13.7027333333,7.90133333332,7.486,15.3130666667,26.4648666667,8.14213333333,19.7534,9.84006666668
344.52,11.9166,22.2428,5.77066666666,13.5930666667,7.76146666665,7.36493333333,15.2619333333,26.6109333333,8.05884444444,19.8200666667,9.71546666668
344.89,11.9635333333,22.3662,5.9326,13.7590666667,7.85666666668,7.56693333333,15.4112,26.6966666667,8.18175555555,19.8664,9.79840000001
345.25,11.8525333333,22.3308666667,5.814,13.6691333333,7.69526666667,7.35573333333,15.285,26.5874666667,7.94971111112,19.8587333333,9.6258
345.62,11.6179333334,22.1822666666,5.59706666667,13.5000666666,7.47446666667,6.97546666667,15.1032,26.4272666667,7.70255555555,19.7332666667,9.37633333333
345.99,11.3338,22.0525333333,5.3692,13.3713333334,7.22993333333,6.72686666667,14.9554,26.1957333333,7.57046666667,19.6322,9.09053333333
346.35,10.9950666667,21.9185333333,5.03353333333,13.1133333333,6.94340000001,6.41973333333,14.7625333334,25.9922666667,7.27682222221,19.4267333333,8.75053333333
346.72,10.8397333333,21.7637333333,4.84866666667,12.9509333333,6.78300000001,6.2434,14.7886666667,25.8215333333,7.05002222223,19.2289333333,8.58
347.08,10.8409333333,21.8321333333,4.87933333333,13.0366666667,6.7548,6.26073333333,14.8873333333,25.8426,7.05188888888,19.2975333333,8.4826
347.45,10.8801333333,22.0516666667,4.85893333333,13.1907333333,6.81673333333,6.29893333333,15.0045333333,25.9662,7.10255555555,19.4922,8.49933333333
347.81,10.8926666667,22.2206,4.81966666667,13.2742,6.81506666667,6.2918,15.0455333333,26.0528,7.08346666667,19.6049333333,8.48593333333
348.18,10.8353333333,22.3424666667,4.8052,13.3056666667,6.732,6.19933333334,15.0350666667,26.0526,7.07397777777,19.5906,8.46633333333
348.54,10.8220666667,22.5412666667,4.84966666667,13.4249333333,6.84073333334,6.3022,15.2544666667,25.9900666667,7.19644444445,19.6855333334,8.57006666667
348.91,10.703,22.6139333333,4.6566,13.2907333333,6.73326666666,6.17593333333,15.2654666667,26.0088,7.0768,19.7224,8.44933333334
349.27,10.6656,22.7015333333,4.57393333333,13.3056666667,6.63413333333,6.21946666667,15.3046,26.0217333333,7.07744444444,19.7245333333,8.48260000001
349.64,10.7952666667,22.9975333333,4.68666666667,13.5593333333,6.7254,6.30733333333,15.5742666667,26.2372,7.20893333334,19.9687333333,8.62546666667
350.00,10.8379333333,23.17,4.75606666667,13.5916666667,6.75113333333,6.3922,15.6548666667,26.3052666667,7.19997777778,20.1092666667,8.75846666667
350.37,11.0436666667,23.2858666667,4.967,13.6766,6.81613333333,6.41733333333,15.8021333333,26.431,7.27606666667,20.2592666667,8.86746666667
350.73,11.0621333333,23.4621333333,5.05646666667,13.7664666667,6.87513333333,6.44346666667,15.8032666667,26.5024,7.31791111111,20.5273333333,8.93679999999
351.10,10.9336,23.4846666667,4.88846666667,13.6604666667,6.7302,6.2516,15.7804666667,26.4372,7.15646666666,20.4905333333,8.86119999999
351.46,10.9409333333,23.4116666667,4.96566666667,13.5863333333,6.66426666667,6.21953333333,15.8004666667,26.3751333333,7.14926666667,20.4254,8.799
351.83,11.1428666667,23.6066666667,5.11693333333,13.7520666667,6.82533333333,6.3886,16.0594,26.5687333333,7.3316,20.6205333333,8.94893333334
352.19,11.1424,23.64,5.0586,13.7357333333,6.76886666667,6.47666666667,16.0810666667,26.6025333333,7.30788888888,20.7702666667,8.97153333334
352.55,11.0504666667,23.4431333333,4.86426666667,13.5668666667,6.56393333333,6.29353333333,15.9065333333,26.6252666667,7.11117777777,20.7353333333,8.72166666667
352.92,11.0880666667,23.456,4.88906666667,13.6336666667,6.6338,6.33713333333,15.9782666667,26.6910666667,7.17817777779,20.7351333334,8.71200000001
353.28,11.1530666667,23.6364,4.9898,13.7155333334,6.74393333333,6.38386666667,16.1602,26.7786,7.26095555556,20.9192,8.74526666666
353.65,11.2540666667,23.7518,5.06946666667,13.7198,6.84966666666,6.50413333333,16.2312666667,26.835,7.34080000001,21.0481333333,8.82913333333
354.01,11.3976,23.8538,5.15326666667,13.8798,7.00833333333,6.59606666667,16.4848,27.0666,7.4736,21.1528,8.94293333333
354.38,11.4459333333,23.976,5.0732,13.9312,7.04900000001,6.66126666667,16.6408666667,27.2368,7.52853333334,21.2895333333,8.933
354.74,11.4664,24.0329333333,5.01373333333,13.9296,7.00886666666,6.63113333333,16.6905333333,27.3161333333,7.50122222223,21.222,8.91600000001
355.11,11.4635333333,24.092,4.98533333333,13.9552,7.0606,6.6252,16.7480666667,27.3716666667,7.52813333334,21.199,8.88559999999
355.47,11.3773333333,24.1108666667,4.88433333333,13.9173333333,7.02153333333,6.58193333333,16.8171333333,27.4379333333,7.47460000001,21.2276666667,8.84366666667
355.83,11.1946666667,24.0239333333,4.71233333333,13.8292,6.84766666667,6.391,16.7412666667,27.3784,7.30131111112,21.2056,8.65606666667
356.20,11.2053333333,24.0678,4.76513333333,13.8414,6.88799999999,6.32053333333,16.7894,27.382,7.29582222223,21.1893333333,8.55613333333
356.56,11.4172666667,24.3312666667,4.9272,14.0712,7.09393333333,6.4546,17.0589333333,27.5634,7.45371111112,21.4286666667,8.70606666667
356.93,11.4467333333,24.3690666667,4.97266666667,14.1056,7.03873333333,6.3992,17.0523333333,27.5512666667,7.44642222221,21.5048666666,8.69480000001
357.29,11.4242666667,24.4138666667,4.96346666667,14.1063333333,6.97606666666,6.42513333333,17.1140666667,27.6206,7.4356,21.5698666667,8.67426666667
357.66,11.4794666667,24.5106666667,5.0636,14.1570666667,7.018,6.48306666667,17.205,27.7718,7.47593333333,21.6919333333,8.72793333334
358.02,11.4113333333,24.4699333333,4.9566,14.1093333333,6.90093333333,6.4258,17.1831333333,27.7293333333,7.4058,21.7084666667,8.64206666667
358.38,11.3618666667,24.5658666667,4.97013333333,14.1464666667,6.89826666667,6.4064,17.1711333333,27.7196666667,7.41553333333,21.7944,8.66206666667
358.75,11.4059333333,24.7101333333,5.01766666667,14.2893333333,6.97593333333,6.49973333333,17.3607333333,27.8058,7.55113333333,21.9411333333,8.68679999999
359.11,11.5416,24.836,5.18353333333,14.4288,7.07473333333,6.62413333333,17.5260666667,28.0025333333,7.68786666666,22.0951333333,8.83006666667
359.48,11.6065333334,24.9848666667,5.18686666667,14.5203333333,7.07293333333,6.58873333333,17.5851333333,28.1414,7.70082222223,22.2224,8.84839999999
359.84,11.5610666667,24.9442666667,5.14986666667,14.4278,7.04673333333,6.56406666667,17.5922,28.1076,7.68097777779,22.0873333333,8.82306666667
360.20,11.4962666667,25.0350666667,5.10613333333,14.3865333333,6.98746666666,6.52266666667,17.6466666667,28.1092666667,7.60886666666,22.0554666667,8.79826666667
360.57,11.3096,25.0054666667,4.95286666667,14.3347333333,6.80686666666,6.37106666667,17.5015333333,28.0081333333,7.44337777779,21.9224666667,8.65426666666
360.93,11.1688666667,24.9893333333,4.8332,14.2465333333,6.73340000001,6.23,17.4945333333,27.9334,7.32651111112,21.876,8.57066666667
361.29,11.1793333333,25.0520666667,4.87746666667,14.3451333333,6.77139999999,6.20486666667,17.5896666667,27.9598666667,7.3608,21.9406666667,8.59086666667
361.66,11.0882666667,25.0681333333,4.80793333333,14.3238666667,6.71073333334,6.08993333333,17.6110666667,27.9631333333,7.28028888888,21.8871333333,8.47159999999
362.02,11.1322666667,25.237,4.8892,14.3998,6.76459999999,6.07293333333,17.7348,28.0604,7.33144444445,21.9544,8.48986666667
362.39,11.1347333333,25.2544,4.91506666667,14.3910666667,6.73173333333,6.0474,17.7792666667,28.12,7.34106666667,21.9671333333,8.45993333334
362.75,11.1309333333,25.2414,4.95146666667,14.3813333333,6.74599999999,6.0454,17.7714,28.0876,7.31948888888,21.9665333333,8.44079999999
363.11,11.0575333333,25.2261333333,4.79833333333,14.3458,6.62859999999,5.9264,17.719,27.9901333333,7.17888888889,22.0058,8.3214
363.48,10.9324,25.0994666666,4.73906666667,14.2313333333,6.52479999999,5.8422,17.5934,27.8091333333,7.07928888888,21.9164666667,8.20280000001
363.84,11.0438666667,25.2264666667,4.85473333333,14.3734666667,6.62013333333,5.8992,17.7554,27.9330666667,7.14448888888,22.1012,8.29806666667
364.20,11.1193333333,25.2943333333,4.89686666667,14.5024,6.71019999999,5.99393333333,17.8808,28.123,7.23344444445,22.2736666667,8.3724
364.57,11.2070666667,25.4173333333,5.04513333333,14.6121333333,6.83013333334,6.13393333333,18.0560666667,28.25,7.37551111112,22.5139333333,8.50553333333
364.93,11.312,25.5044,5.19753333333,14.6918,6.90946666667,6.2452,18.1802,28.3944666667,7.48595555555,22.6801333333,8.55826666667
365.29,11.4341333333,25.6556666667,5.2892,14.7812,7.0546,6.36286666667,18.2732,28.5016,7.53522222221,22.7632666666,8.67253333334
365.66,11.4387333333,25.6947333334,5.2602,14.8102666667,7.0262,6.3468,18.301,28.4996666667,7.51133333334,22.7782666667,8.66693333333
366.02,11.4761333333,25.7542666666,5.27593333333,14.8220666667,7.05046666667,6.3364,18.3377333333,28.5700666667,7.48784444444,22.8102,8.62940000001
366.38,11.5036666667,25.8577333333,5.22686666667,14.8665333333,7.11853333334,6.33173333333,18.4162,28.6588666667,7.46224444445,22.8862,8.64013333334
366.75,11.5120666667,25.9085333333,5.2414,14.8635333333,7.14373333333,6.25446666667,18.4396,28.7334,7.47088888889,22.9504666667,8.62153333334
367.11,11.6068,26.0744,5.3908,14.9117333333,7.33879999999,6.38326666667,18.5698666667,28.9452666666,7.59277777778,23.085,8.66753333333
367.47,11.7452,26.2992,5.4748,15.101,7.48186666666,6.52686666667,18.8348,29.0856,7.74493333333,23.316,8.79586666666
367.84,11.6356666666,26.3236,5.35126666667,15.0650666667,7.39893333333,6.42833333333,18.7605333333,29.0343333333,7.63973333333,23.3186666667,8.68346666668
368.20,11.6454,26.3972,5.33066666666,15.0980666667,7.4136,6.33713333333,18.7609333333,29.0296666667,7.66813333333,23.4268,8.67586666667
368.56,11.7103333333,26.488,5.3634,15.1384666667,7.48913333333,6.29693333333,18.8520666667,29.1255333333,7.69442222222,23.4071333334,8.64366666666
368.93,11.6936,26.54,5.2662,15.1616,7.47626666667,6.22246666667,18.8628666667,29.0608666667,7.63506666667,23.4513333333,8.64073333333
369.29,11.719,26.5879333333,5.26526666667,15.2064666667,7.43533333333,6.238,18.9940666667,29.1012666667,7.6818,23.5745333333,8.60853333334
369.65,11.7592666667,26.6569333333,5.24046666667,15.203,7.42480000001,6.2446,19.0612,29.1738666667,7.71631111111,23.6682666667,8.6254
370.01,11.7924,26.8006666666,5.25873333333,15.2868,7.45940000001,6.28206666667,19.1842666667,29.2088666667,7.79031111111,23.8728,8.70466666666
370.38,11.8097333333,26.8780666667,5.33266666667,15.3740666667,7.44300000001,6.32806666667,19.3038,29.1789333333,7.8576,23.9370666667,8.73819999999
370.74,11.8627333333,26.9937333333,5.34326666666,15.4548,7.43159999999,6.41506666667,19.4728,29.2718,7.92388888889,24.0069333333,8.8164
371.10,11.6738,26.889,5.09313333333,15.2812666667,7.16506666667,6.15146666667,19.3804,29.1557333333,7.72868888888,23.8438,8.6534
371.46,11.548,26.8346,4.9814,15.1296666667,7.05600000001,5.96673333333,19.2880666667,29.0926,7.59764444445,23.7133333333,8.53313333333
371.83,11.6524666667,26.9678666667,5.09753333333,15.2618,7.14139999999,6.10153333333,19.4458,29.1456,7.72213333333,23.867,8.62546666666
372.19,11.6443333333,26.9847333333,5.07606666667,15.2325333333,7.08793333332,6.0638,19.4926666667,29.0887333333,7.67026666666,23.8084,8.61319999999
372.55,11.6502666667,27.0445333333,5.08093333333,15.2312666667,7.0438,6.07173333333,19.5084666667,29.1032,7.64422222222,23.8938666667,8.6296
372.92,11.6975333333,27.1749333333,5.13593333333,15.3086,7.12713333333,6.15453333333,19.6490666667,29.2303333333,7.70873333333,24.0166666667,8.63413333334
373.28,11.6058666667,27.1679333333,5.0702,15.2597333333,7.06,6.02513333333,19.5758,29.2508,7.64573333333,23.9360666667,8.56139999999
373.64,11.6116,27.2588,5.15853333333,15.3658666667,7.12126666666,6.0622,19.6508,29.1944666667,7.70788888889,24.0589333333,8.56693333334
374.00,11.6016,27.2939333333,5.18973333333,15.3816666667,7.14246666666,6.10913333333,19.6641333333,29.1600666667,7.69771111112,24.0584666667,8.55060000001
374.37,11.555,27.2424,5.126,15.3238,7.13433333334,6.07246666667,19.6049333333,29.1566,7.61071111112,24.0617333333,8.47333333333
374.73,11.545,27.2676666667,5.02466666667,15.3088666667,7.12433333333,5.96573333333,19.5975333333,29.2658,7.51160000001,24.1344,8.40340000001
375.09,11.8186666667,27.5471333333,5.261,15.633,7.40993333335,6.2406,19.9379333333,29.5188,7.7516,24.4066,8.6568
375.45,11.9484,27.7611333333,5.34413333333,15.7686666667,7.48613333333,6.33353333333,20.0970666667,29.6816,7.82244444443,24.6122666667,8.74893333333
375.81,11.9759333333,27.775,5.3502,15.7604666667,7.49853333333,6.31513333333,20.1453333333,29.7816666667,7.82542222221,24.6227333333,8.74066666667
376.18,12.0554,27.8876666667,5.40966666667,15.8536666667,7.57793333335,6.4314,20.2684,29.9236666667,7.91759999999,24.7274666667,8.79339999999
376.54,11.9992,27.8953333333,5.34893333333,15.8416,7.527,6.42033333333,20.3477333333,29.9338666667,7.93917777777,24.7915333333,8.77566666666
376.90,12.1091333333,28.0417333333,5.4012,15.9462,7.59180000001,6.49206666667,20.4574666667,30.1243333333,8.02831111112,24.8476,8.86200000001
