wavelength,Back_LopPusf,Belly_LopPusf,Breast_LopPusf,Crissum_LopPusf,Crown_LopPusf,DorTail_LopPusf,Patch10_LopPusf,Patch11_LopPusf,Rump_LopPusf,Throat_LopPusf,WingTip_LopPusf
513.79,13.5464761905,36.9145111111,22.7636666667,38.6381111111,6.08177777778,8.04811111111,33.4442222222,44.0981111111,19.0987222222,29.843,12.6986398467
514.13,13.5774603175,36.9598111111,22.7973333334,38.711,6.12377777778,8.07544444444,33.4995555556,44.1704444444,19.1520555555,29.8816666667,12.7245766284
514.48,13.5905873016,36.9730666667,22.8236666667,38.7346666667,6.10444444444,8.06833333333,33.5058888889,44.1648888889,19.1388333333,29.8813333333,12.7182260536
514.83,13.6172857143,36.9648888889,22.8541666667,38.7364444445,6.12877777778,8.10822222222,33.5137777778,44.1371111111,19.1602777778,29.9085555556,12.7665057471
515.17,13.6458730159,37.0536666666,22.8736666667,38.7993333333,6.11877777778,8.11966666667,33.555,44.1853333333,19.2087222222,29.9236666667,12.8108448276
515.52,13.678047619,37.0919888889,22.8966666667,38.8247777778,6.14844444444,8.158,33.5784444444,44.1843333333,19.2121666666,29.9267777778,12.8329367816
515.87,13.6758730159,37.0842222222,22.9003333333,38.7971111111,6.14155555556,8.15011111111,33.5766666667,44.1465555556,19.2172222222,29.9258888889,12.8501245211
516.21,13.6362857143,37.0593444444,22.8506666666,38.7788888889,6.10744444445,8.10822222222,33.5463333333,44.0354444444,19.1631666667,29.9014444444,12.8220900383
516.56,13.6163015873,37.0458333333,22.8406666667,38.7895555555,6.06933333333,8.08511111111,33.575,44.0322222222,19.1332777778,29.8736666667,12.8132643678
516.91,13.6344761905,37.0852555556,22.8991666666,38.8094444444,6.088,8.12477777778,33.5874444444,44.0688888889,19.1526111111,29.892,12.8552394636
517.25,13.702015873,37.1407444444,22.9605,38.8934444445,6.15077777778,8.19833333333,33.6684444444,44.0993333333,19.1946111111,29.9625555555,12.9172931034
517.60,13.7089523809,37.1294222222,22.9488333333,38.9106666667,6.15988888889,8.20166666667,33.6813333333,44.0743333333,19.2185,29.9625555555,12.9285747126
517.95,13.6940952381,37.1350111111,22.9298333333,38.8688888889,6.13566666666,8.19111111111,33.6718888889,44.0138888889,19.1779444444,29.9164444445,12.9305574713
518.29,13.6886031746,37.1501333333,22.93,38.8633333333,6.15655555555,8.18844444444,33.6825555556,44.0287777778,19.1901666667,29.9438888889,12.9392183908
518.64,13.711015873,37.1930222222,22.9613333333,38.9223333333,6.15633333333,8.18866666667,33.7227777778,44.0743333333,19.1996111111,29.984,12.931256705
518.99,13.6616349206,37.1456555556,22.9266666667,38.9157777778,6.133,8.14577777778,33.72,44.0561111111,19.1698333333,29.9626666667,12.8849923372
519.33,13.6737460317,37.1776888889,22.924,38.9257777778,6.13855555556,8.15177777778,33.7407777778,44.0531111111,19.1741666667,29.9815555555,12.9022222222
519.68,13.6715238095,37.2075555556,22.94,38.9725555556,6.14855555556,8.15522222222,33.7844444444,44.0682222222,19.1917222222,30.0313333333,12.9088314176
520.02,13.6738412698,37.2175,22.9591666667,38.9898888889,6.146,8.15,33.8405555555,44.0557777778,19.2178888889,30.0486666667,12.8984808429
520.37,13.6727142857,37.2206777778,22.9313333334,38.9835555556,6.151,8.136,33.8652222222,44.0052222222,19.223,30.0856666667,12.8945670498
520.72,13.6681587302,37.2528222222,22.9258333333,39.0512222222,6.11855555556,8.098,33.9277777778,44.034,19.231,30.1162222222,12.8714386973
521.06,13.6523015873,37.2734222222,22.909,39.0736666667,6.09433333333,8.065,33.9535555556,44.0253333333,19.2437777778,30.138,12.8435402299
521.41,13.6397619048,37.2951222222,22.9328333334,39.0874444445,6.08533333333,8.06977777778,33.9525555556,44.0164444444,19.2235555556,30.1574444445,12.8576570881
521.75,13.620047619,37.3022888889,22.9598333333,39.1205555556,6.09833333333,8.073,34.008,44.0454444444,19.2453333333,30.2168888889,12.8354252874
522.10,13.6152539682,37.3032333333,22.9448333333,39.1433333333,6.07777777778,8.05155555556,34.0146666667,44.0233333333,19.2472777778,30.2194444444,12.8396762452
522.45,13.5957936508,37.3155888889,22.9531666666,39.1731111111,6.08522222222,8.04511111111,34.0363333333,44.0138888889,19.2513333333,30.2337777778,12.854467433
522.79,13.6426031746,37.3540555556,23.0023333334,39.1946666667,6.12333333333,8.08777777778,34.0957777778,44.0073333333,19.2703888889,30.2792222222,12.8808256705
523.14,13.6505555556,37.3384222222,23.011,39.2035555556,6.12422222222,8.09433333334,34.0912222222,43.9707777778,19.2800555556,30.2844444444,12.8764559387
523.48,13.6914444444,37.3858555556,23.0423333334,39.2566666666,6.14866666666,8.13755555556,34.125,44.0005555555,19.2964444444,30.3087777778,12.9012528736
523.83,13.723984127,37.4337,23.06,39.2936666667,6.18988888889,8.17988888889,34.1338888889,44.092,19.3169444445,30.3233333333,12.9592624521
524.17,13.7545238095,37.4627222222,23.0958333334,39.3225555555,6.23777777778,8.21366666667,34.1673333333,44.0982222222,19.3588333333,30.3333333333,13.0053467433
524.52,13.7792380952,37.4693,23.0913333334,39.3001111111,6.26488888889,8.22955555556,34.1902222222,44.1133333333,19.3758333333,30.3401111111,13.0278180077
524.87,13.782,37.4705444444,23.0996666667,39.2872222222,6.274,8.22688888889,34.1855555556,44.1086666667,19.3713888889,30.3348888889,13.0372279694
525.21,13.7864285714,37.4913555556,23.1051666666,39.2975555556,6.27666666667,8.23233333333,34.2018888889,44.1234444444,19.3729444444,30.36,13.0264137931
525.56,13.8217619048,37.5020333333,23.135,39.3165555556,6.29866666667,8.262,34.1952222222,44.1004444444,19.3815555555,30.3711111111,13.0740440613
525.90,13.8032222222,37.4778777778,23.1256666666,39.2794444444,6.315,8.28511111111,34.1664444445,44.0755555556,19.3405555556,30.3563333333,13.0629003831
526.25,13.7854444445,37.4334555556,23.0775,39.2207777778,6.28566666667,8.264,34.1413333333,43.9916666667,19.3018333333,30.3012222222,13.0422126437
526.59,13.8072857143,37.4691111111,23.1226666667,39.2648888889,6.31033333333,8.297,34.172,44.0452222222,19.3261666666,30.3296666667,13.0797394636
526.94,13.8246349206,37.4865111111,23.1348333333,39.298,6.33177777778,8.30844444444,34.2102222222,44.1112222222,19.3412777778,30.3494444444,13.104683908
527.28,13.8252063492,37.5001888889,23.1538333333,39.3075555556,6.33055555555,8.30877777778,34.2143333333,44.1292222222,19.3496666667,30.3553333333,13.1140842912
527.63,13.8561746032,37.5832111111,23.2075,39.3827777778,6.342,8.327,34.2844444444,44.1924444445,19.3920555556,30.4072222222,13.1340363985
527.97,13.8724761905,37.6381555556,23.239,39.4265555556,6.34022222222,8.34133333333,34.336,44.2765555556,19.4218888889,30.4554444444,13.1540517241
528.32,13.8767777778,37.6439555555,23.2636666667,39.4454444444,6.34666666667,8.34511111111,34.3277777778,44.26,19.4256666666,30.4701111111,13.1625095785
528.66,13.8796507936,37.6683,23.259,39.4567777778,6.33777777778,8.34033333333,34.3484444444,44.2565555555,19.4258888889,30.4917777778,13.1617701149
529.01,13.8713015873,37.6694555555,23.2571666667,39.4578888889,6.33177777778,8.33344444444,34.3522222222,44.2517777778,19.4218888889,30.4853333333,13.1615268199
529.35,13.8787460318,37.6860333333,23.2558333333,39.4687777778,6.32288888889,8.32188888889,34.366,44.246,19.4178888889,30.4987777778,13.1565057471
529.70,13.9281269841,37.7664555556,23.3205,39.5666666667,6.33688888889,8.34044444444,34.4572222222,44.3137777778,19.481,30.5802222222,13.1951091954
530.04,13.9657936508,37.8358222222,23.3808333334,39.6484444444,6.36666666667,8.368,34.5208888889,44.3925555556,19.5293888889,30.6513333333,13.2300536398
530.39,13.9751904762,37.8502666667,23.3805,39.676,6.36777777778,8.37111111111,34.535,44.3835555556,19.5397222222,30.6676666667,13.2469770115
530.73,13.973984127,37.8726777778,23.389,39.6947777778,6.36055555555,8.37111111111,34.5653333333,44.3547777778,19.5473888889,30.6754444444,13.2459425287
531.08,13.9714126984,37.8768111111,23.3815,39.7004444444,6.347,8.35066666667,34.5965555555,44.329,19.5369444444,30.7098888889,13.2313965517
531.42,13.9539047619,37.8355333333,23.347,39.69,6.31944444444,8.32144444444,34.5835555556,44.2757777778,19.4964444444,30.7151111111,13.2138429119
531.77,13.9646984127,37.8114222222,23.3521666666,39.7008888889,6.331,8.33188888889,34.5912222222,44.2142222222,19.4858333333,30.7235555556,13.2150536398
532.11,13.9905555556,37.8444555556,23.378,39.7505555556,6.341,8.35011111111,34.6472222222,44.2516666667,19.5137222222,30.7581111111,13.227091954
532.46,13.9881428571,37.8590555556,23.4031666667,39.7662222222,6.35088888889,8.35811111111,34.6597777778,44.2715555555,19.5060555555,30.7706666667,13.2480804598
532.80,13.9977301587,37.8968,23.422,39.7981111111,6.35388888889,8.35377777778,34.7064444445,44.3053333333,19.5259444444,30.7946666667,13.261256705
533.15,14.0288412699,37.9325444444,23.4603333334,39.8522222222,6.39322222222,8.37833333333,34.7615555555,44.3661111111,19.5775555555,30.8423333333,13.3022068966
533.49,14.0231269841,37.9063444444,23.4568333333,39.8128888889,6.39666666667,8.367,34.7423333333,44.3076666666,19.5607222222,30.8076666667,13.2888314176
533.84,14.0423174603,37.9237111111,23.4516666666,39.8151111111,6.41544444445,8.38211111111,34.7752222222,44.3087777778,19.5744444444,30.8336666667,13.3088045977
534.18,14.0799206349,37.9805888889,23.4805,39.8614444444,6.43144444444,8.40055555556,34.8408888889,44.3627777778,19.6085,30.902,13.3327873563
534.52,14.1097460318,38.0608444445,23.5223333333,39.9231111111,6.44566666667,8.40655555555,34.8956666667,44.41,19.6379444444,30.9993333333,13.3625344828
534.87,14.1317777778,38.0964111111,23.5513333333,39.9703333333,6.47955555556,8.429,34.9102222222,44.4238888889,19.6667222222,31.0074444444,13.4024272031
535.21,14.1631746032,38.1331666667,23.5815,39.9894444444,6.52066666667,8.46344444445,34.922,44.4303333333,19.7158333333,31.0336666667,13.4543927203
535.56,14.1728412698,38.1704444445,23.6076666667,40.0228888889,6.53088888889,8.46166666667,34.9423333334,44.431,19.7197777778,31.0465555556,13.4679827586
535.90,14.1838412698,38.2450222222,23.637,40.0634444445,6.55144444444,8.48144444445,35.005,44.4485555556,19.739,31.1111111111,13.503137931
536.25,14.2126666667,38.2747,23.671,40.1235555556,6.554,8.49544444444,35.0385555556,44.4284444444,19.7875,31.1372222222,13.5149291188
536.59,14.271952381,38.3161111111,23.7226666666,40.1846666667,6.59422222222,8.53944444444,35.1136666667,44.4183333333,19.841,31.2194444444,13.5646628352
536.93,14.2530952381,38.3206333333,23.7161666667,40.187,6.57011111111,8.52588888889,35.1147777778,44.3792222222,19.8097222222,31.2198888889,13.5564712644
537.28,14.2627936508,38.3637444444,23.7081666667,40.2413333333,6.57244444444,8.52022222222,35.1643333333,44.4071111111,19.8188333333,31.2485555556,13.5738697318
537.62,14.2562698413,38.3812555556,23.7215,40.2735555555,6.55233333333,8.49977777778,35.1577777778,44.397,19.8084444444,31.2603333333,13.5633371648
537.97,14.2422857143,38.3972222222,23.7136666666,40.2448888889,6.55644444444,8.49111111111,35.1727777778,44.3617777778,19.8009444444,31.258,13.5617030651
538.31,14.232031746,38.3445888889,23.6905,40.2103333333,6.57033333333,8.48355555555,35.1416666666,44.3236666667,19.7811666667,31.2407777778,13.5517931034
538.65,14.2067619048,38.3506555556,23.676,40.1893333333,6.559,8.48188888889,35.1833333333,44.2848888889,19.7550555556,31.2972222222,13.5438524904
539.00,14.2047301587,38.3620111111,23.6911666666,40.2116666667,6.55622222222,8.47311111111,35.2376666666,44.3077777778,19.7480555556,31.353,13.5315402299
539.34,14.2020793651,38.3647555556,23.684,40.216,6.53855555556,8.46611111111,35.2562222222,44.31,19.7651666667,31.3702222222,13.5284693487
539.69,14.1974444444,38.3478777778,23.6446666667,40.2094444444,6.53044444444,8.45544444444,35.2311111111,44.3102222222,19.7478333333,31.3594444445,13.5093563218
540.03,14.218015873,38.3413666667,23.657,40.2083333333,6.56088888889,8.47966666667,35.2643333333,44.3496666667,19.754,31.3898888889,13.5466149425
540.37,14.2025714286,38.3028555556,23.6305,40.1671111111,6.54466666667,8.47722222222,35.2221111111,44.3132222222,19.7232777778,31.3765555555,13.5158045977
540.72,14.2234761905,38.3225777778,23.6196666666,40.1771111111,6.55866666667,8.49366666667,35.2364444445,44.3081111111,19.7363888889,31.4132222222,13.5344272031
541.06,14.2202063492,38.2949555556,23.6191666667,40.1844444445,6.55722222222,8.502,35.2287777778,44.2891111111,19.7343888889,31.4437777778,13.5403065134
541.40,14.2238571429,38.2872888889,23.6216666667,40.2038888889,6.55266666667,8.50044444444,35.2456666667,44.2971111111,19.7432777778,31.4628888889,13.5459137931
541.75,14.201984127,38.2636555556,23.5995,40.2222222222,6.533,8.475,35.242,44.3004444444,19.7453333333,31.4875555556,13.5322394636
542.09,14.2157301587,38.3049222222,23.6285,40.277,6.53122222222,8.49466666667,35.2758888889,44.3305555556,19.7486666667,31.5481111111,13.5545766284
542.43,14.2211269841,38.2899666667,23.616,40.2888888889,6.52377777778,8.49666666667,35.2725555555,44.3164444444,19.7565555556,31.5545555556,13.550710728
542.78,14.2174761905,38.2953222222,23.6108333333,40.3118888889,6.51177777778,8.49211111111,35.2878888889,44.3055555556,19.7593888889,31.5978888889,13.5504291188
543.12,14.2325714285,38.3159888889,23.613,40.3525555556,6.51,8.49355555556,35.3165555556,44.3228888889,19.7644444445,31.6717777778,13.5713103448
543.46,14.2326666667,38.2739222222,23.6115,40.3346666667,6.509,8.47888888889,35.3401111111,44.2758888889,19.7776111111,31.7023333333,13.5679482759
543.81,14.2237460317,38.2755333333,23.584,40.3536666667,6.50122222222,8.45377777778,35.3558888889,44.2644444444,19.7843333333,31.7527777778,13.5559616858
544.15,14.2352063492,38.3226333333,23.6118333333,40.4182222222,6.51477777778,8.44188888889,35.4192222222,44.3016666667,19.8091666667,31.8035555555,13.5824923372
544.49,14.2606666667,38.3575222222,23.65,40.4782222222,6.53022222222,8.466,35.4686666666,44.3181111111,19.8378888889,31.8548888889,13.604394636
544.84,14.2767460317,38.4359222222,23.6733333334,40.5466666667,6.54666666667,8.48166666667,35.5261111111,44.3738888889,19.8863333333,31.9383333333,13.6406034483
545.18,14.2839047619,38.4856111111,23.7201666667,40.5875555556,6.57777777778,8.50577777778,35.5746666667,44.4143333333,19.9259444444,31.9955555556,13.6712068966
545.52,14.343031746,38.5496444444,23.7755,40.6353333333,6.63188888889,8.54633333334,35.6265555556,44.4222222222,19.9543888889,32.0404444444,13.7207356322
545.87,14.3698253968,38.5834444445,23.8083333333,40.676,6.65877777778,8.54755555556,35.6793333333,44.4268888889,20.0147222222,32.0296666667,13.7441915709
546.21,14.4368095238,38.7051666667,23.8893333333,40.7811111111,6.714,8.57,35.758,44.5203333333,20.0761111111,32.1346666667,13.8089789272
546.55,14.4397142857,38.7237111111,23.8991666667,40.7777777778,6.76133333333,8.58188888889,35.75,44.4724444444,20.0828333334,32.0976666667,13.8128429119
546.90,14.4428888889,38.7270888889,23.9063333333,40.7705555555,6.78955555556,8.59411111111,35.7483333333,44.4341111111,20.0737222222,32.0947777778,13.825164751
547.24,14.4745396825,38.7999888889,23.9193333334,40.849,6.79866666667,8.62722222222,35.7676666667,44.4412222222,20.0707777778,32.1344444445,13.8527279694
547.58,14.5225714286,38.8833777778,23.9761666667,40.9188888889,6.83044444444,8.69033333333,35.816,44.4366666667,20.0998888889,32.175,13.8922662835
547.92,14.5377460317,38.9565666667,24.0033333333,41.0002222222,6.832,8.726,35.8724444444,44.483,20.1380555555,32.2585555555,13.9234616858
548.27,14.5417936508,39.0066111111,24.0673333333,41.0488888889,6.80766666667,8.708,35.9245555556,44.5453333334,20.1532222222,32.2913333333,13.9288888889
548.61,14.5644444444,39.0235333333,24.0718333333,41.0613333333,6.80366666667,8.72077777778,35.9492222222,44.5528888889,20.1431111111,32.2668888889,13.9217222222
548.95,14.5851428571,39.0464777778,24.045,41.0806666666,6.79055555555,8.71388888889,35.9562222222,44.4873333333,20.1115,32.2608888889,13.9230747126
549.29,14.6276825397,39.1188333333,24.1203333333,41.1574444444,6.79855555556,8.74844444444,36.034,44.5406666667,20.1496111111,32.3232222222,13.960440613
549.64,14.6109047619,39.1138888889,24.083,41.1514444444,6.744,8.73888888889,36.0397777778,44.5446666667,20.1171666667,32.3553333333,13.9393448276
549.98,14.5847301588,39.1099333333,24.0886666666,41.1815555556,6.68288888889,8.723,36.0833333333,44.5312222222,20.0937222222,32.3423333333,13.9178927203
550.32,14.6439365079,39.1353,24.1443333334,41.1961111111,6.65822222222,8.73411111111,36.1348888889,44.546,20.1047222222,32.3895555556,13.9290402299
550.66,14.6646825397,39.1847222222,24.1881666666,41.2864444445,6.64655555556,8.73733333333,36.2192222222,44.6255555555,20.1546666667,32.4034444444,13.9314655172
551.01,14.6224761905,39.2322555555,24.1773333333,41.3018888889,6.60277777778,8.71433333333,36.2844444444,44.6308888889,20.134,32.3963333333,13.9497816092
551.35,14.6506825397,39.2723,24.224,41.3316666667,6.58977777778,8.68544444445,36.3208888889,44.7097777778,20.1433333333,32.4056666667,13.9659022988
551.69,14.7021111111,39.3271555556,24.2513333334,41.3821111111,6.63155555555,8.685,36.3585555555,44.776,20.1591111111,32.4037777778,14.0010708812
552.03,14.6977142857,39.3325333333,24.2291666666,41.4082222222,6.64266666667,8.69488888889,36.3522222222,44.7762222222,20.1742777778,32.4208888889,14.0241781609
552.38,14.681,39.3307333334,24.2885,41.4074444444,6.64588888889,8.68911111111,36.3696666667,44.7566666667,20.1600555556,32.4353333333,14.03198659
552.72,14.6801587301,39.3576777778,24.334,41.4025555555,6.63277777778,8.64722222222,36.3776666667,44.7792222222,20.1282222222,32.4584444444,14.0095268199
553.06,14.6256507937,39.3128888889,24.2751666667,41.3741111111,6.59744444444,8.58277777778,36.3158888889,44.6826666667,20.0725,32.3846666667,13.945816092
553.40,14.6399047619,39.3477222222,24.3293333334,41.4568888889,6.64144444444,8.61222222222,36.3751111111,44.6966666667,20.0608888889,32.4314444445,13.9603563218
553.74,14.6282857143,39.3354222222,24.3118333333,41.4717777778,6.65522222222,8.61522222222,36.3921111111,44.701,20.0932222222,32.3888888889,13.9286130268
554.09,14.6054285714,39.3747111111,24.3426666666,41.5547777778,6.64966666667,8.59733333333,36.4435555556,44.7375555556,20.0907222222,32.3664444444,13.9280555556
554.43,14.6106825397,39.4287111111,24.322,41.5608888889,6.64577777778,8.60844444444,36.4265555556,44.7544444445,20.0725555556,32.4034444444,13.9573256705
554.77,14.6453492064,39.4302111111,24.3813333333,41.604,6.68244444444,8.59133333333,36.4248888889,44.79,20.1072777778,32.4218888889,13.953862069
555.11,14.571063492,39.3837444445,24.3395,41.6127777778,6.61944444444,8.545,36.398,44.7101111111,20.043,32.3926666667,13.9164521073
555.45,14.5437301587,39.3332777778,24.3213333334,41.5383333333,6.57422222222,8.53533333334,36.3466666667,44.5842222222,19.9775,32.3615555556,13.8820287356
555.80,14.4823968254,39.3229888889,24.249,41.5638888889,6.52411111111,8.46788888889,36.3768888889,44.5493333333,19.9277222222,32.3684444445,13.8135076628
556.14,14.4820476191,39.3808,24.2663333333,41.6054444444,6.51422222222,8.44622222222,36.4381111111,44.578,19.9433888889,32.3998888889,13.8216877395
556.48,14.4993650794,39.3928111111,24.2935,41.6828888889,6.51744444444,8.49488888889,36.5133333333,44.6147777778,19.9869444445,32.4328888889,13.8525076628
556.82,14.5378095238,39.4584666667,24.3418333334,41.7798888889,6.48133333333,8.52988888889,36.5928888889,44.7591111111,20.0436666667,32.5226666667,13.8823697318
557.16,14.4738888889,39.4338888889,24.2786666667,41.7112222222,6.38022222222,8.47577777778,36.5423333333,44.646,20.0083888889,32.4593333333,13.8439118774
557.50,14.544984127,39.4847111111,24.3375,41.7375555555,6.42433333333,8.52766666667,36.5772222222,44.6834444444,20.0213333333,32.5272222222,13.9101149425
557.85,14.5556666667,39.5016888889,24.3163333333,41.7374444444,6.40611111111,8.54388888889,36.5713333333,44.6345555556,20.0307777778,32.5812222222,13.9422988506
558.19,14.5453968254,39.4946888889,24.3233333333,41.7432222222,6.432,8.52855555555,36.6013333333,44.5888888889,20.0379444444,32.5825555556,13.9308256705
558.53,14.5732063492,39.5289666667,24.3675,41.7535555556,6.46322222222,8.59511111111,36.6254444444,44.5742222222,20.0557222222,32.6122222222,13.9746628352
558.87,14.615984127,39.6002111111,24.3953333333,41.8184444445,6.49177777778,8.63255555556,36.7186666667,44.6172222222,20.1137222222,32.6535555556,14.0143869732
559.21,14.6491746032,39.6499333333,24.4145,41.896,6.51988888889,8.66966666667,36.7894444445,44.7128888889,20.1650555556,32.7082222222,14.0417969349
559.55,14.7116507937,39.7105333333,24.4911666667,41.9035555556,6.533,8.70944444445,36.8248888889,44.76,20.175,32.7397777778,14.0541685824
559.89,14.7337936508,39.7566888889,24.4551666667,41.9894444444,6.52488888889,8.74011111111,36.8413333333,44.7817777778,20.1730555556,32.7544444444,14.0442605364
560.23,14.7585873016,39.8054555556,24.4718333333,42.0378888889,6.56377777778,8.79188888889,36.9061111111,44.8335555556,20.2186666667,32.7774444444,14.0611168582
560.58,14.7396190476,39.8413111111,24.4816666667,42.083,6.565,8.80388888889,36.9248888889,44.7735555556,20.18,32.758,14.0460977012
560.92,14.8042539683,39.9007777778,24.5095,42.1408888889,6.60688888889,8.81988888889,36.9918888889,44.8286666667,20.2149444444,32.815,14.0795536398
561.26,14.7756507937,39.9391,24.5326666667,42.1636666667,6.594,8.786,36.9756666667,44.8578888889,20.2136111111,32.8086666667,14.0794348659
561.60,14.7932539683,39.9965888889,24.5393333334,42.1878888889,6.60888888889,8.77633333333,37.0635555556,45.0025555555,20.2352777778,32.8163333333,14.0910747126
561.94,14.8015079365,40.0676666667,24.5951666667,42.2321111111,6.58644444444,8.81088888889,37.1471111111,45.0725555555,20.2625,32.8651111111,14.090545977
562.28,14.8185396825,40.0983111111,24.6061666667,42.2956666666,6.62244444444,8.83522222222,37.2227777778,45.137,20.3051666667,32.9542222222,14.1082701149
562.62,14.8425396826,40.1105111111,24.6243333334,42.29,6.66866666667,8.87411111111,37.2268888889,45.1225555556,20.3216111111,32.9717777778,14.0923180077
562.96,14.7522539683,40.0652,24.5796666666,42.2756666667,6.62466666667,8.83011111111,37.205,45.0231111111,20.2688888889,32.8784444444,14.0415536398
563.30,14.7553968254,40.0479555555,24.5475,42.2733333333,6.62811111111,8.81222222222,37.1933333333,45.027,20.2810555556,32.8646666667,14.0531245211
563.64,14.7093015873,39.9982666666,24.5213333333,42.1911111111,6.61544444444,8.78144444445,37.1596666667,44.9567777778,20.2447777778,32.7756666667,14.0542720306
563.99,14.7344761905,40.0716444445,24.5496666667,42.2385555556,6.63422222222,8.757,37.217,45.002,20.2696666666,32.7808888889,14.110651341
564.33,14.7226507936,39.9928444445,24.5041666667,42.1437777778,6.67366666667,8.70322222222,37.143,44.9478888889,20.2333333333,32.7005555556,14.1212203065
564.67,14.7224920635,40.0504444445,24.5726666667,42.1854444445,6.72688888889,8.757,37.1871111111,45.0224444445,20.3227222222,32.7052222222,14.1626877395
565.01,14.749,40.0473222222,24.5776666666,42.1954444444,6.75155555556,8.784,37.2067777778,45.0014444444,20.3403333333,32.7088888889,14.1982049808
565.35,14.7497460317,40.0321555556,24.593,42.2486666667,6.75655555556,8.78511111111,37.202,44.9716666667,20.3477777778,32.7197777778,14.2012681992
565.69,14.7888412698,40.0834666667,24.6428333333,42.3005555556,6.81677777778,8.80922222222,37.224,44.9823333333,20.3863333333,32.7148888889,14.2568697318
566.03,14.7458571429,40.0684555556,24.5906666667,42.2833333334,6.76555555556,8.76711111111,37.1864444444,44.9417777778,20.3469444445,32.6005555555,14.2432701149
566.37,14.7198253968,40.0624111111,24.5818333333,42.3342222222,6.744,8.72522222222,37.1984444444,44.9814444445,20.3239444445,32.6416666667,14.2542260536
566.71,14.7729206349,40.1211777778,24.6275,42.3688888889,6.77544444445,8.75444444445,37.2383333333,45.0534444444,20.3662777778,32.7273333333,14.3035440613
567.05,14.7622063492,40.1368111111,24.68,42.383,6.80655555555,8.75488888889,37.2803333333,45.0098888889,20.3559444444,32.7322222222,14.3165574713
567.39,14.837936508,40.2241777778,24.7905,42.5237777778,6.85644444444,8.79922222222,37.3944444444,45.1325555555,20.4478888889,32.8901111111,14.3764521073
567.73,14.8816190476,40.2222222222,24.8388333333,42.5345555556,6.90744444444,8.85577777778,37.4095555555,45.1557777778,20.5071666667,32.9952222222,14.4216762452
568.07,14.9078095238,40.3205111111,24.91,42.6318888889,6.89277777778,8.90488888889,37.5294444444,45.2131111111,20.5666111111,33.1182222222,14.4516934866
568.41,14.9447619048,40.3701333333,24.944,42.7078888889,6.93211111111,8.92577777778,37.5774444444,45.2593333334,20.5818333333,33.2364444444,14.5006226054
568.75,14.975984127,40.3888111111,24.9796666667,42.7201111111,6.97488888889,8.94955555556,37.6357777778,45.2415555556,20.586,33.2955555556,14.507545977
569.09,15.0404761905,40.4684333333,25.0783333334,42.7812222222,7.05866666667,9.046,37.6628888889,45.2806666667,20.6348888889,33.3708888889,14.5918678161
569.43,15.0492380952,40.4570888889,25.0746666666,42.798,7.03477777778,9.04688888889,37.6564444445,45.3113333334,20.6263888889,33.378,14.5733141762
569.77,15.0866507936,40.4678888889,25.1286666666,42.8001111111,7.06411111111,9.07355555556,37.6668888889,45.301,20.6537777778,33.4278888889,14.580881226
570.11,15.1095714286,40.5102333333,25.1546666667,42.8108888889,7.09933333333,9.09822222222,37.6831111111,45.288,20.6640555556,33.3806666667,14.608789272
570.45,15.1498412698,40.5789777778,25.196,42.8841111111,7.15444444444,9.11522222222,37.7536666667,45.3003333333,20.6875,33.4578888889,14.6451666667
570.79,15.1565238095,40.5917,25.1881666666,42.8818888889,7.18922222222,9.17633333334,37.7683333333,45.3086666667,20.7128888889,33.4843333333,14.6876628352
571.13,15.1416507936,40.5656666667,25.1411666667,42.8215555556,7.194,9.15144444444,37.6991111111,45.2572222222,20.6692777778,33.4486666667,14.6517337165
571.47,15.0811269841,40.5316333333,25.0928333334,42.7756666667,7.12144444445,9.10811111111,37.6697777778,45.1898888889,20.6048333333,33.3956666667,14.5779712644
571.81,15.0636666667,40.5114111111,25.0578333334,42.733,7.13711111111,9.10711111111,37.6481111111,45.1403333334,20.5659444444,33.3606666667,14.5820191571
572.15,15.0841587302,40.4896888889,25.0801666667,42.7121111111,7.13822222222,9.09444444444,37.6331111111,45.1231111111,20.5648333333,33.3021111111,14.5649521073
572.49,15.0221111111,40.5080333333,25.0393333334,42.7161111111,7.08122222222,9.06133333333,37.6367777778,45.1745555556,20.5369444444,33.2695555555,14.5272145594
572.83,14.9588730159,40.4424777778,24.952,42.6266666667,7.00844444445,8.99966666667,37.6256666667,45.1096666667,20.4568333333,33.2448888889,14.444967433
573.17,14.9442698413,40.4643111111,24.9246666666,42.633,7.00066666667,8.97322222222,37.6544444445,45.1036666667,20.4461666667,33.2817777778,14.4401570881
573.51,14.946968254,40.5046,24.9568333333,42.6861111111,7.01388888889,8.96966666667,37.6993333333,45.1397777778,20.4329444445,33.3394444444,14.4485440613
573.85,14.9416190476,40.5163777778,24.9623333334,42.6546666667,6.99255555556,8.97355555556,37.7204444445,45.148,20.4420555556,33.3898888889,14.4395785441
574.19,14.9536825397,40.5349555556,24.9721666667,42.6631111111,6.97133333333,8.991,37.7385555556,45.1568888889,20.4421111111,33.367,14.4424501916
574.53,15.0234761905,40.6081666667,25.0445,42.7506666667,7.01355555556,9.02622222222,37.7921111111,45.2223333333,20.5034444444,33.3907777778,14.4673582376
574.87,15.075031746,40.6726333333,25.0696666667,42.8261111111,7.06377777778,9.08166666667,37.886,45.2397777778,20.536,33.4467777778,14.5132375479
