wavelength,Back_AniIgnm,Belly_AniIgnm,Breast_AniIgnm,Crissum_AniIgnm,Crown_AniIgnm,DorTail_AniIgnm,Patch10_AniIgnm,Patch11_AniIgnm,Rump_AniIgnm,Throat_AniIgnm,WingTip_AniIgnm
547.92,5.97546666667,10.0386666667,8.73320000001,7.61339111111,5.02246666667,5.863,18.7216,5.78046666667,18.9295333333,4.747,6.42
548.27,5.9508,10.102,8.79666666667,7.66524,5.0155,5.83146666667,18.6402,5.82673333333,18.8848666666,4.72393333333,6.39213333333
548.61,5.91926666667,10.1615333333,8.84726666666,7.70946888889,4.9963,5.78626666667,18.5436666667,5.8594,18.8080666667,4.67553333333,6.3494
548.95,5.86333333333,10.2237333333,8.88960000001,7.72634,4.9545,5.74,18.4458666667,5.84906666667,18.7356,4.60486666667,6.3002
549.29,5.81126666667,10.2836666667,8.93753333334,7.78443333333,4.9199,5.6736,18.3422666667,5.852,18.6615333333,4.54146666667,6.23746666667
549.64,5.7701,10.3587333333,8.99386666666,7.82862,4.8799,5.62866666667,18.2777333333,5.87886666667,18.5683333334,4.49746666667,6.1784
549.98,5.725,10.4498666667,9.05440000001,7.89241111111,4.85943333333,5.57,18.1961333333,5.91266666667,18.4786,4.44973333333,6.1326
550.32,5.70786666667,10.5867333333,9.16659999999,7.97778222222,4.86313333333,5.54946666667,18.2032,5.98366666667,18.4577333333,4.44833333333,6.12786666667
550.66,5.73673333333,10.7529333333,9.31840000001,8.10319333333,4.89656666667,5.58406666667,18.2141333333,6.0744,18.4346666667,4.47066666667,6.15913333333
551.01,5.75373333333,10.8932,9.44986666665,8.19972444445,4.91886666667,5.60206666667,18.1796666667,6.15593333333,18.3638,4.47566666667,6.16653333333
551.35,5.76373333333,11.0453333333,9.56113333333,8.29813333333,4.91993333333,5.60573333333,18.149,6.23226666667,18.3357333333,4.4842,6.16266666667
551.69,5.7901,11.2258,9.72113333334,8.40679555555,4.9669,5.65553333333,18.1617333333,6.32313333333,18.3153333333,4.5088,6.18033333334
552.03,5.8085,11.3573333333,9.83246666666,8.49479333334,4.97113333333,5.65786666667,18.1272,6.38906666667,18.2691333333,4.496,6.17946666667
552.38,5.7973,11.4732,9.93033333333,8.57084222222,4.9637,5.6402,18.1022,6.44126666667,18.2218666667,4.483,6.1594
552.72,5.7976,11.557,10.0251333333,8.65313333333,4.96246666667,5.62306666667,18.0868666667,6.4996,18.1866,4.48766666667,6.14573333333
553.06,5.80293333333,11.6976666667,10.1515333333,8.72454444444,4.99486666667,5.63986666667,18.0763333333,6.593,18.1566666667,4.5226,6.165
553.40,5.82996666667,11.8529333333,10.282,8.84060222223,5.0483,5.6742,18.0505333333,6.69246666667,18.1532,4.54633333333,6.19226666667
553.74,5.838,12.0044,10.4133333333,8.93613777778,5.08653333333,5.7112,18.0220666667,6.7696,18.1193333334,4.57106666667,6.1788
554.09,5.80206666667,12.1039333333,10.4979333333,8.99234222222,5.0785,5.6918,17.9384666667,6.7964,18.0444,4.52533333333,6.1398
554.43,5.76936666667,12.2334666667,10.6037333333,9.07689111112,5.05693333333,5.65613333333,17.9014666667,6.84266666667,18.0086666667,4.48813333334,6.09506666667
554.77,5.71326666667,12.3363333333,10.6866,9.14712888888,5.0442,5.6296,17.8302666667,6.891,17.9511333333,4.45193333333,6.0522
555.11,5.7099,12.4836666667,10.8058,9.26024666667,5.0727,5.64033333333,17.7949333333,6.97573333334,17.9029333333,4.4442,6.04913333333
555.45,5.69423333333,12.6384,10.952,9.38602444445,5.08226666667,5.6268,17.7669333333,7.07606666667,17.8736666667,4.4196,6.0458
555.80,5.6547,12.7777333333,11.0716,9.47937555556,5.0665,5.5902,17.7262,7.1328,17.8116,4.4054,6.00653333333
556.14,5.69076666667,12.9742,11.2584666667,9.61292,5.1332,5.6342,17.7184666667,7.26286666667,17.8014666667,4.4342,6.03986666666
556.48,5.73226666667,13.2062666667,11.4452666667,9.76763333333,5.21356666667,5.6714,17.7173333333,7.41493333333,17.8014,4.48126666667,6.07533333333
556.82,5.77,13.4357333333,11.6474666667,9.93388888889,5.27713333333,5.7028,17.7135333333,7.5566,17.8316,4.5056,6.1074
557.16,5.77833333333,13.6224666667,11.8162,10.06184,5.30003333333,5.70946666667,17.6891333333,7.67953333333,17.8040666667,4.50906666667,6.11286666667
557.50,5.72703333333,13.7284,11.9398666667,10.1369866667,5.26203333333,5.6474,17.6206666667,7.73066666667,17.7443333333,4.44286666667,6.0714
557.85,5.7578,13.9351333333,12.1312,10.30158,5.29963333333,5.66246666667,17.6152,7.87433333333,17.7506,4.44546666667,6.10146666667
558.19,5.7674,14.094,12.2906666667,10.4065244445,5.33083333333,5.64613333333,17.5119333333,7.9786,17.6793333333,4.42693333333,6.09886666667
558.53,5.83276666667,14.3210666667,12.5258,10.5943333333,5.40406666667,5.68953333333,17.54,8.1562,17.7034,4.46106666667,6.16326666667
558.87,5.84546666667,14.5076666667,12.7260666667,10.7473888889,5.45133333333,5.69813333333,17.5053333333,8.29673333333,17.6722666667,4.4824,6.183
559.21,5.84403333333,14.6898666667,12.865,10.8743977778,5.4732,5.69453333333,17.4451333333,8.40353333333,17.6106666667,4.492,6.17886666667
559.55,5.8874,14.8954666667,13.0789333333,11.0706466667,5.56726666667,5.749,17.4249333334,8.56453333333,17.6276,4.53173333333,6.215
559.89,5.8882,15.0904,13.2732666667,11.2275644444,5.5956,5.7582,17.421,8.69766666667,17.6314666667,4.53906666667,6.22693333333
560.23,5.89266666667,15.3019333333,13.458,11.3787,5.62023333333,5.77213333333,17.3826,8.82953333333,17.603,4.53173333333,6.24946666667
560.58,5.8686,15.4551333333,13.6069333333,11.4745066667,5.61773333333,5.76946666667,17.3071333334,8.92440000001,17.5332,4.505,6.23873333333
560.92,5.8549,15.6665333333,13.7582,11.6175555555,5.65666666667,5.75626666667,17.274,9.02993333334,17.4934666667,4.504,6.22246666667
561.26,5.9336,15.9506,13.9932,11.8403155555,5.77486666667,5.8378,17.3039333333,9.227,17.5282,4.60333333333,6.30213333333
561.60,5.94253333333,16.1382666667,14.1639333333,11.9605622222,5.82976666667,5.85873333333,17.2721333333,9.36786666667,17.491,4.65793333333,6.30033333333
561.94,5.99693333333,16.4168666667,14.3847333333,12.1477422222,5.91843333333,5.9248,17.3217333333,9.55513333333,17.5250666667,4.71873333333,6.33326666667
562.28,5.9963,16.6478,14.5774666667,12.2881644444,5.95173333333,5.94286666667,17.3058,9.68799999999,17.4972,4.7444,6.33326666667
562.62,6.018,16.9114,14.7675333333,12.4632577778,6.0049,5.9722,17.293,9.84593333332,17.4858,4.7726,6.35106666667
562.96,6.0412,17.1458,14.9794,12.6155955555,6.05033333334,5.9976,17.2772666667,9.9986,17.4803333333,4.7612,6.364
563.30,6.0505,17.4341333333,15.215,12.7999377778,6.12046666667,6.03446666667,17.2806,10.173,17.4640666667,4.76813333333,6.38913333333
563.64,6.0774,17.7044666667,15.4133333333,12.9662044445,6.16873333333,6.08426666667,17.2574666667,10.3396666667,17.4254,4.80213333333,6.4226
563.99,6.0693,17.927,15.6330666667,13.1360644445,6.2027,6.115,17.2464,10.4997333333,17.3836,4.81493333333,6.40646666667
564.33,6.08203333333,18.2098666667,15.8737333333,13.3456511111,6.25326666667,6.13393333333,17.2712,10.6918666667,17.3619333333,4.83866666667,6.4014
564.67,6.09426666667,18.4470666667,16.1256666667,13.5314511111,6.29486666667,6.16466666667,17.2510666667,10.877,17.3357333333,4.84726666667,6.4302
565.01,6.09426666667,18.6750666667,16.3292,13.68134,6.3111,6.1728,17.2396666667,11.0408666667,17.3149333333,4.84113333333,6.4438
565.35,6.1093,18.9345333333,16.5344,13.8599422222,6.3407,6.18853333333,17.2179333333,11.1922,17.2918666667,4.8238,6.46106666667
565.69,6.10453333333,19.1309333333,16.6966,13.9832466667,6.3613,6.20506666667,17.1788666667,11.3224,17.2438666667,4.81046666667,6.46986666667
566.03,6.152,19.3771333333,16.9052,14.1729933333,6.43626666667,6.2584,17.1643333333,11.5039333334,17.2266666667,4.8434,6.50593333333
566.37,6.17686666667,19.6198,17.1201333333,14.3267155556,6.4825,6.28926666667,17.1648666667,11.6716666667,17.2150666667,4.84906666666,6.51993333333
566.71,6.22153333333,19.8787333333,17.3640666667,14.5457555556,6.56406666667,6.33293333333,17.1810666667,11.8568666667,17.216,4.9092,6.568
567.05,6.2225,20.0774,17.5448666667,14.6824777778,6.573,6.324,17.1356666667,12.0022,17.176,4.91726666667,6.5614
567.39,6.2888,20.3553333333,17.8452,14.9176222222,6.6904,6.38246666667,17.1634666667,12.2449333333,17.2128666667,4.98413333333,6.62566666667
567.73,6.33656666667,20.6273333333,18.0683333333,15.1115955555,6.76920000001,6.42526666667,17.1637333333,12.4471333333,17.2174,5.02613333333,6.6568
568.07,6.33056666667,20.8231333333,18.2314,15.2605555555,6.79553333334,6.4256,17.0867333333,12.5857333333,17.1551333333,5.03873333334,6.6354
568.41,6.33293333333,21.0844,18.4366666667,15.4314422222,6.84233333334,6.43613333333,17.0504666667,12.7595333333,17.099,5.04113333333,6.627
568.75,6.35736666667,21.363,18.676,15.63434,6.91676666667,6.46666666667,17.0070666667,12.9418666667,17.0544666667,5.0474,6.62306666666
569.09,6.3701,21.6590666667,18.9316666667,15.8471133333,6.99606666667,6.50273333333,17.0038666667,13.1755333333,17.0363333334,5.0738,6.62746666667
569.43,6.39596666667,21.9557333333,19.2253333333,16.0953688889,7.08680000001,6.529,17.0070666666,13.413,17.0358,5.09793333333,6.65813333333
569.77,6.36336666667,22.2138,19.4642666667,16.2704422222,7.12240000001,6.51693333333,16.9824,13.5867333334,16.998,5.08253333333,6.65333333333
570.11,6.38366666667,22.493,19.7259333333,16.4837577778,7.19953333333,6.559,16.9866,13.8017333333,16.9928,5.11306666667,6.68853333333
570.45,6.38976666667,22.7445333333,19.9588,16.6513,7.27446666666,6.59393333333,16.9538,14.0100666667,16.974,5.11,6.69453333333
570.79,6.40183333333,23.0553333333,20.2145333334,16.8267466667,7.3538,6.64206666667,16.9738666667,14.2379333333,16.9635333333,5.12226666667,6.7298
571.13,6.30916666666,23.241,20.3401333333,16.9172955556,7.31223333334,6.58193333333,16.8676666667,14.3150666667,16.8526,5.03166666667,6.6526
571.47,6.2954,23.5132,20.5889333333,17.1025711111,7.37666666666,6.60246666666,16.8470666667,14.5003333333,16.8372,5.015,6.65593333333
571.81,6.31996666667,23.8045333333,20.8401333333,17.2924755555,7.46236666667,6.65626666666,16.8696666667,14.709,16.8443333333,5.02766666667,6.709
572.15,6.37946666667,24.1181333333,21.1256666667,17.5387088889,7.57316666667,6.74413333333,16.9124666667,14.9429333333,16.8986666667,5.07866666667,6.77553333333
572.49,6.39723333333,24.4048666667,21.3650666667,17.7432622222,7.63506666667,6.77193333333,16.9298,15.1617333333,16.9088,5.09066666667,6.79406666667
572.83,6.431,24.6669333333,21.6024,17.9521711111,7.70900000001,6.83353333334,16.9394,15.3572,16.8957333333,5.11633333333,6.83313333333
573.17,6.4049,24.9350666667,21.7936666667,18.1124266667,7.73999999999,6.8438,16.8980666667,15.5338,16.8536,5.10633333333,6.82386666667
573.51,6.43583333333,25.2104,22.0234,18.2958,7.79813333334,6.8674,16.8806666667,15.7296666667,16.8138,5.11086666667,6.8218
573.85,6.44113333333,25.4742,22.2442666667,18.4962555555,7.87086666665,6.88546666667,16.8601333333,15.9342666667,16.7937333333,5.11226666666,6.82706666667
574.19,6.42776666667,25.7573333333,22.4458,18.6887022222,7.9235,6.89093333333,16.8345333333,16.1215333333,16.7565333333,5.12866666667,6.82893333333
574.53,6.4155,25.9650666667,22.6036666667,18.8749066667,7.95363333332,6.88633333333,16.7632,16.2674666667,16.6996,5.12786666667,6.7968
574.87,6.48556666667,26.2905333333,22.8800666667,19.1269377778,8.05313333335,6.94693333333,16.8117333333,16.5302,16.7332666667,5.1972,6.8476
575.21,6.47856666666,26.5453333333,23.0485333333,19.2695377778,8.07533333333,6.93446666667,16.7580666667,16.6766666667,16.6852666667,5.18626666667,6.84873333333
575.55,6.4846,26.8321333333,23.2691333333,19.4678844445,8.1226,6.93726666667,16.7291333333,16.8892,16.6468666667,5.16386666666,6.84813333333
575.89,6.44676666667,27.0112,23.3848,19.5794533333,8.11846666667,6.8742,16.6438,17.0450666667,16.5391333333,5.12973333333,6.7926
576.22,6.44916666667,27.2676666667,23.5944,19.7420555556,8.17039999999,6.91306666667,16.6037333334,17.237,16.4936,5.13566666667,6.8104
576.56,6.42813333333,27.488,23.7624,19.8689866667,8.1884,6.87866666667,16.5330666667,17.3861333333,16.4322666667,5.13013333334,6.80026666667
576.90,6.414,27.6915333333,23.9619333333,20.0405155555,8.21633333333,6.8634,16.4751333333,17.5578666667,16.3596666667,5.1264,6.78453333333
577.24,6.3881,27.9437333333,24.1500666667,20.2194533333,8.25553333333,6.86433333333,16.4332,17.7572666667,16.3346,5.11793333333,6.78053333333
577.58,6.35213333333,28.1782666667,24.3220666667,20.3684733333,8.24786666667,6.83726666667,16.3382666667,17.9186666667,16.2375333333,5.06966666667,6.73206666667
577.92,6.31953333333,28.3804,24.4875333333,20.4850711111,8.23103333333,6.78773333333,16.2692,18.0655333333,16.1393333333,5.0182,6.69466666667
578.26,6.35003333333,28.6885333333,24.7585333333,20.6932711111,8.29673333333,6.79433333333,16.2602,18.3133333333,16.1008,5.0088,6.71493333333
578.60,6.31513333333,28.931,24.9284666667,20.8203333333,8.3119,6.77633333333,16.183,18.4621333333,16.0158,4.98,6.69353333333
578.94,6.32766666667,29.1753333333,25.1235333333,21.0189044444,8.36340000001,6.78846666667,16.1485333333,18.6794,15.946,4.9844,6.69046666667
579.28,6.3092,29.3838666667,25.3249333333,21.1829244444,8.40590000001,6.78946666667,16.0894,18.8718666667,15.9006,4.96206666667,6.67153333333
579.61,6.3558,29.682,25.595,21.3975155556,8.49179999999,6.86653333333,16.0744666667,19.0770666666,15.8901333333,4.9866,6.70593333333
579.95,6.31366666667,29.8758666667,25.7409333333,21.51516,8.52243333335,6.81946666667,15.9828,19.2332666667,15.8003333333,4.95753333333,6.671
580.29,6.27243333333,30.137,25.9475333333,21.6788288889,8.55983333334,6.80080000001,15.9166,19.4244666667,15.7356,4.91753333333,6.639
580.63,6.32176666666,30.5006,26.2377333333,21.8818244444,8.67556666667,6.87866666667,15.9302,19.6840666667,15.7838666667,4.95373333333,6.7
580.97,6.32306666667,30.7693333333,26.4277333333,22.0981488889,8.76316666667,6.90053333333,15.8953333333,19.8906666667,15.7436666667,4.9486,6.70393333333
581.31,6.2955,30.9923333333,26.6306,22.2482555556,8.79716666667,6.87286666666,15.8548,20.0463333333,15.6782,4.92653333333,6.68266666666
581.65,6.30036666667,31.2493333333,26.8699333333,22.42922,8.86470000001,6.91573333334,15.824,20.2634,15.6739333334,4.94846666667,6.69606666667
581.98,6.2541,31.451,27.0380666667,22.58388,8.89636666665,6.93120000001,15.7658666667,20.4188666666,15.6424666667,4.9482,6.70126666667
582.32,6.2728,31.6978,27.2292666667,22.7785555556,9.00093333333,6.95006666667,15.73,20.6538,15.5982666667,4.948,6.69653333333
582.66,6.25313333333,31.9509333333,27.4202666667,22.9448977778,9.054,6.94266666667,15.7032,20.8490666667,15.5664666667,4.93626666667,6.69253333333
583.00,6.245,32.2192,27.6197333333,23.0922644444,9.08666666665,6.926,15.6613333333,21.0273333333,15.5184666667,4.92493333333,6.66633333334
583.34,6.2191,32.5033333334,27.8224,23.2586244445,9.12066666667,6.89113333333,15.6413333333,21.2086,15.5092,4.91033333333,6.6758
583.68,6.26753333333,32.7946666667,28.032,23.4614444444,9.18083333332,6.94053333333,15.6547333333,21.427,15.5036666666,4.93506666667,6.725
584.01,6.29493333334,33.0622666667,28.2590666667,23.66616,9.26630000001,6.9832,15.6694666667,21.6737333333,15.5118,4.95473333333,6.7354
584.35,6.24636666667,33.2165333333,28.3823333333,23.81186,9.26599999999,6.95253333334,15.6192666666,21.8314666667,15.4187333333,4.89666666667,6.676
584.69,6.2715,33.4706,28.6201333334,23.9608266667,9.32813333333,6.96746666666,15.6074666667,22.0482,15.4063333333,4.90753333333,6.67673333333
585.03,6.28803333333,33.7470666667,28.8274,24.1138377778,9.3904,6.99493333333,15.5767333334,22.2645333333,15.4002,4.92173333333,6.6956
585.37,6.2875,34.0132,28.9954,24.2940955555,9.43153333333,6.99400000001,15.5426666667,22.4626,15.3329333333,4.88633333333,6.67666666667
585.70,6.35506666667,34.3419333333,29.2644666667,24.4966111111,9.51216666666,7.04566666667,15.5793333333,22.7044666667,15.322,4.9262,6.7028
586.04,6.34133333333,34.6312,29.4943333333,24.6708244445,9.56043333333,7.0714,15.5565333333,22.9238666667,15.3081333333,4.92833333333,6.70953333333
586.38,6.31723333333,34.8261333333,29.675,24.7883111111,9.58736666669,7.08133333334,15.5018,23.0852,15.2832,4.92393333333,6.68853333333
586.72,6.35723333333,35.0702,29.8816,25.0267244444,9.67073333331,7.15953333334,15.5512,23.3248,15.3366,4.99693333333,6.76266666667
587.06,6.31123333333,35.2867333333,30.0424,25.1580355556,9.71520000001,7.16773333334,15.4714666667,23.5077333333,15.2531333333,4.97293333333,6.74446666667
587.39,6.2748,35.4945333333,30.2714666667,25.2879288889,9.73466666667,7.14553333333,15.4264,23.6735333333,15.2141333333,4.94226666667,6.6934
587.73,6.29946666667,35.6977333333,30.4544666667,25.4393044444,9.7839,7.21346666666,15.3928666667,23.8452666667,15.1992,4.958,6.729
588.07,6.34556666667,35.92,30.6196,25.5882511111,9.87986666667,7.28126666667,15.4188,24.0179333333,15.2304666667,5.03346666667,6.77386666667
588.41,6.33073333333,36.1654,30.7924666667,25.7362333333,9.90026666665,7.29813333333,15.3881333333,24.1774666667,15.2066666667,5.03513333333,6.77713333333
588.74,6.3484,36.4242,31.0076,25.92334,9.96136666668,7.32646666666,15.3800666666,24.3682,15.2071333333,5.06886666667,6.79873333333
589.08,6.3346,36.6915333333,31.2276666667,26.1109777778,10.0202,7.34993333333,15.3962666667,24.5566,15.2234666666,5.08386666667,6.81193333333
589.42,6.31886666667,36.8784,31.3756,26.2637755556,10.0654666667,7.34346666667,15.3452666667,24.7066666667,15.2128666667,5.055,6.7974
589.76,6.28976666667,37.0572666667,31.5114666667,26.3779777778,10.0617,7.3366,15.3201333333,24.8097333333,15.1838,5.0138,6.75993333333
590.09,6.33883333333,37.3020666667,31.7224,26.5735711111,10.1522333333,7.3914,15.3656,25.0323333333,15.2049333333,5.04973333334,6.80133333333
590.43,6.2995,37.4913333333,31.8334666667,26.6785844444,10.1676333333,7.36039999999,15.2760666667,25.1274,15.1058,5.03246666667,6.7494
590.77,6.32913333333,37.6746666667,32.0206,26.8202377778,10.2000666667,7.39046666667,15.2962,25.2696666667,15.1569333333,5.06933333333,6.75333333333
591.11,6.37826666667,37.9654,32.1990666667,27.0544466667,10.3071333333,7.45226666666,15.3112666667,25.5131333333,15.1856666667,5.11306666667,6.805
591.44,6.3592,38.1935333333,32.3575333333,27.2043177778,10.3147,7.39293333333,15.2672666667,25.6742666667,15.1338666667,5.07553333333,6.77833333333
591.78,6.3402,38.4394666667,32.5808666667,27.3710333333,10.2973,7.36006666666,15.2280666667,25.8529333333,15.0960666667,5.02806666667,6.7516
592.12,6.31813333333,38.5931333333,32.7165333333,27.4985022222,10.314,7.34753333333,15.1799333333,25.9814,15.0564666667,5.01193333333,6.7416
592.46,6.30616666667,38.7984,32.8972,27.6348577778,10.3476666667,7.36146666667,15.1833333333,26.1679333333,15.0708666667,4.97773333333,6.7354
592.79,6.3407,39.0282666667,33.0696666667,27.7703422222,10.3946666667,7.39386666666,15.1468666667,26.3476666667,15.0716666667,4.9944,6.73686666667
593.13,6.341,39.3002,33.2896,27.9112377778,10.4278,7.428,15.1316,26.5692,15.0770666667,5.01346666667,6.725
593.47,6.39553333333,39.5906666667,33.5140666667,28.1200488889,10.5127333333,7.45826666667,15.1418,26.7801333333,15.0952,5.05353333333,6.774
593.80,6.3622,39.7772666667,33.6566666667,28.24514,10.4785666667,7.4106,15.0559333333,26.8958666667,15.0211333333,5.0062,6.7228
594.14,6.3707,39.9587333333,33.8712,28.3631222222,10.4941,7.39460000001,15.0356,27.0713333333,15.0107333333,4.962,6.71233333333
594.48,6.404,40.2273333333,34.0835333333,28.5566666667,10.5497666667,7.4344,15.0349333333,27.3075333333,15.0062666667,4.96313333333,6.7314
594.81,6.37443333334,40.4462,34.3300666667,28.7054555556,10.5446666667,7.41493333333,15.0358666667,27.4431333333,14.9978,4.91153333333,6.6874
595.15,6.4021,40.6813333333,34.5164666667,28.8541955556,10.5975333333,7.46393333334,15.0637333333,27.6301333333,15.0223333333,4.9498,6.71113333333
595.49,6.4267,40.8921333333,34.6831333333,29.0108355556,10.6682,7.49693333333,15.0548,27.7982,15.004,4.95693333333,6.741
595.82,6.43106666667,41.1115333333,34.8678666667,29.12076,10.6960666667,7.49453333333,15.0376666667,27.9256666667,14.9889333333,4.95573333333,6.72293333333
596.16,6.4287,41.2867333333,35.0053333333,29.2494044444,10.721,7.50313333334,15.0143333333,28.0411333333,14.9462,4.96713333333,6.72666666667
596.50,6.41263333333,41.3897333333,35.1262,29.3206822222,10.7255666667,7.47753333334,14.9802666667,28.1073333333,14.8981333333,4.95786666667,6.7324
596.83,6.41573333333,41.4908666666,35.2175333334,29.3670155556,10.7366666667,7.47746666667,14.9682,28.1674,14.8564666666,4.93006666667,6.7448
597.17,6.39113333333,41.5902,35.3603333333,29.4445866667,10.7368,7.47093333334,14.9461333333,28.2772,14.8382,4.90386666667,6.7276
597.51,6.39583333333,41.7491333333,35.4776,29.55488,10.7670666667,7.49280000001,14.9157333333,28.3928666667,14.8235333333,4.90326666667,6.7408
597.84,6.34523333333,41.9286666667,35.5554,29.6339244445,10.7727333333,7.45446666667,14.8577333333,28.4542,14.7774666667,4.88693333333,6.70733333333
598.18,6.29556666667,42.0653333333,35.6268,29.7309355556,10.7635666667,7.40966666666,14.808,28.5074666667,14.6916,4.8386,6.657
598.52,6.27133333333,42.1970666667,35.6925333333,29.8010222222,10.7609,7.38146666667,14.7531333333,28.5969333333,14.6559333333,4.8364,6.63333333333
598.85,6.17853333333,42.2881333333,35.7214666667,29.80154,10.7214333333,7.29086666667,14.6273333333,28.5865333333,14.5646,4.74946666667,6.5358
599.19,6.13346666667,42.4176,35.8178,29.8638,10.7198333333,7.23179999999,14.5556666667,28.6735333333,14.5282,4.722,6.4914
599.53,6.0746,42.5020666667,35.8788,29.9158555556,10.7184,7.19846666666,14.4839333333,28.7924,14.4754666667,4.6638,6.4562
599.86,6.04106666667,42.6085333333,35.94,29.9767133333,10.7047333333,7.14899999999,14.4132,28.8876666667,14.4196,4.59826666667,6.41133333333
600.20,6.03563333333,42.8684,36.0837333333,30.1515266667,10.7699,7.15940000001,14.4103333333,29.0879333334,14.4156666667,4.5724,6.38346666667
600.53,5.99293333333,43.026,36.1422,30.2973088889,10.7785,7.11506666666,14.3603333333,29.1854,14.379,4.56286666667,6.34033333333
600.87,5.98656666667,43.2032,36.2437333333,30.4229733333,10.8150333333,7.1138,14.3156,29.3371333333,14.3418666667,4.58306666667,6.31353333333
601.21,6.01766666666,43.4282666667,36.4670666667,30.5728577778,10.8992,7.13606666666,14.3568,29.5215333333,14.3584,4.6,6.33253333333
601.54,6.10666666667,43.7034666667,36.7400666667,30.7812933333,11.0021,7.2458,14.4664,29.7394,14.4389333333,4.65686666667,6.41326666667
601.88,6.1643,43.8993333333,36.9443333333,30.9258155555,11.0920333333,7.31966666667,14.5006,29.9530666667,14.4840666667,4.7184,6.45926666667
602.21,6.1993,44.1010666667,37.1014,31.0498022222,11.1619666667,7.37240000001,14.5193333333,30.1332666667,14.4935333333,4.78273333333,6.50726666667
602.55,6.27383333333,44.367,37.3221333333,31.2335555556,11.2574666667,7.45553333333,14.5934666667,30.3893333333,14.5436,4.82746666667,6.5708
602.88,6.28776666667,44.5317333333,37.4442,31.3276755556,11.2884333334,7.48600000001,14.5945333333,30.4862,14.5174666667,4.84093333333,6.5656
603.22,6.39606666667,44.7519333333,37.633,31.4965688889,11.3995666667,7.60533333333,14.6759333334,30.6653333333,14.5783333333,4.9444,6.67246666667
603.56,6.46573333333,44.9228,37.7826,31.5944044444,11.4879,7.68326666666,14.7036666667,30.7943333333,14.6219333333,5.0232,6.726
603.89,6.48083333333,44.9642666667,37.8735333333,31.6428333333,11.4823666667,7.69233333334,14.6648666667,30.8367333333,14.6104666667,5.02546666667,6.72853333333
604.23,6.4862,45.0596666667,37.9756666666,31.6670333333,11.5141333333,7.69640000001,14.6415333333,30.9322666667,14.5897333333,5.01273333333,6.73693333333
604.56,6.46463333333,45.1512666667,38.0217333333,31.7032133333,11.4875666667,7.67219999999,14.5976666667,30.9669333333,14.5317333333,4.9756,6.7216
604.90,6.4224,45.2404666667,38.0540666666,31.7145155556,11.4578,7.63199999999,14.5406666667,31.0147333333,14.4709333333,4.93533333333,6.6862
605.23,6.41173333333,45.2611333333,38.0483333333,31.7380577778,11.4654333333,7.60746666667,14.4571333333,31.0623333333,14.4058666667,4.94046666667,6.67526666667
605.57,6.4192,45.3808,38.1074666666,31.7431222222,11.4993666667,7.60313333333,14.4500666667,31.1127333333,14.4071333334,4.9608,6.704
605.90,6.38813333333,45.4478666667,38.1305333333,31.7849022222,11.4852,7.56706666667,14.3936666667,31.1556,14.3388666667,4.909,6.68453333333
606.24,6.3879,45.5126,38.223,31.8635866667,11.4987333333,7.56353333334,14.3694666667,31.1946666667,14.3087333333,4.93446666667,6.69146666667
606.58,6.4016,45.5942666667,38.2855333333,31.9326933333,11.5236333333,7.57273333334,14.3351333333,31.2816666667,14.2811333333,4.9436,6.68313333333
606.91,6.3902,45.7100666667,38.3916666667,32.0167022222,11.5395666667,7.53319999999,14.2896666667,31.3808,14.2514,4.91693333333,6.6522
607.25,6.39046666666,45.8086,38.4514,32.1108222222,11.5630333333,7.52686666667,14.2713333333,31.4926666667,14.222,4.92006666667,6.6572
607.58,6.41533333333,45.9352,38.5292666667,32.1780444444,11.6448666667,7.57526666666,14.3282,31.6507333333,14.2225333333,4.97293333333,6.72273333333
607.92,6.43106666667,46.0922666667,38.6360666667,32.2978844444,11.6852666667,7.61186666666,14.3464,31.7934,14.2032666667,4.9876,6.75446666667
608.25,6.41856666667,46.1813333333,38.7257333333,32.3501511111,11.7207666667,7.60846666666,14.3122666667,31.9281333333,14.1779333333,4.96573333333,6.76613333333
608.59,6.44303333333,46.2790666667,38.7944,32.4238822222,11.7811666667,7.65126666667,14.3021333334,32.0568666667,14.1671333333,4.974,6.79966666667
608.92,6.43403333333,46.3878666667,38.8363333333,32.4312555556,11.7902333333,7.63753333333,14.2647333333,32.1424666667,14.0879333334,4.9578,6.77906666667
609.26,6.36783333333,46.4114,38.8273333333,32.4475044445,11.7425666667,7.57426666667,14.154,32.2121333334,13.9743333333,4.8686,6.71346666667
609.59,6.30293333333,46.4227333333,38.8100666667,32.3885311111,11.7189666667,7.53626666667,14.0419333333,32.2257333333,13.8635333333,4.81466666666,6.659
609.93,6.2162,46.4666,38.7746666667,32.3583822222,11.668,7.47246666666,13.9279333334,32.2617333333,13.7518666667,4.74573333333,6.5992
610.26,6.1055,46.5016666667,38.763,32.2899488889,11.5903,7.36386666666,13.8017333334,32.2723333333,13.6225333333,4.6372,6.52853333333
610.60,5.9934,46.5235333333,38.6995333333,32.25324,11.4990666667,7.27066666667,13.676,32.2643333333,13.4791333333,4.54833333333,6.44073333333
610.93,5.85243333333,46.5746,38.6629333333,32.1804888889,11.4049333333,7.14660000001,13.5349333333,32.2514666667,13.3163333333,4.40353333333,6.3282
611.27,5.79306666667,46.6710666667,38.6962666667,32.1856088889,11.3407,7.08540000001,13.4099333333,32.2831333333,13.2324,4.32913333333,6.2614
