wavelength,Back_TanCucm,Belly_TanCucm,Breast_TanCucm,Crissum_TanCucm,Crown_TanCucm,DorTail_TanCucm,Patch10_TanCucm,Patch11_TanCucm,Rump_TanCucm,Throat_TanCucm,WingTip_TanCucm
529.35,54.4025333333,26.6688,28.9813333333,17.5212,6.1586,11.6886333333,32.6892666667,9.947,51.209,18.0012333333,7.63
529.70,54.3398,26.6477333333,28.9317333333,17.5495333333,6.16266666667,11.7034,32.7334666667,9.9634,51.1162666667,17.9831666667,7.6388
530.04,54.2045333333,26.6056,28.8513333333,17.5718,6.17486666667,11.7196,32.7480666667,9.97913333334,50.9695333333,17.9466333333,7.65533333333
530.39,54.0182666667,26.5252,28.7328,17.5816666667,6.1784,11.7124666667,32.7366666667,9.98106666667,50.7700666667,17.8965333333,7.6543
530.73,53.7922666667,26.4338666667,28.5914666667,17.5828,6.17746666667,11.7075333333,32.7167333333,9.96506666666,50.525,17.8297,7.65613333333
531.08,53.5826666667,26.3455333333,28.458,17.6005333333,6.18986666666,11.7005333334,32.7070666667,9.97580000001,50.3090666666,17.7840333333,7.66283333333
531.42,53.4155333333,26.2671333333,28.3433333333,17.6284,6.19226666667,11.7065333333,32.7448,9.98153333333,50.1224,17.7439666667,7.66813333333
531.77,53.2853333334,26.2282666667,28.2617333333,17.6869333333,6.22853333333,11.7270333333,32.8126,10.0180666667,49.9928666667,17.7384333333,7.7037
532.11,53.1954666667,26.1849333333,28.1984666667,17.7564666667,6.2618,11.7740666667,32.8906666667,10.0482,49.9074666667,17.7380333333,7.73846666667
532.46,53.0837333333,26.1288,28.1123333333,17.7990666667,6.27066666667,11.7906,32.9404666667,10.0628,49.7702,17.7148333333,7.75636666667
532.80,52.9422666667,26.0926666667,28.0318,17.8396,6.30433333333,11.8129,32.9874666667,10.0908666667,49.6478666667,17.7101333333,7.76223333333
533.15,52.8739333333,26.0483333333,27.9724,17.8741333333,6.30526666667,11.8175,33.0509333333,10.0904666667,49.5434,17.6748666667,7.75756666667
533.49,52.7264,25.9839333333,27.8828,17.8789333333,6.304,11.8154666667,33.0755333333,10.0844666667,49.4047333333,17.6366666667,7.76256666667
533.84,52.6030666667,25.9070666667,27.7998,17.898,6.30566666667,11.7952333333,33.0947333333,10.0786,49.2663333333,17.6014333333,7.75173333333
534.18,52.5176666667,25.8664666667,27.7357333333,17.9201333333,6.30493333333,11.8066333333,33.1416666667,10.0823333333,49.1571333333,17.58,7.75393333333
534.52,52.4543333333,25.8428666667,27.6874,17.9640666667,6.3164,11.8239,33.21,10.1083333333,49.0589333333,17.5695,7.7521
534.87,52.3347333333,25.7950666667,27.612,17.9862,6.31866666667,11.8354333334,33.2468666667,10.1133333333,48.9344,17.5373333333,7.75376666667
535.21,52.2260666667,25.7426,27.5359333333,18.036,6.334,11.8453333333,33.2653333333,10.122,48.8053333333,17.5146333333,7.7675
535.56,52.0733333333,25.6946666667,27.4456,18.0582666667,6.34926666667,11.8641666667,33.2676,10.1333333333,48.6546666667,17.4907333333,7.77386666667
535.90,51.912,25.6434666667,27.3443333333,18.0696666667,6.36033333333,11.8666666667,33.2776,10.1388,48.4934,17.4491666667,7.77443333333
536.25,51.748,25.5933333333,27.2665333333,18.0844666667,6.36666666667,11.876,33.2833333333,10.1388666667,48.3682,17.4268666667,7.78726666667
536.59,51.652,25.5525333333,27.2130666667,18.1252,6.37453333333,11.8791333333,33.2966666667,10.1534666667,48.244,17.3935333333,7.79713333333
536.93,51.5256,25.5104,27.1307333333,18.1506666667,6.39753333333,11.8968333333,33.3127333333,10.1726,48.1196,17.3908666667,7.81503333333
537.28,51.4102,25.4748,27.0587333333,18.2002,6.42333333333,11.9151,33.3242,10.1974,47.9918,17.3737666667,7.837
537.62,51.3328666667,25.4594666667,26.9904,18.2373333333,6.43593333333,11.9435666667,33.3572,10.2352,47.8884,17.3723666667,7.8479
537.97,51.1543333333,25.3624,26.8660666667,18.2358666666,6.41186666667,11.9129333333,33.3474,10.2028666667,47.7224666667,17.3167333333,7.8342
538.31,50.9888,25.2843333333,26.7642,18.2622666667,6.40853333333,11.8967333333,33.3300666667,10.1937333333,47.5685333333,17.2773,7.85406666667
538.65,50.8380666667,25.2093333333,26.6718666667,18.3048666667,6.4196,11.908,33.3494666667,10.2013333333,47.4071333333,17.2519,7.86413333333
539.00,50.6522,25.1422,26.5430666667,18.2815333333,6.40226666667,11.8813333333,33.3354666667,10.1804,47.2177333333,17.1678333333,7.84383333333
539.34,50.518,25.0737333334,26.445,18.2899333333,6.38186666667,11.8585666667,33.341,10.1639333333,47.0769333333,17.1072666667,7.8307
539.69,50.3756666667,25.0072,26.347,18.3262666666,6.37433333334,11.8453,33.3248666667,10.1566666667,46.928,17.0575,7.83823333333
540.03,50.2962,24.9733333333,26.272,18.3554,6.3852,11.8406666667,33.371,10.1684,46.8218666667,17.0296666667,7.8488
540.37,50.1814666667,24.9088,26.2052666667,18.3706,6.38393333334,11.8337666667,33.3712666667,10.1538,46.7324666667,16.9984666667,7.84893333333
540.72,50.0843333334,24.8809333333,26.1516666667,18.3888666667,6.38406666667,11.8326666667,33.3672666667,10.1514,46.6534666666,16.9605,7.85923333333
541.06,50.0045333333,24.8474,26.0949333333,18.3978666667,6.38146666667,11.8294666667,33.3616,10.1326,46.5904,16.9363333333,7.849
541.40,49.8942,24.8120666667,26.0458666667,18.4117333333,6.38206666667,11.8321666667,33.3496,10.1181333333,46.4974,16.8981333333,7.85613333333
541.75,49.8232,24.8144666667,26.0239333333,18.4478,6.40073333333,11.8560666667,33.3647333333,10.1386,46.4297333333,16.8884666667,7.8863
542.09,49.7594,24.8042666667,25.9794666667,18.4712666667,6.40773333333,11.8763,33.3856,10.1522666667,46.3558,16.8694,7.89156666667
542.43,49.6689333333,24.7772666667,25.9243333333,18.4825333333,6.41606666667,11.8813666667,33.3758666667,10.1626,46.2640666667,16.8378333333,7.89793333333
542.78,49.554,24.7579333333,25.8803333333,18.5336666667,6.4484,11.9161333333,33.3721333333,10.1956666667,46.1538,16.8443,7.92406666667
543.12,49.4292666667,24.7262666667,25.8088,18.5628666667,6.4646,11.9284666667,33.3655333334,10.1989333333,46.022,16.8265666667,7.92753333333
543.46,49.3264,24.7174,25.758,18.572,6.47633333333,11.9562666667,33.3850666667,10.2038,45.9267333333,16.8169333333,7.93773333333
543.81,49.1788666667,24.6691333333,25.6840666667,18.5860666667,6.48453333333,11.9695666667,33.3358666667,10.2015333333,45.7843333333,16.7854333333,7.9379
544.15,48.9830666667,24.6159333333,25.575,18.5737333333,6.47273333333,11.9691,33.2922666667,10.1978,45.5931333333,16.726,7.93876666667
544.49,48.8065333333,24.5526666667,25.4934,18.5928,6.48026666667,11.968,33.2542,10.2005333333,45.4324666667,16.7002666667,7.9412
544.84,48.6436,24.515,25.4214,18.6078,6.496,11.9646666667,33.2266,10.2126666667,45.2672666667,16.6686,7.95246666667
545.18,48.5198666667,24.4636666667,25.3578,18.6232666667,6.50986666666,11.9669,33.207,10.2242666667,45.1446666667,16.6352666667,7.96206666667
545.52,48.3626666667,24.4036,25.2735333333,18.6313333333,6.5286,11.9568666667,33.1644,10.2343333333,45.0009333333,16.6077666667,7.9448
545.87,48.2235333333,24.3732666667,25.2153333333,18.6444666667,6.54366666667,11.9367333333,33.1354666667,10.2384,44.8975333333,16.5940333333,7.954
546.21,48.1168,24.3695333334,25.1855333333,18.682,6.57053333333,11.9489,33.1212666667,10.2486,44.8048666667,16.603,7.9776
546.55,47.9952666667,24.3085333333,25.1181333333,18.6721333333,6.5668,11.9178,33.0928,10.2233333333,44.6894666667,16.5627666667,7.9777
546.90,47.9044666667,24.2837333333,25.0898666667,18.678,6.565,11.915,33.0493333333,10.2266666667,44.5974,16.5299,8.0019
547.24,47.7967333333,24.2520666667,25.0504666667,18.6958666667,6.58453333333,11.9009666667,33.0181333333,10.2358,44.4868,16.5217,8.01603333333
547.58,47.7273333333,24.2509333333,25.0280666667,18.7405333333,6.609,11.9172,33.0204666667,10.2752,44.4004666667,16.5362,8.0343
547.92,47.6634,24.2679333333,25.0254,18.7896,6.64573333333,11.9087,33.0066,10.2853333333,44.3371333333,16.5407666667,8.04983333333
548.27,47.6398666667,24.2786,25.0126666667,18.8406,6.66053333333,11.9073666667,33.0268,10.2924666667,44.2862,16.5564,8.06773333333
548.61,47.5689333333,24.2650666667,24.9779333333,18.8714,6.66093333333,11.9054,33.0238,10.2985333333,44.2089333333,16.5343666667,8.0738
548.95,47.4354666667,24.2472,24.9132,18.9131333333,6.66913333333,11.8800333333,32.9733333333,10.2989333333,44.0932666667,16.5437,8.0895
549.29,47.4034666667,24.2508,24.8894666667,18.9596,6.67746666667,11.8666,32.9621333333,10.301,44.0442,16.5137666667,8.1231
549.64,47.3027333333,24.2307333333,24.8456,19.0038,6.68206666667,11.8754333333,32.9284666667,10.3005333333,43.953,16.4986666667,8.12666666667
549.98,47.1592666667,24.1679333333,24.7502,18.9938,6.65413333333,11.8299,32.8632666667,10.2842,43.8252,16.4507333333,8.12203333333
550.32,47.077,24.1558,24.7093333333,19.0306666667,6.64373333333,11.8099,32.8240666667,10.2900666667,43.7572,16.4425333333,8.119
550.66,46.971,24.1533333333,24.687,19.0916,6.69466666667,11.81,32.8281333333,10.3317333333,43.6815333333,16.4587,8.1565
551.01,46.8487333333,24.1293333333,24.6214,19.1216666667,6.70313333333,11.7722666667,32.7411333334,10.3359333333,43.5802666667,16.4332333333,8.16263333333
551.35,46.6904,24.0989333333,24.5666666667,19.145,6.70306666667,11.7448666667,32.6882,10.3194666667,43.4924,16.4149,8.1919
551.69,46.6043333333,24.0726666667,24.5255333333,19.1964,6.72246666666,11.7730666667,32.6756,10.3542666667,43.4144,16.4304333333,8.23283333333
552.03,46.4858666667,24.0708,24.4887333333,19.1946666667,6.7394,11.7738,32.6392666667,10.3676,43.3143333333,16.3919666667,8.26273333333
552.38,46.4256666667,24.0435333333,24.4889333334,19.2426,6.77586666667,11.7857333333,32.6114666667,10.3870666667,43.2619333333,16.4296333333,8.299
552.72,46.3451333333,24.0413333333,24.4767333333,19.2800666667,6.8116,11.8012666667,32.6020666667,10.4190666667,43.1677333333,16.4275333333,8.31203333333
553.06,46.2368,24.0330666667,24.4536,19.3011333333,6.84766666667,11.8174666667,32.588,10.4294666667,43.0746,16.4541666667,8.31243333333
553.40,46.1425333333,24.0386666667,24.4596,19.3452,6.8984,11.8194333333,32.5663333333,10.4601333333,42.9891333334,16.4691,8.35576666667
553.74,46.0674,24.0384,24.4411333333,19.3773333334,6.9244,11.8282,32.5426666667,10.4673333333,42.9189333333,16.4853333333,8.3801
554.09,45.9881333333,24.0424,24.4241333333,19.4052666667,6.948,11.8336333333,32.531,10.4902,42.8561333333,16.4783333333,8.40596666667
554.43,45.8437333333,24.0068,24.3504666667,19.3929333333,6.9348,11.8128666667,32.4312,10.4696666667,42.7233333333,16.4486333333,8.3946
554.77,45.7719333333,23.9764666667,24.3420666667,19.4438666667,6.95086666667,11.8158666667,32.4556666667,10.4752,42.6744,16.4747,8.4163
555.11,45.6572666667,23.9716,24.3306666667,19.4633333333,6.99373333333,11.8093333333,32.4042666667,10.4898,42.6001333333,16.4473333333,8.4307
555.45,45.5667333333,23.9431333333,24.2866,19.4656666667,6.98473333333,11.7594,32.3592,10.4806,42.5522,16.4362333333,8.41343333333
555.80,45.4348666667,23.8758666667,24.1958,19.4507333333,6.95433333333,11.6935666667,32.2546,10.4457333333,42.4194666667,16.3688,8.38563333333
556.14,45.2380666667,23.8360666667,24.0811333333,19.4111333333,6.93713333333,11.6471,32.1358666667,10.4224,42.2398666667,16.3024333333,8.3654
556.48,45.1390666667,23.8187333333,24.0390666667,19.41,6.9276,11.6071666667,32.0769333333,10.4087333333,42.1893333333,16.2846333333,8.38733333333
556.82,44.9996,23.7754666667,23.9602,19.4236666666,6.903,11.5585666667,31.9660666667,10.4041333333,42.0594,16.2616666667,8.39016666667
557.16,44.9472666667,23.7463333333,23.9135333333,19.4466,6.90586666667,11.5654666667,31.9028666667,10.3996,42.0061333333,16.2545666667,8.3678
557.50,44.84,23.7226,23.8793333334,19.474,6.91946666667,11.5572333333,31.8458,10.3966,41.9208,16.1921666667,8.35506666667
557.85,44.7628,23.7536,23.8751333334,19.5216666667,6.97766666667,11.5797666667,31.8178,10.432,41.8815333333,16.2190333333,8.4049
558.19,44.7180666666,23.7575333333,23.8828,19.6103333333,7.02273333333,11.5968666667,31.8075333333,10.4653333333,41.887,16.2200333333,8.44073333333
558.53,44.6305333334,23.7622,23.8448666667,19.6126666667,7.03166666667,11.5857666667,31.7176666667,10.4615333333,41.8222,16.1904666667,8.42823333333
558.87,44.5140666667,23.6952666667,23.7512,19.5853333333,7.0076,11.5276,31.6078,10.4108,41.6715333333,16.1531666667,8.39606666667
559.21,44.3782,23.6284,23.6604,19.5585333333,6.9924,11.4929666667,31.4856,10.3698666667,41.5199333333,16.0845,8.36926666667
559.55,44.2563333333,23.6174666667,23.6248,19.6001333333,7.01873333333,11.5129,31.4248,10.3912666667,41.4504,16.0999333333,8.38926666667
559.89,44.261,23.6264,23.6344,19.6506,7.02353333333,11.4934333334,31.4326666667,10.4038666667,41.4804,16.1097,8.40243333333
560.23,44.1652666667,23.6002,23.5761333333,19.6593333333,7.04846666667,11.4866,31.3476,10.41,41.3943333334,16.1128,8.40686666667
560.58,44.0694666667,23.5972,23.5724666667,19.6726666667,7.05013333333,11.4760666667,31.2972,10.3826666667,41.3295333333,16.0877,8.41406666667
560.92,43.8874666667,23.5789333333,23.5106,19.6622,7.0646,11.4411,31.2328,10.3977333333,41.2045333333,16.0775666667,8.43473333333
561.26,43.7755333333,23.5467333333,23.4425333333,19.6576,7.03746666667,11.3622333333,31.1371333333,10.3736666667,41.1181333334,16.0687666667,8.43336666667
561.60,43.6904,23.4896666667,23.3636666667,19.6416,6.99546666667,11.3064333333,31.0239333333,10.3286,41.0219333333,16.0001,8.3967
561.94,43.5684,23.4379333333,23.2836666667,19.5896,6.9506,11.2529666667,30.9281333333,10.2714,40.8928666667,15.9493333333,8.36263333333
562.28,43.4295333333,23.3688666667,23.1899333333,19.5381333333,6.91166666667,11.1823333333,30.8141333333,10.2192,40.7317333333,15.8881333333,8.33053333333
562.62,43.373,23.3726666667,23.1783333333,19.5750666667,6.89813333333,11.1574,30.7558666667,10.2205333333,40.7059333333,15.8853333333,8.3456
562.96,43.3091333333,23.379,23.1760666667,19.6126666667,6.92046666667,11.1494666667,30.6848666667,10.2441333333,40.655,15.9278,8.39233333333
563.30,43.2498,23.3716,23.1722666667,19.6248666667,6.93646666667,11.1032666667,30.6184666667,10.2452666667,40.6052,15.9228333333,8.3952
563.64,43.1546666667,23.386,23.1614666667,19.7137333333,6.9904,11.1273,30.5354666667,10.2971333333,40.5426,15.9321333333,8.453
563.99,43.1082,23.3921333333,23.1797333333,19.7710666667,6.9982,11.1223,30.5124,10.3012666667,40.5257333334,15.9421666667,8.47316666667
564.33,42.9368666667,23.313,23.0998,19.7591333333,7.00113333333,11.0833,30.3802,10.2926666667,40.4148666667,15.9182333333,8.47856666667
564.67,42.8533333333,23.2816,23.087,19.7798,6.9818,11.0457333333,30.291,10.2427333333,40.3677333333,15.8814666667,8.4672
565.01,42.8121333333,23.3028666667,23.0765333333,19.8038666667,7.00306666667,11.0692,30.24,10.2516666667,40.3162,15.9130666667,8.48626666667
565.35,42.6811333333,23.246,23.0282666667,19.7983333333,7.00346666667,11.0186,30.1284,10.2017333333,40.2411333333,15.8751666667,8.45633333333
565.69,42.6224,23.263,23.0078,19.8353333333,7.01966666667,10.997,30.0830666666,10.2102,40.2369333333,15.8793,8.45556666667
566.03,42.5537333333,23.2555333333,23.0117333333,19.8846,7.03413333333,10.9893,30.0352666667,10.2182666667,40.2133333333,15.8685333333,8.4788
566.37,42.4872,23.2353333334,22.9806,19.8872666667,7.02893333333,10.9661,29.96,10.1940666667,40.1378,15.8306,8.44953333333
566.71,42.4260666667,23.2353333333,22.967,19.9354,7.03113333333,10.9483,29.8912666667,10.1816,40.1188,15.8107666667,8.44533333333
567.05,42.2736,23.1809333333,22.8826,19.9026666667,6.99773333333,10.8962666667,29.7746,10.1292,39.9974,15.7741333333,8.42043333333
567.39,42.1954,23.172,22.8645333333,19.8938666667,7.00233333333,10.8857,29.7066666667,10.1209333333,39.9472,15.7545333333,8.4365
567.73,42.0622666667,23.1344,22.7932666667,19.8847333333,6.98746666667,10.8401,29.5791333333,10.0928,39.819,15.6993333333,8.41996666667
568.07,42.0613333333,23.1755333333,22.8056,19.9225333333,6.9946,10.8258,29.5383333333,10.1175333333,39.8156,15.7209333333,8.43863333333
568.41,41.9905333333,23.1798666667,22.7643333333,19.9558,7.0092,10.8084333333,29.4545333333,10.1387333333,39.7490666667,15.7295666667,8.45703333333
568.75,41.9164666667,23.172,22.7538,20.0028666667,7.04013333333,10.7958666667,29.3859333333,10.1638,39.7306666667,15.7228,8.47923333333
569.09,41.8757333333,23.201,22.7654666667,20.0306,7.0706,10.8186333333,29.3158666667,10.2036666667,39.6788666667,15.7613,8.51826666667
569.43,41.7873333333,23.161,22.7354,19.9976666667,7.0494,10.7790666667,29.1906666667,10.1712666667,39.5872666667,15.7536,8.50723333333
569.77,41.6897333334,23.1574,22.7042666667,20.0086666667,7.04406666667,10.7585,29.0876666667,10.1737333333,39.5230666667,15.749,8.5005
570.11,41.631,23.1483333334,22.6782666667,20.0378,7.07886666667,10.7534,29.0208666667,10.1962666667,39.5163333333,15.7638333333,8.5409
570.45,41.5835333333,23.1548666667,22.6549333333,20.0237333333,7.08253333333,10.7371,28.9611333333,10.1952666667,39.4748666667,15.7471,8.55926666667
570.79,41.5646666667,23.1823333333,22.6712,20.0743333333,7.1154,10.762,28.9131333333,10.2305333333,39.4564,15.7677,8.58806666667
571.13,41.4684666667,23.1516666667,22.617,20.0576,7.08433333333,10.6819333333,28.8232,10.1840666667,39.3876,15.7433666667,8.53683333333
571.47,41.3611333333,23.1552666667,22.5942666666,20.0542,7.08333333333,10.6613,28.7219333333,10.1793333333,39.3222666667,15.739,8.54143333333
571.81,41.327,23.1448666667,22.5794,20.0853333333,7.10033333333,10.6608666667,28.6578,10.1748666667,39.2862666667,15.7236666667,8.56326666667
572.15,41.2341333333,23.0984,22.5285333333,20.0444,7.0766,10.6175666667,28.5466,10.1414,39.1966666667,15.6818666667,8.55333333333
572.49,41.0986666666,23.0498666667,22.4803333333,20.0226,7.03826666667,10.5499666667,28.399,10.1051333333,39.1037333333,15.6408333333,8.53353333333
572.83,41.0194,23.0256,22.4219333334,20.0412666667,7.00726666667,10.4826333333,28.3334666667,10.0846,39.0489333333,15.6085,8.53836666667
573.17,40.9074666667,22.9991333333,22.3734666667,20.059,6.9998,10.4344666667,28.2314666667,10.0608,38.9765333333,15.5669333333,8.5263
573.51,40.8556,22.9856,22.3425333333,20.074,7.00046666667,10.4084333333,28.1307333333,10.0292,38.9215333333,15.5653666667,8.5245
573.85,40.7777333333,23.0012666667,22.3430666667,20.115,7.025,10.4097333333,28.0656,10.0516666667,38.8679333333,15.5808333333,8.55236666667
574.19,40.6720666667,22.9879333333,22.3287333333,20.1261333333,7.053,10.3958,27.9690666667,10.0544666667,38.8085333333,15.5921333333,8.56923333333
574.53,40.6586666667,23.0103333333,22.3465333333,20.1869333333,7.07033333333,10.3819,27.9276,10.0538666667,38.8273333333,15.6163,8.58496666667
574.87,40.5509333333,22.9865333334,22.2944,20.184,7.06126666667,10.3624333333,27.8048666667,10.0424,38.7458666667,15.5915666667,8.57233333333
575.21,40.5455333333,22.9777333333,22.2745333333,20.2114666667,7.0936,10.3469333333,27.7578666667,10.0501333333,38.7347333333,15.5935,8.58496666667
575.55,40.4474,22.9833333333,22.2397333333,20.1970666667,7.06973333333,10.2818666667,27.6626,10.0124666667,38.7063333333,15.5641666667,8.5403
575.89,40.3876,22.9738666667,22.2154666667,20.2108,7.08766666667,10.2564666667,27.5830666667,10.0003333333,38.6776,15.5501666667,8.54056666667
576.22,40.3720666667,22.9894,22.2212,20.2552,7.13373333333,10.2665,27.5425333333,9.99626666667,38.6354,15.5385333333,8.55373333333
576.56,40.32,22.9920666667,22.213,20.2741333333,7.1478,10.2838333333,27.4602,10.003,38.5929333333,15.5397333333,8.56803333333
576.90,40.3389333333,23.0489333333,22.243,20.3363333333,7.2042,10.33,27.4163333333,10.0520666667,38.6159333333,15.5787666667,8.64123333334
577.24,40.2590666667,23.0285333333,22.2077333333,20.3564666667,7.237,10.3325333333,27.3406666667,10.0716,38.5798666667,15.5577,8.64933333334
577.58,40.1554666667,23.0015333333,22.1572666667,20.3332,7.21533333334,10.3085666667,27.2232666667,10.0424666667,38.5001333333,15.5348666667,8.61286666667
577.92,40.1170666667,23.0413333333,22.1497333333,20.3934666667,7.2204,10.3094666667,27.1687333333,10.0432666667,38.445,15.5370333333,8.62533333334
578.26,39.9761333333,22.997,22.0814,20.3734666667,7.22186666667,10.2668,27.0065333333,10.0376,38.3668,15.4924,8.61956666667
578.60,39.949,23.0344,22.0974666667,20.4379333333,7.26693333333,10.2968,26.9506666667,10.0666,38.3775333334,15.5097333333,8.68866666666
578.94,39.867,23.0338666667,22.0785333333,20.4503333334,7.2666,10.2830333333,26.853,10.062,38.3528,15.4741333333,8.6808
579.28,39.8052666667,23.0214666667,22.0617333333,20.4980666667,7.30113333333,10.3153666667,26.7572,10.1013333333,38.2791333333,15.4822333333,8.72663333334
579.61,39.7394666667,23.0227333333,22.0649333333,20.5608666667,7.29346666667,10.2964,26.6851333333,10.1087333333,38.2640666666,15.4808,8.72786666666
579.95,39.7136,23.072,22.0629333333,20.612,7.31826666667,10.3241666667,26.6291333333,10.1700666667,38.2704666667,15.4932333333,8.76643333334
580.29,39.6309333333,23.0968,22.0683333333,20.6357333333,7.34713333333,10.3343333333,26.5339333333,10.1872666667,38.2423333333,15.5249,8.79233333334
580.63,39.5523333333,23.1020666667,22.0837333334,20.6892,7.38206666667,10.3342,26.4873333333,10.2108,38.2066,15.5545,8.81723333334
580.97,39.4667333333,23.114,22.0705333333,20.6528666667,7.36286666667,10.2824666667,26.376,10.2046666667,38.1578666667,15.5418666667,8.8295
581.31,39.4047333333,23.1002,22.0520666667,20.6718666667,7.34193333333,10.2156333333,26.2706666667,10.1958,38.0983333333,15.5091,8.84446666666
581.65,39.3546666667,23.0736,22.0341333333,20.6938,7.35733333333,10.2059333333,26.1516,10.2023333333,38.0734,15.4959333333,8.8633
581.98,39.3338666667,23.0987333333,22.0103333333,20.7001333333,7.36206666667,10.2109333333,26.0775333333,10.2118,37.9824666667,15.4707333333,8.86053333334
582.32,39.2914666667,23.0587333333,22.0028,20.7033333334,7.33846666667,10.1711666667,25.9752666667,10.1730666667,37.9479333333,15.4376,8.8008
582.66,39.2390666667,23.0576666667,22.0161333333,20.7358,7.35266666667,10.1908666667,25.8955333333,10.1665333333,37.8801333333,15.4532333333,8.83593333334
583.00,39.189,23.0436666667,21.9929333333,20.7496666667,7.36526666667,10.1745333333,25.7939333333,10.1478,37.8311333333,15.4651,8.83053333334
583.34,39.1868666667,23.1214666667,22.0075333333,20.7934,7.4382,10.2235333333,25.7223333333,10.1903333333,37.8155333333,15.5025666667,8.9069
583.68,39.1112666667,23.0788666667,21.9597333333,20.791,7.40833333333,10.1763333333,25.5980666666,10.1546,37.7677333333,15.4871,8.867
584.01,39.0732666667,23.063,21.9517333333,20.8079333333,7.40373333333,10.1305666667,25.5090666667,10.1384666667,37.7498666667,15.4642333333,8.8171
584.35,38.9474666667,23.0066,21.8718666667,20.7534666667,7.35106666667,10.0677,25.353,10.0958,37.6508666667,15.3721333333,8.7692
584.69,38.9359333333,23.0126666666,21.8901333333,20.8322,7.3818,10.0930333333,25.2960666667,10.0942,37.6434,15.3764666667,8.80133333334
585.03,38.9004,23.0533333333,21.8813333333,20.8607333333,7.4072,10.0737666667,25.2162,10.0836666667,37.6244,15.3933,8.8096
585.37,38.8233333333,23.066,21.8490666667,20.8757333333,7.41566666667,10.0286,25.1336666667,10.063,37.5836,15.3806666667,8.7834
585.70,38.7218,23.0494666667,21.864,20.891,7.43133333333,10.0033333333,25.0600666667,10.0389333333,37.5769333333,15.3830666667,8.80383333334
586.04,38.6859333333,23.1032,21.8810666667,20.9416666667,7.50273333333,10.0188666667,25.0336,10.0751333333,37.5290666667,15.4526,8.8884
586.38,38.6848666667,23.1440666667,21.8926666667,20.9932,7.5174,9.99286666667,24.9645333333,10.0741333333,37.5858,15.4673666667,8.88556666666
586.72,38.7388666667,23.2489333333,21.9939333333,21.0982666667,7.5916,10.0496666667,24.9996666667,10.1333333333,37.6680666667,15.5470333333,8.9606
587.06,38.7078666667,23.1836,21.9676,21.0796,7.555,9.97366666667,24.9122,10.0878,37.6641333333,15.5308,8.94316666666
587.39,38.6122,23.1828,21.9695333333,21.0845333333,7.56593333333,9.95520000001,24.813,10.0836666667,37.6170666667,15.5454,8.9809
587.73,38.5944,23.2228,21.9918666667,21.1446,7.5992,9.97763333334,24.7879333333,10.0986666667,37.6234666667,15.5883666667,9.05543333334
588.07,38.6026666667,23.2538666667,21.99,21.1866666667,7.60773333333,9.97146666668,24.7045333333,10.0711333333,37.6238666667,15.5993333333,9.0684
588.41,38.5774,23.2794666667,21.9867333333,21.2329333333,7.61346666667,9.9491,24.6362,10.0700666667,37.6135333333,15.6301666667,9.07886666666
588.74,38.504,23.2358,21.967,21.244,7.60786666667,9.94053333334,24.5314666667,10.0537333333,37.6044666667,15.6358,9.08753333334
589.08,38.4858,23.2377333333,21.9742666667,21.2669333333,7.6254,9.93063333335,24.4737333333,10.072,37.5965333333,15.6346,9.08813333334
589.42,38.5444,23.2885333333,21.9851333333,21.3214666667,7.63713333333,9.93196666667,24.4393333333,10.0702,37.6537333333,15.6763666667,9.09456666666
589.76,38.4902,23.2752666667,21.9418,21.3004666667,7.5776,9.87853333333,24.331,9.99486666667,37.635,15.6165333333,9.03396666666
590.09,38.4032,23.2416,21.8955333333,21.2970666667,7.54966666667,9.80480000001,24.2273333333,9.95479999999,37.5672666667,15.5808666667,9.03213333334
590.43,38.2427333333,23.1272666667,21.7478666667,21.2184,7.48633333333,9.70056666666,24.0047333333,9.86100000001,37.4152,15.4566,8.9621
590.77,38.1918666667,23.167,21.7292,21.2698,7.507,9.71733333335,23.9289333334,9.8732,37.3886666667,15.4743333333,8.95806666666
591.11,38.1293333333,23.1476666667,21.6813333333,21.2593333333,7.477,9.66893333333,23.8263333333,9.80819999999,37.3312,15.4445,8.92346666666
591.44,37.9800666667,23.0584,21.5671333333,21.1948666667,7.43773333333,9.59093333335,23.6465333333,9.75013333334,37.2117333333,15.3672333333,8.86146666666
591.78,37.9502,23.0382,21.5667333333,21.1928,7.4344,9.54453333333,23.5776,9.73973333333,37.2131333333,15.3774,8.84503333334
592.12,37.9255333333,23.0446666667,21.5622666667,21.1842666667,7.46833333333,9.52376666667,23.4988,9.74413333333,37.199,15.3620666667,8.8337
592.46,37.9204,23.0512,21.5737333334,21.2242666667,7.45353333333,9.4944,23.438,9.75546666665,37.1994666667,15.3423,8.80833333334
592.79,37.9142666667,23.0422,21.5946,21.2275333333,7.4454,9.46556666665,23.3598666667,9.72666666665,37.1959333333,15.3642,8.82273333334
593.13,37.8980666667,23.0873333333,21.6285333333,21.2959333333,7.49326666667,9.48233333332,23.3257333334,9.78046666667,37.1997333333,15.4082333333,8.87133333334
593.47,37.8446,23.0802,21.6486666666,21.3204,7.51726666667,9.47353333334,23.2161333333,9.83046666668,37.1335333333,15.4257333333,8.92673333334
593.80,37.8548,23.1091333333,21.6708666667,21.3298,7.50733333333,9.44103333333,23.1507333333,9.82626666666,37.155,15.403,8.9007
