wavelength,Back_MelXanm,Belly_MelXanm,Breast_MelXanm,Crissum_MelXanm,Crown_MelXanm,DorTail_MelXanm,Patch10_MelXanm,Rump_MelXanm,Throat_MelXanm,WingTip_MelXanm
519.33,17.65275,24.8928879629,16.6149166667,42.7333333334,13.7691666667,11.8844583333,35.0675,16.3327916666,7.04695833334,10.8362916667
519.68,17.6683333333,24.9268407407,16.6048333334,42.7874166667,13.7955833333,11.887,35.1505833333,16.3423333333,7.05200000001,10.8562916667
520.02,17.7163333333,24.9746564815,16.6376666667,42.8480833333,13.8381666667,11.9073333333,35.2416666666,16.378,7.09052777777,10.8733333333
520.37,17.7636666667,25.0283564815,16.6964166667,42.90075,13.88975,11.9337083333,35.3046666667,16.415375,7.1341111111,10.9051666667
520.72,17.77175,25.0416166667,16.6995416667,42.9769166666,13.8686666667,11.9142916667,35.3728333333,16.4272083333,7.12669444445,10.87825
521.06,17.7836666667,25.0750148148,16.702,43.0741666667,13.8720833333,11.8874583333,35.4220833333,16.4410416667,7.12168055555,10.8694166667
521.41,17.8225833333,25.1087222222,16.7105416667,43.1468333333,13.8976666667,11.906375,35.48725,16.461625,7.14561111112,10.9020833333
521.75,17.8285833333,25.1174101852,16.694375,43.17525,13.8968333333,11.8915833333,35.5484166667,16.4683333333,7.12786111111,10.908125
522.10,17.8856666666,25.1848444445,16.721,43.3085833333,13.9286666666,11.9430416667,35.6473333333,16.488875,7.13320833334,10.9064583333
522.45,17.9078333333,25.2273972222,16.7331666667,43.3665,13.94675,11.9499166667,35.70325,16.5028333333,7.14890277778,10.9045416667
522.79,17.96325,25.2799333333,16.7562083333,43.4874166666,13.98475,11.983125,35.82825,16.5335416667,7.17081944443,10.929375
523.14,17.9351666667,25.2810296296,16.7461666667,43.4873333334,13.9829166667,11.9664166667,35.8664166667,16.5286666667,7.14094444445,10.9239583333
523.48,17.9686666667,25.3325324074,16.7745,43.5496666666,13.9994166667,11.97825,35.9321666667,16.5685833333,7.17418055555,10.9180416667
523.83,17.967,25.3551324074,16.7675833333,43.5848333333,14.00125,11.98,36.00725,16.55975,7.15545833332,10.9081666667
524.17,17.9170833333,25.3282898148,16.7222916667,43.5730833333,13.9791666667,11.945125,36.02725,16.5262916667,7.11508333333,10.905125
524.52,17.908,25.3557953704,16.7174166667,43.5854166667,13.9839166667,11.9477916667,36.0834166667,16.5199166667,7.10229166666,10.9084166667
524.87,17.8806666667,25.362212037,16.68775,43.56025,13.9673333333,11.9384583334,36.1001666667,16.4895833334,7.09054166667,10.897875
525.21,17.8910833333,25.4142481482,16.68425,43.62775,13.97175,11.9265833333,36.1901666667,16.5081666667,7.07891666668,10.8867916667
525.56,17.86575,25.3995712963,16.6419583333,43.60825,13.9613333333,11.89675,36.1916666667,16.4807916666,7.04816666666,10.8677916667
525.90,17.8264166667,25.3588296296,16.595875,43.5335,13.9235833334,11.8470416667,36.2023333333,16.4450416666,7.03409722222,10.8364583333
526.25,17.8074166666,25.3482555555,16.5587083334,43.5386666667,13.8725833333,11.8262916667,36.2548333333,16.40925,6.98688888889,10.791875
526.59,17.773,25.3440527778,16.5405416667,43.5300833333,13.8381666667,11.786,36.2775,16.3829166667,6.94580555557,10.7600833333
526.94,17.7695,25.3432638889,16.5390833333,43.5351666666,13.8206666667,11.76725,36.3349166667,16.3739583334,6.93618055555,10.736875
527.28,17.7789166666,25.3561916667,16.55475,43.5556666666,13.81775,11.7668333333,36.3853333333,16.3592083334,6.92956944443,10.7382083333
527.63,17.7771666667,25.3671277777,16.56125,43.5534166667,13.8104166666,11.7653333334,36.4175,16.3615416667,6.93711111111,10.7428333333
527.97,17.8063333334,25.4101009259,16.5825416667,43.6218333333,13.82,11.7838333333,36.5100833334,16.3806666667,6.95383333332,10.7461666667
528.32,17.8241666667,25.4174,16.5819583334,43.637,13.8224166666,11.7909166667,36.5369166667,16.3930416666,6.96394444445,10.7630833333
528.66,17.8368333333,25.4191694444,16.5859166667,43.668,13.8089166666,11.7824583334,36.5705833334,16.3979166666,6.952125,10.7579583333
529.01,17.8359166667,25.4180916666,16.5818333333,43.6700833333,13.8110833333,11.78225,36.5825,16.3904583334,6.95483333333,10.765375
529.35,17.8558333333,25.4311268518,16.5999583333,43.7079166667,13.8246666666,11.7990833333,36.6223333333,16.4073333333,6.96218055557,10.7738333333
529.70,17.8948333333,25.4650842593,16.634125,43.7729166667,13.84425,11.8301666667,36.67675,16.428,6.97994444445,10.8117916667
530.04,17.927,25.4958601852,16.6715833333,43.8213333333,13.8819166666,11.851875,36.7291666667,16.4647083333,7.00705555556,10.859125
530.39,17.9729166667,25.5286592593,16.692125,43.8683333333,13.9136666667,11.8769583333,36.78075,16.4902916667,7.04616666666,10.89125
530.73,18.0083333333,25.582612037,16.71,43.9745,13.9414166667,11.9006666667,36.851,16.5210833333,7.06955555557,10.9213333333
531.08,18.01875,25.6064601852,16.709375,44.005,13.9583333333,11.9134583333,36.9048333333,16.5458333334,7.07702777778,10.9504583333
531.42,18.0436666667,25.6345398148,16.7241666667,44.0786666667,13.9865,11.9357083333,36.9570833333,16.566375,7.09008333334,10.9702916667
531.77,18.0706666666,25.6589648148,16.7269166667,44.1085,14.0068333333,11.940375,36.983,16.588,7.1096388889,10.99
532.11,18.0703333333,25.6905833333,16.7299583333,44.1458333333,14.0325833333,11.9365416667,37.0153333334,16.5784166666,7.10790277778,10.987625
532.46,18.0751666667,25.6851527778,16.7214166667,44.1330833333,14.0465833333,11.9434583333,37.02775,16.567875,7.12156944445,10.994375
532.80,18.098,25.7160861111,16.74525,44.1733333334,14.0738333333,11.9725,37.0808333333,16.586875,7.13295833334,11.01575
533.15,18.1114166667,25.7368638889,16.7525833333,44.2106666667,14.0723333333,11.9794166666,37.1244166666,16.5905416667,7.1361388889,11.0138333333
533.49,18.09475,25.7470018518,16.7515833333,44.2408333333,14.0755833333,11.9677083333,37.15975,16.6005,7.1289861111,11.0136666667
533.84,18.0810833333,25.7365462963,16.73475,44.2304166667,14.07175,11.9607916667,37.1648333334,16.5867083333,7.12723611112,10.993625
534.18,18.07625,25.7509814815,16.744375,44.2650833333,14.08525,11.9707083333,37.1996666667,16.59675,7.12822222223,11.0132916667
534.52,18.0831666667,25.7505222222,16.75425,44.2383333333,14.1001666667,11.9820833333,37.1999166666,16.5925833333,7.14529166666,11.0357916667
534.87,18.1086666667,25.7630324074,16.7745416667,44.28375,14.1316666667,11.9964166667,37.2399166667,16.607875,7.15687500001,11.0472083333
535.21,18.1123333333,25.7783518518,16.773125,44.308,14.13275,11.9854583333,37.2745,16.5999583333,7.16045833334,11.0468333333
535.56,18.089,25.7557111111,16.76425,44.33175,14.126,11.9807916666,37.2781666667,16.580125,7.13779166667,11.0224166667
535.90,18.1240833333,25.7769444444,16.7885,44.4190833334,14.1549166667,12.012,37.3601666667,16.62675,7.15763888888,11.058625
536.25,18.13325,25.8193185185,16.813625,44.4965833333,14.1683333334,12.01975,37.408,16.6454166667,7.15443055555,11.0654583333
536.59,18.1428333333,25.8221231481,16.8142916666,44.5346666666,14.1506666667,12.0049583334,37.4546666666,16.6460416667,7.15163888888,11.049375
536.93,18.1545833333,25.8675435185,16.8269583333,44.5763333333,14.1720833333,12.0109583334,37.5056666667,16.6662916667,7.16456944444,11.0732916667
537.28,18.18125,25.8852240741,16.820875,44.6171666667,14.1749166667,12.0109583333,37.5400833333,16.665125,7.15013888888,11.0565833333
537.62,18.1834166667,25.8849657407,16.81775,44.6454166667,14.1745833333,12.0045833333,37.5645833334,16.675125,7.16859722223,11.0624583333
537.97,18.181,25.8900490741,16.8181666667,44.6819166667,14.1686666666,11.9970833333,37.60175,16.661875,7.16079166666,11.085875
538.31,18.2015833333,25.9130120371,16.854,44.7783333333,14.2038333333,12.0166666667,37.6800833333,16.6905416666,7.17345833333,11.116375
538.65,18.1724166667,25.9149944445,16.8119583333,44.7949166667,14.1605833334,11.987375,37.6969166667,16.67,7.14813888889,11.1083333333
539.00,18.1719166667,25.9393944445,16.8073333333,44.8565,14.1584166667,11.9737916667,37.7538333333,16.6900416667,7.14687499999,11.1414166667
539.34,18.2160833333,26.0069175926,16.8418333333,44.8951666667,14.1789166667,12.0283333333,37.8413333334,16.7215833334,7.18569444443,11.1957083333
539.69,18.2409166667,26.0340111111,16.845625,44.9100833333,14.1564166667,12.0339583334,37.8845833334,16.7245416667,7.18283333334,11.18275
540.03,18.2438333334,26.0514814815,16.8437916666,44.9426666666,14.15875,12.0458333334,37.9543333333,16.740375,7.18722222222,11.1915833333
540.37,18.2175,26.0307527778,16.8095,44.8990833333,14.1653333333,12.047625,37.9264166666,16.7165416667,7.17809722223,11.1986666667
540.72,18.2191666667,26.027225,16.807,44.895,14.15975,12.0403333334,37.9476666667,16.7134166667,7.18459722223,11.219
541.06,18.2259166667,26.0557675926,16.84125,44.906,14.1744166667,12.0695416667,37.9583333333,16.7367083333,7.21884722222,11.2562916667
541.40,18.2680833333,26.1061518519,16.8732083333,44.9444166667,14.2036666667,12.111,37.9935,16.7610833333,7.23806944445,11.305875
541.75,18.30375,26.1312481482,16.8924583333,44.98025,14.2375,12.1465,38.0310833333,16.8038333333,7.26356944445,11.3235833333
542.09,18.3013333333,26.1308833333,16.8815416667,44.9744166667,14.2148333334,12.15325,38.0365,16.7925,7.25168055557,11.3125416667
542.43,18.31775,26.1494842593,16.923625,45.00725,14.2413333333,12.1808333333,38.0564166667,16.813375,7.27697222223,11.34075
542.78,18.3575,26.1682981482,16.9494166667,45.026,14.27725,12.228375,38.0960833333,16.8421666667,7.29576388889,11.36725
543.12,18.35725,26.1706194444,16.94875,45.0634166667,14.2849166667,12.218375,38.1125,16.8512916667,7.28893055556,11.3770416667
543.46,18.3373333333,26.1479027778,16.9461666667,45.0604166666,14.2874166666,12.217875,38.0951666667,16.8391666667,7.30090277777,11.4033333333
543.81,18.3715833333,26.1471342593,16.972625,45.0803333333,14.3206666667,12.232625,38.0964166667,16.8665416667,7.333125,11.4547083333
544.15,18.4383333333,26.2103953703,17.037125,45.2000833333,14.3520833333,12.2660416667,38.20475,16.93425,7.35495833333,11.50575
544.49,18.4771666667,26.2169675926,17.0494583333,45.2335,14.376,12.2964583333,38.22775,16.9520833333,7.373375,11.5161666667
544.84,18.5145833334,26.2227138889,17.0644166667,45.2693333333,14.4145,12.311375,38.2765833333,16.961125,7.37490277778,11.5368333333
545.18,18.49375,26.202787963,17.0620833333,45.3411666666,14.4013333333,12.2968333334,38.3230833333,16.9584166667,7.35319444444,11.5194166667
545.52,18.4894166667,26.2228824074,17.07975,45.381,14.396,12.3132083333,38.3448333333,16.9517083333,7.3557638889,11.5339166667
545.87,18.517,26.2519777778,17.0806666667,45.4444166667,14.4128333333,12.3028333333,38.3871666667,16.9628333333,7.358125,11.5336666667
546.21,18.5599166667,26.2965268518,17.0894583333,45.4829166667,14.4375833333,12.3270416667,38.453,16.9689166666,7.36113888889,11.5580416667
546.55,18.5886666666,26.3481314815,17.1042083333,45.5624166667,14.4495,12.3591666666,38.517,16.9953333333,7.38451388889,11.5691666667
546.90,18.633,26.3881518518,17.1479583333,45.5881666666,14.4830833333,12.3993333334,38.55425,17.0299166667,7.40368055557,11.60875
547.24,18.6744166667,26.4551944445,17.1769583334,45.6919166667,14.51175,12.4302916666,38.6555,17.0729583333,7.42043055555,11.6484583333
547.58,18.6888333334,26.5144462963,17.1834166667,45.768,14.5225833333,12.458625,38.7445,17.08875,7.4347638889,11.6350416667
547.92,18.7245833334,26.5734472222,17.2139166667,45.8458333333,14.5525833333,12.4893333333,38.775,17.1210416667,7.50795833333,11.6891666667
548.27,18.7224166666,26.6199324074,17.2415,45.9583333333,14.5759166667,12.51125,38.837,17.1399166666,7.51711111111,11.7295
548.61,18.7343333333,26.6680842593,17.2364166667,46.0455833333,14.56425,12.5217916667,38.8999166667,17.1675833333,7.50961111112,11.725125
548.95,18.7960833334,26.7294722222,17.223125,46.09475,14.6018333333,12.5582083333,38.9555,17.203625,7.52454166666,11.7301666667
549.29,18.8164166666,26.7586953704,17.2067916666,46.143,14.60225,12.55075,38.9930833334,17.216875,7.49605555557,11.7274583333
549.64,18.8138333333,26.7774657407,17.2082916667,46.2161666666,14.5939166667,12.5772083333,39.0084166666,17.2355833334,7.49261111111,11.7495833333
549.98,18.8569166667,26.8255935185,17.25525,46.35975,14.6120833333,12.6095833333,39.0819166667,17.2931666667,7.5293888889,11.7906666667
550.32,18.9109166667,26.8766537037,17.3089166667,46.4998333334,14.6445833333,12.6354583333,39.1596666667,17.3552916667,7.56883333333,11.862875
550.66,18.9545833333,26.9297712963,17.3608333334,46.6146666667,14.67425,12.659625,39.2471666667,17.3829583333,7.60033333332,11.8805833333
551.01,19.0049166667,26.9854296296,17.462,46.6524166667,14.7475,12.6970416667,39.2868333333,17.4282083333,7.64968055556,11.89575
551.35,19.0375833333,26.9879194444,17.4935,46.6956666666,14.7468333333,12.7635416666,39.30325,17.4350833334,7.64554166666,11.9459583333
551.69,18.9798333333,26.9234398148,17.435,46.5889166667,14.7080833333,12.6973333333,39.2601666667,17.3597083333,7.56761111112,11.8841666667
552.03,19.0193333333,26.9961231482,17.4792916667,46.6453333333,14.723,12.7181666666,39.3156666667,17.4070833334,7.59523611111,11.863875
552.38,19.0534166667,27.032162037,17.5319166667,46.6995833333,14.7853333333,12.7879166667,39.3719166666,17.4315416667,7.65497222223,11.91825
552.72,19.1185833333,27.1063009259,17.60425,46.802,14.8421666666,12.8494583334,39.4443333333,17.4709583333,7.71641666668,11.98275
553.06,19.156,27.1520759259,17.6577916667,46.913,14.863,12.8735416667,39.5410833334,17.5229583333,7.74961111111,11.999875
553.40,19.1930833333,27.1838888889,17.6717916667,46.9125833333,14.8948333333,12.8950833333,39.5905833333,17.5405,7.7753611111,12.0184583333
553.74,19.2130833333,27.2514740741,17.679125,46.9695,14.9230833333,12.9137916666,39.6515833333,17.585875,7.81593055556,12.0195
554.09,19.1928333333,27.2218694444,17.646875,46.92225,14.9031666667,12.9142916667,39.641,17.5455833333,7.78650000001,11.9620416667
554.43,19.1505,27.1870759259,17.59775,46.92475,14.8646666667,12.8852916667,39.6218333333,17.5251666667,7.77190277777,11.9327916667
554.77,19.1443333333,27.2100611111,17.542625,46.9976666667,14.8466666667,12.8907916667,39.6775,17.545,7.76265277779,11.9464166667
555.11,19.1944166667,27.2685648148,17.5574166667,47.0531666667,14.9038333334,12.8759583333,39.75075,17.5960833334,7.81684722222,11.985125
555.45,19.2791666667,27.3773907408,17.6622916666,47.2910833333,14.9846666666,12.9725416666,39.916,17.699,7.890875,12.0705833333
555.80,19.29825,27.3726740741,17.6630416667,47.2885833333,14.9870833333,12.959875,39.9445,17.6901666667,7.90587500001,12.1009166667
556.14,19.2746666667,27.3770851852,17.6357083333,47.3294166667,14.9529166667,12.8782083333,39.96175,17.6745,7.85654166667,12.0620833333
556.48,19.2423333333,27.3631703704,17.630125,47.3344166667,14.9289166667,12.8395833333,39.9640833334,17.658625,7.83394444443,12.0436666667
556.82,19.24275,27.357612963,17.5968333333,47.33125,14.9514166667,12.8150416667,39.98,17.6485833334,7.83186111111,12.0321666667
557.16,19.2578333333,27.4185740741,17.6452083333,47.4341666667,15.0081666667,12.862125,40.0636666667,17.6960833333,7.86426388889,12.0775
557.50,19.2275833333,27.3592944445,17.627875,47.4351666667,14.9571666667,12.8348333333,40.0575,17.6342083333,7.80933333334,12.0384166667
557.85,19.23275,27.393312963,17.6737916667,47.47275,14.9905,12.8579583334,40.0739166666,17.634625,7.8216111111,12.09675
558.19,19.2788333333,27.4493851852,17.6897916667,47.5358333333,15.0425833333,12.884,40.13,17.6610833333,7.87406944445,12.1372083333
558.53,19.3085,27.4317157408,17.6909166667,47.53375,15.0410833333,12.8519166667,40.1546666667,17.624375,7.88829166666,12.1080833333
558.87,19.2633333333,27.4025842593,17.7016666666,47.5024166667,15.01275,12.8020416667,40.1250833333,17.5677083333,7.82219444445,12.0595833333
559.21,19.2904166667,27.4000879629,17.6698333333,47.4869166667,14.988,12.8076666667,40.1213333334,17.5494166667,7.81969444444,12.0390416667
559.55,19.2704166667,27.4132472222,17.6540833333,47.5704166667,14.991,12.8205,40.1913333333,17.57525,7.81533333334,12.03025
559.89,19.33525,27.4477722222,17.687875,47.6198333334,15.02525,12.888375,40.2614166666,17.660625,7.87199999999,12.0607083333
560.23,19.3480833333,27.4707092593,17.7051666667,47.644,15.0405833333,12.912,40.328,17.6703333333,7.89626388889,12.0673333333
560.58,19.3635833334,27.4825972222,17.7295,47.70975,15.05075,12.9642916667,40.3688333333,17.680125,7.93183333333,12.10975
560.92,19.3804166666,27.4787972222,17.7549166667,47.7086666667,15.053,12.9899166667,40.3358333334,17.703875,7.986125,12.1275833333
561.26,19.43675,27.5265416667,17.7852083333,47.7636666667,15.0849166667,13.0279583333,40.38875,17.74675,8.04713888889,12.1888333333
561.60,19.4330833333,27.5116092593,17.7333333333,47.7690833333,15.08375,12.9549583333,40.4163333333,17.7420833333,8.04581944443,12.1544166667
561.94,19.4138333333,27.49505,17.7478333334,47.7573333333,15.0395,12.9245416667,40.4134166667,17.7197083333,7.99129166667,12.1459166667
562.28,19.39975,27.4833666666,17.7555,47.766,15.034,12.950125,40.40525,17.727875,7.97715277779,12.1508333333
562.62,19.41975,27.5250694445,17.7764166667,47.8715833333,15.0635,13.0067083333,40.44575,17.7679166667,8.03188888889,12.1997083333
562.96,19.4186666667,27.4954092593,17.8130833333,47.8663333333,15.0781666667,13.0070833333,40.4574166667,17.7784583333,8.02281944445,12.2075416667
563.30,19.439,27.5124240741,17.8614583334,47.85575,15.0908333333,13.0364583333,40.4379166667,17.7439583333,8.05227777776,12.257625
563.64,19.4170833333,27.4821157407,17.8384166667,47.8593333333,15.0615833333,12.9910833333,40.4465,17.6678333333,8.01176388888,12.239
563.99,19.41225,27.4305166666,17.8556666667,47.8326666667,15.0590833333,12.972875,40.421,17.6584166667,7.985125,12.2625
564.33,19.4115833333,27.4048638889,17.8531666667,47.7608333333,15.0261666666,12.9599583333,40.3851666667,17.6493333334,7.98048611111,12.2289166667
564.67,19.3759166667,27.3945648148,17.8107916667,47.74175,14.9756666667,12.916,40.43075,17.60325,7.90279166667,12.1825833333
565.01,19.3511666667,27.3950722223,17.8323333333,47.74325,14.9675,12.9157083333,40.4198333333,17.6181666666,7.90202777777,12.1633333333
565.35,19.31775,27.3705185185,17.811375,47.69775,14.8901666667,12.9024166667,40.3784166667,17.5765416667,7.84940277777,12.1484583333
565.69,19.3094166667,27.3563129629,17.7859166667,47.6576666667,14.87,12.9232083333,40.3481666667,17.5698333333,7.84988888889,12.1365416667
566.03,19.31125,27.3780925926,17.785,47.63975,14.8973333333,12.9462083333,40.35775,17.58375,7.8745138889,12.1902916667
566.37,19.3189166667,27.4009138889,17.77425,47.6305,14.8706666667,12.968,40.3859166667,17.6011666667,7.86080555557,12.183125
566.71,19.30825,27.4408425926,17.7660416667,47.6621666667,14.8868333333,12.9647083333,40.4065833333,17.6118333333,7.85275,12.1684583333
567.05,19.3208333333,27.4491416667,17.762125,47.6861666667,14.88125,12.9775,40.4265833333,17.6308333333,7.85329166667,12.1887916667
567.39,19.31325,27.4457555556,17.7423333334,47.66975,14.8875,12.9982083334,40.3734166667,17.6413333334,7.891625,12.200625
567.73,19.2948333333,27.4988259259,17.72425,47.7153333333,14.87675,13.0014583333,40.3850833333,17.6544583333,7.90016666666,12.2261666667
568.07,19.301,27.5486388889,17.7288333333,47.7206666667,14.8998333333,13.0229166666,40.4240833333,17.653875,7.90465277777,12.2690416667
568.41,19.3403333333,27.5949564815,17.7673333333,47.7898333333,14.9416666667,13.064875,40.4466666667,17.700625,7.94638888888,12.321625
568.75,19.3489166667,27.5872388889,17.7488333333,47.7735,14.9601666667,13.0571666667,40.4799166666,17.67825,7.92448611111,12.326375
569.09,19.3765,27.635162963,17.800375,47.8719166667,15.01975,13.1093333333,40.55975,17.7465416667,7.98298611111,12.3455416667
569.43,19.42175,27.6759333333,17.831625,47.9195833333,15.0608333333,13.1515833333,40.6224166667,17.7765,8.01215277777,12.370625
569.77,19.421,27.6737546296,17.85875,47.9319166667,15.0674166667,13.1713333333,40.60775,17.7682916667,7.99363888888,12.337
570.11,19.40575,27.6582564815,17.8550833334,47.998,15.0755,13.125,40.6395833333,17.7195833333,7.96516666667,12.280375
570.45,19.40825,27.6416694444,17.8490833333,47.9561666666,15.0458333333,13.1165416667,40.60525,17.6977916667,7.9821388889,12.2785416667
570.79,19.4205,27.6476638889,17.8496666667,47.9539166667,15.0803333333,13.1389583333,40.6291666667,17.7146666667,7.989375,12.2931666667
571.13,19.44725,27.6980203704,17.8852916667,47.9923333333,15.1013333333,13.152375,40.7104166667,17.7400416667,7.99602777777,12.315125
571.47,19.4385,27.6531425926,17.8669583333,47.9435,15.0550833333,13.1242083333,40.70025,17.72425,7.9911388889,12.2867916667
571.81,19.4285833333,27.6172842592,17.8580416667,47.9678333334,15.0424166667,13.1057083333,40.7058333333,17.728125,7.96840277777,12.2503333333
572.15,19.452,27.5828324074,17.858125,47.973,15.0191666666,13.0790416667,40.7034166667,17.72,7.96061111111,12.256
572.49,19.43875,27.5759472222,17.8657916667,47.9959166667,15.00425,13.0990833333,40.69775,17.7052916667,7.94716666667,12.2690833333
572.83,19.4806666667,27.5792324074,17.873,47.9701666667,15.0174166666,13.1062083333,40.67125,17.7100416666,7.95933333333,12.2999583333
573.17,19.48075,27.5920962963,17.8950833333,48.04425,15.0331666667,13.085375,40.7009166667,17.7332916667,7.952375,12.3170833333
573.51,19.4521666667,27.5639398148,17.8844583334,48.0155833334,14.9823333334,13.069625,40.7024166667,17.7274583333,7.93297222222,12.315875
573.85,19.497,27.6135787037,17.8962916667,48.0130833333,15.0084166666,13.1205416667,40.7524166666,17.7870416667,7.99511111111,12.40025
574.19,19.4776666667,27.6161546296,17.8763333333,48.0545,14.9945,13.1328333333,40.81025,17.782875,7.97786111111,12.3937083333
574.53,19.4776666667,27.6022083333,17.8857916667,48.0296666667,14.9650833333,13.1287083333,40.7881666666,17.782125,7.99036111111,12.3726666667
574.87,19.487,27.6198731482,17.9011666666,48.05175,14.96525,13.1605833333,40.7883333333,17.7934166667,7.99373611112,12.3987083333
575.21,19.50725,27.6485462963,17.9218333333,48.1203333333,14.9898333334,13.1873333334,40.8115833334,17.8052083334,7.96741666667,12.4047916667
575.55,19.5283333333,27.7022425926,17.948625,48.17875,14.9965,13.221875,40.8635833334,17.8224166667,7.98718055556,12.43875
575.89,19.4625833333,27.6710805556,17.8865833333,48.1056666667,14.96375,13.2009583333,40.8178333333,17.77875,7.95391666667,12.3775
576.22,19.493,27.6981092592,17.9051666667,48.1160833333,15.0028333334,13.2225833333,40.8505,17.8287083333,8.00429166667,12.4019166667
576.56,19.4516666666,27.7022916667,17.8845833333,48.1871666667,14.9798333333,13.2123333333,40.87175,17.813625,7.97773611111,12.3874166667
576.90,19.3974166667,27.6554916667,17.8025,48.1028333333,14.92925,13.188375,40.82375,17.7731666667,7.95870833334,12.3684166667
577.24,19.3940833333,27.663425,17.77675,48.1665,14.9435,13.1447083333,40.8535,17.769375,7.97991666667,12.3725833333
577.58,19.3584166667,27.6195305555,17.7494166667,48.1283333333,14.90175,13.1067916667,40.8173333333,17.7551666667,7.92294444444,12.37425
577.92,19.4013333333,27.6578314815,17.7970416667,48.14475,14.9495833334,13.1707083333,40.8150833333,17.8219583333,7.97549999999,12.4464166667
578.26,19.4271666667,27.7319324074,17.8545,48.2548333333,15.0156666667,13.2187083333,40.9126666666,17.881375,7.96844444444,12.5145833333
578.60,19.4570833333,27.761387963,17.8773333333,48.2715833334,15.0549166667,13.2672916667,40.9400833333,17.912875,8.00040277777,12.5447916667
578.94,19.45,27.7409564815,17.854875,48.2089166667,15.0679166666,13.30125,40.91325,17.882875,8.0473888889,12.553125
579.28,19.4225833333,27.7496907407,17.854875,48.2566666666,15.0601666666,13.279625,40.8875,17.8877083334,8.03294444445,12.5594166667
579.61,19.4615,27.8157564815,17.8840416666,48.3331666667,15.0714166667,13.3385833333,40.957,17.91425,8.05849999999,12.6375
579.95,19.47,27.811062037,17.8752083333,48.4143333334,15.0701666667,13.3094583333,40.95725,17.9215833334,8.0618611111,12.6293333333
580.29,19.5175833333,27.8549138889,17.92775,48.3981666667,15.0969166666,13.38375,41.0055833334,17.9792916667,8.1158611111,12.672125
580.63,19.5479166666,27.905312037,18.0085833333,48.48875,15.1420833333,13.43375,41.04925,17.9918333333,8.13138888888,12.691875
580.97,19.584,27.8922898148,17.9875833333,48.4698333333,15.1485833333,13.469375,41.0355,17.98675,8.10754166668,12.7127083333
581.31,19.66175,27.93555,18.0587916667,48.5741666667,15.2439166667,13.5563333334,41.0635833333,18.0314583333,8.21629166667,12.7764166667
581.65,19.70075,27.9439759259,18.0689583333,48.6285,15.2704166667,13.54375,41.12325,18.017,8.21113888889,12.8054583333
581.98,19.7456666667,27.9550314815,18.0458333334,48.68225,15.3115,13.621125,41.135,18.068,8.32043055556,12.8279583333
582.32,19.6553333333,27.8570518519,17.9489166666,48.6246666667,15.2145,13.5126666667,41.06775,17.9914583333,8.21004166668,12.7651666667
582.66,19.67475,27.9015268519,17.9515,48.6893333333,15.2174166667,13.5079166667,41.13475,18.0241666667,8.21468055556,12.8067916667
583.00,19.65175,27.8260731482,17.8714583333,48.531,15.168,13.4922916667,41.0621666667,17.978,8.19702777778,12.791
583.34,19.6570833333,27.831325,17.8970833333,48.5365,15.2291666667,13.4651666667,41.0618333333,18.0239583333,8.24158333334,12.809125
583.68,19.6043333333,27.805637963,17.8226666667,48.4690833333,15.1825833334,13.4788333333,41.0235,17.9920416667,8.17295833334,12.7824166667
584.01,19.5495,27.7598833334,17.8149166667,48.4346666667,15.16475,13.4458333334,40.9840833334,17.95875,8.1661388889,12.8094166667
584.35,19.57275,27.7591296297,17.8014166667,48.417,15.14075,13.4029166667,41.0385833334,17.9990833334,8.15488888889,12.7994583333
584.69,19.5821666667,27.849425,17.8333333333,48.5124166667,15.13075,13.4442083333,41.1338333333,18.02475,8.174,12.8267083333
585.03,19.5430833333,27.808362037,17.7766666667,48.4933333334,15.0726666667,13.3812083333,41.1018333334,17.97325,8.08038888889,12.7712916667
585.37,19.53425,27.8356861111,17.7829166666,48.5085,15.075,13.3985,41.0931666667,18.006125,8.05015277778,12.7675833333
585.70,19.38975,27.715937963,17.6835833334,48.3700833333,14.9045833333,13.2274166667,40.95225,17.8522083333,7.82511111111,12.6385
586.04,19.4025833333,27.7690259259,17.7459583333,48.4410833333,14.949,13.287875,41.01275,17.9184166666,7.88412500001,12.6479583333
586.38,19.40975,27.7977898148,17.7920416667,48.4605,14.9944166667,13.3408333333,41.0173333333,17.9762083333,7.89525,12.6726666667
586.72,19.5631666667,27.9678074074,18.0067916667,48.6435,15.1639166667,13.4905,41.195,18.1070416667,8.03765277777,12.8312916667
587.06,19.5734166667,27.9556601852,17.9900833333,48.6615,15.1796666667,13.5341666667,41.2368333333,18.0834583333,8.04966666667,12.8628333333
587.39,19.6355,28.0609583334,18.0772916666,48.7639166667,15.19475,13.5754583333,41.33275,18.1182083333,8.11369444443,12.90425
587.73,19.6675,28.0933018519,18.0323333333,48.8261666666,15.2001666667,13.5846666667,41.3750833333,18.1102916667,8.03981944445,12.8876666667
588.07,19.7149166666,28.1623990741,18.0598333333,48.9600833333,15.2594166667,13.7105416667,41.431,18.139875,8.13140277777,12.9785833333
588.41,19.7806666667,28.2285953704,18.1178333333,49.0343333333,15.3200833333,13.803375,41.4561666666,18.1994166667,8.16823611111,13.02275
588.74,19.7164166667,28.2076259259,18.0825,48.996,15.2603333333,13.7715416667,41.4500833333,18.1809166667,8.14318055556,12.95425
