wavelength,Back_MelXanm,Belly_MelXanm,Breast_MelXanm,Crissum_MelXanm,Crown_MelXanm,DorTail_MelXanm,Patch10_MelXanm,Rump_MelXanm,Throat_MelXanm,WingTip_MelXanm
320.32,5.21166666667,7.53852777778,6.213375,8.774,2.82041666666,5.09304166667,6.3225,5.89708333333,1.79188888889,4.79929166667
320.69,5.16241666667,7.499025,6.11483333333,8.58141666668,2.76533333333,5.02516666667,6.12033333334,5.84416666667,1.59420833333,4.76225
321.06,5.70991666667,7.97198148148,6.59945833334,9.06199999999,3.15383333334,5.48416666667,6.62558333333,6.11920833333,1.83427777778,5.16058333333
321.43,5.82141666667,8.15750092592,6.75108333333,9.18683333335,3.35791666666,5.63529166667,6.69725,6.17004166667,2.04847222222,5.430125
321.80,5.852,8.19488888889,6.70358333334,9.41858333335,3.58525,5.65033333333,6.76666666667,6.174,2.23086111111,5.68520833333
322.16,6.239,8.47779444444,6.95970833333,9.92675,4.15583333333,6.10116666667,7.16458333333,6.61283333333,2.60284722222,6.18641666667
322.53,5.84741666666,8.18563055555,6.577,9.53325000001,3.711,5.67608333333,6.6545,6.272625,2.10893055556,5.83125
322.90,6.10975,8.73729074074,6.86041666667,9.80283333333,4.14566666667,6.10079166667,7.09166666666,6.72883333334,2.55980555555,6.26041666667
323.27,6.52941666667,9.2915675926,7.33470833333,10.1644166667,4.7085,6.64654166667,7.47725,7.210625,2.93580555556,6.744875
323.63,6.9455,9.71354722222,7.61645833333,10.544,5.228,7.01908333333,7.90233333333,7.52679166667,3.30745833334,7.06466666667
324.00,6.66858333334,9.55984351852,7.02516666667,10.1953333333,4.781,6.67333333334,7.60741666667,7.244625,3.02748611111,6.736875
324.37,6.79116666667,9.63922407408,7.05425,10.36825,4.77775,6.71095833333,7.81316666668,7.389875,3.07777777778,7.064875
324.74,6.92891666667,9.75751759258,7.12558333333,10.5989166667,4.81941666667,6.76391666667,8.15625000001,7.42995833334,3.10125,7.01583333333
325.10,6.43983333333,9.39131574074,6.65108333333,10.2593333333,4.35408333333,6.22570833333,7.65699999999,7.00404166667,2.70775,6.63766666667
325.47,6.56616666667,9.73482870369,6.80579166666,10.6750833333,4.5825,6.42020833333,7.83666666666,7.17404166667,2.76675,6.84058333333
325.84,6.584,9.82018888889,6.98466666667,10.7043333333,4.64616666667,6.45866666666,8.02941666666,7.21554166667,2.86816666667,6.83970833333
326.21,6.13883333333,9.53130555555,6.68125,10.44125,4.05358333334,5.89420833334,7.70150000001,6.928625,2.35184722222,6.40720833333
326.57,6.398,9.79370555556,6.99795833333,10.8245,4.36308333333,6.20558333333,7.98775,7.17470833333,2.72158333333,6.60125
326.94,6.90625,10.1718518518,7.443,11.3834166667,4.73941666667,6.55004166666,8.36091666667,7.56179166667,2.99993055556,6.9575
327.31,6.81108333333,9.97901481481,7.30766666667,11.3645,4.67733333333,6.4395,8.31133333334,7.42208333333,2.83230555556,6.85504166667
327.67,7.0415,10.0361407407,7.436625,11.4630833333,4.69333333334,6.53808333333,8.62424999999,7.52520833333,2.96386111111,7.269
328.04,7.147,10.0048833333,7.71083333333,11.6471666666,4.813,6.58708333334,8.71591666667,7.514125,3.03752777778,7.26275
328.41,7.1295,10.1465018519,7.73558333334,11.84025,4.87433333334,6.63195833333,8.69124999999,7.52429166667,3.03258333333,7.128125
328.78,6.895,9.98973333333,7.61983333334,11.7925,4.74608333333,6.472625,8.49041666668,7.31604166667,2.84808333333,7.02616666667
329.14,7.193,10.2005527778,7.96979166667,12.1625,5.21658333333,6.836625,8.88774999999,7.53195833333,3.10923611111,7.28925
329.51,7.37408333333,10.0176805555,7.86962500001,12.185,5.27341666667,6.76145833333,8.998,7.54591666667,3.09038888889,7.288875
329.88,7.27641666667,9.98054722223,7.78587499999,12.2205833333,5.06066666666,6.70570833333,8.96216666666,7.53708333333,2.85297222223,7.106
330.24,7.66041666667,10.1245194444,8.01574999999,12.3675833333,5.44083333333,6.96158333333,9.28583333333,7.60658333333,3.32730555556,7.28029166667
330.61,7.67399999999,10.1597907407,8.05454166666,12.37325,5.50666666667,7.00875,9.41541666666,7.53391666667,3.23266666667,7.105
330.98,6.96233333333,9.40782870369,7.309625,11.7549166667,4.76075,6.15204166667,8.70791666666,6.80108333333,2.50190277778,6.35225
331.34,6.55716666667,9.150875,7.10458333334,11.4720833333,4.251,5.93845833333,8.36249999999,6.43466666667,2.14004166667,5.81341666667
331.71,6.35291666667,9.00360925925,6.77383333334,11.4636666667,4.11916666667,5.7015,8.02866666666,6.206125,1.85330555555,5.31504166667
332.08,6.52666666667,9.0745537037,6.76379166667,11.5714166667,4.26,5.88458333333,8.24566666668,6.31341666667,1.72766666667,5.33941666667
332.44,6.7145,9.21959351852,7.04058333334,11.8048333333,4.40508333333,6.087625,8.42525,6.546,1.98456944444,5.497
332.81,6.879,9.38226203704,7.079375,11.9405833333,4.47766666667,6.18308333333,8.52433333332,6.71675,2.20933333334,5.46133333333
333.18,7.01475,9.50166203704,7.00520833334,11.9480833334,4.39366666667,6.1565,8.51050000001,6.80254166667,2.20256944445,5.46654166667
333.54,6.92158333333,9.61694629629,7.139875,11.8378333333,4.38125,6.26591666667,8.44441666668,7.00491666667,2.16756944444,5.416875
333.91,7.07566666666,9.73036203704,7.310875,12.0359166666,4.59933333333,6.48079166667,8.53483333333,7.14104166667,2.30941666667,5.53533333333
334.28,7.09475,9.90412129631,7.39408333334,12.288,4.6715,6.56941666667,8.66983333334,7.327375,2.35513888889,5.63004166667
334.64,7.28808333333,9.96476018518,7.54695833334,12.4885833333,4.85716666666,6.68095833333,8.90633333334,7.59470833333,2.41423611111,5.784875
335.01,7.86633333333,10.629125,8.09362500001,13.0451666667,5.41225,7.38579166666,9.54566666666,8.11229166666,2.99133333333,6.289
335.38,8.18916666667,10.8306148148,8.31741666667,13.3314166667,5.83441666667,7.539875,9.93258333332,8.304,3.14955555556,6.54329166667
335.74,8.17816666668,10.913687963,8.44720833334,13.4075,5.91733333333,7.63066666667,10.1555,8.37329166667,3.17341666667,6.57429166667
336.11,8.11275,10.932737037,8.35966666666,13.3643333333,5.88733333334,7.52283333333,10.1654166667,8.32125,3.25823611111,6.59841666667
336.47,8.29558333333,11.0774592593,8.39320833334,13.3946666667,6.04291666667,7.438875,10.4046666667,8.413375,3.30547222222,6.7455
336.84,8.32183333333,11.080937037,8.52916666667,13.449,6.1555,7.28875,10.5646666667,8.41733333333,3.35534722222,6.80045833333
337.21,8.27566666667,11.0585398148,8.62654166667,13.5601666667,6.1415,7.19125,10.6800833333,8.379625,3.50077777778,6.757
337.57,8.23458333333,11.0392268518,8.544625,13.56525,6.02158333334,7.04295833333,10.7505833333,8.06829166667,3.42205555556,6.641625
337.94,8.54658333333,11.2986268518,8.82116666667,13.7173333334,6.178,7.11958333333,10.9265833333,8.25054166667,3.590375,6.81429166667
338.31,8.52125,11.287262963,8.84404166666,13.6014166666,6.19175,7.03708333333,10.8870833333,8.26425,3.42938888889,6.77904166667
338.67,8.45066666667,11.3310842592,8.81333333332,13.5905,6.15175,6.90283333333,10.8763333333,8.21354166667,3.40701388889,6.76354166667
339.04,8.49433333333,11.2627537037,8.88262500001,13.6621666667,6.24391666667,6.845625,10.897,8.28966666667,3.45129166666,6.76741666667
339.40,8.55191666667,11.4391361111,8.97970833334,13.7623333333,6.23716666667,6.89333333333,10.9095,8.329,3.48766666667,6.81525
339.77,8.83141666666,11.7023518519,9.17545833333,13.9419166667,6.47033333333,7.10079166667,11.1530833333,8.54729166667,3.8565,7.05695833333
340.14,8.66974999999,11.7232694445,9.07512499999,13.9726666666,6.42141666667,6.97983333333,11.0686666667,8.49283333333,3.75983333334,6.93816666667
340.50,8.76766666667,11.8903805556,9.30304166667,14.29275,6.55008333333,7.30929166667,11.1720833333,8.519125,3.94527777777,7.06075
340.87,9.17041666667,12.3299759259,9.70345833332,14.7653333334,6.97266666666,7.85904166667,11.5310833333,9.00829166666,4.22661111111,7.519
341.23,9.36916666667,12.5775833334,9.83087499999,15.0376666667,7.20425,8.094125,11.7543333333,9.28429166667,4.30827777778,7.77633333333
341.60,9.43616666667,12.506312963,9.80104166667,15.1194166667,7.17175,7.99691666667,11.75475,9.32487500001,4.36852777778,7.70845833333
341.96,9.40149999999,12.5210833333,9.67745833334,15.1383333333,7.16925,7.91891666667,11.7671666667,9.19866666667,4.33704166667,7.61083333333
342.33,9.59258333334,12.6009222222,9.70216666666,15.3235,7.29316666667,8.0375,11.9063333334,9.25070833334,4.42605555556,7.58691666667
342.70,9.66058333335,12.5938962963,9.78820833334,15.41375,7.22275,8.12454166666,11.9056666667,9.23183333332,4.45618055556,7.58825
343.06,9.64258333333,12.6176435185,9.7445,15.4130833334,7.14716666667,8.06654166666,12.025,9.19433333334,4.25947222222,7.53675
343.43,9.82983333333,12.8066935185,9.91374999999,15.66575,7.33041666667,8.11966666667,12.3079166666,9.49908333333,4.39322222222,7.68666666667
343.79,9.87233333335,12.9512990741,10.0232083333,15.878,7.39458333333,8.09558333333,12.36925,9.52891666668,4.28341666667,7.73516666667
344.16,9.98108333333,13.0409574074,10.196,15.9070833333,7.48683333333,8.22529166667,12.50575,9.48674999998,4.31727777777,7.79733333333
344.52,10.0085833333,13.0242703704,10.1774166667,15.9236666667,7.57183333333,8.12054166667,12.59575,9.50020833334,4.22459722222,7.74425
344.89,9.83066666668,12.8847740741,9.94875000001,15.6845833333,7.3995,7.79291666666,12.4925833333,9.21604166666,4.00330555556,7.45525
345.25,9.85341666667,12.9052944444,9.97112499999,15.6864166667,7.45275,7.83583333333,12.55625,9.185375,4.00236111111,7.26566666667
345.62,9.93575,13.1787518519,10.2182083333,15.8991666667,7.7645,8.05704166667,12.7563333333,9.43345833333,4.10258333333,7.472125
345.99,10.0050833333,13.2412416666,10.3555,16.0938333333,7.92483333334,8.18891666666,12.9581666666,9.60470833334,4.18130555556,7.57433333333
346.35,10.078,13.398775,10.5294583333,16.3018333333,8.06408333333,8.36308333333,13.2783333333,9.769125,4.36954166667,7.71741666667
346.72,9.99,13.4207009259,10.487875,16.315,8.1175,8.321375,13.3491666667,9.80708333333,4.33784722223,7.73329166667
347.08,10.2933333333,13.8301416667,10.900625,16.6991666667,8.42366666667,8.64504166667,13.6029166666,10.1658333333,4.83566666667,8.00808333333
347.45,10.268,13.8619287037,10.9097916666,16.67375,8.43233333334,8.744375,13.6573333333,10.1755833333,5.01606944444,8.08216666667
347.81,10.3716666667,13.8759407407,10.9334583333,16.7386666666,8.47891666667,8.87720833333,13.8000833333,10.2330416667,5.15345833334,8.03908333333
348.18,10.5849166667,14.0485342592,11.0569166667,16.99225,8.6895,9.02216666667,13.9565833334,10.522625,5.32456944444,8.10041666667
348.54,10.7144166667,14.1199324074,11.05525,17.03,8.67166666667,9.071875,14.07275,10.6229583333,5.41491666667,8.14704166667
348.91,10.93925,14.2547277778,11.254875,17.278,8.83591666667,9.2505,14.2905833333,10.8682916667,5.62623611111,8.32795833333
349.27,11.0926666667,14.3813018519,11.3797083333,17.344,8.94291666666,9.21154166667,14.4741666667,10.9617083333,5.70272222222,8.56520833333
349.64,11.158,14.3016398148,11.354125,17.3666666667,8.82008333332,9.12654166667,14.4586666667,10.8879583333,5.63791666667,8.48354166667
350.00,11.1388333334,14.263025,11.3355,17.3495833334,8.7815,9.04,14.3535833334,10.852875,5.52743055556,8.46025
350.37,11.26125,14.4216722222,11.466875,17.528,8.8865,9.16125,14.35175,10.91475,5.55625,8.609125
350.73,11.3909166667,14.5837203703,11.608,17.69275,9.09133333334,9.17608333334,14.4811666667,11.0350833333,5.72373611111,8.679375
351.10,11.166,14.4097064815,11.2998333333,17.4324166666,9.01258333333,9.01075,14.3854166667,10.8012083334,5.40865277777,8.42675
351.46,11.191,14.3001759259,11.2157916667,17.4543333333,8.97900000001,8.85483333333,14.3775,10.74775,5.24148611111,8.32825
351.83,11.2449166667,14.3825074074,11.3328333333,17.5149166667,9.07216666668,8.82808333333,14.4755,10.8676666667,5.239,8.36595833333
352.19,11.298,14.4527268519,11.4250833334,17.6000833333,9.05999999999,8.74404166667,14.6133333333,10.8525416667,5.26552777778,8.474875
352.55,11.10425,14.329137037,11.2871666667,17.5213333334,8.89291666668,8.55491666667,14.4669166667,10.713375,4.987875,8.1665
352.92,10.942,14.2422990741,11.0655416667,17.3993333334,8.72225,8.33095833333,14.3769166667,10.559625,4.79254166667,7.98125
353.28,10.8995,14.2712268518,11.0528333333,17.528,8.67308333334,8.38866666667,14.4125833333,10.5758333333,4.75825,7.907625
353.65,10.9435,14.4934111111,11.1248333333,17.69225,8.83233333334,8.552625,14.5829166667,10.7285,4.92938888889,8.01941666667
354.01,10.8159166667,14.4538638889,10.9507083333,17.5921666667,8.6445,8.47670833333,14.6078333333,10.5975833333,4.85094444444,7.837375
354.38,10.8221666667,14.3965833333,10.783375,17.48775,8.52983333334,8.37983333333,14.6155833333,10.4812083333,4.76694444444,7.76016666667
354.74,10.8973333333,14.4455185185,10.791875,17.5780833333,8.50675,8.46708333333,14.6685833333,10.4675,4.73309722223,7.836875
355.11,11.08525,14.5754453704,10.9933333333,17.7731666666,8.61175,8.5345,14.8131666666,10.5663333333,4.84527777778,7.937875
355.47,11.1190833333,14.7463,11.1056666667,17.9454166667,8.7005,8.652125,14.9216666667,10.64225,4.96423611111,8.05579166667
355.83,11.0930833333,14.756137963,11.1456666667,17.9505,8.67775,8.73495833333,14.9256666667,10.6665,4.96340277778,8.034125
356.20,11.0111666667,14.7310185185,11.105125,17.895,8.65041666666,8.79454166667,14.8915,10.681,4.91708333334,7.97229166667
356.56,11.3210833333,15.1120953704,11.4554583333,18.27875,9.09158333334,9.164625,15.2585,11.0180833333,5.28113888889,8.46716666667
356.93,11.24725,15.10315,11.4735,18.2835,9.07949999999,9.24220833333,15.19375,10.9622083334,5.25958333333,8.43366666667
357.29,11.2568333333,15.096787963,11.5269583333,18.29975,9.16141666668,9.28058333334,15.22775,10.9769583333,5.34516666667,8.46745833333
357.66,11.2543333333,14.9839888889,11.4870416667,18.2296666667,9.12625000001,9.15779166667,15.2713333333,10.9302083333,5.30677777778,8.430625
358.02,11.5745833333,15.2763861111,11.8374583333,18.54675,9.492,9.44516666667,15.5899166666,11.2415833333,5.58068055556,8.77925
358.38,11.6500833334,15.3785722222,11.9815416666,18.71275,9.58191666666,9.48641666667,15.6535,11.346875,5.68865277778,8.84333333333
358.75,11.60325,15.3328648148,11.89675,18.6775833333,9.55525,9.37658333333,15.6248333333,11.3322083333,5.63854166667,8.6835
359.11,11.5436666667,15.2434898148,11.749125,18.6554166667,9.50233333332,9.35291666667,15.5730833333,11.2774583333,5.62290277777,8.72904166667
359.48,11.6201666667,15.2993046296,11.805625,18.7534166667,9.56524999999,9.436,15.643,11.3532916667,5.62152777778,8.74133333333
359.84,11.702,15.4073490741,11.7860833333,18.9339166666,9.62308333333,9.37954166667,15.6939166667,11.3877916667,5.68097222222,8.85416666667
360.20,11.84975,15.5693935185,11.9303333333,19.2175833333,9.72750000002,9.45354166667,15.9573333333,11.54675,5.84059722222,9.04633333333
360.57,11.6855,15.4146990741,11.7598333333,19.0723333334,9.44733333334,9.23454166667,15.8560833333,11.38425,5.64522222222,8.83304166667
360.93,11.7940833333,15.5685712963,11.8922916667,19.2548333333,9.53916666667,9.31883333333,16.0769166667,11.51325,5.71308333333,8.932125
361.29,11.74225,15.4772472222,11.7792083333,19.2578333333,9.42491666667,9.25545833333,15.9690833333,11.4442083333,5.563125,8.83633333333
361.66,11.6855833333,15.4851824074,11.7750416667,19.24775,9.36058333334,9.23833333333,15.8954166667,11.3711666667,5.496625,8.78325
362.02,11.4218333334,15.2440157408,11.54025,19.15425,9.10433333334,9.00620833333,15.65725,11.1238333333,5.23441666667,8.51675
362.39,11.39425,15.2541509259,11.5855416667,19.1320833333,9.1265,8.996875,15.70575,11.1290416667,5.18001388889,8.54504166667
362.75,11.5356666667,15.4112851852,11.6852083333,19.3179166666,9.23333333334,9.140375,15.86175,11.2415833333,5.32219444444,8.724875
363.11,11.4789166667,15.4158731481,11.7159166666,19.37725,9.18316666666,9.052,15.88425,11.2162083333,5.20811111111,8.64795833333
363.48,11.3471666667,15.2831740741,11.5665416667,19.2681666667,9.08366666667,8.896875,15.7810833333,11.00725,5.0645,8.52845833333
363.84,11.2895833333,15.1718,11.478875,19.1845833333,8.97325,8.86016666667,15.7559166667,10.9015,4.92755555556,8.402875
364.20,11.2325,15.1435490741,11.4120833333,19.11225,8.92283333333,8.759125,15.6788333333,10.8283333333,4.74673611111,8.22183333333
364.57,11.2511666667,15.107487963,11.4325416667,19.1676666667,8.98399999999,8.72416666667,15.7055,10.8404166667,4.74290277777,8.23679166667
364.93,11.2861666667,15.0636092593,11.3931666667,19.2190833333,8.98000000001,8.68083333333,15.6643333333,10.8913333333,4.77829166666,8.26758333333
365.29,11.3166666667,15.1396805555,11.4609583333,19.288,9.02616666666,8.65525,15.7384166667,10.9199166667,4.82690277777,8.29908333333
365.66,11.30375,15.1142925926,11.3392083334,19.3574166667,9.03975,8.61279166667,15.7401666667,10.9122083333,4.80234722223,8.28966666667
366.02,11.3631666667,15.214875,11.3602083333,19.2930833333,9.09291666667,8.61670833333,15.7896666667,10.940625,4.79606944444,8.32183333333
366.38,11.31125,15.1572888889,11.235,19.2865,9.03216666667,8.53770833333,15.7508333333,10.9209583333,4.716125,8.16933333333
366.75,11.2576666667,15.0832703704,11.2391666667,19.2876666667,8.98491666667,8.519625,15.7755833333,10.9277916667,4.63094444444,8.16208333333
367.11,11.21975,15.0319944444,11.218125,19.2421666667,8.93458333333,8.48070833333,15.7151666666,10.9290833333,4.59305555556,8.099
367.47,11.2089166667,15.0631046296,11.253,19.2858333333,8.95075,8.487875,15.7278333333,11.0162916667,4.62383333333,8.09958333333
367.84,11.2725,15.1442398148,11.3365416667,19.4383333333,9.07458333333,8.494,15.8138333333,11.1415,4.72291666667,8.22758333333
368.20,11.2865833333,15.1002898148,11.3647916667,19.5265833334,9.10291666666,8.55933333333,15.8118333333,11.2212083333,4.81606944444,8.344625
368.56,11.1646666667,15.081912037,11.271875,19.491,9.02975,8.52679166667,15.7076666667,11.1624166667,4.74413888889,8.25483333333
368.93,11.1130833333,15.0806675926,11.3032916667,19.5096666667,9.03475,8.52445833333,15.6699166667,11.0918333333,4.68526388889,8.19441666667
369.29,11.2261666667,15.2019666667,11.3853333333,19.6084166667,9.13583333333,8.68491666666,15.8676666667,11.2050833333,4.72213888889,8.29283333333
369.65,11.2970833333,15.261412963,11.5718333333,19.7420833333,9.18791666666,8.77466666667,16.0120833333,11.31975,4.76952777777,8.33795833333
370.01,11.2569166667,15.1179351851,11.5632083334,19.7816666667,9.15941666666,8.75333333333,16.046,11.339375,4.74,8.28279166667
370.38,11.30225,15.1942111111,11.6364583333,19.9210833333,9.21058333333,8.83229166667,16.1266666667,11.3919583333,4.832125,8.32479166667
370.74,11.3210833333,15.1760083333,11.6187916667,19.9395833334,9.20366666666,8.75520833333,16.1789166667,11.32625,4.82229166667,8.28529166667
371.10,11.3724166667,15.2365314815,11.613875,20.07275,9.24325000001,8.856125,16.2825833333,11.3815,4.89563888889,8.33204166667
371.46,11.4284166667,15.2354046296,11.6185833333,20.152,9.23566666666,8.89025,16.3515,11.3635833333,4.91169444444,8.37945833333
371.83,11.3825,15.1597342592,11.60225,20.1344166667,9.18741666667,8.884375,16.32625,11.2930416666,4.79059722222,8.30720833333
372.19,11.3716666667,15.1524388889,11.5998333333,20.1556666667,9.13983333333,8.90695833333,16.3360833334,11.2193333334,4.72775,8.20854166667
372.55,11.4030833333,15.0883296296,11.6699166666,20.15775,9.13641666667,8.94645833334,16.3379166667,11.1824166667,4.698375,8.16691666667
372.92,11.4895,15.0687916667,11.68075,20.2370833334,9.10591666668,8.92670833334,16.40175,11.2207916667,4.66625,8.17070833333
373.28,11.4175833333,14.9519231481,11.6294166667,20.2945,9.01141666666,8.77454166667,16.3265833334,11.1208333333,4.61169444444,8.03279166667
373.64,11.3914166667,14.8934805556,11.473125,20.28,8.98316666666,8.787,16.2584166667,11.0812916667,4.50855555556,8.00629166667
374.00,11.5535,15.0181416667,11.5632083333,20.42575,9.01958333333,8.92475,16.3665833333,11.1447083333,4.63265277778,8.11158333333
374.37,11.47125,14.8490120371,11.4157083333,20.41725,8.90266666666,8.82379166667,16.2679166667,11.009375,4.50940277777,8.08604166667
374.73,11.4211666667,14.7878944445,11.3281666667,20.3585833333,8.82358333334,8.83283333333,16.1646666666,10.967375,4.47394444444,7.97104166667
375.09,11.37525,14.6224916667,11.2242083333,20.2848333333,8.70266666666,8.73229166667,16.118,10.865375,4.40793055556,7.809125
375.45,11.4976666667,14.7066185185,11.3305,20.4425,8.78416666666,8.83916666666,16.2659166667,11.0557083333,4.52652777777,7.85291666667
375.81,11.4650833333,14.6883277778,11.3251666667,20.5016666667,8.76725,8.84679166667,16.255,11.0667083333,4.58920833333,7.75445833333
376.18,11.4355833333,14.5990722222,11.2202083333,20.4378333333,8.71991666667,8.72929166667,16.1750833333,10.987,4.56568055556,7.731625
376.54,11.6948333333,14.828162037,11.3827916667,20.6926666667,8.92641666667,8.89258333334,16.4511666667,11.268,4.89919444444,7.970375
376.90,11.72775,14.9064138889,11.47625,20.7551666666,9.03033333334,9.05229166667,16.5008333333,11.3324166666,5.04597222223,8.074625
377.26,11.79275,14.9774638889,11.5597083333,20.7809166667,9.06749999999,9.14570833333,16.5318333333,11.4741666667,5.09534722222,8.19558333333
377.63,11.7539166666,14.9394981482,11.5642916667,20.7709166667,8.99916666667,9.04395833333,16.523,11.4410416667,5.07116666667,8.09354166667
377.99,11.74375,15.0085990741,11.5404166667,20.8276666666,9.02491666667,8.99579166667,16.5243333333,11.428,5.00173611111,8.084875
378.35,11.80325,15.0868222222,11.6456666667,20.887,9.03683333332,8.99816666667,16.5878333333,11.4777916667,5.07076388889,8.11095833333
378.71,11.84725,15.159837037,11.7589583333,21.0448333333,9.11133333334,9.04233333333,16.7313333333,11.5743333333,5.13769444444,8.17291666667
379.07,11.9421666666,15.2995592592,11.96025,21.2123333333,9.2665,9.19258333333,16.80825,11.687,5.21934722223,8.30979166667
379.44,11.86175,15.2134527778,11.9004583333,21.1649166667,9.20516666667,9.143375,16.6846666667,11.585625,5.14998611111,8.29258333333
379.80,11.926,15.288637963,11.9105833333,21.2143333333,9.22150000001,9.18958333334,16.7325,11.6032916667,5.15598611111,8.360875
380.16,11.9730833333,15.3572388889,12.0110416666,21.3683333334,9.26483333334,9.26066666667,16.83625,11.6783333333,5.22843055556,8.419125
380.52,11.7926666666,15.2384138889,11.8682916667,21.2855833333,9.15058333333,9.179125,16.7476666667,11.4989583333,5.063,8.29491666667
380.88,11.79225,15.2460907407,11.8359583333,21.3169166667,9.14175000001,9.156625,16.7916666667,11.4870833334,4.96972222223,8.25
381.24,11.7135,15.2019120371,11.7715,21.3198333334,9.13658333334,9.214375,16.737,11.407,4.97726388889,8.199125
381.61,11.77175,15.2605407408,11.8638333333,21.4510833333,9.18891666668,9.31170833333,16.81775,11.4727916667,5.018875,8.27091666667
381.97,11.7715,15.2209842593,11.9020833333,21.48075,9.16558333332,9.36033333333,16.8105833333,11.516375,5.03566666667,8.29766666667
382.33,11.7659166667,15.2140277778,11.8823333333,21.492,9.21891666667,9.37479166667,16.81925,11.5434166667,5.055375,8.310875
382.69,11.7661666667,15.2099009259,11.87575,21.4769166667,9.18674999999,9.366125,16.76525,11.524375,4.98931944444,8.31745833333
383.05,11.5845833333,15.0484101852,11.6649583334,21.4028333333,9.03025,9.12279166666,16.63025,11.363,4.83086111111,8.1895
383.41,11.5885,15.0794333333,11.6758333333,21.4685833334,9.00749999999,9.10558333333,16.6536666667,11.36075,4.859125,8.20791666667
383.77,11.57225,15.0664111111,11.703375,21.52375,9.03458333334,9.10954166666,16.6796666667,11.347125,4.85220833333,8.2425
384.14,11.5013333333,15.0038203704,11.613875,21.4691666667,8.95591666666,9.08270833334,16.5811666666,11.288,4.77194444444,8.205375
384.50,11.4238333333,14.9378537037,11.5922916666,21.4650833333,8.86716666666,9.05045833333,16.4545833333,11.2282916667,4.70288888889,8.13704166667
384.86,11.4505,14.9439287037,11.6424583333,21.5305,8.90408333333,9.09625,16.4970833333,11.265,4.78172222222,8.18829166667
385.22,11.51575,14.9720490741,11.699875,21.6458333333,8.90474999999,9.08354166667,16.5655,11.3069166667,4.79104166667,8.226875
385.58,11.4573333333,14.9000231481,11.5997083333,21.5965833334,8.87116666666,9.02408333333,16.4635,11.2199583333,4.74194444444,8.19408333333
385.94,11.43575,14.8747787037,11.60375,21.6444166666,8.88091666668,9.02425,16.4685,11.2046666666,4.79693055556,8.207625
386.30,11.3675833333,14.802675,11.5692916667,21.6515,8.849,9.03183333333,16.4189166667,11.129625,4.72180555556,8.14266666667
386.66,11.377,14.76685,11.5629166667,21.7019166666,8.87591666667,9.054125,16.4065833333,11.132,4.77305555556,8.15483333333
387.03,11.5186666667,14.9133675926,11.6887083333,21.81825,8.98441666667,9.23775,16.5338333333,11.2678333333,4.92023611111,8.312625
387.39,11.5320833334,14.9317388889,11.70875,21.9148333333,9.02058333334,9.25920833333,16.5799166667,11.3149166667,4.93111111111,8.29770833333
387.75,11.5559166667,14.948437963,11.7446666667,21.93525,9.04225000001,9.29270833333,16.6340833333,11.375875,4.99418055556,8.311
388.11,11.5686666667,14.9390287037,11.76925,21.9753333333,9.09066666667,9.267625,16.6568333333,11.3707083333,5.02541666667,8.28995833333
388.47,11.7001666667,15.0382148148,11.8525,22.1065,9.18833333333,9.34529166667,16.7693333334,11.4623333333,5.13883333334,8.439875
388.83,11.6048333333,14.9718314815,11.7833333333,22.1073333333,9.11741666667,9.2345,16.65825,11.403375,5.03386111111,8.38833333333
389.19,11.6060833333,14.9931583333,11.82025,22.0966666667,9.17225000001,9.25154166667,16.696,11.47725,5.08697222223,8.40945833333
389.55,11.70675,15.0947462963,11.9201666667,22.291,9.28058333333,9.3535,16.8476666666,11.6007083333,5.19851388889,8.53066666667
389.91,11.7126666667,15.1066,11.8876666666,22.3928333333,9.33583333333,9.4075,16.867,11.640125,5.23193055556,8.55533333333
390.27,11.7580833333,15.1172287037,11.8992083333,22.4739166667,9.36275000001,9.458875,16.89825,11.7084583333,5.27877777777,8.59920833333
390.63,11.7351666667,15.1084472222,11.8981666666,22.5010833333,9.36891666668,9.468875,16.913,11.701,5.26969444444,8.59945833333
391.00,11.7531666667,15.0466675926,11.878625,22.4973333333,9.36333333334,9.49833333333,16.8725,11.7023333333,5.29877777778,8.593625
391.36,11.6755833333,15.0024685185,11.7966666667,22.4539166667,9.33300000001,9.45195833333,16.779,11.6595416667,5.24340277777,8.57908333333
391.72,11.63475,14.9372018519,11.7304583333,22.4535833334,9.28641666666,9.395375,16.68925,11.6349166667,5.21618055556,8.54308333333
392.08,11.69575,14.9735925926,11.7850416666,22.5435833333,9.36650000001,9.503625,16.7271666666,11.7163333333,5.25709722223,8.647875
392.44,11.58925,14.8597120371,11.6619583333,22.49675,9.29483333334,9.41,16.6198333333,11.6403333334,5.13586111111,8.52575
392.80,11.595,14.8148527778,11.6415416667,22.5004166667,9.32166666667,9.44654166667,16.6150833334,11.6175,5.18755555556,8.509625
393.16,11.47875,14.6188083333,11.463375,22.4578333333,9.16083333332,9.29845833333,16.4065,11.4275,5.01705555556,8.371375
393.52,11.38275,14.5100398148,11.40925,22.3641666667,9.03866666667,9.22470833334,16.2418333334,11.2942916667,4.92984722222,8.27604166667
393.88,11.2901666667,14.3664972222,11.3122083334,22.2646666667,8.89958333334,9.09070833333,16.1141666667,11.1887083333,4.82308333334,8.193625
394.24,11.2436666667,14.3165425926,11.263125,22.2695,8.83283333333,9.061125,16.05125,11.1527083333,4.80952777778,8.16254166667
