wavelength,Back_TanMexf,Belly_TanMexf,Breast_TanMexf,Crissum_TanMexf,Crown_TanMexf,DorTail_TanMexf,Patch10_TanMexf,Patch11_TanMexf,Rump_TanMexf,Throat_TanMexf,WingTip_TanMexf
589.08,5.61233333334,62.4886,20.8923333333,55.2036666667,4.25226666667,5.87173333333,9.06033333334,20.9770666667,25.8167333333,15.9690666667,6.84333333333
589.42,5.65226666667,62.5464666666,20.8993333333,55.2686,4.29393333333,5.91353333333,9.04326666667,20.9543333333,25.8229333333,15.9810666667,6.86833333333
589.76,5.60106666667,62.5539333333,20.8482,55.2363333333,4.22473333333,5.87186666667,8.95186666667,20.8547333333,25.7304666667,15.8925333333,6.81346666667
590.09,5.59646666667,62.6222666667,20.8511333333,55.2448666667,4.2268,5.88846666666,8.92233333335,20.8251333333,25.715,15.8848,6.818
590.43,5.49206666667,62.6160666667,20.7282,55.2188666667,4.12353333333,5.7904,8.79806666667,20.67,25.5785333334,15.7538,6.71433333333
590.77,5.45133333333,62.6308666667,20.7127333333,55.2422666667,4.08313333333,5.7566,8.75413333334,20.6461333333,25.5426666667,15.6881333333,6.70326666667
591.11,5.41306666667,62.5816,20.6533333333,55.2054,4.04926666667,5.7346,8.69113333333,20.5394,25.4498666667,15.635,6.67326666667
591.44,5.4448,62.575,20.6436666667,55.1944666667,4.08893333333,5.77226666667,8.69453333333,20.5590666667,25.4162,15.6428,6.7148
591.78,5.4326,62.5072666667,20.6133333333,55.1600666667,4.09126666667,5.753,8.68166666666,20.4998666667,25.351,15.5901333334,6.72946666667
592.12,5.4888,62.5533333333,20.6312666667,55.2659333333,4.13086666667,5.7962,8.70706666667,20.5458666666,25.3551333333,15.6142,6.78253333334
592.46,5.53206666667,62.6244,20.6363333333,55.3138,4.14,5.81326666667,8.7192,20.5441333333,25.3624666667,15.6113333333,6.81533333333
592.79,5.55926666666,62.6455333333,20.6456,55.3411333333,4.15493333333,5.8434,8.70866666666,20.5274666667,25.3548666667,15.601,6.85446666667
593.13,5.58553333333,62.5657333333,20.6212666667,55.2575333333,4.18446666667,5.85213333333,8.73166666667,20.5013333333,25.3362666667,15.5793333333,6.8762
593.47,5.61033333333,62.5261333333,20.6178,55.2270666667,4.22473333333,5.87726666667,8.73600000001,20.4943333333,25.3341333333,15.5866666667,6.91386666667
593.80,5.6202,62.4912666667,20.6264666667,55.2581333334,4.2352,5.85993333333,8.73493333334,20.4550666667,25.3164666666,15.5820666667,6.93153333333
594.14,5.66413333333,62.5117333333,20.6396,55.2927333333,4.26126666667,5.90566666667,8.74966666667,20.4704,25.3436666667,15.5852,6.96753333333
594.48,5.67673333333,62.4055333334,20.5859333333,55.2146666667,4.27106666667,5.92106666667,8.72893333333,20.3956666667,25.2888666667,15.5764666667,6.96886666666
594.81,5.74146666667,62.3473333333,20.6234,55.213,4.3316,5.97573333333,8.768,20.4172,25.3112666667,15.5984,7.03026666667
595.15,5.73766666667,62.3962666667,20.6217333333,55.2278,4.33033333333,5.9956,8.77353333333,20.3868666667,25.3153333333,15.5986666666,7.04786666667
595.49,5.6798,62.3757333333,20.5638,55.2273333333,4.2924,5.9622,8.71806666666,20.3048666667,25.2662666667,15.5678666667,7.00286666667
595.82,5.6594,62.3535333333,20.5078666667,55.1602666667,4.28546666667,5.95746666667,8.69913333334,20.2384,25.1998666667,15.5268666667,6.99493333333
596.16,5.65773333333,62.3686,20.4901333334,55.2031333333,4.2986,5.9678,8.6896,20.1985333333,25.1877333333,15.5254666667,7.00866666667
596.50,5.69173333333,62.441,20.5081333333,55.2751333333,4.32526666667,5.97373333333,8.71166666666,20.1987333333,25.1886666667,15.5344,7.0454
596.83,5.6846,62.5573333333,20.5196666667,55.3833333333,4.304,5.98673333333,8.6794,20.1819333333,25.1575333334,15.5354,7.05333333333
597.17,5.71213333333,62.5914666667,20.4964,55.4464666667,4.31773333333,5.9918,8.67680000001,20.1777333333,25.1301333333,15.5220666667,7.07773333333
597.51,5.709,62.6959333333,20.4568,55.5430666667,4.29986666667,5.9952,8.65040000001,20.1849333333,25.0973333334,15.4998,7.06726666667
597.84,5.73266666667,62.6886666667,20.4384666666,55.57,4.32493333333,6.002,8.66373333333,20.1564666667,25.0618,15.5025333333,7.09093333333
598.18,5.77346666667,62.7836666667,20.461,55.6260666667,4.3678,6.01126666667,8.68726666666,20.1662666667,25.0641333333,15.5238,7.10413333334
598.52,5.7612,62.8871333333,20.4387333333,55.6836666667,4.3624,5.98533333333,8.65519999999,20.1508666667,25.0489333333,15.5014666667,7.09253333333
598.85,5.73393333333,62.8330666667,20.3412,55.652,4.31486666667,5.93833333333,8.58173333333,20.0454666667,24.952,15.431,7.02766666667
599.19,5.72386666667,62.8050666667,20.2852,55.6063333333,4.27626666667,5.91246666667,8.51093333333,19.9744666667,24.85,15.3430666667,7.0078
599.53,5.71873333334,62.9129333333,20.2728,55.6712666667,4.26593333333,5.91066666667,8.46353333334,19.9421333333,24.8484,15.335,6.99386666667
599.86,5.66593333333,62.8661333333,20.2141333334,55.5793333333,4.1892,5.8594,8.37586666667,19.8646,24.7531333333,15.2565333333,6.93353333333
600.20,5.58986666667,62.8108,20.1366666667,55.4954666667,4.10826666667,5.8224,8.29366666667,19.7596666667,24.677,15.1681333333,6.89153333333
600.53,5.59626666667,62.7621333333,20.1137333333,55.4618,4.10986666667,5.8344,8.29753333333,19.7347333333,24.6858,15.1482,6.91166666667
600.87,5.5846,62.7736,20.1009333333,55.419,4.103,5.82566666667,8.2914,19.6862,24.7018,15.1213333333,6.91333333333
601.21,5.64386666666,62.7520666667,20.1530666667,55.3672666666,4.18006666667,5.8726,8.3466,19.6815333333,24.7529333333,15.1311333333,6.9778
601.54,5.66926666667,62.7855333333,20.1962,55.3622,4.21446666667,5.93473333333,8.37633333333,19.6973333333,24.7928,15.1437333333,6.99886666667
601.88,5.67226666667,62.8526,20.2154,55.4221333333,4.20373333333,5.962,8.37606666667,19.7052,24.8425333333,15.1460666667,7.03086666667
602.21,5.69126666666,62.8454666667,20.2186666667,55.4423333333,4.22333333333,6.0088,8.38353333333,19.6689333333,24.8552,15.1448,7.069
602.55,5.7204,62.9746666667,20.2683333333,55.5686,4.28886666667,6.0456,8.3914,19.7092666667,24.9466666667,15.1833333334,7.14306666667
602.88,5.82226666667,63.0364,20.3080666667,55.6472,4.3912,6.12266666667,8.48033333333,19.7862,25.0570666666,15.2752,7.2304
603.22,5.8768,63.0759333333,20.3428666667,55.7194,4.44073333333,6.14573333333,8.52333333334,19.8134666667,25.0862666667,15.3103333333,7.2746
603.56,5.92666666667,63.1131333334,20.3511333333,55.7786,4.5134,6.19,8.57979999999,19.8339333334,25.1132666667,15.3458,7.3266
603.89,5.97473333333,63.2202666667,20.3705333333,55.8821333333,4.576,6.2268,8.62526666666,19.8862,25.1401333333,15.379,7.37086666667
604.23,5.993,63.2126666667,20.3396666667,55.8885333333,4.59613333333,6.2214,8.62113333333,19.8493333333,25.0770666667,15.3585333333,7.38166666667
604.56,6.01746666667,63.2223333333,20.3182666667,55.9385333333,4.61293333333,6.257,8.61053333333,19.8404,25.0278,15.3458666667,7.3782
604.90,5.9984,63.1742,20.2381333333,55.9051333333,4.57553333333,6.23573333333,8.57719999999,19.7709333333,24.9264,15.3130666667,7.35113333333
605.23,5.98773333333,63.1532,20.1686666667,55.9127333333,4.56593333333,6.21686666667,8.55086666667,19.6952666667,24.8598,15.2791333333,7.34713333333
605.57,6.0004,63.1446,20.1516,55.9510666667,4.58873333333,6.23593333333,8.5464,19.6629333333,24.7942666667,15.2844,7.36433333333
605.90,5.98453333333,63.1617333333,20.0898,55.9536,4.5596,6.19566666667,8.52613333333,19.6086666667,24.6936,15.2463333333,7.34026666667
606.24,5.95713333333,63.0776666667,20.0082666667,55.8965333333,4.49793333333,6.1636,8.49486666667,19.5475333333,24.5737333333,15.1778666667,7.28766666667
606.58,5.9404,63.1126,19.9972,55.8806,4.47286666667,6.15453333333,8.46073333333,19.4907333333,24.5004666667,15.1394,7.26786666667
606.91,5.91146666667,63.0636666667,19.9417333333,55.8482666667,4.43853333333,6.13753333333,8.4244,19.4262,24.4327333333,15.0921333333,7.25446666667
607.25,5.8886,63.1772,19.9310666667,55.9092,4.39393333333,6.11373333333,8.36666666667,19.3896,24.41,15.0537333333,7.23553333333
607.58,5.8818,63.1746,19.9027333333,55.8728,4.37913333333,6.12026666667,8.33253333333,19.3364666667,24.3664,15.0333333333,7.233
607.92,5.84306666667,63.1976666667,19.8647333333,55.8660666667,4.34546666667,6.09473333333,8.28506666667,19.2994666667,24.3469333333,15.0001333333,7.21766666667
608.25,5.813,63.2349333333,19.8303333333,55.836,4.31313333333,6.05773333333,8.25113333333,19.2386,24.3052,14.9655333333,7.20406666667
608.59,5.80566666667,63.2579333334,19.7812,55.8166,4.28913333333,6.0314,8.18653333333,19.2011333333,24.2625333333,14.9356,7.2014
608.92,5.82933333333,63.2911333333,19.7616,55.8261333333,4.28873333333,6.027,8.17293333333,19.2200666666,24.2724,14.9470666667,7.24406666667
609.26,5.85946666667,63.3116666667,19.7125333333,55.8104,4.2754,6.01613333333,8.17526666667,19.2195333333,24.2712666666,14.9268666667,7.26613333333
609.59,5.89633333333,63.3752666667,19.697,55.854,4.3096,6.0552,8.19686666667,19.2638,24.3000666667,14.9364,7.3074
609.93,5.93253333333,63.3874,19.6837333333,55.8398666667,4.3312,6.06246666667,8.2082,19.2543333333,24.2562666667,14.9362666667,7.3666
610.26,5.91113333333,63.4077333333,19.6057333333,55.8696,4.3046,6.02533333333,8.17806666667,19.2082666667,24.1795333333,14.8826666667,7.3732
610.60,5.90426666667,63.3512,19.533,55.7870666667,4.2994,6.00926666666,8.1426,19.1307333333,24.0628,14.8284666667,7.37086666667
610.93,5.8836,63.2428,19.4388,55.7070666667,4.281,5.96613333333,8.1152,19.0546666667,23.9444,14.7535333333,7.35853333334
611.27,5.83373333333,63.1784666667,19.3643333333,55.6298666667,4.21526666667,5.90233333333,8.04206666667,18.973,23.8280666667,14.6638666667,7.31526666667
611.60,5.78313333333,63.1261333333,19.253,55.593,4.17946666666,5.84866666667,7.9794,18.8852666667,23.704,14.5858,7.28093333333
611.93,5.83206666667,63.0972666667,19.2318666667,55.6166,4.23233333333,5.89486666667,7.99606666667,18.8931333333,23.6803333333,14.6183333333,7.3384
612.27,5.8478,63.0024666667,19.2155333333,55.5876666667,4.2662,5.92793333333,8.02286666667,18.844,23.6288666667,14.5964666667,7.383
612.60,5.868,62.9993333333,19.2190666667,55.5612,4.28853333333,5.93453333333,8.02426666667,18.8154666667,23.5807333333,14.575,7.4004
612.94,5.80346666667,62.9646,19.1383333333,55.5345333333,4.25473333333,5.89286666667,7.93566666667,18.6876,23.4434666667,14.4576666667,7.346
613.27,5.7782,62.8665333333,19.1128,55.4645333333,4.22906666667,5.87406666667,7.89246666667,18.6011333333,23.3671333333,14.4092666666,7.32486666667
613.61,5.7514,62.9506,19.0948666667,55.5590666667,4.22606666667,5.87473333333,7.8942,18.5604,23.3740666667,14.3577333334,7.30333333333
613.94,5.78586666667,62.8570666667,19.1227333333,55.5298,4.2768,5.92746666667,7.91553333333,18.5632666667,23.3738,14.3643333333,7.32686666667
614.28,5.8544,63.0088,19.1959333333,55.6618,4.35206666667,6.0124,7.9682,18.6465333333,23.4881333333,14.4238,7.39473333333
614.61,5.91933333333,63.0561333333,19.2341333333,55.7582666667,4.41613333334,6.10046666667,7.99493333333,18.6950666667,23.5598666667,14.5006666667,7.46573333333
614.94,5.88506666667,62.9871333334,19.1566,55.7448,4.4046,6.07146666667,7.96073333333,18.6396666667,23.4893333333,14.4369333333,7.42493333333
615.28,5.87713333333,62.9776666667,19.1397333333,55.7332,4.35266666667,6.0278,7.92033333333,18.5664,23.4640666667,14.3832666667,7.36273333333
615.61,5.79053333333,62.9128666667,19.0578666667,55.6678666667,4.26526666667,5.94526666667,7.84206666667,18.4422,23.3705333333,14.2781333333,7.2942
615.95,5.70946666667,62.9872,19.0031333333,55.72,4.2032,5.89586666667,7.76646666667,18.3764666667,23.3537333333,14.2227333333,7.2156
616.28,5.66566666667,62.9793333333,18.9551333333,55.7339333333,4.1836,5.8996,7.71806666666,18.342,23.2771333333,14.1780666667,7.18093333333
616.61,5.69573333333,63.0496,19.0058,55.8140666667,4.2082,5.93033333333,7.73873333333,18.388,23.3307333333,14.2376,7.20433333333
616.95,5.73006666667,63.1642666666,19.0118,55.8818666667,4.2598,5.9584,7.75473333334,18.3982,23.3626666667,14.2576,7.2458
617.28,5.70493333333,63.183,18.9936,55.8900666667,4.23173333334,5.9502,7.7086,18.3697333333,23.3582,14.2846,7.22713333333
617.62,5.66626666667,63.2150666667,18.9282,55.8943333333,4.17246666667,5.89593333333,7.63313333333,18.279,23.303,14.2475333333,7.1978
617.95,5.68286666666,63.2133333333,18.9145333334,55.9098666667,4.1554,5.89173333333,7.6084,18.2445333333,23.2667333333,14.2312,7.20986666667
618.28,5.70026666667,63.269,18.9069333333,55.9396,4.1628,5.91493333333,7.60866666667,18.2252,23.2466666667,14.2183333333,7.21793333333
618.62,5.856,63.4053333333,19.0227333333,56.028,4.28213333333,6.073,7.7056,18.3043333333,23.3778,14.3511333333,7.3548
