wavelength,Back_DigGlom,Belly_DigGlom,Breast_DigGlom,Crissum_DigGlom,Crown_DigGlom,DorTail_DigGlom,Patch10_DigGlom,Rump_DigGlom,Throat_DigGlom,WingTip_DigGlom
327.31,7.28906666667,4.50691666667,5.50032666667,6.78741666666,4.76153333333,8.7254,12.9882,10.006,6.09423333333,10.9157333333
327.67,7.31386666667,4.52291666667,5.46415333333,6.69041666667,4.78246666667,8.76113333333,12.9046,9.94646666667,5.93603333333,10.8455333333
328.04,7.4244,4.56379166667,5.40958,6.71475,4.7826,8.83143333333,12.9242666667,9.98386666667,5.92106666667,10.9060666667
328.41,7.66473333333,4.731375,5.51102,6.85733333333,4.84346666667,9.10146666667,13.0099333333,10.1928,6.09126666667,11.1446
328.78,7.10733333333,4.00483333333,4.91301333333,6.27733333333,4.13226666667,8.51126666667,12.4048,9.64800000001,5.4342,10.6030666667
329.14,6.95646666667,3.7145,4.82519333333,6.052,3.9108,8.33223333333,12.2112666667,9.45940000001,5.22306666667,10.5384
329.51,6.848,3.567375,4.6762,5.94208333333,3.68846666667,8.1339,12.1788666667,9.35506666666,5.04136666667,10.4865333333
329.88,7.09013333333,3.89279166667,4.93142,6.11375,3.91826666667,8.39513333333,12.4842666667,9.61213333332,5.1677,10.7401333333
330.24,7.06566666667,3.853625,4.8967,6.097,3.8288,8.3519,12.5713333333,9.63180000001,4.99203333333,10.8458666667
330.61,6.82346666667,3.776,4.49719333333,5.96741666666,3.56426666667,8.08686666667,12.5168666667,9.57353333333,4.66956666667,10.7013333333
330.98,6.82166666667,3.82895833333,4.48343333333,6.16,3.5722,7.96956666667,12.6382666667,9.6708,4.7729,10.6328666667
331.34,7.24373333333,4.13470833333,4.78852,6.45158333333,3.94333333333,8.19116666667,13.1097333333,10.0030666667,5.04726666667,10.9761333334
331.71,7.263,4.04591666667,4.65644,6.42108333333,3.79386666667,8.19756666667,13.1827333333,9.95973333333,5.0085,10.9082666667
332.08,7.10486666667,4.05045833333,4.58558,6.20241666667,3.6452,7.9759,13.058,9.80279999999,4.85026666667,10.5872666667
332.44,6.75973333334,3.73333333333,4.34906,5.87816666667,3.4254,7.60013333333,12.8489333333,9.47326666667,4.4261,10.237
332.81,7.2092,4.18079166667,4.95014666667,6.36475,3.9946,8.11333333333,13.4268666667,9.99486666667,4.8715,10.6695333333
333.18,7.14413333333,4.306375,4.91454,6.357,4.00393333333,8.04716666667,13.5045333334,9.97786666666,4.81773333333,10.6808
333.54,6.98726666667,4.28679166667,4.81268,6.24566666667,4.07046666667,8.07856666667,13.3790666667,9.98713333334,4.79166666667,10.5768666667
333.91,6.5608,3.9865,4.44618,5.90966666667,3.74066666667,7.76176666667,13.0958666667,9.69086666668,4.47756666667,10.2582
334.28,6.6706,4.17283333333,4.62389333333,6.04908333333,3.9456,7.9781,13.2872,9.86713333335,4.72846666667,10.4082
334.64,6.76326666667,4.26841666667,4.91804666667,6.22091666666,4.0592,8.13213333333,13.4202666667,10.0122,4.835,10.3584666667
335.01,6.7876,4.32225,4.9589,6.08033333334,4.0346,8.19113333333,13.5491333333,10.0336,4.75543333333,10.4316666667
335.38,6.38246666667,4.052,4.67958666667,5.86825,3.77546666667,8.0123,13.2527333333,9.76706666667,4.4055,10.1888666667
335.74,5.9696,3.84904166667,4.50381333333,5.60766666667,3.58746666667,7.7188,13.0047333333,9.60966666668,4.20756666667,10.0110666667
336.11,5.92413333333,3.81475,4.49534,5.58108333333,3.67946666667,7.72543333333,13.1324,9.64146666667,4.27916666667,10.0125333333
336.47,6.124,3.9715,4.55854,5.61566666667,3.85193333333,7.9447,13.4457333333,9.77426666667,4.48543333333,10.158
336.84,5.8016,3.77379166667,4.10743333333,5.27675,3.5452,7.6219,13.1426666666,9.25493333333,4.2065,9.80399999999
337.21,5.48946666667,3.476,3.74748,5.07766666667,3.2426,7.4289,12.9896666667,9.07399999999,3.9652,9.48986666667
337.57,5.1702,3.159875,3.38734666667,4.84925,2.74513333333,7.06223333333,12.8306,8.70146666666,3.5145,9.19013333334
337.94,5.12986666667,3.10116666667,3.30501333333,4.73225,2.57626666667,7.03173333333,12.9236,8.60593333333,3.36813333333,9.07340000001
338.31,4.87386666666,3.035375,3.05159333333,4.53466666667,2.2784,6.8438,12.7866666667,8.38600000001,3.16253333333,8.79253333333
338.67,4.7348,2.85041666667,2.85880666667,4.418,2.0956,6.8244,12.6330666667,8.17686666666,3.07116666667,8.87900000001
339.04,4.5956,2.64195833333,2.61006,4.35358333334,1.97686666667,6.71806666667,12.4603333333,8.00386666667,2.87173333333,8.81060000001
339.40,4.25433333333,2.41966666667,2.32298666667,4.00058333334,1.68193333333,6.3892,12.1175333333,7.61813333333,2.54366666667,8.48266666667
339.77,4.27266666667,2.45158333333,2.2693,4.15575,1.68653333333,6.4558,12.1962,7.57299999999,2.4466,8.4968
340.14,4.09733333333,2.32020833333,2.07927333333,4.00583333333,1.47633333333,6.23576666667,12.0435333333,7.25033333334,2.1507,8.29679999999
340.50,3.96433333333,2.2255,2.01995333333,3.98675,1.43893333333,6.00506666667,11.8586,7.1604,1.93876666667,8.15833333333
340.87,3.8612,2.1635,1.92636,3.93458333333,1.30346666667,5.89206666667,11.8094,7.1192,1.77473333333,8.03306666667
341.23,4.24886666667,2.59829166667,2.21081333333,4.32783333333,1.72286666667,6.20426666667,12.1550666667,7.39973333333,2.1403,8.29306666667
341.60,4.3616,2.711625,2.30562666667,4.32716666666,1.902,6.26433333333,12.2541333334,7.43506666666,2.33476666667,8.3612
341.96,4.50773333333,2.85583333333,2.40989333333,4.50283333333,2.0926,6.3678,12.3744,7.51693333333,2.4661,8.492
342.33,4.53906666666,2.857,2.52391333333,4.56933333333,2.1562,6.38266666667,12.429,7.52146666668,2.49596666667,8.59006666667
342.70,4.321,2.74008333333,2.33546666667,4.44333333333,2.01286666667,6.13603333333,12.3472,7.36533333333,2.2853,8.27126666667
343.06,4.12273333333,2.73158333333,2.24834666667,4.33791666667,1.94686666667,5.9402,12.3238666667,7.20839999999,2.20756666667,8.02566666666
343.43,4.3382,2.859875,2.37586,4.4545,2.12093333333,6.02896666667,12.5044666667,7.37506666667,2.41366666667,8.195
343.79,4.36226666667,2.80283333333,2.46415333333,4.36391666667,2.1554,5.93686666667,12.4842,7.31086666667,2.41043333333,8.12033333333
344.16,4.49393333333,2.92970833333,2.68100666667,4.57516666666,2.3168,6.16456666667,12.6828666667,7.55153333334,2.58606666667,8.27626666667
344.52,4.44453333333,2.961875,2.76282666667,4.65366666666,2.2798,6.19883333333,12.7644,7.56353333334,2.6565,8.2594
344.89,4.49773333333,3.15,2.89686666667,4.68783333333,2.35873333333,6.3,12.8548,7.62220000001,2.79956666667,8.33153333333
345.25,3.94313333333,2.576375,2.46624666667,4.13133333334,1.80393333333,5.7667,12.4279333333,7.15953333333,2.31026666667,7.94253333333
345.62,3.7864,2.46875,2.36843333333,4.09675,1.7142,5.69906666667,12.3448666667,7.01486666667,2.14333333333,7.81726666667
345.99,3.38566666667,2.06983333333,2.04874,3.7715,1.4138,5.33743333333,12.0800666667,6.71406666667,1.8198,7.41186666667
346.35,3.2324,1.99783333333,1.91924,3.72583333333,1.3762,5.24013333333,12.0002666667,6.67633333333,1.7254,7.21906666666
346.72,3.34786666667,2.11254166667,2.07879333333,3.87783333333,1.56153333333,5.41383333333,12.1698666667,6.7394,1.92266666667,7.36366666667
347.08,3.1804,1.95954166667,2.04196666667,3.74391666667,1.41173333333,5.33053333333,12.0574,6.59933333333,1.89743333333,7.24793333333
347.45,3.02133333333,1.957125,1.95642,3.72025,1.27213333333,5.37266666667,12.0684,6.4804,1.7682,7.0832
347.81,2.9748,2.03516666667,1.90266,3.75416666667,1.148,5.43176666667,12.1909333333,6.51153333333,1.85663333333,7.08193333333
348.18,2.77473333333,1.849625,1.68034666667,3.68858333333,0.982133333334,5.18043333333,11.997,6.2274,1.6944,6.9452
348.54,2.50753333333,1.586625,1.32727333333,3.39133333333,0.707333333334,4.90746666667,11.6450666667,5.91253333333,1.35733333333,6.62846666667
348.91,2.32913333333,1.27216666667,1.15789333333,3.36391666667,0.559133333332,4.6959,11.5548666667,5.74986666667,1.16536666667,6.4694
349.27,2.5966,1.57891666667,1.40254666667,3.63783333333,0.888599999999,4.96726666667,11.7326666667,5.8868,1.41053333333,6.62013333333
349.64,2.44313333334,1.37358333333,1.23476,3.46325,0.744933333333,4.77636666667,11.604,5.79633333333,1.30483333333,6.40013333333
350.00,2.33933333333,1.2295,1.14085333333,3.41241666667,0.677133333335,4.63363333333,11.4675333333,5.62,1.2358,6.25786666667
350.37,2.21653333333,1.15833333333,0.989139999999,3.30883333334,0.5604,4.46533333333,11.4129333333,5.42553333333,0.992300000001,6.03226666667
350.73,2.24206666667,1.17316666667,0.918033333334,3.31091666667,0.549533333333,4.36963333333,11.4047333333,5.40553333333,0.933766666665,5.93413333333
351.10,2.37666666667,1.148125,0.910626666668,3.41783333333,0.608666666666,4.35336666667,11.4962,5.40793333333,0.828766666666,6.00953333333
351.46,2.54146666667,1.196375,1.06608,3.56291666666,0.755533333333,4.33423333333,11.5842,5.4642,0.882633333333,6.0244
351.83,2.4226,1.04266666667,0.985286666668,3.40125,0.724333333333,4.1785,11.4616666667,5.31973333333,0.690466666666,5.88266666667
352.19,2.2632,0.918083333333,0.742993333334,3.14633333333,0.569866666667,4.00986666667,11.3594,5.2164,0.490866666667,5.63093333333
352.55,2.4726,1.169125,0.98806,3.40816666667,0.839866666665,4.2793,11.7422666667,5.4868,0.7545,5.82153333333
352.92,2.5112,1.10654166667,0.966920000002,3.39983333333,0.901200000001,4.31976666667,11.7276,5.49953333333,0.6906,5.72266666667
353.28,2.31813333333,0.891166666667,0.772646666666,3.25591666667,0.616466666667,4.112,11.6552,5.32886666667,0.497266666668,5.4892
353.65,2.4852,1.08345833333,0.993106666667,3.41283333333,0.799466666666,4.221,11.772,5.46286666667,0.639466666667,5.62346666667
354.01,2.61906666667,1.38920833333,1.20383333333,3.56533333333,0.946933333334,4.33566666667,11.883,5.6904,0.751300000001,5.76426666667
354.38,2.629,1.35375,1.24542666667,3.60383333333,0.885333333333,4.2933,11.91,5.7186,0.844466666665,5.7702
354.74,2.4898,1.28029166667,1.22166,3.459,0.792533333334,4.14193333333,11.7902666667,5.65366666667,0.804866666667,5.73246666667
355.11,2.57786666667,1.3945,1.35918,3.52625,0.851333333334,4.17003333333,11.7946,5.76366666667,0.980166666667,5.76966666667
355.47,2.54133333333,1.33341666667,1.28152,3.55825,0.818000000001,4.09366666667,11.794,5.8062,1.03293333333,5.74606666667
355.83,2.87613333333,1.63483333333,1.55568666667,3.9365,1.10253333333,4.33203333333,12.1126,6.15033333333,1.3802,5.99886666667
356.20,3.155,1.90283333333,1.8409,4.28191666667,1.4086,4.5565,12.3527333333,6.4386,1.6641,6.23726666667
356.56,3.16266666667,1.91154166667,1.85057333333,4.29358333334,1.40586666667,4.52683333333,12.3862666667,6.47333333333,1.65756666667,6.26613333333
356.93,3.3742,2.13529166667,2.07443333333,4.40233333334,1.58593333333,4.65036666667,12.5424666667,6.62133333333,1.86913333333,6.53086666667
357.29,3.537,2.27225,2.25805333333,4.55108333333,1.79866666667,4.79213333333,12.6683333333,6.85233333334,2.06793333333,6.73026666667
357.66,3.51466666667,2.30441666667,2.25271333333,4.50158333333,1.81326666667,4.741,12.6122,6.8224,2.1149,6.75446666667
358.02,3.725,2.40454166667,2.38911333333,4.67916666667,1.9166,4.91456666667,12.78,6.95726666667,2.2685,6.88306666667
358.38,3.8244,2.46816666667,2.50212666667,4.74883333333,2.02533333333,5.00713333333,12.7772,7.03006666667,2.37643333333,6.9762
358.75,3.86566666667,2.481,2.48496,4.77466666667,1.99633333334,5.0105,12.803,7.02606666667,2.3203,6.9432
359.11,3.8896,2.50633333333,2.48941333333,4.764,1.9928,5.06266666667,12.8113333333,7.05146666667,2.31546666667,6.83993333333
359.48,4.0174,2.62616666667,2.61218666667,4.82216666666,2.10626666667,5.14026666667,12.9214,7.17053333333,2.37913333333,6.94393333333
359.84,3.86446666667,2.51604166667,2.48474,4.67,1.98953333333,4.9958,12.7934666667,7.0066,2.24083333333,6.8286
360.20,3.85886666667,2.47066666667,2.54916,4.62725,1.93206666667,5.01296666667,12.8263333334,6.99213333333,2.2073,6.8834
360.57,3.8762,2.440125,2.55515333333,4.6575,1.93806666667,4.9492,12.8109333333,6.94753333333,2.21846666666,6.85893333333
360.93,3.8264,2.38395833333,2.47356666667,4.64041666667,1.86433333333,4.89833333333,12.8102,6.91366666667,2.1962,6.82106666667
361.29,3.79333333333,2.32529166667,2.38163333333,4.5685,1.8152,4.8531,12.7556666667,6.84373333333,2.10116666667,6.7532
361.66,3.98993333333,2.44675,2.51185333333,4.776,1.93313333333,5.06173333333,12.9478666667,7.02406666666,2.23536666667,6.86513333333
362.02,3.94353333333,2.39925,2.45454,4.72925,1.91933333333,5.025,12.9314,6.99713333333,2.1932,6.871
362.39,4.1298,2.5015,2.57752666667,4.855,2.05466666667,5.15996666667,13.1132,7.17126666667,2.2709,7.0108
362.75,4.28026666667,2.59625,2.66025333333,4.93725,2.1556,5.275,13.2424666667,7.28433333333,2.3855,7.13393333333
363.11,4.3778,2.72258333333,2.75424666667,5.09541666667,2.2646,5.3368,13.3866,7.4012,2.4552,7.29473333333
363.48,4.3618,2.68316666667,2.78364,5.06066666667,2.24686666667,5.32453333333,13.3407333333,7.3986,2.4831,7.2974
363.84,4.4278,2.65641666667,2.84806,5.12633333333,2.2934,5.37806666667,13.3930666667,7.4866,2.55066666667,7.26833333333
364.20,4.42246666667,2.59866666667,2.81506666667,5.09216666667,2.29313333333,5.3587,13.3248666667,7.447,2.5739,7.18846666666
364.57,4.47366666667,2.60108333333,2.88824,5.08316666666,2.3184,5.43313333333,13.3041333333,7.52693333333,2.6413,7.25066666667
364.93,4.49053333333,2.60495833333,2.90937333333,5.123,2.3728,5.4724,13.3090666667,7.61366666667,2.6891,7.2024
365.29,4.6812,2.8105,3.14552,5.28783333333,2.598,5.60323333333,13.4634,7.79706666667,2.90656666667,7.3136
365.66,4.5812,2.73458333333,3.06600666667,5.20708333333,2.5188,5.44983333333,13.4087333333,7.70373333333,2.83173333333,7.2242
366.02,4.71533333333,2.889875,3.2189,5.35466666667,2.66886666667,5.55676666667,13.5158,7.80786666667,3.04616666667,7.35846666667
366.38,4.57453333333,2.7635,3.12392666667,5.26583333333,2.5826,5.4134,13.4298,7.6798,2.98406666667,7.20173333333
366.75,4.69613333333,2.90320833333,3.30229333333,5.386,2.688,5.56196666667,13.5158,7.78573333333,3.1724,7.28373333333
367.11,4.644,2.7735,3.20931333333,5.27266666667,2.57173333333,5.47746666667,13.481,7.71366666667,3.1313,7.19233333333
367.47,4.6564,2.81308333333,3.16463333333,5.34033333333,2.5708,5.46663333333,13.5232,7.6888,3.14993333333,7.16613333333
367.84,4.68066666667,2.84116666667,3.20951333333,5.34116666667,2.5726,5.42913333333,13.5212666667,7.6548,3.12946666667,7.20086666667
368.20,4.612,2.83404166667,3.16734,5.30733333334,2.513,5.3152,13.4978666667,7.64033333333,3.13996666667,7.09973333333
368.56,4.5986,2.829375,3.15144666667,5.281,2.45173333333,5.23093333333,13.5376666667,7.6084,3.11216666667,7.07906666667
368.93,4.5868,2.900125,3.21856666667,5.29583333333,2.41366666667,5.1885,13.5848666667,7.5822,3.14956666667,7.09093333333
369.29,4.5692,2.833125,3.15295333333,5.26275,2.31673333333,5.13993333333,13.5922666667,7.51606666667,3.06856666667,7.1024
369.65,4.68693333333,2.91525,3.29655333333,5.37,2.42966666667,5.28903333333,13.6706,7.62186666667,3.1923,7.20046666667
370.01,4.6256,2.88333333333,3.28392666667,5.25475,2.36026666667,5.25953333333,13.6347333333,7.61333333333,3.11396666667,7.1196
370.38,4.7006,2.93916666667,3.31879333333,5.29233333333,2.40093333333,5.32973333333,13.7051333333,7.68133333333,3.18803333333,7.1926
370.74,4.47466666667,2.673125,3.05717333333,5.06233333333,2.219,5.04536666667,13.4324,7.4488,2.9095,6.98173333333
371.10,4.53873333333,2.748875,3.14574,5.14191666666,2.32686666667,5.13706666667,13.4763333333,7.52206666667,3.0116,7.0608
371.46,4.689,2.85229166667,3.31302666667,5.28375,2.5062,5.3014,13.6320666667,7.7144,3.12413333333,7.2346
371.83,4.78506666667,2.95933333333,3.35627333333,5.35308333334,2.57873333333,5.40096666667,13.7216,7.8004,3.17763333333,7.33593333333
372.19,4.95233333333,3.10204166667,3.47704666667,5.47216666667,2.69946666667,5.55793333333,13.8616,7.915,3.24176666666,7.46573333333
372.55,4.99313333333,3.10833333333,3.51358666667,5.51858333334,2.76986666667,5.63803333333,13.8773333333,7.93486666667,3.29216666667,7.49846666667
372.92,5.06633333333,3.08179166667,3.5523,5.53016666667,2.8254,5.68936666667,13.9020666667,7.98026666667,3.28266666667,7.51433333333
373.28,5.11313333333,3.13629166667,3.63238666667,5.60908333333,2.8996,5.76706666667,13.9158666667,8.06926666667,3.37883333333,7.57266666667
373.64,5.22573333333,3.24570833333,3.69579333333,5.70333333333,3.03773333333,5.8075,14.0353333333,8.17006666667,3.50213333333,7.6686
374.00,5.19253333334,3.16675,3.62152666667,5.69775,3.01033333333,5.7092,13.9784666667,8.07613333333,3.4663,7.60173333333
374.37,5.20886666667,3.21575,3.67151333333,5.69725,3.0472,5.68086666667,13.9533333333,8.08833333333,3.47856666667,7.61253333333
374.73,5.44426666667,3.46516666667,3.99812,5.96633333334,3.25506666667,5.9373,14.2080666667,8.3622,3.74256666667,7.85486666667
375.09,5.60613333333,3.62054166667,4.15685333333,6.07391666667,3.3748,5.99806666667,14.3489333333,8.45333333334,3.85996666667,8.023
375.45,5.58726666667,3.631625,4.13412,6.05858333333,3.329,5.95486666667,14.3602666667,8.41813333334,3.86983333333,8.01766666666
375.81,5.68633333334,3.778625,4.26798,6.16925,3.4624,6.06096666667,14.42,8.5542,4.00213333333,8.1452
376.18,5.695,3.76408333333,4.28517333333,6.1375,3.47466666667,6.047,14.4245333333,8.56046666667,4.0043,8.19933333333
376.54,5.64753333333,3.80325,4.22337333333,6.08408333333,3.41506666667,6.04363333333,14.4226666667,8.50606666667,3.95753333333,8.13133333333
376.90,5.58846666667,3.77470833333,4.13618666667,6.02966666666,3.33766666667,5.9153,14.3870666666,8.43080000001,3.88543333333,8.05846666667
377.26,5.6436,3.87754166667,4.21036666667,6.05775,3.41073333333,5.9668,14.4846,8.47346666666,3.96553333333,8.114
377.63,5.5526,3.79495833333,4.11404666667,5.9335,3.27386666667,5.86436666667,14.4284,8.39933333333,3.83233333333,8.02853333333
377.99,5.6784,3.85983333333,4.16691333333,6.02925,3.32746666667,5.95213333333,14.5304666667,8.53793333333,3.89483333333,8.1536
378.35,5.63613333333,3.82358333333,4.10874,6.02466666667,3.2578,5.92216666667,14.5188666667,8.50246666667,3.85716666667,8.1462
378.71,5.44446666667,3.649125,3.87592666667,5.86391666667,3.1124,5.7464,14.446,8.37126666667,3.7108,8.012
379.07,5.23593333333,3.48083333333,3.66182,5.72008333333,2.94533333333,5.58403333333,14.2504,8.22073333333,3.49913333333,7.83726666667
379.44,5.21826666667,3.46825,3.6721,5.67858333333,2.9432,5.5601,14.1764666667,8.2138,3.48816666667,7.823
379.80,5.1414,3.34108333333,3.59782666667,5.61433333333,2.87793333333,5.48503333333,14.1326,8.13226666667,3.44883333333,7.7782
380.16,5.13206666667,3.33666666667,3.61438,5.66958333333,2.86186666667,5.5028,14.1574,8.1482,3.47836666667,7.82226666667
380.52,5.2264,3.36925,3.70214666667,5.76741666667,2.92966666667,5.51353333333,14.1589333333,8.22646666667,3.53983333333,7.92306666667
380.88,5.325,3.529375,3.84408,5.86783333333,3.048,5.69796666667,14.2908,8.34046666667,3.69213333333,8.12466666667
381.24,5.245,3.46558333333,3.71123333333,5.76666666667,2.934,5.58803333333,14.1677333333,8.2354,3.60256666667,8.05213333333
381.61,5.28666666667,3.49325,3.74810666667,5.82266666667,2.9854,5.62416666667,14.1938,8.26413333333,3.6411,8.0792
381.97,5.1768,3.42395833333,3.65820666667,5.75675,2.95633333333,5.52846666667,14.1118,8.13866666667,3.54273333333,7.99673333333
382.33,5.22653333333,3.5135,3.70946666667,5.79408333333,3.02586666667,5.57703333333,14.1843333333,8.1714,3.60536666667,8.0518
382.69,5.3754,3.65920833333,3.8772,5.87925,3.14393333333,5.6584,14.2558,8.23313333333,3.69813333333,8.1386
383.05,5.52466666667,3.82541666667,4.04210666667,6.008,3.30613333333,5.83016666667,14.3964666667,8.38666666667,3.88586666667,8.2564
383.41,5.57946666667,3.90745833333,4.09052,6.07283333333,3.34533333334,5.8654,14.4544666667,8.42073333333,3.91666666667,8.2954
383.77,5.54573333333,3.93325,4.05042666667,6.035,3.2892,5.8183,14.4623333333,8.37593333334,3.84376666667,8.28013333333
384.14,5.5612,3.996125,4.04986666667,6.0675,3.31113333333,5.8186,14.5198,8.39886666667,3.88016666667,8.27673333333
384.50,5.50273333333,3.982375,4.01509333333,6.03041666667,3.29666666667,5.7666,14.5398666667,8.37539999999,3.8455,8.2144
384.86,5.49793333333,4.03225,4.00861333333,6.029,3.3362,5.7199,14.4789333333,8.34373333333,3.85216666667,8.1514
385.22,5.46706666667,4.02133333333,4.00219333333,6.04766666667,3.33393333333,5.6796,14.5038,8.37073333334,3.79666666667,8.12053333333
385.58,5.47626666667,4.107875,4.06378,6.06425,3.36846666666,5.7063,14.5384,8.4178,3.85193333333,8.18113333333
385.94,5.50853333333,4.178875,4.15086666667,6.10966666667,3.38506666667,5.75066666667,14.5976666667,8.47286666667,3.9511,8.18606666667
386.30,5.53413333333,4.17666666667,4.17775333333,6.14266666666,3.37013333333,5.77403333333,14.644,8.49439999999,3.95183333333,8.20626666667
386.66,5.52206666667,4.21591666667,4.18318,6.19233333333,3.4014,5.8487,14.6912666667,8.53553333333,4.0318,8.2542
387.03,5.38466666667,4.07558333333,4.07008,6.08675,3.27873333333,5.72036666667,14.6319333333,8.41346666667,3.92676666667,8.14826666667
387.39,5.3082,4.00933333333,4.0171,6.02916666666,3.23826666667,5.70113333333,14.5943333333,8.36946666666,3.8821,8.1204
387.75,5.30246666667,3.988,4.01904,6.05483333333,3.25933333333,5.69453333333,14.595,8.41513333333,3.92523333333,8.108
388.11,5.18613333333,3.89075,3.90281333333,5.94258333333,3.12086666667,5.57543333333,14.4774,8.2978,3.7789,7.96293333333
388.47,5.2446,3.92895833333,3.92077333333,5.982,3.14633333333,5.5858,14.5635333333,8.34046666667,3.85873333333,8.00833333333
388.83,5.21386666667,3.879125,3.90588666667,5.97666666667,3.11726666667,5.5846,14.5708,8.36966666667,3.8456,7.98666666667
389.19,5.24793333333,3.90720833333,3.97631333333,6.0165,3.13406666667,5.62413333333,14.606,8.39373333334,3.8913,8.02853333333
389.55,5.26546666667,3.855875,3.95377333333,6.01258333333,3.1258,5.6035,14.5601333333,8.34926666667,3.8611,8.00586666667
389.91,5.3024,3.898875,3.97343333333,6.03675,3.16633333333,5.6117,14.5911333333,8.35359999999,3.85323333333,8.0608
390.27,5.36,3.95858333333,4.03016,6.05858333334,3.23946666667,5.62283333333,14.5908666667,8.37699999999,3.89803333333,8.08573333333
390.63,5.36966666667,3.93879166667,4.01902,6.03341666666,3.20926666667,5.5688,14.5777333333,8.34186666667,3.8589,8.0644
391.00,5.41833333333,4.02954166667,4.04733333333,6.04691666667,3.23413333333,5.57703333333,14.5721333333,8.3836,3.86816666667,8.11146666667
391.36,5.41653333333,4.011625,4.02162,6.012,3.1942,5.5363,14.5560666667,8.34286666667,3.8292,8.09186666667
391.72,5.39113333333,3.98545833333,4.00599333333,5.98016666667,3.18446666667,5.51623333333,14.5298666667,8.28306666667,3.7801,8.0472
392.08,5.47253333333,4.06195833333,4.0925,6.03958333333,3.3054,5.57133333333,14.5876,8.31840000001,3.87436666667,8.152
392.44,5.41193333333,4.02295833333,4.072,5.99925,3.2654,5.55086666667,14.4995333333,8.26293333333,3.81683333333,8.12706666667
392.80,5.43606666667,4.00533333333,4.04998,6.00691666667,3.2428,5.5199,14.5072666667,8.23166666667,3.80406666667,8.13166666667
393.16,5.4386,3.98404166667,4.04656,5.99391666667,3.25626666667,5.52223333333,14.496,8.23206666667,3.82673333333,8.15746666667
393.52,5.371,3.961,3.99446,5.94425,3.1968,5.47806666667,14.5072666667,8.195,3.77346666667,8.132
393.88,5.37146666667,3.97029166667,3.99176,5.939,3.2028,5.5048,14.5642666667,8.21426666667,3.76846666667,8.1366
394.24,5.26413333333,3.86979166667,3.87813333333,5.85016666667,3.09806666667,5.39013333333,14.5055333333,8.1258,3.67186666667,8.0738
394.60,5.21146666667,3.82954166667,3.82176666667,5.7965,3.05406666667,5.3432,14.469,8.107,3.63553333333,8.01706666667
394.96,5.21433333333,3.80929166667,3.83992,5.79233333333,3.06993333333,5.36276666667,14.4936,8.07446666667,3.63776666667,8.01366666667
395.32,5.14673333333,3.75891666667,3.79148666667,5.74083333333,3.0488,5.27856666667,14.4407333333,8.0004,3.60016666667,7.93966666667
395.68,5.1756,3.82333333333,3.81023333333,5.74258333333,3.03106666667,5.27886666667,14.4631333333,8.01673333333,3.63736666667,7.97466666667
396.04,5.1044,3.75833333333,3.73359333333,5.66858333333,2.94753333333,5.21456666667,14.4205333333,8.0048,3.58956666666,7.87933333333
396.40,5.07246666667,3.74866666667,3.66590666667,5.64058333333,2.91933333333,5.18306666667,14.4154,7.9758,3.54026666667,7.79733333334
396.76,5.08893333333,3.81745833333,3.71229333333,5.67891666667,2.97586666666,5.2266,14.4678,8.0222,3.5686,7.84126666667
397.12,5.11286666667,3.88991666667,3.68438666667,5.69316666667,2.98926666667,5.24846666667,14.4796666667,8.03213333333,3.57366666667,7.8404
397.48,5.1092,3.88341666667,3.65660666667,5.67175,2.9728,5.23033333333,14.3998666667,8.00286666667,3.54396666667,7.79193333333
397.84,5.06533333333,3.87345833333,3.63338666667,5.66816666667,2.9332,5.17633333333,14.3288,7.98233333333,3.53896666667,7.77033333333
398.20,5.12373333333,3.96725,3.68424,5.75133333333,3.0058,5.2847,14.3723333333,8.06773333333,3.63386666667,7.79406666667
398.56,5.07493333333,3.934125,3.64465333333,5.68358333334,2.9796,5.21793333333,14.2775333333,7.992,3.55993333333,7.71093333333
398.92,5.0872,3.93004166667,3.66176666667,5.71675,2.98766666667,5.22143333333,14.2657333333,8.02246666667,3.58483333333,7.67926666667
399.28,5.22573333334,4.04179166667,3.76366666667,5.81858333333,3.08686666667,5.3442,14.3858666667,8.1686,3.7158,7.786
399.64,5.26846666667,4.03958333333,3.80637333333,5.85525,3.1478,5.36896666667,14.4093333333,8.20813333332,3.7553,7.78273333333
400.00,5.3816,4.135375,3.92994,5.98308333334,3.295,5.47546666667,14.478,8.28946666667,3.85863333333,7.91346666667
400.36,5.42873333333,4.17945833333,4.00339333333,6.04591666667,3.31393333333,5.48956666667,14.5292,8.35253333333,3.90923333333,7.99433333333
400.72,5.47346666667,4.18425,4.03617333333,6.08725,3.32313333333,5.5223,14.5401333333,8.38413333334,3.93163333333,7.99853333333
401.08,5.44786666667,4.136875,4.06305333333,6.08833333334,3.29953333333,5.51056666667,14.5285333333,8.35086666666,3.92973333333,7.98966666667
401.44,5.51533333333,4.22520833333,4.13985333333,6.15375,3.3824,5.5659,14.6267333334,8.40080000001,4.04353333333,8.079
401.80,5.56826666667,4.23133333333,4.16582666667,6.15033333334,3.4142,5.61156666667,14.6516666667,8.4066,4.0545,8.10826666667
402.16,5.5946,4.223,4.2068,6.15466666667,3.43226666667,5.6127,14.6521333333,8.41973333334,4.04373333333,8.09253333333
402.52,5.66193333334,4.28483333333,4.26362666667,6.26425,3.47026666667,5.6934,14.7763333333,8.51373333334,4.0911,8.175
