wavelength,Back_TacCorf,Belly_TacCorf,Breast_TacCorf,Crissum_TacCorf,Crown_TacCorf,DorTail_TacCorf,Patch10_TacCorf,Rump_TacCorf,Throat_TacCorf,WingTip_TacCorf
369.29,3.993,5.84166666667,5.78803333333,4.586,3.63653333333,5.6132,4.42226666667,3.00266666667,9.88446666668,6.0458
369.65,4.0552,5.8968,5.85426666667,4.60113333333,3.69353333333,5.73993333333,4.3864,3.0758,9.96659999999,6.10153333333
370.01,4.11513333333,5.94626666667,5.88236666667,4.6542,3.70853333333,5.7202,4.5032,3.09133333333,10.012,6.1994
370.38,4.1286,5.89873333333,5.8557,4.6196,3.64826666667,5.72593333333,4.49726666667,3.06013333333,10.0204,6.19626666667
370.74,4.07066666667,5.88466666667,5.82423333333,4.6016,3.6134,5.75113333333,4.40893333333,3.04286666667,10.0267333333,6.15706666667
371.10,4.06426666667,5.87626666666,5.82986666667,4.57,3.65286666667,5.7366,4.35593333333,3.01233333333,10.0406,6.1544
371.46,4.05513333333,5.88213333333,5.8531,4.5474,3.6656,5.6948,4.3304,2.99773333333,10.026,6.17046666667
371.83,4.07273333333,5.87746666667,5.87753333333,4.55733333333,3.7204,5.70253333333,4.29366666667,3.03193333333,10.0811333333,6.20366666667
372.19,4.07006666667,5.89666666666,5.8725,4.57146666667,3.76746666667,5.72373333333,4.33333333333,3.07653333334,10.1386,6.2154
372.55,4.03873333333,5.85126666667,5.86063333334,4.5758,3.76593333333,5.68626666667,4.2874,3.03733333333,10.1639333333,6.20426666667
372.92,4.03173333334,5.84793333333,5.82116666667,4.60586666667,3.77733333333,5.6802,4.2124,3.0188,10.2082,6.21793333333
373.28,4.01826666667,5.8548,5.82293333333,4.6054,3.80966666667,5.6632,4.19073333333,3.0254,10.1884,6.19946666667
373.64,4.0472,5.886,5.82143333333,4.60633333333,3.7998,5.6192,4.16206666667,3.036,10.1948,6.23633333333
374.00,3.99366666667,5.90153333333,5.8114,4.5392,3.80866666667,5.6286,4.0642,3.00106666667,10.1917333333,6.188
374.37,3.9916,5.94813333333,5.86193333333,4.55706666667,3.89713333333,5.66293333333,4.05653333333,3.06286666667,10.2168,6.13886666667
374.73,3.96486666667,5.95926666667,5.9346,4.56326666667,3.94986666666,5.70446666666,4.12233333333,3.11766666667,10.2492,6.16333333333
375.09,3.9828,5.98326666667,5.99143333333,4.61053333333,3.9734,5.75986666667,4.1994,3.1356,10.2672666667,6.18913333333
375.45,3.9754,5.9526,5.97846666667,4.59766666667,3.94893333333,5.72486666667,4.3168,3.11686666667,10.2832,6.1706
375.81,3.98933333333,5.96113333333,5.98836666666,4.60446666667,3.95613333333,5.74093333333,4.27446666667,3.09713333333,10.3012666667,6.16986666666
376.18,3.9026,5.85793333333,5.93643333333,4.5116,3.85433333333,5.65233333333,4.33346666667,3.01586666667,10.2388666667,6.09686666667
376.54,3.9548,5.92033333333,6.00936666667,4.56246666667,3.87513333334,5.67526666667,4.3604,3.08666666667,10.3196,6.12893333334
376.90,3.96833333333,5.96846666667,6.09273333333,4.58206666667,3.89306666667,5.69,4.42086666667,3.12233333334,10.3796666667,6.17406666667
377.26,3.92033333333,5.92153333333,6.09513333333,4.5616,3.85826666666,5.6682,4.45713333333,3.09273333333,10.3612666667,6.175
377.63,3.87886666667,5.86446666667,6.0969,4.54313333334,3.83833333333,5.65226666667,4.55766666667,3.05513333333,10.3668666667,6.15346666666
377.99,3.912,5.8788,6.1494,4.601,3.8554,5.6776,4.57146666667,3.09226666667,10.4185333333,6.19526666667
378.35,3.9732,5.95066666667,6.18226666667,4.6514,3.88366666667,5.7168,4.50286666667,3.096,10.4993333333,6.277
378.71,4.06433333333,5.997,6.20993333333,4.69486666667,3.91426666667,5.736,4.54366666667,3.10186666667,10.548,6.341
379.07,4.116,6.02546666667,6.19663333333,4.73086666667,3.9376,5.73386666667,4.46826666667,3.13173333333,10.614,6.36626666667
379.44,4.12926666667,6.03606666667,6.1649,4.70993333333,3.96173333333,5.73773333333,4.3618,3.11606666667,10.6344666667,6.4018
379.80,4.12886666667,6.08773333333,6.17196666667,4.70806666667,3.9378,5.72186666667,4.347,3.11453333333,10.6637333333,6.40006666667
380.16,4.14006666667,6.14713333334,6.19166666667,4.72426666667,3.92993333333,5.7282,4.34766666667,3.0902,10.6796666667,6.39773333333
380.52,4.15633333333,6.12253333333,6.2114,4.71386666667,3.9368,5.7614,4.40453333333,3.07133333333,10.6931333333,6.4006
380.88,4.15813333333,6.08486666667,6.1824,4.67526666667,3.92853333333,5.72733333333,4.4444,3.06293333333,10.6931333333,6.3742
381.24,4.183,6.12786666667,6.19026666667,4.67713333333,3.93486666667,5.73266666667,4.51966666667,3.08006666667,10.7168,6.3518
381.61,4.2044,6.17966666666,6.19503333333,4.7064,3.97193333333,5.72413333333,4.47306666667,3.08386666667,10.7282666667,6.3556
381.97,4.1524,6.12313333333,6.10793333333,4.65946666667,3.91553333333,5.73253333333,4.43593333333,3.00806666667,10.6835333333,6.29853333333
382.33,4.13953333333,6.06426666667,6.09806666667,4.6448,3.88373333333,5.69673333333,4.4502,3.01706666667,10.6750666667,6.25433333333
382.69,4.144,6.05853333333,6.10303333333,4.67193333333,3.86466666667,5.6798,4.41006666667,3.04513333334,10.7438,6.21193333333
383.05,4.11093333334,6.05826666667,6.10903333333,4.62886666667,3.82913333334,5.6278,4.42093333333,3.0106,10.7338,6.1688
383.41,4.2106,6.16413333333,6.2425,4.7394,3.91313333333,5.73873333333,4.39353333333,3.09866666667,10.8434,6.2302
383.77,4.192,6.13946666667,6.25736666667,4.748,3.92866666667,5.74726666667,4.3966,3.0954,10.8664666667,6.21106666667
384.14,4.1574,6.1204,6.2245,4.72193333333,3.94753333333,5.7198,4.35953333333,3.09246666667,10.8464666667,6.16806666667
384.50,4.20993333333,6.2158,6.26513333333,4.81573333333,4.02306666667,5.77106666667,4.3594,3.17653333333,10.9363333333,6.22446666667
384.86,4.2858,6.291,6.31826666667,4.9016,4.09726666667,5.88306666667,4.31926666667,3.244,10.9887333333,6.275
385.22,4.3072,6.339,6.39903333333,4.95873333333,4.1388,5.934,4.31526666667,3.2898,11.0709333333,6.3504
385.58,4.318,6.33893333333,6.426,4.97106666667,4.15246666667,5.93326666667,4.37506666667,3.3112,11.117,6.34713333333
385.94,4.3562,6.40086666667,6.48976666667,5.00166666667,4.19653333333,5.90953333333,4.44546666667,3.3822,11.1854,6.3908
386.30,4.3276,6.42913333333,6.5094,4.9906,4.20186666667,5.8978,4.4894,3.37366666667,11.2002666667,6.39393333333
386.66,4.2694,6.4112,6.45556666667,4.90046666667,4.19073333333,5.83573333333,4.45913333333,3.32833333333,11.1566666667,6.3972
387.03,4.25546666667,6.3926,6.46283333333,4.9074,4.20793333333,5.87386666667,4.50373333333,3.36386666666,11.1768666666,6.39193333333
387.39,4.1966,6.36613333333,6.42166666667,4.89606666667,4.1786,5.83833333333,4.57766666666,3.34946666666,11.1772,6.36993333333
387.75,4.203,6.39226666667,6.44053333333,4.89466666667,4.20706666666,5.8662,4.65106666667,3.3754,11.2121333334,6.4078
388.11,4.2696,6.3868,6.4591,4.90533333333,4.18686666667,5.859,4.61153333333,3.3988,11.2790666667,6.43746666667
388.47,4.22673333333,6.35273333333,6.45146666667,4.8522,4.14453333333,5.83406666667,4.59273333333,3.34626666667,11.237,6.40546666667
388.83,4.18586666667,6.3422,6.47373333333,4.8188,4.12346666667,5.76493333333,4.65506666667,3.3278,11.2313333333,6.392
389.19,4.178,6.3394,6.45436666667,4.78686666667,4.0964,5.729,4.6218,3.30186666667,11.2460666667,6.36993333333
389.55,4.15226666666,6.31393333333,6.4242,4.7594,4.04646666667,5.72713333333,4.53333333333,3.25566666667,11.2317333333,6.3642
389.91,4.17193333333,6.32986666667,6.42693333333,4.77606666667,4.04466666667,5.7482,4.5478,3.23566666667,11.273,6.36086666667
390.27,4.1884,6.35933333333,6.42286666667,4.79953333333,4.0584,5.77753333333,4.56906666666,3.24126666667,11.2921333333,6.37726666667
390.63,4.2142,6.38533333333,6.46756666667,4.839,4.08466666667,5.83853333333,4.67393333333,3.25226666667,11.327,6.36866666667
391.00,4.22906666667,6.42033333333,6.49543333333,4.8482,4.08293333333,5.82633333333,4.66973333333,3.2408,11.3456666667,6.38226666667
391.36,4.21786666667,6.40346666667,6.50376666667,4.82433333333,4.06293333334,5.7908,4.65353333333,3.2182,11.3628666667,6.3724
391.72,4.214,6.41246666667,6.49216666667,4.80966666667,4.035,5.76373333333,4.60806666667,3.19973333334,11.3637333333,6.33146666667
392.08,4.20873333333,6.43613333333,6.52376666667,4.83853333333,4.045,5.79866666667,4.69313333333,3.2082,11.4119333333,6.3628
392.44,4.191,6.40206666667,6.51216666667,4.81986666667,4.03673333333,5.7376,4.7402,3.19046666667,11.4157333333,6.31453333333
392.80,4.18313333333,6.3966,6.5054,4.81433333333,4.02646666667,5.741,4.70906666667,3.1804,11.4388,6.2936
393.16,4.1406,6.36566666667,6.48863333333,4.79313333333,4.0328,5.71113333333,4.69686666667,3.15406666667,11.4329333333,6.264
393.52,4.1898,6.43673333333,6.5672,4.8558,4.10286666666,5.76813333333,4.76246666667,3.234,11.5184,6.309
393.88,4.20566666666,6.4568,6.62883333333,4.87933333333,4.159,5.7838,4.7604,3.27553333333,11.5488,6.34526666666
394.24,4.21546666667,6.4652,6.65376666667,4.88926666667,4.15993333333,5.76846666667,4.81626666667,3.29293333333,11.5776666667,6.36873333333
394.60,4.2448,6.47466666667,6.68276666667,4.90873333333,4.17513333333,5.7658,4.78313333333,3.33106666667,11.6075333333,6.41466666667
394.96,4.22013333333,6.48666666667,6.71966666667,4.9208,4.20186666667,5.77693333333,4.8134,3.3562,11.6512,6.4168
395.32,4.22533333334,6.50113333333,6.73616666667,4.9392,4.208,5.80226666667,4.77313333333,3.3542,11.6688,6.3998
395.68,4.2288,6.48393333333,6.75006666667,4.97646666667,4.2424,5.79606666667,4.79653333333,3.36166666667,11.7103333333,6.41426666666
396.04,4.20553333333,6.46026666667,6.73933333334,4.9564,4.24293333333,5.77466666667,4.7998,3.3444,11.6718,6.37146666667
396.40,4.1846,6.46553333333,6.7313,4.94313333333,4.23326666667,5.77786666667,4.76306666667,3.32446666667,11.6828,6.37066666666
396.76,4.14333333333,6.44193333333,6.69236666667,4.92686666667,4.1846,5.7342,4.7852,3.30393333333,11.6597333333,6.33326666667
397.12,4.1832,6.44893333333,6.71186666667,4.9692,4.17386666667,5.7702,4.8032,3.3342,11.6740666667,6.32266666666
397.48,4.17726666667,6.46213333333,6.70133333333,4.968,4.14833333333,5.73506666667,4.75653333333,3.30053333333,11.6962,6.32453333334
397.84,4.17173333334,6.46026666667,6.6877,4.97773333333,4.10353333333,5.73753333333,4.68526666667,3.2864,11.705,6.29226666667
398.20,4.13486666666,6.43546666667,6.67483333333,4.95286666666,4.07393333334,5.72153333333,4.61246666667,3.24686666667,11.7106666667,6.2512
398.56,4.14233333333,6.44693333333,6.6909,4.98706666666,4.08346666667,5.74133333334,4.6492,3.2368,11.7327333333,6.25593333333
398.92,4.19926666667,6.47346666667,6.71443333333,4.98306666666,4.0874,5.7616,4.69766666667,3.2556,11.7678,6.28733333333
399.28,4.27986666667,6.55626666666,6.81246666667,5.05066666667,4.16046666667,5.83626666667,4.7402,3.33766666667,11.8313333334,6.36186666667
399.64,4.2972,6.6064,6.82773333333,5.05993333333,4.156,5.83173333333,4.704,3.34866666667,11.8508,6.39433333333
400.00,4.30726666667,6.64593333333,6.84806666667,5.0962,4.1718,5.83933333333,4.6486,3.3592,11.9159333333,6.41846666667
400.36,4.319,6.66146666667,6.83803333333,5.11946666666,4.17446666667,5.8604,4.6222,3.36086666667,11.9716666667,6.44586666667
400.72,4.34113333333,6.67746666667,6.8653,5.13833333333,4.21506666667,5.87306666667,4.643,3.3738,12.0356,6.451
401.08,4.3466,6.70753333333,6.87103333333,5.1558,4.238,5.8722,4.63326666667,3.36373333333,12.0771333333,6.46353333333
401.44,4.35406666667,6.7054,6.88193333333,5.14773333333,4.25126666667,5.90193333333,4.7054,3.3836,12.0754666667,6.4422
401.80,4.33033333333,6.7328,6.89966666667,5.13913333333,4.27446666667,5.89253333333,4.77766666667,3.38026666667,12.1175333333,6.4446
402.16,4.3976,6.81353333333,6.97736666667,5.19026666667,4.32826666666,5.9288,4.79573333333,3.44253333333,12.1792666667,6.5038
402.52,4.3642,6.82586666667,6.97946666667,5.16513333333,4.316,5.91566666667,4.78766666667,3.44713333333,12.2068666667,6.46386666667
402.88,4.35273333333,6.8208,6.94526666667,5.18853333333,4.31306666667,5.9512,4.70186666667,3.42966666667,12.2206,6.46
403.24,4.30306666667,6.7676,6.88423333333,5.14166666667,4.2592,5.90046666667,4.61873333333,3.37726666667,12.2162,6.4292
403.60,4.26593333333,6.73966666667,6.87586666667,5.10506666667,4.2342,5.8876,4.66826666667,3.3512,12.2143333333,6.39966666667
403.95,4.25993333333,6.73626666667,6.91206666667,5.08326666667,4.22953333333,5.885,4.71533333333,3.33313333333,12.2266,6.39933333333
404.31,4.29386666667,6.76313333333,6.9522,5.0916,4.2508,5.89473333333,4.69133333333,3.35993333333,12.236,6.41273333333
404.67,4.2626,6.76226666667,6.93373333333,5.0566,4.22566666667,5.86166666667,4.6332,3.32093333333,12.2192,6.40693333333
405.03,4.28253333334,6.7808,6.96293333333,5.0434,4.25726666666,5.87333333333,4.6368,3.353,12.2459333334,6.4486
405.39,4.24513333333,6.77406666667,6.95163333333,5.00933333333,4.2392,5.83166666667,4.5924,3.3162,12.2353333333,6.42826666667
405.75,4.23673333333,6.74626666667,6.92486666667,4.95833333333,4.21173333333,5.8004,4.5866,3.2878,12.2162,6.3922
406.11,4.18753333333,6.6956,6.87486666667,4.9226,4.19566666667,5.76493333333,4.58766666667,3.24586666667,12.2194,6.34813333333
406.47,4.2354,6.75066666667,6.93763333333,4.9754,4.24726666667,5.79786666667,4.62006666667,3.2958,12.2892666667,6.3942
406.83,4.237,6.75193333333,6.95573333333,4.97206666667,4.25906666667,5.765,4.68686666667,3.29586666667,12.2903333333,6.37953333333
407.19,4.26686666667,6.78533333333,6.98743333333,4.98173333333,4.303,5.774,4.77093333333,3.32393333333,12.3006,6.3802
407.55,4.30893333333,6.82946666667,7.0269,5.00846666667,4.33726666667,5.80473333333,4.7538,3.35066666667,12.3316666667,6.38313333333
407.90,4.34926666667,6.8862,7.04463333333,5.04993333333,4.37446666667,5.8456,4.789,3.39646666667,12.3890666667,6.4142
408.26,4.32793333333,6.90853333333,7.0651,5.04866666667,4.3738,5.84593333333,4.82206666667,3.3834,12.4118666667,6.40853333333
408.62,4.38313333333,6.96873333333,7.1144,5.1038,4.4128,5.9026,4.83393333333,3.43393333333,12.4739333333,6.46913333333
408.98,4.39853333333,6.99473333333,7.1331,5.13933333333,4.39653333334,5.9,4.8378,3.42613333333,12.5016,6.46366666666
409.34,4.4142,7.0064,7.1436,5.15333333333,4.3914,5.91486666667,4.85066666667,3.42773333333,12.5411333333,6.4706
409.70,4.41953333333,7.0422,7.1716,5.20073333333,4.39253333333,5.9326,4.8474,3.43246666667,12.5826666667,6.4666
410.06,4.44473333333,7.08886666667,7.22103333333,5.23033333333,4.3928,5.9584,4.8624,3.4476,12.6008,6.47926666667
410.42,4.42306666667,7.056,7.1755,5.19473333333,4.34073333333,5.91606666667,4.7938,3.38193333333,12.5745333333,6.4482
410.77,4.43013333333,7.08746666667,7.19796666667,5.21606666667,4.3408,5.9274,4.71293333333,3.38893333333,12.6334666667,6.46366666667
411.13,4.41333333333,7.0938,7.18793333333,5.21533333333,4.30973333333,5.91653333333,4.6748,3.3542,12.6541333333,6.45373333333
411.49,4.44173333333,7.13086666667,7.24163333333,5.262,4.3268,5.946,4.6944,3.39033333333,12.7282,6.49513333333
411.85,4.46713333333,7.15246666667,7.28003333333,5.28753333333,4.34986666667,5.95906666667,4.64966666667,3.39993333333,12.7536,6.50446666667
412.21,4.46793333333,7.13626666667,7.2738,5.2844,4.3434,5.94713333333,4.65713333333,3.3852,12.7499333333,6.4782
412.57,4.5026,7.16733333333,7.29826666667,5.31386666667,4.35573333333,5.98793333333,4.67406666667,3.39466666667,12.8007333334,6.45933333333
412.92,4.47686666667,7.14993333333,7.27303333333,5.294,4.3486,5.96873333333,4.68146666667,3.39313333333,12.8064,6.43773333333
413.28,4.5122,7.1942,7.32516666667,5.32706666667,4.37386666667,5.9852,4.67546666667,3.4396,12.8826666667,6.4556
413.64,4.54253333333,7.232,7.35463333333,5.35013333333,4.4092,6.0236,4.69606666667,3.4726,12.9446666667,6.48793333333
414.00,4.5378,7.22373333333,7.34733333333,5.3382,4.4104,6.00146666667,4.714,3.47133333333,12.9803333333,6.49566666667
414.36,4.5158,7.23586666666,7.3552,5.33526666667,4.40033333333,5.9922,4.76293333333,3.46273333333,13.0263333333,6.47486666667
414.72,4.51046666667,7.24273333333,7.36343333333,5.32253333333,4.38386666667,5.9704,4.84893333333,3.45273333333,13.0318666667,6.45846666667
415.07,4.524,7.2784,7.3953,5.344,4.40933333333,5.98526666667,4.91413333333,3.48873333333,13.0890666667,6.48706666667
415.43,4.498,7.27973333333,7.39386666667,5.31426666667,4.3758,5.9526,4.89906666667,3.45926666667,13.0926666667,6.4552
415.79,4.49566666667,7.305,7.39033333333,5.31793333333,4.35373333333,5.95453333333,4.89806666667,3.45373333333,13.1378,6.47366666667
416.15,4.53193333333,7.3454,7.42643333333,5.35493333334,4.36566666667,5.985,4.86,3.49313333333,13.2323333333,6.52093333333
416.51,4.48873333334,7.3224,7.41793333333,5.3382,4.3424,5.95566666667,4.85553333333,3.48946666667,13.2524666667,6.52193333333
416.86,4.5128,7.36266666667,7.45336666667,5.3682,4.35713333333,5.98046666667,4.85826666667,3.48953333333,13.2958,6.5336
417.22,4.48506666667,7.37133333333,7.45743333333,5.38746666667,4.36166666667,5.98053333333,4.84833333333,3.48313333333,13.2939333333,6.52066666667
417.58,4.49193333333,7.36973333333,7.48636666667,5.41533333333,4.37173333333,5.97673333333,4.83153333333,3.49253333333,13.3232666667,6.5412
417.94,4.47633333333,7.3832,7.48883333333,5.41906666667,4.34793333333,5.99033333333,4.80353333333,3.47213333333,13.3228666667,6.53433333333
418.29,4.49226666667,7.41293333333,7.52443333333,5.44086666667,4.36506666667,6.0074,4.78446666667,3.49186666667,13.3347333333,6.55233333333
418.65,4.50133333333,7.4356,7.54046666667,5.47113333333,4.38873333333,6.0126,4.7732,3.5172,13.3737333333,6.57113333333
419.01,4.5242,7.45846666667,7.55533333333,5.4998,4.39546666667,6.02193333333,4.72986666667,3.52366666667,13.3954,6.5804
419.37,4.52833333333,7.46253333333,7.55786666667,5.52013333333,4.4026,6.0394,4.71906666667,3.52946666667,13.4114666667,6.59106666667
419.73,4.52453333333,7.46546666667,7.55293333333,5.5212,4.4086,6.02933333333,4.69046666667,3.52973333333,13.4266666667,6.56626666667
420.08,4.51953333333,7.4836,7.55976666667,5.53613333333,4.41026666667,6.0236,4.69186666667,3.5288,13.4197333333,6.55966666667
420.44,4.5438,7.51533333333,7.59446666667,5.556,4.43453333333,6.0412,4.6994,3.53453333333,13.4444666667,6.56806666667
420.80,4.54326666667,7.52806666667,7.6088,5.57146666667,4.43673333333,6.04386666667,4.69053333333,3.53513333333,13.4760666667,6.57326666667
421.16,4.57033333333,7.55166666667,7.618,5.58466666667,4.4446,6.0556,4.69513333333,3.5428,13.5028,6.60053333333
421.51,4.58846666667,7.58393333334,7.63373333333,5.5872,4.4456,6.06326666667,4.66566666667,3.53966666667,13.5201333333,6.60766666667
421.87,4.6138,7.6198,7.65986666667,5.60313333333,4.472,6.06353333334,4.6572,3.567,13.5657333333,6.62306666667
422.23,4.61586666667,7.63413333333,7.6648,5.61906666667,4.47393333333,6.06686666667,4.6616,3.55813333333,13.5935333333,6.6304
422.58,4.60746666667,7.64493333333,7.66406666667,5.6124,4.465,6.0584,4.6398,3.54133333333,13.6093333334,6.6232
422.94,4.5964,7.6546,7.66583333333,5.61013333333,4.46613333333,6.055,4.65853333333,3.53813333333,13.643,6.62086666667
423.30,4.58933333333,7.67193333333,7.67013333333,5.60026666666,4.46613333333,6.03426666667,4.66726666667,3.53346666667,13.6597333333,6.607
423.66,4.58893333333,7.69166666667,7.69456666667,5.60626666667,4.4648,6.0268,4.69026666667,3.5348,13.6712666667,6.61706666667
424.01,4.58826666667,7.71566666667,7.70113333333,5.62,4.47066666667,6.02986666667,4.7052,3.5376,13.6998666667,6.62346666667
424.37,4.57933333333,7.71793333333,7.70216666667,5.6192,4.4514,6.0158,4.6918,3.52953333333,13.7179333333,6.61186666667
424.73,4.584,7.75386666667,7.71896666667,5.62173333333,4.4546,6.0134,4.71126666667,3.5416,13.7323333333,6.6192
425.08,4.5854,7.774,7.73076666667,5.634,4.45753333333,6.01786666667,4.71553333333,3.5472,13.7628666667,6.61493333333
425.44,4.57306666666,7.7838,7.7328,5.63973333333,4.45986666667,6.01266666667,4.77386666667,3.55446666667,13.7846,6.60666666667
425.80,4.57086666667,7.7968,7.73216666667,5.6534,4.46406666667,6.02033333333,4.81346666667,3.55393333333,13.8023333333,6.6008
426.16,4.57473333333,7.819,7.75483333333,5.6536,4.47026666667,6.01353333333,4.8344,3.5656,13.8317333333,6.59246666667
426.51,4.57166666667,7.82453333333,7.7754,5.659,4.46153333334,6.00686666667,4.8728,3.5648,13.8474666667,6.58386666667
426.87,4.58246666667,7.8518,7.80963333333,5.6844,4.47406666667,6.01866666667,4.8886,3.58513333333,13.8745333333,6.58586666667
427.23,4.6136,7.88806666667,7.83836666667,5.71726666667,4.48853333333,6.04466666667,4.9302,3.61333333333,13.9252,6.61433333333
427.58,4.62893333333,7.91753333333,7.85806666667,5.74086666667,4.50306666667,6.06706666667,4.95313333333,3.6288,13.9800666667,6.61526666667
427.94,4.6418,7.93213333333,7.89743333333,5.74786666667,4.52446666667,6.06366666667,4.99346666667,3.63906666667,14.028,6.61373333333
428.30,4.65206666667,7.98193333333,7.9397,5.7706,4.5512,6.06853333333,5.04446666667,3.66653333333,14.0571333333,6.63493333333
428.65,4.63433333333,7.96073333333,7.93513333333,5.7644,4.54406666667,6.0512,5.07646666667,3.65153333333,14.0776,6.6114
429.01,4.60313333333,7.94873333333,7.9301,5.7358,4.50866666667,6.00366666667,5.10806666667,3.62626666667,14.0796666666,6.5814
429.37,4.59453333333,7.9812,7.93456666667,5.74613333333,4.498,5.98953333333,5.09913333333,3.61926666667,14.1094666667,6.57866666667
429.72,4.60813333333,7.99833333333,7.95566666667,5.7634,4.4904,5.99193333333,5.06793333333,3.60806666667,14.1386666667,6.57533333333
430.08,4.6512,8.0258,7.97806666667,5.7932,4.5072,6.0192,5.0316,3.64453333333,14.1893333333,6.61653333333
430.44,4.6986,8.09033333333,8.02943333333,5.8492,4.53966666667,6.08533333333,4.9844,3.70006666667,14.2624,6.66953333333
430.79,4.699,8.11773333333,8.03316666667,5.84646666667,4.526,6.0748,5.00166666667,3.6906,14.2872666667,6.66486666667
431.15,4.70173333334,8.14726666667,8.0593,5.87026666667,4.53466666667,6.0756,4.985,3.685,14.3155333333,6.68106666667
431.50,4.71806666667,8.186,8.0848,5.89566666666,4.53893333333,6.07873333333,4.99373333333,3.69446666667,14.3566,6.7056
431.86,4.7204,8.21366666667,8.08956666667,5.898,4.52206666667,6.08586666667,4.98973333334,3.68853333333,14.3758666667,6.709
432.22,4.72806666666,8.22233333333,8.08493333333,5.9156,4.52806666667,6.08966666667,4.98313333333,3.68153333333,14.4118,6.7032
432.57,4.77326666667,8.2852,8.14296666667,5.967,4.5658,6.13173333333,5.00273333333,3.72426666667,14.4868,6.75426666667
432.93,4.80113333333,8.3156,8.17923333333,6.01373333333,4.5918,6.16886666667,4.9904,3.74586666667,14.5400666667,6.78473333333
433.29,4.8142,8.3196,8.18616666667,6.01506666667,4.5922,6.17933333333,4.99013333334,3.7578,14.5605333333,6.7944
433.64,4.82206666667,8.34633333333,8.22263333333,6.0406,4.6084,6.192,5.02566666667,3.7902,14.6176,6.80893333333
434.00,4.79186666667,8.34493333333,8.2208,6.0282,4.59366666667,6.165,5.04393333333,3.77926666667,14.6154666666,6.78313333333
434.35,4.78193333333,8.33953333333,8.2085,6.0224,4.5966,6.1444,5.08213333333,3.7624,14.6161333333,6.76666666667
434.71,4.76686666667,8.32773333333,8.20533333333,6.02046666667,4.58113333333,6.1326,5.08913333333,3.75753333334,14.6252666667,6.76173333333
435.07,4.76186666667,8.33606666667,8.20733333333,6.02486666667,4.5832,6.13113333333,5.1042,3.75486666667,14.6424,6.74433333333
435.42,4.74106666666,8.32673333333,8.19643333333,6.02213333333,4.57166666667,6.1256,5.1166,3.75193333333,14.6434,6.73713333333
435.78,4.74166666667,8.3418,8.2079,6.05046666667,4.57726666667,6.12646666667,5.1292,3.76826666667,14.677,6.7426
436.13,4.73746666667,8.36233333333,8.2181,6.0484,4.566,6.13026666667,5.121,3.7626,14.6946,6.745
436.49,4.727,8.36633333333,8.21376666667,6.04313333333,4.5408,6.1122,5.092,3.73673333334,14.6842,6.71966666667
436.84,4.72906666667,8.3874,8.2342,6.05366666667,4.5394,6.1088,5.1094,3.73733333333,14.7015333333,6.72053333333
437.20,4.7386,8.42013333333,8.26536666667,6.09206666667,4.5506,6.11726666667,5.11586666667,3.74833333333,14.7382,6.7222
437.56,4.74946666667,8.44106666666,8.28853333333,6.09886666667,4.54713333333,6.11686666667,5.11313333333,3.74973333333,14.7512666667,6.7268
437.91,4.78453333333,8.494,8.3163,6.1402,4.5656,6.15806666667,5.13273333333,3.75386666667,14.8267333333,6.75946666667
438.27,4.77586666667,8.51686666667,8.32959999999,6.1468,4.56493333333,6.14706666667,5.15846666667,3.74553333333,14.8398666667,6.7606
438.62,4.7914,8.55173333333,8.34633333333,6.15646666667,4.58353333333,6.16033333333,5.14233333333,3.75426666667,14.8746,6.7754
438.98,4.79326666667,8.57546666667,8.35343333333,6.16686666667,4.5864,6.187,5.1392,3.76033333333,14.9118,6.79
439.33,4.81093333334,8.60693333333,8.37746666667,6.18666666667,4.5956,6.1896,5.13133333333,3.76513333333,14.9546666667,6.79293333333
439.69,4.8304,8.63633333333,8.40216666666,6.1932,4.6076,6.1986,5.1294,3.7678,14.9907333333,6.80806666667
440.04,4.84906666667,8.66266666667,8.41940000001,6.2126,4.62013333333,6.21253333333,5.12733333333,3.79166666667,15.0306,6.82533333333
440.40,4.8498,8.67193333333,8.41993333333,6.21313333333,4.62506666667,6.21126666667,5.12893333333,3.7986,15.0601333333,6.8272
440.75,4.863,8.70413333333,8.43526666666,6.23246666667,4.63866666667,6.22206666667,5.12513333333,3.81633333333,15.0865333333,6.8378
441.11,4.8552,8.71386666667,8.45010000001,6.226,4.64206666667,6.22766666667,5.11693333333,3.8046,15.1038666667,6.84513333333
441.47,4.857,8.73633333333,8.44493333334,6.23006666667,4.65133333333,6.23266666667,5.13666666667,3.8062,15.1189333333,6.86166666667
441.82,4.84,8.74166666667,8.44573333333,6.219,4.63,6.20846666667,5.13433333333,3.797,15.109,6.8366
442.18,4.8626,8.78626666667,8.48013333333,6.2574,4.63546666667,6.23666666667,5.12193333333,3.8118,15.1649333333,6.8462
442.53,4.88166666666,8.82906666667,8.52493333333,6.2968,4.64266666667,6.25486666667,5.13586666667,3.81886666667,15.207,6.85793333333
442.89,4.89773333333,8.8568,8.54323333334,6.31706666667,4.64093333333,6.23186666667,5.14486666667,3.82206666667,15.2303333333,6.85566666667
443.24,4.90306666667,8.88226666667,8.56466666667,6.33213333333,4.64,6.24073333333,5.15406666667,3.82586666667,15.2658,6.85473333333
443.60,4.90693333333,8.9216,8.59023333333,6.35493333333,4.64106666667,6.24853333333,5.1542,3.83646666667,15.3073333334,6.86726666667
