wavelength,Back_TanJohf,Belly_TanJohf,Breast_TanJohf,Crissum_TanJohf,Crown_TanJohf,DorTail_TanJohf,Patch10_TanJohf,Patch11_TanJohf,Patch12_TanJohf,Rump_TanJohf,Throat_TanJohf,WingTip_TanJohf
192.85,32.0776666667,47.4886666667,32.9909166667,73.2875833333,51.9406666667,25.606484375,47.94525,33.9041666666,44.6345833333,64.1550833334,54.1096250001,54.9087499999
193.23,30.78225,40.0793888889,31.8028333333,56.37775,48.04425,23.883953125,41.4115,28.5714166667,39.7959166667,55.6123333333,40.263625,47.3638333333
193.61,26.0638333333,35.1656111111,22.6951666667,53.28025,41.8438333333,16.8993802083,34.13125,19.59225,34.0424166667,49.6453333333,33.5549583333,44.85825
193.99,28.70375,36.3511111111,26.4403333333,56.2756666667,48.3537499999,15.50915625,39.81475,21.9136666667,39.8148333334,54.0123333333,35.082125,49.074
194.37,23.41275,34.9205,25.5951666666,48.3135,37.8968333333,10.5158177083,33.0356666667,14.6825,37.59925,49.90075,24.15675,39.6825833333
194.75,8.87433333332,25.3248333333,19.9135,42.3160833334,33.1169166667,-1.88713020833,20.3463333333,2.381,29.3289166666,43.5065,13.6364166667,29.1125
195.13,5.04383333334,18.8594444445,19.2984166666,26.9735833333,24.9998333333,-13.2058958333,12.6096666667,-7.3465,24.3420833334,37.9385833334,7.73016666667,25.4386666667
195.51,-2.47741666667,10.4352777778,15.8783333333,19.8199166667,23.3108333333,-22.6632916667,8.22066666668,-16.1035833334,17.5675833333,32.4325,3.49108333333,18.0179166667
195.89,-5.75399999999,10.1852777778,3.96816666667,15.17875,16.369,-29.011734375,4.46424999998,-19.246,17.2618333333,29.0676666667,-5.357125,12.69825
196.27,-36.5670833333,-15.2573333333,-25.2486666667,-1.24391666668,-8.08466666667,-59.965953125,-19.15425,-49.75125,4.22908333333,13.43275,-26.2437083333,-8.20883333335
196.65,-85.0695,-58.1018333333,-60.9375833332,-49.6525833332,-48.4374166668,-109.125442708,-60.4167499999,-104.6875,-15.6250833333,0.347166666675,-72.4826666667,-35.59025
197.03,-113.095333334,-89.6825555556,-97.6190833333,-88.0951666666,-72.4205000001,-154.68759375,-93.2539166668,-148.21425,-40.2778333334,-23.4125833334,-112.301541667,-62.8969166667
197.40,-107.456166667,-71.0526111111,-89.0351666665,-83.5525833332,-70.17525,-149.054364583,-95.6139166666,-144.736833333,-31.14025,-12.5000833333,-104.166833334,-61.4034166666
197.78,-86.6279166667,-52.0671666667,-69.7673333333,-72.8681666666,-49.4186666668,-129.142411458,-85.2713333334,-120.736333333,-21.7054166666,8.881784197e-16,-88.2751666667,-47.2869166666
198.16,-88.1410833334,-59.6154444444,-90.8654166668,-83.9744166666,-65.8653333333,-129.987958333,-97.7562499998,-131.25,-41.1859166667,-17.62825,-100.3205,-55.76925
198.54,-167.619,-126.507944444,-169.285666667,-151.90475,-122.857083333,-226.39875,-183.33325,-221.190416667,-97.619,-67.85725,-174.523875,-114.999833333
198.92,-150.641,-118.945777778,-162.179583334,-141.8805,-122.222083333,-207.1448125,-164.743583333,-210.2565,-89.3161666666,-70.9401666666,-156.944416667,-105.341833333
199.30,-394.166666666,-293.888888889,-411.666666667,-347.083333333,-321.666666667,-483.671875,-397.916666666,-495.833333333,-267.5,-223.333333333,-402.291666667,-282.5
