wavelength,Back_TanJohf,Belly_TanJohf,Breast_TanJohf,Crissum_TanJohf,Crown_TanJohf,DorTail_TanJohf,Patch10_TanJohf,Patch11_TanJohf,Patch12_TanJohf,Rump_TanJohf,Throat_TanJohf,WingTip_TanJohf
366.38,7.75299999999,18.3296666667,19.87775,15.7320833333,5.34833333333,10.3682395833,20.5655,4.53091666667,23.4591666666,16.0114166667,5.38529166667,7.98325
366.75,7.58699999999,18.1119444444,19.603,15.5778333333,5.17266666667,10.1683333333,20.3765833333,4.30433333333,23.2375,15.78475,5.209625,7.76508333333
367.11,7.61875,18.1828333333,19.5741666667,15.6066666667,5.22041666667,10.0993333333,20.414,4.24175,23.308,15.7690833333,5.1655,7.73308333333
367.47,7.46091666666,18.1106666667,19.44275,15.5129166667,5.07158333333,10.0230572917,20.3204166667,4.115,23.2758333333,15.6755833333,5.05775,7.59333333333
367.84,7.49166666666,18.0670555555,19.4314166666,15.6574166667,5.09441666666,10.1201614583,20.3909166667,4.10283333333,23.289,15.7070833333,5.14208333333,7.644
368.20,7.38700000001,18.0211111111,19.27775,15.6105833333,4.99966666667,10.0488020833,20.3059166666,4.05066666667,23.2616666667,15.5396666666,5.06083333333,7.56083333333
368.56,7.30241666666,17.9567777778,19.10275,15.5105,4.89841666667,9.91491145834,20.1879166667,3.96775,23.1440833334,15.44375,4.94025,7.46375
368.93,7.36183333333,18.0526666667,19.0913333333,15.5940833333,5.03525,10.0057916667,20.2485833333,4.09258333333,23.1633333333,15.4555833333,5.01091666667,7.59566666667
369.29,7.22516666666,18.1720555555,19.0099166667,15.6889166666,5.04675,10.027453125,20.2009166667,4.13208333334,23.1200833334,15.3356666667,4.99725,7.52608333333
369.65,7.22841666666,18.1654444444,18.8518333334,15.8244166667,5.09375,10.0563333333,20.2508333334,4.17758333333,23.124,15.32775,5.07658333333,7.57033333333
370.01,7.00883333334,17.9543888889,18.4608333333,15.6674166667,4.88675,9.85228125001,19.99075,3.99658333334,22.95,15.02925,4.81529166667,7.28366666666
370.38,7.03233333333,18.0548333333,18.3163333333,15.6835,4.96933333334,9.889421875,19.9445833333,4.01316666667,22.96125,14.9025,4.89666666667,7.21825
370.74,7.20791666667,18.273,18.4154166667,15.9155833333,5.13566666667,10.0235052083,20.0534166667,4.18858333333,23.1554166667,14.966,5.01575,7.41025
371.10,7.12908333333,18.2767222222,18.2880833333,15.9854166667,5.00708333334,9.98496875001,20.0629166667,4.199,23.0734166667,14.8919166667,5.00058333334,7.41041666667
371.46,7.13999999999,18.3073333333,18.1734166667,16.0688333333,4.966,9.85938541666,19.9738333333,4.18058333333,23.0500833333,14.7548333333,4.96479166667,7.38258333333
371.83,6.95666666667,18.2640555555,17.8530833333,15.9391666667,4.816,9.60319270834,19.7538333333,3.96075,22.987,14.4633333333,4.68095833333,7.20183333333
372.19,7.09,18.4752222222,17.8855,16.0080833333,4.97208333334,9.70315104167,19.8105,4.06516666667,23.0515,14.52675,4.80179166667,7.25558333333
372.55,7.06716666667,18.5670555555,17.81675,16.0670833334,4.98616666667,9.750359375,19.7998333333,4.03441666667,23.0711666667,14.3844166667,4.81070833333,7.30816666667
372.92,6.90958333333,18.5141666667,17.6753333334,16.0503333333,4.82566666667,9.63908854167,19.6481666666,3.81066666667,22.929,14.22025,4.69604166667,7.15725
373.28,6.92174999999,18.6028888889,17.6055833333,16.1681666666,4.88925,9.62238020832,19.70925,3.78258333333,22.9596666667,14.1679166667,4.74,7.184
373.64,6.78008333334,18.6269444445,17.3575,16.0686666667,4.76791666667,9.46994270833,19.55025,3.64658333333,22.8615833334,13.9765833333,4.59475,7.02375
374.00,6.93833333332,18.8202222222,17.5,16.22125,4.988,9.72452083334,19.6674166666,3.86225,22.9298333333,14.07575,4.84125,7.29683333333
374.37,6.79033333333,18.7452777778,17.3191666667,16.1654166667,4.81866666666,9.60719270833,19.5339166667,3.712,22.765,13.924,4.700875,7.25733333333
374.73,6.73683333333,18.8146666667,17.1195833334,16.1809166667,4.8335,9.61267187499,19.4984166667,3.70875,22.7416666667,13.8688333333,4.72895833333,7.19841666667
375.09,6.80066666666,18.8992777778,17.0719166667,16.30475,4.94966666667,9.73388020833,19.5088333334,3.83216666667,22.85175,13.8170833333,4.86358333333,7.23441666667
375.45,6.87791666668,19.1085,17.0234166667,16.3876666667,5.02766666667,9.90574479167,19.62275,3.92558333334,22.9076666666,13.8823333333,4.95579166667,7.30766666667
375.81,7.1505,19.3846666667,17.1951666666,16.6320833333,5.31566666666,10.2170104167,19.7698333334,4.26708333333,23.0035833333,14.01225,5.27329166667,7.6255
376.18,7.21675,19.5193888889,17.0898333333,16.7843333333,5.369,10.2663177083,19.9083333333,4.38291666667,23.1116666667,14.0590833333,5.37608333333,7.78783333333
376.54,7.31041666667,19.6017222222,17.00875,16.8855,5.43916666667,10.2643802083,19.8971666667,4.43691666666,23.18125,14.0805833333,5.44025,7.868
376.90,7.34275,19.7347222222,16.8729166666,16.9748333334,5.49841666667,10.31525,19.9430833333,4.482,23.2990833333,14.0435,5.45470833333,7.90758333333
377.26,7.24591666667,19.6945,16.6678333333,16.86525,5.3105,10.2296458333,19.7944166667,4.36316666667,23.1705833333,13.8225833333,5.34195833333,7.8145
377.63,7.20966666666,19.6852222222,16.5185,16.8931666667,5.24775,10.2354791667,19.7815833333,4.36375,23.0914166667,13.6705,5.319125,7.84783333333
377.99,7.08808333332,19.7032777778,16.184,16.8756666667,5.11833333333,10.075265625,19.6089166667,4.23725,23.0209166667,13.4720833333,5.1805,7.75683333333
378.35,7.17733333332,19.8432777778,16.08125,16.9604166667,5.17108333333,10.1271458333,19.6153333333,4.31616666666,23.0811666666,13.4305833333,5.18666666667,7.80866666667
378.71,7.05966666667,19.7789444444,15.85975,16.8845833333,4.95333333333,9.99738020833,19.44275,4.1805,22.8758333334,13.1889166666,5.05104166667,7.68075
379.07,6.93916666667,19.6459444444,15.5518333334,16.7524166667,4.8045,9.78181770834,19.1779166667,3.99983333333,22.6423333333,12.9568333333,4.85270833334,7.54991666667
379.44,6.95349999999,19.6902222222,15.39425,16.7531666667,4.84191666667,9.69523437501,19.0934166667,4.03033333333,22.5816666667,12.7945,4.88670833333,7.59025
379.80,6.84075000001,19.6652222222,15.1803333333,16.72325,4.74908333333,9.54833333332,18.9749166667,3.92075,22.4750833333,12.68175,4.82254166667,7.51891666666
380.16,6.77825,19.5880555556,14.99725,16.6676666666,4.71775,9.49616145833,18.789,3.84433333333,22.2925,12.491,4.71658333333,7.376
380.52,6.86366666666,19.8168888889,14.98375,16.7811666667,4.83625,9.67374999999,18.9006666667,4.00175,22.3943333334,12.5640833333,4.85679166666,7.47783333333
380.88,6.89275,19.8454444444,14.838,16.80525,4.8495,9.67483854167,18.7745833333,4.06358333333,22.2551666667,12.4748333333,4.92458333333,7.51808333333
381.24,7.05541666666,20.0288888889,14.84275,16.9500833333,4.99575,9.81092187501,18.782,4.2565,22.3345833334,12.5608333333,5.102875,7.65191666667
381.61,7.19475000001,20.1855,14.8605833333,17.1368333333,5.21583333334,9.93301041667,18.81,4.42466666667,22.42525,12.6855,5.286625,7.72633333333
381.97,7.16158333333,20.0783888889,14.7531666667,17.115,5.15383333334,9.87932291666,18.7695,4.37058333333,22.3174166667,12.5631666667,5.25895833334,7.66466666667
382.33,7.12108333332,20.0860555556,14.6376666666,17.15525,5.20833333334,9.85528645834,18.7015,4.43216666667,22.2011666667,12.4931666667,5.298875,7.66525
382.69,7.15341666666,20.1647777778,14.5263333333,17.2373333334,5.37,9.92461458333,18.7210833333,4.53725,22.179,12.49525,5.42358333333,7.72675
383.05,7.29258333333,20.4376111111,14.5565,17.398,5.55108333333,10.12475,18.8324166667,4.72675,22.2531666667,12.591,5.60595833333,7.88716666667
383.41,7.28875000001,20.3699444444,14.4124166667,17.4416666667,5.54641666666,10.1409010417,18.7523333334,4.73175,22.2026666667,12.5550833333,5.58933333334,7.8545
383.77,7.20099999999,20.3052777778,14.2455,17.4903333333,5.45966666667,10.072234375,18.6635,4.68466666667,22.0648333333,12.4595,5.51475,7.74866666667
384.14,7.10741666666,20.2837222222,14.0474166667,17.49075,5.29733333333,9.96848958334,18.5299166667,4.57775,21.9814166667,12.2995833333,5.44295833333,7.73633333333
384.50,6.96275,20.1381111111,13.82625,17.4531666667,5.12775,9.8404375,18.3799166667,4.41675,21.77025,12.0643333333,5.285875,7.61966666667
384.86,7.09941666667,20.2594444444,13.8193333334,17.6005833333,5.2435,9.93605729167,18.48025,4.50891666666,21.8553333333,12.0889166667,5.40408333333,7.76425
385.22,7.05933333334,20.2616111111,13.7449166667,17.694,5.29816666667,9.95947395834,18.4958333333,4.54091666667,21.77575,12.0690833333,5.44579166667,7.85408333333
385.58,7.06258333333,20.3272777778,13.75325,17.69975,5.29191666667,10.0149114583,18.52225,4.5535,21.7233333333,12.0488333333,5.48733333333,7.91516666666
385.94,7.16416666667,20.4858333333,13.7975833333,17.84775,5.39716666667,10.1144010417,18.5884166667,4.70833333333,21.8325,12.1029166667,5.559,8.00858333334
386.30,7.08008333332,20.4211666667,13.6294166667,17.8240833333,5.22758333333,10.01315625,18.5030833333,4.56791666667,21.7603333333,11.96575,5.45166666666,7.88375
386.66,7.14441666666,20.487,13.61825,17.9295833333,5.24375,10.11409375,18.5235833333,4.58891666667,21.8175833334,11.9605833333,5.44095833333,7.95191666667
387.03,7.13766666667,20.4543333333,13.5653333333,18.0015833333,5.23125,10.0962604167,18.5513333333,4.59691666667,21.7751666667,11.94375,5.46941666667,7.97275
387.39,7.05250000001,20.4901666667,13.4818333334,17.9900833333,5.14508333333,10.0634114583,18.51575,4.54308333333,21.6695,11.8308333334,5.41754166667,7.91133333333
387.75,7.179,20.6266111111,13.419,18.0545833333,5.23533333333,10.2022239583,18.5714166667,4.633,21.7258333333,11.8253333333,5.484125,7.982
388.11,7.29408333333,20.7895555555,13.443,18.1885833333,5.35433333333,10.3357135417,18.6073333333,4.74891666667,21.8005,11.86475,5.63916666666,8.0505
388.47,7.33599999999,20.9331111111,13.3911666667,18.1910833333,5.37466666667,10.35596875,18.54975,4.81608333333,21.7163333333,11.8413333334,5.668,8.08916666666
388.83,7.18433333333,20.9055,13.2673333333,18.1655833333,5.25933333334,10.2948958333,18.44125,4.75833333333,21.5498333334,11.6874166667,5.60266666667,8.0025
389.19,7.15591666668,20.8778888889,13.089,18.1201666667,5.19391666667,10.2478489583,18.3450833333,4.66625,21.517,11.5801666667,5.50733333333,7.9
389.55,7.085,20.8019444444,12.8268333333,18.1115833334,5.1035,10.122671875,18.1671666667,4.59741666666,21.335,11.37225,5.39908333333,7.82625
389.91,6.98583333334,20.6801666667,12.64925,18.0680833333,5.06266666667,10.0754375,18.0064166667,4.48716666666,21.129,11.2485833333,5.39358333334,7.76708333333
390.27,7.04666666667,20.7965,12.6058333333,18.174,5.20716666666,10.1856354167,18.0243333333,4.54925,21.10675,11.2795,5.5265,7.83091666667
390.63,7.01041666666,20.8459444445,12.47275,18.19475,5.17425,10.106171875,17.9514166667,4.52191666666,21.0225833333,11.1989166667,5.54241666666,7.84583333333
391.00,7.00533333334,20.9147777778,12.3381666667,18.2174166667,5.17966666666,10.13209375,17.8908333333,4.50891666666,21.0165,11.13475,5.56116666666,7.82841666667
391.36,6.9375,20.8561666667,12.114,18.2079166667,5.13833333333,10.0703489583,17.7625,4.44158333333,20.8441666667,11.0486666667,5.5475,7.7985
391.72,6.86716666666,20.7999444444,11.9734166666,18.22325,5.06425,9.98133854167,17.6779166667,4.386,20.7411666667,10.94,5.542625,7.76683333333
392.08,6.86025,20.7774444444,11.9516666667,18.2924166667,5.0935,10.0018697917,17.6994166667,4.48191666666,20.6750833333,10.9433333333,5.56179166667,7.7795
392.44,6.77708333333,20.6892777778,11.74725,18.35625,5.07625,9.93573958332,17.6435833334,4.43683333333,20.6108333333,10.8536666667,5.54716666667,7.721
392.80,6.7425,20.6486111111,11.6030833333,18.3315833333,5.0375,9.91396875,17.55325,4.42916666667,20.5460833333,10.78475,5.51445833333,7.67716666667
393.16,6.77358333333,20.6740555556,11.489,18.403,5.03308333333,9.87316666667,17.524,4.47725,20.3809166667,10.7140833333,5.550125,7.72383333333
393.52,6.66516666667,20.5889444444,11.3053333333,18.3640833333,4.94891666667,9.78560416668,17.394,4.39483333333,20.2555833333,10.607,5.47775,7.63866666667
393.88,6.80308333333,20.7862222222,11.2705833333,18.58675,5.06616666667,9.88717708332,17.5270833333,4.601,20.3326666666,10.66275,5.59775,7.77975
394.24,6.84833333333,20.8435,11.1836666667,18.6950833334,5.0505,9.90813020834,17.5600833333,4.70591666667,20.3240833333,10.636,5.65925,7.87591666667
394.60,6.85066666667,20.8051111111,11.0949166667,18.7236666667,5.0505,9.90899479166,17.5426666667,4.76408333333,20.23025,10.61575,5.70279166667,7.88608333333
394.96,6.83916666667,20.7640555556,10.9616666667,18.801,5.00066666667,9.89505729168,17.4458333333,4.76175,20.138,10.536,5.686875,7.88675
395.32,6.87108333333,20.8165555556,10.8886666667,18.8941666667,4.99283333333,9.93856249999,17.441,4.79133333333,20.15175,10.4329166667,5.68270833334,7.9315
395.68,6.945,20.9083888889,10.84875,18.9878333334,5.07883333333,10.0366822917,17.4535833334,4.88658333334,20.1290833333,10.443,5.72679166667,8.01233333334
396.04,6.90933333333,21.0110555556,10.64725,18.9900833334,5.03066666666,10.0175364583,17.3775833333,4.82433333333,20.0618333333,10.3636666667,5.73658333333,8.056
396.40,7.00258333333,21.0777777778,10.6335,19.0859166667,5.07766666667,10.1138489584,17.3998333333,4.909,20.1019166666,10.3594166667,5.84645833333,8.15083333333
396.76,7.0165,21.1111666667,10.497,19.163,5.04433333333,10.1202604167,17.42275,4.89241666667,20.0616666666,10.3019166667,5.82254166667,8.17683333333
397.12,6.91525,21.0356111111,10.3199166667,19.1820833334,4.95941666666,10.0801875,17.35,4.80441666667,20.0301666667,10.2030833333,5.78045833333,8.13983333333
397.48,6.97858333333,21.1663888889,10.274,19.3356666667,5.04016666667,10.1850260417,17.4740833333,4.88725,20.103,10.2198333333,5.847875,8.23891666667
397.84,6.89633333333,21.1266666667,10.0935,19.3041666667,4.92,10.156625,17.35375,4.78908333334,20.0069166667,10.1475833333,5.83029166667,8.22991666666
398.20,6.75758333333,21.0868333333,9.85149999999,19.1938333333,4.7615,10.0540416667,17.1786666667,4.63725,19.8160833333,9.94233333335,5.67045833333,8.05958333333
398.56,6.62483333334,21.0330555555,9.59375,19.1595,4.64933333333,9.96189583332,17.0400833334,4.52675,19.7249166667,9.75758333334,5.52245833333,7.91191666667
398.92,6.57483333333,21.0724444444,9.43641666667,19.1326666667,4.63425,9.93428645833,17.0365833333,4.55866666667,19.64375,9.63533333334,5.51891666667,7.9355
399.28,6.56258333334,21.1011111111,9.31608333333,19.1225833333,4.62183333333,9.92666666666,17.0268333333,4.56408333333,19.62225,9.59866666667,5.534,7.92141666667
399.64,6.46183333333,21.0901111111,9.12974999999,19.093,4.54241666666,9.84275520835,16.89975,4.50383333333,19.5408333333,9.49416666667,5.52116666667,7.89775
400.00,6.48625,21.0369444444,9.03799999999,19.1385,4.54433333333,9.84739583331,16.8869166666,4.51816666667,19.4996666667,9.44974999999,5.53841666667,7.91608333333
400.36,6.30158333333,20.9201666667,8.80158333334,19.07175,4.39508333333,9.68463020833,16.7263333333,4.37133333334,19.2645,9.27358333332,5.379875,7.768
400.72,6.26866666667,20.9112777778,8.70266666666,19.0458333333,4.39591666667,9.69452083334,16.6173333333,4.36175,19.1584166667,9.22058333333,5.415875,7.75858333333
401.08,6.3505,21.1113333333,8.70750000001,19.13175,4.49908333334,9.80493229167,16.6941666667,4.49983333333,19.2148333334,9.27725000001,5.54341666667,7.87725
401.44,6.38741666667,21.1390555556,8.66366666667,19.1525,4.47733333334,9.81969270833,16.61275,4.54625,19.16875,9.23308333333,5.63720833333,7.94066666667
401.80,6.26583333333,21.0497222222,8.50216666667,19.02625,4.374,9.70570833334,16.5289166666,4.50216666667,18.99525,9.04225000001,5.51970833333,7.825
402.16,6.26033333333,21.0457222222,8.43366666667,19.0976666667,4.40975,9.68706770832,16.51225,4.55875,18.9966666667,9.04325,5.56308333333,7.89516666667
402.52,6.318,21.1244444444,8.48325,19.1465,4.4455,9.73738020834,16.5761666667,4.64466666666,19.0005833334,9.05783333333,5.674375,8.03641666666
402.88,6.32675,21.0964444445,8.43633333334,19.1438333333,4.4335,9.71095312499,16.5025833333,4.63891666667,18.90175,9.03766666667,5.69204166667,8.01633333333
403.24,6.33483333333,21.1372777778,8.42024999999,19.22925,4.48416666667,9.71633854166,16.49975,4.69425,18.8595833333,9.02816666667,5.72870833333,8.05183333333
403.60,6.39416666667,21.1445,8.44233333333,19.3240833333,4.52791666667,9.76649479168,16.55475,4.77375,18.8381666667,9.08808333333,5.81529166667,8.12475
403.95,6.33541666667,21.1266111111,8.38166666666,19.3446666667,4.48725,9.72750000001,16.53675,4.76225,18.7378333333,9.00991666666,5.79858333333,8.07033333333
404.31,6.40591666667,21.2287777778,8.40749999999,19.41225,4.56908333333,9.81260937499,16.5825,4.85391666667,18.7579166667,9.08125,5.88845833333,8.143
404.67,6.36741666667,21.2154444444,8.31883333334,19.4469166667,4.52983333333,9.74502604168,16.56775,4.8135,18.72,9.00466666666,5.87841666667,8.1005
405.03,6.33008333333,21.1198333333,8.27391666667,19.4955833333,4.474,9.70955729166,16.4869166666,4.78558333333,18.65,8.94175,5.837375,8.03358333333
405.39,6.29691666667,21.0913888889,8.21133333333,19.5464166666,4.47416666667,9.71504166667,16.4835,4.75525,18.60575,8.89683333334,5.81725,7.98925
405.75,6.38158333334,21.1804444445,8.26324999999,19.6790833333,4.55416666667,9.79841145834,16.504,4.81058333333,18.6694166667,9.00466666667,5.92691666667,8.05791666667
406.11,6.45633333333,21.2255,8.31433333334,19.7500833333,4.615,9.84343229166,16.5460833333,4.85175,18.6716666667,9.02866666666,5.97566666667,8.118
406.47,6.50266666667,21.2709444444,8.30125,19.88175,4.63425,9.88509375,16.5414166667,4.84925,18.6595833333,9.02333333333,5.969625,8.145
406.83,6.50908333333,21.2801111111,8.27525,19.9355833333,4.599,9.90107291666,16.5515,4.85491666666,18.6294166667,9.04041666667,5.972,8.17891666666
407.19,6.5055,21.2752777778,8.24408333332,20.0030833333,4.58841666667,9.92744270832,16.5258333333,4.84683333333,18.5855833334,9.0625,5.978,8.20583333334
407.55,6.43308333334,21.2998888889,8.14008333333,19.9898333333,4.51308333333,9.86555729167,16.4355,4.772,18.51,8.93541666666,5.89779166667,8.12291666667
407.90,6.48133333333,21.3813888889,8.12225,20.06275,4.56125,9.90261979166,16.4533333333,4.79858333333,18.5244166667,8.97008333334,5.93379166666,8.16966666667
408.26,6.56091666667,21.4397777778,8.13783333333,20.1469166667,4.58608333333,9.98764062499,16.47525,4.87025,18.5579166667,8.98141666666,5.99045833333,8.2395
408.62,6.58133333333,21.5057222222,8.17366666666,20.194,4.65825,10.0346614583,16.4674166667,4.93725,18.5485,9.04866666668,6.039875,8.32291666666
408.98,6.57675,21.5093333333,8.11058333332,20.1383333333,4.64375,10.0148229167,16.4476666667,4.90741666667,18.4524166667,8.99333333334,6.011,8.31741666667
409.34,6.52825,21.5357222222,8.043,20.1174166667,4.57525,9.93515625002,16.3938333333,4.8685,18.3655833333,8.93683333334,5.945625,8.2935
409.70,6.52058333333,21.5302777778,7.96891666667,20.1245833333,4.56066666667,9.91091145832,16.3764166667,4.83891666667,18.28875,8.84991666667,5.93375,8.26125
410.06,6.49116666667,21.5215555555,7.92166666666,20.1563333333,4.55891666667,9.91315625,16.3300833333,4.82241666667,18.2135833333,8.81091666666,5.94445833333,8.2685
410.42,6.37791666666,21.4311666667,7.82533333333,20.0729166667,4.49183333333,9.83167708334,16.2241666666,4.75758333333,18.0885,8.73083333334,5.90783333333,8.187
410.77,6.34158333333,21.4427777778,7.76541666667,20.1003333333,4.51391666667,9.80713020833,16.1966666667,4.72208333333,18.07075,8.66616666668,5.86220833333,8.18066666667
411.13,6.34675,21.4827777778,7.73958333333,20.097,4.49783333333,9.79569270833,16.18525,4.73066666666,18.0246666667,8.64266666667,5.89433333333,8.20658333334
411.49,6.43225,21.5578888889,7.77975,20.2095833333,4.60125,9.88757812499,16.2648333333,4.81625,18.0556666667,8.70699999999,5.989375,8.27883333333
411.85,6.41191666667,21.4875555556,7.78883333333,20.2038333333,4.57991666667,9.86540104167,16.2148333333,4.82825,17.9975,8.68100000001,5.995,8.28316666667
412.21,6.40275,21.4981111111,7.75958333333,20.2160833333,4.60966666667,9.82994270834,16.2283333334,4.80783333334,17.9658333333,8.6515,6.001,8.3055
412.57,6.4615,21.5184444445,7.76933333333,20.3014166667,4.61766666667,9.874515625,16.25075,4.86283333333,17.9779166666,8.65608333334,6.03883333333,8.31608333333
412.92,6.47591666667,21.5678333333,7.74791666667,20.3890833333,4.65108333333,9.89137499998,16.2219166666,4.89708333333,17.9939166667,8.67108333333,6.06429166667,8.34441666667
413.28,6.515,21.5595,7.75666666667,20.4678333333,4.70341666667,9.94292708332,16.2364166667,4.94491666667,17.9674166666,8.71191666666,6.12795833334,8.37183333334
413.64,6.53758333334,21.6075555556,7.78183333333,20.5374166667,4.75833333333,9.99578645834,16.233,4.97133333334,17.9653333333,8.74466666667,6.15629166667,8.40533333333
414.00,6.56783333333,21.6641666667,7.79891666667,20.5555833333,4.76966666666,10.0135729167,16.2631666667,5.00033333333,17.9698333333,8.76633333333,6.19958333333,8.4165
414.36,6.68191666667,21.8127777778,7.83508333333,20.6723333333,4.83458333333,10.1061302083,16.3211666667,5.08891666667,18.0053333333,8.83308333334,6.261125,8.4925
414.72,6.68691666667,21.8232777778,7.83566666667,20.72925,4.84008333333,10.1413697917,16.3369166667,5.12466666667,17.9700833333,8.82958333333,6.3115,8.46766666667
415.07,6.73758333333,21.8052777778,7.86825,20.8396666667,4.90308333333,10.2062864583,16.3741666667,5.20091666666,17.9886666667,8.85241666666,6.360625,8.50516666667
415.43,6.68158333334,21.7441666667,7.821,20.7971666667,4.8495,10.1483385417,16.3021666667,5.14375,17.9224166667,8.78549999999,6.29420833333,8.4695
415.79,6.61066666667,21.6969444445,7.6795,20.7735,4.77325,10.1000208333,16.2415,5.056,17.8501666667,8.69191666668,6.23795833333,8.40325
416.15,6.59941666667,21.7003888889,7.65983333334,20.832,4.73925,10.097953125,16.2216666667,5.05958333333,17.82375,8.64325000001,6.23183333334,8.40533333333
416.51,6.59383333333,21.6939444444,7.57766666666,20.8663333334,4.71991666667,10.084546875,16.217,5.03758333333,17.7895,8.56849999999,6.19575,8.41358333333
416.86,6.58108333334,21.6867777778,7.54725,20.8846666667,4.72183333333,10.1010208333,16.24975,5.03583333334,17.7586666667,8.54275,6.21704166667,8.443
417.22,6.5595,21.6836111111,7.49216666667,20.8578333333,4.72008333334,10.112734375,16.2326666667,5.035,17.74275,8.49399999999,6.20995833333,8.454
417.58,6.51158333333,21.6501666667,7.41316666667,20.8359166667,4.65191666666,10.057953125,16.1775833334,5.00291666667,17.6734166667,8.4325,6.175375,8.42625
417.94,6.46608333333,21.6147777778,7.3155,20.822,4.61891666667,10.0337760417,16.1520833333,4.98783333333,17.6235833334,8.37916666667,6.1095,8.42525
418.29,6.42566666667,21.5592777778,7.22475,20.7919166667,4.58683333333,10.009734375,16.1095833333,4.95716666666,17.5705833333,8.30866666666,6.09191666666,8.38958333334
418.65,6.3765,21.5149444445,7.1345,20.7703333333,4.52233333334,9.96089062498,16.03525,4.91183333333,17.4949166667,8.22758333333,6.04191666667,8.36125
419.01,6.31583333334,21.4980555556,7.04241666666,20.716,4.46216666667,9.90320312499,15.9789166667,4.86583333333,17.4115833333,8.14908333334,5.99025,8.322
419.37,6.26575,21.4855,6.97983333333,20.7324166667,4.42316666667,9.90563020834,15.9606666667,4.83575,17.3755,8.08691666667,5.969625,8.29858333333
419.73,6.2465,21.4801111111,6.94091666667,20.736,4.41116666667,9.887984375,15.9293333333,4.82575,17.3421666667,8.05483333332,5.956375,8.29208333334
420.08,6.1875,21.4456111111,6.86241666667,20.7154166667,4.36625,9.85619270833,15.87775,4.78466666667,17.2744166667,8.00933333334,5.93266666667,8.26983333333
420.44,6.13366666667,21.4359444444,6.80933333333,20.6925833333,4.3145,9.80473437501,15.8204166667,4.75083333333,17.1976666667,7.94974999999,5.90283333333,8.23075
420.80,6.126,21.4326666667,6.76333333333,20.6934166667,4.28575,9.78934895833,15.7948333334,4.7585,17.1545833333,7.91583333332,5.9075,8.20458333333
421.16,6.12341666666,21.4423333333,6.73241666667,20.7220833333,4.26616666667,9.76725000002,15.7793333333,4.75583333333,17.105,7.87150000001,5.89354166667,8.19333333333
421.51,6.11175,21.4127777778,6.68966666666,20.7283333333,4.2435,9.75602083335,15.7594166667,4.74341666667,17.0635833333,7.83433333333,5.87775,8.18408333333
421.87,6.0855,21.397,6.63958333333,20.7506666667,4.21283333333,9.74127083333,15.7215,4.71866666667,17.0128333333,7.77925,5.87866666667,8.1505
422.23,6.11591666667,21.4332222222,6.665,20.8228333333,4.24025,9.77075520834,15.76325,4.75933333334,17.03575,7.81391666667,5.92720833333,8.20291666667
422.58,6.16491666667,21.4971666667,6.7045,20.8869166667,4.28841666667,9.82987499998,15.8130833334,4.82458333333,17.0616666667,7.851,5.982125,8.27633333333
422.94,6.13258333333,21.4803888889,6.66066666667,20.9063333333,4.25966666667,9.81413541668,15.7958333333,4.80191666666,17.0310833333,7.80466666668,5.98158333333,8.24833333333
423.30,6.13716666667,21.4606111111,6.62183333334,20.92775,4.243,9.79611979168,15.7673333333,4.80425,16.998,7.79441666667,5.99425,8.24
423.66,6.18583333333,21.5102777778,6.6435,20.999,4.27383333333,9.83477604167,15.8016666667,4.84875,17.0055833333,7.80366666666,6.03608333333,8.27958333333
424.01,6.219,21.5371666667,6.64808333333,21.039,4.29708333333,9.85736979167,15.80225,4.89066666667,16.9974166667,7.81808333334,6.04629166667,8.2905
424.37,6.25058333333,21.5393333333,6.64308333333,21.0801666667,4.33308333333,9.88963541668,15.8295,4.93191666666,16.99975,7.83675000001,6.09254166667,8.32125
424.73,6.25975,21.5552222222,6.64758333333,21.1193333333,4.35191666666,9.88959374999,15.8228333333,4.93933333334,16.9915,7.82916666668,6.10541666667,8.35083333334
425.08,6.26691666667,21.5887777778,6.64025,21.1559166667,4.36041666667,9.90774999999,15.8303333333,4.95291666667,16.9993333333,7.83824999999,6.12320833333,8.3625
425.44,6.28216666666,21.6199444444,6.63666666667,21.1960833333,4.37266666667,9.90775520833,15.8240833333,4.98541666666,17.0005,7.84133333333,6.14420833333,8.3835
425.80,6.32141666667,21.6597777778,6.66875,21.2540833333,4.417,9.94913541666,15.8453333333,5.02858333333,17.0308333333,7.87800000001,6.19575,8.42733333333
426.16,6.31958333334,21.6422777778,6.64866666667,21.2541666667,4.42975,9.94403645832,15.8134166666,5.02483333333,16.9845,7.83825,6.1945,8.42533333333
426.51,6.308,21.6153333333,6.61008333333,21.30325,4.42033333333,9.91491145834,15.7953333333,4.99616666667,16.96825,7.81816666667,6.18754166667,8.3785
426.87,6.39641666667,21.6952222222,6.66891666667,21.3911666667,4.49441666667,9.98532291667,15.84825,5.05858333333,17.0199166667,7.89083333333,6.23766666666,8.45308333333
427.23,6.47066666667,21.7843333333,6.73675,21.4614166667,4.57108333333,10.0498697917,15.9223333334,5.14675,17.06475,7.94724999999,6.31704166667,8.55266666667
427.58,6.49741666667,21.8173333333,6.75391666666,21.5210833333,4.60966666666,10.092546875,15.9480833333,5.1895,17.0821666667,7.99358333333,6.34475,8.58875
427.94,6.45183333333,21.7846666667,6.7055,21.4965,4.57375,10.0421510417,15.936,5.12941666667,17.0291666667,7.92666666666,6.33329166666,8.55925
