wavelength,Back_SpoRuff,Belly_SpoRuff,Breast_SpoRuff,Crissum_SpoRuff,Crown_SpoRuff,DorTail_SpoRuff,Patch10_SpoRuff,Rump_SpoRuff,Throat_SpoRuff,WingTip_SpoRuff
524.17,13.3052,34.4359333333,26.7535333333,31.7840333333,12.8262666667,11.2840333333,32.2875333333,14.4123333333,32.4672,12.0118
524.52,13.3077333333,34.4690666667,26.8082666667,31.8302333333,12.8465333333,11.3154666667,32.3022666667,14.4164,32.5466,12.0055333333
524.87,13.2853333334,34.5166,26.8186,31.8383333333,12.8067333333,11.3016333333,32.271,14.3808,32.5386,11.9630666667
525.21,13.2962666667,34.5793333333,26.8696666667,31.8725333333,12.7995333333,11.3013666667,32.2982666667,14.383,32.5681333333,11.963
525.56,13.3043333333,34.6276666667,26.8976666667,31.9026,12.8034666667,11.2907,32.298,14.3784,32.5824666666,11.977
525.90,13.2774,34.6722666667,26.9217333333,31.9223333333,12.7976666667,11.2644,32.3007333333,14.3654,32.6003333333,11.9502
526.25,13.2392,34.6792666667,26.9110666667,31.9297333333,12.7491333333,11.2039,32.2746666667,14.3204,32.588,11.8928666667
526.59,13.2086,34.6638666667,26.9306666667,31.9188,12.724,11.1518666667,32.2489333333,14.2667333333,32.5678,11.8638666667
526.94,13.1963333333,34.7144,26.977,31.9011666667,12.7207333334,11.1437,32.2682,14.2698666666,32.5722,11.861
527.28,13.2084666667,34.7380666667,26.9942,31.9108333333,12.7146666667,11.1428,32.2862,14.2820666667,32.5796666667,11.8484
527.63,13.1955333333,34.7672,27.0242,31.9205333333,12.7038,11.1253,32.2797333333,14.2852666667,32.5904666667,11.8386666667
527.97,13.192,34.7812,27.0338,31.9028,12.7095333333,11.1237333333,32.2576,14.2968,32.5856666667,11.8314666667
528.32,13.1995333333,34.805,27.033,31.9034333333,12.7016666667,11.1122,32.2538666667,14.3105333333,32.5766666667,11.8350666667
528.66,13.2149333333,34.8552,27.0836666667,31.9420666667,12.7182,11.1103,32.2852,14.3400666667,32.6280666667,11.8422
529.01,13.2128,34.8825333333,27.1034666667,31.9628666667,12.7218666667,11.1017333333,32.2842,14.3510666667,32.6438,11.836
529.35,13.2074,34.9124666667,27.1318,31.9788666667,12.7233333333,11.0994,32.2968,14.3678666667,32.6798,11.8308666667
529.70,13.2305333333,34.9598666667,27.1788,32.0145666667,12.7497333333,11.1164666667,32.3093333333,14.3918666667,32.7292666667,11.8492666667
530.04,13.2502666667,34.9932,27.2336666667,32.0335666667,12.7646666667,11.1342,32.3147333333,14.422,32.7559333333,11.878
530.39,13.2922666667,35.0896666667,27.2923333333,32.1068,12.8078666667,11.1728666667,32.3594,14.4847333333,32.8306666667,11.9047333333
530.73,13.314,35.1312,27.3182,32.1611,12.8162,11.1891666667,32.353,14.4912,32.876,11.9158
531.08,13.3341333333,35.2164666667,27.3691333333,32.2397,12.8424,11.2124666667,32.3588,14.516,32.9258,11.9364666667
531.42,13.3657333333,35.3297333333,27.4412666667,32.3402666667,12.873,11.2534333333,32.4092,14.5536,33.0064,11.9574
531.77,13.3904666667,35.4353333333,27.5057333333,32.4255333333,12.898,11.2626,32.4454666667,14.5832666666,33.0732666667,11.9758
532.11,13.4018,35.5416,27.5862,32.4983,12.932,11.2857333333,32.4747333333,14.6193333334,33.1322,11.9964666667
532.46,13.4001333333,35.5666,27.6100666667,32.5246666667,12.9402,11.3033,32.4659333333,14.6238,33.1547333333,12.0012666667
532.80,13.4203333333,35.6245333333,27.6414,32.5762,12.9598,11.3278666667,32.4770666667,14.6534666667,33.1900666667,12.0222666667
533.15,13.4383333333,35.6731333333,27.6878,32.6455333333,12.9654,11.3372666667,32.4836666667,14.6606,33.238,12.0328666667
533.49,13.4796666667,35.7622666667,27.7392666667,32.7440666667,12.9996666667,11.3803666667,32.5402,14.7047333333,33.2993333334,12.0692666667
533.84,13.4994,35.8629333333,27.7812,32.8070666667,13.0403333333,11.4128333333,32.5719333333,14.7416,33.3715333333,12.0738
534.18,13.5153333333,35.8985333334,27.8051333333,32.8375,13.0576,11.4177666667,32.5751333333,14.7443333333,33.3873333333,12.087
534.52,13.5556,35.9892,27.8986,32.9082,13.1081333333,11.4519333333,32.6249333333,14.8127333333,33.4490666667,12.1165333333
534.87,13.5613333333,36.0351333333,27.9362666667,32.9283333333,13.1224,11.4495,32.6773333333,14.8352666667,33.4947333333,12.127
535.21,13.5767333333,36.0874666667,27.9778,32.9623666667,13.1628666667,11.4701666667,32.68,14.8709333333,33.5521333333,12.1624666667
535.56,13.6047333333,36.1384,28.0274,33.0145333333,13.1953333333,11.4935333333,32.6934,14.9036666667,33.6052,12.1790666667
535.90,13.6118666667,36.1675333333,28.0564666667,33.0569333333,13.1864666667,11.4908,32.6988666667,14.9033333333,33.6154666667,12.1604
536.25,13.6569333333,36.2478,28.129,33.1428333333,13.2402,11.5191,32.7554,14.9464666667,33.6810666666,12.1975333333
536.59,13.6709333333,36.2972,28.1655333333,33.1533666667,13.2622666667,11.5215,32.7685333333,14.9436666667,33.6933333333,12.1989333333
536.93,13.6748666667,36.3472,28.2063333333,33.1477,13.2814666666,11.5505,32.7668666667,14.9651333333,33.7065333333,12.2176
537.28,13.6387333333,36.353,28.2223333333,33.1405666667,13.271,11.5078,32.7222666666,14.9621333333,33.6829333333,12.1872
537.62,13.6544,36.369,28.2582,33.1806333333,13.2834666667,11.5128,32.7432666666,14.9762,33.7043333333,12.2159333333
537.97,13.6482,36.4079333333,28.2794,33.2147333333,13.2738666667,11.5304666667,32.7171333333,14.9768,33.7084,12.206
538.31,13.6110666667,36.4073333333,28.2511333333,33.2161333333,13.2546666667,11.4894333333,32.6752666667,14.9374,33.6949333333,12.1768
538.65,13.6225333333,36.4530666667,28.2940666667,33.2372,13.2566666667,11.4870333333,32.6030666666,14.9136666667,33.7168666667,12.1577333333
539.00,13.6056,36.4875333333,28.319,33.2566666666,13.2417333334,11.4641666667,32.5666,14.9002666667,33.721,12.1536666667
539.34,13.5943333333,36.54,28.3423333333,33.286,13.2442,11.4731666667,32.5522666667,14.8938666667,33.7406,12.161
539.69,13.5626666667,36.5566666666,28.3468666667,33.303,13.2459333333,11.4674333333,32.5256,14.8926,33.7836,12.15
540.03,13.5448,36.5830666667,28.3485333333,33.3146333333,13.2215333334,11.4444333333,32.4863333333,14.8838666667,33.7854666667,12.1440666667
540.37,13.5553333333,36.6038666667,28.3873333333,33.354,13.2205333333,11.442,32.4715333333,14.8917333333,33.8398,12.1274
540.72,13.5640666667,36.6206666667,28.3860666666,33.3711333333,13.225,11.4267,32.4712666667,14.8962,33.8656,12.1114666667
541.06,13.5653333333,36.6356666667,28.3808666667,33.3659,13.2105333334,11.4367,32.4457333333,14.9040666667,33.8816666667,12.1078
541.40,13.5500666667,36.6406,28.3904,33.3525333333,13.1873333333,11.4210666667,32.3953333333,14.8967333333,33.889,12.0916666667
541.75,13.5607333333,36.6519333333,28.4102666667,33.3488666667,13.1946666667,11.4192,32.3882,14.9132666667,33.9189333333,12.0990666666
542.09,13.5494666667,36.6483333333,28.4224666667,33.3444,13.1896,11.4079,32.3647333333,14.9296,33.9350666667,12.0902666667
542.43,13.5524,36.6752666667,28.4378,33.3866,13.1950666667,11.4116666667,32.3632666667,14.9526666667,33.965,12.0983333333
542.78,13.5729333333,36.6868,28.4461333333,33.3950666667,13.2116666667,11.4051,32.336,14.9654,33.9704,12.0844666667
543.12,13.5634,36.6745333333,28.4482,33.384,13.1999333333,11.3927333333,32.3038666667,14.9658,34.0006666667,12.059
543.46,13.5948,36.716,28.4887333333,33.3966,13.2174666667,11.4041666667,32.2845333334,14.9856,34.0197333333,12.0780666667
543.81,13.6001333333,36.7260666667,28.5166,33.4183666667,13.2209333333,11.4032666667,32.2684,15.0086666667,34.0534,12.0566666667
544.15,13.5982,36.7706,28.5612666667,33.4471333333,13.2312666667,11.4118666667,32.2516666667,15.0334,34.0708,12.0784
544.49,13.5858666667,36.7848,28.5832,33.4609666667,13.2166666666,11.3871333333,32.1872666667,15.0092666667,34.0464666666,12.0601333333
544.84,13.6016,36.8485333334,28.6336,33.518,13.2312666667,11.3732666667,32.1915333333,15.0149333333,34.1003333333,12.0676
545.18,13.6108,36.8925333333,28.6756,33.5696333333,13.2591333333,11.3693,32.2038666667,15.0170666667,34.1173333333,12.0588
545.52,13.6364666667,37.0114666667,28.7481333333,33.6589333333,13.2634666667,11.3617666667,32.2436,15.047,34.2006666667,12.0708666667
545.87,13.6805333333,37.1050666667,28.8041333333,33.7428,13.2712666667,11.3709,32.2760666667,15.0548,34.2446,12.0854
546.21,13.7022666667,37.1636666667,28.899,33.7977666667,13.3012,11.3858,32.3008666667,15.0951333333,34.297,12.1049333333
546.55,13.7154,37.2416,28.977,33.8622,13.3067333334,11.4026666667,32.3331333333,15.1086,34.3525333333,12.1146
546.90,13.752,37.3022666667,29.0382666667,33.9305,13.3496666667,11.4,32.3406,15.1497333333,34.3810666667,12.1558
547.24,13.7878,37.3832666667,29.1197333333,34.0043333333,13.3789333334,11.4305666667,32.3917333333,15.2075333333,34.4535333333,12.1751333333
547.58,13.8586666667,37.5162666667,29.2067333333,34.0817,13.4549333333,11.4833666667,32.4620666667,15.2698666667,34.5420666667,12.2366666667
547.92,13.9154,37.6281333333,29.2826,34.1734333333,13.5156,11.5142666667,32.5361333333,15.3364,34.6439333333,12.2640666667
548.27,14.0029333333,37.8014666667,29.4107333333,34.2947333333,13.5901333333,11.5899333333,32.6650666667,15.4385333333,34.7774,12.3267333333
548.61,14.0654666667,37.8813333333,29.5198666667,34.3559666667,13.6587333333,11.6528333333,32.7169333333,15.5084666667,34.8234,12.3774666667
548.95,14.1178,37.9842,29.6042666667,34.4459,13.703,11.7000666667,32.7644666667,15.5734,34.9235333333,12.4399333333
549.29,14.1115333333,38.0254666667,29.6503333333,34.5319333333,13.7503333333,11.7058,32.8056666667,15.5911333333,34.9364,12.3924
549.64,14.1529333333,38.1270666667,29.7554666667,34.6323,13.8148666667,11.7533666667,32.8509333334,15.6552,35.0312,12.4140666667
549.98,14.1746,38.2176,29.7684666667,34.7089666667,13.8352,11.7737333333,32.8729333333,15.6557333333,35.0829333333,12.4152666667
550.32,14.2368666667,38.3450666667,29.8886,34.8270666667,13.8931333333,11.8135333333,32.9408,15.706,35.1942666667,12.4541333333
550.66,14.2736,38.4721333333,30.0141333333,34.9787666667,13.9536,11.8777333333,33.0449333333,15.7812666667,35.2684,12.4863333333
551.01,14.3364666667,38.6010666667,30.1202666667,35.1012,14.0176666667,11.8846,33.1269333333,15.8189333333,35.3808,12.5044666667
551.35,14.3194666667,38.6778,30.1978,35.2083666666,13.9948666667,11.8745333333,33.1579333333,15.8320666667,35.4540666667,12.4985333333
551.69,14.2733333333,38.7273333334,30.1708666667,35.2158,13.9437333333,11.7888666667,33.1136666667,15.7553333333,35.406,12.4339333333
552.03,14.2804,38.7652666667,30.2718,35.2923,13.9741333333,11.7861,33.1365333333,15.8008666667,35.4708666667,12.4781333333
552.38,14.2900666667,38.8298,30.3571333333,35.3893333333,13.9848,11.7943333333,33.1862,15.8038,35.5659333333,12.5094666667
552.72,14.3445333333,38.9192666667,30.4405333333,35.4758333333,14.0250666667,11.8288666667,33.2166666667,15.8755333333,35.6140666667,12.5424666667
553.06,14.3622,38.9649333333,30.4904666667,35.4734666667,14.0125333333,11.8089333333,33.1774,15.8742,35.6393333333,12.5802
553.40,14.4162666667,39.0868666667,30.6032666667,35.5712666667,14.0674,11.885,33.2616666667,15.9309333333,35.7162,12.6474
553.74,14.5017333334,39.1891333333,30.7268666667,35.636,14.1382666667,11.9503666667,33.3272666666,15.9974666667,35.7832666667,12.7026666667
554.09,14.4517333333,39.1584,30.6642,35.6182,14.0709333333,11.8951666667,33.287,15.9709333333,35.7458666667,12.6354666667
554.43,14.4838,39.2462666667,30.7249333333,35.6745,14.0424,11.8715333333,33.2902666667,15.9614666667,35.8016,12.6130666667
554.77,14.4782666667,39.281,30.7611333333,35.718,14.0289333333,11.8864,33.2607333334,15.9619333333,35.8347333333,12.6418
555.11,14.5840666667,39.3945333334,30.8166666667,35.7888333333,14.0922,11.9520333333,33.3250666667,16.0464666667,35.9057333333,12.7065333333
555.45,14.6848,39.4886,30.9750666667,35.9207333333,14.1656,12.0886,33.4308666667,16.1663333333,36.0662666667,12.8278666667
555.80,14.7506,39.5774666667,31.0002,36.0099,14.2058666667,12.1282666667,33.4790666667,16.1665333333,36.1096,12.8518
556.14,14.8166666667,39.7062,31.1140666667,36.0921,14.2634,12.1584,33.5169333333,16.2454666667,36.1884666667,12.8822666667
556.48,14.8326666667,39.7607333333,31.1464,36.1406666667,14.3025333333,12.1535,33.5568666667,16.2556,36.2344666667,12.8818
556.82,14.8791333333,39.8837333333,31.232,36.2539333333,14.3749333333,12.2196666667,33.6526,16.3436,36.3674666667,12.9474666666
557.16,14.8737333333,39.8936666667,31.1844,36.2487,14.3525333333,12.1838333333,33.5859333333,16.3255333333,36.3574,12.9152666667
557.50,14.8746666667,39.9272,31.204,36.2687666667,14.3587333333,12.1959,33.5512,16.3425333333,36.3890666667,12.9528666667
557.85,15.0019333333,40.1225333333,31.3584,36.4054333333,14.4755333333,12.3375666667,33.6454,16.4524,36.5288666667,13.0706
558.19,14.9665333333,40.1036666666,31.3862,36.3868666667,14.4741333334,12.3152,33.5854666667,16.4584666667,36.4989333333,13.072
558.53,14.9808,40.1191333333,31.4118,36.3935,14.4580666667,12.3169,33.5989333333,16.4711333333,36.4830666667,13.0346666667
558.87,14.9602666667,40.1198666667,31.4729333333,36.3979666667,14.4866,12.315,33.5756666667,16.4336666667,36.5098,13.0131333333
559.21,14.9631333333,40.2229333333,31.5547333333,36.4628,14.5082,12.3051333333,33.5648666667,16.4285333333,36.5763333333,13.0014666667
559.55,14.9709333333,40.2808,31.6412,36.5089666667,14.4917333333,12.3038333333,33.5259333333,16.4701333333,36.6282666667,13.0012
559.89,14.9204,40.2670666667,31.5474,36.4569333333,14.4548,12.2559333333,33.4618666667,16.4390666667,36.5791333333,12.9486666667
560.23,14.9022666667,40.3014,31.5569333333,36.5041333333,14.3801333333,12.2561666667,33.4191333333,16.3998666667,36.5802666667,12.9082666667
560.58,14.9316,40.3627333333,31.6268666667,36.5429333333,14.3821333333,12.3004666667,33.4235333333,16.426,36.5972666667,12.9302
560.92,14.9552,40.4064,31.7392666667,36.6104666667,14.4062,12.3051,33.4510666667,16.449,36.6826666667,12.9697333333
561.26,15.0061333333,40.5018666667,31.7998666667,36.7024666667,14.4564,12.3049333333,33.5002,16.5082,36.7551333333,12.9948
561.60,15.0604666667,40.5410666667,31.8667333333,36.7298,14.5184666667,12.3218666667,33.5248666667,16.5697333333,36.7840666667,13.0501333333
561.94,15.1719333334,40.6644666667,31.9299333333,36.8043,14.6212,12.4016333333,33.6138,16.6333333333,36.8682666667,13.1106
562.28,15.2337333333,40.743,31.9678,36.8947333333,14.6821333333,12.4234333333,33.6324666667,16.6882666667,36.9342,13.1878
562.62,15.2042666667,40.7743333333,31.9696666667,36.92,14.6645333333,12.3653333333,33.6134,16.6840666667,36.9801333333,13.1994
562.96,15.2174,40.7385333333,31.9562666667,36.9293666667,14.6696666667,12.3251333333,33.6356,16.7206666667,36.9348,13.2115333333
563.30,15.1842666667,40.7449333333,31.9288,36.9358666667,14.6547333333,12.3147666667,33.6819333334,16.7142,36.9576,13.1967333333
563.64,15.2556,40.8139333333,32.0276,37.0242333333,14.6988666667,12.3693333333,33.7236666667,16.7564666667,37.0849333333,13.2422
563.99,15.3085333333,40.8608666667,32.0912666667,37.0122,14.7520666667,12.3880333333,33.7543333333,16.7983333333,37.1608,13.3123333333
564.33,15.3038,40.8351333333,32.0851333333,37.0169,14.7293333333,12.3333333333,33.7269333333,16.7566666667,37.1527333333,13.2968666667
564.67,15.3391333333,40.8636,32.1217333333,37.0468333334,14.7793333333,12.3728,33.7726,16.8101333334,37.1756666667,13.3222666667
565.01,15.3660666666,40.9041333333,32.1982,37.0757,14.7961333333,12.4033333333,33.8060666667,16.8449333333,37.2232,13.349
565.35,15.3797333333,40.9174666667,32.2253333333,37.1170666667,14.7876,12.4053,33.7696666667,16.8374,37.2388,13.3474666667
565.69,15.3972,40.9900666667,32.2588666667,37.1704666667,14.8054666667,12.4078666667,33.8305333333,16.8677333333,37.3392666667,13.39
566.03,15.4392666667,41.0292,32.2917333333,37.1809,14.8518,12.4335666667,33.8342666667,16.8835333333,37.3384,13.4180666667
566.37,15.4516,41.0742666667,32.3159333333,37.2164,14.8652666667,12.4531,33.8364666667,16.9038,37.3272666667,13.4508666667
566.71,15.489,41.1138666667,32.3475333333,37.2663666667,14.8848666667,12.5160666667,33.8377333333,16.928,37.3585333333,13.487
567.05,15.5684,41.2216666667,32.4592,37.3516666667,14.9732,12.5607666667,33.8557333333,16.9876666667,37.4046,13.5237333333
567.39,15.5772666667,41.3148,32.527,37.4192,14.9994666667,12.566,33.9217333334,16.9822,37.4172,13.5536
567.73,15.6283333334,41.4126666667,32.6222666667,37.5347666667,15.0458666667,12.5696666667,33.9623333333,17.0271333333,37.4614666667,13.5812
568.07,15.6931333333,41.5292666667,32.7169333333,37.62,15.108,12.6344,34.0271333333,17.1406,37.5214,13.6449333333
568.41,15.7008666667,41.5660666667,32.723,37.6350666667,15.1106666667,12.6535333333,33.9918,17.1597333333,37.5293333333,13.6592
568.75,15.6744666667,41.5992,32.7424666667,37.6932,15.1006666667,12.6344,33.9448,17.1200666666,37.5415333333,13.6338
569.09,15.6423333333,41.6302666666,32.7462666667,37.6628333333,15.0906,12.6012666667,33.9223333333,17.1358666667,37.5418,13.6374
569.43,15.6483333333,41.7210666667,32.8258,37.7759333333,15.1262,12.6415666667,33.9158666667,17.1924,37.604,13.6638
569.77,15.6622666667,41.8333333333,32.9126,37.8440666667,15.1748,12.6912333333,33.9876,17.2524,37.763,13.7002666667
570.11,15.7434,41.8974,33.0100666667,37.9004,15.2235333333,12.7441666667,34.0354666667,17.3067333334,37.8785333333,13.7242666667
570.45,15.7545333333,41.9895333333,33.0766,37.9451666667,15.251,12.7640333333,34.0768666667,17.3343333333,37.9536,13.7462
570.79,15.7197333333,41.966,33.0449333333,37.9207666667,15.1960666667,12.7171,34.0406666667,17.3317333334,37.9562,13.7386666667
571.13,15.7367333333,42.0220666667,33.1014666666,37.9678333333,15.2156,12.7735,34.0236666667,17.4261333333,38.0193333333,13.7568666667
571.47,15.7546666667,42.0698,33.1376666667,38.0194333333,15.2573333333,12.8141666667,34.0416,17.4642666667,38.0679333333,13.7967333333
571.81,15.7688,42.0534,33.1726,38.0615,15.2669333333,12.8333333333,34.0287333333,17.4536666667,38.1104,13.8004
572.15,15.7711333333,42.1286666667,33.2210666667,38.1159333333,15.2964,12.8173666667,34.0449333333,17.4677333334,38.1551333333,13.8248666667
572.49,15.8048666667,42.1552666667,33.259,38.1280333333,15.2992666667,12.8311,34.0785333333,17.5146,38.1768666667,13.8550666667
572.83,15.8238,42.2185333333,33.3286,38.2213,15.3056,12.8402,34.1426,17.5183333333,38.2553333333,13.8656
573.17,15.8119333333,42.1572,33.3136666667,38.2146666667,15.2548,12.8177,34.0983333333,17.5017333333,38.2324,13.8402666667
573.51,15.7752666667,42.1507333333,33.3002666667,38.2286,15.2054,12.8087333333,34.0192666667,17.4773333333,38.1851333333,13.8125333334
573.85,15.7788,42.2369333333,33.3425333333,38.2876666667,15.2039333333,12.8484666667,33.9972666667,17.5197333333,38.1792,13.8306
574.19,15.817,42.3117333333,33.4038,38.3513,15.2455333333,12.8856,34.0076,17.5628666667,38.2378,13.8738666667
574.53,15.8785333333,42.3912,33.4359333333,38.3962666667,15.3158,12.9664,34.0634,17.5992666667,38.2723333333,13.9199333333
574.87,15.9306,42.4240666667,33.4884666667,38.4492333333,15.358,12.9930666667,34.0886666667,17.5982,38.3151333333,13.9453333333
575.21,15.9289333333,42.4711333333,33.5390666666,38.4904333333,15.3672,12.9964333333,34.1028666667,17.6214666667,38.3488666667,13.9277333333
575.55,15.929,42.525,33.5254,38.4715,15.3984,12.9993666667,34.0674666667,17.6092666667,38.3491333333,13.9327333333
575.89,15.9777333333,42.5323333333,33.5391333333,38.4987333333,15.4,13.0356,34.06,17.6194,38.3521333333,13.9322
576.22,15.9806,42.5866,33.5551333333,38.5450666667,15.4163333333,13.0647,34.0718666667,17.6451333333,38.3726666667,13.9525333333
576.56,15.9936,42.6285333333,33.5858666667,38.6011,15.4374,13.1100333333,34.0816,17.6795333333,38.3989333333,13.9786
576.90,16.041,42.6977333333,33.6524,38.6303,15.5124666667,13.1715666667,34.1279333333,17.7290666667,38.4064,14.0080666667
577.24,16.1002666667,42.7466,33.7394,38.7180333333,15.5821333333,13.1853666667,34.2017333333,17.7851333333,38.4441333333,14.0725333333
577.58,16.1392,42.7874666667,33.7989333333,38.7985,15.6514666667,13.1768666667,34.2388666667,17.8075333333,38.4676666667,14.0881333333
577.92,16.0626666667,42.7094,33.7347333333,38.7574666667,15.5915333333,13.0919333333,34.111,17.7242666667,38.3808666667,14.0148666667
578.26,16.044,42.6742,33.8084,38.7797,15.5742,13.0813666667,34.0586666667,17.7134666667,38.4228,13.9819333333
578.60,15.9958,42.5839333333,33.7302666667,38.6962666667,15.5503333333,13.0236666667,33.9526666667,17.6658666666,38.3626,13.9423333333
578.94,16.0232666667,42.6135333333,33.7409333333,38.703,15.5534,13.0764666667,33.9223333333,17.6420666667,38.4162,13.9814
579.28,16.0811333333,42.6520666667,33.804,38.8147666667,15.611,13.1392333333,33.9829333334,17.7416666667,38.4895333333,14.0377333333
579.61,16.0868,42.7167333333,33.8706,38.8458333333,15.6532,13.1674333333,34.0073333333,17.7718,38.5952666667,14.067
579.95,16.1298666667,42.7783333333,33.9064666667,38.8766666667,15.6903333333,13.1957,34.0144666667,17.795,38.6935333334,14.0796666667
580.29,16.1936666667,42.7684,33.9108666667,38.8836666666,15.7453333333,13.2158,33.9907333333,17.8334,38.7395333333,14.0834
580.63,16.1544666667,42.7769333333,33.8778,38.8621666667,15.7056,13.1689,33.9428,17.7774,38.7972666667,14.034
580.97,16.1858,42.873,33.9376,38.9295,15.7817333333,13.2515666667,33.9789333333,17.8295333333,38.8816,14.0653333333
581.31,16.1392,42.8932,33.9198666667,38.9316,15.7970666667,13.3106666667,33.9745333333,17.8298666667,38.9655333334,14.073
581.65,16.2126666667,42.9696666667,33.9760666667,38.9831333333,15.8311333333,13.3460333333,34.0401333333,17.8988,39.0498,14.0882666666
581.98,16.2096,43.0453333333,33.9663333333,39.0229333333,15.8406,13.332,34.0415333333,17.9226,39.1083333333,14.0979333333
582.32,16.2226,43.108,34.0288,39.1050666667,15.804,13.336,34.0779333333,17.9310666667,39.116,14.1022666667
582.66,16.2033333333,43.0798,33.9768666667,39.0897,15.792,13.2822,34.0535333333,17.976,39.0543333333,14.0498666667
583.00,16.1600666667,43.1618,34.0295333333,39.0621666667,15.7436,13.2261333333,34.0502,17.9277333333,39.0909333333,14.0263333333
583.34,16.1789333333,43.1927333333,34.0605333333,39.0950333333,15.7548666667,13.2123,33.9947333333,17.9351333333,39.0926,14.0499333333
583.68,16.1435333333,43.1962666667,34.0964666667,39.1539,15.7577333333,13.1543333333,33.9854,17.9172666667,39.0705333333,14.0080666667
584.01,16.0576666667,43.182,34.098,39.1305333333,15.7240666667,13.122,33.9242,17.8622,39.0528666667,13.943
584.35,16.079,43.2323333333,34.133,39.1179666667,15.7292,13.1404666667,33.8833333333,17.8919333333,39.0765333333,13.9585333333
584.69,16.0434666667,43.1322666667,34.0465333333,39.066,15.6144666667,13.037,33.761,17.8237333333,38.9995333333,13.8592
585.03,16.0614666667,43.0918,34.0409333333,38.9803666667,15.5020666667,12.9025666667,33.7012,17.773,38.9287333333,13.7927333333
585.37,16.0484,43.1075333333,34.05,39.0091333333,15.5350666667,12.9609333333,33.6692,17.7897333333,38.9678666667,13.8069333333
585.70,16.0272,43.1369333333,34.0768,39.0120666667,15.5068,12.9427,33.641,17.7440666667,38.9061333333,13.8132
586.04,16.0308,43.1824666667,34.0616,39.0423333333,15.5555333333,12.9180333333,33.6038,17.7806666667,38.9382666667,13.7862666667
586.38,16.0094,43.2258,34.1084666667,39.0130333334,15.5378,12.9141,33.5761333333,17.7522,38.9409333333,13.7744
586.72,16.0208,43.2558666667,34.1846,39.0748333333,15.5755333333,12.9902666667,33.5582666667,17.7798,39.0350666667,13.8168666667
587.06,15.9189333333,43.3363333333,34.1900666666,39.1240333333,15.4688666667,12.9246333333,33.6094666667,17.7116666667,39.0350666667,13.7086666667
587.39,15.917,43.3427333334,34.1855333333,39.0772,15.4893333333,12.9801333333,33.6044,17.7136666667,39.0241333333,13.72
587.73,16.0274,43.5497333333,34.4024666667,39.2015666667,15.5974,13.0777,33.667,17.8004666667,39.1363333333,13.8031333333
588.07,16.0438,43.588,34.4821333334,39.2816,15.5842,13.0732666667,33.6383333333,17.8074,39.0983333333,13.8202666667
588.41,16.0561333333,43.7974666667,34.6340666667,39.3900666667,15.5997333333,13.0867666667,33.7031333333,17.8427333333,39.2334666667,13.8372666667
588.74,15.9804666666,43.8284,34.6362,39.4010666667,15.5986666667,13.1187333333,33.6572,17.8312,39.2384666667,13.8544
589.08,15.9775333333,43.8805333333,34.6984666667,39.4531,15.5508,13.0956333333,33.695,17.821,39.241,13.845
589.42,16.0198,44.0672,34.8207333333,39.5853666666,15.6246,13.1495,33.7725333333,17.9076,39.3662,13.898
589.76,16.0644666666,44.1528666667,34.9356,39.6083666667,15.6166,13.1800333333,33.8244,17.9237333333,39.4139333333,13.9472666667
590.09,16.1447333334,44.2834666667,35.0399333333,39.763,15.7085333333,13.2642333333,33.9192,18.0074,39.5574666667,14.0476666667
590.43,16.1374,44.3502,34.9948666667,39.7944666667,15.7230666667,13.2189333333,33.8944666667,18.0199333333,39.5461333333,14.0080666667
590.77,16.2167333333,44.3993333333,35.0571333333,39.8469666667,15.8030666667,13.3001333333,33.8822,18.1072666667,39.6044,14.0652666667
591.11,16.2842666667,44.5419333334,35.2072,40.0363333334,15.8247333333,13.3392666667,33.9336666667,18.1858,39.6910666667,14.1357333333
591.44,16.2393333333,44.5078,35.0968,40.0339333333,15.7458666667,13.3025666667,33.9276,18.1814,39.6348,14.1079333333
591.78,16.2638666667,44.5544666667,35.1302666667,40.127,15.8062,13.2971666667,33.9914,18.1853333333,39.6885333333,14.1370666666
592.12,16.2293333333,44.5106,35.0850666667,40.0747333333,15.8294666667,13.2726333333,33.9586666667,18.1246,39.6637333333,14.1093333333
592.46,16.3313333333,44.6226,35.2303333333,40.2301666667,15.9155333333,13.3289333333,34.0757333333,18.2070666667,39.7637333333,14.164
592.79,16.3466666667,44.7330666667,35.3093333333,40.2657333333,15.9762,13.3369,34.0462,18.2474666667,39.7908,14.2114
593.13,16.3278666667,44.7074666667,35.2735333333,40.2426,15.9441333333,13.3075333333,33.9684666667,18.2417333333,39.824,14.211
593.47,16.2862,44.7902,35.2870666667,40.2881333333,15.9383333333,13.3025333333,33.9676,18.2432666667,39.8544666667,14.1844666667
593.80,16.2188,44.7579333333,35.2690666667,40.2467,15.8463333333,13.2028,33.9218,18.1479333333,39.8028,14.111
594.14,16.2132,44.8308666667,35.4069333333,40.3431333333,15.8024,13.2021,33.9723333333,18.1464666667,39.7908666667,14.1147333333
594.48,16.2002,44.7666666667,35.3989333333,40.3433666667,15.8036666667,13.1813,33.9514,18.1529333333,39.7746666667,14.1230666667
594.81,16.1736666667,44.8527333333,35.4032666667,40.2920333333,15.7948666667,13.1387666667,33.9543333333,18.1348666667,39.8014,14.1056666667
595.15,16.1531333333,44.9286666667,35.4509333333,40.3717333333,15.8176,13.082,33.9382,18.1382,39.8792,14.0962
