wavelength,Back_HemFlam,Belly_HemFlam,Breast_HemFlam,Crissum_HemFlam,Crown_HemFlam,DorTail_HemFlam,Patch10_HemFlam,Rump_HemFlam,Throat_HemFlam,WingTip_HemFlam
440.04,3.87106666667,48.1449,28.7483333333,6.84973333334,2.82986666667,5.74446666667,32.2872666667,3.9062,3.90586666667,5.40786666667
440.40,3.8636,48.2012,28.7751333333,6.84753333333,2.82773333333,5.73773333333,32.2958666667,3.90526666667,3.901,5.39393333334
440.75,3.86166666666,48.1979,28.7471333334,6.83199999999,2.819,5.71866666667,32.2654,3.8962,3.889,5.38606666667
441.11,3.87046666667,48.239,28.7682666667,6.82979999999,2.8296,5.72173333333,32.2761333334,3.88893333334,3.88706666667,5.38846666667
441.47,3.86913333333,48.3085666667,28.8027333333,6.82206666666,2.82406666667,5.7146,32.3135333333,3.88066666667,3.87273333333,5.38633333333
441.82,3.86586666667,48.3541,28.8222,6.80886666667,2.8132,5.7004,32.3156,3.85613333333,3.86666666667,5.37373333334
442.18,3.88393333333,48.4135666667,28.8557333333,6.81333333333,2.82126666667,5.70513333333,32.3208666667,3.8602,3.866,5.3894
442.53,3.89013333333,48.4495333333,28.8549333333,6.80133333333,2.83633333333,5.70573333333,32.3148,3.85826666667,3.86826666667,5.39146666667
442.89,3.8894,48.5162666667,28.8632,6.78026666667,2.8296,5.70313333333,32.3335333333,3.84246666667,3.86213333333,5.39326666667
443.24,3.88066666666,48.5718,28.8720666667,6.74920000001,2.81893333333,5.69686666667,32.3558666667,3.81806666667,3.84406666667,5.38833333333
443.60,3.90533333333,48.6103333333,28.8981333333,6.73866666667,2.83113333333,5.72073333333,32.3748,3.8224,3.85893333333,5.40693333333
443.95,3.90886666667,48.6218666667,28.8966,6.71386666667,2.83473333333,5.7346,32.3844666666,3.80746666666,3.85633333333,5.4108
444.31,3.914,48.658,28.9024,6.68946666666,2.84553333333,5.7444,32.4141333333,3.79553333333,3.859,5.4252
444.66,3.8962,48.7331333333,28.9235333333,6.65806666667,2.83966666666,5.74113333333,32.4436,3.76513333333,3.83693333333,5.4276
445.02,3.8692,48.7481,28.9137333333,6.60833333333,2.81646666667,5.71906666667,32.4254,3.73506666667,3.8078,5.40553333333
445.37,3.87913333333,48.7623666667,28.9173333334,6.58853333333,2.83206666667,5.73373333333,32.4020666667,3.72206666667,3.8088,5.42506666667
445.72,3.87386666667,48.7809333333,28.911,6.56259999999,2.83773333333,5.737,32.4094,3.7134,3.79113333333,5.4438
446.08,3.86053333333,48.8413,28.932,6.52546666666,2.8256,5.72273333333,32.464,3.68346666667,3.76466666667,5.42993333333
446.43,3.85213333333,48.8494333333,28.9247333333,6.49080000001,2.81913333333,5.71473333333,32.4595333334,3.6538,3.74793333333,5.4272
446.79,3.8446,48.8523,28.9271333333,6.46006666667,2.81773333333,5.6996,32.4565333333,3.63573333333,3.73373333333,5.42186666667
447.14,3.85233333333,48.8564666667,28.9326,6.43940000001,2.82053333333,5.68946666667,32.4462,3.6312,3.72426666667,5.42293333333
447.50,3.8486,48.8776666667,28.9395333333,6.41466666667,2.82526666667,5.681,32.4558,3.62206666667,3.7168,5.42553333333
447.85,3.84053333333,48.8869666667,28.9477333333,6.393,2.82593333333,5.6662,32.4557333333,3.6062,3.7026,5.42053333333
448.21,3.82826666667,48.8755666667,28.9393333333,6.36353333334,2.81473333333,5.64413333333,32.4226666667,3.5836,3.68153333333,5.41233333333
448.56,3.82653333333,48.8409666667,28.9224,6.33226666667,2.81526666667,5.6344,32.4008666667,3.57573333333,3.6772,5.4044
448.92,3.82526666667,48.8522333333,28.9366,6.30639999999,2.8146,5.631,32.4228666667,3.56246666667,3.665,5.39766666667
449.27,3.81086666667,48.8566,28.9336666667,6.26659999999,2.80026666667,5.60833333333,32.4295333333,3.54353333333,3.6486,5.37646666667
449.62,3.8192,48.8995,28.972,6.24980000001,2.80813333333,5.61753333334,32.4657333333,3.53893333333,3.6502,5.368
449.98,3.81906666667,48.8992,28.9763333333,6.22113333334,2.81193333333,5.61086666667,32.4417333333,3.5282,3.64646666667,5.36446666667
450.33,3.83653333333,48.9088666667,29.0069333333,6.22633333334,2.8286,5.63253333333,32.4784,3.5466,3.655,5.3828
450.69,3.87713333333,48.9802333333,29.0645333333,6.2344,2.86626666667,5.67906666667,32.5242,3.57653333333,3.68313333333,5.41926666667
451.04,3.87746666667,49.0063,29.0957333333,6.2304,2.88233333334,5.70306666667,32.558,3.58246666667,3.69633333333,5.439
451.40,3.8904,49.1020666667,29.1603333333,6.23293333334,2.89413333333,5.7298,32.6194,3.59493333333,3.7078,5.45046666667
451.75,3.89333333333,49.1045333333,29.1586,6.21046666666,2.8914,5.72786666667,32.6237333333,3.5882,3.70373333333,5.45253333333
452.10,3.9016,49.1398,29.1789333333,6.21580000001,2.9056,5.75153333333,32.6657333333,3.60013333333,3.70626666667,5.46793333333
452.46,3.91526666667,49.2005,29.2196666666,6.21379999999,2.911,5.76253333333,32.7046666667,3.6048,3.70193333333,5.4814
452.81,3.942,49.2666,29.2651333333,6.24473333333,2.94786666667,5.79706666667,32.755,3.63506666667,3.7318,5.52986666667
453.17,3.9616,49.2838666667,29.2999333334,6.26833333334,2.9756,5.81973333334,32.804,3.6568,3.7478,5.55453333333
453.52,3.99006666667,49.3220666667,29.3267333333,6.29026666667,3.00426666667,5.84933333333,32.8357333333,3.6826,3.77373333333,5.58073333333
453.87,4.01926666667,49.3327666667,29.3509333333,6.32039999999,3.04866666667,5.88966666666,32.8692,3.72766666667,3.81126666667,5.62033333333
454.23,4.02753333333,49.3697333333,29.3945333333,6.32633333334,3.06066666667,5.898,32.8903333333,3.74746666667,3.822,5.63066666667
454.58,4.0286,49.4171666667,29.4152666667,6.33646666667,3.064,5.89573333333,32.9318666667,3.7546,3.82953333333,5.63786666666
454.93,4.0442,49.4663333333,29.4416,6.34219999999,3.07753333333,5.9098,32.9588666667,3.77473333333,3.83733333333,5.64586666667
455.29,4.0158,49.4297666667,29.4064666667,6.3154,3.0452,5.8684,32.9365333334,3.74353333333,3.79626666667,5.62173333333
455.64,4.02973333333,49.5354333333,29.4587333333,6.33680000001,3.0558,5.88913333333,33.0051333333,3.7614,3.80966666667,5.64446666667
456.00,4.0308,49.5582666667,29.4742666667,6.33199999999,3.0486,5.88626666666,33.0102666667,3.75713333334,3.81173333333,5.6386
456.35,4.00546666667,49.5646333333,29.4679333333,6.32339999999,3.02806666667,5.873,33.0004,3.7446,3.7954,5.61433333334
456.70,3.98853333333,49.5309,29.4409333333,6.31353333333,3.00426666667,5.85313333333,32.9744666667,3.73093333333,3.77386666667,5.5912
457.06,3.98273333333,49.5404666667,29.4298666667,6.31066666666,2.983,5.85146666667,32.9732,3.72506666667,3.76446666667,5.589
457.41,3.9626,49.5306333333,29.4052,6.30606666667,2.96773333333,5.83153333333,32.9504,3.71713333333,3.7536,5.5832
457.76,3.95786666667,49.5863333333,29.4188666667,6.31326666667,2.95006666667,5.81746666667,32.9631333333,3.71146666667,3.74593333334,5.57693333333
458.12,3.94006666667,49.6154666667,29.4111333333,6.30893333334,2.92793333333,5.7942,32.958,3.6928,3.73433333333,5.55666666667
458.47,3.9304,49.6488666667,29.4262,6.32379999999,2.9168,5.78686666667,32.9616,3.69086666667,3.726,5.54673333334
458.82,3.93013333333,49.6717,29.4214666666,6.35160000001,2.9166,5.77346666667,32.9574666667,3.6964,3.73366666667,5.5474
459.18,3.95213333333,49.7259666667,29.4576666667,6.39646666666,2.9506,5.80666666667,32.983,3.739,3.7708,5.57466666667
459.53,3.9522,49.7501666667,29.4578,6.42080000001,2.95546666667,5.8056,32.9755333333,3.754,3.78166666667,5.57133333333
459.88,3.9572,49.7862666667,29.4633333334,6.45599999999,2.969,5.80586666667,32.9970666667,3.77426666667,3.7934,5.57173333333
460.24,3.96953333333,49.8122333333,29.4691333333,6.48693333333,2.981,5.8054,33.0067333333,3.79133333333,3.80906666667,5.58406666667
460.59,3.96946666667,49.8808,29.4816,6.50613333334,2.97733333333,5.80053333334,33.0318,3.7956,3.81706666667,5.578
460.94,3.96073333333,49.9224,29.4957333333,6.53399999999,2.97426666667,5.78573333333,33.0225333333,3.80733333333,3.82313333333,5.5588
461.29,3.95646666667,49.9734666666,29.5186,6.56240000001,2.96746666667,5.77053333333,33.0382,3.81633333333,3.8274,5.54993333333
461.65,3.94506666667,50.0502666667,29.5448666667,6.60293333333,2.95653333333,5.76106666667,33.0674,3.82206666667,3.83766666667,5.53553333333
462.00,3.9666,50.1103666667,29.5632666667,6.66946666666,2.98893333333,5.77573333333,33.0866666667,3.86646666667,3.86973333333,5.5592
462.35,3.98213333333,50.1680666667,29.5884,6.72579999999,3.00626666667,5.777,33.1086,3.8994,3.90793333333,5.5624
462.71,3.98606666667,50.2264,29.6168,6.77666666667,3.0128,5.77926666667,33.1273333333,3.92953333333,3.92493333333,5.55893333334
463.06,3.99666666667,50.27,29.6226666667,6.83566666667,3.00793333333,5.7722,33.1191333334,3.9588,3.94793333333,5.55506666667
463.41,4.01273333334,50.3538333333,29.679,6.91266666667,3.02626666667,5.77786666667,33.152,3.996,3.98646666667,5.56646666667
463.76,4.03813333333,50.4423,29.714,6.99113333334,3.04286666667,5.7986,33.1616666667,4.04273333333,4.0338,5.59773333333
464.12,4.04573333333,50.5277,29.7536666667,7.07806666667,3.0538,5.81186666667,33.1856666667,4.08193333333,4.0742,5.607
464.47,4.06553333333,50.6134333333,29.8098,7.18173333333,3.07433333333,5.8254,33.1912,4.1356,4.12233333333,5.63846666667
464.82,4.09973333333,50.7323666667,29.8426,7.28226666667,3.10073333333,5.8532,33.2218,4.1908,4.17826666667,5.67806666667
465.17,4.11406666667,50.8231333333,29.8674666667,7.3698,3.1112,5.86666666667,33.2307333333,4.23053333333,4.21826666667,5.69326666667
465.53,4.14753333333,50.8962666667,29.9082666667,7.46433333333,3.14593333333,5.89333333333,33.244,4.3066,4.26886666667,5.72473333333
465.88,4.18206666667,51.0312,29.9696,7.56406666667,3.1642,5.92246666666,33.2951333333,4.37093333333,4.32613333333,5.75573333333
466.23,4.20553333333,51.1235333334,30.0003333333,7.65786666667,3.1874,5.93393333333,33.2934666667,4.42566666667,4.36713333333,5.78986666667
466.58,4.2196,51.265,30.0602666667,7.7442,3.198,5.94046666667,33.3588666667,4.4638,4.4,5.806
466.94,4.208,51.3246666667,30.0747333333,7.80079999999,3.19266666667,5.92293333333,33.3697333334,4.48933333333,4.4202,5.80666666667
467.29,4.20646666667,51.4053333333,30.0937333333,7.85940000001,3.1796,5.916,33.3949333333,4.51413333333,4.42653333333,5.80306666667
467.64,4.19666666667,51.4928333333,30.1292,7.91466666667,3.17466666667,5.9022,33.4093333333,4.54266666667,4.45073333334,5.7914
467.99,4.21473333333,51.6208666667,30.1786666667,8.00006666666,3.1916,5.91486666666,33.4479333333,4.59033333333,4.4992,5.81393333333
468.35,4.2344,51.7196,30.2086,8.06413333333,3.20766666667,5.9306,33.4800666667,4.63473333333,4.53433333333,5.82033333333
468.70,4.256,51.8046666667,30.2587333333,8.13606666665,3.2288,5.94726666667,33.5236,4.67846666667,4.57453333333,5.84586666667
469.05,4.283,51.9387,30.3246,8.22273333334,3.2588,5.97313333333,33.5950666666,4.73826666667,4.62126666667,5.87913333333
469.40,4.2958,52.0291,30.3577333333,8.29613333334,3.27386666667,5.97933333333,33.6205333333,4.7788,4.6654,5.89393333333
469.75,4.25586666667,52.072,30.3628,8.32066666666,3.24473333333,5.95153333333,33.6304666667,4.7724,4.6542,5.86286666667
470.11,4.21813333333,52.1164,30.3726,8.34273333333,3.20473333333,5.93286666666,33.6444666666,4.75993333333,4.64046666667,5.82926666667
470.46,4.22153333333,52.1130333333,30.3561333333,8.3772,3.2048,5.94273333333,33.6188,4.7766,4.6654,5.831
470.81,4.2352,52.2293,30.3980666667,8.43513333332,3.21106666667,5.95413333333,33.6611333333,4.78733333333,4.6818,5.83126666667
471.16,4.2462,52.2583333333,30.3959333333,8.4764,3.22733333333,5.97073333333,33.6389333333,4.8134,4.71173333333,5.84766666667
471.51,4.26426666667,52.2861333333,30.4052,8.52833333333,3.2476,5.99466666667,33.643,4.82926666667,4.73046666667,5.8678
471.87,4.26693333333,52.3053333333,30.4074,8.53433333333,3.25246666667,6.00073333333,33.6482666667,4.84133333333,4.7318,5.87126666667
472.22,4.27433333333,52.3329666667,30.4136,8.56186666667,3.26586666666,6.0032,33.6533333333,4.85213333333,4.74153333333,5.87526666667
472.57,4.25333333333,52.3666666667,30.4177333333,8.56106666667,3.2596,5.9942,33.6265333333,4.8486,4.735,5.8578
472.92,4.245,52.3509666667,30.4051333333,8.54433333333,3.2496,5.97406666667,33.5855333333,4.8206,4.72253333333,5.8308
473.27,4.2384,52.3511333333,30.3996,8.50793333333,3.2444,5.9684,33.5701333333,4.7864,4.70193333333,5.82226666667
473.62,4.20086666667,52.3096666667,30.3358666667,8.43519999999,3.20233333333,5.9214,33.4926666667,4.7226,4.65053333334,5.77433333333
473.98,4.1922,52.3056,30.32,8.40233333334,3.1994,5.90706666667,33.4796666667,4.69666666667,4.63866666667,5.76673333333
474.33,4.19486666667,52.3732333333,30.3580666667,8.37979999999,3.197,5.89886666667,33.4906666667,4.673,4.62166666666,5.7622
474.68,4.18853333333,52.3868,30.363,8.34073333333,3.19593333333,5.8904,33.4878666667,4.64306666667,4.6014,5.76546666667
475.03,4.1808,52.3873333333,30.3438,8.28693333333,3.177,5.87066666667,33.4700666667,4.60366666667,4.57466666667,5.75426666667
475.38,4.16946666667,52.4566,30.3668666667,8.21980000001,3.15406666667,5.8394,33.5107333333,4.55913333333,4.5376,5.74653333333
475.73,4.15386666667,52.4707,30.37,8.15239999999,3.1364,5.81693333334,33.4936666667,4.50253333333,4.49526666667,5.73593333333
476.08,4.12926666667,52.4693666667,30.3752,8.08213333333,3.11533333333,5.79886666667,33.4951333333,4.44706666667,4.46033333333,5.7198
476.44,4.133,52.4996666667,30.3880666667,8.02766666666,3.11233333333,5.79346666667,33.5064,4.4162,4.43366666667,5.73086666667
476.79,4.1314,52.5061,30.3949333333,7.96559999999,3.10773333333,5.80266666667,33.5277333333,4.38913333333,4.40826666667,5.7438
477.14,4.09026666667,52.5014666667,30.3763333333,7.88133333333,3.07173333333,5.76746666667,33.5108,4.32553333333,4.35306666666,5.71946666667
477.49,4.12393333333,52.5463666667,30.4238,7.87133333334,3.11233333333,5.80386666667,33.5600666667,4.3314,4.36673333333,5.7652
477.84,4.1356,52.5761,30.4448666667,7.81833333333,3.12693333334,5.81773333333,33.5630666667,4.3124,4.34833333333,5.78306666667
478.19,4.10446666667,52.5120333333,30.3986,7.74239999999,3.10813333333,5.8014,33.5149333333,4.25913333334,4.2994,5.77506666667
478.54,4.0824,52.4926333333,30.3820666667,7.66086666667,3.0866,5.79193333333,33.4834,4.20926666666,4.26466666667,5.7612
478.89,4.0706,52.5148,30.3986,7.59933333333,3.08386666667,5.78313333333,33.508,4.16386666667,4.22966666667,5.75073333333
479.24,4.06486666667,52.4448333334,30.354,7.52993333334,3.07506666667,5.78406666667,33.4444666667,4.123,4.2026,5.74593333333
479.60,4.07986666667,52.4496333333,30.3553333333,7.48713333333,3.095,5.80173333333,33.4463333333,4.1164,4.1984,5.7578
479.95,4.0824,52.4429,30.3264666667,7.41639999999,3.08906666667,5.79506666667,33.4194666667,4.0852,4.17286666667,5.76206666667
480.30,4.05906666667,52.3933,30.2858,7.33746666667,3.05953333333,5.77706666667,33.4032,4.02173333333,4.1154,5.726
480.65,4.0538,52.4284666666,30.2774666667,7.27579999999,3.05013333333,5.76166666667,33.4046,3.98213333333,4.0778,5.71326666667
481.00,4.08186666666,52.5157,30.3154,7.25239999999,3.06586666667,5.79486666667,33.4694,3.97446666667,4.0684,5.7298
481.35,4.09646666667,52.6524,30.394,7.22839999999,3.07053333333,5.8116,33.5631333333,3.953,4.05113333333,5.73873333333
481.70,4.10566666667,52.7929666667,30.4646,7.21406666667,3.0728,5.82026666667,33.6674666667,3.93133333333,4.03693333333,5.74233333333
482.05,4.13106666667,52.9613666667,30.5735333334,7.21453333334,3.086,5.85346666667,33.7942,3.93926666667,4.04726666667,5.759
482.40,4.16293333333,53.1398,30.6794,7.2342,3.10666666667,5.8868,33.922,3.9532,4.06386666667,5.7886
482.75,4.175,53.2546,30.7522666667,7.2412,3.11633333333,5.9068,34.0140666667,3.95826666667,4.06966666667,5.80213333333
483.10,4.17286666667,53.3623666667,30.8033333333,7.24393333333,3.11706666667,5.90873333333,34.0728666667,3.95353333333,4.0676,5.8018
483.45,4.17166666667,53.4209,30.8222666667,7.24006666666,3.10893333333,5.90593333334,34.0957333333,3.94446666667,4.0628,5.80186666667
483.80,4.16893333333,53.4636,30.8363333333,7.24980000001,3.1044,5.90786666667,34.1212,3.94053333333,4.05606666667,5.80066666667
484.15,4.1824,53.5243,30.8617333333,7.26733333334,3.1178,5.91746666667,34.1541333333,3.95513333333,4.0702,5.81606666667
484.50,4.1886,53.5514333333,30.8768,7.27760000001,3.12506666667,5.9248,34.1652666667,3.96053333333,4.08193333333,5.82406666666
484.85,4.19846666667,53.5952333333,30.8988666667,7.29306666666,3.1388,5.9312,34.1856666667,3.9706,4.09513333333,5.83386666667
485.20,4.1998,53.6011,30.8901333333,7.30493333333,3.14153333333,5.9314,34.1833333333,3.97766666667,4.1054,5.83446666667
485.55,4.20653333333,53.6369333333,30.8993333333,7.33233333333,3.14733333333,5.93913333333,34.1848,3.99793333333,4.12193333333,5.84506666667
485.90,4.21006666667,53.6586666667,30.891,7.35246666666,3.15106666667,5.93426666667,34.1735333333,4.00926666667,4.1336,5.8514
486.25,4.20033333333,53.6225333333,30.8528666667,7.36840000001,3.14826666667,5.9232,34.1273333333,4.01473333333,4.138,5.84706666666
486.60,4.19613333333,53.6124666667,30.8214,7.38826666666,3.14673333333,5.91593333333,34.0796,4.02373333333,4.14973333334,5.8498
486.95,4.20946666667,53.6136,30.823,7.42940000001,3.16026666667,5.92753333333,34.0774666667,4.0494,4.17293333333,5.86466666667
487.30,4.21466666667,53.6251333333,30.8278,7.471,3.1676,5.93053333333,34.0799333333,4.07186666667,4.19,5.87226666667
487.65,4.21913333333,53.6214333333,30.8207333333,7.49619999999,3.1754,5.927,34.05,4.09246666666,4.207,5.87786666667
488.00,4.21673333333,53.6182666667,30.8144,7.52746666667,3.17573333333,5.9204,34.033,4.1102,4.22553333333,5.87906666666
488.35,4.21206666667,53.6176333333,30.7962666667,7.57166666666,3.17426666667,5.91673333333,34.0104666667,4.1324,4.2392,5.87873333333
488.70,4.19953333333,53.6195,30.7746,7.6196,3.15993333333,5.89813333333,33.9762666667,4.1544,4.25313333333,5.86966666667
489.05,4.2072,53.6598333333,30.7901333333,7.69686666666,3.169,5.9052,33.9691333333,4.19813333334,4.28426666667,5.87986666667
489.40,4.206,53.6070666667,30.744,7.76366666666,3.17066666667,5.89686666667,33.9050666667,4.2344,4.31606666667,5.87833333333
489.75,4.19213333333,53.6261,30.7305333333,7.8352,3.1578,5.8852,33.8792666667,4.26566666667,4.33933333333,5.86726666667
490.10,4.19853333333,53.661,30.7292,7.923,3.1616,5.88513333333,33.8699333334,4.31726666667,4.37873333333,5.86426666667
490.45,4.20626666667,53.6805333333,30.7330666667,8.01553333333,3.1672,5.8886,33.8470666667,4.3692,4.41733333333,5.86733333333
490.80,4.20273333333,53.69,30.7102,8.09439999999,3.16126666667,5.88206666667,33.8155333333,4.415,4.45,5.86606666667
491.15,4.20493333333,53.6972,30.7038666667,8.175,3.1604,5.8828,33.795,4.46206666667,4.49346666667,5.86706666667
491.50,4.21473333333,53.7270333333,30.7225333333,8.2738,3.17113333333,5.88933333333,33.8,4.52013333333,4.53993333333,5.87406666667
491.85,4.2248,53.7822,30.7363333333,8.36313333333,3.18126666667,5.89353333333,33.7990666667,4.57313333333,4.5862,5.88013333333
492.20,4.23966666667,53.8549,30.7794,8.46753333333,3.1918,5.90326666667,33.8282666667,4.6378,4.6418,5.8946
492.55,4.263,53.8818666667,30.7986666667,8.57466666665,3.21546666667,5.9236,33.8416,4.7128,4.70126666667,5.91686666667
492.90,4.2646,53.8872,30.7993333333,8.66380000001,3.2128,5.9128,33.8273333333,4.7702,4.7494,5.9208
493.25,4.26646666667,53.9550333333,30.8304,8.773,3.21133333333,5.9182,33.8536666667,4.8382,4.80486666667,5.9186
493.60,4.2938,53.9545666667,30.8393333333,8.93379999999,3.2436,5.9408,33.8441333333,4.9452,4.90053333333,5.94513333333
493.95,4.305,53.9633,30.8483333333,9.09633333332,3.25946666666,5.94433333333,33.8302666667,5.0518,4.99066666667,5.96873333333
494.30,4.33513333333,54.0088666667,30.8806,9.30233333335,3.28573333333,5.968,33.8565333333,5.2012,5.1184,5.99806666666
494.65,4.35166666667,54.0205,30.8862666667,9.50993333334,3.30426666666,5.9686,33.8336,5.34973333333,5.2386,6.0126
495.00,4.37586666667,54.0918,30.9094,9.75526666667,3.32946666667,5.98266666667,33.8438666667,5.51066666667,5.3518,6.02866666667
495.34,4.4086,54.2059333333,30.9565333334,10.0188,3.35786666666,6.01833333333,33.9028,5.68846666667,5.50546666667,6.06133333333
495.69,4.41733333333,54.2577333333,30.9900666667,10.2685333333,3.35913333333,6.04473333333,33.9180666667,5.85186666667,5.63093333333,6.0656
496.04,4.42733333333,54.3065666666,31.0067333333,10.5072666666,3.37226666667,6.05393333333,33.9242,6.01533333333,5.7648,6.07686666667
496.39,4.42413333333,54.4227333333,31.0614,10.7628,3.3712,6.06353333333,33.9564666667,6.17273333333,5.90246666667,6.08173333334
496.74,4.4304,54.4968,31.0832,11.0100666667,3.37926666667,6.07993333333,33.9687333333,6.34266666667,6.04313333333,6.08893333333
497.09,4.45853333333,54.6008666667,31.1478666667,11.2880666667,3.39806666667,6.09913333333,34.018,6.5382,6.1992,6.12193333333
497.44,4.46033333333,54.6490333334,31.1610666667,11.5123333334,3.3922,6.0884,34.0292666667,6.71046666667,6.33326666667,6.12093333333
497.79,4.46586666667,54.7286333334,31.1896666667,11.7587333333,3.39113333333,6.09453333333,34.0698666667,6.8898,6.4766,6.11126666667
498.14,4.45453333333,54.7905,31.2032666667,11.9944666667,3.37886666667,6.06733333333,34.0777333334,7.06073333333,6.60093333333,6.0974
498.48,4.45453333333,54.8731666667,31.2514666667,12.2715333333,3.37133333333,6.06113333333,34.1099333333,7.25593333333,6.74439999999,6.0908
498.83,4.427,54.9280666667,31.2585333333,12.5197333333,3.35033333333,6.04013333333,34.1144666667,7.45986666667,6.90620000001,6.07413333333
499.18,4.43633333333,55.0145666667,31.3092666667,12.8265333333,3.3632,6.04226666667,34.1524666667,7.70933333333,7.10306666666,6.08206666667
499.53,4.44526666667,55.0924666667,31.3554666667,13.1643333333,3.38073333333,6.04113333333,34.1854666667,7.98686666667,7.31020000001,6.09933333334
499.88,4.4628,55.1758666667,31.4028,13.5232666667,3.3866,6.05313333333,34.2398,8.28899999999,7.53133333334,6.1072
500.23,4.4678,55.1774333333,31.3918,13.869,3.37653333333,6.04326666667,34.2255333333,8.58873333334,7.74086666667,6.10433333334
500.58,4.46893333333,55.2722333333,31.4288,14.2536,3.37153333333,6.0326,34.2542666667,8.90913333334,7.97053333334,6.0908
500.92,4.45393333333,55.2784666667,31.4161333333,14.6340666667,3.367,6.02066666667,34.2324666667,9.24013333334,8.20253333334,6.08106666667
