wavelength,Back_ThrCyam,Belly_ThrCyam,Breast_ThrCyam,Crissum_ThrCyam,Crown_ThrCyam,DorTail_ThrCyam,Patch10_ThrCyam,Patch11_ThrCyam,Rump_ThrCyam,Throat_ThrCyam,WingTip_ThrCyam
522.10,12.7483333334,21.9278,16.439,20.1646,17.3533,11.9839381066,16.4236666667,5.92196666667,14.31068,16.2000666667,9.98856666667
522.45,12.811,21.9233333333,16.426,20.2298666667,17.3458333333,11.9875666553,16.4998666667,5.93103333333,14.3695866667,16.1936,10.0012333333
522.79,12.8268666667,21.9123333333,16.4119333333,20.2938666667,17.3328666667,12.0018965482,16.5593333333,5.9095,14.4278533333,16.1954666666,10.0029666667
523.14,12.8478,21.887,16.3626666667,20.3443333333,17.2953333333,12.0109605605,16.5984,5.88676666667,14.4441466667,16.1813333334,9.98726666666
523.48,12.8946666667,21.8923333333,16.3608666667,20.4269333333,17.2837333333,12.0508245728,16.6587333333,5.88783333333,14.48492,16.1839333333,9.99769999999
523.83,12.9167333333,21.8936,16.3536,20.4842,17.2545666667,12.0501035657,16.7024,5.8739,14.5059333333,16.1758,10.0162666667
524.17,12.9467333333,21.8856666667,16.3396666667,20.5185333333,17.2304666667,12.0676701754,16.7502666667,5.87996666667,14.5412,16.1688,10.0258
524.52,12.9477333333,21.8486666666,16.3031333333,20.5297333333,17.1739,12.0571249829,16.7748666667,5.8639,14.5608266667,16.1354666667,10.0145
524.87,12.9676,21.8418,16.2816,20.5698,17.1387,12.0698957052,16.817,5.87236666667,14.58632,16.1382,10.0185333333
525.21,12.9804666667,21.8232,16.2713333333,20.6257333333,17.1317,12.0987296081,16.8732,5.89986666667,14.6365733333,16.1489333333,10.0543666667
525.56,12.9868,21.8004,16.2364666667,20.653,17.0951,12.1008370244,16.9098,5.88246666667,14.6436933333,16.1114,10.0525333333
525.90,12.9462,21.7419333333,16.1763333333,20.6545333333,17.0144666667,12.0755259171,16.9028,5.8487,14.6179466667,16.0577333333,10.0186
526.25,12.9495333333,21.7713333333,16.173,20.7168,16.9981333333,12.1081548075,16.9468666667,5.84403333333,14.65132,16.0604,10.0380333333
526.59,12.9604666667,21.7762,16.16,20.7655333333,16.9719,12.1176656072,16.9861333333,5.84423333333,14.67668,16.0587333333,10.0443333333
526.94,12.9538666667,21.7701333333,16.1451333333,20.7905333333,16.9383,12.1150651857,17.0181333333,5.8178,14.6930666667,16.0453333333,10.0348333333
527.28,12.9578,21.7769333333,16.1484666667,20.8314666667,16.9096666667,12.1117197881,17.0445333333,5.80383333333,14.7184666667,16.0490666666,10.0430333333
527.63,12.9694666667,21.7744,16.1321333333,20.8704666667,16.8845,12.115928674,17.0762,5.80216666666,14.7394933333,16.0545333333,10.0454666667
527.97,12.9646666667,21.7502,16.1025333333,20.8915333334,16.8385666667,12.1144632376,17.0792,5.78406666667,14.7447733333,16.0330666667,10.0396333333
528.32,12.9840666667,21.7539333333,16.0999333333,20.9296,16.8222,12.1261234564,17.0991333333,5.78626666667,14.7606,16.0344,10.0541666667
528.66,12.9996,21.7512,16.0922,20.9512666667,16.7946666667,12.1361157553,17.1169333333,5.7854,14.7838666667,16.0411333333,10.0672666667
529.01,12.9975333333,21.7464,16.0881333333,20.9606666667,16.7532,12.1348175894,17.1242,5.77073333333,14.7898533333,16.0266,10.0544333333
529.35,12.9949333333,21.7264,16.075,20.9631333333,16.7076,12.1298024151,17.1225333333,5.77643333333,14.8000933333,16.0169333333,10.0524333333
529.70,13.0434666667,21.762,16.0906666667,21.0265333333,16.7050666667,12.1632817385,17.1694,5.7929,14.8566266667,16.0429333333,10.0817333333
530.04,13.0421333333,21.7244666667,16.0581333333,21.0301333333,16.6514666667,12.1485712919,17.1622,5.78346666667,14.8593066666,16.0260666667,10.0708666667
530.39,13.0617333333,21.7176,16.0468,21.0592666667,16.6099666667,12.1583964343,17.1748,5.79313333333,14.87672,16.0246,10.0846
530.73,13.0781333333,21.7084,16.0422666667,21.0950666667,16.5796666667,12.1694895193,17.1876666667,5.81313333333,14.8930266667,16.023,10.1022666667
531.08,13.0886666667,21.6837333333,16.0202666667,21.1161333333,16.5359333333,12.1803973912,17.2018,5.81726666667,14.9122666667,16.0074666667,10.1033333333
531.42,13.1061333333,21.6805333333,16.0174666667,21.144,16.5073666667,12.2012041467,17.2120666667,5.81723333333,14.9291066667,15.9986,10.1080666667
531.77,13.1395333333,21.6830666667,16.0309333333,21.2079333333,16.4932666667,12.2074501367,17.244,5.8393,14.9601733333,16.0106666667,10.1178666667
532.11,13.141,21.6637333333,15.9987333333,21.2292666667,16.4530333333,12.2034609137,17.2605333334,5.83146666667,14.9640933333,15.991,10.1061333333
532.46,13.1464666666,21.6677333333,15.9912,21.2719333333,16.4434666667,12.2126544543,17.283,5.83746666667,14.9758933333,15.9838666666,10.1041333333
532.80,13.1843333333,21.6819333333,15.9914,21.337,16.4547666667,12.2491663705,17.329,5.8696,15.01296,16.0102666667,10.1405
533.15,13.2168,21.7134666667,16.008,21.3964666667,16.4756333333,12.2802731716,17.3739333334,5.88333333333,15.0489333333,16.0415333333,10.1622666667
533.49,13.2315333333,21.7106666667,16.0069333333,21.4244666667,16.4709,12.3021552631,17.3981333333,5.89956666667,15.0617333333,16.0553333333,10.1841
533.84,13.2665333333,21.7172,16.0221333333,21.4610666667,16.4824333333,12.3222713602,17.4426,5.91976666667,15.0914533333,16.0707333333,10.2131333333
534.18,13.2617333333,21.6906666667,16.0126,21.4722666667,16.4641666667,12.320470483,17.4451333333,5.91353333333,15.0988933333,16.0660666667,10.2089
534.52,13.3064,21.6962,16.0214666667,21.5239333333,16.4649,12.354247038,17.4822666667,5.94333333333,15.14156,16.0933333333,10.2426
534.87,13.3346,21.6946,16.0245333333,21.5468666667,16.4564,12.3716225222,17.5098666667,5.964,15.15196,16.0998,10.2665333333
535.21,13.3325333333,21.6542666667,15.9917333333,21.5588,16.4189333333,12.3702990886,17.5145333333,5.97323333333,15.1519866667,16.0758666667,10.2699333333
535.56,13.3465333333,21.6668666667,15.9919333333,21.5822,16.4157,12.3916158806,17.5551333333,5.97623333333,15.17748,16.0834666667,10.2959666667
535.90,13.3802,21.6852666667,16.0201333333,21.6342,16.4385,12.4242050467,17.6060666667,6.01753333333,15.2188666667,16.1327333333,10.3392333333
536.25,13.4096666667,21.6962666667,16.0264666667,21.6752,16.4419333333,12.4557056619,17.647,6.0448,15.2651466667,16.1426666667,10.3681333333
536.59,13.4032,21.6714666667,16.0066,21.6727333333,16.3985,12.4350940419,17.6406666667,6.0316,15.25252,16.1232,10.3504666667
536.93,13.3798666667,21.633,15.9696,21.6614,16.3466333333,12.4125750285,17.6296666667,6.007,15.24488,16.0859333333,10.3439
537.28,13.3622666667,21.6076,15.9614,21.6652,16.3280666666,12.4010585555,17.6378,5.9988,15.2413733333,16.0614,10.3281
537.62,13.3414666667,21.5899333333,15.931,21.6545333333,16.2769333333,12.3836385395,17.6257333333,5.9867,15.2382533333,16.0397333333,10.3147333333
537.97,13.3622,21.5979333334,15.9273333333,21.6842666667,16.2629666667,12.3972642174,17.6564,6.00546666666,15.24904,16.0234,10.3278333333
538.31,13.3600666667,21.5941333333,15.9176666667,21.6937333333,16.2264,12.3897881522,17.6738,5.98286666667,15.2482933333,16.0158666667,10.3371333333
538.65,13.3422,21.5520666667,15.8605333333,21.6914666667,16.1844,12.3764041012,17.6662666667,5.96546666667,15.2473733333,15.9841333333,10.3211666667
539.00,13.3657333333,21.5736,15.8754666667,21.722,16.1753666666,12.4075862497,17.7072,5.9735,15.2753066667,16.0044,10.3346666667
539.34,13.3556,21.5513333333,15.8319333333,21.7145333333,16.1299,12.3958924356,17.6838666667,5.9662,15.24696,15.9905333333,10.3242666667
539.69,13.3636,21.5336,15.8065333333,21.7203333333,16.0977666667,12.4038835042,17.6874666667,5.9506,15.25084,15.9660666666,10.3180333333
540.03,13.3521333333,21.5076666667,15.7822666667,21.6996,16.0531666667,12.3913601276,17.6653333333,5.92423333333,15.2176533333,15.9342,10.3090333333
540.37,13.3562666667,21.4994666667,15.7740666667,21.7096,16.0424,12.3972084188,17.6761333333,5.9186,15.2299866667,15.9317333333,10.3211
540.72,13.3857333333,21.5008,15.7766666667,21.7438666667,16.0432,12.4101988152,17.7023333333,5.92663333333,15.2477866667,15.9410666667,10.324
541.06,13.3884666667,21.4946,15.7697333333,21.7541333333,16.0166333333,12.3978665186,17.7030666667,5.91706666667,15.2514133333,15.9468,10.3190333333
541.40,13.4092,21.5218666667,15.781,21.803,16.0268333333,12.426562087,17.7328666667,5.9271,15.28236,15.9754666667,10.3316666667
541.75,13.4426,21.5354,15.8048666667,21.8397333333,16.0344,12.4563860561,17.7636,5.9573,15.3306266667,16.0087333333,10.3717666667
542.09,13.4496666667,21.5415333333,15.8014,21.8524666667,16.0171666667,12.4656852358,17.7656666666,5.97643333333,15.3445866667,16.0102,10.3815666667
542.43,13.4802,21.5667333333,15.815,21.888,16.0126333333,12.4934606289,17.7906666667,6.0136,15.3717466667,16.0256,10.4124333333
542.78,13.4956,21.5653333333,15.8147333333,21.9147333333,16.0076666667,12.4952882547,17.8024666667,6.03053333333,15.3959333333,16.0362666667,10.4404666667
543.12,13.5236666667,21.5632,15.8329333333,21.9472,16.0048,12.5228502165,17.8359333333,6.06246666666,15.4331333333,16.0561333333,10.4619
543.46,13.5458666667,21.5688666667,15.8432,21.9894,15.9924,12.5399467988,17.8471333333,6.0995,15.4624266667,16.0726,10.4848666667
543.81,13.5697333333,21.5782666667,15.8609333333,22.0344666667,15.9887,12.558436375,17.8874,6.1136,15.4932266667,16.0970666667,10.5063333333
544.15,13.6026,21.6108666667,15.8686666667,22.0827333333,15.9780333333,12.5847927432,17.9129333333,6.14393333333,15.5283733333,16.1158,10.5347
544.49,13.6354,21.6308666667,15.8982,22.1306,15.9800333333,12.6319103896,17.9454666667,6.19333333333,15.5723866667,16.1497333333,10.5964
544.84,13.6789333333,21.6445333333,15.9166666667,22.172,15.9986666667,12.681342128,17.9788666667,6.24036666667,15.6069866667,16.174,10.6472
545.18,13.6906666667,21.6223333333,15.9206666667,22.1796666667,15.9768,12.6799491,17.9876666667,6.24496666667,15.6102533334,16.1435333333,10.6691666667
545.52,13.6866666667,21.6244,15.9078,22.1868,15.9426,12.6867408179,17.989,6.23976666667,15.60144,16.1244666666,10.6802333333
545.87,13.6729333333,21.6008,15.894,22.1921333333,15.9226333333,12.6823029847,17.9877333333,6.21936666667,15.6047333333,16.1109333333,10.6746666667
546.21,13.6726666666,21.603,15.9153333333,22.2178666667,15.9025666667,12.6688834131,17.998,6.19003333333,15.61196,16.1177333333,10.6697
546.55,13.6675333333,21.5962666667,15.8984666667,22.2145333333,15.8830666667,12.6736215197,18.0042666667,6.19386666667,15.6100666667,16.1099333333,10.6729666667
546.90,13.6661333333,21.6114666667,15.8984666667,22.2282,15.8616333333,12.6936650718,18.0212,6.18393333333,15.6268533333,16.1078666667,10.6824
547.24,13.6512666667,21.6124,15.8881333333,22.2318,15.8459666667,12.6963539303,18.0253333333,6.1677,15.62804,16.1004666667,10.6822
547.58,13.6667333333,21.6256666667,15.9002666667,22.2645333333,15.8476333333,12.7156734222,18.0389333333,6.18766666667,15.65812,16.1178,10.7106666667
547.92,13.6549333333,21.6015333333,15.8951333333,22.2766,15.8376333334,12.7089186147,18.0311333333,6.17663333333,15.6564533333,16.1080666667,10.7200333333
548.27,13.6244666667,21.5900666667,15.8535333333,22.2532,15.7838666667,12.6687283436,17.9996,6.1331,15.6058266667,16.0545333333,10.6680333333
548.61,13.6063333333,21.5830666667,15.8120666667,22.2486666667,15.7173,12.6500258829,17.9822666667,6.09866666667,15.5973866667,16.0235333333,10.6595666667
548.95,13.6134666667,21.6029333333,15.792,22.2559333333,15.7046333333,12.6683818865,17.9985333333,6.12006666667,15.5936933333,16.0476,10.6758
549.29,13.621,21.6227333333,15.7671333333,22.3010666667,15.7125666667,12.6723933356,18.0033333333,6.1062,15.59164,16.0567333333,10.6576333333
549.64,13.6262,21.6026,15.7478666667,22.308,15.6946666667,12.6728751652,17.9894,6.11886666667,15.56404,16.0391333334,10.6442666667
549.98,13.6303333333,21.6268666666,15.7337333333,22.3338,15.7198666667,12.7046239462,18.0046666667,6.1467,15.5852133333,16.0663333333,10.6769
550.32,13.6126666667,21.6206,15.7257333333,22.3612666667,15.6961666667,12.7057104124,17.9924,6.14303333333,15.57504,16.0452666666,10.6796333333
550.66,13.6088,21.6262,15.7061333333,22.3766,15.6895333333,12.6795869218,17.9756,6.1142,15.5661466667,16.0471333333,10.6792666667
551.01,13.6319333333,21.6494666667,15.7061333333,22.3806,15.6884666667,12.6875939394,17.9885333333,6.12983333333,15.57984,16.0586,10.7066333333
551.35,13.5927333333,21.5938666666,15.6532,22.3402,15.6292,12.6423232171,17.9476666667,6.11316666667,15.5381733333,16.0207333333,10.6762
551.69,13.585,21.5763333333,15.6524,22.3262666667,15.5967,12.6674193894,17.9624666667,6.12693333333,15.541,16.0272,10.6669666667
552.03,13.5843333333,21.5834,15.6615333333,22.3539333333,15.6032333333,12.683323969,17.97,6.13693333333,15.5587733333,16.0659333333,10.7046666667
552.38,13.5812666667,21.5903333333,15.6759333334,22.3594666667,15.6034,12.7172883345,17.9880666667,6.17213333333,15.56364,16.0588666667,10.7204333333
552.72,13.6050666667,21.6147333333,15.7051333333,22.4235333333,15.6031666667,12.7399474596,17.9893333333,6.17636666667,15.5874666667,16.0734666667,10.7264
553.06,13.5793333333,21.5873333333,15.6956,22.3793333333,15.5585,12.717769902,17.9794,6.18553333333,15.58104,16.0789333333,10.7206666667
553.40,13.6023333333,21.6356,15.7359333333,22.4124,15.5720333333,12.7337345295,18.0348666667,6.21486666667,15.6147466667,16.1085333333,10.763
553.74,13.599,21.6232666667,15.757,22.4406,15.5355,12.742850843,18.0277333333,6.2178,15.6204666667,16.1002,10.7661
554.09,13.6436666667,21.6646666667,15.7845333333,22.4618666667,15.5327333333,12.7842246411,18.0755333333,6.252,15.6672,16.1464666667,10.8020333333
554.43,13.6473333333,21.6508,15.7878,22.4544666667,15.5140333334,12.7793339029,18.0732666667,6.2793,15.6609866667,16.124,10.8108333333
554.77,13.6355333333,21.6284666667,15.7765333333,22.4746,15.482,12.7661996354,18.0666,6.25506666667,15.64832,16.1138,10.8047666667
555.11,13.6841333333,21.6762,15.8076666667,22.5562666667,15.5108666667,12.8086322169,18.1339333333,6.29726666667,15.70116,16.1709333333,10.8591666667
555.45,13.7544666667,21.7560666667,15.8493333333,22.6016666667,15.5459,12.8470871155,18.1818666666,6.34506666667,15.7402266667,16.2269333333,10.9177666667
555.80,13.7763333333,21.7581333333,15.8283333333,22.6131333333,15.5353,12.8659159945,18.206,6.3552,15.7494266666,16.2352,10.9211333333
556.14,13.7976666667,21.7728666667,15.8565333333,22.6618,15.5496,12.8751034974,18.2516,6.35583333333,15.76736,16.2791333333,10.9395333333
556.48,13.7904666667,21.7641333333,15.8548,22.6422666667,15.5219333333,12.8849638186,18.2513333333,6.35623333333,15.77184,16.2705333333,10.9649666667
556.82,13.8182,21.7723333333,15.8532666667,22.6944,15.5420333333,12.9104260766,18.2764,6.36533333333,15.7684533333,16.2626,10.9933333333
557.16,13.7932666667,21.7564,15.7908,22.654,15.4874666667,12.9005921622,18.2109333333,6.32443333333,15.73144,16.2507333333,10.9597333333
557.50,13.8315333333,21.7742,15.7874,22.6577333333,15.4997333333,12.9241425154,18.2438666667,6.3514,15.7580666667,16.2713333333,10.9639666667
557.85,13.8694666667,21.7854,15.8072,22.7076,15.5194,12.9376595466,18.2541333334,6.36143333333,15.78128,16.2796666667,11.0020666667
558.19,13.8780666667,21.7846,15.8182,22.7346,15.5274333333,12.9709411141,18.2537333333,6.3889,15.79816,16.2845333333,11.03
558.53,13.8823333333,21.7890666667,15.8207333333,22.7366,15.5180333333,12.9736867396,18.2362666667,6.37316666667,15.8188266667,16.2754666667,11.0418333333
558.87,13.8565333333,21.7674,15.8106666667,22.6956,15.5098666667,12.9574677375,18.1883333333,6.34983333333,15.8035466667,16.2462,11.0464333333
559.21,13.8217333333,21.738,15.7858666667,22.7041333333,15.4942666667,12.9566704944,18.1752666667,6.3467,15.7998266667,16.2316,11.0473
559.55,13.7874666667,21.7110666667,15.7786666667,22.6916,15.5021333333,12.9413315448,18.1736666667,6.3515,15.79916,16.1980666667,11.0507333333
559.89,13.7730666667,21.6986666667,15.7418666667,22.6894666667,15.4588333333,12.9285392914,18.1344,6.33016666667,15.7828,16.1738666667,11.0148666667
560.23,13.7641333333,21.6554,15.7098666667,22.7022,15.4329333333,12.910385646,18.1314666667,6.32476666667,15.7749733333,16.1716,10.9970666667
560.58,13.7355333334,21.6515333333,15.6882,22.684,15.3953666667,12.8902944976,18.1071333333,6.31923333333,15.7800266667,16.1578666667,11.0076666667
560.92,13.7647333333,21.6679333333,15.7399333333,22.7239333333,15.4286666667,12.9357164502,18.1605333333,6.37286666667,15.8643466667,16.1894666666,11.0757333333
561.26,13.7225333334,21.6285333334,15.7118,22.6956,15.3805666667,12.9062289132,18.1071333333,6.33873333333,15.80316,16.1615333333,11.072
561.60,13.7110666667,21.6412,15.7189333333,22.7171333333,15.3884666667,12.9139643768,18.1087333333,6.3729,15.81808,16.1766666667,11.0910666667
561.94,13.7428,21.6780666667,15.7261333333,22.7658,15.3751333333,12.9484518683,18.1666,6.38153333333,15.8460266667,16.2130666666,11.1364333333
562.28,13.7564,21.6814,15.7226666667,22.7733333333,15.3674333333,12.9847161312,18.1969333333,6.4179,15.8517066667,16.2320666667,11.1596333333
562.62,13.7874,21.7212666667,15.7510666667,22.8104,15.3562333333,13.0300771019,18.2244666667,6.432,15.8784266667,16.2633333333,11.1823666667
562.96,13.7886666667,21.6942,15.7508666667,22.8123333333,15.3228666667,13.0119372978,18.1952666667,6.40856666667,15.8614133333,16.2446666667,11.1668333333
563.30,13.8113333333,21.7608666666,15.7584666667,22.8422666667,15.313,13.0356932217,18.2192666667,6.4108,15.8960266667,16.2805333333,11.1897666667
563.64,13.7872,21.7699333333,15.7524666667,22.8328666667,15.3093,13.0335726589,18.2186666667,6.41076666667,15.8997866667,16.2888,11.2005
563.99,13.8460666667,21.8313333333,15.7878666667,22.8964,15.3676333333,13.0909723399,18.2849333333,6.4611,15.9535866667,16.3636,11.2557
564.33,13.8366,21.8383333333,15.7976,22.9212666667,15.3843666667,13.1251820461,18.3152666666,6.4524,15.9591733333,16.3922,11.2642666667
564.67,13.8410666667,21.831,15.784,22.9368666667,15.3850666667,13.1340460242,18.3263333333,6.46416666667,15.9195866667,16.3952666667,11.2690666667
565.01,13.8394666667,21.8285333333,15.7689333333,22.9391333333,15.4020333333,13.1521619389,18.3502666667,6.48,15.94592,16.4086666667,11.2752666667
565.35,13.7883333333,21.7892666667,15.7072,22.8811333333,15.3373,13.1108994076,18.3020666667,6.41516666667,15.8776933333,16.3743333333,11.2124666667
565.69,13.7723333333,21.7718,15.6606,22.8551333333,15.3183333333,13.0824373775,18.2686,6.39816666667,15.8457866666,16.3569333333,11.1901333333
566.03,13.7568,21.7814,15.6761333333,22.8777333333,15.3176,13.0834736728,18.2873333333,6.3996,15.8556266667,16.3593333333,11.1983333333
566.37,13.724,21.7461333333,15.6118666667,22.8506666667,15.2764333333,13.0519200387,18.265,6.37606666667,15.8278666667,16.3032666667,11.1791666667
566.71,13.7426666667,21.7902666667,15.6258,22.8672666667,15.3007,13.0773773753,18.2957333333,6.431,15.85244,16.3293333333,11.2275333333
567.05,13.7549333334,21.7508666667,15.635,22.8718,15.2918333333,13.0842760538,18.28,6.45316666667,15.8421333333,16.3368666667,11.2252333333
567.39,13.7336666667,21.6932,15.5867333333,22.8476666667,15.2446666667,13.0457885737,18.2439333333,6.43093333333,15.8052133333,16.2931333333,11.2115
567.73,13.7010666666,21.6756,15.5752666667,22.8244666667,15.2205666667,13.0392329916,18.2238666667,6.4153,15.7782,16.2612666667,11.221
568.07,13.7093333333,21.6586,15.5791333333,22.8259333333,15.2023,13.0207567327,18.2244,6.43103333333,15.77352,16.2644,11.2285666667
568.41,13.7144,21.6544666667,15.5865333333,22.8369333333,15.1758333333,13.0102268626,18.1982666667,6.4197,15.79272,16.2671333333,11.2217666667
568.75,13.7342666667,21.692,15.6036666667,22.8637333333,15.1801666667,13.0301025632,18.2034,6.4273,15.79312,16.2874666667,11.2383333333
569.09,13.7562,21.6665333334,15.6204666667,22.8649333333,15.1854333333,13.0334875028,18.2158666667,6.43846666667,15.81212,16.2954,11.2537333333
569.43,13.7227333333,21.6323333333,15.6078666667,22.8548666667,15.1498666667,13.0215947141,18.1953333333,6.43073333333,15.7998266667,16.2734666667,11.2405
569.77,13.7012666667,21.5956666667,15.5624,22.8079333333,15.1211333333,12.9748663363,18.1524,6.4124,15.7411733333,16.2608666667,11.2281333333
570.11,13.7346,21.6273333333,15.5946,22.8358666667,15.1484,13.0155293233,18.1527333333,6.4515,15.7437866667,16.3190666667,11.2500333333
570.45,13.7003333333,21.5844,15.5674,22.843,15.1155333333,13.0081240146,18.1403333333,6.4145,15.7250533333,16.2959333333,11.2352333333
570.79,13.647,21.5305333333,15.4983333333,22.7981333333,15.0667666667,12.9625330143,18.0995333333,6.3595,15.6652533333,16.2463333333,11.1989
571.13,13.6801333333,21.5697333333,15.5421333333,22.8387333333,15.0996333333,13.0212732855,18.124,6.39593333333,15.6902666667,16.2773333333,11.2463
571.47,13.6528,21.5364666667,15.5072,22.7921333333,15.0667,12.9852326042,18.0792666667,6.3739,15.6609733334,16.2611333333,11.218
571.81,13.6906666667,21.5854,15.5494,22.8635333333,15.1027666667,13.0430700957,18.1103333333,6.42053333333,15.7124666667,16.3072,11.2584666667
572.15,13.6816666667,21.5840666667,15.5280666667,22.8737333333,15.1085666667,13.0560422078,18.1034,6.42733333333,15.7158133334,16.3026,11.2745666667
572.49,13.6337333333,21.5432,15.5026666667,22.8542,15.0550666667,13.0295697881,18.0826,6.41306666667,15.68264,16.2654,11.2503333333
572.83,13.6312,21.5468666667,15.4839333333,22.8524,15.0378666667,13.0289255981,18.0628666667,6.42306666667,15.65864,16.2630666667,11.2664
573.17,13.6464666667,21.5460666667,15.5136,22.8687333333,15.0486333333,13.0491949077,18.0774666667,6.428,15.6678533333,16.2871333333,11.3010333333
573.51,13.6883333333,21.5774666667,15.5360666667,22.9104666667,15.0513,13.1150434495,18.1010666667,6.48356666667,15.7017066667,16.3089333333,11.3356333333
573.85,13.696,21.5583333333,15.5461333333,22.908,15.0447,13.1402609934,18.1269333333,6.50066666667,15.7033466667,16.3171333333,11.3657666667
574.19,13.7134666667,21.5514666667,15.5368666667,22.8842666667,15.0325333333,13.1350824675,18.1143333333,6.50356666667,15.7058666667,16.3208,11.3693666667
574.53,13.7576666667,21.5995333333,15.5714,22.9111333333,15.0498333333,13.1681170995,18.1102666667,6.54226666667,15.7455733333,16.3476666667,11.4098666667
574.87,13.7820666667,21.6034,15.5606666667,22.9296,15.0569333334,13.1616250285,18.1358,6.5678,15.7752666667,16.3686666667,11.4368666667
575.21,13.8178666667,21.6296666667,15.5698,22.9818,15.0519,13.1974339485,18.1335333334,6.5922,15.79792,16.3927333333,11.4660333333
575.55,13.8065333333,21.5898,15.5275333333,22.9060666667,14.9954333333,13.1659758373,18.0826666666,6.56763333333,15.7536133333,16.3302,11.4463333333
575.89,13.8104,21.6010666667,15.5473333333,22.8927333333,14.9558333333,13.1344375484,18.0956666667,6.55116666667,15.7426133333,16.3289333333,11.4400333333
576.22,13.873,21.6220666667,15.5842666667,22.9215333333,14.9819,13.1405585783,18.1110666667,6.57986666667,15.76876,16.3661333333,11.4872
576.56,13.9190666667,21.6586,15.631,22.9560666667,15.0132666667,13.2032172249,18.1626,6.6187,15.8325333333,16.3919333334,11.524
576.90,13.9070666666,21.6628666667,15.596,22.9316,14.9919666667,13.1867991228,18.1235333333,6.6133,15.8283333333,16.3659333333,11.5181333333
577.24,13.867,21.6403333333,15.5784,22.9231333333,14.9571666667,13.1499762474,18.0948666667,6.57963333333,15.8157466667,16.3332666667,11.5220333333
577.58,13.8614,21.655,15.5814,22.9726666667,14.9302333333,13.1155583846,18.0767333333,6.5926,15.8079866667,16.3237333333,11.5237666667
577.92,13.8433333333,21.6529333333,15.583,22.9788666667,14.9176666667,13.1196373434,18.0813333333,6.5972,15.7908533333,16.3168666667,11.5208
578.26,13.8686666667,21.672,15.6229333333,23.0556666667,14.9367333333,13.1616313397,18.1299333333,6.64323333333,15.8124266667,16.3522666667,11.5715
578.60,13.8386666667,21.6418666667,15.609,23.0095333333,14.8864,13.1509581909,18.0882666667,6.61383333333,15.7644533333,16.3035333333,11.5446
578.94,13.7656666667,21.5914666667,15.6128,22.9108666667,14.8336666667,13.0802367851,18.0535333333,6.5871,15.70176,16.2392666667,11.5157666667
579.28,13.7424666667,21.5794,15.5915333333,22.9191333333,14.8177,13.0703205058,18.0349333333,6.58326666667,15.6726266667,16.265,11.5348666667
579.61,13.7458666667,21.5763333333,15.5574,22.9498666667,14.8244666667,13.0993672591,18.0178666667,6.6194,15.65772,16.2607333333,11.5564
579.95,13.7540666667,21.5841333333,15.5607333333,22.9480666667,14.8235333333,13.1097264753,18.0010666667,6.64953333333,15.67116,16.261,11.5995
580.29,13.7468666667,21.5528666667,15.5576,22.9555333333,14.8129666667,13.1139600251,17.9984,6.6866,15.6370133333,16.2519333333,11.6271666667
580.63,13.7879333333,21.5978,15.6018,23.0092666667,14.8483333333,13.1746567555,18.0526666667,6.75833333333,15.6776666667,16.2999333333,11.6642
580.97,13.8174666667,21.6138666667,15.6162,22.9859333333,14.8609,13.1976550923,18.0481333333,6.78263333333,15.6809333333,16.3391333333,11.6774333333
581.31,13.7928666667,21.5576666667,15.5654666667,22.9082666667,14.8400333333,13.1697695261,18.0180666667,6.74346666667,15.6830266667,16.3076666667,11.6711333333
581.65,13.8078,21.5664,15.5669333333,22.9261333333,14.8158666667,13.1559334245,18.0186666667,6.72166666667,15.6999733333,16.3041333333,11.6781333333
581.98,13.7195333333,21.5212666667,15.5163333333,22.8412,14.7329333333,13.0895657439,17.9527333333,6.65453333333,15.6074933333,16.2284,11.6592333333
582.32,13.6788666667,21.4938,15.4937333333,22.816,14.7142666667,13.0746175894,17.9280666667,6.63893333333,15.5701733333,16.2357333333,11.6630333333
582.66,13.7245333333,21.5263333333,15.5198,22.9323333333,14.7393666667,13.151398838,17.9798666667,6.69716666667,15.6482933333,16.2764666667,11.7184
583.00,13.7094666667,21.4898666666,15.4811333333,22.9184,14.7239333333,13.1305950558,17.9470666667,6.67396666667,15.6274133333,16.2288666667,11.6674333333
583.34,13.7106666666,21.4182666667,15.4750666667,22.8924,14.7209666667,13.1323226703,17.9498,6.65286666667,15.61748,16.2034,11.6378333333
583.68,13.6759333333,21.3861333333,15.4063333333,22.8461333333,14.6706,13.134690966,17.9404,6.6372,15.5890533333,16.1906,11.5987
584.01,13.6302,21.3872,15.3738666667,22.8180666667,14.6234666667,13.0865197084,17.9048,6.55153333333,15.58144,16.1670666667,11.5854
584.35,13.5841333333,21.3050666667,15.3248,22.7948666667,14.5386666667,13.0025316701,17.8518,6.47606666667,15.52212,16.1182,11.5351
584.69,13.5374,21.2549333333,15.2902666666,22.7991333333,14.4813333333,12.9786680109,17.8683333333,6.44086666667,15.4763866667,16.0754,11.4942666667
585.03,13.5564,21.2981333333,15.3302,22.8444666667,14.5164,13.0095548644,17.8959333333,6.4751,15.4872266667,16.1068666667,11.5108
585.37,13.6085333333,21.3746,15.3894,22.94,14.605,13.0973417407,17.9446666666,6.56306666666,15.53412,16.2023333333,11.5831666667
585.70,13.6744,21.3974666667,15.4010666667,22.9867333334,14.6529,13.1582448963,17.9848,6.62846666667,15.6171466667,16.2366666667,11.5698333333
