wavelength,Back_PyrRuff,Belly_PyrRuff,Breast_PyrRuff,Crissum_PyrRuff,Crown_PyrRuff,DorTail_PyrRuff,Patch10_PyrRuff,Rump_PyrRuff,Throat_PyrRuff,WingTip_PyrRuff
205.36,85.3968666667,99.0476000001,90.0951999999,65.9681333333,83.4286000001,87.3015333333,74.7937333333,75.6826666667,84.3810666666,77.2061333334
205.74,78.0666666666,89.5333333333,83.0666666666,57.9333333334,75.7333333333,85.5333333334,73.6,69.2666666667,79.6666666667,68.6666666667
206.12,85.9740666667,106.493466667,98.7012666667,66.2338666667,86.1473333334,102.424333333,83.3768,74.3722000001,89.0042666667,77.8354
206.50,97.4358666666,115.128266667,109.401866667,75.6410000001,100.4274,112.1366,94.1025333335,82.5641333332,99.3161333334,87.2649333334
206.87,93.8519333334,116.0,109.703733333,75.5556000001,97.8518,111.481333333,97.3334000001,83.7035999999,100.444533333,85.8518666666
207.25,84.5978,107.432933333,101.3792,68.1993333333,90.5747333333,106.1302,91.7242,74.8660000001,91.4176666666,73.6399333333
207.63,88.0596666666,114.825866667,114.626866667,73.5324000001,101.691466667,118.7064,98.0099999999,76.8160666667,98.3084666667,72.4378666668
208.01,74.1440666667,93.7837333333,100.7208,64.6846666667,83.8738666666,107.567533333,77.9279333334,64.8648666667,78.2883333333,58.1081333333
208.39,80.0002,96.0868666666,99.8552,74.2028666666,90.0000666667,109.347866667,80.5796666667,76.7392000001,84.2752666666,70.2173333333
208.77,66.3375333333,86.0905333333,91.7696,62.6337333333,76.2142666667,103.5392,68.9711999999,62.5514000001,72.9218666667,59.6708
209.14,69.9999333333,97.9823333334,98.6841333333,73.0700666667,84.1226666667,111.4914,80.7894666667,68.0701333334,79.8245333334,70.965
209.52,66.3248666667,93.9314666667,96.3248666667,70.1709333333,80.2565333333,106.923066667,77.1796,62.8205333333,75.2136000001,62.9914
209.90,81.8890666667,115.1112,120.666733333,87.7777999999,97.3331999999,127.000066667,85.8887999999,78.3334,93.6667333332,78.0000666667
210.28,71.9608,94.9020000001,98.0391333333,82.9410666667,83.0393333334,113.3334,72.0588000001,66.9608,86.9608666667,67.3530666667
210.66,60.6502666667,82.1950000001,79.2682666667,66.7478666666,66.5853333334,92.4389333333,54.9592666667,54.7155333333,67.7236666666,59.9187333333
211.03,49.3172666667,70.6826666667,70.9238,60.3212,61.0441999999,82.8111999999,50.8434,50.6024,60.9640000001,54.8594
211.41,31.7204,58.8173333333,60.9677333334,43.0106666667,51.6130666667,79.2473333333,24.9462666667,36.8817333333,45.2688000001,44.301
211.79,18.0512666667,51.1795333334,52.1026666667,31.8974666667,40.6154,76.2051333333,21.8460666666,39.6922666667,37.4359333333,39.8975333333
212.17,27.5176666667,81.4184,66.6667333333,42.9788,55.4612000001,106.666533333,35.1771333333,60.4254666667,61.2766000001,56.1702666667
212.55,-151.8518,148.889,93.3332666667,-25.9258000001,-2.22213333334,256.296266667,-54.8147333333,27.4074666668,46.6667333331,24.4444666667
212.92,106.666666666,-1033.33333333,-746.666666667,-206.666666666,-346.666666667,-1236.66666667,-23.3333333332,-389.999999999,-270.0,-410.000000001
213.30,12.9166666667,156.25,141.25,66.6666666666,80.8333333333,190.833333333,32.4999999999,107.083333333,58.3333333332,80.0000000001
213.68,-40.7407333334,139.259266667,149.629666667,26.6667333332,91.1110666666,206.666666667,-34.0739999999,91.1110666667,19.2592000002,62.9629333333
214.06,-47.5555333333,68.0001999999,67.5555333333,-11.1111999998,44.8888666665,131.5556,-33.3333333333,31.1111333333,0.44433333334,22.2222666667
214.44,30.3333333333,94.3333333334,127.666666667,38.3333333332,104.666666666,142.333333333,37.3333333334,105.0,43.6666666668,78.3333333333
214.81,1206.66666667,-846.666666667,-1366.66666667,126.666666666,-973.333333333,-1440.0,306.666666667,-693.333333333,180.0,-180.000000001
215.19,-2006.66666667,-19.9999999994,246.666666667,-1426.66666666,-80.000000002,520.000000001,-1433.33333333,-246.666666665,-900.0,-946.666666668
215.57,1806.66666667,-113.333333334,46.6666666666,1106.66666667,193.333333334,-160.000000001,1260.0,293.333333333,726.666666669,899.999999999
215.95,162.424333333,24.2422666666,44.2424666667,121.212,24.2422666666,62.4242000001,170.909133333,104.242466667,90.3031333333,112.121266667
216.32,-163.703666667,25.9258666667,51.8517333334,-93.3333333334,51.8518,-14.8148000001,-152.5926,-41.4814666667,-21.4813999999,-39.2593333334
216.70,11.5790000001,85.2632,102.105333333,7.0176,93.3334,63.1577999999,-1.75419999999,60.3507999999,48.4209999999,23.8595999998
217.08,-357.7778,-107.777866667,-32.2222666666,-315.555533333,-27.7778,-134.444533333,-341.111066667,-135.5556,-153.3332,-251.110933333
217.46,194.444466667,71.6666666667,79.4444666667,176.666666667,38.8887999999,99.9998666666,178.888933333,96.1109999999,112.777866667,152.2222
217.83,182.806933333,68.7718666666,64.2103999998,138.2456,62.1052,86.6665999999,137.193,84.5614,88.0702,137.193066667
218.21,142.608733333,39.71,44.0579333333,98.8406666667,9.85513333339,73.3334666667,99.4203333333,49.5652666667,68.4058666665,103.1884
218.59,121.746,59.5238,64.2856666667,98.5714000001,45.0794,83.6506666666,102.063466667,74.9207333333,86.3492666667,103.650866667
218.97,115.268933333,57.4193333334,48.3871333333,94.1934666667,18.0645333333,86.0216,118.064466667,69.6774,87.9569333333,100.6452
219.34,94.3590666667,47.1795333334,25.3846000001,63.0770666667,-4.35899999994,81.7948000002,117.6924,65.6411333333,77.6921999999,86.6665333333
219.72,75.9596000001,33.1313333333,17.7779333333,48.687,-1.61613333335,64.0404666665,88.8890000001,55.1514000001,59.3937333332,67.8788666667
220.10,62.2222000001,6.38879999998,-11.1111333332,22.2222666667,-35.5556666667,39.1666666667,86.6666666668,44.1667333333,30.5554666666,55.2777333333
220.47,33.0555333334,19.1668,15.4166,19.7222,-7.22226666668,31.6666,56.5278,36.5276666667,27.7778000001,46.9444666666
220.85,47.1211333334,20.4544666666,26.6666000001,16.9696666666,-12.4242,44.2422666667,66.3637333334,46.8182000001,36.6666666667,43.9392666667
221.23,19.3332666666,-23.1111333334,-11.1112,-18.4444666667,-69.7777333333,18.8889333333,45.7776666667,22.2222000001,2.22213333346,19.3334666666
221.61,50.8571333333,23.6190000001,22.0952666667,27.6189333334,-30.0952,53.5239333333,75.2380666666,66.6666666666,36.5713999999,57.3332666667
221.98,13.0434666666,-17.3912666665,-6.6666666666,-2.02893333328,-80.8696666667,33.3331999999,75.3624,56.5217333334,15.9420666667,28.1160000001
