wavelength,Back_PyrRuff,Belly_PyrRuff,Breast_PyrRuff,Crissum_PyrRuff,Crown_PyrRuff,DorTail_PyrRuff,Patch10_PyrRuff,Rump_PyrRuff,Throat_PyrRuff,WingTip_PyrRuff
340.14,2.7272,9.75280000001,6.57286666667,7.07526666667,1.51106666667,4.16866666667,4.0232,4.6134,7.81093333333,6.13433333333
340.50,2.8902,9.94393333333,6.82373333333,7.09486666667,1.76446666667,4.1772,4.31873333333,4.808,8.06946666667,6.4368
340.87,2.9368,9.97953333333,7.01553333333,7.03306666667,1.67206666667,4.45473333333,4.39453333333,4.905,8.14373333333,6.34706666667
341.23,3.13126666667,10.1866666667,7.08026666667,7.3742,1.8518,4.64286666667,4.5946,5.16473333333,8.47980000001,6.67833333334
341.60,3.57546666667,10.6877333333,7.52746666667,7.6806,2.1216,5.05986666667,4.92966666667,5.56286666667,8.86273333335,7.1678
341.96,3.33993333333,10.4486,7.27873333333,7.3846,1.9628,4.8474,4.7888,5.34806666667,8.58413333332,6.8348
342.33,3.4214,10.5231333333,7.47666666667,7.424,1.97966666667,4.94753333333,4.8762,5.52866666667,8.70453333333,7.01926666667
342.70,3.55786666667,10.5687333333,7.47286666667,7.51326666667,2.19766666667,5.1942,5.0524,5.5696,8.6766,7.17286666667
343.06,3.6134,10.5781333333,7.59173333333,7.50486666667,2.26553333333,5.3008,5.15993333333,5.60613333333,8.93053333335,7.29
343.43,3.77686666667,10.5931333333,7.8318,7.6858,2.4176,5.46773333333,5.33933333333,5.81873333333,9.00753333334,7.511
343.79,4.12253333333,10.9536,8.16613333333,7.95446666667,2.7314,5.80226666667,5.57133333333,6.09266666667,9.20206666666,7.87766666667
344.16,3.81826666667,10.615,7.87586666667,7.73353333333,2.40953333333,5.41413333333,5.24753333333,5.88086666667,8.8576,7.53046666667
344.52,4.00413333333,10.6621333333,7.98086666667,7.98606666667,2.44166666667,5.58,5.44813333334,6.0164,8.98526666668,7.5804
344.89,3.9722,10.6116666667,7.97993333333,8.1242,2.53506666667,5.4586,5.5858,6.0372,9.09306666667,7.71033333333
345.25,3.9946,10.6360666667,8.03793333333,7.9976,2.5528,5.522,5.5018,6.1212,9.15553333332,7.70733333333
345.62,3.70993333333,10.3416666667,7.7674,7.8076,2.24506666667,5.25346666667,5.26026666667,5.97013333333,8.88320000001,7.52853333333
345.99,3.86173333333,10.4868666667,7.9684,7.97193333333,2.37366666667,5.42986666667,5.4548,6.20066666667,9.15193333333,7.78353333333
346.35,3.82966666667,10.4117333333,7.8922,7.88546666666,2.41626666667,5.35133333333,5.36293333333,6.09286666667,9.1794,7.71426666667
346.72,3.6218,10.2052666667,7.7356,7.7022,2.13933333333,5.07913333333,5.13426666667,5.88293333333,9.01459999999,7.49206666667
347.08,3.49066666667,10.1806666667,7.56813333333,7.62006666667,1.94326666667,4.964,5.0376,5.79186666667,8.87773333335,7.37406666667
347.45,3.68006666667,10.4624,7.64986666667,7.78233333333,2.02353333333,5.0704,5.23946666667,5.92126666667,9.07706666667,7.46386666667
347.81,3.64806666667,10.5293333333,7.6684,7.86313333334,2.1378,5.09093333334,5.42486666667,5.9116,9.182,7.49906666667
348.18,4.0648,10.9099333333,8.03433333333,8.11613333333,2.44846666667,5.46913333333,5.77766666667,6.23646666667,9.56059999999,7.78913333333
348.54,3.76026666667,10.7672666667,7.8608,7.77866666667,2.19713333333,5.27286666667,5.44893333333,5.8784,9.35679999999,7.60933333334
348.91,4.1308,11.0106666667,8.10693333333,7.94553333333,2.386,5.55106666667,5.63266666667,6.02726666667,9.46226666668,7.75393333333
349.27,4.22853333333,11.1834,8.24173333333,8.19226666667,2.5656,5.6248,5.87493333334,6.07866666667,9.48573333333,7.81113333333
349.64,4.5082,11.3807333333,8.52873333333,8.36546666667,2.82106666667,5.80173333333,6.0108,6.2498,9.64073333333,7.937
350.00,4.4292,11.267,8.51266666667,8.32686666667,2.78053333333,5.77466666667,5.92626666667,6.24426666667,9.52213333335,7.88166666667
350.37,4.57493333333,11.4969333333,8.81826666667,8.57739999999,2.90026666667,6.051,6.16073333333,6.5422,9.76713333333,8.20246666667
350.73,4.97633333333,11.8320666667,9.15806666667,8.87766666666,3.29086666667,6.4376,6.53386666667,6.9102,10.0329333333,8.61
351.10,4.79866666667,11.7142666667,8.95826666667,8.72333333334,3.18906666667,6.34633333333,6.2956,6.71586666667,9.80813333335,8.4744
351.46,4.7012,11.634,8.96286666666,8.65113333333,3.10886666667,6.25546666667,6.18313333333,6.63366666667,9.83079999998,8.42413333333
351.83,4.67846666667,11.5451333333,8.92386666667,8.43293333333,2.9824,6.24766666667,5.98033333333,6.57593333333,9.75066666667,8.3376
352.19,4.73346666667,11.6000666667,8.92560000001,8.49766666667,3.0434,6.3442,5.97513333333,6.566,9.80313333335,8.44026666667
352.55,4.99506666667,11.8536666667,9.23433333333,8.84133333333,3.3082,6.69546666667,6.278,6.86926666667,10.01,8.70406666667
352.92,5.04713333333,11.8692,9.32606666665,8.94280000001,3.40646666667,6.8448,6.30893333333,6.94433333333,10.0958666667,8.80826666667
353.28,4.92926666667,11.7001333333,9.28466666666,8.79146666667,3.23046666667,6.66086666667,6.1496,6.78146666667,9.92993333332,8.67833333333
353.65,5.0184,11.8479333334,9.43933333333,8.84333333333,3.28786666667,6.91173333333,6.332,6.85753333333,10.0645333333,8.8184
354.01,5.53053333333,12.3731333333,9.90766666666,9.30513333331,3.74433333333,7.46253333333,6.78493333333,7.2174,10.421,9.23733333333
354.38,5.63566666667,12.4488,9.87953333333,9.28653333333,3.73126666667,7.38513333333,6.81046666667,7.16526666667,10.3896,9.1106
354.74,5.68206666667,12.5897333333,10.0242666667,9.31346666667,3.82006666667,7.4228,6.94206666667,7.263,10.5776666667,9.17846666667
355.11,5.74266666667,12.6802,10.1938666667,9.34419999999,3.86313333333,7.45666666667,7.0962,7.32253333333,10.6422666667,9.19113333333
355.47,5.7108,12.6232,10.1362,9.28079999999,3.85173333333,7.4708,7.033,7.25926666667,10.4164666667,9.15246666666
355.83,5.73446666667,12.5771333333,10.179,9.40860000001,3.8124,7.45006666667,7.09066666667,7.2484,10.4401333333,9.12673333333
356.20,5.6744,12.497,10.1865333333,9.31853333333,3.7064,7.43946666667,7.03726666667,7.21606666667,10.3247333333,9.0078
356.56,5.7908,12.4937333333,10.2384666667,9.34026666666,3.79446666667,7.5198,7.09773333334,7.249,10.3649333333,9.06173333333
356.93,5.66766666667,12.4018,10.1449333333,9.18013333335,3.639,7.3576,6.96366666667,7.17966666667,10.2368,8.9076
357.29,5.81773333333,12.5084666667,10.3087333333,9.32113333333,3.89413333334,7.62546666667,7.15866666667,7.3142,10.4787333333,9.09306666667
357.66,5.98426666667,12.711,10.4671333333,9.52920000001,4.14006666667,7.76906666667,7.29733333333,7.49946666667,10.6683333333,9.24533333333
358.02,5.7806,12.5193333333,10.2843333333,9.37726666665,3.956,7.59226666667,7.10153333333,7.2608,10.5052666667,9.05626666667
358.38,5.6996,12.4656666667,10.2734,9.33599999999,3.96766666667,7.6144,7.08573333333,7.25693333333,10.4548666667,9.0586
358.75,5.619,12.3218666667,10.129,9.23846666667,3.75166666667,7.51333333333,6.82146666667,7.04006666667,10.267,8.88406666667
359.11,5.6372,12.3093333333,10.1371333333,9.24393333333,3.75713333333,7.51313333333,6.78113333333,7.012,10.2298,8.8954
359.48,5.58513333333,12.3548666666,10.16,9.22533333335,3.69113333334,7.51846666667,6.7974,6.99533333333,10.2525333333,8.818
359.84,5.67226666667,12.5639333333,10.2722,9.32846666667,3.84793333333,7.6566,6.95126666667,7.11746666667,10.3228666667,8.86746666667
360.20,5.79366666667,12.7742666667,10.409,9.4716,4.00213333333,7.73446666667,7.09913333333,7.22673333333,10.4542,9.02513333333
360.57,5.7262,12.7876,10.4149333333,9.41360000001,3.9558,7.6504,7.05753333333,7.18786666667,10.4226666667,8.97186666667
360.93,5.70266666666,12.8268666667,10.42,9.39253333334,3.93786666667,7.68646666667,7.0704,7.16753333333,10.4324666667,8.9388
361.29,5.88226666667,13.0242666667,10.5386666667,9.53653333334,4.0218,7.79786666666,7.181,7.29293333333,10.4897333333,9.04606666667
361.66,5.7402,12.8416666667,10.4125333333,9.40440000001,3.8258,7.65173333333,7.05886666667,7.08846666667,10.302,8.82
362.02,5.74413333333,12.8336666667,10.3774666667,9.26500000001,3.82506666667,7.5884,7.02333333333,7.14226666667,10.3174,8.81153333334
362.39,5.7766,12.8463333333,10.4802666667,9.36953333333,3.8676,7.64806666667,7.07513333333,7.1666,10.3969333333,8.9062
362.75,5.94153333333,13.1014,10.7047333333,9.54466666667,4.1212,7.8568,7.2858,7.41926666667,10.5668,9.13186666667
363.11,5.9464,13.1755333333,10.8173333333,9.64453333333,4.13966666667,7.95326666667,7.3096,7.497,10.6668,9.17153333333
363.48,6.038,13.2506,10.8582,9.72666666666,4.22593333333,8.0334,7.3018,7.53606666667,10.7494,9.2292
363.84,6.127,13.2788,10.8945333333,9.73006666668,4.23733333333,8.0524,7.30426666667,7.5474,10.7946666667,9.27126666666
364.20,6.10453333333,13.1782,10.9088,9.66846666669,4.2298,8.03626666667,7.301,7.516,10.7357333333,9.24133333333
364.57,6.069,13.0891333333,10.8107333333,9.64099999999,4.20373333333,7.99973333333,7.1692,7.36533333333,10.6338666667,9.18473333333
364.93,6.151,13.1757333334,10.8122,9.67633333335,4.2858,8.0134,7.249,7.40193333333,10.6718666667,9.21213333333
365.29,6.1716,13.178,10.9102,9.67966666667,4.36373333333,8.07886666667,7.2732,7.44113333333,10.7500666667,9.1894
365.66,6.1406,13.2187333333,10.9004666667,9.6362,4.40226666667,8.0418,7.2348,7.47666666667,10.7311333333,9.22673333333
366.02,6.24013333333,13.3432,11.0392666666,9.81566666666,4.42086666667,8.13106666667,7.3664,7.5286,10.8181333333,9.23186666667
366.38,6.3096,13.3898,11.0732666667,9.82306666665,4.4956,8.16226666667,7.357,7.5588,10.7932666667,9.20373333333
366.75,6.20073333334,13.2480666667,11.0106,9.76753333333,4.4244,8.10513333333,7.32193333333,7.47666666667,10.7212,9.04593333333
367.11,6.23933333333,13.1988666667,10.9419333333,9.78099999998,4.48593333333,8.06213333333,7.37966666667,7.40933333333,10.6610666667,9.04513333333
367.47,6.28786666667,13.2659333333,11.0750666667,9.87466666666,4.5274,8.1408,7.51626666667,7.49446666667,10.7112,9.1292
367.84,6.1116,13.1106,10.9499333333,9.74733333334,4.37973333333,8.05126666667,7.30333333333,7.3292,10.567,8.98746666667
368.20,6.07753333333,13.1681333333,10.9151333333,9.77060000001,4.33286666667,8.0162,7.31333333333,7.2468,10.6166,8.94073333333
368.56,6.1832,13.3512,11.0248666667,9.88640000001,4.3848,8.04733333333,7.48933333333,7.44073333333,10.7716,9.05673333333
368.93,6.25066666667,13.4766,11.1871333333,10.0806,4.48693333333,8.20913333334,7.56,7.54213333333,10.9272666667,9.18633333333
369.29,6.00606666667,13.2744666667,10.9265333333,9.88046666667,4.256,7.94473333333,7.29,7.26246666667,10.7004666667,8.94166666667
369.65,6.05673333333,13.3303333333,10.96,9.93493333334,4.28466666667,7.99526666667,7.34413333333,7.26486666667,10.8181333333,8.93226666667
370.01,5.97053333333,13.2875333333,10.9403333333,9.90659999999,4.2942,7.9434,7.28026666667,7.17613333333,10.7934666667,8.9244
370.38,6.02393333333,13.3477333333,10.9690666667,9.91160000001,4.3256,7.977,7.3332,7.17586666666,10.8501333333,8.92126666667
370.74,6.1168,13.4385333333,11.0907333334,9.96126666667,4.3456,7.98346666667,7.41253333333,7.17733333333,10.9156666667,8.97053333333
371.10,6.1794,13.5538,11.2266,9.96046666667,4.40806666666,7.9718,7.43593333333,7.25646666667,11.0936666667,9.01833333333
371.46,6.02433333333,13.4582,11.0926666667,9.79373333333,4.33153333333,7.822,7.28733333333,7.10086666667,11.0153333333,8.91286666667
371.83,6.01393333333,13.4554666667,11.0833333333,9.71306666667,4.317,7.75793333333,7.30893333333,7.13246666667,11.0072666667,8.91673333333
372.19,5.89686666667,13.3296666667,10.9912666667,9.58273333333,4.22813333333,7.64246666667,7.1124,7.05913333333,10.8667333333,8.76713333333
372.55,5.8432,13.3147333333,10.9766,9.48460000001,4.21186666667,7.70306666667,7.029,7.00753333333,10.8394666667,8.73753333333
372.92,5.71253333333,13.1960666667,10.8850666667,9.30726666667,4.07746666667,7.5228,6.91973333333,6.8366,10.6824666667,8.5378
373.28,5.7244,13.2599333333,10.9775333333,9.37126666667,4.0886,7.61626666667,6.98853333333,6.96706666667,10.7728,8.62633333333
373.64,5.82686666667,13.3332666667,11.0670666667,9.46793333335,4.17126666667,7.69306666667,7.04546666667,7.07133333333,10.8353333333,8.76393333333
374.00,5.7836,13.2903333333,11.0118666667,9.38839999999,4.11433333334,7.64953333333,6.97813333333,7.04686666667,10.7929333333,8.75273333333
374.37,5.8296,13.4135333333,11.0034666667,9.47046666667,4.1312,7.68013333333,7.0752,7.126,10.9106666667,8.81993333333
374.73,5.74293333333,13.3449333333,10.8563333333,9.38853333335,4.06273333333,7.57866666667,6.98993333333,7.08213333333,10.8642,8.74813333333
375.09,5.75113333333,13.3596666667,10.8198,9.40833333335,4.0408,7.63486666667,7.06253333333,7.13633333333,10.8340666667,8.72006666667
375.45,5.93833333333,13.481,11.0084,9.55346666665,4.1674,7.74453333333,7.23093333333,7.32126666667,10.9611333333,8.81146666667
375.81,5.82653333333,13.4326,10.9730666667,9.57406666667,4.1658,7.68253333333,7.2222,7.28113333333,10.9612666667,8.7256
376.18,5.7674,13.4102666667,10.9009333333,9.54793333334,4.08053333333,7.60386666667,7.20553333333,7.18486666667,10.948,8.6388
376.54,5.753,13.4088,10.9293333333,9.60366666667,4.076,7.56893333333,7.27186666667,7.21753333333,10.9675333333,8.59693333333
376.90,5.82833333333,13.4765333333,10.9755333333,9.68206666665,4.15846666667,7.6226,7.34406666667,7.3512,11.0326666667,8.6702
377.26,5.7152,13.4654666667,10.9074666667,9.54713333335,4.0646,7.49926666667,7.29586666667,7.27833333333,10.9932,8.5444
377.63,5.56313333333,13.3716,10.8322,9.45733333333,3.96893333333,7.36893333333,7.1894,7.15593333333,10.9064666667,8.41546666667
377.99,5.5358,13.3912,10.7638666667,9.44726666667,3.91306666667,7.2972,7.16553333333,7.13613333333,10.8968666667,8.32106666667
378.35,5.3868,13.23,10.6505333334,9.30499999999,3.76386666667,7.13433333333,7.01373333334,7.02533333333,10.7824666667,8.19446666667
378.71,5.45113333333,13.3852,10.7458666667,9.39220000001,3.87566666667,7.24133333333,7.07593333333,7.12853333333,10.9043333333,8.27026666667
379.07,5.44086666667,13.413,10.7644666667,9.43753333333,3.88066666667,7.22386666667,7.05526666667,7.1312,10.9042,8.23266666667
379.44,5.31506666667,13.3150666667,10.5701333333,9.34126666669,3.7754,7.11553333333,6.95766666666,7.00406666667,10.8306666667,8.13126666667
379.80,5.36713333333,13.3909333333,10.5805333333,9.32940000001,3.76906666667,7.12706666667,7.002,7.0408,10.8736666667,8.1632
380.16,5.46946666667,13.4574,10.6230666667,9.42379999999,3.8922,7.2286,7.12266666667,7.1476,10.9747333333,8.26986666667
380.52,5.52173333333,13.5495333333,10.6918666667,9.47700000001,3.99733333333,7.31033333333,7.18013333333,7.2486,11.0794666667,8.34
380.88,5.51026666667,13.5497333333,10.6826,9.46879999999,3.9608,7.27466666666,7.16493333333,7.1926,11.0728,8.33333333333
381.24,5.35313333333,13.3406666666,10.4477333333,9.29300000001,3.78033333333,7.01466666667,6.91353333333,6.94213333333,10.871,8.1338
381.61,5.47966666667,13.4746666667,10.5147333333,9.37886666668,3.8656,7.0856,7.00986666667,7.05353333333,10.9941333333,8.218
381.97,5.514,13.5198,10.5777333333,9.41640000001,3.91333333333,7.08873333333,7.05713333333,7.10026666667,11.0762666667,8.27173333333
382.33,5.61253333333,13.6386,10.6862666667,9.51206666667,4.01413333333,7.22126666667,7.13793333333,7.1896,11.1555333333,8.37953333333
382.69,5.6422,13.5972666666,10.7476666667,9.57380000001,4.0262,7.21453333333,7.2024,7.20673333334,11.2092666667,8.39753333333
383.05,5.52726666667,13.5308,10.6454,9.45533333335,3.875,7.07666666667,7.0992,7.0716,11.1486666667,8.30306666667
383.41,5.449,13.4805333333,10.5824666667,9.38639999999,3.78673333333,6.9834,7.00773333333,6.9998,11.0951333333,8.2018
383.77,5.4672,13.4822,10.6008,9.41453333333,3.78973333333,6.9752,7.0292,6.9866,11.1082,8.1828
384.14,5.49426666667,13.4921333333,10.6573333333,9.39479999999,3.74313333333,6.95133333333,7.04026666667,6.99193333333,11.1322,8.18773333333
384.50,5.34346666667,13.3765333333,10.5289333333,9.2784,3.58193333333,6.7884,6.92113333333,6.80126666667,11.0288,8.04913333333
384.86,5.22306666667,13.2971333333,10.4245333333,9.13926666666,3.4778,6.65833333333,6.80773333333,6.68953333333,10.9740666667,7.93933333333
385.22,5.5402,13.5972666666,10.7642666667,9.42553333334,3.80193333333,7.00526666667,7.1656,7.03953333333,11.3186666667,8.2802
385.58,5.44766666666,13.4986,10.7042,9.34653333333,3.72953333333,6.95246666666,7.11753333333,6.95986666667,11.2607333333,8.20546666667
385.94,5.36006666667,13.4192,10.6630666667,9.26386666665,3.61933333333,6.90733333333,7.0418,6.89073333333,11.1794666667,8.12246666667
386.30,5.398,13.4754,10.6964666667,9.30160000001,3.6328,6.8612,7.08753333333,6.89486666667,11.2248,8.0958
386.66,5.27086666667,13.371,10.5487333333,9.14813333333,3.49206666667,6.7214,6.915,6.7166,11.0296666667,7.93293333334
387.03,5.38573333333,13.4251333333,10.6547333333,9.24633333333,3.63166666667,6.84786666667,7.01746666667,6.84853333333,11.1271333333,8.0746
387.39,5.3232,13.3392666667,10.6272,9.18906666667,3.56266666666,6.80773333333,6.956,6.78566666667,11.0852,8.0246
387.75,5.38066666667,13.3883333333,10.6621333333,9.244,3.57646666667,6.85973333333,6.94286666667,6.84186666667,11.1404666667,8.0836
388.11,5.42546666667,13.4452666667,10.6854,9.28606666667,3.66986666667,6.91673333333,6.9606,6.909,11.1971333333,8.1368
388.47,5.4732,13.4304666667,10.6754666666,9.31053333334,3.70473333333,6.94926666667,7.0184,6.98173333333,11.2374,8.141
388.83,5.6012,13.5098,10.8052666667,9.47313333333,3.8386,7.10226666667,7.1788,7.1256,11.3665333333,8.27266666667
389.19,5.43,13.3738666667,10.6598666667,9.36999999999,3.68086666667,6.9456,7.0532,6.9728,11.2055333333,8.1492
389.55,5.4896,13.4164,10.7050666666,9.42266666667,3.6876,6.99173333333,7.08153333333,7.02426666667,11.2246,8.17966666667
389.91,5.59126666667,13.4656666667,10.7614666667,9.50886666667,3.7586,7.08333333333,7.17833333333,7.0894,11.2918666667,8.29033333333
390.27,5.65026666667,13.4975333333,10.858,9.58606666667,3.8286,7.18706666667,7.27946666667,7.16153333333,11.4085333333,8.3732
390.63,5.70966666667,13.5489333333,10.9078,9.68926666668,3.87593333333,7.2644,7.39106666667,7.2358,11.5375333333,8.47573333333
391.00,5.65826666667,13.4846,10.8433333333,9.63066666666,3.83293333333,7.1726,7.3152,7.15526666667,11.4614666667,8.40866666667
391.36,5.8834,13.6775333333,11.0442,9.81779999998,4.04933333334,7.35893333333,7.52653333333,7.35933333333,11.6493333333,8.6204
391.72,5.9038,13.7244666666,11.0762,9.85653333333,4.09293333333,7.41473333333,7.5902,7.37886666667,11.6653333333,8.6424
392.08,5.92353333333,13.7838666667,11.1023333333,9.90033333334,4.13493333333,7.4744,7.6584,7.42113333333,11.6888,8.70386666667
392.44,5.93126666667,13.7617333333,11.0926,9.87286666665,4.10333333333,7.44433333333,7.60726666667,7.35073333333,11.6574666667,8.7228
392.80,5.9432,13.7897333333,11.1058666666,9.86013333331,4.10566666667,7.449,7.57706666667,7.33813333333,11.6492666667,8.73773333333
393.16,6.04553333333,13.8694,11.1728666667,9.94186666667,4.19606666667,7.5536,7.6206,7.39433333333,11.7352,8.80646666667
393.52,6.0422,13.8762,11.1564,9.92793333333,4.1968,7.57106666667,7.61086666667,7.357,11.7447333333,8.81926666667
393.88,6.01053333333,13.8896666667,11.1494,9.93793333333,4.21606666666,7.55233333333,7.60686666667,7.3274,11.7344666666,8.77486666667
394.24,6.0152,13.8912666667,11.114,9.89906666666,4.208,7.53926666667,7.58626666667,7.31906666667,11.674,8.776
394.60,5.9972,13.8828,11.0860666666,9.84413333333,4.18613333333,7.5094,7.5628,7.31546666667,11.6655333333,8.761
394.96,5.918,13.8284666667,11.0455333333,9.77959999999,4.11446666667,7.49466666667,7.5688,7.24633333333,11.6215333333,8.71853333333
395.32,5.84893333333,13.7836,10.9526,9.72006666666,4.06786666667,7.44773333333,7.49733333333,7.17906666667,11.5548,8.6516
395.68,5.87213333333,13.7824,10.9947333333,9.72993333334,4.0812,7.46753333333,7.5118,7.18406666666,11.5821333333,8.6772
396.04,5.74606666667,13.633,10.8552666667,9.60646666666,3.93213333333,7.33566666667,7.3442,7.03606666666,11.4544666667,8.53126666667
396.40,5.81933333333,13.7192666667,10.9156666667,9.65286666667,3.97093333333,7.3996,7.38166666667,7.11973333333,11.5069333334,8.60066666667
396.76,5.70973333333,13.6183333333,10.8126666667,9.59573333334,3.86806666667,7.3418,7.31593333333,6.98446666667,11.4408,8.49426666667
397.12,5.6888,13.575,10.7800666667,9.55153333333,3.76013333333,7.2712,7.29226666667,6.93326666667,11.3818,8.4546
397.48,5.70466666667,13.5741333333,10.8104,9.563,3.79813333333,7.28793333333,7.298,6.94786666667,11.3608666667,8.46626666667
397.84,5.67886666667,13.5259333333,10.7636666667,9.51099999999,3.78293333333,7.28766666667,7.26706666667,6.9048,11.3300666667,8.46126666667
398.20,5.58466666667,13.4551333333,10.7138,9.45753333333,3.7084,7.2588,7.17566666667,6.8042,11.2556666667,8.39953333333
398.56,5.533,13.3982,10.6472,9.39226666667,3.64333333333,7.2188,7.09593333333,6.72826666667,11.1850666667,8.32813333333
398.92,5.63653333333,13.4796666667,10.7068,9.46833333334,3.7202,7.32646666667,7.12566666666,6.81713333333,11.2827333333,8.41773333334
399.28,5.5122,13.4014666667,10.6218666667,9.36453333334,3.58386666667,7.25293333333,7.03846666667,6.67126666667,11.1812666667,8.3302
399.64,5.43766666667,13.3815333333,10.5718,9.3312,3.545,7.2016,6.9892,6.59906666667,11.1367333333,8.32273333333
400.00,5.52526666667,13.4268666667,10.6792666667,9.38286666667,3.612,7.29226666667,7.07306666667,6.6484,11.2001333333,8.39513333333
400.36,5.49966666667,13.389,10.6956,9.38866666667,3.6358,7.3064,7.08806666667,6.61526666667,11.2114666667,8.38026666667
400.72,5.69746666667,13.5293333333,10.8584,9.49766666667,3.79246666667,7.42233333333,7.2022,6.77286666667,11.3261333333,8.57326666667
401.08,5.82733333333,13.6610666667,10.994,9.62746666668,3.98653333333,7.60886666667,7.35746666667,6.9744,11.471,8.7408
401.44,5.85453333333,13.7096666667,11.0257333333,9.63926666666,4.02533333333,7.64173333333,7.41333333333,6.9902,11.4881333333,8.82513333333
401.80,5.9296,13.7605333333,11.1312666667,9.69840000001,4.1084,7.70873333333,7.47113333333,7.04466666667,11.5628,8.94013333333
402.16,5.92613333333,13.7152,11.0776,9.65673333333,4.07433333334,7.67093333333,7.43473333333,6.98433333333,11.5543333333,8.93013333333
402.52,6.06046666667,13.8464,11.2322666667,9.79306666668,4.23053333333,7.83033333333,7.5768,7.11566666667,11.6698,9.07586666667
402.88,6.08653333333,13.9324,11.2992,9.82386666667,4.2832,7.84926666667,7.62593333334,7.12006666667,11.6970666667,9.12966666667
403.24,6.1784,13.9947333333,11.3862666666,9.8952,4.37726666667,7.93073333333,7.69733333333,7.22133333333,11.7646666667,9.2014
403.60,6.16846666667,13.9157333333,11.3629333333,9.82066666668,4.34626666667,7.9116,7.67226666667,7.18633333333,11.73,9.15246666667
403.95,6.14033333333,13.9446666667,11.3556,9.83606666667,4.31573333333,7.87386666667,7.66666666667,7.16013333333,11.7060666667,9.16766666667
404.31,6.1352,13.9587333333,11.3734666667,9.81446666667,4.2918,7.88153333333,7.6552,7.15106666667,11.7205333333,9.17586666667
404.67,6.08786666667,13.9286,11.317,9.80753333334,4.2476,7.855,7.6294,7.13206666667,11.6989333333,9.1418
405.03,5.96673333333,13.8176,11.2229333333,9.6984,4.127,7.73793333333,7.5004,6.9772,11.6106666667,9.00673333333
405.39,5.90093333333,13.7623333334,11.1732,9.65533333333,4.0686,7.70626666667,7.4378,6.94273333333,11.5774666667,8.93006666667
405.75,5.91286666667,13.7851333333,11.1590666667,9.67026666665,4.06006666667,7.7228,7.4462,6.97306666667,11.5762,8.92226666667
406.11,5.83593333333,13.7581333333,11.1280666667,9.62966666667,4.0366,7.67813333333,7.39973333333,6.9514,11.5102666667,8.89126666667
406.47,5.743,13.6416,11.0312,9.52073333335,3.92533333333,7.57686666666,7.2858,6.85346666667,11.4079333333,8.79653333333
406.83,5.7346,13.5984666667,11.0219333333,9.50339999999,3.889,7.57073333333,7.247,6.84733333333,11.3768666667,8.751
407.19,5.74373333333,13.6124,11.0439333333,9.53359999999,3.89526666667,7.57433333333,7.25606666667,6.84506666667,11.4123333333,8.77933333334
407.55,5.8088,13.6866,11.0846666667,9.61366666665,3.97353333333,7.60213333333,7.30866666667,6.88646666667,11.4651333333,8.85386666667
407.90,5.87706666667,13.7486666667,11.1380666667,9.66073333333,4.0312,7.6554,7.3414,6.93393333333,11.5430666667,8.8764
408.26,5.8762,13.7629333333,11.1008666667,9.68359999999,4.06693333333,7.64246666667,7.3422,6.93273333333,11.5029333334,8.8808
408.62,5.8268,13.7159333333,11.0946,9.63066666667,4.03586666667,7.61866666667,7.29506666667,6.88033333333,11.4536,8.80973333333
408.98,5.87026666667,13.7654,11.1316666667,9.6478,4.06146666667,7.63086666667,7.32646666667,6.90833333333,11.4673333333,8.8594
409.34,5.93253333333,13.8168,11.2041333333,9.72480000001,4.12386666667,7.68413333333,7.36073333333,6.9316,11.5345333333,8.93586666667
409.70,5.93873333333,13.8452,11.2159333333,9.72446666666,4.13926666666,7.6942,7.37733333333,6.92066666667,11.5548666667,8.94246666667
410.06,6.0188,13.9121333333,11.3022,9.79993333333,4.2062,7.77513333333,7.43953333333,6.9816,11.6413333333,9.00446666667
410.42,6.06846666667,13.9876666667,11.3968,9.8738,4.2664,7.83473333333,7.52066666667,7.04006666667,11.7162,9.08506666667
410.77,6.08206666667,13.9896,11.3867333333,9.88753333334,4.27373333333,7.84186666666,7.5288,7.03726666667,11.7342666667,9.10633333333
411.13,6.17573333333,14.0488,11.4613333333,9.93839999999,4.34166666667,7.91313333333,7.59706666667,7.0918,11.7776666667,9.16266666666
411.49,6.14793333333,14.0328,11.4443333333,9.89119999999,4.30553333333,7.8986,7.55926666667,7.0938,11.7634,9.15860000001
411.85,6.25186666667,14.1094666667,11.5370666667,9.94713333333,4.41146666667,8.01,7.68,7.1978,11.8416,9.26799999999
412.21,6.2146,14.0749333334,11.5076666667,9.90633333333,4.34013333333,7.9742,7.65346666667,7.15826666667,11.8086,9.21180000001
412.57,6.21786666667,14.0715333333,11.4976,9.88993333333,4.36193333333,7.952,7.67106666667,7.15033333334,11.828,9.25746666666
412.92,6.13553333333,13.9914666667,11.4102,9.80833333333,4.31133333333,7.8816,7.60953333333,7.0454,11.7524666667,9.19619999999
413.28,6.10953333333,13.9894666667,11.403,9.78026666666,4.2762,7.84653333333,7.63893333333,7.03633333333,11.7200666667,9.1668
413.64,6.09366666667,13.9664,11.402,9.76779999999,4.2542,7.81933333333,7.61626666667,7.02293333333,11.7056666667,9.165
414.00,6.0918,13.9641333333,11.397,9.76326666667,4.26726666667,7.83646666667,7.64813333333,7.026,11.7267333333,9.1656
