wavelength,Back_ChlSpif,Belly_ChlSpif,Breast_ChlSpif,Crissum_ChlSpif,Crown_ChlSpif,DorTail_ChlSpif,Rump_ChlSpif,Throat_ChlSpif,WingTip_ChlSpif
344.16,3.18168888889,10.5769333333,8.26046666666,10.3942,3.17053333333,4.77286666667,4.0016,8.32899999999,5.42993333333
344.52,3.28341111111,10.6571333333,8.37619999999,10.4683333333,3.3112,4.82646666667,4.12673333333,8.39133333334,5.53293333333
344.89,3.21638888889,10.5768,8.29913333333,10.3698666667,3.23366666667,4.6944,4.04653333333,8.31493333334,5.43226666667
345.25,3.22422222222,10.5786666667,8.3716,10.4194,3.267,4.7,4.04566666667,8.35960000001,5.452
345.62,3.2765,10.7820666667,8.47393333333,10.5537333333,3.4154,4.7934,4.186,8.51446666667,5.518
345.99,3.31223333333,10.8080666667,8.51620000001,10.5816666667,3.41086666667,4.7788,4.19173333333,8.56366666667,5.5276
346.35,3.40556666667,10.8908666667,8.65326666667,10.7224,3.48106666667,4.7962,4.2242,8.73746666666,5.66626666667
346.72,3.26851111111,10.8284666667,8.59460000001,10.609,3.3756,4.72946666667,4.12226666667,8.74533333333,5.50466666667
347.08,3.17826666667,10.8618666667,8.57673333333,10.5134666667,3.33606666667,4.63406666667,4.0532,8.73326666665,5.354
347.45,3.31408888889,10.9274,8.63033333332,10.6215333333,3.4072,4.645,4.13313333333,8.85186666667,5.4068
347.81,3.32323333333,10.8536,8.55286666666,10.5696666667,3.45073333333,4.57893333333,4.12206666667,8.82006666667,5.39433333333
348.18,3.43008888889,10.9214666667,8.65499999999,10.7502,3.4896,4.6894,4.22153333333,8.97300000001,5.40746666667
348.54,3.52362222222,11.0578666667,8.72286666669,10.8996666667,3.51786666667,4.73053333333,4.29253333333,9.09393333334,5.44013333333
348.91,3.71923333333,11.3667333333,8.94866666667,11.1284,3.77526666667,4.94866666667,4.5536,9.28533333333,5.61013333333
349.27,3.78172222222,11.4419333333,8.93619999999,11.2390666667,3.83473333333,4.9548,4.61233333333,9.36706666665,5.59073333333
349.64,3.77772222222,11.4329333333,8.96346666667,11.2463333333,3.81073333333,4.90693333333,4.56673333333,9.34793333333,5.601
350.00,3.79811111111,11.4660666667,8.97393333333,11.2906666667,3.8336,4.91726666667,4.61393333334,9.40286666667,5.62553333333
350.37,3.82051111111,11.5296,8.97873333335,11.2780666667,3.90106666666,4.95246666667,4.6652,9.40206666667,5.58046666667
350.73,3.96516666667,11.7162666667,9.17473333333,11.4584,4.07786666667,5.11753333333,4.83986666667,9.5096,5.6976
351.10,3.90865555555,11.6807333333,9.1332,11.4987333333,4.0876,5.117,4.77886666667,9.50473333335,5.60653333333
351.46,3.78126666667,11.6196666667,9.08086666667,11.4062,3.98146666667,5.0922,4.67586666667,9.40120000001,5.4816
351.83,3.75784444445,11.686,9.15373333332,11.4764,4.00306666667,5.08993333333,4.70173333333,9.43553333333,5.43453333333
352.19,3.6359,11.6036,9.10053333333,11.3167333333,3.95466666667,4.93526666667,4.60746666667,9.34326666668,5.31326666667
352.55,3.44037777778,11.3973333333,8.95253333333,11.1106,3.821,4.7246,4.42446666667,9.18066666667,5.17026666667
352.92,3.23133333333,11.2460666667,8.84359999999,10.9348,3.67593333333,4.52553333333,4.23693333333,9.08066666666,4.98253333333
353.28,3.30477777778,11.387,8.96293333333,10.9726666667,3.75126666667,4.6378,4.3042,9.14420000001,5.0774
353.65,3.36456666667,11.4532666667,9.00773333333,11.034,3.80506666667,4.71433333333,4.40033333333,9.21346666667,5.1076
354.01,3.39457777778,11.5271333333,9.11739999999,11.1158,3.87406666667,4.71813333333,4.3856,9.21086666668,5.10933333333
354.38,3.4238,11.5788666667,9.14806666667,11.1722,3.85193333333,4.72186666667,4.4246,9.23126666667,5.10713333333
354.74,3.41128888889,11.6488,9.09666666665,11.1866666667,3.82546666667,4.67853333333,4.41966666667,9.24566666667,5.08313333333
355.11,3.4744,11.7716666667,9.14599999999,11.2080666667,3.86233333333,4.6868,4.4682,9.26186666668,5.15906666667
355.47,3.45451111111,11.8914,9.19546666667,11.2429333333,3.92833333333,4.62153333333,4.5044,9.28546666666,5.14826666667
355.83,3.67506666667,12.1456,9.36026666668,11.3866,4.13906666666,4.8308,4.71306666667,9.47586666666,5.31986666667
356.20,3.8174,12.3294666667,9.48486666666,11.5383333333,4.29086666667,4.95653333333,4.8966,9.61093333333,5.49266666667
356.56,3.80811111111,12.4158,9.49733333333,11.6000666667,4.28113333333,4.9558,4.92033333333,9.66193333334,5.44726666667
356.93,3.81505555555,12.3598666667,9.41833333335,11.5512666667,4.16946666666,4.88973333333,4.84913333333,9.57993333333,5.37106666666
357.29,3.82355555556,12.4147333333,9.40113333333,11.5376666667,4.15173333333,4.82073333333,4.82286666667,9.56440000001,5.32793333333
357.66,3.79968888889,12.4764,9.40873333334,11.5625333333,4.14953333333,4.79913333333,4.77786666667,9.56560000001,5.23933333333
358.02,3.89081111111,12.5564666667,9.47320000001,11.6746,4.2246,4.8776,4.85793333333,9.69633333333,5.28226666667
358.38,3.90934444445,12.6398,9.48633333333,11.7184,4.27613333333,4.92066666667,4.8788,9.7208,5.34626666667
358.75,3.94986666667,12.7005333333,9.56299999999,11.7892,4.305,4.97666666667,4.93033333333,9.7572,5.3718
359.11,4.09657777778,12.8404666667,9.68780000001,11.929,4.42373333333,5.10573333333,5.069,9.93066666667,5.497
359.48,4.10675555556,12.7973333333,9.64966666667,11.9398,4.3624,5.0736,5.02213333333,9.9374,5.48133333333
359.84,4.12517777778,12.7851333333,9.62566666667,11.9917333333,4.31593333333,5.0244,5.02066666667,9.92453333333,5.495
360.20,4.06892222222,12.7741333333,9.57459999999,11.9930666667,4.23233333334,4.97613333333,4.922,9.8458,5.40726666666
360.57,4.13843333333,12.8905333333,9.64966666666,12.0738,4.2966,5.061,4.98566666667,9.88566666666,5.4848
360.93,4.18711111111,13.0043333333,9.75606666667,12.1512666667,4.40153333333,5.19153333333,5.04753333333,10.013,5.58426666667
361.29,4.19642222222,12.9908666667,9.79446666665,12.199,4.40626666667,5.2146,5.03493333333,9.99626666666,5.58526666667
361.66,4.30828888889,13.0807333333,9.86340000001,12.2816,4.50893333333,5.31726666667,5.14986666667,10.0956,5.72693333333
362.02,4.32868888889,13.1205333333,9.88819999999,12.2727333333,4.54606666667,5.355,5.2206,10.1226666667,5.7936
362.39,4.30163333333,13.1084,9.86926666668,12.2671333333,4.5126,5.31506666667,5.2042,10.1530666667,5.75166666667
362.75,4.25595555555,13.124,9.85173333334,12.2424,4.48486666667,5.2538,5.17546666667,10.1594,5.70486666666
363.11,4.2262,13.1460666667,9.8742,12.3021333333,4.4796,5.22906666667,5.15546666667,10.1715333333,5.67626666667
363.48,4.2573,13.2467333333,9.9284,12.3768,4.554,5.30386666667,5.2372,10.2371333333,5.7374
363.84,4.15085555556,13.2044,9.88153333333,12.3191333333,4.49346666666,5.24073333334,5.14353333333,10.2346666667,5.652
364.20,4.06141111111,13.1579333333,9.82226666668,12.2122,4.4192,5.15913333333,5.06213333333,10.1881333333,5.56253333333
364.57,4.09626666667,13.2011333333,9.81346666668,12.2626666667,4.43853333334,5.16193333333,5.0756,10.1937333333,5.53186666667
364.93,4.12192222222,13.2162,9.81273333335,12.3218666667,4.45013333333,5.1122,5.10846666667,10.2348,5.51613333333
365.29,4.1131,13.2734666667,9.79646666667,12.4054666667,4.49853333333,5.1326,5.17813333333,10.3398666667,5.53293333333
365.66,4.02261111111,13.2453333333,9.75919999999,12.395,4.42066666666,5.06453333333,5.15,10.2874,5.4572
366.02,3.93774444444,13.2412,9.69919999999,12.3622,4.33293333333,4.98533333333,5.06266666667,10.2035333333,5.33993333333
366.38,3.98765555556,13.2722666667,9.80033333334,12.4112,4.36906666667,5.03186666667,5.08533333333,10.2437333333,5.3714
366.75,3.94256666667,13.2618,9.73386666667,12.4034666667,4.3098,4.9752,5.0194,10.194,5.3492
367.11,3.8044,13.1135333333,9.56093333333,12.2232666667,4.1522,4.836,4.90406666667,10.007,5.17493333333
367.47,3.81832222222,13.1056666667,9.5778,12.2048,4.13046666667,4.80593333333,4.90313333333,10.0056,5.123
367.84,3.89252222222,13.1844,9.65066666666,12.2878,4.23146666667,4.848,4.9442,10.0956666667,5.156
368.20,3.9795,13.2898,9.71146666667,12.3840666667,4.35826666667,4.93033333333,5.03633333333,10.2404666667,5.22806666667
368.56,3.94294444444,13.2395333333,9.70140000002,12.3416,4.35026666667,4.90146666667,5.019,10.2383333333,5.17773333333
368.93,3.99857777778,13.3429333333,9.76166666665,12.4395333333,4.40953333333,4.923,5.08633333333,10.2577333333,5.2094
369.29,4.00345555555,13.402,9.77246666665,12.3870666667,4.3756,4.8728,5.0608,10.239,5.1866
369.65,3.95998888889,13.4247333333,9.70506666667,12.2992666667,4.3284,4.8106,4.986,10.2162,5.09706666666
370.01,3.85605555555,13.338,9.57873333332,12.1396,4.23006666667,4.66626666667,4.90306666667,10.1302,5.02013333333
370.38,3.81594444445,13.3843333333,9.48306666666,12.1073333333,4.2558,4.62033333333,4.88293333333,10.1222666667,4.96026666667
370.74,3.86792222222,13.4375333334,9.54886666668,12.1144,4.28686666667,4.69153333333,4.90913333333,10.17,4.9502
371.10,4.00996666667,13.6007333333,9.67659999999,12.2821333333,4.4192,4.83553333333,5.0796,10.3683333333,5.095
371.46,4.0618,13.6432666667,9.68406666668,12.3387333333,4.47793333333,4.8956,5.13986666667,10.4426666667,5.1614
371.83,4.03033333333,13.6395333333,9.62906666666,12.3202,4.40926666667,4.84953333333,5.11686666667,10.3732,5.12053333333
372.19,4.13126666667,13.7763333333,9.72513333333,12.4445333333,4.49086666667,4.92546666667,5.21786666666,10.4429333333,5.23606666667
372.55,4.14986666667,13.8415333333,9.74859999999,12.5049333333,4.542,4.93646666667,5.27426666667,10.5105333333,5.27493333333
372.92,4.14497777778,13.8836666667,9.74053333331,12.5254,4.5754,4.98166666667,5.3056,10.5387333334,5.31166666667
373.28,4.15255555556,13.8244,9.74660000001,12.5626,4.6154,4.99866666667,5.36153333333,10.5771333333,5.33093333333
373.64,4.20868888889,13.8648,9.82606666667,12.6791333333,4.70833333333,5.0106,5.4368,10.6742666667,5.40026666667
374.00,4.34042222222,14.026,9.95646666667,12.9234666667,4.87366666667,5.15173333333,5.55746666667,10.8690666667,5.536
374.37,4.34708888889,14.0304666667,9.98539999999,12.9843333333,4.87033333334,5.1642,5.60906666667,10.9084,5.56566666666
374.73,4.41317777778,14.0901333334,10.094,13.0864666667,5.0038,5.23306666667,5.74233333333,11.0336666667,5.683
375.09,4.43804444444,14.1375333333,10.1536666667,13.1095333333,5.05326666667,5.23646666667,5.73733333333,11.0830666667,5.73453333333
375.45,4.48086666667,14.2535333333,10.2660666667,13.1614666667,5.1622,5.28753333333,5.79353333333,11.153,5.80213333333
375.81,4.48157777778,14.2760666667,10.2888666667,13.1481333333,5.19586666667,5.30113333333,5.82086666667,11.1830666667,5.85286666667
376.18,4.50944444444,14.3038666667,10.3393333333,13.1907333333,5.22006666667,5.3188,5.88486666667,11.2173333333,5.86113333333
376.54,4.58028888889,14.3792666667,10.4239333333,13.2316,5.28926666667,5.34253333333,5.93946666667,11.2458,5.9432
376.90,4.59972222222,14.4198666667,10.4398666667,13.2493333333,5.32146666667,5.32873333333,5.95146666667,11.3054,5.93246666667
377.26,4.65116666667,14.5572,10.5588,13.2940666667,5.37253333333,5.387,5.98753333333,11.3736,5.97753333333
377.63,4.66898888889,14.5764666667,10.6074666667,13.3208666667,5.35106666667,5.4354,6.00173333333,11.3957333334,6.01713333333
377.99,4.64495555555,14.5801333333,10.5976,13.2574,5.33033333333,5.4224,5.9888,11.3691333333,5.97553333333
378.35,4.70816666667,14.6476,10.6401333333,13.3176,5.36926666667,5.4386,6.0334,11.4028,6.02526666667
378.71,4.71775555556,14.6738,10.6132666667,13.3412666667,5.36953333333,5.38913333333,6.01406666667,11.3948,6.00593333333
379.07,4.79473333333,14.7418,10.6862,13.4198,5.4382,5.442,6.0796,11.4491333333,6.05326666667
379.44,4.6945,14.6692666667,10.5737333333,13.3544,5.3318,5.3352,5.98346666667,11.3626,5.95533333333
379.80,4.75827777778,14.7445333333,10.6297333333,13.4609333333,5.38993333333,5.39853333333,6.05206666667,11.4448,6.0118
380.16,4.72718888889,14.6925333333,10.5693333333,13.4187333333,5.3668,5.39126666667,6.0258,11.4576,5.98013333333
380.52,4.70848888889,14.7103333333,10.5636,13.4237333333,5.35253333333,5.4606,6.03206666667,11.4962,5.99573333333
380.88,4.71608888889,14.7368666667,10.592,13.4580666667,5.3674,5.5178,6.03553333333,11.5184666666,6.06113333333
381.24,4.7322,14.7728,10.5432,13.4932,5.3906,5.5322,6.04553333333,11.511,6.0896
381.61,4.76797777778,14.8200666667,10.5412666667,13.5473333333,5.4562,5.56373333333,6.08833333333,11.5605333333,6.11086666667
381.97,4.85684444444,14.8914,10.6336,13.6466666667,5.52746666667,5.6272,6.13966666667,11.6596,6.19333333333
382.33,4.83351111111,14.9007333333,10.6553333333,13.6306,5.542,5.6362,6.1256,11.6624,6.20193333333
382.69,4.84095555556,14.8642,10.6808,13.6323333334,5.55486666667,5.6744,6.13893333333,11.6826666667,6.24006666666
383.05,4.75994444445,14.8341333333,10.6012666667,13.5943333333,5.50046666667,5.62633333333,6.0762,11.6108,6.19133333333
383.41,4.81738888889,14.8709333333,10.6380666667,13.6555333333,5.498,5.6566,6.09233333333,11.6586666667,6.236
383.77,4.82688888889,14.9087333333,10.6908666667,13.6643333333,5.51513333333,5.67053333333,6.11586666667,11.6744,6.24206666667
384.14,4.77932222222,14.9056,10.6806,13.6298,5.4848,5.61073333333,6.04026666667,11.6168,6.20493333333
384.50,4.74526666667,14.8585333333,10.6599333333,13.5753333333,5.44506666667,5.5442,5.964,11.5753333334,6.14893333333
384.86,4.73695555556,14.8596,10.6533333333,13.5873333333,5.4348,5.53313333333,5.94553333333,11.5936666667,6.114
385.22,4.72352222222,14.8535333333,10.6846,13.589,5.42546666667,5.539,5.9372,11.6206,6.10106666667
385.58,4.71864444445,14.8684666667,10.7235333333,13.5848666666,5.42733333333,5.52193333334,5.9226,11.6310666667,6.10713333333
385.94,4.7144,14.894,10.7692666667,13.6168,5.4296,5.53906666666,5.96113333334,11.6160666667,6.12646666667
386.30,4.68914444444,14.8960666667,10.7662,13.6196,5.3974,5.52013333333,5.91566666667,11.6392,6.0812
386.66,4.66873333333,14.9162666667,10.719,13.5926666667,5.3612,5.48593333333,5.89766666667,11.613,6.0528
387.03,4.69488888889,14.9386666667,10.7607333333,13.6006666667,5.37826666667,5.5054,5.9258,11.6906666667,6.08633333333
387.39,4.72835555556,15.0209333333,10.8272,13.6296,5.46966666667,5.5874,6.0004,11.7521333333,6.14653333333
387.75,4.7476,15.051,10.8444,13.6659333333,5.49713333333,5.6368,5.99406666667,11.786,6.17866666667
388.11,4.77932222222,15.0758,10.8614,13.7116666667,5.5286,5.6438,6.03913333333,11.8333333333,6.21986666667
388.47,4.79514444445,15.1401333333,10.8492666667,13.765,5.54393333333,5.65173333333,6.07026666667,11.8809333333,6.24406666667
388.83,4.81096666667,15.1522666667,10.8832,13.7591333333,5.5312,5.63873333334,6.06073333333,11.8641333333,6.27133333333
389.19,4.83521111111,15.2036666667,10.9034,13.8032,5.5662,5.6452,6.08013333334,11.932,6.3122
389.55,4.77591111111,15.1344666667,10.8150666667,13.7277333333,5.49393333333,5.59146666667,6.00713333333,11.8627333333,6.252
389.91,4.7872,15.1134,10.7824666667,13.7119333333,5.5166,5.61006666667,5.99213333333,11.8665333333,6.25206666667
390.27,4.79402222222,15.1245333333,10.7436,13.701,5.52526666667,5.62593333333,6.00506666667,11.8452,6.26913333333
390.63,4.752,15.0759333333,10.7206,13.6797333333,5.49186666667,5.60486666667,5.9512,11.8302666667,6.22493333333
391.00,4.76484444444,15.0998666667,10.7529333333,13.6956,5.54913333333,5.62666666666,5.98606666667,11.8527333333,6.2374
391.36,4.7898,15.0796,10.7426,13.7096,5.53973333333,5.6168,5.97,11.8440666667,6.22246666667
391.72,4.75773333333,15.0657333333,10.7253333333,13.6971333333,5.51806666666,5.5616,5.93973333333,11.8241333333,6.1976
392.08,4.77484444444,15.1094,10.7857333333,13.7256,5.5506,5.60726666667,5.94686666667,11.8488666667,6.2308
392.44,4.73986666667,15.0675333333,10.7978,13.6914,5.52833333333,5.58746666667,5.89493333334,11.8081333333,6.203
392.80,4.7379,15.0843333333,10.7964666667,13.6766,5.56113333333,5.60873333333,5.9118,11.8414666667,6.20493333333
393.16,4.7317,15.0535333333,10.7904666667,13.6605333334,5.5296,5.6066,5.90133333333,11.7996666667,6.19133333333
393.52,4.80666666667,15.1322,10.8576666667,13.7265333333,5.59686666667,5.6748,5.97566666667,11.8674,6.27046666667
393.88,4.78318888889,15.1233333333,10.8324,13.716,5.571,5.63533333333,5.954,11.8609333333,6.25753333333
394.24,4.82826666667,15.1430666667,10.8851333333,13.7285333333,5.60186666667,5.65506666667,5.9734,11.8785333333,6.29566666667
394.60,4.90258888889,15.2266666667,10.9814666667,13.7947333333,5.68426666667,5.70066666667,6.0394,11.9812666667,6.3832
394.96,4.90197777778,15.1818666667,10.9431333333,13.7851333334,5.64066666667,5.6494,6.0054,11.9445333333,6.38973333333
395.32,4.85567777778,15.1504,10.9262666667,13.7692666667,5.62266666667,5.5918,5.97153333333,11.9337333333,6.3728
395.68,4.85596666666,15.1533333333,10.9056666667,13.7366,5.61846666667,5.585,5.99593333333,11.9368,6.36006666667
396.04,4.81603333333,15.1078666667,10.8614666667,13.6978666667,5.5586,5.525,5.94826666667,11.9072666667,6.31533333333
396.40,4.85052222222,15.1295333333,10.8859333333,13.7412,5.5738,5.5418,5.97993333333,11.9685333333,6.38086666667
396.76,4.8269,15.0969333333,10.8752,13.7490666667,5.525,5.49846666667,5.93913333334,11.9398,6.35866666667
397.12,4.76921111111,15.0200666667,10.8145333333,13.6737333333,5.482,5.43173333333,5.87346666667,11.9107333333,6.3098
397.48,4.74296666667,15.0161333334,10.8325333333,13.6821333333,5.49146666666,5.40673333333,5.84293333333,11.9082,6.28906666667
397.84,4.73984444445,14.9995333333,10.8492666667,13.6316,5.4674,5.4198,5.811,11.9085333333,6.29126666667
398.20,4.67,14.9339333333,10.8084,13.5734666667,5.40633333333,5.36526666667,5.74206666667,11.8716666667,6.21653333333
398.56,4.66648888889,14.9428666667,10.7984,13.5477333333,5.39133333333,5.4006,5.74373333333,11.8378666666,6.21573333333
398.92,4.68251111111,14.9879333333,10.8166,13.5761333333,5.399,5.434,5.76366666667,11.8755333334,6.21293333333
399.28,4.68027777778,15.0206,10.8388,13.5628666667,5.39706666666,5.44893333333,5.7518,11.8812666667,6.1996
399.64,4.70867777778,15.0206,10.8942,13.5768666667,5.40026666667,5.48166666667,5.75306666667,11.882,6.23433333333
400.00,4.8053,15.1162666667,10.9682666667,13.6591333333,5.50206666667,5.61593333334,5.8482,11.9470666667,6.33433333333
400.36,4.76983333333,15.0486,10.9462666667,13.6308666667,5.47106666667,5.5788,5.81993333333,11.8924,6.27086666667
400.72,4.80594444445,15.0678,11.0015333333,13.6364,5.51613333333,5.62186666667,5.87593333333,11.9299333333,6.30473333333
401.08,4.84056666667,15.1422,11.0376666667,13.6994,5.5478,5.66993333333,5.91846666667,11.9418,6.342
401.44,4.85148888889,15.1564666667,11.0444666667,13.7066666667,5.5506,5.7144,5.92586666667,11.9572,6.36926666667
401.80,4.88963333333,15.2109333333,11.0922,13.7527333333,5.58,5.73266666667,5.96573333333,12.0111333333,6.384
402.16,4.917,15.2669333333,11.1452666667,13.8088,5.60346666667,5.7862,5.99993333333,12.0697333334,6.42886666667
402.52,4.90601111111,15.2761333333,11.1284,13.8304666667,5.5924,5.77546666667,5.9806,12.0738666667,6.41513333334
402.88,4.91505555555,15.2944,11.165,13.8332666667,5.61253333333,5.81053333333,5.99153333333,12.076,6.42306666666
403.24,4.87261111111,15.2074666667,11.1188,13.7842666667,5.55373333333,5.78053333333,5.9384,12.0316,6.40353333333
403.60,4.87055555556,15.2102666667,11.1057333333,13.7894666667,5.54533333333,5.78353333333,5.91946666667,12.0449333333,6.40473333333
403.95,4.77241111111,15.1344666667,11.06,13.7044,5.43073333333,5.68,5.816,11.9908666667,6.32493333334
404.31,4.76901111111,15.1535333333,11.0381333333,13.6918,5.4246,5.6902,5.8088,12.0034666667,6.31506666667
404.67,4.73768888889,15.1505333333,11.0024,13.6937333333,5.38393333333,5.6608,5.76966666666,11.9815333333,6.29466666667
405.03,4.7658,15.1794,11.0352,13.7234666667,5.41486666667,5.69846666667,5.78766666667,12.044,6.33786666667
405.39,4.77693333333,15.2072666667,11.0519333333,13.7316,5.4252,5.69113333333,5.80153333333,12.0596,6.33886666667
405.75,4.72035555556,15.1566666667,10.9795333333,13.6816,5.36613333333,5.6196,5.73946666667,11.9872666667,6.29133333333
406.11,4.71547777778,15.1504,10.9433333333,13.6726666667,5.3596,5.60893333333,5.734,11.9867333333,6.2854
406.47,4.72064444445,15.1001333333,10.9391333333,13.6651333333,5.3506,5.60306666667,5.72693333333,11.9736,6.28973333333
406.83,4.69912222222,15.0827333333,10.9385333333,13.6659333333,5.344,5.58933333333,5.68873333333,11.9833333333,6.2764
407.19,4.79022222222,15.2087333333,11.0377333333,13.786,5.43306666666,5.68246666667,5.77906666667,12.0932666667,6.35973333333
407.55,4.77742222222,15.2383333333,11.0510666667,13.7902666667,5.43593333333,5.65773333333,5.76213333334,12.0947333333,6.3436
407.90,4.8032,15.2723333333,11.0378666667,13.8285333333,5.47,5.66666666667,5.78833333333,12.1404666667,6.3554
408.26,4.81593333333,15.2966666667,11.0703333333,13.8324666667,5.47473333333,5.67586666667,5.80733333333,12.1429333333,6.38813333333
408.62,4.80386666667,15.2844,11.0439333333,13.8066,5.466,5.66813333333,5.79373333334,12.1380666667,6.38513333333
408.98,4.78517777778,15.2790666667,11.0286,13.7892666667,5.43573333333,5.6494,5.77973333333,12.1191333333,6.3696
409.34,4.78982222222,15.2712666667,11.0493333333,13.8082666667,5.42673333333,5.65826666667,5.78733333333,12.1154666667,6.3622
409.70,4.81784444444,15.3422,11.1000666667,13.8541333333,5.46493333334,5.7156,5.84326666667,12.1878,6.4066
410.06,4.81932222222,15.3707333333,11.1301333333,13.8804666667,5.46633333333,5.71993333333,5.86373333333,12.1932,6.42086666667
410.42,4.84591111111,15.4386666667,11.1668666667,13.9126,5.4986,5.74653333333,5.8934,12.2558666667,6.46553333333
410.77,4.87403333333,15.475,11.1670666667,13.9162666667,5.4894,5.77126666667,5.913,12.2654,6.49813333333
411.13,4.83242222222,15.4363333333,11.1080666667,13.8583333333,5.42553333333,5.72866666667,5.87433333333,12.2380666667,6.45566666667
411.49,4.84297777778,15.4296666667,11.0992,13.8718,5.4418,5.76073333333,5.9106,12.2514,6.4874
411.85,4.88373333333,15.4591333333,11.1426666667,13.8963333333,5.48006666667,5.8104,5.94846666667,12.2984666667,6.53186666667
412.21,4.8771,15.4639333333,11.1448666667,13.9012,5.4808,5.81686666667,5.95133333333,12.2992,6.53233333333
412.57,4.87433333333,15.4775333333,11.1654666667,13.9008666667,5.47773333333,5.81333333334,5.94393333333,12.3036,6.52406666667
412.92,4.87981111111,15.4552666667,11.171,13.8879333333,5.4656,5.81246666667,5.9328,12.2796,6.4992
413.28,4.83056666667,15.4021333333,11.1083333333,13.8190666667,5.40793333333,5.77513333333,5.8768,12.2606666667,6.47173333333
413.64,4.81655555556,15.3497333333,11.1064666667,13.8022,5.40233333333,5.78366666667,5.84566666667,12.2490666667,6.4658
414.00,4.87444444444,15.3843333333,11.1467333333,13.8268,5.4254,5.81946666667,5.89033333333,12.297,6.5206
414.36,4.85708888889,15.3586666667,11.1387333334,13.8279333333,5.40853333333,5.82373333333,5.8822,12.2940666667,6.51586666667
414.72,4.81672222222,15.3057333333,11.1008666667,13.7593333333,5.372,5.77166666667,5.85286666667,12.2637333333,6.48613333333
415.07,4.7915,15.2058666667,11.0534666667,13.6972,5.35333333333,5.744,5.82826666667,12.2194,6.4724
415.43,4.78851111111,15.1551333333,11.0088666667,13.6591333333,5.31686666667,5.72486666667,5.79413333333,12.1954,6.4614
415.79,4.82216666667,15.1336666667,11.0066666667,13.6620666667,5.3232,5.7514,5.8084,12.2031333334,6.4928
416.15,4.84992222222,15.1074,10.9962,13.6715333333,5.34186666667,5.7662,5.80346666667,12.2268666667,6.5178
416.51,4.86694444445,15.0818666667,10.9968666667,13.6763333333,5.33413333333,5.79173333333,5.8078,12.2380666667,6.5424
416.86,4.84053333333,15.0094,10.9588,13.6151333333,5.30853333334,5.7476,5.78013333333,12.2184,6.54393333333
417.22,4.81491111111,14.9392666667,10.9033333333,13.5510666667,5.2812,5.7148,5.74106666667,12.1608666667,6.5418
417.58,4.81752222222,14.9189333333,10.8964666667,13.5466,5.2734,5.70886666667,5.74926666667,12.1330666667,6.56773333333
417.94,4.77128888889,14.836,10.8347333333,13.4708,5.23913333333,5.67333333333,5.69413333333,12.0798666667,6.54586666667
418.29,4.71743333333,14.7344666667,10.7503333333,13.3760666666,5.171,5.61413333333,5.63073333333,11.9786,6.4992
418.65,4.70834444444,14.6795333333,10.7179333333,13.3455333333,5.1432,5.6216,5.61646666667,11.9463333333,6.5056
419.01,4.68586666667,14.6620666667,10.6944666667,13.3060666667,5.1224,5.61473333333,5.58306666667,11.9229333333,6.4928
419.37,4.6441,14.6008666667,10.6499333333,13.2518,5.0734,5.5866,5.54806666667,11.8745333333,6.4714
419.73,4.61497777778,14.5594,10.6153333333,13.1981333333,5.0482,5.57026666667,5.52513333333,11.8179333333,6.4684
420.08,4.60342222222,14.519,10.6004,13.1602,5.02813333333,5.56613333333,5.52173333333,11.7820666667,6.4714
420.44,4.60826666667,14.4794666667,10.5905333333,13.1192,5.0294,5.56326666667,5.52706666667,11.7584666667,6.4868
420.80,4.6067,14.4655333333,10.5732666667,13.1056,5.01953333333,5.57486666667,5.52726666667,11.7370666667,6.4984
421.16,4.63786666667,14.4588,10.5922,13.1160666667,5.03046666667,5.6098,5.5606,11.7496,6.52833333333
421.51,4.62565555556,14.402,10.5462666667,13.0659333333,5.00013333333,5.5978,5.53313333333,11.7178666667,6.51166666667
421.87,4.63925555555,14.3774666667,10.5459333333,13.0544666667,5.00306666667,5.6198,5.52473333333,11.7176666666,6.51933333333
422.23,4.63523333333,14.3442666667,10.5359333333,13.0306666667,4.99793333333,5.61673333333,5.51653333333,11.7092666666,6.5176
422.58,4.6272,14.3157333333,10.5242666667,13.0068,4.9894,5.60893333333,5.49373333333,11.6920666667,6.5192
422.94,4.62784444444,14.2902,10.5064,12.9859333333,4.97786666667,5.59613333333,5.48586666667,11.6745333333,6.53346666667
423.30,4.62705555555,14.2596,10.5,12.9558666667,4.98426666667,5.58826666667,5.46566666667,11.6628,6.5368
423.66,4.61194444444,14.2051333333,10.4774666667,12.9270666667,4.95693333333,5.5722,5.43066666667,11.6372666667,6.5252
424.01,4.62376666666,14.1994,10.4636666667,12.9113333333,4.95266666667,5.58553333333,5.4284,11.6292,6.53493333333
424.37,4.59805555555,14.1672,10.4243333333,12.8846,4.93146666667,5.5642,5.39533333333,11.5965333333,6.5136
424.73,4.5798,14.1556666667,10.4008,12.8696,4.9234,5.548,5.37366666667,11.5882,6.50326666667
425.08,4.56565555555,14.1397333333,10.3786666667,12.8451333333,4.9106,5.52826666667,5.3438,11.5702,6.4888
425.44,4.55084444444,14.1280666667,10.3684,12.8315333333,4.89986666667,5.5162,5.32646666667,11.5556,6.47766666667
425.80,4.50128888889,14.0833333333,10.3124666667,12.7822666667,4.85486666666,5.46586666667,5.28526666667,11.4994,6.44113333333
