wavelength,Back_TanNivf,Belly_TanNivf,Breast_TanNivf,Crissum_TanNivf,Crown_TanNivf,DorTail_TanNivf,Patch10_TanNivf,Patch11_TanNivf,Patch12_TanNivf,Rump_TanNivf,Throat_TanNivf,WingTip_TanNivf
314.07,5.30538888889,13.0612777778,8.80366666667,10.9232222222,7.94366666667,6.48555555555,6.491,8.88555555556,5.77655555556,12.077,6.909,7.52022222222
314.43,5.21777777778,13.2047777778,8.69844444444,10.978,7.971,6.62211111111,6.40233333334,8.94266666667,5.75366666666,12.1587777778,6.97211111111,7.47955555555
314.80,4.96255555556,13.1951666667,8.54888888889,10.9516666667,7.774,6.49822222222,6.08711111111,8.84822222222,5.61977777778,11.9557777778,6.77522222222,7.15544444445
315.17,4.93961111111,13.1906666667,8.55266666667,11.0226666667,7.78944444446,6.60033333333,6.12566666667,8.87288888889,5.63144444444,11.9344444445,6.74333333333,7.17211111111
315.54,4.97283333333,13.3648333333,8.61888888889,11.2903333333,7.85555555554,6.66988888889,6.32611111111,8.96,5.66077777778,11.9553333333,6.676,7.309
315.91,5.14538888889,13.64,8.81077777778,11.6152222222,8.03755555556,6.92077777778,6.60466666667,9.16555555556,5.73144444445,12.0312222222,6.77133333333,7.36922222222
316.28,5.03255555556,13.6258888889,8.64188888889,11.5413333333,7.87,6.88288888889,6.52333333333,8.913,5.53922222222,11.9066666667,6.63244444444,7.33366666667
316.64,4.89916666667,13.5423333333,8.53177777778,11.5361111111,7.79622222221,6.74122222222,6.46566666667,8.74866666667,5.39877777778,11.7794444444,6.57688888889,7.32411111111
317.01,5.03438888889,13.6705,8.763,11.7994444444,7.92122222223,6.85233333333,6.58333333333,8.837,5.60877777778,11.8702222222,6.79922222222,7.59344444445
317.38,5.12305555556,13.8185555556,8.89544444445,12.0264444445,8.02144444446,6.97,6.70344444444,8.95166666667,5.74366666666,11.9495555556,6.97588888889,7.746
317.75,5.00427777778,13.6447777778,8.68811111111,11.9616666667,7.87955555555,6.69966666667,6.38511111111,8.65822222222,5.64533333333,11.7398888889,6.81944444445,7.58622222222
318.12,4.64433333334,13.2983333333,8.38977777778,11.6872222222,7.40944444444,6.266,6.03677777778,8.19077777778,5.25222222222,11.3915555556,6.44711111111,7.42155555556
318.49,4.58627777778,13.2201666667,8.47622222222,11.6064444445,7.25444444444,6.04477777778,5.95677777778,8.03233333333,5.20311111111,11.1232222222,6.38211111111,7.37588888889
318.85,4.82661111111,13.6193333333,8.788,11.8397777778,7.60066666666,6.32233333333,6.41333333333,8.25055555555,5.384,11.3632222222,6.76566666667,7.72833333333
319.22,4.80122222222,13.7202222222,8.87311111111,11.9081111111,7.62722222221,6.37522222222,6.46077777778,8.34466666667,5.34944444444,11.3523333333,6.873,7.87155555556
319.59,4.55288888889,13.5412222222,8.735,11.5652222222,7.32622222222,6.09322222222,6.13044444444,8.11077777778,5.194,11.1635555556,6.68033333333,7.68133333333
319.96,4.18633333333,13.2275,8.36277777778,11.3226666667,6.95311111111,5.77966666667,5.73,7.81211111111,4.90822222222,10.9586666667,6.40211111111,7.32344444445
320.32,4.07805555556,13.2182777778,8.34111111111,11.3057777778,6.90922222222,5.606,5.59322222222,7.76333333333,4.915,11.0104444444,6.40666666667,7.16977777778
320.69,4.35527777778,13.6065,8.68533333333,11.571,6.99544444445,5.83166666667,5.77755555556,8.09544444444,5.22266666666,11.1395555555,6.61777777778,7.39155555555
321.06,4.48427777778,13.843,8.722,11.6894444444,7.11044444444,5.878,5.78611111111,8.25433333333,5.347,11.2122222222,6.78788888889,7.34744444444
321.43,4.47288888889,14.0277222222,8.66144444445,11.7267777778,7.036,5.764,5.71011111111,8.22911111111,5.35366666666,11.1522222222,6.80233333333,7.25066666667
321.80,4.56305555556,14.251,8.77066666665,11.9121111111,7.04388888889,5.96844444444,5.90622222222,8.41211111111,5.45755555556,11.3261111111,6.92544444445,7.452
322.16,4.67072222222,14.4685555555,8.93755555557,12.0883333333,7.35911111111,6.03655555556,6.11033333333,8.64466666667,5.59244444445,11.407,7.06,7.55944444444
322.53,4.64066666667,14.4212777778,8.72944444444,12.067,7.27888888889,6.02577777778,6.08044444445,8.54733333333,5.504,11.4963333333,6.96033333333,7.455
322.90,4.43266666667,14.1807222222,8.48244444444,11.7764444445,6.94122222222,5.78877777778,5.83022222222,8.29833333333,5.36688888889,11.2565555556,6.75111111111,7.16377777778
323.27,4.39738888889,14.1143333333,8.38344444444,11.7372222222,6.85866666666,5.56,5.87288888889,8.24111111111,5.31633333333,11.0821111111,6.66166666667,6.88177777778
323.63,4.49688888889,14.1343333333,8.29044444444,11.8401111111,6.79822222222,5.55688888889,5.92311111111,8.29044444444,5.38233333333,11.0153333333,6.70833333333,6.76188888889
324.00,4.49855555556,14.3045,8.18877777778,11.8696666667,6.825,5.46655555556,5.92944444444,8.23255555556,5.43644444444,10.8235555556,6.55388888889,6.70166666667
324.37,4.36755555555,14.2878333333,7.95011111111,11.9466666667,6.79011111111,5.47833333333,5.888,8.11,5.332,10.6666666667,6.33255555556,6.59322222222
324.74,4.16561111111,14.3083333333,7.75044444444,11.8112222222,6.68466666667,5.33133333333,5.81088888889,7.91922222222,5.17822222222,10.7171111111,6.19211111111,6.44622222222
325.10,4.03888888889,14.2228333333,7.59088888889,11.7578888889,6.46722222222,5.29555555555,5.75455555556,7.83177777778,5.014,10.6012222222,5.96277777778,6.42444444444
325.47,4.03022222222,14.1948333333,7.46811111111,11.6344444444,6.39466666667,5.28666666667,5.68144444445,7.69511111111,4.86444444445,10.4718888889,5.83688888889,6.35766666667
325.84,3.87544444445,14.0576666667,7.26088888889,11.548,6.26866666667,5.13111111111,5.46822222222,7.53288888889,4.67722222222,10.2936666667,5.65511111111,6.07477777778
326.21,3.93155555555,14.133,7.34411111111,11.6946666666,6.26766666667,5.20788888889,5.53655555556,7.61533333333,4.78622222222,10.3086666667,5.74622222222,6.09844444444
326.57,4.02,14.3600555556,7.56677777778,11.8922222222,6.43688888889,5.352,5.804,7.85833333333,4.95422222222,10.3955555555,5.94511111111,6.30044444444
326.94,3.90155555555,14.3473333333,7.51166666667,11.9152222222,6.50533333333,5.304,5.85411111111,7.83611111111,4.83366666666,10.4457777778,5.786,6.30088888889
327.31,3.80161111111,14.3825,7.42866666667,11.8768888889,6.41777777778,5.29388888889,5.66155555556,7.67822222222,4.77566666667,10.3761111111,5.68277777778,6.25755555556
327.67,3.78344444444,14.6143333333,7.50988888889,12.0428888889,6.55911111111,5.42188888889,5.74577777778,7.71544444444,4.74344444444,10.4325555556,5.74122222222,6.37955555556
328.04,3.84461111111,14.8195,7.70588888889,12.2527777778,6.68877777778,5.60922222222,5.86,7.78222222222,4.73533333334,10.6406666667,5.96511111111,6.50711111111
328.41,3.90638888889,14.7872222222,7.789,12.1532222222,6.71588888889,5.66677777778,5.92733333333,7.856,4.74422222222,10.6187777778,6.16855555556,6.59877777778
328.78,4.00211111111,14.8378333333,7.85211111111,12.2224444444,6.77177777778,5.78866666667,6.03988888889,7.95844444444,4.75233333333,10.5168888889,6.30077777778,6.64155555556
329.14,4.06127777778,14.9012222222,7.87211111111,12.1695555556,6.90122222222,5.78922222222,6.14422222222,7.95011111111,4.76466666667,10.5464444444,6.33188888889,6.53133333333
329.51,3.86177777778,14.8330555556,7.77822222222,12.1957777778,6.84455555556,5.65844444444,6.08666666667,7.84977777778,4.67022222222,10.5216666667,6.28244444445,6.50277777778
329.88,3.84222222222,14.8421666667,7.77433333333,12.1444444444,6.84833333333,5.59555555555,6.142,7.80911111111,4.68977777778,10.4397777778,6.31422222222,6.58133333333
330.24,3.97222222222,14.9070555556,7.72288888889,12.1561111111,6.91244444445,5.67888888889,6.13455555556,7.81577777778,4.74255555556,10.5473333333,6.31566666666,6.575
330.61,3.9065,14.8165555556,7.51444444445,12.0923333333,6.76844444444,5.58222222222,5.94388888889,7.56511111111,4.64111111111,10.4307777778,6.15888888889,6.41688888889
330.98,4.11822222222,15.0254444444,7.62788888889,12.3284444444,6.72255555556,5.72888888889,6.03588888889,7.64044444444,4.79855555556,10.4974444444,6.28488888889,6.42311111111
331.34,4.14327777778,15.1358333333,7.59366666667,12.2727777778,6.63633333333,5.76611111111,6.06788888889,7.60355555555,4.76655555556,10.428,6.22988888889,6.33211111111
331.71,4.0495,15.088,7.497,12.209,6.39688888889,5.696,5.91811111111,7.53644444445,4.67233333333,10.3388888889,6.03155555555,6.13755555556
332.08,4.02444444444,15.0385,7.39122222222,12.1376666667,6.34544444445,5.56155555556,5.996,7.52211111111,4.74388888889,10.2545555556,5.90366666667,6.13422222222
332.44,4.01938888889,15.1484444445,7.33655555555,12.1651111111,6.203,5.42177777778,5.88977777778,7.385,4.74666666666,10.2547777778,5.79077777778,6.068
332.81,3.90961111111,15.0184444445,7.15177777778,12.0322222222,6.01733333334,5.25733333333,5.66455555556,7.11855555555,4.66511111111,10.1071111111,5.59111111111,5.93222222222
333.18,3.89527777778,15.1524444445,7.20633333334,12.2141111111,6.07555555556,5.25766666667,5.70411111111,7.14355555556,4.74822222222,10.1178888889,5.66888888889,6.06144444444
333.54,4.01411111111,15.3460555556,7.26488888889,12.3065555556,6.17066666666,5.32222222222,5.84622222222,7.30177777778,4.87844444444,10.1801111111,5.79122222222,6.03722222222
333.91,3.96183333333,15.4977777778,7.281,12.4148888889,6.17233333333,5.30444444444,5.97233333333,7.35822222222,4.87977777778,10.2046666667,5.88622222222,5.97688888889
334.28,3.84388888889,15.4839444444,7.22366666667,12.4144444445,6.12133333333,5.253,6.04111111111,7.31955555556,4.75777777778,10.1627777778,5.869,6.00088888889
334.64,3.87822222222,15.544,7.32411111111,12.4442222222,6.28466666667,5.29344444445,6.05466666666,7.47533333333,4.78255555556,10.1965555556,5.99311111111,5.98633333333
335.01,3.91583333333,15.5556666667,7.47511111111,12.5011111111,6.46566666667,5.28088888889,6.14788888889,7.67188888889,4.83788888889,10.1837777778,6.15655555556,6.08933333333
335.38,4.08388888889,15.7204444444,7.66888888889,12.6756666667,6.72244444445,5.42444444444,6.44122222222,7.93322222222,5.03644444445,10.3714444445,6.40688888889,6.31111111111
335.74,4.11377777778,15.5911666667,7.67411111111,12.6414444445,6.82988888889,5.405,6.533,7.91811111111,5.00944444444,10.3723333333,6.55222222222,6.39022222222
336.11,4.13888888889,15.6071666667,7.67333333333,12.5341111111,6.81122222222,5.35311111111,6.54966666667,7.93722222222,4.99588888889,10.3486666667,6.69477777778,6.41655555556
336.47,4.16455555556,15.7891111111,7.749,12.6172222222,6.86211111111,5.40955555555,6.65433333333,8.05133333333,4.99788888889,10.4053333333,6.76544444445,6.46911111111
336.84,4.16394444445,15.9362777778,7.798,12.727,6.92188888889,5.45277777778,6.77522222222,8.16866666666,4.98611111111,10.5142222222,6.85244444445,6.49411111111
337.21,4.33394444444,16.0856666667,7.87311111111,12.8338888889,6.96555555556,5.54733333334,6.93944444445,8.27477777778,5.11766666667,10.631,6.99,6.56222222222
337.57,4.63622222222,16.3695555556,8.14222222222,13.1077777778,7.202,5.79566666667,7.274,8.54833333333,5.43144444444,10.935,7.26388888889,6.892
337.94,4.92944444445,16.6110555556,8.34533333333,13.2091111111,7.40988888889,6.02122222222,7.44566666667,8.70788888889,5.63877777778,11.1348888889,7.38022222222,7.07144444444
338.31,5.14266666667,16.8526666667,8.60666666667,13.4135555555,7.61088888889,6.15555555556,7.62644444444,8.91933333333,5.79711111111,11.2756666667,7.62055555556,7.20466666667
338.67,5.15394444445,16.9703888889,8.59211111111,13.4006666667,7.482,6.05522222222,7.72155555556,8.94633333333,5.76433333333,11.2237777778,7.58488888889,7.24455555556
339.04,5.20777777778,17.1596111111,8.55122222222,13.361,7.47066666667,6.07,7.82222222222,8.873,5.78166666667,11.2514444444,7.57733333333,7.27311111111
339.40,5.15633333333,17.1531666667,8.54911111111,13.3514444444,7.427,5.97144444445,7.79588888889,8.77677777778,5.683,11.2858888889,7.53677777778,7.22311111111
339.77,5.20561111111,17.4153888889,8.62866666667,13.4725555555,7.47822222222,6.0,7.85255555556,8.85311111111,5.84433333333,11.3491111111,7.59733333333,7.26188888889
340.14,5.21472222222,17.4455,8.64677777778,13.5987777778,7.434,6.05822222222,7.90477777778,8.84433333333,5.82777777778,11.299,7.49788888889,7.22266666666
340.50,5.34544444444,17.5587777778,8.732,13.7704444444,7.58266666667,6.11866666667,8.02988888889,8.94677777778,5.97288888889,11.3701111111,7.56155555556,7.35055555556
340.87,5.448,17.6771111111,8.79722222222,13.8536666667,7.64488888889,6.186,8.07522222222,8.98566666667,6.04888888889,11.4157777778,7.59722222222,7.40866666667
341.23,5.22372222222,17.6060555555,8.65622222222,13.8011111111,7.53766666667,6.01144444444,7.90155555556,8.88344444444,5.88266666666,11.2817777778,7.36688888889,7.20766666667
341.60,4.94911111111,17.4125555556,8.42844444444,13.6251111111,7.32444444445,5.77044444444,7.57355555556,8.65722222222,5.60166666667,10.9593333333,7.13688888889,6.92877777778
341.96,4.8515,17.3865,8.393,13.6604444445,7.18133333334,5.70477777778,7.47233333334,8.65811111111,5.51766666667,10.8963333333,7.08877777778,6.89966666667
342.33,4.68694444445,17.3487222222,8.20333333333,13.5342222222,6.92144444444,5.56466666667,7.30544444445,8.44122222222,5.36722222222,10.6904444444,6.91233333334,6.77166666667
342.70,4.39561111111,17.1086111111,7.97188888889,13.4601111111,6.66711111111,5.33477777778,7.03788888889,8.11411111111,5.10477777778,10.553,6.714,6.54844444444
343.06,4.28972222222,17.0223888889,7.92133333333,13.5203333333,6.54411111111,5.25355555556,6.83277777778,7.95488888889,5.05544444445,10.4952222222,6.59555555555,6.43622222222
343.43,4.357,17.1411111111,7.93777777778,13.643,6.55122222222,5.32044444444,6.82933333333,8.04266666667,5.17544444444,10.4992222222,6.63688888889,6.53011111111
343.79,4.37455555555,17.2313888889,7.93066666667,13.6795555556,6.502,5.31222222222,6.83888888889,8.08188888889,5.18166666667,10.5233333333,6.68411111111,6.50377777778
344.16,4.39105555556,17.3447222222,7.97588888889,13.7174444444,6.45988888889,5.29611111111,6.77455555556,8.08111111111,5.194,10.6891111111,6.71844444444,6.51277777778
344.52,4.24538888889,17.2942222222,7.89555555556,13.6368888889,6.317,5.21155555556,6.67211111111,7.976,5.05488888889,10.6365555556,6.64166666667,6.30544444444
344.89,4.20033333334,17.4018333333,7.86633333333,13.6998888889,6.29255555556,5.18411111111,6.70133333333,7.98155555556,5.024,10.622,6.668,6.27066666667
345.25,4.21861111111,17.4673888889,7.90777777778,13.6218888889,6.25655555556,5.19922222222,6.753,7.92755555556,4.99977777778,10.6015555556,6.71644444444,6.26511111111
345.62,4.16955555556,17.5561111111,7.88611111111,13.6095555555,6.15344444444,5.15022222222,6.76755555556,7.88122222222,4.928,10.6218888889,6.65088888889,6.20277777778
345.99,4.13444444444,17.5433333333,7.79511111111,13.6163333333,6.07944444445,5.09911111111,6.79166666667,7.84266666667,4.90511111111,10.6553333333,6.64044444444,6.21255555556
346.35,4.13283333333,17.5792222222,7.81533333333,13.6791111111,6.13955555556,5.12433333334,6.84455555555,7.86977777778,4.94855555556,10.766,6.65555555555,6.19233333334
346.72,4.37533333333,17.8542777778,8.03344444444,13.8405555555,6.34933333333,5.31366666667,7.08288888889,8.12033333334,5.25444444444,10.9601111111,6.88255555556,6.42811111111
347.08,4.36477777778,17.8797222222,7.99144444444,13.8006666667,6.26255555556,5.27877777778,7.08166666667,8.13477777778,5.19788888889,10.9627777778,6.91522222222,6.42733333333
347.45,4.31655555555,17.8841666667,7.94166666667,13.9017777778,6.25944444444,5.23222222222,7.10811111111,8.06577777778,5.16277777778,10.9555555556,6.92444444445,6.35022222222
347.81,4.39216666667,18.0439444444,8.03688888889,14.067,6.43266666667,5.28744444444,7.18155555556,8.07188888889,5.15955555556,11.0578888889,6.89366666667,6.46266666667
348.18,4.26072222222,18.0256111111,7.92866666667,13.9886666667,6.46988888889,5.259,7.12588888889,8.007,5.02588888889,10.9595555555,6.82122222222,6.36
348.54,4.28405555556,18.0081111111,7.918,13.9016666666,6.46944444444,5.257,7.09988888889,7.96288888889,4.99766666667,10.8716666667,6.81688888889,6.363
348.91,4.37783333333,18.1015555556,8.06655555556,13.9953333333,6.56888888889,5.30255555556,7.20011111111,8.11422222222,5.10933333333,10.9854444445,6.89611111111,6.48444444444
349.27,4.54427777778,18.2179444444,8.16744444444,14.1703333333,6.64355555556,5.48811111111,7.34677777778,8.293,5.24833333333,11.1541111111,7.07588888889,6.642
349.64,4.66144444444,18.2811666667,8.31566666667,14.2652222222,6.76022222222,5.58577777778,7.50355555555,8.437,5.37122222222,11.2421111111,7.22677777778,6.76344444445
350.00,4.75033333333,18.3506111111,8.42788888889,14.2995555556,6.93622222222,5.60277777778,7.57044444444,8.454,5.42688888889,11.2366666667,7.30144444445,6.72911111111
350.37,4.791,18.4306666667,8.46188888889,14.2907777778,6.97177777778,5.62122222222,7.59922222222,8.52677777778,5.38922222222,11.2488888889,7.36744444445,6.74155555556
350.73,4.83227777778,18.4952777778,8.47366666667,14.3471111111,7.02111111111,5.704,7.60666666667,8.55288888889,5.386,11.3046666667,7.352,6.75
351.10,4.87911111111,18.6618333333,8.55533333333,14.4043333333,7.14133333333,5.76622222222,7.73622222222,8.64188888889,5.42377777778,11.3174444444,7.46288888889,6.80711111111
351.46,4.88522222222,18.6846666667,8.598,14.3205555556,7.10811111111,5.80055555556,7.70922222222,8.66788888889,5.366,11.3094444444,7.481,6.74311111111
351.83,4.84777777778,18.6453333333,8.54722222222,14.2445555556,7.01333333334,5.72277777778,7.71255555556,8.67333333333,5.29833333333,11.2513333333,7.51377777778,6.64111111111
352.19,4.97544444444,18.8361666667,8.72155555556,14.423,7.05455555555,5.794,7.84644444445,8.85777777778,5.43655555556,11.3087777778,7.68166666667,6.75677777778
352.55,5.10166666667,19.0016666667,8.86388888889,14.6045555556,7.14522222222,5.89422222222,7.99222222222,9.03811111111,5.58033333333,11.4281111111,7.79644444445,6.85777777778
352.92,5.07605555556,18.9526111111,8.893,14.5794444444,7.09555555556,5.88244444444,7.98177777778,8.95911111111,5.53088888889,11.3437777778,7.78288888889,6.76244444444
353.28,4.84377777778,18.8627222222,8.72788888889,14.4766666667,6.92977777778,5.60533333333,7.80355555556,8.76622222222,5.31044444444,11.1508888889,7.52088888889,6.55688888889
353.65,4.67472222222,18.8247777778,8.56744444445,14.405,6.80266666667,5.467,7.66455555556,8.59011111111,5.13144444444,11.0521111111,7.36511111111,6.41844444444
354.01,4.48488888889,18.7335555556,8.47011111111,14.3351111111,6.57622222222,5.36988888889,7.55,8.44033333333,4.97911111111,10.9636666667,7.25944444444,6.30055555556
354.38,4.3705,18.6970555556,8.43022222222,14.257,6.434,5.23288888889,7.45911111111,8.35533333333,5.00111111111,10.8425555556,7.19077777778,6.19944444444
354.74,4.32433333334,18.8133888889,8.46666666667,14.2834444444,6.38788888889,5.17033333333,7.48711111111,8.35433333334,4.95266666667,10.7908888889,7.21011111111,6.14544444444
355.11,4.35411111111,18.823,8.49877777778,14.4035555556,6.41511111111,5.20633333333,7.55011111111,8.38277777778,4.97455555556,10.8976666667,7.25911111111,6.13077777778
355.47,4.37244444444,18.9946666667,8.55711111111,14.5094444444,6.431,5.18122222222,7.61022222222,8.39622222222,5.01322222222,10.9722222222,7.26577777778,6.18411111111
355.83,4.41622222222,19.0971666667,8.61533333333,14.6396666667,6.49122222222,5.28344444444,7.66922222222,8.50533333333,5.10822222222,11.1395555555,7.37488888889,6.27833333333
356.20,4.43994444445,19.1455555556,8.626,14.7368888889,6.53166666667,5.35377777778,7.71911111111,8.53588888889,5.09722222222,11.2344444444,7.41355555555,6.27266666667
356.56,4.44222222222,19.273,8.69911111111,14.8226666667,6.51822222222,5.37922222222,7.794,8.58811111111,5.09577777778,11.3671111111,7.48977777778,6.30111111111
356.93,4.39988888889,19.3450555556,8.66588888889,14.8374444444,6.53222222222,5.363,7.81066666667,8.59233333333,5.10166666667,11.4354444444,7.52766666667,6.33511111111
357.29,4.47366666667,19.4576111111,8.77966666667,14.9712222222,6.584,5.48777777778,7.87366666667,8.645,5.16355555556,11.5508888889,7.68055555555,6.38455555556
357.66,4.64872222222,19.6356666667,8.89811111111,15.1643333333,6.73311111111,5.61888888889,8.01633333334,8.75622222222,5.328,11.7094444445,7.86566666667,6.50222222222
358.02,4.67261111111,19.7374444444,8.93555555556,15.1787777778,6.79355555556,5.62611111111,8.01277777778,8.82788888889,5.34522222222,11.7344444445,7.90411111111,6.503
358.38,4.74733333334,19.8706666667,9.00422222222,15.4088888889,6.88888888889,5.75477777778,8.07888888889,8.88955555555,5.394,11.8877777778,8.01422222222,6.58033333333
358.75,4.719,19.9291111111,9.01755555555,15.5128888889,6.90866666667,5.78933333333,8.12011111111,8.90488888889,5.34933333333,11.9741111111,8.07077777778,6.57544444444
359.11,4.63855555555,20.0032222222,8.98277777778,15.5174444444,6.86266666667,5.74266666666,8.04166666667,8.84377777778,5.28611111111,11.997,7.998,6.54611111111
359.48,4.63505555555,20.0655,9.05955555557,15.5895555555,6.90388888889,5.75677777778,8.09311111111,8.90055555555,5.37822222222,12.0284444445,8.06922222222,6.57333333333
359.84,4.70177777778,20.1732777778,9.13877777779,15.622,6.93055555556,5.74966666667,8.17511111111,8.93422222222,5.46377777778,12.0247777778,8.13266666667,6.59344444444
360.20,4.653,20.2122222222,9.15077777777,15.5957777778,6.88211111111,5.70933333333,8.15466666667,8.94844444445,5.46888888889,12.0446666666,8.12011111111,6.58444444444
360.57,4.56627777778,20.2052777778,9.04944444446,15.5687777778,6.83255555555,5.62566666666,8.09744444444,8.86166666667,5.39888888889,12.0282222222,8.05,6.53966666667
360.93,4.54627777778,20.3535,9.07822222221,15.6435555555,6.82622222222,5.63133333333,8.10677777778,8.89155555555,5.37466666667,12.0617777778,8.03888888889,6.51788888889
361.29,4.61083333333,20.4512777778,9.18622222221,15.7182222222,6.90877777778,5.67522222222,8.19344444444,8.99077777777,5.471,12.1551111111,8.142,6.59333333333
361.66,4.6445,20.5426666667,9.30588888889,15.8078888889,6.89011111111,5.66755555556,8.22588888889,9.08300000001,5.517,12.2307777778,8.19811111111,6.60388888889
362.02,4.67533333333,20.6216111111,9.36488888888,15.9271111111,6.91822222222,5.73122222222,8.29355555556,9.15488888889,5.56333333334,12.3088888889,8.21022222222,6.60144444444
362.39,4.64383333333,20.6572222222,9.37533333333,15.8917777778,6.87955555556,5.69088888889,8.28433333333,9.1308888889,5.49144444445,12.2941111111,8.13188888889,6.50944444445
362.75,4.5965,20.608,9.32777777779,15.8124444445,6.79377777778,5.63277777778,8.225,9.08599999999,5.44733333334,12.2353333333,8.07088888889,6.443
363.11,4.70077777778,20.7815555555,9.49655555555,15.944,6.89344444444,5.68733333333,8.35522222222,9.21144444443,5.555,12.3378888889,8.20222222222,6.48277777778
363.48,4.68333333333,20.7975555556,9.44533333333,15.9033333333,6.85677777778,5.62244444445,8.28466666667,9.18577777778,5.43288888889,12.3441111111,8.13966666667,6.39444444444
363.84,4.57822222222,20.7895555556,9.41544444446,15.8785555556,6.79266666667,5.57044444445,8.20844444445,9.14044444445,5.30222222222,12.3052222222,8.095,6.31655555556
364.20,4.65744444444,20.8768888889,9.50733333332,15.9752222222,6.85911111111,5.60555555556,8.265,9.16322222223,5.32955555556,12.3563333333,8.19288888889,6.343
364.57,4.63394444444,20.9295,9.5311111111,16.0478888889,6.89766666667,5.58977777778,8.26122222222,9.147,5.278,12.3014444444,8.22844444445,6.33388888889
364.93,4.65361111111,20.9451666667,9.55666666667,16.1127777778,6.911,5.55822222222,8.27011111111,9.18044444444,5.27688888889,12.3582222222,8.24466666667,6.35655555556
365.29,4.66944444445,21.1051111111,9.62700000001,16.2126666667,6.98055555556,5.57033333333,8.29033333333,9.22444444444,5.27355555556,12.4446666667,8.286,6.38755555555
365.66,4.50272222222,21.0924444445,9.50844444443,16.0666666667,6.91711111111,5.49233333333,8.22644444445,9.12433333334,5.11577777778,12.3984444445,8.18055555556,6.281
366.02,4.41961111111,21.2247777778,9.49788888889,16.103,6.881,5.39733333333,8.21311111111,9.11311111111,5.05644444444,12.4091111111,8.19977777778,6.30422222222
366.38,4.35694444444,21.2796666667,9.49733333332,16.1323333333,6.84233333333,5.33966666667,8.25233333333,9.14477777777,4.99144444444,12.4605555555,8.26233333333,6.31033333334
366.75,4.38811111111,21.4145555556,9.58555555556,16.2064444444,6.918,5.33255555556,8.30944444444,9.21866666666,5.06433333333,12.5967777778,8.32288888889,6.37277777778
367.11,4.37377777778,21.4755555556,9.57855555554,16.2223333333,6.92444444445,5.33711111111,8.28977777778,9.24322222221,5.04655555556,12.6436666667,8.33444444444,6.37755555556
367.47,4.39511111111,21.5423888889,9.63900000001,16.2828888889,6.92366666667,5.37888888889,8.352,9.29577777778,5.06144444444,12.7214444444,8.46111111111,6.43411111111
367.84,4.40361111111,21.641,9.6518888889,16.3291111111,6.90966666666,5.378,8.34022222222,9.27088888888,5.00577777778,12.7838888889,8.42488888889,6.40011111111
368.20,4.31616666667,21.6592777778,9.54322222221,16.2927777778,6.81444444444,5.22322222222,8.25011111111,9.18466666668,4.90944444444,12.7495555556,8.30155555556,6.31266666667
368.56,4.34294444445,21.7914444444,9.61822222223,16.3203333333,6.811,5.24833333333,8.27455555555,9.23144444444,4.92688888889,12.8291111111,8.28355555555,6.27188888889
368.93,4.344,21.8973888889,9.71666666667,16.3624444444,6.81355555556,5.29377777778,8.282,9.27833333335,4.95266666667,12.9146666666,8.36233333333,6.20844444444
369.29,4.24811111111,21.8507777778,9.63011111111,16.2972222222,6.72588888889,5.22722222222,8.249,9.22344444444,4.87622222222,12.8821111111,8.33233333333,6.12233333333
369.65,4.39938888889,22.0467222222,9.82877777777,16.5357777778,6.90344444445,5.35533333333,8.35666666667,9.37399999999,5.00622222222,13.0977777778,8.52577777778,6.275
370.01,4.51316666666,22.1133333333,9.96533333335,16.5904444444,7.03044444444,5.45855555555,8.41188888889,9.47444444446,5.07844444445,13.2954444444,8.65311111111,6.33933333333
370.38,4.62683333333,22.2535555556,10.1233333334,16.755,7.16488888889,5.56255555556,8.47188888889,9.55555555557,5.24355555556,13.4494444444,8.81177777777,6.45144444444
370.74,4.69255555556,22.4447777778,10.2072222222,16.9027777778,7.27444444444,5.63455555556,8.50177777778,9.59899999999,5.267,13.5313333333,8.91011111111,6.50622222222
371.10,4.66394444445,22.4266111111,10.2115555556,16.9454444444,7.27888888889,5.62033333333,8.52544444444,9.58999999999,5.24788888889,13.5573333333,8.93200000001,6.49122222222
371.46,4.68405555555,22.5320555556,10.239,17.0324444445,7.38555555556,5.65911111111,8.56322222222,9.62266666667,5.27222222222,13.6208888889,8.95544444446,6.56833333333
371.83,4.68377777778,22.6579444444,10.2902222222,17.1344444444,7.48888888889,5.65244444445,8.58966666667,9.676,5.31533333333,13.687,9.00600000001,6.63522222222
372.19,4.73994444444,22.809,10.4444444444,17.2932222222,7.65122222222,5.79211111111,8.70622222222,9.76166666668,5.37533333334,13.7924444444,9.15177777779,6.70066666667
372.55,4.80016666667,22.9094444445,10.5538888889,17.4152222222,7.72688888889,5.82844444445,8.74944444444,9.86499999999,5.46877777778,13.9077777778,9.25644444445,6.75044444444
372.92,4.76822222222,22.8841666667,10.5135555556,17.4021111111,7.72577777778,5.773,8.67455555555,9.81622222221,5.407,13.8604444444,9.2,6.72777777778
373.28,4.74805555556,22.9607777778,10.5464444444,17.4177777778,7.73522222222,5.736,8.63033333333,9.79933333334,5.38666666667,13.891,9.1668888889,6.68711111111
373.64,4.60766666666,22.877,10.4323333333,17.3216666667,7.61388888889,5.52233333333,8.47811111111,9.65133333334,5.25611111111,13.7448888889,9.03400000001,6.55988888889
