wavelength,Back_GeoConm,Belly_GeoConm,Breast_GeoConm,Crissum_GeoConm,Crown_GeoConm,DorTail_GeoConm,Patch10_GeoConm,Rump_GeoConm,Throat_GeoConm,WingTip_GeoConm
379.44,4.64606666667,4.4903,4.42153333334,5.78213333334,4.8664,6.57346666667,12.1118,7.0332,5.27193333333,7.81206666667
379.80,4.7762,4.60473333333,4.5848,5.92586666667,5.0104,6.71106666667,12.2812,7.18086666667,5.41173333333,7.94593333333
380.16,4.60426666667,4.43993333333,4.41373333333,5.77353333333,4.85946666667,6.51913333333,12.1849,7.01753333333,5.25193333333,7.7826
380.52,4.64133333333,4.52416666667,4.4834,5.82186666666,4.95026666667,6.5612,12.2719666667,7.09193333334,5.31846666667,7.84653333333
380.88,4.72066666667,4.54446666667,4.54006666667,5.94753333333,5.02953333333,6.66093333333,12.3438333333,7.1934,5.37366666667,7.8602
381.24,4.81313333333,4.6551,4.6408,6.07533333334,5.09786666667,6.74226666667,12.4509333333,7.31273333333,5.47766666667,7.95113333333
381.61,4.9866,4.78416666667,4.79046666667,6.23133333334,5.2232,6.85706666667,12.5941,7.45173333333,5.65026666667,8.0898
381.97,5.02766666667,4.77043333333,4.81213333333,6.25293333333,5.23153333333,6.9066,12.6369,7.46919999999,5.6486,8.082
382.33,5.09653333333,4.8552,4.86793333333,6.32926666666,5.32073333333,6.98053333333,12.7653333333,7.54533333334,5.73733333333,8.1166
382.69,5.07166666667,4.81363333333,4.82793333333,6.21199999999,5.27733333333,6.94786666667,12.7136,7.47793333334,5.68346666667,8.05933333333
383.05,5.0196,4.75246666667,4.77613333333,6.1792,5.22326666667,6.90946666667,12.6798333333,7.41993333333,5.62493333333,8.0278
383.41,5.03926666667,4.7941,4.8106,6.2048,5.2258,6.95873333334,12.7145666667,7.4478,5.65886666667,8.0454
383.77,5.00853333333,4.7328,4.76486666667,6.19573333334,5.163,6.92066666667,12.6839,7.42266666666,5.6152,8.0094
384.14,5.194,4.93506666667,4.9344,6.36959999999,5.3572,7.0992,12.8349666667,7.60973333333,5.82213333333,8.1976
384.50,5.1698,4.93746666667,4.904,6.34346666666,5.32873333333,7.08953333333,12.8324,7.57553333334,5.799,8.1646
384.86,5.14966666667,4.94933333333,4.8776,6.32373333333,5.27786666667,7.0198,12.8082333333,7.51713333333,5.78726666667,8.14306666667
385.22,5.10073333333,4.8898,4.8394,6.27299999999,5.23106666667,6.95953333333,12.7818666667,7.46379999999,5.74066666667,8.06693333333
385.58,4.95013333333,4.759,4.69326666667,6.12833333333,5.0894,6.84473333333,12.6800666667,7.3184,5.6188,7.93573333333
385.94,4.839,4.70066666667,4.59066666667,6.06746666666,5.023,6.75153333333,12.5766333333,7.27293333333,5.54793333333,7.84773333333
386.30,4.8842,4.7573,4.651,6.10026666667,5.07566666667,6.7742,12.6093666667,7.30953333333,5.61293333333,7.90166666667
386.66,4.93193333333,4.77863333333,4.68686666667,6.17693333333,5.10126666667,6.76933333333,12.6512333333,7.32826666666,5.64,7.9258
387.03,4.98786666667,4.83913333333,4.72693333333,6.24426666666,5.17533333333,6.82306666667,12.7239333333,7.3676,5.7184,7.96446666667
387.39,5.0514,4.8967,4.7932,6.31886666667,5.26926666667,6.89066666666,12.8470333333,7.4558,5.79753333333,8.0362
387.75,5.00813333334,4.89106666667,4.75573333333,6.25973333333,5.25626666667,6.8128,12.8122,7.42053333333,5.7546,7.9626
388.11,4.9188,4.7856,4.68773333333,6.19073333333,5.14933333333,6.7052,12.7514,7.32093333333,5.64433333333,7.84726666667
388.47,4.90973333333,4.75243333333,4.69646666667,6.19193333333,5.12906666667,6.66706666667,12.7212,7.29813333334,5.6386,7.82413333333
388.83,4.8946,4.74153333333,4.6922,6.172,5.12213333333,6.68453333333,12.7433,7.31266666666,5.63693333333,7.81213333333
389.19,4.88606666667,4.7122,4.6524,6.13953333334,5.11146666667,6.67113333333,12.7039,7.28926666667,5.62333333333,7.78493333333
389.55,4.95,4.85096666667,4.7592,6.25453333334,5.22413333333,6.7448,12.8157333333,7.40126666666,5.72206666667,7.8572
389.91,5.0328,4.9351,4.8464,6.31086666666,5.29233333333,6.8058,12.9024,7.46559999999,5.7758,7.93293333333
390.27,5.0204,4.91656666667,4.8088,6.30713333333,5.2466,6.78106666667,12.8580333333,7.45540000001,5.7462,7.90166666667
390.63,5.047,4.97683333333,4.84913333333,6.33079999999,5.3084,6.8442,12.8974666666,7.51460000001,5.8192,7.92873333333
391.00,5.1038,5.04016666666,4.9014,6.40593333334,5.37233333333,6.91753333333,12.9753333334,7.58053333333,5.87933333333,7.987
391.36,5.08706666667,5.01926666667,4.86866666667,6.39666666667,5.32886666667,6.89693333333,12.9338666667,7.55046666667,5.84406666667,7.9722
391.72,5.08493333333,5.04543333333,4.88406666667,6.43033333333,5.35833333333,6.91926666667,12.9623,7.56440000001,5.8772,8.01293333333
392.08,5.07486666667,5.04173333333,4.86506666667,6.41139999999,5.36013333333,6.9144,12.942,7.57200000001,5.8812,8.00413333333
392.44,5.06646666667,5.05296666667,4.8548,6.41966666667,5.37113333333,6.89246666667,12.9504666667,7.58313333333,5.88513333333,7.9994
392.80,5.03106666667,5.01446666667,4.8174,6.40946666667,5.35466666667,6.8676,12.9219,7.54973333333,5.85626666667,7.94606666667
393.16,5.00713333333,5.02073333333,4.8228,6.41206666667,5.3466,6.86486666667,12.9503666667,7.55679999999,5.83633333333,7.95646666667
393.52,4.93846666667,4.91833333333,4.7462,6.34,5.292,6.78986666667,12.8667,7.48540000001,5.7596,7.88406666667
393.88,4.8428,4.83683333333,4.6446,6.29633333333,5.20373333333,6.7116,12.8227,7.43146666667,5.70693333333,7.80746666667
394.24,4.83466666667,4.85593333333,4.6572,6.30966666666,5.2258,6.73413333333,12.8496,7.46253333333,5.69133333333,7.80933333333
394.60,4.8078,4.8235,4.60146666667,6.30440000001,5.1644,6.6904,12.8359,7.44906666667,5.63493333333,7.7834
394.96,4.73533333333,4.73333333333,4.50326666667,6.1576,5.0416,6.57226666667,12.7042666667,7.35373333334,5.52186666667,7.67446666667
395.32,4.71526666667,4.7238,4.49153333333,6.14853333333,5.04446666667,6.55146666667,12.6958,7.35899999999,5.49653333333,7.65286666667
395.68,4.7372,4.7018,4.4856,6.14806666667,5.01853333333,6.56766666667,12.7021,7.34753333333,5.48546666667,7.64006666667
396.04,4.74606666667,4.7304,4.49786666667,6.1762,5.03946666667,6.615,12.7578,7.36433333333,5.50973333333,7.66013333333
396.40,4.70573333333,4.69546666667,4.4518,6.14279999999,5.00546666667,6.59133333333,12.7202333333,7.34040000001,5.4612,7.6194
396.76,4.71806666667,4.7308,4.46186666666,6.12006666667,5.0104,6.58046666667,12.7286333333,7.35233333334,5.47406666667,7.65866666667
397.12,4.75066666667,4.819,4.50113333333,6.17153333333,5.0562,6.62526666667,12.8070666667,7.40759999999,5.5392,7.69073333333
397.48,4.82373333333,4.8971,4.5386,6.22026666667,5.09633333333,6.68453333333,12.8853,7.48340000001,5.59326666667,7.74306666667
397.84,4.90433333333,4.97113333333,4.60826666667,6.26353333333,5.15393333333,6.7586,12.9712666667,7.50820000001,5.64926666667,7.81473333333
398.20,4.90073333333,4.97883333333,4.5968,6.25473333334,5.142,6.742,12.9942666667,7.46906666667,5.65006666666,7.8072
398.56,4.95626666666,5.044,4.6758,6.30219999999,5.20966666666,6.81706666667,13.0755666667,7.52246666666,5.70293333333,7.893
398.92,5.0016,5.1265,4.7526,6.40286666667,5.28346666667,6.89233333333,13.1628666667,7.58533333333,5.78033333333,7.96086666667
399.28,5.01966666667,5.1446,4.75966666667,6.40613333333,5.30813333333,6.89433333333,13.1743333333,7.58360000001,5.80613333333,7.96933333333
399.64,4.99306666667,5.15303333333,4.74246666667,6.38480000001,5.2978,6.8698,13.1329666667,7.57806666667,5.78813333333,7.92153333333
400.00,4.95686666667,5.12803333333,4.70966666667,6.34706666667,5.25526666667,6.7996,13.0975,7.54899999999,5.74486666666,7.899
400.36,4.98693333333,5.15173333333,4.76226666667,6.36713333333,5.2582,6.8478,13.1604,7.58526666666,5.78466666667,7.92766666667
400.72,5.04293333333,5.1825,4.79333333333,6.42666666667,5.30846666667,6.9264,13.2172,7.64326666667,5.8412,7.972
401.08,5.06746666667,5.18166666667,4.8086,6.42073333333,5.34513333334,6.9582,13.2181666667,7.66580000001,5.8494,7.9962
401.44,5.09313333333,5.2125,4.84086666667,6.44366666667,5.36906666667,6.98766666667,13.2778,7.71566666666,5.8742,8.04733333333
401.80,5.02653333333,5.16193333333,4.78993333333,6.38293333334,5.321,6.91706666667,13.1989,7.67793333333,5.82026666667,7.97386666667
402.16,4.974,5.09453333333,4.72613333334,6.32573333334,5.27966666667,6.86566666667,13.1362666667,7.64206666667,5.76606666667,7.91506666667
402.52,4.89433333333,5.03283333333,4.65453333334,6.24453333333,5.2214,6.79213333333,13.0675666667,7.57966666667,5.6926,7.8166
402.88,4.7928,4.93113333333,4.53,6.14220000001,5.11733333333,6.68673333333,12.9912666666,7.50833333334,5.5886,7.7278
403.24,4.7072,4.8817,4.50026666667,6.06573333333,5.03346666667,6.64173333333,12.9711666667,7.47859999999,5.5406,7.6624
403.60,4.72106666667,4.90656666667,4.5302,6.0874,5.06573333333,6.675,13.0513,7.52420000001,5.58626666667,7.73566666667
403.95,4.71786666667,4.88266666667,4.51673333333,6.08446666667,5.07046666667,6.694,13.0821,7.52693333333,5.58366666667,7.726
404.31,4.72133333333,4.89213333333,4.4814,6.07273333333,5.06646666667,6.67846666667,13.0701333333,7.51420000001,5.58106666667,7.74186666667
404.67,4.6744,4.87723333333,4.42973333333,6.01013333333,5.0246,6.63166666667,13.0484333333,7.4874,5.53213333333,7.70766666667
405.03,4.6444,4.8615,4.40373333333,6.01626666667,4.97026666666,6.5892,13.0387666667,7.45893333333,5.51333333333,7.68093333333
405.39,4.60066666667,4.8138,4.37046666667,5.9764,4.91006666667,6.5404,12.9892,7.38733333334,5.45793333333,7.62733333333
405.75,4.58846666667,4.81276666667,4.36613333333,5.97020000001,4.89413333333,6.525,12.9768,7.39786666667,5.44626666667,7.618
406.11,4.6366,4.8619,4.40613333333,6.04146666667,4.93913333333,6.56446666667,13.0472,7.46320000001,5.5224,7.6774
406.47,4.67973333333,4.8957,4.43946666667,6.0862,4.97966666666,6.6036,13.1039333333,7.51859999999,5.5666,7.7376
406.83,4.7156,4.9144,4.4748,6.1158,5.02313333333,6.6322,13.1473,7.53906666667,5.5798,7.7624
407.19,4.79813333333,4.9754,4.5024,6.19780000001,5.07886666667,6.67966666667,13.2088666667,7.5926,5.64273333333,7.8314
407.55,4.7918,4.97533333333,4.50473333333,6.18480000001,5.06553333333,6.6588,13.2125666667,7.57026666667,5.60293333333,7.82673333333
407.90,4.82326666667,5.0401,4.54186666667,6.22906666667,5.08266666667,6.67846666667,13.2614666667,7.62519999999,5.6412,7.87613333333
408.26,4.8638,5.07776666667,4.5656,6.24719999999,5.10373333334,6.69806666666,13.3147,7.64120000001,5.65626666667,7.89333333333
408.62,4.8912,5.09833333333,4.61066666667,6.31186666667,5.12706666667,6.71286666667,13.3565666667,7.66000000001,5.67953333333,7.93593333333
408.98,4.91386666667,5.10756666667,4.63193333333,6.32086666667,5.16586666667,6.74273333333,13.3779333333,7.68159999999,5.69266666667,7.96546666667
409.34,4.95433333333,5.14866666667,4.65986666667,6.34000000001,5.2064,6.79486666666,13.4134333333,7.73906666666,5.73413333333,8.01726666667
409.70,4.9686,5.15643333333,4.64846666667,6.35673333333,5.20946666667,6.808,13.4361,7.71313333333,5.7414,8.05526666667
410.06,4.9292,5.13076666667,4.62806666666,6.30493333334,5.17986666667,6.775,13.4242,7.69479999999,5.68593333334,8.03586666667
410.42,4.86733333333,5.07026666667,4.5416,6.22253333333,5.12066666667,6.6962,13.3679,7.62279999999,5.63513333333,7.96026666667
410.77,4.86046666667,5.07023333333,4.55326666667,6.21780000001,5.105,6.6774,13.3702666667,7.627,5.64353333333,7.96113333333
411.13,4.8276,5.03753333333,4.55006666667,6.16486666666,5.08793333333,6.65246666667,13.3616,7.60166666667,5.6098,7.93293333333
411.49,4.8446,5.05586666667,4.56686666667,6.19873333334,5.1132,6.67526666667,13.3755,7.62153333333,5.64526666667,7.9374
411.85,4.83906666667,5.03216666667,4.56513333333,6.175,5.11293333333,6.6634,13.3452333333,7.5864,5.62226666667,7.92673333333
412.21,4.7442,4.95233333333,4.49593333333,6.09600000001,5.05246666667,6.5782,13.2579,7.5262,5.53713333334,7.84593333333
412.57,4.68813333333,4.8985,4.43913333333,6.02160000001,5.00026666667,6.52886666667,13.2203,7.47666666666,5.4792,7.78986666667
412.92,4.66593333333,4.884,4.4012,5.97373333333,4.9772,6.5066,13.2134,7.44620000001,5.44166666667,7.76273333333
413.28,4.62253333333,4.84463333333,4.36573333333,5.9398,4.91973333333,6.45486666667,13.2048666667,7.40126666667,5.4152,7.71433333333
413.64,4.68986666667,4.90106666667,4.45173333333,6.00273333333,5.00886666667,6.5146,13.2852666667,7.5024,5.48726666667,7.778
414.00,4.69646666667,4.91396666667,4.4594,6.00453333334,4.99593333333,6.53033333333,13.2993333333,7.4994,5.50386666667,7.79073333333
414.36,4.77506666667,5.00103333333,4.55653333333,6.10573333334,5.0596,6.63086666667,13.3901,7.57759999999,5.57626666667,7.88146666667
414.72,4.80746666667,5.02446666666,4.56213333333,6.12559999999,5.09766666666,6.676,13.4122666667,7.60140000001,5.60846666667,7.91173333333
415.07,4.83846666667,5.05906666667,4.58053333333,6.16280000001,5.1172,6.6986,13.4188666667,7.6182,5.63526666666,7.94706666667
415.43,4.81366666667,5.01183333333,4.5446,6.11479999999,5.07386666667,6.6686,13.3905666667,7.58186666667,5.60913333333,7.91566666667
415.79,4.85593333333,5.05993333333,4.581,6.17553333334,5.132,6.70406666667,13.4375333334,7.63460000001,5.66033333333,7.95233333333
416.15,4.90046666667,5.09676666667,4.63406666667,6.24373333333,5.16493333333,6.76506666667,13.4893,7.68286666667,5.71026666667,8.0042
416.51,4.92206666667,5.1206,4.66146666666,6.25880000001,5.1808,6.76826666667,13.5102333333,7.70746666667,5.7262,8.0156
416.86,4.94233333333,5.1319,4.69366666667,6.29693333334,5.19526666667,6.78846666667,13.5149,7.72766666667,5.7454,8.04033333334
417.22,4.9854,5.16183333333,4.7278,6.32966666667,5.236,6.8192,13.5289666667,7.75353333334,5.75573333333,8.0764
417.58,4.94073333333,5.11193333333,4.68713333333,6.2826,5.1886,6.77826666667,13.4789666667,7.69473333333,5.6908,8.01826666667
417.94,4.91886666667,5.08016666667,4.67693333333,6.25653333333,5.1764,6.74213333333,13.4585666667,7.67699999999,5.66673333333,7.99233333334
418.29,4.88546666666,5.0378,4.65173333333,6.22726666666,5.1392,6.70346666667,13.4058333333,7.62873333333,5.60793333333,7.953
418.65,4.89166666667,5.04933333333,4.67826666667,6.24446666667,5.138,6.7104,13.4128666667,7.63460000001,5.6174,7.96513333333
419.01,4.8752,5.02773333333,4.66386666667,6.236,5.13133333333,6.68773333333,13.4057333334,7.62233333333,5.5946,7.95713333333
419.37,4.86726666667,5.0259,4.65486666667,6.24059999999,5.1206,6.6888,13.3957,7.62100000001,5.5742,7.95406666667
419.73,4.83393333333,4.98046666667,4.62606666667,6.1976,5.07193333333,6.65413333333,13.3489666667,7.56600000001,5.53793333333,7.91653333333
420.08,4.83466666667,4.96766666667,4.61606666667,6.19240000001,5.07226666667,6.64733333333,13.3523,7.56513333333,5.54253333333,7.9086
420.44,4.83513333333,4.9518,4.6094,6.198,5.06733333333,6.6506,13.328,7.55233333334,5.55033333333,7.89886666667
420.80,4.8196,4.93496666667,4.5978,6.17826666666,5.05073333333,6.6354,13.3179666667,7.54046666667,5.54486666667,7.88813333333
421.16,4.80973333333,4.91386666667,4.593,6.17786666667,5.03813333333,6.62773333333,13.3357666667,7.5436,5.5428,7.88453333333
421.51,4.80413333333,4.908,4.58806666667,6.17446666667,5.03153333333,6.62893333333,13.3526333333,7.54593333334,5.5548,7.89273333333
421.87,4.80753333333,4.904,4.5858,6.18786666667,5.035,6.6284,13.3534,7.54260000001,5.56713333333,7.8902
422.23,4.79346666666,4.88606666667,4.57166666667,6.17153333334,5.02526666667,6.61446666667,13.3608,7.53186666667,5.5656,7.88766666667
422.58,4.77406666667,4.8674,4.54046666667,6.15373333333,5.00633333333,6.59046666667,13.3513333333,7.51013333334,5.54226666667,7.86573333333
422.94,4.75953333334,4.8606,4.5348,6.13760000001,4.98393333333,6.5842,13.3438333333,7.49993333334,5.52773333333,7.84693333333
423.30,4.7728,4.855,4.54193333333,6.138,4.98546666667,6.576,13.3431666667,7.5092,5.5364,7.8468
423.66,4.78313333333,4.86403333333,4.5408,6.1352,4.99033333333,6.57953333333,13.3575,7.516,5.5452,7.84373333333
424.01,4.78773333333,4.8727,4.54306666667,6.13793333333,4.98906666667,6.57506666667,13.3434333333,7.51866666667,5.5446,7.84806666667
424.37,4.81833333333,4.9078,4.57486666667,6.16286666666,5.02186666667,6.59933333333,13.3950666666,7.54373333333,5.57226666667,7.8726
424.73,4.82426666667,4.90396666666,4.57493333333,6.16013333333,5.02173333333,6.59493333333,13.4102666667,7.54286666666,5.56166666667,7.86546666667
425.08,4.82566666667,4.9102,4.57606666667,6.15473333333,5.0336,6.58746666667,13.4112333333,7.52966666666,5.564,7.85906666667
425.44,4.85066666667,4.92683333333,4.60166666667,6.18320000001,5.05593333333,6.5966,13.4264,7.54386666667,5.57846666667,7.872
425.80,4.86506666667,4.9359,4.61673333333,6.19073333333,5.06466666667,6.60926666667,13.4395666667,7.5492,5.57853333333,7.87646666667
426.16,4.87073333333,4.9382,4.627,6.20093333334,5.0806,6.6052,13.4430666667,7.55966666667,5.59706666667,7.86906666667
426.51,4.87673333333,4.93166666667,4.64426666667,6.18933333333,5.0704,6.59246666667,13.4436333333,7.54753333333,5.59826666667,7.861
426.87,4.9068,4.94166666667,4.64913333333,6.20926666667,5.09273333333,6.60786666667,13.458,7.56086666667,5.63593333333,7.87786666667
427.23,4.90166666666,4.94093333333,4.64633333333,6.2098,5.09693333333,6.59593333333,13.4637333333,7.53993333333,5.64626666667,7.86213333333
427.58,4.9102,4.93506666667,4.65386666666,6.2224,5.11386666667,6.59746666667,13.4821333333,7.54666666666,5.65906666667,7.882
427.94,4.9006,4.92756666667,4.6592,6.22059999999,5.1158,6.60053333333,13.5211333333,7.54320000001,5.66373333333,7.8806
428.30,4.9038,4.91993333333,4.671,6.22366666667,5.116,6.59526666667,13.5276,7.54453333334,5.66066666667,7.89886666667
428.65,4.90913333334,4.90993333333,4.67853333333,6.22560000001,5.11266666667,6.58273333333,13.5306,7.53813333333,5.6698,7.8944
429.01,4.9036,4.90326666667,4.6612,6.21619999999,5.10033333333,6.56793333333,13.5167333333,7.52993333333,5.67046666667,7.8796
429.37,4.9204,4.91613333333,4.65986666667,6.2112,5.1156,6.5834,13.5272333333,7.54906666667,5.6836,7.88006666667
429.72,4.91806666667,4.9191,4.64506666667,6.19980000001,5.10373333333,6.58093333333,13.549,7.54579999999,5.67006666667,7.8938
430.08,4.94853333333,4.93776666667,4.65433333333,6.21406666667,5.10886666667,6.5988,13.5762666667,7.56293333334,5.67186666667,7.91413333333
430.44,4.98926666667,4.98493333333,4.69533333333,6.26786666667,5.15946666667,6.6454,13.6199333333,7.61493333333,5.71906666667,7.95553333333
430.79,4.97186666667,4.97956666667,4.69653333333,6.24566666666,5.15533333333,6.64306666667,13.6251,7.60973333333,5.7006,7.9398
431.15,4.9824,5.00616666667,4.71613333333,6.2544,5.17573333333,6.6756,13.6758666667,7.63819999999,5.72046666667,7.97173333333
431.50,5.01106666667,5.0375,4.7578,6.28506666667,5.20513333333,6.71386666667,13.7234333333,7.68219999999,5.73753333333,8.00673333333
431.86,5.02506666667,5.02973333334,4.76006666667,6.27366666667,5.1936,6.7034,13.7209666667,7.67353333334,5.72606666667,7.99306666667
432.22,5.01106666667,5.0194,4.74293333333,6.26573333333,5.18106666667,6.6858,13.7191,7.66486666667,5.72226666666,7.98926666667
432.57,5.03266666667,5.0507,4.7778,6.29486666667,5.21506666667,6.73246666667,13.7792,7.70746666666,5.75506666667,8.03006666667
432.93,5.02966666667,5.05146666667,4.7824,6.29466666667,5.21706666667,6.743,13.7748,7.71606666667,5.74813333333,8.0272
433.29,5.02753333333,5.04053333333,4.7782,6.30040000001,5.18953333333,6.72886666667,13.7796666667,7.70353333334,5.7494,8.0296
433.64,5.01833333334,5.0509,4.78813333333,6.312,5.1854,6.73106666667,13.7658,7.71053333333,5.76073333333,8.02526666667
434.00,5.0136,5.06496666667,4.7838,6.31586666667,5.19366666667,6.73626666667,13.7787,7.70833333333,5.7706,8.03926666667
434.35,4.9882,5.0397,4.76086666667,6.29766666666,5.17246666667,6.7184,13.7768,7.69606666667,5.75386666667,8.01773333333
434.71,5.01093333333,5.05246666667,4.77333333333,6.33680000001,5.18506666667,6.7304,13.7998,7.70113333333,5.77813333333,8.03833333333
435.07,5.02153333333,5.05436666667,4.78573333333,6.35586666666,5.1922,6.7338,13.8063,7.70906666667,5.7798,8.03306666667
435.42,5.04173333333,5.07023333334,4.8002,6.37393333334,5.1998,6.7424,13.8214333333,7.7264,5.80173333333,8.0374
435.78,5.04913333333,5.09166666667,4.80266666667,6.39013333333,5.2226,6.77453333333,13.8411666667,7.73913333333,5.81786666667,8.05646666667
436.13,5.0236,5.07323333333,4.77766666667,6.37573333333,5.19026666667,6.76706666667,13.8149333333,7.72966666667,5.7804,8.0228
436.49,5.02846666667,5.0796,4.76933333333,6.38306666667,5.18626666667,6.74993333333,13.7904333333,7.71926666667,5.7812,8.017
436.84,5.04046666667,5.09466666667,4.78613333333,6.4074,5.20186666667,6.76006666667,13.8173333333,7.73600000001,5.80473333333,8.03586666667
437.20,5.0164,5.09476666667,4.7696,6.38906666667,5.19573333333,6.77993333333,13.8205333333,7.71973333334,5.78553333334,8.02786666667
437.56,5.03186666667,5.1031,4.77786666667,6.404,5.21906666666,6.80533333333,13.8567666667,7.74193333333,5.80466666667,8.04533333333
437.91,5.03126666667,5.09256666667,4.78413333333,6.39953333333,5.19786666667,6.80646666667,13.8506,7.74673333334,5.80386666667,8.03926666666
438.27,5.03633333333,5.0933,4.77693333333,6.38786666667,5.19466666667,6.8128,13.8625,7.75266666667,5.7974,8.0414
438.62,5.0204,5.07853333333,4.76693333333,6.36193333333,5.18813333333,6.79733333333,13.8656,7.76140000001,5.78366666667,8.0356
438.98,5.0186,5.07833333333,4.7554,6.35826666667,5.1876,6.7992,13.8536,7.76033333333,5.76733333333,8.048
439.33,4.9912,5.07273333333,4.74293333333,6.34313333333,5.17546666667,6.78053333333,13.8351,7.746,5.74413333333,8.03173333333
439.69,4.9954,5.0926,4.77466666666,6.36400000001,5.1908,6.78166666667,13.855,7.77686666667,5.757,8.051
440.04,4.9816,5.07653333333,4.76266666667,6.33400000001,5.1814,6.76326666667,13.8409333333,7.75626666668,5.74566666667,8.0334
440.40,4.9688,5.06413333333,4.75226666667,6.3242,5.17066666667,6.76586666667,13.8345666667,7.75106666666,5.73133333333,8.02046666667
440.75,4.966,5.06623333333,4.7472,6.32826666667,5.16473333333,6.78393333333,13.8397,7.74646666667,5.7336,8.03693333333
441.11,4.968,5.05906666667,4.752,6.32406666667,5.1698,6.76326666667,13.8477,7.75986666666,5.73373333333,8.0226
441.47,4.9506,5.0372,4.73126666667,6.29393333333,5.15266666667,6.7382,13.8297,7.73066666667,5.71006666667,7.9984
441.82,4.94993333333,5.04336666666,4.73846666667,6.3046,5.15953333333,6.7422,13.8278666667,7.73233333333,5.7094,7.99513333333
442.18,4.9618,5.06223333333,4.75473333333,6.31993333333,5.178,6.7612,13.832,7.74353333334,5.72286666667,8.00746666667
442.53,4.954,5.0685,4.7588,6.3202,5.17566666667,6.76306666667,13.8151,7.73940000001,5.71933333333,7.9962
442.89,4.96253333333,5.0872,4.7798,6.34273333333,5.19173333333,6.79413333333,13.8437,7.76259999999,5.74913333333,8.01193333333
443.24,4.9464,5.05413333333,4.7536,6.31226666666,5.16946666667,6.79106666667,13.8421333333,7.74726666667,5.72806666667,8.0028
443.60,4.94513333333,5.0522,4.73833333333,6.31493333334,5.15966666666,6.7934,13.8414666667,7.72720000001,5.72433333333,7.99406666667
443.95,4.99313333333,5.10503333333,4.7838,6.36553333333,5.20153333333,6.8412,13.8853666667,7.77466666667,5.76273333333,8.04633333333
444.31,4.9904,5.11846666667,4.78633333333,6.37433333333,5.20493333333,6.85533333333,13.8967666667,7.78626666666,5.7646,8.0576
444.66,4.98013333333,5.1177,4.7844,6.36420000001,5.20826666667,6.83746666666,13.9094666667,7.797,5.7572,8.0346
445.02,4.99946666667,5.15163333333,4.80833333333,6.39686666667,5.22513333333,6.86553333333,13.9249,7.81146666666,5.7694,8.0624
445.37,5.01886666667,5.1653,4.83166666667,6.41646666666,5.23873333333,6.88586666667,13.9421666667,7.83473333334,5.78393333333,8.07713333333
445.72,5.01006666667,5.1563,4.81926666667,6.39866666666,5.228,6.8686,13.9561,7.83833333333,5.77466666667,8.08526666667
446.08,4.9788,5.13146666667,4.7854,6.38333333333,5.20506666667,6.84173333333,13.9418333333,7.8122,5.73813333333,8.06946666667
446.43,4.98866666667,5.13846666667,4.79173333333,6.39020000001,5.20053333333,6.8506,13.9535666667,7.81926666667,5.7436,8.08393333333
446.79,4.9856,5.13663333333,4.78733333333,6.37673333334,5.19406666667,6.84206666667,13.9563,7.81033333334,5.7322,8.08566666667
447.14,5.00553333333,5.16993333333,4.80626666667,6.40766666667,5.2214,6.87046666667,13.9689,7.83013333333,5.75946666667,8.10206666667
447.50,5.00006666667,5.16183333333,4.80626666667,6.40406666666,5.22546666667,6.85933333333,13.9683666667,7.82646666667,5.75793333333,8.09646666667
447.85,4.99393333333,5.16176666667,4.8108,6.41246666667,5.2332,6.85773333333,13.9885333333,7.83446666667,5.76166666667,8.09593333333
448.21,5.00713333333,5.1709,4.82793333333,6.42813333333,5.25626666667,6.86726666667,14.011,7.85186666667,5.78366666667,8.107
448.56,5.01726666667,5.1844,4.84433333333,6.4422,5.27226666667,6.87446666667,14.0125666666,7.84439999999,5.79093333333,8.1224
448.92,5.01073333333,5.17076666667,4.832,6.43346666667,5.27913333333,6.8652,14.0208333333,7.84406666666,5.79733333333,8.12566666667
449.27,5.0194,5.19513333333,4.84193333333,6.44353333334,5.28993333333,6.871,14.0410666667,7.86160000001,5.80506666667,8.14493333334
449.62,5.03166666667,5.21706666667,4.85853333333,6.46826666667,5.32533333333,6.8976,14.0599,7.87973333333,5.8344,8.15593333333
449.98,5.06653333333,5.2504,4.913,6.49659999999,5.3648,6.92713333333,14.1187666667,7.93066666666,5.88593333333,8.192
450.33,5.04853333333,5.22896666666,4.90333333333,6.49446666666,5.3658,6.92493333333,14.1316,7.92453333333,5.87673333333,8.19306666667
450.69,5.032,5.22203333333,4.8994,6.49606666667,5.36073333333,6.90386666666,14.1440666667,7.93486666667,5.8706,8.19146666667
451.04,5.01446666667,5.20163333333,4.89326666667,6.48506666667,5.32706666667,6.879,14.1518666667,7.93893333333,5.84346666667,8.18886666667
451.40,5.03406666667,5.2127,4.90473333333,6.49740000001,5.3384,6.91646666667,14.1815,7.97866666666,5.8578,8.223
451.75,5.02306666667,5.20246666667,4.89233333333,6.48286666667,5.31866666667,6.9098,14.1744,7.97106666667,5.84246666667,8.221
452.10,5.00206666667,5.189,4.87366666667,6.46646666667,5.30993333333,6.88326666667,14.1600666667,7.95466666667,5.80846666667,8.21166666667
452.46,4.98993333333,5.1708,4.8514,6.45840000001,5.2876,6.8616,14.1591333333,7.96226666667,5.7988,8.217
452.81,4.96733333333,5.15663333333,4.839,6.43520000001,5.2592,6.84973333333,14.1465,7.94953333334,5.78053333333,8.19973333333
