wavelength,Back_GeoConm,Belly_GeoConm,Breast_GeoConm,Crissum_GeoConm,Crown_GeoConm,DorTail_GeoConm,Patch10_GeoConm,Rump_GeoConm,Throat_GeoConm,WingTip_GeoConm
192.47,131.869866667,47.0731333333,99.0243333335,161.463333333,129.105866667,82.4390666667,116.016166667,101.4634,141.138266667,160.162733333
192.85,111.2346,46.1727333333,82.2222000001,134.691266667,96.7900000001,68.0246666667,95.4321000001,87.7778000001,110.617266667,132.5926
193.23,108.076866667,41.9230333333,82.6922666665,141.025666667,97.1794666667,67.5641999999,93.5256666667,86.1538000001,112.435866667,131.154
193.61,112.955866667,42.7672,83.1446666666,133.584933333,95.0944666667,57.6100666667,91.1322000001,84.6539333334,114.213933333,122.893066667
193.99,122.302933333,49.6969333333,92.4849333334,132.969666667,103.393933333,52.4849333333,95.7576333333,96.4848666667,114.9092,129.212066667
194.37,109.411666667,44.853,75.2941999998,106.568533333,86.4707333334,35.2941333334,76.8136999999,77.9410666666,98.6274666667,102.254866667
194.75,98.4999999999,40.125,60.1666666667,89.4166666665,71.5833333333,30.8333333333,61.8750000001,64.6666666666,84.0833333335,86.1666666665
195.13,82.4305333334,33.646,52.4306000001,74.5139333333,57.5001333333,26.9444666667,52.2222333333,58.0557333333,74.0972,72.6389333334
195.51,81.2390666667,38.7316,50.5606,76.2242666667,60.8850666667,34.1591333333,53.4807666666,60.2359333334,74.5132666667,69.3804666666
195.89,76.5333333333,39.7866666667,46.6133333333,71.5733333333,59.8933333333,33.44,52.96,60.2666666667,72.48,63.4666666666
196.27,74.0229333333,38.6494,38.1608666667,65.2299333333,56.954,25.6896666667,47.5001,56.2642666667,72.6438,58.3334
196.65,76.2790666667,44.7029,42.6356666667,64.5995333333,65.1162666667,31.7828666667,48.9923,60.2067333333,74.9353333333,60.2583333333
197.03,70.4285333333,43.7381,40.5715333333,59.7618,62.3334,29.1427333333,44.9286,54.6190666667,71.4762,56.3333333333
197.40,66.8507333333,41.8851666667,33.8390666667,55.2184,59.1264666667,23.4483333333,43.1494,49.5633333333,71.3564666667,53.7471333333
197.78,67.8195333333,45.3383666667,32.4311333333,56.5412666667,56.8922,19.7494666667,44.2105333333,48.4712666667,72.9825333333,54.6366
198.16,70.6784000001,49.4691,29.6164666667,61.7109333333,56.5780666667,19.115,46.0176333333,49.5574666667,79.9999333333,59.8820666667
198.54,66.7347333333,47.0068,20.8844666667,54.4218,55.7142666667,10.204,45.3402,45.3060666667,75.9865333333,59.932
198.92,65.0205333334,45.5144333333,8.066,55.6376666667,58.2716,-1.89306666667,46.0906,44.1152,82.6336666667,60.8231333333
199.30,76.1288666667,58.7634666667,-4.30113333332,60.5376,62.4730666667,-15.699,48.3870666666,47.6343999999,96.9891333334,69.1397333334
199.68,67.4214666668,51.8867666667,-20.8805999999,46.2894666667,51.5722666667,-45.9118,40.3773666666,36.1007333333,90.6918666667,62.6415333334
200.06,68.5106000001,60.3546333333,-24.9646000001,48.7944,55.603,-53.7589333333,39.2199333334,29.6454,90.6382666667,74.8935333333
200.44,56.8964666667,48.4482333333,-14.9425333334,47.7012666667,47.5862666667,-35.6322,36.6092666667,26.4366666666,71.9538666667,60.3448000001
200.82,62.8758666667,57.9738333333,-23.3986666666,51.3725333333,46.4052666667,-43.2678666667,46.9281333333,31.5032666667,79.0850666668,65.3595333334
201.19,70.6666666666,49.3333333333,-163.0,31.6666666666,27.3333333333,-206.666666667,16.0000000001,-26.3333333334,92.6666666667,78.6666666666
201.57,25.1852,-13.3333333334,-499.999933333,-37.7776,-66.6666000001,-569.629533333,-148.888866667,-158.518466667,24.4444666668,61.4814
201.95,-0.701866666734,-25.2632999999,-250.526266667,-5.965,-24.9122,-255.087866667,-95.7893333333,-69.1227999999,-1.75433333334,26.6667333333
