wavelength,Back_SalFulm,Belly_SalFulm,Breast_SalFulm,Crissum_SalFulm,Crown_SalFulm,DorTail_SalFulm,Rump_SalFulm,Throat_SalFulm,WingTip_SalFulm
382.69,7.48013333333,8.06446956522,4.50753333334,6.9988,7.5288,6.7685,7.0498,5.0413,8.4704
383.05,7.547,8.10548115942,4.57493333333,7.0664,7.5828,6.81046666667,7.1326,5.08853333333,8.42350000001
383.41,7.53973333333,8.05236811594,4.58526666667,7.03586666667,7.56146666667,6.7737,7.099,5.04193333333,8.36526666666
383.77,7.48846666667,8.02765507246,4.57183333333,7.00973333333,7.51733333333,6.66696666667,7.08606666666,5.01333333333,8.31986666666
384.14,7.46706666667,7.95664347826,4.5581,6.94246666667,7.4932,6.6383,7.07453333333,4.99113333333,8.33419999999
384.50,7.491,7.99728405797,4.61613333333,6.946,7.51473333333,6.60916666667,7.08426666667,5.0272,8.37356666667
384.86,7.40026666667,7.97628405797,4.57646666667,6.85146666667,7.43133333333,6.58016666667,7.0416,4.98563333333,8.29626666667
385.22,7.3464,7.87685217391,4.46923333333,6.75193333333,7.3256,6.4435,6.9678,4.86883333333,8.1934
385.58,7.35853333333,7.97628985507,4.5684,6.7934,7.39713333333,6.50293333333,7.03466666667,4.93866666666,8.2122
385.94,7.26446666667,7.88602898551,4.47276666667,6.67633333333,7.29793333333,6.35956666667,6.898,4.81206666667,8.07883333333
386.30,7.34866666667,7.94131014493,4.59693333333,6.75886666667,7.39106666667,6.44523333333,6.96766666667,4.90663333334,8.15723333333
386.66,7.27413333333,7.85595652174,4.5537,6.76113333333,7.3446,6.37983333333,6.84813333334,4.83303333333,8.09793333333
387.03,7.32606666667,7.88586666667,4.61433333333,6.82813333333,7.38933333333,6.4771,6.89526666667,4.915,8.1842
387.39,7.45486666667,8.03053333333,4.68876666667,6.90886666667,7.49733333333,6.5379,7.00413333334,5.02303333333,8.2571
387.75,7.5078,8.06950434783,4.74056666667,6.9652,7.57686666667,6.6387,7.0806,5.0829,8.29153333333
388.11,7.38473333333,7.98166376812,4.58446666667,6.83146666667,7.4696,6.519,6.92466666667,4.9383,8.11933333333
388.47,7.3316,7.93125797102,4.4859,6.75166666667,7.39773333333,6.488,6.8522,4.84873333333,8.011
388.83,7.34853333333,7.86972753623,4.4875,6.78666666667,7.39646666667,6.44363333333,6.788,4.8557,7.98596666667
389.19,7.40586666667,7.92894782609,4.5418,6.83966666667,7.47546666667,6.49716666667,6.8308,4.9393,8.09323333333
389.55,7.34846666667,7.81967826087,4.43103333333,6.7262,7.33426666667,6.3797,6.73706666667,4.8365,8.00246666667
389.91,7.37673333333,7.84672173913,4.5139,6.8274,7.38286666666,6.4382,6.81993333333,4.92406666667,8.02803333333
390.27,7.387,7.85697681159,4.496,6.79673333334,7.3802,6.39376666667,6.81966666667,4.8832,8.0218
390.63,7.49093333333,7.99780869565,4.5997,6.8814,7.48653333333,6.52726666667,6.969,5.0039,8.13443333333
391.00,7.5006,8.02518260869,4.60206666667,6.8726,7.51186666667,6.50723333333,6.968,5.01703333333,8.1543
391.36,7.46773333333,7.98914492754,4.56973333333,6.88353333333,7.49133333333,6.5164,6.98526666666,5.0477,8.18146666667
391.72,7.48793333333,8.04148115942,4.5996,6.91253333333,7.5302,6.5473,7.0046,5.05746666667,8.26053333333
392.08,7.54726666667,8.08990724638,4.70043333333,7.02486666667,7.5832,6.58926666667,7.08953333333,5.14343333333,8.35196666667
392.44,7.495,8.04350144928,4.63326666667,6.9744,7.553,6.5295,7.0552,5.1161,8.3471
392.80,7.55066666667,8.08082318841,4.65073333333,7.02366666667,7.60753333333,6.59763333333,7.12553333333,5.14603333333,8.38843333333
393.16,7.56326666667,8.10229275362,4.6563,7.024,7.63033333333,6.6322,7.1524,5.1654,8.36300000001
393.52,7.64013333333,8.18785507246,4.75006666667,7.146,7.77953333333,6.71836666667,7.2432,5.25846666667,8.43806666667
393.88,7.6424,8.17937101449,4.7073,7.0906,7.7462,6.72793333333,7.23706666667,5.22273333333,8.44996666666
394.24,7.5554,8.11377391304,4.6374,7.02466666667,7.66606666667,6.68076666667,7.1776,5.18556666667,8.38266666666
394.60,7.67826666667,8.19715942029,4.7251,7.10413333333,7.72033333333,6.69253333333,7.25013333333,5.28486666667,8.45693333334
394.96,7.6888,8.18721739131,4.6928,7.0782,7.6806,6.66576666667,7.23206666667,5.2308,8.4514
395.32,7.67646666667,8.19504927536,4.70453333333,7.0342,7.6468,6.63073333333,7.16886666667,5.18186666667,8.43103333333
395.68,7.65213333333,8.12422028985,4.66173333333,6.99026666666,7.58106666667,6.57873333333,7.12613333333,5.17123333333,8.33423333333
396.04,7.6298,8.11396811594,4.63186666667,6.93286666667,7.56,6.58753333333,7.11233333333,5.14896666667,8.28756666667
396.40,7.6612,8.13859710145,4.6886,6.96106666667,7.59233333334,6.59243333333,7.12553333333,5.18156666667,8.3147
396.76,7.70846666667,8.24765217391,4.7747,6.99626666667,7.6624,6.64406666667,7.15913333333,5.23146666667,8.40090000001
397.12,7.68713333333,8.19922028985,4.73393333333,6.98646666667,7.604,6.61543333333,7.13126666667,5.21573333333,8.34869999999
397.48,7.65246666667,8.18708695652,4.7401,6.9614,7.5618,6.59986666667,7.1278,5.16806666667,8.34293333333
397.84,7.7246,8.2632,4.85136666667,7.07293333333,7.66693333333,6.69256666667,7.18926666667,5.24493333333,8.40703333334
398.20,7.8162,8.34462608696,4.99253333333,7.2032,7.80013333333,6.79623333333,7.28726666667,5.3086,8.50980000001
398.56,7.79146666667,8.29984057971,4.9654,7.1898,7.79493333333,6.7935,7.24573333333,5.27536666667,8.48593333333
398.92,7.85686666667,8.37777391304,5.08646666667,7.28193333333,7.87146666667,6.88016666667,7.31206666667,5.37366666667,8.55330000001
399.28,7.90133333334,8.41962028985,5.1159,7.342,7.90973333333,6.94,7.36513333333,5.4311,8.59100000001
399.64,7.9692,8.56580289855,5.18176666667,7.40586666667,7.98893333333,7.04673333333,7.46886666667,5.51956666667,8.67173333334
400.00,8.10086666667,8.72615652173,5.28946666667,7.55906666667,8.14553333333,7.16453333333,7.60433333333,5.67013333333,8.82916666667
400.36,8.18246666667,8.81160579711,5.34676666667,7.64386666667,8.19766666667,7.24073333333,7.67786666666,5.7458,8.91896666667
400.72,8.0294,8.62514782608,5.19983333333,7.49026666667,8.04433333333,7.09593333333,7.54506666667,5.58276666667,8.76300000001
401.08,8.0134,8.59996521739,5.2187,7.49506666667,8.05686666667,7.0333,7.51433333333,5.5951,8.74859999999
401.44,8.1026,8.63453043479,5.24016666667,7.54133333333,8.12753333333,7.08683333333,7.55226666667,5.67656666667,8.80316666666
401.80,8.14733333333,8.66548405797,5.2381,7.54126666667,8.13706666667,7.09446666667,7.56586666667,5.7277,8.84229999999
402.16,8.1898,8.68137971015,5.1971,7.5356,8.13533333333,7.1167,7.564,5.7513,8.85803333334
402.52,8.19773333333,8.67006666667,5.17726666667,7.54266666667,8.11906666667,7.11946666667,7.58686666667,5.7379,8.84076666667
402.88,8.1506,8.63583188406,5.09293333333,7.50153333333,8.08266666667,7.08596666667,7.54973333333,5.6994,8.79493333334
403.24,8.08706666667,8.60557971015,5.0548,7.4212,8.01906666667,7.00513333333,7.49646666667,5.63166666666,8.72776666666
403.60,8.06606666667,8.53742608696,5.03673333333,7.393,8.00633333333,6.93733333333,7.46133333334,5.60063333333,8.69256666667
403.95,8.04666666667,8.50722318841,4.99863333333,7.3322,7.93833333333,6.8965,7.411,5.5336,8.63403333334
404.31,8.02066666666,8.5034115942,4.98543333333,7.2866,7.9146,6.88446666667,7.40126666667,5.50043333333,8.617
404.67,8.14706666667,8.66965507246,5.089,7.4292,8.06126666667,7.01373333333,7.56613333333,5.64926666667,8.74566666667
405.03,8.233,8.78207246377,5.16616666667,7.4908,8.12893333333,7.09203333333,7.68126666667,5.69446666667,8.86126666667
405.39,8.16386666667,8.74629565218,5.11036666667,7.39793333334,8.052,7.0343,7.64,5.61903333333,8.80156666667
405.75,8.09726666667,8.68822898551,5.0558,7.36713333333,8.01593333333,6.9582,7.61173333333,5.57373333333,8.74759999999
406.11,8.12006666666,8.73797971014,5.10376666667,7.3996,8.0406,6.9731,7.64866666666,5.6168,8.79309999999
406.47,8.15626666667,8.80112753623,5.17063333333,7.42026666667,8.07926666667,7.01426666667,7.70926666667,5.67966666667,8.85686666667
406.83,8.1432,8.77853043478,5.17593333333,7.38666666667,8.0632,6.97473333333,7.70646666667,5.6631,8.8067
407.19,8.2052,8.85242318841,5.21956666667,7.48033333333,8.1426,7.0572,7.7818,5.7335,8.87936666666
407.55,8.24406666667,8.90057101449,5.2489,7.56833333333,8.1634,7.12813333333,7.82326666667,5.7396,8.91843333333
407.90,8.26246666667,8.91434782609,5.2733,7.65086666667,8.21973333333,7.12306666667,7.87326666667,5.76826666667,8.95036666667
408.26,8.24526666667,8.88764637681,5.28413333333,7.6946,8.2408,7.12436666667,7.8814,5.759,8.91240000001
408.62,8.198,8.82148695652,5.2479,7.67033333333,8.19186666667,7.11606666667,7.8028,5.6868,8.85756666667
408.98,8.08046666667,8.70268695652,5.12136666667,7.59206666667,8.07366666667,7.0518,7.657,5.5596,8.72273333333
409.34,8.09666666666,8.71339999999,5.1313,7.632,8.08306666667,7.07343333333,7.65046666667,5.5852,8.72420000001
409.70,8.098,8.72488405797,5.13,7.61906666667,8.0888,7.09183333333,7.66153333333,5.57476666667,8.70456666667
410.06,8.0938,8.70111304348,5.12386666667,7.6176,8.09206666667,7.0894,7.65886666667,5.5354,8.66006666667
410.42,8.02046666667,8.63469855073,5.04543333333,7.5656,8.05866666667,7.01736666667,7.58413333333,5.47083333333,8.58953333334
410.77,7.98313333333,8.61361449276,5.00886666667,7.5474,8.008,6.97516666667,7.55186666667,5.4254,8.56746666667
411.13,7.9562,8.55167826088,4.9702,7.51433333333,7.9612,6.95056666667,7.50693333333,5.3888,8.51856666666
411.49,7.85733333333,8.47634202899,4.88646666667,7.39306666667,7.89846666667,6.83583333333,7.41853333333,5.31406666667,8.43830000001
411.85,7.80953333333,8.41182028986,4.85243333333,7.3164,7.8334,6.81856666667,7.32466666667,5.24406666667,8.37993333333
412.21,7.884,8.47363768117,4.89043333333,7.3398,7.91106666667,6.88216666667,7.35413333333,5.3089,8.4568
412.57,7.84733333333,8.44287536231,4.85363333333,7.2926,7.88086666666,6.7952,7.3358,5.2844,8.45183333333
412.92,7.8922,8.49289275362,4.92756666667,7.2924,7.95426666667,6.78743333333,7.38033333333,5.35906666667,8.53626666666
413.28,7.8626,8.46857971015,4.8895,7.26853333333,7.9408,6.74926666667,7.3712,5.3144,8.51166666666
413.64,7.8648,8.48124927536,4.90513333333,7.28253333333,7.9336,6.7511,7.37666666667,5.3061,8.51789999999
414.00,7.83633333334,8.47088695652,4.87946666667,7.262,7.89166666667,6.71626666667,7.3356,5.29483333333,8.4892
414.36,7.85913333333,8.46604057971,4.8927,7.2634,7.9106,6.74463333333,7.3382,5.2647,8.51206666666
414.72,7.91786666667,8.53311594203,4.95586666667,7.33813333334,8.00426666667,6.85373333333,7.3898,5.32856666667,8.58696666667
415.07,7.89113333333,8.52002608696,4.93516666667,7.2894,7.98726666667,6.81446666667,7.38633333333,5.27206666667,8.59669999999
415.43,8.00426666667,8.59703478261,5.05116666667,7.3972,8.03346666667,6.91806666667,7.4724,5.34213333333,8.6586
415.79,8.082,8.6648,5.11446666667,7.46526666667,8.11013333333,6.97526666667,7.57626666667,5.4407,8.72336666667
416.15,8.09853333333,8.67432753623,5.147,7.50253333333,8.10466666667,6.96696666667,7.61133333333,5.4361,8.75843333334
416.51,8.13373333333,8.71099710145,5.20646666667,7.54013333333,8.13606666667,7.01113333333,7.65353333333,5.46243333333,8.75743333334
416.86,8.16933333333,8.75162898551,5.23316666667,7.59886666667,8.15126666667,7.06893333333,7.70273333333,5.4874,8.747
417.22,8.14226666667,8.72205507246,5.21006666667,7.57073333334,8.1246,7.0444,7.66666666667,5.47436666667,8.72676666666
417.58,8.13493333333,8.69724637682,5.17886666667,7.5384,8.0896,7.02216666667,7.6438,5.46883333333,8.69953333334
417.94,8.1316,8.70366376812,5.17633333333,7.54066666667,8.1236,7.0374,7.65806666667,5.4726,8.7071
418.29,8.08373333333,8.68664927535,5.1389,7.52113333333,8.08126666667,7.0194,7.63526666667,5.47436666667,8.667
418.65,8.05266666667,8.64365507246,5.0965,7.50013333333,8.04906666666,6.9692,7.5984,5.43553333333,8.62049999999
419.01,8.059,8.65166086956,5.11383333333,7.52753333333,8.07186666667,6.9706,7.6188,5.47826666667,8.62276666667
419.37,8.06846666667,8.67271884058,5.13253333333,7.54213333333,8.10466666667,6.97126666667,7.6466,5.5036,8.65816666667
419.73,8.03206666667,8.63517971014,5.09343333333,7.50786666667,8.08393333333,6.94633333333,7.62133333333,5.46976666667,8.6235
420.08,7.96893333333,8.56467536232,5.04996666667,7.4624,8.0286,6.89836666667,7.56886666666,5.41363333333,8.55653333333
420.44,7.93393333333,8.52282608696,4.99866666667,7.42153333333,7.97633333333,6.88193333333,7.5278,5.38113333333,8.51286666667
420.80,7.9264,8.51025797102,4.97673333333,7.4196,7.98526666667,6.8887,7.51426666667,5.37993333333,8.5242
421.16,7.9588,8.55151014493,5.0212,7.46553333333,8.0196,6.9281,7.5598,5.41373333333,8.57386666667
421.51,7.96273333333,8.56393623189,5.02233333333,7.47873333333,8.0402,6.9238,7.5648,5.42163333333,8.59890000001
421.87,7.95813333333,8.56028115941,5.02463333333,7.4702,8.0268,6.9263,7.56686666667,5.42243333334,8.61050000001
422.23,7.97713333333,8.56817971014,5.03406666667,7.479,8.04613333333,6.926,7.58093333334,5.43353333333,8.62373333333
422.58,7.98953333333,8.59044347826,5.05336666667,7.48666666667,8.05906666667,6.93703333333,7.61066666667,5.4557,8.64886666667
422.94,7.98986666667,8.58204927535,5.0467,7.47846666667,8.05013333333,6.92503333333,7.60646666667,5.44756666667,8.65059999999
423.30,7.96953333333,8.56652753623,5.0073,7.44613333333,8.01933333333,6.90613333333,7.5902,5.43143333333,8.62229999999
423.66,7.9692,8.59535652174,5.02256666667,7.44933333333,8.01153333333,6.92553333333,7.59986666667,5.42946666667,8.64839999999
424.01,7.9854,8.60958260869,5.01466666667,7.44773333333,8.01,6.93783333333,7.60333333333,5.4435,8.65763333334
424.37,7.99646666667,8.62331594203,5.0314,7.46393333333,8.0232,6.94856666667,7.6182,5.4604,8.68106666666
424.73,8.0032,8.63710724637,5.0518,7.47706666666,8.03753333333,6.95803333333,7.63,5.4754,8.6896
425.08,8.0192,8.63241449276,5.04876666667,7.48633333333,8.0436,6.95903333333,7.62833333333,5.49186666667,8.67296666667
425.44,8.03946666666,8.64444637682,5.08233333333,7.51586666667,8.05506666667,6.99843333333,7.65833333333,5.50606666667,8.69066666667
425.80,8.04493333333,8.64994782609,5.0878,7.52566666667,8.0648,7.00543333333,7.66046666667,5.51806666667,8.68166666667
426.16,8.0534,8.65383478261,5.10853333333,7.53546666666,8.06566666667,7.02903333333,7.66593333333,5.51846666667,8.68466666667
426.51,8.04273333333,8.63983478261,5.10856666667,7.52073333333,8.06893333333,7.0263,7.66066666667,5.5276,8.66806666666
426.87,8.07266666667,8.66495362319,5.12866666667,7.5352,8.09653333333,7.07376666667,7.67166666667,5.53856666667,8.68309999999
427.23,8.06793333333,8.64188115943,5.1396,7.5386,8.12046666667,7.08336666667,7.6506,5.53113333333,8.6907
427.58,8.06546666667,8.6069884058,5.1444,7.54053333333,8.12093333333,7.06373333333,7.61106666667,5.5181,8.66520000001
427.94,8.09226666667,8.64728405796,5.17646666667,7.56653333333,8.16773333334,7.1021,7.63313333333,5.54323333333,8.68106666666
428.30,8.10713333333,8.64795072464,5.17383333333,7.57286666667,8.20006666666,7.09706666667,7.62906666667,5.54346666666,8.67173333334
428.65,8.08786666667,8.60591594203,5.14063333333,7.53666666667,8.1684,7.0509,7.60713333333,5.5206,8.63340000001
429.01,8.03493333333,8.5732347826,5.1077,7.4786,8.13293333333,7.01426666667,7.59466666667,5.4864,8.59029999999
429.37,8.03666666667,8.5716173913,5.0955,7.4784,8.1546,7.00053333333,7.5814,5.48403333333,8.57956666666
429.72,8.0576,8.58504927535,5.0989,7.5094,8.1678,7.00426666667,7.59973333333,5.4874,8.59180000001
430.08,8.08033333333,8.63720579711,5.1345,7.55226666667,8.20286666667,7.01576666667,7.6226,5.5246,8.62703333334
430.44,8.12773333333,8.68071884058,5.17706666667,7.60526666667,8.2468,7.0601,7.64806666667,5.57013333334,8.68773333333
430.79,8.12626666667,8.69050724638,5.1964,7.6336,8.25,7.04753333333,7.65973333333,5.57586666667,8.68729999999
431.15,8.13586666667,8.70566956521,5.1976,7.63793333333,8.24293333333,7.06333333333,7.69046666667,5.5759,8.69123333333
431.50,8.16753333333,8.75565507246,5.2047,7.6738,8.27266666667,7.1118,7.7416,5.61116666667,8.73533333333
431.86,8.12386666667,8.70622318841,5.1796,7.63526666667,8.22946666667,7.06576666667,7.71913333333,5.5993,8.70469999999
432.22,8.12853333333,8.71880000001,5.205,7.6548,8.23226666667,7.06883333333,7.74393333333,5.62343333333,8.72826666667
432.57,8.15446666667,8.76217971014,5.25216666667,7.69186666667,8.2586,7.1095,7.7786,5.6516,8.77733333333
432.93,8.17553333333,8.78042608696,5.267,7.7014,8.26706666667,7.1326,7.77286666667,5.6448,8.80313333333
433.29,8.1734,8.77836811594,5.26073333333,7.69,8.25386666667,7.13316666667,7.76886666667,5.6527,8.79570000001
433.64,8.1558,8.76435362318,5.26166666667,7.66413333333,8.23246666666,7.12823333333,7.76073333333,5.6469,8.79676666667
434.00,8.15513333333,8.75418550724,5.26006666667,7.65573333334,8.21553333333,7.12803333333,7.7712,5.62533333333,8.80493333333
434.35,8.13506666667,8.74033623189,5.2411,7.648,8.18553333334,7.10453333333,7.77033333333,5.58946666667,8.79066666667
434.71,8.10353333333,8.72753043479,5.2132,7.61793333333,8.15906666667,7.0918,7.73873333333,5.57033333333,8.772
435.07,8.14053333334,8.79130144928,5.26623333333,7.67206666667,8.21779999999,7.1405,7.788,5.6387,8.82963333334
435.42,8.11033333333,8.76600000001,5.2694,7.66053333333,8.1868,7.09253333333,7.7786,5.62413333333,8.78836666667
435.78,8.1454,8.81051884059,5.29706666667,7.706,8.21926666667,7.1271,7.80346666667,5.65606666667,8.8271
436.13,8.1556,8.81289275362,5.3097,7.707,8.2192,7.13753333333,7.82273333333,5.6738,8.83683333333
436.49,8.10033333333,8.77123478261,5.2526,7.6526,8.16766666667,7.10126666667,7.78633333333,5.62566666667,8.78169999999
436.84,8.1138,8.80753913043,5.28326666667,7.67733333333,8.19646666667,7.13053333333,7.81313333333,5.65766666667,8.8049
437.20,8.1258,8.84532753624,5.33696666667,7.7052,8.2312,7.15936666667,7.8526,5.69193333333,8.81943333333
437.56,8.15653333333,8.88759130436,5.37086666667,7.73106666667,8.26806666667,7.187,7.87933333333,5.7219,8.85010000001
437.91,8.15066666667,8.88569275362,5.36643333333,7.7214,8.2738,7.18303333333,7.8556,5.73523333334,8.83010000001
438.27,8.18473333333,8.90942028985,5.38863333333,7.72433333333,8.29273333334,7.21576666667,7.87326666667,5.77783333333,8.86036666666
438.62,8.2042,8.89506086957,5.40093333333,7.74006666667,8.30566666667,7.21736666667,7.88486666667,5.79096666667,8.85886666667
438.98,8.16346666667,8.85666376812,5.37146666667,7.712,8.25973333333,7.18623333333,7.83253333333,5.74543333334,8.81339999999
439.33,8.19706666667,8.88213043478,5.40353333333,7.73306666667,8.31633333333,7.2392,7.86673333333,5.79083333333,8.86549999999
439.69,8.18306666667,8.88350724638,5.40593333334,7.709,8.30253333333,7.21383333333,7.8662,5.7783,8.85143333333
440.04,8.16993333334,8.8936173913,5.4131,7.71706666666,8.308,7.21856666667,7.85966666667,5.77246666667,8.853
440.40,8.19353333333,8.91868985508,5.43943333333,7.74486666667,8.33186666667,7.22903333333,7.87473333333,5.79003333333,8.88043333334
440.75,8.2246,8.93735652175,5.46566666667,7.7812,8.35513333334,7.25033333333,7.90166666667,5.80903333333,8.91086666666
441.11,8.205,8.88871304347,5.43023333333,7.75493333333,8.33053333334,7.21736666667,7.86806666667,5.76353333333,8.90583333334
441.47,8.173,8.85441449275,5.38886666667,7.72993333333,8.29833333333,7.1788,7.8388,5.7334,8.8696
441.82,8.16346666667,8.84166376812,5.38396666667,7.7284,8.28913333333,7.16926666667,7.84273333333,5.74096666667,8.87463333333
442.18,8.16646666667,8.82751304348,5.37796666667,7.7334,8.29226666666,7.1492,7.83446666667,5.72376666667,8.8711
442.53,8.15173333333,8.83431304348,5.37333333333,7.73473333333,8.29073333333,7.14246666667,7.84513333333,5.739,8.88669999999
442.89,8.1826,8.84589855073,5.36823333333,7.75,8.3048,7.14593333333,7.86173333333,5.754,8.88609999999
443.24,8.1772,8.85590144927,5.35726666667,7.73933333333,8.28366666666,7.1332,7.856,5.74803333333,8.87396666666
443.60,8.22166666667,8.89553333333,5.391,7.79453333333,8.32859999999,7.18403333333,7.9046,5.78856666667,8.92576666666
443.95,8.26066666667,8.93245507247,5.40713333333,7.82786666667,8.36646666667,7.20996666667,7.93713333333,5.8065,8.95523333333
444.31,8.27713333333,8.95164057971,5.4168,7.83093333333,8.36686666667,7.21843333333,7.94473333333,5.80683333333,8.96553333333
444.66,8.2424,8.9158405797,5.39193333333,7.8052,8.3338,7.15986666667,7.92253333333,5.79343333333,8.9416
445.02,8.25186666667,8.94828985507,5.39946666667,7.8172,8.34473333334,7.16996666667,7.93046666667,5.80673333333,8.94689999999
445.37,8.27246666667,8.96148985508,5.4192,7.84913333333,8.36826666667,7.181,7.95086666667,5.83383333333,8.98453333333
445.72,8.2772,8.96515652174,5.41156666667,7.84613333333,8.37293333333,7.17466666667,7.9534,5.8299,8.9948
446.08,8.26826666667,8.97802028985,5.4242,7.8448,8.38333333333,7.18473333333,7.9628,5.84316666667,8.9902
446.43,8.2906,8.99447826087,5.44063333333,7.85906666667,8.39093333333,7.20583333333,7.96346666667,5.83983333333,8.9951
446.79,8.25686666667,8.95862608695,5.4126,7.8162,8.34606666667,7.175,7.9292,5.79863333333,8.97550000001
447.14,8.23666666667,8.92908695652,5.38783333333,7.80586666667,8.32413333333,7.1589,7.90386666667,5.7767,8.94903333333
447.50,8.2118,8.89370724637,5.3691,7.77546666667,8.2994,7.12903333333,7.87206666667,5.74403333333,8.9205
447.85,8.19666666667,8.88233043478,5.35223333333,7.75006666667,8.27526666667,7.10123333333,7.85326666667,5.73003333333,8.91576666666
448.21,8.1882,8.86763188406,5.33956666667,7.7416,8.27093333333,7.08586666667,7.85373333333,5.73063333333,8.90703333333
448.56,8.19906666667,8.87013913044,5.33993333333,7.7428,8.2786,7.11626666667,7.85486666667,5.71926666667,8.90393333334
448.92,8.1594,8.83192173912,5.30626666667,7.70266666667,8.24226666667,7.07516666667,7.8326,5.68943333333,8.88039999999
449.27,8.13133333333,8.81498550725,5.28586666667,7.67293333333,8.20926666667,7.06613333333,7.81433333333,5.66316666667,8.84433333333
449.62,8.12206666667,8.8162057971,5.2886,7.6828,8.21746666667,7.08236666667,7.8024,5.65363333333,8.82110000001
449.98,8.11393333333,8.79986086956,5.26096666667,7.6656,8.18713333333,7.045,7.7854,5.61636666667,8.80153333334
450.33,8.11993333333,8.82103478261,5.26503333333,7.66926666667,8.21906666667,7.04853333333,7.80766666667,5.6119,8.82140000001
450.69,8.15326666667,8.86863768116,5.32926666667,7.72933333333,8.27953333333,7.0819,7.86486666667,5.66566666667,8.87653333334
451.04,8.21626666667,8.91785507247,5.38636666667,7.78366666667,8.33846666667,7.12016666667,7.91893333333,5.72603333333,8.93573333333
451.40,8.25213333333,8.95717971014,5.3988,7.81873333333,8.37713333333,7.15026666667,7.9524,5.7621,8.96813333334
451.75,8.2514,8.93668985507,5.38853333334,7.8054,8.3742,7.15306666667,7.93913333333,5.75166666667,8.9545
452.10,8.2564,8.92626666666,5.3838,7.807,8.37986666667,7.14816666667,7.92633333333,5.75243333333,8.95160000001
452.46,8.24253333333,8.93210144928,5.37306666667,7.79866666667,8.38213333333,7.136,7.9064,5.76033333333,8.94450000001
452.81,8.28666666667,8.9644,5.3979,7.8314,8.41333333333,7.1559,7.91973333333,5.77313333333,8.95876666666
453.17,8.29893333333,8.97625217391,5.39946666667,7.85146666667,8.43113333333,7.16423333333,7.9312,5.7862,8.9703
453.52,8.32966666667,8.99289275362,5.41376666667,7.8602,8.44393333334,7.1743,7.9734,5.81016666667,9.00406666666
453.87,8.31906666667,8.99113333334,5.41566666667,7.86606666667,8.44893333333,7.20346666667,7.97486666667,5.8062,8.99689999999
454.23,8.3306,9.0061942029,5.44376666667,7.8766,8.44093333333,7.2112,7.98753333333,5.84466666667,9.02219999999
454.58,8.34046666667,9.02748985507,5.4464,7.87246666667,8.43933333333,7.21233333333,7.99706666667,5.8601,9.03096666666
454.93,8.3162,9.01714492754,5.41636666667,7.8522,8.41506666667,7.189,7.97993333333,5.8114,9.02406666666
455.29,8.28606666667,9.00220289855,5.39586666667,7.83306666667,8.38826666666,7.1714,7.95806666667,5.78346666667,9.00973333334
455.64,8.25946666667,8.99312173912,5.389,7.82426666667,8.3646,7.16513333333,7.94513333333,5.7783,8.98110000001
456.00,8.2726,8.99166666666,5.3885,7.83086666667,8.36153333333,7.167,7.95413333333,5.78946666667,9.0033
456.35,8.3232,9.02676521739,5.4189,7.8586,8.40506666666,7.1923,7.99426666667,5.80876666667,9.02806666667
456.70,8.3072,9.03731884059,5.4281,7.8634,8.39706666667,7.21716666667,7.99726666666,5.82443333333,9.05413333333
457.06,8.34226666667,9.08507246376,5.46963333333,7.8726,8.43979999999,7.2382,8.01266666667,5.8393,9.07426666667
457.41,8.32533333333,9.07311014493,5.45063333333,7.87973333333,8.41993333333,7.23133333333,7.98046666667,5.83246666667,9.06636666667
457.76,8.36546666667,9.09857971015,5.48183333333,7.9152,8.45953333333,7.2549,8.00533333333,5.8718,9.11969999999
458.12,8.35713333333,9.07271014493,5.4622,7.91326666667,8.45553333334,7.25243333333,7.98773333333,5.85743333333,9.10406666667
458.47,8.32693333333,9.02916521739,5.42483333333,7.87873333333,8.41033333333,7.2227,7.9452,5.8152,9.07096666667
458.82,8.32473333333,9.02535652174,5.42933333333,7.88,8.42173333334,7.23156666667,7.93426666667,5.82593333333,9.06536666666
459.18,8.32166666667,9.0349652174,5.4316,7.87553333333,8.42493333334,7.22403333333,7.94193333333,5.82003333333,9.06436666667
459.53,8.34953333333,9.05669855073,5.4517,7.89713333333,8.45879999999,7.2276,7.9612,5.84026666667,9.09980000001
459.88,8.36986666667,9.10058550725,5.4844,7.91293333333,8.48366666667,7.2639,7.97646666667,5.86066666667,9.11756666667
460.24,8.3274,9.05727826088,5.45663333333,7.882,8.45013333333,7.2259,7.947,5.82973333333,9.10493333334
460.59,8.35693333333,9.08140289854,5.48106666667,7.91026666666,8.47446666667,7.2402,7.97273333333,5.84946666667,9.11196666667
460.94,8.34006666667,9.03571884057,5.4605,7.8926,8.44320000001,7.2204,7.95493333333,5.82686666667,9.096
461.29,8.3374,9.04378840579,5.4797,7.87926666667,8.45600000001,7.21813333333,7.95993333333,5.81766666667,9.09783333333
461.65,8.33413333333,9.04150724638,5.4876,7.872,8.43819999999,7.21456666667,7.961,5.81336666667,9.08810000001
462.00,8.34486666667,9.05974202899,5.48893333333,7.8638,8.44633333334,7.2096,7.972,5.8204,9.08776666667
462.35,8.39066666667,9.11374202899,5.54146666667,7.91906666667,8.5194,7.25196666667,8.03106666666,5.86756666667,9.14310000001
462.71,8.42093333333,9.15095072464,5.57463333333,7.9516,8.53919999999,7.27976666667,8.0722,5.8907,9.17766666666
