wavelength,Back_HemTrif,Belly_HemTrif,Breast_HemTrif,Crissum_HemTrif,Crown_HemTrif,DorTail_HemTrif,Patch10_HemTrif,Patch11_HemTrif,Rump_HemTrif,Throat_HemTrif,WingTip_HemTrif
305.58,4.52893333333,6.80653333333,4.36493333333,4.34526666667,3.6736,7.7234,5.76093333333,3.33666666667,3.53133333333,4.97106666667,8.64233333333
305.95,3.88226666667,6.20593333333,3.78086666667,3.75433333333,3.09066666667,7.22453333333,5.35506666667,2.83066666667,2.93206666667,4.39586666667,8.08646666667
306.32,3.72706666667,6.04366666667,3.793,3.67446666667,3.0624,7.14046666667,5.35486666667,2.819,2.85186666666,4.32813333333,7.93906666667
306.69,3.56786666667,6.043,3.73806666666,3.6076,2.9462,7.03613333334,5.27093333333,2.767,2.73393333333,4.1982,7.85666666667
307.06,3.4124,5.90913333333,3.69346666667,3.58813333333,2.8964,6.8752,5.35366666667,2.71426666667,2.68333333333,4.1172,7.69206666667
307.43,3.23526666667,5.8072,3.58186666667,3.42266666667,2.77706666667,6.7518,5.21593333333,2.57193333333,2.62433333333,4.02493333333,7.64393333333
307.80,2.88813333333,5.50113333333,3.2752,3.1162,2.62146666667,6.53333333333,5.1376,2.30106666667,2.49466666667,3.72253333333,7.42146666667
308.17,3.04506666667,5.68313333333,3.49993333334,3.27146666667,2.78066666667,6.58293333333,5.40633333333,2.4578,2.6234,3.7914,7.53466666667
308.54,2.94526666667,5.5882,3.4988,3.1496,2.71646666667,6.491,5.23493333333,2.357,2.66746666667,3.67446666667,7.42653333334
308.90,2.9348,5.63033333333,3.5242,3.0454,2.77066666666,6.37213333333,5.20706666667,2.31373333333,2.77466666667,3.74753333333,7.40239999999
309.27,3.277,6.00853333333,3.9714,3.26746666667,3.08433333333,6.71426666667,5.524,2.61706666667,3.113,4.06486666667,7.78066666667
309.64,3.32866666667,6.04533333333,4.05833333334,3.19673333334,3.0354,6.77486666667,5.4862,2.65413333333,3.02066666667,4.03446666667,7.85086666667
310.01,3.6536,6.51973333333,4.43913333333,3.59173333333,3.4678,7.1408,5.81213333333,2.99546666667,3.34213333333,4.37373333333,8.25899999999
310.38,3.7998,6.7994,4.55693333333,3.72406666667,3.60153333333,7.2204,5.96473333333,3.091,3.51186666667,4.5692,8.46739999999
310.75,3.843,6.7642,4.63413333333,3.80106666667,3.67653333333,7.28746666667,6.14833333333,3.14313333333,3.5858,4.7502,8.54953333333
311.12,3.84893333334,6.92413333333,4.67573333333,3.8124,3.6446,7.31766666667,6.16833333333,3.11666666667,3.55833333333,4.80366666667,8.60600000001
311.49,3.93993333333,7.15526666667,4.84953333334,3.89373333333,3.8028,7.4028,6.40926666667,3.18713333333,3.62966666667,5.03746666667,8.68206666666
311.85,3.8638,7.212,4.82466666667,3.7474,3.6658,7.29346666667,6.30266666667,3.0474,3.49626666667,5.02406666667,8.64986666666
312.22,3.7362,7.16106666667,4.76033333333,3.61773333334,3.5128,7.16606666667,6.23673333333,2.89826666667,3.38246666667,5.0416,8.46453333333
312.59,3.74206666667,7.2884,4.84113333333,3.7266,3.56,7.2094,6.28373333333,2.90913333333,3.35233333333,5.16233333333,8.55413333334
312.96,3.7184,7.361,4.795,3.8012,3.56326666667,7.39093333333,6.37066666667,2.96593333333,3.3202,5.1176,8.5982
313.33,3.68146666667,7.33953333334,4.81066666667,3.85453333333,3.5028,7.33586666666,6.40153333333,2.91306666667,3.198,5.12266666667,8.566
313.70,3.82906666667,7.62993333333,4.98226666667,4.07873333333,3.6592,7.47706666667,6.64633333333,3.0892,3.4842,5.40346666667,8.69759999999
314.07,3.6828,7.55186666667,4.89446666667,3.892,3.3468,7.25613333333,6.4996,2.94933333333,3.35433333334,5.43773333334,8.51373333334
314.43,3.7308,7.75080000001,5.09633333333,3.94726666666,3.296,7.324,6.54273333333,3.046,3.44166666667,5.51746666667,8.53793333333
314.80,3.5596,7.88566666667,5.0442,3.82733333333,3.16793333333,7.16966666667,6.42933333333,2.89626666667,3.26953333333,5.40513333333,8.4272
315.17,3.52733333333,7.97653333333,5.15226666667,3.93833333333,3.21653333333,7.18386666667,6.55806666667,2.9348,3.35,5.54446666667,8.45646666667
315.54,3.55193333333,7.9864,5.22173333333,4.025,3.23793333333,7.20986666667,6.5988,3.04253333333,3.38433333333,5.63553333334,8.54886666666
315.91,3.47446666667,7.86086666666,5.04793333333,4.0522,3.1554,7.03093333333,6.4898,2.996,3.16846666666,5.55233333333,8.45346666667
316.28,3.55146666667,7.94326666667,4.97353333333,4.14833333333,3.30626666667,7.03346666667,6.51686666667,3.07833333333,3.2174,5.5922,8.54019999999
316.64,3.87706666667,8.12026666666,5.12573333333,4.21053333333,3.4978,7.06546666667,6.77786666667,3.30833333333,3.4172,5.71,8.60620000001
317.01,3.93026666667,8.13446666667,5.10026666667,4.12966666667,3.48993333333,6.85726666666,6.807,3.13713333333,3.3674,5.76406666667,8.4938
317.38,4.0962,8.31953333333,5.1872,4.20153333333,3.64606666667,6.94766666667,7.07506666667,3.33013333333,3.56706666667,5.91593333333,8.57220000001
317.75,4.12166666667,8.51733333334,5.3134,4.2344,3.72153333333,7.01173333333,7.30793333333,3.33886666667,3.5998,5.9856,8.67433333333
318.12,4.28813333333,8.67080000001,5.48613333333,4.3652,4.01266666667,7.16213333333,7.44406666667,3.43573333333,3.73526666666,5.97506666667,8.75019999999
318.49,4.12186666667,8.49733333333,5.2386,4.05306666667,4.0328,6.94473333333,7.4096,3.25873333333,3.6904,5.81253333333,8.58646666666
318.85,4.31013333333,8.58653333334,5.37033333333,4.15626666667,4.2388,6.9784,7.66006666667,3.46346666667,3.97153333334,5.96953333333,8.79166666667
319.22,4.41613333333,8.61773333334,5.38833333333,4.25753333333,4.31346666667,7.06893333333,7.69706666667,3.62273333333,4.063,6.02293333333,8.81439999999
319.59,4.6816,8.87326666667,5.6416,4.50706666667,4.5898,7.23733333333,7.88846666667,3.90513333333,4.39073333333,6.26386666667,8.99186666667
319.96,4.88766666667,9.14066666666,5.97833333333,4.72893333333,4.84526666667,7.60086666667,8.13953333334,4.13673333333,4.73146666667,6.46553333334,9.16060000001
320.32,4.6072,8.89793333333,5.97346666667,4.44893333333,4.47113333333,7.4022,7.96833333334,3.88046666667,4.49786666667,6.21646666667,8.92233333334
320.69,4.6262,9.10653333332,6.16386666667,4.64866666667,4.5882,7.6184,8.15486666666,3.99086666667,4.6442,6.3636,9.04153333333
321.06,4.759,9.37346666667,6.3374,4.79466666667,4.70126666667,7.7774,8.27159999999,4.20246666667,4.78786666667,6.41726666667,9.22880000001
321.43,4.62946666667,9.41453333333,6.24026666667,4.77173333333,4.6274,7.70853333333,8.13293333334,4.07633333333,4.68293333333,6.36006666667,9.15926666668
321.80,4.4466,9.1178,5.9802,4.56326666667,4.4596,7.4744,7.8088,3.84133333333,4.4356,6.24006666667,8.9286
322.16,4.46053333333,9.17073333334,5.99846666667,4.70813333334,4.50206666667,7.56493333333,8.1476,3.99386666667,4.51526666667,6.49786666667,9.03506666668
322.53,4.6642,9.46393333333,6.24013333333,5.01073333333,4.63826666667,7.91346666667,8.411,4.28726666667,4.59726666667,6.72266666666,9.23766666666
322.90,4.78553333333,9.65960000001,6.44253333334,5.17653333333,4.6522,8.09133333333,8.39153333332,4.3858,4.6058,6.87173333333,9.27926666667
323.27,4.69413333334,9.6048,6.38406666667,4.91693333333,4.496,7.9252,8.2616,4.1968,4.46093333333,6.67906666667,9.10773333332
323.63,4.32773333333,9.32206666667,6.02,4.5452,4.04766666667,7.6096,8.02673333334,3.81793333334,3.9852,6.24953333333,8.75793333333
324.00,4.47586666666,9.519,6.17973333333,4.67013333333,4.21653333333,7.72486666667,8.27633333333,3.9694,4.1754,6.52733333333,8.98706666666
324.37,4.6974,9.72099999999,6.27753333333,4.9256,4.45393333333,7.97233333333,8.45746666667,4.2068,4.39086666667,6.84873333333,9.18993333333
324.74,4.58366666667,9.55893333333,6.11846666667,4.81686666667,4.2666,7.82666666667,8.427,4.07086666667,4.20146666667,6.67026666667,9.05166666665
325.10,4.47986666667,9.44553333333,6.0528,4.75573333333,4.21113333333,7.78473333333,8.37479999999,3.9316,4.05593333333,6.64666666667,8.8902
325.47,4.4558,9.36773333333,6.03873333333,4.6776,4.1106,7.77206666667,8.30166666668,3.78493333333,3.93346666667,6.60593333333,8.72566666666
325.84,4.4356,9.40826666665,6.0696,4.76946666667,4.0982,7.845,8.4508,3.83146666667,3.95693333333,6.49873333333,8.70173333334
326.21,4.236,9.29119999999,5.81466666667,4.56606666667,3.84486666667,7.61473333333,8.21206666667,3.5866,3.74193333333,6.15853333333,8.51066666667
326.57,4.1188,9.08446666667,5.55593333333,4.43466666667,3.6726,7.33153333333,8.0536,3.43306666666,3.54766666667,5.89946666667,8.3468
326.94,3.92273333333,8.8186,5.24693333333,4.1634,3.45873333333,7.032,7.93386666667,3.2164,3.34973333333,5.63833333334,8.07226666667
327.31,4.06566666667,8.89740000001,5.28833333333,4.37533333333,3.57266666667,7.1578,8.07953333334,3.28926666667,3.45353333333,5.6966,8.15053333333
327.67,4.18913333333,8.96326666667,5.36786666667,4.5338,3.6876,7.2378,8.21633333333,3.3272,3.53613333333,5.77173333334,8.2214
328.04,3.82626666667,8.60439999999,4.993,4.215,3.2876,6.81813333333,7.91093333333,2.93386666667,3.22253333333,5.345,7.7772
328.41,3.48333333333,8.3878,4.6724,3.8796,2.93533333333,6.44526666667,7.69673333333,2.64413333333,2.87613333333,4.94726666667,7.47366666667
328.78,3.24626666667,8.14186666667,4.39293333333,3.64366666667,2.73993333333,6.21473333333,7.51933333334,2.3534,2.65473333333,4.7578,7.24373333333
329.14,3.08053333334,7.95133333333,4.20386666667,3.54213333333,2.53066666667,5.98513333333,7.407,2.18253333334,2.60586666667,4.57573333334,7.0936
329.51,2.9942,7.96186666667,4.104,3.60373333333,2.57913333333,5.9254,7.50420000001,2.21053333333,2.67373333333,4.53393333333,7.16886666667
329.88,3.0792,7.9762,4.105,3.6042,2.62293333333,5.8932,7.48646666666,2.22586666667,2.7528,4.62806666667,7.18233333333
330.24,3.13826666667,8.11233333333,4.279,3.6882,2.7388,6.01833333333,7.6848,2.35786666667,2.90786666667,4.80673333333,7.26313333333
330.61,3.0934,8.11486666667,4.36713333333,3.60473333333,2.71433333333,6.04033333333,7.77666666666,2.2422,2.91313333333,4.882,7.176
330.98,3.5856,8.80893333333,4.9626,4.18066666667,3.29546666667,6.637,8.33206666666,2.72806666667,3.4452,5.47826666667,7.70926666667
331.34,3.5534,9.00253333335,5.04393333333,4.1712,3.324,6.62106666667,8.4342,2.77593333333,3.502,5.53533333333,7.7482
331.71,3.73126666667,9.2884,5.28513333333,4.38573333333,3.51186666667,6.84433333333,8.62293333333,3.00433333333,3.715,5.72753333333,7.9158
332.08,4.12493333333,9.70986666667,5.69946666667,4.70706666667,3.88146666667,7.17893333333,8.92353333333,3.32073333333,3.92093333333,6.05593333334,8.209
332.44,4.647,10.282,6.2568,5.17946666667,4.507,7.7228,9.38339999999,3.73453333333,4.4018,6.6106,8.61273333333
332.81,4.8664,10.6028,6.48273333333,5.41653333333,4.73226666667,7.9804,9.5364,3.97213333333,4.62893333333,6.83513333333,8.83833333334
333.18,5.04586666667,10.8010666667,6.60726666667,5.54133333333,4.83366666667,8.13646666667,9.715,4.12073333333,4.68106666666,7.0332,8.95466666667
333.54,4.9002,10.6308666667,6.53466666667,5.35966666667,4.54586666666,7.945,9.47113333334,3.82373333333,4.37873333333,6.8204,8.61199999999
333.91,4.89933333333,10.7177333333,6.54633333333,5.4092,4.472,7.95713333333,9.47033333334,3.741,4.27726666667,6.78213333333,8.53633333333
334.28,5.0102,10.7062666667,6.61146666667,5.50593333333,4.503,7.91513333333,9.42699999999,3.8136,4.29333333333,6.834,8.48073333334
334.64,5.1228,10.9405333333,6.7566,5.63306666667,4.6686,8.06933333333,9.55706666667,4.0218,4.39253333333,6.9796,8.54433333334
335.01,4.85666666667,10.764,6.56633333333,5.42666666667,4.43813333333,7.7778,9.44606666665,3.85386666667,4.17226666667,6.75586666667,8.31893333333
335.38,4.86906666667,10.8465333333,6.55133333333,5.4368,4.46293333334,7.75586666667,9.42373333334,3.83853333333,4.12133333333,6.81693333333,8.33126666667
335.74,4.72246666667,10.7416666667,6.3974,5.1942,4.27886666667,7.55533333334,9.32220000001,3.689,3.97386666667,6.7196,8.15320000001
336.11,4.54633333333,10.7428,6.34086666666,5.11173333333,4.133,7.5148,9.35233333333,3.5984,3.95166666667,6.66366666667,8.05393333333
336.47,4.4936,10.6516666667,6.2616,5.1022,4.01393333333,7.41473333333,9.39066666667,3.6542,3.94573333333,6.62573333333,7.95046666666
336.84,4.59013333333,10.7464,6.42033333334,5.14566666667,4.15773333333,7.47,9.54806666667,3.7702,4.0196,6.7822,7.97740000001
337.21,4.47973333333,10.6531333333,6.35873333334,5.0148,4.13006666667,7.35266666666,9.4738,3.6502,3.88046666667,6.674,7.87446666667
337.57,4.70206666667,10.8959333333,6.5136,5.21173333333,4.37213333333,7.58666666667,9.72953333333,3.98413333333,4.1196,6.92826666667,8.20033333333
337.94,4.78633333333,11.1313333333,6.69933333333,5.36713333333,4.57593333333,7.73066666667,9.97106666667,4.16233333333,4.3446,7.12453333333,8.39453333334
338.31,4.80046666667,11.3196,6.82746666667,5.4702,4.65893333333,7.89246666667,10.1424666667,4.16606666667,4.41233333333,7.22733333333,8.59333333333
338.67,4.93566666667,11.4516666667,7.00326666667,5.61893333333,4.7118,7.9646,10.2838,4.1908,4.5288,7.33086666666,8.76786666667
339.04,4.83913333333,11.3269333333,6.82386666667,5.47346666666,4.58306666667,7.87293333334,10.0596,4.0288,4.3664,7.21946666667,8.61786666667
339.40,4.85933333333,11.2807333333,6.9046,5.517,4.64013333333,7.93886666667,10.0649333333,4.066,4.46126666667,7.26673333333,8.61953333333
339.77,4.97526666667,11.3808666667,7.0326,5.71266666666,4.81873333333,8.07386666667,10.1958,4.18046666667,4.61946666667,7.42133333333,8.76120000001
340.14,4.90406666667,11.1752666667,6.83213333333,5.59626666667,4.76133333333,7.95526666666,10.079,4.02633333333,4.4446,7.3032,8.64339999999
340.50,4.84313333333,11.1557333334,6.7862,5.53153333333,4.70533333333,7.9582,10.0304666667,3.86873333333,4.35526666667,7.2086,8.60533333333
340.87,4.5948,10.9555333333,6.49893333333,5.3828,4.40313333333,7.73373333333,9.81253333332,3.59413333333,4.1876,6.89213333333,8.34946666667
341.23,4.8278,11.2278666667,6.71266666666,5.65926666667,4.63933333333,7.99226666667,10.1034666667,3.77013333333,4.43133333333,7.13133333333,8.61180000001
341.60,4.91246666667,11.3844,6.77153333333,5.69353333333,4.7342,8.0696,10.2812666667,3.80253333333,4.52973333333,7.20853333333,8.67793333334
341.96,4.97133333333,11.4007333333,6.77726666667,5.67113333333,4.76266666667,8.05246666667,10.3259333333,3.81753333333,4.50233333334,7.26533333333,8.69473333334
342.33,5.01693333333,11.3912,6.70833333333,5.62953333333,4.79866666667,7.9528,10.2775333333,3.85993333333,4.4728,7.25246666667,8.59259999999
342.70,4.64653333333,11.1432666667,6.35093333333,5.3896,4.573,7.6264,10.0294666667,3.6198,4.16326666667,6.9598,8.25706666667
343.06,4.69273333333,11.2041333333,6.44426666667,5.54553333333,4.702,7.66953333333,10.2052,3.65713333333,4.26893333333,7.0194,8.3024
343.43,4.80713333333,11.3272,6.58613333333,5.6746,4.7552,7.7042,10.4234,3.7308,4.2768,7.07906666667,8.40566666666
343.79,4.79133333333,11.4092,6.62693333333,5.7188,4.77573333333,7.74046666667,10.5406666667,3.7124,4.25513333333,7.1054,8.4432
344.16,4.93046666667,11.6224666667,6.77466666667,5.88053333333,4.87846666667,7.83126666667,10.6751333333,3.87753333333,4.36273333333,7.25086666667,8.57566666666
344.52,5.01446666667,11.681,6.8744,6.0146,4.93306666667,7.78313333333,10.7372666667,3.90166666667,4.37226666667,7.29626666667,8.65553333333
344.89,5.20973333333,11.9422,7.0922,6.2362,5.11886666667,7.9494,10.9803333333,4.10973333333,4.49186666667,7.60226666666,8.89513333334
345.25,5.2994,12.0613333333,7.223,6.33553333333,5.19313333333,8.01413333333,11.1626666667,4.22393333333,4.62573333333,7.6866,8.95353333334
345.62,5.25826666667,12.0484666667,7.24386666667,6.30153333334,5.16813333333,7.94193333333,11.1938,4.16093333333,4.64533333333,7.6618,8.87173333334
345.99,5.141,11.9981333333,7.14533333333,6.26566666667,5.08426666667,7.78513333333,11.1308,4.08633333333,4.55266666667,7.5354,8.73520000001
346.35,5.16353333333,12.1539333333,7.17926666667,6.35306666667,5.14126666667,7.8906,11.2398666667,4.09273333333,4.56093333333,7.5868,8.77113333333
346.72,5.42873333333,12.3118666667,7.38953333334,6.49706666667,5.2786,8.0706,11.4046666667,4.23026666666,4.75753333333,7.7952,8.93479999999
347.08,5.44693333333,12.3893333334,7.34086666667,6.40933333334,5.23046666667,8.05093333333,11.3788,4.216,4.67866666667,7.83333333333,8.91073333334
347.45,5.14486666667,12.3220666667,7.06606666666,6.1948,5.0012,7.8352,11.1024666667,3.96886666667,4.4732,7.653,8.60426666667
347.81,5.22466666667,12.4522666667,7.13353333333,6.27733333333,5.0958,7.8508,11.1077333333,4.12933333333,4.5638,7.7244,8.53286666667
348.18,5.21613333333,12.4936,7.14926666667,6.2862,5.09173333333,7.83473333333,11.1077333333,4.13753333333,4.6254,7.7104,8.52646666667
348.54,5.19073333333,12.4937333334,7.16193333333,6.2164,5.0574,7.88793333333,11.1514666667,4.15533333333,4.63446666667,7.7432,8.49920000001
348.91,5.21466666667,12.5033333333,7.24253333333,6.20546666667,5.0638,7.82326666667,11.151,4.13546666667,4.61766666667,7.7236,8.475
349.27,4.97886666667,12.3182666667,7.04,6.00653333333,4.8114,7.58013333334,10.9146,3.94273333333,4.4106,7.56026666667,8.25633333333
349.64,4.9516,12.3179333333,7.02426666667,6.084,4.793,7.548,10.8613333333,3.9978,4.38986666667,7.564,8.23293333333
350.00,5.06546666667,12.4212,7.14346666667,6.20566666667,4.896,7.7008,11.014,4.09493333333,4.51186666667,7.71173333333,8.39833333333
350.37,4.9548,12.2938666667,7.0676,6.06226666667,4.71986666667,7.54986666666,10.9236666666,3.9712,4.42553333333,7.55726666667,8.2488
350.73,4.87833333333,12.3141333333,6.9976,5.99993333333,4.72073333333,7.4934,10.9277333333,3.88693333333,4.3888,7.53433333333,8.19253333334
351.10,4.87853333333,12.2964,6.9952,5.96546666667,4.7304,7.4896,11.0195333333,3.85226666667,4.40893333333,7.485,8.17173333333
351.46,5.055,12.3772,7.06333333333,6.06813333333,4.9122,7.649,11.2874666667,3.92413333333,4.57346666667,7.5886,8.33253333334
351.83,5.00293333333,12.3101333333,7.02733333333,6.00986666667,4.833,7.56226666667,11.288,3.78066666667,4.53006666667,7.51313333333,8.37840000001
352.19,5.07626666667,12.4374,7.12806666667,6.0656,4.94466666667,7.6594,11.4144666667,3.83306666667,4.63473333333,7.6744,8.42126666667
352.55,5.02373333334,12.4918,7.12686666667,6.0852,4.9636,7.61926666667,11.444,3.77966666667,4.6536,7.69333333333,8.3616
352.92,4.9166,12.5302,7.07286666667,6.01773333333,4.93386666667,7.6332,11.4992666667,3.73826666667,4.6404,7.63073333333,8.2936
353.28,5.08306666667,12.6264,7.18213333333,6.11946666667,5.08986666667,7.7496,11.6498666667,3.839,4.7024,7.66466666667,8.36593333334
353.65,5.04653333333,12.6016666667,7.17613333333,6.08886666667,5.1048,7.7382,11.6616,3.8046,4.62473333333,7.65513333333,8.38786666667
354.01,5.0702,12.6517333333,7.20833333333,6.05153333333,5.11566666667,7.6924,11.6868,3.79346666667,4.6118,7.61266666667,8.3552
354.38,5.07566666667,12.6317333333,7.202,6.05253333333,5.10853333333,7.6502,11.7138666667,3.7886,4.608,7.637,8.31886666667
354.74,5.14993333333,12.7019333333,7.28953333333,6.14713333333,5.08873333333,7.71093333333,11.8104,3.8496,4.6284,7.69493333333,8.3424
355.11,5.21326666667,12.8010666667,7.3504,6.26913333333,5.12493333333,7.7406,11.8714666667,3.92386666667,4.66946666667,7.77006666666,8.37780000001
355.47,5.3502,12.9166666666,7.5426,6.36653333334,5.16766666667,7.74673333333,11.9478666667,4.06573333333,4.7138,7.90053333333,8.46286666667
355.83,5.35526666667,12.9942666667,7.54986666667,6.38033333333,5.1672,7.75733333334,12.026,4.06433333333,4.6946,7.93033333333,8.38666666667
356.20,5.2216,12.8849333333,7.37913333333,6.2402,5.01453333333,7.5606,11.966,3.9084,4.5042,7.69993333333,8.18326666667
356.56,5.33273333333,12.9917333333,7.4166,6.322,5.05013333334,7.6552,12.0641333333,4.0018,4.55926666667,7.76213333333,8.2706
356.93,5.48406666667,13.0354666666,7.50686666667,6.42253333333,5.1196,7.6992,12.1517333333,4.0784,4.688,7.8906,8.36839999999
357.29,5.39366666667,13.0667333333,7.43013333333,6.37346666667,5.01293333333,7.59966666667,12.0766,4.0102,4.60633333334,7.8454,8.26533333334
357.66,5.5058,13.2129333333,7.57373333333,6.4778,5.0998,7.72213333333,12.2102,4.11673333333,4.75033333333,7.9524,8.29266666667
358.02,5.49113333333,13.2516,7.57793333333,6.53506666667,5.09046666667,7.78473333333,12.2272,4.12266666667,4.742,8.0156,8.28646666667
358.38,5.49786666667,13.3462,7.64086666667,6.53086666667,5.0828,7.86306666667,12.3152,4.11346666667,4.74126666667,8.07693333333,8.33693333333
358.75,5.46933333334,13.3334,7.63886666667,6.5518,5.09673333333,7.8612,12.3674666667,4.08573333333,4.72873333333,8.0938,8.3514
359.11,5.42513333333,13.3022666667,7.6512,6.55006666667,5.04713333333,7.85746666667,12.3772666667,4.0368,4.70313333333,8.06113333333,8.29153333334
359.48,5.39813333333,13.3315333333,7.60553333334,6.60853333333,5.0476,7.91773333333,12.4960666667,4.03506666667,4.7154,8.05573333333,8.29773333333
359.84,5.48173333333,13.3872666667,7.654,6.70466666667,5.14886666667,8.00286666667,12.634,4.09133333333,4.8102,8.14646666667,8.39473333334
360.20,5.65453333333,13.602,7.8654,6.92566666667,5.3026,8.15786666667,12.7783333333,4.23973333333,4.9772,8.3636,8.59373333333
360.57,5.53366666667,13.6010666666,7.7628,6.86473333333,5.249,8.0516,12.7600666667,4.1272,4.87206666667,8.28006666667,8.48853333334
360.93,5.46973333333,13.6514,7.73426666667,6.81546666667,5.2612,8.04013333333,12.8507333333,4.07606666667,4.84833333333,8.23266666667,8.46459999999
361.29,5.52693333333,13.6982666667,7.81886666667,6.89346666667,5.349,8.1008,12.9692,4.13846666667,4.95026666667,8.32079999999,8.57686666667
361.66,5.53166666667,13.7179333333,7.7648,6.8828,5.37,8.03146666667,13.0379333333,4.10653333333,4.94533333333,8.28906666667,8.59446666666
362.02,5.5814,13.7744,7.79773333333,6.92213333333,5.40993333333,8.05226666667,13.1512666667,4.13733333333,5.03906666667,8.33093333333,8.64773333334
362.39,5.63033333333,13.8203333333,7.84693333333,7.00373333333,5.52853333333,8.06166666667,13.2368,4.2012,5.15073333333,8.38153333334,8.69573333333
362.75,5.68646666667,13.8852666667,7.88946666666,7.0404,5.59193333333,8.06266666667,13.2728,4.21066666667,5.1856,8.37253333333,8.7144
363.11,5.81586666667,14.0336,8.02866666667,7.13706666667,5.73486666667,8.1614,13.4712666667,4.34113333333,5.3172,8.47953333333,8.83866666666
363.48,5.832,14.0122666667,8.03366666667,7.12393333333,5.72226666667,8.12913333333,13.4686,4.2724,5.29906666667,8.50366666667,8.77526666666
363.84,5.89353333333,14.1048,8.10053333333,7.1394,5.74413333333,8.12193333333,13.5049333334,4.27813333333,5.31793333333,8.51313333333,8.77386666666
364.20,5.847,14.0980666667,8.0522,7.0626,5.7338,8.12646666667,13.5404,4.24133333333,5.286,8.4908,8.7602
364.57,5.9096,14.096,8.1186,7.06366666667,5.76813333333,8.14,13.5983333333,4.27986666667,5.32626666667,8.54966666666,8.80893333333
364.93,6.05213333333,14.2214,8.2614,7.198,5.88626666667,8.24386666667,13.638,4.3728,5.3774,8.6756,8.90713333333
365.29,6.00793333333,14.2746,8.25853333333,7.1968,5.92386666667,8.26733333333,13.6708666667,4.34506666667,5.3346,8.6452,8.84926666667
365.66,6.15266666667,14.4348666667,8.402,7.34686666667,6.04173333333,8.41173333333,13.8,4.454,5.43313333333,8.7946,8.94933333333
366.02,6.17866666667,14.4825333333,8.4536,7.37273333333,6.08066666667,8.39293333333,13.8506666667,4.46633333333,5.38913333333,8.8254,8.93086666667
366.38,6.20106666667,14.5366,8.4934,7.39373333333,6.07246666667,8.4018,13.88,4.48646666667,5.3668,8.83786666665,8.92226666666
366.75,6.13026666667,14.5439333333,8.50113333333,7.35226666667,6.00246666667,8.3656,13.8862666667,4.52193333333,5.37866666667,8.84839999999,8.83440000001
367.11,5.97246666667,14.4765333333,8.41746666667,7.245,5.85826666667,8.23226666667,13.7356,4.35746666667,5.24486666667,8.75820000001,8.70580000001
367.47,5.93113333333,14.5662,8.44193333333,7.2452,5.86506666667,8.24053333333,13.7587333333,4.37886666667,5.24813333333,8.73266666667,8.72553333334
367.84,5.848,14.5671333333,8.37286666667,7.22653333333,5.79593333333,8.22826666667,13.7400666667,4.35126666667,5.18406666667,8.71066666667,8.68546666667
368.20,5.9744,14.6538666667,8.49486666667,7.3834,5.9102,8.28233333333,13.9294666667,4.5156,5.30746666667,8.8414,8.76033333333
368.56,6.0798,14.7720666667,8.57646666667,7.47726666667,5.9912,8.3358,14.0968,4.57346666667,5.433,8.90653333333,8.79860000001
368.93,6.0672,14.7973333333,8.58740000001,7.49046666667,5.9988,8.3714,14.2005333333,4.60226666667,5.4768,8.9378,8.81046666667
369.29,6.1954,14.9121333333,8.6846,7.60333333333,6.08953333333,8.45326666667,14.4256,4.7168,5.60373333333,9.08173333333,8.89746666666
369.65,6.07686666667,14.8479333333,8.59899999999,7.52113333333,5.9706,8.3462,14.3804666667,4.58853333333,5.47553333333,9.00866666668,8.76079999999
370.01,5.9964,14.7988,8.53973333333,7.45526666667,5.92806666667,8.29346666667,14.347,4.53673333333,5.4374,8.92466666668,8.68433333333
370.38,5.9644,14.7682666666,8.50046666667,7.44946666667,5.92,8.27926666667,14.3185333333,4.49893333333,5.415,8.92639999999,8.66986666667
370.74,6.04273333334,14.8630666667,8.5172,7.52926666667,5.97026666667,8.32186666667,14.3822666667,4.5074,5.41726666667,8.98393333333,8.76326666667
371.10,6.1996,14.9624666667,8.57046666667,7.6596,6.0724,8.4312,14.5164,4.66946666667,5.552,9.12859999999,8.85880000001
371.46,6.13533333333,14.8849333333,8.5088,7.57893333333,6.01786666667,8.36133333333,14.4608666667,4.64026666667,5.5536,9.1106,8.80333333333
371.83,6.09873333333,14.8283333333,8.50246666667,7.51966666667,6.00553333333,8.29866666667,14.4428666667,4.5672,5.51033333333,9.06326666667,8.75813333333
372.19,5.9494,14.7242,8.37066666667,7.34973333333,5.8266,8.1582,14.3288,4.37473333333,5.33766666667,8.91746666667,8.63606666666
372.55,5.9908,14.8330666667,8.45386666666,7.4288,5.87386666667,8.2502,14.3995333333,4.45613333333,5.3856,9.00753333333,8.70260000001
372.92,6.02293333333,14.8918666667,8.50973333334,7.47893333333,5.87633333333,8.25506666667,14.449,4.48566666667,5.41386666667,9.06126666666,8.66873333334
373.28,5.9832,14.8465333333,8.50133333334,7.41386666667,5.8048,8.18453333333,14.3438,4.37713333333,5.34986666667,9.02533333333,8.61293333334
373.64,5.95333333334,14.7983333334,8.479,7.35806666667,5.77686666667,8.1482,14.3712666667,4.34413333333,5.34966666667,9.04813333333,8.63566666667
374.00,6.08953333333,14.9091333334,8.62706666667,7.44946666667,5.86033333333,8.25333333333,14.5455333333,4.4432,5.46866666667,9.19100000001,8.78360000001
