wavelength,Back_ConTamf,Belly_ConTamf,Breast_ConTamf,Crissum_ConTamf,Crown_ConTamf,DorTail_ConTamf,Patch10_ConTamf,Rump_ConTamf,Throat_ConTamf,WingTip_ConTamf
190.57,-59.6199833333,-48.3919166667,-67.3651111111,-51.9006666666,-98.2456666667,-34.3569166667,7.01741666667,-87.8655833333,-15.4969166667,-34.0643333333
190.95,-44.5835166667,-29.5045833334,-48.973962963,-34.0090833333,-70.7206666667,-20.1578333333,7.99558333332,-59.4594166667,-5.06749999997,-19.2569166667
191.33,-50.1749166666,-26.2345,-47.6566944444,-33.5390833333,-61.41975,-25.3086666666,2.77791666667,-53.7038333333,-9.97941666665,-23.3538333333
191.71,-57.2619833334,-27.48,-49.3718425926,-35.8135,-61.1113333333,-33.5316666667,-7.73816666665,-53.4723333333,-13.3928333333,-26.2895833333
192.09,-32.1503583333,-2.45541666667,-22.9414351852,-12.0534166666,-32.21725,-11.3094166667,9.15183333333,-24.7023333333,3.869,-6.77091666666
192.47,-42.1312,-11.6518333333,-29.0560833333,-23.0826666666,-41.0029166667,-23.3776666667,-1.10608333333,-32.0059166667,-9.4395,-15.6341666666
192.85,-34.2990083333,-7.60591666668,-20.0765092593,-18.5185,-33.79625,-22.75125,-0.79375,-25.463,-6.15075,-11.83875
193.23,-26.4743833333,-2.1795,-12.4145462963,-11.34625,-26.218,-16.0256666667,3.91033333333,-18.5256666667,-0.769166666667,-3.39749999999
193.61,-27.189175,-4.69575,-16.3653888889,-14.8148333333,-28.70375,-18.7829166667,1.19058333335,-20.635,-2.57949999997,-4.49733333332
193.99,-27.3907583333,-7.05591666667,-15.592,-15.6325833333,-29.1360833333,-20.7420833333,-2.798,-21.4109166666,-3.64958333335,-8.39425
194.37,-21.3321,-2.93408333336,-12.3825462963,-11.385,-24.7653333333,-17.0775,-0.176083333325,-13.08675,0.175916666675,-1.29108333333
194.75,-34.5328666667,-14.3309166667,-25.0840925926,-23.67425,-38.3206666666,-32.702,-9.59608333333,-22.3486666667,-14.2045833333,-15.6565833333
195.13,-49.7273333333,-28.1060833333,-40.5977037037,-36.6668333333,-59.92425,-52.3485833333,-21.8181666667,-34.9241666667,-28.63625,-28.2575
195.51,-58.7018083333,-40.7018333333,-56.0819166667,-46.4913333332,-82.1053333333,-69.9999999999,-31.9298333333,-44.6490833333,-44.0351666667,-40.87725
195.89,-47.941175,-32.92475,-47.3583055556,-32.353,-69.281,-58.0881666667,-16.9118333333,-33.3333333333,-38.3170833333,-34.5588333333
196.27,-41.641175,-26.5306666667,-37.9439907407,-23.9794166667,-61.90475,-49.8300833333,-6.46258333333,-23.12925,-31.71775,-23.55425
196.65,-29.2869583333,-17.1170833333,-26.6431944444,-8.85883333332,-46.39625,-33.4834166667,5.33041666668,-12.6875833334,-20.4955,-13.9640833333
197.03,-36.7824833333,-23.9969166667,-35.519537037,-11.0339166667,-52.0060833333,-36.574,1.77474999998,-16.5123333333,-30.24675,-17.9783333333
197.40,-34.950975,-23.2493333333,-30.4932685185,-10.7843333333,-47.8990833333,-32.4229166667,0.77033333335,-13.2353333333,-26.8205833334,-15.2660833333
197.78,-15.0875083334,-4.07916666668,-11.2017314815,5.94391666668,-28.2633333333,-10.95575,11.9463333333,2.73875,-9.67366666668,-2.62250000002
198.16,-14.791675,-3.12508333331,-8.97337962963,9.86516666667,-26.9606666667,-10.78425,14.76725,7.47558333332,-8.51716666667,-2.20583333332
198.54,-13.29585,-2.31825,-6.14025925925,12.5939166667,-24.7493333333,-9.89975,15.4135,9.96224999999,-6.01499999999,-1.06516666665
198.92,-2.1163,8.77183333333,5.98200925925,22.0943333333,-10.69075,3.23466666667,21.16225,20.06575,2.90566666666,11.6229166667
199.30,3.45294166667,14.2725833333,13.2033333333,24.2173333333,-0.460499999993,9.89858333335,24.033,23.15825,7.96491666668,15.2854166666
199.68,3.10489166667,16.2014166667,15.7923611111,24.577,1.31133333333,12.9020833333,23.3504166667,22.6311666666,10.1523333333,17.3433333333
200.06,4.09130833334,18.7604166667,18.9791296296,25.5025,3.64316666667,14.1124166667,23.032,25.3769166667,12.5628333333,19.8493333333
200.44,3.07596666667,17.6470833333,15.2232314815,24.7958333333,2.45108333334,11.23375,19.8120833333,23.6929166667,9.27291666668,17.8920833334
200.82,5.07448333333,21.65875,18.8636111111,25.6681666667,6.05341666664,13.7186666667,19.22175,26.7689166667,13.0896666667,19.92925
201.19,7.71395833333,25.2675833334,23.6366203704,28.5550833334,10.5505,18.2339166667,22.2476666667,31.2309166666,17.7370833333,23.12675
201.57,4.94491666667,24.8428333333,21.4448240741,25.7466666667,6.83974999998,15.6840833333,20.401,30.3459166667,15.291,19.2610833333
201.95,0.16565,21.20425,18.8046666667,23.1675,0.218083333325,10.7330833333,16.8849166667,29.712,10.8638333333,17.2338333333
202.33,5.61327500001,25.6768333333,23.0822685185,28.7225,3.51083333333,16.7089166666,22.5465,34.7715,14.594,23.6885833333
202.71,-3.25222499999,20.4954166667,16.6566759259,23.0630833333,-4.18924999999,9.14408333332,16.4865,28.6035833333,6.17108333334,15.8559166666
203.09,1.54156666667,24.1666666666,21.419787037,27.9165833333,-2.22225,10.8334166667,20.87975,32.2686666667,11.8519166667,19.2594166667
203.47,3.39440833333,28.20125,25.0113333333,33.0284166667,-0.355833333332,12.3983333333,23.2215833333,40.4470833334,16.2601666667,23.4755833333
203.85,3.428275,27.7425833334,26.1193333333,33.9134166667,0.421916666668,11.70875,24.68375,44.83125,15.40075,21.8880833333
204.22,1.82880833334,27.7964166667,23.8440092593,32.3825833333,-2.68441666667,10.3466666667,23.21025,44.5190833333,14.5414166667,19.1835
204.60,0.243425,28.163,23.9321481481,31.0218333333,-5.53533333333,10.4623333333,22.5061666667,46.2894166666,14.72025,17.6400833333
204.98,-1.00945833333,26.6938333333,20.1444259259,32.859,-10.90775,8.26558333333,20.393,50.74525,13.0081666667,15.8536666666
205.36,-5.11446666665,23.5475,15.0187222222,29.2048333333,-17.2783333333,3.36391666668,17.89,51.6055833333,10.01525,10.3210833333
205.74,0.344516666668,25.561,19.3998703704,37.6604166667,-10.6570833333,4.56716666665,20.8333333333,59.61525,14.5834166667,16.5063333333
206.12,-3.341125,24.4599166667,18.43275,35.03075,-7.02175,3.78083333332,19.3671666667,58.4103333334,12.7314166667,14.1204166667
206.50,-16.0677916667,21.96175,9.7126111111,25.1735833333,-11.6319166667,-7.2916666667,7.63883333333,56.2499166667,5.64233333333,2.95141666665
206.87,-3.284825,28.72175,19.2645555556,29.6925,-0.889833333325,2.1845,15.1295,61.7314166667,14.07775,10.6795833333
207.25,-25.9044166667,10.67075,-2.5632314815,13.2115,-21.0365833334,-18.0894166667,-9.55283333335,55.08125,-3.55691666665,-7.62208333332
207.63,-29.945925,7.50066675437e-12,-7.9364814815,7.57574999998,-28.7879166667,-23.2683333334,-17.9653333333,53.1384166667,-11.0389166667,-12.7705
208.01,-29.5888416667,5.44450000001,-0.308564814825,8.99999999999,-20.8889166667,-18.66675,-16.1110833333,63.3333333333,-2.99999999997,-7.77775
208.39,-24.8170833333,1.52441666667,5.44260185187,10.97575,-11.0771666667,-12.3983333333,-14.7358333333,63.6179166667,-2.13425,-4.87808333336
208.77,-37.1211583333,-13.41975,0.0240740740675,6.06058333332,-18.9394166667,-19.6969166667,-24.5670833333,65.04325,-10.93075,-16.342
209.14,-54.3718416667,-32.1795,-5.74081481483,-5.76933333333,-35.7690833334,-38.07675,-37.8206666667,63.4615,-34.8716666667,-28.718
209.52,-27.6863833333,-14.693,13.7059722222,15.1316666667,-15.7895,-21.9299166667,-19.079,72.807,-20.5044166667,-10.08775
209.90,-27.367775,-13.1099166666,11.5740555556,13.71925,-14.0243333334,-14.4309166667,-14.3291666666,71.8495833333,-23.7805,-13.0080833333
210.28,-19.4688,-7.69233333335,11.6401944444,19.3224166667,-6.50183333333,-7.23449999999,-6.95975000003,68.8645833333,-17.5824166667,-8.97425000003
210.66,-25.8623083333,-16.5709166667,6.06637962963,12.4520833333,-17.1455833333,-11.8774166667,-13.5059166667,63.9846666667,-27.2988333333,-13.31425
211.03,-23.8371833333,-19.0891666667,3.60693518517,15.2134166667,-16.376,-10.36825,-13.566,63.66275,-26.6474166667,-14.6318333334
211.41,-9.66861666667,-4.67683333333,18.6790833333,25.0,-3.40141666668,2.38099999998,5.10208333332,71.68375,-14.6259166667,-0.255166666667
211.79,-8.79999999998,-2.41666666665,19.2037037037,25.0833333333,-2.66666666668,2.66666666665,10.6666666667,69.4166666667,-16.25,-1.08333333332
212.17,-1.96345,-0.847499999985,17.8123333333,26.9773333334,1.13,5.57916666668,13.065,58.89825,-13.6299166667,3.10733333332
212.55,7.60981666667,8.97925000001,22.3728796296,33.3333333333,7.36425,14.9225,19.3798333333,59.6899166667,-6.33074999999,9.04374999999
212.92,20.1380166666,22.9028333333,30.3165092593,38.9625833333,18.15675,25.4966666667,28.8079166667,58.223,6.73300000001,17.3290833333
213.30,19.0289416666,23.32125,29.6096018518,39.9880833333,18.40525,27.8775833333,28.1775833333,59.892,8.33333333332,15.8874166667
213.68,12.9769916667,19.0189166667,20.7735555556,32.4598333333,9.40866666667,25.6049166667,23.3198333333,55.5108333333,0.403166666675,7.05649999999
214.06,18.0767416667,23.0055833333,24.2719351852,35.114,12.1083333333,26.3531666667,25.7121666667,59.9714166667,4.91458333332,9.33033333333
214.44,15.8333833333,18.4919166667,25.6349259259,29.9999166667,9.20641666668,22.7778333334,22.77775,59.6030833333,2.38091666667,3.73033333332
214.81,13.8333083333,19.52375,26.2963703704,31.34925,12.2221666667,19.0475,21.2698333333,58.6508333333,2.22233333335,0.238249999993
215.19,5.75164166667,13.1536666667,21.3327037037,26.6339166667,9.232,14.29725,17.4019166667,56.5358333333,-5.96400000002,-4.73866666668
215.57,6.35032500001,16.2036666667,19.0243888889,26.5431666667,11.3426666667,15.1235,16.8209166667,53.0093333333,-4.01241666668,-6.55858333333
215.95,8.34103333333,22.76225,21.8021111111,31.86725,16.2036666667,17.747,17.2840833334,57.2530833333,2.08341666667,-5.24683333333
216.32,4.13694166667,21.8253333333,21.0537777778,27.1824166667,14.7816666667,11.8055833334,9.8215,66.2698333334,-6.84541666665,-14.385
216.70,-11.6550083333,2.81691666667,6.78132407408,13.38025,-0.8215,-10.4460833333,-7.15975000001,60.9153333333,-24.4130833333,-32.2769166666
217.08,-41.2746166667,-26.14375,-14.8872777778,-10.6209166667,-24.183,-49.1830833334,-41.0129166667,55.8823333334,-65.5228333334,-67.15675
217.46,-6.90053333332,3.35366666666,10.7836481482,10.26425,2.94708333333,-11.1788333333,-4.47158333334,56.809,-23.7803333333,-24.2885833333
217.83,5.313625,13.8888333333,25.52775,23.3871666667,16.3978333333,1.34408333336,10.3046666667,64.1578333333,-8.69191666666,-4.39075
218.21,-0.289375,8.50874999998,20.5070185185,18.33325,14.6491666667,1.31583333334,4.386,55.7896666667,-15.351,-7.10516666668
218.59,-5.90206666665,6.27441666667,15.4465740741,13.5294166667,13.4314166667,-7.64708333333,-0.98041666665,56.3725,-19.50975,-8.43141666667
218.97,-17.37945,-9.97808333331,2.86312962964,3.28933333331,2.85091666666,-19.5175833334,-11.9518333333,50.9868333333,-31.79825,-22.478
219.34,-17.3401416667,-10.2740833333,4.29982407407,-1.02750000002,-0.684833333342,-18.3789166667,-14.0410833333,51.3699166666,-33.6758333333,-24.4290833333
219.72,-30.2778916667,-23.1885833333,-8.05140740741,-12.5604166667,-7.00483333332,-25.72475,-27.4155833333,43.9614166667,-40.8210833333,-39.0095833332
220.10,-56.369975,-50.8475,-37.6805740741,-38.70075,-26.5536666667,-51.4126666666,-54.23725,28.1075,-67.6552500001,-62.0056666667
220.47,-62.6480083333,-57.66125,-51.0752037037,-41.9355833333,-38.8440833333,-51.7474166667,-60.3494166667,15.0538333333,-68.0106666666,-68.1451666666
220.85,-67.3958833333,-54.9106666667,-53.4226018519,-48.51175,-37.2025,-50.5955,-61.16075,22.61925,-73.6608333333,-76.9344166667
221.23,-59.985725,-43.8218333333,-47.3339722222,-34.9138333333,-27.1551666667,-41.092,-49.138,32.1838333333,-59.05175,-62.4999999999
221.61,-89.9659583334,-64.7958333333,-72.2977407409,-56.8026666668,-36.7346666667,-68.0270833334,-75.6800833332,20.74825,-78.4013333332,-85.37425
221.98,-145.109683333,-100.658,-128.923,-108.114,-70.1755833333,-116.666833333,-129.60525,2.85083333335,-117.3245,-136.841916667
222.36,-133.585375,-88.1784166667,-116.429916667,-104.06975,-71.8992500001,-116.472916667,-117.05425,-3.68225000001,-107.752,-124.41875
222.74,-111.265383333,-73.1480833333,-97.6852870369,-91.9752500001,-66.3580000002,-93.20975,-93.9814999999,-8.34314361304e-13,-102.006166667,-106.018583333
223.11,-80.4101,-48.9418333333,-75.3821574073,-74.7353333333,-49.3386666667,-69.84125,-73.6772500001,8.73016666668,-78.8359166666,-74.0741666666
223.49,-69.2995416667,-34.0580833333,-63.0300462963,-60.2657499999,-39.7341666667,-59.2995,-63.2850833333,9.66183333333,-63.768,-60.8696666667
223.87,-77.1297583333,-35.0528333333,-68.5919444443,-67.7249166667,-47.6191666667,-71.0316666667,-73.8095833333,6.34916666668,-72.4869166667,-62.3016666667
224.24,-62.899025,-18.6620833333,-48.8394259259,-50.4694166667,-38.2628333333,-55.9858333333,-59.507,11.5023333333,-56.8075833334,-47.6524166666
224.62,-53.8542,-2.89366666666,-35.2751296296,-40.1620833334,-27.5464166667,-48.95825,-49.6528333333,15.5091666667,-44.9074166667,-37.61575
225.00,-44.5643916667,-0.283999999983,-27.5568703704,-31.4394166667,-21.1173333333,-37.0265,-40.53025,8.80691666668,-34.75375,-26.0416666667
225.38,-43.58685,-7.49977857595e-12,-27.1236388889,-33.3333333333,-23.0979166667,-36.413,-42.39125,4.07616666666,-32.971,-25.2715833333
225.75,-36.879275,1.70075,-26.4645092593,-29.1665833333,-23.7244166667,-33.5035,-38.9455,2.04083333332,-28.14625,-22.1939166667
226.13,-25.036425,2.02908333336,-16.9325092593,-16.3043333334,-15.5071666667,-23.6231666667,-28.8405,1.01450000001,-23.2609166667,-13.3334166667
226.51,-15.6084166667,5.62158333332,-10.4864444444,-7.93658333332,-9.58975,-16.5343333333,-22.1559166667,5.15883333333,-14.8809166666,-7.67191666669
226.88,-11.6230666667,9.82583333333,-5.32745370371,-0.559666666675,-4.78858333333,-10.8829166667,-17.7858333333,6.90291666667,-6.96508333334,-4.04233333332
227.26,-6.809125,12.711,0.94937962963,4.53583333332,0.791083333325,-3.7975,-9.70458333332,9.70475000001,-1.63508333334,-0.21100000001
227.64,-8.8115,6.34458333333,-3.79310185186,-1.46775,-3.07766666667,-7.14966666668,-11.0795833333,5.53983333333,-5.44500000001,-2.65150000001
228.01,-2.73515833333,6.10050000001,1.05448148147,1.11641666668,0.598,-1.15616666667,-3.86758333333,7.45616666666,-2.95058333334,1.874
228.39,0.872783333332,3.95091666667,2.49437037036,0.143833333333,2.29875,0.323416666668,-2.58616666667,7.57908333335,-2.87358333333,2.01149999999
228.76,0.92665,2.09133333332,0.407648148157,-1.99483333334,1.76958333333,0.193083333332,-1.60866666667,6.49925000001,-4.72958333335,1.31916666666
229.14,-1.14678333333,-0.375999999999,-2.11285185186,-4.32341666666,-0.814583333335,-2.69425000001,-4.16675,4.32333333334,-7.17416666666,-1.84825000001
229.52,-0.904074999998,-0.824333333335,-2.29012962962,-4.74074999999,-1.56075,-2.12016666667,-4.26983333333,4.06358333332,-6.89041666667,-3.41566666667
229.89,-3.82529166667,-4.80316666666,-4.60068518517,-8.18883333333,-3.50116666666,-4.10891666668,-5.84491666667,1.93866666667,-10.0694166667,-6.33683333333
230.27,-9.07439166667,-8.39108333334,-8.83637962964,-13.8984166667,-8.41983333333,-7.95850000001,-9.65975000001,-1.67249999999,-13.6388333333,-12.255
230.65,-10.3584416667,-8.61791666668,-9.65432407407,-14.7895,-8.95916666668,-7.42300000001,-9.75550000001,-2.36066666666,-14.5335833333,-11.54725
231.02,-6.34430833334,-5.76525,-6.40007407407,-11.00625,-4.66458333334,-3.32808333332,-5.03133333333,0.995916666665,-9.98425,-6.28924999998
231.40,-5.51890833333,-4.76558333333,-5.92152777777,-9.58091666667,-3.61775,-2.69458333334,-3.41816666666,2.09566666667,-8.78249999998,-5.36424999999
231.78,-5.454725,-3.933,-5.0611574074,-8.94783333333,-3.294,-2.40908333333,-3.49075,2.77783333334,-7.42400000001,-4.81808333333
232.15,-6.42959166666,-3.56791666667,-5.55008333333,-8.38308333333,-4.09166666667,-3.01899999999,-4.89033333333,2.27050000001,-7.53475000001,-5.18966666667
232.53,-7.0461,-2.6785,-6.38519444445,-7.39083333333,-4.489,-2.65383333334,-4.24108333333,1.41375,-7.53974999999,-4.365
232.90,-6.95855,-3.46808333333,-5.57207407408,-6.43716666667,-4.96499999999,-2.99408333334,-4.59075,1.07291666667,-6.961,-4.26625
233.28,-4.470175,-1.69166666667,-2.05633333333,-3.03475000001,-2.76108333333,-0.472583333335,-0.820833333332,3.43266666667,-3.53233333332,-0.522416666667
233.66,-4.61500833333,-2.20441666667,-2.40366666667,-3.00383333333,-2.56783333333,-1.04175,-1.3325,3.343,-4.89349999999,0.0241666666657
234.03,-2.06761666667,1.1485,0.940935185185,0.630583333332,-0.382916666666,1.14858333333,0.427916666667,5.27025,-2.22958333333,2.59
234.41,-0.991341666667,3.11691666666,1.92628703704,2.22949999999,0.865749999998,2.1645,1.32033333333,7.07783333334,-1.47183333333,4.22075
234.78,-0.423175,3.19008333333,1.84462962963,2.21358333333,1.08508333334,1.5625,1.30191666667,5.81608333334,-2.257,3.23358333333
235.16,-1.13635833333,2.749,1.33711111111,0.887500000001,-0.757666666668,1.21208333333,-0.757583333334,3.8745,-4.06925,1.64491666667
235.54,-0.428716666666,2.711,2.08887037037,1.59991666667,-1.77783333333,2.64441666667,-1.7555,4.02216666667,-3.80008333333,1.80008333334
235.91,1.39108333333,4.26508333334,3.29776851852,3.56516666666,-0.656166666664,3.87141666667,-0.524916666665,4.35258333333,-2.95266666667,2.86533333333
236.29,1.33735,3.81141666667,1.64125,2.17483333333,-1.31358333333,3.66058333333,-0.904416666665,3.919,-3.12233333334,2.30433333333
236.66,1.486875,4.00425,2.03461111111,1.70991666667,-1.19041666667,3.74466666667,-0.606,4.41575000001,-2.09966666667,2.07791666667
237.04,0.318683333333,3.83283333333,0.780018518517,0.323000000001,-1.42116666667,3.40216666667,-1.50741666667,4.58675,-2.11025,0.731999999998
237.41,-0.134108333335,2.84758333333,-0.714064814818,-1.23541666667,-1.82166666667,2.8475,-2.47075,4.12483333334,-2.5965,0.00016666666575
237.79,-0.0102166666675,2.37508333333,0.0199814814825,-0.946000000002,-1.18758333333,2.87825,-0.885750000002,4.60958333333,-1.34858333333,0.805166666666
238.17,-0.1811,1.02658333334,-1.37784259259,-2.03308333333,-2.01283333334,1.75116666667,-1.59008333333,4.79066666667,-2.496,-0.181083333335
238.54,2.8702,2.16391666667,1.16002777778,0.797333333334,1.29066666667,4.11925,1.44258333333,6.77666666666,1.02516666667,2.48666666667
238.92,1.46321666667,1.06158333333,0.393314814815,0.743249999999,0.937583333332,4.08708333333,1.07925,7.50174999999,1.68091666667,2.22925
239.29,0.141491666667,-0.482500000002,-1.17716666666,-0.399083333331,0.116416666668,2.81125,0.549083333333,6.20433333333,1.23075,1.06433333333
239.67,-0.014108333335,-1.08425,-1.75039814815,-1.13066666667,-0.464583333332,1.42508333333,0.433500000001,4.95658333333,-0.170416666666,0.898333333334
240.04,-0.475708333332,-1.78775,-1.94578703704,-2.53383333333,-0.351833333335,1.50608333333,0.281583333333,4.67341666667,-0.506750000003,0.408249999998
240.42,-0.561483333333,-2.13125,-1.57672222222,-2.43733333333,-0.178750000002,1.28883333333,0.791333333332,3.66258333333,-0.587,0.140416666665
240.79,-1.58273333333,-3.23416666667,-2.33008333333,-3.70633333333,-1.34675,0.690666666667,0.023,1.92216666666,-2.08325,-0.909416666667
241.17,0.154650000001,-1.91283333333,-0.666074074074,-1.79083333333,-0.589999999998,2.40125,1.68916666667,2.503,-1.099,0.814000000001
241.54,1.13014166667,-0.944000000001,0.23000925926,-0.989499999999,0.263166666666,3.31333333333,2.19683333333,3.12266666667,-0.499166666667,1.28908333333
241.92,1.57371666666,-0.185916666665,0.621037037038,-0.616416666667,0.498166666667,4.06958333333,2.44858333333,3.0225,-0.101333333334,1.67166666666
242.29,2.06435,0.469083333335,1.27399074074,0.0715,0.962250000001,5.15275,3.0375,3.125,0.755500000001,2.23441666667
242.67,1.38943333333,-0.106749999998,0.932740740742,-0.655666666667,0.251666666666,4.71925,2.37866666667,2.67616666667,-0.00766666666575,1.53258333333
243.05,1.53364166667,0.314000000001,1.01397222222,-0.792916666667,0.306750000001,4.70525,2.4985,2.60308333333,-0.149583333334,1.82516666667
243.42,1.33525833333,0.563416666666,0.96562037037,-1.05291666667,0.385416666667,4.38925,2.39475,2.73575,-0.281666666667,1.82375
243.80,1.53179166667,1.36191666667,1.38252777778,-0.615166666668,1.16441666667,5.287,3.29516666667,3.38308333333,0.505333333334,2.35791666667
244.17,1.92196666667,1.77775,1.65993518519,0.0512499999993,1.112,5.69941666666,3.68008333333,3.55566666667,0.475666666667,3.05841666667
244.55,2.20275833333,2.31558333334,2.12665740741,0.671916666667,1.29341666667,6.21066666667,3.80941666667,4.09525,0.671749999998,3.78791666667
244.92,2.54964166667,2.75758333333,2.52437037037,1.44925,1.62375,6.3135,4.16675,4.73025,1.11375,4.54908333334
245.30,2.37371666667,2.60075,2.08258333333,1.11891666667,1.48166666667,5.83266666667,3.91341666666,4.6325,0.925166666665,4.77625
245.67,2.165175,2.7255,1.87692592592,1.13891666667,1.47025,5.92158333333,4.27125,4.55616666667,0.953083333333,5.2765
246.05,1.897375,2.32683333334,1.64134259259,1.097,1.278,5.54841666667,4.0735,4.48875,0.809416666667,5.15425
246.42,2.116975,2.55008333333,1.87174074074,1.36633333333,1.506,5.55716666667,4.36866666667,4.66233333333,0.971833333333,5.5185
246.79,2.399275,2.60083333333,2.00307407407,1.36508333333,1.52575,5.6835,4.42991666667,4.644,1.07958333333,5.76383333333
247.17,2.40563333333,2.39641666667,1.8925,1.24391666667,1.41033333333,5.59575,4.29358333333,4.31841666666,1.09825,5.68316666667
247.54,2.86176666667,2.43808333333,2.13788888889,1.73633333333,1.70033333333,5.87908333333,4.53575,4.5075,1.17491666667,6.02333333333
247.92,3.11874166667,2.43266666666,2.31956481482,1.90333333333,1.82158333333,5.99408333333,4.51883333333,4.60833333333,1.33516666667,6.16133333333
248.29,3.33215,2.52508333333,2.53140740741,2.0985,2.1175,6.17375,4.64275,4.90175,1.57675,6.32616666667
248.67,3.43670833333,2.4945,2.46803703704,1.89116666667,2.11416666667,6.21908333333,4.63175,5.06991666667,1.60283333333,6.26533333334
249.04,4.22156666667,3.09775,2.93510185185,2.2805,2.56625,6.77058333333,5.07683333334,5.6995,2.12191666667,6.842
