wavelength,Back_CyiCyim,Belly_CyiCyim,Breast_CyiCyim,Crissum_CyiCyim,Crown_CyiCyim,DorTail_CyiCyim,Patch10_CyiCyim,Rump_CyiCyim,Throat_CyiCyim,WingTip_CyiCyim
572.15,12.081,60.2868666666,62.5823333333,57.24275,8.54716666666,8.15583333333,9.72750000002,15.5833333334,10.0323333333,7.74916666667
572.49,12.0715,60.35375,62.652,57.27175,8.57633333334,8.16583333333,9.76516666668,15.5796666667,10.0496666667,7.81333333333
572.83,12.0331666667,60.3841833334,62.7003333334,57.34375,8.55466666666,8.13483333334,9.75399999999,15.5398333333,10.0221666666,7.79133333333
573.17,11.9745,60.3900833333,62.6883333334,57.4024166666,8.52016666667,8.097,9.69433333332,15.4911666667,10.0011666667,7.77833333334
573.51,11.912,60.43755,62.7021666667,57.4395,8.5155,8.08183333334,9.66866666667,15.461,9.94566666666,7.72066666667
573.85,11.9585,60.51305,62.8161666666,57.52725,8.601,8.18833333333,9.76383333332,15.5071666666,10.0345,7.8455
574.19,11.9806666667,60.5940666667,62.8708333333,57.59425,8.61833333333,8.21816666667,9.78966666666,15.5275,10.0078333333,7.872
574.53,11.9883333333,60.6877833333,62.9843333334,57.6043333333,8.62216666666,8.23266666667,9.80699999998,15.5253333334,9.98866666668,7.88133333334
574.87,11.9176666666,60.5913333334,62.8958333333,57.5353333333,8.5665,8.17366666666,9.734,15.4655,9.92866666669,7.8565
575.21,11.8963333333,60.6508833334,63.0348333334,57.56825,8.56483333333,8.158,9.756,15.4831666666,9.94199999999,7.83933333334
575.55,11.8666666666,60.74025,63.126,57.6503333333,8.54233333333,8.13216666667,9.72516666665,15.4671666667,9.91900000002,7.8365
575.89,11.8198333333,60.7263333333,63.121,57.72275,8.503,8.1255,9.73816666666,15.4103333333,9.892,7.8405
576.22,11.8013333333,60.6780166667,63.095,57.6709166667,8.48683333333,8.127,9.718,15.4068333333,9.86883333335,7.80866666666
576.56,11.741,60.6847333333,63.0916666666,57.6594166667,8.48216666667,8.149,9.69400000001,15.3878333333,9.84249999998,7.844
576.90,11.8003333334,60.7661,63.1891666667,57.6983333333,8.60116666666,8.23566666667,9.748,15.4411666667,9.91800000001,7.94716666667
577.24,11.8553333333,60.7595833333,63.2568333334,57.74075,8.60616666667,8.30966666667,9.77649999998,15.4398333333,9.99050000002,8.0165
577.58,11.805,60.7822,63.2468333333,57.7495833334,8.56833333333,8.2425,9.68266666665,15.3926666666,9.9495,7.97183333334
577.92,11.8155,60.8215833333,63.2781666667,57.7826666667,8.5715,8.2795,9.66033333335,15.3723333333,10.0118333333,8.00283333333
