wavelength,Back_DigAlbf,Belly_DigAlbf,Breast_DigAlbf,Crissum_DigAlbf,Crown_DigAlbf,DorTail_DigAlbf,Patch10_DigAlbf,Rump_DigAlbf,Throat_DigAlbf,WingTip_DigAlbf
522.10,11.1956666666,38.1983333333,21.2345333333,19.3501333333,10.06,10.0325333333,59.1324666667,13.4872666667,18.9736,11.2122
522.45,11.2227333333,38.2752666667,21.2926333333,19.3879333333,10.1018,10.0634666667,59.1709333333,13.5074,19.0447333333,11.2416
522.79,11.23,38.2915333333,21.3145,19.4098666667,10.1148,10.0680666667,59.1671333333,13.5089333333,19.0558,11.248
523.14,11.2516666667,38.3496666667,21.3655333333,19.4316,10.1513333333,10.0826666667,59.1721333333,13.5318666667,19.0803333333,11.2570666667
523.48,11.2763333333,38.4246666667,21.4380333333,19.4793333333,10.1702,10.1177333333,59.2364,13.5652666667,19.1448666667,11.2858666666
523.83,11.2728,38.4294,21.4578,19.4993333333,10.1851333333,10.1303333333,59.1657333333,13.5434666666,19.1474,11.2964666667
524.17,11.2996666667,38.5238,21.5312,19.5381333333,10.2257333333,10.1411333333,59.2549333333,13.5865333333,19.1918666667,11.3333333333
524.52,11.3006666667,38.5486,21.5533333333,19.5343333333,10.2188666667,10.1381333333,59.2465333333,13.6031333333,19.2048666667,11.3114666667
524.87,11.279,38.554,21.5373,19.52,10.2047333333,10.105,59.2226,13.5805333333,19.1775333333,11.2804
525.21,11.2738,38.564,21.5719333333,19.5129333334,10.2146,10.1104666667,59.2077333333,13.6036666667,19.1857333333,11.289
525.56,11.2571333333,38.5636,21.5688333333,19.4979333333,10.1959333333,10.0866666667,59.2509333333,13.5908666667,19.1714,11.2684
525.90,11.2312666667,38.5804666667,21.5903666667,19.5051333333,10.1786,10.0821333333,59.2684,13.5854,19.1792,11.2447333333
526.25,11.2174666667,38.579,21.6182333333,19.5128,10.1636,10.0706,59.2923333333,13.5752666667,19.1629333333,11.2370666667
526.59,11.2256666667,38.6202666667,21.6623,19.5176,10.162,10.0862,59.3420666667,13.5933333333,19.1922666667,11.2472
526.94,11.2308666666,38.6727333333,21.7035333333,19.5306,10.1526,10.092,59.3978666667,13.5928666667,19.2088,11.2530666667
527.28,11.2150666667,38.7098,21.7261666667,19.542,10.1326666667,10.0685333333,59.4366666667,13.5696,19.2097333333,11.2339333333
527.63,11.2054,38.7120666667,21.7355666667,19.5228,10.1070666667,10.0448,59.4373333333,13.5617333333,19.2083333333,11.2176666667
527.97,11.1591333333,38.6711333333,21.7252666667,19.4835333333,10.069,10.0112,59.3832,13.5221333333,19.184,11.1756666667
528.32,11.1742,38.6994,21.7624,19.4934,10.0706666667,10.0137333333,59.4082,13.5347333333,19.197,11.1937333333
528.66,11.1892666667,38.7306666667,21.8177666667,19.5118,10.0754,10.0227333333,59.4464,13.5416666667,19.2340666666,11.2110666667
529.01,11.2019333333,38.7801333333,21.8570666667,19.5467333333,10.0797333333,10.0334,59.4953333333,13.555,19.272,11.2254
529.35,11.2267333333,38.8216666667,21.9029,19.5811333333,10.1002,10.0542666667,59.4789333333,13.5703333333,19.3225333333,11.2435333333
529.70,11.2461333333,38.853,21.9396333334,19.6035333333,10.1036,10.0640666667,59.4568666667,13.5742666667,19.3468,11.2651333333
530.04,11.2718666667,38.9039333333,21.9814333333,19.6150666667,10.1142666667,10.0787333333,59.4353333333,13.5934666667,19.3886,11.2873333333
530.39,11.2785333333,38.936,22.0257666667,19.6392,10.1192666667,10.0728,59.4092,13.5884666667,19.4233333333,11.2885333333
530.73,11.2758,38.926,22.0468666667,19.6429333333,10.1251333333,10.0560666667,59.3523333333,13.5856666667,19.4425333333,11.2809333333
531.08,11.2931333333,38.9226,22.0879666667,19.6580666667,10.1546666667,10.073,59.2977333333,13.6088,19.4838,11.299
531.42,11.3465333333,39.0255333333,22.1918333333,19.7390666667,10.2079333333,10.1212666667,59.3652,13.6626666667,19.5742666667,11.3414666667
531.77,11.4144666667,39.1593333333,22.3001333333,19.8289333333,10.2552666667,10.1795333333,59.4788666667,13.734,19.6816,11.4076
532.11,11.4142,39.174,22.3369333333,19.8481333333,10.2553333333,10.1783333333,59.4492,13.7255333333,19.7100666667,11.4021333333
532.46,11.4109333333,39.2100666667,22.3638666667,19.8554,10.2549333333,10.1886,59.4298666667,13.743,19.7341333333,11.4024666667
532.80,11.441,39.2488666667,22.4273,19.8887333333,10.2842666667,10.2074,59.4200666667,13.7672666667,19.7778666667,11.4131333333
533.15,11.4617333333,39.3182666667,22.4806666667,19.9315333333,10.2936,10.2147333333,59.4966666667,13.7981333333,19.8151333333,11.4204666667
533.49,11.4756666667,39.3109333333,22.4989,19.9476666667,10.302,10.2258666667,59.4642,13.8105333333,19.8464,11.4186
533.84,11.4741333333,39.3316666667,22.5441333333,19.9905333333,10.3128,10.2468,59.4754,13.823,19.8743333333,11.4319333333
534.18,11.513,39.3749333333,22.6044333333,20.0348,10.353,10.2820666667,59.4601333333,13.8616,19.9164666667,11.4695333333
534.52,11.5580666667,39.4781333333,22.6758666667,20.0888666666,10.3868666667,10.3316,59.5292666666,13.8998,19.9897333333,11.5124666667
534.87,11.5961333333,39.5762666666,22.7412666667,20.1318666667,10.3972,10.3570666667,59.5787333333,13.9284666667,20.0498666667,11.5374666666
535.21,11.6032,39.5951333333,22.7757666667,20.1494,10.4060666667,10.3638666667,59.5350666667,13.9391333333,20.0777333333,11.5587333333
535.56,11.6371333333,39.6143333333,22.8167666667,20.1682,10.4262,10.3743333333,59.47,13.9396666667,20.097,11.5642
535.90,11.6835333333,39.7042666667,22.8898,20.2324666667,10.474,10.4219333333,59.4966666667,13.9936,20.1647333333,11.6118666667
536.25,11.7330666666,39.7694666667,22.975,20.2991333333,10.5192,10.4579333333,59.5225333334,14.0201333333,20.2262666667,11.6438
536.59,11.722,39.7812666667,22.9975333333,20.3123333333,10.51,10.4570666667,59.5008666667,14.0127333333,20.2432666667,11.6422
536.93,11.7380666667,39.8272,23.0593333333,20.3389333333,10.5380666667,10.4843333333,59.4920666667,14.0365333333,20.2876,11.6751333333
537.28,11.754,39.9362,23.1421,20.3766666667,10.5670666667,10.4997333333,59.5634666667,14.0706666667,20.3308,11.7128666667
537.62,11.8084,39.9814666667,23.1981,20.4319333333,10.6140666667,10.5228,59.5655333333,14.1023333333,20.3929333333,11.7385333333
537.97,11.8067333333,39.9634,23.2000666667,20.4113333333,10.5935333333,10.4933333333,59.4909333333,14.0768,20.3957333333,11.7188
538.31,11.8142666666,39.9688,23.2407333333,20.418,10.5956,10.5047333333,59.415,14.0906666666,20.4231333333,11.7337333333
538.65,11.8008,39.9262,23.2473666667,20.403,10.5738,10.4866666667,59.3009333333,14.0624,20.3977333333,11.7079333333
539.00,11.7729333333,39.9243333333,23.2621,20.3958666667,10.5656666667,10.4714,59.2415333333,14.0319333333,20.3883333333,11.6633333333
539.34,11.7292,39.8744666667,23.2564,20.3589333333,10.553,10.4484666667,59.1443333333,14.0102,20.3698666667,11.6463333333
539.69,11.678,39.8362,23.2470333333,20.3172666667,10.509,10.4144666667,59.0574666667,13.9624666667,20.3414666667,11.6126
540.03,11.6378666667,39.7995333334,23.2135666667,20.2646666667,10.4662666667,10.3726,58.9644666667,13.9164666667,20.3076666667,11.5718666666
540.37,11.6236666667,39.7631333333,23.2071333333,20.2445333333,10.4576,10.3626666667,58.8696,13.9028,20.2874666667,11.5586
540.72,11.5823333333,39.7005333333,23.1672666667,20.1848666667,10.4016666667,10.3194666667,58.7701333333,13.8492,20.2474666667,11.5144
541.06,11.5408,39.6373333333,23.1291666667,20.1326666667,10.3624,10.2768,58.6614,13.8002666667,20.2207333333,11.4592666667
541.40,11.5236666666,39.6108,23.1330333333,20.1106666667,10.3536666667,10.2674,58.6130666667,13.7951333333,20.2235333333,11.4542666667
541.75,11.5297333334,39.6602666667,23.1674,20.1329333333,10.3678,10.2884,58.6600666667,13.8053333333,20.2532,11.4522666667
542.09,11.5300666667,39.6378666667,23.1884,20.1489333333,10.3719333333,10.2764666667,58.6419333333,13.7950666667,20.2698666667,11.4454
542.43,11.5167333333,39.6251333333,23.206,20.1410666667,10.382,10.2753333333,58.5738,13.7948,20.2844666667,11.4428666667
542.78,11.5070666667,39.5756666667,23.2139333333,20.1263333333,10.3750666667,10.2680666667,58.4929333333,13.7836666667,20.2886,11.4464
543.12,11.4934,39.5447333333,23.2140333333,20.1251333333,10.3554666667,10.2526666667,58.4033333333,13.7673333333,20.2738666667,11.4087333333
543.46,11.496,39.5436666667,23.2338,20.1493333333,10.3603333333,10.2527333333,58.3594666667,13.7620666667,20.2959333333,11.3996666667
543.81,11.4898,39.5099333333,23.2455,20.1492666667,10.3658666667,10.2519333333,58.2342,13.7607333333,20.3064666667,11.3912666667
544.15,11.5182,39.5076,23.2797666667,20.1624666667,10.3811333333,10.2539333333,58.1727333333,13.7634,20.3456666667,11.3975333333
544.49,11.5433333333,39.5053333333,23.3315,20.2062666667,10.4148666667,10.2751333333,58.1274,13.7751333333,20.3991333333,11.4272666667
544.84,11.5828666667,39.5891333333,23.4344666667,20.2858,10.4658666667,10.3147333333,58.1907333333,13.8168666667,20.4702666667,11.4741333333
545.18,11.6006666667,39.6644666667,23.4899,20.3308666667,10.4889333333,10.32,58.1896666667,13.8248,20.5086666667,11.4714666667
545.52,11.5834666667,39.6493333333,23.5214333333,20.3568,10.4864,10.3067333333,58.1464666666,13.8176,20.5246,11.469
545.87,11.5413333334,39.6492,23.5264,20.3321333333,10.4446666667,10.2758,58.0736,13.7825333333,20.4946666667,11.4302
546.21,11.5976,39.7250666667,23.6067666667,20.416,10.5104666667,10.3501333333,58.1629333333,13.8384,20.567,11.4954
546.55,11.6428666667,39.8361333333,23.6776666667,20.4773333333,10.5504666667,10.3814666667,58.2314666667,13.8694666666,20.6345333333,11.5196666667
546.90,11.7127333333,39.9636666667,23.7998333333,20.5632,10.6063333333,10.4435333333,58.3764,13.9264,20.7533333333,11.6014666667
547.24,11.7738666667,40.0338666667,23.8790333333,20.6062,10.6477333333,10.478,58.4556666667,13.9863333333,20.8323333333,11.6392666667
547.58,11.8198666667,40.1421333333,23.9647666667,20.6902666667,10.6878666667,10.533,58.6,14.0372666667,20.887,11.6871333333
547.92,11.8650666667,40.3054666667,24.0822333333,20.7904,10.7379333333,10.5928,58.8138,14.0918,20.9914,11.7292666667
548.27,11.8745333333,40.4378,24.177,20.8410666667,10.7539333333,10.6102666666,58.9348666667,14.1196,21.0299333333,11.7357333333
548.61,11.9368,40.5103333333,24.2462,20.9179333334,10.7826,10.6575333333,58.9714,14.1898,21.1140666667,11.7752
548.95,11.9620666667,40.5682666667,24.2952666667,20.9442,10.7842,10.7046666667,59.0380666667,14.2267333333,21.1564,11.8013333333
549.29,12.0236,40.6878,24.3938666667,21.0032666667,10.8078,10.7492,59.1372,14.2652666667,21.2526,11.8596
549.64,12.1208666667,40.8262666667,24.5478666667,21.1346666667,10.9201333333,10.844,59.2990666667,14.3796,21.4077333333,11.9668666667
549.98,12.0929333333,40.906,24.6086333333,21.1455333333,10.8859333333,10.7816,59.3365333333,14.3375333333,21.4458666667,11.9216
550.32,12.1458666666,41.0271333333,24.7413333333,21.2362,10.9309333334,10.8229333333,59.4504666667,14.4042666667,21.5423333333,11.9754666666
550.66,12.1448,41.1375333333,24.8124333333,21.3072666667,10.9524666667,10.8331333333,59.5985333333,14.423,21.6197333333,11.9741333333
551.01,12.1544666667,41.2028,24.8890333333,21.3517333333,10.9902,10.8562,59.6520666667,14.4510666667,21.692,12.005
551.35,12.1509333333,41.2762,24.9542,21.3818666666,10.9699333333,10.8106666667,59.7274666667,14.4527333334,21.7671333333,12.021
551.69,12.1138,41.2614666667,24.9518,21.3703333333,10.9292666667,10.7734,59.6942666667,14.4554666667,21.7627333333,12.0078
552.03,12.1438666667,41.341,24.9968,21.4242666667,10.9728666667,10.8062666667,59.7152,14.4846,21.8298,12.0210666667
552.38,12.112,41.3698666666,25.0179666667,21.3889333333,10.9390666667,10.7617333334,59.7044,14.4322,21.7886666667,11.9854666667
552.72,12.0709333333,41.4304666667,25.0873,21.4144,10.9361333333,10.7341333333,59.7604,14.4116,21.8238666667,11.9588
553.06,12.0324666667,41.4236666667,25.0888,21.3773333333,10.9162,10.6989333333,59.7152,14.3878,21.7717333334,11.9097333333
553.40,12.0514666667,41.4686,25.1083666667,21.3876666666,10.9012666667,10.7032666667,59.6918,14.3878,21.7784,11.8936
553.74,12.1148,41.5416666667,25.2111666667,21.4659333333,10.9624666667,10.7650666667,59.7409333333,14.4477333333,21.8766,11.9686
554.09,12.1022666667,41.5454666667,25.2342333333,21.4588666667,10.9250666667,10.7504,59.7289333333,14.4232,21.8766666667,11.9415333333
554.43,12.1394,41.5232666667,25.2515666667,21.4682,10.924,10.7633333333,59.6299333333,14.4591333333,21.8796666667,11.9487333333
554.77,12.2101333333,41.6476666667,25.3733,21.5479333333,10.9887333333,10.8336,59.7278,14.515,21.95,12.0074666667
555.11,12.2724666667,41.8381333333,25.4962333333,21.6556,11.0596,10.9229333333,59.8972,14.5782,22.0376666667,12.0572666667
555.45,12.2896666667,41.9384666667,25.5875,21.6590666667,11.0618,10.9134666666,59.928,14.5545333333,22.0819333333,12.0321333333
555.80,12.3099333333,41.9676,25.6541666667,21.6890666667,11.0540666667,10.917,59.9703333333,14.5787333333,22.1479333334,12.0678666667
556.14,12.4017333333,42.0708666667,25.7597333333,21.7723333333,11.14,10.99,60.0733333333,14.6738666667,22.2542,12.1638666667
556.48,12.4934,42.1262666667,25.8513333333,21.8184,11.1752666667,11.0276666667,60.0663333333,14.7143333333,22.3166,12.2255333333
556.82,12.5521333333,42.2572,25.9691,21.9272666667,11.2177333333,11.0664,60.1972666667,14.7856666667,22.4222,12.2727333333
557.16,12.5305333333,42.3215333333,26.0293333333,21.9389333333,11.2025333333,11.0492666667,60.2532,14.7612,22.4464,12.2521333333
557.50,12.5701333333,42.3735333333,26.0770333333,21.9621333333,11.1990666667,11.0799333333,60.3356666667,14.811,22.4591333333,12.2527333333
557.85,12.5961333333,42.4162666667,26.1208,21.9748666667,11.2349333333,11.1084666667,60.3444,14.8349333333,22.5122666667,12.29
558.19,12.6027333333,42.5191333333,26.2022,22.0149333333,11.2738,11.1255333333,60.4393333333,14.8431333333,22.5629333333,12.35
558.53,12.5867333333,42.5872,26.2349,22.0411333333,11.2405333333,11.1068,60.4852666667,14.8239333333,22.6048666667,12.3654666667
558.87,12.6283333333,42.5062666667,26.2644333333,22.0524666667,11.2752,11.1186,60.3364666667,14.8466,22.6499333333,12.3753333333
559.21,12.6772666667,42.5851333333,26.3312,22.1318,11.3332666667,11.1942666667,60.4139333333,14.9084666666,22.7155333333,12.437
559.55,12.6714666667,42.6086,26.3516333333,22.1132666667,11.3418,11.184,60.4131333334,14.9102666667,22.6984,12.4165333333
559.89,12.6195333333,42.6146,26.3866666667,22.1072666667,11.3246666667,11.1782,60.3742666667,14.8726666667,22.7285333334,12.4034666667
560.23,12.6330666667,42.6519333333,26.4354,22.1486666667,11.349,11.2004666667,60.4838,14.8994666667,22.788,12.4216
560.58,12.6338666667,42.6822,26.4941666667,22.1604666667,11.3695333334,11.2237333333,60.508,14.9247333333,22.8406666667,12.4676666667
560.92,12.6332,42.6854,26.4958666667,22.1712666667,11.3488,11.2138,60.4662666667,14.9220666667,22.8551333333,12.4653333334
561.26,12.5704666667,42.6134,26.4549333333,22.0876,11.2872,11.1233333333,60.3398,14.8372666667,22.8007333333,12.4141333333
561.60,12.4937333333,42.5775333333,26.4078333333,22.0446666667,11.2024666667,11.0607333333,60.2917333333,14.7701333333,22.7592666667,12.3333333333
561.94,12.5071333333,42.6535333333,26.4559666667,22.0646,11.2011333333,11.0562666667,60.3515333333,14.7392666667,22.8104,12.3150666667
562.28,12.4886,42.6582,26.4715666667,22.0414666667,11.1864,11.0328666667,60.3025333333,14.7005333333,22.8114666667,12.2606666667
562.62,12.5159333333,42.7946,26.5665666667,22.0872,11.2084666667,11.0921333333,60.4688,14.7467333333,22.8864,12.3069333333
562.96,12.5484,42.7772,26.6128666667,22.1044666667,11.2406666667,11.1092,60.3938666667,14.7823333333,22.9025333333,12.3586
563.30,12.6161333333,42.8389333333,26.7221666667,22.2117333333,11.3108666667,11.1756666667,60.4148,14.8552,23.0074666667,12.4288
563.64,12.6264,42.8298,26.7518666667,22.2278,11.3083333333,11.1803333333,60.3892666667,14.8685333333,23.0142,12.4072
563.99,12.6342666667,42.8632666667,26.7899666667,22.2349333333,11.3126666667,11.204,60.3185333333,14.869,23.0512,12.4194
564.33,12.6277333333,42.8915333333,26.8002,22.2460666667,11.3118,11.2092666667,60.2868,14.8665333333,23.0732,12.4108
564.67,12.6412,42.9102666667,26.8628,22.2754,11.3606666667,11.255,60.2922,14.9090666667,23.1245333333,12.4372666667
565.01,12.6537333333,42.9956666667,26.9232666667,22.3227333333,11.3826666667,11.3022666667,60.3638666667,14.9198,23.1912666667,12.4684
565.35,12.6938666667,43.0312,26.9706333333,22.3480666667,11.4136,11.3296,60.3928666667,14.9558,23.2258666667,12.5037333333
565.69,12.6966666667,42.9944,26.9518666667,22.3282666667,11.4062,11.3341333333,60.2963333333,14.9789333333,23.2158666667,12.4977333333
566.03,12.7328,43.0118666666,27.0091666667,22.3596,11.4377333333,11.3762,60.3207333333,15.0224,23.2507333333,12.5218
566.37,12.6827333333,42.9639333333,26.9784666667,22.2965333333,11.3880666667,11.2953333333,60.2354,14.9593333333,23.1934666667,12.4538666666
566.71,12.6788666667,43.0168666667,27.0144333333,22.3204,11.3626666667,11.2778666667,60.3188,14.9363333333,23.2094666667,12.4256666667
567.05,12.6573333333,43.0531333333,27.0445333333,22.3340666667,11.3520666667,11.2765333333,60.3663333333,14.9189333333,23.2148666667,12.4264
567.39,12.6903333333,43.1517333333,27.1026,22.3687333333,11.389,11.3058666667,60.443,14.9366666667,23.2814666666,12.4696
567.73,12.6746666667,43.1344666667,27.1118333333,22.3721333333,11.3706,11.299,60.4043333333,14.9299333333,23.2586,12.4516666667
568.07,12.6918666667,43.1174666667,27.1391666667,22.3814,11.3596666666,11.3011333333,60.3831333333,14.922,23.2731333333,12.4484666667
568.41,12.7145333333,43.1568666666,27.1794666667,22.4084666667,11.3859333333,11.3046666667,60.4104666667,14.9420666667,23.3156666667,12.4746666667
568.75,12.7532,43.2431333333,27.2831,22.4936,11.4427333333,11.3406666667,60.4914,15.0014,23.3803333333,12.5112
569.09,12.7726666667,43.3108,27.3750666667,22.567,11.4968,11.3748666666,60.5167333333,15.0436666667,23.4379333334,12.5588
569.43,12.7623333333,43.4051333334,27.4640333333,22.6168,11.5094666667,11.3780666667,60.6006666667,15.0444666667,23.4905333333,12.5680666667
569.77,12.7466,43.3722,27.4596,22.6357333333,11.5073333333,11.369,60.4846,15.0498666667,23.477,12.5771333333
570.11,12.8016666667,43.4662666667,27.5600666667,22.721,11.5662666667,11.4505333333,60.5716,15.1339333333,23.5732,12.6512
570.45,12.7976666667,43.5152,27.6375,22.7489333333,11.5954666667,11.4796666667,60.608,15.1411333333,23.6392666667,12.6788
570.79,12.8164,43.6046666667,27.7124,22.7746,11.6084666666,11.5036,60.6482,15.1699333333,23.6861333333,12.6972
571.13,12.8481333333,43.6152,27.7625666667,22.8198666667,11.6458666667,11.5376666667,60.6426,15.1982666667,23.7185333333,12.7324666667
571.47,12.8823333333,43.6832666667,27.8281666667,22.8664666667,11.6988666667,11.5470666667,60.6785333333,15.2308666667,23.7768,12.7701333333
571.81,12.8902666666,43.7092,27.8581,22.868,11.703,11.5640666667,60.671,15.2275333333,23.7725333333,12.7782
572.15,12.8973333333,43.7598666667,27.9095,22.8822666667,11.7195333333,11.6019333333,60.6740666666,15.2549333333,23.7794,12.8171333334
572.49,12.9253333333,43.8051333333,27.9510666667,22.9048666667,11.7252,11.6282666667,60.6994666667,15.2762,23.8026666667,12.8418
572.83,12.9748,43.8477333334,28.0007,22.9274,11.7434666667,11.67,60.6782666667,15.2889333333,23.8318666667,12.8641333334
573.17,13.0260666667,43.8478,28.0305,22.9528666667,11.7798,11.7048,60.6662,15.3338666667,23.8654,12.8912666667
573.51,13.0264666667,43.899,28.0859666667,22.9643333333,11.7734,11.7088,60.7381333334,15.3288666667,23.9286,12.8954666667
573.85,13.0508,43.8706,28.1111333333,22.9769333333,11.7864,11.719,60.6560666667,15.3138,23.9404666667,12.9134666667
574.19,13.0512666667,43.8979333333,28.1032333333,22.9807333333,11.8042,11.713,60.6250666667,15.3225333333,23.9540666667,12.8993333333
574.53,13.0376,43.8210666667,28.0584,22.9347333333,11.7749333333,11.668,60.4835333333,15.2753333333,23.8984666667,12.8557333333
574.87,12.9972666667,43.7920666667,28.0434666667,22.9007333333,11.7214666667,11.6374,60.4267333333,15.2344666667,23.8784,12.8078
575.21,12.9778,43.7535333333,28.0319666667,22.8622666667,11.6811333333,11.6182,60.3808,15.2098666667,23.8621333333,12.7748
575.55,12.9471333333,43.7563333333,28.0497666667,22.8448666667,11.6596,11.5853333333,60.3447333334,15.196,23.8658,12.7426666667
575.89,12.9334,43.7011333334,28.0397666667,22.8337333333,11.622,11.5639333333,60.2841333333,15.1569333333,23.8668,12.7148
576.22,12.883,43.61,27.9936333333,22.7848,11.5831333333,11.5225333333,60.1214,15.1162,23.8414666667,12.6799333333
576.56,12.8527333333,43.6134,28.0255,22.7928,11.5698,11.4944,60.1689333333,15.1031333334,23.8622666667,12.6607333333
576.90,12.8340666667,43.5741333333,28.0482,22.7712,11.5619333333,11.4795333333,60.0856,15.0627333333,23.8530666667,12.6610666667
577.24,12.8250666667,43.5743333333,28.089,22.7563333333,11.5684,11.4603333333,60.0128666667,15.0398666667,23.819,12.6447333333
577.58,12.7682666667,43.5229333333,28.0674666667,22.6831333333,11.5235333333,11.3889333333,59.9313333333,14.9596666667,23.7888666667,12.5812666667
577.92,12.8462666667,43.5426666667,28.1721333333,22.7068666667,11.5606,11.4637333333,59.8754,15.0202666667,23.8251333333,12.6419333333
578.26,12.9105333333,43.5798,28.2607333333,22.7742,11.6284,11.5556,59.9122666667,15.1081333333,23.9358666667,12.7065333334
578.60,12.9424,43.627,28.3346,22.819,11.6754,11.5748,59.9403333333,15.144,23.9536666667,12.7238
578.94,12.9711333333,43.6906,28.4001333333,22.8686666667,11.7093333333,11.6236666667,59.9162666667,15.1614,24.0039333333,12.758
579.28,13.0534,43.7509333333,28.4945666667,22.9411333333,11.8212666667,11.7223333333,59.8942,15.2365333334,24.0827333333,12.8794666667
579.61,13.0530666667,43.7642666666,28.5195666667,22.9314666667,11.8126666666,11.6981333333,59.8440666667,15.2138666667,24.0985333333,12.834
579.95,13.0634,43.8374666667,28.5508,22.9454,11.8011333333,11.6894,59.8654666667,15.1808666667,24.1049333333,12.8086666667
580.29,13.0277333333,43.7744,28.5231333333,22.8834666667,11.7502666667,11.6472,59.7192,15.1398,24.079,12.7531333333
580.63,13.0406666667,43.8422,28.5809,22.9372666667,11.7516666667,11.646,59.7538,15.1953333333,24.1045333334,12.7640666667
580.97,13.0904666667,43.8414666667,28.5818,22.9714666667,11.8041333333,11.6719333333,59.7281333333,15.2486666666,24.1303333333,12.7918
581.31,13.1622666667,43.9237333333,28.6634,23.0556,11.8785333334,11.7524666666,59.7606,15.3525333333,24.2144666667,12.8518
581.65,13.0854666667,43.9376666667,28.6379666667,23.0426666667,11.8118,11.6822666667,59.7884666667,15.2891333333,24.194,12.7806
581.98,13.0518666667,43.92,28.6486333333,23.0422,11.8423333333,11.6682666667,59.7631333333,15.2620666667,24.1996666667,12.7685333333
582.32,13.0202666667,43.9203333333,28.6469333333,23.0391333333,11.7890666667,11.6346666667,59.7179333333,15.2136,24.2029333333,12.7476
582.66,13.081,43.9906,28.7307666667,23.1026,11.843,11.6847333333,59.7982666667,15.27,24.2438666667,12.8036
583.00,13.0795333334,43.9937333333,28.7110666667,23.1019333333,11.8204666667,11.6402,59.7777333333,15.2316666667,24.2579333333,12.7352
583.34,13.1661333333,44.1337333333,28.8415666667,23.2151333333,11.9130666667,11.7117333333,59.9334,15.3128666667,24.3704,12.8258
583.68,13.2515333333,44.1754,28.9231,23.2680666667,12.0132666667,11.7950666667,59.9542666667,15.4086666667,24.4642,12.8878666667
584.01,13.3430666667,44.2909333333,28.9962666667,23.3834,12.0924666667,11.886,60.0451333333,15.4873333333,24.5592,12.9814
584.35,13.2639333333,44.2118,28.9605333333,23.2841333333,12.0455333333,11.8511333333,59.9033333334,15.3828666667,24.4996666667,12.9096666667
584.69,13.2229333333,44.206,28.9169,23.2832,11.9879333333,11.8210666667,59.8376,15.3644,24.4978,12.8881333333
585.03,13.2332666667,44.2915333333,28.9541666667,23.3705333333,12.0064666667,11.8286666667,59.9061333333,15.3850666667,24.5045333333,12.904
585.37,13.2704,44.3197333334,28.9471666667,23.3858,12.0284666667,11.8331333333,59.8748666667,15.4146666667,24.5112666667,12.9494
585.70,13.2909333333,44.4028,28.9691333333,23.4066666667,12.0010666667,11.8126,59.8838,15.4155333333,24.5048,12.9746666667
586.04,13.3571333333,44.4427333333,29.0383,23.4465333333,12.0816,11.8615333333,59.8852666667,15.4484,24.5804,13.0251333333
586.38,13.338,44.4342666667,29.0171666667,23.3958666667,12.0561333333,11.819,59.8663333333,15.4055333333,24.5726,12.981
586.72,13.4118666667,44.5506,29.1765666667,23.5276666667,12.1804666667,11.9131333333,59.9781333333,15.5106,24.72,13.0801333333
587.06,13.3352,44.4425333333,29.1048666667,23.4342,12.1219333333,11.8508,59.8447333333,15.4652666667,24.6318666667,13.0219333333
587.39,13.3357333333,44.5092,29.2241666667,23.5038,12.1398666667,11.8548666667,59.9136666667,15.4682,24.6917333333,13.0698666667
587.73,13.3122,44.5268,29.2746,23.4789333333,12.1236666667,11.8476,59.8832,15.4573333333,24.6842666667,13.0782666667
588.07,13.3645333333,44.6338,29.3335,23.5854,12.1365333334,11.9031333333,60.0032666667,15.5098666667,24.7659333333,13.1624
588.41,13.4361333333,44.8021333333,29.5107,23.6618666667,12.1999333333,11.9696,60.2128,15.5484,24.8618,13.2318
588.74,13.4134666667,44.8384,29.5674666667,23.6364,12.1753333333,11.9706,60.2177333333,15.5246666666,24.8936,13.2356
589.08,13.4110666667,44.7612666667,29.6032666667,23.5996,12.1795333333,11.9903333333,60.1072666667,15.5038,24.9085333333,13.2348
589.42,13.3816666667,44.8093333333,29.6396,23.567,12.1209333333,11.9544666666,60.1276666667,15.4849333333,24.8902666667,13.1684666667
589.76,13.3490666667,44.8923333333,29.6845333333,23.5908666667,12.1015333333,11.9714,60.2404,15.5207333334,24.9417333333,13.1754
590.09,13.3449333333,44.8818666667,29.7293333333,23.6388666667,12.1092666667,11.9969333333,60.2244666667,15.5523333333,25.0162,13.2165333333
590.43,13.3350666667,44.8446,29.7026,23.5782666667,12.0381333333,11.9749333333,60.1801333333,15.5342666667,24.9434666667,13.182
590.77,13.3904,44.9870666667,29.8225333333,23.6450666667,12.053,12.0307333333,60.2854,15.5724666667,25.0342666667,13.2427333333
591.11,13.3591333333,44.9668,29.7995666667,23.6234,12.0097333333,12.0139333333,60.2436,15.5704,25.0029333333,13.2047333333
591.44,13.3986,45.0586,29.9052333333,23.7117333333,12.0730666667,12.0669333333,60.336,15.6272666667,25.0888666667,13.2512
591.78,13.4067333333,45.0832,29.9168666667,23.6892666667,12.0787333333,12.0846,60.3474666667,15.6335333333,25.1417333333,13.1876
592.12,13.3684666667,45.0370666667,29.8486,23.6165333333,12.0214666667,12.0565333333,60.1906,15.593,25.0853333333,13.1631333333
592.46,13.3831333333,45.0270666667,29.8924666667,23.615,12.0041333333,12.0450666667,60.2074,15.5980666667,25.1063333333,13.155
