wavelength,Back_TanCypm,Belly_TanCypm,Breast_TanCypm,Crissum_TanCypm,Crown_TanCypm,DorTail_TanCypm,Patch10_TanCypm,Rump_TanCypm,Throat_TanCypm,WingTip_TanCypm
228.39,15.72325,19.4181666667,21.3836666667,17.3743333333,5.18866666668,-4.677625,2.90883333333,26.3364444444,3.14466666667,0.707583333332
228.76,19.9999166667,25.90275,24.8611666667,16.4583333333,9.37524999998,5.20829166667,8.68050000001,26.6203888889,4.51408333333,3.611
229.14,12.466,21.6801666666,16.26,10.569,2.5745,-0.4065,1.69375,18.58625,-2.3035,-5.2845
229.52,25.0541666667,27.435,23.2683333333,20.9956666666,13.041,10.2272083333,11.8505833333,23.6110833333,10.44375,7.03458333333
229.89,29.0935,28.70375,23.9279166666,23.733,14.8146666666,12.5244166667,13.304,25.0325277778,13.8401666667,10.234
230.27,29.2996666667,29.4769166666,25.2215833333,26.3740833333,15.6914166667,13.298,16.6668333333,27.3935833333,16.9326666666,15.071
230.65,30.31825,28.18275,26.3819166667,26.047,17.0853333334,15.577875,17.8810833333,27.6801111111,16.7086666667,14.6984166667
231.02,27.65525,25.4901666667,22.7124166667,23.16175,13.64375,13.255875,14.5015833333,24.0468055556,12.4184166667,11.0295
231.40,27.0128333333,26.2480833333,22.2223333333,19.52475,12.6006666667,13.1036666667,13.64725,23.2151666667,12.1980833333,9.25925000001
231.78,26.625,26.1666666667,22.4583333333,17.6666666667,12.375,13.2708333333,12.625,24.5277777778,11.9583333333,7.95833333332
232.15,26.5220833333,26.5981666667,23.6301666667,17.2754166667,13.73675,15.67725,14.1551666667,24.924,12.8235,8.18116666665
232.53,23.1523333334,24.4719166667,20.4374166667,14.404,11.2745,14.2157916667,12.1418333333,20.6510833333,11.91575,7.01358333333
232.90,23.0655833333,22.91675,20.6845833333,12.83475,10.0073333333,12.593,11.3465833333,20.9075277778,12.6115833333,6.25008333334
233.28,28.2221666667,27.81475,24.9629166667,16.0000833333,14.1111666667,18.3333333333,15.1851666667,25.7283611111,19.1851666667,10.6296666667
233.66,24.92475,26.8854166667,23.71775,13.7630833333,11.0106666667,17.4963333333,13.87625,25.1131666667,17.57175,7.16433333332
234.03,21.5621666667,24.6635833333,22.38425,10.8370833333,8.93133333333,15.7137916667,10.6126666667,21.5370555556,14.574,5.41875000001
234.41,23.0323333333,23.9969166667,24.4985833333,9.83791666667,10.3396666667,18.171375,11.1496666667,23.0453888889,14.5445833333,5.59424999999
234.78,24.81475,25.2591666667,27.77775,13.2223333333,14.3334166667,21.7406666667,13.74075,25.8396111111,18.6665833334,10.3334166667
235.16,23.43525,24.05375,26.9651666667,11.9358333333,15.5385,21.6704166666,13.46425,24.8422777778,18.95925,8.73366666667
235.54,21.3636666667,23.1060833333,26.96975,12.0076666667,15.1515833334,20.9469166667,12.0075833333,23.4216666667,18.4469166667,7.57583333334
235.91,18.5605833333,21.5909166667,25.6060833333,11.2499166667,13.485,20.43575,10.8334166667,21.6414166667,17.4621666667,6.89383333333
236.29,21.0714166667,21.9841666667,28.1746666667,12.9761666667,15.8334166667,21.0912083333,11.1111666667,22.1163888889,18.8491666666,7.97625000001
236.66,26.02675,22.0378333333,29.18625,16.7456666666,19.5496666667,23.1437083333,13.1911666666,25.0130833333,19.86575,11.76925
237.04,23.5455,18.7108333333,27.162,16.4701666667,17.6885833333,20.5385416667,12.4214166667,22.7199722222,17.68875,13.3646666667
237.41,16.24225,9.72216666664,19.2515,11.2268333333,10.8795833333,12.57725,7.09875000002,15.0463333334,8.44908333333,7.67749999999
237.79,13.6289166667,5.2955,15.4350833333,6.60925000001,8.04608333332,11.0221666667,2.99675000001,12.0140833334,3.77674999999,6.85549999999
238.17,14.88675,6.51300000001,16.6665833334,7.07916666666,10.15375,10.983,4.65225,14.98125,4.77341666667,8.57608333334
238.54,13.8519166667,5.37024999999,13.6296666667,7.07408333334,8.40750000002,9.111,2.77783333333,12.716,2.66658333334,7.33316666666
238.92,8.72824999999,1.36491666666,7.3635,1.5805,0.502916666668,1.90375,-3.19683333333,5.35205555557,-3.91516666667,1.76008333334
239.29,6.58075,-0.496083333332,4.96033333332,-0.297666666665,-3.76991666667,-0.297625000001,-4.56366666668,1.51013888889,-6.08466666667,1.71975
239.67,5.64716666668,-2.28933333333,2.9915,-1.70933333333,-5.15875,-1.05308333333,-4.76191666666,0.549472222222,-7.29549999999,1.22091666667
240.04,8.41216666667,-0.315499999999,4.65291666667,0.394416666668,-3.04933333333,1.10425,-2.99691666666,3.48766666667,-5.15258333333,1.89275000001
240.42,8.15458333333,0.647833333333,4.37883333333,1.05008333334,-2.30108333333,1.50816666667,-2.47991666667,4.47575,-3.21708333333,2.56941666666
240.79,9.66808333334,4.86266666667,7.01758333333,3.62308333333,0.247916666667,4.21425,1.54475,7.79938888889,-0.114583333332,4.97716666668
241.17,10.02375,5.79783333333,7.62341666666,3.83675,0.625416666668,5.079375,1.67333333333,8.11913888888,0.30425,4.58083333333
241.54,12.9613333333,8.61600000001,11.0268333333,6.56241666668,3.52675,7.34379166667,4.41966666667,11.1211111111,3.73508333333,7.30674999999
241.92,13.1748333333,9.24608333334,12.2355,7.725,4.20641666667,7.07687500001,4.77508333334,12.0414444445,4.36516666666,6.93108333333
242.29,13.7591666666,9.22125000001,12.0438333333,8.96591666667,4.39183333333,7.40279166666,5.52308333333,12.3803611111,4.39175,6.82491666667
242.67,14.4908333333,10.969,13.5374166667,9.89233333333,5.91075,8.31654166666,6.72958333333,13.9038333333,6.04525000001,8.36691666667
243.05,14.9,11.4518333333,14.1443333333,9.88724999998,6.54533333333,8.81233333333,7.74791666667,14.9851666667,7.00291666668,8.98266666667
243.42,15.54575,11.7060833333,14.62225,10.3675,7.03591666667,8.91966666667,7.58625,15.68075,7.34741666668,9.31925
243.80,16.01,12.3941666666,15.6768333334,10.9091666667,7.51508333333,9.28279166667,7.82825,16.2491111111,8.14141666667,10.0404166667
244.17,16.4884166667,12.71775,16.1719166667,11.1936666667,7.75933333334,9.52100000001,8.48183333334,16.5181388889,8.45208333333,10.5504166667
244.55,17.1556666667,13.0938333333,17.2855833333,11.2974166667,8.06399999999,10.12975,9.32141666667,17.2589444444,8.30341666667,11.0779166667
244.92,16.1845833333,11.275,16.2730833333,10.0059166667,6.6215,8.426875,7.1625,15.9516388889,6.36558333333,9.51416666666
245.30,17.1660833333,12.1641666667,17.0478333333,11.6648333333,8.32425,9.16387499999,8.36058333333,16.8179444444,7.244,10.6663333333
245.67,17.0255,12.0870833333,16.5333333333,11.3448333333,8.28350000001,8.97570833333,8.19141666667,16.3998333333,6.54833333333,10.544
246.05,17.6493333333,12.4511666666,16.54675,11.761,9.03083333333,9.62708333333,8.79091666667,16.6866666667,7.35091666667,11.5735
246.42,18.01725,13.0605,16.7410833333,11.4463333333,9.57583333334,9.96083333332,9.21125,16.8872777778,8.09016666667,11.7166666666
246.79,17.63975,12.3626666667,16.2236666667,10.7908333333,9.11933333334,9.69325,9.11925000001,16.3070277778,7.853,11.1651666667
247.17,17.4773333333,12.0013333334,16.0601666667,10.3918333333,9.103,9.47054166666,8.90491666667,16.0485277777,7.58108333333,10.5959166667
247.54,17.6556666667,12.2951666666,16.2513333333,10.6885833333,9.40441666666,9.80608333332,9.45358333332,16.3697777778,7.95625,10.6720833333
247.92,17.97525,12.51575,16.14325,10.8510833333,9.55308333334,10.0474583333,9.86699999998,16.3578888889,7.74708333333,10.56325
248.29,17.4875833333,11.9940833333,15.48425,10.4398333333,9.13866666667,9.54404166667,9.30916666667,16.0419166666,7.28016666667,10.0991666667
248.67,17.3554166667,12.273,15.3296666667,10.61425,9.14983333333,9.73179166667,9.42541666667,16.1614166666,7.46583333334,10.0325833334
249.04,17.4003333333,12.5643333333,15.3491666666,10.4463333333,9.315,9.75912500001,9.72308333333,16.0587777778,7.77533333334,10.1981666667
249.42,16.8676666667,12.0003333333,14.8250833333,9.50666666667,8.54516666667,9.19987500001,9.27316666667,15.5658888889,7.12741666667,9.74583333334
249.79,17.371,12.8720833333,15.1840833333,10.0545833333,9.41816666666,9.84995833333,9.97499999999,16.252,7.95841666667,10.3215
250.17,16.948,12.5734166667,14.8311666667,9.53266666665,8.92691666667,9.45304166667,9.89358333333,15.6449166667,7.342,9.31241666665
250.54,16.4113333333,12.1563333333,14.8335833333,9.55091666667,8.58191666667,9.52824999998,9.64258333333,15.3269722222,7.155,9.03358333332
250.92,15.871,11.8649166667,14.3145,9.34533333334,7.97041666667,9.06270833333,9.45708333333,14.7963055556,6.86075,8.40316666668
251.29,15.4940833333,11.9834166667,13.8156666667,9.63050000001,7.59308333334,9.128625,9.51333333332,14.5705,6.58158333333,8.11324999999
251.66,14.92475,11.7710833333,13.35175,9.10066666666,6.89075,8.45616666667,8.87825,14.0066388889,6.085,7.54283333334
252.04,13.96025,11.0315833333,12.5158333333,8.23833333333,6.38091666667,7.61116666666,7.984,13.5475277778,5.516,7.04775000001
252.41,14.2788333334,11.68125,12.8348333333,8.62375,7.091,8.26070833332,8.63175000001,13.8323333334,6.05033333333,7.80083333332
252.79,13.7124166667,10.4850833333,12.1235833333,7.90308333333,6.30583333334,7.10429166667,7.93608333333,13.1331388889,5.75966666667,7.04241666666
253.16,13.46275,10.4084166667,12.0684166667,8.20066666667,6.36625,7.45766666667,7.82716666667,12.8568611111,5.8515,6.68158333332
253.54,13.9949166667,10.82075,12.4455,9.10391666667,6.784,7.990125,8.124,13.2244166667,6.77558333333,6.58300000001
