wavelength,Back_TanCypm,Belly_TanCypm,Breast_TanCypm,Crissum_TanCypm,Crown_TanCypm,DorTail_TanCypm,Patch10_TanCypm,Rump_TanCypm,Throat_TanCypm,WingTip_TanCypm
315.17,10.711,10.33375,10.0829166667,7.824,5.5125,6.63770833333,13.2651666666,11.8306111111,5.2485,6.58383333333
315.54,10.7185833333,10.5655833334,10.1711666667,8.06783333333,5.61275,6.82141666667,13.458,12.0242222222,5.37141666667,6.64041666667
315.91,10.4003333333,10.2060833333,9.78241666668,7.80566666666,5.04975,6.40991666667,13.1316666667,11.7936944445,5.0115,6.14616666667
316.28,10.3003333333,10.3498333333,9.82083333333,7.71083333333,5.0605,6.25754166667,13.15975,11.81175,4.92275,6.22858333333
316.64,10.1621666667,10.2036666667,9.54683333333,7.51691666667,4.8605,6.123875,13.0668333333,11.5174444444,4.74183333334,6.05208333333
317.01,9.75491666667,9.87099999999,9.16575,7.16333333333,4.4475,5.672625,12.7503333333,11.0788333333,4.49991666666,5.69208333333
317.38,9.82666666669,10.0419166667,9.33266666667,7.38641666667,4.58491666667,5.83366666667,12.9568333333,11.1828055556,4.60416666666,5.77725
317.75,9.63108333334,9.80025000001,9.09308333334,7.11866666666,4.31491666666,5.60320833333,12.7316666666,10.8255555556,4.32891666667,5.57125
318.12,9.36983333332,9.69116666667,8.89875,6.859,4.021,5.46779166666,12.60675,10.5476666667,4.1625,5.47041666666
318.49,9.05383333333,9.45508333334,8.64725,6.65375,3.57791666667,5.09616666667,12.5336666666,10.2503888889,3.82466666667,5.00775
318.85,9.13633333333,9.47141666669,8.68825,6.7415,3.62308333333,5.06245833333,12.517,10.2883333333,3.75808333334,4.94991666667
319.22,9.33758333334,9.72975000002,8.93141666666,6.937,3.85066666667,5.06925,12.81325,10.6051666667,3.84225,5.24133333333
319.59,9.284,9.73675,9.05591666667,6.91866666667,3.79408333334,5.06804166666,12.9345,10.5926388889,3.8135,5.1975
319.96,9.20258333333,9.81033333334,9.107,6.94633333333,3.88825,5.04316666667,13.0545,10.6197777778,3.75033333333,5.16241666667
320.32,9.07199999999,9.633,9.02683333333,6.76025,3.68466666667,4.92091666667,12.9311666667,10.4456666667,3.61116666667,4.93908333333
320.69,9.12883333332,9.76850000001,9.12591666667,6.9575,3.793,4.92670833333,13.0095833333,10.5751944445,3.58925,5.0665
321.06,9.65883333332,10.3640833333,9.61916666667,7.50058333334,4.399,5.44691666667,13.616,11.1337777778,4.04491666667,5.55766666667
321.43,9.85291666666,10.6253333334,9.77041666667,7.59766666666,4.59266666667,5.51566666667,13.79525,11.3884166667,4.18933333333,5.77433333333
321.80,10.0505833333,10.801,9.82283333333,7.90041666667,4.87916666667,5.718125,14.0331666667,11.6591111111,4.41533333333,5.891
322.16,10.2146666667,10.9949166667,9.97775000001,8.23858333333,5.23691666666,6.00066666666,14.2279166667,11.9276388889,4.5735,6.20691666667
322.53,10.42075,11.2240833333,10.1885,8.50275,5.49458333333,6.164,14.34425,12.0983333333,4.79225,6.56575
322.90,10.3825,11.3211666667,10.1759166667,8.51833333334,5.53591666667,6.22379166667,14.3840833333,12.1598611111,4.87866666667,6.665
323.27,10.18425,11.1793333333,9.90849999999,8.27825,5.45058333334,6.12533333333,14.2485,12.04825,4.73891666667,6.569
323.63,10.1591666667,11.0991666667,9.69183333333,8.14325,5.34925,6.03108333333,14.2064166667,11.8831666667,4.61991666667,6.54333333334
324.00,10.2149166667,11.017,9.79266666666,8.11841666667,5.46241666666,6.17195833333,14.3429166667,11.8482777778,4.8025,6.74166666667
324.37,9.99408333333,10.85125,9.56791666666,8.16533333333,5.33566666667,5.97720833333,14.2680833333,11.7523055556,4.63933333334,6.66041666667
324.74,10.24575,11.045,9.81633333334,8.34041666667,5.52008333333,6.186375,14.5278333333,12.0049444444,4.926,6.78425
325.10,10.1365,10.83925,9.71608333331,8.11741666666,5.29675,6.07441666667,14.4524166667,11.8285,4.79391666666,6.57625
325.47,10.0345833333,10.7504166667,9.52066666667,7.98316666667,5.20483333334,5.89020833333,14.3505,11.7119722222,4.63691666667,6.23733333333
325.84,9.73875000001,10.4923333333,9.31008333333,7.73241666667,4.844,5.62625,14.0943333333,11.3365277778,4.287,5.81408333333
326.21,9.67408333334,10.28825,9.26616666666,7.65,4.61033333333,5.48154166667,14.1326666666,11.2688333333,4.15683333333,5.528
326.57,9.63099999999,10.1095,9.10291666667,7.50341666667,4.52891666667,5.40620833333,14.1165833333,11.1936944444,4.06975,5.30683333333
326.94,9.63691666666,10.2178333333,9.16516666667,7.56375,4.49791666667,5.40695833333,14.19475,11.21325,4.065,5.42408333333
327.31,9.69283333332,10.2650833333,9.26916666667,7.73758333333,4.44216666667,5.48333333334,14.2853333333,11.2352222222,4.12141666666,5.44233333333
327.67,9.74175,10.3414166667,9.23858333334,7.88408333333,4.47625,5.5555,14.3554166667,11.2601944444,4.20316666667,5.42866666667
328.04,9.63108333333,10.3835833333,9.10116666667,7.93775,4.32358333333,5.48929166667,14.3135,11.2783611111,4.05508333334,5.29683333333
328.41,9.86025,10.6399166667,9.27866666668,8.10908333334,4.52816666667,5.70754166666,14.5365833334,11.41975,4.33016666667,5.45375
328.78,9.65349999998,10.4735833333,9.16658333333,7.98908333333,4.35083333333,5.59095833333,14.4056666667,11.30625,4.27408333333,5.30033333333
329.14,9.46641666668,10.4705833333,9.07325,7.92466666666,4.22783333333,5.44304166667,14.2495833333,11.27475,4.16775,5.203
329.51,9.44150000001,10.4978333333,9.02241666667,7.9955,4.13058333334,5.36920833333,14.20725,11.2476388889,4.14883333333,5.20725
329.88,9.45225000001,10.6934166667,9.10941666667,8.05408333333,4.25066666667,5.39779166667,14.34725,11.4801111111,4.305,5.48291666667
330.24,9.57558333332,11.0720833333,9.24533333333,8.20033333333,4.52175,5.607375,14.4618333333,11.6420833333,4.485,5.72058333333
330.61,9.79883333335,11.485,9.66016666667,8.5905,4.84466666667,5.93704166666,14.80525,11.9598888889,4.74025,6.1145
330.98,9.57250000001,11.2528333333,9.41108333334,8.42675,4.59741666666,5.74116666667,14.6225833333,11.6348611111,4.52241666667,5.782
331.34,9.5625,11.2255,9.33425000001,8.33108333333,4.54625,5.64895833333,14.5584166667,11.5532222222,4.49433333333,5.67591666667
331.71,9.59716666667,11.3825,9.48541666668,8.41633333333,4.6735,5.70804166667,14.56825,11.6652222222,4.60175,5.75175
332.08,9.86808333333,11.8320833333,9.83933333332,8.70925,5.05358333333,5.97904166667,14.7956666667,11.97875,4.97166666667,6.08158333333
332.44,9.78166666667,11.7149166666,9.73383333333,8.55291666667,4.893,5.85741666667,14.6073333333,11.9483333333,4.8495,6.03916666667
332.81,9.77299999999,11.8524166667,9.74491666666,8.53008333333,4.96316666667,5.73925,14.7210833333,11.9528611111,4.75566666667,6.06133333333
333.18,9.94658333332,12.03575,9.93391666667,8.72025,5.21641666667,5.88154166667,14.9180833333,12.0133888889,4.96266666667,6.28016666667
333.54,9.84658333335,11.933,9.96941666667,8.56883333333,5.13383333333,5.90495833334,14.92625,11.9448333333,4.87133333333,6.08625
333.91,9.67166666667,11.7076666667,9.82966666666,8.40725,4.89525,5.78095833333,14.6921666667,11.7310555556,4.63466666666,5.83125
334.28,9.56750000001,11.6554166666,9.83333333334,8.299,4.88833333333,5.71904166667,14.6391666667,11.6486111111,4.5945,5.68166666667
334.64,9.32866666667,11.4009166667,9.52825000001,8.0215,4.5905,5.49566666667,14.4483333333,11.3862222222,4.37233333333,5.35758333333
335.01,9.45608333332,11.6033333333,9.72349999999,8.23883333334,4.80366666667,5.706125,14.6355,11.6885833333,4.60116666667,5.6335
335.38,9.24825,11.48025,9.64241666668,8.10041666666,4.62108333334,5.57783333334,14.5201666667,11.5442777778,4.427,5.46816666667
335.74,9.19158333333,11.48475,9.60325000001,8.03633333333,4.58816666666,5.494375,14.39275,11.5140833333,4.3315,5.45975
336.11,9.15333333333,11.29075,9.50108333332,7.86475,4.41783333333,5.44016666667,14.3196666667,11.4115555556,4.19116666667,5.27041666666
336.47,9.20583333334,11.4405,9.55508333334,7.94091666667,4.55325,5.52320833333,14.4058333333,11.4635833333,4.27883333333,5.16825
336.84,9.04683333333,11.28175,9.39825000001,7.74541666667,4.346,5.504875,14.1895,11.3081944445,4.12775,4.95975
337.21,9.0245,11.30725,9.34241666666,7.78925,4.27133333333,5.52966666666,14.1615,11.4180277778,4.11341666667,4.95691666667
337.57,9.04691666667,11.4144166667,9.32458333333,7.88666666667,4.32466666667,5.55925,14.1666666667,11.4857222222,4.1975,5.0835
337.94,9.28966666666,11.784,9.51841666667,8.14608333333,4.65733333333,5.76054166667,14.4296666667,11.7763055556,4.45941666667,5.37616666667
338.31,9.40166666668,11.8345833333,9.56875,8.26325,4.7205,5.81475,14.41875,11.8531388889,4.52108333333,5.42733333333
338.67,9.31383333333,11.8075833333,9.49274999999,8.23316666666,4.757,5.748125,14.3425833333,11.8547777778,4.44916666667,5.42983333333
339.04,9.21958333334,11.7340833334,9.32316666666,8.09975,4.68091666667,5.51741666666,14.1700833334,11.7080833333,4.30108333333,5.22858333333
339.40,9.34158333334,11.8346666666,9.41075000001,8.2305,4.79308333333,5.64904166667,14.1770833333,11.8062222222,4.38375,5.38658333333
339.77,9.38941666667,11.8640833333,9.345,8.23608333333,4.79191666667,5.63575,14.2679166667,11.8988333334,4.40633333333,5.37558333333
340.14,9.37599999999,11.934,9.37766666667,8.31775,4.843,5.576375,14.2679166667,11.8955277778,4.38566666667,5.49475
340.50,9.35125,11.9910833333,9.45558333333,8.4255,4.82008333333,5.65441666667,14.27925,11.8999166666,4.37291666667,5.66925
340.87,9.34791666667,12.15425,9.4715,8.56891666667,4.96966666666,5.69625,14.3021666666,11.9376111111,4.4555,5.77108333333
341.23,9.17216666668,12.0584166667,9.352,8.4805,4.87191666667,5.5585,14.2256666667,11.8472222222,4.30191666667,5.70408333333
341.60,9.23433333333,12.1900833333,9.52558333334,8.55025,4.99675,5.68854166667,14.2903333333,11.9886111111,4.42758333333,5.8215
341.96,9.02591666666,11.96575,9.34641666668,8.33508333333,4.72925,5.452,13.9649166667,11.8060833333,4.21608333333,5.60458333333
342.33,9.06900000001,12.0826666667,9.36158333332,8.42266666667,4.6965,5.483375,14.0266666667,11.9283055556,4.30958333333,5.72641666667
342.70,9.11625000001,12.2400833333,9.41991666668,8.43733333333,4.70441666667,5.44425,13.9799166667,11.9271944445,4.35991666667,5.76183333333
343.06,9.23658333334,12.44025,9.6645,8.60308333334,4.78991666667,5.63979166667,14.1288333334,12.0492777778,4.466,5.91683333333
343.43,9.12383333332,12.33725,9.52124999999,8.475,4.66241666667,5.40808333334,14.0156666667,11.9088055555,4.34658333333,5.71375
343.79,9.0905,12.3045,9.57266666667,8.41216666667,4.566,5.43991666666,13.9579166667,11.8568333333,4.30641666667,5.66016666667
344.16,9.08675,12.4109166667,9.615,8.4625,4.67891666666,5.51283333333,13.9756666666,11.8503611111,4.4505,5.73825
344.52,9.09991666667,12.4199166666,9.61808333333,8.36766666667,4.702,5.49791666667,13.9068333333,11.8284166667,4.48208333333,5.72625
344.89,9.27041666667,12.4636666667,9.78733333332,8.44925,4.73625,5.54129166666,13.9934166666,11.9240277778,4.55808333333,5.74491666667
345.25,9.24541666667,12.4153333334,9.69416666668,8.323,4.61175,5.44216666667,13.9158333333,11.8122777778,4.54258333333,5.60325
345.62,9.17033333333,12.3536666667,9.56116666667,8.25283333333,4.53391666667,5.30308333333,13.8390833333,11.7106666667,4.4345,5.522
345.99,9.33833333334,12.508,9.69083333334,8.41633333334,4.67575,5.46658333334,14.0505833333,11.77875,4.57075,5.65458333333
346.35,9.20208333333,12.3796666667,9.62758333333,8.26608333334,4.58133333333,5.26720833333,13.957,11.6373611111,4.46041666667,5.50125
346.72,9.30858333333,12.5548333333,9.81608333333,8.47075,4.67491666667,5.44383333334,14.0946666666,11.8110277778,4.66316666667,5.634
347.08,9.34200000001,12.5308333333,9.71691666666,8.46291666667,4.674,5.39070833333,14.09225,11.7771388889,4.60491666666,5.5885
347.45,9.36425000001,12.6238333333,9.76541666668,8.54425,4.73458333334,5.51633333333,14.1445833333,11.8949166667,4.6695,5.69475
347.81,9.24925,12.5021666667,9.59208333333,8.555,4.65333333333,5.38454166667,14.06075,11.78625,4.62383333333,5.59308333334
348.18,9.10808333333,12.3459166666,9.42608333333,8.35558333333,4.34283333333,5.13983333333,13.8773333333,11.6596388889,4.377,5.27075
348.54,9.16733333333,12.4448333333,9.47675000001,8.53358333333,4.3295,5.148375,13.9929166667,11.7680833333,4.35341666666,5.27691666667
348.91,9.30333333333,12.6305833333,9.52608333333,8.68091666667,4.39541666667,5.30004166667,14.0805,11.9305,4.45333333334,5.40108333333
349.27,9.39525,12.84275,9.72858333333,8.89758333333,4.50508333333,5.438125,14.1593333333,12.0470833333,4.52,5.53141666667
349.64,9.35883333333,12.9559166666,9.71299999999,8.90891666667,4.44833333334,5.46941666666,14.1215833333,12.0081666667,4.51033333333,5.5225
350.00,9.22908333333,12.96925,9.67699999999,8.84275,4.3155,5.40516666667,14.0586666666,11.9281111111,4.43316666667,5.45225
350.37,9.40791666667,13.1869166667,9.79175,9.00808333333,4.49316666667,5.63329166667,14.0840833333,12.0601666667,4.54683333333,5.65933333334
350.73,9.36116666667,13.0969166667,9.69591666667,8.88483333334,4.43008333334,5.50783333333,14.04525,12.0248333334,4.39541666666,5.543
351.10,9.32650000001,13.16225,9.73591666667,8.81433333334,4.42341666667,5.575875,13.944,12.0723611111,4.40508333333,5.44675
351.46,9.29183333333,13.1895,9.75908333333,8.81333333334,4.416,5.481125,13.8874166667,11.9960277778,4.36766666667,5.39691666667
351.83,9.40741666666,13.4179166667,9.96825000001,8.90125,4.57575,5.59216666667,13.8974166667,12.1189166667,4.49,5.58933333334
352.19,9.47124999999,13.6079166667,10.1068333333,9.0595,4.73225,5.75579166667,13.996,12.2796944444,4.5665,5.84341666667
352.55,9.43491666666,13.5781666667,10.1110833333,9.01491666666,4.68158333334,5.762,13.9086666666,12.2805555556,4.60725,5.8425
352.92,9.18600000001,13.4365833334,9.95508333334,8.82458333333,4.45058333333,5.545375,13.6585,12.05825,4.39458333333,5.69483333333
353.28,9.27433333332,13.5245833333,10.0310833333,8.872,4.53691666667,5.54266666667,13.6754166667,12.1236111111,4.45333333334,5.78358333334
353.65,9.32483333334,13.5225,10.1174166667,8.94441666666,4.60866666667,5.53383333334,13.6445,12.1961111111,4.48808333333,5.79625
354.01,9.29541666667,13.4344166667,10.0690833333,8.85983333333,4.598,5.41220833334,13.5601666666,12.2093888889,4.42666666667,5.72833333333
354.38,9.00575,13.2705833334,9.84758333333,8.65666666667,4.28316666667,5.12179166667,13.34175,11.9528611111,4.17175,5.41958333333
354.74,8.93625,13.2529166667,9.80999999999,8.61058333333,4.18175,5.04179166667,13.2020833333,11.8360555556,4.07641666667,5.37108333333
355.11,8.83691666667,13.2134166667,9.72983333333,8.56241666667,4.08591666666,4.888625,13.162,11.7912777778,4.01933333333,5.36725
355.47,8.994,13.44575,9.86291666667,8.72808333333,4.20391666667,5.057125,13.3133333333,11.9310833333,4.24316666667,5.52283333333
355.83,8.87225,13.4920833333,9.82766666668,8.68975,4.17925,5.02779166667,13.3658333333,11.9000555556,4.19483333333,5.41675
356.20,8.90141666667,13.50625,9.80250000001,8.732,4.1485,4.967625,13.3286666667,11.8932777778,4.2095,5.30691666667
356.56,8.88025,13.6211666666,9.83591666666,8.72066666667,4.17466666666,4.92258333333,13.3460833334,11.9221666666,4.16208333333,5.25791666667
356.93,8.87725,13.6361666667,9.81266666666,8.77125,4.17866666667,4.86825,13.3495833333,11.9304444444,4.173,5.19025
357.29,8.74675,13.5575833333,9.75808333334,8.67475,4.04825,4.77866666666,13.2479166667,11.8748611111,4.02716666667,5.07466666667
357.66,8.66766666667,13.503,9.67716666667,8.61641666666,3.91825,4.69441666667,13.1719166667,11.8217777778,3.93266666667,4.96791666667
358.02,8.82633333334,13.6870833333,9.82575000001,8.82866666667,4.05508333334,4.92733333333,13.2964166667,11.9997777778,4.08908333333,5.03683333333
358.38,8.98983333333,13.8325,10.0313333333,8.91933333334,4.24491666667,5.04941666667,13.4331666667,12.1357222222,4.19825,5.15
358.75,9.03133333333,13.9775833333,10.13075,9.03308333334,4.352,5.10520833333,13.4663333334,12.2215,4.25825,5.21266666667
359.11,9.10525,14.06425,10.18775,9.13441666667,4.35166666666,5.10795833333,13.4995833333,12.2419722222,4.27141666666,5.19433333333
359.48,9.007,14.0185833333,10.13275,9.05691666666,4.22825,4.96425,13.413,12.2213888889,4.05033333333,5.05125
359.84,9.11433333334,14.0633333333,10.1853333333,9.07783333332,4.18741666667,4.941875,13.3640833333,12.2597777778,3.99358333333,5.07225
360.20,9.15841666667,14.1925,10.3463333333,9.15083333333,4.28475,4.98366666667,13.4066666667,12.3171944444,4.04108333333,5.16916666667
360.57,8.97025,14.0775833333,10.2248333333,9.01325,4.11783333333,4.824625,13.2624166667,12.1538888889,3.89666666666,5.01683333333
360.93,9.08141666666,14.17725,10.3251666667,9.06233333334,4.18425,4.917875,13.2803333334,12.2243888889,3.96841666667,5.12308333333
361.29,9.17158333334,14.2976666667,10.358,9.16608333333,4.28991666667,5.02425,13.36025,12.3359444444,4.06916666666,5.20883333333
361.66,9.21533333333,14.3990833333,10.4563333333,9.23608333333,4.32183333334,5.077375,13.3906666667,12.3916111111,4.09958333333,5.297
362.02,9.16566666667,14.4105,10.4255,9.16575000001,4.25275,4.9295,13.3151666666,12.3402222222,4.04716666667,5.23633333333
362.39,9.20683333332,14.41925,10.3796666667,9.22399999999,4.20933333333,4.9665,13.32775,12.4073055555,4.06008333333,5.24583333333
362.75,9.16291666666,14.3468333334,10.3220833333,9.15858333334,4.09458333333,4.88475,13.244,12.3341944445,3.9915,5.13458333333
363.11,9.11241666667,14.35225,10.35025,9.09783333332,4.039,4.825125,13.208,12.3362222223,3.95933333334,5.09066666667
363.48,9.19725,14.4204166667,10.4550833333,9.18508333333,4.1265,4.93783333333,13.24225,12.4103888889,4.0615,5.19816666667
363.84,9.18891666667,14.4489166666,10.4814166667,9.24808333332,4.12766666667,4.91679166667,13.2513333334,12.4368888889,4.12241666666,5.20016666667
364.20,9.13508333334,14.3899166666,10.4335,9.17516666668,4.055,4.86358333333,13.1820833334,12.3800277778,4.08641666667,5.11225
364.57,9.37025,14.57725,10.6074166667,9.36925000001,4.22516666667,5.008,13.3430833333,12.5939722222,4.25716666667,5.29408333334
364.93,9.37383333332,14.6738333333,10.6605833333,9.44724999999,4.27625,5.01833333333,13.43925,12.6603333333,4.31066666666,5.3335
365.29,9.46166666666,14.7825833333,10.7635,9.52491666668,4.34166666667,5.02654166667,13.4910833333,12.7240277778,4.352,5.30116666666
365.66,9.55641666668,14.8893333333,10.8575833333,9.61908333333,4.42566666667,5.12466666667,13.6110833333,12.8200277778,4.44683333334,5.36983333333
366.02,9.64091666665,14.9863333334,10.9599166667,9.7305,4.45083333333,5.1885,13.6585833334,12.8948055556,4.49175,5.48275
366.38,9.58991666666,15.0685,10.9714166667,9.71658333333,4.41941666667,5.11341666667,13.6459166667,12.8925555556,4.428,5.48733333333
366.75,9.74183333334,15.2525,11.1061666667,9.857,4.57183333333,5.23183333333,13.79325,13.06125,4.59108333333,5.67766666667
367.11,9.81916666668,15.3085833333,11.0928333333,9.91908333333,4.67541666666,5.35258333333,13.8178333333,13.0931666667,4.62925,5.757
367.47,9.82558333332,15.344,11.0914166667,9.92958333333,4.70425,5.31658333334,13.815,13.1355277778,4.63375,5.76675
367.84,9.79933333333,15.3294166667,11.0803333333,9.85424999999,4.65875,5.2525,13.7898333333,13.1069444444,4.565,5.71875
368.20,9.83950000001,15.3875833333,11.05525,9.925,4.63691666667,5.24433333333,13.8503333334,13.1682222222,4.54875,5.75483333333
368.56,9.87924999998,15.5015833333,11.1385833333,9.99475,4.70741666667,5.30666666667,13.86525,13.2599444444,4.59491666667,5.79208333334
368.93,9.88458333332,15.5145833333,11.1560833333,9.96533333333,4.70341666666,5.289,13.8216666667,13.3055277777,4.56733333334,5.76125
369.29,9.87808333332,15.5068333333,11.1930833333,9.94550000001,4.65708333333,5.30533333333,13.7866666667,13.3673055555,4.55283333333,5.78508333333
369.65,9.91891666667,15.5848333334,11.2174166667,9.97858333332,4.65266666667,5.23158333333,13.8094166666,13.4074722222,4.52841666667,5.767
370.01,9.87766666665,15.5725833333,11.20375,9.92741666667,4.61016666667,5.19425,13.76275,13.3895277778,4.45316666667,5.73216666666
370.38,9.94483333333,15.5970833333,11.2956666667,10.0215,4.69783333333,5.291625,13.7743333333,13.4166388889,4.51716666667,5.74933333333
370.74,9.98708333334,15.6229166667,11.341,10.03575,4.66225,5.28583333333,13.7694166667,13.4366388889,4.48983333333,5.66975
371.10,10.031,15.7176666667,11.4525833333,10.1148333333,4.64666666667,5.25645833333,13.80975,13.5397777778,4.51366666667,5.67833333333
371.46,10.0739166667,15.7765833334,11.49125,10.1255833333,4.62608333333,5.27845833333,13.84675,13.5964166667,4.52075,5.66208333333
371.83,10.1616666667,15.8983333333,11.5875833333,10.2293333333,4.69941666666,5.36229166666,13.8623333333,13.6980277777,4.61533333333,5.74941666666
372.19,10.1731666667,15.9421666667,11.6059166667,10.2139166667,4.66391666667,5.39120833333,13.80625,13.7040277778,4.58925,5.69825
372.55,10.191,15.9225833333,11.6013333333,10.2074166667,4.62866666667,5.33283333334,13.8116666666,13.6879444444,4.579,5.61933333333
372.92,10.1155,15.9053333334,11.5308333333,10.13625,4.51841666666,5.28345833333,13.7151666667,13.6094444445,4.43383333334,5.51683333333
373.28,10.0724166667,15.90275,11.4950833333,10.1038333333,4.48383333333,5.20375,13.6665833333,13.4844166667,4.39041666667,5.46816666666
373.64,10.1041666667,15.9951666667,11.5639166667,10.12875,4.54775,5.22770833333,13.6464166667,13.51875,4.42766666667,5.46541666666
374.00,10.1606666667,16.0453333334,11.5576666667,10.1830833333,4.53391666667,5.191,13.61875,13.5174722222,4.42958333333,5.399
374.37,10.2405833333,16.1961666667,11.6451666667,10.2609166667,4.55808333333,5.21104166667,13.6963333333,13.6404166667,4.49308333333,5.47966666667
374.73,10.16725,16.1848333333,11.6291666667,10.2360833333,4.47525,5.13791666667,13.646,13.6280833333,4.40191666667,5.4575
375.09,10.1808333333,16.2088333334,11.668,10.2496666667,4.466,5.18104166667,13.6450833333,13.6593888889,4.37633333333,5.45983333333
375.45,10.23,16.272,11.7156666667,10.2981666667,4.46841666667,5.149125,13.64225,13.6442222222,4.37483333334,5.44616666667
375.81,10.3001666667,16.384,11.79175,10.3964166667,4.50016666667,5.20379166667,13.7186666666,13.7267222222,4.3905,5.48133333333
376.18,10.3366666666,16.4504166666,11.899,10.4595,4.58091666667,5.24858333333,13.8095833333,13.8128611111,4.46525,5.5265
376.54,10.35375,16.5126666667,11.9274166667,10.4541666667,4.565,5.25358333333,13.798,13.8179444444,4.42141666666,5.5295
376.90,10.4848333333,16.6124166667,12.0531666667,10.562,4.6645,5.34375,13.90525,13.9676944444,4.55666666666,5.64725
377.26,10.56275,16.7654166667,12.1165833333,10.6350833333,4.69083333333,5.382375,13.9705,14.0823333334,4.60833333334,5.73583333333
377.63,10.65475,16.824,12.1829166667,10.6869166667,4.72041666667,5.472125,14.0311666666,14.1545555556,4.665,5.803
377.99,10.72025,16.9445833333,12.3120833333,10.74075,4.8065,5.61525,14.1445833333,14.2695833333,4.74958333333,5.90616666667
378.35,10.7185833333,16.90275,12.2809166667,10.6719166667,4.772,5.55929166667,14.0974166667,14.2238888889,4.74041666667,5.83983333334
378.71,10.917,17.0630833333,12.4516666667,10.7973333333,4.93675,5.70308333333,14.243,14.3943333333,4.90166666667,5.93433333333
379.07,11.0371666667,17.1584166666,12.5515,10.8490833333,5.05333333333,5.74175,14.334,14.4907777778,5.01283333333,5.9835
379.44,11.1129166667,17.215,12.6433333333,10.8778333333,5.11625,5.75475,14.3616666667,14.5842222222,5.04616666667,6.00908333333
379.80,11.09125,17.1595,12.5846666667,10.7979166667,5.05466666667,5.65641666667,14.3470833333,14.5256111111,4.94908333333,5.89391666667
380.16,11.1560833333,17.2299166666,12.6525,10.841,5.0685,5.64229166667,14.3325833333,14.5773333333,4.96066666667,5.90825
380.52,11.1706666667,17.2491666667,12.6760833333,10.8371666667,5.03075,5.58941666667,14.3205,14.5478611111,4.91366666666,5.86991666667
380.88,11.1071666667,17.255,12.697,10.7706666666,4.95916666667,5.49891666667,14.288,14.5081111111,4.81158333333,5.77375
381.24,11.13575,17.2286666666,12.7700833333,10.7766666667,4.97316666667,5.50908333333,14.2851666666,14.5080277778,4.81316666667,5.713
381.61,11.0770833334,17.1723333333,12.7416666666,10.70525,4.90333333333,5.42583333333,14.2135,14.4356944445,4.75141666667,5.67025
381.97,11.0825,17.1351666667,12.7610833334,10.7145,4.862,5.32579166667,14.1944166666,14.4168611111,4.6635,5.55216666667
382.33,11.1220833333,17.21825,12.8456666666,10.763,4.87125,5.325875,14.2293333334,14.5144166667,4.64766666666,5.56508333333
382.69,11.0355,17.202,12.8031666667,10.6793333333,4.74158333333,5.25675,14.17625,14.4716388889,4.5535,5.48925
383.05,11.0181666667,17.18575,12.8021666667,10.6840833333,4.68858333333,5.21441666667,14.1228333334,14.4607777778,4.51916666666,5.47525
383.41,10.9864166667,17.2255,12.8424166667,10.6644166667,4.65858333333,5.25508333333,14.1458333333,14.4490833333,4.51433333334,5.49025
383.77,11.0175,17.2779166667,12.9146666667,10.6468333333,4.61583333333,5.27658333333,14.1194166667,14.4956666666,4.53358333333,5.49675
384.14,11.0368333333,17.3160833334,12.9155833333,10.6406666667,4.56983333333,5.25591666666,14.1781666667,14.5074722222,4.4905,5.47533333333
384.50,11.1091666667,17.3986666667,13.0085833333,10.721,4.62058333334,5.335,14.2451666667,14.6545277778,4.56383333333,5.52941666666
384.86,11.2301666667,17.5158333333,13.0726666667,10.8129166667,4.67441666667,5.39195833334,14.3005833333,14.7391388889,4.62458333333,5.5505
385.22,11.1881666666,17.5215,13.0708333333,10.7684166666,4.58508333333,5.30783333333,14.2654166667,14.7311111111,4.52725,5.46666666667
385.58,11.2399166667,17.5930833333,13.1518333333,10.7835,4.59383333334,5.28529166667,14.3044166667,14.8176388889,4.50216666667,5.46675
385.94,11.3156666666,17.716,13.2345833333,10.7921666667,4.61658333333,5.3645,14.3358333333,14.9249722222,4.54958333333,5.57266666667
386.30,11.3625833333,17.7731666667,13.2950833333,10.83725,4.62891666667,5.37279166666,14.38625,14.9639722222,4.55175,5.56566666667
386.66,11.45125,17.8298333333,13.3453333334,10.8761666667,4.67241666667,5.33304166667,14.3795,14.9923888889,4.55666666667,5.57733333333
387.03,11.4980833333,17.9380833334,13.4074166667,10.8678333333,4.68833333333,5.34679166667,14.4165,15.0485,4.54458333333,5.56033333333
387.39,11.5990833333,18.0091666666,13.4348333333,10.94,4.71325,5.34,14.4571666667,15.1378611111,4.58683333333,5.56841666666
387.75,11.7086666667,18.1275,13.589,11.0788333333,4.7965,5.38225,14.5480833333,15.2702222222,4.64183333333,5.63866666667
388.11,11.75175,18.1448333334,13.6140833333,11.078,4.77983333333,5.362125,14.5201666667,15.2821666667,4.64533333333,5.57691666666
388.47,11.783,18.11575,13.62575,11.05175,4.74908333333,5.330375,14.5026666667,15.28675,4.604,5.55366666667
388.83,11.7840833333,18.1119166667,13.6361666667,10.996,4.69808333334,5.26041666667,14.4731666667,15.2886388889,4.55566666667,5.51766666667
389.19,11.88225,18.1630833333,13.6745833333,11.0293333333,4.6975,5.24354166667,14.5319166667,15.3557777778,4.54175,5.50466666666
389.55,11.9389166666,18.2134166667,13.70225,11.0461666667,4.63841666666,5.2205,14.5510833334,15.3847222222,4.51741666667,5.42283333333
