wavelength,Back_ThlInom,Belly_ThlInom,Breast_ThlInom,Crissum_ThlInom,Crown_ThlInom,DorTail_ThlInom,Rump_ThlInom,Throat_ThlInom,WingTip_ThlInom
365.66,6.36116666667,19.3775,7.87325,13.045875,4.43125,8.89908333333,7.64358333334,22.3632083333,9.78616666667
366.02,6.35008333333,19.4394583333,7.89025,13.0404166666,4.42258333333,8.90725000001,7.64399999999,22.3464583334,9.68783333332
366.38,6.31758333333,19.4827916667,7.88608333333,12.9857083333,4.39733333334,8.89458333333,7.62141666666,22.3699583333,9.67358333331
366.75,6.3925,19.5825,7.907,13.000875,4.43433333333,8.89183333334,7.645,22.4285833334,9.68341666668
367.11,6.42608333333,19.633125,7.9545,13.074875,4.4755,8.95333333333,7.70300000001,22.4942083334,9.68858333334
367.47,6.34816666667,19.6595833333,7.89608333333,13.0530416667,4.44116666666,8.94883333334,7.64683333333,22.4946666667,9.58158333332
367.84,6.3665,19.737125,7.91125,13.1255,4.47,8.93374999999,7.66816666666,22.5451666667,9.64033333334
368.20,6.46225,19.8315833333,8.02741666667,13.241,4.57266666666,9.04566666668,7.70850000001,22.6962083333,9.76391666666
368.56,6.46325,19.77675,7.9885,13.2272916667,4.54958333333,9.02041666666,7.634375,22.734875,9.63799999999
368.93,6.41791666667,19.8180833333,7.93416666667,13.198375,4.54175,8.97558333332,7.61158333333,22.7567916667,9.63358333334
369.29,6.46658333333,19.8564583333,7.99316666667,13.27825,4.60633333333,8.96816666666,7.65145833334,22.794,9.64900000001
369.65,6.44708333333,19.8425833333,8.03566666667,13.2133333334,4.621,8.99816666666,7.66141666666,22.7969166667,9.66233333332
370.01,6.46925,19.8593333334,8.03266666667,13.2036666667,4.647,8.96025,7.64358333334,22.832,9.63308333334
370.38,6.47891666667,19.860125,7.98358333333,13.245875,4.65041666667,8.98383333333,7.66904166666,22.9026666667,9.57466666667
370.74,6.363,19.806,7.93791666667,13.1984583333,4.59133333333,8.86624999999,7.60000000001,22.853,9.46666666667
371.10,6.24975,19.760625,7.84725,13.0905833333,4.49166666667,8.73183333334,7.45295833333,22.7904166666,9.36341666666
371.46,6.25583333333,19.8118333333,7.90716666667,13.12225,4.51666666667,8.77141666667,7.503125,22.9137083333,9.43325000001
371.83,6.2465,19.8518333334,7.91758333333,13.1082916667,4.50816666666,8.78616666667,7.54233333334,22.9559583334,9.39291666667
372.19,6.265,19.8918333334,7.89625,13.0600416667,4.52166666667,8.77508333334,7.54545833334,22.99225,9.33916666668
372.55,6.2445,19.97775,7.95191666667,13.0944583333,4.53641666667,8.78025,7.60516666668,23.0153333333,9.37341666666
372.92,6.20716666667,19.9469583333,7.92033333333,13.0362083334,4.48758333333,8.77841666667,7.572375,22.9862083333,9.28091666666
373.28,6.269,20.0817083333,7.96641666667,13.1355416667,4.50158333333,8.86241666666,7.63416666668,23.0629583333,9.35208333334
373.64,6.35683333334,20.1512083333,8.02200000001,13.2441666666,4.55308333333,8.86900000001,7.69666666666,23.17525,9.42300000001
374.00,6.21933333333,20.182,7.95799999999,13.2165,4.41883333333,8.81200000001,7.60370833333,23.284375,9.36416666666
374.37,6.22691666667,20.212125,8.04824999999,13.2234166666,4.3955,8.77924999999,7.58316666666,23.3134583333,9.37825000001
374.73,6.30733333333,20.3565833333,8.12258333333,13.336875,4.4565,8.8685,7.677,23.4529583333,9.4935
375.09,6.3425,20.4509583334,8.19550000001,13.403625,4.485,8.90999999999,7.75158333332,23.5151666667,9.54300000001
375.45,6.35158333334,20.5055416667,8.20016666666,13.428,4.48375,8.88441666666,7.75999999999,23.5159583333,9.51866666667
375.81,6.45883333333,20.6153333333,8.29249999999,13.4867083333,4.53458333334,8.96408333333,7.83116666666,23.6294583333,9.57866666667
376.18,6.4555,20.6720416667,8.34475,13.5992916667,4.50741666666,8.96016666668,7.87791666666,23.7489166667,9.62224999999
376.54,6.51241666667,20.7595833333,8.38883333333,13.5833333333,4.52225,9.00449999999,7.90525,23.8080833333,9.65875000001
376.90,6.66633333333,20.9057083333,8.50283333333,13.73275,4.5885,9.09508333334,8.00583333332,23.963875,9.81775
377.26,6.51725,20.8059583333,8.3975,13.6012083333,4.48166666667,8.97416666667,7.87249999999,23.857,9.67966666668
377.63,6.57533333333,20.899625,8.48358333333,13.6529166667,4.52041666667,9.031,7.92845833333,23.9258333333,9.715
377.99,6.63466666667,20.9110833333,8.55591666667,13.70075,4.57125,9.05216666667,7.96391666667,23.9245416667,9.71258333332
378.35,6.65066666666,20.9839583333,8.56266666667,13.7105,4.59458333333,9.03166666667,7.96729166666,23.95575,9.71358333332
378.71,6.68058333333,21.0714583334,8.5875,13.761375,4.58616666667,9.06575,7.99554166667,24.0878333333,9.73391666666
379.07,6.6995,21.0768333334,8.5815,13.789625,4.57175,9.06175,8.02125,24.1595833333,9.77575000001
379.44,6.71441666667,21.1304583333,8.62658333332,13.83275,4.58875,9.09441666666,8.03454166668,24.2049583333,9.80633333334
379.80,6.69791666667,21.1636666666,8.64125,13.884625,4.63341666667,9.10416666667,8.023625,24.247875,9.84608333332
380.16,6.60708333333,21.0970833333,8.57166666666,13.7836666666,4.55208333333,8.99591666666,7.93441666666,24.164875,9.74508333333
380.52,6.57425,21.123625,8.5455,13.817625,4.50775,8.96391666666,7.91895833334,24.2161666667,9.70741666667
380.88,6.5455,21.198125,8.55150000001,13.8420833333,4.52283333333,8.95641666668,7.93816666668,24.2799166667,9.66691666667
381.24,6.58608333333,21.2005,8.59083333334,13.8812916667,4.5615,8.95091666666,8.00295833334,24.3281666667,9.68258333334
381.61,6.52175,21.2115833333,8.52041666667,13.8655,4.51266666666,8.89941666666,7.98133333333,24.3644583333,9.64658333333
381.97,6.62025,21.3209166667,8.60541666667,13.9809166667,4.60475,8.99333333332,8.086375,24.465125,9.77791666666
382.33,6.67833333333,21.4095416667,8.70525,14.1074166667,4.65191666667,9.1035,8.20808333333,24.6085833333,9.86924999999
382.69,6.63608333333,21.376125,8.70299999999,14.0619166667,4.606,9.04133333334,8.18445833334,24.5468333334,9.79216666667
383.05,6.55325,21.4024166667,8.67941666667,14.0109583334,4.56308333333,8.96991666668,8.11525,24.54525,9.68075000001
383.41,6.54108333333,21.411,8.65933333334,14.0072916667,4.52658333334,8.91333333332,8.08391666667,24.579375,9.62875000001
383.77,6.48433333333,21.3842083333,8.56716666666,13.9490833333,4.44425,8.84891666666,8.028625,24.5684583333,9.56875
384.14,6.57108333333,21.56075,8.66366666668,14.08,4.52883333333,8.96008333333,8.12458333333,24.6732083333,9.63916666666
384.50,6.65408333333,21.679625,8.75541666667,14.1942916666,4.61466666667,9.02433333334,8.22524999999,24.7787083334,9.74916666668
384.86,6.67066666667,21.7417916667,8.80691666666,14.2240833333,4.62416666667,9.02116666666,8.22683333333,24.8084583333,9.78758333333
385.22,6.7255,21.8855,8.86708333333,14.3133333333,4.60916666666,9.09591666667,8.240875,24.9374166667,9.81491666666
385.58,6.7285,21.8876666666,8.89274999999,14.3362916667,4.56975,9.08266666667,8.208625,24.9145,9.76941666668
385.94,6.7605,21.9619166667,8.92691666667,14.36125,4.55283333334,9.08399999999,8.20429166667,24.965,9.75549999999
386.30,6.80766666667,22.028125,8.95925000001,14.4149583333,4.59366666667,9.10241666667,8.219375,24.9923333333,9.78341666665
386.66,6.829,22.0839583334,8.99049999999,14.4509583333,4.62708333333,9.11291666666,8.22837499999,25.06275,9.82241666666
387.03,6.89275,22.1752083333,9.04891666667,14.5342916666,4.68491666667,9.18366666667,8.32133333333,25.1552083334,9.88633333333
387.39,6.976,22.2835,9.12400000001,14.6384583333,4.781,9.27300000001,8.43125,25.234875,9.96983333335
387.75,7.04383333333,22.416,9.24166666667,14.7367083333,4.85325,9.30791666666,8.50425000001,25.3544166667,10.0130833333
388.11,7.02758333333,22.3614583333,9.22824999999,14.7126666667,4.80966666666,9.25266666667,8.46275000001,25.381875,9.97649999998
388.47,7.01341666667,22.3644583333,9.23624999999,14.6887916667,4.79,9.24141666667,8.43666666666,25.4075416667,9.94625000002
388.83,6.933,22.32,9.16791666666,14.667,4.7145,9.19216666667,8.37425000001,25.4394583334,9.83375
389.19,6.92208333333,22.3729166666,9.17408333333,14.6790833333,4.74108333333,9.19108333333,8.37716666667,25.5067916667,9.83133333333
389.55,6.94825,22.5060416667,9.24508333334,14.7245,4.77733333333,9.24708333334,8.45491666666,25.608,9.87858333333
389.91,6.9505,22.5072916666,9.24791666667,14.7097083334,4.783,9.25058333333,8.49695833334,25.6533333334,9.86891666668
390.27,6.93958333333,22.5508333333,9.22500000001,14.6884166666,4.74233333333,9.21958333334,8.50820833333,25.66975,9.85541666665
390.63,6.98591666667,22.594,9.23908333334,14.733875,4.76033333333,9.25416666666,8.54054166668,25.729625,9.87016666668
391.00,7.03558333333,22.6424583333,9.269,14.8060416667,4.763,9.28483333333,8.54537499999,25.7800416667,9.91291666665
391.36,6.98991666666,22.6121666667,9.23866666668,14.7682916667,4.6995,9.23891666667,8.47975,25.777,9.86358333333
391.72,6.989,22.6289583333,9.23483333333,14.7945833333,4.68316666667,9.25208333333,8.47733333334,25.800625,9.86033333333
392.08,7.00616666667,22.699125,9.24533333333,14.8231666666,4.70091666667,9.28241666666,8.50612499999,25.8563333334,9.86916666665
392.44,7.03908333334,22.758375,9.25441666666,14.87775,4.73491666667,9.26349999999,8.52133333333,25.9264166666,9.88549999999
392.80,7.11683333334,22.8410416667,9.33616666667,14.9347083333,4.81833333333,9.30508333332,8.60741666667,25.9819583333,9.95783333333
393.16,7.14483333333,22.869125,9.39316666667,14.9746666667,4.81833333333,9.32449999999,8.63708333333,26.0446666667,9.99858333333
393.52,7.13925,22.8409583333,9.38775000001,14.9878333334,4.82591666667,9.28458333334,8.61220833333,26.0565416666,9.98383333333
393.88,7.05508333333,22.8000416667,9.33658333333,14.9762083333,4.72891666667,9.19408333334,8.54475,25.997375,9.92724999999
394.24,7.0505,22.8393333333,9.37725,15.0036666667,4.74958333333,9.19383333332,8.52825000001,26.0855833333,9.91433333333
394.60,7.0755,22.91675,9.43675,15.043,4.75841666667,9.22541666666,8.56391666666,26.1391666666,9.93866666667
394.96,7.06566666667,22.9488333333,9.44675,15.0661666667,4.76683333333,9.20824999999,8.56204166666,26.1528333333,9.93466666667
395.32,7.04941666667,23.0355416667,9.48925000001,15.0995,4.77925,9.19366666666,8.56104166668,26.240875,9.94241666668
395.68,7.04725,23.077625,9.52025,15.0949166667,4.7585,9.17333333333,8.54762500001,26.2810416667,9.94933333333
396.04,7.00033333333,23.1032083333,9.50649999999,15.0693333333,4.693,9.11875000001,8.51354166667,26.2880416667,9.91808333332
396.40,6.98716666667,23.1802916666,9.51883333333,15.051125,4.6585,9.15116666666,8.52183333334,26.3319166667,9.89658333334
396.76,7.0305,23.2632083333,9.57150000001,15.1379583333,4.655,9.18933333334,8.55366666667,26.439375,9.91383333334
397.12,7.04733333333,23.3327083333,9.59683333333,15.1383333333,4.67133333333,9.16991666668,8.58508333333,26.4759166667,9.90233333334
397.48,7.09191666667,23.4295416667,9.61041666668,15.2025833334,4.69466666667,9.20625000001,8.62845833334,26.5487083333,9.90591666668
397.84,7.1825,23.6029583333,9.69724999999,15.2975416666,4.80533333333,9.31516666666,8.71929166667,26.6887916667,9.97058333333
398.20,7.20416666667,23.6202916667,9.71025000001,15.3333333333,4.79058333334,9.32875,8.74225,26.7020833333,9.98008333333
398.56,7.17858333333,23.6335416667,9.72366666667,15.3628333333,4.79533333333,9.28191666666,8.737375,26.7138333333,9.97058333332
398.92,7.20083333333,23.6649166667,9.73975,15.365375,4.81133333333,9.28766666668,8.74316666666,26.7291666667,9.97024999999
399.28,7.26716666667,23.7221666667,9.749,15.392625,4.83091666666,9.312,8.78625000001,26.8175,9.98466666668
399.64,7.227,23.751375,9.73241666667,15.3974166667,4.78808333333,9.294,8.76849999999,26.8075416666,9.93475000001
400.00,7.29516666666,23.8589166667,9.81874999999,15.493875,4.87425,9.36766666666,8.85487500001,26.9289583333,10.0224166667
400.36,7.3255,23.8992083333,9.85958333333,15.5892083333,4.90666666667,9.35991666667,8.874375,27.004125,10.05075
400.72,7.29208333333,23.8983333333,9.84041666666,15.552875,4.89391666667,9.35149999999,8.84600000001,27.008625,10.053
401.08,7.30908333333,23.9707916667,9.86233333333,15.626625,4.90933333334,9.39041666667,8.86370833333,27.057625,10.0864166667
401.44,7.32558333334,24.0384166667,9.90275,15.654625,4.92758333333,9.40791666667,8.87025000001,27.1314583333,10.1228333333
401.80,7.28725,24.0438333333,9.89158333334,15.6265,4.87241666666,9.34775,8.81779166667,27.1585,10.0898333333
402.16,7.26475,24.1022916667,9.90441666668,15.6471666667,4.87391666667,9.34541666666,8.80866666668,27.21825,10.0759166667
402.52,7.22508333333,24.128625,9.88049999999,15.64075,4.80975,9.31341666667,8.76570833334,27.2745833333,10.0169166667
402.88,7.23216666667,24.1834583333,9.93675000001,15.6715833334,4.79283333333,9.32758333333,8.80025,27.3592916667,10.0018333333
403.24,7.22791666667,24.235625,9.99541666666,15.7262916666,4.7965,9.34791666667,8.81620833332,27.3985,10.0284166667
403.60,7.25141666667,24.26125,10.0025833333,15.7668333333,4.83066666667,9.32725000001,8.83845833333,27.40375,10.03925
403.95,7.27766666667,24.299375,10.0405833333,15.8325416667,4.84266666667,9.3455,8.83529166666,27.438,10.0435833333
404.31,7.23833333333,24.2985416667,10.0236666667,15.77525,4.7875,9.32041666667,8.80366666667,27.4209166667,10.0029166667
404.67,7.25083333334,24.3609583333,10.0613333333,15.8195,4.79333333333,9.29783333334,8.81604166667,27.46125,10.0038333333
405.03,7.25108333333,24.3773333333,10.0634166667,15.8312083333,4.78433333333,9.29116666668,8.81895833334,27.507875,9.99950000002
405.39,7.25016666667,24.3910416667,10.0903333333,15.836875,4.76441666667,9.29866666668,8.818875,27.5495833334,9.99566666665
405.75,7.27125,24.44475,10.1268333333,15.875,4.76733333334,9.30175,8.861375,27.6411666667,10.0216666667
406.11,7.25333333333,24.44575,10.1104166667,15.8685,4.72741666667,9.25666666666,8.84066666666,27.6615833333,10.0114166667
406.47,7.33575,24.5178333334,10.1633333333,15.9089166667,4.77383333334,9.32058333334,8.89295833334,27.7277916666,10.0979166667
406.83,7.35658333333,24.58225,10.2021666667,15.9511666667,4.79783333333,9.32116666666,8.90579166666,27.7924583333,10.1303333333
407.19,7.35633333333,24.5946666666,10.2088333333,15.960875,4.78908333333,9.29275000001,8.91074999999,27.790125,10.1156666667
407.55,7.38358333334,24.67175,10.29175,16.002,4.79941666667,9.32166666668,8.94216666667,27.902625,10.144
407.90,7.34541666667,24.6894166667,10.2418333333,15.9589583333,4.73833333333,9.24675000001,8.91029166668,27.9074583333,10.0931666666
408.26,7.33791666667,24.7434166666,10.2794166667,16.0072916667,4.734,9.25383333332,8.931,27.9617916667,10.1099166667
408.62,7.30925,24.7515833333,10.242,16.0242916667,4.7005,9.23191666666,8.90795833334,27.981875,10.0865833333
408.98,7.33208333333,24.803625,10.3059166667,16.062875,4.73058333333,9.25408333332,8.92679166667,28.04025,10.09925
409.34,7.3255,24.8864166667,10.33275,16.1211666667,4.71758333333,9.22408333333,8.93483333333,28.0758333333,10.1096666667
409.70,7.3515,24.9594583333,10.3851666667,16.1795,4.75083333333,9.23649999999,8.944375,28.0667083333,10.1034166667
410.06,7.36391666667,25.0247916667,10.4139166667,16.2331666666,4.75408333334,9.25499999999,8.94358333332,28.0982916667,10.0933333333
410.42,7.35391666667,25.0508333333,10.44225,16.2614583333,4.75166666667,9.24625000001,8.94237499999,28.1097916667,10.0620833333
410.77,7.38883333333,25.1189166667,10.4765833333,16.3042916666,4.77466666667,9.27958333333,8.98475000001,28.1352083334,10.0781666667
411.13,7.44608333333,25.1966666667,10.54425,16.3678333333,4.813,9.33491666667,9.03245833332,28.225375,10.1209166667
411.49,7.47533333333,25.2424583334,10.5551666667,16.4094166666,4.82133333333,9.35391666667,9.05470833334,28.2551666667,10.1374166667
411.85,7.56525,25.3509166667,10.674,16.5060833333,4.91325,9.43425,9.14575,28.3651666667,10.2270833333
412.21,7.61325,25.4250416667,10.7259166667,16.570875,4.957,9.45175,9.19025,28.4401666667,10.2605833333
412.57,7.68891666666,25.5593333333,10.8550833333,16.6610833333,5.007,9.51758333334,9.27241666667,28.57,10.3338333333
412.92,7.68691666666,25.6211666667,10.8559166667,16.6849583333,4.96891666667,9.46824999999,9.26745833333,28.5821666667,10.30825
413.28,7.69866666667,25.6484166667,10.8691666667,16.69225,4.9685,9.466,9.27279166666,28.63,10.27925
413.64,7.71025,25.6795416667,10.8930833334,16.710125,4.97191666667,9.48074999999,9.29425000001,28.7202916666,10.3056666667
414.00,7.76966666667,25.7495833333,10.9605,16.7700416667,5.00525,9.51433333333,9.34645833332,28.7841666667,10.3325833333
414.36,7.77433333333,25.8495,11.0023333334,16.842,5.01716666667,9.53274999999,9.37145833333,28.8419166667,10.3484166667
414.72,7.69316666667,25.8617916667,10.9890833334,16.8290416666,4.95975,9.47016666667,9.30108333333,28.86525,10.298
415.07,7.68,25.9246666667,11.027,16.86975,4.951,9.46675000001,9.30741666666,28.9173333334,10.3040833333
415.43,7.68075,25.969625,11.06775,16.910875,4.96591666667,9.46716666667,9.30670833334,28.9725833333,10.3009166667
415.79,7.60866666667,25.98425,11.0538333333,16.903375,4.904,9.41666666667,9.24895833332,28.9599166667,10.2373333333
416.15,7.57666666667,26.0042083333,11.0496666667,16.8969166667,4.85733333333,9.38191666668,9.20445833333,28.9499166666,10.2019166667
416.51,7.60766666667,26.049,11.0838333333,16.928375,4.865,9.38324999999,9.21204166668,28.9755833334,10.2060833333
416.86,7.63825,26.1208333333,11.1344166667,16.9634166667,4.89,9.44308333334,9.23937500001,29.0464166666,10.2558333333
417.22,7.64866666667,26.1669166667,11.1616666667,17.0160416667,4.88625,9.46433333333,9.24799999999,29.0787083334,10.2516666666
417.58,7.63741666667,26.2217916667,11.1731666667,17.05825,4.86475,9.46441666667,9.236375,29.10875,10.2468333333
417.94,7.64408333333,26.2587083334,11.1999166667,17.068125,4.87441666667,9.44408333333,9.256875,29.1259583333,10.26525
418.29,7.6245,26.245875,11.1925833333,17.034625,4.82466666667,9.40908333334,9.23441666666,29.120875,10.233
418.65,7.67483333333,26.2917916667,11.2381666667,17.0692083334,4.84433333333,9.442,9.27195833333,29.1614166666,10.26325
419.01,7.68308333334,26.321625,11.2554166667,17.0827916666,4.84,9.43316666666,9.27433333332,29.1871666667,10.2753333333
419.37,7.67975,26.3700416667,11.2695833333,17.099,4.82558333334,9.42383333334,9.27458333334,29.2200833333,10.271
419.73,7.70333333333,26.4116666667,11.2941666667,17.1330416667,4.841,9.44825000001,9.30099999999,29.2515416667,10.2831666667
420.08,7.72725,26.4925,11.338,17.1697916667,4.85458333334,9.46566666666,9.32612499999,29.31125,10.29275
420.44,7.71083333333,26.508875,11.3571666667,17.1868333334,4.85408333333,9.46133333334,9.32470833334,29.3313333333,10.2796666666
420.80,7.722,26.5400416667,11.387,17.2200833333,4.87016666667,9.44733333333,9.33620833333,29.35925,10.2803333333
421.16,7.73483333333,26.594,11.4245,17.24425,4.8715,9.43833333334,9.35679166668,29.4130833333,10.3024166667
421.51,7.74175,26.6357083333,11.4665833333,17.2583333333,4.87133333333,9.43433333334,9.37625000001,29.433875,10.3074166667
421.87,7.72441666667,26.6723333333,11.48275,17.2827083333,4.84916666667,9.43841666666,9.37179166666,29.474,10.28425
422.23,7.73666666667,26.732375,11.5230833333,17.3343333333,4.86891666667,9.44333333332,9.39862500001,29.5419166666,10.2905833333
422.58,7.74783333333,26.8219583333,11.5678333333,17.3830416667,4.88075,9.45541666666,9.42150000001,29.6183333334,10.3083333333
422.94,7.7655,26.894125,11.5820833333,17.4290416667,4.88075,9.45683333334,9.43129166666,29.663125,10.2930833334
423.30,7.78058333333,26.9518333334,11.62025,17.469875,4.89391666666,9.46566666666,9.45429166666,29.721125,10.3069166667
423.66,7.7995,27.0315,11.67025,17.5264583333,4.90083333334,9.487,9.47799999999,29.8005833333,10.3299166667
424.01,7.80608333333,27.046875,11.6889166667,17.5545416667,4.90766666666,9.48325000001,9.48233333333,29.8104583333,10.3296666667
424.37,7.82483333333,27.1293333334,11.7218333333,17.6017916667,4.91016666667,9.49391666668,9.50533333333,29.84775,10.348
424.73,7.79633333333,27.16475,11.7276666667,17.6208333333,4.87766666667,9.47441666667,9.49299999999,29.885125,10.3203333333
425.08,7.78258333333,27.1909583333,11.74775,17.6399166667,4.86741666667,9.4845,9.4845,29.899125,10.313
425.44,7.80641666667,27.2402083334,11.78025,17.678625,4.87991666667,9.49708333334,9.50104166668,29.9657916666,10.324
425.80,7.83575,27.3276666666,11.8318333333,17.73575,4.90166666667,9.50375000001,9.51354166667,30.0335416667,10.3459166667
426.16,7.88241666666,27.4160833334,11.88525,17.805125,4.93783333333,9.53174999999,9.54466666667,30.0911666667,10.3826666667
426.51,7.90083333333,27.456875,11.91125,17.8529166667,4.93816666666,9.53325,9.55695833333,30.1149583333,10.37875
426.87,7.91325,27.500375,11.9734166667,17.9077083333,4.959,9.55983333334,9.5825,30.1735,10.4006666667
427.23,7.96391666667,27.5809166667,12.0441666667,17.9785416667,4.991,9.60633333334,9.62879166666,30.2495,10.4348333333
427.58,7.98375,27.626875,12.085,18.0175416667,5.0125,9.60733333333,9.63945833334,30.2961666667,10.431
427.94,8.00658333333,27.7064166667,12.1583333333,18.090375,5.02641666667,9.62475000001,9.66691666666,30.4030416667,10.454
428.30,8.014,27.7623333333,12.1946666667,18.1187916667,5.03108333333,9.61266666665,9.66466666668,30.46525,10.4390833333
428.65,8.06,27.8295416667,12.2799166667,18.1829166667,5.06733333334,9.63308333333,9.70470833332,30.536625,10.466
429.01,8.113,27.9290833334,12.3306666667,18.2529583333,5.094,9.64225000002,9.74387499999,30.6260416667,10.4808333333
429.37,8.12225,28.01025,12.3841666667,18.3276666666,5.11925,9.65033333332,9.76112500001,30.680125,10.5024166667
429.72,8.13158333333,28.0636666667,12.4270833333,18.3830416667,5.133,9.66500000001,9.78841666667,30.7464583333,10.5204166667
430.08,8.13558333333,28.1440416667,12.47775,18.4429583333,5.13841666667,9.68899999999,9.81699999999,30.841125,10.5498333333
430.44,8.16008333333,28.1804166667,12.5245,18.48675,5.13116666666,9.71575,9.83558333334,30.9042916667,10.5694166667
430.79,8.18425,28.243375,12.5916666667,18.5388333333,5.155,9.7415,9.86179166666,30.969875,10.5969166667
431.15,8.15833333333,28.296125,12.6055,18.569125,5.12783333333,9.72058333332,9.84225000001,30.9878333333,10.5780833333
431.50,8.14933333333,28.337125,12.638,18.6040833334,5.1185,9.71391666666,9.84891666668,31.03725,10.58375
431.86,8.16958333333,28.36575,12.6574166667,18.62675,5.11691666667,9.72458333333,9.86091666667,31.0309166667,10.5990833333
432.22,8.15975,28.3739166667,12.6823333333,18.6605416666,5.10966666667,9.73925000002,9.88154166666,31.0668333334,10.596
432.57,8.15425,28.4234166667,12.6916666667,18.6981666666,5.09008333334,9.74600000001,9.88458333334,31.1009583333,10.5955833333
432.93,8.14541666667,28.4639583333,12.72675,18.7309166667,5.09741666667,9.74258333332,9.88308333333,31.1466666666,10.59375
433.29,8.1585,28.528875,12.7473333333,18.7691666667,5.09233333334,9.74558333334,9.88683333334,31.1960833333,10.58475
433.64,8.17075,28.5515833333,12.7665,18.7897083333,5.09316666667,9.74049999999,9.899125,31.219875,10.59
434.00,8.17858333333,28.595875,12.8056666667,18.815375,5.10616666667,9.72150000002,9.90104166668,31.2559583334,10.5899166667
434.35,8.15775,28.6284583334,12.8090833333,18.82925,5.11141666667,9.68766666667,9.89233333333,31.257875,10.5645
434.71,8.1235,28.650375,12.7980833334,18.8337916667,5.06633333333,9.64916666666,9.86166666667,31.2519583334,10.5275833333
435.07,8.15291666666,28.6973333333,12.83975,18.8710833333,5.08491666667,9.64958333333,9.88829166667,31.2980416667,10.5535
435.42,8.17916666667,28.734125,12.88325,18.9037916667,5.09475,9.65491666668,9.90062500001,31.3190833333,10.5609166667
435.78,8.18708333333,28.8081666667,12.9386666667,18.9595416667,5.11483333334,9.65016666667,9.93395833333,31.4068333334,10.5643333333
436.13,8.21633333334,28.8790833333,12.98825,19.0075,5.131,9.65291666665,9.95329166667,31.438875,10.5886666667
436.49,8.29741666667,28.9710833334,13.07775,19.0750833334,5.20216666667,9.69749999999,10.0165833333,31.5099166667,10.65025
436.84,8.3385,29.062,13.15025,19.1435416667,5.24591666666,9.74433333333,10.0754583333,31.5644583334,10.7011666666
437.20,8.32758333333,29.1022083333,13.19325,19.1545833334,5.23725,9.73491666666,10.0849166667,31.603875,10.6921666667
437.56,8.33716666667,29.1893333333,13.2400833333,19.2047083333,5.23633333333,9.74616666668,10.087875,31.6642083333,10.6890833333
437.91,8.32883333333,29.232375,13.2575833333,19.236375,5.21066666667,9.76458333334,10.0803333333,31.684625,10.6610833333
438.27,8.35591666666,29.3195416667,13.33825,19.3021666667,5.2395,9.79566666667,10.1136666667,31.7740833333,10.7023333333
438.62,8.38658333333,29.3919583333,13.3874166666,19.3369166667,5.25583333333,9.81900000001,10.1439166667,31.8294583334,10.7205833333
438.98,8.37383333333,29.45375,13.42125,19.3953333333,5.24608333333,9.83599999999,10.147,31.883625,10.7126666667
439.33,8.37325,29.5131666667,13.439,19.430125,5.23541666667,9.82874999998,10.1550416667,31.9363333333,10.7160833333
439.69,8.3905,29.5819583333,13.49175,19.4795833333,5.24325,9.84666666667,10.1622083333,31.9844166667,10.7343333333
440.04,8.41325,29.6725833333,13.5448333333,19.5189166667,5.26525,9.86325,10.1696666667,32.073625,10.7378333333
440.40,8.37941666667,29.699125,13.55325,19.535,5.22858333333,9.84674999998,10.156625,32.102875,10.7065
440.75,8.35325,29.7033333333,13.5661666667,19.5392083333,5.19625,9.81349999998,10.1335,32.122625,10.6705833333
441.11,8.38591666667,29.729875,13.5979166667,19.5964583334,5.22033333333,9.84566666665,10.1662916667,32.157625,10.6881666667
441.47,8.40916666667,29.798375,13.662,19.64825,5.23016666667,9.84824999998,10.1860416667,32.2275,10.71625
441.82,8.43800000001,29.859375,13.7220833333,19.6947916666,5.25608333333,9.85516666667,10.2261666667,32.2859583333,10.743
442.18,8.44241666667,29.9316666667,13.75,19.7364166667,5.25433333333,9.85291666666,10.2484583333,32.3332083333,10.7555
442.53,8.43708333333,29.9916666666,13.7845833333,19.782875,5.26258333333,9.84433333334,10.2628333333,32.3950833333,10.7525833333
442.89,8.46358333334,30.045375,13.8316666667,19.8344583333,5.2945,9.84858333334,10.2869583333,32.4342083333,10.75625
443.24,8.49116666667,30.14875,13.9059166667,19.9072083333,5.32058333333,9.87425,10.3279166667,32.5385416667,10.77275
443.60,8.50316666667,30.2214166667,13.9464166667,19.9639166667,5.32841666667,9.87966666667,10.3525416667,32.6165416667,10.7765
443.95,8.50841666668,30.2614166666,13.9845,20.0142083333,5.32091666667,9.88258333333,10.3775416667,32.6294583333,10.7951666667
444.31,8.4955,30.2893333334,14.0113333333,20.04525,5.31458333333,9.87116666668,10.36775,32.6244583333,10.7770833333
444.66,8.50908333333,30.3678333333,14.0479166667,20.1170833333,5.31483333333,9.87533333332,10.372,32.6672916667,10.7890833333
445.02,8.50758333334,30.4551666667,14.0958333333,20.1635833333,5.30083333333,9.86616666667,10.3767916667,32.7219166667,10.79125
445.37,8.49474999999,30.4485,14.1028333333,20.1677083333,5.29441666667,9.85858333333,10.3710833333,32.71175,10.7655
445.72,8.48683333333,30.4771666667,14.1231666667,20.1811666667,5.28525,9.84000000001,10.3517916667,32.7239583333,10.7468333333
446.08,8.49791666667,30.5199583333,14.1494166667,20.2190833333,5.281,9.84941666667,10.35725,32.765,10.7379166667
