wavelength,Back_ThlInom,Belly_ThlInom,Breast_ThlInom,Crissum_ThlInom,Crown_ThlInom,DorTail_ThlInom,Rump_ThlInom,Throat_ThlInom,WingTip_ThlInom
204.98,75.8332499999,134.58325,68.3333333335,163.750083333,167.499916667,136.389,82.6387916667,149.305583333,196.66675
205.36,114.333333333,171.0,110.0,224.833333333,227.333333334,185.666666666,124.0,202.166666667,242.666666667
205.74,124.999916667,158.333333333,122.413833333,224.425458333,217.816083333,194.540083333,134.195541667,181.896541667,227.011666667
206.12,155.072583333,188.405666667,135.50725,265.398541667,259.058083333,216.3045,146.73925,217.39125,248.1885
206.50,155.74725,175.574583333,143.678,242.816125,233.333416667,208.620583333,141.379333333,187.212708334,231.32175
206.87,154.26825,151.219625,141.260083333,201.52425,183.943,180.69125,128.04875,160.4675,194.715416667
207.25,141.5205,134.356708333,128.070166667,172.441416667,151.608083333,157.309833333,115.862625,141.593666667,168.713583333
207.63,135.12825,132.243583333,126.282166667,159.422958333,143.076916667,150.384666667,111.794958333,132.371708333,156.794833334
208.01,122.181333333,121.139791667,116.544,149.693583334,134.191166667,141.911833333,104.289208333,121.691333333,146.446083333
208.39,111.214,109.722208333,103.086333333,127.31475,121.707833333,123.868333333,94.3414166666,106.790083333,129.83525
208.77,109.424583333,100.000166667,96.8254999999,117.311625,114.285833333,121.4285,83.9286249999,99.7025416667,121.726166667
209.14,114.711916667,111.934166667,104.732416667,127.5205,127.1605,133.333416666,90.0719583334,107.3045,131.275833333
209.52,113.245583334,114.912125,107.45625,123.5965,122.719416667,126.666666667,93.1578333332,106.140416667,128.859833333
209.90,117.753583334,118.523583333,109.7825,125.452833333,126.358666667,127.62675,97.7809166667,111.458375,134.78275
210.28,122.499916667,123.287166667,118.0555,132.268458333,133.981416666,138.0555,108.749875,115.648125,145.64825
210.66,132.0,134.055458333,125.555666667,146.388875,145.444416666,151.444416667,119.111125,121.999916667,156.777833333
211.03,141.406416667,145.507916667,136.849,167.7085,166.536583334,158.854333333,127.213791667,126.497541666,175.7815
211.41,160.606083333,163.712,159.697083333,187.121166667,194.696916666,182.12125,139.090833333,140.681875,196.818166667
211.79,162.28075,161.622916667,162.280666667,185.526375,197.222166667,184.0645,146.710458333,143.274875,194.444416666
212.17,230.18,221.50925,222.297333333,246.396291667,270.946,245.045166667,198.198,185.360458333,275.900833333
212.55,254.022916667,224.856375,231.896583333,260.057375,298.563166667,269.540416667,203.735708334,195.8335,294.252916667
212.92,229.166666667,206.398833333,215.47625,235.863,276.488166666,260.71425,191.369041667,173.363208333,264.880916667
213.30,236.5385,181.089708333,199.359,226.442125,268.91025,241.666666667,184.615208333,173.397458333,264.102666666
213.68,2279.16666667,1664.58333333,1725.0,2208.33333333,2900.0,2558.33333334,1754.16666667,1602.08333333,2745.83333334
214.06,-231.770833333,-147.135416666,-168.229166667,-232.8125,-307.291666667,-288.020833333,-175.260416667,-165.104166666,-293.229166667
214.44,-134.259083333,-82.7158749999,-87.3456666666,-129.012458333,-172.839416667,-151.234583333,-86.728375,-84.2593333333,-166.66675
214.81,-1118.33333333,-757.5,-830.0,-1022.5,-1311.66666667,-1121.66666666,-781.666666666,-879.166666668,-1280.0
215.19,-809.722249999,-481.944541667,-570.83325,-675.694333334,-925.000083333,-811.111083334,-533.333208333,-629.861083333,-920.833166666
215.57,-332.5,-150.0,-200.0,-253.75,-414.166666667,-270.833333333,-217.083333333,-233.333333333,-426.666666667
215.95,-621.666666667,-326.666666666,-321.666666667,-490.833333333,-751.666666667,-410.0,-373.333333333,-425.833333333,-821.666666666
216.32,1263.88883333,747.222083333,652.777666666,1070.83333333,1469.44441667,969.444416667,925.000041666,1023.61104167,1522.22216667
216.70,-527.380916667,-358.333541667,-284.52375,-493.452333334,-651.190416668,-392.857083333,-444.642916667,-431.547666666,-641.666666666
217.08,-522.618916666,-352.976166667,-226.1905,-489.285708333,-636.904666668,-335.714083333,-418.4525,-395.833375,-664.28575
217.46,893.75,614.583333332,383.333333334,816.666666666,1075.0,602.083333333,693.749999999,587.5,1116.66666667
217.83,337.222166667,230.555541667,174.999916667,300.000083334,363.888833333,229.999916666,264.444333333,209.999916667,351.111083333
218.21,191.987083333,116.185833333,90.7051666667,165.064291666,209.294916667,110.897333333,138.942291667,103.365541667,195.192333333
218.59,114.5425,64.134,56.6993333332,105.310541667,119.444333333,67.6470833332,88.8890000001,60.7842916666,108.496833334
218.97,93.109,44.5512916667,44.8716666667,90.3045,94.8718333333,50.641,72.8366250001,39.1025,88.9424166668
219.34,97.5758333333,62.272625,55.9091666667,103.18175,100.909083333,64.9999166667,89.6968750001,52.1969166667,100.4545
219.72,105.98975,74.934875,66.5366666667,108.333416666,97.9167499999,84.8959166667,96.0287083334,64.8439166666,110.02625
220.10,117.91675,77.0832499999,73.8888333334,114.444458333,105.138833333,96.8056666667,101.319416667,71.1110416667,112.36125
220.47,113.58975,76.1537499999,83.5896666666,113.012958333,112.179416667,92.3076666666,95.5127916667,68.5897500001,112.564083333
220.85,120.956083333,78.4313750001,100.73525,118.750041667,122.549,104.044,98.5294583333,81.1273750001,122.549166666
221.23,133.105083333,89.2693333333,120.547916667,125.4565,132.53425,121.917916667,108.675958334,98.1735833332,132.077666666
221.61,181.918166667,121.305041667,168.71075,179.009541667,178.301833333,170.5975,155.031375,136.006291667,186.0065
221.98,183.333333333,120.277875,180.18525,183.889041667,187.963,179.4445,159.16675,139.166708333,202.77775
222.36,238.888916667,162.121458333,248.989916667,243.43425,247.474666666,244.444583333,214.141625,186.742375,261.616
222.74,625.7575,473.106208333,695.454666667,611.742375,716.666833333,698.484916667,583.712166667,548.863666667,718.182083333
223.11,-333.333416666,-263.426,-360.185083334,-312.731416667,-398.611166667,-387.500083334,-320.833416666,-299.074041667,-381.944416667
223.49,-207.971166667,-137.681041667,-226.8115,-161.232041667,-247.826,-238.043583333,-188.22475,-178.442166666,-229.347916667
223.87,-62.5888333333,-23.1382916667,-67.0214166667,-37.1453333333,-89.5389166667,-74.82275,-59.663,-56.560375,-64.7163333333
224.24,-30.74725,-6.39379166667,-37.5,-19.6837916667,-63.50575,-50.1435833334,-43.534375,-40.3735833333,-45.83325
224.62,-20.76925,1.47416666666,-22.8203333333,-10.705125,-44.4871666666,-41.41025,-36.987125,-34.8717083333,-30.2564166667
225.00,-6.69391666669,3.27875000001,-9.15308333333,-6.07933333332,-34.0165,-38.11475,-30.5327083333,-26.7075833334,-26.2293333333
225.38,8.99458333333,11.0449166667,1.19050000002,1.851875,-24.4709166667,-22.4866666667,-27.3809166667,-13.1612083333,-17.8570833333
225.75,11.50225,5.57495833335,-1.99525,9.800375,-24.6479166667,-18.4271666667,-25.3519583333,-16.25575,-7.62925
226.13,-2.44241666668,-4.741375,-18.1035,-7.18395833333,-43.6781666667,-38.7930833333,-47.84475,-39.0805833333,-18.9655833333
226.51,-3.45908333332,-9.90554166668,-20.2829166666,-9.74845833333,-47.1699166667,-39.7799166667,-56.60375,-46.6195,-25.9435
226.88,-2.27266666665,-4.69695833332,-18.9394166667,-15.6060833333,-36.0606666667,-33.7879166666,-56.0605,-41.21225,-14.24225
227.26,-0.132166666667,-0.198416666675,-10.7143333333,-10.9787916667,-25.7936666667,-18.3863333333,-42.724875,-28.6374583333,-3.04216666668
227.64,-4.21958333332,-6.53995833334,-8.12233333332,-19.9895833333,-24.7890833333,-18.2489166667,-34.863,-21.941,-5.27433333335
228.01,-7.31491666666,-12.3612916667,-10.5555833334,-26.1575,-25.83325,-20.3704166667,-31.4815,-19.027875,-5.74075
228.39,-5.67549999998,-4.92104166667,-8.11783333334,-18.6063333334,-15.5171666667,-9.48258333333,-20.5459583333,-8.36912499998,-2.22691666667
228.76,-6.56941666666,-5.20083333335,-9.06325000001,-18.9780833333,-12.8345,-9.42816666666,-17.1531666667,-6.99520833333,-1.5815
229.14,0.230249999992,2.094875,-1.42725,-8.58641666666,-4.37383333333,0.598416666668,-7.15916666667,0.713583333333,7.96491666666
229.52,-2.472,2.07345833334,-0.91691666665,-8.59258333333,-3.54866666667,2.39241666667,-4.88454166667,-0.219250000001,9.29016666668
229.89,-5.14941666667,2.39775,-1.72966666665,-10.062875,-4.04866666667,2.24058333333,-4.166625,0.707416666666,7.036
230.27,-3.38433333333,3.38425,1.38275,-6.93229166666,-0.545916666668,5.93166666666,-0.127333333332,3.49345833333,7.42366666667
230.65,0.885916666665,7.52954166667,5.87274999998,-1.19758333333,3.24791666666,9.38333333335,4.85558333332,7.02104166667,10.5643333333
231.02,0.643499999992,6.32258333333,5.37316666666,-1.834,2.12358333334,8.62300000001,4.84233333333,5.64691666667,8.04366666667
231.40,1.09283333332,5.65233333333,4.43991666666,-2.73229166667,0.819666666667,6.96716666668,3.34708333333,4.84979166667,5.08875
231.78,1.86716666666,7.831875,5.63625,-0.363083333333,1.34858333333,8.05674999999,3.527,6.15483333332,6.01641666668
232.15,0.553500000001,7.52095833333,4.14925,-1.31391666666,1.69441666667,8.29866666666,3.23304166668,4.61616666667,3.38875
232.53,3.06833333333,8.1415,7.636,1.97,4.49791666666,10.1464166667,7.75799999999,7.06058333332,6.41574999999
232.90,4.6785,9.02775,8.44308333334,3.01533333334,5.04383333334,10.6359166667,8.64387500001,8.53420833334,6.83475
233.28,2.12416666667,6.69941666666,5.31049999998,-0.367583333334,3.51316666666,6.41333333334,6.352125,5.10629166667,1.26625000001
233.66,4.35691666667,7.69883333333,6.89508333334,1.6285,6.85266666669,4.61074999999,7.02208333333,8.840875,2.07274999999
234.03,9.17466666666,11.37825,10.9374166667,4.84775,10.4969166667,7.37183333335,8.29324999999,11.538375,5.60916666667
234.41,11.2385,11.2385,9.59491666667,6.02066666667,9.40375,5.27525000001,7.91299999999,12.7865416667,7.33949999998
234.78,7.38991666668,4.59900000001,4.00941666666,1.651125,3.38041666667,0.668166666657,4.20591666667,9.39479166667,3.61633333333
235.16,9.38858333333,9.06091666667,7.13249999999,6.16824999999,5.313,4.18508333334,7.18704166666,11.8995416667,6.95066666667
235.54,5.25075000001,7.08016666667,4.40375,4.2175,2.5405,1.82933333333,4.06500000001,9.72237499999,6.50408333334
235.91,6.16225,7.77458333334,3.32066666666,4.43804166666,2.68208333332,1.91566666667,4.56574999999,9.738125,7.50324999999
236.29,8.92874999999,10.8708333333,4.94991666667,7.20545833333,3.38341666666,4.66791666667,5.20045833333,11.2312916667,9.74325
236.66,7.69950000001,10.91575,3.45375,5.94120833333,2.09133333333,4.59441666667,2.360625,10.5829166667,8.68166666667
237.04,8.15733333334,11.5169583333,5.7805,8.58258333334,4.60674999999,7.24766666667,4.00525,12.6174583333,10.9740833333
237.41,7.19574999999,10.9357083333,5.20483333333,8.47558333333,4.32316666668,8.248,3.91070833333,14.135375,11.462
237.79,9.19149999999,11.8631666667,6.28458333333,9.42691666667,4.7895,10.0775833333,4.24970833333,14.2163333333,12.7628333333
238.17,5.57433333333,8.31916666666,3.71608333333,7.01020833334,1.35141666667,7.37616666666,0.971375000002,11.9228333333,10.3040833333
238.54,4.22216666666,7.541625,4.30558333333,6.55554166667,1.94441666667,7.47216666667,-0.374833333332,11.1945416667,10.111
238.92,1.85491666667,7.00270833333,3.33333333333,3.77695833334,0.913833333334,6.39775,-2.02954166667,9.61016666667,10.0
239.29,0.650666666667,3.8915,1.07608333333,1.61408333333,-0.200166666664,4.37941666667,-3.365875,7.47000000001,7.83283333333
239.67,0.81525,4.279875,2.08333333334,1.777625,0.520833333333,5.63866666666,-1.97,7.74466666666,8.15225
240.04,-0.415583333335,2.32570833333,1.56375,1.237,0.336416666668,5.32458333334,-2.098125,5.89866666667,6.61125
240.42,-2.22783333333,-0.518708333335,0.255166666667,-0.374125000001,-0.68025,4.08166666667,-2.780625,4.38770833333,4.88091666667
240.79,-0.869500000001,0.623291666667,1.63766666667,0.949250000001,0.550666666666,4.99991666667,-0.818833333333,4.52895833333,5.23191666667
241.17,1.49641666667,3.37591666667,3.61316666667,2.94395833333,2.9805,7.27491666666,1.812625,6.14358333333,7.48166666667
241.54,1.58833333334,4.14004166666,3.8225,3.32475,3.06016666667,7.71916666666,2.29766666667,6.07791666667,8.28041666668
241.92,1.55641666667,4.08445833333,3.53816666667,2.977625,2.38775,8.04341666666,2.49904166667,5.757,8.62341666668
242.29,3.10233333333,5.25254166667,4.507,3.89095833333,3.75725,9.60008333334,3.908125,6.79495833333,9.83283333333
242.67,4.30241666667,6.17395833334,5.24625,4.47454166667,4.5665,10.5966666667,4.882375,7.6855,10.53275
243.05,5.03033333333,6.49245833333,5.93175,5.06816666667,5.25758333333,11.1060833333,5.518875,8.01525,10.8485
243.42,5.09058333334,6.663625,5.8325,5.257375,5.49858333333,11.5686666667,5.76208333333,8.32204166667,11.06425
243.80,5.64008333334,7.20033333333,5.915,5.745,5.85741666667,11.9171666667,6.30254166667,8.14495833333,11.28725
244.17,6.10975,7.68670833334,5.97466666667,6.12391666667,5.83975,12.16975,6.41520833334,8.47191666667,11.8285833333
244.55,6.86725,8.70683333332,6.4315,6.86716666667,6.32083333333,12.60725,7.01591666667,9.00779166667,12.4065833333
244.92,5.96758333333,7.97791666667,5.36291666667,6.147,5.51566666667,11.8551666667,6.10379166666,8.13720833333,11.96175
245.30,4.71166666667,6.45670833334,3.92233333333,4.73679166667,3.822,10.4449166667,4.54258333333,6.65429166667,10.4324166666
245.67,5.251,6.63304166667,4.24466666667,5.036875,3.93241666667,10.65225,4.75070833333,6.740125,10.3978333333
246.05,5.89983333333,7.04383333333,4.68041666667,5.697375,4.57666666667,10.9071666667,5.34708333333,7.36566666667,10.5335
246.42,5.955,7.00095833333,4.67533333333,5.85233333333,4.64675,10.6781666667,5.44429166667,7.359,10.4299166666
246.79,5.39308333333,6.81929166667,4.37508333333,5.54704166666,4.18633333333,10.1588333333,4.87104166667,6.97075,9.89533333333
247.17,5.687,7.325125,4.5325,6.02029166667,4.46733333333,10.2235,4.99783333333,7.34554166667,10.1706666667
247.54,5.6915,7.40925,4.46691666666,5.961,4.27833333333,10.0239166667,4.98108333333,7.45716666666,10.1778333333
247.92,5.47391666667,7.139125,4.30608333333,5.741375,4.0235,9.81774999999,4.76958333333,7.50645833333,10.2244166667
248.29,5.56425,7.27916666667,4.59908333333,5.77204166667,4.12766666667,9.94074999998,4.93695833334,7.72654166667,10.2933333333
248.67,5.45025,7.25591666667,4.62916666667,5.64166666667,4.046,9.79691666667,4.86891666667,7.77604166667,10.3470833333
249.04,5.53658333333,7.269375,4.79183333334,5.66766666667,4.161,9.92533333334,4.92291666666,8.02566666667,10.1991666667
249.42,5.58766666667,7.48395833333,4.89533333334,5.83720833333,4.28741666667,9.92758333333,5.02416666666,8.24475,10.2374166667
249.79,5.16758333334,7.11566666667,4.51466666667,5.55841666667,3.866,9.39425,4.51883333333,8.10345833333,9.84558333332
250.17,4.23875,6.44641666667,4.03433333333,5.14504166667,3.23016666667,8.82133333333,3.96,7.592,9.16516666668
250.54,3.99683333333,6.29495833333,3.94191666667,5.215875,2.84775,8.51324999999,3.826875,7.66404166667,9.08283333334
250.92,4.24391666667,6.4245,4.0735,5.61220833333,3.0085,8.63683333333,4.22525,8.09366666666,9.53133333334
251.29,3.87758333334,5.94679166667,3.855,5.07933333333,2.71533333333,8.38441666667,4.10141666667,7.964625,9.25166666667
251.66,3.89433333333,6.128625,4.26908333333,5.270625,3.30875,9.01258333333,4.48291666666,8.10483333333,9.42266666668
252.04,3.93991666666,6.29558333333,4.33458333333,5.32683333334,3.66316666667,9.21666666667,4.62891666666,8.29520833333,9.07541666666
252.41,3.48925,6.12708333333,3.72891666667,5.00604166667,3.43533333334,8.783,4.19066666667,7.83279166667,8.77683333333
252.79,3.38858333334,5.661625,3.38841666666,4.85604166667,3.06991666667,8.61525000001,4.252375,7.61025,8.46825
253.16,3.97675,5.8905,3.59716666667,5.230875,3.14916666667,8.71300000001,4.57108333333,7.96304166667,9.27933333333
253.54,4.05691666667,5.58079166667,3.90025,5.15758333334,3.17275,8.86008333334,4.58345833333,7.88495833333,9.33041666667
253.91,4.73441666667,6.17970833333,4.61333333333,5.95983333333,4.0645,9.49458333334,5.21325,8.50241666666,10.3305
254.28,4.95708333333,6.60929166667,4.749,5.99783333333,4.48858333334,9.48483333334,5.20408333334,8.83099999999,10.467
254.66,3.693,5.26504166666,3.29491666667,4.43783333333,3.30858333333,8.30583333333,3.73766666667,7.27291666667,8.95125
255.03,4.1165,5.55066666667,3.57141666667,4.77979166667,3.82233333334,8.85691666667,4.17020833333,7.20020833334,8.72066666667
255.41,3.51941666667,4.732125,2.80516666666,4.36370833333,3.19958333333,8.35558333333,3.42625,6.77470833333,8.02841666667
255.78,3.75266666667,4.766875,2.98558333334,4.892125,3.13741666667,7.93825,3.053875,6.901375,7.984
256.15,4.41225,5.42083333333,3.31658333333,5.81745833333,3.34691666667,8.05383333333,3.43375,6.96595833334,8.63550000001
256.53,4.59441666667,5.60104166667,3.35533333333,6.253625,3.37008333333,8.30391666667,3.50283333333,7.14245833333,8.87908333332
256.90,4.55308333333,6.21558333333,3.61483333333,6.65004166667,3.6355,8.47141666666,3.35608333333,7.34,9.38891666666
257.28,4.0945,6.289375,3.35483333333,6.13883333333,3.44875,8.08875,3.22604166667,6.9945,9.03550000001
257.65,3.95366666667,6.54116666667,3.03533333333,5.87208333333,3.24266666667,8.12066666667,3.21729166667,6.866125,8.98866666667
258.02,2.97475,5.62254166667,2.185,4.49608333333,2.28675,7.28683333332,2.531625,5.90358333333,8.04258333332
258.40,3.2605,5.65891666667,2.48616666667,4.54541666667,2.41925,7.61758333334,2.93825,5.89954166667,8.51758333334
258.77,3.93183333333,6.26616666666,3.24241666667,5.08729166667,3.14133333333,8.24666666667,3.56541666667,6.40145833333,9.30449999999
259.15,3.7605,5.9825,3.025,4.91475,2.94158333333,8.08933333332,3.45533333334,6.21229166667,9.31266666666
259.52,4.16675,6.45629166667,3.48008333333,5.30095833334,3.22958333333,8.48358333334,3.83816666666,6.5505,9.57383333333
259.89,4.20283333333,6.58083333333,3.59683333333,5.28533333333,3.24383333333,8.61408333333,3.94145833333,6.66145833333,9.75375
260.27,4.31525,6.67804166666,3.734,5.262125,3.39908333334,8.86383333332,4.07945833334,6.85320833333,9.88691666667
260.64,4.40283333333,6.61866666667,3.91983333333,5.3205,3.53133333333,9.05266666666,4.21641666667,6.91029166667,9.81399999999
261.01,4.45533333333,6.57154166667,4.0355,5.23995833333,3.655,9.17825,4.294,6.88620833333,9.66083333334
261.39,4.41816666667,6.387875,3.92583333333,5.10891666667,3.5185,9.11591666667,4.141375,6.8055,9.61608333333
261.76,4.67525,6.52479166667,4.30625,5.43525,4.04091666667,9.45716666666,4.45916666667,7.17,9.97349999999
262.13,5.06333333334,6.72566666667,4.66608333333,5.89529166667,4.53925,9.99716666667,4.71358333333,7.564875,10.2793333333
262.51,5.10775,6.81091666667,4.73066666667,6.04883333333,4.67775,10.17825,4.71045833333,7.64929166667,10.2125833333
262.88,5.24616666667,6.923875,4.99508333333,6.277375,4.80258333333,10.4270833333,5.11883333333,8.067,10.3205
