wavelength,Back_OryCram,Belly_OryCram,Breast_OryCram,Crissum_OryCram,Crown_OryCram,DorTail_OryCram,Patch10_OryCram,Rump_OryCram,Throat_OryCram,WingTip_OryCram
512.05,5.3184,7.76766666667,4.88346666667,5.22313333333,13.9356666667,7.08996666667,36.307,11.0021333333,7.34931333333,12.0495666667
512.40,5.30526666667,7.74593333333,4.86396666667,5.2176,13.9096,7.04633333333,36.2902,10.9716666667,7.32469333333,12.0415
512.75,5.33273333333,7.75993333334,4.87226666667,5.22613333333,13.9363666667,7.05323333333,36.3192,10.9815333334,7.34629333333,12.045
513.09,5.34633333333,7.77506666666,4.86693333333,5.2516,13.9497,7.0525,36.361,10.9715333333,7.34860000001,12.0782666667
513.44,5.32506666667,7.7716,4.8496,5.22786666667,13.9523,7.03393333333,36.3576,10.9438,7.31061333334,12.0610333333
513.79,5.30226666667,7.78393333333,4.8534,5.21973333333,13.9552666667,7.03936666667,36.3864666667,10.9492666667,7.30882666667,12.0576
514.13,5.31033333333,7.80213333334,4.86133333333,5.21853333333,13.9808666667,7.03316666667,36.4242666667,10.9504,7.33430666667,12.1092
514.48,5.324,7.81713333334,4.87366666667,5.2384,13.9809333333,7.03183333333,36.4088666666,10.9559333333,7.34488,12.0942333333
514.83,5.3036,7.81979999999,4.8709,5.24406666667,13.9870666667,7.06083333333,36.4359333333,10.9506,7.33880666666,12.0756666667
515.17,5.2502,7.78113333333,4.83616666667,5.2074,13.9388,7.04456666667,36.3763333333,10.8952,7.3031,12.0183666667
515.52,5.26006666667,7.78379999999,4.83383333333,5.23053333333,13.948,7.03616666667,36.3952666667,10.9014666667,7.28991333334,12.0184333333
515.87,5.2568,7.79806666667,4.8588,5.25346666667,13.9786,7.04686666667,36.4439333333,10.9016,7.29396666667,12.0302666667
516.21,5.2408,7.79006666667,4.87126666667,5.2572,13.9639333333,7.07783333333,36.4194,10.914,7.30202666667,12.0307333333
516.56,5.17053333333,7.72953333334,4.8062,5.21553333333,13.9030333333,7.0213,36.3631333333,10.859,7.24194666667,11.9831666667
516.91,5.15346666667,7.69713333334,4.78833333333,5.17953333333,13.8838333333,7.00623333333,36.3640666667,10.8534666667,7.23295999999,11.9449333333
517.25,5.1722,7.71566666666,4.81396666667,5.2034,13.9046,7.0493,36.3817333333,10.8808666667,7.26584,11.9449
517.60,5.20186666667,7.73053333333,4.8218,5.22226666667,13.9216,7.06723333333,36.3730666667,10.9003333334,7.27555333333,11.9757333333
517.95,5.19213333333,7.70959999999,4.81103333333,5.20546666667,13.8989333334,7.04793333333,36.3389333333,10.8971333333,7.2568,11.9567333333
518.29,5.17913333333,7.72193333334,4.8131,5.19973333333,13.9086,7.05583333333,36.3454666666,10.9096666667,7.26510666667,11.9670333333
518.64,5.16866666667,7.69966666667,4.79026666667,5.18446666667,13.8879,7.02193333333,36.3155333333,10.8902,7.24188000001,11.9466666667
518.99,5.1744,7.71026666667,4.80053333333,5.19166666667,13.9080666667,7.0189,36.3751333334,10.905,7.24002666666,11.9878666667
519.33,5.16726666667,7.70213333334,4.7894,5.18033333333,13.9009666666,7.02333333333,36.3814666667,10.9093333333,7.23562666666,11.9749
519.68,5.15733333333,7.68073333333,4.7636,5.1554,13.8766666667,7.00883333333,36.3661333333,10.9049333333,7.22523999999,11.9619666667
520.02,5.15573333333,7.68999999999,4.75906666667,5.14306666667,13.8869666667,6.9954,36.3662666667,10.8997333333,7.2247,11.9655666667
520.37,5.20333333333,7.7436,4.81463333333,5.18506666667,13.9183333333,7.0505,36.3994666667,10.9453333333,7.27187999999,12.0053666667
520.72,5.22453333333,7.77840000001,4.84046666667,5.2044,13.9489333333,7.07036666667,36.436,10.9842666667,7.29013333333,12.0269333333
521.06,5.2306,7.78113333333,4.83063333333,5.20246666667,13.9600333333,7.06006666667,36.4456,10.9934666667,7.29568666667,12.0387666667
521.41,5.25826666667,7.80273333334,4.85943333333,5.23846666667,13.9818333334,7.08413333333,36.4632,11.0046,7.31634666667,12.0637666667
521.75,5.24493333334,7.81013333333,4.85486666667,5.24513333333,13.9979333333,7.103,36.5043333333,10.9964666667,7.32183333333,12.0632666667
522.10,5.20733333333,7.7674,4.8049,5.2096,13.9620666667,7.05623333333,36.5158,10.9464,7.26275333334,12.0309
522.45,5.1942,7.75753333333,4.814,5.20526666667,13.956,7.0574,36.5360666667,10.9605333333,7.26132666667,12.0321
522.79,5.195,7.75580000001,4.8009,5.22293333333,13.9382666667,7.06323333333,36.4773333333,10.9608666667,7.25488666667,12.0310333333
523.14,5.17493333333,7.75233333334,4.80283333333,5.21633333333,13.9406666667,7.0577,36.473,10.9547333333,7.26330666666,12.0464
523.48,5.161,7.74219999999,4.79313333333,5.21006666667,13.9375666667,7.04783333333,36.4651333333,10.9404,7.24403999999,12.0215
523.83,5.14453333333,7.71933333333,4.75673333333,5.19526666667,13.9285,7.02423333333,36.4888,10.9349333333,7.22312666666,11.9903333333
524.17,5.12226666666,7.69253333333,4.7451,5.17546666667,13.9142666667,7.00076666667,36.4393333333,10.929,7.20110666667,11.9590666667
524.52,5.102,7.68379999999,4.7303,5.1622,13.8847,6.9863,36.3854,10.8922666667,7.17281333333,11.9491
524.87,5.13133333333,7.70913333333,4.76003333333,5.2002,13.8952,7.00973333333,36.3707333333,10.9136,7.19362666666,11.9767666667
525.21,5.09126666667,7.66953333333,4.72956666667,5.16533333333,13.8509666667,6.98576666667,36.3448,10.8926666667,7.17061333333,11.9306
525.56,5.08186666667,7.64946666667,4.7128,5.1606,13.8333,6.95843333333,36.3102,10.8787333333,7.13836,11.9107666667
525.90,5.0982,7.65406666667,4.72666666667,5.16013333333,13.8223666667,6.96843333333,36.233,10.8710666667,7.13670666666,11.9056333333
526.25,5.09846666667,7.65360000001,4.73763333333,5.1676,13.8125333333,6.963,36.2299333333,10.8665333333,7.14348000001,11.9095333333
526.59,5.08473333333,7.65600000001,4.726,5.1472,13.8217,6.9614,36.248,10.8576,7.14523999999,11.8988333333
526.94,5.0754,7.64233333334,4.70723333333,5.1378,13.8024,6.95166666666,36.2409333333,10.8469333333,7.12616666667,11.8847
527.28,5.06333333333,7.6358,4.70516666667,5.1202,13.7872,6.93873333333,36.2399333333,10.8425333333,7.11581333334,11.8773333333
527.63,5.08053333333,7.65093333334,4.7263,5.13153333333,13.7953333333,6.95666666667,36.2594666667,10.8449333333,7.12443333333,11.8954333333
527.97,5.05993333333,7.62466666667,4.69833333333,5.10686666667,13.7670666667,6.93113333333,36.2423333333,10.8179333333,7.09960666667,11.8894666667
528.32,5.0426,7.61460000001,4.6794,5.08786666667,13.7668,6.92436666667,36.2725333334,10.8136,7.08842666666,11.8810333333
528.66,5.018,7.5884,4.65306666667,5.0586,13.7372666667,6.89953333333,36.252,10.7870666667,7.05806000001,11.8631
529.01,5.03153333333,7.59699999999,4.65836666667,5.06326666667,13.7456333333,6.90066666667,36.2455333333,10.7928,7.06623333333,11.8778666667
529.35,5.03853333333,7.60566666666,4.66943333333,5.0692,13.7427333334,6.90656666667,36.2444666667,10.7968666667,7.07836666667,11.8849
529.70,5.03713333333,7.60433333333,4.65983333333,5.0734,13.7493,6.9104,36.2932,10.8122666667,7.08544666666,11.8959666667
530.04,5.03593333333,7.5994,4.64433333333,5.0642,13.7558333333,6.9144,36.2867333333,10.8080666667,7.07055333333,11.8888333333
530.39,5.02146666667,7.57580000001,4.63226666667,5.05106666667,13.7188333333,6.8964,36.2477333333,10.7941333333,7.05362,11.8774333333
530.73,5.0282,7.5754,4.6382,5.0544,13.7183666667,6.89593333333,36.233,10.7854666667,7.04812000001,11.8728
531.08,5.04306666667,7.5848,4.64456666667,5.07026666667,13.7265,6.9131,36.2196666667,10.785,7.06004666667,11.8941666667
531.42,5.03513333333,7.5774,4.64313333333,5.06773333333,13.7199666667,6.9066,36.2096,10.7978,7.06447333333,11.8995
531.77,5.03913333333,7.5924,4.65203333333,5.07126666667,13.7316666667,6.92626666667,36.2634,10.8194,7.07177999999,11.9177
532.11,5.04106666667,7.59000000001,4.65456666667,5.07226666667,13.735,6.91846666667,36.2490666667,10.8149333333,7.08407333333,11.9343333333
532.46,5.03966666667,7.59,4.64396666667,5.0664,13.7496,6.9113,36.2833333333,10.8194666667,7.08201333333,11.9323
532.80,5.04566666667,7.60819999999,4.65006666667,5.07433333333,13.7706666667,6.9322,36.3353333333,10.8342,7.08675333334,11.9524
533.15,5.04033333333,7.61079999999,4.64213333333,5.06886666667,13.7772666667,6.94033333333,36.3470666667,10.8340666667,7.08633333333,11.9647666667
533.49,5.0474,7.62000000001,4.66453333333,5.0924,13.7794333333,6.9542,36.335,10.8388,7.09278666666,11.9687
533.84,5.0584,7.63426666667,4.67493333333,5.1004,13.7824,6.955,36.351,10.8515333333,7.11686,11.9884666667
534.18,5.0952,7.66506666667,4.71,5.13273333333,13.8261666667,6.99463333333,36.3984,10.8826666667,7.14656666667,12.0313
534.52,5.10513333333,7.6926,4.72746666667,5.144,13.8625,7.01343333333,36.4392666667,10.9042,7.17122666666,12.0624333333
534.87,5.10186666667,7.68646666666,4.72243333333,5.14046666667,13.8583333333,7.00223333333,36.4451333333,10.9065333333,7.16474666666,12.0600333333
535.21,5.09566666667,7.6818,4.71643333333,5.13953333333,13.8627666667,7.00163333333,36.44,10.8904,7.15698666666,12.0522
535.56,5.10533333333,7.69159999999,4.72,5.14946666667,13.8777333333,6.9981,36.4430666667,10.8866,7.16009333334,12.0667333333
535.90,5.07846666667,7.64973333333,4.68963333333,5.13693333333,13.8456333333,6.98053333333,36.408,10.8666,7.13430666667,12.0234
536.25,5.1164,7.68660000001,4.7358,5.17706666667,13.8613,7.01016666667,36.4212666667,10.8975333333,7.16807333334,12.0440666667
536.59,5.07773333333,7.65573333333,4.71183333333,5.138,13.8229333333,6.967,36.3649333333,10.8487333333,7.13577333334,12.0086333333
536.93,5.10053333333,7.66893333333,4.73863333333,5.1738,13.8453,6.98453333333,36.3803333333,10.8739333333,7.16441333334,12.0237333333
537.28,5.11106666667,7.68946666667,4.7513,5.17406666667,13.8793666667,6.99743333333,36.4252666666,10.8948666667,7.18606666666,12.0543333333
537.62,5.09793333333,7.67126666666,4.74213333333,5.1768,13.8707666667,6.9883,36.4334,10.8921333333,7.16718000001,12.0447666667
537.97,5.0926,7.6776,4.7236,5.16166666667,13.8687666667,6.98153333333,36.4533333333,10.8996666667,7.16048666666,12.0540333333
538.31,5.09466666667,7.6646,4.7255,5.17006666667,13.8385666667,6.9845,36.4358,10.9104,7.16346666666,12.0495333333
538.65,5.12093333333,7.69106666667,4.74363333333,5.1838,13.8554333333,7.01486666667,36.4642,10.9374666667,7.19392666666,12.0973666667
539.00,5.13666666667,7.70760000001,4.74773333333,5.19286666667,13.8498,7.03513333333,36.4730666667,10.957,7.19842000001,12.1306
539.34,5.15346666667,7.71606666666,4.76083333333,5.21953333333,13.8589,7.05053333333,36.4527333333,10.9686,7.23365333333,12.1346333333
539.69,5.16646666667,7.73439999999,4.77543333333,5.223,13.8458333333,7.0574,36.4254,10.9592666667,7.23364666666,12.1399666667
540.03,5.14146666667,7.71480000001,4.7628,5.2044,13.8298333333,7.05576666667,36.4101333333,10.9438,7.22405333333,12.1416333333
540.37,5.16053333333,7.71813333333,4.7756,5.22933333333,13.8469,7.08246666666,36.4575333333,10.9816666667,7.25381999999,12.1538
540.72,5.1212,7.67846666666,4.73596666667,5.1758,13.7978333333,7.04023333333,36.4199333333,10.9464,7.21530666666,12.1224
541.06,5.10333333333,7.64833333334,4.70663333333,5.1364,13.7622,7.01213333333,36.3826666667,10.9218666667,7.19147333333,12.1005333333
541.40,5.0976,7.65399999999,4.71436666667,5.144,13.7627,7.0182,36.3676,10.9124,7.19020666666,12.1047666667
541.75,5.09313333333,7.64893333333,4.70996666667,5.1386,13.7575666667,7.00766666667,36.3710666667,10.9064666666,7.19052000001,12.0932333333
542.09,5.08466666667,7.64353333332,4.69773333333,5.1332,13.7495333333,7.00273333333,36.3675333333,10.8977333333,7.19532666666,12.0989333333
542.43,5.06713333333,7.62313333333,4.68946666667,5.1348,13.7398,6.9883,36.3528,10.8842,7.17617333334,12.0787333333
542.78,5.06193333333,7.61460000001,4.6897,5.12526666667,13.7361,6.97353333333,36.3522666667,10.8782,7.17529999999,12.0742333333
543.12,5.05026666667,7.61053333333,4.67493333333,5.11373333333,13.7241,6.95833333333,36.349,10.8692666667,7.15253333333,12.0573
543.46,5.08046666667,7.63706666667,4.70283333333,5.14213333333,13.7474333333,6.9885,36.3816666667,10.9019333333,7.18531333333,12.0949666667
543.81,5.08826666666,7.63853333334,4.70953333333,5.15053333333,13.7535,6.9925,36.3636,10.907,7.19673333334,12.1051666667
544.15,5.10266666667,7.63906666667,4.71433333333,5.1552,13.7380666667,6.9897,36.3170666667,10.9034666667,7.20008000001,12.1185666667
544.49,5.1344,7.666,4.75266666667,5.1862,13.7667,7.02813333333,36.3501333333,10.9425333333,7.21411333333,12.1642666667
544.84,5.168,7.71326666667,4.8002,5.23773333333,13.8048,7.05993333333,36.3913333333,10.9867333333,7.25002666667,12.2008333333
545.18,5.1878,7.72886666666,4.79913333333,5.2508,13.8162666667,7.0776,36.4212666667,11.0062666667,7.27254666667,12.2146666667
545.52,5.20273333333,7.73366666667,4.81696666667,5.27593333333,13.8105333333,7.0826,36.4183333333,11.0142666667,7.27670666667,12.2156333333
545.87,5.24473333333,7.78113333333,4.8616,5.31873333333,13.8684333333,7.1176,36.4724,11.072,7.31232666667,12.2745666667
546.21,5.26746666667,7.80813333334,4.88276666667,5.33266666667,13.9026333333,7.13486666667,36.5249333333,11.0983333333,7.33110666667,12.2951
546.55,5.2558,7.78886666667,4.85806666667,5.31526666667,13.8947666667,7.12003333333,36.5094,11.0746666667,7.31478666666,12.2778
546.90,5.27926666667,7.8114,4.89216666667,5.33546666667,13.901,7.15593333333,36.5057333333,11.0964666667,7.34787333333,12.2983333333
547.24,5.25353333333,7.77426666667,4.8538,5.30686666667,13.8951,7.1199,36.5086,11.0786,7.31437333333,12.3048
547.58,5.24146666667,7.76960000001,4.83146666667,5.29,13.8993666667,7.10436666666,36.5787333334,11.0703333333,7.30975333333,12.3146333333
547.92,5.20953333333,7.7784,4.79963333333,5.27133333333,13.9288333333,7.0829,36.6420666667,11.0566666667,7.28473333333,12.2892666667
548.27,5.23586666667,7.80466666666,4.79533333333,5.30326666667,13.9694333333,7.10133333333,36.6880666667,11.0665333333,7.32930666667,12.2959
548.61,5.2426,7.81399999999,4.79026666667,5.32413333333,14.0033333333,7.1283,36.7321333333,11.0760666667,7.35111333333,12.3190666667
548.95,5.2484,7.81266666667,4.7967,5.31373333333,14.0121333333,7.1176,36.7443333333,11.0886,7.35007333333,12.3290666667
549.29,5.2348,7.79806666666,4.7818,5.28786666666,14.0228,7.10296666667,36.7291333333,11.0821333333,7.33615333334,12.3202666667
549.64,5.1456,7.70240000001,4.6849,5.19286666667,13.9340333333,7.01973333333,36.6590666667,11.0017333333,7.22594666666,12.1955666667
549.98,5.11366666667,7.67106666666,4.66663333333,5.16653333333,13.8788333333,6.99183333333,36.619,10.9940666667,7.19474666666,12.1623333333
550.32,5.1576,7.71060000001,4.71486666667,5.2286,13.9156,7.0526,36.6536,11.0582,7.24439333333,12.2104666667
550.66,5.13913333333,7.7086,4.71403333333,5.21486666667,13.9391666667,7.03306666667,36.7452666667,11.0714,7.23061333333,12.2410333333
551.01,5.218,7.79819999999,4.81563333333,5.31093333333,14.0093333333,7.11953333333,36.8548,11.1509333333,7.31415333333,12.3042
551.35,5.24573333333,7.8142,4.83926666667,5.33233333333,14.0117333333,7.14363333333,36.8486,11.1955333333,7.33081333333,12.3033666667
551.69,5.28733333333,7.84306666667,4.90556666667,5.36973333333,14.0374,7.18536666667,36.9014666667,11.2476666667,7.36871333333,12.3555333333
552.03,5.259,7.81360000001,4.9113,5.33626666667,14.0205333334,7.14656666667,36.9284,11.2377333333,7.33582666667,12.3643666667
552.38,5.3138,7.83473333334,4.97743333333,5.38793333333,14.0382,7.18096666667,36.9261333334,11.2841333333,7.35909999999,12.3977666667
552.72,5.30206666667,7.82793333334,4.96256666667,5.38286666667,14.0449333333,7.18306666667,36.9220666667,11.2870666667,7.36126666667,12.4097333333
553.06,5.316,7.83620000001,4.98516666667,5.41946666666,14.0715666667,7.21123333334,36.9468,11.2852666667,7.39452666667,12.4400333333
553.40,5.40706666667,7.92766666667,5.07923333333,5.49986666667,14.147,7.2853,37.0302,11.3551333333,7.48108666667,12.5248
553.74,5.43653333333,7.95566666667,5.1033,5.53586666667,14.1883666667,7.32366666667,37.0571333333,11.379,7.54375333333,12.5753333333
554.09,5.4778,8.00473333333,5.14126666667,5.56693333333,14.2284333333,7.35,37.0968,11.4090666667,7.59482666667,12.6364
554.43,5.4964,7.99479999999,5.12616666667,5.5876,14.2412666667,7.36863333333,37.1025333333,11.413,7.61096,12.6436333333
554.77,5.472,7.974,5.1109,5.56273333333,14.2379666667,7.34546666667,37.0834666667,11.4156,7.61033333334,12.6389333333
555.11,5.4852,7.98906666666,5.12363333333,5.57906666667,14.2486,7.36836666667,37.0847333333,11.4206,7.62732666667,12.6749666667
555.45,5.48866666667,7.97386666667,5.11093333333,5.60606666667,14.2598333333,7.37,37.0944,11.4092666667,7.61988,12.6898666667
555.80,5.5416,8.00100000001,5.13513333333,5.63466666667,14.2874666666,7.4214,37.1240666667,11.4475333333,7.64798666667,12.7080666667
556.14,5.53506666667,8.01540000001,5.1252,5.6212,14.3002666667,7.38946666667,37.2099333333,11.4443333333,7.65879999999,12.7272333333
556.48,5.63186666667,8.10539999999,5.2201,5.708,14.3741,7.4801,37.3207333333,11.5141333333,7.73886666667,12.8194
556.82,5.63206666667,8.1228,5.2304,5.73026666667,14.3964333333,7.49873333333,37.4212666667,11.5828,7.72530666667,12.8451333333
557.16,5.64106666667,8.11086666666,5.23596666667,5.7366,14.3993333333,7.5206,37.4098666666,11.5938666667,7.72936666667,12.8595666667
557.50,5.66626666667,8.13446666666,5.25376666667,5.75133333333,14.4283,7.5461,37.4502,11.5922666667,7.73648666667,12.8904
557.85,5.64453333333,8.12193333333,5.24223333333,5.72373333333,14.4051666667,7.53566666667,37.4528666667,11.5696,7.71706666667,12.8653666667
558.19,5.65686666667,8.13966666666,5.28016666667,5.762,14.4302333333,7.54473333333,37.4492,11.5981333333,7.73907333333,12.8680333333
558.53,5.6476,8.12280000001,5.27306666667,5.7748,14.4225333333,7.5369,37.4161333333,11.5664,7.72119999999,12.8549
558.87,5.57593333333,8.0746,5.21743333333,5.70393333333,14.3925,7.48276666667,37.4008666667,11.516,7.63719333333,12.7820333333
559.21,5.51126666667,8.03140000001,5.1693,5.62786666667,14.3232666666,7.42693333333,37.2804666667,11.442,7.56340666666,12.7441666667
559.55,5.47226666667,8.00319999999,5.1607,5.59446666667,14.2828333333,7.39356666667,37.1905333333,11.3958666667,7.53138,12.7257
559.89,5.39186666667,7.92373333333,5.06466666667,5.5224,14.2103,7.34723333333,37.0655333333,11.3050666667,7.46005333334,12.6720333333
560.23,5.30873333333,7.84480000001,4.98673333333,5.44053333333,14.1817666667,7.26556666667,37.0722,11.2434,7.39050000001,12.6185333333
560.58,5.25906666667,7.77773333333,4.90753333333,5.33853333333,14.1083,7.19273333333,36.9934,11.1565333333,7.33238000001,12.5511666667
560.92,5.2956,7.81846666667,4.9307,5.3794,14.1523,7.21363333333,37.0524,11.1978666667,7.37344666667,12.6092
561.26,5.29853333333,7.82120000001,4.93203333333,5.38533333333,14.1637333333,7.23366666667,37.0821333333,11.2217333333,7.36294666667,12.605
561.60,5.27833333333,7.80246666666,4.92136666667,5.3734,14.1826666667,7.2238,37.0718666667,11.2110666667,7.33708,12.5768333333
561.94,5.24093333333,7.75306666666,4.877,5.30833333333,14.1343,7.1812,37.0546,11.1638666667,7.28418000001,12.5700666667
562.28,5.24986666667,7.7516,4.87366666667,5.27746666667,14.1418,7.1745,37.0736,11.1573333334,7.26749333333,12.5616666667
562.62,5.33646666667,7.80546666667,4.96013333333,5.35966666667,14.2161666667,7.23793333333,37.1009333333,11.1977333333,7.34701333334,12.6508
562.96,5.4488,7.8912,5.04516666667,5.44913333333,14.2913333334,7.3239,37.2075333333,11.3282666667,7.43519333333,12.7145333333
563.30,5.41213333333,7.86899999999,4.9956,5.44193333333,14.2633,7.3143,37.1878,11.2805333333,7.41063333333,12.6747666667
563.64,5.44693333334,7.89093333333,5.04753333333,5.4694,14.2874333333,7.33643333333,37.1999333333,11.2976666667,7.44062,12.6972333333
563.99,5.44806666667,7.90960000001,5.04483333333,5.46706666667,14.2730666667,7.31843333333,37.1537333333,11.2838,7.44682666666,12.6962333333
564.33,5.51893333333,8.00073333333,5.11556666667,5.55646666667,14.3519,7.41133333333,37.2071333333,11.3393333333,7.52622,12.7950333333
564.67,5.42486666667,7.90700000001,5.032,5.46213333334,14.2594,7.33726666667,37.1196666667,11.2389333333,7.43063999999,12.7085
565.01,5.45753333333,7.94146666667,5.04386666667,5.48,14.2914666667,7.33723333334,37.129,11.2384,7.46394666667,12.7305
565.35,5.44066666667,7.93353333333,5.02813333333,5.48626666667,14.2782333333,7.32173333333,37.1511333333,11.2351333333,7.44166,12.7693
565.69,5.4626,7.95333333333,5.05203333333,5.52053333333,14.2946333333,7.3419,37.1614666667,11.2688666667,7.46922666667,12.7778333333
566.03,5.45113333333,7.96046666667,5.0372,5.51113333333,14.2660333333,7.3506,37.1391333333,11.2533333333,7.46863333333,12.7536333333
566.37,5.43933333333,7.96799999999,5.035,5.51973333333,14.2360333333,7.37283333333,37.1560666667,11.2746,7.44950666666,12.7441333333
566.71,5.36666666667,7.92593333333,4.9969,5.4732,14.2028333333,7.33916666667,37.1553333333,11.2242,7.41495333334,12.716
567.05,5.40286666667,7.975,5.0413,5.52366666667,14.2509666667,7.3707,37.1836,11.2743333333,7.43922666667,12.7739333333
567.39,5.39526666667,7.97960000001,5.02836666667,5.53046666667,14.2692,7.39076666666,37.2558666667,11.3066,7.42666666666,12.7819333333
567.73,5.3912,7.96693333333,5.03616666667,5.5366,14.2658333333,7.41866666667,37.2530666667,11.3106666667,7.41773333334,12.7831666667
568.07,5.29213333333,7.871,4.95136666667,5.45446666667,14.1899333333,7.31883333333,37.1943333333,11.2286666667,7.3399,12.6887333333
568.41,5.30046666666,7.9024,4.95956666667,5.47046666667,14.2067333333,7.33756666667,37.2274666667,11.2404666667,7.36322000001,12.6918666667
568.75,5.2326,7.82626666667,4.9066,5.40126666667,14.1317666667,7.28456666667,37.207,11.1980666667,7.28948666667,12.666
569.09,5.22006666667,7.81293333333,4.8866,5.388,14.0996333333,7.2616,37.1829333333,11.1777333333,7.27305333333,12.6304
569.43,5.24373333333,7.83433333334,4.90416666667,5.40726666667,14.1313333333,7.31053333334,37.2398,11.1979333333,7.30353333333,12.6710666667
569.77,5.239,7.82486666667,4.8802,5.42326666667,14.1342333333,7.30113333333,37.2858,11.2081333333,7.29326,12.7170666667
570.11,5.22306666667,7.814,4.8349,5.38573333333,14.1565,7.25933333333,37.3296,11.2046,7.28586,12.7165666667
570.45,5.25873333333,7.82513333333,4.8264,5.40313333333,14.1804666667,7.27083333333,37.3464666667,11.2021333333,7.29744,12.7362333333
570.79,5.2696,7.81246666667,4.81553333333,5.39393333334,14.1722333333,7.27566666667,37.3626666667,11.2055333334,7.30754666666,12.7348333333
571.13,5.25793333334,7.79846666666,4.8056,5.3816,14.1331,7.23876666667,37.2775333334,11.163,7.30603333333,12.7102333333
571.47,5.2554,7.7828,4.78723333333,5.36313333333,14.1163,7.20303333333,37.2490666667,11.1374666667,7.27686,12.6807666667
571.81,5.3112,7.84573333334,4.86346666667,5.4354,14.1458333334,7.26136666667,37.2776,11.2002,7.33168,12.7279333333
572.15,5.33213333333,7.87480000001,4.8921,5.47346666667,14.1836666667,7.2973,37.3304666667,11.2244666667,7.35341333333,12.8005666667
572.49,5.3212,7.88233333334,4.87463333333,5.47786666667,14.1614666667,7.29276666667,37.3022666667,11.2006,7.36534666667,12.7806
572.83,5.33466666667,7.90426666667,4.91113333333,5.49826666667,14.1803,7.33596666667,37.3482666667,11.2354,7.40133333333,12.8019
573.17,5.31326666667,7.89399999999,4.9019,5.4786,14.1532666667,7.29176666667,37.3026,11.2072666666,7.36334666667,12.7806333333
573.51,5.31873333333,7.92119999999,4.93516666667,5.49,14.1821333333,7.30376666667,37.2712666667,11.2182,7.39266000001,12.7582666667
573.85,5.341,7.94366666667,4.96533333333,5.52866666667,14.1917,7.33266666667,37.2449333333,11.2271333333,7.42532,12.7783
574.19,5.3444,7.94986666667,4.9965,5.55786666667,14.1829666667,7.3499,37.2146,11.2259333333,7.44434666667,12.7959
574.53,5.28786666667,7.91800000001,4.9568,5.52573333333,14.1567333334,7.31693333333,37.218,11.2045333333,7.42400666666,12.7587
574.87,5.26426666667,7.92413333334,4.93916666667,5.5258,14.1491333333,7.335,37.2504666667,11.2176666667,7.41506000001,12.7556
575.21,5.2938,7.95813333333,4.96536666667,5.5584,14.164,7.37336666667,37.2946,11.2836666667,7.46876,12.7942333333
575.55,5.3326,7.98493333333,4.98173333333,5.57086666667,14.2065333333,7.41746666667,37.3338666667,11.3194,7.49257333333,12.8466333333
575.89,5.28706666667,7.91733333333,4.92676666667,5.506,14.1641333333,7.34526666667,37.3081333333,11.2810666667,7.44099999999,12.7737333333
576.22,5.31173333333,7.9406,4.97606666667,5.54206666667,14.2139333333,7.37306666667,37.3626,11.3358666667,7.44765333333,12.7927666667
576.56,5.37273333333,7.99866666666,5.02403333333,5.59753333333,14.2795,7.4244,37.3764,11.3692666667,7.50381999999,12.8427
576.90,5.3572,8.00206666667,4.98966666667,5.59673333333,14.2677666667,7.43993333333,37.3522,11.3421333333,7.48298,12.8443666667
577.24,5.3706,7.99459999999,4.9911,5.6118,14.2606666667,7.44016666667,37.3823333333,11.3324,7.45909999999,12.8621
577.58,5.32573333333,7.97299999999,4.96733333333,5.58986666667,14.2207,7.40396666667,37.3700666667,11.2990666667,7.41993999999,12.8190666667
577.92,5.3122,7.97826666666,4.93736666667,5.56106666667,14.1992,7.38723333333,37.3702,11.2925333333,7.41418666666,12.7988
578.26,5.33506666667,8.01146666667,4.96436666667,5.5822,14.2246666667,7.4042,37.3668666667,11.2964666667,7.41386666667,12.8307333333
578.60,5.3974,8.07013333333,5.02983333333,5.63286666667,14.2911333333,7.44996666667,37.4074,11.3439333333,7.49154000001,12.8984333333
578.94,5.41666666667,8.11046666667,5.06633333333,5.66313333333,14.3192,7.489,37.3968666667,11.3199333333,7.51745333333,12.9095
579.28,5.40593333333,8.11106666666,5.07026666667,5.66826666667,14.3053,7.44086666667,37.3754,11.3017333333,7.50507333334,12.9060666667
579.61,5.41346666667,8.11419999999,5.05506666667,5.69926666667,14.2995333333,7.43533333333,37.3442,11.2861333333,7.52080666667,12.8984666667
579.95,5.35746666667,8.0842,4.97,5.65046666667,14.2333666667,7.3714,37.2479333333,11.2121333333,7.47323333333,12.8418
580.29,5.2614,7.97673333333,4.8578,5.5382,14.1199666667,7.26736666667,37.1815333333,11.1279333333,7.37148666666,12.7390666667
580.63,5.23106666667,7.9284,4.8353,5.50073333333,14.0792666667,7.2223,37.1814,11.1091333333,7.35105999999,12.6909333333
580.97,5.23586666667,7.92586666666,4.8356,5.48686666666,14.0500666667,7.18716666667,37.1788666667,11.1360666667,7.34814000001,12.6726
581.31,5.23653333333,7.8846,4.8148,5.47286666667,14.0479333333,7.17523333333,37.1453333334,11.115,7.34139333334,12.6770666667
581.65,5.2678,7.9144,4.8621,5.54573333333,14.0913,7.22183333333,37.1909333333,11.1860666667,7.39159333333,12.7050333333
581.98,5.27606666667,7.9126,4.85926666667,5.5536,14.0679,7.21093333333,37.1606,11.1626666667,7.40674666667,12.6758666667
