wavelength,Back_CyaCaem,Belly_CyaCaem,Breast_CyaCaem,Crissum_CyaCaem,Crown_CyaCaem,DorTail_CyaCaem,Patch10_CyaCaem,Rump_CyaCaem,Throat_CyaCaem,WingTip_CyaCaem
370.38,40.351,52.6504666667,65.9755333334,47.3798,64.6477333333,10.8835333333,46.0844666667,53.7634666667,2.95833333333,3.3382
370.74,40.3161333333,52.6894666667,66.0242666667,47.4948666666,64.7029333333,10.8003333333,45.9768,53.8141333333,2.8468,3.26086666667
371.10,40.4282,52.8702,66.3218666666,47.6213333334,64.9268,10.7654666667,46.1169333333,54.0028666667,2.7778,3.1792
371.46,40.4942666667,52.9814,66.4954,47.7456666667,65.0326,10.6947333333,46.1932666667,54.0594666667,2.70213333334,3.04526666667
371.83,40.732,53.2204,66.7816,48.0888,65.2544666667,10.8307333333,46.4568,54.3261333333,2.81346666667,3.17646666666
372.19,40.8410666667,53.2869333333,66.9176,48.2304,65.3822666667,10.8827333333,46.5654666667,54.3718666667,2.8746,3.22253333333
372.55,40.8972,53.322,67.0553333333,48.3296,65.4852666667,10.8817333333,46.6155333333,54.4904666667,2.8456,3.20353333333
372.92,40.9981333333,53.4597333333,67.2767333333,48.4528,65.6586666667,10.82,46.7,54.6152,2.7544,3.19066666667
373.28,41.1409333333,53.6093333333,67.439,48.5552,65.7478666667,10.8852666667,46.8018,54.7366666667,2.78766666667,3.28646666667
373.64,41.1924,53.6392666667,67.5642,48.6418666667,65.8211333333,10.9116666667,46.9479333333,54.7874,2.77,3.3594
374.00,41.3536,53.8558,67.8737333333,48.8749333333,66.0181333333,10.8473333333,47.1166,54.993,2.676,3.23226666667
374.37,41.452,54.0028,68.0188666667,48.9733333333,66.1778666667,10.6852,47.1569333333,55.0810666667,2.48733333333,3.0626
374.73,41.7662666667,54.4324,68.5186666667,49.3718,66.6631333333,10.7196666667,47.5972,55.4775333333,2.47473333333,3.03073333333
375.09,41.9149333333,54.6528666667,68.7468666667,49.5798,66.803,10.7279333333,47.7252666667,55.6316,2.45806666667,3.03086666667
375.45,42.0598666667,54.9066666667,68.9792,49.7962666667,67.0336,10.7882666667,47.9051333333,55.8465333333,2.49766666667,3.1038
375.81,42.0896,55.1588666666,69.2016666667,49.9564666667,67.2182666667,10.7180666667,48.0374,56.0297333333,2.38046666666,3.00846666667
376.18,42.1756,55.3372,69.4542,50.1207333333,67.3894666667,10.5745333333,48.1352666667,56.2155333334,2.23173333333,2.8666
376.54,42.3248666667,55.6544,69.7652666667,50.327,67.6170666667,10.6452666667,48.4144666667,56.3922,2.29786666666,2.93153333333
376.90,42.3304666666,55.7668,69.8916,50.3891333333,67.7271333333,10.596,48.5071333333,56.5223333333,2.2556,2.84613333333
377.26,42.4836,55.9992,70.2277333333,50.6114666667,68.0569333334,10.5673333333,48.6863333333,56.7562,2.22546666667,2.7996
377.63,42.6178666667,56.2612,70.5073333333,50.8073333333,68.279,10.6608666667,48.8028,56.9924666667,2.34533333333,2.86833333333
377.99,42.7747333333,56.3908666667,70.6404,50.9324,68.4612,10.7942,48.9845333333,57.0878,2.42766666667,2.962
378.35,42.7803333333,56.5100666667,70.7962,51.0192666667,68.5918666667,10.8436,49.0725333333,57.1577333333,2.4934,2.96733333333
378.71,42.6775333333,56.4473333333,70.7086666666,50.9056,68.4990666667,10.7993333333,48.9860666667,57.0616,2.4446,2.91586666667
379.07,42.6809333333,56.4790666667,70.8046,50.9179333333,68.5815333333,10.7498666667,49.0000666667,57.1220666667,2.38586666667,2.86026666667
379.44,42.8014,56.6216,70.9912666666,51.0596666667,68.7668666667,10.8308,49.1626666667,57.2532666667,2.44833333333,2.9142
379.80,42.8676,56.6703333333,71.0981333333,51.0800666667,68.9328,10.7934,49.2481333333,57.2947333333,2.41686666667,2.85993333333
380.16,43.0753333333,56.9756666667,71.4224666667,51.3092666667,69.3187333333,10.9217333333,49.521,57.5560666666,2.53766666667,2.94286666667
380.52,43.2502666667,57.1326,71.6540666667,51.5060666667,69.6038666667,10.9425333333,49.6822,57.7619333333,2.52833333333,2.96926666667
380.88,43.4838,57.4122666667,71.9940666667,51.7922666667,69.9054666667,11.0653333333,49.9743333333,57.9938,2.58226666667,3.0494
381.24,43.6482666666,57.7,72.2084666667,51.9961333333,70.1679333333,11.1538666667,50.2386,58.2278666667,2.59753333333,3.06526666667
381.61,43.7478666667,57.8192,72.3898,52.0921333333,70.3313333333,11.0854666667,50.3618666667,58.306,2.46766666667,2.94513333333
381.97,43.8154666667,58.0044666667,72.5811333333,52.2062666667,70.5048,11.0866666667,50.51,58.5102,2.46866666667,2.96886666667
382.33,44.0326666667,58.2851333333,72.8683333333,52.4532666667,70.8397333333,11.1770666667,50.7715333333,58.7680666667,2.51206666667,3.0408
382.69,44.3015333333,58.6378,73.313,52.789,71.246,11.3534,51.0952,59.1014666667,2.60826666667,3.17966666667
383.05,44.5096666667,58.8682666667,73.5427333333,53.0019333333,71.5284,11.449,51.3232666667,59.3192666667,2.67106666667,3.26053333334
383.41,44.6356666667,59.1074,73.8729333333,53.1498,71.8198,11.4690666667,51.6256666667,59.5920666667,2.5728,3.2116
383.77,44.859,59.3676,74.2142666667,53.4162666666,72.0941333333,11.5638,51.8932,59.8815333333,2.62933333333,3.24866666667
384.14,45.1047333333,59.6336666667,74.4970666667,53.629,72.4099333333,11.6972,52.1434,60.1357333333,2.66766666667,3.29053333333
384.50,45.2595333333,59.8806666667,74.8035333333,53.7904,72.7292,11.6808666667,52.3698,60.4296,2.56806666666,3.18413333333
384.86,45.4138666667,60.1026666667,75.0770666667,53.9256,73.0677333334,11.6951333333,52.6088,60.6288,2.55933333333,3.16926666667
385.22,45.483,60.1853333333,75.2593333333,54.0325333333,73.2308666667,11.6843333333,52.7439333333,60.7871333333,2.51833333333,3.12673333333
385.58,45.6608666667,60.4701333333,75.6055333333,54.2230666667,73.6087333333,11.775,53.0172,61.0886666667,2.53193333333,3.16473333333
385.94,45.8676666667,60.7645333333,75.9476,54.4276,73.9892666666,11.8124,53.3072,61.3382,2.5126,3.16086666667
386.30,45.9828,60.9316666667,76.2047333333,54.5313333333,74.2093333333,11.8262,53.5044666667,61.5270666667,2.46633333333,3.12326666667
386.66,46.1948,61.2207333333,76.5424666667,54.7330666667,74.6152,11.8811333333,53.8613333333,61.8004,2.4684,3.10966666667
387.03,46.3476666667,61.4403333334,76.8846,54.8749333333,74.9694,11.8609333333,54.1642666667,62.0389333333,2.391,3.0078
387.39,46.4607333333,61.5234666667,76.9282,54.9284,75.1096,11.8717333333,54.225,62.0541333333,2.41146666667,2.99486666667
387.75,46.6070666667,61.6952,77.1062,55.0399333333,75.3682666667,11.9781333333,54.4336666667,62.2318,2.433,3.04106666667
388.11,46.6078,61.7462666667,77.1408666666,55.0126666667,75.4545333333,11.9048666667,54.5106,62.2982,2.37326666667,3.0016
388.47,46.6944,61.8884666667,77.2755333333,55.0808666667,75.6765333333,11.9788666667,54.6808666667,62.3998,2.45066666667,3.05286666667
388.83,46.8236,62.0970666667,77.4429333333,55.1778,75.9264,12.0333333333,54.8996,62.6016,2.4496,3.031
389.19,47.0253333333,62.2792666667,77.6508,55.2718,76.2601333333,12.0903333333,55.1183333333,62.7509333333,2.46026666667,3.0398
389.55,47.1646666667,62.4188,77.7739333333,55.3292666667,76.5177333333,12.1012666667,55.3195333333,62.9037333333,2.46133333333,3.00706666667
389.91,47.3758666667,62.6544666666,78.0374,55.4636,76.8460666667,12.2062666667,55.5799333333,63.1142666667,2.5268,3.07593333333
390.27,47.6097333333,62.8591333333,78.2461333333,55.6030666667,77.148,12.3304666667,55.8907333333,63.3456,2.63246666666,3.1862
390.63,47.7572666667,63.0232666667,78.3633333333,55.5978666667,77.3643333333,12.3750666667,56.0855333333,63.4968,2.6672,3.2246
391.00,47.8616,63.1846666667,78.4794666667,55.6642666667,77.6162666667,12.4750666667,56.2806,63.6651333333,2.75833333333,3.30333333333
391.36,48.0312,63.3767333333,78.7004,55.7498,77.9859333333,12.5332,56.5584,63.9511333333,2.8162,3.3686
391.72,48.2128,63.5935333333,78.9332,55.8239333333,78.3383333333,12.5803333333,56.848,64.1878666667,2.85873333333,3.40633333334
392.08,48.368,63.7815333333,79.118,55.9030666667,78.6398,12.6564666667,57.0936,64.3494,2.89266666667,3.4518
392.44,48.4830666667,63.9100666667,79.2484666667,55.9418666667,78.9129333333,12.7214666667,57.3236,64.4771333333,2.9254,3.47693333333
392.80,48.5676,63.9132666667,79.2685333333,55.9508666667,79.1262,12.7578,57.4422666667,64.5541333333,2.9456,3.50566666667
393.16,48.6816666667,64.0568666667,79.398,55.9906,79.4158666667,12.7974,57.6886666667,64.7123333333,2.97986666667,3.52573333333
393.52,48.7552666667,64.1057333333,79.4096666667,56.0179333333,79.6088,12.8542,57.8965333333,64.7644666667,3.02606666667,3.54173333333
393.88,48.7704666667,64.0764666667,79.3421333333,55.9699333333,79.7856666667,12.8615333333,57.996,64.8382666667,3.03186666667,3.5048
394.24,48.8058,64.0632,79.3318666667,55.9091333333,79.9804,12.8535333333,58.0528,64.8525333333,2.98746666667,3.46353333333
394.60,48.8490666667,64.0453333333,79.3346666667,55.905,80.1691333333,12.8394,58.1756666667,64.9056,2.95513333333,3.4138
394.96,48.9403333333,64.0789333333,79.3428,55.8676666667,80.4059333333,12.8369333333,58.3383333333,64.9711333333,2.89666666667,3.383
395.32,49.0376,64.1582666667,79.3854666667,55.8491333333,80.6502666667,12.8857333333,58.5267333333,65.0201333333,2.88226666667,3.3852
395.68,49.0362666667,64.1109333333,79.2954,55.7664666667,80.8217333334,12.9256,58.6314,64.9784,2.899,3.41886666667
396.04,49.1204666667,64.1363333333,79.3576,55.7454,81.1348666667,12.9851333333,58.8694,65.0549333333,2.90566666667,3.4204
396.40,49.1641333333,64.0498,79.2527333333,55.6226,81.2868,12.9755333333,58.9515333333,65.0429333333,2.8752,3.404
396.76,49.1672,63.989,79.2093333333,55.4892,81.4316,12.9299333333,59.083,65.0656,2.79766666667,3.3416
397.12,49.2199333333,63.9538666667,79.1712,55.4101333333,81.6302,12.9358,59.2042,65.1148,2.771,3.31446666667
397.48,49.3378,64.0557333333,79.3085333333,55.3432666667,81.9752,12.9304666667,59.4284666667,65.2362666667,2.69786666667,3.2818
397.84,49.3957333333,64.0506666667,79.2486666667,55.2056,82.1598,12.9398666667,59.5906666667,65.2472666667,2.64913333333,3.28533333333
398.20,49.466,64.1651333333,79.2637333333,55.1950666667,82.5067333333,12.9818666667,59.8904666667,65.3806,2.6462,3.28026666667
398.56,49.5132666666,64.1780666667,79.2619333333,55.1234,82.7277333333,12.9936666667,60.0897333333,65.4452666667,2.66793333333,3.3006
398.92,49.7163333333,64.3492666667,79.4398666667,55.2218666667,83.1698666667,13.1004666667,60.4223333333,65.6335333333,2.733,3.369
399.28,49.7103333333,64.2513333333,79.3169333334,55.1161333333,83.3037333333,13.0911333333,60.5214,65.5860666667,2.70553333333,3.34033333333
399.64,49.7932,64.2396,79.3508666667,55.0289333333,83.5732,13.0622,60.7253333333,65.6469333333,2.63206666667,3.25213333333
400.00,49.9015333333,64.2844,79.4038,55.0374666667,83.8788666667,13.0739333333,60.9528,65.7667333333,2.62573333333,3.21466666667
400.36,50.0528,64.4120666667,79.5176,55.0840666667,84.3046666667,13.1433333333,61.2736,65.9723333333,2.6438,3.22466666667
400.72,50.1889333333,64.5378666667,79.646,55.0672,84.7036666667,13.2582,61.6008,66.0774,2.66386666667,3.22753333333
401.08,50.2,64.5057333333,79.5698,54.962,84.9446,13.3238666667,61.7816666667,66.0326,2.7088,3.26646666667
401.44,50.2143333333,64.3932,79.4069333334,54.8352666667,85.1156666667,13.3526666667,61.9356,66.0139333333,2.754,3.30353333333
401.80,50.2576,64.4104,79.4426666667,54.7657333333,85.5010666667,13.3426,62.2024,66.0482,2.72073333333,3.24386666667
402.16,50.3092,64.3082,79.3958,54.6061333333,85.7163333333,13.3281333333,62.3684,66.0454,2.70466666667,3.22286666667
402.52,50.3119333333,64.1575333333,79.248,54.4198666667,85.9027333333,13.3504666667,62.4746,65.9696666667,2.676,3.21986666667
402.88,50.1736666667,63.8586666667,78.9219333334,54.0894,85.7974666667,13.2778666667,62.4527333333,65.7457333333,2.60546666666,3.1264
403.24,50.2740666667,63.8533333333,78.9363333333,54.027,86.0877333333,13.2952,62.6588666667,65.8358666667,2.6074,3.10926666667
403.60,50.3278666667,63.8083333333,78.8185333333,53.9030666667,86.3209333333,13.3000666667,62.8208,65.8316,2.6176,3.13986666667
403.95,50.3168,63.6813333334,78.6148666667,53.7007333333,86.4084666666,13.3658,62.9359333333,65.7526666666,2.65286666667,3.19226666667
404.31,50.3242666667,63.519,78.4758,53.4998666666,86.5199333333,13.3752,63.0208,65.6314,2.66606666667,3.212
404.67,50.3569333333,63.4364666667,78.3354,53.3748666667,86.7123333333,13.3599333333,63.1075333334,65.6005333333,2.68313333333,3.2596
405.03,50.4242,63.3713333333,78.2662666667,53.2497333333,86.9305333333,13.3728666667,63.2688666667,65.6202,2.65813333333,3.28066666667
405.39,50.4682,63.2944,78.1911333333,53.1492666667,87.1700666667,13.4114666667,63.3920666666,65.6173333333,2.66766666666,3.30986666667
405.75,50.4772,63.1438,78.0248,52.9976666667,87.2696,13.4475333333,63.4606666667,65.5731333333,2.72553333333,3.37113333334
406.11,50.4363333333,62.9770666667,77.7964,52.826,87.4026666666,13.4685333333,63.4945333333,65.4566666667,2.74686666667,3.3914
406.47,50.5062666667,62.9088,77.6807333333,52.7171333333,87.6172,13.5130666667,63.6161333333,65.4496,2.79366666667,3.42286666667
406.83,50.5862,62.8702666667,77.6201333334,52.6544666666,87.9983999999,13.5734,63.8131333333,65.4886666667,2.85446666667,3.46346666667
407.19,50.5942,62.7238,77.4288666667,52.4760666667,88.1694,13.6618,63.9419333333,65.4264666667,2.93346666667,3.55093333333
407.55,50.6153333333,62.5882,77.2963333333,52.3509333333,88.3979333333,13.7382,64.0742,65.3759333333,2.99813333333,3.6094
407.90,50.5910666667,62.3936666667,77.0842,52.1410666667,88.6086666667,13.7316,64.1153333333,65.2976666667,3.0188,3.62533333333
408.26,50.487,62.1724666667,76.7562666667,51.9154666667,88.6993333333,13.7210666667,64.1337333333,65.1500666667,2.9962,3.60493333333
408.62,50.4326666666,61.9240666667,76.4654,51.6930666667,88.8067333333,13.7459333333,64.2006666667,65.0254,3.0536,3.62426666667
408.98,50.3721333333,61.7322666667,76.1843333333,51.4992,88.9014666667,13.7786,64.2085333333,64.8974666667,3.11506666667,3.64626666667
409.34,50.37,61.6042,75.9957333333,51.3361333333,89.0612,13.8000666667,64.2962,64.831,3.11753333333,3.65413333333
409.70,50.3275333333,61.4094666666,75.7809333333,51.1593333333,89.2166666667,13.8033333333,64.3604666667,64.7048,3.10133333333,3.65086666666
410.06,50.2904666667,61.1918,75.4875333333,50.9509333333,89.3309333333,13.8143333333,64.4079333333,64.5808,3.12406666667,3.65846666667
410.42,50.2309333333,61.0024666667,75.2348,50.7560666667,89.4655333333,13.8078666667,64.4635333334,64.4748666667,3.09353333333,3.6314
410.77,50.1999333333,60.8106,75.0191333333,50.5660666667,89.5944,13.8365333333,64.5068,64.4001333333,3.08853333333,3.6454
411.13,50.0686666667,60.5670666667,74.7316,50.2832666667,89.6907333333,13.7511333333,64.4945333333,64.1954,2.98186666666,3.53553333333
411.49,49.8510666667,60.2229333333,74.2511333333,49.9402666667,89.5388,13.6857333333,64.3190666667,63.8979333333,2.92093333333,3.47273333333
411.85,49.8065333333,60.0311333333,74.0132666667,49.7475333333,89.5833333333,13.7075333333,64.3668666667,63.7438,2.92886666667,3.48193333333
412.21,49.7208,59.8139333333,73.7298,49.5146666666,89.6240000001,13.7250666667,64.3705333333,63.5735333333,2.95333333333,3.52873333333
412.57,49.6457333333,59.5614666667,73.4142666667,49.2923333333,89.6674666667,13.7365333333,64.3474,63.36,2.9236,3.52486666667
412.92,49.4740666667,59.2084,73.0174666667,48.9544,89.5986,13.6632,64.2576666667,63.0634666667,2.8514,3.46573333333
413.28,49.2682,58.8729333333,72.6164666667,48.6018,89.5634,13.62,64.1665333333,62.7522666667,2.8338,3.4332
413.64,49.1908666667,58.5908666667,72.2711333333,48.3134666667,89.5812666667,13.6238666667,64.137,62.5111333334,2.84273333333,3.4234
414.00,49.0775333333,58.3248,71.9634666667,48.0154666667,89.5844666667,13.63,64.1332666667,62.3080666667,2.82333333333,3.44653333333
414.36,48.913,58.0604666666,71.6504,47.7315333333,89.6174,13.5837333333,64.1048666666,62.0638,2.78486666667,3.42573333333
414.72,48.7581333333,57.7201333333,71.2442,47.3930666667,89.5172666667,13.5383333333,64.0084666667,61.7675333333,2.76213333333,3.41866666667
415.07,48.6244,57.4219333333,70.8974666667,47.105,89.4884,13.5335333333,63.9406666667,61.5431333333,2.79393333333,3.44766666667
415.43,48.5377333333,57.1412666667,70.619,46.8226666667,89.5781333333,13.5018666667,63.9574666667,61.3609333333,2.77973333333,3.41606666667
415.79,48.3848,56.8477333333,70.2365333333,46.526,89.5588,13.4596,63.8732,61.1238666667,2.74006666666,3.3692
416.15,48.2480666667,56.5482,69.8915333333,46.2461333333,89.5556,13.4514666667,63.8150666667,60.9038666667,2.7378,3.35333333333
416.51,48.1132666667,56.2741333333,69.559,45.9432,89.584,13.4142,63.7432,60.673,2.72606666667,3.336
416.86,48.041,56.0403333333,69.274,45.7022666666,89.6586666667,13.4254,63.7586666667,60.5302666667,2.73733333333,3.3478
417.22,47.8710666667,55.6929333333,68.8473333333,45.4104,89.5830666667,13.3904666667,63.6674,60.292,2.72813333334,3.34273333333
417.58,47.7140666667,55.4194666667,68.5077333333,45.1445333333,89.5643999999,13.3442,63.5989333333,60.0934666667,2.71146666667,3.33226666667
417.94,47.5128666667,55.0502666666,68.1090666667,44.8344,89.4929999999,13.3095333333,63.4438666667,59.7875333333,2.70746666667,3.3064
418.29,47.3615333333,54.7455333333,67.7538,44.5646666667,89.4664000001,13.3014666667,63.3236666667,59.5322666667,2.73833333333,3.33886666667
418.65,47.1685333333,54.4454666667,67.3798666667,44.2926,89.4040666667,13.2974666667,63.2066,59.2573333333,2.75766666667,3.35906666667
419.01,47.0204666666,54.1271333333,67.0073333333,44.0248,89.3413333333,13.2976,63.0906666667,59.0053333333,2.768,3.38133333333
419.37,46.8603333334,53.8352666667,66.6511333333,43.7908,89.2739333333,13.2909333333,62.973,58.7541333333,2.7826,3.41386666666
419.73,46.6958,53.5163333333,66.2828,43.5178,89.1864,13.2681333333,62.8147333333,58.4865333333,2.7892,3.44013333333
420.08,46.5465333333,53.233,65.9478666667,43.2719333333,89.1278,13.2422666667,62.6872,58.2321333333,2.78393333333,3.449
420.44,46.3588,52.8990666667,65.5805333333,42.9933333333,89.0265999999,13.1992666667,62.5419333333,57.9696,2.76646666667,3.4348
420.80,46.1607333333,52.554,65.1800666667,42.7264,88.8860666667,13.1742,62.366,57.6814,2.7808,3.43346666667
421.16,46.0262666667,52.2578,64.8195333333,42.4840666667,88.7688000001,13.1698666667,62.2209333333,57.4133333334,2.79633333334,3.4468
421.51,45.8297333333,51.8981333333,64.3899333333,42.1935333333,88.6098,13.1632,62.0266,57.111,2.80033333333,3.445
421.87,45.6432666667,51.6109333333,63.9984666666,41.9249333333,88.4488666667,13.1228,61.8640666667,56.8364666667,2.7892,3.43033333333
422.23,45.438,51.2503333333,63.5616,41.6089333333,88.2467333334,13.0800666667,61.6664666667,56.5078666667,2.76773333333,3.40986666667
422.58,45.2576,50.924,63.1373333333,41.3322666667,88.1044,13.0372666667,61.4788,56.2153333333,2.75266666667,3.40806666667
422.94,45.0396,50.6002666667,62.7222,41.0562666667,87.9476666667,12.9914,61.2772666667,55.8989333333,2.73653333333,3.38646666667
423.30,44.8248666667,50.2497333333,62.2933333333,40.7441333333,87.7715333334,12.9346666667,61.0424,55.5682666667,2.7106,3.35373333333
423.66,44.6474666667,49.9549333333,61.9454,40.5008,87.6875333334,12.8954,60.9116666667,55.3112,2.70333333333,3.32866666667
424.01,44.4669333333,49.6281333333,61.5535333334,40.2349333333,87.5390666667,12.8632,60.7402,55.0165333333,2.70446666666,3.3148
424.37,44.2981333333,49.3565333333,61.1488,40.0071333333,87.3688,12.8496666667,60.5516,54.7372,2.72473333333,3.33866666667
424.73,44.1474666667,49.1043333333,60.8378,39.8006666667,87.2735333334,12.8250666667,60.4070666667,54.4976,2.7046,3.3442
425.08,43.9746666667,48.8052666667,60.5038,39.5638666667,87.1580666666,12.7862,60.2431333333,54.2270666667,2.6934,3.33073333333
425.44,43.802,48.518,60.1452666667,39.3150666667,87.0079333334,12.7354,60.0615333333,53.9418,2.6856,3.3318
425.80,43.6745333333,48.253,59.8415333333,39.1017333333,86.9339333333,12.7112666667,59.9224666667,53.6962666667,2.6902,3.34526666667
426.16,43.4997333333,47.9242,59.4608666667,38.8691333333,86.7666666667,12.6929333333,59.7239333333,53.4211333333,2.70046666667,3.35026666667
426.51,43.3105333333,47.6317333333,59.1011333333,38.6346,86.5924,12.6647333333,59.5207333333,53.1516666667,2.71686666667,3.3498
426.87,43.1296666667,47.292,58.6778666667,38.3694,86.3608666667,12.6292666667,59.2918,52.8434,2.72686666667,3.3616
427.23,42.9154,46.9377333333,58.2516,38.0975333333,86.1280666667,12.59,59.066,52.5108666667,2.72766666667,3.36773333334
427.58,42.6472666667,46.4924666667,57.7027333333,37.7556,85.7568666667,12.5175333333,58.7232666667,52.0697333333,2.69913333333,3.35286666667
427.94,42.4069333334,46.1081333333,57.2126,37.4443333333,85.4551333333,12.4620666667,58.4229333333,51.73,2.70373333333,3.36413333333
428.30,42.1390666667,45.6782,56.7749333333,37.0996666667,85.145,12.3969333333,58.1327333333,51.3328666667,2.68586666667,3.342
428.65,41.8768,45.2945333333,56.2866,36.7745333333,84.8003333333,12.3381333333,57.7974,50.9368,2.71033333333,3.35826666667
429.01,41.6107333333,44.9208,55.7987333333,36.4590666667,84.5294666666,12.2825333333,57.4908666667,50.5812,2.70953333333,3.36353333333
429.37,41.4024666667,44.5896666667,55.4439333333,36.2183333333,84.3403333333,12.2518666667,57.2721333333,50.2772,2.72013333333,3.35986666667
429.72,41.1416666667,44.2014,54.9830666667,35.9182,84.0406666667,12.1865333333,56.9414,49.9308,2.71446666667,3.354
430.08,40.9083333333,43.9029333333,54.5927333334,35.656,83.7822,12.1436,56.6792,49.6298,2.71993333334,3.36853333333
430.44,40.7006666667,43.55,54.1992,35.3774666667,83.5424666667,12.0953333333,56.4252,49.3128,2.70286666667,3.34913333333
430.79,40.4350666667,43.1786666667,53.7674666667,35.0815333333,83.2319333333,12.0461333333,56.1336,48.928,2.6988,3.35406666667
431.15,40.2617333333,42.9167333333,53.4060666667,34.8774,83.0414666667,12.0518,55.9512666667,48.6573333333,2.73853333333,3.38113333333
431.50,40.0224666666,42.6049333333,53.0098,34.6138666667,82.7895333333,12.0352666667,55.6860666667,48.3254666667,2.74893333333,3.40173333333
431.86,39.7402,42.2562,52.5902,34.3200666667,82.5385333333,11.9568666667,55.4191333333,47.9436666667,2.70486666667,3.3466
432.22,39.5319333333,41.9418,52.1822,34.0659333333,82.2546,11.9245333333,55.1657333333,47.6406666667,2.7152,3.34993333333
432.57,39.3431333333,41.6712666667,51.8453333333,33.8533333333,82.0488666666,11.8874,54.9499333333,47.3517333333,2.69166666667,3.3348
432.93,39.1676666667,41.3923333333,51.5176,33.6575333333,81.8009333333,11.883,54.7212666666,47.0866,2.71513333333,3.36093333333
433.29,38.9364666667,41.0687333333,51.0898,33.3931333333,81.4304666667,11.8499333333,54.414,46.7528666666,2.71913333333,3.3742
433.64,38.7356666667,40.7853333333,50.7383333333,33.2014,81.1703333333,11.8255333333,54.1648666667,46.4570666667,2.71466666667,3.37653333333
434.00,38.5458666667,40.4757333333,50.3909333333,32.9707333333,80.8886,11.7806666667,53.9216666666,46.1304666667,2.71006666667,3.36826666667
434.35,38.3236,40.1699333333,50.0238666667,32.7394,80.5753333333,11.7218,53.6536666667,45.7971333333,2.72066666667,3.36313333333
434.71,38.1346,39.8910666667,49.7048,32.5346666667,80.3192666667,11.6733333333,53.4258666667,45.5231333333,2.7276,3.36586666667
435.07,37.921,39.5896666667,49.3548,32.2978,80.0137333333,11.6274,53.1346666666,45.2199333333,2.73,3.37206666667
435.42,37.7746,39.3600666667,49.0684666667,32.1424666667,79.8105333333,11.6098666667,52.9461333333,45.0026666666,2.778,3.4122
435.78,37.5951333333,39.0673333333,48.7122666666,31.9486666667,79.4754666667,11.5937333333,52.6649333333,44.7008,2.81206666667,3.46206666667
436.13,37.3453333333,38.7634,48.3468666667,31.7294,79.1688,11.5398,52.3519333333,44.3942666667,2.8014,3.45733333333
436.49,37.1096666667,38.4247333333,47.9383333333,31.4782666667,78.814,11.4886666667,52.0329333333,44.064,2.81086666667,3.4558
436.84,36.8803333333,38.1378666666,47.5924666667,31.2338666667,78.5230666667,11.4138,51.7328,43.7319333333,2.79106666667,3.42813333333
437.20,36.6255333333,37.832,47.2321333333,31.0036,78.1831333334,11.3506666667,51.4188,43.4128666667,2.78566666667,3.42386666667
437.56,36.3916666666,37.5361333333,46.8480666667,30.745,77.8335333333,11.3068,51.1158,43.0812666667,2.80153333333,3.448
437.91,36.1515333333,37.2757333333,46.4955333333,30.5568,77.4842,11.2811333333,50.8098,42.7998,2.83833333333,3.481
438.27,35.9103333333,37.0180666667,46.1584666667,30.322,77.179,11.243,50.5146,42.4986,2.82186666667,3.4798
438.62,35.6916666667,36.7607333333,45.8269333333,30.1217333333,76.861,11.219,50.2292,42.2288666667,2.8386,3.48193333333
438.98,35.5143333333,36.5461333333,45.5402666667,29.9440666667,76.5882,11.1994,49.976,41.9868666667,2.86253333333,3.5036
439.33,35.2586,36.2418666667,45.1604666667,29.6859333333,76.1608,11.1419333333,49.6335333334,41.6472,2.84746666667,3.48646666667
439.69,35.0450666667,35.9983333333,44.8594,29.4886666667,75.8770666667,11.0866666667,49.3481333333,41.3942,2.83786666667,3.4776
440.04,34.8776,35.7958,44.6150666667,29.3284,75.6333333333,11.0726,49.1181333333,41.157,2.86746666667,3.51413333333
440.40,34.6539333333,35.5514,44.3290666667,29.1438,75.2810666667,11.0300666667,48.8583333333,40.9004666667,2.8754,3.51586666667
440.75,34.4396,35.2793333333,43.9993333333,28.9353333333,74.9324,10.9838,48.5902,40.63,2.869,3.51126666667
441.11,34.2788,35.0742666667,43.7234666667,28.7770666667,74.6622666667,10.9634666667,48.364,40.4050666667,2.88586666667,3.52853333333
441.47,34.0991333333,34.8624666667,43.4811333333,28.633,74.3600666666,10.9547333333,48.1426,40.1783333333,2.92153333333,3.5468
441.82,33.9259333333,34.6208,43.1858666667,28.4446666667,74.0616,10.9042666667,47.8851333333,39.9340666667,2.907,3.5234
442.18,33.7279333333,34.3470666667,42.8609333333,28.237,73.6723333333,10.8544666667,47.5792,39.6452,2.90853333333,3.52593333333
442.53,33.5696666667,34.1309333333,42.5933333333,28.0642,73.4122666667,10.8212666667,47.3345333333,39.4044,2.91566666667,3.5476
442.89,33.3227333333,33.8289333333,42.2486,27.8257333333,73.0301333333,10.7558666667,47.0098,39.0928666667,2.90086666667,3.53706666667
443.24,33.1147333333,33.5783333333,41.9696,27.6486,72.7351333333,10.7027333333,46.7327333333,38.8443333333,2.8812,3.51753333333
443.60,32.9152,33.3323333333,41.6604,27.4291333334,72.3486666667,10.6668,46.4378,38.5616,2.88706666667,3.52206666667
443.95,32.6715333333,33.0204666667,41.2424666667,27.1703333333,71.8650666667,10.5817333333,46.0528666667,38.2024666667,2.86,3.4946
444.31,32.4919333333,32.8213333333,40.9668666667,26.9962666667,71.5800666667,10.5638666667,45.7941333333,37.9581333333,2.872,3.52153333333
