wavelength,Back_TanGutm,Belly_TanGutm,Breast_TanGutm,Crissum_TanGutm,Crown_TanGutm,DorTail_TanGutm,Patch10_TanGutm,Patch11_TanGutm,Patch12_TanGutm,Patch13_TanGutm,Rump_TanGutm,Throat_TanGutm,WingTip_TanGutm
335.01,8.72106666667,17.886,21.0572,12.9980666667,5.67686666667,7.4394,8.81326666667,9.21973333333,6.23546666667,7.51926666667,12.3584,16.6892,5.86133333333
335.38,9.74199999999,18.8295333333,22.0039333333,13.8183666667,6.67406666667,8.41633333333,9.85339999999,10.1074666667,7.23846666667,8.51666666667,13.26,17.72,6.64593333333
335.74,9.81246666669,19.0288,22.1949333333,13.8827666667,6.8856,8.6932,10.0034,10.1718666667,7.4048,8.60680000001,13.5136666667,17.9566,6.7893
336.11,9.59323333334,18.8126666667,22.039,13.7293333333,6.73093333333,8.47013333333,9.912,10.0356,7.27586666667,8.33686666667,13.476,17.6042,6.64403333333
336.47,9.34803333333,18.7333333333,21.854,13.6353,6.5374,8.30206666667,9.7498,9.99660000001,7.0568,8.02006666667,13.3591333333,17.4292666667,6.4682
336.84,9.36870000001,18.8027333333,22.0404666667,13.7188666667,6.64333333333,8.39286666667,9.7228,10.0721333333,7.03,8.03626666667,13.3729333333,17.5332,6.49193333333
337.21,9.24000000001,18.7212666667,22.119,13.6501666667,6.67353333333,8.50566666667,9.54786666667,10.1147333333,7.04326666667,8.05786666667,13.3608,17.3531333333,6.41636666667
337.57,9.33176666667,18.7269333333,22.2148,13.6328666667,6.86186666666,8.414,9.55979999999,10.1134,6.90266666666,8.09626666666,13.4966666667,17.5334666667,6.3807
337.94,9.3204,18.704,22.2792,13.4896333333,6.8016,8.39693333333,9.55126666666,10.0190666667,6.81046666667,7.92886666667,13.3423333333,17.5182,6.36403333333
338.31,9.41993333334,18.9294666667,22.4382666667,13.4373666667,6.92146666667,8.34513333333,9.53413333334,10.2536,6.84986666667,8.06786666667,13.3154666667,17.5372666667,6.53576666667
338.67,9.68780000001,19.2214,22.6206,13.7095,7.23133333333,8.6762,9.69773333334,10.6222666667,7.06373333333,8.28373333334,13.5428,17.9196666667,6.69553333333
339.04,9.49686666667,19.1641333334,22.4746,13.5685666667,7.27273333333,8.61613333333,9.52199999999,10.4036666667,6.8636,8.2354,13.4492,17.6698,6.5847
339.40,9.18840000001,18.7559333333,22.1587333333,13.2206,6.8162,8.25766666667,9.02906666666,9.99126666667,6.40453333333,7.80873333333,13.0364666667,17.2562,6.29376666667
339.77,9.28186666666,18.9024,22.2271333334,13.3183333334,6.8982,8.19726666667,9.09753333334,10.1051333333,6.50586666667,7.8714,13.1468666667,17.3912666667,6.43523333333
340.14,9.28066666667,19.0421333333,22.2648,13.3131,6.91573333333,8.031,8.96333333333,10.0894666667,6.48153333333,7.8778,13.1269333333,17.5097333333,6.50283333333
340.50,9.55476666667,19.4294666667,22.5913333333,13.6301333333,7.1592,8.17373333333,9.16953333333,10.3441333333,6.8076,8.2222,13.4091333334,17.7876,6.6203
340.87,9.51466666666,19.413,22.5741333334,13.6455333333,7.17273333333,8.0918,9.17459999999,10.3526,6.81186666667,8.22653333333,13.4515333333,17.8118,6.62526666667
341.23,9.82893333334,19.6250666666,22.7666666667,13.8206,7.27433333334,8.19726666667,9.37593333335,10.4655333333,7.03326666667,8.32506666667,13.6918666667,18.0306,6.64513333333
341.60,9.85583333335,19.7339333333,22.8484,13.8818,7.21513333333,8.22593333333,9.35133333333,10.4523333333,7.12906666667,8.32606666667,13.7671333333,18.0172666667,6.59513333333
341.96,9.81696666667,19.7978666667,22.7721333333,13.8671666667,7.243,8.09833333333,9.36413333333,10.4539333333,7.1094,8.31673333333,13.8084666667,18.0164,6.53643333333
342.33,9.41159999999,19.4676,22.6519333334,13.6636333333,7.00693333333,7.7314,9.13433333333,10.1252,6.78266666667,7.99353333333,13.6876666667,17.9066,6.20853333333
342.70,9.30530000001,19.4051333333,22.6952,13.7136,6.93726666667,7.6092,9.05160000001,10.0238,6.79706666667,7.87786666667,13.6848666667,17.8659333333,6.2023
343.06,9.60733333334,19.6374666667,23.0240666667,14.0341,7.2288,7.86666666667,9.26226666667,10.2858666667,7.02526666667,8.043,13.9730666667,18.0672,6.3389
343.43,9.35133333333,19.6823333334,22.9046666667,14.0211666667,7.17186666667,7.6636,9.10833333332,10.1856,6.9096,7.91233333333,13.9723333333,18.0596666667,6.07453333333
343.79,9.41573333334,19.7282666667,22.9766666667,14.0808666667,7.148,7.76513333333,9.10900000001,10.1736666667,6.86686666667,7.93513333333,13.9864666667,18.0048,6.01166666667
344.16,9.34833333334,19.5562666667,23.078,14.0192,7.1716,7.7658,9.04479999999,10.194,6.8114,7.86053333333,13.9069333333,17.9800666667,5.9712
344.52,9.0544,19.2805333333,22.866,13.7997,7.05493333333,7.59186666667,8.77293333333,9.95946666666,6.51026666667,7.65633333333,13.7657333333,17.8293333333,5.7673
344.89,9.14079999999,19.3520666667,22.9529333333,13.8567,7.0434,7.63893333333,8.84593333333,9.95280000001,6.56466666667,7.58053333333,13.8631333333,17.9739333333,5.83476666667
345.25,9.09906666667,19.4088,23.0557333333,13.9504,7.14993333334,7.71406666667,8.91586666667,9.99733333333,6.52653333333,7.59186666666,13.9424,18.0292666667,5.88156666667
345.62,8.78969999999,19.2132666667,22.8590666667,13.8270666667,6.95973333333,7.574,8.67513333334,9.92186666666,6.18173333333,7.313,13.7328666667,17.8405333333,5.7066
345.99,8.50390000001,18.9954666667,22.7178,13.6141666667,6.54613333333,7.22466666667,8.34446666667,9.65893333333,5.77186666667,7.06353333333,13.4502666667,17.5659333333,5.3442
346.35,8.71770000001,19.1278666667,22.7623333333,13.7252,6.60486666667,7.32146666667,8.46540000001,9.68673333334,5.7964,7.10613333333,13.4904,17.7371333333,5.36323333333
346.72,8.69640000001,19.029,22.7416666667,13.6183,6.541,7.1672,8.39833333333,9.55686666667,5.65146666666,7.12126666667,13.4430666667,17.7288666667,5.22503333333
347.08,8.79169999999,19.1034666666,22.8275333333,13.6194666667,6.48433333333,7.23886666667,8.417,9.50673333334,5.63386666667,7.17506666667,13.5795333333,17.8066,5.2848
347.45,9.03983333334,19.195,23.0514,13.8253333333,6.64173333333,7.3934,8.5496,9.67553333334,5.81553333333,7.39366666667,13.8066666667,18.0071333333,5.37853333333
347.81,8.99283333333,19.1872666667,23.1105333333,13.8296,6.78786666667,7.328,8.62213333333,9.77900000001,5.754,7.35826666667,13.852,18.1123333333,5.45283333333
348.18,9.28306666667,19.5813333333,23.2506,14.0876666667,6.9836,7.64086666667,8.90906666667,10.0435333333,5.9668,7.6338,14.2078,18.3452666667,5.60093333333
348.54,9.40986666667,19.7710666667,23.5010666667,14.1079333333,7.0286,7.79006666667,8.99833333333,10.1144666667,6.042,7.7064,14.2916666667,18.5484,5.6766
348.91,9.58846666665,20.1009333333,23.7245333333,14.3796666667,7.24733333333,7.96613333333,9.14126666667,10.2958,6.132,7.94646666667,14.4788,18.6510666666,5.78503333333
349.27,9.86133333335,20.4451333333,23.9711333333,14.5804666666,7.53046666667,8.16473333333,9.28280000001,10.5086,6.33446666667,8.21233333333,14.6952,18.9524,6.04583333333
349.64,10.3231,20.9874666667,24.4189333333,14.9788666667,8.0724,8.51193333333,9.76366666667,10.9085333333,6.80866666667,8.7342,15.2434666667,19.4555333333,6.54423333333
350.00,10.5019,21.2744,24.5701333333,15.1077666667,8.257,8.58186666667,9.83686666665,11.0238666667,7.01053333333,8.83486666668,15.4753333333,19.6439333333,6.60976666667
350.37,10.4391,21.2738666667,24.5857333333,15.0410333333,8.14453333333,8.50733333333,9.61893333333,10.8997333333,6.95006666667,8.75813333333,15.4973333333,19.4901333333,6.5414
350.73,10.5296,21.5198666667,24.8533333333,15.2261,8.28213333333,8.69153333333,9.76126666667,11.1275333334,7.11533333333,8.84346666667,15.6858,19.594,6.77086666667
351.10,10.1981,21.4474666667,24.8112666667,14.9838,8.12086666667,8.32913333334,9.41633333333,11.0309333333,6.81866666667,8.60553333333,15.3814,19.5289333333,6.55146666667
351.46,10.1149,21.5716,24.9296,14.9943666667,8.10986666667,8.32626666667,9.40246666667,11.0772,6.7596,8.55080000001,15.3528,19.5742,6.56103333333
351.83,10.5057333334,21.9678666667,25.3746,15.4298,8.38753333333,8.6778,9.67126666666,11.5590666667,7.13066666667,8.92840000001,15.7218,20.0683333334,6.78666666667
352.19,10.5198333333,22.1404,25.6039333333,15.6428,8.4174,8.66793333333,9.67739999999,11.5625333333,7.07613333334,8.93146666666,15.7788666667,20.1508,6.80676666667
352.55,10.7791333333,22.3754,25.8809333333,16.0302,8.61219999999,8.8386,9.86379999999,11.8374,7.35406666667,9.07793333333,15.9695333333,20.2706666667,6.9367
352.92,10.9411666667,22.5765333333,26.1235333334,16.196,8.74413333333,9.014,9.96826666667,12.1401333333,7.51533333333,9.30513333333,16.1489333333,20.5690666667,7.03563333333
353.28,10.8869,22.6124,26.1871333333,16.2562333333,8.71773333334,9.01113333333,9.93206666666,12.1401333333,7.4974,9.31266666666,16.1061333333,20.5725333334,6.9611
353.65,10.7548333334,22.4727333333,26.2281333333,16.2280666667,8.44826666667,8.82626666667,9.67813333334,11.8981333333,7.31513333333,9.09333333334,15.9143333333,20.4528666667,6.65096666667
354.01,10.8833666667,22.5838666667,26.5002666667,16.4486666667,8.68866666667,8.99993333333,9.90120000001,12.071,7.51806666667,9.29573333333,16.0418,20.7050666667,6.9048
354.38,10.9546666667,22.6960666667,26.6052666667,16.6313666667,8.78313333333,9.08693333333,10.0437333333,12.1768,7.55766666667,9.37506666667,16.0432666667,20.8511333333,6.9057
354.74,10.9414666667,22.6576666667,26.5849333333,16.6779666667,8.81426666667,8.99126666667,9.97506666665,12.0937333333,7.40533333333,9.30759999999,16.0059333333,20.8536666667,6.75213333333
355.11,10.8694333333,22.5508666667,26.457,16.7037,8.71273333333,8.822,9.92899999999,11.9472,7.362,9.17779999999,15.9478,20.744,6.44366666667
355.47,10.8693666667,22.5290666667,26.424,16.6738666667,8.62206666666,8.7058,9.85766666665,11.8363333334,7.25773333333,9.06566666667,15.8783333333,20.7110666667,6.4057
355.83,10.7276,22.5010666667,26.344,16.4982333333,8.3708,8.51806666667,9.69846666665,11.5089333333,7.02893333333,8.94706666666,15.6800666667,20.5194666667,6.07913333333
356.20,10.6967,22.4585333333,26.3456,16.4475666667,8.199,8.40073333333,9.63846666666,11.4115333333,6.96566666667,8.8946,15.5861333333,20.5522,5.91846666667
356.56,10.5892333333,22.5297333333,26.3409333333,16.3660666667,8.0602,8.26426666667,9.51140000001,11.2512666667,6.809,8.87746666667,15.5481333333,20.549,5.828
356.93,10.5435333333,22.4374,26.1891333333,16.3385333333,8.05193333333,8.1,9.44646666667,11.0843333333,6.75506666667,8.77786666666,15.4700666667,20.341,5.76283333333
357.29,10.4515333334,22.4448,26.1647333333,16.3192333333,7.9564,7.90226666667,9.27146666667,10.9416666667,6.61233333333,8.59893333333,15.4721333333,20.3206,5.6588
357.66,10.4855666666,22.4472666667,26.1598666667,16.2751333333,8.0076,7.84473333333,9.32513333334,10.9512,6.6342,8.61866666667,15.494,20.3662,5.62956666667
358.02,10.5112333333,22.5519333333,26.2035333333,16.3304666667,8.04813333333,7.87953333333,9.29840000001,10.9872,6.64226666666,8.70293333333,15.5714666667,20.422,5.62736666667
358.38,10.592,22.8460666667,26.427,16.4775666667,8.24,8.02933333333,9.41393333334,11.1344666667,6.77066666667,8.85680000001,15.7492,20.6368,5.7499
358.75,10.6626333333,23.0909333333,26.6454666667,16.5621,8.28746666667,8.14306666667,9.48366666666,11.1754,6.9196,8.96153333333,15.9234,20.8035333333,5.832
359.11,10.9156333333,23.4532666667,26.9262,16.8346666667,8.53453333333,8.47013333333,9.77306666666,11.4764,7.16606666666,9.28346666665,16.2826,21.1776,6.23796666667
359.48,11.0973,23.7355333333,27.2204666667,17.0409,8.69833333333,8.58793333333,9.91866666665,11.6212666667,7.37706666667,9.47653333333,16.4902,21.4067333333,6.3216
359.84,11.0271333333,23.7430666667,27.3343333333,17.0752666667,8.69106666666,8.47446666667,9.83566666667,11.5844,7.3032,9.42246666667,16.4584,21.4653333333,6.3345
360.20,11.0600333333,23.8185333333,27.4586666667,17.0884666667,8.7678,8.4324,9.78746666667,11.6821333333,7.3678,9.44653333334,16.4653333333,21.5916666667,6.41823333333
360.57,11.2134666667,23.9114666667,27.5521333333,17.2307,8.91666666667,8.48866666667,9.94306666667,11.7942666667,7.54993333334,9.5648,16.5719333333,21.7450666667,6.53483333333
360.93,11.2503666667,24.149,27.814,17.2917333333,8.92960000001,8.47833333333,9.96646666667,11.8516666667,7.57413333333,9.61946666665,16.7446666667,21.9678666667,6.53313333333
361.29,11.4018,24.38,27.9319333333,17.3758666667,9.07526666667,8.65866666667,10.1907333333,11.9812,7.7046,9.73166666667,16.7952666667,22.1128666667,6.60406666667
361.66,11.5010666667,24.5744,28.0526666667,17.4896,9.12573333333,8.7292,10.2395333333,12.0677333334,7.7366,9.77073333333,16.8878,22.246,6.60606666667
362.02,11.6192,24.7661333333,28.2286,17.6751,9.27986666667,8.8738,10.3915333333,12.2186666667,7.7924,9.84573333333,17.0098666667,22.4523333334,6.72356666667
362.39,11.6729666667,24.8182,28.3366,17.7944666667,9.29233333333,8.84326666667,10.4444,12.2978666667,7.8378,9.92979999999,17.1222,22.5798,6.7512
362.75,11.5964666667,24.7573333333,28.3018666667,17.7593333333,9.19273333333,8.7118,10.3622,12.2316,7.69086666667,9.84739999999,16.9563333334,22.5342,6.67483333333
363.11,11.5895333333,24.8044,28.3836666667,17.7921,9.22520000001,8.62346666667,10.3096,12.1980666667,7.6724,9.80879999999,16.8786666667,22.5533333333,6.64593333333
363.48,11.5673333333,24.852,28.4001333333,17.8445,9.24540000001,8.62213333333,10.3101333333,12.2526,7.68713333333,9.81433333333,16.8541333333,22.5988,6.70016666667
363.84,11.5364666667,24.9555333333,28.4554,17.8474,9.16340000001,8.60653333333,10.2892,12.2219333334,7.631,9.8192,16.8770666667,22.5907333334,6.732
364.20,11.3936333333,24.9152,28.414,17.8300333333,9.05200000001,8.54513333333,10.2184666667,12.0896,7.50653333333,9.70753333334,16.8217333333,22.5424,6.54706666667
364.57,11.2838,24.9757333333,28.4841333333,17.8234666667,8.96520000001,8.46086666667,10.0698666667,11.9989333333,7.32526666667,9.56653333334,16.7523333333,22.5453333333,6.42616666667
364.93,11.3126,25.0418666667,28.5701333333,17.9732333333,9.01853333333,8.51726666667,10.1798666667,12.0175333333,7.33006666667,9.57933333333,16.7225333333,22.6662,6.46153333333
365.29,11.2078666667,25.0123333333,28.6788666667,17.8861333333,8.87153333333,8.39326666667,10.0628666667,11.9578666667,7.19953333333,9.55413333333,16.7274666667,22.6642666667,6.3768
365.66,11.1283,25.0170666666,28.7834666667,17.9107333333,8.83839999999,8.31726666667,10.0187333333,11.8830666666,7.10626666667,9.56580000001,16.5631333333,22.6788,6.33703333333
366.02,10.9438,24.9327333333,28.8155333333,17.7906,8.57746666667,8.0726,9.81886666666,11.655,6.87466666667,9.34813333333,16.3775333333,22.5148,6.05106666667
366.38,10.8721333334,24.9112,28.8217333333,17.6724666667,8.52899999999,8.05713333333,9.72346666667,11.5400666667,6.77353333333,9.25466666667,16.2597333333,22.4656666667,5.9936
366.75,10.9523666667,25.0612666667,29.0077333333,17.7589666667,8.5316,8.16473333333,9.76246666665,11.6306,6.8466,9.3632,16.2914666667,22.6116666667,6.03043333333
367.11,10.8358,24.9119333333,29.0218666667,17.6397,8.31220000001,8.0952,9.63733333333,11.4492666667,6.71606666667,9.26726666667,16.1982,22.5722666667,5.8445
367.47,10.8615,25.0227333333,29.1572,17.7397,8.27653333334,8.20093333333,9.64933333332,11.4354,6.6712,9.37173333332,16.2369333333,22.6813333333,5.81076666667
367.84,11.0315666667,25.1773333333,29.1832,17.8934,8.46213333334,8.36886666667,9.7976,11.5952,6.90173333333,9.47926666668,16.3033333333,22.808,5.91566666667
368.20,11.2827,25.4944,29.4707333333,18.1407333333,8.73266666667,8.57713333333,10.0614666667,11.7892666667,7.0736,9.77293333334,16.5196,23.0758,6.19836666667
368.56,11.3357666667,25.6034,29.5364,18.2095,8.8494,8.62633333333,10.1523333333,11.8814,7.13746666667,9.87546666665,16.5265333333,23.1999333334,6.29663333333
368.93,11.2670333333,25.6346,29.6489333333,18.1194666667,8.77013333333,8.61686666667,10.0265333333,11.8732,6.99786666667,9.85746666666,16.4846666667,23.2032,6.16923333333
369.29,11.4086,25.8192,29.8024666667,18.3530666667,8.9338,8.70266666667,10.1571333333,11.9720666667,7.17506666667,9.94493333333,16.5004666667,23.4252,6.33496666667
369.65,11.4634,26.0397333333,29.9960666667,18.4788333333,9.02153333333,8.82353333333,10.3203333333,12.0346,7.28806666667,10.0072,16.6102,23.6188666667,6.46216666667
370.01,11.6197333334,26.2522666667,30.1413333333,18.5629333333,9.14933333333,8.90326666667,10.4161333333,12.0864,7.47573333334,10.1622666667,16.675,23.8194666667,6.61503333333
370.38,11.4958,26.1842,30.0945333333,18.5739333333,8.97566666667,8.713,10.2670666667,11.9079333333,7.36793333333,10.0462,16.5414666667,23.7410666667,6.4948
370.74,11.6130333333,26.4064666667,30.2148,18.8078333333,9.17106666667,8.822,10.4795333333,12.023,7.55073333334,10.2104,16.7263333333,23.8550666666,6.55273333333
371.10,11.6587,26.54,30.234,18.8645666667,9.194,8.8862,10.5259333333,12.052,7.5488,10.265,16.6870666667,23.8977333333,6.62906666667
371.46,11.5819,26.4533333334,30.1672666667,18.7784333333,9.1894,8.74346666667,10.5588666667,11.9530666667,7.5086,10.1365333333,16.6299333333,23.8562,6.65493333333
371.83,11.4221333333,26.4064,30.2316666667,18.7169333333,9.03286666667,8.5682,10.5532666667,11.7725333333,7.34586666667,10.0190666667,16.5162666666,23.909,6.47143333333
372.19,11.3389,26.4412666667,30.2454666667,18.6680666667,8.93406666667,8.45346666667,10.4679333333,11.6725333333,7.31813333333,9.96433333334,16.4000666667,23.8822,6.4155
372.55,11.356,26.5254666667,30.3848,18.7111666667,8.79333333333,8.43946666667,10.4852666667,11.6203333333,7.30426666667,9.95866666667,16.3541333333,23.9745333333,6.33573333333
372.92,11.3347,26.4904,30.2971333333,18.7336333333,8.7154,8.36733333333,10.4556666667,11.4879333333,7.3778,9.95093333335,16.232,23.9860666667,6.3598
373.28,11.3346,26.5138,30.3852666667,18.7666666667,8.62780000001,8.3608,10.4769333333,11.4346666667,7.34886666667,9.99426666668,16.2106666667,24.0722666666,6.30726666667
373.64,11.1845666667,26.4674666667,30.306,18.7388666667,8.48533333333,8.22806666667,10.3464,11.3251333333,7.21926666667,9.92433333333,16.1129333333,24.0113333333,6.1396
374.00,11.2243666667,26.5708,30.4690666667,18.9025,8.51366666666,8.364,10.4534,11.378,7.2744,10.0522666667,16.1821333333,24.1984666667,6.23493333333
374.37,11.3503,26.7958,30.7055333333,18.9993,8.61693333333,8.51746666667,10.6572,11.498,7.36793333333,10.1948,16.2812666667,24.331,6.3243
374.73,11.2487333333,26.8463333333,30.8378666667,18.9243666667,8.46499999999,8.3812,10.6082666667,11.2697333333,7.22393333333,10.0948,16.09,24.406,6.2391
375.09,11.2805,27.0593333333,31.0282,18.9849,8.46146666667,8.3778,10.6819333333,11.2486666667,7.26466666667,10.1093333333,16.0209333333,24.5659333333,6.27646666667
375.45,11.2575333333,27.2278,31.3025333333,19.0313,8.3184,8.37513333333,10.5860666667,11.1342666667,7.18113333333,10.1551333333,15.8954666667,24.6764666667,6.1851
375.81,11.2315,27.3356666667,31.3302666666,19.0116,8.3046,8.4438,10.5686,11.1422,7.21013333333,10.2444,15.8176666666,24.7550666667,6.27146666667
376.18,11.1158,27.285,31.2904666667,18.9643333333,8.19593333333,8.43586666667,10.5664666667,11.0447333333,7.1784,10.1499333333,15.7077333333,24.7029333333,6.16916666667
376.54,11.0478666667,27.3954666666,31.3372666667,18.9408666667,8.2102,8.44473333333,10.5980666667,10.99,7.18,10.2082,15.6597333333,24.7172666667,6.22946666667
376.90,11.0989666667,27.5637333333,31.4908666667,19.0132666667,8.214,8.5878,10.7206666667,11.066,7.243,10.2704666667,15.6755333333,24.8442,6.36243333333
377.26,10.9681,27.5484,31.4016,18.8816666667,8.0666,8.5182,10.7053333333,10.8987333333,7.15333333333,10.2006,15.4917333333,24.7197333334,6.29216666667
377.63,11.2358666667,27.7519333333,31.6589333333,19.0550666667,8.23293333333,8.7744,10.92,11.0662666667,7.44013333333,10.3983333333,15.6892,25.0028666667,6.53063333333
377.99,11.2194333333,27.8044,31.6890666667,19.0644666667,8.18073333333,8.7854,10.9609333333,11.0343333333,7.4352,10.4383333333,15.6015333333,24.9881333333,6.54016666667
378.35,11.1814333333,27.8554,31.6728,19.0995666667,8.1264,8.7636,10.9636666667,10.9714,7.46153333333,10.426,15.4874,25.0451333333,6.58393333333
378.71,11.2004666667,27.9070666667,31.6854,19.0925666667,8.12793333334,8.8572,11.0177333333,11.0571333333,7.54146666667,10.5042666667,15.4982,25.1336,6.63966666667
379.07,11.1375,27.9342,31.7337333333,19.1399666667,8.1018,8.86493333333,11.0583333333,11.0071333333,7.57806666667,10.5190666667,15.5343333333,25.1632666667,6.62456666667
379.44,11.0707333333,27.9127333333,31.575,19.1457333333,8.0614,8.86073333333,11.086,10.9653333333,7.64093333333,10.523,15.4380666667,25.1301333333,6.6705
379.80,11.1655,28.0909333333,31.7348,19.2664333333,8.1296,8.94206666667,11.1718666667,10.9761333333,7.7622,10.5911333333,15.483,25.2525333333,6.73163333333
380.16,11.3322333333,28.3306,31.9463333333,19.3883666667,8.3222,9.1496,11.3428666667,11.0818666667,7.91813333333,10.7756666667,15.6226,25.4556666667,6.9577
380.52,11.3636333333,28.3324666667,32.0256666667,19.4595666666,8.39953333333,9.2082,11.4189333333,11.0848666667,7.98266666667,10.8413333333,15.6278,25.5793333333,7.04166666667
380.88,11.3464,28.4066666667,32.0983333333,19.4404333333,8.4516,9.1676,11.4866,11.0725333333,7.99433333333,10.9217333333,15.5838666667,25.6502,7.07273333333
381.24,11.2852666667,28.4662,32.1704666667,19.4589,8.41633333333,9.11193333333,11.4070666667,11.0723333333,7.99633333333,10.8857333333,15.5412,25.7096666667,7.09586666667
381.61,11.103,28.4962666667,32.2236,19.3866333333,8.29606666667,8.97233333333,11.3646,10.9757333333,7.88333333333,10.8447333333,15.3013333333,25.6830666667,7.04163333333
381.97,10.9749666667,28.4944666667,32.1477333333,19.2775333333,8.17353333333,8.84573333333,11.3002666667,10.8658666667,7.8278,10.7460666667,15.1488666667,25.6618,6.9259
382.33,10.9773333333,28.6014666667,32.264,19.2844666667,8.17473333333,8.9392,11.3808666667,10.8972,7.89073333333,10.8418666667,15.1566,25.8108666667,6.94543333333
382.69,10.9268666667,28.6412666667,32.2733333333,19.2602666667,8.131,8.92766666667,11.3975333333,10.8310666667,7.8842,10.8247333333,15.0927333333,25.829,6.96963333333
383.05,10.9089666667,28.68,32.3224,19.2694,8.12066666667,8.8968,11.4406666667,10.8277333333,7.90306666667,10.8674666667,15.0106666667,25.8206,6.99003333333
383.41,10.8778,28.7542666666,32.4577333333,19.2246666667,8.13666666667,8.8616,11.4907333334,10.7971333333,7.86573333333,10.9117333333,14.9769333333,25.8640666667,6.9137
383.77,10.9668,28.8487333333,32.5744,19.3401333333,8.21166666667,8.98046666667,11.6704666667,10.9048,7.9464,11.0696,15.0356,26.0060666667,7.09003333333
384.14,10.799,28.8073333334,32.5186666667,19.2838666667,8.01053333333,8.80506666667,11.5724666667,10.7719333333,7.7994,10.9450666667,14.8139333333,25.9353333333,6.9618
384.50,10.7233333333,28.8510666667,32.5310666667,19.2461666667,7.86593333333,8.7324,11.5444666667,10.6518,7.7296,10.8778666667,14.698,25.9348,6.8666
384.86,10.6271666667,28.9184666667,32.5362666667,19.2629,7.74646666667,8.6982,11.5026666667,10.5496666667,7.6776,10.8148666667,14.6024,25.9438666667,6.7684
385.22,10.7008666667,29.0127333333,32.6894,19.3393666667,7.78453333333,8.78566666667,11.6603333333,10.5803333333,7.75893333333,10.9332666667,14.6034666667,26.0517333333,6.80293333333
385.58,10.8136,29.1516,32.8038666667,19.4140333333,7.81846666667,8.93433333333,11.7670666666,10.6035333333,7.8576,11.016,14.6428,26.1202,6.88826666667
385.94,10.8393,29.2222666667,32.9542,19.4977666667,7.83346666667,9.026,11.8874,10.6310666667,7.92320000001,11.04,14.6779333333,26.2362,6.9883
386.30,10.7964,29.257,32.9274,19.5029333333,7.80753333333,8.9406,11.9163333333,10.5720666667,7.87273333334,10.9856,14.6148666667,26.2400666667,6.93656666667
386.66,10.7957666667,29.3115333333,33.0449333333,19.5233666667,7.79506666667,8.89733333333,11.9577333333,10.5614666667,7.8334,10.9598,14.5702666667,26.3032,6.89776666667
387.03,10.8044666667,29.3830666666,33.0888666667,19.5419333333,7.7912,8.91926666667,12.0181333333,10.5519333333,7.8446,10.9708,14.5363333333,26.3402,6.90706666667
387.39,11.0501,29.6732666667,33.3408,19.8066,8.02386666667,9.1788,12.3153333333,10.7934666667,8.08566666667,11.1828,14.7326,26.6112,7.18346666667
387.75,10.9993333333,29.713,33.355,19.7901333333,8.00026666667,9.09993333333,12.3065333333,10.7269333333,8.06613333333,11.155,14.6587333333,26.6356,7.1428
388.11,11.1309333333,29.8868,33.5328,19.8989666667,8.132,9.19213333333,12.4821333333,10.838,8.1918,11.2956666667,14.7274666667,26.828,7.24376666667
388.47,11.1086,29.8513333334,33.5396666667,19.8398333333,8.12666666667,9.17186666667,12.516,10.8602666667,8.1814,11.2602666667,14.6317333333,26.8222,7.21636666667
388.83,11.1763666667,29.8942,33.6554,19.8851,8.18046666667,9.2224,12.611,10.8811333333,8.25259999999,11.31,14.6124666667,26.8827333333,7.29393333333
389.19,11.16,29.9742,33.7311333333,19.9322666667,8.2086,9.26166666667,12.6813333333,10.9133333333,8.29793333333,11.3359333333,14.5512,26.9696,7.3258
389.55,10.994,29.9082666667,33.6088666667,19.8152666667,8.1142,9.1078,12.6341333333,10.8196,8.17326666667,11.2519333333,14.4384666667,26.9254666667,7.239
389.91,10.9052333333,29.8584,33.5119333333,19.7175666667,8.0704,9.06066666667,12.5903333333,10.7154,8.10286666667,11.2028,14.3026666667,26.8406666667,7.1306
390.27,10.9455,29.9820666667,33.6743333333,19.7945333333,8.08813333333,9.13453333333,12.7029333333,10.7333333333,8.18746666667,11.3098666667,14.2809333333,26.963,7.20273333333
390.63,10.9984333333,30.0884666667,33.7298666667,19.8657666667,8.13973333333,9.2566,12.8166666667,10.7770666667,8.311,11.4235333333,14.2550666667,27.0564666667,7.32663333333
391.00,11.0048666667,30.1018666667,33.7545333333,19.7899333333,8.11353333333,9.26146666667,12.8501333333,10.7276,8.31239999999,11.4464,14.1806666667,27.1414,7.3275
391.36,10.8384,30.0216,33.6982666667,19.6744333333,7.96386666667,9.1586,12.7774666667,10.5927333333,8.20306666666,11.3417333333,13.9868,27.1008,7.23786666667
391.72,10.6987666667,29.9058666667,33.6347333333,19.5157,7.79593333333,9.10306666667,12.7254,10.4644666666,8.12513333333,11.1988,13.8499333334,26.9739333333,7.12273333333
392.08,10.5658333333,29.8680666667,33.6044666667,19.4330333333,7.6884,9.04533333333,12.7005333333,10.3573333333,8.05773333333,11.1190666667,13.7085333333,26.949,7.0856
392.44,10.5922333333,30.0184,33.7598,19.5655333333,7.72893333333,9.1568,12.8498,10.4034666667,8.12439999999,11.2496,13.7235333333,27.0903333333,7.19586666667
392.80,10.5207666667,30.0181333333,33.8063333333,19.4801666667,7.67126666667,9.12506666667,12.8946,10.328,8.09353333333,11.2500666667,13.6269333333,27.1327333333,7.14543333333
