wavelength,Back_TanInom,Belly_TanInom,Breast_TanInom,Crissum_TanInom,Crown_TanInom,DorTail_TanInom,Patch10_TanInom,Patch11_TanInom,Rump_TanInom,Throat_TanInom,WingTip_TanInom
336.11,10.117,15.4352222222,14.2475555556,13.3882222222,6.82877777778,6.24355555556,43.1685555556,8.16800000001,13.655,13.1337777778,7.08588888889
336.47,9.9308888889,15.3568888889,14.1791111111,13.2484444444,6.61822222222,6.03177777778,43.1164444445,8.02133333332,13.5298888889,12.9531111111,7.04711111111
336.84,10.343,15.9306666667,14.6171111111,13.7362222222,7.10033333333,6.41088888889,43.5995555556,8.38788888889,14.0021111111,13.5448888889,7.57894444444
337.21,10.5034444444,16.0662222222,14.7327777778,13.8841111111,7.26011111111,6.52977777778,43.6453333333,8.50122222222,14.1678888889,13.7162222222,7.55094444444
337.57,10.3832222222,15.8914444444,14.6616666667,13.7193333333,7.12222222222,6.27177777778,43.7306666666,8.42777777777,14.0656666667,13.658,7.39216666667
337.94,10.3451111111,15.911,14.6648888889,13.7887777778,7.15911111111,6.25966666667,43.8118888889,8.33277777779,14.098,13.6412222222,7.33222222222
338.31,10.498,16.0271111111,14.8101111111,13.9393333333,7.36788888889,6.416,43.8894444444,8.45688888889,14.2318888889,13.8512222222,7.41322222222
338.67,10.3706666667,16.0436666667,14.8921111111,13.9312222222,7.32555555556,6.339,43.9245555556,8.33033333333,14.0936666667,13.8708888889,7.30555555556
339.04,10.3544444444,16.0893333333,14.8557777778,13.8745555556,7.23677777778,6.23255555555,43.9421111111,8.36855555556,14.0155555555,13.9114444444,7.21744444444
339.40,10.2747777778,16.0072222222,14.7896666667,13.8312222222,7.07433333333,6.06544444445,43.7322222222,8.17488888889,14.0197777778,13.7371111111,7.02383333333
339.77,10.0124444444,15.7757777778,14.5125555556,13.6057777778,6.84411111111,5.93911111111,43.6128888889,7.8881111111,13.7541111111,13.5895555555,6.77316666667
340.14,9.87099999999,15.7792222222,14.412,13.4667777778,6.58377777778,5.76066666667,43.6554444444,7.66077777777,13.6093333333,13.4234444444,6.58477777778
340.50,9.755,15.7748888889,14.3537777778,13.3666666667,6.45388888889,5.60644444444,43.5516666667,7.54222222221,13.47,13.3351111111,6.474
340.87,9.58566666668,15.7141111111,14.2983333333,13.2105555556,6.35633333333,5.44288888889,43.4527777778,7.41933333334,13.2663333334,13.2394444444,6.27016666667
341.23,9.71611111112,15.9192222222,14.3393333333,13.3247777778,6.38522222222,5.50888888889,43.8168888889,7.49555555555,13.3115555556,13.2358888889,6.30088888889
341.60,9.84066666665,16.1158888889,14.4197777778,13.4501111111,6.48144444444,5.64333333333,43.7247777778,7.55011111111,13.3383333333,13.3423333333,6.35422222222
341.96,9.76811111112,16.1977777778,14.404,13.4312222222,6.332,5.60855555556,43.682,7.60388888888,13.3121111111,13.3773333333,6.31922222222
342.33,9.78600000001,16.3965555556,14.4667777778,13.4547777778,6.25888888889,5.547,43.7968888889,7.58177777778,13.3753333334,13.3794444444,6.34783333333
342.70,9.99322222221,16.5592222222,14.606,13.68,6.37177777778,5.71166666667,43.9508888889,7.70911111112,13.5915555556,13.4458888889,6.51
343.06,9.96611111112,16.645,14.7385555555,13.8613333333,6.43811111111,5.826,44.0441111111,7.68066666666,13.5771111111,13.3945555556,6.52327777778
343.43,9.79199999999,16.5401111111,14.631,13.8123333333,6.27644444445,5.72077777778,43.9115555556,7.60955555554,13.4957777778,13.2895555555,6.40788888889
343.79,10.024,16.8221111111,14.9986666667,14.0457777778,6.46322222222,5.91744444444,44.0933333334,7.83533333334,13.8273333333,13.4238888889,6.66105555556
344.16,10.001,16.894,14.9498888889,14.1178888889,6.50766666667,5.86633333333,44.0751111111,7.80466666668,13.8158888889,13.3908888889,6.599
344.52,10.1093333333,17.0408888889,15.1375555555,14.3677777778,6.623,5.96888888889,44.2578888889,7.95866666668,13.9906666667,13.5837777778,6.62588888889
344.89,10.0512222222,17.0081111111,15.0727777778,14.396,6.556,5.81711111111,44.32,7.89422222223,13.9467777778,13.4976666667,6.54766666667
345.25,9.79744444445,16.7982222222,14.9558888889,14.1923333333,6.40855555555,5.52955555556,44.0618888889,7.66255555555,13.7731111111,13.3383333333,6.374
345.62,9.60311111112,16.7701111111,14.8957777778,14.0182222222,6.23,5.35433333333,44.0494444445,7.48544444444,13.7613333333,13.1961111111,6.28566666667
345.99,9.77366666668,16.9335555556,15.03,14.1348888889,6.35111111111,5.36088888889,44.2061111111,7.52055555555,13.8677777778,13.2784444444,6.38277777778
346.35,9.87555555554,17.0332222222,15.1865555556,14.231,6.50077777778,5.47466666667,44.1912222222,7.70744444446,14.0426666667,13.4316666667,6.47588888889
346.72,9.93733333333,17.2334444444,15.2501111111,14.2952222222,6.593,5.45755555556,44.172,7.81844444445,14.1123333333,13.5196666667,6.54638888889
347.08,9.93555555557,17.2237777778,15.1728888889,14.282,6.56388888889,5.34644444445,44.0448888889,7.77577777779,14.1464444445,13.5271111111,6.46072222222
347.45,10.0408888889,17.4977777778,15.4015555555,14.4313333333,6.68233333333,5.43355555556,44.1446666667,7.9408888889,14.2005555556,13.6511111111,6.49016666667
347.81,10.0283333333,17.6012222222,15.3393333333,14.4655555556,6.62566666667,5.34966666667,44.0965555555,7.88055555557,14.1444444444,13.6864444444,6.34544444444
348.18,10.1767777778,17.7683333333,15.5185555556,14.5451111111,6.696,5.398,44.193,7.97677777777,14.2802222222,13.7055555555,6.34194444444
348.54,10.154,17.8157777778,15.5175555556,14.4808888889,6.70466666667,5.31733333334,44.1692222222,7.82066666668,14.2212222222,13.6592222222,6.24844444444
348.91,10.093,17.7992222222,15.4701111111,14.3365555555,6.53566666667,5.19155555556,43.8302222222,7.69266666668,14.1298888889,13.4905555556,6.075
349.27,10.083,17.8916666667,15.3221111111,14.3652222222,6.41588888889,5.14288888889,43.6593333333,7.59255555557,14.1492222222,13.4913333333,5.93938888889
349.64,10.1524444445,17.9415555556,15.336,14.5041111111,6.39611111111,5.205,43.6008888889,7.6451111111,14.1257777778,13.5206666667,5.89644444444
350.00,10.1734444444,17.9175555556,15.4388888889,14.4915555556,6.43411111111,5.23666666667,43.3555555556,7.71155555557,14.0942222222,13.46,5.85161111111
350.37,10.0106666667,17.854,15.2598888889,14.5043333333,6.247,5.06055555555,43.3568888889,7.49266666668,13.9264444444,13.2798888889,5.59838888889
350.73,10.0233333333,17.8445555556,15.394,14.5224444444,6.24733333333,5.11433333333,43.4232222222,7.49466666666,13.9454444444,13.3225555556,5.51955555556
351.10,10.0538888889,17.9197777778,15.4775555556,14.5862222222,6.22444444444,5.13744444444,43.3985555555,7.57566666668,13.9604444445,13.3423333333,5.46416666667
351.46,10.2044444444,18.037,15.6142222222,14.7972222222,6.408,5.30888888889,43.5488888889,7.78366666668,14.145,13.5617777778,5.62188888889
351.83,10.2226666667,18.1232222222,15.7586666667,14.8364444444,6.43966666667,5.37622222222,43.5801111111,7.85044444443,14.262,13.6653333333,5.73411111111
352.19,10.2471111111,18.1436666666,15.8581111111,14.9034444444,6.49166666667,5.40977777778,43.5676666667,7.98177777777,14.2961111111,13.816,5.79361111111
352.55,10.2348888889,18.1212222222,15.9123333333,14.8857777778,6.46966666666,5.39155555556,43.5371111111,8.04955555557,14.3485555555,13.8427777778,5.83972222222
352.92,10.2512222222,18.1724444445,15.937,15.0188888889,6.513,5.50555555555,43.6027777778,8.16355555556,14.4031111111,13.9132222222,5.90005555556
353.28,10.224,18.2208888889,16.1001111111,15.0547777778,6.52888888889,5.58444444444,43.5162222222,8.2288888889,14.3494444444,13.8601111111,5.926
353.65,10.2048888889,18.2426666667,16.1272222222,15.0088888889,6.51166666667,5.50033333333,43.4687777778,8.19277777777,14.3696666667,13.8478888889,5.89822222222
354.01,10.254,18.426,16.1605555555,15.1451111111,6.51755555556,5.553,43.6031111111,8.14566666667,14.499,13.9378888889,6.02283333333
354.38,10.3443333333,18.4931111111,16.2823333333,15.1596666666,6.59111111111,5.64622222222,43.4856666667,8.31322222222,14.5914444444,13.9626666667,6.10561111111
354.74,10.2615555556,18.4953333333,16.1911111111,15.1331111111,6.43133333333,5.53777777778,43.2845555556,8.23377777779,14.4751111111,13.8004444444,6.05477777778
355.11,10.0717777778,18.4757777778,16.0703333333,15.0462222222,6.32533333333,5.44966666667,43.2567777778,8.07533333332,14.4122222222,13.7133333333,6.00861111111
355.47,9.82588888888,18.3861111111,15.9005555556,14.8505555556,6.12233333334,5.20177777778,43.0298888889,7.80311111111,14.241,13.5376666667,5.88022222222
355.83,9.79599999999,18.4514444444,15.8391111111,14.8675555556,6.08433333333,5.084,43.0015555556,7.75244444446,14.1436666667,13.364,5.82544444444
356.20,9.95999999999,18.7222222222,16.0418888889,15.1193333333,6.23977777778,5.21711111111,43.0761111111,7.86944444446,14.3482222222,13.5164444444,6.05766666667
356.56,10.1818888889,19.0792222222,16.293,15.3793333333,6.45722222222,5.41911111111,43.1156666667,8.10133333332,14.5847777778,13.7181111111,6.24827777778
356.93,10.328,19.2682222222,16.5155555556,15.5324444445,6.65511111111,5.50511111111,43.123,8.196,14.7746666667,13.8876666667,6.411
357.29,10.5344444444,19.4658888889,16.7186666667,15.7534444445,6.85133333333,5.58666666667,43.2391111111,8.35477777778,15.0252222222,14.1371111111,6.59344444444
357.66,10.697,19.7012222222,16.8891111111,15.963,7.01722222222,5.73255555556,43.252,8.50377777778,15.1698888889,14.2875555555,6.69094444444
358.02,10.6884444444,19.7072222222,16.9574444444,15.9777777778,7.00711111111,5.64522222222,43.19,8.55255555555,15.1311111111,14.3122222222,6.57805555556
358.38,10.7346666667,19.8662222222,16.9868888889,16.0571111111,7.03955555556,5.56033333333,43.1195555556,8.50144444446,15.1698888889,14.31,6.62861111111
358.75,10.8085555556,20.0057777778,17.08,16.2015555556,7.16555555556,5.60744444444,43.1092222222,8.57222222223,15.264,14.4486666667,6.71227777778
359.11,10.8697777778,20.1272222222,17.2427777778,16.2851111111,7.191,5.51788888889,42.9466666667,8.61044444443,15.2121111111,14.4817777778,6.72916666667
359.48,11.099,20.3756666667,17.4796666667,16.5142222222,7.39333333333,5.68933333333,42.9747777778,8.79077777777,15.398,14.5833333333,6.84
359.84,11.1592222222,20.4995555556,17.5947777778,16.6023333333,7.46577777778,5.75077777778,42.9137777778,8.8771111111,15.4698888889,14.6931111111,6.91433333333
360.20,11.0291111111,20.4611111111,17.5275555556,16.5003333333,7.36466666666,5.62488888889,42.7436666667,8.77144444443,15.3165555555,14.6056666667,6.76872222222
360.57,10.8671111111,20.3276666667,17.37,16.3606666667,7.19188888889,5.42377777778,42.5253333333,8.56655555554,15.1382222222,14.4624444444,6.61927777778
360.93,10.7848888889,20.2534444444,17.2926666667,16.2977777778,7.067,5.32066666667,42.4098888889,8.45355555557,15.0081111111,14.4017777778,6.54894444444
361.29,10.6552222222,20.2233333333,17.2613333334,16.2181111111,6.98088888889,5.28677777778,42.1836666667,8.34555555557,14.899,14.2446666667,6.40511111111
361.66,10.5551111111,20.1811111111,17.2816666667,16.2367777778,6.87266666667,5.24533333333,42.0736666667,8.28155555557,14.829,14.1566666667,6.34811111111
362.02,10.5617777778,20.2866666667,17.3092222222,16.2601111111,6.84611111111,5.31922222222,42.0128888889,8.3058888889,14.9151111111,14.1793333333,6.35427777778
362.39,10.4417777778,20.2946666667,17.3564444445,16.2323333333,6.763,5.30122222222,41.8825555556,8.24522222222,14.8713333333,14.2372222222,6.25433333333
362.75,10.3532222222,20.2983333333,17.3605555556,16.1954444444,6.69855555556,5.19311111111,41.7115555556,8.19155555557,14.8574444444,14.1934444444,6.13133333333
363.11,10.4222222222,20.3327777778,17.3952222222,16.2177777778,6.72411111111,5.23933333333,41.6742222222,8.23377777778,14.9025555556,14.2374444444,6.13811111111
363.48,10.3737777778,20.3383333333,17.3527777778,16.2271111111,6.63233333333,5.20011111111,41.5406666666,8.17299999999,14.8432222222,14.236,6.10105555556
363.84,10.3724444445,20.348,17.3264444444,16.2084444444,6.604,5.21544444444,41.3946666667,8.12355555557,14.8315555556,14.223,6.06244444444
364.20,10.4057777778,20.4556666667,17.3586666667,16.2712222222,6.61077777778,5.28866666667,41.182,8.15955555556,14.8917777778,14.2191111111,6.06138888889
364.57,10.5487777778,20.653,17.6113333333,16.5183333333,6.81877777778,5.50533333333,41.1751111111,8.34444444443,15.1076666667,14.4204444445,6.15361111111
364.93,10.6124444444,20.8852222222,17.7888888889,16.6623333333,6.96344444445,5.55377777778,41.1017777778,8.46055555555,15.2821111111,14.4957777778,6.15511111111
365.29,10.7127777778,20.9968888889,17.8543333333,16.8056666667,6.99388888889,5.484,41.1643333333,8.53888888889,15.3308888889,14.642,6.25588888889
365.66,10.8992222222,21.1912222222,17.9776666667,16.9858888889,7.22366666667,5.57444444445,41.2556666667,8.67077777778,15.516,14.8383333333,6.415
366.02,11.0122222222,21.2784444444,18.0542222222,17.1334444444,7.35655555556,5.581,41.1986666667,8.75822222223,15.586,14.8946666667,6.53361111111
366.38,11.0907777778,21.311,18.0517777778,17.2155555555,7.41066666666,5.6,41.1355555556,8.83533333336,15.6106666667,14.8647777778,6.59177777778
366.75,10.9694444444,21.234,17.9658888889,17.1792222222,7.29344444444,5.51488888889,41.012,8.75344444443,15.4963333333,14.8214444444,6.46916666667
367.11,10.969,21.3274444444,17.9864444444,17.317,7.32466666667,5.57855555555,40.9434444444,8.78766666666,15.5787777778,14.9346666667,6.46255555556
367.47,11.0315555555,21.4247777778,18.072,17.3476666666,7.40444444445,5.58322222222,40.9035555555,8.80244444444,15.6343333333,14.9748888889,6.47822222222
367.84,10.9601111111,21.3928888889,18.12,17.3577777778,7.36477777778,5.49244444444,40.689,8.78855555557,15.5756666667,14.9671111111,6.38927777778
368.20,10.8661111111,21.2802222222,18.065,17.3172222222,7.305,5.34555555556,40.6085555555,8.72666666667,15.481,14.907,6.29744444444
368.56,10.8364444444,21.2848888889,17.9405555555,17.2856666666,7.20288888889,5.19933333333,40.5037777778,8.67144444447,15.3916666667,14.807,6.20711111111
368.93,10.8123333333,21.2487777778,17.873,17.3145555556,7.10366666667,5.19877777778,40.4148888889,8.66833333331,15.3675555556,14.8131111111,6.19038888889
369.29,10.7562222222,21.2743333333,17.8213333333,17.2854444445,7.10411111111,5.16033333333,40.3281111111,8.62800000001,15.3405555556,14.736,6.06327777778
369.65,10.6406666667,21.3057777778,17.775,17.246,6.98022222222,5.011,40.1435555555,8.57699999999,15.2797777778,14.646,5.93238888889
370.01,10.5301111111,21.303,17.7792222222,17.2265555555,6.93422222222,4.96744444444,40.0117777778,8.54788888888,15.216,14.6591111111,5.82344444444
370.38,10.5466666667,21.4095555556,17.8488888889,17.2577777778,6.90466666667,4.90844444444,39.9653333333,8.51744444443,15.2143333333,14.747,5.7715
370.74,10.7032222222,21.5762222222,18.0601111111,17.404,7.085,5.07122222222,39.9335555556,8.66566666664,15.3122222222,14.8462222222,5.97077777778
371.10,10.635,21.5418888889,18.0534444445,17.2984444444,7.03833333333,4.935,39.7298888889,8.61566666666,15.2764444445,14.7117777778,5.95666666667
371.46,10.7074444444,21.6988888889,18.1605555555,17.4397777778,7.084,4.99466666667,39.7508888889,8.6897777778,15.3616666667,14.8395555556,6.03761111111
371.83,10.6866666667,21.7806666667,18.1905555555,17.5324444444,7.01911111111,4.96422222222,39.7781111111,8.68088888889,15.4132222222,14.8206666667,6.01055555556
372.19,10.7506666667,21.9498888889,18.3185555555,17.6225555556,7.09144444444,5.01411111111,39.6552222222,8.69877777776,15.5191111111,14.8512222222,6.10233333333
372.55,10.7246666666,21.9426666667,18.3042222222,17.6913333333,7.04733333333,5.01322222222,39.5914444445,8.70277777778,15.4836666667,14.813,6.06916666667
372.92,10.8023333333,22.0697777778,18.3892222222,17.7254444445,7.07433333333,5.03433333333,39.5225555556,8.72344444443,15.5352222222,14.7952222222,6.13122222222
373.28,10.8172222222,22.1452222222,18.3738888889,17.7522222222,7.00855555555,5.04111111111,39.3057777778,8.75322222222,15.5691111111,14.816,6.19244444444
373.64,10.936,22.2043333333,18.5121111111,17.8235555556,7.08555555556,5.17577777778,39.2073333333,8.84877777778,15.6547777778,14.8954444444,6.31016666667
374.00,11.0527777778,22.3332222222,18.5594444444,17.8955555556,7.12733333333,5.24744444444,39.1086666667,8.88633333333,15.7018888889,14.9181111111,6.40338888889
374.37,11.1691111111,22.5116666667,18.733,18.0742222222,7.28477777778,5.42133333333,39.1202222222,9.05066666666,15.8617777778,15.0052222222,6.58544444444
374.73,11.1828888889,22.5731111111,18.7093333334,18.0602222222,7.251,5.40166666667,38.99,9.03200000001,15.8497777778,14.9738888889,6.50833333333
375.09,11.3101111111,22.7024444444,18.7842222222,18.1893333333,7.32255555556,5.52766666667,38.9653333333,9.13244444444,15.9457777778,15.0534444444,6.55138888889
375.45,11.3317777778,22.7982222222,18.8506666667,18.1976666667,7.34577777778,5.50611111111,38.9293333334,9.19155555556,15.9402222222,14.9935555555,6.53305555556
375.81,11.4598888889,23.0034444445,18.9736666667,18.3427777778,7.47,5.56233333333,38.9678888889,9.28888888887,16.0537777778,15.1085555555,6.62533333333
376.18,11.4801111111,23.1247777778,18.9775555555,18.4111111111,7.49877777778,5.53322222222,38.9406666667,9.31155555557,16.0102222222,15.1153333333,6.62022222222
376.54,11.4372222222,23.2297777778,18.9783333333,18.3654444444,7.44588888889,5.45344444444,38.7814444445,9.26544444442,15.9775555555,15.0958888889,6.60472222222
376.90,11.429,23.248,19.0082222222,18.402,7.49655555556,5.43122222222,38.7247777778,9.27555555556,15.9465555555,15.1714444444,6.568
377.26,11.4974444445,23.3831111111,19.1671111111,18.5235555555,7.59011111111,5.54411111111,38.7452222222,9.34077777777,16.0438888889,15.2455555555,6.64266666667
377.63,11.3881111111,23.4106666667,19.0998888889,18.4813333334,7.5,5.44233333333,38.6317777778,9.2561111111,15.9666666667,15.1852222222,6.50855555556
377.99,11.331,23.5095555556,19.1296666667,18.4895555556,7.47855555555,5.38377777778,38.5651111111,9.2412222222,15.9498888889,15.1531111111,6.47988888889
378.35,11.2731111111,23.4894444444,19.0741111111,18.4174444445,7.39466666667,5.29466666667,38.4115555555,9.13655555556,15.8867777778,15.1312222222,6.40011111111
378.71,11.329,23.619,19.1421111111,18.5028888889,7.47855555556,5.28488888889,38.3724444445,9.19088888891,15.9961111111,15.1861111111,6.47177777778
379.07,11.2783333333,23.7023333334,19.1297777778,18.46,7.42277777778,5.241,38.2628888889,9.08166666667,15.9382222222,15.1317777778,6.46461111111
379.44,11.1487777778,23.5936666667,19.0471111111,18.3667777778,7.29744444444,5.12766666667,38.0048888889,8.94844444444,15.8738888889,15.0192222222,6.37111111111
379.80,11.0095555555,23.5181111111,18.9685555556,18.2297777778,7.22222222222,5.03544444444,37.7563333333,8.78500000001,15.7683333333,14.8884444444,6.25727777778
380.16,10.9575555556,23.4661111111,18.9496666667,18.1633333333,7.13555555556,5.01533333333,37.6655555556,8.71488888889,15.774,14.9013333333,6.17133333333
380.52,10.9486666667,23.4437777778,18.9665555556,18.1895555555,7.137,5.00566666666,37.5877777778,8.71166666666,15.7842222222,14.9311111111,6.16238888889
380.88,10.9361111111,23.5813333333,19.0017777778,18.2277777778,7.09,5.01055555556,37.5234444445,8.70322222222,15.7686666667,14.8937777778,6.14877777778
381.24,10.9176666667,23.5783333333,19.0022222222,18.2078888889,7.08588888889,4.97766666667,37.3841111111,8.69655555554,15.7352222222,14.8525555555,6.10572222222
381.61,10.9517777778,23.6308888889,19.0498888889,18.2484444444,7.13144444444,4.96377777778,37.3692222222,8.72388888888,15.7222222222,14.8644444444,6.11583333333
381.97,10.991,23.6637777778,19.0857777778,18.3343333333,7.09644444444,5.00755555555,37.3326666667,8.71244444442,15.6888888889,14.8578888889,6.11255555556
382.33,10.9464444444,23.6973333333,19.0606666667,18.3495555556,7.04655555556,4.96422222222,37.2692222222,8.67511111111,15.6473333333,14.7696666667,6.01394444444
382.69,10.8745555556,23.7265555556,19.0574444444,18.3492222222,6.92,4.84511111111,37.2334444444,8.619,15.5678888889,14.7042222222,5.91655555556
383.05,10.913,23.8127777778,19.1741111111,18.487,6.99822222222,4.88444444445,37.2582222222,8.73411111111,15.6117777778,14.7983333333,5.94361111111
383.41,10.9747777778,23.9591111111,19.2518888889,18.6266666667,7.071,5.01066666667,37.2878888889,8.81522222221,15.6608888889,14.8985555556,5.98522222222
383.77,11.0787777778,24.1241111111,19.3642222222,18.7964444444,7.13444444444,5.08155555555,37.3367777778,8.96922222222,15.7524444444,15.0023333333,6.0995
384.14,11.1806666667,24.2818888889,19.4656666667,18.9651111111,7.28988888889,5.19444444445,37.3862222222,9.09388888888,15.8584444444,15.106,6.21016666667
384.50,11.2437777778,24.4004444445,19.5854444445,19.0455555555,7.35833333333,5.297,37.3471111111,9.16144444442,15.9208888889,15.1323333333,6.24161111111
384.86,11.2491111111,24.4377777778,19.6337777778,19.0781111111,7.36144444444,5.27511111111,37.3131111111,9.12133333333,15.9656666667,15.164,6.22083333333
385.22,11.2407777778,24.5896666667,19.6778888889,19.1296666667,7.38366666667,5.27488888889,37.3431111111,9.15300000002,16.0261111111,15.2387777778,6.23383333333
385.58,11.2782222222,24.6805555556,19.7357777778,19.2171111111,7.40644444444,5.33388888889,37.3482222222,9.17977777779,16.114,15.3127777778,6.254
385.94,11.2888888889,24.751,19.7906666667,19.2473333333,7.474,5.31422222222,37.3021111111,9.2,16.1757777778,15.3814444444,6.26666666667
386.30,11.3293333333,24.8571111111,19.8635555556,19.3472222222,7.53488888889,5.33566666667,37.2785555556,9.26433333333,16.2537777778,15.4625555556,6.33666666667
386.66,11.4902222222,25.0475555555,19.9961111111,19.4932222222,7.68077777778,5.47744444444,37.3028888889,9.35222222221,16.4153333333,15.6376666667,6.46533333333
387.03,11.5345555556,25.2206666667,20.0562222222,19.5457777778,7.74155555556,5.53355555556,37.3034444445,9.37288888889,16.5024444444,15.6874444445,6.53405555556
387.39,11.564,25.3626666667,20.1594444444,19.6002222222,7.78022222222,5.50755555556,37.3102222222,9.40188888888,16.5617777778,15.7307777778,6.56105555556
387.75,11.6743333333,25.4715555556,20.3052222222,19.7467777778,7.88944444445,5.59188888889,37.3295555556,9.47322222222,16.6797777778,15.8724444445,6.61
388.11,11.6648888889,25.5405555556,20.3037777778,19.7075555556,7.83255555556,5.53466666667,37.1748888889,9.4721111111,16.6558888889,15.7944444444,6.55244444444
388.47,11.6756666667,25.6365555556,20.3393333333,19.7508888889,7.82822222222,5.46455555556,37.1278888889,9.43077777779,16.6871111111,15.8047777778,6.548
388.83,11.6937777778,25.7046666667,20.375,19.7672222222,7.84366666667,5.51855555555,37.0755555556,9.5017777778,16.7131111111,15.7904444444,6.53366666667
389.19,11.7428888889,25.7051111111,20.3961111111,19.8257777778,7.83411111111,5.48055555556,37.0105555556,9.46988888891,16.6783333333,15.776,6.5035
389.55,11.7762222222,25.8596666667,20.4728888889,19.8765555555,7.84188888889,5.47388888889,36.9646666667,9.49566666669,16.6775555556,15.7342222222,6.55944444444
389.91,11.8064444444,25.9438888889,20.5238888889,19.9115555556,7.84655555556,5.46677777778,36.9245555556,9.53122222224,16.7014444445,15.7294444445,6.541
390.27,11.8831111111,26.1328888889,20.64,19.9866666667,7.91033333333,5.49322222222,36.9558888889,9.57766666668,16.7447777778,15.7491111111,6.55661111111
390.63,11.8272222222,26.1443333333,20.618,19.9676666667,7.87088888889,5.46722222222,36.9005555556,9.54177777779,16.6736666667,15.6725555556,6.53288888889
391.00,11.8573333333,26.1625555556,20.6372222222,20.0096666667,7.84788888889,5.429,36.8411111111,9.53122222221,16.6242222222,15.6462222222,6.47488888889
391.36,11.8691111111,26.1833333333,20.6095555556,20.0512222222,7.84966666667,5.41955555555,36.7607777778,9.54144444442,16.6345555556,15.6727777778,6.432
391.72,11.7282222222,26.1632222222,20.503,19.9508888889,7.71522222222,5.30566666667,36.6386666667,9.4471111111,16.5038888889,15.5454444444,6.34183333333
392.08,11.7872222222,26.2544444444,20.5891111111,20.0804444444,7.75355555555,5.36944444444,36.6952222222,9.46255555557,16.58,15.6392222222,6.39644444444
392.44,11.7972222222,26.2907777778,20.5742222222,20.1232222222,7.74933333333,5.40966666667,36.614,9.50088888888,16.5531111111,15.6594444444,6.39388888889
392.80,11.8205555555,26.3451111111,20.6057777778,20.1863333333,7.77744444444,5.39633333334,36.6083333333,9.51922222224,16.5616666667,15.7128888889,6.45711111111
393.16,11.7997777778,26.4438888889,20.6237777778,20.2197777778,7.75511111111,5.40155555556,36.5653333333,9.53444444443,16.5621111111,15.6998888889,6.4485
393.52,11.7624444444,26.4891111111,20.6035555556,20.2808888889,7.75422222222,5.39022222222,36.4956666667,9.5241111111,16.5931111111,15.7434444445,6.4235
393.88,11.7076666667,26.5392222222,20.592,20.3293333334,7.71866666667,5.37055555556,36.469,9.48833333332,16.5505555555,15.7685555555,6.36916666667
394.24,11.6957777778,26.5297777778,20.5757777778,20.3733333333,7.68044444444,5.379,36.3644444445,9.46577777777,16.5232222222,15.7794444445,6.36683333333
394.60,11.7157777778,26.6195555556,20.6292222222,20.4512222222,7.66933333333,5.36322222222,36.322,9.48477777777,16.5458888889,15.7796666667,6.34366666667
394.96,11.6891111111,26.7058888889,20.6531111111,20.5001111111,7.64866666667,5.34166666667,36.3122222222,9.51377777778,16.5512222222,15.8016666667,6.36061111111
395.32,11.7331111111,26.7995555556,20.7288888889,20.5677777778,7.68344444445,5.39733333333,36.3334444444,9.52044444444,16.5582222222,15.8245555556,6.42772222222
395.68,11.795,26.9042222222,20.7433333333,20.6191111111,7.74588888889,5.45388888889,36.33,9.55700000001,16.614,15.8566666666,6.42533333333
396.04,11.7853333333,26.9511111111,20.725,20.6257777778,7.76233333333,5.47333333333,36.2641111111,9.58066666664,16.5816666666,15.8731111111,6.39633333333
396.40,11.8745555556,27.1447777778,20.8696666667,20.7811111111,7.88922222222,5.55322222222,36.3198888889,9.67633333331,16.6858888889,15.97,6.45094444444
396.76,11.9462222222,27.3345555555,20.9827777778,20.8924444445,7.93122222222,5.62355555556,36.3178888889,9.73933333333,16.8114444444,16.0563333333,6.47138888889
397.12,12.0165555556,27.5024444444,21.129,21.0366666667,8.04822222222,5.74511111111,36.3881111111,9.82700000001,16.948,16.1804444444,6.56011111111
397.48,12.0592222222,27.5594444444,21.1938888889,21.0894444444,8.09677777778,5.81688888889,36.3798888889,9.90255555556,16.9636666667,16.2035555556,6.60166666667
397.84,12.1905555556,27.7798888889,21.3337777778,21.259,8.24266666667,5.93366666667,36.4122222222,10.033,17.1502222222,16.3071111111,6.74516666667
398.20,12.1948888889,27.824,21.3954444444,21.2665555556,8.26,5.90488888889,36.4163333333,10.0607777778,17.1682222222,16.3093333333,6.77172222222
398.56,12.1811111111,27.8723333334,21.3953333333,21.2701111111,8.26355555555,5.90577777778,36.3838888889,10.0854444444,17.1601111111,16.3481111111,6.76938888889
398.92,12.1691111111,27.9224444444,21.465,21.3634444445,8.28933333333,5.91688888889,36.3622222222,10.0862222222,17.2112222222,16.3974444444,6.73444444444
399.28,12.1441111111,28.0282222222,21.4611111111,21.3882222222,8.24022222222,5.85211111111,36.3105555555,10.0831111111,17.2138888889,16.3546666667,6.68527777778
399.64,12.1354444444,28.098,21.5297777778,21.4274444444,8.22855555556,5.82022222222,36.2111111111,10.072,17.1618888889,16.3406666667,6.69222222222
400.00,12.1337777778,28.185,21.5988888889,21.4695555556,8.19888888889,5.76333333333,36.2463333334,10.062,17.1707777778,16.2857777778,6.689
400.36,12.1131111111,28.1871111111,21.5886666667,21.4384444444,8.14111111111,5.72811111111,36.2113333333,10.0261111111,17.1527777778,16.2483333333,6.69677777778
