wavelength,Back_SicUrof,Belly_SicUrof,Breast_SicUrof,Crissum_SicUrof,Crown_SicUrof,DorTail_SicUrof,Patch10_SicUrof,Patch11_SicUrof,Rump_SicUrof,Throat_SicUrof,WingTip_SicUrof
378.35,7.88227407407,16.6436,12.4864,19.1645333333,5.5634,8.10439999999,7.0718,8.10806666667,7.46053333333,14.3666333333,7.8954
378.71,7.91494074074,16.5886666667,12.4875333333,19.1625333333,5.5802,8.1341047619,7.11073333334,8.11873333334,7.44553333333,14.3671,7.94053333333
379.07,7.93284444444,16.5065333333,12.461,19.1136666667,5.55966666667,8.1100031746,7.09873333333,8.09733333334,7.4074,14.2959333333,7.94673333333
379.44,7.92437037037,16.3978,12.3539333333,19.0481333333,5.5544,8.05957460317,7.1096,8.0558,7.36373333333,14.2123,7.91406666667
379.80,7.97947407407,16.3826,12.3592,19.0702,5.58546666667,8.0676031746,7.11126666667,8.05673333333,7.367,14.2057,7.90973333333
380.16,8.03092592593,16.3257333333,12.3132,19.0449333333,5.61106666667,8.05994603175,7.1016,8.06986666667,7.35393333333,14.1596,7.92906666667
380.52,8.03982962963,16.2911333333,12.2967333334,19.0352666666,5.62513333334,8.05536190475,7.135,8.03760000001,7.33306666667,14.0847,7.9212
380.88,8.01448888889,16.2332666667,12.2297333333,18.9882,5.58566666667,8.04715555555,7.11813333333,7.9816,7.277,14.0246333333,7.88133333333
381.24,8.04228888889,16.1538,12.1700666667,18.938,5.55193333333,8.08540952381,7.13593333333,7.98080000001,7.2844,13.9992,7.879
381.61,7.98557037037,16.0568666667,12.1016666667,18.8854666667,5.49333333333,8.02791111111,7.09406666667,7.92566666666,7.25046666667,13.9189666667,7.83886666667
381.97,8.04397777778,16.0972,12.1339333333,18.9315333333,5.55293333333,8.04655238095,7.12066666667,7.99946666667,7.32526666667,13.9432666667,7.87566666667
382.33,8.02094074074,16.0754,12.0720666667,18.9030666667,5.52033333333,8.02418095238,7.0708,7.97673333334,7.26513333333,13.8803,7.896
382.69,8.02377037037,16.0229333333,12.0117333333,18.8761333333,5.5416,8.00462539683,7.07233333333,8.01146666667,7.2742,13.8347666667,7.89586666667
383.05,8.06037777778,16.0346666667,12.0215333333,18.8739333333,5.59146666667,8.01620952381,7.11873333333,8.09546666667,7.30753333333,13.8544,7.9164
383.41,8.06794074074,16.0529333333,12.082,18.9011333333,5.60946666667,8.07143174603,7.14373333334,8.14046666666,7.32926666667,13.8627333333,7.93186666667
383.77,8.01554074074,15.9755333333,11.9830666667,18.8019333333,5.55413333333,8.01287301588,7.10946666667,8.10393333333,7.2912,13.7887666667,7.88406666667
384.14,7.93889629629,15.8953333333,11.9498,18.772,5.47693333333,7.9773968254,7.053,8.07473333333,7.2354,13.7185666667,7.79493333333
384.50,7.89848888889,15.7915333333,11.8646666667,18.7132,5.42706666667,7.93156825397,6.97986666667,8.07780000001,7.1758,13.6489333333,7.77806666667
384.86,7.8890962963,15.7102,11.8418666667,18.6426666667,5.40846666667,7.86148253968,6.95073333333,8.09400000001,7.14953333333,13.5825,7.75
385.22,7.89966666667,15.6967333333,11.8616666667,18.6842,5.43853333333,7.85829206349,6.9944,8.12426666666,7.1596,13.5545333333,7.76633333333
385.58,8.00682222222,15.7630666667,11.9007333333,18.7724,5.524,7.94972698412,7.09133333333,8.23499999999,7.22633333333,13.6071666667,7.8514
385.94,7.99313333333,15.6868,11.8448666667,18.7348666667,5.4998,7.95966349207,7.07646666667,8.23033333333,7.16073333333,13.5550333333,7.83873333333
386.30,8.00971851852,15.6437333333,11.8442,18.7145333333,5.52533333333,7.97470793651,7.08466666667,8.24333333334,7.17586666667,13.5184333333,7.80666666667
386.66,8.02915555555,15.6774,11.8303333333,18.6793333333,5.5236,8.01787936508,7.0844,8.25546666667,7.18506666667,13.5013333334,7.78273333333
387.03,8.01044444445,15.6611333333,11.8205333333,18.7071333333,5.55506666667,8.06289841271,7.09346666667,8.26886666666,7.17613333333,13.5101,7.782
387.39,8.01878518519,15.5847333334,11.7550666667,18.6552,5.56066666667,8.03707301587,7.05173333334,8.26766666667,7.13853333333,13.4349333333,7.76326666666
387.75,8.12226666667,15.6253333333,11.8345333333,18.7414666667,5.64,8.12503174603,7.14833333333,8.37800000001,7.2042,13.4700333333,7.8316
388.11,8.13486666667,15.6027333333,11.8080666667,18.7187333333,5.69026666667,8.11262857142,7.192,8.38019999999,7.1992,13.4492333333,7.86813333333
388.47,8.13523703704,15.6177333333,11.8296,18.7397333333,5.72626666667,8.13835238095,7.226,8.41419999999,7.22726666666,13.4479666667,7.8924
388.83,8.16464444445,15.6102666667,11.825,18.7665333333,5.7474,8.15739682541,7.26686666667,8.4368,7.24773333333,13.458,7.89953333333
389.19,8.15919259259,15.5810666667,11.7973333333,18.7581333333,5.75193333333,8.16040634921,7.26986666667,8.44320000001,7.21413333333,13.4530666667,7.9002
389.55,8.11911111111,15.4797333333,11.7424,18.6635333333,5.71126666667,8.13046984127,7.24573333333,8.41220000001,7.14126666667,13.3928,7.84113333333
389.91,8.17571111111,15.5282,11.8188,18.7446,5.79613333333,8.20207936508,7.33606666667,8.50619999999,7.2164,13.4431,7.89953333333
390.27,8.27491851852,15.5717333333,11.8682666667,18.8054,5.8852,8.32282222222,7.4456,8.63033333333,7.32593333333,13.4817,8.01246666667
390.63,8.35951111111,15.5706666667,11.9458,18.8966,5.9428,8.39093015873,7.54393333333,8.72146666667,7.38513333334,13.5443,8.102
391.00,8.37214814815,15.5259333333,11.9018,18.8362,5.9138,8.38236825396,7.53893333334,8.73473333334,7.37473333333,13.5064,8.10606666667
391.36,8.38457777778,15.4638666667,11.9008,18.7968,5.90833333334,8.38542539683,7.56286666667,8.73826666667,7.38246666667,13.4854333333,8.11806666667
391.72,8.33024444444,15.3634,11.7936666667,18.7258666667,5.87026666667,8.33452698413,7.51006666667,8.70186666667,7.3286,13.4205,8.0674
392.08,8.34962962963,15.3133333333,11.7523333333,18.6874,5.84533333333,8.34402222222,7.5064,8.73999999999,7.32366666667,13.3479666667,8.0548
392.44,8.36833333333,15.2433333333,11.7222,18.6493333333,5.8254,8.34250476191,7.49713333333,8.72793333334,7.2986,13.316,8.025
392.80,8.28764444445,15.1056666667,11.5876,18.5279333333,5.75293333333,8.31799999999,7.43453333333,8.66686666667,7.22733333333,13.1846,7.9632
393.16,8.28388148148,14.9906666667,11.5188,18.4488666667,5.72446666667,8.27874920633,7.4036,8.64846666667,7.19946666667,13.1030333333,7.95313333333
393.52,8.29554074074,14.8772,11.4468,18.3644666667,5.74313333333,8.27422222221,7.3756,8.63419999999,7.20433333333,13.0208666667,7.95766666667
393.88,8.24317037037,14.6954666666,11.3052,18.1994666667,5.66653333334,8.20774285714,7.3066,8.55139999999,7.10706666666,12.8853333333,7.88833333333
394.24,8.2056962963,14.562,11.2158,18.0848,5.59806666667,8.13284444445,7.24026666667,8.48833333333,7.01113333333,12.7720666667,7.82393333334
394.60,8.16240740741,14.4328666667,11.101,17.9592666667,5.54373333334,8.08314920635,7.17606666667,8.43566666667,6.94166666666,12.6431666667,7.76653333333
394.96,8.16565925926,14.322,11.0273333333,17.9021333333,5.55253333333,8.06289523809,7.17833333333,8.41226666667,6.91746666667,12.5472,7.7438
395.32,8.15437777778,14.2268,10.9362666667,17.8309333333,5.54566666667,8.04492063492,7.14906666667,8.4036,6.88633333333,12.4482,7.70973333333
395.68,8.1110962963,14.0910666666,10.8788666667,17.7198666667,5.50406666667,8.0018,7.113,8.35606666666,6.82993333333,12.3186333333,7.6828
396.04,8.10978518519,13.9738666667,10.8408,17.6535333333,5.48773333333,7.99608253968,7.09513333333,8.34586666667,6.808,12.2718666667,7.67933333333
396.40,8.11862222222,13.8629333333,10.7536666667,17.564,5.4954,7.9673015873,7.08813333334,8.3446,6.77186666667,12.1892666667,7.68473333333
396.76,8.2531037037,13.8601333333,10.8214,17.5900666667,5.60833333333,8.04609523809,7.20853333333,8.473,6.84233333333,12.2196,7.80573333334
397.12,8.26117777778,13.7840666667,10.7650666667,17.5147333333,5.6182,8.06848888889,7.20426666667,8.51440000001,6.81093333333,12.1347,7.7874
397.48,8.30000740741,13.7606,10.7711333333,17.5130666666,5.65046666667,8.09125079365,7.26,8.57159999999,6.78366666667,12.0975,7.81606666667
397.84,8.32958518518,13.7106,10.7708666667,17.4906,5.6752,8.10433968254,7.2762,8.62493333333,6.78813333333,12.0679,7.85406666667
398.20,8.33393333333,13.608,10.7414666667,17.4318666667,5.71093333333,8.11285714286,7.31746666667,8.66453333334,6.76886666667,12.018,7.869
398.56,8.31088148148,13.4805333333,10.6959333333,17.3154,5.71913333333,8.11178095238,7.30766666667,8.65420000001,6.71613333333,11.9412333333,7.852
398.92,8.29288888889,13.367,10.6662666667,17.2351333333,5.71373333333,8.11509841271,7.32066666667,8.68553333333,6.6976,11.8909,7.87066666666
399.28,8.33945925926,13.3219333333,10.6666666667,17.2187333333,5.75233333333,8.14579365079,7.38133333333,8.73926666667,6.7246,11.8969,7.923
399.64,8.37807407407,13.2556,10.6326,17.1685333333,5.78906666667,8.16779047619,7.4264,8.78239999999,6.74206666667,11.8862333333,7.9622
400.00,8.35023703704,13.1586666667,10.5636666667,17.0973333333,5.7894,8.17055238095,7.42986666667,8.78686666667,6.6912,11.8257333333,7.926
400.36,8.40694074074,13.1281333333,10.5758,17.0777333333,5.81286666667,8.22101904763,7.49033333333,8.88413333334,6.73626666667,11.8171666667,7.97446666667
400.72,8.3632,13.02,10.5135333333,17.0091333333,5.7762,8.17766666667,7.43666666667,8.86493333333,6.6918,11.7210666667,7.93133333333
401.08,8.37303703704,12.9706,10.4959333333,16.9753333333,5.77246666667,8.18473015873,7.4632,8.88720000001,6.71206666667,11.7232,7.94513333333
401.44,8.36426666667,12.8792666667,10.4586666667,16.9364,5.74073333333,8.19206984127,7.437,8.89926666667,6.71493333333,11.6834333333,7.9462
401.80,8.39717777778,12.8384666667,10.4282,16.8828,5.76006666667,8.20737460317,7.46826666667,8.93233333333,6.71833333333,11.6502,7.94833333333
402.16,8.37931111111,12.7789333333,10.3900666667,16.834,5.72006666667,8.19987936508,7.4404,8.92459999999,6.71146666667,11.6182333333,7.93826666667
402.52,8.41314074074,12.7530666667,10.3556666667,16.8511333333,5.70673333333,8.18063174603,7.47493333333,8.95979999999,6.7148,11.5889,7.9544
402.88,8.44511851852,12.7496,10.3446666667,16.8568666667,5.70986666667,8.17825079365,7.48806666667,9.00266666665,6.7142,11.5749666667,7.9744
403.24,8.40204444444,12.6574666667,10.2509333333,16.7851333333,5.64226666667,8.11672063491,7.4448,8.97073333333,6.64446666667,11.4925333333,7.9234
403.60,8.42637777778,12.6204,10.2436666667,16.7804,5.64853333333,8.1254984127,7.44893333333,8.98399999999,6.63346666667,11.4763666667,7.9264
403.95,8.50857037037,12.6706,10.2657333333,16.8295333333,5.70626666667,8.18276825397,7.51046666667,9.05140000001,6.70246666667,11.4837,8.0142
404.31,8.5110962963,12.6470666667,10.2374,16.8021333333,5.7294,8.17418412699,7.51286666667,9.03066666667,6.67173333333,11.4518666667,8.0152
404.67,8.53594074074,12.6286666667,10.2294,16.7674666667,5.73853333333,8.21061587302,7.53766666667,9.04513333333,6.67553333333,11.4415333333,8.0272
405.03,8.53928148148,12.5902666667,10.2121333333,16.7292666667,5.73166666667,8.20057460318,7.51973333333,9.04146666665,6.64953333334,11.4081333333,8.0118
405.39,8.53074074074,12.5406,10.1750666667,16.684,5.7306,8.16648888889,7.5154,9.04240000001,6.6294,11.3766333333,8.0002
405.75,8.56342222222,12.5366666667,10.1746,16.6908666667,5.74693333333,8.18150476191,7.53113333333,9.06099999999,6.65726666667,11.3859,8.02533333334
406.11,8.60388888889,12.5522,10.1716666666,16.7069333333,5.79086666667,8.19799365079,7.5726,9.09313333333,6.6574,11.4012,8.05706666667
406.47,8.61585185185,12.5382666667,10.1969333333,16.716,5.82693333333,8.22141904761,7.5978,9.137,6.69473333333,11.4174333333,8.08493333333
406.83,8.62422962963,12.5039333333,10.2092666667,16.6990666667,5.84333333333,8.25073015874,7.59426666667,9.12453333332,6.68933333333,11.3920666667,8.0738
407.19,8.70696296296,12.5657333333,10.3066666667,16.7721333333,5.97113333333,8.3686063492,7.6754,9.20940000001,6.77646666667,11.4676,8.15373333333
407.55,8.72224444445,12.5844,10.3072,16.7551333333,6.00133333333,8.39485079366,7.68593333334,9.24333333334,6.7896,11.4728,8.1682
407.90,8.72101481481,12.5173333333,10.3166666667,16.7258,6.0072,8.39765714285,7.6788,9.23099999999,6.78673333333,11.4813,8.14813333333
408.26,8.71658518519,12.4735333333,10.335,16.7348666667,6.00193333333,8.4180031746,7.66486666667,9.23733333333,6.78273333333,11.4662666667,8.13046666667
408.62,8.74318518518,12.439,10.3362,16.7458666667,6.0272,8.41011111112,7.68359999999,9.25266666667,6.7828,11.4554333333,8.15046666667
408.98,8.77404444444,12.4296666667,10.328,16.7734,6.05673333333,8.43423809525,7.70886666667,9.27893333332,6.81233333333,11.4404666667,8.19973333333
409.34,8.75844444445,12.4046666667,10.2992,16.7478666667,6.03893333333,8.44494920635,7.70846666667,9.27046666667,6.79313333333,11.4301,8.17846666667
409.70,8.72220740741,12.3549333333,10.2524,16.6909333333,6.01686666667,8.42054603175,7.67893333333,9.23966666667,6.7436,11.3626,8.12573333333
410.06,8.72726666666,12.3070666667,10.2323333333,16.6617333333,6.0078,8.40161269842,7.6686,9.24140000001,6.74393333333,11.3239,8.11113333333
410.42,8.74542222222,12.2990666667,10.2125333333,16.6262666667,6.00746666667,8.40599047619,7.67106666667,9.22899999999,6.7224,11.2929,8.10226666667
410.77,8.77923703704,12.3034,10.2032666667,16.6264,6.02593333333,8.40854285715,7.70033333333,9.26173333333,6.7406,11.2834,8.13913333333
411.13,8.77068148148,12.2598,10.1522,16.5704666667,5.98606666667,8.38047301588,7.6898,9.25473333334,6.71466666667,11.2323333333,8.11726666667
411.49,8.78131111111,12.2301333333,10.1408,16.5762666667,5.97626666667,8.38971746033,7.7004,9.26366666667,6.72053333333,11.2311333333,8.1214
411.85,8.78525925926,12.2334,10.1182,16.5537333333,5.96173333333,8.36352698413,7.6998,9.26413333333,6.691,11.2016666667,8.125
412.21,8.8004,12.2343333333,10.0894,16.5118666667,5.95673333333,8.36390476191,7.72873333333,9.3166,6.71546666667,11.2064,8.14493333333
412.57,8.81947407407,12.2303333333,10.0895333333,16.493,5.96853333333,8.37764126983,7.73713333333,9.33826666667,6.713,11.2212666667,8.14553333333
412.92,8.85442222222,12.2308666667,10.1026,16.4786666667,6.01106666667,8.40707301587,7.78660000001,9.38526666667,6.73553333333,11.2416,8.1654
413.28,8.89242222222,12.2372666667,10.1084666667,16.4688,6.03073333333,8.40851428571,7.83273333334,9.42020000001,6.75026666667,11.2357666667,8.19533333333
413.64,8.94751851852,12.2133333333,10.1213333333,16.476,6.048,8.44992063493,7.87706666667,9.47946666667,6.78306666667,11.2506333333,8.24446666667
414.00,8.9586,12.1743333333,10.0998666667,16.4274666667,6.05946666667,8.46005079365,7.90126666666,9.49766666667,6.7758,11.2456666667,8.257
414.36,8.95594814815,12.1196666666,10.0668666667,16.3872666667,6.06426666667,8.45973650793,7.90466666667,9.54433333333,6.793,11.2282333333,8.26746666667
414.72,8.92579259259,12.0296666667,9.9892,16.3042666667,6.03033333333,8.43731111111,7.87520000001,9.53886666668,6.7538,11.1773333333,8.24093333333
415.07,8.92219259259,11.9665333333,9.94826666665,16.2646,6.0224,8.41507619047,7.87053333333,9.55266666668,6.72433333334,11.1347,8.24186666667
415.43,8.89828888889,11.8768,9.87546666667,16.1879333333,5.9946,8.37831746032,7.84939999999,9.54506666667,6.67506666667,11.0458666667,8.21006666667
415.79,8.90048888889,11.7912666667,9.82733333333,16.105,6.008,8.38785714286,7.85146666666,9.58059999998,6.67153333333,11.0094666666,8.1934
416.15,8.90662222222,11.6888,9.77226666667,16.0402,6.00233333333,8.38747619047,7.83020000001,9.5542,6.63866666667,10.9414333333,8.18986666667
416.51,8.89672592593,11.6208666667,9.72379999999,15.9677333333,5.99806666667,8.36818730158,7.8252,9.56233333334,6.63286666667,10.8772,8.18993333333
416.86,8.89125925926,11.5212666667,9.67560000001,15.8857333333,5.97373333334,8.37093968253,7.81699999999,9.56953333333,6.6062,10.7996,8.18093333333
417.22,8.90156296296,11.4510666667,9.64880000001,15.8429333333,5.9864,8.40754920635,7.82226666667,9.58733333334,6.6016,10.7462,8.2048
417.58,8.89923703704,11.3779333333,9.63073333332,15.7768,6.0038,8.41382857142,7.82933333333,9.5942,6.57886666667,10.7078,8.21966666667
417.94,8.92291851852,11.3044,9.60573333333,15.709,6.0152,8.42794603174,7.83300000001,9.6252,6.57593333333,10.6694,8.23626666667
418.29,8.91151111111,11.2074,9.55393333333,15.6351333333,5.99353333333,8.42897777778,7.81579999999,9.60020000001,6.512,10.5825333333,8.21993333334
418.65,8.91797037037,11.1109333333,9.52446666666,15.5606,5.97886666667,8.42202857143,7.8242,9.61593333334,6.49273333333,10.5217333333,8.2002
419.01,8.9388,11.0278,9.49693333335,15.4776666667,5.9778,8.44066666667,7.83939999999,9.64473333333,6.4774,10.4762333333,8.215
419.37,8.98817037037,10.9647333333,9.50366666667,15.4304666667,6.0158,8.49360000001,7.88619999999,9.68953333333,6.49626666667,10.4586,8.25506666667
419.73,8.99662222222,10.8942,9.49160000001,15.3705333333,6.01893333334,8.50232698413,7.9022,9.71466666667,6.491,10.4221,8.2688
420.08,8.9964962963,10.8283333333,9.46106666665,15.2946,6.01973333333,8.50012063493,7.91059999999,9.73133333331,6.47913333333,10.3722333333,8.26453333333
420.44,8.98997037037,10.716,9.39326666667,15.2027333333,5.9916,8.48673968254,7.89146666667,9.72513333332,6.43753333333,10.3056666667,8.24666666667
420.80,8.98761481482,10.6352,9.35246666668,15.1312666667,5.985,8.4709079365,7.88153333333,9.71966666665,6.40693333333,10.2554333333,8.236
421.16,9.00662222222,10.5734666667,9.32279999999,15.0613333333,5.9968,8.47564761904,7.89720000001,9.7492,6.40106666667,10.2282666667,8.248
421.51,9.0219037037,10.4972,9.28026666666,14.9916,5.99233333333,8.47567301587,7.89846666667,9.77353333332,6.40113333333,10.1868,8.2484
421.87,9.0078,10.4161333333,9.22699999999,14.9095333333,5.972,8.46925714285,7.89700000001,9.76373333335,6.3632,10.1086666667,8.22833333333
422.23,9.0159037037,10.3435333333,9.18520000001,14.8240666667,5.9752,8.46024444445,7.90053333333,9.78639999998,6.35706666667,10.0687666667,8.23233333333
422.58,9.03205925926,10.3000666667,9.17346666667,14.7668,5.99286666667,8.4787015873,7.90986666667,9.81066666667,6.3558,10.0423666667,8.2466
422.94,9.04267407407,10.2455333333,9.14493333333,14.7157333333,6.00986666667,8.48253333334,7.91413333333,9.82386666665,6.3566,10.0068,8.25146666667
423.30,9.01585925926,10.1513333333,9.0782,14.615,5.9756,8.4489968254,7.88446666667,9.80446666667,6.32133333333,9.92953333333,8.22086666667
423.66,9.01585185185,10.0828666667,9.02693333333,14.5456,5.96733333333,8.4284952381,7.87593333334,9.79133333333,6.2926,9.87970000001,8.2146
424.01,9.03257777778,10.0366666667,9.00940000001,14.4984,5.97573333333,8.44939999999,7.88826666667,9.80873333333,6.28873333334,9.8582,8.23386666667
424.37,9.04842222222,10.0136,9.00793333332,14.462,5.992,8.47467301587,7.92153333333,9.83760000001,6.3108,9.8401,8.25213333333
424.73,9.04662222222,9.9632,8.98373333333,14.4094,5.99753333333,8.47793650793,7.92599999999,9.84293333333,6.30133333333,9.81049999999,8.251
425.08,9.03554074074,9.89140000002,8.94806666667,14.3422666667,5.9862,8.46663809524,7.91173333334,9.8356,6.275,9.75486666667,8.22566666667
425.44,9.03085925926,9.84446666667,8.91593333333,14.2922,5.97906666667,8.46354920634,7.90546666667,9.83333333333,6.2464,9.70776666667,8.21693333333
425.80,9.03728888889,9.79979999999,8.89453333333,14.2514666667,5.98013333333,8.46236190475,7.89873333334,9.84793333333,6.24933333333,9.69096666667,8.21933333333
426.16,9.04094074074,9.75099999999,8.88033333333,14.2189333333,5.97553333333,8.46959365079,7.90019999999,9.8478,6.237,9.66529999999,8.2094
426.51,9.0388962963,9.69086666667,8.83466666665,14.1677333333,5.9718,8.45542857143,7.90113333334,9.83960000001,6.2214,9.63136666667,8.20326666667
426.87,9.02840740741,9.63539999999,8.787,14.0996,5.94126666667,8.43642222223,7.89106666666,9.82099999999,6.19126666667,9.5873,8.1736
427.23,9.04400740741,9.61706666666,8.767,14.0840666667,5.94906666667,8.44482857143,7.89946666667,9.83706666668,6.18353333333,9.58576666668,8.178
427.58,9.06958518519,9.61440000001,8.77366666667,14.0909333333,5.95353333333,8.47288253968,7.9102,9.87573333332,6.1974,9.57093333333,8.1898
427.94,9.09352592593,9.59453333333,8.76346666667,14.0757333333,5.96513333333,8.46817142857,7.92406666666,9.90586666665,6.1912,9.54766666667,8.18673333333
428.30,9.11099259259,9.56760000001,8.74040000001,14.0527333333,5.96266666667,8.45194603175,7.92046666666,9.90873333335,6.16706666667,9.53503333333,8.17273333333
428.65,9.117,9.5448,8.71173333335,14.0131333334,5.94026666667,8.43990476191,7.90413333333,9.91586666666,6.1466,9.50203333333,8.15253333333
429.01,9.15001481481,9.55966666667,8.72393333334,14.0304666667,5.96126666667,8.44036190475,7.92266666667,9.93906666667,6.16026666667,9.52446666665,8.1744
429.37,9.17856296296,9.55646666665,8.74433333332,14.0559333333,5.9768,8.43735238096,7.95546666666,9.97039999999,6.1722,9.54906666667,8.1802
429.72,9.22065925926,9.59553333333,8.77553333333,14.0936,6.01046666667,8.45604761904,7.99166666667,10.0162,6.18593333333,9.57556666665,8.21106666667
430.08,9.27043703704,9.63480000001,8.80526666665,14.1326,6.0474,8.50066031747,8.03213333334,10.0671333334,6.2314,9.61459999999,8.2528
430.44,9.30522222222,9.6768,8.84406666666,14.1754666667,6.07993333333,8.52796190477,8.06333333333,10.117,6.25126666667,9.6505,8.28726666667
430.79,9.35328148149,9.72953333333,8.90659999999,14.2367333333,6.12253333334,8.57166349207,8.10326666667,10.1869333333,6.29006666667,9.68903333332,8.3346
431.15,9.36562222221,9.77113333334,8.93853333333,14.2708,6.14453333333,8.59654285713,8.12160000001,10.2236666667,6.29633333333,9.71670000001,8.34966666667
431.50,9.3978,9.79993333334,8.96913333333,14.3002,6.17653333333,8.62792698413,8.15860000001,10.2554,6.3148,9.74950000001,8.375
431.86,9.38661481481,9.78786666667,8.96913333333,14.3156,6.16746666667,8.61927619048,8.16446666667,10.2466666667,6.31426666667,9.74686666665,8.35793333333
432.22,9.38977037037,9.80939999999,8.98333333332,14.3342,6.17646666667,8.62411428572,8.15773333333,10.2647333333,6.31113333333,9.74566666668,8.3744
432.57,9.4368148148,9.86366666668,9.02833333332,14.4148666666,6.22286666667,8.64993333333,8.20466666666,10.3232666667,6.35273333333,9.81096666665,8.42026666667
432.93,9.39499259259,9.82866666666,8.98986666666,14.3864,6.17033333333,8.61681904762,8.1654,10.2991333333,6.31786666667,9.77463333334,8.35806666667
433.29,9.38171111111,9.84586666667,8.97926666668,14.385,6.15626666667,8.62817142858,8.15413333333,10.3044666667,6.3154,9.77436666668,8.35193333333
433.64,9.39496296296,9.88359999999,8.99733333333,14.4324,6.17026666667,8.63730793651,8.16286666666,10.3349333333,6.33893333333,9.78896666665,8.35506666667
434.00,9.38331111111,9.90113333331,8.99006666665,14.4462,6.16366666667,8.62327936508,8.14593333333,10.3347333334,6.33233333333,9.78559999999,8.3382
434.35,9.39853333333,9.9274,8.99573333333,14.4796666667,6.1694,8.63281269841,8.14246666667,10.3549333333,6.34986666667,9.80353333333,8.33946666667
434.71,9.36285185186,9.91146666665,8.97226666667,14.4591333333,6.14526666667,8.60475238096,8.11640000001,10.3254666667,6.33366666667,9.7978,8.2998
435.07,9.3691111111,9.92253333334,8.97600000001,14.4716666667,6.148,8.59443174604,8.11226666667,10.3232,6.34326666667,9.80226666669,8.30506666667
435.42,9.35276296296,9.93553333332,8.96033333335,14.4899333333,6.13453333333,8.58142857143,8.09473333334,10.3262666667,6.33646666667,9.78450000001,8.27766666667
435.78,9.35800000001,9.97920000001,8.97226666667,14.5214,6.14366666667,8.58598095238,8.09100000001,10.3478666667,6.34186666667,9.80900000001,8.27946666667
436.13,9.36153333333,10.0166666667,8.99006666667,14.5676666667,6.151,8.60793968253,8.09546666666,10.3696,6.35186666667,9.83763333333,8.27566666667
436.49,9.35794074075,10.0345333333,9.0046,14.5882,6.1472,8.59867619047,8.09540000001,10.3616666667,6.3512,9.84593333334,8.27673333333
436.84,9.42436296295,10.137,9.083,14.6976666667,6.21486666667,8.65955238095,8.15733333334,10.4314666667,6.4122,9.92236666668,8.35226666666
437.20,9.43697037037,10.1614666667,9.08786666667,14.729,6.22806666667,8.66031428571,8.16986666667,10.4346,6.4188,9.93636666668,8.35713333333
437.56,9.43622962962,10.1538666667,9.08673333334,14.7234,6.21986666667,8.66936190475,8.16726666667,10.4274,6.39633333333,9.93419999999,8.35333333333
437.91,9.46074074073,10.167,9.11573333334,14.7587333333,6.22633333333,8.67953650793,8.18220000001,10.4458666667,6.4004,9.95749999999,8.37653333333
438.27,9.47745185186,10.1800666667,9.1274,14.7676666667,6.2336,8.6989015873,8.19666666666,10.4552666667,6.40433333333,9.95333333333,8.37893333333
438.62,9.50994074075,10.1971333333,9.15326666667,14.8216666667,6.24906666667,8.73050476191,8.21839999999,10.4952666667,6.42873333333,9.98486666667,8.41393333333
438.98,9.5169925926,10.2126,9.17213333334,14.8366,6.252,8.72663492063,8.23646666666,10.5044,6.43493333333,10.001,8.42046666667
439.33,9.55385185187,10.2302,9.19060000001,14.848,6.2752,8.75728571429,8.26986666667,10.5327333333,6.46366666667,10.0374,8.45506666666
439.69,9.56154074074,10.2202666667,9.18426666667,14.8493333333,6.28006666667,8.76178412698,8.27660000001,10.5518,6.47006666667,10.0386666667,8.46293333333
440.04,9.56927407407,10.2105333333,9.19140000001,14.8406666667,6.2886,8.76703174603,8.292,10.5719333333,6.48693333333,10.0408333333,8.46073333334
440.40,9.5835111111,10.2062,9.17613333333,14.8320666667,6.28966666667,8.78529841269,8.3004,10.5883333333,6.4912,10.0243,8.46346666667
440.75,9.57557037038,10.1767333333,9.15353333334,14.7988666667,6.2886,8.77629523809,8.30193333333,10.5948666667,6.48193333333,9.99953333333,8.45773333333
441.11,9.58103703705,10.1645333333,9.15066666668,14.7831333333,6.29766666667,8.77949206349,8.30379999999,10.6236,6.48193333333,9.98949999999,8.46073333333
441.47,9.59864444446,10.1494,9.14400000001,14.7798,6.30886666667,8.79753015873,8.31606666666,10.6487333333,6.50786666667,9.9888,8.46793333333
441.82,9.60950370369,10.1324666667,9.13579999999,14.7518666667,6.32293333333,8.79896507938,8.33353333333,10.6746666667,6.51933333333,9.98506666665,8.47346666667
442.18,9.59362962963,10.0864,9.10666666665,14.7069333333,6.31193333333,8.76686666668,8.32686666667,10.6666,6.49673333333,9.95413333333,8.4564
442.53,9.59317777778,10.0444666667,9.08193333333,14.671,6.31233333333,8.75918730159,8.33353333334,10.6805333333,6.48206666667,9.91540000001,8.4534
442.89,9.60238518517,9.98066666667,9.045,14.6244,6.30106666667,8.75699047618,8.32513333333,10.7124,6.46066666667,9.86843333334,8.45126666667
443.24,9.59516296296,9.90973333332,9.00139999999,14.5544666667,6.29833333334,8.74392063493,8.317,10.7150666667,6.4356,9.81863333332,8.44246666667
443.60,9.59706666666,9.84406666666,8.97253333333,14.4826,6.28973333333,8.7431968254,8.31320000001,10.7082,6.42006666667,9.77956666667,8.4318
443.95,9.58326666668,9.7584,8.90039999999,14.4073333333,6.25866666667,8.71387301587,8.29693333333,10.6882,6.3698,9.71756666667,8.4208
