wavelength,Back_SicUrof,Belly_SicUrof,Breast_SicUrof,Crissum_SicUrof,Crown_SicUrof,DorTail_SicUrof,Patch10_SicUrof,Patch11_SicUrof,Rump_SicUrof,Throat_SicUrof,WingTip_SicUrof
196.65,55.0724814815,85.2172666666,90.145,65.5072666667,99.7101333333,30.179431746,59.7102,85.3622666667,35.5072666667,42.1013333333,49.1304
197.03,65.8471259259,93.9007333334,99.8582000001,75.7447999999,106.099266667,39.1827015874,65.8157333334,97.4468,50.7802000001,52.5530666667,56.7376666667
197.40,50.4444444443,80.1666666668,90.8333333333,57.6666666667,91.5000000001,13.5079365079,47.4999999999,82.1666666667,31.5,34.0833333333,38.0000000001
197.78,49.3004222221,185.925933333,269.629666666,80.7406666666,251.111,-76.7548031748,32.5925333333,210.370333333,-43.7038000001,-22.2221,-6.6667333332
198.16,90.9629629629,-67.3333333333,-108.666666667,65.3333333334,-106.666666667,196.507936508,94.6666666667,-67.9999999999,189.333333333,159.0,122.666666667
198.54,81.3673407406,-16.4102666666,-64.6153999999,63.0768666667,-82.5641333335,144.151311111,54.8716666665,-11.282,153.8462,149.230733333,115.384533333
198.92,37.2222814815,5.18513333335,-9.44466666665,22.9628666667,-19.074,68.2100539681,26.8518666667,0.925933333327,62.9628666668,57.6851666667,46.8519333334
199.30,33.9588296296,12.5925333333,5.33326666667,34.6666666666,1.33333333339,64.3386730158,42.2221333334,19.9999333333,63.4073333333,61.7036,45.7777333333
199.68,43.6139185185,29.2929333333,15.5556,56.9696,13.7372666665,94.9878984127,65.8585333334,40.202,95.9594666667,87.6767333335,70.3030000001
200.06,3.4722222222,8.74999999999,-34.1666666667,45.4166666667,-12.5,137.083333333,75.8333333332,26.6666666668,113.75,121.25,86.2500000001
200.44,17.9189111111,31.746,-6.66666800001e-05,44.1269333333,14.2858,123.068853968,74.2857333334,27.6191333333,92.3810000001,103.809433333,81.2699333333
200.82,43.2462518519,57.8432,34.3137333333,58.0392,40.5882000001,99.6266095238,76.6665333334,47.647,88.0391333333,94.0196666666,77.2549333334
201.19,52.8728740741,65.4054,44.5044666666,63.9640000001,48.2882666667,106.177631746,82.1621999999,53.5135333333,89.009,95.6758000001,78.1981999999
201.57,41.4608888889,60.0000666666,41.6666,53.8888666667,43.5184666667,92.9188285714,83.7036666667,45.1850666667,88.3332666667,97.685,67.963
201.95,34.5820592593,62.0952666667,47.2379999999,46.4761333333,51.4286000001,95.0113142857,93.7142666668,48.9523333333,83.4285999999,109.904766667,61.5238000001
202.33,34.7936370371,68.1904666667,52.7619333333,51.0476666667,61.3333333335,94.9840031746,102.666666667,61.1428,88.5713999999,116.4763,64.1904666668
202.71,30.7729555556,58.4057333333,44.7826666666,48.2610000001,57.3911999999,87.1152095237,96.0869333333,53.0435333333,75.0723999999,98.0434666667,51.7392
203.09,7.63523703706,49.2306666667,28.0341999999,36.5810666667,52.8205333334,86.8702095237,99.1452666665,56.5810666667,68.3762000001,107.350433333,43.2478
203.47,12.4690740741,61.5556666666,36.8888666666,47.9999999999,64.6667333333,117.999980952,128.000066667,78.0000000001,87.1108666665,143.555566667,53.3333333333
203.85,12.0478296297,45.4902666667,32.3528666667,49.0195333333,51.9607333334,108.001834921,117.8432,71.5686666666,71.3725333333,138.039333333,38.8235333333
204.22,14.7301481481,46.4762666667,31.8096666667,47.2381999999,39.8095333333,114.213428571,116.571466667,75.6191999999,71.0477333333,133.619133333,39.8097333334
204.60,1.92596296292,39.1111333333,23.3332666667,45.5555333333,23.3333333333,117.343901587,123.777866667,79.3333333335,74.2223333333,141.1111,32.8888666667
204.98,13.0793777777,50.4761333334,40.7618666667,56.5714666667,37.1428666667,122.458187302,123.619066667,83.4286666667,79.9999333333,141.523766667,51.0476666665
205.36,26.7028074073,66.3414666667,47.6423333333,63.5771333334,49.7561333334,121.424498413,123.577266667,86.8293333333,92.0325333333,139.6749,60.8130000001
205.74,28.351851852,64.3333333335,48.8333333333,65.1666666666,46.8333333334,119.936507937,120.166666666,91.1666666667,86.0,139.666666667,65.1666666667
206.12,-40.3542370371,27.5363333335,7.82619999998,37.9708666667,-4.34773333339,113.347250794,113.6232,77.3913333334,63.4782666667,141.449366667,41.1594666666
206.50,-103.733333333,-19.2000000001,-46.1333333333,-30.6666666667,-50.1333333333,48.6349206349,42.1333333334,19.7333333333,-8.53333333332,64.0000000001,-8.0
206.87,-88.5520074074,-22.2222666667,-51.7172,-28.6869333333,-47.8788000001,30.0818190477,9.29286666669,5.85859999999,-19.1919333333,38.7879000001,-14.9494666667
207.25,-51.9806,-3.47813333335,-18.8405333333,-2.89846666661,-20.2900000001,32.2014793651,20.2898666667,5.65206666666,-0.4348,40.2899,6.66673333332
207.63,-35.2688370371,4.83873333332,-4.83873333336,2.15033333339,-8.4946,29.4163365079,21.6129333333,8.06453333335,5.91413333332,32.4731666667,17.6343333333
208.01,-25.5168962962,15.8208666666,8.05973333334,7.26380000001,9.05486666666,38.3888761905,30.0498666667,21.8906,15.025,36.0697,26.5672
208.39,-10.8737037037,19.9999333334,20.0854666667,17.9486666667,25.2136666667,37.2933174603,34.7862,30.4274666667,21.3674,40.47,28.9742666667
208.77,0.486125925934,22.6388666667,24.9306,21.0416666667,30.9028,36.1507460317,34.6527333333,31.8749333333,20.9028,42.3612,29.5138
209.14,7.87135555556,28.7542,29.0908,23.0303333333,37.5084666667,38.8809333333,39.2593333333,38.5858,28.8215333333,49.0908666667,32.5252666667
209.52,8.24354814814,25.7347333333,28.6020666667,23.154,39.3548,36.2552634921,38.5663333334,40.7168,26.6666666667,50.1075333333,33.5485333333
209.90,16.6177407407,30.0629333333,31.5724,27.5473333333,42.4527333333,39.7064857143,41.7610666667,42.3271333333,28.0502666667,54.2452,35.8492
210.28,30.886,45.4248,45.3596,41.438,59.0196000001,60.8279396825,57.7777333333,60.4574,42.4182,70.5881666667,49.3464
210.66,50.8805925926,62.5926,63.1851333334,60.3702666667,81.3331999999,82.2539619047,80.6667333333,81.1852666668,62.9629333333,94.6296333333,67.7777999999
211.03,73.0629777779,91.2169333334,95.6613333334,86.2434,122.963,118.548711111,118.306866667,117.672,91.1112000001,135.396766667,96.5079333333
211.41,88.2437555556,108.602133333,110.430133333,97.2042000001,129.57,126.886774603,125.699,132.580666667,100.7528,146.720533333,105.483933333
211.79,87.185237037,108.777866667,108.6666,97.2222666668,128.3334,120.285565079,123.111066667,130.777933333,97.4444666667,146.777733333,97.8890000001
212.17,69.2062592593,90.4763333334,88.6772000001,83.7038000001,106.666733333,99.4001047619,106.1376,111.640266667,81.2698,128.9418,80.5290666667
212.55,68.7378370369,96.2962666667,95.0617333332,92.2220000001,112.3456,107.877711111,114.938333333,115.185066667,83.4567333333,140.802566667,83.3333333334
212.92,57.6996592591,105.789533333,100.7018,106.491266667,128.947333333,129.874803175,133.684133333,133.508666667,92.9824666667,169.561366667,86.1405333333
213.30,58.0740740741,119.466666667,118.133333333,146.666666667,163.2,157.6,164.8,168.533333333,99.7333333334,211.066666667,98.4
213.68,58.7096666666,108.8172,107.526866667,128.602133333,142.3656,137.624095238,137.419466667,150.322533334,92.4731999999,184.623633333,83.2258666667
214.06,172.592592593,678.333333334,598.333333334,823.333333334,891.666666667,805.634920634,768.333333333,1055.0,598.333333334,1207.5,401.666666667
214.44,68.8888888893,-1986.66666667,-1473.33333333,-2500.0,-2540.0,-1858.41269841,-1946.66666667,-3186.66666667,-1533.33333333,-4143.33333333,-886.666666666
214.81,-3.12168148146,153.3334,104.2856,194.762,158.571466667,118.503371429,134.285533333,228.571333333,109.523866667,290.4761,42.8571333333
215.19,17.9979851852,72.6126666667,56.0360666667,83.6037333333,69.1891333333,61.3298666667,77.1170000001,103.964066667,69.1891333333,125.1351,36.7566666667
215.57,-0.214340740732,45.965,27.0176,57.3684,50.5262000001,44.5029587301,60.8770666666,85.6139333333,45.2632666667,105.6141,18.0701333334
215.95,-5.38274074072,57.5555333334,18.0,59.5555333335,63.7777999999,58.296088889,65.1111333333,103.111133333,52.4444000001,136.333266667,18.2220666666
216.32,2.27158518533,109.3332,34.6666000001,116.888866666,117.777866667,123.174466667,107.1112,200.444333333,104.4444,271.3332,52.0000666666
216.70,17.7249259259,77.1428666667,11.9048,57.1427333333,68.8094666667,74.0475428571,72.8572000001,116.428666667,66.1904000001,156.666633333,46.6667333333
217.08,41.5594222222,84.5614666666,30.0,66.3157333334,78.4210000001,73.4755619048,76.8420666667,104.385933333,70.1754666668,133.596533333,60.5262666667
217.46,26.9675925926,78.3333333333,19.7916666667,56.4583333333,74.5833333333,74.8511904761,82.5000000001,92.7083333334,60.2083333333,141.458333333,51.4583333333
217.83,33.0066074074,80.1960666665,25.4901333333,57.4510666666,67.4509333334,77.1334190476,91.9607333333,95.8824666665,59.6078666666,137.156866667,57.4509333333
218.21,25.7901185185,49.2221333333,21.0,34.4442666667,40.6666666667,54.5449714286,64.5556,58.9999333333,42.7778,80.3333666667,41.8887333333
218.59,18.8234962963,36.8627333333,15.196,27.2548666667,31.7648,42.5582571429,59.1178,50.5882,34.9018666667,63.8727000001,32.1567333333
218.97,20.2779111111,32.6190666667,11.1905333333,24.2856666667,34.0477333333,50.867231746,64.2856666667,52.4999333333,34.4046666667,70.9523666667,42.0238
219.34,5.89154814815,22.6357333333,-1.55033333332,17.6744,27.5969333333,48.1949015873,54.4185333333,45.5814,23.4108,72.4806666667,41.5504666667
219.72,7.47487407407,32.7273333334,4.44460000007,34.5455333334,42.6261999999,62.0876730159,71.3130666667,55.7575333333,39.3939333333,87.3738333334,54.1414000001
220.10,26.6118222222,47.1604666668,33.8273333333,58.5185999999,74.3209333333,91.1111238097,110.617266667,89.1358666667,61.9754666666,114.567766667,83.4568000001
220.47,46.7056222222,60.1754666668,51.9297333335,69.6490666667,86.3157333333,86.1736793651,112.9824,95.0877999999,72.6316666666,108.157866667,83.8595333334
220.85,46.7824074075,62.7083333334,61.875,82.9166666667,95.2083333333,100.386904762,125.833333333,115.0,81.2500000001,118.125,88.3333333335
221.23,83.7346962962,106.1112,105.000066667,118.3334,133.0556,150.053,185.277733333,180.0,130.277733333,182.222133334,126.1112
221.61,93.1070814816,107.2222,98.1482,108.7036,124.074133333,128.174707937,151.851933333,155.1852,113.333333333,151.9444,119.0742
221.98,101.604933333,113.1482,102.407333333,117.222133333,139.2592,140.379225397,162.222266667,152.592533333,119.2592,158.796233333,130.740733333
222.36,197.284,210.555666667,197.7776,228.0556,259.722266667,245.052955556,288.8888,261.666733334,200.0,280.2777,236.3888
222.74,341.62037037,364.583333333,348.75,378.333333333,445.833333333,447.063492063,490.0,413.75,337.5,471.875,402.083333333
223.11,376.507933333,426.666666667,418.0952,446.6666,532.8572,513.968403174,572.857066667,496.190533333,388.095266667,534.523833333,446.190466667
223.49,-477.119488889,-569.629666667,-527.407466667,-562.963066667,-737.777733333,-687.936460317,-814.814866667,-672.5926,-485.1852,-711.1111,-554.074
223.87,-120.911666666,-145.384666667,-125.897333333,-131.794933333,-206.666666667,-191.391952381,-234.8718,-184.102466666,-121.282,-206.923166667,-152.564133333
224.24,-128.734651852,-146.111066667,-115.555666667,-141.388933333,-213.0556,-200.34395873,-253.8888,-196.111066667,-137.7778,-215.555566667,-166.666533333
224.62,-37.3983703703,-46.1787333333,-25.0406666667,-33.3332,-81.6260666666,-78.5441111111,-99.0243999999,-64.8779999999,-36.2601333333,-88.5365666666,-60.9756666666
225.00,-10.3817333333,-12.4102666667,1.84606666666,-6.56420000001,-36.4102,-37.6654285714,-40.7178666667,-21.9486666667,-8.20506666667,-43.3334333333,-25.2306666667
225.38,21.3796296296,16.9166666667,29.75,19.5,-4.75,-2.92460317461,-6.0,11.75,20.25,-9.29166666668,5.66666666667
225.75,39.7501777778,31.3857333333,43.895,31.9850666667,13.9326666666,16.2795111111,13.0336666667,26.1422,31.8352666666,7.97746666667,23.8950666667
226.13,43.8752518519,32.9013333333,43.2098,34.2593333333,20.8024666667,23.7066476191,20.9258666667,30.3086,32.8394666667,16.3889666667,30.926
226.51,44.0538222222,32.2426,41.3938666667,35.0302666667,23.4545333333,23.945047619,21.9394666667,30.6666,28.7272666667,18.5455333333,33.6968
226.88,35.2543185185,23.7851333333,31.7514,24.9718,18.192,17.9929904762,18.5876,21.0734666667,20.4519333333,11.7232,26.4406
227.26,31.4723333333,22.4388666667,30.6231333333,26.8291333333,18.8074,17.2796126984,19.512,20.867,18.8616666667,10.0812,26.1788
227.64,19.5171777778,13.095,19.1666,14.7024,10.8334,8.90026349206,10.8929333333,9.16666666666,7.67853333333,-1.72606666667,16.9643333333
228.01,11.1434888889,4.61986666667,10.4094666667,3.56733333332,5.14620000001,-0.71014920636,4.79526666666,1.40353333334,1.6374,-10.0876,10.9942666667
228.39,4.19163703704,-4.70900000001,5.34386666668,-1.58713333332,-0.10586666666,-5.94852380953,1.79893333333,-2.64560000001,-3.70366666667,-15.6084,6.93113333333
228.76,0.17891111111,-8.41153333334,1.7896,-7.24846666667,-4.34006666667,-10.0584793651,-3.13213333334,-6.08513333333,-7.56153333333,-15.2797666667,4.2954
229.14,-3.98200740741,-12.0170666667,-1.86846666668,-9.59673333333,-9.04460000001,-12.225231746,-7.17619999999,-11.5074666667,-10.4036,-16.7728,0.169733333327
229.52,-19.7913259259,-27.8746,-17.6286,-24.8768,-25.1006,-29.121031746,-22.5504,-29.933,-25.4586,-30.8277666666,-15.6151333333
229.89,-23.878562963,-29.6066,-22.6915333333,-26.0043333334,-28.6543333333,-29.9871015873,-26.501,-31.8013333333,-27.7018,-32.1532333333,-18.6748666666
230.27,-36.3455777778,-38.3556,-32.1778,-35.6445333333,-39.0221333333,-41.2360730159,-38.4444,-44.3111333333,-38.3111333333,-43.4889,-28.1778666667
230.65,-30.8656148148,-31.0428,-24.3762,-28.6706666666,-34.3558,-33.9915777778,-30.961,-36.6461333334,-29.8976666667,-35.2350333333,-22.2903333333
