wavelength,Back_ConSpmm,Belly_ConSpmm,Breast_ConSpmm,Crissum_ConSpmm,Crown_ConSpmm,DorTail_ConSpmm,Rump_ConSpmm,Throat_ConSpmm,WingTip_ConSpmm
368.20,15.7372,31.0823333333,27.5008666667,6.87093333333,12.5555333333,9.50900000001,20.2792666667,30.1416666667,8.65966666667
368.56,16.0653333333,31.4999333333,27.8304666667,7.2234,12.7826666667,9.90686666667,20.6683333333,30.5138666667,9.0732
368.93,16.0725333333,31.5459333333,27.8810666667,7.1872,12.799,9.96386666667,20.5231333333,30.5282,9.1456
369.29,15.8295333333,31.3756666667,27.6745333333,7.02693333333,12.5742666667,9.72126666665,20.2326666667,30.3641333333,8.92886666667
369.65,15.7378,31.3786666667,27.6342,6.9422,12.4850666667,9.59613333335,20.1179333333,30.3816666667,8.85853333334
370.01,15.6865333334,31.4180666667,27.6865333333,6.90333333333,12.5037333333,9.659,19.9817333333,30.308,8.75513333334
370.38,15.5487333333,31.3882,27.6367333333,6.86566666667,12.4439333333,9.57213333333,19.9771333333,30.254,8.70106666667
370.74,15.3554,31.3136666667,27.52,6.74826666667,12.2580666667,9.48686666667,19.8933333333,30.2336666667,8.59033333333
371.10,15.4560666667,31.4802,27.6566,6.83186666667,12.4372,9.65946666667,19.9666666667,30.4071333333,8.84046666667
371.46,15.4704,31.5483333333,27.6933333333,6.845,12.3976666667,9.62020000001,19.9574666667,30.5523333333,8.86526666667
371.83,15.5305333333,31.6643333333,27.8157333333,6.9108,12.4295333333,9.73240000001,20.0868,30.6197333333,8.99766666665
372.19,15.5396,31.7286,27.893,6.89793333333,12.3826666667,9.792,20.0176,30.6632666667,9.05380000001
372.55,15.3827333333,31.611,27.7636,6.73773333333,12.2724666667,9.54526666667,19.8486,30.478,8.89786666666
372.92,15.3868666667,31.714,27.9075333333,6.89193333333,12.3734666667,9.58606666667,20.0452,30.5821333333,8.96746666668
373.28,15.598,32.0551333333,28.2056,7.07893333333,12.5887333333,9.89346666667,20.235,30.8069333333,9.18953333333
373.64,15.6227333333,32.142,28.2598,7.13526666667,12.6092666667,9.96673333332,20.2659333333,30.7988666666,9.15853333333
374.00,15.6833333333,32.2051333333,28.2808666667,7.1514,12.5918,9.99213333334,20.2840666667,30.9013333333,9.26639999999
374.37,15.7760666667,32.2481333333,28.3322,7.26273333333,12.6023333333,10.1214666667,20.3508666667,30.9412666667,9.42306666666
374.73,15.8320666667,32.4318,28.4245333333,7.3688,12.6608666667,10.2131333333,20.3632666667,30.9464,9.49333333333
375.09,15.8161333333,32.5101333333,28.4524,7.51713333333,12.6525333333,10.1620666667,20.4198666667,30.9406666667,9.47466666666
375.45,15.8595333333,32.6067333333,28.4716666667,7.54773333333,12.6206,10.2902666667,20.407,30.9413333333,9.41353333335
375.81,15.8136666667,32.6103333333,28.5004,7.49646666667,12.5463333333,10.2282666667,20.3297333333,30.9240666667,9.34173333334
376.18,15.7634,32.6349333333,28.4404666667,7.45853333333,12.5302666667,10.1608666667,20.3758666667,30.8929333333,9.26506666665
376.54,15.6857333333,32.6525333333,28.4974666667,7.4018,12.4642,10.2064666667,20.3556,30.8932666667,9.26073333333
376.90,15.6556666667,32.6666,28.4649333333,7.28473333334,12.3318,10.2037333333,20.3082666667,30.8268666667,9.27026666667
377.26,15.5783333334,32.5795333333,28.3810666667,7.31133333333,12.2693333333,10.1512,20.2369333333,30.7558,9.27826666667
377.63,15.4606666667,32.5286666667,28.2952666667,7.26733333333,12.1686,10.0791333333,20.1365333333,30.5870666667,9.27233333334
377.99,15.4612666667,32.5215333333,28.1702666667,7.25306666667,12.1720666667,10.0013333333,20.1465333334,30.5028,9.22773333333
378.35,15.4726,32.673,28.2866,7.26066666667,12.1954,9.96733333334,20.1647333333,30.6239333333,9.25486666667
378.71,15.4534666667,32.7163333333,28.306,7.12093333333,12.1277333333,9.86499999999,20.1076,30.5999333333,9.21020000001
379.07,15.3618666667,32.6080666667,28.1575333333,6.95993333333,12.0172,9.76126666667,20.0328666667,30.48,9.11019999999
379.44,15.2529333333,32.6084666667,28.1961333333,6.96113333333,11.9819333333,9.67606666667,20.0121333333,30.4572,9.18926666667
379.80,15.2833333333,32.7188666667,28.1844,6.9964,12.0333333333,9.745,20.0318666666,30.4633333333,9.17353333333
380.16,15.4184666667,32.7646,28.2816,7.14226666667,12.1185333333,9.76533333333,20.0558666667,30.5473333333,9.31966666667
380.52,15.4748666667,32.7861333333,28.1982,7.22946666667,12.179,9.76213333334,20.0646,30.5467333333,9.33040000001
380.88,15.1859333333,32.6216666667,27.9042666667,6.89686666667,11.8674,9.4236,19.7781333333,30.3039333333,8.99913333333
381.24,15.0183333333,32.5586,27.7469333333,6.66393333333,11.6822666667,9.21606666667,19.6487333333,30.1738,8.85099999999
381.61,15.1377333333,32.7135333333,27.8713333333,6.74446666667,11.7715333333,9.27186666667,19.7221333333,30.3740666667,8.90913333333
381.97,15.0329333333,32.7307333333,27.9264666666,6.73746666667,11.7106,9.24739999999,19.6598,30.3613333333,8.87046666666
382.33,14.884,32.632,27.7790666667,6.61373333333,11.6251333333,9.13273333333,19.5397333333,30.1772666667,8.69526666667
382.69,14.9416666667,32.6945333333,27.805,6.72553333333,11.6556,9.21100000001,19.5950666667,30.2644666667,8.75633333333
383.05,14.837,32.7209333333,27.7486666667,6.5982,11.5004666667,9.12206666667,19.4243333333,30.2030666667,8.62953333333
383.41,14.6612,32.5618666667,27.4776666667,6.36133333333,11.2745333333,8.8576,19.2161333333,29.9669333333,8.40073333333
383.77,14.5008,32.4243333333,27.3535333333,6.29806666667,11.1634,8.68006666667,19.0903333333,29.8078666667,8.3264
384.14,14.2765333333,32.3013333333,27.1406666667,6.05093333333,10.8857333333,8.548,18.8889333333,29.5662666667,8.0602
384.50,14.0983333333,32.2164,27.0596666667,5.9234,10.6471333333,8.41186666667,18.7658,29.4144666667,7.9386
384.86,14.2655333333,32.454,27.2264,6.19453333333,10.8283333333,8.53913333333,18.9094666667,29.6074666667,8.11526666667
385.22,14.3923333333,32.7008666667,27.3765333333,6.43573333333,10.9548666667,8.7464,19.0376666667,29.796,8.22573333333
385.58,14.2528,32.6485333333,27.2386666667,6.30386666667,10.8036,8.63366666667,18.9486666667,29.6202666667,8.1304
385.94,14.3085333333,32.833,27.2564,6.41266666666,10.8398,8.6722,18.9636,29.6809333333,8.19493333333
386.30,14.1524666667,32.7906666667,27.0951333333,6.24333333333,10.6036666667,8.49746666667,18.7782666667,29.5167333333,8.01613333333
386.66,14.0448666667,32.8045333333,26.9854,6.12813333333,10.5082666667,8.3682,18.6527333333,29.428,7.92066666667
387.03,14.0034666667,32.7649333333,26.9852666667,6.11386666667,10.4762666667,8.3232,18.6068,29.3581333333,7.92053333333
387.39,13.9048,32.7156,26.9754666667,6.10406666667,10.4288,8.30813333333,18.5084,29.2908,7.87753333333
387.75,13.8992,32.7889333333,26.9219333333,6.0784,10.3592,8.2486,18.4151333333,29.3306666667,7.84106666667
388.11,13.8979333333,32.9576,27.0164666667,6.12493333333,10.4329333333,8.2518,18.4564666667,29.4672,7.88726666667
388.47,13.9516666667,33.0779333333,27.0709333333,6.21093333333,10.5569333333,8.30986666667,18.4508666666,29.5432,7.93093333333
388.83,13.9108666667,33.0876,27.0429333333,6.12193333333,10.506,8.28486666667,18.3862,29.4822,7.8706
389.19,13.8245333334,33.0024666667,26.9779333333,5.93433333333,10.3868,8.13326666667,18.2904666667,29.3504,7.7622
389.55,13.8734,33.1550666667,27.025,6.0638,10.4682,8.1492,18.2782,29.4290666667,7.83266666667
389.91,13.8171333333,33.1282666667,27.0098666667,5.9582,10.3574,8.12446666667,18.2165333333,29.3856,7.76346666667
390.27,13.8858666667,33.2702,27.1006,6.1032,10.4530666667,8.25526666667,18.2591333333,29.5214666667,7.8872
390.63,13.9081333333,33.2697333333,27.1124,6.15193333333,10.4706666667,8.27606666667,18.2498666667,29.5178666666,7.9064
391.00,14.011,33.4606,27.1799333333,6.2794,10.5772666667,8.37406666667,18.3558,29.5615333333,7.97253333333
391.36,14.1360666667,33.6859333334,27.3094666666,6.4116,10.699,8.52766666667,18.4926666667,29.7237333334,8.06093333334
391.72,14.1684666667,33.7590666667,27.3462,6.38086666667,10.7226666667,8.5658,18.5424666667,29.7269333333,8.0894
392.08,14.1052666667,33.6786,27.2701333333,6.3558,10.6395333333,8.5032,18.4394,29.637,8.04346666667
392.44,14.0520666667,33.7078,27.2295333333,6.2666,10.5256,8.42986666667,18.381,29.5869333333,7.95786666667
392.80,14.0675333334,33.7684,27.2516,6.32033333333,10.5307333334,8.43026666667,18.3332,29.6020666667,7.99226666667
393.16,14.0004666667,33.8014,27.1662,6.3024,10.4606666667,8.34793333333,18.2420666667,29.559,7.94066666667
393.52,13.8482666667,33.6798666667,27.0208666667,6.09993333333,10.3066,8.23606666667,18.1028666667,29.4347333333,7.7774
393.88,13.7686,33.6716666667,26.9028,6.01566666667,10.2681333333,8.1258,18.0022,29.348,7.6752
394.24,13.8097333333,33.6396,26.8479333334,6.04,10.2686666667,8.14253333333,17.9861333333,29.2615333333,7.67006666666
394.60,13.7549333333,33.6684666667,26.8494,5.99166666667,10.212,8.08246666667,17.9238,29.2427333333,7.59406666667
394.96,13.6942666667,33.5732,26.7612,5.90133333333,10.0992,7.96013333333,17.8032,29.1738666667,7.5094
395.32,13.7353333333,33.6113333333,26.7289333333,5.92453333333,10.1476,7.9584,17.8043333333,29.1838666667,7.5764
395.68,13.7342,33.6209333333,26.6840666667,5.98846666667,10.1144666667,7.9802,17.7479333333,29.1469333333,7.5446
396.04,13.9321333333,33.7993333333,26.7618666667,6.16113333333,10.2586,8.12366666667,17.8910666667,29.2624666667,7.72513333333
396.40,14.0348,33.9232666667,26.8160666667,6.29406666667,10.3492,8.24253333333,17.9378666667,29.3781333333,7.8368
396.76,14.0712666667,33.9718,26.8561333333,6.3354,10.4106,8.34493333333,17.9602666667,29.4172666667,7.91486666667
397.12,14.1462666667,33.9922666667,26.9180666667,6.404,10.4562666667,8.4188,18.0122666667,29.4433333333,7.96413333333
397.48,14.2440666667,34.0293333333,26.9984,6.5308,10.5828666667,8.50266666667,18.1108,29.4783333333,8.0594
397.84,14.3267333333,34.0554,27.0651333333,6.64986666666,10.6609333333,8.54,18.1595333333,29.5242666667,8.19793333333
398.20,14.3344666667,34.1688666667,27.1308,6.61813333334,10.7058,8.53053333333,18.182,29.5798,8.23553333333
398.56,14.4132,34.2752666667,27.1718666667,6.71886666667,10.7609333333,8.6056,18.2524666667,29.6352,8.3496
398.92,14.4828666667,34.456,27.2896666667,6.8106,10.8509333333,8.7074,18.3045333333,29.7522,8.4696
399.28,14.4551333333,34.4620666667,27.2875333333,6.77033333333,10.7862666667,8.68586666667,18.2319333333,29.7562,8.40333333333
399.64,14.5289333333,34.5512666667,27.4052,6.85,10.9114666667,8.78293333333,18.2982,29.8036,8.52566666666
400.00,14.3208666667,34.4132666667,27.2782666666,6.63993333333,10.7278666667,8.59246666667,18.0742,29.6112666667,8.33846666667
400.36,14.2557333334,34.3415333333,27.217,6.59553333333,10.7046,8.5072,18.0084666667,29.5051333333,8.30433333333
400.72,14.2254,34.3454,27.1752,6.59293333333,10.6357333333,8.4386,17.9895333334,29.4522666667,8.2536
401.08,14.2125333333,34.3998,27.1497333333,6.5532,10.6451333333,8.3562,17.9223333333,29.4275333333,8.23893333333
401.44,14.3036,34.5718666667,27.255,6.65933333333,10.6552666667,8.3882,17.9994,29.5154666667,8.3472
401.80,14.2924666667,34.6014666667,27.2712,6.60233333333,10.5995333333,8.4118,17.953,29.5086,8.32066666667
402.16,14.2769333333,34.6350666667,27.2706666667,6.66953333333,10.6027333333,8.391,17.9776666667,29.5414666667,8.33966666667
402.52,14.3296666667,34.6849333333,27.2912666667,6.71646666667,10.6504666667,8.4358,17.9843333333,29.5279333333,8.39486666667
402.88,14.2489333333,34.6266,27.251,6.66606666667,10.5644,8.33086666667,17.8911333333,29.4644,8.3102
403.24,14.2432,34.6712,27.2554666667,6.72366666667,10.5922,8.3136,17.8996666667,29.4592666667,8.34973333333
403.60,14.2388,34.7870666667,27.2872666667,6.75526666667,10.5573333333,8.3216,17.9609333333,29.5424666667,8.36833333333
403.95,14.4188666667,34.9654666667,27.4746,6.97033333333,10.7526666667,8.5164,18.1316666667,29.6736,8.55293333333
404.31,14.4405333333,35.0139333333,27.4595333333,6.9604,10.7496,8.51313333333,18.1066,29.7156666667,8.55853333333
404.67,14.6566666667,35.2118666667,27.6322666667,7.1728,10.9563333333,8.69706666667,18.2668666667,29.8578666667,8.7692
405.03,14.7252666667,35.3098,27.6997333333,7.27513333333,11.0154666667,8.8152,18.3328,29.9344,8.86286666667
405.39,14.8674,35.3824666667,27.7780666667,7.42153333333,11.161,8.99946666667,18.4047333333,30.0075333333,9.0112
405.75,14.9877333333,35.4841333333,27.8865333333,7.568,11.2750666667,9.0882,18.5017333334,30.0928,9.12033333333
406.11,15.0695333334,35.5456,27.9227333334,7.62246666667,11.3563333333,9.15493333334,18.5149333333,30.0762666667,9.22466666667
406.47,15.0325333333,35.5211333333,27.9021333333,7.62053333333,11.3497333333,9.17273333333,18.5030666667,30.0384666667,9.22173333333
406.83,15.1964,35.6423333333,27.9660666666,7.76626666666,11.5058666667,9.30373333333,18.6194,30.1286666667,9.38686666667
407.19,15.3532,35.8017333333,28.0923333333,7.85626666667,11.6308666667,9.44306666667,18.7371333333,30.226,9.50733333333
407.55,15.3694,35.7791333333,28.0832666667,7.82026666667,11.6654,9.42966666667,18.6803333333,30.1696666667,9.48433333333
407.90,15.3756666667,35.7891333333,28.0502,7.85073333333,11.6622666666,9.4476,18.6694,30.1652666667,9.5356
408.26,15.517,35.9024666667,28.2450666667,8.0194,11.7929333333,9.61613333332,18.8191333333,30.2480666667,9.6776
408.62,15.3776666667,35.7989333333,28.1295333333,7.88313333333,11.6933333333,9.50753333334,18.6779333333,30.138,9.54373333332
408.98,15.3851333333,35.8951333334,28.1568,7.88553333334,11.7212,9.46699999999,18.7125333333,30.1480666667,9.57279999999
409.34,15.3552,35.9642,28.1368666667,7.86473333333,11.6859333333,9.4018,18.6571333333,30.1222,9.53993333333
409.70,15.3518666667,36.039,28.1666,7.8922,11.7340666667,9.45413333333,18.678,30.1172,9.5632
410.06,15.4522,36.1304666667,28.2710666667,7.98006666666,11.8064,9.55786666668,18.7507333333,30.2077333333,9.61299999999
410.42,15.5245333333,36.203,28.3479333333,8.021,11.8532,9.55033333334,18.7860666667,30.2840666667,9.64613333334
410.77,15.5382,36.2825333333,28.4008666667,8.0344,11.883,9.627,18.8088666667,30.3156666667,9.67373333334
411.13,15.5416666667,36.3440666667,28.443,8.0374,11.8853333333,9.59099999999,18.7714666667,30.3188,9.69326666667
411.49,15.5897333333,36.4476,28.4826,8.13666666667,11.9308666667,9.64300000001,18.8164,30.3849333333,9.78426666667
411.85,15.6364,36.5038,28.5031333333,8.14773333333,11.9744,9.65446666666,18.8347333333,30.4012,9.78246666667
412.21,15.6048,36.5834,28.4544,8.12726666667,11.9868666667,9.6072,18.7951333333,30.3738,9.79020000001
412.57,15.5786,36.5519333333,28.4205333333,8.10073333333,11.9472,9.54013333333,18.7806,30.3102,9.77146666667
412.92,15.6838,36.5882,28.4886666667,8.18753333333,12.0098,9.63026666667,18.785,30.3264666667,9.82713333334
413.28,15.6748,36.5933333333,28.4962,8.16846666667,12.0136666667,9.64273333334,18.7734666667,30.3360666667,9.84553333334
413.64,15.6684666667,36.5803333333,28.4724666667,8.18813333333,12.0254666667,9.65459999999,18.7602666667,30.3292,9.86486666667
414.00,15.6270666667,36.5836666667,28.4606,8.14853333333,11.9712,9.58086666667,18.7175333333,30.2953333333,9.80893333335
414.36,15.6490666667,36.7198,28.5594,8.20893333333,12.0442,9.66786666667,18.7743333333,30.3339333333,9.84746666667
414.72,15.644,36.75,28.6152666667,8.2144,12.0191333333,9.63733333332,18.7681333333,30.3438,9.84899999999
415.07,15.6271333333,36.7268666667,28.5959333333,8.22726666666,12.0241333333,9.66893333333,18.7688,30.3364666667,9.82473333333
415.43,15.6563333333,36.7859333333,28.6608,8.30073333334,12.0966666667,9.74913333333,18.8168,30.3590666667,9.88833333333
415.79,15.5735333333,36.8064666667,28.6902,8.2698,12.0406,9.71193333333,18.7868,30.3348,9.84933333335
416.15,15.5898666667,36.8582,28.7312,8.3086,12.0748,9.7432,18.8240666667,30.3455333333,9.85726666667
416.51,15.6535333333,37.0350666667,28.8397333333,8.40480000001,12.1667333333,9.86073333334,18.8993333333,30.4977333333,9.91653333335
416.86,15.5584,37.0381333333,28.8172666667,8.38546666666,12.1248,9.84879999999,18.8795333333,30.4981333333,9.87493333335
417.22,15.5781333333,37.1491333333,28.8886666667,8.46833333333,12.178,9.89533333333,18.9448,30.5568,9.88853333333
417.58,15.6626666667,37.3370666667,29.0073333333,8.56120000001,12.2585333333,9.98293333333,19.0218,30.7075333333,9.96293333334
417.94,15.6370666667,37.4154,29.0214666667,8.58126666666,12.2836,10.0208,19.0481333333,30.7484,9.98306666668
418.29,15.6208,37.4461333333,29.0214666667,8.58126666666,12.2655333333,10.0194666667,19.0385333333,30.7724,9.99026666667
418.65,15.6267333333,37.5252666667,29.0235333333,8.62206666666,12.3111333333,10.0544666667,19.0780666667,30.8144666667,10.0024666667
419.01,15.604,37.5829333334,29.0413333333,8.65786666667,12.3322,10.0787333333,19.1058,30.8405333333,10.0131333333
419.37,15.545,37.5786666667,29.0105333333,8.6078,12.2920666667,10.0324666667,19.0663333333,30.8161333333,9.96000000001
419.73,15.5288666667,37.6262666667,28.9922,8.62813333333,12.2988666667,10.0369333333,19.0750666667,30.8524666667,9.95073333335
420.08,15.5160666667,37.6444,28.9846,8.62373333333,12.2728666667,10.0307333333,19.0626666667,30.8922,9.92986666667
420.44,15.5226666666,37.6818,29.0132,8.64879999999,12.2836,10.037,19.0693333333,30.9079333333,9.95420000001
420.80,15.5421333333,37.7434,29.0369333333,8.68546666667,12.3060666667,10.0706,19.091,30.9326666667,9.96100000001
421.16,15.5036666667,37.7650666667,29.0166666667,8.65033333334,12.2692666667,10.0475333333,19.0558666667,30.9402666667,9.92846666666
421.51,15.4212666667,37.7352666667,28.9738666667,8.59153333333,12.2124,9.97853333333,19.0128666667,30.8662666667,9.85706666667
421.87,15.4037333333,37.7689333333,28.9891333333,8.59813333333,12.1886666667,9.95719999999,18.9829333333,30.873,9.82980000001
422.23,15.3827333333,37.7686,28.9762666667,8.59800000001,12.1813333334,9.94726666666,18.9684,30.8532,9.80859999999
422.58,15.333,37.7702,28.972,8.56399999999,12.1341333333,9.90673333333,18.9242666667,30.8178666667,9.75726666666
422.94,15.3369333333,37.7814666667,28.9816,8.58753333333,12.1362666667,9.90959999999,18.9400666667,30.797,9.75966666667
423.30,15.3874,37.8729333333,29.0392,8.65379999999,12.1872,9.95446666668,18.9934,30.8436666667,9.80619999999
423.66,15.4420666667,37.9823333333,29.1342,8.69499999999,12.2363333333,9.9968,19.0396,30.8988,9.8486
424.01,15.4826,38.0584666667,29.2066666667,8.75186666667,12.2938,10.0393333333,19.0759333333,30.9408666666,9.89833333333
424.37,15.475,38.0888666667,29.2099333333,8.73666666666,12.2812,10.0404,19.0815333333,30.9270666667,9.87540000001
424.73,15.4994,38.1264666667,29.2517333333,8.74353333333,12.2975333333,10.0368666667,19.0902666667,30.9480666667,9.89546666666
425.08,15.5374,38.1742,29.3067333333,8.78399999999,12.3488,10.0666,19.1201333333,30.9674,9.9374
425.44,15.5791333333,38.1978666667,29.3299333333,8.80733333333,12.3664666667,10.0733333333,19.1234,30.9853333333,9.95373333333
425.80,15.6076,38.2150666667,29.3583333333,8.82546666667,12.387,10.0978666667,19.1578,30.9834666667,9.97999999999
426.16,15.642,38.2648,29.3745333333,8.86513333333,12.3984666666,10.1048666667,19.1656666667,30.9949333333,10.0142666667
426.51,15.7067333333,38.2948,29.3986666667,8.93066666668,12.4458,10.1362,19.2024666667,31.0025333333,10.0702666667
426.87,15.7178666667,38.3673333333,29.4382666667,8.92226666667,12.4523333333,10.1294,19.2113333333,31.0246,10.0766666667
427.23,15.7326,38.3748666666,29.4452666667,8.92413333334,12.4487333333,10.1019333333,19.2064666667,31.0126,10.0719333333
427.58,15.7018,38.3166666667,29.3925333334,8.90346666667,12.4257333333,10.0626666667,19.1512666667,30.9543333333,10.037
427.94,15.7177333333,38.3446,29.3728666666,8.92286666667,12.4238,10.0641333333,19.141,30.8991333333,10.0563333334
428.30,15.7459333333,38.4222666667,29.4063333333,8.96213333333,12.4526,10.058,19.1545333333,30.9288,10.0820666667
428.65,15.7389333333,38.465,29.416,9.01033333334,12.484,10.0874,19.18,30.9287333333,10.1031333333
429.01,15.7495333333,38.517,29.4248666667,9.02453333334,12.4782666667,10.0927333333,19.2080666667,30.9191333333,10.1018
429.37,15.7632666667,38.5847333333,29.4418,9.05013333334,12.4885333333,10.1133333333,19.2420666667,30.9205333333,10.1276
429.72,15.8029333333,38.6835333333,29.4702,9.08360000001,12.5262666667,10.1345333333,19.2531333333,30.9553333333,10.1461333333
430.08,15.8498,38.7808666667,29.5486,9.14399999999,12.5896666667,10.1787333333,19.315,31.0001333333,10.1890666667
430.44,15.8280666667,38.7938,29.5635333333,9.12699999999,12.5895333333,10.1664,19.3052,30.9995333333,10.1681333333
430.79,15.8785333333,38.8960666666,29.6157333334,9.18986666667,12.6246666666,10.2208666667,19.3258666667,31.0627333333,10.2002
431.15,15.9507333333,39.049,29.7216,9.2416,12.6614,10.2676666667,19.3815333333,31.185,10.2488
431.50,15.9679333333,39.1013333333,29.7273333333,9.23553333334,12.6278666667,10.2610666667,19.3778666667,31.2021333333,10.2427333333
431.86,15.8622666667,39.017,29.6525333333,9.14886666666,12.5510666667,10.1679333333,19.2954,31.1253333333,10.1272
432.22,15.8866,39.0389333333,29.6809333333,9.1644,12.5634,10.1902,19.3153333333,31.1384666667,10.1307333333
432.57,15.8984666667,39.0702666667,29.6985333333,9.16413333333,12.5696666667,10.1647333333,19.324,31.1431333333,10.1334
432.93,15.9065333333,39.0646666666,29.6964666667,9.17506666667,12.5698,10.1459333333,19.3148666667,31.1436666667,10.1294666667
433.29,15.9488,39.1174666667,29.7458,9.22733333334,12.6221333333,10.1825333334,19.3456,31.1752666666,10.1803333333
433.64,15.9784,39.1584,29.7937333333,9.26453333333,12.6658,10.1939333333,19.4004,31.1952,10.2213333333
434.00,15.9670666667,39.1498666667,29.7586,9.22486666667,12.6430666666,10.1554,19.3680666667,31.1840666667,10.1772
434.35,16.0403333333,39.2187333333,29.8018666667,9.2888,12.7114,10.2087333333,19.4203333333,31.2501333333,10.247
434.71,16.0611333333,39.2442,29.8083333333,9.28446666667,12.7193333333,10.1838,19.4305333333,31.2476,10.2609333333
435.07,16.0143333333,39.1518666667,29.7434666667,9.26066666666,12.7135333333,10.1762,19.3919333333,31.1764,10.2254
435.42,16.0416666667,39.2144666667,29.7962,9.30366666666,12.7561333333,10.1968666666,19.4262666667,31.2072,10.2606
435.78,16.1198,39.3344666667,29.8710666667,9.3502,12.8178,10.2454,19.4923333333,31.2893333333,10.3232
436.13,16.1034,39.335,29.8504,9.36546666666,12.8295333333,10.2438,19.4685333333,31.2554,10.3324666667
436.49,16.1364,39.3672,29.8530666667,9.37253333333,12.8516,10.2524,19.4612666667,31.2896,10.3335333333
436.84,16.1024,39.387,29.8438,9.35,12.8347333333,10.2361333333,19.417,31.2670666667,10.3177333333
437.20,16.0882,39.4089333333,29.8328666667,9.32653333334,12.804,10.2076,19.3904,31.2874666667,10.2715333333
437.56,16.1054666667,39.4716,29.8496666667,9.35426666667,12.8346,10.2284,19.4042,31.32,10.2876
437.91,16.1326,39.5822,29.9358666667,9.39166666666,12.8980666667,10.2775333333,19.4669333333,31.3846,10.3136666667
438.27,16.1342666666,39.6791333333,29.9824666667,9.37186666667,12.8986,10.2669333333,19.4938,31.4178666666,10.2971333333
438.62,16.0815333333,39.6759333333,29.9341333333,9.35179999999,12.8640666667,10.2182666667,19.4642666667,31.3854666667,10.2362666667
438.98,16.0676,39.7584666666,29.9628,9.34033333333,12.8539333333,10.1892666667,19.4490666667,31.4123333333,10.1976666667
439.33,16.0996666667,39.7751333333,29.9536,9.38166666666,12.9152666667,10.2428666667,19.4887333333,31.4134666667,10.2204666667
439.69,16.1189333333,39.8527333333,29.9988666667,9.40946666667,12.9317333333,10.2546,19.5296,31.4704,10.2436
440.04,16.1451333333,39.922,30.0302,9.41526666666,12.9334,10.2568,19.558,31.5058,10.2504
440.40,16.1754,39.9664666667,30.0754,9.4736,12.9672666667,10.3008,19.6129333333,31.5252,10.3008666667
440.75,16.2265333333,40.0408666667,30.1097333333,9.50293333333,13.0055333333,10.3236,19.6546666667,31.5868,10.3252
441.11,16.232,40.1058,30.1352,9.52486666667,13.0500666667,10.3303333333,19.6876666667,31.5932,10.3370666667
441.47,16.2281333333,40.1272666667,30.1385333333,9.50913333333,13.0483333333,10.3116,19.6744666667,31.5937333333,10.3270666667
441.82,16.2449333333,40.106,30.1138666667,9.52333333333,13.0453333333,10.2930666667,19.6726666667,31.5902,10.3445333333
442.18,16.2414666667,40.15,30.1228,9.56580000001,13.0638666667,10.3147333333,19.6707333333,31.6054666667,10.3586
442.53,16.3096,40.2084,30.1842,9.61686666667,13.1346,10.3748,19.7047333333,31.6489333333,10.4308
442.89,16.3966666667,40.3207333333,30.2635333333,9.67720000001,13.2251333333,10.4321333333,19.7907333333,31.7128666667,10.5065333333
443.24,16.3786666667,40.3934,30.3138666667,9.65253333334,13.215,10.3952,19.7748,31.7450666667,10.4857333333
443.60,16.3952666667,40.4403333333,30.3552666667,9.68133333333,13.2433333333,10.4062,19.773,31.7482666667,10.4858666667
443.95,16.4338,40.5202,30.4127333333,9.71886666667,13.3283333333,10.446,19.8346666667,31.7953333333,10.5266666667
444.31,16.3658666667,40.4981333333,30.3727333333,9.63993333334,13.2676666667,10.3695333334,19.7604666667,31.7524666667,10.4400666667
444.66,16.4016,40.5868,30.4398666667,9.69919999999,13.3176666667,10.4236,19.8325333333,31.7975333333,10.4705333333
445.02,16.4132,40.6164666667,30.4652,9.70653333333,13.3290666667,10.4369333333,19.8454666667,31.8004666667,10.4736
445.37,16.4348,40.6722666667,30.4809333333,9.73839999999,13.3434666667,10.4466666667,19.8601333333,31.8327333333,10.4778666667
445.72,16.4366666666,40.7468666667,30.5163333333,9.73446666667,13.3463333333,10.4484666667,19.8734,31.8420666667,10.4705333333
446.08,16.4375333333,40.7396666667,30.4964,9.72339999999,13.3355333333,10.4377333333,19.8872666667,31.8209333333,10.4456
446.43,16.4191333333,40.7372,30.4721333333,9.68773333333,13.3102666667,10.4166666667,19.8787333333,31.8118,10.4053333333
446.79,16.4105333333,40.7562666667,30.4658666667,9.67613333333,13.2738,10.3854,19.8672666667,31.7991333333,10.3922666667
447.14,16.4979333333,40.8366666667,30.5200666667,9.73280000001,13.3510666667,10.458,19.9516666667,31.8535333333,10.454
447.50,16.5396,40.8525333333,30.5199333333,9.76386666667,13.3996666667,10.5026,19.9842666667,31.8578,10.479
447.85,16.5602,40.8792666667,30.5333333333,9.78120000001,13.3976,10.5188,19.9895333333,31.8480666667,10.4910666667
448.21,16.6217333333,40.9476666667,30.5730666667,9.83073333333,13.4485333333,10.5658666667,20.0565333333,31.8820666666,10.5372666667
448.56,16.6510666667,40.9936,30.5993333333,9.83146666666,13.4806,10.5515333333,20.0829333333,31.8998,10.5542666667
448.92,16.7214,41.0513333333,30.6234666667,9.87166666667,13.5110666667,10.5894,20.1355333333,31.9478,10.5954
449.27,16.747,41.0512,30.6318666667,9.88360000001,13.5412666667,10.6007333334,20.1513333333,31.9283333333,10.6006
