wavelength,Back_ThlSorf,Belly_ThlSorf,Breast_ThlSorf,Crissum_ThlSorf,Crown_ThlSorf,DorTail_ThlSorf,Rump_ThlSorf,Throat_ThlSorf,WingTip_ThlSorf
333.54,5.51906666667,19.5879481482,9.5627,10.6351130435,2.94333333333,9.05646666666,8.76913333333,13.3088,8.55866666667
333.91,5.5648,19.5154148148,9.55546666667,10.6742231884,2.94866666667,9.00619999999,8.71593333334,13.3462666667,8.61746666667
334.28,5.37006666667,19.3889703704,9.43606666667,10.5142260869,2.83573333333,8.81953333332,8.61506666667,13.1804666667,8.37306666667
334.64,5.5602,19.6536740741,9.70266666667,10.8294434783,3.22793333333,9.01599999999,8.81606666667,13.3365333333,8.67026666667
335.01,5.6108,19.750562963,9.82493333333,10.8835710145,3.35466666667,9.05706666666,8.82769999999,13.4461333333,8.76599999999
335.38,5.57273333333,19.861,9.7784,10.8388869565,3.3356,8.99406666667,8.87833333332,13.4310666667,8.7612
335.74,5.32993333333,19.7613333333,9.7161,10.6491130435,3.094,8.73686666667,8.66453333333,13.2737333333,8.65926666666
336.11,5.12426666667,19.6420740741,9.5519,10.3912231884,2.90206666667,8.53500000001,8.45479999999,13.2655333333,8.43486666667
336.47,5.1478,19.7070592592,9.6268,10.2839797101,2.8666,8.55313333333,8.52463333333,13.2825333333,8.4992
336.84,5.24246666667,19.8190370371,9.79676666667,10.313173913,2.97873333334,8.58879999999,8.53866666667,13.2586666667,8.64480000001
337.21,5.4354,19.9759777778,10.0562666667,10.4945217391,3.08246666666,8.78859999999,8.60126666667,13.3433333333,8.72453333334
337.57,5.40693333333,19.965237037,9.99086666667,10.4698231884,2.98646666667,8.76439999999,8.5337,13.216,8.62279999999
337.94,5.42506666667,20.2282444444,10.0401,10.5279710145,3.02393333333,8.84026666667,8.61656666667,13.3037333333,8.66666666666
338.31,5.32886666667,20.2525111111,9.93109999999,10.4000376812,2.91233333333,8.75800000001,8.51646666668,13.2503333333,8.5918
338.67,5.4092,20.4583259259,9.97459999999,10.4006028985,2.85106666667,8.85473333333,8.53163333333,13.4077333333,8.59820000001
339.04,5.0768,20.3668,9.60503333333,10.1805565217,2.544,8.5666,8.16456666666,13.1692,8.23973333332
339.40,5.04506666667,20.4341481481,9.6433,10.2666782609,2.53653333333,8.60173333333,8.07136666667,13.2564,8.24753333333
339.77,5.27053333333,20.8066148148,9.81373333333,10.481542029,2.7646,8.90840000001,8.35903333334,13.5168666667,8.43980000001
340.14,5.4446,20.9819333333,9.97446666667,10.6801333333,2.89466666667,8.97973333333,8.58643333335,13.6212,8.52513333333
340.50,5.67053333333,21.2762888889,10.2312666667,11.0008463768,3.1924,9.13940000001,8.79313333334,13.8888666667,8.6986
340.87,5.79913333333,21.4955851852,10.3816333333,11.1398231884,3.2766,9.2636,8.95543333333,14.0873333333,8.74626666667
341.23,5.6342,21.5384074074,10.3036,11.0675333333,3.15913333333,9.0936,8.9359,14.0693333333,8.71280000001
341.60,5.52113333333,21.5055481482,10.2963666667,11.0900173913,3.14133333333,9.06660000001,8.92506666667,14.1226666667,8.72099999999
341.96,5.56006666667,21.4276592592,10.3955666667,11.1809304348,3.1228,8.99126666666,8.94536666667,14.1154666667,8.69200000001
342.33,5.87173333333,21.7918074074,10.7247666667,11.5288927536,3.46613333333,9.23606666666,9.25350000001,14.4534666667,8.99986666666
342.70,5.82093333333,21.7026296296,10.7119,11.4782898551,3.36653333333,9.13120000001,9.25126666667,14.3576666667,8.88633333334
343.06,6.02566666667,21.9214518518,11.0491,11.7334,3.607,9.35826666666,9.57500000001,14.5502666667,9.12440000001
343.43,6.2616,22.0473111111,11.2133333333,11.9091043478,3.8434,9.50360000001,9.79013333333,14.7168,9.28126666667
343.79,6.3084,22.0921407407,11.2912333333,11.9943072464,3.94673333333,9.38666666668,9.79733333333,14.8024666667,9.3372
344.16,6.18773333333,22.1094518518,11.1508333333,11.9393565217,3.8118,9.28613333333,9.6571,14.688,9.25993333332
344.52,6.10333333333,22.0607777778,11.0873,11.9076811594,3.648,9.19593333334,9.57386666665,14.5992666667,9.19140000001
344.89,6.2424,22.2367111111,11.2177333333,12.0615536232,3.75193333333,9.28086666667,9.75273333333,14.6930666667,9.32426666666
345.25,6.4772,22.4731037037,11.374,12.2330927536,3.95086666667,9.42419999999,9.98089999999,14.8674,9.50960000001
345.62,6.6632,22.7860814815,11.5917333333,12.4104115942,4.10593333333,9.55266666668,10.1539,15.102,9.69673333333
345.99,6.67806666667,22.9078888889,11.6801333333,12.4104057971,4.16046666667,9.61366666667,10.2300333333,15.199,9.77440000001
346.35,6.61246666667,22.8778518518,11.6636,12.4054376812,4.10766666667,9.55806666667,10.1564666667,15.1519333333,9.78926666667
346.72,6.59973333333,23.0354740741,11.7368666667,12.4797507246,4.16666666666,9.56586666667,10.1896,15.2097333333,9.82526666666
347.08,6.75346666667,23.1561111111,11.8662666667,12.599631884,4.2488,9.68746666667,10.2842,15.4282666667,9.92933333333
347.45,6.6388,23.2153111111,11.8340666667,12.5598985507,4.074,9.591,10.2158666667,15.4081333333,9.87613333335
347.81,6.61146666666,23.2308296296,11.7344333333,12.5068231884,3.9366,9.5796,10.1401333333,15.3398,9.83166666667
348.18,6.61646666667,23.292837037,11.7691666667,12.4960985507,3.98613333333,9.67113333334,10.1603333333,15.4216666667,9.855
348.54,6.62553333333,23.378,11.8381,12.478057971,4.05173333333,9.71366666666,10.1901,15.5104666667,9.86386666667
348.91,6.28773333333,23.2516444444,11.5590666667,12.3007507246,3.74626666667,9.46919999999,9.87766666666,15.3288666667,9.61280000001
349.27,6.002,23.013237037,11.3776333333,12.0404782609,3.48913333333,9.29240000001,9.5994,15.078,9.29706666667
349.64,6.00353333333,22.900362963,11.3585666667,11.9697275363,3.40453333333,9.26806666666,9.52153333333,15.0186,9.22033333333
350.00,5.92093333333,22.8848148148,11.2096666667,11.9432898551,3.35793333333,9.17666666667,9.39573333332,15.0023333333,9.064
350.37,5.78373333333,22.7987777778,11.0772333333,11.8087710145,3.1756,9.07006666667,9.28243333333,14.9264,8.8536
350.73,5.7508,22.8447259259,11.0526333333,11.7301768116,3.0884,9.03199999999,9.24333333332,14.937,8.847
351.10,5.70646666667,22.893637037,11.0786,11.700057971,3.02813333333,8.9538,9.19756666667,14.8609333333,8.85259999999
351.46,5.79886666667,22.9864814815,11.2551,11.8017826087,3.19186666667,9.00646666667,9.31023333333,14.9518666667,8.90180000001
351.83,5.7368,22.9625481482,11.2664666667,11.7833623189,3.17926666667,8.9216,9.28990000001,14.9108,8.77306666668
352.19,5.87773333333,23.1412592593,11.5134,12.0021275362,3.2856,8.98646666667,9.44556666667,15.0777333333,8.91213333334
352.55,6.0188,23.357437037,11.7028,12.187973913,3.42233333333,9.115,9.61303333334,15.2073333333,9.01726666667
352.92,6.24653333333,23.5414444444,11.9172,12.3251217391,3.6358,9.31453333333,9.81209999999,15.3786666667,9.13866666667
353.28,6.28093333333,23.6653703704,11.9214,12.4866637681,3.6854,9.37153333334,9.8816,15.4948,9.23760000001
353.65,6.16193333333,23.7443555556,11.8421333333,12.4564115942,3.58946666667,9.24866666667,9.83983333334,15.3821333333,9.13206666665
354.01,6.20333333333,23.8846222222,11.9232666667,12.5038115942,3.55506666667,9.24413333334,9.8999,15.3932666667,9.14299999999
354.38,6.31393333333,24.0721851852,12.1244666667,12.7602173913,3.68233333333,9.35666666666,10.0657666667,15.5441333334,9.27460000001
354.74,6.43666666667,24.2234444444,12.2759,12.9383507246,3.82426666667,9.45073333333,10.1892,15.6803333333,9.3698
355.11,6.27586666667,24.1511481481,12.1351666667,12.793115942,3.65653333333,9.27813333333,10.0750333333,15.4748,9.17233333333
355.47,6.26273333333,24.2196962963,12.1100666667,12.8200666667,3.58226666667,9.28226666667,10.0555333333,15.4452,9.17313333333
355.83,6.3136,24.4067185185,12.2598,12.9292115942,3.61933333333,9.36566666667,10.1473,15.5714,9.28993333335
356.20,6.21126666667,24.3630592593,12.1794,12.7878376812,3.5052,9.23280000001,10.0041333333,15.4018,9.13166666667
356.56,6.06653333333,24.3267777778,12.0288666667,12.6847594203,3.3858,9.08913333333,9.8668,15.2999333333,9.00980000001
356.93,5.93966666667,24.2696592593,11.9162666667,12.5937536232,3.24953333334,8.94419999999,9.72483333334,15.1909333334,8.88213333332
357.29,5.83973333333,24.2750592592,11.8701333333,12.5047014493,3.10953333333,8.83139999999,9.58776666666,15.148,8.76006666668
357.66,5.92493333333,24.3848444444,11.9566333333,12.6488608696,3.22353333333,8.93086666667,9.62650000001,15.2592,8.88853333335
358.02,5.96413333333,24.425,12.0682,12.7205884058,3.31366666666,9.01533333333,9.66226666666,15.2886666667,8.94919999999
358.38,5.97686666667,24.5190740741,12.0854,12.7002463768,3.36546666667,9.02093333334,9.67463333333,15.3036,9.00113333332
358.75,5.8892,24.4932074074,11.9616666667,12.5858202899,3.26173333333,8.95720000001,9.60673333334,15.2067333333,8.91633333333
359.11,5.98433333333,24.6503777778,12.0699,12.6959768116,3.3334,9.03366666666,9.68240000001,15.3636666667,8.96886666666
359.48,6.0212,24.7746148148,12.1195666667,12.7651768116,3.38693333333,9.05766666666,9.70696666667,15.476,9.028
359.84,6.05386666667,24.8184962963,12.0955,12.7798927536,3.3986,9.09699999999,9.68346666668,15.497,9.0208
360.20,6.1156,24.9554444444,12.1439333333,12.862857971,3.38846666667,9.12946666667,9.7799,15.6176,9.06579999999
360.57,6.0872,24.988437037,12.1228333333,12.860315942,3.2856,9.09059999999,9.67723333335,15.5871333333,9.042
360.93,6.09893333333,25.0379111111,12.1974666667,12.9271304348,3.2658,9.06526666667,9.70973333333,15.6542666667,9.03026666666
361.29,6.2568,25.1434222222,12.3403333333,13.0804666667,3.43526666667,9.20693333333,9.88713333334,15.7488666667,9.16646666667
361.66,6.25426666667,25.1879111111,12.3354666667,13.1111275362,3.39206666667,9.21399999999,9.90060000001,15.8020666667,9.1242
362.02,6.20893333333,25.2140148148,12.2780666667,13.0969391304,3.33273333333,9.16613333333,9.86843333335,15.8012666667,9.09213333333
362.39,6.24,25.2731111111,12.3287333333,13.1768550725,3.346,9.2028,9.92523333335,15.8790666667,9.08000000001
362.75,6.22753333333,25.3379333334,12.3930333333,13.2352782609,3.29386666667,9.18433333334,9.90353333333,15.8907333333,9.02633333333
363.11,6.35313333333,25.4794962963,12.5266,13.4095072464,3.4184,9.28573333333,10.0339,16.0066666667,9.11426666667
363.48,6.33206666667,25.4609555556,12.5155333333,13.4245565218,3.40133333333,9.26613333333,10.0421333333,15.9620666667,9.04266666668
363.84,6.3658,25.5640296296,12.6433,13.5434956522,3.47953333333,9.28753333334,10.1349,16.0048666666,9.05940000001
364.20,6.2968,25.6034370371,12.6611,13.5468666667,3.4804,9.27526666667,10.0926333333,15.9844666667,8.9904
364.57,6.34066666667,25.6239703704,12.7413333333,13.5807623188,3.54986666667,9.29573333334,10.1656666667,16.0099333333,8.9858
364.93,6.33373333333,25.7283333333,12.7685,13.6057362319,3.58593333333,9.33493333334,10.1945333333,16.0031333334,9.00786666667
365.29,6.41313333333,25.9240444444,12.8898,13.6563478261,3.6056,9.36033333334,10.2472,16.0948,9.05126666667
365.66,6.50733333333,26.089162963,13.0469666667,13.7242724638,3.7542,9.44779999999,10.3468666667,16.1288,9.15113333334
366.02,6.6366,26.2016074074,13.1876,13.829573913,3.88553333333,9.55573333334,10.4529666667,16.1756,9.22726666667
366.38,6.56946666666,26.2375185185,13.1743666667,13.7688231884,3.75146666667,9.48466666665,10.3096666667,16.0405333333,9.14246666667
366.75,6.66826666667,26.3997703704,13.2804666667,13.9898202899,3.88606666667,9.54633333335,10.4399666667,16.1763333333,9.25773333333
367.11,6.60453333333,26.4430518519,13.2752,13.9591884058,3.87193333333,9.52899999999,10.4140333333,16.1864666666,9.27560000001
367.47,6.62426666667,26.5370370371,13.3641,13.9830782609,3.91213333333,9.56753333333,10.4291666667,16.2288,9.28959999999
367.84,6.60153333334,26.6600740741,13.3751333333,14.0261710145,3.8574,9.59913333332,10.4074666667,16.251,9.31419999999
368.20,6.6194,26.694562963,13.4173333333,14.0651391304,3.8614,9.61259999999,10.4151333333,16.2569333333,9.34173333334
368.56,6.68366666667,26.9417111111,13.4960666667,14.163515942,3.9212,9.66180000001,10.5131,16.3681333333,9.43453333334
368.93,6.81533333333,27.0685703704,13.6424,14.2932115942,4.02133333334,9.77113333335,10.6366,16.5083333333,9.5528
369.29,6.76646666667,27.0588148148,13.6534333333,14.3232898551,3.99893333333,9.69499999999,10.6429666667,16.4822666667,9.49886666667
369.65,6.7514,27.0374888889,13.6412333333,14.3264028985,3.92773333333,9.60326666667,10.6189,16.4583333334,9.45980000001
370.01,6.56386666667,27.0041333333,13.5177333333,14.2270753623,3.70706666667,9.4002,10.4799666667,16.3698666667,9.27213333333
370.38,6.6314,27.1051333333,13.5930333333,14.3584115942,3.78086666667,9.45853333333,10.6550333333,16.4751333333,9.37579999999
370.74,6.6994,27.1497037037,13.6852,14.339173913,3.81153333333,9.50853333333,10.6991333333,16.4485333333,9.42680000001
371.10,6.72193333333,27.2379259259,13.7340333333,14.4325739131,3.79833333333,9.54333333333,10.7173666667,16.468,9.41706666665
371.46,6.78533333333,27.3273333333,13.7441333333,14.496657971,3.81213333333,9.55780000001,10.7657,16.5024,9.47879999999
371.83,6.81093333333,27.3265925926,13.7354666667,14.4904202899,3.79486666667,9.51820000001,10.7712333333,16.461,9.47239999999
372.19,6.918,27.4311037037,13.8165666667,14.6268550725,3.86126666667,9.54693333333,10.8647333333,16.5204,9.51833333333
372.55,7.0012,27.4833703704,13.8902333333,14.6954463768,3.90893333333,9.62606666666,10.9043333333,16.5433333333,9.53786666667
372.92,6.86686666667,27.4397555556,13.7497,14.5995913043,3.78926666667,9.46826666666,10.7717666667,16.3172,9.41313333335
373.28,6.8052,27.4734074074,13.7037666667,14.5834057971,3.71633333333,9.45620000001,10.6797666667,16.198,9.36613333332
373.64,6.90246666667,27.6554592593,13.8283,14.7433942029,3.81033333333,9.59559999999,10.8063,16.2824,9.418
374.00,7.07613333333,27.8738518519,14.0352,14.9366405797,3.97066666667,9.76866666665,11.0015333334,16.3665333333,9.59713333333
374.37,7.07886666667,27.9581111111,14.0355333333,14.8922028985,3.96133333333,9.7258,10.9634666667,16.2585333333,9.56733333333
374.73,7.05053333333,28.0353851852,14.0131333333,14.9271913043,3.94046666667,9.72913333333,10.9264666666,16.2542,9.55539999999
375.09,7.10373333333,28.1318518519,14.0277333333,14.9626637681,3.9732,9.74186666665,10.9480666667,16.2034666667,9.61373333334
375.45,7.02466666667,28.2784518518,14.0458333333,14.9841884058,3.86686666667,9.68046666667,10.8864333333,16.0919333333,9.54539999999
375.81,6.94646666667,28.3060592593,14.0284,14.9769449275,3.78966666667,9.61193333333,10.8159333333,16.0321333334,9.46213333332
376.18,6.99693333333,28.4656222222,14.1422333333,15.0625913043,3.83666666667,9.692,10.8637333333,16.0668,9.54926666667
376.54,6.97326666667,28.5257185185,14.2018,15.1574898551,3.84666666667,9.6482,10.8717666667,16.0174,9.54946666665
376.90,7.07866666667,28.6591407408,14.3278333333,15.2723565218,3.89186666667,9.7478,10.9347666667,16.0848,9.61286666666
377.26,7.2058,28.8668888889,14.473,15.434168116,4.01953333334,9.8392,11.0671,16.1908666667,9.73193333332
377.63,7.03973333333,28.7705333333,14.3566333333,15.3316260869,3.87166666667,9.6612,10.8952,16.0264666667,9.59973333333
377.99,6.99526666667,28.780962963,14.3113666667,15.3066637681,3.81286666667,9.57093333333,10.8051,15.9754,9.52893333334
378.35,6.90153333333,28.7582814815,14.2625,15.2894637681,3.7376,9.49013333333,10.7215,15.9140666667,9.42493333333
378.71,6.83966666666,28.7900222222,14.2408333333,15.2542086957,3.65326666667,9.41206666667,10.7034,15.8474666667,9.34059999999
379.07,6.77333333333,28.8027407407,14.2300666667,15.2302202898,3.61806666667,9.36533333333,10.6453,15.7874,9.28133333332
379.44,6.81653333333,28.8394,14.2502333333,15.2320927536,3.6412,9.36433333334,10.6536,15.7867333333,9.29506666667
379.80,6.8524,28.9676444444,14.3015333333,15.3064405797,3.65286666667,9.38933333334,10.7275333333,15.8102,9.33646666666
380.16,6.84566666667,29.0136666667,14.3056,15.3501652174,3.63086666667,9.39366666666,10.7241666667,15.7944,9.36813333333
380.52,6.9418,29.1460518518,14.4167666667,15.4556434782,3.68846666667,9.49586666666,10.7896333333,15.8577333333,9.47026666667
380.88,6.97966666667,29.3129851852,14.5278666667,15.583173913,3.7496,9.5342,10.8932333333,15.928,9.55860000001
381.24,6.95253333333,29.322562963,14.5239666667,15.5721101449,3.71873333333,9.53446666667,10.8602,15.8991333333,9.52500000001
381.61,6.977,29.3661555555,14.554,15.5716521739,3.74093333333,9.53753333333,10.9063333333,15.8698,9.54333333334
381.97,7.00193333333,29.4807259259,14.6264666667,15.6198086956,3.75133333333,9.58666666667,10.9684,15.8676666667,9.59166666667
382.33,7.14786666666,29.6903777778,14.7771333333,15.7851014493,3.873,9.72733333334,11.1216666667,15.9601333333,9.74920000001
382.69,7.2528,29.8102148148,14.8664,15.8737246377,3.946,9.8134,11.1808,15.9923333333,9.82
383.05,7.3454,29.9543111111,14.9784666667,15.9840289855,3.9394,9.86073333333,11.2883333333,16.0522666667,9.85566666667
383.41,7.44306666667,30.0180740741,15.1107333333,16.1067217391,4.02113333333,9.96513333332,11.38,16.1367333333,9.9512
383.77,7.50566666667,30.1285259259,15.2467,16.2096,4.094,10.0306666667,11.4252,16.1427333333,10.0172
384.14,7.554,30.2690814815,15.2957333333,16.2492057971,4.15293333333,10.0578666667,11.4851666667,16.1832,10.0505333333
384.50,7.49,30.339837037,15.2650666667,16.236773913,4.07886666667,9.99999999999,11.4817,16.151,9.9762
384.86,7.48133333333,30.3518444445,15.2356666667,16.2193217391,4.0242,9.99466666667,11.4324,16.0951333333,9.91600000001
385.22,7.57426666667,30.5296296296,15.3592333333,16.3506086956,4.07746666667,10.0655333333,11.5559666667,16.154,9.98586666667
385.58,7.67946666667,30.7754518518,15.5112,16.5446811594,4.15973333333,10.1638,11.6533333333,16.2558,10.0914666667
385.94,7.7102,30.8482148148,15.5310666667,16.6308637681,4.2094,10.2066,11.6737333333,16.2700666667,10.1162666667
386.30,7.68373333333,30.8854222222,15.4869,16.6263855073,4.13906666667,10.1306666667,11.6138333333,16.2269333333,10.0532
386.66,7.67666666667,30.9947111111,15.5616333333,16.7074985507,4.1578,10.0786666667,11.6232,16.2420666667,10.0626
387.03,7.63346666667,30.981562963,15.5390333333,16.7056492754,4.17953333333,10.0316,11.5792666666,16.1611333333,10.0518666667
387.39,7.632,31.0559407407,15.5415333333,16.7319855073,4.1746,10.0037333333,11.6114333333,16.1417333333,10.0348666667
387.75,7.6696,31.1176666667,15.5508333333,16.7683855072,4.18926666667,10.0081333333,11.6516333333,16.1642666667,10.0625333333
388.11,7.66053333333,31.1366148148,15.538,16.7731304348,4.1826,9.97446666667,11.6318666667,16.0542666667,10.0152
388.47,7.66833333333,31.1886962963,15.5818,16.8064057971,4.174,9.96453333335,11.6281,16.0313333333,10.0434666667
388.83,7.64586666667,31.2495703704,15.6023666667,16.8620869565,4.17453333333,9.91313333333,11.6214333333,15.9905333333,10.0309333333
389.19,7.533,31.1520074074,15.5197,16.8161246377,4.07986666667,9.82206666668,11.5018,15.8534,9.93773333332
389.55,7.52926666667,31.1274740741,15.4970333333,16.7737536232,4.0192,9.76993333333,11.4610666667,15.7876666667,9.91179999999
389.91,7.5496,31.2122592593,15.5501,16.8263826087,3.998,9.75073333334,11.4737,15.7458666667,9.91973333333
390.27,7.62633333333,31.3077259259,15.6661666667,16.9205101449,4.053,9.8138,11.5354666667,15.7730666667,9.97366666666
390.63,7.69006666667,31.4136814815,15.7242333333,16.9750898551,4.06606666667,9.89693333333,11.5992666667,15.766,10.0186666667
391.00,7.76933333333,31.6239555555,15.8453333333,17.0768028986,4.10313333333,10.0075333333,11.6749333333,15.826,10.1168666667
391.36,7.808,31.775237037,15.9390333333,17.1696927536,4.12273333334,10.051,11.7249,15.7913333333,10.1527333333
391.72,7.76146666667,31.8393851852,15.9484666667,17.170684058,4.0578,10.0027333333,11.6667,15.6852666667,10.078
392.08,7.7812,31.9577777778,16.0521666667,17.2626376811,4.05573333333,10.0482666667,11.7221666667,15.6776,10.1154
392.44,7.7508,31.9843333333,16.0324333333,17.2626028986,4.00153333333,9.98286666666,11.7270333333,15.5849333333,10.0783333333
392.80,7.75046666667,32.0351703704,16.0893333333,17.2627362319,3.98866666667,9.97680000001,11.7406666667,15.5137333333,10.0708666667
393.16,7.78093333333,32.1899259259,16.1573666667,17.3044927536,3.99686666667,9.99573333334,11.7906,15.4933333333,10.0936666667
393.52,7.81193333333,32.3215481481,16.2260666667,17.3832405797,4.0192,10.0454666667,11.8301666667,15.4632,10.1308
393.88,7.819,32.4095925926,16.2521666667,17.4119971014,4.0126,10.0594666667,11.8657666667,15.4372,10.127
394.24,7.8494,32.4799851852,16.3090666667,17.459542029,4.0838,10.1075333333,11.9006,15.3902,10.171
394.60,7.85006666667,32.4672962963,16.3165333333,17.4953275362,4.09766666667,10.1082,11.9131666667,15.3122666667,10.1751333333
394.96,7.829,32.5061555555,16.3036333333,17.5062,4.07086666667,10.0639333333,11.9109333333,15.2193333333,10.1273333333
395.32,7.8222,32.4924814815,16.2762,17.4878463768,4.04866666667,10.0400666667,11.8851333333,15.1187333333,10.1058
395.68,7.91766666667,32.5713185185,16.3515666667,17.5549681159,4.13806666666,10.1337333333,11.9786666667,15.1320666667,10.1918
396.04,7.9388,32.5875407407,16.3816666667,17.5780463768,4.16593333333,10.1441333333,11.9921,15.0910666667,10.1905333333
396.40,8.06773333333,32.6764592593,16.4975333333,17.6898057971,4.2606,10.2549333333,12.0257333333,15.0694,10.2330666667
396.76,8.12826666667,32.7639481482,16.5582666667,17.7918115942,4.30026666667,10.2972,12.0871666667,15.0655333333,10.2924666667
397.12,8.1818,32.8455111111,16.6294666667,17.8791710145,4.32846666667,10.3240666667,12.1158333333,15.0253333333,10.3464666667
397.48,8.22026666666,32.9595629629,16.6769666667,17.9374202898,4.3392,10.3525333333,12.1746,14.9808666667,10.3597333333
397.84,8.269,33.0732148148,16.7700666667,18.0701623189,4.38053333333,10.3841333333,12.2118333333,14.9607333333,10.4266666667
398.20,8.2762,33.157562963,16.8218666667,18.1176086957,4.37126666667,10.3897333333,12.2446666667,14.9223333333,10.446
398.56,8.32366666667,33.3266592593,16.8961666667,18.1884434783,4.39873333333,10.4077333333,12.2767666667,14.9154666667,10.4742666667
398.92,8.34326666667,33.3838888889,16.9383666667,18.2692521739,4.382,10.4068666667,12.2793,14.8316,10.4904666667
399.28,8.2934,33.4198888889,16.9287,18.2983362319,4.33606666667,10.3446666667,12.2417666667,14.7454,10.4584666667
399.64,8.28246666667,33.5029925926,16.9566333333,18.3673333334,4.32873333333,10.3366,12.2360333333,14.6683333333,10.4808666667
400.00,8.3162,33.5893851852,16.9657333333,18.4258173913,4.28793333333,10.3190666667,12.2304333333,14.6059333333,10.4986666667
400.36,8.27213333333,33.7004074074,16.9831333333,18.4672608696,4.2458,10.2878666667,12.2506333333,14.5576666667,10.5171333333
400.72,8.26826666667,33.8136814815,17.0424333333,18.5044463768,4.2124,10.2879333333,12.238,14.4842666667,10.5220666667
401.08,8.26533333333,33.8962296296,17.0424666667,18.5317391304,4.192,10.2624,12.237,14.424,10.5024666667
401.44,8.26286666667,33.9491703704,17.1064333333,18.5686405797,4.19833333333,10.2636,12.2465,14.3861333333,10.5053333333
401.80,8.2888,33.9852962963,17.1853333333,18.5737594203,4.21006666667,10.2862666667,12.2517333333,14.34,10.5161333333
402.16,8.319,34.1080222222,17.2626666667,18.6391536232,4.1694,10.2890666667,12.2951,14.3146,10.5342
402.52,8.2406,34.0730814815,17.2375333333,18.6287652174,4.10006666667,10.2300666667,12.2563333333,14.2127333333,10.4976
402.88,8.22706666667,34.0815555556,17.2438666667,18.623742029,4.0866,10.1873333333,12.2352,14.1697333333,10.4696
403.24,8.2954,34.2005777778,17.3594666667,18.7048869565,4.1416,10.2796666667,12.3019666667,14.2132666667,10.5130666667
403.60,8.32906666667,34.2551555556,17.4077,18.7650492754,4.14326666667,10.2866,12.3362666667,14.2362666667,10.5132666667
403.95,8.31473333333,34.3081925926,17.4566666667,18.8357217391,4.152,10.3227333333,12.3545666667,14.2194666667,10.5146666667
404.31,8.31773333333,34.3351037037,17.4670333333,18.8322173913,4.15653333333,10.3135333333,12.3688666667,14.1857333333,10.5112
404.67,8.3184,34.3742148148,17.4602,18.8393072464,4.15913333333,10.3092,12.3768333333,14.1908666667,10.5016
405.03,8.36086666667,34.4386,17.5275666667,18.902257971,4.1972,10.3534,12.4339666667,14.2178666667,10.529
405.39,8.3862,34.5065851852,17.5586666667,18.9618318841,4.19866666667,10.3619333333,12.4475333333,14.2162666667,10.5304
405.75,8.38693333333,34.6083185185,17.5960666667,19.0160927536,4.20626666666,10.3933333333,12.4950666667,14.2399333333,10.5513333333
406.11,8.40426666667,34.6798962963,17.6342666667,19.0927507246,4.25713333333,10.4274,12.5176,14.2382,10.5479333333
406.47,8.4294,34.8116666667,17.6885333333,19.1608782609,4.2748,10.4654,12.5648666667,14.2653333333,10.5814
406.83,8.46126666667,34.931362963,17.7525333333,19.1965333334,4.30413333333,10.5034,12.6042333333,14.287,10.6054
407.19,8.42813333333,34.9881037037,17.7430666667,19.2191130435,4.26006666667,10.4396666667,12.5939,14.2456666667,10.5692
407.55,8.36673333333,35.0509407407,17.7281,19.2035130435,4.1702,10.3791333333,12.5451,14.1583333333,10.5133333333
407.90,8.37026666667,35.1394222222,17.7694333333,19.2275942029,4.15553333333,10.3553333333,12.5460333333,14.1729333333,10.5076666667
408.26,8.394,35.2099259259,17.8470666667,19.2970057971,4.1498,10.3718666667,12.5583666667,14.1908666667,10.5065333333
408.62,8.42093333333,35.2880222222,17.8832666667,19.3446898551,4.14,10.3764,12.5743333333,14.1731333333,10.5228
408.98,8.4086,35.4061111111,17.9475333333,19.402057971,4.12926666667,10.3873333333,12.5716,14.1656666667,10.5428
409.34,8.40426666667,35.4580814815,17.9909666667,19.4263594203,4.1376,10.4027333333,12.5699666667,14.1650666666,10.5673333333
409.70,8.38106666667,35.4656444444,17.9619333333,19.4013971015,4.08046666667,10.3264666667,12.5195,14.0592666666,10.4986666667
410.06,8.3858,35.5498222222,17.9967666667,19.4106666667,4.05293333333,10.3148666667,12.5259,14.0511333333,10.5156666667
410.42,8.41426666667,35.5900296296,18.0741333333,19.4609536232,4.07526666667,10.3089333333,12.5238,14.0392,10.5168
410.77,8.46793333333,35.7152518518,18.1438,19.598884058,4.13226666667,10.3862666667,12.5910333333,14.0973333333,10.5781333333
411.13,8.4728,35.7755777778,18.1615666667,19.6169768116,4.15046666667,10.4013333333,12.5590666667,14.0664666667,10.5887333333
411.49,8.49473333333,35.8449703704,18.2242666667,19.6648492754,4.1792,10.3994666667,12.5879666667,14.0586,10.6094
411.85,8.51006666667,35.9086148148,18.2662,19.6902289855,4.202,10.4014,12.6141,14.0288,10.6129333333
412.21,8.51506666667,36.0111703704,18.2880333333,19.7476289855,4.22746666667,10.4165333333,12.6308666667,14.0204666667,10.6340666667
412.57,8.49753333333,36.088562963,18.3291333333,19.8142318841,4.22426666667,10.4185333333,12.6289666667,14.0031333333,10.6173333333
412.92,8.48526666667,36.0939777778,18.3147,19.8141188406,4.17966666667,10.367,12.6194666667,13.9380666667,10.5807333333
413.28,8.46926666667,36.1698296296,18.3462,19.8710231884,4.14746666666,10.3562666667,12.6317333333,13.8788666667,10.5639333333
413.64,8.49973333333,36.2584296296,18.4078666667,19.9570550725,4.17773333333,10.3891333333,12.6774,13.9012666667,10.6142666667
