wavelength,Back_IncLaef,Belly_IncLaef,Breast_IncLaef,Crissum_IncLaef,Crown_IncLaef,DorTail_IncLaef,Patch10_IncLaef,Patch11_IncLaef,Rump_IncLaef,Throat_IncLaef,WingTip_IncLaef
505.10,9.706,39.0095833334,23.9315833333,29.9271666667,10.89725,6.04916666667,31.0018333333,48.4610833333,11.14675,7.14975,8.91091666666
505.45,9.73341666666,39.1164166667,23.9614166667,30.0029166667,10.89675,6.05141666667,31.1018333334,48.5169166667,11.1498333333,7.16266666667,8.91650000001
505.80,9.72625000002,39.1288333334,23.9429166666,30.0249166667,10.8834166667,6.03166666667,31.1258333333,48.4684166667,11.1495833333,7.14583333333,8.90408333333
506.15,9.71683333333,39.2048333333,23.9544166667,30.0743333333,10.8653333333,6.03475,31.1790833333,48.4853333333,11.1371666666,7.13408333333,8.88783333334
506.49,9.731,39.2479166667,23.9508333333,30.123,10.8619166667,6.04758333333,31.215,48.4785833334,11.14125,7.13608333333,8.90499999998
506.84,9.73900000001,39.2904166667,23.9564166667,30.161,10.8645,6.045,31.2396666667,48.49225,11.1520833333,7.13508333333,8.91058333335
507.19,9.76716666667,39.3879166666,23.9820833333,30.2205833333,10.8783333333,6.048,31.3075,48.547,11.1639166667,7.15125,8.92058333335
507.54,9.7295,39.4131666667,23.9693333333,30.2345,10.85125,6.01741666666,31.3293333333,48.5134166667,11.1354166667,7.11166666667,8.89733333335
507.88,9.734,39.4918333334,23.9729166667,30.28925,10.8349166667,6.01033333333,31.3784166667,48.517,11.1350833333,7.11216666667,8.90425
508.23,9.75808333332,39.58525,23.9963333333,30.3673333333,10.8533333333,6.01291666667,31.4496666667,48.53525,11.153,7.10566666667,8.91883333333
508.58,9.76016666666,39.6236666667,23.9768333333,30.40825,10.85275,6.00625,31.4884166667,48.5341666667,11.1471666667,7.10466666667,8.92550000002
508.93,9.75425000001,39.62975,23.9526666667,30.4138333333,10.8309166667,5.9915,31.4899166667,48.5008333334,11.131,7.10058333333,8.919
509.27,9.77283333332,39.6938333333,23.9610833333,30.47225,10.8340833333,5.995,31.5250833333,48.5091666667,11.1394166666,7.10116666667,8.91583333334
509.62,9.77866666665,39.77,23.96925,30.5205833334,10.8393333333,5.98341666667,31.5735,48.5355,11.1415833333,7.09383333333,8.90449999999
509.97,9.81691666668,39.8349166667,23.9771666666,30.5625,10.8860833333,5.99583333333,31.6328333333,48.5461666667,11.1764166666,7.108,8.93466666667
510.32,9.83683333332,39.9093333333,24.0055,30.6144166667,10.8949166666,5.99766666667,31.6904166667,48.5614166667,11.19275,7.111,8.94008333332
510.66,9.85033333333,39.9608333333,24.0068333333,30.6544166667,10.91375,6.00583333333,31.7450833333,48.5569166667,11.197,7.1155,8.94525000001
511.01,9.84641666668,39.96275,23.9925833333,30.6875833333,10.9098333333,6.01175,31.7645,48.50425,11.2084166667,7.10191666667,8.94641666667
511.36,9.88366666667,40.057,24.0123333333,30.7536666666,10.9345,6.03091666667,31.8169166667,48.5318333333,11.2345,7.12333333333,8.96683333335
511.70,9.92366666668,40.1125,24.04125,30.81,10.9779166667,6.06558333333,31.8748333333,48.54,11.2606666666,7.15491666667,8.99291666667
512.05,9.93433333334,40.1488333333,24.0501666667,30.8359166667,10.9899166666,6.07625,31.9059166667,48.5449166666,11.27075,7.16716666667,9.01666666668
512.40,9.96691666666,40.2419166667,24.0909166667,30.9055,11.0135,6.09666666667,31.9738333334,48.5753333334,11.2956666667,7.179,9.04416666666
512.75,9.996,40.32825,24.1176666667,30.9829166666,11.038,6.111,32.0525833333,48.6033333334,11.3289166667,7.20166666667,9.05641666668
513.09,10.0185833333,40.3765833333,24.1265833333,31.0176666667,11.0670833333,6.13983333333,32.07875,48.57925,11.3649166667,7.21241666666,9.08733333332
513.44,10.045,40.4269166667,24.14525,31.0586666667,11.07975,6.1595,32.1195,48.5565,11.3865833333,7.22508333333,9.09991666667
513.79,10.0450833333,40.4521666667,24.1486666667,31.1086666667,11.06325,6.15825,32.1291666667,48.52325,11.3775833333,7.22891666667,9.10191666666
514.13,10.07825,40.4819166667,24.14325,31.159,11.0846666667,6.17708333333,32.1656666667,48.5124166666,11.3938333333,7.243,9.11708333333
514.48,10.1060833333,40.5510833333,24.1740833333,31.2316666666,11.1094166667,6.19333333334,32.2106666667,48.5263333333,11.4253333333,7.26133333333,9.15175
514.83,10.1493333333,40.6474166667,24.1981666666,31.2909166667,11.1281666667,6.20458333334,32.2664166667,48.5469166667,11.4510833333,7.28875,9.18541666667
515.17,10.18275,40.71425,24.2278333333,31.3634166667,11.14275,6.2185,32.3423333333,48.5590833333,11.487,7.30541666666,9.20133333332
515.52,10.1815,40.7980833334,24.2390833333,31.4239166667,11.1394166667,6.19458333334,32.38275,48.5776666667,11.4841666666,7.28308333333,9.20241666667
515.87,10.1889166667,40.8249166667,24.21775,31.467,11.121,6.18,32.41075,48.5569166667,11.485,7.27316666667,9.18508333333
516.21,10.1751666667,40.86,24.1984166667,31.4784166667,11.1018333333,6.15375,32.4320833333,48.5510833333,11.4685833333,7.245,9.16408333332
516.56,10.18825,40.9171666667,24.1943333334,31.522,11.0948333333,6.16016666667,32.4719166667,48.54875,11.4645,7.23116666667,9.17
516.91,10.1745,40.94175,24.1814166667,31.5615833334,11.0661666667,6.13283333333,32.5213333333,48.56025,11.4428333334,7.21058333333,9.15858333334
517.25,10.1580833333,40.9969166667,24.1568333333,31.5963333333,11.0459166667,6.10383333333,32.5461666667,48.5930833334,11.4291666666,7.18641666667,9.13833333333
517.60,10.1716666667,41.0589166667,24.1640833333,31.6488333333,11.0464166667,6.1035,32.59425,48.6178333333,11.44425,7.18525,9.14583333334
517.95,10.1428333333,41.0881666667,24.14575,31.6603333333,11.01475,6.081,32.6039166667,48.6045,11.4300833333,7.16541666667,9.12558333334
518.29,10.1339166667,41.1461666667,24.1328333333,31.6948333333,10.9876666667,6.05508333333,32.6410833333,48.62275,11.4215,7.14533333334,9.10908333334
518.64,10.1321666667,41.1751666667,24.1233333333,31.7349166667,10.9693333334,6.03966666667,32.6555833333,48.639,11.4049166666,7.12366666667,9.09008333335
518.99,10.1403333333,41.221,24.1190833333,31.7594166667,10.9724166667,6.03375,32.6763333333,48.6391666667,11.406,7.12733333333,9.09608333335
519.33,10.1665,41.2593333333,24.1183333333,31.7990833333,10.9769166667,6.05158333334,32.7221666667,48.6225833333,11.4218333333,7.14383333333,9.10141666668
519.68,10.1949166667,41.35475,24.1495,31.8580833333,10.9935,6.06066666666,32.78925,48.65175,11.4255833333,7.1475,9.10866666668
520.02,10.22425,41.4195833333,24.1758333333,31.9365,11.0106666667,6.076,32.85125,48.6616666666,11.445,7.16291666667,9.12108333333
520.37,10.231,41.46775,24.1764166667,31.9706666667,11.029,6.07841666667,32.8745,48.65575,11.46425,7.16258333333,9.12791666666
520.72,10.2588333333,41.5589166666,24.196,32.0395,11.0430833333,6.07783333333,32.9268333333,48.6733333333,11.4820833333,7.17333333333,9.12691666667
521.06,10.2791666667,41.6210833333,24.2190833333,32.1058333333,11.0629166667,6.09375,32.9796666667,48.6505,11.4923333333,7.1865,9.15558333332
521.41,10.3015833333,41.7015,24.2471666666,32.16125,11.0820833333,6.09166666667,33.0693333333,48.68675,11.497,7.18758333334,9.15574999998
521.75,10.3478333333,41.7956666666,24.271,32.256,11.11275,6.10133333333,33.1435833333,48.70125,11.5214166667,7.205,9.17591666667
522.10,10.36125,41.8328333333,24.2668333333,32.30325,11.1205833333,6.1075,33.1769166667,48.6635,11.5235,7.21166666667,9.17624999999
522.45,10.369,41.9011666666,24.2670833333,32.3495833333,11.1269166667,6.10041666667,33.2363333334,48.6363333334,11.5215,7.20566666666,9.16941666669
522.79,10.3770833333,41.9325833333,24.2626666667,32.3991666667,11.1195833333,6.09383333334,33.2554166667,48.61325,11.5196666667,7.19166666667,9.16625
523.14,10.37125,41.9338333333,24.23775,32.4124166667,11.11075,6.0765,33.2583333333,48.5675833333,11.5133333334,7.18108333333,9.16075000002
523.48,10.36175,41.9650833333,24.2245,32.44825,11.099,6.07375,33.2894166666,48.5499166666,11.52425,7.18483333333,9.16691666665
523.83,10.37,42.0245,24.2063333333,32.49575,11.0993333333,6.07325,33.3215833333,48.5436666666,11.5388333334,7.19708333333,9.18183333333
524.17,10.3851666667,42.07725,24.2238333333,32.5289166666,11.0888333333,6.06491666667,33.3711666666,48.54975,11.54575,7.20233333333,9.18383333332
524.52,10.4014166667,42.12475,24.2294166667,32.5626666667,11.0978333333,6.07741666667,33.4150833333,48.5449166667,11.564,7.20758333333,9.20766666667
524.87,10.4296666667,42.1658333334,24.2384166667,32.6171666667,11.0945833333,6.085,33.4610833334,48.55125,11.5933333333,7.20983333333,9.21125
525.21,10.4153333333,42.1660833334,24.1919166667,32.6128333333,11.0599166667,6.06641666666,33.4428333333,48.5025,11.572,7.19375,9.19300000002
525.56,10.4120833333,42.2334166667,24.18925,32.6556666666,11.0383333333,6.06916666667,33.4915833333,48.5495,11.5725,7.18716666667,9.18766666667
525.90,10.4444166666,42.3664166667,24.2154166667,32.7440833333,11.05175,6.08641666667,33.5831666667,48.6250833333,11.5890833333,7.19691666667,9.20341666667
526.25,10.48275,42.5255833333,24.2744166667,32.8491666666,11.0670833333,6.115,33.6969166667,48.7509166666,11.6383333333,7.22466666667,9.24566666667
526.59,10.51075,42.66625,24.3313333333,32.9635,11.0778333333,6.12733333333,33.8250833334,48.8741666667,11.6513333333,7.22683333333,9.26233333334
526.94,10.54025,42.8065,24.3830833334,33.08025,11.0915833333,6.13708333333,33.9310833334,48.9844166667,11.676,7.23025,9.28841666666
527.28,10.5634166667,42.9123333333,24.3961666667,33.1569166667,11.09075,6.13783333333,34.0031666667,49.0555833334,11.6885,7.23041666667,9.29916666667
527.63,10.5820833333,43.0149166667,24.4389166667,33.2364166667,11.09975,6.146,34.0974166666,49.1309166666,11.7065,7.23483333333,9.30650000001
527.97,10.5954166667,43.0969166667,24.45875,33.3085833333,11.1065833333,6.14816666667,34.1588333333,49.17475,11.7188333333,7.24208333333,9.32441666667
528.32,10.609,43.1524166666,24.4703333333,33.356,11.1043333333,6.1475,34.1975833333,49.21225,11.7204166667,7.244,9.32091666665
528.66,10.6096666667,43.1939166667,24.4683333333,33.3839166667,11.0974166667,6.13375,34.2231666667,49.2140833333,11.70825,7.23483333333,9.31600000001
529.01,10.6306666667,43.2769166667,24.4898333333,33.4408333333,11.1136666667,6.142,34.2784166667,49.2543333333,11.72425,7.2345,9.33099999999
529.35,10.6453333333,43.31775,24.4986666666,33.4718333333,11.1279166667,6.14108333333,34.3086666667,49.2486666667,11.7298333334,7.23491666666,9.34574999998
529.70,10.6534166667,43.3359166667,24.50225,33.4930833333,11.12575,6.13641666667,34.32525,49.2315,11.7356666667,7.23308333333,9.35133333334
530.04,10.6518333333,43.31875,24.48225,33.4948333333,11.12575,6.12475,34.3259166667,49.1763333333,11.722,7.22208333334,9.33650000002
530.39,10.6599166667,43.3355833334,24.46725,33.5119166667,11.12825,6.128,34.32975,49.12975,11.7261666667,7.2255,9.33775
530.73,10.6590833333,43.3555833333,24.4309166667,33.50425,11.1140833333,6.11241666667,34.3345,49.0648333333,11.7095833334,7.21033333333,9.31674999999
531.08,10.66825,43.3728333333,24.42675,33.5181666666,11.1156666667,6.1085,34.343,49.0041666667,11.7009166667,7.20141666666,9.30975000002
531.42,10.68975,43.41075,24.4164166667,33.5405,11.1120833333,6.1105,34.3459166667,48.9596666667,11.7093333333,7.20466666667,9.31791666667
531.77,10.7105,43.4495833333,24.40275,33.58,11.1119166667,6.10916666667,34.3820833334,48.926,11.7073333334,7.19166666667,9.31058333335
532.11,10.7145,43.4856666667,24.38325,33.5950833333,11.1163333333,6.09766666667,34.3991666667,48.87325,11.709,7.1805,9.30450000001
532.46,10.7381666667,43.5601666666,24.3925833333,33.656,11.1283333333,6.11166666667,34.4489166667,48.8843333333,11.72425,7.19633333333,9.31808333333
532.80,10.7600833333,43.60025,24.3955,33.7058333333,11.1375,6.12333333334,34.4806666667,48.8613333333,11.74075,7.21108333333,9.32866666667
533.15,10.7896666667,43.63775,24.40875,33.7474166667,11.1421666666,6.12325,34.5184166667,48.84475,11.7590833334,7.21583333333,9.33124999998
533.49,10.8128333333,43.7079166667,24.4275833333,33.8014166667,11.1500833333,6.13666666667,34.5729166667,48.8665,11.78175,7.22775,9.34108333333
533.84,10.8494166667,43.78075,24.43925,33.8633333333,11.1614166667,6.15375,34.6155,48.8648333333,11.80875,7.2315,9.36441666665
534.18,10.8630833333,43.8165833333,24.4265,33.8968333333,11.1580833333,6.14266666667,34.64875,48.8334166667,11.8236666667,7.22833333333,9.36566666668
534.52,10.89825,43.8578333334,24.4486666667,33.9730833333,11.1761666667,6.15983333333,34.69575,48.8351666667,11.8543333333,7.24183333334,9.37916666667
534.87,10.9103333333,43.8981666666,24.45475,34.0205833333,11.1870833333,6.16758333333,34.7328333333,48.8008333333,11.8753333333,7.25025,9.39025
535.21,10.9266666667,43.90925,24.44825,34.0589166666,11.2010833333,6.15791666667,34.7574166667,48.7571666667,11.8721666667,7.23616666667,9.38816666666
535.56,10.9595833333,43.9483333333,24.4671666667,34.10475,11.2164166667,6.17658333333,34.7875833333,48.749,11.8960833333,7.24616666667,9.39808333332
535.90,10.9993333333,44.0016666666,24.4868333333,34.175,11.237,6.1955,34.8505,48.7523333334,11.9184166667,7.25966666667,9.42233333334
536.25,11.0186666667,43.9995,24.4763333333,34.1826666667,11.2468333334,6.196,34.8751666667,48.6915833333,11.9390833333,7.24641666667,9.43183333333
536.59,11.0483333333,44.0579166667,24.5016666666,34.2513333333,11.2600833333,6.19933333333,34.9464166667,48.7085,11.9601666667,7.254,9.43783333333
536.93,11.0708333333,44.1640833333,24.5286666667,34.3419166667,11.2898333333,6.21716666667,35.0426666667,48.7591666667,11.9880833333,7.278,9.45833333332
537.28,11.1095833333,44.2095,24.5406666667,34.3975,11.3155,6.22225,35.0925833333,48.7528333333,12.0069166667,7.28133333334,9.47816666665
537.62,11.14525,44.25475,24.5575,34.4524166667,11.3324166667,6.2275,35.1585833333,48.74375,12.02475,7.30058333333,9.49366666665
537.97,11.17275,44.3145,24.5731666667,34.5100833333,11.3520833333,6.23433333333,35.2174166667,48.73875,12.03575,7.30516666667,9.50700000001
538.31,11.1651666667,44.32425,24.55225,34.509,11.33875,6.22275,35.2225833334,48.6925833333,12.0383333333,7.29883333333,9.50383333332
538.65,11.21325,44.4298333333,24.5775833333,34.6058333333,11.35125,6.23333333333,35.313,48.7368333333,12.0518333334,7.31316666667,9.51558333332
539.00,11.2231666667,44.5165,24.5516666667,34.6574166667,11.3429166666,6.2415,35.3596666666,48.75675,12.0550833333,7.3205,9.51833333332
539.34,11.2275,44.5979166667,24.5429166667,34.719,11.33275,6.21491666666,35.4058333333,48.7605,12.0425833334,7.31808333333,9.51433333333
539.69,11.2293333334,44.6899166667,24.5410833334,34.7805833333,11.3148333333,6.22791666667,35.4589166666,48.77025,12.0479166666,7.314,9.52766666667
540.03,11.24725,44.7885,24.57,34.8623333334,11.3083333333,6.22825,35.523,48.83325,12.04575,7.32191666667,9.54074999998
540.37,11.2435833333,44.8428333333,24.5624166667,34.8896666667,11.2919166666,6.2255,35.5415,48.83325,12.0371666667,7.30883333333,9.54116666668
540.72,11.2503333333,44.8651666667,24.55425,34.9020833333,11.273,6.2195,35.5303333334,48.8064166667,12.0314166667,7.29316666667,9.53483333333
541.06,11.22475,44.8615,24.5165833333,34.9018333333,11.2398333333,6.19191666666,35.5164166667,48.7478333334,11.996,7.2575,9.50741666668
541.40,11.2199166667,44.91325,24.5325,34.94625,11.2354166667,6.1765,35.5403333333,48.77225,11.992,7.25075,9.50183333335
541.75,11.232,44.9415833333,24.5356666667,34.9598333333,11.2360833333,6.18341666667,35.5558333334,48.7719166667,11.9948333333,7.25741666667,9.50891666667
542.09,11.2660833333,45.032,24.5719166667,35.037,11.2555833333,6.19708333333,35.6269166667,48.8084166667,12.0111666667,7.26383333333,9.52758333334
542.43,11.279,45.069,24.5780833333,35.05675,11.26475,6.20208333333,35.65525,48.7870833333,12.0280833333,7.25858333334,9.5335
542.78,11.2951666667,45.094,24.6034166667,35.0925833333,11.2705,6.18833333333,35.7015833333,48.772,12.03625,7.2525,9.53883333332
543.12,11.3210833333,45.1214166667,24.6078333333,35.1246666667,11.2931666666,6.208,35.7418333334,48.75525,12.0528333333,7.25408333334,9.56458333333
543.46,11.3505,45.1415833333,24.6246666667,35.1598333334,11.3115,6.20216666666,35.76525,48.7420833333,12.074,7.26266666666,9.56766666666
543.81,11.3768333333,45.1888333333,24.6211666666,35.19375,11.32875,6.21025,35.7994166666,48.719,12.0880833333,7.26783333333,9.5695
544.15,11.4,45.2324166667,24.6315833334,35.2460833334,11.3429166667,6.1995,35.8420833333,48.7105833333,12.1093333333,7.2675,9.57708333333
544.49,11.4605,45.3325,24.66475,35.3355,11.38,6.2155,35.9328333333,48.7541666667,12.1444166667,7.28741666666,9.61474999999
544.84,11.5415833333,45.45,24.737,35.4464166667,11.45125,6.2735,36.0275,48.824,12.2156666667,7.34875,9.6755
545.18,11.5784166667,45.5320833333,24.7399166667,35.5096666667,11.4720833333,6.28691666667,36.0859166667,48.8208333333,12.2390833333,7.35091666667,9.69433333334
545.52,11.5996666667,45.6035,24.7359166666,35.57125,11.4760833333,6.274,36.13325,48.79925,12.25475,7.34283333333,9.70358333334
545.87,11.6143333333,45.6334166667,24.7288333333,35.6030833333,11.4820833333,6.27291666667,36.1583333333,48.7835833334,12.26725,7.34025,9.71866666666
546.21,11.6495833333,45.6986666667,24.7368333333,35.6725833333,11.49425,6.28475,36.18975,48.7929166667,12.2823333333,7.36066666667,9.74033333332
546.55,11.707,45.8269166667,24.7794166667,35.779,11.5185,6.32325,36.2561666667,48.8430833333,12.3143333333,7.37691666667,9.7605
546.90,11.7328333333,45.9453333333,24.82025,35.87175,11.5334166666,6.33116666667,36.3326666667,48.8875833334,12.3496666667,7.39358333333,9.76450000001
547.24,11.7805833333,46.0645833334,24.8645,35.9740833333,11.5648333334,6.34075,36.438,48.9463333333,12.37025,7.41058333333,9.79933333333
547.58,11.8050833333,46.1704166667,24.8975833333,36.0600833333,11.5878333333,6.34308333333,36.5105833333,48.9918333334,12.4041666666,7.411,9.81700000001
547.92,11.8465,46.2320833333,24.92025,36.1244166667,11.6053333333,6.35891666666,36.5505,48.9848333333,12.423,7.425,9.82958333333
548.27,11.84625,46.27675,24.94225,36.1916666667,11.6126666667,6.36058333334,36.6093333333,48.9928333333,12.4389166666,7.41783333334,9.83375000001
548.61,11.8511666667,46.3590833334,24.9485,36.2835,11.6014166667,6.3455,36.6804166667,49.0230833333,12.4414166666,7.393,9.82783333332
548.95,11.86625,46.4405,24.9778333333,36.3633333333,11.6060833333,6.35666666667,36.7511666667,49.04925,12.46275,7.3955,9.82491666665
549.29,11.9075833333,46.5688333333,25.0285833333,36.474,11.62325,6.38216666667,36.8476666666,49.13975,12.4799166667,7.40216666666,9.84883333335
549.64,11.9783333333,46.7848333333,25.1145833333,36.6606666667,11.6759166667,6.41358333333,37.0184166666,49.2583333334,12.5324166667,7.44491666667,9.89525
549.98,11.9980833333,46.8834166667,25.1423333333,36.7556666667,11.7095833333,6.41316666667,37.1264166667,49.359,12.5664166667,7.45616666667,9.90741666666
550.32,12.0326666666,46.9954166667,25.15675,36.83625,11.7334166667,6.40708333333,37.2288333333,49.4083333333,12.5970833333,7.4715,9.93583333335
550.66,12.0668333333,47.0316666666,25.154,36.8679166667,11.7211666666,6.40933333333,37.2524166667,49.3860833334,12.6039166667,7.46808333333,9.94283333332
551.01,12.0794166667,47.053,25.1413333333,36.90975,11.71175,6.40891666667,37.2771666667,49.3485833333,12.6001666667,7.45441666667,9.94349999999
551.35,12.1009166667,47.1500833333,25.1500833333,36.9865,11.7305,6.41058333333,37.3425833333,49.3726666666,12.5953333333,7.4645,9.95866666667
551.69,12.1466666667,47.2344166666,25.1735833333,37.0429166667,11.7466666667,6.43133333334,37.4321666666,49.39325,12.62225,7.4855,9.988
552.03,12.1595833333,47.2753333333,25.16475,37.0490833333,11.7520833334,6.44283333333,37.4366666667,49.34325,12.62975,7.50283333333,9.99341666667
552.38,12.1843333333,47.3589166667,25.1835,37.0953333333,11.758,6.43408333333,37.5173333333,49.3536666666,12.62775,7.51091666667,10.0050833333
552.72,12.20475,47.3715,25.1670833333,37.1043333333,11.7508333333,6.43491666667,37.5076666667,49.3103333333,12.6255,7.51183333333,10.01925
553.06,12.2571666667,47.4491666667,25.1873333333,37.1769166667,11.7969166667,6.46925,37.5638333333,49.3201666666,12.6758333333,7.55291666667,10.0458333333
553.40,12.2599166666,47.404,25.1493333333,37.13625,11.77525,6.458,37.5160833333,49.226,12.6540833333,7.54333333334,10.0380833333
553.74,12.2984166667,47.4660833333,25.1698333333,37.1916666667,11.7733333333,6.46558333334,37.5485,49.18725,12.6776666666,7.551,10.05325
554.09,12.2984166667,47.4934166667,25.15275,37.237,11.7689166667,6.46358333334,37.5705,49.1694166667,12.6759166667,7.54233333333,10.03875
554.43,12.3215833333,47.5836666667,25.1716666667,37.3166666667,11.7661666667,6.44516666667,37.6393333333,49.2029166666,12.6800833333,7.54658333334,10.051
554.77,12.3390833333,47.6805,25.1945833333,37.373,11.7715,6.43941666667,37.6799166667,49.2281666666,12.7136666667,7.534,10.0528333333
555.11,12.3925,47.7133333333,25.1993333333,37.4173333333,11.7735,6.46033333333,37.707,49.1790833333,12.739,7.564,10.0624166667
555.45,12.4500833333,47.83325,25.2516666667,37.5375833333,11.8321666667,6.50133333334,37.7945833334,49.2290833333,12.7808333333,7.5955,10.0975833333
555.80,12.4468333333,47.9009166667,25.2365,37.6046666667,11.8159166667,6.45725,37.84075,49.24325,12.7599166666,7.56208333333,10.0789166667
556.14,12.4735833333,47.96525,25.2258333333,37.65375,11.8224166667,6.46283333334,37.8668333334,49.2385833333,12.78875,7.57725,10.0888333333
556.48,12.52075,48.0746666667,25.2699166667,37.7738333333,11.8641666667,6.48525,37.99,49.2831666667,12.8345833333,7.60841666667,10.13525
556.82,12.5150833333,48.1624166667,25.29475,37.8815833333,11.8613333333,6.461,38.0535,49.3255,12.82975,7.59008333333,10.12175
557.16,12.5523333333,48.31775,25.323,37.9798333333,11.88125,6.47866666667,38.14475,49.4021666667,12.8685833333,7.61066666667,10.13425
557.50,12.5599166667,48.4009166667,25.34,38.05875,11.8881666666,6.48033333333,38.19825,49.4179166667,12.8560833333,7.60125,10.149
557.85,12.6291666667,48.4161666667,25.3775,38.0765833333,11.9324166666,6.53541666667,38.22125,49.36775,12.9006666667,7.65825,10.22975
558.19,12.651,48.4259166667,25.4029166667,38.1229166666,11.9621666667,6.56958333333,38.2223333333,49.3438333333,12.91675,7.6755,10.2425833333
558.53,12.6800833333,48.4313333333,25.3634166667,38.1510833333,11.95775,6.60025,38.2479166667,49.3036666667,12.8991666667,7.69858333333,10.2585833333
558.87,12.7039166667,48.5175,25.4040833333,38.24325,11.9768333333,6.60658333333,38.32275,49.3666666667,12.9319166667,7.68183333333,10.2874166667
559.21,12.6959166666,48.5699166667,25.3915833333,38.253,11.9653333333,6.59949999999,38.3328333333,49.3213333333,12.9363333333,7.68191666666,10.292
559.55,12.7888333334,48.7041666667,25.46575,38.3529166667,12.0220833333,6.68175000001,38.4408333333,49.3983333333,12.9996666667,7.74058333333,10.3604166667
559.89,12.8068333333,48.804,25.4934166666,38.4139166667,12.0213333333,6.68050000001,38.503,49.4104166667,13.0144166666,7.73191666667,10.3571666667
560.23,12.8298333333,48.87225,25.5021666667,38.4396666667,12.0213333334,6.65491666666,38.4985,49.4258333333,12.9959166667,7.72333333333,10.3425833333
560.58,12.8743333334,48.9146666667,25.5051666666,38.4395833333,12.0165833333,6.65041666668,38.5445,49.4121666667,13.0110833333,7.71575,10.3676666667
560.92,12.8783333333,48.9149166667,25.493,38.47225,12.01725,6.63158333333,38.5816666667,49.3994166667,13.00175,7.70283333333,10.3584166667
561.26,12.9109166667,48.9725833333,25.51675,38.4894166667,12.0114166667,6.62616666667,38.6241666666,49.3906666667,13.0275833333,7.70433333333,10.367
561.60,12.8803333333,49.0024166666,25.4894166667,38.5339166667,11.9648333333,6.58333333333,38.65975,49.3791666667,13.0014166667,7.65666666667,10.3194166667
561.94,12.8849166667,49.0450833333,25.4879166667,38.5650833334,11.9520833334,6.57083333333,38.7213333333,49.3814166667,12.9913333333,7.64066666667,10.3121666667
562.28,12.9220833333,49.1485,25.5375,38.62725,11.985,6.56291666668,38.74225,49.39475,13.027,7.64725,10.32275
562.62,12.9245833333,49.1636666667,25.5228333334,38.6345,11.9775833333,6.54566666668,38.7519166667,49.3480833333,13.0136666667,7.62741666667,10.3035
562.96,12.9220833334,49.1714166667,25.47425,38.6509166666,11.9276666667,6.50058333333,38.7631666667,49.3400833333,12.9756666667,7.56816666667,10.26375
563.30,12.94825,49.211,25.4281666667,38.6790833333,11.9104166667,6.47758333333,38.7913333333,49.2898333333,12.97625,7.54725,10.2344166667
563.64,12.9526666667,49.1509166666,25.3833333333,38.6555833333,11.8905833333,6.46608333333,38.7675,49.2191666667,12.9680833334,7.52216666667,10.2158333333
563.99,13.00325,49.2285833333,25.3949166667,38.7148333334,11.91525,6.50508333333,38.8611666667,49.2304166667,12.9980833333,7.53141666667,10.2414166667
564.33,13.0484166667,49.2973333334,25.412,38.802,11.9454166667,6.52991666666,38.8938333334,49.25525,13.03575,7.55916666667,10.26225
564.67,13.0674166667,49.3708333333,25.4094166667,38.8230833333,11.9475,6.53716666667,38.9185,49.2309166667,13.0491666667,7.56166666667,10.2784166667
565.01,13.1153333333,49.4454166667,25.40925,38.91125,11.9860833333,6.57341666666,38.99,49.2888333333,13.0799166667,7.596,10.3085833333
565.35,13.15125,49.5129166667,25.4146666666,38.9503333333,11.977,6.57600000001,39.02,49.2880833333,13.0804166667,7.59183333333,10.319
565.69,13.1620833333,49.5916666666,25.391,38.992,11.9680833333,6.56374999999,39.062,49.3083333333,13.07425,7.57733333333,10.3074166667
566.03,13.1763333333,49.6186666667,25.3835,39.03125,11.9553333333,6.57199999999,39.1095,49.3144166666,13.0730833333,7.58591666666,10.305
566.37,13.2075,49.6959166666,25.4034166667,39.09875,11.9629166667,6.59550000001,39.1565,49.3644166667,13.0914166667,7.61366666667,10.3174166667
566.71,13.267,49.8004166667,25.4534166666,39.20875,11.9910833333,6.62674999999,39.2341666666,49.4585,13.13,7.65075,10.3525833333
567.05,13.2476666667,49.8380833333,25.4705833333,39.2416666667,11.9775833334,6.61508333334,39.2469166667,49.47075,13.1088333333,7.63558333334,10.3413333333
567.39,13.2894166667,49.9641666667,25.512,39.351,12.0099166667,6.62750000001,39.3304166667,49.5476666667,13.1186666667,7.66766666667,10.3745
567.73,13.2868333333,50.0190833333,25.5103333334,39.4075,11.986,6.59441666667,39.3666666667,49.5678333333,13.1124166667,7.65308333333,10.3651666667
568.07,13.29175,50.0673333333,25.516,39.4094166667,11.9716666667,6.58383333333,39.4153333333,49.5571666667,13.106,7.65258333334,10.3468333333
568.41,13.3061666667,50.0841666667,25.5076666667,39.44125,11.9573333333,6.573,39.4285,49.5356666667,13.0795,7.63891666667,10.3339166666
568.75,13.322,50.0895,25.489,39.46325,11.9390833333,6.56341666667,39.41275,49.4938333333,13.0673333333,7.617,10.33925
569.09,13.3445,50.1264166667,25.4698333333,39.4808333333,11.9584166667,6.55750000001,39.4144166667,49.4505833333,13.0794166666,7.63583333333,10.3415833333
569.43,13.4058333333,50.1950833333,25.498,39.5556666667,12.0150833333,6.59899999999,39.4481666667,49.4684166667,13.11425,7.68658333333,10.3893333333
