wavelength,Back_HemCalf,Belly_HemCalf,Breast_HemCalf,Crissum_HemCalf,Crown_HemCalf,DorTail_HemCalf,Patch10_HemCalf,Rump_HemCalf,Throat_HemCalf,WingTip_HemCalf
190.95,-65.4166666667,47.5000000001,22.4999999999,26.6666666667,-98.9583333333,13.0921052633,40.8333333334,-97.4999999999,-45.2083333334,10.2083333333
191.33,-133.333433333,44.2425333333,5.4546,16.3636666667,-161.818266667,4.0749736844,47.2726666667,-162.121266667,-96.0606,-18.1818
191.71,4713.33333334,873.333333342,1213.33333333,1440.00000001,4926.66666666,1718.94736843,100.0,5180.0,3693.33333333,1893.33333333
192.09,-1377.77766667,-84.4444666673,-239.999933333,-264.444333335,-1457.77766667,-431.169717545,135.555533334,-1568.88893333,-1022.22233333,-515.555533334
192.47,-1746.66666667,73.3333333327,-113.333333335,-63.333333332,-1870.0,-382.105263157,483.333333334,-1910.0,-1223.33333333,-443.333333333
192.85,-2676.66666667,606.666666672,486.666666666,446.666666666,-3220.0,-48.59649123,1846.66666667,-3146.66666666,-1600.0,-186.666666665
193.23,178.8236,-6.27440000014,4.70599999994,3.1372666666,212.549066667,5.91324210546,-91.7647333332,194.902,107.058933333,27.0587333333
193.61,133.733333333,3.73333333334,4.00000000006,11.7333333333,149.066666667,8.14035087726,-59.4666666667,143.2,70.9333333333,29.0666666666
193.99,79.3333666667,-18.4763333335,-19.0476666666,-4.38099999994,81.5237333334,-17.9599298245,-60.0001333333,86.4760666667,27.4285999999,-11.8093999999
194.37,81.5789333334,-6.49120000006,-18.2455333332,-3.1578666666,71.4033999999,-9.22442807014,-53.6843333334,81.5788666666,27.3684,-9.99999999994
194.75,77.7500000001,4.8333333334,-27.6666666666,-7.5,57.8333333333,-8.65350877194,-52.6666666667,68.8333333334,26.5,-13.3333333334
195.13,109.6153,7.6922666666,-57.9485999999,-13.8461333333,75.1282666665,-25.3103982458,-73.0769333333,104.871733333,28.718,-33.5898666667
195.51,331.111066667,-71.111066666,-373.333333333,-112.222333333,216.6666,-191.432735088,-361.111,327.777666667,83.3333333334,-304.444333333
195.89,-18.8889333333,177.777733333,288.888933333,184.999933333,18.3334666666,214.970677193,278.333466667,-37.7777999999,66.1111333334,282.222266667
196.27,130.0,-1076.66666667,-1526.66666667,-876.666666666,-16.6666666666,-1095.43859649,-1496.66666667,316.666666668,-280.0,-1563.33333333
196.65,-27.1428333332,-394.285666668,-514.285733335,-309.523733334,-76.1904666675,-340.350894736,-516.190333333,17.1427999994,-175.238266667,-544.761933334
197.03,-112.381066666,-500.000066667,-658.095266667,-399.047733333,-167.619066666,-399.874701754,-596.1904,-72.3810666667,-310.476066667,-656.190666667
197.40,215.0,441.6666,540.000000001,373.3334,286.666666667,371.856710526,484.999933333,200.0,331.6666,550.0
197.78,173.5087,296.491133333,350.877133333,247.3684,193.333333333,253.0933,324.561333333,143.5088,237.193,356.8422
198.16,138.205233333,216.6668,257.948666667,195.8974,147.948733333,185.647768421,250.769133333,120.5128,175.640933333,252.820466667
198.54,105.983,154.5298,176.239466667,134.529933333,95.0426666667,133.220761403,173.333466667,92.3077333334,128.888866667,175.897533333
198.92,90.7751333333,138.4496,155.814066667,116.899266667,80.3100666667,119.987652632,157.2094,80.4651333333,118.139466667,160.310066667
199.30,92.9762,126.0714,143.571533333,110.8334,87.6191333334,113.621382456,149.4048,87.8571333333,110.4762,142.381066667
199.68,127.058933333,156.339933333,183.137266667,150.0654,122.091466666,149.033303509,197.385666667,119.085,154.248466666,176.732066667
200.06,147.9592,175.3742,209.523866667,169.931933333,145.442266667,164.797680702,223.809533333,136.598666667,179.4558,197.0068
200.44,143.6419,167.6544,208.8888,171.4816,145.0618,162.677156141,217.160533333,136.790066667,180.123466667,187.1604
200.82,138.427666667,159.874266667,208.804933333,165.283066667,146.9182,155.107768421,218.9938,129.3082,175.848933333,181.2578
201.19,178.387066667,213.978466667,289.247333333,221.290333333,205.8064,204.810412281,313.118266667,166.2366,240.214933333,244.301066667
201.57,209.166666667,249.333333333,379.0,271.333333333,245.333333333,250.192982456,428.0,187.333333333,327.0,307.333333333
201.95,525.416666667,576.666666667,974.166666668,709.166666666,668.333333334,634.890350878,1109.16666667,492.500000001,840.833333334,815.833333333
202.33,-3220.0,-3520.0,-7026.66666667,-4973.33333333,-4473.33333333,-4018.24561403,-8113.33333333,-3120.0,-6146.66666667,-5673.33333333
202.71,-298.787833333,-346.666733333,-700.0,-487.878733333,-461.212066667,-367.001419298,-770.303133333,-298.1818,-601.212133333,-567.878866667
203.09,-534.444433334,-698.888866667,-1310.00006667,-945.555666667,-922.222199999,-693.77185965,-1427.77773333,-566.666666667,-1151.1112,-1061.1112
203.47,-237.1796,-279.487133333,-601.025666667,-462.051266667,-405.641,-295.695047368,-645.128266666,-243.5898,-549.743533333,-479.487266667
203.85,-122.575733333,-147.575866667,-346.0606,-256.666666667,-223.6364,-152.982445614,-364.545466667,-132.424266667,-325.151466667,-267.5758
204.22,-40.6059666666,-53.7374666668,-192.323266667,-131.7172,-117.373733333,-65.3587666667,-205.252466667,-52.7270666666,-183.030266667,-139.596
204.60,-29.8095666667,-36.5712666666,-164.571466667,-106.285666667,-101.523866667,-39.9849385963,-181.523733333,-40.9523999999,-162.666733333,-123.428533333
204.98,-26.3566333334,-30.5426000001,-145.116133333,-88.9921999998,-78.4496,-38.1802807018,-142.6358,-41.0852000002,-142.790733333,-98.4494666666
205.36,-121.166666667,-111.666666667,-377.0,-265.0,-212.0,-159.456140351,-370.0,-152.0,-366.0,-277.0
205.74,-1853.33333333,-1830.0,-4336.66666667,-3256.66666667,-2723.33333333,-2056.14035088,-4306.66666666,-2233.33333333,-4060.0,-3296.66666667
206.12,212.666666667,223.333333333,452.333333334,356.0,283.333333333,231.394736842,455.666666667,265.666666667,417.666666667,358.0
206.50,166.944433333,171.111,293.333466667,236.481466666,200.3704,174.273708772,292.963,192.222133333,274.444466667,248.3334
206.87,143.902366667,139.674733333,239.674733333,193.9838,177.723533333,152.734459649,246.829266667,166.504133333,230.081266667,204.8782
207.25,199.1954,172.413866667,320.6896,263.678266667,242.758666667,198.390740351,338.160866667,230.114933333,327.8162,281.839066667
207.63,222.898533333,193.333333333,360.8696,288.985533333,275.0726,218.138770175,396.811533334,272.753666667,385.217333333,333.333333333
208.01,121.6217,101.801933333,204.504466667,166.126133333,160.540533333,118.781529825,223.603666667,159.099,213.693666666,192.252333333
208.39,107.826066667,84.7826666664,167.3914,141.739133333,134.058,100.644584211,179.7102,142.4638,180.144933333,167.8262
208.77,112.533333333,88.0,166.133333333,146.8,143.333333333,112.070175439,180.266666667,149.066666667,185.066666667,170.133333333
209.14,91.7874333333,71.7875333334,116.0386,111.207866666,113.140066667,84.9403035089,136.8116,115.942066667,135.265533333,128.4058
209.52,95.098,77.4510000002,117.451066667,109.7058,121.960866667,84.7936070177,141.372466667,121.274466667,140.5882,136.666733333
209.90,95.4903000001,72.6796666668,129.542466667,119.215733333,131.634,84.8881157895,159.607733333,138.169866667,164.4444,156.209066667
210.28,122.416666667,90.1666666668,164.833333333,141.833333333,169.0,101.679824561,196.666666667,171.333333333,213.166666667,198.5
210.66,134.999933333,98.4617333334,202.3076,170.512866667,215.641133333,106.282059649,255.128333333,217.435866666,287.179466667,256.922933333
211.03,108.888766667,65.0793333334,204.4444,166.984133333,200.952333333,65.2047368422,267.3018,216.190533333,299.365066667,258.4128
211.41,105.3125,69.5833333332,164.166666667,128.75,146.25,76.173245614,194.791666667,160.833333333,209.791666667,195.625
211.79,92.6515333333,63.9394000001,133.333333333,100.909066667,117.878666667,68.5087754387,150.9092,123.6362,164.394,156.818333334
212.17,130.808133333,86.4646666666,190.505133333,141.010066667,158.5858,93.429159649,216.969733333,162.828266667,232.7272,213.131266667
212.55,125.3153,89.5495999999,183.4234,134.954866667,149.729533333,97.8425842105,207.928066667,141.621533333,214.414333333,197.837933333
212.92,82.6191,55.7143333333,142.063533333,95.2380000001,101.904666667,51.9548491228,154.285866667,97.9365999999,156.190533333,153.492066667
213.30,73.6507333332,44.2856666665,144.761866667,96.6666666667,100.476266667,46.5830596492,141.2698,86.8253999998,151.904733333,150.158666667
213.68,66.6666,39.8550666665,133.3332,95.2174666666,81.0144666666,40.0073543859,121.5942,73.1883999999,131.884,129.5652
214.06,71.9672333334,53.3333333333,122.185933333,95.847,79.8907333334,53.6210017545,109.836066667,72.2403333332,117.377066667,118.797866667
214.44,66.1748999999,54.3169999999,122.295066667,98.0328000001,80.1092,57.1095982457,112.2404,73.7705333334,118.469933333,118.2514
214.81,71.7857333333,57.1429333334,132.7382,106.428466667,88.6904666668,61.4567350878,122.738066666,82.1427999999,129.761933333,127.619
215.19,87.1716333333,77.4746000002,136.2626,116.363533333,101.717066667,81.108440351,129.899,99.0910000001,138.989866667,137.879
215.57,81.0302666666,69.9394000001,141.5756,120.121266667,105.575733333,70.9888298246,134.1818,100.242333333,144.848533333,139.030266667
215.95,88.6526000001,75.7446666666,160.9928,137.588666667,121.134866667,83.2473982457,151.631133334,113.333333333,163.404333333,152.907666667
216.32,68.8147666666,59.5556,138.9628,114.074,100.1482,70.0467315791,124.2964,90.2222,142.963,130.5186
216.70,60.0793666667,55.7142666665,132.222066667,109.365066667,93.8094000002,62.8153736843,124.444466667,89.5237333332,143.809533333,119.365133333
217.08,63.1944333333,62.9166666667,122.777666667,106.9444,94.4444666667,76.7945140351,119.5834,89.7222666668,131.944466667,111.111266667
217.46,69.2063333333,77.3014,134.127,117.9364,109.365066667,90.0376298245,142.857066667,101.269866667,148.730133333,127.460333333
217.83,58.8505333333,73.1035333334,151.7242,134.022933333,132.873533333,101.566873684,169.655133333,103.678066667,179.999866667,149.425266667
218.21,-21.3333333332,-6.66666666686,230.666666667,143.333333333,187.333333333,86.3157894736,255.333333333,85.3333333334,326.666666667,244.0
218.59,1580.0,1720.0,-399.999999999,240.0,6.666666666,820.877192984,-560.0,1013.33333333,-1433.33333333,-706.666666666
218.97,-49.9999999999,-48.6666666666,14.8888666667,10.0000666667,5.11106666674,-12.6433719299,21.5555333334,-32.2221999999,44.6666,27.1109999999
219.34,-102.4,-117.866666667,-37.3333333333,-40.2666666667,-53.8666666667,-63.7894736843,-32.8000000001,-98.4,-5.33333333334,-26.9333333333
219.72,-68.4374999999,-79.1666666666,-29.5833333333,-23.9583333335,-39.7916666666,-36.6831140351,-19.7916666666,-70.0000000001,8.33333333336,-13.5416666667
220.10,-102.8125,-106.666666667,-70.2083333333,-57.5000000001,-74.3750000001,-83.1743421053,-60.2083333334,-101.25,-23.5416666668,-44.375
220.47,-53.4816666666,-57.7777999999,-37.7775999999,-23.7037333334,-36.1480666667,-46.8537087719,-13.1850666667,-47.2593333334,7.11113333332,-9.62973333334
220.85,-52.8472333333,-61.3889333333,-39.4444666666,-24.0278000001,-38.8888666666,-52.1053754385,-16.6667333333,-48.4721999999,2.0834,-12.7777333333
221.23,-79.2683333333,-97.5609333333,-59.6748666667,-44.3901333333,-67.6422666667,-87.6508403508,-35.9349999999,-79.8372666667,-14.3088666667,-37.7236666667
221.61,-64.9999999999,-82.6923333333,-48.2051333333,-38.4616,-57.4358666667,-76.3595877193,-29.4873333333,-67.1794666667,-10.7692666667,-38.077
221.98,-54.4443999999,-68.538,-39.5321333334,-25.9648666667,-43.8595999999,-64.1890789473,-12.1638,-50.9940666667,-1.52059999999,-28.3039333333
222.36,-27.2073,-39.5496,-16.3064,1.0811333334,-16.3964666666,-33.2669333334,12.0722,-23.964,15.3153333333,-8.3784
222.74,-11.2499666667,-22.5,-0.227199999986,12.2726666667,-0.302933333332,-16.7526192983,23.106,-8.03020000008,21.7425333333,6.74240000001
223.11,-21.9354666666,-40.8602,-3.97846666673,4.83853333335,-7.63439999994,-32.0061929824,25.484,-20.6450666666,22.9031333333,5.0538
223.49,-2.58766666674,-14.2104666666,14.649,26.4911333333,8.94739999994,-10.0345982456,40.9648666667,0.61406666666,37.8948,24.386
223.87,-9.69703333332,-18.0952666666,9.09079999998,22.9436666667,5.8008,-17.5323508773,37.9221333333,-4.6752,31.7748666667,22.4242
224.24,-5.4878,-10.0813333334,16.5041333333,29.9188,13.6585333333,-5.92427543853,47.3984,5.69100000008,36.6666,26.6668
224.62,9.53793333334,8.18486666668,31.9471333333,40.5939333333,29.5050666667,12.4786947368,50.297,18.1518,42.1781333333,34.3233333333
225.00,10.7895666667,10.2339333333,30.3508666667,35.7894666667,28.5379333333,13.7826614035,45.38,15.4386,35.3215333333,33.801
225.38,12.2751,10.9523333333,29.6826,32.1692666667,27.3016666667,14.6950368421,42.4338666667,15.0264666667,34.127,32.8044
225.75,5.26603333333,4.48166666668,22.9691333333,24.986,17.0868,10.1902315789,36.0224,10.0278666667,27.1148,27.227
226.13,8.60883333334,5.35433333332,22.8870666667,23.3071333333,14.0683333333,12.979668421,33.8057333333,11.9161333333,26.3516666667,25.4592
226.51,2.23973333333,0.20833333334,17.9168,14.6355333333,6.30213333331,6.8298263158,26.9270666667,7.13546666666,20.8854666667,18.3334666666
226.88,-2.97876666668,-2.88413333333,11.6312,9.69266666665,0.5674,3.28597017546,18.7706,2.22213333334,17.1158666667,11.8675333333
227.26,1.04059999999,0.73220000002,11.0983333333,10.289,2.42780000001,5.5318877193,17.4950666667,4.3546,17.0714,12.8708
227.64,-2.7721,-2.24473333333,7.04093333333,3.43540000001,-1.46266666665,3.61620877193,11.6326,1.39446666667,12.2448666667,9.25166666666
228.01,0.071299999994,1.22506666665,8.31926666666,4.10246666665,0.484399999994,6.39740175441,11.7092666667,4.587,12.0514,12.1081333333
228.39,-0.788200000014,-0.2582,4.96106666668,1.24013333333,-2.68733333334,4.74853508772,7.67440000001,1.03360000001,7.88113333333,10.4394
228.76,-8.54856666666,-7.92126666666,-2.6322,-6.37146666666,-10.9962666667,-2.56164385964,-0.5658,-6.37153333334,0.3936,4.7724
229.14,-8.8613,-8.23239999999,-3.46386666666,-7.11753333333,-11.6727333333,-1.73194385965,-1.44719999999,-6.71413333333,1.09126666667,5.02946666666
229.52,-5.42753333332,-3.28953333334,-0.833266666672,-3.92553333334,-7.71926666666,2.01575263159,1.53513333333,-2.28080000001,4.16666666667,9.58339999999
229.89,-4.64186666667,-1.47453333334,0.353066666674,-2.84526666668,-5.64893333334,3.44742807017,2.94906666667,-1.59920000001,5.2544,10.2594666667
230.27,-3.92893333335,-0.595600000008,0.730199999999,-2.49760000001,-3.76566666667,4.24782456141,3.2276,-1.01813333333,5.7638,11.0278666667
230.65,-3.3992,0.075066666652,0.657333333328,-1.33339999999,-2.2158,5.29923333335,4.09393333333,-0.112599999992,6.40386666667,11.7934
231.02,-2.2006,0.798400000012,2.93419999999,-0.166999999985,-0.594266666667,6.17100701753,6.12813333333,1.29986666667,7.35373333333,11.8663333333
231.40,-3.20046666667,-0.417866666666,2.50719999999,-0.94966666668,-1.25359999999,6.17225263159,5.86886666667,0.01906666666,6.7426,11.2630666667
231.78,-2.37103333334,-0.595133333333,2.49980000001,-0.237933333327,-0.376866666666,5.40249473684,6.42853333333,-0.83339999998,6.50786666665,10.9524
232.15,-3.96773333333,-2.90333333334,0.881866666674,-2.06453333334,-2.53753333335,3.96667719298,5.97846666667,-3.93546666667,5.72033333333,8.98933333335
232.53,-5.1013,-4.07666666667,-0.540533333326,-3.22073333333,-2.95053333333,2.86030701753,5.946,-4.97746666666,5.69826666666,7.31979999999
232.90,-3.78476666667,-2.47693333333,0.023133333328,-1.73606666667,-1.75933333333,3.21144912281,8.14826666668,-4.07413333333,6.01846666666,7.685
233.28,-2.9515,-1.55086666666,1.52786666665,0.462866666666,0.5324,4.01320701755,10.9258666667,-1.75920000001,7.66206666668,7.96313333334
233.66,-8.2637,-6.43853333333,-3.8784,-3.19406666669,-5.09513333333,-0.905324561414,7.09766666666,-7.32573333333,2.3068,2.23046666666
234.03,-9.3726,-7.18326666666,-5.3382,-3.3702,-5.166,-2.25025614036,5.9778,-8.19186666666,0.4674,2.1156
234.41,-7.63316666667,-5.84886666667,-2.87493333334,-1.43746666668,-3.76706666667,-1.75898245615,6.93926666666,-6.81526666666,1.95786666667,4.31220000001
234.78,-7.06616666667,-5.69280000001,-1.74780000001,-1.04866666666,-4.69406666667,-1.89896666667,5.593,-7.36586666667,0.124933333333,4.09473333333
235.16,-6.1377,-4.67406666666,-2.7798,-0.2706,-5.2152,-1.04161929824,6.0024,-6.56826666666,-0.2706,5.0922
235.54,-5.98116666667,-3.66433333333,-2.81326666666,-0.0708,-5.60286666666,-1.02640701755,4.65713333333,-4.91726666665,-1.67853333333,5.10633333333
235.91,-6.48096666667,-4.32053333334,-2.60166666667,-1.27746666666,-6.2252,-1.48419649122,3.46106666667,-5.45880000001,-2.67133333333,5.22626666668
236.29,-4.27483333334,-2.72726666666,-0.28133333334,0.21626666666,-4.76193333333,0.79589473684,3.93946666667,-3.20340000001,-0.9092,6.49346666667
236.66,-5.46856666666,-3.35393333334,-0.645666666668,-0.812400000006,-6.14566666667,0.634415789474,3.33353333333,-2.81219999999,-2.14566666667,5.70839999999
237.04,-6.13513333334,-3.52073333333,-0.64566666666,-1.43733333334,-6.87493333333,1.20854210527,3.27093333333,-2.24979999999,-2.2082,5.3124
237.41,-7.81533333335,-4.7794,-2.60506666666,-3.4256,-9.9898,-1.90659298244,-0.164000000002,-4.36926666667,-4.63593333333,3.22046666667
237.79,-7.06733333334,-4.90726666667,-1.85719999999,-3.98826666667,-9.52106666666,-2.57646842106,0.0976,-4.75059999999,-3.79273333333,3.42139999999
238.17,-4.76736666666,-2.92493333334,0.645799999994,-1.6904,-8.41413333334,-0.885192982453,1.95626666667,-2.43106666667,-1.84233333333,5.50813333333
238.54,-8.31446666667,-6.01133333333,-3.01500000001,-5.1122,-11.5731333333,-4.21650000001,-1.61053333333,-5.59926666667,-3.7266,1.9852
238.92,-8.78953333333,-6.30853333333,-4.17746666667,-6.4792,-11.3895333333,-5.17198596491,-2.04593333333,-5.83113333334,-3.1884,2.04606666667
239.29,-7.98286666665,-5.43613333333,-3.76926666666,-7.13400000001,-10.4984666667,-5.47536140351,-2.08713333333,-5.59186666666,-2.2742,2.4766
239.67,-4.20133333333,-2.63880000001,-1.50013333333,-4.43053333334,-6.79173333333,-3.07207017543,0.305599999998,-3.04173333334,1.29173333333,4.8194
240.04,-3.45706666668,-1.39759999999,-0.717399999999,-3.51253333334,-4.63820000001,-1.10239122808,1.34806666667,-1.19966666667,2.42426666667,5.36793333333
240.42,-2.94600000001,-0.349133333326,-0.4472,-2.62959999999,-3.31693333333,-0.18794035088,1.70213333333,-0.141800000001,2.66246666667,6.33926666667
240.79,-1.02116666667,0.809333333334,1.079,-1.05960000001,-1.22346666666,1.31934385965,2.3988,1.17546666666,3.63186666667,8.01526666666
241.17,-0.680933333333,0.394999999998,0.5044,-1.24426666667,-1.45446666667,1.23684035088,1.5386,0.622066666668,2.7574,7.76786666667
241.54,-0.578733333327,0.370933333334,0.597733333334,-1.02913333334,-1.05953333333,1.87625438597,1.56633333333,0.612800000001,2.39873333333,7.99853333333
241.92,-0.206799999993,0.393000000002,0.799733333332,-0.427400000001,-0.323933333333,2.57969122807,1.46846666667,1.11693333333,2.7094,8.16279999999
242.29,0.162699999999,0.421000000002,0.714466666666,-0.586866666667,-0.038333333334,2.84327017544,1.1164,1.1228,2.80053333333,7.82786666667
242.67,1.33456666667,1.65493333333,2.15893333333,0.670200000002,1.35826666667,4.2721754386,2.39613333333,2.46733333333,3.4756,8.68899999999
243.05,2.58176666667,2.74813333333,3.1612,2.09973333333,2.59333333333,5.48296666667,3.53413333333,3.471,4.46353333334,9.66719999999
243.42,2.76543333333,2.97186666666,3.19206666667,2.4406,3.05093333333,5.94309122807,3.75713333333,3.5198,4.4578,9.88126666666
243.80,2.3794,2.51966666667,3.19306666667,2.368,2.85626666667,5.94705614035,3.8104,3.24926666667,4.0516,9.74166666668
244.17,2.4994,2.394,3.20873333333,2.38293333333,2.41613333333,5.70157368421,3.519,3.17533333333,3.99013333333,9.90299999999
244.55,1.77033333333,1.3498,2.30706666667,1.36653333333,1.3666,4.64821052632,2.66113333333,2.0138,3.08166666667,8.82980000001
244.92,2.87573333333,2.40206666667,3.40733333333,2.24333333333,2.3862,5.61250175439,3.76186666667,2.672,4.17986666667,9.30160000001
245.30,3.44546666667,2.91193333333,3.89426666667,2.83226666667,3.19633333333,6.19272631579,4.37793333333,3.26593333333,4.66713333333,9.59346666667
245.67,3.60403333333,2.91933333333,3.8214,2.5768,3.21073333333,6.02265438596,4.16826666667,3.0674,4.4784,9.35926666665
246.05,3.93346666666,3.13346666666,3.79453333333,2.59433333333,3.28486666667,6.27464912281,4.1818,3.12486666667,4.37146666667,9.29886666667
246.42,4.1859,3.41373333333,4.08646666667,2.97026666667,3.601,6.54214912281,4.47633333333,3.40226666667,4.55653333333,9.61006666666
246.79,3.56833333334,2.6922,3.37253333333,2.20093333333,2.70653333333,5.58252982456,3.61826666667,2.7172,3.77493333333,8.8462
247.17,2.95553333333,2.31653333334,2.8858,1.63093333333,2.0602,5.06284035088,3.0886,2.41646666667,3.24846666667,8.28426666667
247.54,2.7917,2.19166666667,2.75393333333,1.49373333333,1.78106666667,4.96553859649,2.93073333333,2.46946666667,3.2086,8.0688
247.92,2.41166666667,1.83706666667,2.26186666667,1.09126666667,1.39393333333,4.51548245614,2.47586666667,2.1672,2.89166666667,7.55620000001
248.29,2.34073333333,1.86133333333,2.1056,1.03766666667,1.31826666667,4.34996140351,2.38606666667,2.06633333333,2.79946666667,7.37266666667
248.67,2.19456666667,1.6916,2.12966666667,0.900066666666,1.2566,4.18065614035,2.06006666667,1.94526666667,2.58866666667,7.11066666667
249.04,1.584,1.11726666667,1.59793333333,0.455733333333,0.658666666666,3.51971578947,1.47933333333,1.51373333333,1.9662,6.57300000001
249.42,1.35406666667,1.03733333333,1.51973333333,0.2232,0.495733333333,3.26307192983,1.29653333333,1.5428,1.97266666667,6.41726666666
249.79,1.37073333333,1.05826666667,1.58893333333,0.324733333332,0.328199999999,3.23965789474,1.3968,1.75306666667,2.22806666667,6.32446666666
250.17,1.2572,1.054,1.73553333333,0.203200000001,0.233400000001,3.19423859649,1.55093333333,1.91613333333,2.3528,6.33926666666
250.54,0.606133333332,0.347066666667,1.2616,-0.5226,-0.502133333333,2.57433157895,1.07373333333,1.45346666667,2.00853333333,5.78900000001
250.92,0.754766666667,0.607399999999,1.323,-0.320933333333,-0.217,2.93981578947,1.4488,1.55706666667,2.28153333333,5.95533333334
251.29,1.3785,0.925,1.76346666667,0.091066666666,0.410133333334,3.53191052631,1.94126666667,1.79993333333,2.9574,6.22926666666
251.66,1.56913333333,1.12433333333,1.96673333334,0.508133333334,0.9032,3.94688421053,2.23013333333,1.84433333333,3.28413333333,6.66680000001
252.04,1.82446666667,1.43166666667,2.23666666667,0.616933333334,0.964066666667,4.1513,2.4584,1.90406666667,3.4514,6.98966666667
252.41,1.53733333333,1.20546666667,2.23513333333,0.463533333336,0.902999999999,4.15611754386,2.5084,1.67386666667,3.2602,7.01313333334
252.79,1.875,1.94613333333,2.6472,1.09806666667,1.5048,4.8816631579,3.3038,1.99993333333,3.86273333333,7.60786666667
253.16,1.9902,2.28766666667,2.8388,1.235,1.49073333333,5.13606842105,3.70466666667,2.09093333333,4.2558,8.08373333334
