wavelength,Back_HemCalf,Belly_HemCalf,Breast_HemCalf,Crissum_HemCalf,Crown_HemCalf,DorTail_HemCalf,Patch10_HemCalf,Rump_HemCalf,Throat_HemCalf,WingTip_HemCalf
551.69,10.7889,29.4394,28.4126666667,17.9962666666,5.64426666667,13.1679719298,21.3632,12.0852666667,29.1316,12.5956
552.03,10.8139666667,29.4617333333,28.4709333333,18.0111333333,5.65733333333,13.184522807,21.4384,12.1224,29.2030666667,12.6171333333
552.38,10.8526333333,29.4886666667,28.5155333333,18.0414,5.69066666667,13.2167596491,21.4957333333,12.1762,29.2551333333,12.6602666667
552.72,10.8708333333,29.5349333333,28.5708,18.0488666667,5.69653333333,13.2181701754,21.5542,12.2131333334,29.3286666666,12.6714666667
553.06,10.7958333333,29.5432,28.5612666667,18.0015333333,5.63286666667,13.1724385965,21.5589333333,12.1725333333,29.3528666667,12.6332666667
553.40,10.7498666667,29.5502666667,28.5614666667,17.9779333333,5.59593333333,13.1200385965,21.5779333333,12.1462,29.3845333333,12.6169333333
553.74,10.7674,29.6058,28.5951333333,18.0159333333,5.63313333333,13.1763140351,21.65,12.1702,29.4505333333,12.6472666667
554.09,10.7337,29.5899333333,28.5931333333,18.0025333333,5.61733333333,13.1469315789,21.6774666666,12.1567333333,29.4582666667,12.6281333333
554.43,10.7307666667,29.5982666667,28.6341333333,18.0075333333,5.62926666667,13.1531754386,21.7194666667,12.1668,29.5100666667,12.6346
554.77,10.7260333333,29.6086,28.6324,17.9824,5.62106666667,13.1528912281,21.7671333334,12.162,29.5265333333,12.6413333333
555.11,10.7321333333,29.6579333333,28.7132,18.0174,5.6252,13.1387491228,21.8272666667,12.1862666667,29.5879333333,12.6452
555.45,10.7506,29.6814666667,28.7274,18.0108,5.64286666667,13.1440192982,21.8653333333,12.1937333333,29.6064,12.6460666667
555.80,10.7581333333,29.7098,28.7322666667,18.014,5.65513333334,13.1808350877,21.9224,12.2068,29.6544,12.6723333333
556.14,10.7330333333,29.7403333333,28.7609333333,18.0238666667,5.6174,13.1757929825,21.9502666667,12.1798666667,29.6862666667,12.6303333333
556.48,10.7588333333,29.8086,28.8218,18.0952,5.6366,13.2006315789,22.0346666667,12.231,29.7598,12.661
556.82,10.8321666667,29.8566666667,28.8980666667,18.1634,5.6978,13.2715982456,22.118,12.3147333333,29.8154666667,12.7448
557.16,10.9143333333,29.9305333333,28.9869333333,18.2163333333,5.73306666667,13.3459140351,22.1915333333,12.3746,29.9168,12.7930666667
557.50,10.9230333333,29.926,29.0306,18.2193333333,5.71606666667,13.3453350877,22.2455333333,12.4118666667,29.9709333333,12.7981333333
557.85,10.9487333333,29.9633333333,29.0736666667,18.244,5.719,13.4081701754,22.3235333333,12.4285333333,30.0365333333,12.8290666667
558.19,10.9810333333,30.0015333333,29.1434,18.2848666667,5.744,13.4001964912,22.4122666667,12.4640666667,30.0939333333,12.8400666667
558.53,11.0452333333,30.0496666667,29.2335333333,18.3639333333,5.7838,13.4285947368,22.4923333334,12.5155333333,30.1847333333,12.88
558.87,11.0562666666,30.0488666667,29.2563333333,18.3863333333,5.7868,13.4432491228,22.5299333333,12.5178,30.2121333333,12.8895333333
559.21,11.0585333333,30.0828666667,29.3387333333,18.4198666667,5.78706666667,13.443577193,22.6020666667,12.5603333333,30.2831333333,12.9174666667
559.55,11.0718333333,30.1148,29.4128,18.4582,5.80526666667,13.4458052632,22.6662666667,12.5896666667,30.3279333333,12.9166666667
559.89,11.1090666667,30.1244666667,29.4616,18.4761333334,5.84006666667,13.4556473684,22.7251333333,12.6166666667,30.3772,12.9800666667
560.23,11.1211333333,30.1605333333,29.5214,18.468,5.83486666667,13.4817438597,22.7978,12.6084,30.4487333334,12.9964666667
560.58,11.1136,30.1752,29.5310666667,18.4318666667,5.7988,13.4640614035,22.8474,12.5852666667,30.4722,12.9766666667
560.92,11.0987333333,30.1694,29.5168666667,18.4301333333,5.78913333333,13.4403578948,22.893,12.5840666667,30.4651333333,12.9414
561.26,11.0846666667,30.1900666667,29.5259333333,18.412,5.77266666667,13.4131947368,22.9176666667,12.5670666667,30.4696666667,12.9306
561.60,11.0628666667,30.2136,29.5496,18.3923333333,5.76266666667,13.4001087719,22.9572666667,12.5572,30.4883333333,12.8988666667
561.94,11.0689,30.2322,29.6110666667,18.3994666667,5.77473333333,13.4565263158,23.0247333333,12.5688,30.5476,12.9394666666
562.28,11.0334,30.2568666667,29.6004666667,18.3510666667,5.75006666666,13.4600894737,23.0460666667,12.5403333333,30.5558,12.9426666667
562.62,11.0253,30.2558666667,29.5777333333,18.3061333333,5.743,13.4461438597,23.0708,12.5336,30.5584666667,12.9482666667
562.96,11.0261,30.2559333333,29.5460666667,18.3063333333,5.735,13.4328017544,23.0904,12.5021333333,30.5764,12.9061333333
563.30,10.9964333333,30.253,29.5276,18.2792666667,5.68866666667,13.4147333333,23.1178,12.4836,30.5676666667,12.8915333333
563.64,10.9811666667,30.2775333333,29.556,18.3004,5.67246666667,13.4236807018,23.1815333333,12.4971333333,30.6194,12.8935333333
563.99,11.0016666667,30.2737333333,29.5859333333,18.3232,5.69486666667,13.4362105263,23.2141333334,12.522,30.6313333333,12.9227333334
564.33,11.0328,30.2902,29.6134666667,18.3866666666,5.7564,13.4927894737,23.2762666667,12.5591333333,30.6834666667,12.9613333333
564.67,11.0126666667,30.2846666667,29.6423333333,18.3668666667,5.71286666666,13.485554386,23.3007333333,12.5330666667,30.6849333333,12.9758666667
565.01,11.0465666666,30.2745333333,29.6775333333,18.3832,5.75286666667,13.5333508772,23.3443333333,12.5528,30.7282666667,13.0072666667
565.35,11.0593,30.2970666667,29.7009333333,18.3984,5.76526666667,13.5509859649,23.3865333333,12.5735333333,30.7864666667,13.0172
565.69,11.0485333333,30.3026666667,29.6823333333,18.3913333333,5.74773333333,13.5351473684,23.3982,12.5555333333,30.7942666667,12.9870666667
566.03,11.0780333333,30.3438,29.7186,18.435,5.7708,13.5650596491,23.4787333333,12.6011333333,30.8544666667,13.0004666667
566.37,11.1378,30.4146666667,29.8148666667,18.5182666667,5.81766666667,13.6285719298,23.5718,12.6523333333,30.9468,13.0548666667
566.71,11.1470333333,30.4566,29.891,18.5381333333,5.81686666667,13.6779736842,23.6262,12.6786,30.9921333333,13.1005333333
567.05,11.1962666667,30.5305333333,29.9552666667,18.592,5.86873333333,13.7324175439,23.7066,12.7261333334,31.0896666667,13.1328
567.39,11.1986,30.5435333333,29.9986,18.6074666667,5.87306666667,13.7514491228,23.7677333333,12.7344,31.1437333333,13.1264666667
567.73,11.1922333333,30.5575333333,30.0062,18.6112666667,5.87886666667,13.7640947368,23.8199333333,12.7443333333,31.1664666667,13.1242666667
568.07,11.2299,30.6438,30.0976,18.6272666667,5.8966,13.7908964912,23.9167333333,12.7792,31.2523333333,13.1552666667
568.41,11.2390666667,30.6769333333,30.1382,18.6667333333,5.94973333333,13.820045614,24.0014666667,12.8211333333,31.3264666667,13.1568666667
568.75,11.2722333333,30.7541333333,30.1934666667,18.7336,5.96933333333,13.8542649123,24.0929333334,12.8527333333,31.3937333333,13.1894
569.09,11.2744,30.7562666667,30.208,18.7269333333,5.96486666667,13.8565578947,24.1266,12.8346,31.4200666667,13.2104666667
569.43,11.3182,30.7845333333,30.2283333333,18.8032666667,6.0052,13.9043508772,24.2048666667,12.8870666667,31.4533333334,13.2719333333
569.77,11.3348,30.7666,30.2722,18.8300666667,6.01126666667,13.9028701754,24.2548,12.8908,31.4792,13.3074
570.11,11.3217333333,30.7856,30.2614666667,18.8220666667,6.00473333333,13.8963631579,24.2992666667,12.8960666667,31.5296666667,13.3034666667
570.45,11.3293333333,30.7600666667,30.2648666667,18.8156,6.0346,13.9034964912,24.3398666667,12.8934666667,31.5401333333,13.2992666667
570.79,11.3063666667,30.7440666667,30.2738,18.7909333333,5.98826666667,13.8640877193,24.3356,12.8479333333,31.542,13.3004666667
571.13,11.2859666667,30.7367333333,30.2556,18.7452,5.96913333333,13.837422807,24.3474666667,12.8287333333,31.5402,13.3032666667
571.47,11.3028666667,30.7714666667,30.3178666667,18.7683333333,5.98773333333,13.8494824561,24.4069333333,12.8408,31.6019333333,13.3258
571.81,11.2796333333,30.7599333333,30.3284,18.7832666667,5.95786666666,13.8419298246,24.4281333333,12.8524,31.6336,13.3128
572.15,11.3208333333,30.7966,30.3739333333,18.7994,5.95826666667,13.8702438596,24.4827333333,12.8804,31.6838,13.3483333333
572.49,11.3165,30.8100666667,30.422,18.7952666667,5.9516,13.874777193,24.5379333333,12.8986666667,31.7564666667,13.3554666667
572.83,11.3362666667,30.8383333333,30.4763333333,18.8288,5.9626,13.8963631579,24.5990666667,12.9298666667,31.8012,13.377
573.17,11.3311666667,30.8514666667,30.5034666667,18.7764666666,5.9384,13.888077193,24.6037333333,12.9258,31.8320666667,13.3757333333
573.51,11.3019666667,30.8333333333,30.4821333333,18.7464666666,5.911,13.8659350877,24.6296,12.9057333333,31.837,13.3461333333
573.85,11.2933333333,30.8258666667,30.5273333333,18.7360666667,5.87786666667,13.883022807,24.6481333333,12.8908666667,31.8386,13.3354666667
574.19,11.3226333333,30.9006666667,30.5956,18.7800666667,5.88446666667,13.9079719298,24.7342666667,12.9153333333,31.9266,13.3733333333
574.53,11.3521333333,30.9446666667,30.6541333333,18.8512,5.93566666667,13.957345614,24.8418666667,12.9784666667,31.9848,13.4028666667
574.87,11.3703333333,31.0042666667,30.6960666667,18.9010666667,5.954,14.0041140351,24.9102666667,13.0084,32.0501333333,13.4227333333
575.21,11.3290333333,30.9874666667,30.6820666667,18.8694666667,5.88406666667,13.965422807,24.9212666667,12.9725333333,32.0532666667,13.387
575.55,11.3143666667,30.9856,30.6853333333,18.8524666666,5.8872,13.9582333333,24.9399333333,12.9578666667,32.0744666667,13.3868666667
575.89,11.3386,31.0186,30.7116,18.8770666667,5.92713333333,13.9863666667,24.9870666667,12.9867333333,32.11,13.4077333333
576.22,11.3439333333,31.0528,30.7423333333,18.8903333333,5.93906666667,14.0034842105,25.0267333333,13.0239333333,32.147,13.4326
576.56,11.3622,31.1016,30.7907333333,18.9449333334,5.96133333333,14.0269070176,25.1232666667,13.0851333333,32.2142,13.4742
576.90,11.3614666667,31.1432666667,30.8426666667,19.002,5.96526666667,14.0388982456,25.2223333333,13.1084,32.2932666667,13.4849333333
577.24,11.3746,31.1842666667,30.9070666667,19.0180666667,5.96653333333,14.0652122807,25.2885333333,13.1396666667,32.3724666667,13.5015333333
577.58,11.4087,31.2371333333,30.9676666666,19.0575333333,6.02773333333,14.0925280702,25.3949333333,13.1955333333,32.4726,13.5586666667
577.92,11.3981,31.273,30.9664666667,19.0405333333,6.02166666667,14.0592807018,25.4257333333,13.2116666667,32.4992,13.5781333333
578.26,11.3574666667,31.2515333333,30.9803333333,18.9818,5.9606,14.0042105263,25.4517333333,13.1748,32.5230666667,13.561
578.60,11.3834666667,31.2746666667,31.0338,19.013,5.98126666667,14.013177193,25.5374,13.2137333333,32.584,13.5752
578.94,11.4334333333,31.3432,31.1179333333,19.0851333333,6.05246666667,14.0728192982,25.6198666667,13.2681333333,32.6580666667,13.6363333334
579.28,11.4775666667,31.3987333333,31.1605333333,19.1061333333,6.0926,14.1087210526,25.7100666667,13.3048,32.6932666667,13.6679333333
579.61,11.4590333333,31.3922666667,31.1696666667,19.0989333333,6.06453333333,14.1064789474,25.7474,13.2710666667,32.7436666667,13.7036
579.95,11.4597333333,31.3635333333,31.1520666667,19.0956666667,6.05386666667,14.0970859649,25.7893333333,13.2205333333,32.7079333333,13.7047333333
580.29,11.4615333333,31.3532,31.1639333333,19.0726666667,6.02333333333,14.0651421053,25.7842,13.1767333333,32.7086666667,13.6941333333
580.63,11.5068,31.3976666667,31.2326,19.1038,6.03393333333,14.0899421053,25.8778,13.1780666667,32.7937333334,13.7321333333
580.97,11.4682,31.363,31.2070666667,19.0587333333,6.00733333333,14.0574912281,25.838,13.1267333333,32.7707333333,13.7071333333
581.31,11.4717,31.3513333333,31.1653333333,19.0827333334,5.98226666667,14.0502140351,25.8586,13.1172,32.7595333333,13.6886
581.65,11.4858,31.3833333333,31.2279333333,19.1164,5.96046666667,14.1016403509,25.9256,13.1152,32.8652666667,13.6882666667
581.98,11.5308333333,31.4085333333,31.2330666667,19.1564,5.99453333333,14.1552807018,25.9417333333,13.1418666667,32.9006,13.7041333333
582.32,11.5537666667,31.4219333333,31.2665333333,19.1804666666,6.01433333333,14.1872807018,25.9689333333,13.1797333333,32.9056666667,13.7420666667
582.66,11.5788333333,31.4458,31.2539333333,19.1924666667,6.03386666667,14.2171631579,26.0374,13.1904666667,32.9316666667,13.7420666667
583.00,11.5321333333,31.372,31.2342,19.1722666667,5.9528,14.1638631579,26.0488,13.1502666667,32.9340666667,13.7074
583.34,11.5115,31.3821333333,31.2298666667,19.1558666667,5.92453333333,14.1268912281,26.0852666667,13.1425333333,32.9620666667,13.6398
583.68,11.4738,31.4205333334,31.2468,19.1737333333,5.8888,14.1035912281,26.157,13.1638,33.0352,13.6206666667
584.01,11.4216666667,31.4316666667,31.2197333333,19.1222,5.85466666667,14.0680473684,26.1931333333,13.1295333333,33.0374,13.6016666667
584.35,11.4073666667,31.4460666667,31.227,19.1191333333,5.85166666667,14.0714508772,26.1963333333,13.1498666667,33.0404,13.5852666667
584.69,11.4568333333,31.5584666667,31.3216,19.2164,5.9108,14.1390578947,26.3354666667,13.2175333333,33.145,13.6344
585.03,11.3977666667,31.5106,31.3183333333,19.1552,5.87553333333,14.0889087719,26.3168666667,13.2045333333,33.0998,13.6267333333
585.37,11.3632,31.441,31.2688666667,19.1310666667,5.87053333333,14.0185649123,26.2831333333,13.2054666667,33.0229333333,13.6148666667
585.70,11.3799333333,31.4603333333,31.3176,19.1414,5.86526666667,14.0472070175,26.3844666667,13.2408,33.0602666667,13.6190666667
586.04,11.4330333333,31.473,31.3636,19.1546666667,5.8844,14.082177193,26.4319333333,13.2684,33.1489333333,13.6524
586.38,11.4208666667,31.4731333333,31.3588666667,19.1348,5.86773333333,14.0385614035,26.4698666667,13.297,33.1737333333,13.6646
586.72,11.5236333333,31.6055333333,31.4814666667,19.2483333333,5.92586666667,14.1454929825,26.5956,13.3918666667,33.3175333333,13.7851333333
587.06,11.5622333333,31.6461333333,31.5268,19.2802666667,5.976,14.1894421053,26.6432666667,13.4476666667,33.3271333333,13.8578666667
587.39,11.6142666667,31.6816,31.6233333333,19.3214,6.00293333333,14.2511982456,26.7146666667,13.4796666666,33.3841333333,13.8846
587.73,11.6699666667,31.7303333333,31.6905333333,19.3916666667,6.0528,14.3082368421,26.8185333333,13.5213333334,33.4540666667,13.8987333333
588.07,11.6317,31.6805333333,31.6478666667,19.3472,6.04726666667,14.2855368421,26.8339333333,13.4862,33.4272666667,13.9124
588.41,11.674,31.6849333333,31.6548666667,19.357,6.03826666667,14.3090385965,26.8583333333,13.5035333333,33.4417333333,13.9411333333
588.74,11.7571666667,31.7583333333,31.7502666667,19.4304666667,6.07733333333,14.388045614,26.9772,13.5584666667,33.5487333333,13.9798666667
589.08,11.7805333333,31.8314666667,31.8437333333,19.4841333333,6.0954,14.4533578947,27.0900666667,13.5817333333,33.64,14.0102666667
589.42,11.7747,31.8296666667,31.8413333333,19.5005333333,6.11173333333,14.4416912281,27.1036,13.5935333333,33.6565333333,14.0402
589.76,11.7782666667,31.8986666667,31.8857333333,19.5175333333,6.11513333333,14.4630807018,27.1674666667,13.6138666667,33.6747333333,14.0586
590.09,11.8141333333,31.9470666667,31.9551333333,19.5679333333,6.12913333333,14.5394245614,27.2496,13.6170666667,33.7435333333,14.0906666667
590.43,11.7506333333,31.9004,31.9154666667,19.4944666667,6.09686666667,14.4775105263,27.2349333333,13.5654,33.7038,14.0028666667
590.77,11.7172,31.9132,31.9406,19.484,6.05373333333,14.4568403509,27.2889333333,13.5140666667,33.7168,13.945
591.11,11.7384666667,31.8885333333,31.8832,19.4637333333,6.07206666667,14.4429403509,27.2593333333,13.4984,33.7009333333,13.9467333333
591.44,11.6946666667,31.7639333333,31.8290666667,19.3482666667,6.0222,14.3999403509,27.1906666667,13.441,33.6196,13.9222666667
591.78,11.7004,31.8138666667,31.8686666667,19.3678,5.99133333334,14.4418421053,27.2413333333,13.4456,33.6580666667,13.8923333333
592.12,11.6719333333,31.8253333333,31.8918,19.3642,6.0146,14.4377368421,27.3341333333,13.4574666667,33.6702666667,13.8834666667
592.46,11.7004666667,31.9374666667,31.9962,19.4381333333,6.05086666667,14.4884807017,27.4733333333,13.5059333333,33.7826666667,13.9498666667
592.79,11.6696333333,31.8904,31.9508,19.3700666667,6.02273333333,14.4655087719,27.4646,13.4456,33.7352,13.8844666667
593.13,11.6215333333,31.8994,31.9318,19.2968,5.95566666667,14.4227385965,27.4332666667,13.3860666667,33.6876,13.8248
593.47,11.5563333334,31.8412,31.8981333333,19.2764,5.9364,14.3826245614,27.4656666667,13.3649333333,33.6572666667,13.7973333334
593.80,11.4984666667,31.8138,31.8893333333,19.2378666667,5.8792,14.3571807018,27.4206666667,13.3385333333,33.6492666667,13.7470666667
594.14,11.4934666667,31.8947333333,31.9428666667,19.2904,5.87546666667,14.3874350877,27.5048,13.3504,33.739,13.7835333333
594.48,11.5302333333,31.9075333333,31.9692,19.3346666667,5.91866666667,14.4645701754,27.5920666667,13.4472666667,33.8170666667,13.8608
594.81,11.5345,32.0034666667,32.0255333333,19.3789333333,5.90393333333,14.4991964912,27.7094666666,13.4699333334,33.9058,13.904
595.15,11.6221666667,32.14,32.1336,19.5214666667,5.97393333333,14.5590017544,27.8692666667,13.5909333333,34.0926,13.9805333333
595.49,11.6688,32.2039333333,32.2064,19.5769333333,6.01926666667,14.546631579,27.959,13.6441333333,34.1710666667,14.0320666667
595.82,11.6448666667,32.1985333333,32.2035333333,19.5556,5.98666666667,14.5477894737,27.9375333333,13.6226666667,34.2015333333,14.0317333333
596.16,11.6260666666,32.1572666667,32.1960666667,19.5294666667,5.96606666667,14.5286859649,27.9161333333,13.5900666667,34.2188,14.0179333333
596.50,11.6283333333,32.1922,32.2417333333,19.5664666667,5.9812,14.5575350877,27.9878666667,13.6662666667,34.2867333333,14.0711333333
596.83,11.6571,32.1937333333,32.2616666667,19.5569333333,5.99893333333,14.5728807017,28.0604,13.6747333333,34.3431333333,14.0980666667
597.17,11.6443333333,32.197,32.2651333333,19.5254,5.94206666667,14.5302280702,28.072,13.6270666667,34.3649333333,14.0685333333
597.51,11.6179666667,32.1722,32.2536,19.4934,5.9146,14.500954386,28.0897333333,13.6356666667,34.3454666667,14.0828
597.84,11.572,32.1062,32.1864,19.4348,5.88866666667,14.4378035088,28.0516666667,13.608,34.2685333333,14.0196
598.18,11.5369,32.1007333333,32.1960666667,19.4332666667,5.85266666667,14.4019070175,28.0473333333,13.5625333333,34.2485333333,13.9623333333
598.52,11.5616666667,32.0862,32.2191333333,19.4402,5.8788,14.4383,28.0747333333,13.5849333333,34.2568666667,13.9667333333
598.85,11.4986666667,32.0314666667,32.17,19.4042,5.83933333333,14.4293192983,28.039,13.5437333333,34.1661333333,13.9080666667
599.19,11.4925666667,32.0274,32.1619333333,19.3852666667,5.8592,14.463931579,28.0794,13.5493333333,34.1436,13.9010666666
599.53,11.527,32.019,32.1871333333,19.4192,5.8962,14.4739087719,28.1182,13.5712666667,34.1586666667,13.9202666667
599.86,11.5123666667,32.0589333333,32.1841333334,19.4117333333,5.8854,14.4619912281,28.1662666667,13.5587333333,34.1711333333,13.9136666667
600.20,11.5297,32.0303333333,32.2034666667,19.4041333333,5.8598,14.4645350877,28.1944,13.5346666667,34.1554666667,13.9199333333
600.53,11.6083333333,32.1295333333,32.2964,19.5380666667,5.93193333333,14.5746631579,28.3425333333,13.6578666667,34.2824666667,14.0279333333
600.87,11.6658,32.1552,32.3248666667,19.5797333333,5.9922,14.6345052632,28.4189333333,13.7267333333,34.3449333333,14.0576
601.21,11.7206333333,32.2370666667,32.3757333334,19.6356,6.0366,14.6772438597,28.5748,13.7398,34.4421333333,14.1032666667
601.54,11.7666333333,32.3016,32.4856666667,19.6815333333,6.03673333333,14.7411666667,28.7146666667,13.757,34.5828,14.1555333333
601.88,11.7827333333,32.3656,32.5334,19.7012,6.02786666667,14.7455596491,28.8022666667,13.7778,34.6723333333,14.1996
602.21,11.6911666667,32.3657333333,32.5122666667,19.6194666667,5.93593333333,14.6676017544,28.8062,13.7239333333,34.6649333333,14.1542666666
602.55,11.7018333333,32.4248666667,32.5622666667,19.6047333333,5.91946666667,14.6583157895,28.8751333333,13.7194666667,34.7085333333,14.202
602.88,11.7014666666,32.3810666667,32.5455333333,19.6216666666,5.90833333333,14.656145614,28.8566666667,13.7233333333,34.7624,14.2324
603.22,11.7382333333,32.4476,32.5921333333,19.6244666667,5.92466666667,14.6822157895,28.9550666667,13.7664,34.8137333333,14.2593333333
603.56,11.7880333333,32.4562666667,32.6168,19.6470666667,5.9654,14.7194070175,29.0208666667,13.8335333333,34.8412,14.3076666667
603.89,11.8487,32.5626,32.698,19.7298666667,6.03446666667,14.757045614,29.1437333333,13.9166666667,34.9842666666,14.3810666667
604.23,11.7805666667,32.5392,32.6720666667,19.7054666667,5.983,14.718877193,29.1363333333,13.8694666667,34.9477333333,14.3108666667
604.56,11.7708333333,32.5437333333,32.6974666667,19.7124666667,5.98633333333,14.7263736842,29.1572666667,13.8499333333,34.9652666667,14.3346
604.90,11.7840333333,32.4992,32.6998,19.7143333333,6.0032,14.7272333333,29.1376,13.8558,34.97,14.3156
605.23,11.7987333333,32.4664,32.6571333333,19.7242,6.03,14.7419087719,29.1099333333,13.8755333333,34.9383333333,14.3404
605.57,11.8098333333,32.4738666667,32.6703333333,19.7053333333,6.03553333334,14.7451140351,29.1159333333,13.8762666667,34.9345333334,14.3330666667
605.90,11.8574,32.4782666667,32.7216666667,19.756,6.10106666667,14.7872894737,29.1966,13.9424666667,34.9898666667,14.3935333333
606.24,11.9153666667,32.5172666667,32.7862666667,19.8286,6.1814,14.8703438597,29.2764666667,14.0126666667,35.081,14.4416
606.58,11.9584333333,32.6464666667,32.9166666667,19.8965333334,6.19546666667,14.9341368421,29.428,14.0604666667,35.1763333333,14.4984
606.91,12.0129333333,32.6923333333,32.9854,19.9647333333,6.25446666667,14.9976929825,29.5424666667,14.1077333333,35.2344666667,14.5683333333
607.25,11.9991333333,32.6909333333,32.9936,19.9637333333,6.227,15.0093578947,29.5717333333,14.0568,35.2531333333,14.5505333333
607.58,12.0065,32.7087333333,32.9734666667,19.9428,6.21626666667,15.0241614035,29.5980666666,14.0350666667,35.2423333333,14.5164
607.92,12.0701666667,32.723,33.0504666667,19.9621333333,6.2744,15.0770701754,29.6894666667,14.0711333333,35.3298,14.5963333333
608.25,12.1357666667,32.8482,33.1450666667,20.0373333333,6.2896,15.1601596491,29.8210666667,14.1364,35.4448666667,14.6514666667
608.59,12.1521333333,32.8973333333,33.1852,20.0689333333,6.28433333333,15.1770140351,29.8928666667,14.156,35.4850666667,14.6820666667
608.92,12.1544666667,32.8961333333,33.2058,20.0300666667,6.28033333333,15.1746929825,29.9326,14.1598666667,35.4956,14.6431333333
609.26,12.1725666667,32.8508,33.1996,20.0185333333,6.271,15.1744929825,29.9596666667,14.1346666667,35.5160666666,14.6662
609.59,12.2421333333,32.882,33.214,20.0210666667,6.2992,15.1931701754,29.9950666666,14.1420666667,35.5496666667,14.6813333333
609.93,12.2409666667,32.8792,33.2039333334,19.9770666667,6.27493333333,15.1710350877,30.0227333333,14.1383333334,35.5663333333,14.6749333333
610.26,12.2361333333,32.8120666667,33.1526666666,19.9068,6.26833333333,15.1282298246,29.999,14.1086666667,35.5152666667,14.6408666667
610.60,12.1277666667,32.6792666667,33.0476666667,19.8138666666,6.16366666667,15.0428280702,29.8826666666,14.0319333333,35.4409333333,14.527
610.93,12.1013333333,32.6766,33.0530666667,19.7859333333,6.13033333333,15.0045035088,29.8909333333,14.02,35.4562666666,14.4975333333
611.27,12.0668,32.5707333333,32.996,19.78,6.10126666667,14.9468719298,29.8782,13.969,35.4310666667,14.4668666667
611.60,12.0533333333,32.6019333333,32.9897333333,19.7760666667,6.0742,14.9228456141,29.891,13.9768,35.4491333333,14.4610666667
611.93,12.0079333333,32.5281333333,32.9242,19.7032,6.03953333333,14.8472859649,29.8369333333,13.9326,35.3917333333,14.3998666666
612.27,11.9772666667,32.5627333333,32.9621333333,19.6809333333,6.04466666667,14.8527754386,29.8651333333,13.9226666667,35.4186,14.4060666667
612.60,11.9940666667,32.6356,33.0577333333,19.7275333333,6.059,14.8636385965,30.0075333333,13.9256666667,35.5342666667,14.4774666667
612.94,12.0134666667,32.7129333333,33.0826666667,19.7617333333,6.10493333333,14.8803561403,30.0948666667,13.9940666667,35.6134,14.4866666667
613.27,11.9394666667,32.7382,33.0942666667,19.7816666667,6.06126666667,14.843654386,30.132,13.9870666667,35.6136,14.4624666667
613.61,11.9488666667,32.805,33.1092,19.8610666667,6.07166666667,14.8588631579,30.2334,14.0129333333,35.6784666667,14.489
613.94,11.9870333333,32.8864666667,33.2088,19.9646,6.11686666667,14.9316491228,30.3560666667,14.0838666667,35.7820666667,14.5666666667
614.28,12.0680666667,33.0491333333,33.3420666667,20.0302,6.15953333333,14.991354386,30.4904666667,14.1546666667,35.9260666667,14.6524
614.61,12.0343666667,33.0680666667,33.3513333333,20.0505333333,6.16526666667,14.954577193,30.5362,14.1709333333,35.9358666667,14.6337333333
614.94,12.0372666667,33.1202666667,33.4162,20.049,6.17553333333,15.0197561404,30.583,14.2434666667,35.9704666667,14.6655333333
615.28,12.0548666667,33.1062,33.4247333333,20.0543333333,6.19746666667,15.0245315789,30.6238666667,14.238,35.9968,14.6784666667
615.61,12.0884333333,33.1465333333,33.4658,20.0836666667,6.23873333333,15.0580807017,30.7468666667,14.2716666667,36.071,14.7525333333
615.95,12.0874,33.0926,33.3781333333,20.0734,6.22173333333,15.0212894737,30.7856,14.2735333333,36.08,14.7249333333
616.28,12.0795666667,33.1191333333,33.382,20.1032666667,6.20586666667,15.0523982456,30.799,14.317,36.0646666667,14.7357333333
616.61,12.0154666667,33.0592666667,33.3537333333,20.0685333334,6.13426666667,15.004754386,30.7850666667,14.2477333333,36.0040666667,14.7056666667
616.95,11.9688666667,33.0003333333,33.3692666667,20.0148666667,6.06246666667,14.9765736842,30.769,14.1984,36.0359333333,14.6593333333
617.28,11.9811666667,32.9954666667,33.4176666667,20.0026,6.0546,15.0109877193,30.7803333333,14.1853333333,36.0448666667,14.6802666667
617.62,11.9658333333,32.9619333333,33.4326,19.9722666667,6.03806666667,15.0016385965,30.8006666667,14.1629333333,36.09,14.6218
617.95,11.9436333333,32.9041333333,33.3962,19.9580666667,5.9932,14.9746035088,30.837,14.1477333333,36.0448,14.6234666667
618.28,12.0210333333,32.9408666667,33.4312666667,19.9898,6.04333333333,15.0608403509,30.9,14.1954,36.0942,14.7340666667
618.62,12.0447,33.0151333333,33.4705333333,20.0011333333,6.04753333333,15.0867894737,30.9923333333,14.2083333333,36.1404666667,14.7588666667
618.95,12.0770333333,33.0932666667,33.5583333334,20.0319333334,6.06833333333,15.1393,31.0890666667,14.2656666667,36.2196666667,14.7520666667
619.28,12.0264666667,33.0941333333,33.6003333333,20.001,6.03873333333,15.124222807,31.1044666667,14.2456,36.2199333333,14.6994
619.62,12.0513333333,33.1476666667,33.652,20.0128666667,6.0642,15.1462105263,31.1708666667,14.2974666667,36.2658666667,14.7385333333
619.95,12.0674333333,33.1644,33.6556666667,20.0190666667,6.0924,15.1341684211,31.2358,14.3076,36.2766666667,14.7661333333
620.28,12.1419333333,33.3428666667,33.8134666667,20.1234,6.1862,15.2828526316,31.4044666667,14.4482666667,36.3908,14.8620666667
