wavelength,Back_SalStrm,Belly_SalStrm,Breast_SalStrm,Crissum_SalStrm,Crown_SalStrm,DorTail_SalStrm,Patch10_SalStrm,Rump_SalStrm,Throat_SalStrm,WingTip_SalStrm
345.62,7.25355555556,27.2364,20.2613333333,18.4599333333,8.1358,8.84753333333,7.40206666667,7.99660000001,22.9741333333,8.6006
345.99,7.25858888889,27.3555333333,20.3387333333,18.568,8.176,8.893,7.49666666667,8.02979999999,23.1336666667,8.63846666667
346.35,7.1441,27.3840666667,20.244,18.4964666667,8.07600000001,8.83113333333,7.4274,7.92046666667,23.0996666667,8.5294
346.72,6.95623333333,27.3424,20.1635333333,18.3356666667,7.93413333334,8.71486666667,7.24313333333,7.77613333334,23.0932666667,8.417
347.08,6.90441111111,27.4148,20.169,18.2941333333,7.87339999999,8.67473333333,7.22686666667,7.77080000001,23.1586666666,8.33493333333
347.45,6.96784444445,27.4837333333,20.2626666667,18.3228,7.83713333333,8.701,7.25713333333,7.78000000001,23.1866,8.3428
347.81,6.99826666667,27.5564,20.3514,18.3761333333,7.91260000001,8.71913333333,7.3062,7.79120000001,23.2507333333,8.31353333333
348.18,7.02746666667,27.7327333333,20.4764666667,18.5044,7.9878,8.7114,7.354,7.80066666667,23.3103333333,8.3606
348.54,6.882,27.7307333333,20.4618,18.3760666667,7.84806666666,8.53586666667,7.23133333333,7.66526666667,23.2630666667,8.16826666667
348.91,6.66181111111,27.7180666667,20.3440666667,18.2615333333,7.67846666667,8.28566666667,6.97993333334,7.41253333334,23.1906666667,7.91933333333
349.27,6.54204444444,27.772,20.3796666667,18.2868666667,7.59513333333,8.14693333333,6.85206666667,7.32846666667,23.2308,7.86786666667
349.64,6.55513333334,27.8829333333,20.4738,18.307,7.56893333334,8.1506,6.86026666667,7.33413333333,23.3348,7.87333333333
350.00,6.62442222222,27.9839333333,20.575,18.3778666667,7.62300000001,8.2016,6.84873333333,7.42186666667,23.4157333333,7.9448
350.37,6.74484444444,28.0293333333,20.7382666667,18.4749333333,7.74126666666,8.22686666667,6.94506666667,7.58840000001,23.4805333333,8.03293333333
350.73,6.97044444445,28.2900666667,20.9932,18.7375333333,7.95933333333,8.3666,7.16366666666,7.80913333333,23.7457333333,8.23526666667
351.10,6.98265555555,28.3167333333,20.9729333333,18.8378666667,7.93833333334,8.33086666667,7.19386666667,7.80160000001,23.7271333333,8.26906666667
351.46,7.0544,28.5384,21.0991333333,19.0236,8.09333333333,8.3958,7.3124,7.89786666667,23.9342666667,8.37366666667
351.83,7.10211111111,28.5929333333,21.1572,19.0640666667,8.12633333333,8.40206666667,7.3712,7.93633333333,24.0384666667,8.40213333333
352.19,7.09512222222,28.5829333333,21.2147333333,18.9961333333,8.04953333334,8.41126666667,7.35633333333,7.92153333333,24.0416,8.39293333333
352.55,7.21022222222,28.7462666667,21.3048,19.1228666667,8.16946666666,8.52206666667,7.4588,8.03926666667,24.1811333333,8.5222
352.92,7.3464,28.833,21.4322666667,19.2506,8.24606666667,8.65766666667,7.59153333333,8.1858,24.2988666667,8.7014
353.28,7.32992222222,28.8735333333,21.4429333333,19.2095333333,8.15193333334,8.644,7.58146666667,8.17240000001,24.3350666667,8.69786666667
353.65,7.24635555555,28.9722,21.4789333333,19.2154,8.08626666667,8.60926666667,7.52993333333,8.08626666667,24.3802666667,8.6444
354.01,7.19295555556,29.0318666667,21.4627333333,19.1889333333,8.01746666667,8.516,7.488,8.00533333333,24.3584,8.61
354.38,7.22153333333,29.1973333334,21.5158666667,19.2982666667,8.01080000001,8.51766666667,7.463,7.97346666667,24.512,8.60453333333
354.74,7.16253333333,29.262,21.4883333333,19.2475333333,7.90406666666,8.44766666667,7.36073333333,7.86653333333,24.4199333333,8.52453333333
355.11,7.11335555556,29.2960666667,21.5283333333,19.1826,7.87533333334,8.404,7.2906,7.82426666667,24.4152,8.47886666667
355.47,6.95027777778,29.1931333333,21.4616,19.0566,7.70426666667,8.24806666667,7.10186666667,7.65126666666,24.3291333333,8.34626666667
355.83,6.88625555555,29.2409333333,21.4276666667,19.0418,7.67146666667,8.21153333333,7.03833333333,7.6314,24.3168,8.32046666667
356.20,6.80267777778,29.3064666667,21.3671333333,19.0456666667,7.63873333333,8.0924,6.9572,7.57613333333,24.3367333333,8.20753333333
356.56,6.82134444444,29.4113333333,21.4779333333,19.1084666667,7.65553333333,8.10366666667,6.96253333333,7.61746666666,24.4294666666,8.22146666667
356.93,6.8103,29.4884666667,21.5322,19.1471333333,7.605,8.09893333333,6.92866666667,7.56906666668,24.4837333333,8.153
357.29,6.89613333333,29.6504,21.6448666667,19.255,7.73293333333,8.1604,7.00893333333,7.67026666666,24.5974666667,8.21213333333
357.66,6.8776,29.6926666667,21.652,19.2563333333,7.71093333333,8.13733333334,6.9746,7.66286666667,24.6350666666,8.15713333333
358.02,6.8105,29.7641333333,21.7282,19.3478666667,7.70013333333,8.1496,6.9706,7.65886666666,24.7134666666,8.13066666667
358.38,6.76072222222,29.8502,21.7815333333,19.3966666667,7.68546666667,8.1422,6.972,7.62900000001,24.7891333333,8.1336
358.75,6.786,29.8797333333,21.8758,19.4651333333,7.72086666666,8.1758,6.9918,7.65433333333,24.9032,8.15406666667
359.11,6.86281111111,30.0690666667,22.0244666667,19.6435333333,7.79333333333,8.22593333333,7.03073333333,7.69833333333,25.0627333333,8.204
359.48,7.03558888889,30.361,22.2177333333,19.8398,7.94073333333,8.33686666667,7.21706666667,7.87133333334,25.2348666667,8.33013333333
359.84,7.15551111111,30.5482,22.4196,20.0104,8.04953333334,8.42,7.3532,7.98766666667,25.3975333333,8.44273333334
360.20,7.24147777778,30.6804,22.5627333333,20.1521333334,8.11833333333,8.49846666666,7.42146666667,8.05853333333,25.5496,8.51546666667
360.57,7.36367777778,30.8074666667,22.7100666667,20.2729333333,8.20993333334,8.5902,7.5024,8.1568,25.6811333333,8.5816
360.93,7.47025555556,30.9680666667,22.8483333333,20.3982666667,8.31833333334,8.6528,7.61233333333,8.27353333333,25.8652666666,8.6838
361.29,7.4936,31.0938,22.9322666667,20.4777333333,8.352,8.66513333333,7.62486666667,8.29066666666,25.9788666667,8.67793333333
361.66,7.48478888889,31.1531333333,22.9686,20.5058,8.35559999999,8.62913333333,7.63033333333,8.29059999999,26.0398,8.69813333333
362.02,7.55854444444,31.2474666667,23.0074,20.544,8.37766666666,8.62673333333,7.64626666667,8.33106666666,26.1134666666,8.73253333333
362.39,7.65452222222,31.3167333333,23.0824666667,20.6006,8.44606666667,8.66566666667,7.67806666667,8.38473333334,26.1724666667,8.766
362.75,7.65986666667,31.4368,23.1098,20.6427333333,8.44433333334,8.6534,7.68706666667,8.40146666666,26.2286,8.7526
363.11,7.71497777778,31.5212666667,23.2097333333,20.7324666667,8.48333333333,8.71013333333,7.7452,8.48006666667,26.3440666667,8.815
363.48,7.69808888889,31.5132666667,23.2291333333,20.7257333333,8.5016,8.7332,7.72526666666,8.50553333333,26.388,8.8216
363.84,7.60581111111,31.5071333333,23.1579333333,20.6586,8.37900000001,8.6296,7.58573333333,8.3908,26.3622,8.696
364.20,7.57502222222,31.5243333333,23.1147333333,20.5789333333,8.3316,8.58786666667,7.5056,8.33853333334,26.347,8.65393333333
364.57,7.47424444445,31.5546666667,23.0976666667,20.5547333333,8.25273333334,8.52266666667,7.4374,8.24839999999,26.3375333333,8.6424
364.93,7.39884444445,31.6244666667,23.0722666667,20.5671333333,8.20519999999,8.47666666667,7.3472,8.17553333333,26.3484666667,8.57813333333
365.29,7.34595555555,31.5947333333,23.0071333333,20.5389333333,8.12126666667,8.42473333334,7.25266666667,8.11880000001,26.3369333333,8.51993333333
365.66,7.38814444444,31.6984,23.0939333333,20.6428,8.16793333333,8.47373333333,7.27873333333,8.18239999999,26.4155333333,8.55773333333
366.02,7.39411111111,31.7670666667,23.1652,20.6648,8.20000000001,8.4778,7.28673333333,8.17906666667,26.4481333333,8.53986666667
366.38,7.22837777778,31.6325333333,23.0098,20.5299333333,8.04033333333,8.3444,7.1624,8.04539999999,26.3372,8.3978
366.75,7.22147777778,31.7077333333,23.0697333333,20.6216,8.07306666666,8.37366666667,7.19793333334,8.09286666667,26.4558666667,8.4548
367.11,7.14813333333,31.7288666667,22.9949333333,20.5779333333,8.03793333333,8.31346666667,7.15886666667,8.06546666667,26.4620666667,8.39953333333
367.47,7.1597,31.8521333333,23.0837333333,20.6832666666,8.05806666667,8.29786666667,7.17433333333,8.06520000001,26.5563333333,8.41393333333
367.84,7.21248888889,31.9793333333,23.1844,20.8018,8.11386666667,8.37613333333,7.2324,8.16406666666,26.6896,8.48293333333
368.20,7.21772222222,32.0616,23.2711333333,20.8736,8.10846666667,8.36833333333,7.26133333333,8.19873333333,26.7665333333,8.48026666667
368.56,7.23581111111,32.1624666667,23.2715333333,20.9346666667,8.1042,8.3754,7.27053333333,8.23666666666,26.888,8.45686666667
368.93,7.20732222222,32.1016666666,23.283,20.8976,8.0368,8.28213333333,7.2218,8.22540000001,26.8598,8.39873333333
369.29,7.26228888889,32.2614,23.406,20.9981333333,8.07666666667,8.3334,7.25646666667,8.27506666667,26.9825333333,8.46433333333
369.65,7.24575555556,32.392,23.4439333333,21.0294666667,8.08033333334,8.34233333333,7.231,8.2636,27.0557333333,8.44366666667
370.01,7.20757777778,32.4900666667,23.5200666667,21.0729333333,8.062,8.3342,7.22,8.2712,27.1976666667,8.439
370.38,7.30797777778,32.7282666667,23.6863333333,21.2324666667,8.17486666666,8.43086666667,7.3268,8.40013333333,27.3721333333,8.5332
370.74,7.32807777778,32.8063333333,23.7158,21.2653333333,8.1594,8.40233333333,7.30126666667,8.40653333334,27.4152666667,8.50053333333
371.10,7.40452222222,32.9551333333,23.833,21.3534666667,8.21746666667,8.45846666667,7.35526666667,8.45600000001,27.5091333333,8.5498
371.46,7.45304444444,33.0605333333,23.878,21.3666666667,8.20399999999,8.50226666666,7.36413333333,8.49233333334,27.6184,8.5646
371.83,7.45915555555,33.1218666667,23.8972,21.4424666667,8.20079999999,8.48226666667,7.352,8.45333333333,27.6924,8.5608
372.19,7.52078888889,33.237,23.9638666667,21.5360666666,8.27766666666,8.56,7.42866666667,8.54346666666,27.7736,8.65013333333
372.55,7.53652222222,33.3272,24.0334,21.5857333333,8.31266666666,8.54833333333,7.40386666667,8.54279999999,27.8227333333,8.6522
372.92,7.60915555556,33.5338,24.1221333333,21.7272,8.38973333333,8.65506666667,7.48586666667,8.59873333333,27.9528666667,8.75073333333
373.28,7.60068888889,33.55,24.1498666667,21.7513333333,8.40600000001,8.63306666667,7.5058,8.5936,27.9724666667,8.72946666667
373.64,7.62731111111,33.6073333333,24.1549333333,21.7616,8.38366666667,8.62766666667,7.49566666667,8.58606666667,28.0176666667,8.7168
374.00,7.662,33.6175333333,24.1584,21.8007333333,8.40206666667,8.65046666667,7.4922,8.59726666667,28.0503333333,8.72166666667
374.37,7.63594444444,33.7067333333,24.2058666667,21.8630666667,8.38853333333,8.6134,7.44326666667,8.57933333333,28.1564,8.7392
374.73,7.64701111111,33.7428666667,24.2460666666,21.9130666667,8.41866666667,8.65653333333,7.4616,8.58073333334,28.1444,8.75713333333
375.09,7.62836666667,33.8238666667,24.3254,21.9724,8.39446666666,8.6502,7.40313333333,8.54233333333,28.2361333333,8.74526666667
375.45,7.5985,33.9223333333,24.3574,22.0582,8.38313333333,8.6254,7.37246666667,8.54620000001,28.2794,8.75233333333
375.81,7.55301111111,33.9843333333,24.3872666667,22.0444,8.38633333333,8.607,7.34453333333,8.54700000001,28.3354666667,8.76693333333
376.18,7.53048888889,34.0442666666,24.4155333333,22.0614666667,8.3584,8.54786666667,7.27866666667,8.49599999999,28.395,8.74086666667
376.54,7.52181111111,34.0896,24.4246,22.0856666666,8.35053333333,8.54646666667,7.25753333333,8.50779999999,28.4162666667,8.72446666667
376.90,7.47555555556,34.1531333333,24.4709333333,22.1285333333,8.32786666666,8.51093333333,7.17346666667,8.48186666666,28.4893333333,8.69246666667
377.26,7.51123333333,34.3044666667,24.5361333333,22.2082,8.35013333333,8.54753333333,7.1628,8.51319999999,28.6210666666,8.73013333333
377.63,7.49218888889,34.3349333333,24.5995333333,22.2617333333,8.38359999999,8.52066666667,7.15293333333,8.51653333333,28.6624666667,8.72546666667
377.99,7.4913,34.4738666667,24.6506666667,22.2932,8.39933333333,8.52506666667,7.14826666667,8.52593333334,28.7234666667,8.70766666667
378.35,7.55758888889,34.6622,24.786,22.4398666667,8.46386666667,8.60626666667,7.22533333333,8.60866666667,28.8634666667,8.732
378.71,7.51756666667,34.7879333334,24.8443333333,22.5053333334,8.45626666667,8.5834,7.19786666667,8.60260000001,29.0076,8.71133333333
379.07,7.45826666667,34.7768,24.8156,22.5159333333,8.42126666667,8.5284,7.14786666667,8.58786666666,28.9798,8.6888
379.44,7.47528888889,34.8960666666,24.8798,22.5765333334,8.47593333333,8.55286666667,7.15606666667,8.6108,29.086,8.72413333333
379.80,7.53603333333,35.0275333333,24.9450666667,22.6364666667,8.51353333334,8.58633333333,7.1902,8.67033333334,29.1907333334,8.7424
380.16,7.50443333334,35.0835333333,24.9522666667,22.7099333333,8.47166666667,8.56826666667,7.161,8.64380000001,29.2336666667,8.71246666667
380.52,7.52142222222,35.1829333333,25.0263333333,22.7782,8.46166666666,8.58333333333,7.1546,8.65686666667,29.3703333333,8.71153333333
380.88,7.61138888889,35.3648666667,25.1352666667,22.8931333333,8.55060000001,8.66646666667,7.23413333333,8.73100000001,29.5564,8.75766666667
381.24,7.6191,35.4331333333,25.1868666667,22.9496666667,8.54600000001,8.68206666667,7.26133333333,8.78900000001,29.6044666667,8.75966666667
381.61,7.67745555556,35.5766666666,25.245,23.0537333333,8.58753333333,8.753,7.30553333333,8.85886666667,29.7154666667,8.83546666667
381.97,7.70665555556,35.6192,25.275,23.1098,8.55806666667,8.7478,7.29193333333,8.87646666666,29.7804,8.8726
382.33,7.65993333333,35.6671333333,25.2723333333,23.1102666667,8.51266666667,8.69653333334,7.22393333333,8.841,29.8598,8.83253333333
382.69,7.66027777778,35.7122666667,25.2816,23.1112666667,8.51093333333,8.66006666667,7.17866666667,8.83793333333,29.8939333333,8.838
383.05,7.71362222222,35.9468,25.3819333333,23.2113333333,8.56060000001,8.69713333334,7.23186666667,8.88920000001,30.0470666667,8.86293333333
383.41,7.72404444445,36.0436,25.4686,23.2801333333,8.55773333333,8.7056,7.24173333333,8.88546666666,30.1229333333,8.82413333333
383.77,7.7118,36.0959333334,25.5003333333,23.3443333333,8.57586666666,8.6898,7.25926666667,8.86826666667,30.1677333333,8.82726666667
384.14,7.80274444445,36.3006666667,25.6498666667,23.4786666667,8.69039999999,8.79206666667,7.33926666667,8.97546666667,30.3562,8.88960000001
384.50,7.85707777778,36.4240666667,25.7214666667,23.5586666667,8.74186666667,8.81053333333,7.37113333333,9.00346666666,30.4288666667,8.9072
384.86,7.77204444445,36.4225333334,25.6881333333,23.5448,8.68300000001,8.72186666667,7.30306666667,8.94413333333,30.4046,8.84073333333
385.22,7.73667777778,36.5570666667,25.7229333333,23.6101333333,8.69206666667,8.67073333333,7.2466,8.90793333333,30.4882666667,8.84193333333
385.58,7.6714,36.5982666667,25.7327333333,23.6228,8.62213333333,8.6114,7.1658,8.83726666667,30.5250666667,8.76753333333
385.94,7.64445555555,36.6989333333,25.7796666667,23.693,8.61480000001,8.59446666667,7.14386666667,8.8038,30.6068,8.74666666667
386.30,7.69106666667,36.7734666667,25.8274,23.7437333334,8.6492,8.63566666667,7.15713333333,8.80873333334,30.6195333333,8.79306666667
386.66,7.77118888889,36.9374666667,25.9442666667,23.8443333333,8.72593333334,8.72713333333,7.23406666667,8.8768,30.7592666667,8.8768
387.03,7.72972222222,36.9335333333,25.9418,23.8464,8.677,8.7062,7.16613333333,8.84859999999,30.7675333334,8.87093333333
387.39,7.72524444444,36.9364,25.9082666667,23.8794,8.64713333333,8.67933333333,7.1212,8.8422,30.7710666667,8.8694
387.75,7.77404444444,37.0827333333,26.0222666666,23.9845333333,8.69539999999,8.73446666667,7.131,8.90573333334,30.9009333333,8.91626666667
388.11,7.73677777778,37.1603333333,26.0448666667,24.0084666667,8.65526666667,8.68453333333,7.08506666667,8.88760000001,30.9672,8.91586666667
388.47,7.66468888889,37.2572,26.0624,24.0451333333,8.61,8.65633333333,7.0278,8.86086666666,31.029,8.9094
388.83,7.69041111111,37.3722666667,26.1485333333,24.1396666667,8.63746666667,8.69413333333,7.0366,8.91566666667,31.1541333334,8.95333333333
389.19,7.73677777778,37.3977333333,26.1927333333,24.1889333333,8.64153333333,8.70826666667,7.0624,8.93833333333,31.2122666667,8.9706
389.55,7.74507777778,37.4845333333,26.2266666667,24.2527333333,8.63093333333,8.7162,7.05853333333,8.95366666667,31.3091333333,8.9722
389.91,7.74924444444,37.6057333333,26.276,24.3319333333,8.64406666667,8.75046666667,7.07073333333,8.96346666666,31.4101333333,8.99000000001
390.27,7.74434444445,37.7354,26.3316,24.4259333333,8.65673333334,8.76366666667,7.07293333333,9.00953333333,31.5442,9.01993333333
390.63,7.71957777778,37.7696,26.335,24.4754,8.61746666667,8.7306,7.03066666667,8.98606666667,31.5868,8.96666666667
391.00,7.7973,37.9171333333,26.4272666667,24.6251333333,8.67686666667,8.78926666667,7.0912,9.06293333333,31.7523333333,9.0206
391.36,7.77752222222,37.9742666667,26.453,24.6442666667,8.66886666666,8.7664,7.07226666667,9.06313333333,31.8341333333,9.02246666667
391.72,7.74952222222,38.0225333333,26.4692,24.6928,8.63806666666,8.75173333333,7.03953333333,9.049,31.8606,9.0046
392.08,7.77817777778,38.0816666667,26.4858666666,24.7824,8.65213333333,8.76753333333,7.04173333333,9.07953333333,31.8927333333,9.038
392.44,7.79386666667,38.1534666667,26.4838666667,24.8553333333,8.65826666666,8.75946666667,7.0306,9.09326666666,31.9601333333,9.05153333334
392.80,7.80237777778,38.2144666667,26.4856,24.8786,8.6516,8.71946666667,7.0112,9.06833333334,31.9895333333,9.03993333333
393.16,7.7937,38.2983333333,26.5147333333,24.9444666667,8.65493333334,8.7514,6.9954,9.08233333333,32.0574666667,9.04106666667
393.52,7.8201,38.3968666667,26.5769333333,25.0051333333,8.66080000001,8.77173333333,7.01573333333,9.11500000001,32.1484,9.06673333333
393.88,7.80187777778,38.4488,26.5764,25.05,8.6248,8.74353333334,6.99193333333,9.12206666668,32.2038,9.04846666666
394.24,7.80826666667,38.5056,26.5942666667,25.1166666667,8.61279999999,8.71666666667,6.98353333333,9.11879999999,32.2796666667,9.03053333333
394.60,7.80875555555,38.5748,26.5709333333,25.1830666667,8.59919999999,8.73606666667,6.976,9.1342,32.3473333333,9.05
394.96,7.76711111111,38.6304,26.5378666667,25.1888,8.58626666666,8.70933333333,6.94893333333,9.11286666667,32.3894,8.98519999999
395.32,7.7356,38.7259333333,26.524,25.2483333333,8.57246666667,8.69633333333,6.92613333333,9.09759999999,32.4723333333,8.95353333333
395.68,7.73777777778,38.8365333333,26.5608,25.2825333333,8.53973333333,8.6846,6.90426666667,9.09153333333,32.6116666667,8.932
396.04,7.6759,38.8832,26.5549333333,25.2804,8.48186666667,8.654,6.82726666667,9.02113333333,32.681,8.86586666666
396.40,7.6552,38.9229333334,26.5824666667,25.3218,8.4708,8.67406666667,6.79866666667,9.00273333333,32.7343333333,8.85833333333
396.76,7.64182222222,38.9948,26.6090666667,25.4122666667,8.45426666667,8.7128,6.79306666667,9.05299999999,32.8195333333,8.87273333333
397.12,7.56658888889,38.9986,26.5737333333,25.4447333333,8.39986666666,8.68166666667,6.72653333334,9.00026666666,32.8287333333,8.8284
397.48,7.53977777778,39.0698666667,26.5863333333,25.5121333333,8.41286666667,8.68026666667,6.7112,9.0102,32.8764666667,8.8544
397.84,7.57633333333,39.15,26.62,25.5650666667,8.45266666667,8.72133333333,6.7402,9.06133333333,32.9529333333,8.90473333333
398.20,7.57062222222,39.2138666667,26.6518,25.6044666667,8.46913333334,8.74206666667,6.71493333333,9.07953333335,32.9694,8.9188
398.56,7.561,39.3551333333,26.7111333333,25.6842666667,8.47966666667,8.72906666667,6.69126666667,9.10000000001,33.0582,8.91906666667
398.92,7.58261111111,39.3521333333,26.7278666667,25.7222666667,8.4846,8.72826666667,6.68213333333,9.10753333334,33.1061333333,8.99380000001
399.28,7.58393333334,39.373,26.7542666667,25.7746666667,8.46893333333,8.7436,6.66486666667,9.11233333332,33.1363333333,9.00946666666
399.64,7.57005555555,39.4452,26.7246,25.8354666667,8.50273333333,8.78233333333,6.65966666667,9.14619999999,33.1573333333,9.05466666666
400.00,7.55882222222,39.4785333333,26.7126,25.8872,8.49979999999,8.77846666667,6.6614,9.15193333333,33.2017333333,9.05326666666
400.36,7.54275555556,39.5168,26.7360666666,25.9268,8.49206666666,8.77366666667,6.64946666667,9.15446666666,33.2608,9.04146666667
400.72,7.55954444444,39.6099333333,26.7824666667,25.9822666667,8.49753333334,8.7746,6.63333333333,9.15413333332,33.3530666667,9.073
401.08,7.58581111111,39.7284,26.8291333333,26.0453333333,8.52640000001,8.75686666667,6.64153333333,9.19526666667,33.4412,9.09973333333
401.44,7.60407777778,39.7760666667,26.8225333333,26.0978,8.51619999999,8.74086666667,6.61353333333,9.20859999999,33.5044,9.0806
401.80,7.61533333333,39.8366666667,26.8522666667,26.1850666667,8.53006666667,8.7642,6.59606666667,9.21420000001,33.5584666667,9.08620000001
402.16,7.59214444445,39.8956,26.8600666667,26.2384,8.51073333334,8.76686666667,6.5728,9.20866666667,33.6384,9.0838
402.52,7.57937777778,39.8953333333,26.8555333333,26.2572,8.49873333333,8.7694,6.55453333333,9.19333333334,33.6506,9.0912
402.88,7.54947777778,40.036,26.9094,26.3389333334,8.47486666667,8.76353333333,6.51386666667,9.1802,33.7494,9.0384
403.24,7.5513,40.1136666667,26.912,26.3679333334,8.48200000001,8.75453333333,6.49726666667,9.17933333333,33.7943333333,9.03
403.60,7.52144444444,40.1363333333,26.9130666667,26.4132666667,8.43926666667,8.71293333333,6.45646666667,9.15613333332,33.8177333333,9.00273333334
403.95,7.58023333333,40.2480666667,27.0033333333,26.4928666667,8.48406666666,8.75946666667,6.48853333333,9.2106,33.9436,9.07106666668
404.31,7.57595555555,40.3308666667,27.0096,26.535,8.48866666666,8.7488,6.49153333333,9.23100000001,34.0128,9.07433333333
404.67,7.53004444444,40.288,26.9319333333,26.5171333333,8.44079999999,8.72033333333,6.46286666666,9.19013333333,33.9956,9.00760000001
405.03,7.57637777778,40.3803333333,26.9695333334,26.6131333334,8.46493333333,8.7594,6.47913333333,9.2156,34.097,9.0408
405.39,7.56598888889,40.4461333333,27.0157333333,26.6649333333,8.46626666666,8.75053333333,6.46146666667,9.22339999999,34.1828,9.05026666666
405.75,7.52755555555,40.4866,26.9945333333,26.696,8.44900000001,8.72186666667,6.42346666667,9.21626666668,34.2322,9.02813333333
406.11,7.51366666667,40.5620666667,27.0154666667,26.7427333333,8.44119999999,8.7256,6.40306666667,9.19973333333,34.3133333333,9.03813333334
406.47,7.46734444444,40.6142,27.0309333333,26.772,8.40806666667,8.6984,6.3452,9.17226666667,34.3966,8.98720000001
406.83,7.44273333333,40.6812666667,27.0142666667,26.8128666666,8.39113333333,8.701,6.3256,9.16273333335,34.4618666667,8.99833333334
407.19,7.46404444445,40.8122666667,27.0919333333,26.9396,8.41253333333,8.73586666667,6.3492,9.20479999999,34.6068666667,9.03793333333
407.55,7.50397777778,40.8698666667,27.1364,26.9904,8.43466666667,8.75733333333,6.37593333333,9.241,34.6694,9.05873333333
407.90,7.47707777778,40.9256,27.1446666667,27.0348666667,8.43326666667,8.75826666667,6.36166666667,9.25953333333,34.688,9.03726666667
408.26,7.48992222222,41.0061333333,27.1946666667,27.1087333333,8.42986666666,8.74986666667,6.35046666667,9.26653333332,34.7459333333,9.06119999999
408.62,7.53872222222,41.1880666667,27.3160666666,27.2451333333,8.48153333333,8.8216,6.39366666667,9.31279999999,34.8648,9.12746666667
408.98,7.5207,41.2597333333,27.3702666667,27.2898,8.47979999999,8.82126666667,6.39686666667,9.31933333333,34.9475333334,9.13266666667
409.34,7.50267777778,41.3198,27.3762666667,27.3434666667,8.47493333333,8.8252,6.39706666667,9.28753333332,34.9779333334,9.11913333335
409.70,7.54502222222,41.4597333333,27.4620666667,27.4172666667,8.499,8.8498,6.42426666667,9.30960000001,35.0526,9.1298
410.06,7.54617777778,41.4706,27.4467333333,27.4417333333,8.47573333333,8.8156,6.40086666667,9.30886666667,35.054,9.09846666667
410.42,7.59698888889,41.5928666667,27.5128666667,27.5732,8.52606666667,8.84693333333,6.43593333333,9.35266666666,35.1501333333,9.15279999999
410.77,7.66602222222,41.678,27.5916666667,27.6634666667,8.57633333333,8.88286666667,6.48853333333,9.41960000001,35.2158666667,9.19599999999
411.13,7.65724444445,41.7518,27.6106,27.676,8.56926666667,8.87466666667,6.47953333334,9.40433333333,35.2557333333,9.18506666667
411.49,7.64408888889,41.8102666667,27.6121333333,27.7346666667,8.55913333333,8.8564,6.4588,9.39106666667,35.3251333333,9.16559999999
411.85,7.64695555556,41.8795333333,27.6218666667,27.8034,8.54186666666,8.8456,6.454,9.38520000001,35.3931333333,9.17213333333
412.21,7.67332222222,41.9314666667,27.635,27.8727333333,8.55466666666,8.88706666667,6.47446666667,9.40606666667,35.4871333333,9.17766666667
412.57,7.67295555556,42.0123333333,27.6650666667,27.9456,8.56946666667,8.88153333333,6.456,9.44006666667,35.5609333333,9.18920000001
412.92,7.65713333333,42.0904666667,27.6648,28.0028666667,8.57059999999,8.88306666667,6.44066666667,9.43133333335,35.6063333333,9.19120000001
413.28,7.69134444445,42.1414666667,27.6959333333,28.0670666667,8.59826666667,8.91853333334,6.4376,9.48193333333,35.6654666667,9.24233333333
413.64,7.68901111111,42.1988666667,27.7409333333,28.1450666667,8.61933333333,8.95673333333,6.44246666667,9.51726666667,35.7511333333,9.29453333333
414.00,7.71001111111,42.2781333333,27.7748,28.2172666667,8.65559999999,9.00680000001,6.47873333333,9.57366666668,35.8557333333,9.33479999999
414.36,7.7023,42.2616,27.7630666667,28.2215333333,8.65386666666,9.01473333334,6.4882,9.59000000001,35.8573333333,9.3424
414.72,7.67474444444,42.2666,27.7443333333,28.2416666667,8.63800000001,9.015,6.42986666667,9.55986666667,35.8569333333,9.31766666667
415.07,7.64453333333,42.2327333333,27.7129333333,28.2615333333,8.60273333334,8.99106666667,6.37813333333,9.55279999999,35.8683333333,9.30033333333
415.43,7.62524444444,42.284,27.7233333333,28.3046666667,8.60406666667,9.00453333333,6.37113333333,9.55973333333,35.9169333333,9.31966666666
415.79,7.54541111111,42.2628666667,27.6782666667,28.3077333333,8.53379999999,8.93839999999,6.27966666667,9.4982,35.9108,9.27733333334
416.15,7.53011111111,42.2916666667,27.6714,28.3414666667,8.51699999999,8.93626666667,6.25206666667,9.4924,35.9085333333,9.28126666667
416.51,7.50772222222,42.3256666667,27.6440666667,28.3776,8.50766666667,8.91946666667,6.2242,9.46786666666,35.9485333333,9.28686666667
416.86,7.54407777778,42.3538666667,27.6421333333,28.4156666667,8.525,8.971,6.23386666666,9.51166666666,35.9993333333,9.32346666667
417.22,7.52221111111,42.3708666667,27.6162666667,28.4429333333,8.5016,8.98266666667,6.21886666667,9.49840000001,36.0209333333,9.308
417.58,7.46807777778,42.3439333333,27.5573333333,28.4558,8.4402,8.93153333333,6.15286666667,9.4526,36.0231333333,9.25760000001
417.94,7.43601111111,42.3836,27.52,28.4996666667,8.39900000001,8.915,6.10746666667,9.41500000001,36.0136,9.21873333335
418.29,7.42884444444,42.4432,27.5119333333,28.5569333334,8.37566666666,8.9228,6.088,9.40939999999,36.0719333333,9.21366666665
418.65,7.39574444444,42.4594666667,27.4792666667,28.6079333333,8.34399999999,8.90886666667,6.05346666667,9.39066666667,36.1113333333,9.20593333333
