wavelength,Back_SalStrm,Belly_SalStrm,Breast_SalStrm,Crissum_SalStrm,Crown_SalStrm,DorTail_SalStrm,Patch10_SalStrm,Rump_SalStrm,Throat_SalStrm,WingTip_SalStrm
192.47,-53.5555555556,38.8888666666,47.5557333333,28.8888666667,-33.5554666667,-5.33333333326,-48.2222,4.88899999993,2.44459999999,-2.00000000013
192.85,-23.6222222222,30.4,30.6666666667,27.2,-13.7333333333,3.99999999999,-25.3333333333,9.33333333333,15.2,11.6
193.23,-4.77781111111,41.4444666667,40.0000000001,35.4444666667,6.33326666669,19.5555333333,-4.3334,27.2222666667,30.111,30.3332
193.61,8.37619999999,46.6666666667,51.3846,45.8461333333,16.7178666667,27.4872,6.6666,36.9230666667,35.9999333333,37.8460666667
193.99,5.38889999999,47.2221333333,50.4444666666,46.0,15.7778,32.0000666667,6.44439999999,38.4445333333,34.7778666667,43.1111333333
194.37,10.4586222222,53.6507333334,56.9312,50.2645333333,21.6930666667,35.1321333334,10.0529333333,42.8570666667,39.2590666667,48.1481333335
194.75,8.93720000001,52.3671333333,58.0676,47.9226,22.2222,31.4975333334,9.27540000001,40.773,33.7196666667,41.2560666666
195.13,-10.4255444444,45.9575333333,61.5603333334,42.5531333333,2.83686666666,13.4753333335,-14.7517333333,33.7589333333,21.7020666667,30.7799333333
195.51,-19.0313222223,56.5813333334,63.7605999999,42.2222666667,-7.17946666665,14.3589333335,-24.4444,36.2392000001,24.4445333333,24.1025333334
195.89,-0.217900000066,56.8627333333,76.0784,54.3791333333,16.0783333333,29.9346000001,5.35946666668,51.6339333334,44.4444666667,32.5490666667
196.27,-4.36064444443,47.9244666666,76.478,52.0754,17.1068,24.4023999999,5.40880000001,46.6665333334,43.3962,33.5848666666
196.65,-45.3819444443,31.2499999999,87.9166666667,44.375,-12.7083333333,-11.25,-34.7916666667,30.2083333334,20.8333333333,-0.83333333346
197.03,-73.9917999999,7.9012666668,90.8641999999,18.7654,-33.5800666667,-39.9998000001,-57.7777333333,6.66673333334,-9.38280000007,-28.889
197.40,-81.1110777778,-10.5745333333,72.8734666666,16.0918,-38.1608666667,-50.3448,-64.3679333334,-7.58640000007,-22.9884666667,-37.7011999999
197.78,-31.2471222222,14.8299333333,65.5782666667,36.3265333333,-1.08833333334,-9.25159999994,-15.7822,11.8367333333,9.38786666667,3.80973333338
198.16,-7.85945555555,23.4312,64.3138666666,41.5687333333,16.0784,4.0196,-1.76473333332,23.4313333333,22.451,18.3334666668
198.54,-13.7190333333,13.7962,53.7962000001,34.1666666667,11.2964,1.20386666667,-7.59260000001,18.9815333333,14.0741333333,11.2038
198.92,-17.0759111111,11.1403333334,42.9824,27.1929333333,8.59646666668,-2.1052,-10.9648666667,12.7192666667,10.0876666667,13.6842666667
199.30,-12.1003,15.8536666667,43.3333333333,31.7073333333,13.6585333333,-0.569199999986,-8.04866666666,13.9025333333,12.7643333333,18.0488
199.68,-14.3895888889,9.5472,40.8230666667,26.6666666667,10.6996,-9.79426666664,-13.3333333333,11.2756,6.74906666667,16.3785333333
200.06,-4.23862222221,15.8025333334,44.9383333333,27.6542666667,14.8972,-6.33746666668,-9.5474,14.1564,10.6172,20.9053333333
200.44,6.78303333333,24.8838000001,49.9225333333,34.1085333333,26.2790666667,5.89153333334,-1.0078,20.5426,17.3642666667,25.1163333333
200.82,11.9251444445,29.2408666667,51.5512,35.3134666667,32.8712666667,16.3696,7.59086666665,26.2707333333,24.7524,29.5708
201.19,16.9637222222,34.5215333333,56.0395333333,39.604,37.3597333333,22.1782,10.1649333333,33.1352666667,30.759,29.9010666667
201.57,11.4131333333,33.6956000001,51.2319333333,33.9131333334,33.4058,14.7825333333,1.37686666666,27.8986,27.6086,21.5942666667
201.95,-14.1939555556,24.5068666667,34.0843333333,12.3944,15.6808,-7.79340000001,-22.3476,10.4225333333,10.7042666667,-7.04219999998
202.33,-22.3118,24.5162,29.1398,9.57006666667,11.2902666667,-12.4732,-27.8494666667,6.23653333332,9.89253333334,-17.2044
202.71,-10.9677777778,40.2150666667,41.6128666667,26.5592,27.2043333333,-1.61300000001,-13.7635333333,17.4193333333,21.2902666667,-4.30126666667
203.09,-1.4337,42.4731999999,57.4194000001,34.4086,35.3764,5.59133333333,-11.3978666667,24.086,27.6344,-6.12900000005
203.47,3.84742222223,46.7659999999,55.6218666667,39.2040666667,40.6965333333,17.3134666667,-0.19893333332,28.5572666667,36.7164666667,-1.59220000007
203.85,7.48973333333,44.1153333333,50.1234,34.1564,37.3661333333,24.6914666667,6.41973333334,24.1974666667,34.6502,1.64613333332
204.22,1.95284444444,38.6533333333,43.2322,31.7846666667,31.8519333333,23.2324,5.8586,19.3938,26.9361333333,3.09773333333
204.60,-13.9076888889,32.4344,33.1088,21.1236666667,19.6256,12.2846,-5.61793333333,5.46813333332,15.2808666667,-10.8614666667
204.98,1.1004,39.9351999999,39.1586,32.8155333333,26.7314666667,17.9288,8.02586666668,14.2396,23.0420666667,2.07119999998
205.36,6.90817777777,41.1595333333,38.6088,34.7825333333,29.1593333333,21.1594,12.6957333333,13.6232666666,22.8985333333,9.27559999998
205.74,19.8023555556,50.2825333333,50.8474,45.7626666667,40.5084666666,35.7062,25.3108,25.0848,34.5763333333,20.678
206.12,23.7006333333,50.1694666667,54.4633333333,49.3786,42.2033333333,38.3049333333,26.5536,28.079,39.0393333333,27.2881333333
206.50,21.9464444445,46.2656666667,51.7794666667,44.6115333333,36.1402,33.584,24.3107333333,26.867,34.0350666667,27.3684
206.87,20.3151777778,43.9304,48.9054,38.806,30.2985333334,29.9004666667,21.9404,24.975,30.4478666667,24.6766
207.25,17.2923333333,44.0494,44.7408,34.3704666666,27.6544,26.9631333333,20.4444666667,23.8024,27.0617333333,21.9752
207.63,21.6362111111,44.0183333333,47.7625333333,34.6576,30.5479333333,30.2283333334,23.0136,28.0365333333,25.7534,26.1643333333
208.01,22.7040111111,45.641,49.0909333333,39.1144,33.6596,29.9301333333,23.9161333333,32.4942,26.8532666667,28.0651333333
208.39,21.4901,44.806,48.2172,38.3462,34.2634666667,27.8552,23.2041333333,33.1268,27.0284,25.1162666667
208.77,28.5397333333,47.0952,54.1428666667,44.0951333333,40.7618666667,33.6666,28.8572,39.0476666667,34.619,31.7142
209.14,22.1789333333,43.2292,51.6145333333,39.7918666667,36.7708,30.9375333333,22.5521333333,35.5209333333,28.5938,24.8438
209.52,20.9734444444,46.1358,54.3952,44.7788666667,37.4631333333,29.7344666667,21.2979333333,39.7050666667,28.5546,23.4806666667
209.90,13.5780111111,38.104,48.685,39.9388666667,30.3363333333,19.9388666667,13.7002666667,32.1714666667,19.1437333333,16.8196666667
210.28,12.1474888889,37.5641333333,51.0898666667,41.6666,33.2051333333,21.6025333333,12.5000666667,30.5768666666,18.1409333333,16.6026
210.66,9.14889999998,35.6738,53.1205333333,39.8581333334,35.461,21.0638666667,7.94333333333,24.9645333333,13.5460666667,10.3545333333
211.03,9.33834444444,34.9062666666,58.3521333333,42.1722,42.1722,24.7192,5.39333333333,24.6441333333,16.2546,11.0861333333
211.41,5.94515555556,33.9393333334,64.7617333333,49.4372666667,45.3679333333,27.5326,5.10813333334,24.762,16.3636666667,7.61913333336
211.79,-6.54132222216,30.4301333333,66.1290666667,48.1722,42.5806,16.8816,-5.69900000001,15.4838,13.3333333333,-8.06440000001
212.17,-10.0888888888,37.6,85.0666666667,61.3333333333,51.2000000001,21.8666666666,-12.4,16.1333333333,14.0,-14.0000000001
212.55,3.27166666667,40.1235333334,82.4691333332,63.9506,47.9012,23.3332666667,-10.3704,15.926,15.3086,-0.740799999988
212.92,-7.24631111125,37.8261333334,86.2319333334,63.1884000001,42.3188666667,16.8118,-27.3913333333,11.5940666667,4.78273333335,-5.50746666667
213.30,-1.33896666673,55.3846666666,107.692333333,82.0512000001,61.5386000001,22.906,-30.2564666667,25.6410666667,24.6152666667,1.02579999998
213.68,-14.9248666667,48.2882666667,110.270133333,72.072,61.8018,23.4233999999,-42.5225333333,20.7206000001,25.4054666667,-12.4324666666
214.06,-16.2714444445,44.7406666666,93.0371333334,59.8519333333,48.5926,24.7406666667,-34.9628666667,24.2962666667,27.9998666667,-8.59260000001
214.44,-17.6360555556,40.2836666667,82.9786666665,54.1845333333,43.4042666667,22.1276666667,-35.1773333333,25.9573999999,26.6667333333,-15.6028666667
214.81,-18.3025888889,51.6666000001,102.7778,79.8148000001,60.3704,32.0371333334,-39.0740666667,38.3333999999,45.3703333333,-20.926
215.19,-27.0251000001,56.7741999999,110.322533333,95.6988,63.6560666666,36.9893333333,-44.301,37.2044000001,47.9569333333,-29.4624666667
215.57,-7.52513333334,51.2120666667,81.9696666667,79.8484,50.303,40.7574666667,-22.5758,39.6970000001,47.4241333333,-5.15153333333
215.95,-9.00703333334,50.3545333334,72.0567333334,76.3119999999,44.5390666667,44.3973333333,-28.0852,38.5815333333,43.8297333333,-3.26246666667
216.32,-21.5942222222,42.3188666667,54.2028,60.1449333334,31.5942666667,35.0724,-30.5796,29.2755333332,34.6377333333,-10.2899333333
216.70,-60.8080777778,43.0304000001,61.8182,58.3838000001,23.8384,38.5858000001,-54.3434666666,23.6363999999,27.6767333333,-31.3131333333
217.08,-185.029133333,26.6666666665,29.4736666667,39.9998666666,-30.1755333334,-1.4035333334,-148.771933333,-23.8597333333,-26.6667333335,-130.8772
217.46,-122.427911111,28.6417999999,22.716,29.1358666667,-14.0740666667,11.3580000001,-74.0740666667,-8.39493333346,-17.0370666667,-74.3208
217.83,-198.518544445,32.5926666667,25.5558,38.8887999999,-37.7777333333,-1.85179999994,-107.407333334,-26.2963333332,-38.5186000002,-97.0370000001
218.21,-170.877211111,27.3683999999,23.1579333333,48.7718666666,-30.8770666666,4.91239999988,-87.7192666667,-23.5088666666,-35.4387333333,-87.7190666667
218.59,-57.5075111111,44.6847999999,40.9008,53.8739333334,17.2974,34.5946,-15.6756,16.3964000001,6.12606666667,-8.46839999999
218.97,-29.4213222222,49.5832666667,45.2777333333,56.1111333333,25.1389333333,39.0277333333,4.99999999999,30.0,15.5554666667,11.6666
219.34,2.25989999999,66.6666666666,59.7740666667,70.5084,39.3219333333,53.6722666667,30.7344,52.2034,34.2371333333,37.1751333333
219.72,23.0418555555,81.4207999999,75.4098,83.7158,56.8306,62.0765333333,48.5245333333,65.2458666667,48.0873333333,54.3169333333
220.10,33.8315111111,87.8161333332,85.5171333333,90.9195999999,63.5630666667,63.7933333333,60.3449333333,69.8851333333,55.8622,62.8735333333
220.47,48.7330333333,99.9999333332,103.040866667,107.9532,76.2573999999,76.4912666666,68.1872,83.6257333333,74.0350000001,78.7133333334
220.85,61.2242222223,104.0678,108.361733333,115.367133333,88.1355333333,75.7061999999,70.8474,91.7514666666,84.6328,83.6157333333
221.23,71.6490999999,96.9789333333,107.291466666,116.1456,92.0830666667,79.0623333333,75.1039333334,92.7080666668,83.3332000001,85.9372666666
221.61,68.4343222223,91.0100666666,101.818266667,109.999933333,88.6869333334,78.0808,65.7576,84.0404,79.1919333333,85.5555333334
221.98,65.8874888888,85.6276666667,92.9004666667,98.8745333333,83.1167999999,79.1342000001,63.7229333333,76.9696666667,74.8052666667,80.6925333333
222.36,65.8024666666,94.8146666667,101.904666667,104.444333333,90.4762666667,82.0104666665,61.3757333333,76.0847333334,80.3175333333,90.582
222.74,73.4666666668,105.333333333,113.066666667,114.666666667,94.5333333334,88.0000000001,62.1333333333,78.9333333333,86.1333333333,92.9333333333
223.11,64.259211111,90.1387333333,99.8611333333,104.861066667,79.7222000001,76.3888666667,45.6944,63.3332666666,72.361,78.4721999999
223.49,45.9690777778,69.9224666667,78.6045999999,93.1782666667,70.0774000001,57.8294,23.876,38.7596,54.2636,57.2093333333
223.87,30.0673111111,64.2423333334,79.596,91.7172,63.8384000001,51.9192666666,4.44446666667,22.4241333333,45.4546,45.6565333333
224.24,-3.38754444445,36.4226666667,44.8780666667,59.6748666667,38.3739333333,27.1544666667,-13.3332666667,-0.16266666668,19.5122,19.5120666667
224.62,-25.5323444444,15.9722,12.9167333333,31.6666,11.8054666667,8.61126666666,-27.2221333333,-20.4166666667,-5.83326666667,-4.7222
225.00,-43.0718888889,5.098,-6.1438,15.817,-8.23533333334,4.183,-38.8236666667,-34.5098666667,-19.3464,-22.7450666667
225.38,-17.6697222222,22.3146666667,13.5185333333,27.4999333333,6.66666666666,18.4258666667,-11.7592666667,-4.25926666667,10.3704,-3.61100000002
225.75,-22.7327888889,13.2432666667,7.02700000001,20.8109333333,-3.60353333333,8.46846666667,-16.9369333333,-11.7116666667,4.23433333333,-13.153
226.13,-19.8290888889,12.4787333333,4.27346666668,22.5642,-5.98306666666,0.256533333327,-17.4358666667,-10.4274,3.16240000001,-15.299
226.51,-11.6971888889,15.9706666667,5.93400000001,29.1575333333,0.805800000006,8.86433333332,-8.93766666667,0.366400000013,9.817,-8.79113333334
226.88,-8.56072222221,17.3334,7.619,28.5078,3.04766666667,10.6032,-4.57139999999,4.44433333333,11.365,-3.36506666667
227.26,-8.84409999999,19.1396666667,6.50546666667,22.8495333333,3.92479999999,10.2688666667,-1.61293333333,5.43006666667,12.0968666667,-2.15060000001
227.64,-2.97294444445,21.8016666667,13.1531333333,21.3964666667,7.61259999999,14.6847333333,2.5224,10.7658,14.8198666667,3.82886666667
228.01,0.36815555555,18.7597333333,14.7674,20.3099333333,8.79840000001,14.7675333333,2.90693333333,11.434,14.5737333333,7.17073333333
228.39,8.20686666668,21.8151333333,19.2079333333,22.5412666667,13.8613333333,18.5479333333,7.88766666666,16.7657333333,16.6005333333,13.0364
228.76,13.5527222222,25.5554666667,24.0644666667,24.9707333333,19.8828666667,22.9239333333,12.3392666667,19.8245333333,20.0292,18.5672666667
229.14,16.1757555556,26.3453333333,24.3641333333,25.194,21.0173333333,23.1593333333,13.7616666667,20.0803333333,20.5622,20.7496
229.52,14.8031888889,23.8392,20.1297333333,22.3346666666,17.9766666667,20.6743333333,11.258,16.2388,16.5499333334,18.9882666667
229.89,12.1918888889,22.0312,15.9636666667,19.6616,15.2864666667,18.8541333333,8.98433333334,14.3229333333,12.7603333333,16.9010666667
230.27,10.8344777778,20.4597333333,14.6104666667,16.935,13.2057333333,19.2847333333,8.17366666666,13.1544666667,12.0817333333,16.6538666667
230.65,9.3175,18.0838666667,13.1232666667,13.4646,9.685,16.0892,6.61426666667,10.4985333333,9.34393333333,14.3044666667
231.02,10.8632888889,19.5896,14.5897333333,14.4615333333,11.7693333333,17.0768666667,8.94873333334,11.8204666667,10.8976666667,15.8204
231.40,16.8373333333,23.8701333333,20.3994666667,20.1998,16.7790666667,22.7215333333,13.9075333333,16.6542,15.7552666667,21.6979333334
231.78,16.4716555555,22.8498666667,19.364,19.8218,14.8855333333,21.8574666667,13.4352,15.0890666667,15.9796666667,20.9668
232.15,16.3449666667,24.0600666667,18.6464666667,20.0251333333,13.9849333333,21.1529333333,13.9348666667,14.3107333333,15.1880666667,20.9273333333
232.53,17.3793888889,25.1571333333,20.151,21.1572,14.6416,22.8931333333,15.5219333333,15.3206666667,18.9937333333,23.4718
232.90,16.7269,22.92,18.6047333333,19.7932666667,12.8941333333,21.0335333333,14.8062,14.6512666667,18.4237333333,22.0154666667
233.28,21.4842555556,25.8706666667,22.5373333333,25.0994666667,17.1393333333,24.4527333333,19.4527333333,18.9054,23.2338,26.0944666667
233.66,24.6991666667,28.8721333333,25.8646,27.1177333333,20.9523333333,27.0174,21.7544,22.2305333333,26.8923333333,29.5489333333
234.03,27.8749777778,29.8369333333,29.2075333333,29.3239333333,23.2866666667,29.8136,23.6596666667,24.662,29.9067333334,31.3052666667
234.41,28.0854444445,30.1628666667,30.1194666667,29.5982,24.8426,29.4462666666,24.2779333333,25.6894,29.4462,31.0750666667
234.78,29.4494444444,32.4307333333,30.8512666667,31.1384,27.9384,31.3846,26.2564666667,27.5693333333,30.8102666667,33.3331333333
235.16,27.4983777778,30.2828666667,29.2120666667,29.5758,26.1211333333,30.0402666667,24.2222666667,26.1011333333,28.6666,31.9596
235.54,25.3142111111,28.2160666667,27.0948,27.7064,23.527,28.2161333333,22.365,24.1794666666,26.4422666667,30.3567333334
235.91,25.5099111111,28.5044,27.7418666667,27.9180666667,24.2228666667,28.6216666667,23.0106,24.9266666667,27.39,30.1661333333
236.29,24.5587,26.6095333333,26.9523333333,26.7808,23.6950666666,28.5143333333,22.6856,24.4760666667,26.5334666667,27.9237333333
236.66,22.8814888889,24.6054666667,24.7724,24.4196,21.2628,26.7780666667,20.8169333333,22.5068666667,23.1754666667,24.4568666667
237.04,22.4340666667,23.8674666667,24.5856,24.5854666667,20.6262,25.7826666667,20.2394666667,21.7496666667,22.5413333333,23.9964
237.41,18.9637444444,21.8726,22.9401333333,21.9286666667,18.3521333333,23.4644666667,17.2847333333,19.6255333333,19.6442,21.9101333333
237.79,14.7437555556,17.9999333333,19.8702666667,19.0555333334,15.0927333333,20.8146666667,13.6111333333,15.6297333333,16.2036,18.4074666667
238.17,12.2252666667,16.5112666667,17.7717333333,17.2237333333,13.242,18.137,11.3241333333,13.4612,14.1002666667,16.0913333333
238.54,12.4707222222,15.7154666667,16.9665333333,17.9776666667,13.5904666667,18.0634,11.4309333333,12.9221333333,14.1558666667,15.4927333333
238.92,13.3640666667,16.8437333333,17.8445333333,18.9839333333,14.0106,19.0146666667,12.8406666667,13.395,14.8114,16.0585333333
239.29,13.8654111111,16.0056666667,17.173,18.8607333333,13.3895333333,18.6638666667,12.0815333333,13.0801333333,14.5148,15.9634666667
239.67,12.8790333334,14.8176666667,15.9435333333,17.556,13.0775333333,17.4152666667,10.9405333333,12.4376,13.7939333333,15.5086666667
240.04,10.9050555555,13.0742,13.4864666667,15.4888,10.7892,15.1824666667,8.49226666667,10.3297333333,11.5666,14.3935333334
240.42,8.64536666667,10.9859333333,10.3808,12.4152,8.53406666666,12.3736666667,6.28053333333,7.89773333333,9.36873333334,12.6760666666
240.79,7.09358888889,9.92053333333,8.9108,11.1919333333,7.73266666667,11.323,5.18926666667,6.73226666666,8.38706666666,11.5381333333
241.17,8.03852222222,11.1002666667,9.65760000001,11.7114,8.47573333333,12.4205333333,6.29993333333,7.89733333333,9.38873333333,12.4449333333
241.54,8.52791111112,10.9482666667,9.8584,11.4366666667,8.34400000001,12.8238,6.72326666667,8.13873333333,9.56126666667,12.2930666667
241.92,8.58771111111,10.8771333333,9.74660000001,11.2476666667,8.20640000001,12.6706,6.8356,8.10919999999,9.33720000001,12.3976
242.29,8.55454444444,10.8949333333,9.45946666667,11.0510666667,8.06606666667,12.5646666667,6.8828,8.30026666666,9.02713333333,12.6667333333
242.67,7.55786666667,9.95373333333,8.52439999999,9.86693333334,7.00806666667,11.3716,5.75226666667,7.34373333333,8.13666666667,11.8693333333
243.05,6.811,8.81860000001,7.81106666667,8.85866666667,6.1258,10.521,4.6514,6.66086666666,7.60606666667,10.9534666667
243.42,6.46764444444,8.73626666667,7.6876,8.40160000001,5.95266666667,10.0642,4.6862,6.18126666667,7.5258,10.6611333333
243.80,6.65668888889,8.95093333333,7.77873333333,8.40866666667,5.97093333333,9.93693333333,4.93006666667,6.14640000001,7.6636,10.4409333333
244.17,7.209,9.46053333333,8.31200000001,8.82473333333,6.77353333333,10.5608,5.79073333333,6.68806666667,8.23726666666,10.8438666667
244.55,7.30541111111,9.97886666665,8.80566666667,9.31006666667,7.05933333333,10.9978666667,6.10406666667,7.18686666667,8.55093333333,11.0350666667
244.92,7.71144444444,10.0100666667,9.09373333333,9.42600000001,7.1298,11.2386,6.3948,7.47720000001,8.86713333333,11.1279333333
245.30,6.62964444444,8.89033333334,8.05293333335,8.40313333334,6.11786666667,10.0828666667,5.4412,6.30706666667,7.69806666667,9.77993333332
245.67,5.52765555555,8.00953333333,7.08806666667,7.57073333333,5.31046666667,9.12886666666,4.5512,5.27953333333,6.81593333333,8.76033333334
246.05,5.589,8.00706666666,7.209,7.71626666667,5.49526666666,9.29639999999,4.80346666667,5.29886666667,6.96926666667,8.72233333334
246.42,5.59746666667,7.89213333333,7.3352,7.7774,5.67813333333,9.34779999999,4.85533333333,5.11053333333,7.23106666666,8.63626666667
246.79,5.3865,7.57633333333,7.05086666667,7.49433333333,5.55666666667,9.24466666666,4.65346666667,4.83093333333,6.94246666667,8.41706666667
247.17,5.16002222222,7.40306666667,6.86746666667,7.33606666666,5.4222,9.00340000001,4.5914,4.56413333333,6.62706666667,8.29146666667
247.54,5.11175555556,7.53586666667,6.92866666667,7.44113333333,5.50366666667,9.20553333334,4.669,4.82153333333,6.84813333333,8.40819999999
247.92,4.95195555556,7.4166,6.90353333334,7.34706666667,5.3422,9.25979999999,4.5028,4.6452,6.7002,8.28373333334
248.29,4.70624444445,7.10026666667,6.697,7.19413333333,5.0622,9.16593333334,4.2778,4.36893333333,6.5726,8.08346666666
248.67,5.05187777778,7.32866666667,6.9662,7.56766666667,5.329,9.48226666667,4.49933333333,4.5736,7.032,8.44940000001
249.04,4.77506666667,7.2024,6.82633333333,7.55593333333,5.11906666667,9.20039999999,4.26973333333,4.2498,6.86613333333,8.2142
249.42,5.03462222222,7.49953333333,7.22413333334,7.85613333333,5.4502,9.50419999999,4.4614,4.58713333333,7.24793333333,8.55140000001
249.79,5.46528888889,7.8948,7.68626666666,8.16733333333,5.87473333333,9.81879999999,4.80046666667,5.06646666667,7.7442,8.96593333335
250.17,5.71941111111,8.22566666667,8.0764,8.54513333333,6.15633333333,9.96179999999,4.93773333333,5.5244,8.16313333333,9.31246666667
250.54,5.69065555556,8.44826666667,8.19426666667,8.60126666667,6.22213333333,9.9646,5.0718,5.79633333333,8.16813333333,9.28846666667
250.92,6.38507777778,9.34840000001,8.96993333333,9.56766666667,6.87386666667,10.795,6.00533333333,6.52313333333,9.00180000001,9.91046666667
251.29,6.45237777778,9.64039999999,9.05160000001,9.86333333335,7.01153333333,11.0368666667,6.12413333333,6.73393333333,9.29126666667,9.939
251.66,5.85195555555,9.28866666667,8.51126666668,9.35866666667,6.60946666667,10.4261333333,5.58626666667,6.2188,8.72199999999,9.29299999999
252.04,5.09796666667,8.66366666667,7.50973333333,8.5916,5.9634,9.67766666668,4.76906666667,5.7246,8.03246666667,8.27586666666
252.41,5.05302222222,8.92093333333,7.3952,8.65973333333,5.97026666667,9.47073333333,4.62313333333,5.85573333333,7.8534,7.91746666666
252.79,5.19741111111,9.22680000001,7.5916,8.82033333333,6.15746666666,9.67533333333,5.04093333333,6.35366666667,7.93266666667,8.07759999999
